date,RAD_unscaled,RAD_monthly,isPartial,scale,RAD
2017-12-29,83,69.0,,0.69,57.269999999999996
2017-12-30,59,69.0,,0.69,40.709999999999994
2017-12-31,41,69.0,,0.69,28.29
2018-01-01,50,83.0,False,0.83,41.5
2018-01-02,74,83.0,,0.83,61.419999999999995
2018-01-03,100,83.0,,0.83,83.0
2018-01-04,94,83.0,,0.83,78.02
2018-01-05,72,83.0,,0.83,59.76
2018-01-06,50,83.0,,0.83,41.5
2018-01-07,41,83.0,,0.83,34.03
2018-01-08,70,83.0,,0.83,58.099999999999994
2018-01-09,82,83.0,,0.83,68.06
2018-01-10,81,83.0,,0.83,67.22999999999999
2018-01-11,83,83.0,,0.83,68.89
2018-01-12,91,83.0,,0.83,75.53
2018-01-13,64,83.0,,0.83,53.12
2018-01-14,51,83.0,,0.83,42.33
2018-01-15,55,83.0,,0.83,45.65
2018-01-16,77,83.0,,0.83,63.91
2018-01-17,77,83.0,,0.83,63.91
2018-01-18,80,83.0,,0.83,66.39999999999999
2018-01-19,83,83.0,,0.83,68.89
2018-01-20,46,83.0,,0.83,38.18
2018-01-21,48,83.0,,0.83,39.839999999999996
2018-01-22,78,83.0,,0.83,64.74
2018-01-23,77,83.0,,0.83,63.91
2018-01-24,79,83.0,,0.83,65.57
2018-01-25,66,83.0,,0.83,54.779999999999994
2018-01-26,83,83.0,,0.83,68.89
2018-01-27,50,83.0,,0.83,41.5
2018-01-28,52,83.0,,0.83,43.16
2018-01-29,66,83.0,,0.83,54.779999999999994
2018-01-30,77,83.0,,0.83,63.91
2018-01-31,81,83.0,,0.83,67.22999999999999
2018-02-01,60,80.0,False,0.8,48.0
2018-02-02,59,80.0,,0.8,47.2
2018-02-03,43,80.0,,0.8,34.4
2018-02-04,36,80.0,,0.8,28.8
2018-02-05,54,80.0,,0.8,43.2
2018-02-06,61,80.0,,0.8,48.800000000000004
2018-02-07,61,80.0,,0.8,48.800000000000004
2018-02-08,64,80.0,,0.8,51.2
2018-02-09,60,80.0,,0.8,48.0
2018-02-10,40,80.0,,0.8,32.0
2018-02-11,41,80.0,,0.8,32.800000000000004
2018-02-12,57,80.0,,0.8,45.6
2018-02-13,62,80.0,,0.8,49.6
2018-02-14,62,80.0,,0.8,49.6
2018-02-15,67,80.0,,0.8,53.6
2018-02-16,64,80.0,,0.8,51.2
2018-02-17,44,80.0,,0.8,35.2
2018-02-18,40,80.0,,0.8,32.0
2018-02-19,45,80.0,,0.8,36.0
2018-02-20,100,80.0,,0.8,80.0
2018-02-21,90,80.0,,0.8,72.0
2018-02-22,78,80.0,,0.8,62.400000000000006
2018-02-23,66,80.0,,0.8,52.800000000000004
2018-02-24,43,80.0,,0.8,34.4
2018-02-25,55,80.0,,0.8,44.0
2018-02-26,63,80.0,,0.8,50.400000000000006
2018-02-27,73,80.0,,0.8,58.400000000000006
2018-02-28,64,80.0,,0.8,51.2
2018-03-01,97,79.0,False,0.79,76.63000000000001
2018-03-02,90,79.0,,0.79,71.10000000000001
2018-03-03,57,79.0,,0.79,45.03
2018-03-04,61,79.0,,0.79,48.190000000000005
2018-03-05,99,79.0,,0.79,78.21000000000001
2018-03-06,83,79.0,,0.79,65.57000000000001
2018-03-07,81,79.0,,0.79,63.99
2018-03-08,84,79.0,,0.79,66.36
2018-03-09,98,79.0,,0.79,77.42
2018-03-10,68,79.0,,0.79,53.72
2018-03-11,61,79.0,,0.79,48.190000000000005
2018-03-12,90,79.0,,0.79,71.10000000000001
2018-03-13,88,79.0,,0.79,69.52000000000001
2018-03-14,90,79.0,,0.79,71.10000000000001
2018-03-15,94,79.0,,0.79,74.26
2018-03-16,79,79.0,,0.79,62.410000000000004
2018-03-17,55,79.0,,0.79,43.45
2018-03-18,58,79.0,,0.79,45.82
2018-03-19,84,79.0,,0.79,66.36
2018-03-20,89,79.0,,0.79,70.31
2018-03-21,88,79.0,,0.79,69.52000000000001
2018-03-22,95,79.0,,0.79,75.05
2018-03-23,87,79.0,,0.79,68.73
2018-03-24,61,79.0,,0.79,48.190000000000005
2018-03-25,69,79.0,,0.79,54.510000000000005
2018-03-26,73,79.0,,0.79,57.67
2018-03-27,82,79.0,,0.79,64.78
2018-03-28,90,79.0,,0.79,71.10000000000001
2018-03-29,100,79.0,,0.79,79.0
2018-03-30,71,79.0,,0.79,56.09
2018-03-31,62,79.0,,0.79,48.980000000000004
2018-04-01,60,74.0,False,0.74,44.4
2018-04-02,98,74.0,,0.74,72.52
2018-04-03,82,74.0,,0.74,60.68
2018-04-04,90,74.0,,0.74,66.6
2018-04-05,100,74.0,,0.74,74.0
2018-04-06,92,74.0,,0.74,68.08
2018-04-07,80,74.0,,0.74,59.2
2018-04-08,73,74.0,,0.74,54.019999999999996
2018-04-09,97,74.0,,0.74,71.78
2018-04-10,86,74.0,,0.74,63.64
2018-04-11,95,74.0,,0.74,70.3
2018-04-12,90,74.0,,0.74,66.6
2018-04-13,88,74.0,,0.74,65.12
2018-04-14,63,74.0,,0.74,46.62
2018-04-15,74,74.0,,0.74,54.76
2018-04-16,81,74.0,,0.74,59.94
2018-04-17,94,74.0,,0.74,69.56
2018-04-18,98,74.0,,0.74,72.52
2018-04-19,86,74.0,,0.74,63.64
2018-04-20,92,74.0,,0.74,68.08
2018-04-21,57,74.0,,0.74,42.18
2018-04-22,74,74.0,,0.74,54.76
2018-04-23,92,74.0,,0.74,68.08
2018-04-24,94,74.0,,0.74,69.56
2018-04-25,94,74.0,,0.74,69.56
2018-04-26,90,74.0,,0.74,66.6
2018-04-27,82,74.0,,0.74,60.68
2018-04-28,56,74.0,,0.74,41.44
2018-04-29,71,74.0,,0.74,52.54
2018-04-30,86,74.0,,0.74,63.64
2018-05-01,94,70.0,False,0.7,65.8
2018-05-02,97,70.0,,0.7,67.89999999999999
2018-05-03,93,70.0,,0.7,65.1
2018-05-04,92,70.0,,0.7,64.39999999999999
2018-05-05,75,70.0,,0.7,52.5
2018-05-06,67,70.0,,0.7,46.9
2018-05-07,95,70.0,,0.7,66.5
2018-05-08,100,70.0,,0.7,70.0
2018-05-09,95,70.0,,0.7,66.5
2018-05-10,96,70.0,,0.7,67.19999999999999
2018-05-11,85,70.0,,0.7,59.49999999999999
2018-05-12,55,70.0,,0.7,38.5
2018-05-13,47,70.0,,0.7,32.9
2018-05-14,92,70.0,,0.7,64.39999999999999
2018-05-15,86,70.0,,0.7,60.199999999999996
2018-05-16,90,70.0,,0.7,62.99999999999999
2018-05-17,96,70.0,,0.7,67.19999999999999
2018-05-18,80,70.0,,0.7,56.0
2018-05-19,66,70.0,,0.7,46.199999999999996
2018-05-20,54,70.0,,0.7,37.8
2018-05-21,82,70.0,,0.7,57.4
2018-05-22,90,70.0,,0.7,62.99999999999999
2018-05-23,97,70.0,,0.7,67.89999999999999
2018-05-24,98,70.0,,0.7,68.6
2018-05-25,75,70.0,,0.7,52.5
2018-05-26,63,70.0,,0.7,44.099999999999994
2018-05-27,65,70.0,,0.7,45.5
2018-05-28,79,70.0,,0.7,55.3
2018-05-29,93,70.0,,0.7,65.1
2018-05-30,93,70.0,,0.7,65.1
2018-05-31,87,70.0,,0.7,60.9
2018-06-01,68,77.0,False,0.77,52.36
2018-06-02,61,77.0,,0.77,46.97
2018-06-03,61,77.0,,0.77,46.97
2018-06-04,75,77.0,,0.77,57.75
2018-06-05,72,77.0,,0.77,55.44
2018-06-06,81,77.0,,0.77,62.370000000000005
2018-06-07,70,77.0,,0.77,53.9
2018-06-08,72,77.0,,0.77,55.44
2018-06-09,49,77.0,,0.77,37.730000000000004
2018-06-10,54,77.0,,0.77,41.58
2018-06-11,67,77.0,,0.77,51.59
2018-06-12,76,77.0,,0.77,58.52
2018-06-13,71,77.0,,0.77,54.67
2018-06-14,76,77.0,,0.77,58.52
2018-06-15,82,77.0,,0.77,63.14
2018-06-16,52,77.0,,0.77,40.04
2018-06-17,57,77.0,,0.77,43.89
2018-06-18,83,77.0,,0.77,63.910000000000004
2018-06-19,65,77.0,,0.77,50.050000000000004
2018-06-20,84,77.0,,0.77,64.68
2018-06-21,68,77.0,,0.77,52.36
2018-06-22,81,77.0,,0.77,62.370000000000005
2018-06-23,73,77.0,,0.77,56.21
2018-06-24,64,77.0,,0.77,49.28
2018-06-25,97,77.0,,0.77,74.69
2018-06-26,85,77.0,,0.77,65.45
2018-06-27,100,77.0,,0.77,77.0
2018-06-28,93,77.0,,0.77,71.61
2018-06-29,73,77.0,,0.77,56.21
2018-06-30,45,77.0,,0.77,34.65
2018-07-01,62,76.0,False,0.76,47.12
2018-07-02,86,76.0,,0.76,65.36
2018-07-03,85,76.0,,0.76,64.6
2018-07-04,57,76.0,,0.76,43.32
2018-07-05,90,76.0,,0.76,68.4
2018-07-06,92,76.0,,0.76,69.92
2018-07-07,57,76.0,,0.76,43.32
2018-07-08,63,76.0,,0.76,47.88
2018-07-09,89,76.0,,0.76,67.64
2018-07-10,82,76.0,,0.76,62.32
2018-07-11,84,76.0,,0.76,63.84
2018-07-12,79,76.0,,0.76,60.04
2018-07-13,82,76.0,,0.76,62.32
2018-07-14,64,76.0,,0.76,48.64
2018-07-15,58,76.0,,0.76,44.08
2018-07-16,93,76.0,,0.76,70.68
2018-07-17,86,76.0,,0.76,65.36
2018-07-18,79,76.0,,0.76,60.04
2018-07-19,81,76.0,,0.76,61.56
2018-07-20,78,76.0,,0.76,59.28
2018-07-21,57,76.0,,0.76,43.32
2018-07-22,51,76.0,,0.76,38.76
2018-07-23,85,76.0,,0.76,64.6
2018-07-24,91,76.0,,0.76,69.16
2018-07-25,87,76.0,,0.76,66.12
2018-07-26,90,76.0,,0.76,68.4
2018-07-27,86,76.0,,0.76,65.36
2018-07-28,66,76.0,,0.76,50.160000000000004
2018-07-29,64,76.0,,0.76,48.64
2018-07-30,99,76.0,,0.76,75.24
2018-07-31,100,76.0,,0.76,76.0
2018-08-01,65,78.0,False,0.78,50.7
2018-08-02,69,78.0,,0.78,53.82
2018-08-03,86,78.0,,0.78,67.08
2018-08-04,50,78.0,,0.78,39.0
2018-08-05,42,78.0,,0.78,32.76
2018-08-06,77,78.0,,0.78,60.06
2018-08-07,69,78.0,,0.78,53.82
2018-08-08,75,78.0,,0.78,58.5
2018-08-09,100,78.0,,0.78,78.0
2018-08-10,73,78.0,,0.78,56.940000000000005
2018-08-11,56,78.0,,0.78,43.68
2018-08-12,49,78.0,,0.78,38.22
2018-08-13,65,78.0,,0.78,50.7
2018-08-14,88,78.0,,0.78,68.64
2018-08-15,78,78.0,,0.78,60.84
2018-08-16,73,78.0,,0.78,56.940000000000005
2018-08-17,72,78.0,,0.78,56.160000000000004
2018-08-18,50,78.0,,0.78,39.0
2018-08-19,43,78.0,,0.78,33.54
2018-08-20,75,78.0,,0.78,58.5
2018-08-21,75,78.0,,0.78,58.5
2018-08-22,70,78.0,,0.78,54.6
2018-08-23,78,78.0,,0.78,60.84
2018-08-24,72,78.0,,0.78,56.160000000000004
2018-08-25,45,78.0,,0.78,35.1
2018-08-26,46,78.0,,0.78,35.88
2018-08-27,61,78.0,,0.78,47.58
2018-08-28,68,78.0,,0.78,53.04
2018-08-29,70,78.0,,0.78,54.6
2018-08-30,76,78.0,,0.78,59.28
2018-08-31,61,78.0,,0.78,47.58
2018-09-01,53,75.0,False,0.75,39.75
2018-09-02,62,75.0,,0.75,46.5
2018-09-03,56,75.0,,0.75,42.0
2018-09-04,80,75.0,,0.75,60.0
2018-09-05,89,75.0,,0.75,66.75
2018-09-06,100,75.0,,0.75,75.0
2018-09-07,84,75.0,,0.75,63.0
2018-09-08,61,75.0,,0.75,45.75
2018-09-09,58,75.0,,0.75,43.5
2018-09-10,69,75.0,,0.75,51.75
2018-09-11,80,75.0,,0.75,60.0
2018-09-12,85,75.0,,0.75,63.75
2018-09-13,77,75.0,,0.75,57.75
2018-09-14,70,75.0,,0.75,52.5
2018-09-15,64,75.0,,0.75,48.0
2018-09-16,44,75.0,,0.75,33.0
2018-09-17,70,75.0,,0.75,52.5
2018-09-18,81,75.0,,0.75,60.75
2018-09-19,92,75.0,,0.75,69.0
2018-09-20,96,75.0,,0.75,72.0
2018-09-21,74,75.0,,0.75,55.5
2018-09-22,65,75.0,,0.75,48.75
2018-09-23,54,75.0,,0.75,40.5
2018-09-24,91,75.0,,0.75,68.25
2018-09-25,83,75.0,,0.75,62.25
2018-09-26,83,75.0,,0.75,62.25
2018-09-27,85,75.0,,0.75,63.75
2018-09-28,72,75.0,,0.75,54.0
2018-09-29,70,75.0,,0.75,52.5
2018-09-30,64,75.0,,0.75,48.0
2018-10-01,77,85.0,False,0.85,65.45
2018-10-02,90,85.0,,0.85,76.5
2018-10-03,87,85.0,,0.85,73.95
2018-10-04,95,85.0,,0.85,80.75
2018-10-05,76,85.0,,0.85,64.6
2018-10-06,60,85.0,,0.85,51.0
2018-10-07,63,85.0,,0.85,53.55
2018-10-08,81,85.0,,0.85,68.85
2018-10-09,84,85.0,,0.85,71.39999999999999
2018-10-10,78,85.0,,0.85,66.3
2018-10-11,100,85.0,,0.85,85.0
2018-10-12,94,85.0,,0.85,79.89999999999999
2018-10-13,68,85.0,,0.85,57.8
2018-10-14,59,85.0,,0.85,50.15
2018-10-15,91,85.0,,0.85,77.35
2018-10-16,82,85.0,,0.85,69.7
2018-10-17,80,85.0,,0.85,68.0
2018-10-18,84,85.0,,0.85,71.39999999999999
2018-10-19,77,85.0,,0.85,65.45
2018-10-20,47,85.0,,0.85,39.949999999999996
2018-10-21,52,85.0,,0.85,44.199999999999996
2018-10-22,79,85.0,,0.85,67.14999999999999
2018-10-23,71,85.0,,0.85,60.35
2018-10-24,74,85.0,,0.85,62.9
2018-10-25,85,85.0,,0.85,72.25
2018-10-26,72,85.0,,0.85,61.199999999999996
2018-10-27,59,85.0,,0.85,50.15
2018-10-28,60,85.0,,0.85,51.0
2018-10-29,73,85.0,,0.85,62.05
2018-10-30,81,85.0,,0.85,68.85
2018-10-31,95,85.0,,0.85,80.75
2018-11-01,74,84.0,False,0.84,62.16
2018-11-02,70,84.0,,0.84,58.8
2018-11-03,72,84.0,,0.84,60.48
2018-11-04,67,84.0,,0.84,56.28
2018-11-05,100,84.0,,0.84,84.0
2018-11-06,79,84.0,,0.84,66.36
2018-11-07,65,84.0,,0.84,54.6
2018-11-08,76,84.0,,0.84,63.839999999999996
2018-11-09,78,84.0,,0.84,65.52
2018-11-10,58,84.0,,0.84,48.72
2018-11-11,55,84.0,,0.84,46.199999999999996
2018-11-12,69,84.0,,0.84,57.96
2018-11-13,69,84.0,,0.84,57.96
2018-11-14,72,84.0,,0.84,60.48
2018-11-15,75,84.0,,0.84,63.0
2018-11-16,70,84.0,,0.84,58.8
2018-11-17,67,84.0,,0.84,56.28
2018-11-18,59,84.0,,0.84,49.559999999999995
2018-11-19,71,84.0,,0.84,59.64
2018-11-20,70,84.0,,0.84,58.8
2018-11-21,79,84.0,,0.84,66.36
2018-11-22,63,84.0,,0.84,52.919999999999995
2018-11-23,89,84.0,,0.84,74.75999999999999
2018-11-24,69,84.0,,0.84,57.96
2018-11-25,62,84.0,,0.84,52.08
2018-11-26,75,84.0,,0.84,63.0
2018-11-27,77,84.0,,0.84,64.67999999999999
2018-11-28,84,84.0,,0.84,70.56
2018-11-29,80,84.0,,0.84,67.2
2018-11-30,71,84.0,,0.84,59.64
2018-12-01,71,72.0,False,0.72,51.12
2018-12-02,67,72.0,,0.72,48.239999999999995
2018-12-03,86,72.0,,0.72,61.919999999999995
2018-12-04,100,72.0,,0.72,72.0
2018-12-05,89,72.0,,0.72,64.08
2018-12-06,90,72.0,,0.72,64.8
2018-12-07,95,72.0,,0.72,68.39999999999999
2018-12-08,67,72.0,,0.72,48.239999999999995
2018-12-09,76,72.0,,0.72,54.72
2018-12-10,86,72.0,,0.72,61.919999999999995
2018-12-11,93,72.0,,0.72,66.96
2018-12-12,88,72.0,,0.72,63.36
2018-12-13,87,72.0,,0.72,62.64
2018-12-14,93,72.0,,0.72,66.96
2018-12-15,75,72.0,,0.72,54.0
2018-12-16,65,72.0,,0.72,46.8
2018-12-17,89,72.0,,0.72,64.08
2018-12-18,95,72.0,,0.72,68.39999999999999
2018-12-19,89,72.0,,0.72,64.08
2018-12-20,98,72.0,,0.72,70.56
2018-12-21,100,72.0,,0.72,72.0
2018-12-22,73,72.0,,0.72,52.559999999999995
2018-12-23,55,72.0,,0.72,39.6
2018-12-24,72,72.0,,0.72,51.839999999999996
2018-12-25,63,72.0,,0.72,45.36
2018-12-26,77,72.0,,0.72,55.44
2018-12-27,92,72.0,,0.72,66.24
2018-12-28,85,72.0,,0.72,61.199999999999996
2018-12-29,50,72.0,,0.72,36.0
2018-12-30,55,72.0,,0.72,39.6
2018-12-31,62,72.0,,0.72,44.64
2019-01-01,58,72.0,False,0.72,41.76
2019-01-02,75,72.0,,0.72,54.0
2019-01-03,90,72.0,,0.72,64.8
2019-01-04,95,72.0,,0.72,68.39999999999999
2019-01-05,72,72.0,,0.72,51.839999999999996
2019-01-06,57,72.0,,0.72,41.04
2019-01-07,85,72.0,,0.72,61.199999999999996
2019-01-08,95,72.0,,0.72,68.39999999999999
2019-01-09,84,72.0,,0.72,60.48
2019-01-10,98,72.0,,0.72,70.56
2019-01-11,77,72.0,,0.72,55.44
2019-01-12,68,72.0,,0.72,48.96
2019-01-13,58,72.0,,0.72,41.76
2019-01-14,91,72.0,,0.72,65.52
2019-01-15,94,72.0,,0.72,67.67999999999999
2019-01-16,100,72.0,,0.72,72.0
2019-01-17,79,72.0,,0.72,56.879999999999995
2019-01-18,88,72.0,,0.72,63.36
2019-01-19,81,72.0,,0.72,58.32
2019-01-20,64,72.0,,0.72,46.08
2019-01-21,69,72.0,,0.72,49.68
2019-01-22,82,72.0,,0.72,59.04
2019-01-23,98,72.0,,0.72,70.56
2019-01-24,89,72.0,,0.72,64.08
2019-01-25,98,72.0,,0.72,70.56
2019-01-26,87,72.0,,0.72,62.64
2019-01-27,72,72.0,,0.72,51.839999999999996
2019-01-28,95,72.0,,0.72,68.39999999999999
2019-01-29,86,72.0,,0.72,61.919999999999995
2019-01-30,89,72.0,,0.72,64.08
2019-01-31,86,72.0,,0.72,61.919999999999995
2019-02-01,95,68.0,False,0.68,64.60000000000001
2019-02-02,67,68.0,,0.68,45.56
2019-02-03,54,68.0,,0.68,36.720000000000006
2019-02-04,85,68.0,,0.68,57.800000000000004
2019-02-05,89,68.0,,0.68,60.52
2019-02-06,93,68.0,,0.68,63.24
2019-02-07,100,68.0,,0.68,68.0
2019-02-08,85,68.0,,0.68,57.800000000000004
2019-02-09,66,68.0,,0.68,44.88
2019-02-10,63,68.0,,0.68,42.84
2019-02-11,81,68.0,,0.68,55.080000000000005
2019-02-12,87,68.0,,0.68,59.160000000000004
2019-02-13,81,68.0,,0.68,55.080000000000005
2019-02-14,80,68.0,,0.68,54.400000000000006
2019-02-15,75,68.0,,0.68,51.00000000000001
2019-02-16,64,68.0,,0.68,43.52
2019-02-17,65,68.0,,0.68,44.2
2019-02-18,78,68.0,,0.68,53.040000000000006
2019-02-19,90,68.0,,0.68,61.2
2019-02-20,90,68.0,,0.68,61.2
2019-02-21,87,68.0,,0.68,59.160000000000004
2019-02-22,95,68.0,,0.68,64.60000000000001
2019-02-23,73,68.0,,0.68,49.64
2019-02-24,64,68.0,,0.68,43.52
2019-02-25,81,68.0,,0.68,55.080000000000005
2019-02-26,90,68.0,,0.68,61.2
2019-02-27,89,68.0,,0.68,60.52
2019-02-28,87,68.0,,0.68,59.160000000000004
2019-03-01,72,77.0,False,0.77,55.44
2019-03-02,67,77.0,,0.77,51.59
2019-03-03,56,77.0,,0.77,43.120000000000005
2019-03-04,65,77.0,,0.77,50.050000000000004
2019-03-05,90,77.0,,0.77,69.3
2019-03-06,74,77.0,,0.77,56.980000000000004
2019-03-07,83,77.0,,0.77,63.910000000000004
2019-03-08,72,77.0,,0.77,55.44
2019-03-09,60,77.0,,0.77,46.2
2019-03-10,54,77.0,,0.77,41.58
2019-03-11,68,77.0,,0.77,52.36
2019-03-12,100,77.0,,0.77,77.0
2019-03-13,92,77.0,,0.77,70.84
2019-03-14,92,77.0,,0.77,70.84
2019-03-15,77,77.0,,0.77,59.29
2019-03-16,60,77.0,,0.77,46.2
2019-03-17,59,77.0,,0.77,45.43
2019-03-18,64,77.0,,0.77,49.28
2019-03-19,83,77.0,,0.77,63.910000000000004
2019-03-20,89,77.0,,0.77,68.53
2019-03-21,92,77.0,,0.77,70.84
2019-03-22,77,77.0,,0.77,59.29
2019-03-23,54,77.0,,0.77,41.58
2019-03-24,65,77.0,,0.77,50.050000000000004
2019-03-25,77,77.0,,0.77,59.29
2019-03-26,89,77.0,,0.77,68.53
2019-03-27,71,77.0,,0.77,54.67
2019-03-28,91,77.0,,0.77,70.07000000000001
2019-03-29,76,77.0,,0.77,58.52
2019-03-30,68,77.0,,0.77,52.36
2019-03-31,66,77.0,,0.77,50.82
2019-04-01,73,87.0,False,0.87,63.51
2019-04-02,67,87.0,,0.87,58.29
2019-04-03,77,87.0,,0.87,66.99
2019-04-04,88,87.0,,0.87,76.56
2019-04-05,82,87.0,,0.87,71.34
2019-04-06,52,87.0,,0.87,45.24
2019-04-07,62,87.0,,0.87,53.94
2019-04-08,78,87.0,,0.87,67.86
2019-04-09,75,87.0,,0.87,65.25
2019-04-10,77,87.0,,0.87,66.99
2019-04-11,83,87.0,,0.87,72.21
2019-04-12,84,87.0,,0.87,73.08
2019-04-13,54,87.0,,0.87,46.98
2019-04-14,57,87.0,,0.87,49.589999999999996
2019-04-15,80,87.0,,0.87,69.6
2019-04-16,87,87.0,,0.87,75.69
2019-04-17,80,87.0,,0.87,69.6
2019-04-18,73,87.0,,0.87,63.51
2019-04-19,69,87.0,,0.87,60.03
2019-04-20,57,87.0,,0.87,49.589999999999996
2019-04-21,48,87.0,,0.87,41.76
2019-04-22,100,87.0,,0.87,87.0
2019-04-23,79,87.0,,0.87,68.73
2019-04-24,69,87.0,,0.87,60.03
2019-04-25,78,87.0,,0.87,67.86
2019-04-26,73,87.0,,0.87,63.51
2019-04-27,58,87.0,,0.87,50.46
2019-04-28,46,87.0,,0.87,40.02
2019-04-29,71,87.0,,0.87,61.77
2019-04-30,71,87.0,,0.87,61.77
2019-05-01,100,79.0,False,0.79,79.0
2019-05-02,94,79.0,,0.79,74.26
2019-05-03,82,79.0,,0.79,64.78
2019-05-04,61,79.0,,0.79,48.190000000000005
2019-05-05,65,79.0,,0.79,51.35
2019-05-06,97,79.0,,0.79,76.63000000000001
2019-05-07,82,79.0,,0.79,64.78
2019-05-08,84,79.0,,0.79,66.36
2019-05-09,76,79.0,,0.79,60.040000000000006
2019-05-10,70,79.0,,0.79,55.300000000000004
2019-05-11,63,79.0,,0.79,49.77
2019-05-12,54,79.0,,0.79,42.660000000000004
2019-05-13,76,79.0,,0.79,60.040000000000006
2019-05-14,88,79.0,,0.79,69.52000000000001
2019-05-15,92,79.0,,0.79,72.68
2019-05-16,83,79.0,,0.79,65.57000000000001
2019-05-17,80,79.0,,0.79,63.2
2019-05-18,68,79.0,,0.79,53.72
2019-05-19,62,79.0,,0.79,48.980000000000004
2019-05-20,89,79.0,,0.79,70.31
2019-05-21,90,79.0,,0.79,71.10000000000001
2019-05-22,81,79.0,,0.79,63.99
2019-05-23,79,79.0,,0.79,62.410000000000004
2019-05-24,81,79.0,,0.79,63.99
2019-05-25,62,79.0,,0.79,48.980000000000004
2019-05-26,67,79.0,,0.79,52.93
2019-05-27,62,79.0,,0.79,48.980000000000004
2019-05-28,87,79.0,,0.79,68.73
2019-05-29,89,79.0,,0.79,70.31
2019-05-30,70,79.0,,0.79,55.300000000000004
2019-05-31,71,79.0,,0.79,56.09
2019-06-01,74,83.0,False,0.83,61.419999999999995
2019-06-02,65,83.0,,0.83,53.949999999999996
2019-06-03,81,83.0,,0.83,67.22999999999999
2019-06-04,80,83.0,,0.83,66.39999999999999
2019-06-05,89,83.0,,0.83,73.86999999999999
2019-06-06,78,83.0,,0.83,64.74
2019-06-07,73,83.0,,0.83,60.589999999999996
2019-06-08,60,83.0,,0.83,49.8
2019-06-09,57,83.0,,0.83,47.309999999999995
2019-06-10,86,83.0,,0.83,71.38
2019-06-11,81,83.0,,0.83,67.22999999999999
2019-06-12,78,83.0,,0.83,64.74
2019-06-13,89,83.0,,0.83,73.86999999999999
2019-06-14,80,83.0,,0.83,66.39999999999999
2019-06-15,67,83.0,,0.83,55.61
2019-06-16,71,83.0,,0.83,58.93
2019-06-17,78,83.0,,0.83,64.74
2019-06-18,84,83.0,,0.83,69.72
2019-06-19,84,83.0,,0.83,69.72
2019-06-20,78,83.0,,0.83,64.74
2019-06-21,83,83.0,,0.83,68.89
2019-06-22,62,83.0,,0.83,51.46
2019-06-23,64,83.0,,0.83,53.12
2019-06-24,83,83.0,,0.83,68.89
2019-06-25,86,83.0,,0.83,71.38
2019-06-26,96,83.0,,0.83,79.67999999999999
2019-06-27,100,83.0,,0.83,83.0
2019-06-28,92,83.0,,0.83,76.36
2019-06-29,74,83.0,,0.83,61.419999999999995
2019-06-30,64,83.0,,0.83,53.12
2019-07-01,82,80.0,False,0.8,65.60000000000001
2019-07-02,81,80.0,,0.8,64.8
2019-07-03,89,80.0,,0.8,71.2
2019-07-04,64,80.0,,0.8,51.2
2019-07-05,84,80.0,,0.8,67.2
2019-07-06,78,80.0,,0.8,62.400000000000006
2019-07-07,63,80.0,,0.8,50.400000000000006
2019-07-08,76,80.0,,0.8,60.800000000000004
2019-07-09,99,80.0,,0.8,79.2
2019-07-10,79,80.0,,0.8,63.2
2019-07-11,94,80.0,,0.8,75.2
2019-07-12,86,80.0,,0.8,68.8
2019-07-13,67,80.0,,0.8,53.6
2019-07-14,79,80.0,,0.8,63.2
2019-07-15,91,80.0,,0.8,72.8
2019-07-16,91,80.0,,0.8,72.8
2019-07-17,84,80.0,,0.8,67.2
2019-07-18,83,80.0,,0.8,66.4
2019-07-19,85,80.0,,0.8,68.0
2019-07-20,71,80.0,,0.8,56.800000000000004
2019-07-21,70,80.0,,0.8,56.0
2019-07-22,89,80.0,,0.8,71.2
2019-07-23,91,80.0,,0.8,72.8
2019-07-24,93,80.0,,0.8,74.4
2019-07-25,88,80.0,,0.8,70.4
2019-07-26,86,80.0,,0.8,68.8
2019-07-27,78,80.0,,0.8,62.400000000000006
2019-07-28,68,80.0,,0.8,54.400000000000006
2019-07-29,100,80.0,,0.8,80.0
2019-07-30,99,80.0,,0.8,79.2
2019-07-31,83,80.0,,0.8,66.4
2019-08-01,75,85.0,False,0.85,63.75
2019-08-02,76,85.0,,0.85,64.6
2019-08-03,72,85.0,,0.85,61.199999999999996
2019-08-04,52,85.0,,0.85,44.199999999999996
2019-08-05,83,85.0,,0.85,70.55
2019-08-06,81,85.0,,0.85,68.85
2019-08-07,82,85.0,,0.85,69.7
2019-08-08,86,85.0,,0.85,73.1
2019-08-09,74,85.0,,0.85,62.9
2019-08-10,70,85.0,,0.85,59.5
2019-08-11,56,85.0,,0.85,47.6
2019-08-12,91,85.0,,0.85,77.35
2019-08-13,91,85.0,,0.85,77.35
2019-08-14,88,85.0,,0.85,74.8
2019-08-15,94,85.0,,0.85,79.89999999999999
2019-08-16,87,85.0,,0.85,73.95
2019-08-17,63,85.0,,0.85,53.55
2019-08-18,72,85.0,,0.85,61.199999999999996
2019-08-19,86,85.0,,0.85,73.1
2019-08-20,100,85.0,,0.85,85.0
2019-08-21,95,85.0,,0.85,80.75
2019-08-22,97,85.0,,0.85,82.45
2019-08-23,86,85.0,,0.85,73.1
2019-08-24,69,85.0,,0.85,58.65
2019-08-25,64,85.0,,0.85,54.4
2019-08-26,91,85.0,,0.85,77.35
2019-08-27,86,85.0,,0.85,73.1
