date,NVDA_unscaled,NVDA_monthly,isPartial,scale,NVDA
2017-12-25,11,33.0,,0.33,3.6300000000000003
2017-12-26,40,33.0,,0.33,13.200000000000001
2017-12-27,45,33.0,,0.33,14.850000000000001
2017-12-28,47,33.0,,0.33,15.510000000000002
2017-12-29,42,33.0,,0.33,13.860000000000001
2017-12-30,13,33.0,,0.33,4.29
2017-12-31,7,33.0,,0.33,2.31
2018-01-01,10,40.0,False,0.4,4.0
2018-01-02,38,40.0,,0.4,15.200000000000001
2018-01-03,100,40.0,,0.4,40.0
2018-01-04,87,40.0,,0.4,34.800000000000004
2018-01-05,71,40.0,,0.4,28.400000000000002
2018-01-06,19,40.0,,0.4,7.6000000000000005
2018-01-07,16,40.0,,0.4,6.4
2018-01-08,96,40.0,,0.4,38.400000000000006
2018-01-09,92,40.0,,0.4,36.800000000000004
2018-01-10,75,40.0,,0.4,30.0
2018-01-11,62,40.0,,0.4,24.8
2018-01-12,61,40.0,,0.4,24.400000000000002
2018-01-13,12,40.0,,0.4,4.800000000000001
2018-01-14,10,40.0,,0.4,4.0
2018-01-15,20,40.0,,0.4,8.0
2018-01-16,59,40.0,,0.4,23.6
2018-01-17,56,40.0,,0.4,22.400000000000002
2018-01-18,61,40.0,,0.4,24.400000000000002
2018-01-19,72,40.0,,0.4,28.8
2018-01-20,20,40.0,,0.4,8.0
2018-01-21,14,40.0,,0.4,5.6000000000000005
2018-01-22,65,40.0,,0.4,26.0
2018-01-23,91,40.0,,0.4,36.4
2018-01-24,75,40.0,,0.4,30.0
2018-01-25,73,40.0,,0.4,29.200000000000003
2018-01-26,70,40.0,,0.4,28.0
2018-01-27,32,40.0,,0.4,12.8
2018-01-28,13,40.0,,0.4,5.2
2018-01-29,71,40.0,,0.4,28.400000000000002
2018-01-30,83,40.0,,0.4,33.2
2018-01-31,74,40.0,,0.4,29.6
2018-02-01,35,54.0,False,0.54,18.900000000000002
2018-02-02,44,54.0,,0.54,23.76
2018-02-03,10,54.0,,0.54,5.4
2018-02-04,4,54.0,,0.54,2.16
2018-02-05,48,54.0,,0.54,25.92
2018-02-06,64,54.0,,0.54,34.56
2018-02-07,53,54.0,,0.54,28.62
2018-02-08,91,54.0,,0.54,49.14
2018-02-09,100,54.0,,0.54,54.0
2018-02-10,17,54.0,,0.54,9.18
2018-02-11,8,54.0,,0.54,4.32
2018-02-12,54,54.0,,0.54,29.160000000000004
2018-02-13,41,54.0,,0.54,22.14
2018-02-14,45,54.0,,0.54,24.3
2018-02-15,46,54.0,,0.54,24.840000000000003
2018-02-16,38,54.0,,0.54,20.520000000000003
2018-02-17,7,54.0,,0.54,3.7800000000000002
2018-02-18,5,54.0,,0.54,2.7
2018-02-19,9,54.0,,0.54,4.86
2018-02-20,35,54.0,,0.54,18.900000000000002
2018-02-21,36,54.0,,0.54,19.44
2018-02-22,32,54.0,,0.54,17.28
2018-02-23,37,54.0,,0.54,19.98
2018-02-24,8,54.0,,0.54,4.32
2018-02-25,6,54.0,,0.54,3.24
2018-02-26,28,54.0,,0.54,15.120000000000001
2018-02-27,32,54.0,,0.54,17.28
2018-02-28,29,54.0,,0.54,15.66
2018-03-01,54,35.0,False,0.35,18.9
2018-03-02,57,35.0,,0.35,19.95
2018-03-03,14,35.0,,0.35,4.8999999999999995
2018-03-04,6,35.0,,0.35,2.0999999999999996
2018-03-05,42,35.0,,0.35,14.7
2018-03-06,53,35.0,,0.35,18.549999999999997
2018-03-07,51,35.0,,0.35,17.849999999999998
2018-03-08,39,35.0,,0.35,13.649999999999999
2018-03-09,51,35.0,,0.35,17.849999999999998
2018-03-10,13,35.0,,0.35,4.55
2018-03-11,10,35.0,,0.35,3.5
2018-03-12,54,35.0,,0.35,18.9
2018-03-13,46,35.0,,0.35,16.099999999999998
2018-03-14,48,35.0,,0.35,16.799999999999997
2018-03-15,42,35.0,,0.35,14.7
2018-03-16,39,35.0,,0.35,13.649999999999999
2018-03-17,13,35.0,,0.35,4.55
2018-03-18,8,35.0,,0.35,2.8
2018-03-19,47,35.0,,0.35,16.45
2018-03-20,49,35.0,,0.35,17.15
2018-03-21,48,35.0,,0.35,16.799999999999997
2018-03-22,54,35.0,,0.35,18.9
2018-03-23,51,35.0,,0.35,17.849999999999998
2018-03-24,14,35.0,,0.35,4.8999999999999995
2018-03-25,7,35.0,,0.35,2.4499999999999997
2018-03-26,58,35.0,,0.35,20.299999999999997
2018-03-27,100,35.0,,0.35,35.0
2018-03-28,86,35.0,,0.35,30.099999999999998
2018-03-29,75,35.0,,0.35,26.25
2018-03-30,28,35.0,,0.35,9.799999999999999
2018-03-31,9,35.0,,0.35,3.15
2018-04-01,11,35.0,False,0.35,3.8499999999999996
2018-04-02,75,35.0,,0.35,26.25
2018-04-03,88,35.0,,0.35,30.799999999999997
2018-04-04,89,35.0,,0.35,31.15
2018-04-05,96,35.0,,0.35,33.599999999999994
2018-04-06,88,35.0,,0.35,30.799999999999997
2018-04-07,22,35.0,,0.35,7.699999999999999
2018-04-08,12,35.0,,0.35,4.199999999999999
2018-04-09,81,35.0,,0.35,28.349999999999998
2018-04-10,100,35.0,,0.35,35.0
2018-04-11,82,35.0,,0.35,28.7
2018-04-12,73,35.0,,0.35,25.549999999999997
2018-04-13,79,35.0,,0.35,27.65
2018-04-14,22,35.0,,0.35,7.699999999999999
2018-04-15,13,35.0,,0.35,4.55
2018-04-16,57,35.0,,0.35,19.95
2018-04-17,74,35.0,,0.35,25.9
2018-04-18,68,35.0,,0.35,23.799999999999997
2018-04-19,76,35.0,,0.35,26.599999999999998
2018-04-20,65,35.0,,0.35,22.75
2018-04-21,14,35.0,,0.35,4.8999999999999995
2018-04-22,10,35.0,,0.35,3.5
2018-04-23,54,35.0,,0.35,18.9
2018-04-24,66,35.0,,0.35,23.099999999999998
2018-04-25,57,35.0,,0.35,19.95
2018-04-26,77,35.0,,0.35,26.95
2018-04-27,74,35.0,,0.35,25.9
2018-04-28,14,35.0,,0.35,4.8999999999999995
2018-04-29,11,35.0,,0.35,3.8499999999999996
2018-04-30,59,35.0,,0.35,20.65
2018-05-01,23,49.0,False,0.49,11.27
2018-05-02,22,49.0,,0.49,10.78
2018-05-03,23,49.0,,0.49,11.27
2018-05-04,25,49.0,,0.49,12.25
2018-05-05,7,49.0,,0.49,3.4299999999999997
2018-05-06,5,49.0,,0.49,2.45
2018-05-07,36,49.0,,0.49,17.64
2018-05-08,37,49.0,,0.49,18.13
2018-05-09,39,49.0,,0.49,19.11
2018-05-10,100,49.0,,0.49,49.0
2018-05-11,88,49.0,,0.49,43.12
2018-05-12,12,49.0,,0.49,5.88
2018-05-13,5,49.0,,0.49,2.45
2018-05-14,33,49.0,,0.49,16.169999999999998
2018-05-15,33,49.0,,0.49,16.169999999999998
2018-05-16,29,49.0,,0.49,14.209999999999999
2018-05-17,30,49.0,,0.49,14.7
2018-05-18,30,49.0,,0.49,14.7
2018-05-19,6,49.0,,0.49,2.94
2018-05-20,5,49.0,,0.49,2.45
2018-05-21,27,49.0,,0.49,13.23
2018-05-22,28,49.0,,0.49,13.719999999999999
2018-05-23,23,49.0,,0.49,11.27
2018-05-24,30,49.0,,0.49,14.7
2018-05-25,24,49.0,,0.49,11.76
2018-05-26,5,49.0,,0.49,2.45
2018-05-27,3,49.0,,0.49,1.47
2018-05-28,3,49.0,,0.49,1.47
2018-05-29,21,49.0,,0.49,10.29
2018-05-30,25,49.0,,0.49,12.25
2018-05-31,22,49.0,,0.49,10.78
2018-06-01,80,30.0,False,0.3,24.0
2018-06-02,27,30.0,,0.3,8.1
2018-06-03,18,30.0,,0.3,5.3999999999999995
2018-06-04,100,30.0,,0.3,30.0
2018-06-05,98,30.0,,0.3,29.4
2018-06-06,96,30.0,,0.3,28.799999999999997
2018-06-07,86,30.0,,0.3,25.8
2018-06-08,65,30.0,,0.3,19.5
2018-06-09,13,30.0,,0.3,3.9
2018-06-10,10,30.0,,0.3,3.0
2018-06-11,65,30.0,,0.3,19.5
2018-06-12,84,30.0,,0.3,25.2
2018-06-13,83,30.0,,0.3,24.9
2018-06-14,91,30.0,,0.3,27.3
2018-06-15,63,30.0,,0.3,18.9
2018-06-16,24,30.0,,0.3,7.199999999999999
2018-06-17,14,30.0,,0.3,4.2
2018-06-18,71,30.0,,0.3,21.3
2018-06-19,82,30.0,,0.3,24.599999999999998
2018-06-20,70,30.0,,0.3,21.0
2018-06-21,63,30.0,,0.3,18.9
2018-06-22,73,30.0,,0.3,21.9
2018-06-23,20,30.0,,0.3,6.0
2018-06-24,11,30.0,,0.3,3.3
2018-06-25,87,30.0,,0.3,26.099999999999998
2018-06-26,95,30.0,,0.3,28.5
2018-06-27,87,30.0,,0.3,26.099999999999998
2018-06-28,73,30.0,,0.3,21.9
2018-06-29,75,30.0,,0.3,22.5
2018-06-30,18,30.0,,0.3,5.3999999999999995
2018-07-01,14,27.0,False,0.27,3.7800000000000002
2018-07-02,67,27.0,,0.27,18.09
2018-07-03,68,27.0,,0.27,18.36
2018-07-04,15,27.0,,0.27,4.050000000000001
2018-07-05,67,27.0,,0.27,18.09
2018-07-06,62,27.0,,0.27,16.740000000000002
2018-07-07,19,27.0,,0.27,5.130000000000001
2018-07-08,13,27.0,,0.27,3.5100000000000002
2018-07-09,66,27.0,,0.27,17.82
2018-07-10,83,27.0,,0.27,22.41
2018-07-11,76,27.0,,0.27,20.520000000000003
2018-07-12,70,27.0,,0.27,18.900000000000002
2018-07-13,66,27.0,,0.27,17.82
2018-07-14,16,27.0,,0.27,4.32
2018-07-15,6,27.0,,0.27,1.62
2018-07-16,75,27.0,,0.27,20.25
2018-07-17,79,27.0,,0.27,21.330000000000002
2018-07-18,69,27.0,,0.27,18.630000000000003
2018-07-19,61,27.0,,0.27,16.470000000000002
2018-07-20,52,27.0,,0.27,14.040000000000001
2018-07-21,11,27.0,,0.27,2.97
2018-07-22,8,27.0,,0.27,2.16
2018-07-23,59,27.0,,0.27,15.930000000000001
2018-07-24,65,27.0,,0.27,17.55
2018-07-25,65,27.0,,0.27,17.55
2018-07-26,100,27.0,,0.27,27.0
2018-07-27,75,27.0,,0.27,20.25
2018-07-28,16,27.0,,0.27,4.32
2018-07-29,17,27.0,,0.27,4.59
2018-07-30,70,27.0,,0.27,18.900000000000002
2018-07-31,77,27.0,,0.27,20.790000000000003
2018-08-01,21,45.0,False,0.45,9.450000000000001
2018-08-02,24,45.0,,0.45,10.8
2018-08-03,25,45.0,,0.45,11.25
2018-08-04,7,45.0,,0.45,3.15
2018-08-05,4,45.0,,0.45,1.8
2018-08-06,20,45.0,,0.45,9.0
2018-08-07,26,45.0,,0.45,11.700000000000001
2018-08-08,25,45.0,,0.45,11.25
2018-08-09,29,45.0,,0.45,13.05
2018-08-10,22,45.0,,0.45,9.9
2018-08-11,5,45.0,,0.45,2.25
2018-08-12,3,45.0,,0.45,1.35
2018-08-13,26,45.0,,0.45,11.700000000000001
2018-08-14,39,45.0,,0.45,17.55
2018-08-15,52,45.0,,0.45,23.400000000000002
2018-08-16,100,45.0,,0.45,45.0
2018-08-17,80,45.0,,0.45,36.0
2018-08-18,12,45.0,,0.45,5.4
2018-08-19,5,45.0,,0.45,2.25
2018-08-20,44,45.0,,0.45,19.8
2018-08-21,43,45.0,,0.45,19.35
2018-08-22,39,45.0,,0.45,17.55
2018-08-23,40,45.0,,0.45,18.0
2018-08-24,42,45.0,,0.45,18.900000000000002
2018-08-25,11,45.0,,0.45,4.95
2018-08-26,5,45.0,,0.45,2.25
2018-08-27,36,45.0,,0.45,16.2
2018-08-28,37,45.0,,0.45,16.650000000000002
2018-08-29,34,45.0,,0.45,15.3
2018-08-30,28,45.0,,0.45,12.6
2018-08-31,23,45.0,,0.45,10.35
2018-09-01,23,25.0,False,0.25,5.75
2018-09-02,16,25.0,,0.25,4.0
2018-09-03,18,25.0,,0.25,4.5
2018-09-04,94,25.0,,0.25,23.5
2018-09-05,100,25.0,,0.25,25.0
2018-09-06,85,25.0,,0.25,21.25
2018-09-07,69,25.0,,0.25,17.25
2018-09-08,18,25.0,,0.25,4.5
2018-09-09,13,25.0,,0.25,3.25
2018-09-10,75,25.0,,0.25,18.75
2018-09-11,70,25.0,,0.25,17.5
2018-09-12,83,25.0,,0.25,20.75
2018-09-13,72,25.0,,0.25,18.0
2018-09-14,83,25.0,,0.25,20.75
2018-09-15,22,25.0,,0.25,5.5
2018-09-16,12,25.0,,0.25,3.0
2018-09-17,70,25.0,,0.25,17.5
2018-09-18,92,25.0,,0.25,23.0
2018-09-19,69,25.0,,0.25,17.25
2018-09-20,92,25.0,,0.25,23.0
2018-09-21,71,25.0,,0.25,17.75
2018-09-22,16,25.0,,0.25,4.0
2018-09-23,13,25.0,,0.25,3.25
2018-09-24,73,25.0,,0.25,18.25
2018-09-25,71,25.0,,0.25,17.75
2018-09-26,62,25.0,,0.25,15.5
2018-09-27,70,25.0,,0.25,17.5
2018-09-28,95,25.0,,0.25,23.75
2018-09-29,27,25.0,,0.25,6.75
2018-09-30,13,25.0,,0.25,3.25
2018-10-01,52,38.0,False,0.38,19.76
2018-10-02,57,38.0,,0.38,21.66
2018-10-03,45,38.0,,0.38,17.1
2018-10-04,37,38.0,,0.38,14.06
2018-10-05,42,38.0,,0.38,15.96
2018-10-06,10,38.0,,0.38,3.8
2018-10-07,9,38.0,,0.38,3.42
2018-10-08,44,38.0,,0.38,16.72
2018-10-09,41,38.0,,0.38,15.58
2018-10-10,55,38.0,,0.38,20.9
2018-10-11,80,38.0,,0.38,30.4
2018-10-12,68,38.0,,0.38,25.84
2018-10-13,16,38.0,,0.38,6.08
2018-10-14,9,38.0,,0.38,3.42
2018-10-15,51,38.0,,0.38,19.38
2018-10-16,57,38.0,,0.38,21.66
2018-10-17,52,38.0,,0.38,19.76
2018-10-18,40,38.0,,0.38,15.2
2018-10-19,54,38.0,,0.38,20.52
2018-10-20,9,38.0,,0.38,3.42
2018-10-21,6,38.0,,0.38,2.2800000000000002
2018-10-22,42,38.0,,0.38,15.96
2018-10-23,62,38.0,,0.38,23.56
2018-10-24,90,38.0,,0.38,34.2
2018-10-25,100,38.0,,0.38,38.0
2018-10-26,76,38.0,,0.38,28.88
2018-10-27,20,38.0,,0.38,7.6
2018-10-28,12,38.0,,0.38,4.5600000000000005
2018-10-29,64,38.0,,0.38,24.32
2018-10-30,94,38.0,,0.38,35.72
2018-10-31,84,38.0,,0.38,31.92
2018-11-01,29,54.0,False,0.54,15.66
2018-11-02,24,54.0,,0.54,12.96
2018-11-03,4,54.0,,0.54,2.16
2018-11-04,2,54.0,,0.54,1.08
2018-11-05,18,54.0,,0.54,9.72
2018-11-06,20,54.0,,0.54,10.8
2018-11-07,16,54.0,,0.54,8.64
2018-11-08,20,54.0,,0.54,10.8
2018-11-09,16,54.0,,0.54,8.64
2018-11-10,5,54.0,,0.54,2.7
2018-11-11,3,54.0,,0.54,1.62
2018-11-12,22,54.0,,0.54,11.88
2018-11-13,30,54.0,,0.54,16.200000000000003
2018-11-14,26,54.0,,0.54,14.040000000000001
2018-11-15,64,54.0,,0.54,34.56
2018-11-16,100,54.0,,0.54,54.0
2018-11-17,17,54.0,,0.54,9.18
2018-11-18,6,54.0,,0.54,3.24
2018-11-19,49,54.0,,0.54,26.46
2018-11-20,54,54.0,,0.54,29.160000000000004
2018-11-21,38,54.0,,0.54,20.520000000000003
2018-11-22,9,54.0,,0.54,4.86
2018-11-23,19,54.0,,0.54,10.260000000000002
2018-11-24,7,54.0,,0.54,3.7800000000000002
2018-11-25,5,54.0,,0.54,2.7
2018-11-26,27,54.0,,0.54,14.580000000000002
2018-11-27,30,54.0,,0.54,16.200000000000003
2018-11-28,30,54.0,,0.54,16.200000000000003
2018-11-29,23,54.0,,0.54,12.420000000000002
2018-11-30,20,54.0,,0.54,10.8
2018-12-01,28,30.0,False,0.3,8.4
2018-12-02,19,30.0,,0.3,5.7
2018-12-03,95,30.0,,0.3,28.5
2018-12-04,95,30.0,,0.3,28.5
2018-12-05,46,30.0,,0.3,13.799999999999999
2018-12-06,70,30.0,,0.3,21.0
2018-12-07,84,30.0,,0.3,25.2
2018-12-08,29,30.0,,0.3,8.7
2018-12-09,14,30.0,,0.3,4.2
2018-12-10,78,30.0,,0.3,23.4
2018-12-11,81,30.0,,0.3,24.3
2018-12-12,100,30.0,,0.3,30.0
2018-12-13,70,30.0,,0.3,21.0
2018-12-14,67,30.0,,0.3,20.099999999999998
2018-12-15,20,30.0,,0.3,6.0
2018-12-16,6,30.0,,0.3,1.7999999999999998
2018-12-17,68,30.0,,0.3,20.4
2018-12-18,72,30.0,,0.3,21.599999999999998
2018-12-19,72,30.0,,0.3,21.599999999999998
2018-12-20,92,30.0,,0.3,27.599999999999998
2018-12-21,88,30.0,,0.3,26.4
2018-12-22,23,30.0,,0.3,6.8999999999999995
2018-12-23,20,30.0,,0.3,6.0
2018-12-24,62,30.0,,0.3,18.599999999999998
2018-12-25,18,30.0,,0.3,5.3999999999999995
2018-12-26,86,30.0,,0.3,25.8
2018-12-27,78,30.0,,0.3,23.4
2018-12-28,68,30.0,,0.3,20.4
2018-12-29,19,30.0,,0.3,5.7
2018-12-30,14,30.0,,0.3,4.2
2018-12-31,47,30.0,,0.3,14.1
2019-01-01,9,34.0,False,0.34,3.06
2019-01-02,38,34.0,,0.34,12.920000000000002
2019-01-03,48,34.0,,0.34,16.32
2019-01-04,37,34.0,,0.34,12.58
2019-01-05,9,34.0,,0.34,3.06
2019-01-06,4,34.0,,0.34,1.36
2019-01-07,35,34.0,,0.34,11.9
2019-01-08,53,34.0,,0.34,18.02
2019-01-09,48,34.0,,0.34,16.32
2019-01-10,38,34.0,,0.34,12.920000000000002
2019-01-11,35,34.0,,0.34,11.9
2019-01-12,10,34.0,,0.34,3.4000000000000004
2019-01-13,10,34.0,,0.34,3.4000000000000004
2019-01-14,35,34.0,,0.34,11.9
2019-01-15,39,34.0,,0.34,13.260000000000002
2019-01-16,32,34.0,,0.34,10.88
2019-01-17,36,34.0,,0.34,12.24
2019-01-18,42,34.0,,0.34,14.280000000000001
2019-01-19,12,34.0,,0.34,4.08
2019-01-20,4,34.0,,0.34,1.36
2019-01-21,10,34.0,,0.34,3.4000000000000004
2019-01-22,34,34.0,,0.34,11.56
2019-01-23,40,34.0,,0.34,13.600000000000001
2019-01-24,44,34.0,,0.34,14.96
2019-01-25,48,34.0,,0.34,16.32
2019-01-26,14,34.0,,0.34,4.760000000000001
2019-01-27,7,34.0,,0.34,2.3800000000000003
2019-01-28,100,34.0,,0.34,34.0
2019-01-29,83,34.0,,0.34,28.220000000000002
2019-01-30,61,34.0,,0.34,20.740000000000002
2019-01-31,58,34.0,,0.34,19.720000000000002
2019-02-01,37,32.0,False,0.32,11.84
2019-02-02,8,32.0,,0.32,2.56
2019-02-03,4,32.0,,0.32,1.28
2019-02-04,37,32.0,,0.32,11.84
2019-02-05,37,32.0,,0.32,11.84
2019-02-06,47,32.0,,0.32,15.040000000000001
2019-02-07,37,32.0,,0.32,11.84
2019-02-08,30,32.0,,0.32,9.6
2019-02-09,11,32.0,,0.32,3.52
2019-02-10,6,32.0,,0.32,1.92
2019-02-11,35,32.0,,0.32,11.200000000000001
2019-02-12,32,32.0,,0.32,10.24
2019-02-13,42,32.0,,0.32,13.44
2019-02-14,98,32.0,,0.32,31.36
2019-02-15,100,32.0,,0.32,32.0
2019-02-16,18,32.0,,0.32,5.76
2019-02-17,10,32.0,,0.32,3.2
2019-02-18,12,32.0,,0.32,3.84
2019-02-19,33,32.0,,0.32,10.56
2019-02-20,35,32.0,,0.32,11.200000000000001
2019-02-21,25,32.0,,0.32,8.0
2019-02-22,30,32.0,,0.32,9.6
2019-02-23,7,32.0,,0.32,2.24
2019-02-24,5,32.0,,0.32,1.6
2019-02-25,31,32.0,,0.32,9.92
2019-02-26,31,32.0,,0.32,9.92
2019-02-27,31,32.0,,0.32,9.92
2019-02-28,24,32.0,,0.32,7.68
2019-03-01,56,27.0,False,0.27,15.120000000000001
2019-03-02,12,27.0,,0.27,3.24
2019-03-03,10,27.0,,0.27,2.7
2019-03-04,33,27.0,,0.27,8.91
2019-03-05,43,27.0,,0.27,11.610000000000001
2019-03-06,42,27.0,,0.27,11.34
2019-03-07,47,27.0,,0.27,12.690000000000001
2019-03-08,47,27.0,,0.27,12.690000000000001
2019-03-09,12,27.0,,0.27,3.24
2019-03-10,9,27.0,,0.27,2.43
2019-03-11,98,27.0,,0.27,26.46
2019-03-12,70,27.0,,0.27,18.900000000000002
2019-03-13,76,27.0,,0.27,20.520000000000003
2019-03-14,69,27.0,,0.27,18.630000000000003
2019-03-15,62,27.0,,0.27,16.740000000000002
2019-03-16,19,27.0,,0.27,5.130000000000001
2019-03-17,9,27.0,,0.27,2.43
2019-03-18,62,27.0,,0.27,16.740000000000002
2019-03-19,100,27.0,,0.27,27.0
2019-03-20,79,27.0,,0.27,21.330000000000002
2019-03-21,100,27.0,,0.27,27.0
2019-03-22,78,27.0,,0.27,21.060000000000002
2019-03-23,17,27.0,,0.27,4.59
2019-03-24,10,27.0,,0.27,2.7
2019-03-25,61,27.0,,0.27,16.470000000000002
2019-03-26,66,27.0,,0.27,17.82
2019-03-27,54,27.0,,0.27,14.580000000000002
2019-03-28,60,27.0,,0.27,16.200000000000003
2019-03-29,53,27.0,,0.27,14.31
2019-03-30,16,27.0,,0.27,4.32
2019-03-31,7,27.0,,0.27,1.8900000000000001
2019-04-01,61,25.0,False,0.25,15.25
2019-04-02,73,25.0,,0.25,18.25
2019-04-03,88,25.0,,0.25,22.0
2019-04-04,79,25.0,,0.25,19.75
2019-04-05,77,25.0,,0.25,19.25
2019-04-06,15,25.0,,0.25,3.75
2019-04-07,12,25.0,,0.25,3.0
2019-04-08,65,25.0,,0.25,16.25
2019-04-09,74,25.0,,0.25,18.5
2019-04-10,85,25.0,,0.25,21.25
2019-04-11,63,25.0,,0.25,15.75
2019-04-12,54,25.0,,0.25,13.5
2019-04-13,19,25.0,,0.25,4.75
2019-04-14,7,25.0,,0.25,1.75
2019-04-15,57,25.0,,0.25,14.25
2019-04-16,66,25.0,,0.25,16.5
2019-04-17,74,25.0,,0.25,18.5
2019-04-18,64,25.0,,0.25,16.0
2019-04-19,30,25.0,,0.25,7.5
2019-04-20,6,25.0,,0.25,1.5
2019-04-21,12,25.0,,0.25,3.0
2019-04-22,46,25.0,,0.25,11.5
2019-04-23,68,25.0,,0.25,17.0
2019-04-24,60,25.0,,0.25,15.0
2019-04-25,89,25.0,,0.25,22.25
2019-04-26,100,25.0,,0.25,25.0
2019-04-27,20,25.0,,0.25,5.0
2019-04-28,12,25.0,,0.25,3.0
2019-04-29,69,25.0,,0.25,17.25
2019-04-30,62,25.0,,0.25,15.5
2019-05-01,42,27.0,False,0.27,11.34
2019-05-02,28,27.0,,0.27,7.5600000000000005
2019-05-03,35,27.0,,0.27,9.450000000000001
2019-05-04,6,27.0,,0.27,1.62
2019-05-05,6,27.0,,0.27,1.62
2019-05-06,33,27.0,,0.27,8.91
2019-05-07,33,27.0,,0.27,8.91
2019-05-08,29,27.0,,0.27,7.83
2019-05-09,35,27.0,,0.27,9.450000000000001
2019-05-10,34,27.0,,0.27,9.18
2019-05-11,8,27.0,,0.27,2.16
2019-05-12,5,27.0,,0.27,1.35
2019-05-13,39,27.0,,0.27,10.530000000000001
2019-05-14,46,27.0,,0.27,12.420000000000002
2019-05-15,48,27.0,,0.27,12.96
2019-05-16,100,27.0,,0.27,27.0
2019-05-17,84,27.0,,0.27,22.68
2019-05-18,16,27.0,,0.27,4.32
2019-05-19,9,27.0,,0.27,2.43
2019-05-20,41,27.0,,0.27,11.07
2019-05-21,36,27.0,,0.27,9.72
2019-05-22,35,27.0,,0.27,9.450000000000001
2019-05-23,38,27.0,,0.27,10.260000000000002
2019-05-24,29,27.0,,0.27,7.83
2019-05-25,7,27.0,,0.27,1.8900000000000001
2019-05-26,2,27.0,,0.27,0.54
2019-05-27,5,27.0,,0.27,1.35
2019-05-28,37,27.0,,0.27,9.99
2019-05-29,31,27.0,,0.27,8.370000000000001
2019-05-30,30,27.0,,0.27,8.100000000000001
2019-05-31,38,27.0,,0.27,10.260000000000002
2019-06-01,16,22.0,False,0.22,3.52
2019-06-02,11,22.0,,0.22,2.42
2019-06-03,57,22.0,,0.22,12.540000000000001
2019-06-04,87,22.0,,0.22,19.14
2019-06-05,86,22.0,,0.22,18.92
2019-06-06,87,22.0,,0.22,19.14
2019-06-07,64,22.0,,0.22,14.08
2019-06-08,19,22.0,,0.22,4.18
2019-06-09,16,22.0,,0.22,3.52
2019-06-10,72,22.0,,0.22,15.84
2019-06-11,77,22.0,,0.22,16.94
2019-06-12,78,22.0,,0.22,17.16
2019-06-13,77,22.0,,0.22,16.94
2019-06-14,78,22.0,,0.22,17.16
2019-06-15,16,22.0,,0.22,3.52
2019-06-16,8,22.0,,0.22,1.76
2019-06-17,56,22.0,,0.22,12.32
2019-06-18,97,22.0,,0.22,21.34
2019-06-19,77,22.0,,0.22,16.94
2019-06-20,77,22.0,,0.22,16.94
2019-06-21,73,22.0,,0.22,16.06
2019-06-22,18,22.0,,0.22,3.96
2019-06-23,11,22.0,,0.22,2.42
2019-06-24,65,22.0,,0.22,14.3
2019-06-25,64,22.0,,0.22,14.08
2019-06-26,100,22.0,,0.22,22.0
2019-06-27,98,22.0,,0.22,21.56
2019-06-28,90,22.0,,0.22,19.8
2019-06-29,25,22.0,,0.22,5.5
2019-06-30,19,22.0,,0.22,4.18
2019-07-01,99,22.0,False,0.22,21.78
2019-07-02,73,22.0,,0.22,16.06
2019-07-03,73,22.0,,0.22,16.06
2019-07-04,17,22.0,,0.22,3.74
2019-07-05,54,22.0,,0.22,11.88
2019-07-06,14,22.0,,0.22,3.08
2019-07-07,12,22.0,,0.22,2.64
2019-07-08,64,22.0,,0.22,14.08
2019-07-09,49,22.0,,0.22,10.78
2019-07-10,58,22.0,,0.22,12.76
2019-07-11,100,22.0,,0.22,22.0
2019-07-12,83,22.0,,0.22,18.26
2019-07-13,13,22.0,,0.22,2.86
2019-07-14,12,22.0,,0.22,2.64
2019-07-15,62,22.0,,0.22,13.64
2019-07-16,67,22.0,,0.22,14.74
2019-07-17,53,22.0,,0.22,11.66
2019-07-18,64,22.0,,0.22,14.08
2019-07-19,58,22.0,,0.22,12.76
2019-07-20,8,22.0,,0.22,1.76
2019-07-21,7,22.0,,0.22,1.54
2019-07-22,60,22.0,,0.22,13.2
2019-07-23,68,22.0,,0.22,14.96
2019-07-24,86,22.0,,0.22,18.92
2019-07-25,76,22.0,,0.22,16.72
2019-07-26,60,22.0,,0.22,13.2
2019-07-27,12,22.0,,0.22,2.64
2019-07-28,10,22.0,,0.22,2.2
2019-07-29,65,22.0,,0.22,14.3
2019-07-30,53,22.0,,0.22,11.66
2019-07-31,78,22.0,,0.22,17.16
2019-08-01,40,23.0,False,0.23,9.200000000000001
2019-08-02,31,23.0,,0.23,7.13
2019-08-03,6,23.0,,0.23,1.3800000000000001
2019-08-04,7,23.0,,0.23,1.61
2019-08-05,42,23.0,,0.23,9.66
2019-08-06,44,23.0,,0.23,10.120000000000001
2019-08-07,43,23.0,,0.23,9.89
2019-08-08,44,23.0,,0.23,10.120000000000001
2019-08-09,32,23.0,,0.23,7.36
2019-08-10,9,23.0,,0.23,2.0700000000000003
2019-08-11,11,23.0,,0.23,2.5300000000000002
2019-08-12,35,23.0,,0.23,8.05
2019-08-13,39,23.0,,0.23,8.97
2019-08-14,44,23.0,,0.23,10.120000000000001
2019-08-15,100,23.0,,0.23,23.0
2019-08-16,100,23.0,,0.23,23.0
2019-08-17,18,23.0,,0.23,4.140000000000001
2019-08-18,7,23.0,,0.23,1.61
2019-08-19,59,23.0,,0.23,13.57
