date,VC_unscaled,VC_monthly,isPartial,scale,VC
2017-12-21,61,64.0,,0.64,39.04
2017-12-22,64,64.0,,0.64,40.96
2017-12-23,73,64.0,,0.64,46.72
2017-12-24,68,64.0,,0.64,43.52
2017-12-25,89,64.0,,0.64,56.96
2017-12-26,95,64.0,,0.64,60.800000000000004
2017-12-27,89,64.0,,0.64,56.96
2017-12-28,94,64.0,,0.64,60.160000000000004
2017-12-29,83,64.0,,0.64,53.120000000000005
2017-12-30,83,64.0,,0.64,53.120000000000005
2017-12-31,70,64.0,,0.64,44.800000000000004
2018-01-01,82,62.0,False,0.62,50.839999999999996
2018-01-02,91,62.0,,0.62,56.42
2018-01-03,87,62.0,,0.62,53.94
2018-01-04,100,62.0,,0.62,62.0
2018-01-05,95,62.0,,0.62,58.9
2018-01-06,82,62.0,,0.62,50.839999999999996
2018-01-07,69,62.0,,0.62,42.78
2018-01-08,88,62.0,,0.62,54.56
2018-01-09,93,62.0,,0.62,57.66
2018-01-10,79,62.0,,0.62,48.98
2018-01-11,84,62.0,,0.62,52.08
2018-01-12,84,62.0,,0.62,52.08
2018-01-13,76,62.0,,0.62,47.12
2018-01-14,87,62.0,,0.62,53.94
2018-01-15,82,62.0,,0.62,50.839999999999996
2018-01-16,77,62.0,,0.62,47.74
2018-01-17,94,62.0,,0.62,58.28
2018-01-18,91,62.0,,0.62,56.42
2018-01-19,84,62.0,,0.62,52.08
2018-01-20,86,62.0,,0.62,53.32
2018-01-21,80,62.0,,0.62,49.6
2018-01-22,84,62.0,,0.62,52.08
2018-01-23,87,62.0,,0.62,53.94
2018-01-24,84,62.0,,0.62,52.08
2018-01-25,80,62.0,,0.62,49.6
2018-01-26,83,62.0,,0.62,51.46
2018-01-27,78,62.0,,0.62,48.36
2018-01-28,73,62.0,,0.62,45.26
2018-01-29,84,62.0,,0.62,52.08
2018-01-30,83,62.0,,0.62,51.46
2018-01-31,77,62.0,,0.62,47.74
2018-02-01,75,54.0,False,0.54,40.5
2018-02-02,67,54.0,,0.54,36.18
2018-02-03,76,54.0,,0.54,41.040000000000006
2018-02-04,64,54.0,,0.54,34.56
2018-02-05,59,54.0,,0.54,31.860000000000003
2018-02-06,65,54.0,,0.54,35.1
2018-02-07,71,54.0,,0.54,38.34
2018-02-08,71,54.0,,0.54,38.34
2018-02-09,70,54.0,,0.54,37.800000000000004
2018-02-10,66,54.0,,0.54,35.64
2018-02-11,76,54.0,,0.54,41.040000000000006
2018-02-12,82,54.0,,0.54,44.28
2018-02-13,81,54.0,,0.54,43.74
2018-02-14,87,54.0,,0.54,46.980000000000004
2018-02-15,79,54.0,,0.54,42.660000000000004
2018-02-16,99,54.0,,0.54,53.46
2018-02-17,100,54.0,,0.54,54.0
2018-02-18,86,54.0,,0.54,46.440000000000005
2018-02-19,78,54.0,,0.54,42.120000000000005
2018-02-20,80,54.0,,0.54,43.2
2018-02-21,71,54.0,,0.54,38.34
2018-02-22,73,54.0,,0.54,39.42
2018-02-23,81,54.0,,0.54,43.74
2018-02-24,65,54.0,,0.54,35.1
2018-02-25,69,54.0,,0.54,37.260000000000005
2018-02-26,69,54.0,,0.54,37.260000000000005
2018-02-27,82,54.0,,0.54,44.28
2018-02-28,69,54.0,,0.54,37.260000000000005
2018-03-01,72,56.0,False,0.56,40.32000000000001
2018-03-02,67,56.0,,0.56,37.52
2018-03-03,62,56.0,,0.56,34.720000000000006
2018-03-04,60,56.0,,0.56,33.6
2018-03-05,65,56.0,,0.56,36.400000000000006
2018-03-06,70,56.0,,0.56,39.2
2018-03-07,62,56.0,,0.56,34.720000000000006
2018-03-08,68,56.0,,0.56,38.080000000000005
2018-03-09,72,56.0,,0.56,40.32000000000001
2018-03-10,55,56.0,,0.56,30.800000000000004
2018-03-11,69,56.0,,0.56,38.64
2018-03-12,63,56.0,,0.56,35.28
2018-03-13,67,56.0,,0.56,37.52
2018-03-14,65,56.0,,0.56,36.400000000000006
2018-03-15,60,56.0,,0.56,33.6
2018-03-16,79,56.0,,0.56,44.24
2018-03-17,72,56.0,,0.56,40.32000000000001
2018-03-18,100,56.0,,0.56,56.00000000000001
2018-03-19,68,56.0,,0.56,38.080000000000005
2018-03-20,71,56.0,,0.56,39.760000000000005
2018-03-21,80,56.0,,0.56,44.800000000000004
2018-03-22,74,56.0,,0.56,41.440000000000005
2018-03-23,61,56.0,,0.56,34.160000000000004
2018-03-24,59,56.0,,0.56,33.040000000000006
2018-03-25,65,56.0,,0.56,36.400000000000006
2018-03-26,64,56.0,,0.56,35.84
2018-03-27,68,56.0,,0.56,38.080000000000005
2018-03-28,73,56.0,,0.56,40.88
2018-03-29,53,56.0,,0.56,29.680000000000003
2018-03-30,64,56.0,,0.56,35.84
2018-03-31,50,56.0,,0.56,28.000000000000004
2018-04-01,78,48.0,False,0.48,37.44
2018-04-02,68,48.0,,0.48,32.64
2018-04-03,77,48.0,,0.48,36.96
2018-04-04,69,48.0,,0.48,33.12
2018-04-05,84,48.0,,0.48,40.32
2018-04-06,65,48.0,,0.48,31.2
2018-04-07,54,48.0,,0.48,25.919999999999998
2018-04-08,61,48.0,,0.48,29.279999999999998
2018-04-09,84,48.0,,0.48,40.32
2018-04-10,78,48.0,,0.48,37.44
2018-04-11,77,48.0,,0.48,36.96
2018-04-12,66,48.0,,0.48,31.68
2018-04-13,68,48.0,,0.48,32.64
2018-04-14,65,48.0,,0.48,31.2
2018-04-15,78,48.0,,0.48,37.44
2018-04-16,75,48.0,,0.48,36.0
2018-04-17,87,48.0,,0.48,41.76
2018-04-18,70,48.0,,0.48,33.6
2018-04-19,72,48.0,,0.48,34.56
2018-04-20,68,48.0,,0.48,32.64
2018-04-21,57,48.0,,0.48,27.36
2018-04-22,65,48.0,,0.48,31.2
2018-04-23,71,48.0,,0.48,34.08
2018-04-24,100,48.0,,0.48,48.0
2018-04-25,72,48.0,,0.48,34.56
2018-04-26,73,48.0,,0.48,35.04
2018-04-27,74,48.0,,0.48,35.519999999999996
2018-04-28,62,48.0,,0.48,29.759999999999998
2018-04-29,64,48.0,,0.48,30.72
2018-04-30,72,48.0,,0.48,34.56
2018-05-01,82,47.0,False,0.47,38.54
2018-05-02,69,47.0,,0.47,32.43
2018-05-03,82,47.0,,0.47,38.54
2018-05-04,77,47.0,,0.47,36.19
2018-05-05,65,47.0,,0.47,30.549999999999997
2018-05-06,74,47.0,,0.47,34.78
2018-05-07,82,47.0,,0.47,38.54
2018-05-08,77,47.0,,0.47,36.19
2018-05-09,81,47.0,,0.47,38.07
2018-05-10,91,47.0,,0.47,42.769999999999996
2018-05-11,83,47.0,,0.47,39.01
2018-05-12,74,47.0,,0.47,34.78
2018-05-13,57,47.0,,0.47,26.79
2018-05-14,77,47.0,,0.47,36.19
2018-05-15,70,47.0,,0.47,32.9
2018-05-16,76,47.0,,0.47,35.72
2018-05-17,86,47.0,,0.47,40.419999999999995
2018-05-18,76,47.0,,0.47,35.72
2018-05-19,69,47.0,,0.47,32.43
2018-05-20,73,47.0,,0.47,34.309999999999995
2018-05-21,75,47.0,,0.47,35.25
2018-05-22,89,47.0,,0.47,41.83
2018-05-23,81,47.0,,0.47,38.07
2018-05-24,100,47.0,,0.47,47.0
2018-05-25,75,47.0,,0.47,35.25
2018-05-26,72,47.0,,0.47,33.839999999999996
2018-05-27,74,47.0,,0.47,34.78
2018-05-28,79,47.0,,0.47,37.129999999999995
2018-05-29,82,47.0,,0.47,38.54
2018-05-30,80,47.0,,0.47,37.599999999999994
2018-05-31,91,47.0,,0.47,42.769999999999996
2018-06-01,72,47.0,False,0.47,33.839999999999996
2018-06-02,77,47.0,,0.47,36.19
2018-06-03,76,47.0,,0.47,35.72
2018-06-04,85,47.0,,0.47,39.949999999999996
2018-06-05,100,47.0,,0.47,47.0
2018-06-06,75,47.0,,0.47,35.25
2018-06-07,86,47.0,,0.47,40.419999999999995
2018-06-08,84,47.0,,0.47,39.48
2018-06-09,62,47.0,,0.47,29.139999999999997
2018-06-10,60,47.0,,0.47,28.2
2018-06-11,74,47.0,,0.47,34.78
2018-06-12,92,47.0,,0.47,43.239999999999995
2018-06-13,75,47.0,,0.47,35.25
2018-06-14,75,47.0,,0.47,35.25
2018-06-15,83,47.0,,0.47,39.01
2018-06-16,64,47.0,,0.47,30.08
2018-06-17,59,47.0,,0.47,27.729999999999997
2018-06-18,68,47.0,,0.47,31.959999999999997
2018-06-19,82,47.0,,0.47,38.54
2018-06-20,85,47.0,,0.47,39.949999999999996
2018-06-21,68,47.0,,0.47,31.959999999999997
2018-06-22,80,47.0,,0.47,37.599999999999994
2018-06-23,56,47.0,,0.47,26.32
2018-06-24,63,47.0,,0.47,29.61
2018-06-25,76,47.0,,0.47,35.72
2018-06-26,95,47.0,,0.47,44.65
2018-06-27,83,47.0,,0.47,39.01
2018-06-28,80,47.0,,0.47,37.599999999999994
2018-06-29,70,47.0,,0.47,32.9
2018-06-30,61,47.0,,0.47,28.669999999999998
2018-07-01,63,47.0,False,0.47,29.61
2018-07-02,87,47.0,,0.47,40.89
2018-07-03,83,47.0,,0.47,39.01
2018-07-04,75,47.0,,0.47,35.25
2018-07-05,83,47.0,,0.47,39.01
2018-07-06,70,47.0,,0.47,32.9
2018-07-07,70,47.0,,0.47,32.9
2018-07-08,73,47.0,,0.47,34.309999999999995
2018-07-09,83,47.0,,0.47,39.01
2018-07-10,80,47.0,,0.47,37.599999999999994
2018-07-11,83,47.0,,0.47,39.01
2018-07-12,100,47.0,,0.47,47.0
2018-07-13,82,47.0,,0.47,38.54
2018-07-14,68,47.0,,0.47,31.959999999999997
2018-07-15,68,47.0,,0.47,31.959999999999997
2018-07-16,72,47.0,,0.47,33.839999999999996
2018-07-17,96,47.0,,0.47,45.12
2018-07-18,94,47.0,,0.47,44.18
2018-07-19,81,47.0,,0.47,38.07
2018-07-20,81,47.0,,0.47,38.07
2018-07-21,68,47.0,,0.47,31.959999999999997
2018-07-22,62,47.0,,0.47,29.139999999999997
2018-07-23,89,47.0,,0.47,41.83
2018-07-24,87,47.0,,0.47,40.89
2018-07-25,94,47.0,,0.47,44.18
2018-07-26,92,47.0,,0.47,43.239999999999995
2018-07-27,65,47.0,,0.47,30.549999999999997
2018-07-28,60,47.0,,0.47,28.2
2018-07-29,61,47.0,,0.47,28.669999999999998
2018-07-30,84,47.0,,0.47,39.48
2018-07-31,81,47.0,,0.47,38.07
2018-08-01,96,46.0,False,0.46,44.160000000000004
2018-08-02,70,46.0,,0.46,32.2
2018-08-03,70,46.0,,0.46,32.2
2018-08-04,50,46.0,,0.46,23.0
2018-08-05,62,46.0,,0.46,28.52
2018-08-06,83,46.0,,0.46,38.18
2018-08-07,81,46.0,,0.46,37.260000000000005
2018-08-08,86,46.0,,0.46,39.56
2018-08-09,81,46.0,,0.46,37.260000000000005
2018-08-10,80,46.0,,0.46,36.800000000000004
2018-08-11,55,46.0,,0.46,25.3
2018-08-12,64,46.0,,0.46,29.44
2018-08-13,75,46.0,,0.46,34.5
2018-08-14,80,46.0,,0.46,36.800000000000004
2018-08-15,64,46.0,,0.46,29.44
2018-08-16,74,46.0,,0.46,34.04
2018-08-17,65,46.0,,0.46,29.900000000000002
2018-08-18,59,46.0,,0.46,27.14
2018-08-19,60,46.0,,0.46,27.6
2018-08-20,71,46.0,,0.46,32.660000000000004
2018-08-21,83,46.0,,0.46,38.18
2018-08-22,75,46.0,,0.46,34.5
2018-08-23,70,46.0,,0.46,32.2
2018-08-24,79,46.0,,0.46,36.34
2018-08-25,65,46.0,,0.46,29.900000000000002
2018-08-26,65,46.0,,0.46,29.900000000000002
2018-08-27,67,46.0,,0.46,30.82
2018-08-28,82,46.0,,0.46,37.72
2018-08-29,71,46.0,,0.46,32.660000000000004
2018-08-30,82,46.0,,0.46,37.72
2018-08-31,100,46.0,,0.46,46.0
2018-09-01,36,87.0,False,0.87,31.32
2018-09-02,33,87.0,,0.87,28.71
2018-09-03,27,87.0,,0.87,23.49
2018-09-04,38,87.0,,0.87,33.06
2018-09-05,35,87.0,,0.87,30.45
2018-09-06,45,87.0,,0.87,39.15
2018-09-07,100,87.0,,0.87,87.0
2018-09-08,52,87.0,,0.87,45.24
2018-09-09,50,87.0,,0.87,43.5
2018-09-10,51,87.0,,0.87,44.37
2018-09-11,66,87.0,,0.87,57.42
2018-09-12,75,87.0,,0.87,65.25
2018-09-13,73,87.0,,0.87,63.51
2018-09-14,69,87.0,,0.87,60.03
2018-09-15,65,87.0,,0.87,56.55
2018-09-16,57,87.0,,0.87,49.589999999999996
2018-09-17,52,87.0,,0.87,45.24
2018-09-18,52,87.0,,0.87,45.24
2018-09-19,46,87.0,,0.87,40.02
2018-09-20,54,87.0,,0.87,46.98
2018-09-21,42,87.0,,0.87,36.54
2018-09-22,52,87.0,,0.87,45.24
2018-09-23,44,87.0,,0.87,38.28
2018-09-24,46,87.0,,0.87,40.02
2018-09-25,41,87.0,,0.87,35.67
2018-09-26,43,87.0,,0.87,37.41
2018-09-27,39,87.0,,0.87,33.93
2018-09-28,35,87.0,,0.87,30.45
2018-09-29,62,87.0,,0.87,53.94
2018-09-30,48,87.0,,0.87,41.76
2018-10-01,81,53.0,False,0.53,42.93
2018-10-02,100,53.0,,0.53,53.0
2018-10-03,90,53.0,,0.53,47.7
2018-10-04,93,53.0,,0.53,49.29
2018-10-05,78,53.0,,0.53,41.34
2018-10-06,86,53.0,,0.53,45.580000000000005
2018-10-07,75,53.0,,0.53,39.75
2018-10-08,81,53.0,,0.53,42.93
2018-10-09,91,53.0,,0.53,48.230000000000004
2018-10-10,82,53.0,,0.53,43.46
2018-10-11,80,53.0,,0.53,42.400000000000006
2018-10-12,85,53.0,,0.53,45.050000000000004
2018-10-13,66,53.0,,0.53,34.980000000000004
2018-10-14,62,53.0,,0.53,32.86
2018-10-15,75,53.0,,0.53,39.75
2018-10-16,82,53.0,,0.53,43.46
2018-10-17,77,53.0,,0.53,40.81
2018-10-18,84,53.0,,0.53,44.52
2018-10-19,78,53.0,,0.53,41.34
2018-10-20,77,53.0,,0.53,40.81
2018-10-21,65,53.0,,0.53,34.45
2018-10-22,68,53.0,,0.53,36.04
2018-10-23,68,53.0,,0.53,36.04
2018-10-24,80,53.0,,0.53,42.400000000000006
2018-10-25,82,53.0,,0.53,43.46
2018-10-26,81,53.0,,0.53,42.93
2018-10-27,72,53.0,,0.53,38.160000000000004
2018-10-28,58,53.0,,0.53,30.740000000000002
2018-10-29,74,53.0,,0.53,39.22
2018-10-30,67,53.0,,0.53,35.510000000000005
2018-10-31,77,53.0,,0.53,40.81
2018-11-01,48,60.0,False,0.6,28.799999999999997
2018-11-02,39,60.0,,0.6,23.4
2018-11-03,42,60.0,,0.6,25.2
2018-11-04,36,60.0,,0.6,21.599999999999998
2018-11-05,55,60.0,,0.6,33.0
2018-11-06,50,60.0,,0.6,30.0
2018-11-07,45,60.0,,0.6,27.0
2018-11-08,64,60.0,,0.6,38.4
2018-11-09,100,60.0,,0.6,60.0
2018-11-10,62,60.0,,0.6,37.199999999999996
2018-11-11,64,60.0,,0.6,38.4
2018-11-12,71,60.0,,0.6,42.6
2018-11-13,61,60.0,,0.6,36.6
2018-11-14,62,60.0,,0.6,37.199999999999996
2018-11-15,60,60.0,,0.6,36.0
2018-11-16,54,60.0,,0.6,32.4
2018-11-17,47,60.0,,0.6,28.2
2018-11-18,44,60.0,,0.6,26.4
2018-11-19,48,60.0,,0.6,28.799999999999997
2018-11-20,49,60.0,,0.6,29.4
2018-11-21,50,60.0,,0.6,30.0
2018-11-22,42,60.0,,0.6,25.2
2018-11-23,53,60.0,,0.6,31.799999999999997
2018-11-24,48,60.0,,0.6,28.799999999999997
2018-11-25,53,60.0,,0.6,31.799999999999997
2018-11-26,60,60.0,,0.6,36.0
2018-11-27,54,60.0,,0.6,32.4
2018-11-28,45,60.0,,0.6,27.0
2018-11-29,62,60.0,,0.6,37.199999999999996
2018-11-30,47,60.0,,0.6,28.2
2018-12-01,72,52.0,False,0.52,37.44
2018-12-02,82,52.0,,0.52,42.64
2018-12-03,82,52.0,,0.52,42.64
2018-12-04,84,52.0,,0.52,43.68
2018-12-05,71,52.0,,0.52,36.92
2018-12-06,82,52.0,,0.52,42.64
2018-12-07,72,52.0,,0.52,37.44
2018-12-08,65,52.0,,0.52,33.800000000000004
2018-12-09,62,52.0,,0.52,32.24
2018-12-10,82,52.0,,0.52,42.64
2018-12-11,70,52.0,,0.52,36.4
2018-12-12,76,52.0,,0.52,39.52
2018-12-13,76,52.0,,0.52,39.52
2018-12-14,83,52.0,,0.52,43.160000000000004
2018-12-15,75,52.0,,0.52,39.0
2018-12-16,80,52.0,,0.52,41.6
2018-12-17,71,52.0,,0.52,36.92
2018-12-18,85,52.0,,0.52,44.2
2018-12-19,78,52.0,,0.52,40.56
2018-12-20,96,52.0,,0.52,49.92
2018-12-21,79,52.0,,0.52,41.08
2018-12-22,79,52.0,,0.52,41.08
2018-12-23,73,52.0,,0.52,37.96
2018-12-24,77,52.0,,0.52,40.04
2018-12-25,83,52.0,,0.52,43.160000000000004
2018-12-26,99,52.0,,0.52,51.480000000000004
2018-12-27,98,52.0,,0.52,50.96
2018-12-28,100,52.0,,0.52,52.0
2018-12-29,92,52.0,,0.52,47.84
2018-12-30,91,52.0,,0.52,47.32
2018-12-31,83,52.0,,0.52,43.160000000000004
2019-01-01,78,58.0,False,0.58,45.239999999999995
2019-01-02,99,58.0,,0.58,57.419999999999995
2019-01-03,100,58.0,,0.58,57.99999999999999
2019-01-04,87,58.0,,0.58,50.459999999999994
2019-01-05,88,58.0,,0.58,51.04
2019-01-06,94,58.0,,0.58,54.519999999999996
2019-01-07,74,58.0,,0.58,42.919999999999995
2019-01-08,83,58.0,,0.58,48.13999999999999
2019-01-09,78,58.0,,0.58,45.239999999999995
2019-01-10,81,58.0,,0.58,46.98
2019-01-11,83,58.0,,0.58,48.13999999999999
2019-01-12,77,58.0,,0.58,44.66
2019-01-13,77,58.0,,0.58,44.66
2019-01-14,68,58.0,,0.58,39.44
2019-01-15,97,58.0,,0.58,56.26
2019-01-16,83,58.0,,0.58,48.13999999999999
2019-01-17,93,58.0,,0.58,53.94
2019-01-18,91,58.0,,0.58,52.779999999999994
2019-01-19,82,58.0,,0.58,47.559999999999995
2019-01-20,83,58.0,,0.58,48.13999999999999
2019-01-21,85,58.0,,0.58,49.3
2019-01-22,88,58.0,,0.58,51.04
2019-01-23,96,58.0,,0.58,55.67999999999999
2019-01-24,91,58.0,,0.58,52.779999999999994
2019-01-25,93,58.0,,0.58,53.94
2019-01-26,72,58.0,,0.58,41.76
2019-01-27,73,58.0,,0.58,42.339999999999996
2019-01-28,92,58.0,,0.58,53.36
2019-01-29,84,58.0,,0.58,48.72
2019-01-30,78,58.0,,0.58,45.239999999999995
2019-01-31,92,58.0,,0.58,53.36
2019-02-01,97,53.0,False,0.53,51.410000000000004
2019-02-02,76,53.0,,0.53,40.28
2019-02-03,66,53.0,,0.53,34.980000000000004
2019-02-04,81,53.0,,0.53,42.93
2019-02-05,91,53.0,,0.53,48.230000000000004
2019-02-06,83,53.0,,0.53,43.99
2019-02-07,88,53.0,,0.53,46.64
2019-02-08,89,53.0,,0.53,47.17
2019-02-09,100,53.0,,0.53,53.0
2019-02-10,76,53.0,,0.53,40.28
2019-02-11,82,53.0,,0.53,43.46
2019-02-12,88,53.0,,0.53,46.64
2019-02-13,84,53.0,,0.53,44.52
2019-02-14,89,53.0,,0.53,47.17
2019-02-15,100,53.0,,0.53,53.0
2019-02-16,87,53.0,,0.53,46.11
2019-02-17,74,53.0,,0.53,39.22
2019-02-18,75,53.0,,0.53,39.75
2019-02-19,86,53.0,,0.53,45.580000000000005
2019-02-20,98,53.0,,0.53,51.940000000000005
2019-02-21,78,53.0,,0.53,41.34
2019-02-22,92,53.0,,0.53,48.760000000000005
2019-02-23,83,53.0,,0.53,43.99
2019-02-24,88,53.0,,0.53,46.64
2019-02-25,70,53.0,,0.53,37.1
2019-02-26,86,53.0,,0.53,45.580000000000005
2019-02-27,81,53.0,,0.53,42.93
2019-02-28,86,53.0,,0.53,45.580000000000005
2019-03-01,88,50.0,False,0.5,44.0
2019-03-02,73,50.0,,0.5,36.5
2019-03-03,87,50.0,,0.5,43.5
2019-03-04,88,50.0,,0.5,44.0
2019-03-05,81,50.0,,0.5,40.5
2019-03-06,84,50.0,,0.5,42.0
2019-03-07,78,50.0,,0.5,39.0
2019-03-08,90,50.0,,0.5,45.0
2019-03-09,79,50.0,,0.5,39.5
2019-03-10,74,50.0,,0.5,37.0
2019-03-11,76,50.0,,0.5,38.0
2019-03-12,83,50.0,,0.5,41.5
2019-03-13,87,50.0,,0.5,43.5
2019-03-14,88,50.0,,0.5,44.0
2019-03-15,79,50.0,,0.5,39.5
2019-03-16,76,50.0,,0.5,38.0
2019-03-17,64,50.0,,0.5,32.0
2019-03-18,85,50.0,,0.5,42.5
2019-03-19,81,50.0,,0.5,40.5
2019-03-20,92,50.0,,0.5,46.0
2019-03-21,90,50.0,,0.5,45.0
2019-03-22,83,50.0,,0.5,41.5
2019-03-23,76,50.0,,0.5,38.0
2019-03-24,76,50.0,,0.5,38.0
2019-03-25,74,50.0,,0.5,37.0
2019-03-26,88,50.0,,0.5,44.0
2019-03-27,100,50.0,,0.5,50.0
2019-03-28,93,50.0,,0.5,46.5
2019-03-29,81,50.0,,0.5,40.5
2019-03-30,70,50.0,,0.5,35.0
2019-03-31,76,50.0,,0.5,38.0
2019-04-01,81,50.0,False,0.5,40.5
2019-04-02,100,50.0,,0.5,50.0
2019-04-03,100,50.0,,0.5,50.0
2019-04-04,80,50.0,,0.5,40.0
2019-04-05,84,50.0,,0.5,42.0
2019-04-06,82,50.0,,0.5,41.0
2019-04-07,71,50.0,,0.5,35.5
2019-04-08,93,50.0,,0.5,46.5
2019-04-09,88,50.0,,0.5,44.0
2019-04-10,93,50.0,,0.5,46.5
2019-04-11,83,50.0,,0.5,41.5
2019-04-12,92,50.0,,0.5,46.0
2019-04-13,72,50.0,,0.5,36.0
2019-04-14,81,50.0,,0.5,40.5
2019-04-15,86,50.0,,0.5,43.0
2019-04-16,78,50.0,,0.5,39.0
2019-04-17,88,50.0,,0.5,44.0
2019-04-18,91,50.0,,0.5,45.5
2019-04-19,91,50.0,,0.5,45.5
2019-04-20,72,50.0,,0.5,36.0
2019-04-21,90,50.0,,0.5,45.0
2019-04-22,73,50.0,,0.5,36.5
2019-04-23,92,50.0,,0.5,46.0
2019-04-24,92,50.0,,0.5,46.0
2019-04-25,83,50.0,,0.5,41.5
2019-04-26,75,50.0,,0.5,37.5
2019-04-27,61,50.0,,0.5,30.5
2019-04-28,67,50.0,,0.5,33.5
2019-04-29,75,50.0,,0.5,37.5
2019-04-30,74,50.0,,0.5,37.0
2019-05-01,93,48.0,False,0.48,44.64
2019-05-02,77,48.0,,0.48,36.96
2019-05-03,88,48.0,,0.48,42.239999999999995
2019-05-04,66,48.0,,0.48,31.68
2019-05-05,82,48.0,,0.48,39.36
2019-05-06,79,48.0,,0.48,37.92
2019-05-07,86,48.0,,0.48,41.28
2019-05-08,88,48.0,,0.48,42.239999999999995
2019-05-09,95,48.0,,0.48,45.6
2019-05-10,80,48.0,,0.48,38.4
2019-05-11,86,48.0,,0.48,41.28
2019-05-12,77,48.0,,0.48,36.96
2019-05-13,84,48.0,,0.48,40.32
2019-05-14,85,48.0,,0.48,40.8
2019-05-15,77,48.0,,0.48,36.96
2019-05-16,75,48.0,,0.48,36.0
2019-05-17,91,48.0,,0.48,43.68
2019-05-18,76,48.0,,0.48,36.48
2019-05-19,71,48.0,,0.48,34.08
2019-05-20,80,48.0,,0.48,38.4
2019-05-21,73,48.0,,0.48,35.04
2019-05-22,98,48.0,,0.48,47.04
2019-05-23,94,48.0,,0.48,45.12
2019-05-24,92,48.0,,0.48,44.16
2019-05-25,66,48.0,,0.48,31.68
2019-05-26,64,48.0,,0.48,30.72
2019-05-27,81,48.0,,0.48,38.879999999999995
2019-05-28,97,48.0,,0.48,46.559999999999995
2019-05-29,89,48.0,,0.48,42.72
2019-05-30,100,48.0,,0.48,48.0
2019-05-31,89,48.0,,0.48,42.72
2019-06-01,69,57.0,False,0.57,39.33
2019-06-02,78,57.0,,0.57,44.459999999999994
2019-06-03,77,57.0,,0.57,43.88999999999999
2019-06-04,84,57.0,,0.57,47.879999999999995
2019-06-05,78,57.0,,0.57,44.459999999999994
2019-06-06,88,57.0,,0.57,50.16
2019-06-07,82,57.0,,0.57,46.739999999999995
2019-06-08,76,57.0,,0.57,43.31999999999999
2019-06-09,88,57.0,,0.57,50.16
2019-06-10,99,57.0,,0.57,56.42999999999999
2019-06-11,80,57.0,,0.57,45.599999999999994
2019-06-12,84,57.0,,0.57,47.879999999999995
2019-06-13,87,57.0,,0.57,49.589999999999996
2019-06-14,68,57.0,,0.57,38.76
2019-06-15,85,57.0,,0.57,48.449999999999996
2019-06-16,75,57.0,,0.57,42.74999999999999
2019-06-17,99,57.0,,0.57,56.42999999999999
2019-06-18,97,57.0,,0.57,55.28999999999999
2019-06-19,100,57.0,,0.57,56.99999999999999
2019-06-20,96,57.0,,0.57,54.72
2019-06-21,89,57.0,,0.57,50.73
2019-06-22,87,57.0,,0.57,49.589999999999996
2019-06-23,96,57.0,,0.57,54.72
2019-06-24,93,57.0,,0.57,53.01
2019-06-25,98,57.0,,0.57,55.85999999999999
2019-06-26,89,57.0,,0.57,50.73
2019-06-27,84,57.0,,0.57,47.879999999999995
2019-06-28,82,57.0,,0.57,46.739999999999995
2019-06-29,77,57.0,,0.57,43.88999999999999
2019-06-30,85,57.0,,0.57,48.449999999999996
2019-07-01,35,72.0,False,0.72,25.2
2019-07-02,36,72.0,,0.72,25.919999999999998
2019-07-03,34,72.0,,0.72,24.48
2019-07-04,33,72.0,,0.72,23.759999999999998
2019-07-05,27,72.0,,0.72,19.439999999999998
2019-07-06,25,72.0,,0.72,18.0
2019-07-07,32,72.0,,0.72,23.04
2019-07-08,32,72.0,,0.72,23.04
2019-07-09,33,72.0,,0.72,23.759999999999998
2019-07-10,34,72.0,,0.72,24.48
2019-07-11,33,72.0,,0.72,23.759999999999998
2019-07-12,31,72.0,,0.72,22.32
2019-07-13,38,72.0,,0.72,27.36
2019-07-14,34,72.0,,0.72,24.48
2019-07-15,34,72.0,,0.72,24.48
2019-07-16,36,72.0,,0.72,25.919999999999998
2019-07-17,33,72.0,,0.72,23.759999999999998
2019-07-18,37,72.0,,0.72,26.64
2019-07-19,33,72.0,,0.72,23.759999999999998
2019-07-20,32,72.0,,0.72,23.04
2019-07-21,36,72.0,,0.72,25.919999999999998
2019-07-22,37,72.0,,0.72,26.64
2019-07-23,40,72.0,,0.72,28.799999999999997
2019-07-24,37,72.0,,0.72,26.64
2019-07-25,40,72.0,,0.72,28.799999999999997
2019-07-26,40,72.0,,0.72,28.799999999999997
2019-07-27,58,72.0,,0.72,41.76
2019-07-28,100,72.0,,0.72,72.0
2019-07-29,72,72.0,,0.72,51.839999999999996
2019-07-30,50,72.0,,0.72,36.0
2019-07-31,44,72.0,,0.72,31.68
2019-08-01,40,98.0,False,0.98,39.2
2019-08-02,41,98.0,,0.98,40.18
2019-08-03,52,98.0,,0.98,50.96
2019-08-04,84,98.0,,0.98,82.32
2019-08-05,66,98.0,,0.98,64.67999999999999
2019-08-06,43,98.0,,0.98,42.14
2019-08-07,50,98.0,,0.98,49.0
2019-08-08,37,98.0,,0.98,36.26
2019-08-09,35,98.0,,0.98,34.3
2019-08-10,56,98.0,,0.98,54.879999999999995
2019-08-11,83,98.0,,0.98,81.34
2019-08-12,56,98.0,,0.98,54.879999999999995
2019-08-13,43,98.0,,0.98,42.14
2019-08-14,43,98.0,,0.98,42.14
