date,GE_unscaled,GE_monthly,isPartial,scale,GE
2017-12-29,80,81.0,,0.81,64.80000000000001
2017-12-30,68,81.0,,0.81,55.080000000000005
2017-12-31,68,81.0,,0.81,55.080000000000005
2018-01-01,47,95.0,False,0.95,44.65
2018-01-02,70,95.0,,0.95,66.5
2018-01-03,72,95.0,,0.95,68.39999999999999
2018-01-04,71,95.0,,0.95,67.45
2018-01-05,69,95.0,,0.95,65.55
2018-01-06,62,95.0,,0.95,58.9
2018-01-07,53,95.0,,0.95,50.349999999999994
2018-01-08,67,95.0,,0.95,63.65
2018-01-09,67,95.0,,0.95,63.65
2018-01-10,65,95.0,,0.95,61.75
2018-01-11,72,95.0,,0.95,68.39999999999999
2018-01-12,68,95.0,,0.95,64.6
2018-01-13,58,95.0,,0.95,55.099999999999994
2018-01-14,53,95.0,,0.95,50.349999999999994
2018-01-15,58,95.0,,0.95,55.099999999999994
2018-01-16,92,95.0,,0.95,87.39999999999999
2018-01-17,83,95.0,,0.95,78.85
2018-01-18,78,95.0,,0.95,74.1
2018-01-19,85,95.0,,0.95,80.75
2018-01-20,60,95.0,,0.95,57.0
2018-01-21,56,95.0,,0.95,53.199999999999996
2018-01-22,74,95.0,,0.95,70.3
2018-01-23,82,95.0,,0.95,77.89999999999999
2018-01-24,100,95.0,,0.95,95.0
2018-01-25,76,95.0,,0.95,72.2
2018-01-26,74,95.0,,0.95,70.3
2018-01-27,55,95.0,,0.95,52.25
2018-01-28,52,95.0,,0.95,49.4
2018-01-29,67,95.0,,0.95,63.65
2018-01-30,68,95.0,,0.95,64.6
2018-01-31,71,95.0,,0.95,67.45
2018-02-01,84,88.0,False,0.88,73.92
2018-02-02,81,88.0,,0.88,71.28
2018-02-03,70,88.0,,0.88,61.6
2018-02-04,61,88.0,,0.88,53.68
2018-02-05,81,88.0,,0.88,71.28
2018-02-06,100,88.0,,0.88,88.0
2018-02-07,80,88.0,,0.88,70.4
2018-02-08,80,88.0,,0.88,70.4
2018-02-09,87,88.0,,0.88,76.56
2018-02-10,66,88.0,,0.88,58.08
2018-02-11,64,88.0,,0.88,56.32
2018-02-12,82,88.0,,0.88,72.16
2018-02-13,79,88.0,,0.88,69.52
2018-02-14,70,88.0,,0.88,61.6
2018-02-15,77,88.0,,0.88,67.76
2018-02-16,74,88.0,,0.88,65.12
2018-02-17,69,88.0,,0.88,60.72
2018-02-18,61,88.0,,0.88,53.68
2018-02-19,66,88.0,,0.88,58.08
2018-02-20,74,88.0,,0.88,65.12
2018-02-21,80,88.0,,0.88,70.4
2018-02-22,82,88.0,,0.88,72.16
2018-02-23,73,88.0,,0.88,64.24
2018-02-24,65,88.0,,0.88,57.2
2018-02-25,66,88.0,,0.88,58.08
2018-02-26,90,88.0,,0.88,79.2
2018-02-27,84,88.0,,0.88,73.92
2018-02-28,81,88.0,,0.88,71.28
2018-03-01,81,84.0,False,0.84,68.03999999999999
2018-03-02,79,84.0,,0.84,66.36
2018-03-03,64,84.0,,0.84,53.76
2018-03-04,63,84.0,,0.84,52.919999999999995
2018-03-05,81,84.0,,0.84,68.03999999999999
2018-03-06,84,84.0,,0.84,70.56
2018-03-07,79,84.0,,0.84,66.36
2018-03-08,78,84.0,,0.84,65.52
2018-03-09,80,84.0,,0.84,67.2
2018-03-10,65,84.0,,0.84,54.6
2018-03-11,67,84.0,,0.84,56.28
2018-03-12,77,84.0,,0.84,64.67999999999999
2018-03-13,88,84.0,,0.84,73.92
2018-03-14,78,84.0,,0.84,65.52
2018-03-15,77,84.0,,0.84,64.67999999999999
2018-03-16,68,84.0,,0.84,57.12
2018-03-17,56,84.0,,0.84,47.04
2018-03-18,62,84.0,,0.84,52.08
2018-03-19,74,84.0,,0.84,62.16
2018-03-20,80,84.0,,0.84,67.2
2018-03-21,81,84.0,,0.84,68.03999999999999
2018-03-22,82,84.0,,0.84,68.88
2018-03-23,83,84.0,,0.84,69.72
2018-03-24,65,84.0,,0.84,54.6
2018-03-25,68,84.0,,0.84,57.12
2018-03-26,94,84.0,,0.84,78.96
2018-03-27,100,84.0,,0.84,84.0
2018-03-28,92,84.0,,0.84,77.28
2018-03-29,87,84.0,,0.84,73.08
2018-03-30,74,84.0,,0.84,62.16
2018-03-31,65,84.0,,0.84,54.6
2018-04-01,51,86.0,False,0.86,43.86
2018-04-02,83,86.0,,0.86,71.38
2018-04-03,80,86.0,,0.86,68.8
2018-04-04,74,86.0,,0.86,63.64
2018-04-05,76,86.0,,0.86,65.36
2018-04-06,69,86.0,,0.86,59.339999999999996
2018-04-07,60,86.0,,0.86,51.6
2018-04-08,58,86.0,,0.86,49.88
2018-04-09,68,86.0,,0.86,58.48
2018-04-10,79,86.0,,0.86,67.94
2018-04-11,71,86.0,,0.86,61.06
2018-04-12,66,86.0,,0.86,56.76
2018-04-13,71,86.0,,0.86,61.06
2018-04-14,59,86.0,,0.86,50.74
2018-04-15,59,86.0,,0.86,50.74
2018-04-16,74,86.0,,0.86,63.64
2018-04-17,77,86.0,,0.86,66.22
2018-04-18,79,86.0,,0.86,67.94
2018-04-19,79,86.0,,0.86,67.94
2018-04-20,100,86.0,,0.86,86.0
2018-04-21,63,86.0,,0.86,54.18
2018-04-22,54,86.0,,0.86,46.44
2018-04-23,77,86.0,,0.86,66.22
2018-04-24,77,86.0,,0.86,66.22
2018-04-25,76,86.0,,0.86,65.36
2018-04-26,72,86.0,,0.86,61.92
2018-04-27,62,86.0,,0.86,53.32
2018-04-28,58,86.0,,0.86,49.88
2018-04-29,50,86.0,,0.86,43.0
2018-04-30,73,86.0,,0.86,62.78
2018-05-01,71,83.0,False,0.83,58.93
2018-05-02,76,83.0,,0.83,63.08
2018-05-03,80,83.0,,0.83,66.39999999999999
2018-05-04,72,83.0,,0.83,59.76
2018-05-05,52,83.0,,0.83,43.16
2018-05-06,58,83.0,,0.83,48.14
2018-05-07,69,83.0,,0.83,57.269999999999996
2018-05-08,73,83.0,,0.83,60.589999999999996
2018-05-09,76,83.0,,0.83,63.08
2018-05-10,72,83.0,,0.83,59.76
2018-05-11,77,83.0,,0.83,63.91
2018-05-12,58,83.0,,0.83,48.14
2018-05-13,52,83.0,,0.83,43.16
2018-05-14,69,83.0,,0.83,57.269999999999996
2018-05-15,70,83.0,,0.83,58.099999999999994
2018-05-16,77,83.0,,0.83,63.91
2018-05-17,69,83.0,,0.83,57.269999999999996
2018-05-18,68,83.0,,0.83,56.44
2018-05-19,56,83.0,,0.83,46.48
2018-05-20,63,83.0,,0.83,52.29
2018-05-21,100,83.0,,0.83,83.0
2018-05-22,79,83.0,,0.83,65.57
2018-05-23,89,83.0,,0.83,73.86999999999999
2018-05-24,93,83.0,,0.83,77.19
2018-05-25,76,83.0,,0.83,63.08
2018-05-26,69,83.0,,0.83,57.269999999999996
2018-05-27,66,83.0,,0.83,54.779999999999994
2018-05-28,77,83.0,,0.83,63.91
2018-05-29,86,83.0,,0.83,71.38
2018-05-30,81,83.0,,0.83,67.22999999999999
2018-05-31,75,83.0,,0.83,62.25
2018-06-01,47,92.0,False,0.92,43.24
2018-06-02,47,92.0,,0.92,43.24
2018-06-03,44,92.0,,0.92,40.480000000000004
2018-06-04,55,92.0,,0.92,50.6
2018-06-05,53,92.0,,0.92,48.760000000000005
2018-06-06,53,92.0,,0.92,48.760000000000005
2018-06-07,55,92.0,,0.92,50.6
2018-06-08,49,92.0,,0.92,45.080000000000005
2018-06-09,42,92.0,,0.92,38.64
2018-06-10,42,92.0,,0.92,38.64
2018-06-11,51,92.0,,0.92,46.92
2018-06-12,53,92.0,,0.92,48.760000000000005
2018-06-13,49,92.0,,0.92,45.080000000000005
2018-06-14,51,92.0,,0.92,46.92
2018-06-15,47,92.0,,0.92,43.24
2018-06-16,37,92.0,,0.92,34.04
2018-06-17,40,92.0,,0.92,36.800000000000004
2018-06-18,53,92.0,,0.92,48.760000000000005
2018-06-19,68,92.0,,0.92,62.56
2018-06-20,100,92.0,,0.92,92.0
2018-06-21,64,92.0,,0.92,58.88
2018-06-22,58,92.0,,0.92,53.36
2018-06-23,46,92.0,,0.92,42.32
2018-06-24,49,92.0,,0.92,45.080000000000005
2018-06-25,64,92.0,,0.92,58.88
2018-06-26,93,92.0,,0.92,85.56
2018-06-27,75,92.0,,0.92,69.0
2018-06-28,65,92.0,,0.92,59.800000000000004
2018-06-29,62,92.0,,0.92,57.04
2018-06-30,46,92.0,,0.92,42.32
2018-07-01,79,90.0,False,0.9,71.10000000000001
2018-07-02,95,90.0,,0.9,85.5
2018-07-03,93,90.0,,0.9,83.7
2018-07-04,71,90.0,,0.9,63.9
2018-07-05,90,90.0,,0.9,81.0
2018-07-06,82,90.0,,0.9,73.8
2018-07-07,72,90.0,,0.9,64.8
2018-07-08,71,90.0,,0.9,63.9
2018-07-09,91,90.0,,0.9,81.9
2018-07-10,91,90.0,,0.9,81.9
2018-07-11,88,90.0,,0.9,79.2
2018-07-12,84,90.0,,0.9,75.60000000000001
2018-07-13,77,90.0,,0.9,69.3
2018-07-14,59,90.0,,0.9,53.1
2018-07-15,64,90.0,,0.9,57.6
2018-07-16,84,90.0,,0.9,75.60000000000001
2018-07-17,83,90.0,,0.9,74.7
2018-07-18,84,90.0,,0.9,75.60000000000001
2018-07-19,85,90.0,,0.9,76.5
2018-07-20,100,90.0,,0.9,90.0
2018-07-21,66,90.0,,0.9,59.4
2018-07-22,66,90.0,,0.9,59.4
2018-07-23,86,90.0,,0.9,77.4
2018-07-24,90,90.0,,0.9,81.0
2018-07-25,78,90.0,,0.9,70.2
2018-07-26,83,90.0,,0.9,74.7
2018-07-27,81,90.0,,0.9,72.9
2018-07-28,61,90.0,,0.9,54.9
2018-07-29,67,90.0,,0.9,60.300000000000004
2018-07-30,85,90.0,,0.9,76.5
2018-07-31,89,90.0,,0.9,80.10000000000001
2018-08-01,98,82.0,False,0.82,80.36
2018-08-02,96,82.0,,0.82,78.72
2018-08-03,87,82.0,,0.82,71.33999999999999
2018-08-04,79,82.0,,0.82,64.78
2018-08-05,76,82.0,,0.82,62.31999999999999
2018-08-06,93,82.0,,0.82,76.25999999999999
2018-08-07,99,82.0,,0.82,81.17999999999999
2018-08-08,98,82.0,,0.82,80.36
2018-08-09,90,82.0,,0.82,73.8
2018-08-10,85,82.0,,0.82,69.7
2018-08-11,79,82.0,,0.82,64.78
2018-08-12,78,82.0,,0.82,63.959999999999994
2018-08-13,94,82.0,,0.82,77.08
2018-08-14,99,82.0,,0.82,81.17999999999999
2018-08-15,100,82.0,,0.82,82.0
2018-08-16,92,82.0,,0.82,75.44
2018-08-17,83,82.0,,0.82,68.06
2018-08-18,77,82.0,,0.82,63.13999999999999
2018-08-19,76,82.0,,0.82,62.31999999999999
2018-08-20,88,82.0,,0.82,72.16
2018-08-21,91,82.0,,0.82,74.61999999999999
2018-08-22,89,82.0,,0.82,72.97999999999999
2018-08-23,90,82.0,,0.82,73.8
2018-08-24,86,82.0,,0.82,70.52
2018-08-25,79,82.0,,0.82,64.78
2018-08-26,74,82.0,,0.82,60.68
2018-08-27,95,82.0,,0.82,77.89999999999999
2018-08-28,92,82.0,,0.82,75.44
2018-08-29,92,82.0,,0.82,75.44
2018-08-30,88,82.0,,0.82,72.16
2018-08-31,81,82.0,,0.82,66.42
2018-09-01,77,77.0,False,0.77,59.29
2018-09-02,78,77.0,,0.77,60.06
2018-09-03,84,77.0,,0.77,64.68
2018-09-04,90,77.0,,0.77,69.3
2018-09-05,97,77.0,,0.77,74.69
2018-09-06,85,77.0,,0.77,65.45
2018-09-07,79,77.0,,0.77,60.83
2018-09-08,70,77.0,,0.77,53.9
2018-09-09,74,77.0,,0.77,56.980000000000004
2018-09-10,83,77.0,,0.77,63.910000000000004
2018-09-11,83,77.0,,0.77,63.910000000000004
2018-09-12,90,77.0,,0.77,69.3
2018-09-13,83,77.0,,0.77,63.910000000000004
2018-09-14,79,77.0,,0.77,60.83
2018-09-15,67,77.0,,0.77,51.59
2018-09-16,67,77.0,,0.77,51.59
2018-09-17,90,77.0,,0.77,69.3
2018-09-18,85,77.0,,0.77,65.45
2018-09-19,82,77.0,,0.77,63.14
2018-09-20,89,77.0,,0.77,68.53
2018-09-21,82,77.0,,0.77,63.14
2018-09-22,68,77.0,,0.77,52.36
2018-09-23,73,77.0,,0.77,56.21
2018-09-24,94,77.0,,0.77,72.38
2018-09-25,100,77.0,,0.77,77.0
2018-09-26,97,77.0,,0.77,74.69
2018-09-27,91,77.0,,0.77,70.07000000000001
2018-09-28,90,77.0,,0.77,69.3
2018-09-29,70,77.0,,0.77,53.9
2018-09-30,68,77.0,,0.77,52.36
2018-10-01,100,90.0,False,0.9,90.0
2018-10-02,75,90.0,,0.9,67.5
2018-10-03,62,90.0,,0.9,55.800000000000004
2018-10-04,55,90.0,,0.9,49.5
2018-10-05,58,90.0,,0.9,52.2
2018-10-06,44,90.0,,0.9,39.6
2018-10-07,43,90.0,,0.9,38.7
2018-10-08,64,90.0,,0.9,57.6
2018-10-09,61,90.0,,0.9,54.9
2018-10-10,63,90.0,,0.9,56.7
2018-10-11,57,90.0,,0.9,51.300000000000004
2018-10-12,57,90.0,,0.9,51.300000000000004
2018-10-13,47,90.0,,0.9,42.300000000000004
2018-10-14,42,90.0,,0.9,37.800000000000004
2018-10-15,55,90.0,,0.9,49.5
2018-10-16,54,90.0,,0.9,48.6
2018-10-17,55,90.0,,0.9,49.5
2018-10-18,52,90.0,,0.9,46.800000000000004
2018-10-19,48,90.0,,0.9,43.2
2018-10-20,38,90.0,,0.9,34.2
2018-10-21,45,90.0,,0.9,40.5
2018-10-22,48,90.0,,0.9,43.2
2018-10-23,52,90.0,,0.9,46.800000000000004
2018-10-24,52,90.0,,0.9,46.800000000000004
2018-10-25,51,90.0,,0.9,45.9
2018-10-26,50,90.0,,0.9,45.0
2018-10-27,40,90.0,,0.9,36.0
2018-10-28,38,90.0,,0.9,34.2
2018-10-29,54,90.0,,0.9,48.6
2018-10-30,94,90.0,,0.9,84.60000000000001
2018-10-31,75,90.0,,0.9,67.5
2018-11-01,84,100.0,False,1.0,84.0
2018-11-02,82,100.0,,1.0,82.0
2018-11-03,63,100.0,,1.0,63.0
2018-11-04,66,100.0,,1.0,66.0
2018-11-05,83,100.0,,1.0,83.0
2018-11-06,75,100.0,,1.0,75.0
2018-11-07,67,100.0,,1.0,67.0
2018-11-08,75,100.0,,1.0,75.0
2018-11-09,92,100.0,,1.0,92.0
2018-11-10,65,100.0,,1.0,65.0
2018-11-11,63,100.0,,1.0,63.0
2018-11-12,96,100.0,,1.0,96.0
2018-11-13,100,100.0,,1.0,100.0
2018-11-14,84,100.0,,1.0,84.0
2018-11-15,80,100.0,,1.0,80.0
2018-11-16,80,100.0,,1.0,80.0
2018-11-17,75,100.0,,1.0,75.0
2018-11-18,66,100.0,,1.0,66.0
2018-11-19,85,100.0,,1.0,85.0
2018-11-20,91,100.0,,1.0,91.0
2018-11-21,86,100.0,,1.0,86.0
2018-11-22,66,100.0,,1.0,66.0
2018-11-23,81,100.0,,1.0,81.0
2018-11-24,77,100.0,,1.0,77.0
2018-11-25,75,100.0,,1.0,75.0
2018-11-26,85,100.0,,1.0,85.0
2018-11-27,84,100.0,,1.0,84.0
2018-11-28,84,100.0,,1.0,84.0
2018-11-29,77,100.0,,1.0,77.0
2018-11-30,76,100.0,,1.0,76.0
2018-12-01,70,89.0,False,0.89,62.300000000000004
2018-12-02,69,89.0,,0.89,61.410000000000004
2018-12-03,83,89.0,,0.89,73.87
2018-12-04,83,89.0,,0.89,73.87
2018-12-05,72,89.0,,0.89,64.08
2018-12-06,82,89.0,,0.89,72.98
2018-12-07,78,89.0,,0.89,69.42
2018-12-08,71,89.0,,0.89,63.19
2018-12-09,66,89.0,,0.89,58.74
2018-12-10,82,89.0,,0.89,72.98
2018-12-11,83,89.0,,0.89,73.87
2018-12-12,84,89.0,,0.89,74.76
2018-12-13,100,89.0,,0.89,89.0
2018-12-14,83,89.0,,0.89,73.87
2018-12-15,65,89.0,,0.89,57.85
2018-12-16,61,89.0,,0.89,54.29
2018-12-17,79,89.0,,0.89,70.31
2018-12-18,83,89.0,,0.89,73.87
2018-12-19,86,89.0,,0.89,76.54
2018-12-20,81,89.0,,0.89,72.09
2018-12-21,77,89.0,,0.89,68.53
2018-12-22,62,89.0,,0.89,55.18
2018-12-23,55,89.0,,0.89,48.95
2018-12-24,73,89.0,,0.89,64.97
2018-12-25,55,89.0,,0.89,48.95
2018-12-26,94,89.0,,0.89,83.66
2018-12-27,85,89.0,,0.89,75.65
2018-12-28,85,89.0,,0.89,75.65
2018-12-29,69,89.0,,0.89,61.410000000000004
2018-12-30,65,89.0,,0.89,57.85
2018-12-31,71,89.0,,0.89,63.19
2019-01-01,54,91.0,False,0.91,49.14
2019-01-02,73,91.0,,0.91,66.43
2019-01-03,74,91.0,,0.91,67.34
2019-01-04,71,91.0,,0.91,64.61
2019-01-05,60,91.0,,0.91,54.6
2019-01-06,55,91.0,,0.91,50.050000000000004
2019-01-07,74,91.0,,0.91,67.34
2019-01-08,74,91.0,,0.91,67.34
2019-01-09,73,91.0,,0.91,66.43
2019-01-10,69,91.0,,0.91,62.79
2019-01-11,70,91.0,,0.91,63.7
2019-01-12,61,91.0,,0.91,55.510000000000005
2019-01-13,55,91.0,,0.91,50.050000000000004
2019-01-14,69,91.0,,0.91,62.79
2019-01-15,71,91.0,,0.91,64.61
2019-01-16,70,91.0,,0.91,63.7
2019-01-17,65,91.0,,0.91,59.15
2019-01-18,64,91.0,,0.91,58.24
2019-01-19,57,91.0,,0.91,51.870000000000005
2019-01-20,52,91.0,,0.91,47.32
2019-01-21,54,91.0,,0.91,49.14
2019-01-22,67,91.0,,0.91,60.97
2019-01-23,64,91.0,,0.91,58.24
2019-01-24,60,91.0,,0.91,54.6
2019-01-25,63,91.0,,0.91,57.330000000000005
2019-01-26,54,91.0,,0.91,49.14
2019-01-27,54,91.0,,0.91,49.14
2019-01-28,62,91.0,,0.91,56.42
2019-01-29,63,91.0,,0.91,57.330000000000005
2019-01-30,66,91.0,,0.91,60.06
2019-01-31,100,91.0,,0.91,91.0
2019-02-01,85,89.0,False,0.89,75.65
2019-02-02,58,89.0,,0.89,51.62
2019-02-03,56,89.0,,0.89,49.84
2019-02-04,68,89.0,,0.89,60.52
2019-02-05,72,89.0,,0.89,64.08
2019-02-06,68,89.0,,0.89,60.52
2019-02-07,70,89.0,,0.89,62.300000000000004
2019-02-08,68,89.0,,0.89,60.52
2019-02-09,54,89.0,,0.89,48.06
2019-02-10,55,89.0,,0.89,48.95
2019-02-11,68,89.0,,0.89,60.52
2019-02-12,62,89.0,,0.89,55.18
2019-02-13,66,89.0,,0.89,58.74
2019-02-14,67,89.0,,0.89,59.63
2019-02-15,66,89.0,,0.89,58.74
2019-02-16,59,89.0,,0.89,52.51
2019-02-17,58,89.0,,0.89,51.62
2019-02-18,62,89.0,,0.89,55.18
2019-02-19,67,89.0,,0.89,59.63
2019-02-20,66,89.0,,0.89,58.74
2019-02-21,66,89.0,,0.89,58.74
2019-02-22,62,89.0,,0.89,55.18
2019-02-23,55,89.0,,0.89,48.95
2019-02-24,56,89.0,,0.89,49.84
2019-02-25,100,89.0,,0.89,89.0
2019-02-26,91,89.0,,0.89,80.99
2019-02-27,73,89.0,,0.89,64.97
2019-02-28,71,89.0,,0.89,63.19
2019-03-01,81,83.0,False,0.83,67.22999999999999
2019-03-02,71,83.0,,0.83,58.93
2019-03-03,67,83.0,,0.83,55.61
2019-03-04,81,83.0,,0.83,67.22999999999999
2019-03-05,96,83.0,,0.83,79.67999999999999
2019-03-06,100,83.0,,0.83,83.0
2019-03-07,91,83.0,,0.83,75.53
2019-03-08,85,83.0,,0.83,70.55
2019-03-09,67,83.0,,0.83,55.61
2019-03-10,70,83.0,,0.83,58.099999999999994
2019-03-11,86,83.0,,0.83,71.38
2019-03-12,86,83.0,,0.83,71.38
2019-03-13,83,83.0,,0.83,68.89
2019-03-14,87,83.0,,0.83,72.21
2019-03-15,83,83.0,,0.83,68.89
2019-03-16,69,83.0,,0.83,57.269999999999996
2019-03-17,67,83.0,,0.83,55.61
2019-03-18,78,83.0,,0.83,64.74
2019-03-19,83,83.0,,0.83,68.89
2019-03-20,72,83.0,,0.83,59.76
2019-03-21,70,83.0,,0.83,58.099999999999994
2019-03-22,67,83.0,,0.83,55.61
2019-03-23,63,83.0,,0.83,52.29
2019-03-24,62,83.0,,0.83,51.46
2019-03-25,78,83.0,,0.83,64.74
2019-03-26,74,83.0,,0.83,61.419999999999995
2019-03-27,72,83.0,,0.83,59.76
2019-03-28,76,83.0,,0.83,63.08
2019-03-29,68,83.0,,0.83,56.44
2019-03-30,59,83.0,,0.83,48.97
2019-03-31,65,83.0,,0.83,53.949999999999996
2019-04-01,84,78.0,False,0.78,65.52
2019-04-02,72,78.0,,0.78,56.160000000000004
2019-04-03,76,78.0,,0.78,59.28
2019-04-04,68,78.0,,0.78,53.04
2019-04-05,70,78.0,,0.78,54.6
2019-04-06,57,78.0,,0.78,44.46
2019-04-07,55,78.0,,0.78,42.9
2019-04-08,90,78.0,,0.78,70.2
2019-04-09,84,78.0,,0.78,65.52
2019-04-10,79,78.0,,0.78,61.620000000000005
2019-04-11,76,78.0,,0.78,59.28
2019-04-12,72,78.0,,0.78,56.160000000000004
2019-04-13,59,78.0,,0.78,46.02
2019-04-14,63,78.0,,0.78,49.14
2019-04-15,75,78.0,,0.78,58.5
2019-04-16,77,78.0,,0.78,60.06
2019-04-17,79,78.0,,0.78,61.620000000000005
2019-04-18,76,78.0,,0.78,59.28
2019-04-19,67,78.0,,0.78,52.260000000000005
2019-04-20,62,78.0,,0.78,48.36
2019-04-21,60,78.0,,0.78,46.800000000000004
2019-04-22,72,78.0,,0.78,56.160000000000004
2019-04-23,75,78.0,,0.78,58.5
2019-04-24,72,78.0,,0.78,56.160000000000004
2019-04-25,73,78.0,,0.78,56.940000000000005
2019-04-26,63,78.0,,0.78,49.14
2019-04-27,59,78.0,,0.78,46.02
2019-04-28,57,78.0,,0.78,44.46
2019-04-29,74,78.0,,0.78,57.72
2019-04-30,100,78.0,,0.78,78.0
2019-05-01,100,73.0,False,0.73,73.0
2019-05-02,82,73.0,,0.73,59.86
2019-05-03,82,73.0,,0.73,59.86
2019-05-04,64,73.0,,0.73,46.72
2019-05-05,72,73.0,,0.73,52.56
2019-05-06,89,73.0,,0.73,64.97
2019-05-07,83,73.0,,0.73,60.589999999999996
2019-05-08,82,73.0,,0.73,59.86
2019-05-09,80,73.0,,0.73,58.4
2019-05-10,78,73.0,,0.73,56.94
2019-05-11,66,73.0,,0.73,48.18
2019-05-12,67,73.0,,0.73,48.91
2019-05-13,80,73.0,,0.73,58.4
2019-05-14,84,73.0,,0.73,61.32
2019-05-15,87,73.0,,0.73,63.51
2019-05-16,78,73.0,,0.73,56.94
2019-05-17,76,73.0,,0.73,55.48
2019-05-18,67,73.0,,0.73,48.91
2019-05-19,67,73.0,,0.73,48.91
2019-05-20,78,73.0,,0.73,56.94
2019-05-21,83,73.0,,0.73,60.589999999999996
2019-05-22,84,73.0,,0.73,61.32
2019-05-23,80,73.0,,0.73,58.4
2019-05-24,76,73.0,,0.73,55.48
2019-05-25,71,73.0,,0.73,51.83
2019-05-26,68,73.0,,0.73,49.64
2019-05-27,79,73.0,,0.73,57.67
2019-05-28,90,73.0,,0.73,65.7
2019-05-29,81,73.0,,0.73,59.129999999999995
2019-05-30,83,73.0,,0.73,60.589999999999996
2019-05-31,76,73.0,,0.73,55.48
2019-06-01,69,77.0,False,0.77,53.13
2019-06-02,68,77.0,,0.77,52.36
2019-06-03,79,77.0,,0.77,60.83
2019-06-04,85,77.0,,0.77,65.45
2019-06-05,92,77.0,,0.77,70.84
2019-06-06,89,77.0,,0.77,68.53
2019-06-07,85,77.0,,0.77,65.45
2019-06-08,67,77.0,,0.77,51.59
2019-06-09,70,77.0,,0.77,53.9
2019-06-10,87,77.0,,0.77,66.99
2019-06-11,84,77.0,,0.77,64.68
2019-06-12,85,77.0,,0.77,65.45
2019-06-13,85,77.0,,0.77,65.45
2019-06-14,82,77.0,,0.77,63.14
2019-06-15,66,77.0,,0.77,50.82
2019-06-16,64,77.0,,0.77,49.28
2019-06-17,94,77.0,,0.77,72.38
2019-06-18,93,77.0,,0.77,71.61
2019-06-19,96,77.0,,0.77,73.92
2019-06-20,100,77.0,,0.77,77.0
2019-06-21,99,77.0,,0.77,76.23
2019-06-22,77,77.0,,0.77,59.29
2019-06-23,72,77.0,,0.77,55.44
2019-06-24,99,77.0,,0.77,76.23
2019-06-25,97,77.0,,0.77,74.69
2019-06-26,93,77.0,,0.77,71.61
2019-06-27,91,77.0,,0.77,70.07000000000001
2019-06-28,93,77.0,,0.77,71.61
2019-06-29,77,77.0,,0.77,59.29
2019-06-30,81,77.0,,0.77,62.370000000000005
2019-07-01,80,79.0,False,0.79,63.2
2019-07-02,88,79.0,,0.79,69.52000000000001
2019-07-03,81,79.0,,0.79,63.99
2019-07-04,69,79.0,,0.79,54.510000000000005
2019-07-05,80,79.0,,0.79,63.2
2019-07-06,72,79.0,,0.79,56.88
2019-07-07,69,79.0,,0.79,54.510000000000005
2019-07-08,82,79.0,,0.79,64.78
2019-07-09,85,79.0,,0.79,67.15
2019-07-10,83,79.0,,0.79,65.57000000000001
2019-07-11,79,79.0,,0.79,62.410000000000004
2019-07-12,80,79.0,,0.79,63.2
2019-07-13,69,79.0,,0.79,54.510000000000005
2019-07-14,70,79.0,,0.79,55.300000000000004
2019-07-15,85,79.0,,0.79,67.15
2019-07-16,80,79.0,,0.79,63.2
2019-07-17,86,79.0,,0.79,67.94
2019-07-18,76,79.0,,0.79,60.040000000000006
2019-07-19,80,79.0,,0.79,63.2
2019-07-20,61,79.0,,0.79,48.190000000000005
2019-07-21,73,79.0,,0.79,57.67
2019-07-22,77,79.0,,0.79,60.830000000000005
2019-07-23,78,79.0,,0.79,61.620000000000005
2019-07-24,73,79.0,,0.79,57.67
2019-07-25,73,79.0,,0.79,57.67
2019-07-26,65,79.0,,0.79,51.35
2019-07-27,60,79.0,,0.79,47.400000000000006
2019-07-28,66,79.0,,0.79,52.14
2019-07-29,73,79.0,,0.79,57.67
2019-07-30,78,79.0,,0.79,61.620000000000005
2019-07-31,100,79.0,,0.79,79.0
2019-08-01,44,85.0,False,0.85,37.4
2019-08-02,41,85.0,,0.85,34.85
2019-08-03,35,85.0,,0.85,29.75
2019-08-04,34,85.0,,0.85,28.9
2019-08-05,41,85.0,,0.85,34.85
2019-08-06,43,85.0,,0.85,36.55
2019-08-07,43,85.0,,0.85,36.55
2019-08-08,42,85.0,,0.85,35.699999999999996
2019-08-09,38,85.0,,0.85,32.3
2019-08-10,33,85.0,,0.85,28.05
2019-08-11,32,85.0,,0.85,27.2
2019-08-12,42,85.0,,0.85,35.699999999999996
2019-08-13,47,85.0,,0.85,39.949999999999996
2019-08-14,49,85.0,,0.85,41.65
2019-08-15,100,85.0,,0.85,85.0
2019-08-16,90,85.0,,0.85,76.5
2019-08-17,45,85.0,,0.85,38.25
2019-08-18,40,85.0,,0.85,34.0
2019-08-19,62,85.0,,0.85,52.699999999999996
2019-08-20,54,85.0,,0.85,45.9
2019-08-21,51,85.0,,0.85,43.35
2019-08-22,49,85.0,,0.85,41.65
2019-08-23,45,85.0,,0.85,38.25
2019-08-24,37,85.0,,0.85,31.45
2019-08-25,38,85.0,,0.85,32.3
2019-08-26,48,85.0,,0.85,40.8
2019-08-27,47,85.0,,0.85,39.949999999999996
2019-08-28,44,85.0,,0.85,37.4
2019-08-29,42,85.0,,0.85,35.699999999999996
2019-08-30,40,85.0,,0.85,34.0
2019-08-31,35,85.0,,0.85,29.75
