date,BE_unscaled,BE_monthly,isPartial,scale,BE
2017-12-19,82,67.0,,0.67,54.940000000000005
2017-12-20,84,67.0,,0.67,56.28
2017-12-21,79,67.0,,0.67,52.93
2017-12-22,74,67.0,,0.67,49.580000000000005
2017-12-23,71,67.0,,0.67,47.57
2017-12-24,71,67.0,,0.67,47.57
2017-12-25,74,67.0,,0.67,49.580000000000005
2017-12-26,68,67.0,,0.67,45.56
2017-12-27,74,67.0,,0.67,49.580000000000005
2017-12-28,76,67.0,,0.67,50.92
2017-12-29,74,67.0,,0.67,49.580000000000005
2017-12-30,75,67.0,,0.67,50.25
2017-12-31,77,67.0,,0.67,51.59
2018-01-01,73,70.0,False,0.7,51.099999999999994
2018-01-02,74,70.0,,0.7,51.8
2018-01-03,81,70.0,,0.7,56.699999999999996
2018-01-04,83,70.0,,0.7,58.099999999999994
2018-01-05,78,70.0,,0.7,54.599999999999994
2018-01-06,77,70.0,,0.7,53.9
2018-01-07,80,70.0,,0.7,56.0
2018-01-08,79,70.0,,0.7,55.3
2018-01-09,83,70.0,,0.7,58.099999999999994
2018-01-10,86,70.0,,0.7,60.199999999999996
2018-01-11,85,70.0,,0.7,59.49999999999999
2018-01-12,84,70.0,,0.7,58.8
2018-01-13,76,70.0,,0.7,53.199999999999996
2018-01-14,79,70.0,,0.7,55.3
2018-01-15,82,70.0,,0.7,57.4
2018-01-16,86,70.0,,0.7,60.199999999999996
2018-01-17,88,70.0,,0.7,61.599999999999994
2018-01-18,92,70.0,,0.7,64.39999999999999
2018-01-19,84,70.0,,0.7,58.8
2018-01-20,84,70.0,,0.7,58.8
2018-01-21,86,70.0,,0.7,60.199999999999996
2018-01-22,90,70.0,,0.7,62.99999999999999
2018-01-23,91,70.0,,0.7,63.699999999999996
2018-01-24,93,70.0,,0.7,65.1
2018-01-25,93,70.0,,0.7,65.1
2018-01-26,88,70.0,,0.7,61.599999999999994
2018-01-27,79,70.0,,0.7,55.3
2018-01-28,87,70.0,,0.7,60.9
2018-01-29,94,70.0,,0.7,65.8
2018-01-30,93,70.0,,0.7,65.1
2018-01-31,100,70.0,,0.7,70.0
2018-02-01,91,75.0,False,0.75,68.25
2018-02-02,90,75.0,,0.75,67.5
2018-02-03,79,75.0,,0.75,59.25
2018-02-04,86,75.0,,0.75,64.5
2018-02-05,85,75.0,,0.75,63.75
2018-02-06,90,75.0,,0.75,67.5
2018-02-07,90,75.0,,0.75,67.5
2018-02-08,92,75.0,,0.75,69.0
2018-02-09,85,75.0,,0.75,63.75
2018-02-10,76,75.0,,0.75,57.0
2018-02-11,85,75.0,,0.75,63.75
2018-02-12,91,75.0,,0.75,68.25
2018-02-13,91,75.0,,0.75,68.25
2018-02-14,94,75.0,,0.75,70.5
2018-02-15,97,75.0,,0.75,72.75
2018-02-16,91,75.0,,0.75,68.25
2018-02-17,82,75.0,,0.75,61.5
2018-02-18,84,75.0,,0.75,63.0
2018-02-19,89,75.0,,0.75,66.75
2018-02-20,95,75.0,,0.75,71.25
2018-02-21,97,75.0,,0.75,72.75
2018-02-22,99,75.0,,0.75,74.25
2018-02-23,93,75.0,,0.75,69.75
2018-02-24,79,75.0,,0.75,59.25
2018-02-25,89,75.0,,0.75,66.75
2018-02-26,95,75.0,,0.75,71.25
2018-02-27,98,75.0,,0.75,73.5
2018-02-28,100,75.0,,0.75,75.0
2018-03-01,98,76.0,False,0.76,74.48
2018-03-02,90,76.0,,0.76,68.4
2018-03-03,81,76.0,,0.76,61.56
2018-03-04,85,76.0,,0.76,64.6
2018-03-05,95,76.0,,0.76,72.2
2018-03-06,98,76.0,,0.76,74.48
2018-03-07,100,76.0,,0.76,76.0
2018-03-08,97,76.0,,0.76,73.72
2018-03-09,90,76.0,,0.76,68.4
2018-03-10,77,76.0,,0.76,58.52
2018-03-11,85,76.0,,0.76,64.6
2018-03-12,91,76.0,,0.76,69.16
2018-03-13,95,76.0,,0.76,72.2
2018-03-14,94,76.0,,0.76,71.44
2018-03-15,93,76.0,,0.76,70.68
2018-03-16,85,76.0,,0.76,64.6
2018-03-17,78,76.0,,0.76,59.28
2018-03-18,86,76.0,,0.76,65.36
2018-03-19,96,76.0,,0.76,72.96000000000001
2018-03-20,95,76.0,,0.76,72.2
2018-03-21,97,76.0,,0.76,73.72
2018-03-22,93,76.0,,0.76,70.68
2018-03-23,90,76.0,,0.76,68.4
2018-03-24,79,76.0,,0.76,60.04
2018-03-25,89,76.0,,0.76,67.64
2018-03-26,95,76.0,,0.76,72.2
2018-03-27,94,76.0,,0.76,71.44
2018-03-28,97,76.0,,0.76,73.72
2018-03-29,93,76.0,,0.76,70.68
2018-03-30,87,76.0,,0.76,66.12
2018-03-31,84,76.0,,0.76,63.84
2018-04-01,79,77.0,False,0.77,60.83
2018-04-02,88,77.0,,0.77,67.76
2018-04-03,88,77.0,,0.77,67.76
2018-04-04,89,77.0,,0.77,68.53
2018-04-05,88,77.0,,0.77,67.76
2018-04-06,86,77.0,,0.77,66.22
2018-04-07,76,77.0,,0.77,58.52
2018-04-08,83,77.0,,0.77,63.910000000000004
2018-04-09,99,77.0,,0.77,76.23
2018-04-10,96,77.0,,0.77,73.92
2018-04-11,92,77.0,,0.77,70.84
2018-04-12,95,77.0,,0.77,73.15
2018-04-13,90,77.0,,0.77,69.3
2018-04-14,81,77.0,,0.77,62.370000000000005
2018-04-15,88,77.0,,0.77,67.76
2018-04-16,93,77.0,,0.77,71.61
2018-04-17,100,77.0,,0.77,77.0
2018-04-18,98,77.0,,0.77,75.46000000000001
2018-04-19,95,77.0,,0.77,73.15
2018-04-20,87,77.0,,0.77,66.99
2018-04-21,81,77.0,,0.77,62.370000000000005
2018-04-22,87,77.0,,0.77,66.99
2018-04-23,93,77.0,,0.77,71.61
2018-04-24,96,77.0,,0.77,73.92
2018-04-25,92,77.0,,0.77,70.84
2018-04-26,92,77.0,,0.77,70.84
2018-04-27,89,77.0,,0.77,68.53
2018-04-28,78,77.0,,0.77,60.06
2018-04-29,85,77.0,,0.77,65.45
2018-04-30,98,77.0,,0.77,75.46000000000001
2018-05-01,91,74.0,False,0.74,67.34
2018-05-02,87,74.0,,0.74,64.38
2018-05-03,85,74.0,,0.74,62.9
2018-05-04,100,74.0,,0.74,74.0
2018-05-05,73,74.0,,0.74,54.019999999999996
2018-05-06,76,74.0,,0.74,56.24
2018-05-07,86,74.0,,0.74,63.64
2018-05-08,83,74.0,,0.74,61.42
2018-05-09,86,74.0,,0.74,63.64
2018-05-10,81,74.0,,0.74,59.94
2018-05-11,83,74.0,,0.74,61.42
2018-05-12,70,74.0,,0.74,51.8
2018-05-13,73,74.0,,0.74,54.019999999999996
2018-05-14,80,74.0,,0.74,59.2
2018-05-15,80,74.0,,0.74,59.2
2018-05-16,80,74.0,,0.74,59.2
2018-05-17,82,74.0,,0.74,60.68
2018-05-18,77,74.0,,0.74,56.98
2018-05-19,74,74.0,,0.74,54.76
2018-05-20,76,74.0,,0.74,56.24
2018-05-21,80,74.0,,0.74,59.2
2018-05-22,83,74.0,,0.74,61.42
2018-05-23,80,74.0,,0.74,59.2
2018-05-24,78,74.0,,0.74,57.72
2018-05-25,73,74.0,,0.74,54.019999999999996
2018-05-26,69,74.0,,0.74,51.06
2018-05-27,71,74.0,,0.74,52.54
2018-05-28,73,74.0,,0.74,54.019999999999996
2018-05-29,77,74.0,,0.74,56.98
2018-05-30,75,74.0,,0.74,55.5
2018-05-31,78,74.0,,0.74,57.72
2018-06-01,89,68.0,False,0.68,60.52
2018-06-02,88,68.0,,0.68,59.84
2018-06-03,92,68.0,,0.68,62.56
2018-06-04,91,68.0,,0.68,61.88
2018-06-05,94,68.0,,0.68,63.92
2018-06-06,96,68.0,,0.68,65.28
2018-06-07,95,68.0,,0.68,64.60000000000001
2018-06-08,89,68.0,,0.68,60.52
2018-06-09,87,68.0,,0.68,59.160000000000004
2018-06-10,90,68.0,,0.68,61.2
2018-06-11,93,68.0,,0.68,63.24
2018-06-12,94,68.0,,0.68,63.92
2018-06-13,100,68.0,,0.68,68.0
2018-06-14,95,68.0,,0.68,64.60000000000001
2018-06-15,89,68.0,,0.68,60.52
2018-06-16,88,68.0,,0.68,59.84
2018-06-17,91,68.0,,0.68,61.88
2018-06-18,92,68.0,,0.68,62.56
2018-06-19,91,68.0,,0.68,61.88
2018-06-20,95,68.0,,0.68,64.60000000000001
2018-06-21,92,68.0,,0.68,62.56
2018-06-22,91,68.0,,0.68,61.88
2018-06-23,86,68.0,,0.68,58.480000000000004
2018-06-24,93,68.0,,0.68,63.24
2018-06-25,90,68.0,,0.68,61.2
2018-06-26,93,68.0,,0.68,63.24
2018-06-27,92,68.0,,0.68,62.56
2018-06-28,93,68.0,,0.68,63.24
2018-06-29,89,68.0,,0.68,60.52
2018-06-30,90,68.0,,0.68,61.2
2018-07-01,94,67.0,False,0.67,62.980000000000004
2018-07-02,93,67.0,,0.67,62.31
2018-07-03,93,67.0,,0.67,62.31
2018-07-04,96,67.0,,0.67,64.32000000000001
2018-07-05,93,67.0,,0.67,62.31
2018-07-06,90,67.0,,0.67,60.300000000000004
2018-07-07,91,67.0,,0.67,60.970000000000006
2018-07-08,96,67.0,,0.67,64.32000000000001
2018-07-09,94,67.0,,0.67,62.980000000000004
2018-07-10,98,67.0,,0.67,65.66000000000001
2018-07-11,96,67.0,,0.67,64.32000000000001
2018-07-12,97,67.0,,0.67,64.99000000000001
2018-07-13,94,67.0,,0.67,62.980000000000004
2018-07-14,92,67.0,,0.67,61.64
2018-07-15,97,67.0,,0.67,64.99000000000001
2018-07-16,96,67.0,,0.67,64.32000000000001
2018-07-17,100,67.0,,0.67,67.0
2018-07-18,97,67.0,,0.67,64.99000000000001
2018-07-19,99,67.0,,0.67,66.33
2018-07-20,92,67.0,,0.67,61.64
2018-07-21,91,67.0,,0.67,60.970000000000006
2018-07-22,95,67.0,,0.67,63.650000000000006
2018-07-23,96,67.0,,0.67,64.32000000000001
2018-07-24,98,67.0,,0.67,65.66000000000001
2018-07-25,94,67.0,,0.67,62.980000000000004
2018-07-26,96,67.0,,0.67,64.32000000000001
2018-07-27,96,67.0,,0.67,64.32000000000001
2018-07-28,91,67.0,,0.67,60.970000000000006
2018-07-29,93,67.0,,0.67,62.31
2018-07-30,94,67.0,,0.67,62.980000000000004
2018-07-31,93,67.0,,0.67,62.31
2018-08-01,88,66.0,False,0.66,58.080000000000005
2018-08-02,86,66.0,,0.66,56.760000000000005
2018-08-03,86,66.0,,0.66,56.760000000000005
2018-08-04,87,66.0,,0.66,57.42
2018-08-05,89,66.0,,0.66,58.74
2018-08-06,84,66.0,,0.66,55.440000000000005
2018-08-07,88,66.0,,0.66,58.080000000000005
2018-08-08,89,66.0,,0.66,58.74
2018-08-09,86,66.0,,0.66,56.760000000000005
2018-08-10,86,66.0,,0.66,56.760000000000005
2018-08-11,84,66.0,,0.66,55.440000000000005
2018-08-12,86,66.0,,0.66,56.760000000000005
2018-08-13,87,66.0,,0.66,57.42
2018-08-14,87,66.0,,0.66,57.42
2018-08-15,88,66.0,,0.66,58.080000000000005
2018-08-16,87,66.0,,0.66,57.42
2018-08-17,84,66.0,,0.66,55.440000000000005
2018-08-18,83,66.0,,0.66,54.78
2018-08-19,87,66.0,,0.66,57.42
2018-08-20,86,66.0,,0.66,56.760000000000005
2018-08-21,87,66.0,,0.66,57.42
2018-08-22,92,66.0,,0.66,60.720000000000006
2018-08-23,92,66.0,,0.66,60.720000000000006
2018-08-24,88,66.0,,0.66,58.080000000000005
2018-08-25,86,66.0,,0.66,56.760000000000005
2018-08-26,88,66.0,,0.66,58.080000000000005
2018-08-27,93,66.0,,0.66,61.38
2018-08-28,94,66.0,,0.66,62.040000000000006
2018-08-29,100,66.0,,0.66,66.0
2018-08-30,97,66.0,,0.66,64.02
2018-08-31,92,66.0,,0.66,60.720000000000006
2018-09-01,77,78.0,False,0.78,60.06
2018-09-02,81,78.0,,0.78,63.18
2018-09-03,85,78.0,,0.78,66.3
2018-09-04,88,78.0,,0.78,68.64
2018-09-05,91,78.0,,0.78,70.98
2018-09-06,91,78.0,,0.78,70.98
2018-09-07,83,78.0,,0.78,64.74000000000001
2018-09-08,79,78.0,,0.78,61.620000000000005
2018-09-09,84,78.0,,0.78,65.52
2018-09-10,89,78.0,,0.78,69.42
2018-09-11,95,78.0,,0.78,74.10000000000001
2018-09-12,98,78.0,,0.78,76.44
2018-09-13,93,78.0,,0.78,72.54
2018-09-14,87,78.0,,0.78,67.86
2018-09-15,80,78.0,,0.78,62.400000000000006
2018-09-16,85,78.0,,0.78,66.3
2018-09-17,93,78.0,,0.78,72.54
2018-09-18,95,78.0,,0.78,74.10000000000001
2018-09-19,95,78.0,,0.78,74.10000000000001
2018-09-20,100,78.0,,0.78,78.0
2018-09-21,88,78.0,,0.78,68.64
2018-09-22,80,78.0,,0.78,62.400000000000006
2018-09-23,86,78.0,,0.78,67.08
2018-09-24,94,78.0,,0.78,73.32000000000001
2018-09-25,100,78.0,,0.78,78.0
2018-09-26,95,78.0,,0.78,74.10000000000001
2018-09-27,94,78.0,,0.78,73.32000000000001
2018-09-28,95,78.0,,0.78,74.10000000000001
2018-09-29,79,78.0,,0.78,61.620000000000005
2018-09-30,88,78.0,,0.78,68.64
2018-10-01,96,79.0,False,0.79,75.84
2018-10-02,100,79.0,,0.79,79.0
2018-10-03,95,79.0,,0.79,75.05
2018-10-04,94,79.0,,0.79,74.26
2018-10-05,90,79.0,,0.79,71.10000000000001
2018-10-06,79,79.0,,0.79,62.410000000000004
2018-10-07,83,79.0,,0.79,65.57000000000001
2018-10-08,98,79.0,,0.79,77.42
2018-10-09,98,79.0,,0.79,77.42
2018-10-10,96,79.0,,0.79,75.84
2018-10-11,94,79.0,,0.79,74.26
2018-10-12,90,79.0,,0.79,71.10000000000001
2018-10-13,78,79.0,,0.79,61.620000000000005
2018-10-14,86,79.0,,0.79,67.94
2018-10-15,95,79.0,,0.79,75.05
2018-10-16,99,79.0,,0.79,78.21000000000001
2018-10-17,94,79.0,,0.79,74.26
2018-10-18,95,79.0,,0.79,75.05
2018-10-19,89,79.0,,0.79,70.31
2018-10-20,78,79.0,,0.79,61.620000000000005
2018-10-21,84,79.0,,0.79,66.36
2018-10-22,98,79.0,,0.79,77.42
2018-10-23,98,79.0,,0.79,77.42
2018-10-24,97,79.0,,0.79,76.63000000000001
2018-10-25,98,79.0,,0.79,77.42
2018-10-26,90,79.0,,0.79,71.10000000000001
2018-10-27,77,79.0,,0.79,60.830000000000005
2018-10-28,83,79.0,,0.79,65.57000000000001
2018-10-29,98,79.0,,0.79,77.42
2018-10-30,100,79.0,,0.79,79.0
2018-10-31,97,79.0,,0.79,76.63000000000001
2018-11-01,94,76.0,False,0.76,71.44
2018-11-02,90,76.0,,0.76,68.4
2018-11-03,79,76.0,,0.76,60.04
2018-11-04,87,76.0,,0.76,66.12
2018-11-05,97,76.0,,0.76,73.72
2018-11-06,100,76.0,,0.76,76.0
2018-11-07,94,76.0,,0.76,71.44
2018-11-08,98,76.0,,0.76,74.48
2018-11-09,91,76.0,,0.76,69.16
2018-11-10,79,76.0,,0.76,60.04
2018-11-11,87,76.0,,0.76,66.12
2018-11-12,94,76.0,,0.76,71.44
2018-11-13,99,76.0,,0.76,75.24
2018-11-14,98,76.0,,0.76,74.48
2018-11-15,96,76.0,,0.76,72.96000000000001
2018-11-16,91,76.0,,0.76,69.16
2018-11-17,79,76.0,,0.76,60.04
2018-11-18,87,76.0,,0.76,66.12
2018-11-19,91,76.0,,0.76,69.16
2018-11-20,90,76.0,,0.76,68.4
2018-11-21,81,76.0,,0.76,61.56
2018-11-22,83,76.0,,0.76,63.08
2018-11-23,66,76.0,,0.76,50.160000000000004
2018-11-24,72,76.0,,0.76,54.72
2018-11-25,81,76.0,,0.76,61.56
2018-11-26,87,76.0,,0.76,66.12
2018-11-27,96,76.0,,0.76,72.96000000000001
2018-11-28,99,76.0,,0.76,75.24
2018-11-29,100,76.0,,0.76,76.0
2018-11-30,94,76.0,,0.76,71.44
2018-12-01,80,69.0,False,0.69,55.199999999999996
2018-12-02,83,69.0,,0.69,57.269999999999996
2018-12-03,100,69.0,,0.69,69.0
2018-12-04,100,69.0,,0.69,69.0
2018-12-05,98,69.0,,0.69,67.61999999999999
2018-12-06,99,69.0,,0.69,68.30999999999999
2018-12-07,92,69.0,,0.69,63.48
2018-12-08,80,69.0,,0.69,55.199999999999996
2018-12-09,82,69.0,,0.69,56.58
2018-12-10,95,69.0,,0.69,65.55
2018-12-11,96,69.0,,0.69,66.24
2018-12-12,97,69.0,,0.69,66.92999999999999
2018-12-13,96,69.0,,0.69,66.24
2018-12-14,88,69.0,,0.69,60.72
2018-12-15,76,69.0,,0.69,52.44
2018-12-16,79,69.0,,0.69,54.51
2018-12-17,87,69.0,,0.69,60.029999999999994
2018-12-18,86,69.0,,0.69,59.339999999999996
2018-12-19,86,69.0,,0.69,59.339999999999996
2018-12-20,83,69.0,,0.69,57.269999999999996
2018-12-21,74,69.0,,0.69,51.059999999999995
2018-12-22,74,69.0,,0.69,51.059999999999995
2018-12-23,73,69.0,,0.69,50.37
2018-12-24,73,69.0,,0.69,50.37
2018-12-25,74,69.0,,0.69,51.059999999999995
2018-12-26,71,69.0,,0.69,48.989999999999995
2018-12-27,76,69.0,,0.69,52.44
2018-12-28,77,69.0,,0.69,53.129999999999995
2018-12-29,75,69.0,,0.69,51.74999999999999
2018-12-30,78,69.0,,0.69,53.81999999999999
2018-12-31,78,69.0,,0.69,53.81999999999999
2019-01-01,78,76.0,False,0.76,59.28
2019-01-02,79,76.0,,0.76,60.04
2019-01-03,84,76.0,,0.76,63.84
2019-01-04,84,76.0,,0.76,63.84
2019-01-05,78,76.0,,0.76,59.28
2019-01-06,82,76.0,,0.76,62.32
2019-01-07,84,76.0,,0.76,63.84
2019-01-08,90,76.0,,0.76,68.4
2019-01-09,94,76.0,,0.76,71.44
2019-01-10,91,76.0,,0.76,69.16
2019-01-11,92,76.0,,0.76,69.92
2019-01-12,82,76.0,,0.76,62.32
2019-01-13,86,76.0,,0.76,65.36
2019-01-14,93,76.0,,0.76,70.68
2019-01-15,94,76.0,,0.76,71.44
2019-01-16,99,76.0,,0.76,75.24
2019-01-17,94,76.0,,0.76,71.44
2019-01-18,88,76.0,,0.76,66.88
2019-01-19,83,76.0,,0.76,63.08
2019-01-20,85,76.0,,0.76,64.6
2019-01-21,91,76.0,,0.76,69.16
2019-01-22,96,76.0,,0.76,72.96000000000001
2019-01-23,100,76.0,,0.76,76.0
2019-01-24,100,76.0,,0.76,76.0
2019-01-25,99,76.0,,0.76,75.24
2019-01-26,86,76.0,,0.76,65.36
2019-01-27,95,76.0,,0.76,72.2
2019-01-28,98,76.0,,0.76,74.48
2019-01-29,99,76.0,,0.76,75.24
2019-01-30,98,76.0,,0.76,74.48
2019-01-31,99,76.0,,0.76,75.24
2019-02-01,92,78.0,False,0.78,71.76
2019-02-02,84,78.0,,0.78,65.52
2019-02-03,90,78.0,,0.78,70.2
2019-02-04,96,78.0,,0.78,74.88
2019-02-05,99,78.0,,0.78,77.22
2019-02-06,99,78.0,,0.78,77.22
2019-02-07,100,78.0,,0.78,78.0
2019-02-08,96,78.0,,0.78,74.88
2019-02-09,88,78.0,,0.78,68.64
2019-02-10,91,78.0,,0.78,70.98
2019-02-11,95,78.0,,0.78,74.10000000000001
2019-02-12,96,78.0,,0.78,74.88
2019-02-13,99,78.0,,0.78,77.22
2019-02-14,98,78.0,,0.78,76.44
2019-02-15,93,78.0,,0.78,72.54
2019-02-16,81,78.0,,0.78,63.18
2019-02-17,88,78.0,,0.78,68.64
2019-02-18,91,78.0,,0.78,70.98
2019-02-19,98,78.0,,0.78,76.44
2019-02-20,95,78.0,,0.78,74.10000000000001
2019-02-21,94,78.0,,0.78,73.32000000000001
2019-02-22,91,78.0,,0.78,70.98
2019-02-23,81,78.0,,0.78,63.18
2019-02-24,89,78.0,,0.78,69.42
2019-02-25,95,78.0,,0.78,74.10000000000001
2019-02-26,98,78.0,,0.78,76.44
2019-02-27,99,78.0,,0.78,77.22
2019-02-28,95,78.0,,0.78,74.10000000000001
2019-03-01,88,79.0,False,0.79,69.52000000000001
2019-03-02,77,79.0,,0.79,60.830000000000005
2019-03-03,83,79.0,,0.79,65.57000000000001
2019-03-04,97,79.0,,0.79,76.63000000000001
2019-03-05,98,79.0,,0.79,77.42
2019-03-06,97,79.0,,0.79,76.63000000000001
2019-03-07,95,79.0,,0.79,75.05
2019-03-08,92,79.0,,0.79,72.68
2019-03-09,79,79.0,,0.79,62.410000000000004
2019-03-10,84,79.0,,0.79,66.36
2019-03-11,92,79.0,,0.79,72.68
2019-03-12,92,79.0,,0.79,72.68
2019-03-13,92,79.0,,0.79,72.68
2019-03-14,93,79.0,,0.79,73.47
2019-03-15,84,79.0,,0.79,66.36
2019-03-16,78,79.0,,0.79,61.620000000000005
2019-03-17,85,79.0,,0.79,67.15
2019-03-18,93,79.0,,0.79,73.47
2019-03-19,97,79.0,,0.79,76.63000000000001
2019-03-20,95,79.0,,0.79,75.05
2019-03-21,96,79.0,,0.79,75.84
2019-03-22,86,79.0,,0.79,67.94
2019-03-23,78,79.0,,0.79,61.620000000000005
2019-03-24,83,79.0,,0.79,65.57000000000001
2019-03-25,92,79.0,,0.79,72.68
2019-03-26,100,79.0,,0.79,79.0
2019-03-27,94,79.0,,0.79,74.26
2019-03-28,94,79.0,,0.79,74.26
2019-03-29,87,79.0,,0.79,68.73
2019-03-30,78,79.0,,0.79,61.620000000000005
2019-03-31,83,79.0,,0.79,65.57000000000001
2019-04-01,92,77.0,False,0.77,70.84
2019-04-02,95,77.0,,0.77,73.15
2019-04-03,96,77.0,,0.77,73.92
2019-04-04,94,77.0,,0.77,72.38
2019-04-05,91,77.0,,0.77,70.07000000000001
2019-04-06,79,77.0,,0.77,60.83
2019-04-07,88,77.0,,0.77,67.76
2019-04-08,96,77.0,,0.77,73.92
2019-04-09,94,77.0,,0.77,72.38
2019-04-10,97,77.0,,0.77,74.69
2019-04-11,96,77.0,,0.77,73.92
2019-04-12,94,77.0,,0.77,72.38
2019-04-13,83,77.0,,0.77,63.910000000000004
2019-04-14,89,77.0,,0.77,68.53
2019-04-15,97,77.0,,0.77,74.69
2019-04-16,96,77.0,,0.77,73.92
2019-04-17,94,77.0,,0.77,72.38
2019-04-18,93,77.0,,0.77,71.61
2019-04-19,85,77.0,,0.77,65.45
2019-04-20,80,77.0,,0.77,61.6
2019-04-21,83,77.0,,0.77,63.910000000000004
2019-04-22,95,77.0,,0.77,73.15
2019-04-23,97,77.0,,0.77,74.69
2019-04-24,95,77.0,,0.77,73.15
2019-04-25,95,77.0,,0.77,73.15
2019-04-26,91,77.0,,0.77,70.07000000000001
2019-04-27,79,77.0,,0.77,60.83
2019-04-28,86,77.0,,0.77,66.22
2019-04-29,99,77.0,,0.77,76.23
2019-04-30,100,77.0,,0.77,77.0
2019-05-01,100,75.0,False,0.75,75.0
2019-05-02,97,75.0,,0.75,72.75
2019-05-03,92,75.0,,0.75,69.0
2019-05-04,89,75.0,,0.75,66.75
2019-05-05,86,75.0,,0.75,64.5
2019-05-06,91,75.0,,0.75,68.25
2019-05-07,94,75.0,,0.75,70.5
2019-05-08,95,75.0,,0.75,71.25
2019-05-09,95,75.0,,0.75,71.25
2019-05-10,86,75.0,,0.75,64.5
2019-05-11,77,75.0,,0.75,57.75
2019-05-12,81,75.0,,0.75,60.75
2019-05-13,94,75.0,,0.75,70.5
2019-05-14,95,75.0,,0.75,71.25
2019-05-15,93,75.0,,0.75,69.75
2019-05-16,91,75.0,,0.75,68.25
2019-05-17,86,75.0,,0.75,64.5
2019-05-18,79,75.0,,0.75,59.25
2019-05-19,82,75.0,,0.75,61.5
2019-05-20,87,75.0,,0.75,65.25
2019-05-21,90,75.0,,0.75,67.5
2019-05-22,88,75.0,,0.75,66.0
2019-05-23,86,75.0,,0.75,64.5
2019-05-24,81,75.0,,0.75,60.75
2019-05-25,75,75.0,,0.75,56.25
2019-05-26,80,75.0,,0.75,60.0
2019-05-27,79,75.0,,0.75,59.25
2019-05-28,82,75.0,,0.75,61.5
2019-05-29,88,75.0,,0.75,66.0
2019-05-30,85,75.0,,0.75,63.75
2019-05-31,79,75.0,,0.75,59.25
2019-06-01,90,70.0,False,0.7,62.99999999999999
2019-06-02,98,70.0,,0.7,68.6
2019-06-03,96,70.0,,0.7,67.19999999999999
2019-06-04,98,70.0,,0.7,68.6
2019-06-05,100,70.0,,0.7,70.0
2019-06-06,96,70.0,,0.7,67.19999999999999
2019-06-07,94,70.0,,0.7,65.8
2019-06-08,87,70.0,,0.7,60.9
2019-06-09,94,70.0,,0.7,65.8
2019-06-10,94,70.0,,0.7,65.8
2019-06-11,93,70.0,,0.7,65.1
2019-06-12,93,70.0,,0.7,65.1
2019-06-13,94,70.0,,0.7,65.8
2019-06-14,84,70.0,,0.7,58.8
2019-06-15,87,70.0,,0.7,60.9
2019-06-16,90,70.0,,0.7,62.99999999999999
2019-06-17,93,70.0,,0.7,65.1
2019-06-18,92,70.0,,0.7,64.39999999999999
2019-06-19,92,70.0,,0.7,64.39999999999999
2019-06-20,95,70.0,,0.7,66.5
2019-06-21,89,70.0,,0.7,62.3
2019-06-22,88,70.0,,0.7,61.599999999999994
2019-06-23,92,70.0,,0.7,64.39999999999999
2019-06-24,90,70.0,,0.7,62.99999999999999
2019-06-25,90,70.0,,0.7,62.99999999999999
2019-06-26,91,70.0,,0.7,63.699999999999996
2019-06-27,92,70.0,,0.7,64.39999999999999
2019-06-28,88,70.0,,0.7,61.599999999999994
2019-06-29,87,70.0,,0.7,60.9
2019-06-30,92,70.0,,0.7,64.39999999999999
2019-07-01,97,66.0,False,0.66,64.02
2019-07-02,97,66.0,,0.66,64.02
2019-07-03,97,66.0,,0.66,64.02
2019-07-04,96,66.0,,0.66,63.36
2019-07-05,92,66.0,,0.66,60.720000000000006
2019-07-06,96,66.0,,0.66,63.36
2019-07-07,93,66.0,,0.66,61.38
2019-07-08,99,66.0,,0.66,65.34
2019-07-09,96,66.0,,0.66,63.36
2019-07-10,98,66.0,,0.66,64.68
2019-07-11,96,66.0,,0.66,63.36
2019-07-12,94,66.0,,0.66,62.040000000000006
2019-07-13,94,66.0,,0.66,62.040000000000006
2019-07-14,100,66.0,,0.66,66.0
2019-07-15,96,66.0,,0.66,63.36
2019-07-16,94,66.0,,0.66,62.040000000000006
2019-07-17,98,66.0,,0.66,64.68
2019-07-18,98,66.0,,0.66,64.68
2019-07-19,90,66.0,,0.66,59.400000000000006
2019-07-20,88,66.0,,0.66,58.080000000000005
2019-07-21,93,66.0,,0.66,61.38
2019-07-22,98,66.0,,0.66,64.68
2019-07-23,94,66.0,,0.66,62.040000000000006
2019-07-24,97,66.0,,0.66,64.02
2019-07-25,94,66.0,,0.66,62.040000000000006
2019-07-26,90,66.0,,0.66,59.400000000000006
2019-07-27,90,66.0,,0.66,59.400000000000006
2019-07-28,93,66.0,,0.66,61.38
2019-07-29,93,66.0,,0.66,61.38
2019-07-30,93,66.0,,0.66,61.38
2019-07-31,96,66.0,,0.66,63.36
2019-08-01,87,64.0,False,0.64,55.68
2019-08-02,86,64.0,,0.64,55.04
2019-08-03,87,64.0,,0.64,55.68
2019-08-04,89,64.0,,0.64,56.96
2019-08-05,87,64.0,,0.64,55.68
2019-08-06,88,64.0,,0.64,56.32
2019-08-07,90,64.0,,0.64,57.6
2019-08-08,88,64.0,,0.64,56.32
2019-08-09,86,64.0,,0.64,55.04
2019-08-10,83,64.0,,0.64,53.120000000000005
2019-08-11,87,64.0,,0.64,55.68
2019-08-12,88,64.0,,0.64,56.32
2019-08-13,92,64.0,,0.64,58.88
