date,TWO_unscaled,TWO_monthly,isPartial,scale,TWO
2017-12-27,64,77.0,,0.77,49.28
2017-12-28,64,77.0,,0.77,49.28
2017-12-29,64,77.0,,0.77,49.28
2017-12-30,61,77.0,,0.77,46.97
2017-12-31,61,77.0,,0.77,46.97
2018-01-01,59,80.0,False,0.8,47.2
2018-01-02,68,80.0,,0.8,54.400000000000006
2018-01-03,75,80.0,,0.8,60.0
2018-01-04,74,80.0,,0.8,59.2
2018-01-05,74,80.0,,0.8,59.2
2018-01-06,70,80.0,,0.8,56.0
2018-01-07,79,80.0,,0.8,63.2
2018-01-08,83,80.0,,0.8,66.4
2018-01-09,83,80.0,,0.8,66.4
2018-01-10,90,80.0,,0.8,72.0
2018-01-11,89,80.0,,0.8,71.2
2018-01-12,84,80.0,,0.8,67.2
2018-01-13,69,80.0,,0.8,55.2
2018-01-14,69,80.0,,0.8,55.2
2018-01-15,77,80.0,,0.8,61.6
2018-01-16,85,80.0,,0.8,68.0
2018-01-17,89,80.0,,0.8,71.2
2018-01-18,93,80.0,,0.8,74.4
2018-01-19,91,80.0,,0.8,72.8
2018-01-20,70,80.0,,0.8,56.0
2018-01-21,77,80.0,,0.8,61.6
2018-01-22,93,80.0,,0.8,74.4
2018-01-23,95,80.0,,0.8,76.0
2018-01-24,95,80.0,,0.8,76.0
2018-01-25,95,80.0,,0.8,76.0
2018-01-26,94,80.0,,0.8,75.2
2018-01-27,77,80.0,,0.8,61.6
2018-01-28,85,80.0,,0.8,68.0
2018-01-29,96,80.0,,0.8,76.80000000000001
2018-01-30,100,80.0,,0.8,80.0
2018-01-31,98,80.0,,0.8,78.4
2018-02-01,90,88.0,False,0.88,79.2
2018-02-02,89,88.0,,0.88,78.32000000000001
2018-02-03,71,88.0,,0.88,62.48
2018-02-04,76,88.0,,0.88,66.88
2018-02-05,86,88.0,,0.88,75.68
2018-02-06,95,88.0,,0.88,83.6
2018-02-07,91,88.0,,0.88,80.08
2018-02-08,91,88.0,,0.88,80.08
2018-02-09,87,88.0,,0.88,76.56
2018-02-10,68,88.0,,0.88,59.84
2018-02-11,78,88.0,,0.88,68.64
2018-02-12,89,88.0,,0.88,78.32000000000001
2018-02-13,97,88.0,,0.88,85.36
2018-02-14,88,88.0,,0.88,77.44
2018-02-15,93,88.0,,0.88,81.84
2018-02-16,86,88.0,,0.88,75.68
2018-02-17,72,88.0,,0.88,63.36
2018-02-18,75,88.0,,0.88,66.0
2018-02-19,83,88.0,,0.88,73.04
2018-02-20,91,88.0,,0.88,80.08
2018-02-21,92,88.0,,0.88,80.96
2018-02-22,94,88.0,,0.88,82.72
2018-02-23,91,88.0,,0.88,80.08
2018-02-24,71,88.0,,0.88,62.48
2018-02-25,81,88.0,,0.88,71.28
2018-02-26,94,88.0,,0.88,82.72
2018-02-27,100,88.0,,0.88,88.0
2018-02-28,100,88.0,,0.88,88.0
2018-03-01,100,85.0,False,0.85,85.0
2018-03-02,90,85.0,,0.85,76.5
2018-03-03,74,85.0,,0.85,62.9
2018-03-04,80,85.0,,0.85,68.0
2018-03-05,97,85.0,,0.85,82.45
2018-03-06,99,85.0,,0.85,84.14999999999999
2018-03-07,98,85.0,,0.85,83.3
2018-03-08,94,85.0,,0.85,79.89999999999999
2018-03-09,91,85.0,,0.85,77.35
2018-03-10,70,85.0,,0.85,59.5
2018-03-11,75,85.0,,0.85,63.75
2018-03-12,89,85.0,,0.85,75.64999999999999
2018-03-13,94,85.0,,0.85,79.89999999999999
2018-03-14,90,85.0,,0.85,76.5
2018-03-15,91,85.0,,0.85,77.35
2018-03-16,81,85.0,,0.85,68.85
2018-03-17,70,85.0,,0.85,59.5
2018-03-18,76,85.0,,0.85,64.6
2018-03-19,92,85.0,,0.85,78.2
2018-03-20,90,85.0,,0.85,76.5
2018-03-21,92,85.0,,0.85,78.2
2018-03-22,96,85.0,,0.85,81.6
2018-03-23,89,85.0,,0.85,75.64999999999999
2018-03-24,69,85.0,,0.85,58.65
2018-03-25,77,85.0,,0.85,65.45
2018-03-26,92,85.0,,0.85,78.2
2018-03-27,94,85.0,,0.85,79.89999999999999
2018-03-28,91,85.0,,0.85,77.35
2018-03-29,88,85.0,,0.85,74.8
2018-03-30,75,85.0,,0.85,63.75
2018-03-31,72,85.0,,0.85,61.199999999999996
2018-04-01,73,89.0,False,0.89,64.97
2018-04-02,86,89.0,,0.89,76.54
2018-04-03,87,89.0,,0.89,77.43
2018-04-04,91,89.0,,0.89,80.99
2018-04-05,91,89.0,,0.89,80.99
2018-04-06,84,89.0,,0.89,74.76
2018-04-07,72,89.0,,0.89,64.08
2018-04-08,78,89.0,,0.89,69.42
2018-04-09,99,89.0,,0.89,88.11
2018-04-10,98,89.0,,0.89,87.22
2018-04-11,96,89.0,,0.89,85.44
2018-04-12,92,89.0,,0.89,81.88
2018-04-13,91,89.0,,0.89,80.99
2018-04-14,69,89.0,,0.89,61.410000000000004
2018-04-15,82,89.0,,0.89,72.98
2018-04-16,98,89.0,,0.89,87.22
2018-04-17,100,89.0,,0.89,89.0
2018-04-18,97,89.0,,0.89,86.33
2018-04-19,96,89.0,,0.89,85.44
2018-04-20,88,89.0,,0.89,78.32000000000001
2018-04-21,73,89.0,,0.89,64.97
2018-04-22,80,89.0,,0.89,71.2
2018-04-23,94,89.0,,0.89,83.66
2018-04-24,97,89.0,,0.89,86.33
2018-04-25,97,89.0,,0.89,86.33
2018-04-26,95,89.0,,0.89,84.55
2018-04-27,88,89.0,,0.89,78.32000000000001
2018-04-28,69,89.0,,0.89,61.410000000000004
2018-04-29,78,89.0,,0.89,69.42
2018-04-30,95,89.0,,0.89,84.55
2018-05-01,100,81.0,False,0.81,81.0
2018-05-02,97,81.0,,0.81,78.57000000000001
2018-05-03,98,81.0,,0.81,79.38000000000001
2018-05-04,93,81.0,,0.81,75.33
2018-05-05,70,81.0,,0.81,56.7
2018-05-06,80,81.0,,0.81,64.80000000000001
2018-05-07,94,81.0,,0.81,76.14
2018-05-08,97,81.0,,0.81,78.57000000000001
2018-05-09,96,81.0,,0.81,77.76
2018-05-10,94,81.0,,0.81,76.14
2018-05-11,89,81.0,,0.81,72.09
2018-05-12,69,81.0,,0.81,55.89
2018-05-13,74,81.0,,0.81,59.940000000000005
2018-05-14,92,81.0,,0.81,74.52000000000001
2018-05-15,91,81.0,,0.81,73.71000000000001
2018-05-16,91,81.0,,0.81,73.71000000000001
2018-05-17,87,81.0,,0.81,70.47
2018-05-18,86,81.0,,0.81,69.66000000000001
2018-05-19,65,81.0,,0.81,52.650000000000006
2018-05-20,75,81.0,,0.81,60.75000000000001
2018-05-21,86,81.0,,0.81,69.66000000000001
2018-05-22,89,81.0,,0.81,72.09
2018-05-23,86,81.0,,0.81,69.66000000000001
2018-05-24,86,81.0,,0.81,69.66000000000001
2018-05-25,79,81.0,,0.81,63.99
2018-05-26,67,81.0,,0.81,54.27
2018-05-27,67,81.0,,0.81,54.27
2018-05-28,74,81.0,,0.81,59.940000000000005
2018-05-29,86,81.0,,0.81,69.66000000000001
2018-05-30,81,81.0,,0.81,65.61
2018-05-31,83,81.0,,0.81,67.23
2018-06-01,93,72.0,False,0.72,66.96
2018-06-02,76,72.0,,0.72,54.72
2018-06-03,90,72.0,,0.72,64.8
2018-06-04,96,72.0,,0.72,69.12
2018-06-05,94,72.0,,0.72,67.67999999999999
2018-06-06,94,72.0,,0.72,67.67999999999999
2018-06-07,94,72.0,,0.72,67.67999999999999
2018-06-08,88,72.0,,0.72,63.36
2018-06-09,77,72.0,,0.72,55.44
2018-06-10,91,72.0,,0.72,65.52
2018-06-11,99,72.0,,0.72,71.28
2018-06-12,100,72.0,,0.72,72.0
2018-06-13,99,72.0,,0.72,71.28
2018-06-14,96,72.0,,0.72,69.12
2018-06-15,90,72.0,,0.72,64.8
2018-06-16,82,72.0,,0.72,59.04
2018-06-17,79,72.0,,0.72,56.879999999999995
2018-06-18,91,72.0,,0.72,65.52
2018-06-19,88,72.0,,0.72,63.36
2018-06-20,89,72.0,,0.72,64.08
2018-06-21,92,72.0,,0.72,66.24
2018-06-22,86,72.0,,0.72,61.919999999999995
2018-06-23,81,72.0,,0.72,58.32
2018-06-24,85,72.0,,0.72,61.199999999999996
2018-06-25,84,72.0,,0.72,60.48
2018-06-26,90,72.0,,0.72,64.8
2018-06-27,86,72.0,,0.72,61.919999999999995
2018-06-28,88,72.0,,0.72,63.36
2018-06-29,89,72.0,,0.72,64.08
2018-06-30,77,72.0,,0.72,55.44
2018-07-01,83,72.0,False,0.72,59.76
2018-07-02,87,72.0,,0.72,62.64
2018-07-03,85,72.0,,0.72,61.199999999999996
2018-07-04,79,72.0,,0.72,56.879999999999995
2018-07-05,82,72.0,,0.72,59.04
2018-07-06,89,72.0,,0.72,64.08
2018-07-07,77,72.0,,0.72,55.44
2018-07-08,90,72.0,,0.72,64.8
2018-07-09,88,72.0,,0.72,63.36
2018-07-10,90,72.0,,0.72,64.8
2018-07-11,87,72.0,,0.72,62.64
2018-07-12,92,72.0,,0.72,66.24
2018-07-13,87,72.0,,0.72,62.64
2018-07-14,87,72.0,,0.72,62.64
2018-07-15,87,72.0,,0.72,62.64
2018-07-16,90,72.0,,0.72,64.8
2018-07-17,91,72.0,,0.72,65.52
2018-07-18,88,72.0,,0.72,63.36
2018-07-19,93,72.0,,0.72,66.96
2018-07-20,97,72.0,,0.72,69.84
2018-07-21,98,72.0,,0.72,70.56
2018-07-22,100,72.0,,0.72,72.0
2018-07-23,98,72.0,,0.72,70.56
2018-07-24,98,72.0,,0.72,70.56
2018-07-25,91,72.0,,0.72,65.52
2018-07-26,95,72.0,,0.72,68.39999999999999
2018-07-27,91,72.0,,0.72,65.52
2018-07-28,89,72.0,,0.72,64.08
2018-07-29,91,72.0,,0.72,65.52
2018-07-30,91,72.0,,0.72,65.52
2018-07-31,88,72.0,,0.72,63.36
2018-08-01,79,75.0,False,0.75,59.25
2018-08-02,76,75.0,,0.75,57.0
2018-08-03,76,75.0,,0.75,57.0
2018-08-04,73,75.0,,0.75,54.75
2018-08-05,72,75.0,,0.75,54.0
2018-08-06,74,75.0,,0.75,55.5
2018-08-07,76,75.0,,0.75,57.0
2018-08-08,77,75.0,,0.75,57.75
2018-08-09,75,75.0,,0.75,56.25
2018-08-10,74,75.0,,0.75,55.5
2018-08-11,70,75.0,,0.75,52.5
2018-08-12,73,75.0,,0.75,54.75
2018-08-13,76,75.0,,0.75,57.0
2018-08-14,80,75.0,,0.75,60.0
2018-08-15,74,75.0,,0.75,55.5
2018-08-16,81,75.0,,0.75,60.75
2018-08-17,82,75.0,,0.75,61.5
2018-08-18,70,75.0,,0.75,52.5
2018-08-19,75,75.0,,0.75,56.25
2018-08-20,80,75.0,,0.75,60.0
2018-08-21,87,75.0,,0.75,65.25
2018-08-22,90,75.0,,0.75,67.5
2018-08-23,90,75.0,,0.75,67.5
2018-08-24,86,75.0,,0.75,64.5
2018-08-25,79,75.0,,0.75,59.25
2018-08-26,83,75.0,,0.75,62.25
2018-08-27,93,75.0,,0.75,69.75
2018-08-28,100,75.0,,0.75,75.0
2018-08-29,94,75.0,,0.75,70.5
2018-08-30,94,75.0,,0.75,70.5
2018-08-31,92,75.0,,0.75,69.0
2018-09-01,65,88.0,False,0.88,57.2
2018-09-02,68,88.0,,0.88,59.84
2018-09-03,79,88.0,,0.88,69.52
2018-09-04,86,88.0,,0.88,75.68
2018-09-05,88,88.0,,0.88,77.44
2018-09-06,92,88.0,,0.88,80.96
2018-09-07,84,88.0,,0.88,73.92
2018-09-08,68,88.0,,0.88,59.84
2018-09-09,75,88.0,,0.88,66.0
2018-09-10,88,88.0,,0.88,77.44
2018-09-11,91,88.0,,0.88,80.08
2018-09-12,92,88.0,,0.88,80.96
2018-09-13,91,88.0,,0.88,80.08
2018-09-14,87,88.0,,0.88,76.56
2018-09-15,72,88.0,,0.88,63.36
2018-09-16,81,88.0,,0.88,71.28
2018-09-17,95,88.0,,0.88,83.6
2018-09-18,95,88.0,,0.88,83.6
2018-09-19,97,88.0,,0.88,85.36
2018-09-20,99,88.0,,0.88,87.12
2018-09-21,90,88.0,,0.88,79.2
2018-09-22,72,88.0,,0.88,63.36
2018-09-23,77,88.0,,0.88,67.76
2018-09-24,95,88.0,,0.88,83.6
2018-09-25,100,88.0,,0.88,88.0
2018-09-26,97,88.0,,0.88,85.36
2018-09-27,98,88.0,,0.88,86.24
2018-09-28,91,88.0,,0.88,80.08
2018-09-29,75,88.0,,0.88,66.0
2018-09-30,81,88.0,,0.88,71.28
2018-10-01,95,89.0,False,0.89,84.55
2018-10-02,99,89.0,,0.89,88.11
2018-10-03,97,89.0,,0.89,86.33
2018-10-04,96,89.0,,0.89,85.44
2018-10-05,85,89.0,,0.89,75.65
2018-10-06,72,89.0,,0.89,64.08
2018-10-07,74,89.0,,0.89,65.86
2018-10-08,94,89.0,,0.89,83.66
2018-10-09,96,89.0,,0.89,85.44
2018-10-10,94,89.0,,0.89,83.66
2018-10-11,93,89.0,,0.89,82.77
2018-10-12,87,89.0,,0.89,77.43
2018-10-13,72,89.0,,0.89,64.08
2018-10-14,76,89.0,,0.89,67.64
2018-10-15,96,89.0,,0.89,85.44
2018-10-16,97,89.0,,0.89,86.33
2018-10-17,94,89.0,,0.89,83.66
2018-10-18,95,89.0,,0.89,84.55
2018-10-19,85,89.0,,0.89,75.65
2018-10-20,71,89.0,,0.89,63.19
2018-10-21,75,89.0,,0.89,66.75
2018-10-22,94,89.0,,0.89,83.66
2018-10-23,93,89.0,,0.89,82.77
2018-10-24,95,89.0,,0.89,84.55
2018-10-25,99,89.0,,0.89,88.11
2018-10-26,92,89.0,,0.89,81.88
2018-10-27,67,89.0,,0.89,59.63
2018-10-28,76,89.0,,0.89,67.64
2018-10-29,98,89.0,,0.89,87.22
2018-10-30,100,89.0,,0.89,89.0
2018-10-31,94,89.0,,0.89,83.66
2018-11-01,100,80.0,False,0.8,80.0
2018-11-02,92,80.0,,0.8,73.60000000000001
2018-11-03,70,80.0,,0.8,56.0
2018-11-04,79,80.0,,0.8,63.2
2018-11-05,98,80.0,,0.8,78.4
2018-11-06,94,80.0,,0.8,75.2
2018-11-07,91,80.0,,0.8,72.8
2018-11-08,99,80.0,,0.8,79.2
2018-11-09,93,80.0,,0.8,74.4
2018-11-10,65,80.0,,0.8,52.0
2018-11-11,71,80.0,,0.8,56.800000000000004
2018-11-12,90,80.0,,0.8,72.0
2018-11-13,97,80.0,,0.8,77.60000000000001
2018-11-14,97,80.0,,0.8,77.60000000000001
2018-11-15,95,80.0,,0.8,76.0
2018-11-16,91,80.0,,0.8,72.8
2018-11-17,71,80.0,,0.8,56.800000000000004
2018-11-18,75,80.0,,0.8,60.0
2018-11-19,91,80.0,,0.8,72.8
2018-11-20,86,80.0,,0.8,68.8
2018-11-21,71,80.0,,0.8,56.800000000000004
2018-11-22,55,80.0,,0.8,44.0
2018-11-23,57,80.0,,0.8,45.6
2018-11-24,66,80.0,,0.8,52.800000000000004
2018-11-25,74,80.0,,0.8,59.2
2018-11-26,87,80.0,,0.8,69.60000000000001
2018-11-27,96,80.0,,0.8,76.80000000000001
2018-11-28,99,80.0,,0.8,79.2
2018-11-29,96,80.0,,0.8,76.80000000000001
2018-11-30,93,80.0,,0.8,74.4
2018-12-01,72,79.0,False,0.79,56.88
2018-12-02,74,79.0,,0.79,58.46
2018-12-03,98,79.0,,0.79,77.42
2018-12-04,98,79.0,,0.79,77.42
2018-12-05,99,79.0,,0.79,78.21000000000001
2018-12-06,100,79.0,,0.79,79.0
2018-12-07,91,79.0,,0.79,71.89
2018-12-08,73,79.0,,0.79,57.67
2018-12-09,75,79.0,,0.79,59.25
2018-12-10,95,79.0,,0.79,75.05
2018-12-11,99,79.0,,0.79,78.21000000000001
2018-12-12,97,79.0,,0.79,76.63000000000001
2018-12-13,95,79.0,,0.79,75.05
2018-12-14,94,79.0,,0.79,74.26
2018-12-15,66,79.0,,0.79,52.14
2018-12-16,69,79.0,,0.79,54.510000000000005
2018-12-17,90,79.0,,0.79,71.10000000000001
2018-12-18,87,79.0,,0.79,68.73
2018-12-19,83,79.0,,0.79,65.57000000000001
2018-12-20,80,79.0,,0.79,63.2
2018-12-21,69,79.0,,0.79,54.510000000000005
2018-12-22,58,79.0,,0.79,45.82
2018-12-23,56,79.0,,0.79,44.24
2018-12-24,55,79.0,,0.79,43.45
2018-12-25,55,79.0,,0.79,43.45
2018-12-26,59,79.0,,0.79,46.61
2018-12-27,64,79.0,,0.79,50.56
2018-12-28,63,79.0,,0.79,49.77
2018-12-29,62,79.0,,0.79,48.980000000000004
2018-12-30,63,79.0,,0.79,49.77
2018-12-31,62,79.0,,0.79,48.980000000000004
2019-01-01,65,81.0,False,0.81,52.650000000000006
2019-01-02,71,81.0,,0.81,57.510000000000005
2019-01-03,76,81.0,,0.81,61.56
2019-01-04,77,81.0,,0.81,62.370000000000005
2019-01-05,67,81.0,,0.81,54.27
2019-01-06,70,81.0,,0.81,56.7
2019-01-07,80,81.0,,0.81,64.80000000000001
2019-01-08,85,81.0,,0.81,68.85000000000001
2019-01-09,92,81.0,,0.81,74.52000000000001
2019-01-10,92,81.0,,0.81,74.52000000000001
2019-01-11,90,81.0,,0.81,72.9
2019-01-12,72,81.0,,0.81,58.32000000000001
2019-01-13,79,81.0,,0.81,63.99
2019-01-14,93,81.0,,0.81,75.33
2019-01-15,96,81.0,,0.81,77.76
2019-01-16,97,81.0,,0.81,78.57000000000001
2019-01-17,98,81.0,,0.81,79.38000000000001
2019-01-18,89,81.0,,0.81,72.09
2019-01-19,74,81.0,,0.81,59.940000000000005
2019-01-20,77,81.0,,0.81,62.370000000000005
2019-01-21,79,81.0,,0.81,63.99
2019-01-22,94,81.0,,0.81,76.14
2019-01-23,99,81.0,,0.81,80.19000000000001
2019-01-24,100,81.0,,0.81,81.0
2019-01-25,98,81.0,,0.81,79.38000000000001
2019-01-26,77,81.0,,0.81,62.370000000000005
2019-01-27,86,81.0,,0.81,69.66000000000001
2019-01-28,96,81.0,,0.81,77.76
2019-01-29,100,81.0,,0.81,81.0
2019-01-30,96,81.0,,0.81,77.76
2019-01-31,98,81.0,,0.81,79.38000000000001
2019-02-01,89,89.0,False,0.89,79.21000000000001
2019-02-02,72,89.0,,0.89,64.08
2019-02-03,80,89.0,,0.89,71.2
2019-02-04,92,89.0,,0.89,81.88
2019-02-05,100,89.0,,0.89,89.0
2019-02-06,97,89.0,,0.89,86.33
2019-02-07,95,89.0,,0.89,84.55
2019-02-08,95,89.0,,0.89,84.55
2019-02-09,77,89.0,,0.89,68.53
2019-02-10,81,89.0,,0.89,72.09
2019-02-11,95,89.0,,0.89,84.55
2019-02-12,96,89.0,,0.89,85.44
2019-02-13,100,89.0,,0.89,89.0
2019-02-14,97,89.0,,0.89,86.33
2019-02-15,86,89.0,,0.89,76.54
2019-02-16,76,89.0,,0.89,67.64
2019-02-17,80,89.0,,0.89,71.2
2019-02-18,87,89.0,,0.89,77.43
2019-02-19,96,89.0,,0.89,85.44
2019-02-20,96,89.0,,0.89,85.44
2019-02-21,96,89.0,,0.89,85.44
2019-02-22,92,89.0,,0.89,81.88
2019-02-23,72,89.0,,0.89,64.08
2019-02-24,82,89.0,,0.89,72.98
2019-02-25,96,89.0,,0.89,85.44
2019-02-26,99,89.0,,0.89,88.11
2019-02-27,100,89.0,,0.89,89.0
2019-02-28,95,89.0,,0.89,84.55
2019-03-01,93,83.0,False,0.83,77.19
2019-03-02,73,83.0,,0.83,60.589999999999996
2019-03-03,77,83.0,,0.83,63.91
2019-03-04,99,83.0,,0.83,82.17
2019-03-05,98,83.0,,0.83,81.33999999999999
2019-03-06,96,83.0,,0.83,79.67999999999999
2019-03-07,100,83.0,,0.83,83.0
2019-03-08,90,83.0,,0.83,74.7
2019-03-09,74,83.0,,0.83,61.419999999999995
2019-03-10,75,83.0,,0.83,62.25
2019-03-11,95,83.0,,0.83,78.85
2019-03-12,89,83.0,,0.83,73.86999999999999
2019-03-13,92,83.0,,0.83,76.36
2019-03-14,92,83.0,,0.83,76.36
2019-03-15,83,83.0,,0.83,68.89
2019-03-16,66,83.0,,0.83,54.779999999999994
2019-03-17,75,83.0,,0.83,62.25
2019-03-18,93,83.0,,0.83,77.19
2019-03-19,98,83.0,,0.83,81.33999999999999
2019-03-20,95,83.0,,0.83,78.85
2019-03-21,88,83.0,,0.83,73.03999999999999
2019-03-22,87,83.0,,0.83,72.21
2019-03-23,69,83.0,,0.83,57.269999999999996
2019-03-24,78,83.0,,0.83,64.74
2019-03-25,92,83.0,,0.83,76.36
2019-03-26,96,83.0,,0.83,79.67999999999999
2019-03-27,94,83.0,,0.83,78.02
2019-03-28,94,83.0,,0.83,78.02
2019-03-29,88,83.0,,0.83,73.03999999999999
2019-03-30,70,83.0,,0.83,58.099999999999994
2019-03-31,73,83.0,,0.83,60.589999999999996
2019-04-01,94,85.0,False,0.85,79.89999999999999
2019-04-02,94,85.0,,0.85,79.89999999999999
2019-04-03,100,85.0,,0.85,85.0
2019-04-04,92,85.0,,0.85,78.2
2019-04-05,94,85.0,,0.85,79.89999999999999
2019-04-06,71,85.0,,0.85,60.35
2019-04-07,82,85.0,,0.85,69.7
2019-04-08,100,85.0,,0.85,85.0
2019-04-09,98,85.0,,0.85,83.3
2019-04-10,98,85.0,,0.85,83.3
2019-04-11,98,85.0,,0.85,83.3
2019-04-12,93,85.0,,0.85,79.05
2019-04-13,73,85.0,,0.85,62.05
2019-04-14,79,85.0,,0.85,67.14999999999999
2019-04-15,95,85.0,,0.85,80.75
2019-04-16,95,85.0,,0.85,80.75
2019-04-17,94,85.0,,0.85,79.89999999999999
2019-04-18,91,85.0,,0.85,77.35
2019-04-19,80,85.0,,0.85,68.0
2019-04-20,69,85.0,,0.85,58.65
2019-04-21,73,85.0,,0.85,62.05
2019-04-22,94,85.0,,0.85,79.89999999999999
2019-04-23,98,85.0,,0.85,83.3
2019-04-24,98,85.0,,0.85,83.3
2019-04-25,96,85.0,,0.85,81.6
2019-04-26,89,85.0,,0.85,75.64999999999999
2019-04-27,67,85.0,,0.85,56.949999999999996
2019-04-28,78,85.0,,0.85,66.3
2019-04-29,98,85.0,,0.85,83.3
2019-04-30,100,85.0,,0.85,85.0
2019-05-01,100,80.0,False,0.8,80.0
2019-05-02,99,80.0,,0.8,79.2
2019-05-03,95,80.0,,0.8,76.0
2019-05-04,67,80.0,,0.8,53.6
2019-05-05,79,80.0,,0.8,63.2
2019-05-06,99,80.0,,0.8,79.2
2019-05-07,100,80.0,,0.8,80.0
2019-05-08,97,80.0,,0.8,77.60000000000001
2019-05-09,95,80.0,,0.8,76.0
2019-05-10,93,80.0,,0.8,74.4
2019-05-11,66,80.0,,0.8,52.800000000000004
2019-05-12,75,80.0,,0.8,60.0
2019-05-13,97,80.0,,0.8,77.60000000000001
2019-05-14,99,80.0,,0.8,79.2
2019-05-15,94,80.0,,0.8,75.2
2019-05-16,90,80.0,,0.8,72.0
2019-05-17,88,80.0,,0.8,70.4
2019-05-18,68,80.0,,0.8,54.400000000000006
2019-05-19,70,80.0,,0.8,56.0
2019-05-20,91,80.0,,0.8,72.8
2019-05-21,89,80.0,,0.8,71.2
2019-05-22,91,80.0,,0.8,72.8
2019-05-23,87,80.0,,0.8,69.60000000000001
2019-05-24,80,80.0,,0.8,64.0
2019-05-25,63,80.0,,0.8,50.400000000000006
2019-05-26,68,80.0,,0.8,54.400000000000006
2019-05-27,71,80.0,,0.8,56.800000000000004
2019-05-28,85,80.0,,0.8,68.0
2019-05-29,83,80.0,,0.8,66.4
2019-05-30,85,80.0,,0.8,68.0
2019-05-31,81,80.0,,0.8,64.8
2019-06-01,75,70.0,False,0.7,52.5
2019-06-02,87,70.0,,0.7,60.9
2019-06-03,94,70.0,,0.7,65.8
2019-06-04,94,70.0,,0.7,65.8
2019-06-05,94,70.0,,0.7,65.8
2019-06-06,94,70.0,,0.7,65.8
2019-06-07,92,70.0,,0.7,64.39999999999999
2019-06-08,82,70.0,,0.7,57.4
2019-06-09,88,70.0,,0.7,61.599999999999994
2019-06-10,97,70.0,,0.7,67.89999999999999
2019-06-11,100,70.0,,0.7,70.0
2019-06-12,94,70.0,,0.7,65.8
2019-06-13,96,70.0,,0.7,67.19999999999999
2019-06-14,85,70.0,,0.7,59.49999999999999
2019-06-15,78,70.0,,0.7,54.599999999999994
2019-06-16,90,70.0,,0.7,62.99999999999999
2019-06-17,93,70.0,,0.7,65.1
2019-06-18,94,70.0,,0.7,65.8
2019-06-19,89,70.0,,0.7,62.3
2019-06-20,91,70.0,,0.7,63.699999999999996
2019-06-21,88,70.0,,0.7,61.599999999999994
2019-06-22,81,70.0,,0.7,56.699999999999996
2019-06-23,87,70.0,,0.7,60.9
2019-06-24,91,70.0,,0.7,63.699999999999996
2019-06-25,95,70.0,,0.7,66.5
2019-06-26,92,70.0,,0.7,64.39999999999999
2019-06-27,91,70.0,,0.7,63.699999999999996
2019-06-28,91,70.0,,0.7,63.699999999999996
2019-06-29,80,70.0,,0.7,56.0
2019-06-30,87,70.0,,0.7,60.9
2019-07-01,97,68.0,False,0.68,65.96000000000001
2019-07-02,97,68.0,,0.68,65.96000000000001
2019-07-03,95,68.0,,0.68,64.60000000000001
2019-07-04,80,68.0,,0.68,54.400000000000006
2019-07-05,87,68.0,,0.68,59.160000000000004
2019-07-06,90,68.0,,0.68,61.2
2019-07-07,88,68.0,,0.68,59.84
2019-07-08,96,68.0,,0.68,65.28
2019-07-09,97,68.0,,0.68,65.96000000000001
2019-07-10,99,68.0,,0.68,67.32000000000001
2019-07-11,98,68.0,,0.68,66.64
2019-07-12,94,68.0,,0.68,63.92
2019-07-13,88,68.0,,0.68,59.84
2019-07-14,91,68.0,,0.68,61.88
2019-07-15,100,68.0,,0.68,68.0
2019-07-16,100,68.0,,0.68,68.0
2019-07-17,99,68.0,,0.68,67.32000000000001
2019-07-18,94,68.0,,0.68,63.92
2019-07-19,93,68.0,,0.68,63.24
2019-07-20,85,68.0,,0.68,57.800000000000004
2019-07-21,91,68.0,,0.68,61.88
2019-07-22,96,68.0,,0.68,65.28
2019-07-23,97,68.0,,0.68,65.96000000000001
2019-07-24,95,68.0,,0.68,64.60000000000001
2019-07-25,95,68.0,,0.68,64.60000000000001
2019-07-26,95,68.0,,0.68,64.60000000000001
2019-07-27,86,68.0,,0.68,58.480000000000004
2019-07-28,91,68.0,,0.68,61.88
2019-07-29,96,68.0,,0.68,65.28
2019-07-30,99,68.0,,0.68,67.32000000000001
2019-07-31,97,68.0,,0.68,65.96000000000001
2019-08-01,81,68.0,False,0.68,55.080000000000005
2019-08-02,76,68.0,,0.68,51.68000000000001
2019-08-03,74,68.0,,0.68,50.32
2019-08-04,76,68.0,,0.68,51.68000000000001
2019-08-05,82,68.0,,0.68,55.760000000000005
2019-08-06,82,68.0,,0.68,55.760000000000005
2019-08-07,83,68.0,,0.68,56.440000000000005
2019-08-08,80,68.0,,0.68,54.400000000000006
2019-08-09,78,68.0,,0.68,53.040000000000006
2019-08-10,70,68.0,,0.68,47.6
2019-08-11,71,68.0,,0.68,48.28
2019-08-12,85,68.0,,0.68,57.800000000000004
2019-08-13,88,68.0,,0.68,59.84
2019-08-14,85,68.0,,0.68,57.800000000000004
2019-08-15,81,68.0,,0.68,55.080000000000005
2019-08-16,83,68.0,,0.68,56.440000000000005
2019-08-17,79,68.0,,0.68,53.720000000000006
2019-08-18,78,68.0,,0.68,53.040000000000006
2019-08-19,87,68.0,,0.68,59.160000000000004
2019-08-20,88,68.0,,0.68,59.84
2019-08-21,91,68.0,,0.68,61.88
2019-08-22,93,68.0,,0.68,63.24
2019-08-23,85,68.0,,0.68,57.800000000000004
2019-08-24,74,68.0,,0.68,50.32
