date,DIS_unscaled,DIS_monthly,isPartial,scale,DIS
2017-12-27,58,44.0,,0.44,25.52
2017-12-28,54,44.0,,0.44,23.76
2017-12-29,50,44.0,,0.44,22.0
2017-12-30,40,44.0,,0.44,17.6
2017-12-31,42,44.0,,0.44,18.48
2018-01-01,80,44.0,False,0.44,35.2
2018-01-02,87,44.0,,0.44,38.28
2018-01-03,89,44.0,,0.44,39.160000000000004
2018-01-04,87,44.0,,0.44,38.28
2018-01-05,86,44.0,,0.44,37.84
2018-01-06,76,44.0,,0.44,33.44
2018-01-07,71,44.0,,0.44,31.24
2018-01-08,84,44.0,,0.44,36.96
2018-01-09,83,44.0,,0.44,36.52
2018-01-10,87,44.0,,0.44,38.28
2018-01-11,84,44.0,,0.44,36.96
2018-01-12,85,44.0,,0.44,37.4
2018-01-13,61,44.0,,0.44,26.84
2018-01-14,81,44.0,,0.44,35.64
2018-01-15,99,44.0,,0.44,43.56
2018-01-16,79,44.0,,0.44,34.76
2018-01-17,86,44.0,,0.44,37.84
2018-01-18,81,44.0,,0.44,35.64
2018-01-19,88,44.0,,0.44,38.72
2018-01-20,88,44.0,,0.44,38.72
2018-01-21,76,44.0,,0.44,33.44
2018-01-22,90,44.0,,0.44,39.6
2018-01-23,83,44.0,,0.44,36.52
2018-01-24,95,44.0,,0.44,41.8
2018-01-25,78,44.0,,0.44,34.32
2018-01-26,77,44.0,,0.44,33.88
2018-01-27,69,44.0,,0.44,30.36
2018-01-28,70,44.0,,0.44,30.8
2018-01-29,100,44.0,,0.44,44.0
2018-01-30,93,44.0,,0.44,40.92
2018-01-31,83,44.0,,0.44,36.52
2018-02-01,74,46.0,False,0.46,34.04
2018-02-02,83,46.0,,0.46,38.18
2018-02-03,67,46.0,,0.46,30.82
2018-02-04,64,46.0,,0.46,29.44
2018-02-05,97,46.0,,0.46,44.620000000000005
2018-02-06,96,46.0,,0.46,44.160000000000004
2018-02-07,100,46.0,,0.46,46.0
2018-02-08,93,46.0,,0.46,42.78
2018-02-09,90,46.0,,0.46,41.4
2018-02-10,69,46.0,,0.46,31.740000000000002
2018-02-11,57,46.0,,0.46,26.220000000000002
2018-02-12,90,46.0,,0.46,41.4
2018-02-13,83,46.0,,0.46,38.18
2018-02-14,89,46.0,,0.46,40.940000000000005
2018-02-15,75,46.0,,0.46,34.5
2018-02-16,88,46.0,,0.46,40.480000000000004
2018-02-17,75,46.0,,0.46,34.5
2018-02-18,71,46.0,,0.46,32.660000000000004
2018-02-19,71,46.0,,0.46,32.660000000000004
2018-02-20,70,46.0,,0.46,32.2
2018-02-21,78,46.0,,0.46,35.88
2018-02-22,89,46.0,,0.46,40.940000000000005
2018-02-23,81,46.0,,0.46,37.260000000000005
2018-02-24,69,46.0,,0.46,31.740000000000002
2018-02-25,73,46.0,,0.46,33.58
2018-02-26,90,46.0,,0.46,41.4
2018-02-27,89,46.0,,0.46,40.940000000000005
2018-02-28,91,46.0,,0.46,41.86
2018-03-01,100,44.0,False,0.44,44.0
2018-03-02,90,44.0,,0.44,39.6
2018-03-03,67,44.0,,0.44,29.48
2018-03-04,75,44.0,,0.44,33.0
2018-03-05,93,44.0,,0.44,40.92
2018-03-06,94,44.0,,0.44,41.36
2018-03-07,92,44.0,,0.44,40.48
2018-03-08,89,44.0,,0.44,39.160000000000004
2018-03-09,94,44.0,,0.44,41.36
2018-03-10,77,44.0,,0.44,33.88
2018-03-11,76,44.0,,0.44,33.44
2018-03-12,83,44.0,,0.44,36.52
2018-03-13,91,44.0,,0.44,40.04
2018-03-14,96,44.0,,0.44,42.24
2018-03-15,91,44.0,,0.44,40.04
2018-03-16,88,44.0,,0.44,38.72
2018-03-17,65,44.0,,0.44,28.6
2018-03-18,84,44.0,,0.44,36.96
2018-03-19,95,44.0,,0.44,41.8
2018-03-20,96,44.0,,0.44,42.24
2018-03-21,79,44.0,,0.44,34.76
2018-03-22,83,44.0,,0.44,36.52
2018-03-23,90,44.0,,0.44,39.6
2018-03-24,81,44.0,,0.44,35.64
2018-03-25,84,44.0,,0.44,36.96
2018-03-26,91,44.0,,0.44,40.04
2018-03-27,82,44.0,,0.44,36.08
2018-03-28,97,44.0,,0.44,42.68
2018-03-29,91,44.0,,0.44,40.04
2018-03-30,74,44.0,,0.44,32.56
2018-03-31,85,44.0,,0.44,37.4
2018-04-01,79,43.0,False,0.43,33.97
2018-04-02,85,43.0,,0.43,36.55
2018-04-03,86,43.0,,0.43,36.98
2018-04-04,79,43.0,,0.43,33.97
2018-04-05,74,43.0,,0.43,31.82
2018-04-06,84,43.0,,0.43,36.12
2018-04-07,77,43.0,,0.43,33.11
2018-04-08,74,43.0,,0.43,31.82
2018-04-09,91,43.0,,0.43,39.13
2018-04-10,87,43.0,,0.43,37.41
2018-04-11,88,43.0,,0.43,37.839999999999996
2018-04-12,91,43.0,,0.43,39.13
2018-04-13,85,43.0,,0.43,36.55
2018-04-14,66,43.0,,0.43,28.38
2018-04-15,81,43.0,,0.43,34.83
2018-04-16,85,43.0,,0.43,36.55
2018-04-17,100,43.0,,0.43,43.0
2018-04-18,90,43.0,,0.43,38.7
2018-04-19,88,43.0,,0.43,37.839999999999996
2018-04-20,89,43.0,,0.43,38.269999999999996
2018-04-21,87,43.0,,0.43,37.41
2018-04-22,85,43.0,,0.43,36.55
2018-04-23,80,43.0,,0.43,34.4
2018-04-24,82,43.0,,0.43,35.26
2018-04-25,91,43.0,,0.43,39.13
2018-04-26,84,43.0,,0.43,36.12
2018-04-27,85,43.0,,0.43,36.55
2018-04-28,62,43.0,,0.43,26.66
2018-04-29,65,43.0,,0.43,27.95
2018-04-30,100,43.0,,0.43,43.0
2018-05-01,55,50.0,False,0.5,27.5
2018-05-02,53,50.0,,0.5,26.5
2018-05-03,53,50.0,,0.5,26.5
2018-05-04,51,50.0,,0.5,25.5
2018-05-05,51,50.0,,0.5,25.5
2018-05-06,48,50.0,,0.5,24.0
2018-05-07,63,50.0,,0.5,31.5
2018-05-08,85,50.0,,0.5,42.5
2018-05-09,76,50.0,,0.5,38.0
2018-05-10,62,50.0,,0.5,31.0
2018-05-11,60,50.0,,0.5,30.0
2018-05-12,52,50.0,,0.5,26.0
2018-05-13,53,50.0,,0.5,26.5
2018-05-14,59,50.0,,0.5,29.5
2018-05-15,53,50.0,,0.5,26.5
2018-05-16,59,50.0,,0.5,29.5
2018-05-17,58,50.0,,0.5,29.0
2018-05-18,48,50.0,,0.5,24.0
2018-05-19,54,50.0,,0.5,27.0
2018-05-20,56,50.0,,0.5,28.0
2018-05-21,50,50.0,,0.5,25.0
2018-05-22,57,50.0,,0.5,28.5
2018-05-23,55,50.0,,0.5,27.5
2018-05-24,49,50.0,,0.5,24.5
2018-05-25,55,50.0,,0.5,27.5
2018-05-26,55,50.0,,0.5,27.5
2018-05-27,45,50.0,,0.5,22.5
2018-05-28,47,50.0,,0.5,23.5
2018-05-29,60,50.0,,0.5,30.0
2018-05-30,100,50.0,,0.5,50.0
2018-05-31,82,50.0,,0.5,41.0
2018-06-01,94,46.0,False,0.46,43.24
2018-06-02,82,46.0,,0.46,37.72
2018-06-03,72,46.0,,0.46,33.120000000000005
2018-06-04,76,46.0,,0.46,34.96
2018-06-05,78,46.0,,0.46,35.88
2018-06-06,82,46.0,,0.46,37.72
2018-06-07,76,46.0,,0.46,34.96
2018-06-08,86,46.0,,0.46,39.56
2018-06-09,82,46.0,,0.46,37.72
2018-06-10,70,46.0,,0.46,32.2
2018-06-11,69,46.0,,0.46,31.740000000000002
2018-06-12,86,46.0,,0.46,39.56
2018-06-13,96,46.0,,0.46,44.160000000000004
2018-06-14,74,46.0,,0.46,34.04
2018-06-15,76,46.0,,0.46,34.96
2018-06-16,73,46.0,,0.46,33.58
2018-06-17,80,46.0,,0.46,36.800000000000004
2018-06-18,90,46.0,,0.46,41.4
2018-06-19,87,46.0,,0.46,40.02
2018-06-20,100,46.0,,0.46,46.0
2018-06-21,78,46.0,,0.46,35.88
2018-06-22,76,46.0,,0.46,34.96
2018-06-23,58,46.0,,0.46,26.68
2018-06-24,57,46.0,,0.46,26.220000000000002
2018-06-25,68,46.0,,0.46,31.28
2018-06-26,61,46.0,,0.46,28.060000000000002
2018-06-27,68,46.0,,0.46,31.28
2018-06-28,72,46.0,,0.46,33.120000000000005
2018-06-29,78,46.0,,0.46,35.88
2018-06-30,62,46.0,,0.46,28.52
2018-07-01,66,42.0,False,0.42,27.72
2018-07-02,78,42.0,,0.42,32.76
2018-07-03,82,42.0,,0.42,34.44
2018-07-04,68,42.0,,0.42,28.56
2018-07-05,77,42.0,,0.42,32.339999999999996
2018-07-06,88,42.0,,0.42,36.96
2018-07-07,68,42.0,,0.42,28.56
2018-07-08,82,42.0,,0.42,34.44
2018-07-09,84,42.0,,0.42,35.28
2018-07-10,86,42.0,,0.42,36.12
2018-07-11,94,42.0,,0.42,39.48
2018-07-12,85,42.0,,0.42,35.699999999999996
2018-07-13,80,42.0,,0.42,33.6
2018-07-14,82,42.0,,0.42,34.44
2018-07-15,78,42.0,,0.42,32.76
2018-07-16,90,42.0,,0.42,37.8
2018-07-17,88,42.0,,0.42,36.96
2018-07-18,83,42.0,,0.42,34.86
2018-07-19,100,42.0,,0.42,42.0
2018-07-20,82,42.0,,0.42,34.44
2018-07-21,77,42.0,,0.42,32.339999999999996
2018-07-22,81,42.0,,0.42,34.019999999999996
2018-07-23,83,42.0,,0.42,34.86
2018-07-24,87,42.0,,0.42,36.54
2018-07-25,78,42.0,,0.42,32.76
2018-07-26,89,42.0,,0.42,37.379999999999995
2018-07-27,90,42.0,,0.42,37.8
2018-07-28,69,42.0,,0.42,28.98
2018-07-29,75,42.0,,0.42,31.5
2018-07-30,84,42.0,,0.42,35.28
2018-07-31,81,42.0,,0.42,34.019999999999996
2018-08-01,53,45.0,False,0.45,23.85
2018-08-02,50,45.0,,0.45,22.5
2018-08-03,43,45.0,,0.45,19.35
2018-08-04,49,45.0,,0.45,22.05
2018-08-05,46,45.0,,0.45,20.7
2018-08-06,53,45.0,,0.45,23.85
2018-08-07,100,45.0,,0.45,45.0
2018-08-08,80,45.0,,0.45,36.0
2018-08-09,51,45.0,,0.45,22.95
2018-08-10,44,45.0,,0.45,19.8
2018-08-11,45,45.0,,0.45,20.25
2018-08-12,43,45.0,,0.45,19.35
2018-08-13,59,45.0,,0.45,26.55
2018-08-14,51,45.0,,0.45,22.95
2018-08-15,50,45.0,,0.45,22.5
2018-08-16,47,45.0,,0.45,21.150000000000002
2018-08-17,55,45.0,,0.45,24.75
2018-08-18,48,45.0,,0.45,21.6
2018-08-19,46,45.0,,0.45,20.7
2018-08-20,52,45.0,,0.45,23.400000000000002
2018-08-21,43,45.0,,0.45,19.35
2018-08-22,53,45.0,,0.45,23.85
2018-08-23,56,45.0,,0.45,25.2
2018-08-24,45,45.0,,0.45,20.25
2018-08-25,46,45.0,,0.45,20.7
2018-08-26,46,45.0,,0.45,20.7
2018-08-27,47,45.0,,0.45,21.150000000000002
2018-08-28,51,45.0,,0.45,22.95
2018-08-29,58,45.0,,0.45,26.1
2018-08-30,43,45.0,,0.45,19.35
2018-08-31,55,45.0,,0.45,24.75
2018-09-01,51,51.0,False,0.51,26.01
2018-09-02,44,51.0,,0.51,22.44
2018-09-03,72,51.0,,0.51,36.72
2018-09-04,100,51.0,,0.51,51.0
2018-09-05,75,51.0,,0.51,38.25
2018-09-06,75,51.0,,0.51,38.25
2018-09-07,69,51.0,,0.51,35.19
2018-09-08,58,51.0,,0.51,29.580000000000002
2018-09-09,50,51.0,,0.51,25.5
2018-09-10,57,51.0,,0.51,29.07
2018-09-11,59,51.0,,0.51,30.09
2018-09-12,52,51.0,,0.51,26.52
2018-09-13,52,51.0,,0.51,26.52
2018-09-14,59,51.0,,0.51,30.09
2018-09-15,60,51.0,,0.51,30.6
2018-09-16,52,51.0,,0.51,26.52
2018-09-17,53,51.0,,0.51,27.03
2018-09-18,48,51.0,,0.51,24.48
2018-09-19,56,51.0,,0.51,28.560000000000002
2018-09-20,55,51.0,,0.51,28.05
2018-09-21,56,51.0,,0.51,28.560000000000002
2018-09-22,41,51.0,,0.51,20.91
2018-09-23,42,51.0,,0.51,21.42
2018-09-24,57,51.0,,0.51,29.07
2018-09-25,59,51.0,,0.51,30.09
2018-09-26,60,51.0,,0.51,30.6
2018-09-27,58,51.0,,0.51,29.580000000000002
2018-09-28,63,51.0,,0.51,32.13
2018-09-29,46,51.0,,0.51,23.46
2018-09-30,43,51.0,,0.51,21.93
2018-10-01,86,49.0,False,0.49,42.14
2018-10-02,73,49.0,,0.49,35.769999999999996
2018-10-03,81,49.0,,0.49,39.69
2018-10-04,88,49.0,,0.49,43.12
2018-10-05,84,49.0,,0.49,41.16
2018-10-06,68,49.0,,0.49,33.32
2018-10-07,75,49.0,,0.49,36.75
2018-10-08,77,49.0,,0.49,37.73
2018-10-09,88,49.0,,0.49,43.12
2018-10-10,84,49.0,,0.49,41.16
2018-10-11,84,49.0,,0.49,41.16
2018-10-12,100,49.0,,0.49,49.0
2018-10-13,71,49.0,,0.49,34.79
2018-10-14,69,49.0,,0.49,33.81
2018-10-15,99,49.0,,0.49,48.51
2018-10-16,86,49.0,,0.49,42.14
2018-10-17,81,49.0,,0.49,39.69
2018-10-18,77,49.0,,0.49,37.73
2018-10-19,82,49.0,,0.49,40.18
2018-10-20,77,49.0,,0.49,37.73
2018-10-21,71,49.0,,0.49,34.79
2018-10-22,79,49.0,,0.49,38.71
2018-10-23,88,49.0,,0.49,43.12
2018-10-24,85,49.0,,0.49,41.65
2018-10-25,83,49.0,,0.49,40.67
2018-10-26,87,49.0,,0.49,42.63
2018-10-27,74,49.0,,0.49,36.26
2018-10-28,78,49.0,,0.49,38.22
2018-10-29,95,49.0,,0.49,46.55
2018-10-30,90,49.0,,0.49,44.1
2018-10-31,82,49.0,,0.49,40.18
2018-11-01,67,50.0,False,0.5,33.5
2018-11-02,63,50.0,,0.5,31.5
2018-11-03,60,50.0,,0.5,30.0
2018-11-04,61,50.0,,0.5,30.5
2018-11-05,62,50.0,,0.5,31.0
2018-11-06,59,50.0,,0.5,29.5
2018-11-07,100,50.0,,0.5,50.0
2018-11-08,93,50.0,,0.5,46.5
2018-11-09,86,50.0,,0.5,43.0
2018-11-10,57,50.0,,0.5,28.5
2018-11-11,57,50.0,,0.5,28.5
2018-11-12,68,50.0,,0.5,34.0
2018-11-13,72,50.0,,0.5,36.0
2018-11-14,67,50.0,,0.5,33.5
2018-11-15,72,50.0,,0.5,36.0
2018-11-16,66,50.0,,0.5,33.0
2018-11-17,54,50.0,,0.5,27.0
2018-11-18,57,50.0,,0.5,28.5
2018-11-19,61,50.0,,0.5,30.5
2018-11-20,67,50.0,,0.5,33.5
2018-11-21,61,50.0,,0.5,30.5
2018-11-22,50,50.0,,0.5,25.0
2018-11-23,55,50.0,,0.5,27.5
2018-11-24,57,50.0,,0.5,28.5
2018-11-25,59,50.0,,0.5,29.5
2018-11-26,65,50.0,,0.5,32.5
2018-11-27,61,50.0,,0.5,30.5
2018-11-28,64,50.0,,0.5,32.0
2018-11-29,71,50.0,,0.5,35.5
2018-11-30,62,50.0,,0.5,31.0
2018-12-01,78,48.0,False,0.48,37.44
2018-12-02,71,48.0,,0.48,34.08
2018-12-03,91,48.0,,0.48,43.68
2018-12-04,93,48.0,,0.48,44.64
2018-12-05,95,48.0,,0.48,45.6
2018-12-06,93,48.0,,0.48,44.64
2018-12-07,90,48.0,,0.48,43.199999999999996
2018-12-08,67,48.0,,0.48,32.16
2018-12-09,81,48.0,,0.48,38.879999999999995
2018-12-10,90,48.0,,0.48,43.199999999999996
2018-12-11,100,48.0,,0.48,48.0
2018-12-12,91,48.0,,0.48,43.68
2018-12-13,88,48.0,,0.48,42.239999999999995
2018-12-14,91,48.0,,0.48,43.68
2018-12-15,70,48.0,,0.48,33.6
2018-12-16,89,48.0,,0.48,42.72
2018-12-17,89,48.0,,0.48,42.72
2018-12-18,89,48.0,,0.48,42.72
2018-12-19,87,48.0,,0.48,41.76
2018-12-20,77,48.0,,0.48,36.96
2018-12-21,85,48.0,,0.48,40.8
2018-12-22,72,48.0,,0.48,34.56
2018-12-23,72,48.0,,0.48,34.56
2018-12-24,93,48.0,,0.48,44.64
2018-12-25,94,48.0,,0.48,45.12
2018-12-26,96,48.0,,0.48,46.08
2018-12-27,99,48.0,,0.48,47.519999999999996
2018-12-28,87,48.0,,0.48,41.76
2018-12-29,81,48.0,,0.48,38.879999999999995
2018-12-30,89,48.0,,0.48,42.72
2018-12-31,99,48.0,,0.48,47.519999999999996
2019-01-01,86,53.0,False,0.53,45.580000000000005
2019-01-02,78,53.0,,0.53,41.34
2019-01-03,84,53.0,,0.53,44.52
2019-01-04,91,53.0,,0.53,48.230000000000004
2019-01-05,93,53.0,,0.53,49.29
2019-01-06,86,53.0,,0.53,45.580000000000005
2019-01-07,96,53.0,,0.53,50.88
2019-01-08,94,53.0,,0.53,49.82
2019-01-09,100,53.0,,0.53,53.0
2019-01-10,81,53.0,,0.53,42.93
2019-01-11,96,53.0,,0.53,50.88
2019-01-12,97,53.0,,0.53,51.410000000000004
2019-01-13,92,53.0,,0.53,48.760000000000005
2019-01-14,95,53.0,,0.53,50.35
2019-01-15,93,53.0,,0.53,49.29
2019-01-16,95,53.0,,0.53,50.35
2019-01-17,94,53.0,,0.53,49.82
2019-01-18,89,53.0,,0.53,47.17
2019-01-19,75,53.0,,0.53,39.75
2019-01-20,75,53.0,,0.53,39.75
2019-01-21,79,53.0,,0.53,41.870000000000005
2019-01-22,88,53.0,,0.53,46.64
2019-01-23,87,53.0,,0.53,46.11
2019-01-24,81,53.0,,0.53,42.93
2019-01-25,95,53.0,,0.53,50.35
2019-01-26,95,53.0,,0.53,50.35
2019-01-27,91,53.0,,0.53,48.230000000000004
2019-01-28,83,53.0,,0.53,43.99
2019-01-29,85,53.0,,0.53,45.050000000000004
2019-01-30,95,53.0,,0.53,50.35
2019-01-31,90,53.0,,0.53,47.7
2019-02-01,65,54.0,False,0.54,35.1
2019-02-02,68,54.0,,0.54,36.72
2019-02-03,61,54.0,,0.54,32.940000000000005
2019-02-04,79,54.0,,0.54,42.660000000000004
2019-02-05,100,54.0,,0.54,54.0
2019-02-06,96,54.0,,0.54,51.84
2019-02-07,79,54.0,,0.54,42.660000000000004
2019-02-08,65,54.0,,0.54,35.1
2019-02-09,60,54.0,,0.54,32.400000000000006
2019-02-10,69,54.0,,0.54,37.260000000000005
2019-02-11,78,54.0,,0.54,42.120000000000005
2019-02-12,70,54.0,,0.54,37.800000000000004
2019-02-13,68,54.0,,0.54,36.72
2019-02-14,69,54.0,,0.54,37.260000000000005
2019-02-15,73,54.0,,0.54,39.42
2019-02-16,66,54.0,,0.54,35.64
2019-02-17,66,54.0,,0.54,35.64
2019-02-18,67,54.0,,0.54,36.18
2019-02-19,70,54.0,,0.54,37.800000000000004
2019-02-20,68,54.0,,0.54,36.72
2019-02-21,69,54.0,,0.54,37.260000000000005
2019-02-22,75,54.0,,0.54,40.5
2019-02-23,58,54.0,,0.54,31.32
2019-02-24,67,54.0,,0.54,36.18
2019-02-25,82,54.0,,0.54,44.28
2019-02-26,65,54.0,,0.54,35.1
2019-02-27,70,54.0,,0.54,37.800000000000004
2019-02-28,70,54.0,,0.54,37.800000000000004
2019-03-01,73,51.0,False,0.51,37.230000000000004
2019-03-02,61,51.0,,0.51,31.11
2019-03-03,63,51.0,,0.51,32.13
2019-03-04,69,51.0,,0.51,35.19
2019-03-05,69,51.0,,0.51,35.19
2019-03-06,68,51.0,,0.51,34.68
2019-03-07,72,51.0,,0.51,36.72
2019-03-08,70,51.0,,0.51,35.7
2019-03-09,59,51.0,,0.51,30.09
2019-03-10,62,51.0,,0.51,31.62
2019-03-11,76,51.0,,0.51,38.76
2019-03-12,82,51.0,,0.51,41.82
2019-03-13,73,51.0,,0.51,37.230000000000004
2019-03-14,68,51.0,,0.51,34.68
2019-03-15,78,51.0,,0.51,39.78
2019-03-16,58,51.0,,0.51,29.580000000000002
2019-03-17,66,51.0,,0.51,33.660000000000004
2019-03-18,75,51.0,,0.51,38.25
2019-03-19,71,51.0,,0.51,36.21
2019-03-20,100,51.0,,0.51,51.0
2019-03-21,86,51.0,,0.51,43.86
2019-03-22,72,51.0,,0.51,36.72
2019-03-23,62,51.0,,0.51,31.62
2019-03-24,67,51.0,,0.51,34.17
2019-03-25,75,51.0,,0.51,38.25
2019-03-26,79,51.0,,0.51,40.29
2019-03-27,72,51.0,,0.51,36.72
2019-03-28,67,51.0,,0.51,34.17
2019-03-29,75,51.0,,0.51,38.25
2019-03-30,58,51.0,,0.51,29.580000000000002
2019-03-31,60,51.0,,0.51,30.6
2019-04-01,44,61.0,False,0.61,26.84
2019-04-02,43,61.0,,0.61,26.23
2019-04-03,38,61.0,,0.61,23.18
2019-04-04,45,61.0,,0.61,27.45
2019-04-05,40,61.0,,0.61,24.4
2019-04-06,33,61.0,,0.61,20.13
2019-04-07,36,61.0,,0.61,21.96
2019-04-08,43,61.0,,0.61,26.23
2019-04-09,46,61.0,,0.61,28.06
2019-04-10,41,61.0,,0.61,25.009999999999998
2019-04-11,46,61.0,,0.61,28.06
2019-04-12,100,61.0,,0.61,61.0
2019-04-13,41,61.0,,0.61,25.009999999999998
2019-04-14,42,61.0,,0.61,25.62
2019-04-15,56,61.0,,0.61,34.16
2019-04-16,56,61.0,,0.61,34.16
2019-04-17,58,61.0,,0.61,35.38
2019-04-18,51,61.0,,0.61,31.11
2019-04-19,37,61.0,,0.61,22.57
2019-04-20,40,61.0,,0.61,24.4
2019-04-21,36,61.0,,0.61,21.96
2019-04-22,47,61.0,,0.61,28.669999999999998
2019-04-23,48,61.0,,0.61,29.28
2019-04-24,48,61.0,,0.61,29.28
2019-04-25,49,61.0,,0.61,29.89
2019-04-26,53,61.0,,0.61,32.33
2019-04-27,43,61.0,,0.61,26.23
2019-04-28,43,61.0,,0.61,26.23
2019-04-29,81,61.0,,0.61,49.41
2019-04-30,53,61.0,,0.61,32.33
2019-05-01,77,59.0,False,0.59,45.43
2019-05-02,78,59.0,,0.59,46.019999999999996
2019-05-03,68,59.0,,0.59,40.12
2019-05-04,55,59.0,,0.59,32.449999999999996
2019-05-05,59,59.0,,0.59,34.809999999999995
2019-05-06,75,59.0,,0.59,44.25
2019-05-07,79,59.0,,0.59,46.61
2019-05-08,100,59.0,,0.59,59.0
2019-05-09,88,59.0,,0.59,51.919999999999995
2019-05-10,80,59.0,,0.59,47.199999999999996
2019-05-11,56,59.0,,0.59,33.04
2019-05-12,64,59.0,,0.59,37.76
2019-05-13,78,59.0,,0.59,46.019999999999996
2019-05-14,71,59.0,,0.59,41.89
2019-05-15,67,59.0,,0.59,39.53
2019-05-16,61,59.0,,0.59,35.989999999999995
2019-05-17,60,59.0,,0.59,35.4
2019-05-18,53,59.0,,0.59,31.27
2019-05-19,55,59.0,,0.59,32.449999999999996
2019-05-20,66,59.0,,0.59,38.94
2019-05-21,66,59.0,,0.59,38.94
2019-05-22,69,59.0,,0.59,40.71
2019-05-23,58,59.0,,0.59,34.22
2019-05-24,55,59.0,,0.59,32.449999999999996
2019-05-25,41,59.0,,0.59,24.189999999999998
2019-05-26,48,59.0,,0.59,28.32
2019-05-27,54,59.0,,0.59,31.86
2019-05-28,61,59.0,,0.59,35.989999999999995
2019-05-29,54,59.0,,0.59,31.86
2019-05-30,61,59.0,,0.59,35.989999999999995
2019-05-31,62,59.0,,0.59,36.58
2019-06-01,77,53.0,False,0.53,40.81
2019-06-02,70,53.0,,0.53,37.1
2019-06-03,72,53.0,,0.53,38.160000000000004
2019-06-04,86,53.0,,0.53,45.580000000000005
2019-06-05,73,53.0,,0.53,38.690000000000005
2019-06-06,87,53.0,,0.53,46.11
2019-06-07,82,53.0,,0.53,43.46
2019-06-08,71,53.0,,0.53,37.63
2019-06-09,54,53.0,,0.53,28.62
2019-06-10,83,53.0,,0.53,43.99
2019-06-11,75,53.0,,0.53,39.75
2019-06-12,71,53.0,,0.53,37.63
2019-06-13,100,53.0,,0.53,53.0
2019-06-14,89,53.0,,0.53,47.17
2019-06-15,64,53.0,,0.53,33.92
2019-06-16,75,53.0,,0.53,39.75
2019-06-17,86,53.0,,0.53,45.580000000000005
2019-06-18,89,53.0,,0.53,47.17
2019-06-19,78,53.0,,0.53,41.34
2019-06-20,82,53.0,,0.53,43.46
2019-06-21,85,53.0,,0.53,45.050000000000004
2019-06-22,61,53.0,,0.53,32.33
2019-06-23,61,53.0,,0.53,32.33
2019-06-24,75,53.0,,0.53,39.75
2019-06-25,76,53.0,,0.53,40.28
2019-06-26,74,53.0,,0.53,39.22
2019-06-27,79,53.0,,0.53,41.870000000000005
2019-06-28,83,53.0,,0.53,43.99
2019-06-29,74,53.0,,0.53,39.22
2019-06-30,66,53.0,,0.53,34.980000000000004
2019-07-01,91,55.0,False,0.55,50.050000000000004
2019-07-02,87,55.0,,0.55,47.85
2019-07-03,92,55.0,,0.55,50.6
2019-07-04,71,55.0,,0.55,39.050000000000004
2019-07-05,78,55.0,,0.55,42.900000000000006
2019-07-06,63,55.0,,0.55,34.650000000000006
2019-07-07,94,55.0,,0.55,51.7
2019-07-08,88,55.0,,0.55,48.400000000000006
2019-07-09,78,55.0,,0.55,42.900000000000006
2019-07-10,100,55.0,,0.55,55.00000000000001
2019-07-11,85,55.0,,0.55,46.75000000000001
2019-07-12,91,55.0,,0.55,50.050000000000004
2019-07-13,82,55.0,,0.55,45.1
2019-07-14,66,55.0,,0.55,36.300000000000004
2019-07-15,80,55.0,,0.55,44.0
2019-07-16,81,55.0,,0.55,44.550000000000004
2019-07-17,83,55.0,,0.55,45.650000000000006
2019-07-18,83,55.0,,0.55,45.650000000000006
2019-07-19,81,55.0,,0.55,44.550000000000004
2019-07-20,63,55.0,,0.55,34.650000000000006
2019-07-21,78,55.0,,0.55,42.900000000000006
2019-07-22,90,55.0,,0.55,49.50000000000001
2019-07-23,89,55.0,,0.55,48.95
2019-07-24,82,55.0,,0.55,45.1
2019-07-25,80,55.0,,0.55,44.0
2019-07-26,87,55.0,,0.55,47.85
2019-07-27,67,55.0,,0.55,36.85
2019-07-28,71,55.0,,0.55,39.050000000000004
2019-07-29,89,55.0,,0.55,48.95
2019-07-30,85,55.0,,0.55,46.75000000000001
2019-07-31,95,55.0,,0.55,52.25000000000001
2019-08-01,49,58.0,False,0.58,28.419999999999998
2019-08-02,52,58.0,,0.58,30.159999999999997
2019-08-03,50,58.0,,0.58,28.999999999999996
2019-08-04,46,58.0,,0.58,26.68
2019-08-05,60,58.0,,0.58,34.8
2019-08-06,93,58.0,,0.58,53.94
2019-08-07,100,58.0,,0.58,57.99999999999999
2019-08-08,68,58.0,,0.58,39.44
2019-08-09,58,58.0,,0.58,33.64
2019-08-10,48,58.0,,0.58,27.839999999999996
2019-08-11,49,58.0,,0.58,28.419999999999998
2019-08-12,56,58.0,,0.58,32.48
2019-08-13,65,58.0,,0.58,37.699999999999996
2019-08-14,58,58.0,,0.58,33.64
2019-08-15,57,58.0,,0.58,33.059999999999995
2019-08-16,60,58.0,,0.58,34.8
2019-08-17,47,58.0,,0.58,27.259999999999998
2019-08-18,48,58.0,,0.58,27.839999999999996
2019-08-19,60,58.0,,0.58,34.8
2019-08-20,59,58.0,,0.58,34.22
2019-08-21,62,58.0,,0.58,35.96
2019-08-22,58,58.0,,0.58,33.64
2019-08-23,53,58.0,,0.58,30.74
2019-08-24,45,58.0,,0.58,26.099999999999998
2019-08-25,57,58.0,,0.58,33.059999999999995
2019-08-26,64,58.0,,0.58,37.12
2019-08-27,64,58.0,,0.58,37.12
2019-08-28,62,58.0,,0.58,35.96
2019-08-29,67,58.0,,0.58,38.86
