date,GOLD_unscaled,GOLD_monthly,isPartial,scale,GOLD
2018-01-04,84,74.0,,0.74,62.16
2018-01-05,88,74.0,,0.74,65.12
2018-01-06,100,74.0,,0.74,74.0
2018-01-07,94,74.0,,0.74,69.56
2018-01-08,81,74.0,,0.74,59.94
2018-01-09,81,74.0,,0.74,59.94
2018-01-10,83,74.0,,0.74,61.42
2018-01-11,79,74.0,,0.74,58.46
2018-01-12,83,74.0,,0.74,61.42
2018-01-13,95,74.0,,0.74,70.3
2018-01-14,89,74.0,,0.74,65.86
2018-01-15,88,74.0,,0.74,65.12
2018-01-16,83,74.0,,0.74,61.42
2018-01-17,83,74.0,,0.74,61.42
2018-01-18,81,74.0,,0.74,59.94
2018-01-19,82,74.0,,0.74,60.68
2018-01-20,92,74.0,,0.74,68.08
2018-01-21,86,74.0,,0.74,63.64
2018-01-22,80,74.0,,0.74,59.2
2018-01-23,82,74.0,,0.74,60.68
2018-01-24,85,74.0,,0.74,62.9
2018-01-25,82,74.0,,0.74,60.68
2018-01-26,87,74.0,,0.74,64.38
2018-01-27,93,74.0,,0.74,68.82
2018-01-28,98,74.0,,0.74,72.52
2018-01-29,85,74.0,,0.74,62.9
2018-01-30,85,74.0,,0.74,62.9
2018-01-31,83,74.0,,0.74,61.42
2018-02-01,61,88.0,False,0.88,53.68
2018-02-02,61,88.0,,0.88,53.68
2018-02-03,70,88.0,,0.88,61.6
2018-02-04,65,88.0,,0.88,57.2
2018-02-05,58,88.0,,0.88,51.04
2018-02-06,66,88.0,,0.88,58.08
2018-02-07,62,88.0,,0.88,54.56
2018-02-08,64,88.0,,0.88,56.32
2018-02-09,68,88.0,,0.88,59.84
2018-02-10,76,88.0,,0.88,66.88
2018-02-11,91,88.0,,0.88,80.08
2018-02-12,85,88.0,,0.88,74.8
2018-02-13,91,88.0,,0.88,80.08
2018-02-14,100,88.0,,0.88,88.0
2018-02-15,81,88.0,,0.88,71.28
2018-02-16,77,88.0,,0.88,67.76
2018-02-17,89,88.0,,0.88,78.32000000000001
2018-02-18,79,88.0,,0.88,69.52
2018-02-19,75,88.0,,0.88,66.0
2018-02-20,75,88.0,,0.88,66.0
2018-02-21,75,88.0,,0.88,66.0
2018-02-22,89,88.0,,0.88,78.32000000000001
2018-02-23,86,88.0,,0.88,75.68
2018-02-24,98,88.0,,0.88,86.24
2018-02-25,94,88.0,,0.88,82.72
2018-02-26,76,88.0,,0.88,66.88
2018-02-27,65,88.0,,0.88,57.2
2018-02-28,64,88.0,,0.88,56.32
2018-03-01,87,73.0,False,0.73,63.51
2018-03-02,88,73.0,,0.73,64.24
2018-03-03,94,73.0,,0.73,68.62
2018-03-04,96,73.0,,0.73,70.08
2018-03-05,86,73.0,,0.73,62.78
2018-03-06,88,73.0,,0.73,64.24
2018-03-07,87,73.0,,0.73,63.51
2018-03-08,81,73.0,,0.73,59.129999999999995
2018-03-09,87,73.0,,0.73,63.51
2018-03-10,92,73.0,,0.73,67.16
2018-03-11,94,73.0,,0.73,68.62
2018-03-12,84,73.0,,0.73,61.32
2018-03-13,87,73.0,,0.73,63.51
2018-03-14,83,73.0,,0.73,60.589999999999996
2018-03-15,84,73.0,,0.73,61.32
2018-03-16,85,73.0,,0.73,62.05
2018-03-17,100,73.0,,0.73,73.0
2018-03-18,94,73.0,,0.73,68.62
2018-03-19,87,73.0,,0.73,63.51
2018-03-20,85,73.0,,0.73,62.05
2018-03-21,86,73.0,,0.73,62.78
2018-03-22,86,73.0,,0.73,62.78
2018-03-23,86,73.0,,0.73,62.78
2018-03-24,93,73.0,,0.73,67.89
2018-03-25,97,73.0,,0.73,70.81
2018-03-26,88,73.0,,0.73,64.24
2018-03-27,84,73.0,,0.73,61.32
2018-03-28,86,73.0,,0.73,62.78
2018-03-29,83,73.0,,0.73,60.589999999999996
2018-03-30,80,73.0,,0.73,58.4
2018-03-31,91,73.0,,0.73,66.42999999999999
2018-04-01,83,75.0,False,0.75,62.25
2018-04-02,87,75.0,,0.75,65.25
2018-04-03,85,75.0,,0.75,63.75
2018-04-04,85,75.0,,0.75,63.75
2018-04-05,88,75.0,,0.75,66.0
2018-04-06,91,75.0,,0.75,68.25
2018-04-07,97,75.0,,0.75,72.75
2018-04-08,100,75.0,,0.75,75.0
2018-04-09,91,75.0,,0.75,68.25
2018-04-10,90,75.0,,0.75,67.5
2018-04-11,86,75.0,,0.75,64.5
2018-04-12,87,75.0,,0.75,65.25
2018-04-13,87,75.0,,0.75,65.25
2018-04-14,94,75.0,,0.75,70.5
2018-04-15,96,75.0,,0.75,72.0
2018-04-16,88,75.0,,0.75,66.0
2018-04-17,88,75.0,,0.75,66.0
2018-04-18,88,75.0,,0.75,66.0
2018-04-19,89,75.0,,0.75,66.75
2018-04-20,85,75.0,,0.75,63.75
2018-04-21,97,75.0,,0.75,72.75
2018-04-22,97,75.0,,0.75,72.75
2018-04-23,86,75.0,,0.75,64.5
2018-04-24,91,75.0,,0.75,68.25
2018-04-25,85,75.0,,0.75,63.75
2018-04-26,86,75.0,,0.75,64.5
2018-04-27,83,75.0,,0.75,62.25
2018-04-28,89,75.0,,0.75,66.75
2018-04-29,91,75.0,,0.75,68.25
2018-04-30,83,75.0,,0.75,62.25
2018-05-01,74,72.0,False,0.72,53.28
2018-05-02,72,72.0,,0.72,51.839999999999996
2018-05-03,75,72.0,,0.72,54.0
2018-05-04,74,72.0,,0.72,53.28
2018-05-05,82,72.0,,0.72,59.04
2018-05-06,82,72.0,,0.72,59.04
2018-05-07,80,72.0,,0.72,57.599999999999994
2018-05-08,74,72.0,,0.72,53.28
2018-05-09,72,72.0,,0.72,51.839999999999996
2018-05-10,72,72.0,,0.72,51.839999999999996
2018-05-11,76,72.0,,0.72,54.72
2018-05-12,82,72.0,,0.72,59.04
2018-05-13,79,72.0,,0.72,56.879999999999995
2018-05-14,77,72.0,,0.72,55.44
2018-05-15,78,72.0,,0.72,56.16
2018-05-16,88,72.0,,0.72,63.36
2018-05-17,100,72.0,,0.72,72.0
2018-05-18,92,72.0,,0.72,66.24
2018-05-19,89,72.0,,0.72,64.08
2018-05-20,87,72.0,,0.72,62.64
2018-05-21,82,72.0,,0.72,59.04
2018-05-22,77,72.0,,0.72,55.44
2018-05-23,75,72.0,,0.72,54.0
2018-05-24,76,72.0,,0.72,54.72
2018-05-25,74,72.0,,0.72,53.28
2018-05-26,80,72.0,,0.72,57.599999999999994
2018-05-27,82,72.0,,0.72,59.04
2018-05-28,85,72.0,,0.72,61.199999999999996
2018-05-29,77,72.0,,0.72,55.44
2018-05-30,74,72.0,,0.72,53.28
2018-05-31,74,72.0,,0.72,53.28
2018-06-01,91,70.0,False,0.7,63.699999999999996
2018-06-02,93,70.0,,0.7,65.1
2018-06-03,100,70.0,,0.7,70.0
2018-06-04,94,70.0,,0.7,65.8
2018-06-05,86,70.0,,0.7,60.199999999999996
2018-06-06,90,70.0,,0.7,62.99999999999999
2018-06-07,90,70.0,,0.7,62.99999999999999
2018-06-08,88,70.0,,0.7,61.599999999999994
2018-06-09,95,70.0,,0.7,66.5
2018-06-10,94,70.0,,0.7,65.8
2018-06-11,93,70.0,,0.7,65.1
2018-06-12,93,70.0,,0.7,65.1
2018-06-13,95,70.0,,0.7,66.5
2018-06-14,89,70.0,,0.7,62.3
2018-06-15,88,70.0,,0.7,61.599999999999994
2018-06-16,97,70.0,,0.7,67.89999999999999
2018-06-17,93,70.0,,0.7,65.1
2018-06-18,85,70.0,,0.7,59.49999999999999
2018-06-19,87,70.0,,0.7,60.9
2018-06-20,88,70.0,,0.7,61.599999999999994
2018-06-21,85,70.0,,0.7,59.49999999999999
2018-06-22,85,70.0,,0.7,59.49999999999999
2018-06-23,94,70.0,,0.7,65.8
2018-06-24,97,70.0,,0.7,67.89999999999999
2018-06-25,92,70.0,,0.7,64.39999999999999
2018-06-26,91,70.0,,0.7,63.699999999999996
2018-06-27,92,70.0,,0.7,64.39999999999999
2018-06-28,93,70.0,,0.7,65.1
2018-06-29,88,70.0,,0.7,61.599999999999994
2018-06-30,88,70.0,,0.7,61.599999999999994
2018-07-01,71,72.0,False,0.72,51.12
2018-07-02,68,72.0,,0.72,48.96
2018-07-03,68,72.0,,0.72,48.96
2018-07-04,66,72.0,,0.72,47.519999999999996
2018-07-05,66,72.0,,0.72,47.519999999999996
2018-07-06,70,72.0,,0.72,50.4
2018-07-07,69,72.0,,0.72,49.68
2018-07-08,75,72.0,,0.72,54.0
2018-07-09,71,72.0,,0.72,51.12
2018-07-10,71,72.0,,0.72,51.12
2018-07-11,70,72.0,,0.72,50.4
2018-07-12,69,72.0,,0.72,49.68
2018-07-13,68,72.0,,0.72,48.96
2018-07-14,72,72.0,,0.72,51.839999999999996
2018-07-15,77,72.0,,0.72,55.44
2018-07-16,74,72.0,,0.72,53.28
2018-07-17,73,72.0,,0.72,52.559999999999995
2018-07-18,75,72.0,,0.72,54.0
2018-07-19,76,72.0,,0.72,54.72
2018-07-20,75,72.0,,0.72,54.0
2018-07-21,78,72.0,,0.72,56.16
2018-07-22,100,72.0,,0.72,72.0
2018-07-23,80,72.0,,0.72,57.599999999999994
2018-07-24,81,72.0,,0.72,58.32
2018-07-25,71,72.0,,0.72,51.12
2018-07-26,74,72.0,,0.72,53.28
2018-07-27,74,72.0,,0.72,53.28
2018-07-28,79,72.0,,0.72,56.879999999999995
2018-07-29,80,72.0,,0.72,57.599999999999994
2018-07-30,74,72.0,,0.72,53.28
2018-07-31,71,72.0,,0.72,51.12
2018-08-01,89,71.0,False,0.71,63.19
2018-08-02,89,71.0,,0.71,63.19
2018-08-03,88,71.0,,0.71,62.48
2018-08-04,95,71.0,,0.71,67.45
2018-08-05,93,71.0,,0.71,66.03
2018-08-06,91,71.0,,0.71,64.61
2018-08-07,89,71.0,,0.71,63.19
2018-08-08,89,71.0,,0.71,63.19
2018-08-09,84,71.0,,0.71,59.64
2018-08-10,85,71.0,,0.71,60.349999999999994
2018-08-11,92,71.0,,0.71,65.32
2018-08-12,96,71.0,,0.71,68.16
2018-08-13,89,71.0,,0.71,63.19
2018-08-14,89,71.0,,0.71,63.19
2018-08-15,92,71.0,,0.71,65.32
2018-08-16,88,71.0,,0.71,62.48
2018-08-17,91,71.0,,0.71,64.61
2018-08-18,100,71.0,,0.71,71.0
2018-08-19,98,71.0,,0.71,69.58
2018-08-20,89,71.0,,0.71,63.19
2018-08-21,84,71.0,,0.71,59.64
2018-08-22,81,71.0,,0.71,57.51
2018-08-23,83,71.0,,0.71,58.93
2018-08-24,84,71.0,,0.71,59.64
2018-08-25,88,71.0,,0.71,62.48
2018-08-26,93,71.0,,0.71,66.03
2018-08-27,88,71.0,,0.71,62.48
2018-08-28,87,71.0,,0.71,61.769999999999996
2018-08-29,85,71.0,,0.71,60.349999999999994
2018-08-30,84,71.0,,0.71,59.64
2018-08-31,81,71.0,,0.71,57.51
2018-09-01,95,68.0,False,0.68,64.60000000000001
2018-09-02,100,68.0,,0.68,68.0
2018-09-03,96,68.0,,0.68,65.28
2018-09-04,89,68.0,,0.68,60.52
2018-09-05,86,68.0,,0.68,58.480000000000004
2018-09-06,83,68.0,,0.68,56.440000000000005
2018-09-07,83,68.0,,0.68,56.440000000000005
2018-09-08,90,68.0,,0.68,61.2
2018-09-09,91,68.0,,0.68,61.88
2018-09-10,89,68.0,,0.68,60.52
2018-09-11,84,68.0,,0.68,57.120000000000005
2018-09-12,86,68.0,,0.68,58.480000000000004
2018-09-13,85,68.0,,0.68,57.800000000000004
2018-09-14,87,68.0,,0.68,59.160000000000004
2018-09-15,94,68.0,,0.68,63.92
2018-09-16,92,68.0,,0.68,62.56
2018-09-17,89,68.0,,0.68,60.52
2018-09-18,88,68.0,,0.68,59.84
2018-09-19,87,68.0,,0.68,59.160000000000004
2018-09-20,91,68.0,,0.68,61.88
2018-09-21,86,68.0,,0.68,58.480000000000004
2018-09-22,98,68.0,,0.68,66.64
2018-09-23,97,68.0,,0.68,65.96000000000001
2018-09-24,88,68.0,,0.68,59.84
2018-09-25,89,68.0,,0.68,60.52
2018-09-26,89,68.0,,0.68,60.52
2018-09-27,83,68.0,,0.68,56.440000000000005
2018-09-28,83,68.0,,0.68,56.440000000000005
2018-09-29,94,68.0,,0.68,63.92
2018-09-30,94,68.0,,0.68,63.92
2018-10-01,96,67.0,False,0.67,64.32000000000001
2018-10-02,96,67.0,,0.67,64.32000000000001
2018-10-03,90,67.0,,0.67,60.300000000000004
2018-10-04,96,67.0,,0.67,64.32000000000001
2018-10-05,99,67.0,,0.67,66.33
2018-10-06,100,67.0,,0.67,67.0
2018-10-07,99,67.0,,0.67,66.33
2018-10-08,96,67.0,,0.67,64.32000000000001
2018-10-09,96,67.0,,0.67,64.32000000000001
2018-10-10,95,67.0,,0.67,63.650000000000006
2018-10-11,99,67.0,,0.67,66.33
2018-10-12,97,67.0,,0.67,64.99000000000001
2018-10-13,97,67.0,,0.67,64.99000000000001
2018-10-14,96,67.0,,0.67,64.32000000000001
2018-10-15,97,67.0,,0.67,64.99000000000001
2018-10-16,94,67.0,,0.67,62.980000000000004
2018-10-17,91,67.0,,0.67,60.970000000000006
2018-10-18,89,67.0,,0.67,59.63
2018-10-19,93,67.0,,0.67,62.31
2018-10-20,92,67.0,,0.67,61.64
2018-10-21,96,67.0,,0.67,64.32000000000001
2018-10-22,92,67.0,,0.67,61.64
2018-10-23,94,67.0,,0.67,62.980000000000004
2018-10-24,89,67.0,,0.67,59.63
2018-10-25,94,67.0,,0.67,62.980000000000004
2018-10-26,93,67.0,,0.67,62.31
2018-10-27,97,67.0,,0.67,64.99000000000001
2018-10-28,94,67.0,,0.67,62.980000000000004
2018-10-29,100,67.0,,0.67,67.0
2018-10-30,98,67.0,,0.67,65.66000000000001
2018-10-31,90,67.0,,0.67,60.300000000000004
2018-11-01,68,74.0,False,0.74,50.32
2018-11-02,73,74.0,,0.74,54.019999999999996
2018-11-03,80,74.0,,0.74,59.2
2018-11-04,80,74.0,,0.74,59.2
2018-11-05,84,74.0,,0.74,62.16
2018-11-06,71,74.0,,0.74,52.54
2018-11-07,65,74.0,,0.74,48.1
2018-11-08,72,74.0,,0.74,53.28
2018-11-09,75,74.0,,0.74,55.5
2018-11-10,79,74.0,,0.74,58.46
2018-11-11,85,74.0,,0.74,62.9
2018-11-12,81,74.0,,0.74,59.94
2018-11-13,75,74.0,,0.74,55.5
2018-11-14,74,74.0,,0.74,54.76
2018-11-15,72,74.0,,0.74,53.28
2018-11-16,73,74.0,,0.74,54.019999999999996
2018-11-17,83,74.0,,0.74,61.42
2018-11-18,86,74.0,,0.74,63.64
2018-11-19,81,74.0,,0.74,59.94
2018-11-20,77,74.0,,0.74,56.98
2018-11-21,77,74.0,,0.74,56.98
2018-11-22,76,74.0,,0.74,56.24
2018-11-23,92,74.0,,0.74,68.08
2018-11-24,100,74.0,,0.74,74.0
2018-11-25,91,74.0,,0.74,67.34
2018-11-26,85,74.0,,0.74,62.9
2018-11-27,85,74.0,,0.74,62.9
2018-11-28,83,74.0,,0.74,61.42
2018-11-29,83,74.0,,0.74,61.42
2018-11-30,80,74.0,,0.74,59.2
2018-12-01,89,77.0,False,0.77,68.53
2018-12-02,91,77.0,,0.77,70.07000000000001
2018-12-03,86,77.0,,0.77,66.22
2018-12-04,87,77.0,,0.77,66.99
2018-12-05,87,77.0,,0.77,66.99
2018-12-06,85,77.0,,0.77,65.45
2018-12-07,87,77.0,,0.77,66.99
2018-12-08,96,77.0,,0.77,73.92
2018-12-09,97,77.0,,0.77,74.69
2018-12-10,86,77.0,,0.77,66.22
2018-12-11,87,77.0,,0.77,66.99
2018-12-12,89,77.0,,0.77,68.53
2018-12-13,87,77.0,,0.77,66.99
2018-12-14,88,77.0,,0.77,67.76
2018-12-15,97,77.0,,0.77,74.69
2018-12-16,96,77.0,,0.77,73.92
2018-12-17,92,77.0,,0.77,70.84
2018-12-18,89,77.0,,0.77,68.53
2018-12-19,89,77.0,,0.77,68.53
2018-12-20,88,77.0,,0.77,67.76
2018-12-21,90,77.0,,0.77,69.3
2018-12-22,91,77.0,,0.77,70.07000000000001
2018-12-23,87,77.0,,0.77,66.99
2018-12-24,88,77.0,,0.77,67.76
2018-12-25,94,77.0,,0.77,72.38
2018-12-26,100,77.0,,0.77,77.0
2018-12-27,93,77.0,,0.77,71.61
2018-12-28,91,77.0,,0.77,70.07000000000001
2018-12-29,94,77.0,,0.77,72.38
2018-12-30,89,77.0,,0.77,68.53
2018-12-31,86,77.0,,0.77,66.22
2019-01-01,88,72.0,False,0.72,63.36
2019-01-02,90,72.0,,0.72,64.8
2019-01-03,91,72.0,,0.72,65.52
2019-01-04,95,72.0,,0.72,68.39999999999999
2019-01-05,98,72.0,,0.72,70.56
2019-01-06,100,72.0,,0.72,72.0
2019-01-07,87,72.0,,0.72,62.64
2019-01-08,83,72.0,,0.72,59.76
2019-01-09,86,72.0,,0.72,61.919999999999995
2019-01-10,88,72.0,,0.72,63.36
2019-01-11,86,72.0,,0.72,61.919999999999995
2019-01-12,95,72.0,,0.72,68.39999999999999
2019-01-13,94,72.0,,0.72,67.67999999999999
2019-01-14,85,72.0,,0.72,61.199999999999996
2019-01-15,82,72.0,,0.72,59.04
2019-01-16,82,72.0,,0.72,59.04
2019-01-17,84,72.0,,0.72,60.48
2019-01-18,84,72.0,,0.72,60.48
2019-01-19,93,72.0,,0.72,66.96
2019-01-20,92,72.0,,0.72,66.24
2019-01-21,81,72.0,,0.72,58.32
2019-01-22,85,72.0,,0.72,61.199999999999996
2019-01-23,81,72.0,,0.72,58.32
2019-01-24,88,72.0,,0.72,63.36
2019-01-25,83,72.0,,0.72,59.76
2019-01-26,100,72.0,,0.72,72.0
2019-01-27,100,72.0,,0.72,72.0
2019-01-28,85,72.0,,0.72,61.199999999999996
2019-01-29,86,72.0,,0.72,61.919999999999995
2019-01-30,84,72.0,,0.72,60.48
2019-01-31,86,72.0,,0.72,61.919999999999995
2019-02-01,93,71.0,False,0.71,66.03
2019-02-02,99,71.0,,0.71,70.28999999999999
2019-02-03,99,71.0,,0.71,70.28999999999999
2019-02-04,85,71.0,,0.71,60.349999999999994
2019-02-05,89,71.0,,0.71,63.19
2019-02-06,85,71.0,,0.71,60.349999999999994
2019-02-07,91,71.0,,0.71,64.61
2019-02-08,92,71.0,,0.71,65.32
2019-02-09,98,71.0,,0.71,69.58
2019-02-10,100,71.0,,0.71,71.0
2019-02-11,95,71.0,,0.71,67.45
2019-02-12,90,71.0,,0.71,63.9
2019-02-13,86,71.0,,0.71,61.059999999999995
2019-02-14,85,71.0,,0.71,60.349999999999994
2019-02-15,86,71.0,,0.71,61.059999999999995
2019-02-16,98,71.0,,0.71,69.58
2019-02-17,98,71.0,,0.71,69.58
2019-02-18,93,71.0,,0.71,66.03
2019-02-19,86,71.0,,0.71,61.059999999999995
2019-02-20,89,71.0,,0.71,63.19
2019-02-21,89,71.0,,0.71,63.19
2019-02-22,86,71.0,,0.71,61.059999999999995
2019-02-23,100,71.0,,0.71,71.0
2019-02-24,98,71.0,,0.71,69.58
2019-02-25,89,71.0,,0.71,63.19
2019-02-26,93,71.0,,0.71,66.03
2019-02-27,91,71.0,,0.71,64.61
2019-02-28,86,71.0,,0.71,61.059999999999995
2019-03-01,86,71.0,False,0.71,61.059999999999995
2019-03-02,95,71.0,,0.71,67.45
2019-03-03,95,71.0,,0.71,67.45
2019-03-04,85,71.0,,0.71,60.349999999999994
2019-03-05,86,71.0,,0.71,61.059999999999995
2019-03-06,84,71.0,,0.71,59.64
2019-03-07,86,71.0,,0.71,61.059999999999995
2019-03-08,85,71.0,,0.71,60.349999999999994
2019-03-09,91,71.0,,0.71,64.61
2019-03-10,91,71.0,,0.71,64.61
2019-03-11,85,71.0,,0.71,60.349999999999994
2019-03-12,86,71.0,,0.71,61.059999999999995
2019-03-13,82,71.0,,0.71,58.22
2019-03-14,90,71.0,,0.71,63.9
2019-03-15,88,71.0,,0.71,62.48
2019-03-16,100,71.0,,0.71,71.0
2019-03-17,97,71.0,,0.71,68.86999999999999
2019-03-18,84,71.0,,0.71,59.64
2019-03-19,83,71.0,,0.71,58.93
2019-03-20,83,71.0,,0.71,58.93
2019-03-21,80,71.0,,0.71,56.8
2019-03-22,85,71.0,,0.71,60.349999999999994
2019-03-23,93,71.0,,0.71,66.03
2019-03-24,99,71.0,,0.71,70.28999999999999
2019-03-25,88,71.0,,0.71,62.48
2019-03-26,87,71.0,,0.71,61.769999999999996
2019-03-27,83,71.0,,0.71,58.93
2019-03-28,87,71.0,,0.71,61.769999999999996
2019-03-29,81,71.0,,0.71,57.51
2019-03-30,95,71.0,,0.71,67.45
2019-03-31,87,71.0,,0.71,61.769999999999996
2019-04-01,92,69.0,False,0.69,63.48
2019-04-02,91,69.0,,0.69,62.78999999999999
2019-04-03,92,69.0,,0.69,63.48
2019-04-04,92,69.0,,0.69,63.48
2019-04-05,92,69.0,,0.69,63.48
2019-04-06,99,69.0,,0.69,68.30999999999999
2019-04-07,97,69.0,,0.69,66.92999999999999
2019-04-08,91,69.0,,0.69,62.78999999999999
2019-04-09,87,69.0,,0.69,60.029999999999994
2019-04-10,93,69.0,,0.69,64.17
2019-04-11,91,69.0,,0.69,62.78999999999999
2019-04-12,89,69.0,,0.69,61.41
2019-04-13,100,69.0,,0.69,69.0
2019-04-14,98,69.0,,0.69,67.61999999999999
2019-04-15,87,69.0,,0.69,60.029999999999994
2019-04-16,88,69.0,,0.69,60.72
2019-04-17,92,69.0,,0.69,63.48
2019-04-18,90,69.0,,0.69,62.099999999999994
2019-04-19,89,69.0,,0.69,61.41
2019-04-20,93,69.0,,0.69,64.17
2019-04-21,92,69.0,,0.69,63.48
2019-04-22,87,69.0,,0.69,60.029999999999994
2019-04-23,86,69.0,,0.69,59.339999999999996
2019-04-24,91,69.0,,0.69,62.78999999999999
2019-04-25,86,69.0,,0.69,59.339999999999996
2019-04-26,86,69.0,,0.69,59.339999999999996
2019-04-27,93,69.0,,0.69,64.17
2019-04-28,92,69.0,,0.69,63.48
2019-04-29,92,69.0,,0.69,63.48
2019-04-30,91,69.0,,0.69,62.78999999999999
2019-05-01,91,68.0,False,0.68,61.88
2019-05-02,93,68.0,,0.68,63.24
2019-05-03,90,68.0,,0.68,61.2
2019-05-04,98,68.0,,0.68,66.64
2019-05-05,100,68.0,,0.68,68.0
2019-05-06,93,68.0,,0.68,63.24
2019-05-07,92,68.0,,0.68,62.56
2019-05-08,88,68.0,,0.68,59.84
2019-05-09,90,68.0,,0.68,61.2
2019-05-10,91,68.0,,0.68,61.88
2019-05-11,92,68.0,,0.68,62.56
2019-05-12,94,68.0,,0.68,63.92
2019-05-13,91,68.0,,0.68,61.88
2019-05-14,91,68.0,,0.68,61.88
2019-05-15,91,68.0,,0.68,61.88
2019-05-16,88,68.0,,0.68,59.84
2019-05-17,86,68.0,,0.68,58.480000000000004
2019-05-18,96,68.0,,0.68,65.28
2019-05-19,93,68.0,,0.68,63.24
2019-05-20,89,68.0,,0.68,60.52
2019-05-21,87,68.0,,0.68,59.160000000000004
2019-05-22,88,68.0,,0.68,59.84
2019-05-23,87,68.0,,0.68,59.160000000000004
2019-05-24,89,68.0,,0.68,60.52
2019-05-25,91,68.0,,0.68,61.88
2019-05-26,91,68.0,,0.68,61.88
2019-05-27,96,68.0,,0.68,65.28
2019-05-28,91,68.0,,0.68,61.88
2019-05-29,91,68.0,,0.68,61.88
2019-05-30,93,68.0,,0.68,63.24
2019-05-31,89,68.0,,0.68,60.52
2019-06-01,48,80.0,False,0.8,38.400000000000006
2019-06-02,52,80.0,,0.8,41.6
2019-06-03,47,80.0,,0.8,37.6
2019-06-04,46,80.0,,0.8,36.800000000000004
2019-06-05,48,80.0,,0.8,38.400000000000006
2019-06-06,48,80.0,,0.8,38.400000000000006
2019-06-07,48,80.0,,0.8,38.400000000000006
2019-06-08,50,80.0,,0.8,40.0
2019-06-09,52,80.0,,0.8,41.6
2019-06-10,50,80.0,,0.8,40.0
2019-06-11,49,80.0,,0.8,39.2
2019-06-12,49,80.0,,0.8,39.2
2019-06-13,49,80.0,,0.8,39.2
2019-06-14,51,80.0,,0.8,40.800000000000004
2019-06-15,57,80.0,,0.8,45.6
2019-06-16,65,80.0,,0.8,52.0
2019-06-17,59,80.0,,0.8,47.2
2019-06-18,61,80.0,,0.8,48.800000000000004
2019-06-19,64,80.0,,0.8,51.2
2019-06-20,68,80.0,,0.8,54.400000000000006
2019-06-21,62,80.0,,0.8,49.6
2019-06-22,69,80.0,,0.8,55.2
2019-06-23,77,80.0,,0.8,61.6
2019-06-24,68,80.0,,0.8,54.400000000000006
2019-06-25,69,80.0,,0.8,55.2
2019-06-26,70,80.0,,0.8,56.0
2019-06-27,69,80.0,,0.8,55.2
2019-06-28,59,80.0,,0.8,47.2
2019-06-29,68,80.0,,0.8,54.400000000000006
2019-06-30,100,80.0,,0.8,80.0
2019-07-01,71,78.0,False,0.78,55.38
2019-07-02,60,78.0,,0.78,46.800000000000004
2019-07-03,74,78.0,,0.78,57.72
2019-07-04,89,78.0,,0.78,69.42
2019-07-05,56,78.0,,0.78,43.68
2019-07-06,61,78.0,,0.78,47.58
2019-07-07,81,78.0,,0.78,63.18
2019-07-08,100,78.0,,0.78,78.0
2019-07-09,49,78.0,,0.78,38.22
2019-07-10,48,78.0,,0.78,37.44
2019-07-11,47,78.0,,0.78,36.660000000000004
2019-07-12,46,78.0,,0.78,35.88
2019-07-13,49,78.0,,0.78,38.22
2019-07-14,47,78.0,,0.78,36.660000000000004
2019-07-15,46,78.0,,0.78,35.88
2019-07-16,45,78.0,,0.78,35.1
2019-07-17,47,78.0,,0.78,36.660000000000004
2019-07-18,48,78.0,,0.78,37.44
2019-07-19,48,78.0,,0.78,37.44
2019-07-20,48,78.0,,0.78,37.44
2019-07-21,50,78.0,,0.78,39.0
2019-07-22,48,78.0,,0.78,37.44
2019-07-23,46,78.0,,0.78,35.88
2019-07-24,44,78.0,,0.78,34.32
2019-07-25,47,78.0,,0.78,36.660000000000004
2019-07-26,47,78.0,,0.78,36.660000000000004
2019-07-27,48,78.0,,0.78,37.44
2019-07-28,50,78.0,,0.78,39.0
2019-07-29,47,78.0,,0.78,36.660000000000004
2019-07-30,47,78.0,,0.78,36.660000000000004
2019-07-31,48,78.0,,0.78,37.44
2019-08-01,79,76.0,False,0.76,60.04
2019-08-02,79,76.0,,0.76,60.04
2019-08-03,78,76.0,,0.76,59.28
2019-08-04,78,76.0,,0.76,59.28
2019-08-05,83,76.0,,0.76,63.08
2019-08-06,79,76.0,,0.76,60.04
2019-08-07,88,76.0,,0.76,66.88
2019-08-08,89,76.0,,0.76,67.64
2019-08-09,96,76.0,,0.76,72.96000000000001
2019-08-10,100,76.0,,0.76,76.0
2019-08-11,95,76.0,,0.76,72.2
2019-08-12,91,76.0,,0.76,69.16
2019-08-13,89,76.0,,0.76,67.64
2019-08-14,91,76.0,,0.76,69.16
2019-08-15,89,76.0,,0.76,67.64
2019-08-16,88,76.0,,0.76,66.88
2019-08-17,94,76.0,,0.76,71.44
2019-08-18,88,76.0,,0.76,66.88
2019-08-19,81,76.0,,0.76,61.56
2019-08-20,81,76.0,,0.76,61.56
2019-08-21,77,76.0,,0.76,58.52
2019-08-22,78,76.0,,0.76,59.28
2019-08-23,82,76.0,,0.76,62.32
2019-08-24,88,76.0,,0.76,66.88
2019-08-25,86,76.0,,0.76,65.36
2019-08-26,82,76.0,,0.76,62.32
2019-08-27,78,76.0,,0.76,59.28
2019-08-28,79,76.0,,0.76,60.04
2019-08-29,78,76.0,,0.76,59.28
2019-08-30,76,76.0,,0.76,57.76
2019-08-31,79,76.0,,0.76,60.04
2019-09-01,91,73.0,False,0.73,66.42999999999999
