date,FB_unscaled,FB_monthly,isPartial,scale,FB
2018-01-04,78,66.0,,0.66,51.480000000000004
2018-01-05,79,66.0,,0.66,52.14
2018-01-06,66,66.0,,0.66,43.56
2018-01-07,71,66.0,,0.66,46.86
2018-01-08,72,66.0,,0.66,47.52
2018-01-09,74,66.0,,0.66,48.84
2018-01-10,76,66.0,,0.66,50.160000000000004
2018-01-11,74,66.0,,0.66,48.84
2018-01-12,88,66.0,,0.66,58.080000000000005
2018-01-13,75,66.0,,0.66,49.5
2018-01-14,64,66.0,,0.66,42.24
2018-01-15,69,66.0,,0.66,45.54
2018-01-16,77,66.0,,0.66,50.82
2018-01-17,80,66.0,,0.66,52.800000000000004
2018-01-18,84,66.0,,0.66,55.440000000000005
2018-01-19,75,66.0,,0.66,49.5
2018-01-20,70,66.0,,0.66,46.2
2018-01-21,64,66.0,,0.66,42.24
2018-01-22,75,66.0,,0.66,49.5
2018-01-23,78,66.0,,0.66,51.480000000000004
2018-01-24,79,66.0,,0.66,52.14
2018-01-25,75,66.0,,0.66,49.5
2018-01-26,75,66.0,,0.66,49.5
2018-01-27,68,66.0,,0.66,44.88
2018-01-28,65,66.0,,0.66,42.9
2018-01-29,78,66.0,,0.66,51.480000000000004
2018-01-30,76,66.0,,0.66,50.160000000000004
2018-01-31,100,66.0,,0.66,66.0
2018-02-01,100,66.0,False,0.66,66.0
2018-02-02,84,66.0,,0.66,55.440000000000005
2018-02-03,71,66.0,,0.66,46.86
2018-02-04,63,66.0,,0.66,41.580000000000005
2018-02-05,75,66.0,,0.66,49.5
2018-02-06,86,66.0,,0.66,56.760000000000005
2018-02-07,79,66.0,,0.66,52.14
2018-02-08,74,66.0,,0.66,48.84
2018-02-09,77,66.0,,0.66,50.82
2018-02-10,69,66.0,,0.66,45.54
2018-02-11,64,66.0,,0.66,42.24
2018-02-12,71,66.0,,0.66,46.86
2018-02-13,71,66.0,,0.66,46.86
2018-02-14,72,66.0,,0.66,47.52
2018-02-15,73,66.0,,0.66,48.18
2018-02-16,69,66.0,,0.66,45.54
2018-02-17,65,66.0,,0.66,42.9
2018-02-18,60,66.0,,0.66,39.6
2018-02-19,68,66.0,,0.66,44.88
2018-02-20,69,66.0,,0.66,45.54
2018-02-21,70,66.0,,0.66,46.2
2018-02-22,68,66.0,,0.66,44.88
2018-02-23,68,66.0,,0.66,44.88
2018-02-24,62,66.0,,0.66,40.92
2018-02-25,67,66.0,,0.66,44.22
2018-02-26,66,66.0,,0.66,43.56
2018-02-27,69,66.0,,0.66,45.54
2018-02-28,72,66.0,,0.66,47.52
2018-03-01,50,73.0,False,0.73,36.5
2018-03-02,51,73.0,,0.73,37.23
2018-03-03,47,73.0,,0.73,34.31
2018-03-04,47,73.0,,0.73,34.31
2018-03-05,50,73.0,,0.73,36.5
2018-03-06,51,73.0,,0.73,37.23
2018-03-07,52,73.0,,0.73,37.96
2018-03-08,51,73.0,,0.73,37.23
2018-03-09,53,73.0,,0.73,38.69
2018-03-10,47,73.0,,0.73,34.31
2018-03-11,48,73.0,,0.73,35.04
2018-03-12,49,73.0,,0.73,35.769999999999996
2018-03-13,52,73.0,,0.73,37.96
2018-03-14,51,73.0,,0.73,37.23
2018-03-15,51,73.0,,0.73,37.23
2018-03-16,51,73.0,,0.73,37.23
2018-03-17,46,73.0,,0.73,33.58
2018-03-18,48,73.0,,0.73,35.04
2018-03-19,77,73.0,,0.73,56.21
2018-03-20,100,73.0,,0.73,73.0
2018-03-21,97,73.0,,0.73,70.81
2018-03-22,93,73.0,,0.73,67.89
2018-03-23,81,73.0,,0.73,59.129999999999995
2018-03-24,57,73.0,,0.73,41.61
2018-03-25,50,73.0,,0.73,36.5
2018-03-26,96,73.0,,0.73,70.08
2018-03-27,88,73.0,,0.73,64.24
2018-03-28,82,73.0,,0.73,59.86
2018-03-29,73,73.0,,0.73,53.29
2018-03-30,54,73.0,,0.73,39.42
2018-03-31,51,73.0,,0.73,37.23
2018-04-01,58,71.0,False,0.71,41.18
2018-04-02,84,71.0,,0.71,59.64
2018-04-03,87,71.0,,0.71,61.769999999999996
2018-04-04,84,71.0,,0.71,59.64
2018-04-05,81,71.0,,0.71,57.51
2018-04-06,78,71.0,,0.71,55.379999999999995
2018-04-07,56,71.0,,0.71,39.76
2018-04-08,57,71.0,,0.71,40.47
2018-04-09,77,71.0,,0.71,54.669999999999995
2018-04-10,100,71.0,,0.71,71.0
2018-04-11,100,71.0,,0.71,71.0
2018-04-12,85,71.0,,0.71,60.349999999999994
2018-04-13,73,71.0,,0.71,51.83
2018-04-14,61,71.0,,0.71,43.309999999999995
2018-04-15,57,71.0,,0.71,40.47
2018-04-16,66,71.0,,0.71,46.86
2018-04-17,68,71.0,,0.71,48.28
2018-04-18,66,71.0,,0.71,46.86
2018-04-19,67,71.0,,0.71,47.57
2018-04-20,62,71.0,,0.71,44.019999999999996
2018-04-21,55,71.0,,0.71,39.05
2018-04-22,57,71.0,,0.71,40.47
2018-04-23,62,71.0,,0.71,44.019999999999996
2018-04-24,65,71.0,,0.71,46.15
2018-04-25,89,71.0,,0.71,63.19
2018-04-26,99,71.0,,0.71,70.28999999999999
2018-04-27,69,71.0,,0.71,48.989999999999995
2018-04-28,58,71.0,,0.71,41.18
2018-04-29,53,71.0,,0.71,37.629999999999995
2018-04-30,64,71.0,,0.71,45.44
2018-05-01,94,57.0,False,0.57,53.58
2018-05-02,90,57.0,,0.57,51.3
2018-05-03,100,57.0,,0.57,56.99999999999999
2018-05-04,89,57.0,,0.57,50.73
2018-05-05,81,57.0,,0.57,46.169999999999995
2018-05-06,79,57.0,,0.57,45.029999999999994
2018-05-07,91,57.0,,0.57,51.87
2018-05-08,88,57.0,,0.57,50.16
2018-05-09,94,57.0,,0.57,53.58
2018-05-10,95,57.0,,0.57,54.15
2018-05-11,95,57.0,,0.57,54.15
2018-05-12,78,57.0,,0.57,44.459999999999994
2018-05-13,85,57.0,,0.57,48.449999999999996
2018-05-14,90,57.0,,0.57,51.3
2018-05-15,90,57.0,,0.57,51.3
2018-05-16,86,57.0,,0.57,49.019999999999996
2018-05-17,85,57.0,,0.57,48.449999999999996
2018-05-18,81,57.0,,0.57,46.169999999999995
2018-05-19,76,57.0,,0.57,43.31999999999999
2018-05-20,79,57.0,,0.57,45.029999999999994
2018-05-21,90,57.0,,0.57,51.3
2018-05-22,88,57.0,,0.57,50.16
2018-05-23,91,57.0,,0.57,51.87
2018-05-24,91,57.0,,0.57,51.87
2018-05-25,84,57.0,,0.57,47.879999999999995
2018-05-26,81,57.0,,0.57,46.169999999999995
2018-05-27,75,57.0,,0.57,42.74999999999999
2018-05-28,74,57.0,,0.57,42.18
2018-05-29,88,57.0,,0.57,50.16
2018-05-30,89,57.0,,0.57,50.73
2018-05-31,91,57.0,,0.57,51.87
2018-06-01,94,59.0,False,0.59,55.459999999999994
2018-06-02,75,59.0,,0.59,44.25
2018-06-03,75,59.0,,0.59,44.25
2018-06-04,86,59.0,,0.59,50.739999999999995
2018-06-05,94,59.0,,0.59,55.459999999999994
2018-06-06,91,59.0,,0.59,53.69
2018-06-07,100,59.0,,0.59,59.0
2018-06-08,91,59.0,,0.59,53.69
2018-06-09,74,59.0,,0.59,43.66
2018-06-10,79,59.0,,0.59,46.61
2018-06-11,87,59.0,,0.59,51.33
2018-06-12,81,59.0,,0.59,47.79
2018-06-13,92,59.0,,0.59,54.279999999999994
2018-06-14,89,59.0,,0.59,52.51
2018-06-15,92,59.0,,0.59,54.279999999999994
2018-06-16,79,59.0,,0.59,46.61
2018-06-17,77,59.0,,0.59,45.43
2018-06-18,88,59.0,,0.59,51.919999999999995
2018-06-19,96,59.0,,0.59,56.64
2018-06-20,97,59.0,,0.59,57.23
2018-06-21,88,59.0,,0.59,51.919999999999995
2018-06-22,90,59.0,,0.59,53.099999999999994
2018-06-23,80,59.0,,0.59,47.199999999999996
2018-06-24,81,59.0,,0.59,47.79
2018-06-25,91,59.0,,0.59,53.69
2018-06-26,97,59.0,,0.59,57.23
2018-06-27,91,59.0,,0.59,53.69
2018-06-28,88,59.0,,0.59,51.919999999999995
2018-06-29,84,59.0,,0.59,49.559999999999995
2018-06-30,74,59.0,,0.59,43.66
2018-07-01,19,76.0,False,0.76,14.44
2018-07-02,23,76.0,,0.76,17.48
2018-07-03,24,76.0,,0.76,18.240000000000002
2018-07-04,20,76.0,,0.76,15.2
2018-07-05,22,76.0,,0.76,16.72
2018-07-06,23,76.0,,0.76,17.48
2018-07-07,21,76.0,,0.76,15.96
2018-07-08,20,76.0,,0.76,15.2
2018-07-09,24,76.0,,0.76,18.240000000000002
2018-07-10,22,76.0,,0.76,16.72
2018-07-11,23,76.0,,0.76,17.48
2018-07-12,24,76.0,,0.76,18.240000000000002
2018-07-13,24,76.0,,0.76,18.240000000000002
2018-07-14,20,76.0,,0.76,15.2
2018-07-15,18,76.0,,0.76,13.68
2018-07-16,23,76.0,,0.76,17.48
2018-07-17,24,76.0,,0.76,18.240000000000002
2018-07-18,23,76.0,,0.76,17.48
2018-07-19,24,76.0,,0.76,18.240000000000002
2018-07-20,21,76.0,,0.76,15.96
2018-07-21,19,76.0,,0.76,14.44
2018-07-22,18,76.0,,0.76,13.68
2018-07-23,24,76.0,,0.76,18.240000000000002
2018-07-24,26,76.0,,0.76,19.76
2018-07-25,49,76.0,,0.76,37.24
2018-07-26,100,76.0,,0.76,76.0
2018-07-27,56,76.0,,0.76,42.56
2018-07-28,27,76.0,,0.76,20.52
2018-07-29,22,76.0,,0.76,16.72
2018-07-30,40,76.0,,0.76,30.4
2018-07-31,38,76.0,,0.76,28.88
2018-08-01,100,66.0,False,0.66,66.0
2018-08-02,90,66.0,,0.66,59.400000000000006
2018-08-03,89,66.0,,0.66,58.74
2018-08-04,65,66.0,,0.66,42.9
2018-08-05,57,66.0,,0.66,37.620000000000005
2018-08-06,92,66.0,,0.66,60.720000000000006
2018-08-07,91,66.0,,0.66,60.06
2018-08-08,89,66.0,,0.66,58.74
2018-08-09,78,66.0,,0.66,51.480000000000004
2018-08-10,74,66.0,,0.66,48.84
2018-08-11,60,66.0,,0.66,39.6
2018-08-12,59,66.0,,0.66,38.940000000000005
2018-08-13,74,66.0,,0.66,48.84
2018-08-14,77,66.0,,0.66,50.82
2018-08-15,78,66.0,,0.66,51.480000000000004
2018-08-16,80,66.0,,0.66,52.800000000000004
2018-08-17,80,66.0,,0.66,52.800000000000004
2018-08-18,59,66.0,,0.66,38.940000000000005
2018-08-19,55,66.0,,0.66,36.300000000000004
2018-08-20,69,66.0,,0.66,45.54
2018-08-21,71,66.0,,0.66,46.86
2018-08-22,76,66.0,,0.66,50.160000000000004
2018-08-23,73,66.0,,0.66,48.18
2018-08-24,74,66.0,,0.66,48.84
2018-08-25,61,66.0,,0.66,40.260000000000005
2018-08-26,58,66.0,,0.66,38.28
2018-08-27,75,66.0,,0.66,49.5
2018-08-28,77,66.0,,0.66,50.82
2018-08-29,75,66.0,,0.66,49.5
2018-08-30,72,66.0,,0.66,47.52
2018-08-31,72,66.0,,0.66,47.52
2018-09-01,89,63.0,False,0.63,56.07
2018-09-02,74,63.0,,0.63,46.62
2018-09-03,76,63.0,,0.63,47.88
2018-09-04,88,63.0,,0.63,55.44
2018-09-05,90,63.0,,0.63,56.7
2018-09-06,98,63.0,,0.63,61.74
2018-09-07,83,63.0,,0.63,52.29
2018-09-08,74,63.0,,0.63,46.62
2018-09-09,71,63.0,,0.63,44.73
2018-09-10,83,63.0,,0.63,52.29
2018-09-11,81,63.0,,0.63,51.03
2018-09-12,83,63.0,,0.63,52.29
2018-09-13,85,63.0,,0.63,53.55
2018-09-14,78,63.0,,0.63,49.14
2018-09-15,72,63.0,,0.63,45.36
2018-09-16,71,63.0,,0.63,44.73
2018-09-17,80,63.0,,0.63,50.4
2018-09-18,81,63.0,,0.63,51.03
2018-09-19,81,63.0,,0.63,51.03
2018-09-20,83,63.0,,0.63,52.29
2018-09-21,78,63.0,,0.63,49.14
2018-09-22,73,63.0,,0.63,45.99
2018-09-23,75,63.0,,0.63,47.25
2018-09-24,81,63.0,,0.63,51.03
2018-09-25,86,63.0,,0.63,54.18
2018-09-26,84,63.0,,0.63,52.92
2018-09-27,84,63.0,,0.63,52.92
2018-09-28,100,63.0,,0.63,63.0
2018-09-29,80,63.0,,0.63,50.4
2018-09-30,85,63.0,,0.63,53.55
2018-10-01,65,65.0,False,0.65,42.25
2018-10-02,62,65.0,,0.65,40.300000000000004
2018-10-03,64,65.0,,0.65,41.6
2018-10-04,67,65.0,,0.65,43.550000000000004
2018-10-05,62,65.0,,0.65,40.300000000000004
2018-10-06,59,65.0,,0.65,38.35
2018-10-07,72,65.0,,0.65,46.800000000000004
2018-10-08,66,65.0,,0.65,42.9
2018-10-09,62,65.0,,0.65,40.300000000000004
2018-10-10,67,65.0,,0.65,43.550000000000004
2018-10-11,66,65.0,,0.65,42.9
2018-10-12,65,65.0,,0.65,42.25
2018-10-13,54,65.0,,0.65,35.1
2018-10-14,53,65.0,,0.65,34.45
2018-10-15,59,65.0,,0.65,38.35
2018-10-16,62,65.0,,0.65,40.300000000000004
2018-10-17,58,65.0,,0.65,37.7
2018-10-18,60,65.0,,0.65,39.0
2018-10-19,59,65.0,,0.65,38.35
2018-10-20,53,65.0,,0.65,34.45
2018-10-21,51,65.0,,0.65,33.15
2018-10-22,60,65.0,,0.65,39.0
2018-10-23,59,65.0,,0.65,38.35
2018-10-24,61,65.0,,0.65,39.65
2018-10-25,63,65.0,,0.65,40.95
2018-10-26,65,65.0,,0.65,42.25
2018-10-27,56,65.0,,0.65,36.4
2018-10-28,51,65.0,,0.65,33.15
2018-10-29,66,65.0,,0.65,42.9
2018-10-30,100,65.0,,0.65,65.0
2018-10-31,90,65.0,,0.65,58.5
2018-11-01,92,60.0,False,0.6,55.199999999999996
2018-11-02,81,60.0,,0.6,48.6
2018-11-03,75,60.0,,0.6,45.0
2018-11-04,66,60.0,,0.6,39.6
2018-11-05,78,60.0,,0.6,46.8
2018-11-06,75,60.0,,0.6,45.0
2018-11-07,68,60.0,,0.6,40.8
2018-11-08,74,60.0,,0.6,44.4
2018-11-09,77,60.0,,0.6,46.199999999999996
2018-11-10,70,60.0,,0.6,42.0
2018-11-11,63,60.0,,0.6,37.8
2018-11-12,78,60.0,,0.6,46.8
2018-11-13,75,60.0,,0.6,45.0
2018-11-14,72,60.0,,0.6,43.199999999999996
2018-11-15,79,60.0,,0.6,47.4
2018-11-16,83,60.0,,0.6,49.8
2018-11-17,70,60.0,,0.6,42.0
2018-11-18,69,60.0,,0.6,41.4
2018-11-19,83,60.0,,0.6,49.8
2018-11-20,100,60.0,,0.6,60.0
2018-11-21,86,60.0,,0.6,51.6
2018-11-22,66,60.0,,0.6,39.6
2018-11-23,70,60.0,,0.6,42.0
2018-11-24,68,60.0,,0.6,40.8
2018-11-25,65,60.0,,0.6,39.0
2018-11-26,71,60.0,,0.6,42.6
2018-11-27,78,60.0,,0.6,46.8
2018-11-28,80,60.0,,0.6,48.0
2018-11-29,78,60.0,,0.6,46.8
2018-11-30,75,60.0,,0.6,45.0
2018-12-01,78,55.0,False,0.55,42.900000000000006
2018-12-02,79,55.0,,0.55,43.45
2018-12-03,83,55.0,,0.55,45.650000000000006
2018-12-04,91,55.0,,0.55,50.050000000000004
2018-12-05,76,55.0,,0.55,41.800000000000004
2018-12-06,81,55.0,,0.55,44.550000000000004
2018-12-07,79,55.0,,0.55,43.45
2018-12-08,78,55.0,,0.55,42.900000000000006
2018-12-09,75,55.0,,0.55,41.25
2018-12-10,84,55.0,,0.55,46.2
2018-12-11,83,55.0,,0.55,45.650000000000006
2018-12-12,85,55.0,,0.55,46.75000000000001
2018-12-13,78,55.0,,0.55,42.900000000000006
2018-12-14,83,55.0,,0.55,45.650000000000006
2018-12-15,72,55.0,,0.55,39.6
2018-12-16,74,55.0,,0.55,40.7
2018-12-17,80,55.0,,0.55,44.0
2018-12-18,86,55.0,,0.55,47.300000000000004
2018-12-19,100,55.0,,0.55,55.00000000000001
2018-12-20,99,55.0,,0.55,54.45
2018-12-21,96,55.0,,0.55,52.800000000000004
2018-12-22,79,55.0,,0.55,43.45
2018-12-23,78,55.0,,0.55,42.900000000000006
2018-12-24,90,55.0,,0.55,49.50000000000001
2018-12-25,86,55.0,,0.55,47.300000000000004
2018-12-26,97,55.0,,0.55,53.35
2018-12-27,91,55.0,,0.55,50.050000000000004
2018-12-28,90,55.0,,0.55,49.50000000000001
2018-12-29,83,55.0,,0.55,45.650000000000006
2018-12-30,82,55.0,,0.55,45.1
2018-12-31,90,55.0,,0.55,49.50000000000001
2019-01-01,64,58.0,False,0.58,37.12
2019-01-02,67,58.0,,0.58,38.86
2019-01-03,71,58.0,,0.58,41.18
2019-01-04,68,58.0,,0.58,39.44
2019-01-05,56,58.0,,0.58,32.48
2019-01-06,54,58.0,,0.58,31.319999999999997
2019-01-07,61,58.0,,0.58,35.379999999999995
2019-01-08,63,58.0,,0.58,36.54
2019-01-09,63,58.0,,0.58,36.54
2019-01-10,57,58.0,,0.58,33.059999999999995
2019-01-11,61,58.0,,0.58,35.379999999999995
2019-01-12,53,58.0,,0.58,30.74
2019-01-13,53,58.0,,0.58,30.74
2019-01-14,60,58.0,,0.58,34.8
2019-01-15,63,58.0,,0.58,36.54
2019-01-16,62,58.0,,0.58,35.96
2019-01-17,61,58.0,,0.58,35.379999999999995
2019-01-18,61,58.0,,0.58,35.379999999999995
2019-01-19,54,58.0,,0.58,31.319999999999997
2019-01-20,51,58.0,,0.58,29.58
2019-01-21,56,58.0,,0.58,32.48
2019-01-22,59,58.0,,0.58,34.22
2019-01-23,57,58.0,,0.58,33.059999999999995
2019-01-24,60,58.0,,0.58,34.8
2019-01-25,60,58.0,,0.58,34.8
2019-01-26,56,58.0,,0.58,32.48
2019-01-27,51,58.0,,0.58,29.58
2019-01-28,58,58.0,,0.58,33.64
2019-01-29,64,58.0,,0.58,37.12
2019-01-30,83,58.0,,0.58,48.13999999999999
2019-01-31,100,58.0,,0.58,57.99999999999999
2019-02-01,100,53.0,False,0.53,53.0
2019-02-02,74,53.0,,0.53,39.22
2019-02-03,68,53.0,,0.53,36.04
2019-02-04,81,53.0,,0.53,42.93
2019-02-05,92,53.0,,0.53,48.760000000000005
2019-02-06,83,53.0,,0.53,43.99
2019-02-07,83,53.0,,0.53,43.99
2019-02-08,76,53.0,,0.53,40.28
2019-02-09,74,53.0,,0.53,39.22
2019-02-10,68,53.0,,0.53,36.04
2019-02-11,77,53.0,,0.53,40.81
2019-02-12,76,53.0,,0.53,40.28
2019-02-13,79,53.0,,0.53,41.870000000000005
2019-02-14,80,53.0,,0.53,42.400000000000006
2019-02-15,84,53.0,,0.53,44.52
2019-02-16,75,53.0,,0.53,39.75
2019-02-17,76,53.0,,0.53,40.28
2019-02-18,64,53.0,,0.53,33.92
2019-02-19,80,53.0,,0.53,42.400000000000006
2019-02-20,76,53.0,,0.53,40.28
2019-02-21,78,53.0,,0.53,41.34
2019-02-22,81,53.0,,0.53,42.93
2019-02-23,67,53.0,,0.53,35.510000000000005
2019-02-24,70,53.0,,0.53,37.1
2019-02-25,78,53.0,,0.53,41.34
2019-02-26,78,53.0,,0.53,41.34
2019-02-27,72,53.0,,0.53,38.160000000000004
2019-02-28,72,53.0,,0.53,38.160000000000004
2019-03-01,60,52.0,False,0.52,31.200000000000003
2019-03-02,54,52.0,,0.52,28.080000000000002
2019-03-03,59,52.0,,0.52,30.68
2019-03-04,62,52.0,,0.52,32.24
2019-03-05,68,52.0,,0.52,35.36
2019-03-06,67,52.0,,0.52,34.84
2019-03-07,61,52.0,,0.52,31.720000000000002
2019-03-08,62,52.0,,0.52,32.24
2019-03-09,56,52.0,,0.52,29.12
2019-03-10,53,52.0,,0.52,27.560000000000002
2019-03-11,59,52.0,,0.52,30.68
2019-03-12,64,52.0,,0.52,33.28
2019-03-13,100,52.0,,0.52,52.0
2019-03-14,91,52.0,,0.52,47.32
2019-03-15,70,52.0,,0.52,36.4
2019-03-16,57,52.0,,0.52,29.64
2019-03-17,55,52.0,,0.52,28.6
2019-03-18,71,52.0,,0.52,36.92
2019-03-19,71,52.0,,0.52,36.92
2019-03-20,67,52.0,,0.52,34.84
2019-03-21,63,52.0,,0.52,32.76
2019-03-22,64,52.0,,0.52,33.28
2019-03-23,54,52.0,,0.52,28.080000000000002
2019-03-24,53,52.0,,0.52,27.560000000000002
2019-03-25,62,52.0,,0.52,32.24
2019-03-26,58,52.0,,0.52,30.16
2019-03-27,62,52.0,,0.52,32.24
2019-03-28,57,52.0,,0.52,29.64
2019-03-29,58,52.0,,0.52,30.16
2019-03-30,57,52.0,,0.52,29.64
2019-03-31,49,52.0,,0.52,25.48
2019-04-01,66,55.0,False,0.55,36.300000000000004
2019-04-02,66,55.0,,0.55,36.300000000000004
2019-04-03,63,55.0,,0.55,34.650000000000006
2019-04-04,67,55.0,,0.55,36.85
2019-04-05,61,55.0,,0.55,33.550000000000004
2019-04-06,51,55.0,,0.55,28.05
2019-04-07,56,55.0,,0.55,30.800000000000004
2019-04-08,61,55.0,,0.55,33.550000000000004
2019-04-09,58,55.0,,0.55,31.900000000000002
2019-04-10,64,55.0,,0.55,35.2
2019-04-11,58,55.0,,0.55,31.900000000000002
2019-04-12,60,55.0,,0.55,33.0
2019-04-13,56,55.0,,0.55,30.800000000000004
2019-04-14,60,55.0,,0.55,33.0
2019-04-15,59,55.0,,0.55,32.45
2019-04-16,66,55.0,,0.55,36.300000000000004
2019-04-17,64,55.0,,0.55,35.2
2019-04-18,61,55.0,,0.55,33.550000000000004
2019-04-19,58,55.0,,0.55,31.900000000000002
2019-04-20,52,55.0,,0.55,28.6
2019-04-21,58,55.0,,0.55,31.900000000000002
2019-04-22,65,55.0,,0.55,35.75
2019-04-23,74,55.0,,0.55,40.7
2019-04-24,100,55.0,,0.55,55.00000000000001
2019-04-25,96,55.0,,0.55,52.800000000000004
2019-04-26,68,55.0,,0.55,37.400000000000006
2019-04-27,51,55.0,,0.55,28.05
2019-04-28,55,55.0,,0.55,30.250000000000004
2019-04-29,67,55.0,,0.55,36.85
2019-04-30,71,55.0,,0.55,39.050000000000004
2019-05-01,100,51.0,False,0.51,51.0
2019-05-02,95,51.0,,0.51,48.45
2019-05-03,100,51.0,,0.51,51.0
2019-05-04,87,51.0,,0.51,44.37
2019-05-05,85,51.0,,0.51,43.35
2019-05-06,88,51.0,,0.51,44.88
2019-05-07,93,51.0,,0.51,47.43
2019-05-08,94,51.0,,0.51,47.94
2019-05-09,94,51.0,,0.51,47.94
2019-05-10,93,51.0,,0.51,47.43
2019-05-11,90,51.0,,0.51,45.9
2019-05-12,88,51.0,,0.51,44.88
2019-05-13,98,51.0,,0.51,49.980000000000004
2019-05-14,99,51.0,,0.51,50.49
2019-05-15,93,51.0,,0.51,47.43
2019-05-16,89,51.0,,0.51,45.39
2019-05-17,89,51.0,,0.51,45.39
2019-05-18,78,51.0,,0.51,39.78
2019-05-19,75,51.0,,0.51,38.25
2019-05-20,91,51.0,,0.51,46.410000000000004
2019-05-21,93,51.0,,0.51,47.43
2019-05-22,91,51.0,,0.51,46.410000000000004
2019-05-23,95,51.0,,0.51,48.45
2019-05-24,90,51.0,,0.51,45.9
2019-05-25,86,51.0,,0.51,43.86
2019-05-26,81,51.0,,0.51,41.31
2019-05-27,88,51.0,,0.51,44.88
2019-05-28,89,51.0,,0.51,45.39
2019-05-29,90,51.0,,0.51,45.9
2019-05-30,90,51.0,,0.51,45.9
2019-05-31,90,51.0,,0.51,45.9
2019-06-01,76,53.0,False,0.53,40.28
2019-06-02,69,53.0,,0.53,36.57
2019-06-03,86,53.0,,0.53,45.580000000000005
2019-06-04,90,53.0,,0.53,47.7
2019-06-05,86,53.0,,0.53,45.580000000000005
2019-06-06,78,53.0,,0.53,41.34
2019-06-07,79,53.0,,0.53,41.870000000000005
2019-06-08,73,53.0,,0.53,38.690000000000005
2019-06-09,65,53.0,,0.53,34.45
2019-06-10,84,53.0,,0.53,44.52
2019-06-11,78,53.0,,0.53,41.34
2019-06-12,78,53.0,,0.53,41.34
2019-06-13,81,53.0,,0.53,42.93
2019-06-14,75,53.0,,0.53,39.75
2019-06-15,72,53.0,,0.53,38.160000000000004
2019-06-16,72,53.0,,0.53,38.160000000000004
2019-06-17,91,53.0,,0.53,48.230000000000004
2019-06-18,100,53.0,,0.53,53.0
2019-06-19,92,53.0,,0.53,48.760000000000005
2019-06-20,85,53.0,,0.53,45.050000000000004
2019-06-21,79,53.0,,0.53,41.870000000000005
2019-06-22,75,53.0,,0.53,39.75
2019-06-23,74,53.0,,0.53,39.22
2019-06-24,76,53.0,,0.53,40.28
2019-06-25,80,53.0,,0.53,42.400000000000006
2019-06-26,84,53.0,,0.53,44.52
2019-06-27,78,53.0,,0.53,41.34
2019-06-28,79,53.0,,0.53,41.870000000000005
2019-06-29,69,53.0,,0.53,36.57
2019-06-30,71,53.0,,0.53,37.63
2019-07-01,72,55.0,False,0.55,39.6
2019-07-02,65,55.0,,0.55,35.75
2019-07-03,90,55.0,,0.55,49.50000000000001
2019-07-04,60,55.0,,0.55,33.0
2019-07-05,63,55.0,,0.55,34.650000000000006
2019-07-06,59,55.0,,0.55,32.45
2019-07-07,54,55.0,,0.55,29.700000000000003
2019-07-08,63,55.0,,0.55,34.650000000000006
2019-07-09,65,55.0,,0.55,35.75
2019-07-10,70,55.0,,0.55,38.5
2019-07-11,68,55.0,,0.55,37.400000000000006
2019-07-12,67,55.0,,0.55,36.85
2019-07-13,67,55.0,,0.55,36.85
2019-07-14,59,55.0,,0.55,32.45
2019-07-15,70,55.0,,0.55,38.5
2019-07-16,64,55.0,,0.55,35.2
2019-07-17,66,55.0,,0.55,36.300000000000004
2019-07-18,63,55.0,,0.55,34.650000000000006
2019-07-19,62,55.0,,0.55,34.1
2019-07-20,53,55.0,,0.55,29.150000000000002
2019-07-21,57,55.0,,0.55,31.35
2019-07-22,64,55.0,,0.55,35.2
2019-07-23,68,55.0,,0.55,37.400000000000006
2019-07-24,100,55.0,,0.55,55.00000000000001
2019-07-25,85,55.0,,0.55,46.75000000000001
2019-07-26,69,55.0,,0.55,37.95
2019-07-27,60,55.0,,0.55,33.0
2019-07-28,58,55.0,,0.55,31.900000000000002
2019-07-29,61,55.0,,0.55,33.550000000000004
2019-07-30,67,55.0,,0.55,36.85
2019-07-31,70,55.0,,0.55,38.5
2019-08-01,88,50.0,False,0.5,44.0
2019-08-02,89,50.0,,0.5,44.5
2019-08-03,72,50.0,,0.5,36.0
2019-08-04,82,50.0,,0.5,41.0
2019-08-05,90,50.0,,0.5,45.0
2019-08-06,94,50.0,,0.5,47.0
2019-08-07,93,50.0,,0.5,46.5
2019-08-08,90,50.0,,0.5,45.0
2019-08-09,87,50.0,,0.5,43.5
2019-08-10,84,50.0,,0.5,42.0
2019-08-11,79,50.0,,0.5,39.5
2019-08-12,86,50.0,,0.5,43.0
2019-08-13,100,50.0,,0.5,50.0
2019-08-14,96,50.0,,0.5,48.0
2019-08-15,92,50.0,,0.5,46.0
2019-08-16,96,50.0,,0.5,48.0
2019-08-17,81,50.0,,0.5,40.5
2019-08-18,78,50.0,,0.5,39.0
2019-08-19,88,50.0,,0.5,44.0
2019-08-20,93,50.0,,0.5,46.5
2019-08-21,90,50.0,,0.5,45.0
2019-08-22,84,50.0,,0.5,42.0
2019-08-23,85,50.0,,0.5,42.5
2019-08-24,83,50.0,,0.5,41.5
2019-08-25,77,50.0,,0.5,38.5
2019-08-26,90,50.0,,0.5,45.0
2019-08-27,81,50.0,,0.5,40.5
2019-08-28,87,50.0,,0.5,43.5
2019-08-29,82,50.0,,0.5,41.0
2019-08-30,81,50.0,,0.5,40.5
