date,AR_unscaled,AR_monthly,isPartial,scale,AR
2017-12-19,92,78.0,,0.78,71.76
2017-12-20,95,78.0,,0.78,74.10000000000001
2017-12-21,91,78.0,,0.78,70.98
2017-12-22,94,78.0,,0.78,73.32000000000001
2017-12-23,92,78.0,,0.78,71.76
2017-12-24,89,78.0,,0.78,69.42
2017-12-25,91,78.0,,0.78,70.98
2017-12-26,97,78.0,,0.78,75.66
2017-12-27,99,78.0,,0.78,77.22
2017-12-28,100,78.0,,0.78,78.0
2017-12-29,98,78.0,,0.78,76.44
2017-12-30,93,78.0,,0.78,72.54
2017-12-31,89,78.0,,0.78,69.42
2018-01-01,88,78.0,False,0.78,68.64
2018-01-02,93,78.0,,0.78,72.54
2018-01-03,92,78.0,,0.78,71.76
2018-01-04,94,78.0,,0.78,73.32000000000001
2018-01-05,95,78.0,,0.78,74.10000000000001
2018-01-06,90,78.0,,0.78,70.2
2018-01-07,85,78.0,,0.78,66.3
2018-01-08,93,78.0,,0.78,72.54
2018-01-09,92,78.0,,0.78,71.76
2018-01-10,95,78.0,,0.78,74.10000000000001
2018-01-11,93,78.0,,0.78,72.54
2018-01-12,100,78.0,,0.78,78.0
2018-01-13,93,78.0,,0.78,72.54
2018-01-14,85,78.0,,0.78,66.3
2018-01-15,94,78.0,,0.78,73.32000000000001
2018-01-16,93,78.0,,0.78,72.54
2018-01-17,88,78.0,,0.78,68.64
2018-01-18,94,78.0,,0.78,73.32000000000001
2018-01-19,93,78.0,,0.78,72.54
2018-01-20,91,78.0,,0.78,70.98
2018-01-21,83,78.0,,0.78,64.74000000000001
2018-01-22,99,78.0,,0.78,77.22
2018-01-23,93,78.0,,0.78,72.54
2018-01-24,92,78.0,,0.78,71.76
2018-01-25,89,78.0,,0.78,69.42
2018-01-26,95,78.0,,0.78,74.10000000000001
2018-01-27,92,78.0,,0.78,71.76
2018-01-28,86,78.0,,0.78,67.08
2018-01-29,93,78.0,,0.78,72.54
2018-01-30,96,78.0,,0.78,74.88
2018-01-31,92,78.0,,0.78,71.76
2018-02-01,46,100.0,False,1.0,46.0
2018-02-02,47,100.0,,1.0,47.0
2018-02-03,47,100.0,,1.0,47.0
2018-02-04,43,100.0,,1.0,43.0
2018-02-05,44,100.0,,1.0,44.0
2018-02-06,48,100.0,,1.0,48.0
2018-02-07,47,100.0,,1.0,47.0
2018-02-08,47,100.0,,1.0,47.0
2018-02-09,48,100.0,,1.0,48.0
2018-02-10,47,100.0,,1.0,47.0
2018-02-11,47,100.0,,1.0,47.0
2018-02-12,47,100.0,,1.0,47.0
2018-02-13,48,100.0,,1.0,48.0
2018-02-14,49,100.0,,1.0,49.0
2018-02-15,100,100.0,,1.0,100.0
2018-02-16,96,100.0,,1.0,96.0
2018-02-17,74,100.0,,1.0,74.0
2018-02-18,62,100.0,,1.0,62.0
2018-02-19,71,100.0,,1.0,71.0
2018-02-20,79,100.0,,1.0,79.0
2018-02-21,81,100.0,,1.0,81.0
2018-02-22,83,100.0,,1.0,83.0
2018-02-23,85,100.0,,1.0,85.0
2018-02-24,69,100.0,,1.0,69.0
2018-02-25,60,100.0,,1.0,60.0
2018-02-26,69,100.0,,1.0,69.0
2018-02-27,71,100.0,,1.0,71.0
2018-02-28,79,100.0,,1.0,79.0
2018-03-01,100,93.0,False,0.93,93.0
2018-03-02,84,93.0,,0.93,78.12
2018-03-03,74,93.0,,0.93,68.82000000000001
2018-03-04,70,93.0,,0.93,65.10000000000001
2018-03-05,79,93.0,,0.93,73.47
2018-03-06,74,93.0,,0.93,68.82000000000001
2018-03-07,72,93.0,,0.93,66.96000000000001
2018-03-08,69,93.0,,0.93,64.17
2018-03-09,68,93.0,,0.93,63.24
2018-03-10,67,93.0,,0.93,62.31
2018-03-11,60,93.0,,0.93,55.800000000000004
2018-03-12,69,93.0,,0.93,64.17
2018-03-13,66,93.0,,0.93,61.38
2018-03-14,65,93.0,,0.93,60.45
2018-03-15,69,93.0,,0.93,64.17
2018-03-16,68,93.0,,0.93,63.24
2018-03-17,63,93.0,,0.93,58.59
2018-03-18,61,93.0,,0.93,56.730000000000004
2018-03-19,64,93.0,,0.93,59.52
2018-03-20,62,93.0,,0.93,57.660000000000004
2018-03-21,60,93.0,,0.93,55.800000000000004
2018-03-22,60,93.0,,0.93,55.800000000000004
2018-03-23,62,93.0,,0.93,57.660000000000004
2018-03-24,66,93.0,,0.93,61.38
2018-03-25,65,93.0,,0.93,60.45
2018-03-26,73,93.0,,0.93,67.89
2018-03-27,66,93.0,,0.93,61.38
2018-03-28,68,93.0,,0.93,63.24
2018-03-29,68,93.0,,0.93,63.24
2018-03-30,64,93.0,,0.93,59.52
2018-03-31,62,93.0,,0.93,57.660000000000004
2018-04-01,89,85.0,False,0.85,75.64999999999999
2018-04-02,97,85.0,,0.85,82.45
2018-04-03,97,85.0,,0.85,82.45
2018-04-04,93,85.0,,0.85,79.05
2018-04-05,94,85.0,,0.85,79.89999999999999
2018-04-06,98,85.0,,0.85,83.3
2018-04-07,95,85.0,,0.85,80.75
2018-04-08,87,85.0,,0.85,73.95
2018-04-09,96,85.0,,0.85,81.6
2018-04-10,91,85.0,,0.85,77.35
2018-04-11,87,85.0,,0.85,73.95
2018-04-12,91,85.0,,0.85,77.35
2018-04-13,99,85.0,,0.85,84.14999999999999
2018-04-14,100,85.0,,0.85,85.0
2018-04-15,83,85.0,,0.85,70.55
2018-04-16,90,85.0,,0.85,76.5
2018-04-17,89,85.0,,0.85,75.64999999999999
2018-04-18,88,85.0,,0.85,74.8
2018-04-19,89,85.0,,0.85,75.64999999999999
2018-04-20,90,85.0,,0.85,76.5
2018-04-21,91,85.0,,0.85,77.35
2018-04-22,82,85.0,,0.85,69.7
2018-04-23,94,85.0,,0.85,79.89999999999999
2018-04-24,90,85.0,,0.85,76.5
2018-04-25,87,85.0,,0.85,73.95
2018-04-26,88,85.0,,0.85,74.8
2018-04-27,86,85.0,,0.85,73.1
2018-04-28,88,85.0,,0.85,74.8
2018-04-29,78,85.0,,0.85,66.3
2018-04-30,88,85.0,,0.85,74.8
2018-05-01,95,78.0,False,0.78,74.10000000000001
2018-05-02,95,78.0,,0.78,74.10000000000001
2018-05-03,98,78.0,,0.78,76.44
2018-05-04,98,78.0,,0.78,76.44
2018-05-05,93,78.0,,0.78,72.54
2018-05-06,85,78.0,,0.78,66.3
2018-05-07,97,78.0,,0.78,75.66
2018-05-08,92,78.0,,0.78,71.76
2018-05-09,96,78.0,,0.78,74.88
2018-05-10,92,78.0,,0.78,71.76
2018-05-11,100,78.0,,0.78,78.0
2018-05-12,92,78.0,,0.78,71.76
2018-05-13,85,78.0,,0.78,66.3
2018-05-14,99,78.0,,0.78,77.22
2018-05-15,97,78.0,,0.78,75.66
2018-05-16,96,78.0,,0.78,74.88
2018-05-17,99,78.0,,0.78,77.22
2018-05-18,99,78.0,,0.78,77.22
2018-05-19,94,78.0,,0.78,73.32000000000001
2018-05-20,85,78.0,,0.78,66.3
2018-05-21,98,78.0,,0.78,76.44
2018-05-22,94,78.0,,0.78,73.32000000000001
2018-05-23,98,78.0,,0.78,76.44
2018-05-24,96,78.0,,0.78,74.88
2018-05-25,96,78.0,,0.78,74.88
2018-05-26,94,78.0,,0.78,73.32000000000001
2018-05-27,87,78.0,,0.78,67.86
2018-05-28,87,78.0,,0.78,67.86
2018-05-29,95,78.0,,0.78,74.10000000000001
2018-05-30,94,78.0,,0.78,73.32000000000001
2018-05-31,97,78.0,,0.78,75.66
2018-06-01,99,81.0,False,0.81,80.19000000000001
2018-06-02,96,81.0,,0.81,77.76
2018-06-03,91,81.0,,0.81,73.71000000000001
2018-06-04,96,81.0,,0.81,77.76
2018-06-05,96,81.0,,0.81,77.76
2018-06-06,91,81.0,,0.81,73.71000000000001
2018-06-07,93,81.0,,0.81,75.33
2018-06-08,97,81.0,,0.81,78.57000000000001
2018-06-09,94,81.0,,0.81,76.14
2018-06-10,89,81.0,,0.81,72.09
2018-06-11,100,81.0,,0.81,81.0
2018-06-12,95,81.0,,0.81,76.95
2018-06-13,95,81.0,,0.81,76.95
2018-06-14,95,81.0,,0.81,76.95
2018-06-15,95,81.0,,0.81,76.95
2018-06-16,94,81.0,,0.81,76.14
2018-06-17,86,81.0,,0.81,69.66000000000001
2018-06-18,98,81.0,,0.81,79.38000000000001
2018-06-19,92,81.0,,0.81,74.52000000000001
2018-06-20,97,81.0,,0.81,78.57000000000001
2018-06-21,93,81.0,,0.81,75.33
2018-06-22,94,81.0,,0.81,76.14
2018-06-23,97,81.0,,0.81,78.57000000000001
2018-06-24,90,81.0,,0.81,72.9
2018-06-25,99,81.0,,0.81,80.19000000000001
2018-06-26,96,81.0,,0.81,77.76
2018-06-27,93,81.0,,0.81,75.33
2018-06-28,95,81.0,,0.81,76.95
2018-06-29,98,81.0,,0.81,79.38000000000001
2018-06-30,97,81.0,,0.81,78.57000000000001
2018-07-01,88,79.0,False,0.79,69.52000000000001
2018-07-02,94,79.0,,0.79,74.26
2018-07-03,93,79.0,,0.79,73.47
2018-07-04,88,79.0,,0.79,69.52000000000001
2018-07-05,100,79.0,,0.79,79.0
2018-07-06,94,79.0,,0.79,74.26
2018-07-07,91,79.0,,0.79,71.89
2018-07-08,84,79.0,,0.79,66.36
2018-07-09,95,79.0,,0.79,75.05
2018-07-10,89,79.0,,0.79,70.31
2018-07-11,90,79.0,,0.79,71.10000000000001
2018-07-12,95,79.0,,0.79,75.05
2018-07-13,92,79.0,,0.79,72.68
2018-07-14,91,79.0,,0.79,71.89
2018-07-15,84,79.0,,0.79,66.36
2018-07-16,94,79.0,,0.79,74.26
2018-07-17,90,79.0,,0.79,71.10000000000001
2018-07-18,92,79.0,,0.79,72.68
2018-07-19,91,79.0,,0.79,71.89
2018-07-20,94,79.0,,0.79,74.26
2018-07-21,93,79.0,,0.79,73.47
2018-07-22,81,79.0,,0.79,63.99
2018-07-23,96,79.0,,0.79,75.84
2018-07-24,91,79.0,,0.79,71.89
2018-07-25,90,79.0,,0.79,71.10000000000001
2018-07-26,95,79.0,,0.79,75.05
2018-07-27,92,79.0,,0.79,72.68
2018-07-28,92,79.0,,0.79,72.68
2018-07-29,89,79.0,,0.79,70.31
2018-07-30,92,79.0,,0.79,72.68
2018-07-31,91,79.0,,0.79,71.89
2018-08-01,94,80.0,False,0.8,75.2
2018-08-02,88,80.0,,0.8,70.4
2018-08-03,92,80.0,,0.8,73.60000000000001
2018-08-04,93,80.0,,0.8,74.4
2018-08-05,88,80.0,,0.8,70.4
2018-08-06,97,80.0,,0.8,77.60000000000001
2018-08-07,93,80.0,,0.8,74.4
2018-08-08,92,80.0,,0.8,73.60000000000001
2018-08-09,90,80.0,,0.8,72.0
2018-08-10,98,80.0,,0.8,78.4
2018-08-11,94,80.0,,0.8,75.2
2018-08-12,87,80.0,,0.8,69.60000000000001
2018-08-13,93,80.0,,0.8,74.4
2018-08-14,95,80.0,,0.8,76.0
2018-08-15,94,80.0,,0.8,75.2
2018-08-16,90,80.0,,0.8,72.0
2018-08-17,94,80.0,,0.8,75.2
2018-08-18,94,80.0,,0.8,75.2
2018-08-19,87,80.0,,0.8,69.60000000000001
2018-08-20,100,80.0,,0.8,80.0
2018-08-21,89,80.0,,0.8,71.2
2018-08-22,90,80.0,,0.8,72.0
2018-08-23,91,80.0,,0.8,72.8
2018-08-24,93,80.0,,0.8,74.4
2018-08-25,88,80.0,,0.8,70.4
2018-08-26,81,80.0,,0.8,64.8
2018-08-27,92,80.0,,0.8,73.60000000000001
2018-08-28,93,80.0,,0.8,74.4
2018-08-29,93,80.0,,0.8,74.4
2018-08-30,93,80.0,,0.8,74.4
2018-08-31,89,80.0,,0.8,71.2
2018-09-01,90,75.0,False,0.75,67.5
2018-09-02,87,75.0,,0.75,65.25
2018-09-03,86,75.0,,0.75,64.5
2018-09-04,100,75.0,,0.75,75.0
2018-09-05,96,75.0,,0.75,72.0
2018-09-06,94,75.0,,0.75,70.5
2018-09-07,96,75.0,,0.75,72.0
2018-09-08,90,75.0,,0.75,67.5
2018-09-09,77,75.0,,0.75,57.75
2018-09-10,90,75.0,,0.75,67.5
2018-09-11,95,75.0,,0.75,71.25
2018-09-12,95,75.0,,0.75,71.25
2018-09-13,92,75.0,,0.75,69.0
2018-09-14,97,75.0,,0.75,72.75
2018-09-15,89,75.0,,0.75,66.75
2018-09-16,79,75.0,,0.75,59.25
2018-09-17,96,75.0,,0.75,72.0
2018-09-18,96,75.0,,0.75,72.0
2018-09-19,98,75.0,,0.75,73.5
2018-09-20,97,75.0,,0.75,72.75
2018-09-21,97,75.0,,0.75,72.75
2018-09-22,96,75.0,,0.75,72.0
2018-09-23,82,75.0,,0.75,61.5
2018-09-24,97,75.0,,0.75,72.75
2018-09-25,92,75.0,,0.75,69.0
2018-09-26,91,75.0,,0.75,68.25
2018-09-27,92,75.0,,0.75,69.0
2018-09-28,96,75.0,,0.75,72.0
2018-09-29,92,75.0,,0.75,69.0
2018-09-30,83,75.0,,0.75,62.25
2018-10-01,96,75.0,False,0.75,72.0
2018-10-02,95,75.0,,0.75,71.25
2018-10-03,93,75.0,,0.75,69.75
2018-10-04,95,75.0,,0.75,71.25
2018-10-05,94,75.0,,0.75,70.5
2018-10-06,91,75.0,,0.75,68.25
2018-10-07,80,75.0,,0.75,60.0
2018-10-08,95,75.0,,0.75,71.25
2018-10-09,96,75.0,,0.75,72.0
2018-10-10,97,75.0,,0.75,72.75
2018-10-11,95,75.0,,0.75,71.25
2018-10-12,98,75.0,,0.75,73.5
2018-10-13,89,75.0,,0.75,66.75
2018-10-14,83,75.0,,0.75,62.25
2018-10-15,98,75.0,,0.75,73.5
2018-10-16,93,75.0,,0.75,69.75
2018-10-17,91,75.0,,0.75,68.25
2018-10-18,96,75.0,,0.75,72.0
2018-10-19,100,75.0,,0.75,75.0
2018-10-20,93,75.0,,0.75,69.75
2018-10-21,82,75.0,,0.75,61.5
2018-10-22,94,75.0,,0.75,70.5
2018-10-23,91,75.0,,0.75,68.25
2018-10-24,90,75.0,,0.75,67.5
2018-10-25,98,75.0,,0.75,73.5
2018-10-26,96,75.0,,0.75,72.0
2018-10-27,91,75.0,,0.75,68.25
2018-10-28,82,75.0,,0.75,61.5
2018-10-29,97,75.0,,0.75,72.75
2018-10-30,93,75.0,,0.75,69.75
2018-10-31,94,75.0,,0.75,70.5
2018-11-01,92,75.0,False,0.75,69.0
2018-11-02,92,75.0,,0.75,69.0
2018-11-03,91,75.0,,0.75,68.25
2018-11-04,85,75.0,,0.75,63.75
2018-11-05,100,75.0,,0.75,75.0
2018-11-06,95,75.0,,0.75,71.25
2018-11-07,91,75.0,,0.75,68.25
2018-11-08,92,75.0,,0.75,69.0
2018-11-09,93,75.0,,0.75,69.75
2018-11-10,89,75.0,,0.75,66.75
2018-11-11,82,75.0,,0.75,61.5
2018-11-12,90,75.0,,0.75,67.5
2018-11-13,90,75.0,,0.75,67.5
2018-11-14,91,75.0,,0.75,68.25
2018-11-15,92,75.0,,0.75,69.0
2018-11-16,92,75.0,,0.75,69.0
2018-11-17,92,75.0,,0.75,69.0
2018-11-18,80,75.0,,0.75,60.0
2018-11-19,93,75.0,,0.75,69.75
2018-11-20,90,75.0,,0.75,67.5
2018-11-21,89,75.0,,0.75,66.75
2018-11-22,76,75.0,,0.75,57.0
2018-11-23,90,75.0,,0.75,67.5
2018-11-24,83,75.0,,0.75,62.25
2018-11-25,79,75.0,,0.75,59.25
2018-11-26,88,75.0,,0.75,66.0
2018-11-27,90,75.0,,0.75,67.5
2018-11-28,90,75.0,,0.75,67.5
2018-11-29,91,75.0,,0.75,68.25
2018-11-30,95,75.0,,0.75,71.25
2018-12-01,94,76.0,False,0.76,71.44
2018-12-02,81,76.0,,0.76,61.56
2018-12-03,94,76.0,,0.76,71.44
2018-12-04,92,76.0,,0.76,69.92
2018-12-05,89,76.0,,0.76,67.64
2018-12-06,95,76.0,,0.76,72.2
2018-12-07,96,76.0,,0.76,72.96000000000001
2018-12-08,90,76.0,,0.76,68.4
2018-12-09,80,76.0,,0.76,60.8
2018-12-10,92,76.0,,0.76,69.92
2018-12-11,93,76.0,,0.76,70.68
2018-12-12,92,76.0,,0.76,69.92
2018-12-13,94,76.0,,0.76,71.44
2018-12-14,93,76.0,,0.76,70.68
2018-12-15,92,76.0,,0.76,69.92
2018-12-16,82,76.0,,0.76,62.32
2018-12-17,93,76.0,,0.76,70.68
2018-12-18,92,76.0,,0.76,69.92
2018-12-19,96,76.0,,0.76,72.96000000000001
2018-12-20,95,76.0,,0.76,72.2
2018-12-21,94,76.0,,0.76,71.44
2018-12-22,92,76.0,,0.76,69.92
2018-12-23,85,76.0,,0.76,64.6
2018-12-24,89,76.0,,0.76,67.64
2018-12-25,88,76.0,,0.76,66.88
2018-12-26,100,76.0,,0.76,76.0
2018-12-27,97,76.0,,0.76,73.72
2018-12-28,94,76.0,,0.76,71.44
2018-12-29,93,76.0,,0.76,70.68
2018-12-30,86,76.0,,0.76,65.36
2018-12-31,97,76.0,,0.76,73.72
2019-01-01,94,75.0,False,0.75,70.5
2019-01-02,100,75.0,,0.75,75.0
2019-01-03,100,75.0,,0.75,75.0
2019-01-04,100,75.0,,0.75,75.0
2019-01-05,94,75.0,,0.75,70.5
2019-01-06,87,75.0,,0.75,65.25
2019-01-07,95,75.0,,0.75,71.25
2019-01-08,97,75.0,,0.75,72.75
2019-01-09,97,75.0,,0.75,72.75
2019-01-10,98,75.0,,0.75,73.5
2019-01-11,100,75.0,,0.75,75.0
2019-01-12,96,75.0,,0.75,72.0
2019-01-13,86,75.0,,0.75,64.5
2019-01-14,100,75.0,,0.75,75.0
2019-01-15,97,75.0,,0.75,72.75
2019-01-16,98,75.0,,0.75,73.5
2019-01-17,97,75.0,,0.75,72.75
2019-01-18,93,75.0,,0.75,69.75
2019-01-19,96,75.0,,0.75,72.0
2019-01-20,86,75.0,,0.75,64.5
2019-01-21,91,75.0,,0.75,68.25
2019-01-22,97,75.0,,0.75,72.75
2019-01-23,95,75.0,,0.75,71.25
2019-01-24,96,75.0,,0.75,72.0
2019-01-25,99,75.0,,0.75,74.25
2019-01-26,95,75.0,,0.75,71.25
2019-01-27,92,75.0,,0.75,69.0
2019-01-28,98,75.0,,0.75,73.5
2019-01-29,94,75.0,,0.75,70.5
2019-01-30,93,75.0,,0.75,69.75
2019-01-31,96,75.0,,0.75,72.0
2019-02-01,93,79.0,False,0.79,73.47
2019-02-02,92,79.0,,0.79,72.68
2019-02-03,80,79.0,,0.79,63.2
2019-02-04,89,79.0,,0.79,70.31
2019-02-05,95,79.0,,0.79,75.05
2019-02-06,91,79.0,,0.79,71.89
2019-02-07,99,79.0,,0.79,78.21000000000001
2019-02-08,98,79.0,,0.79,77.42
2019-02-09,94,79.0,,0.79,74.26
2019-02-10,84,79.0,,0.79,66.36
2019-02-11,94,79.0,,0.79,74.26
2019-02-12,98,79.0,,0.79,77.42
2019-02-13,95,79.0,,0.79,75.05
2019-02-14,92,79.0,,0.79,72.68
2019-02-15,100,79.0,,0.79,79.0
2019-02-16,97,79.0,,0.79,76.63000000000001
2019-02-17,88,79.0,,0.79,69.52000000000001
2019-02-18,96,79.0,,0.79,75.84
2019-02-19,96,79.0,,0.79,75.84
2019-02-20,96,79.0,,0.79,75.84
2019-02-21,93,79.0,,0.79,73.47
2019-02-22,95,79.0,,0.79,75.05
2019-02-23,96,79.0,,0.79,75.84
2019-02-24,93,79.0,,0.79,73.47
2019-02-25,96,79.0,,0.79,75.84
2019-02-26,99,79.0,,0.79,78.21000000000001
2019-02-27,98,79.0,,0.79,77.42
2019-02-28,97,79.0,,0.79,76.63000000000001
2019-03-01,97,80.0,False,0.8,77.60000000000001
2019-03-02,96,80.0,,0.8,76.80000000000001
2019-03-03,89,80.0,,0.8,71.2
2019-03-04,100,80.0,,0.8,80.0
2019-03-05,96,80.0,,0.8,76.80000000000001
2019-03-06,97,80.0,,0.8,77.60000000000001
2019-03-07,96,80.0,,0.8,76.80000000000001
2019-03-08,96,80.0,,0.8,76.80000000000001
2019-03-09,98,80.0,,0.8,78.4
2019-03-10,86,80.0,,0.8,68.8
2019-03-11,98,80.0,,0.8,78.4
2019-03-12,95,80.0,,0.8,76.0
2019-03-13,94,80.0,,0.8,75.2
2019-03-14,95,80.0,,0.8,76.0
2019-03-15,96,80.0,,0.8,76.80000000000001
2019-03-16,93,80.0,,0.8,74.4
2019-03-17,88,80.0,,0.8,70.4
2019-03-18,97,80.0,,0.8,77.60000000000001
2019-03-19,95,80.0,,0.8,76.0
2019-03-20,96,80.0,,0.8,76.80000000000001
2019-03-21,93,80.0,,0.8,74.4
2019-03-22,95,80.0,,0.8,76.0
2019-03-23,92,80.0,,0.8,73.60000000000001
2019-03-24,89,80.0,,0.8,71.2
2019-03-25,97,80.0,,0.8,77.60000000000001
2019-03-26,96,80.0,,0.8,76.80000000000001
2019-03-27,95,80.0,,0.8,76.0
2019-03-28,94,80.0,,0.8,75.2
2019-03-29,96,80.0,,0.8,76.80000000000001
2019-03-30,94,80.0,,0.8,75.2
2019-03-31,85,80.0,,0.8,68.0
2019-04-01,100,74.0,False,0.74,74.0
2019-04-02,99,74.0,,0.74,73.26
2019-04-03,99,74.0,,0.74,73.26
2019-04-04,96,74.0,,0.74,71.03999999999999
2019-04-05,99,74.0,,0.74,73.26
2019-04-06,98,74.0,,0.74,72.52
2019-04-07,88,74.0,,0.74,65.12
2019-04-08,99,74.0,,0.74,73.26
2019-04-09,95,74.0,,0.74,70.3
2019-04-10,93,74.0,,0.74,68.82
2019-04-11,94,74.0,,0.74,69.56
2019-04-12,97,74.0,,0.74,71.78
2019-04-13,93,74.0,,0.74,68.82
2019-04-14,87,74.0,,0.74,64.38
2019-04-15,95,74.0,,0.74,70.3
2019-04-16,93,74.0,,0.74,68.82
2019-04-17,96,74.0,,0.74,71.03999999999999
2019-04-18,97,74.0,,0.74,71.78
2019-04-19,98,74.0,,0.74,72.52
2019-04-20,89,74.0,,0.74,65.86
2019-04-21,85,74.0,,0.74,62.9
2019-04-22,94,74.0,,0.74,69.56
2019-04-23,94,74.0,,0.74,69.56
2019-04-24,97,74.0,,0.74,71.78
2019-04-25,95,74.0,,0.74,70.3
2019-04-26,94,74.0,,0.74,69.56
2019-04-27,91,74.0,,0.74,67.34
2019-04-28,87,74.0,,0.74,64.38
2019-04-29,97,74.0,,0.74,71.78
2019-04-30,98,74.0,,0.74,72.52
2019-05-01,97,76.0,False,0.76,73.72
2019-05-02,93,76.0,,0.76,70.68
2019-05-03,98,76.0,,0.76,74.48
2019-05-04,95,76.0,,0.76,72.2
2019-05-05,85,76.0,,0.76,64.6
2019-05-06,95,76.0,,0.76,72.2
2019-05-07,94,76.0,,0.76,71.44
2019-05-08,98,76.0,,0.76,74.48
2019-05-09,96,76.0,,0.76,72.96000000000001
2019-05-10,97,76.0,,0.76,73.72
2019-05-11,96,76.0,,0.76,72.96000000000001
2019-05-12,84,76.0,,0.76,63.84
2019-05-13,96,76.0,,0.76,72.96000000000001
2019-05-14,92,76.0,,0.76,69.92
2019-05-15,93,76.0,,0.76,70.68
2019-05-16,93,76.0,,0.76,70.68
2019-05-17,92,76.0,,0.76,69.92
2019-05-18,98,76.0,,0.76,74.48
2019-05-19,88,76.0,,0.76,66.88
2019-05-20,95,76.0,,0.76,72.2
2019-05-21,97,76.0,,0.76,73.72
2019-05-22,95,76.0,,0.76,72.2
2019-05-23,93,76.0,,0.76,70.68
2019-05-24,100,76.0,,0.76,76.0
2019-05-25,93,76.0,,0.76,70.68
2019-05-26,90,76.0,,0.76,68.4
2019-05-27,87,76.0,,0.76,66.12
2019-05-28,98,76.0,,0.76,74.48
2019-05-29,98,76.0,,0.76,74.48
2019-05-30,95,76.0,,0.76,72.2
2019-05-31,100,76.0,,0.76,76.0
2019-06-01,98,72.0,False,0.72,70.56
2019-06-02,89,72.0,,0.72,64.08
2019-06-03,97,72.0,,0.72,69.84
2019-06-04,98,72.0,,0.72,70.56
2019-06-05,97,72.0,,0.72,69.84
2019-06-06,98,72.0,,0.72,70.56
2019-06-07,100,72.0,,0.72,72.0
2019-06-08,92,72.0,,0.72,66.24
2019-06-09,83,72.0,,0.72,59.76
2019-06-10,95,72.0,,0.72,68.39999999999999
2019-06-11,91,72.0,,0.72,65.52
2019-06-12,94,72.0,,0.72,67.67999999999999
2019-06-13,93,72.0,,0.72,66.96
2019-06-14,92,72.0,,0.72,66.24
2019-06-15,91,72.0,,0.72,65.52
2019-06-16,84,72.0,,0.72,60.48
2019-06-17,95,72.0,,0.72,68.39999999999999
2019-06-18,95,72.0,,0.72,68.39999999999999
2019-06-19,93,72.0,,0.72,66.96
2019-06-20,94,72.0,,0.72,67.67999999999999
2019-06-21,95,72.0,,0.72,68.39999999999999
2019-06-22,96,72.0,,0.72,69.12
2019-06-23,94,72.0,,0.72,67.67999999999999
2019-06-24,94,72.0,,0.72,67.67999999999999
2019-06-25,95,72.0,,0.72,68.39999999999999
2019-06-26,93,72.0,,0.72,66.96
2019-06-27,94,72.0,,0.72,67.67999999999999
2019-06-28,98,72.0,,0.72,70.56
2019-06-29,96,72.0,,0.72,69.12
2019-06-30,86,72.0,,0.72,61.919999999999995
2019-07-01,96,73.0,False,0.73,70.08
2019-07-02,90,73.0,,0.73,65.7
2019-07-03,90,73.0,,0.73,65.7
2019-07-04,83,73.0,,0.73,60.589999999999996
2019-07-05,100,73.0,,0.73,73.0
2019-07-06,87,73.0,,0.73,63.51
2019-07-07,80,73.0,,0.73,58.4
2019-07-08,93,73.0,,0.73,67.89
2019-07-09,91,73.0,,0.73,66.42999999999999
2019-07-10,89,73.0,,0.73,64.97
2019-07-11,92,73.0,,0.73,67.16
2019-07-12,94,73.0,,0.73,68.62
2019-07-13,95,73.0,,0.73,69.35
2019-07-14,87,73.0,,0.73,63.51
2019-07-15,95,73.0,,0.73,69.35
2019-07-16,89,73.0,,0.73,64.97
2019-07-17,91,73.0,,0.73,66.42999999999999
2019-07-18,89,73.0,,0.73,64.97
2019-07-19,92,73.0,,0.73,67.16
2019-07-20,90,73.0,,0.73,65.7
2019-07-21,86,73.0,,0.73,62.78
2019-07-22,93,73.0,,0.73,67.89
2019-07-23,87,73.0,,0.73,63.51
2019-07-24,87,73.0,,0.73,63.51
2019-07-25,90,73.0,,0.73,65.7
2019-07-26,93,73.0,,0.73,67.89
2019-07-27,89,73.0,,0.73,64.97
2019-07-28,83,73.0,,0.73,60.589999999999996
2019-07-29,93,73.0,,0.73,67.89
2019-07-30,89,73.0,,0.73,64.97
2019-07-31,89,73.0,,0.73,64.97
2019-08-01,87,73.0,False,0.73,63.51
2019-08-02,92,73.0,,0.73,67.16
2019-08-03,94,73.0,,0.73,68.62
2019-08-04,90,73.0,,0.73,65.7
2019-08-05,98,73.0,,0.73,71.53999999999999
2019-08-06,98,73.0,,0.73,71.53999999999999
2019-08-07,100,73.0,,0.73,73.0
2019-08-08,96,73.0,,0.73,70.08
2019-08-09,100,73.0,,0.73,73.0
2019-08-10,95,73.0,,0.73,69.35
2019-08-11,89,73.0,,0.73,64.97
2019-08-12,99,73.0,,0.73,72.27
2019-08-13,92,73.0,,0.73,67.16
2019-08-14,93,73.0,,0.73,67.89
2019-08-15,92,73.0,,0.73,67.16
2019-08-16,92,73.0,,0.73,67.16
2019-08-17,93,73.0,,0.73,67.89
2019-08-18,83,73.0,,0.73,60.589999999999996
2019-08-19,93,73.0,,0.73,67.89
2019-08-20,93,73.0,,0.73,67.89
2019-08-21,90,73.0,,0.73,65.7
2019-08-22,93,73.0,,0.73,67.89
2019-08-23,96,73.0,,0.73,70.08
2019-08-24,90,73.0,,0.73,65.7
2019-08-25,84,73.0,,0.73,61.32
2019-08-26,93,73.0,,0.73,67.89
