date,LL_unscaled,LL_monthly,isPartial,scale,LL
2017-12-31,54,99.0,,0.99,53.46
2018-01-01,99,64.0,False,0.64,63.36
2018-01-02,87,64.0,,0.64,55.68
2018-01-03,80,64.0,,0.64,51.2
2018-01-04,85,64.0,,0.64,54.4
2018-01-05,89,64.0,,0.64,56.96
2018-01-06,100,64.0,,0.64,64.0
2018-01-07,97,64.0,,0.64,62.08
2018-01-08,79,64.0,,0.64,50.56
2018-01-09,63,64.0,,0.64,40.32
2018-01-10,69,64.0,,0.64,44.160000000000004
2018-01-11,74,64.0,,0.64,47.36
2018-01-12,76,64.0,,0.64,48.64
2018-01-13,95,64.0,,0.64,60.800000000000004
2018-01-14,97,64.0,,0.64,62.08
2018-01-15,87,64.0,,0.64,55.68
2018-01-16,81,64.0,,0.64,51.84
2018-01-17,73,64.0,,0.64,46.72
2018-01-18,70,64.0,,0.64,44.800000000000004
2018-01-19,72,64.0,,0.64,46.08
2018-01-20,74,64.0,,0.64,47.36
2018-01-21,72,64.0,,0.64,46.08
2018-01-22,62,64.0,,0.64,39.68
2018-01-23,63,64.0,,0.64,40.32
2018-01-24,56,64.0,,0.64,35.84
2018-01-25,63,64.0,,0.64,40.32
2018-01-26,71,64.0,,0.64,45.44
2018-01-27,72,64.0,,0.64,46.08
2018-01-28,81,64.0,,0.64,51.84
2018-01-29,67,64.0,,0.64,42.88
2018-01-30,60,64.0,,0.64,38.4
2018-01-31,57,64.0,,0.64,36.480000000000004
2018-02-01,54,54.0,False,0.54,29.160000000000004
2018-02-02,58,54.0,,0.54,31.32
2018-02-03,64,54.0,,0.54,34.56
2018-02-04,66,54.0,,0.54,35.64
2018-02-05,48,54.0,,0.54,25.92
2018-02-06,51,54.0,,0.54,27.540000000000003
2018-02-07,62,54.0,,0.54,33.480000000000004
2018-02-08,52,54.0,,0.54,28.080000000000002
2018-02-09,100,54.0,,0.54,54.0
2018-02-10,93,54.0,,0.54,50.220000000000006
2018-02-11,79,54.0,,0.54,42.660000000000004
2018-02-12,62,54.0,,0.54,33.480000000000004
2018-02-13,53,54.0,,0.54,28.62
2018-02-14,56,54.0,,0.54,30.240000000000002
2018-02-15,55,54.0,,0.54,29.700000000000003
2018-02-16,57,54.0,,0.54,30.78
2018-02-17,64,54.0,,0.54,34.56
2018-02-18,73,54.0,,0.54,39.42
2018-02-19,65,54.0,,0.54,35.1
2018-02-20,58,54.0,,0.54,31.32
2018-02-21,55,54.0,,0.54,29.700000000000003
2018-02-22,48,54.0,,0.54,25.92
2018-02-23,56,54.0,,0.54,30.240000000000002
2018-02-24,61,54.0,,0.54,32.940000000000005
2018-02-25,68,54.0,,0.54,36.72
2018-02-26,55,54.0,,0.54,29.700000000000003
2018-02-27,52,54.0,,0.54,28.080000000000002
2018-02-28,50,54.0,,0.54,27.0
2018-03-01,78,46.0,False,0.46,35.88
2018-03-02,94,46.0,,0.46,43.24
2018-03-03,100,46.0,,0.46,46.0
2018-03-04,95,46.0,,0.46,43.7
2018-03-05,78,46.0,,0.46,35.88
2018-03-06,73,46.0,,0.46,33.58
2018-03-07,67,46.0,,0.46,30.82
2018-03-08,69,46.0,,0.46,31.740000000000002
2018-03-09,70,46.0,,0.46,32.2
2018-03-10,84,46.0,,0.46,38.64
2018-03-11,88,46.0,,0.46,40.480000000000004
2018-03-12,71,46.0,,0.46,32.660000000000004
2018-03-13,73,46.0,,0.46,33.58
2018-03-14,75,46.0,,0.46,34.5
2018-03-15,65,46.0,,0.46,29.900000000000002
2018-03-16,70,46.0,,0.46,32.2
2018-03-17,90,46.0,,0.46,41.4
2018-03-18,87,46.0,,0.46,40.02
2018-03-19,76,46.0,,0.46,34.96
2018-03-20,65,46.0,,0.46,29.900000000000002
2018-03-21,66,46.0,,0.46,30.360000000000003
2018-03-22,78,46.0,,0.46,35.88
2018-03-23,79,46.0,,0.46,36.34
2018-03-24,92,46.0,,0.46,42.32
2018-03-25,91,46.0,,0.46,41.86
2018-03-26,69,46.0,,0.46,31.740000000000002
2018-03-27,74,46.0,,0.46,34.04
2018-03-28,69,46.0,,0.46,31.740000000000002
2018-03-29,79,46.0,,0.46,36.34
2018-03-30,89,46.0,,0.46,40.940000000000005
2018-03-31,77,46.0,,0.46,35.42
2018-04-01,89,45.0,False,0.45,40.050000000000004
2018-04-02,79,45.0,,0.45,35.550000000000004
2018-04-03,75,45.0,,0.45,33.75
2018-04-04,71,45.0,,0.45,31.95
2018-04-05,67,45.0,,0.45,30.150000000000002
2018-04-06,71,45.0,,0.45,31.95
2018-04-07,85,45.0,,0.45,38.25
2018-04-08,92,45.0,,0.45,41.4
2018-04-09,74,45.0,,0.45,33.300000000000004
2018-04-10,75,45.0,,0.45,33.75
2018-04-11,70,45.0,,0.45,31.5
2018-04-12,62,45.0,,0.45,27.900000000000002
2018-04-13,76,45.0,,0.45,34.2
2018-04-14,78,45.0,,0.45,35.1
2018-04-15,86,45.0,,0.45,38.7
2018-04-16,76,45.0,,0.45,34.2
2018-04-17,72,45.0,,0.45,32.4
2018-04-18,75,45.0,,0.45,33.75
2018-04-19,77,45.0,,0.45,34.65
2018-04-20,68,45.0,,0.45,30.6
2018-04-21,76,45.0,,0.45,34.2
2018-04-22,100,45.0,,0.45,45.0
2018-04-23,75,45.0,,0.45,33.75
2018-04-24,71,45.0,,0.45,31.95
2018-04-25,67,45.0,,0.45,30.150000000000002
2018-04-26,69,45.0,,0.45,31.05
2018-04-27,74,45.0,,0.45,33.300000000000004
2018-04-28,78,45.0,,0.45,35.1
2018-04-29,95,45.0,,0.45,42.75
2018-04-30,74,45.0,,0.45,33.300000000000004
2018-05-01,70,46.0,False,0.46,32.2
2018-05-02,67,46.0,,0.46,30.82
2018-05-03,62,46.0,,0.46,28.52
2018-05-04,68,46.0,,0.46,31.28
2018-05-05,68,46.0,,0.46,31.28
2018-05-06,80,46.0,,0.46,36.800000000000004
2018-05-07,63,46.0,,0.46,28.98
2018-05-08,62,46.0,,0.46,28.52
2018-05-09,61,46.0,,0.46,28.060000000000002
2018-05-10,65,46.0,,0.46,29.900000000000002
2018-05-11,70,46.0,,0.46,32.2
2018-05-12,75,46.0,,0.46,34.5
2018-05-13,88,46.0,,0.46,40.480000000000004
2018-05-14,68,46.0,,0.46,31.28
2018-05-15,65,46.0,,0.46,29.900000000000002
2018-05-16,60,46.0,,0.46,27.6
2018-05-17,65,46.0,,0.46,29.900000000000002
2018-05-18,71,46.0,,0.46,32.660000000000004
2018-05-19,72,46.0,,0.46,33.120000000000005
2018-05-20,81,46.0,,0.46,37.260000000000005
2018-05-21,69,46.0,,0.46,31.740000000000002
2018-05-22,72,46.0,,0.46,33.120000000000005
2018-05-23,67,46.0,,0.46,30.82
2018-05-24,84,46.0,,0.46,38.64
2018-05-25,74,46.0,,0.46,34.04
2018-05-26,80,46.0,,0.46,36.800000000000004
2018-05-27,97,46.0,,0.46,44.620000000000005
2018-05-28,100,46.0,,0.46,46.0
2018-05-29,77,46.0,,0.46,35.42
2018-05-30,63,46.0,,0.46,28.98
2018-05-31,67,46.0,,0.46,30.82
2018-06-01,67,47.0,False,0.47,31.49
2018-06-02,68,47.0,,0.47,31.959999999999997
2018-06-03,72,47.0,,0.47,33.839999999999996
2018-06-04,66,47.0,,0.47,31.02
2018-06-05,66,47.0,,0.47,31.02
2018-06-06,67,47.0,,0.47,31.49
2018-06-07,62,47.0,,0.47,29.139999999999997
2018-06-08,68,47.0,,0.47,31.959999999999997
2018-06-09,75,47.0,,0.47,35.25
2018-06-10,81,47.0,,0.47,38.07
2018-06-11,69,47.0,,0.47,32.43
2018-06-12,70,47.0,,0.47,32.9
2018-06-13,64,47.0,,0.47,30.08
2018-06-14,64,47.0,,0.47,30.08
2018-06-15,67,47.0,,0.47,31.49
2018-06-16,75,47.0,,0.47,35.25
2018-06-17,84,47.0,,0.47,39.48
2018-06-18,69,47.0,,0.47,32.43
2018-06-19,73,47.0,,0.47,34.309999999999995
2018-06-20,68,47.0,,0.47,31.959999999999997
2018-06-21,71,47.0,,0.47,33.37
2018-06-22,70,47.0,,0.47,32.9
2018-06-23,84,47.0,,0.47,39.48
2018-06-24,89,47.0,,0.47,41.83
2018-06-25,100,47.0,,0.47,47.0
2018-06-26,77,47.0,,0.47,36.19
2018-06-27,73,47.0,,0.47,34.309999999999995
2018-06-28,73,47.0,,0.47,34.309999999999995
2018-06-29,75,47.0,,0.47,35.25
2018-06-30,84,47.0,,0.47,39.48
2018-07-01,98,54.0,False,0.54,52.92
2018-07-02,85,54.0,,0.54,45.900000000000006
2018-07-03,86,54.0,,0.54,46.440000000000005
2018-07-04,93,54.0,,0.54,50.220000000000006
2018-07-05,82,54.0,,0.54,44.28
2018-07-06,76,54.0,,0.54,41.040000000000006
2018-07-07,92,54.0,,0.54,49.68000000000001
2018-07-08,98,54.0,,0.54,52.92
2018-07-09,90,54.0,,0.54,48.6
2018-07-10,86,54.0,,0.54,46.440000000000005
2018-07-11,78,54.0,,0.54,42.120000000000005
2018-07-12,81,54.0,,0.54,43.74
2018-07-13,81,54.0,,0.54,43.74
2018-07-14,98,54.0,,0.54,52.92
2018-07-15,92,54.0,,0.54,49.68000000000001
2018-07-16,90,54.0,,0.54,48.6
2018-07-17,92,54.0,,0.54,49.68000000000001
2018-07-18,87,54.0,,0.54,46.980000000000004
2018-07-19,89,54.0,,0.54,48.06
2018-07-20,91,54.0,,0.54,49.14
2018-07-21,99,54.0,,0.54,53.46
2018-07-22,97,54.0,,0.54,52.38
2018-07-23,90,54.0,,0.54,48.6
2018-07-24,94,54.0,,0.54,50.760000000000005
2018-07-25,100,54.0,,0.54,54.0
2018-07-26,91,54.0,,0.54,49.14
2018-07-27,83,54.0,,0.54,44.82
2018-07-28,99,54.0,,0.54,53.46
2018-07-29,99,54.0,,0.54,53.46
2018-07-30,93,54.0,,0.54,50.220000000000006
2018-07-31,87,54.0,,0.54,46.980000000000004
2018-08-01,75,53.0,False,0.53,39.75
2018-08-02,78,53.0,,0.53,41.34
2018-08-03,77,53.0,,0.53,40.81
2018-08-04,100,53.0,,0.53,53.0
2018-08-05,98,53.0,,0.53,51.940000000000005
2018-08-06,89,53.0,,0.53,47.17
2018-08-07,74,53.0,,0.53,39.22
2018-08-08,83,53.0,,0.53,43.99
2018-08-09,84,53.0,,0.53,44.52
2018-08-10,79,53.0,,0.53,41.870000000000005
2018-08-11,92,53.0,,0.53,48.760000000000005
2018-08-12,99,53.0,,0.53,52.470000000000006
2018-08-13,91,53.0,,0.53,48.230000000000004
2018-08-14,86,53.0,,0.53,45.580000000000005
2018-08-15,78,53.0,,0.53,41.34
2018-08-16,75,53.0,,0.53,39.75
2018-08-17,78,53.0,,0.53,41.34
2018-08-18,92,53.0,,0.53,48.760000000000005
2018-08-19,91,53.0,,0.53,48.230000000000004
2018-08-20,90,53.0,,0.53,47.7
2018-08-21,78,53.0,,0.53,41.34
2018-08-22,70,53.0,,0.53,37.1
2018-08-23,75,53.0,,0.53,39.75
2018-08-24,78,53.0,,0.53,41.34
2018-08-25,81,53.0,,0.53,42.93
2018-08-26,86,53.0,,0.53,45.580000000000005
2018-08-27,75,53.0,,0.53,39.75
2018-08-28,79,53.0,,0.53,41.870000000000005
2018-08-29,76,53.0,,0.53,40.28
2018-08-30,87,53.0,,0.53,46.11
2018-08-31,84,53.0,,0.53,44.52
2018-09-01,88,54.0,False,0.54,47.52
2018-09-02,90,54.0,,0.54,48.6
2018-09-03,100,54.0,,0.54,54.0
2018-09-04,80,54.0,,0.54,43.2
2018-09-05,67,54.0,,0.54,36.18
2018-09-06,59,54.0,,0.54,31.860000000000003
2018-09-07,60,54.0,,0.54,32.400000000000006
2018-09-08,71,54.0,,0.54,38.34
2018-09-09,80,54.0,,0.54,43.2
2018-09-10,73,54.0,,0.54,39.42
2018-09-11,70,54.0,,0.54,37.800000000000004
2018-09-12,66,54.0,,0.54,35.64
2018-09-13,62,54.0,,0.54,33.480000000000004
2018-09-14,61,54.0,,0.54,32.940000000000005
2018-09-15,69,54.0,,0.54,37.260000000000005
2018-09-16,77,54.0,,0.54,41.580000000000005
2018-09-17,69,54.0,,0.54,37.260000000000005
2018-09-18,66,54.0,,0.54,35.64
2018-09-19,62,54.0,,0.54,33.480000000000004
2018-09-20,63,54.0,,0.54,34.02
2018-09-21,65,54.0,,0.54,35.1
2018-09-22,72,54.0,,0.54,38.88
2018-09-23,81,54.0,,0.54,43.74
2018-09-24,70,54.0,,0.54,37.800000000000004
2018-09-25,77,54.0,,0.54,41.580000000000005
2018-09-26,71,54.0,,0.54,38.34
2018-09-27,62,54.0,,0.54,33.480000000000004
2018-09-28,65,54.0,,0.54,35.1
2018-09-29,80,54.0,,0.54,43.2
2018-09-30,84,54.0,,0.54,45.36
2018-10-01,62,69.0,False,0.69,42.779999999999994
2018-10-02,63,69.0,,0.69,43.47
2018-10-03,63,69.0,,0.69,43.47
2018-10-04,64,69.0,,0.69,44.16
2018-10-05,66,69.0,,0.69,45.54
2018-10-06,77,69.0,,0.69,53.129999999999995
2018-10-07,80,69.0,,0.69,55.199999999999996
2018-10-08,80,69.0,,0.69,55.199999999999996
2018-10-09,65,69.0,,0.69,44.849999999999994
2018-10-10,64,69.0,,0.69,44.16
2018-10-11,66,69.0,,0.69,45.54
2018-10-12,72,69.0,,0.69,49.67999999999999
2018-10-13,85,69.0,,0.69,58.65
2018-10-14,100,69.0,,0.69,69.0
2018-10-15,97,69.0,,0.69,66.92999999999999
2018-10-16,77,69.0,,0.69,53.129999999999995
2018-10-17,74,69.0,,0.69,51.059999999999995
2018-10-18,78,69.0,,0.69,53.81999999999999
2018-10-19,79,69.0,,0.69,54.51
2018-10-20,86,69.0,,0.69,59.339999999999996
2018-10-21,97,69.0,,0.69,66.92999999999999
2018-10-22,87,69.0,,0.69,60.029999999999994
2018-10-23,71,69.0,,0.69,48.989999999999995
2018-10-24,71,69.0,,0.69,48.989999999999995
2018-10-25,76,69.0,,0.69,52.44
2018-10-26,71,69.0,,0.69,48.989999999999995
2018-10-27,88,69.0,,0.69,60.72
2018-10-28,95,69.0,,0.69,65.55
2018-10-29,81,69.0,,0.69,55.88999999999999
2018-10-30,75,69.0,,0.69,51.74999999999999
2018-10-31,71,69.0,,0.69,48.989999999999995
2018-11-01,33,100.0,False,1.0,33.0
2018-11-02,33,100.0,,1.0,33.0
2018-11-03,42,100.0,,1.0,42.0
2018-11-04,44,100.0,,1.0,44.0
2018-11-05,36,100.0,,1.0,36.0
2018-11-06,34,100.0,,1.0,34.0
2018-11-07,29,100.0,,1.0,29.0
2018-11-08,41,100.0,,1.0,41.0
2018-11-09,42,100.0,,1.0,42.0
2018-11-10,62,100.0,,1.0,62.0
2018-11-11,64,100.0,,1.0,64.0
2018-11-12,59,100.0,,1.0,59.0
2018-11-13,55,100.0,,1.0,55.0
2018-11-14,52,100.0,,1.0,52.0
2018-11-15,50,100.0,,1.0,50.0
2018-11-16,48,100.0,,1.0,48.0
2018-11-17,56,100.0,,1.0,56.0
2018-11-18,62,100.0,,1.0,62.0
2018-11-19,51,100.0,,1.0,51.0
2018-11-20,51,100.0,,1.0,51.0
2018-11-21,48,100.0,,1.0,48.0
2018-11-22,60,100.0,,1.0,60.0
2018-11-23,100,100.0,,1.0,100.0
2018-11-24,85,100.0,,1.0,85.0
2018-11-25,70,100.0,,1.0,70.0
2018-11-26,84,100.0,,1.0,84.0
2018-11-27,71,100.0,,1.0,71.0
2018-11-28,55,100.0,,1.0,55.0
2018-11-29,49,100.0,,1.0,49.0
2018-11-30,42,100.0,,1.0,42.0
2018-12-01,73,94.0,False,0.94,68.61999999999999
2018-12-02,90,94.0,,0.94,84.6
2018-12-03,69,94.0,,0.94,64.86
2018-12-04,77,94.0,,0.94,72.38
2018-12-05,76,94.0,,0.94,71.44
2018-12-06,75,94.0,,0.94,70.5
2018-12-07,82,94.0,,0.94,77.08
2018-12-08,96,94.0,,0.94,90.24
2018-12-09,100,94.0,,0.94,94.0
2018-12-10,91,94.0,,0.94,85.53999999999999
2018-12-11,91,94.0,,0.94,85.53999999999999
2018-12-12,83,94.0,,0.94,78.02
2018-12-13,72,94.0,,0.94,67.67999999999999
2018-12-14,70,94.0,,0.94,65.8
2018-12-15,89,94.0,,0.94,83.66
2018-12-16,91,94.0,,0.94,85.53999999999999
2018-12-17,61,94.0,,0.94,57.339999999999996
2018-12-18,63,94.0,,0.94,59.22
2018-12-19,59,94.0,,0.94,55.459999999999994
2018-12-20,55,94.0,,0.94,51.699999999999996
2018-12-21,55,94.0,,0.94,51.699999999999996
2018-12-22,61,94.0,,0.94,57.339999999999996
2018-12-23,61,94.0,,0.94,57.339999999999996
2018-12-24,53,94.0,,0.94,49.82
2018-12-25,74,94.0,,0.94,69.56
2018-12-26,83,94.0,,0.94,78.02
2018-12-27,66,94.0,,0.94,62.04
2018-12-28,57,94.0,,0.94,53.58
2018-12-29,63,94.0,,0.94,59.22
2018-12-30,62,94.0,,0.94,58.279999999999994
2018-12-31,56,94.0,,0.94,52.64
2019-01-01,81,60.0,False,0.6,48.6
2019-01-02,80,60.0,,0.6,48.0
2019-01-03,78,60.0,,0.6,46.8
2019-01-04,71,60.0,,0.6,42.6
2019-01-05,80,60.0,,0.6,48.0
2019-01-06,82,60.0,,0.6,49.199999999999996
2019-01-07,63,60.0,,0.6,37.8
2019-01-08,55,60.0,,0.6,33.0
2019-01-09,57,60.0,,0.6,34.199999999999996
2019-01-10,64,60.0,,0.6,38.4
2019-01-11,62,60.0,,0.6,37.199999999999996
2019-01-12,76,60.0,,0.6,45.6
2019-01-13,100,60.0,,0.6,60.0
2019-01-14,92,60.0,,0.6,55.199999999999996
2019-01-15,69,60.0,,0.6,41.4
2019-01-16,64,60.0,,0.6,38.4
2019-01-17,71,60.0,,0.6,42.6
2019-01-18,66,60.0,,0.6,39.6
2019-01-19,81,60.0,,0.6,48.6
2019-01-20,87,60.0,,0.6,52.199999999999996
2019-01-21,83,60.0,,0.6,49.8
2019-01-22,74,60.0,,0.6,44.4
2019-01-23,68,60.0,,0.6,40.8
2019-01-24,62,60.0,,0.6,37.199999999999996
2019-01-25,62,60.0,,0.6,37.199999999999996
2019-01-26,56,60.0,,0.6,33.6
2019-01-27,79,60.0,,0.6,47.4
2019-01-28,63,60.0,,0.6,37.8
2019-01-29,55,60.0,,0.6,33.0
2019-01-30,57,60.0,,0.6,34.199999999999996
2019-01-31,65,60.0,,0.6,39.0
2019-02-01,80,51.0,False,0.51,40.8
2019-02-02,90,51.0,,0.51,45.9
2019-02-03,80,51.0,,0.51,40.8
2019-02-04,72,51.0,,0.51,36.72
2019-02-05,73,51.0,,0.51,37.230000000000004
2019-02-06,73,51.0,,0.51,37.230000000000004
2019-02-07,76,51.0,,0.51,38.76
2019-02-08,81,51.0,,0.51,41.31
2019-02-09,93,51.0,,0.51,47.43
2019-02-10,92,51.0,,0.51,46.92
2019-02-11,82,51.0,,0.51,41.82
2019-02-12,74,51.0,,0.51,37.74
2019-02-13,81,51.0,,0.51,41.31
2019-02-14,81,51.0,,0.51,41.31
2019-02-15,74,51.0,,0.51,37.74
2019-02-16,86,51.0,,0.51,43.86
2019-02-17,100,51.0,,0.51,51.0
2019-02-18,93,51.0,,0.51,47.43
2019-02-19,82,51.0,,0.51,41.82
2019-02-20,80,51.0,,0.51,40.8
2019-02-21,71,51.0,,0.51,36.21
2019-02-22,71,51.0,,0.51,36.21
2019-02-23,83,51.0,,0.51,42.33
2019-02-24,84,51.0,,0.51,42.84
2019-02-25,74,51.0,,0.51,37.74
2019-02-26,69,51.0,,0.51,35.19
2019-02-27,70,51.0,,0.51,35.7
2019-02-28,79,51.0,,0.51,40.29
2019-03-01,91,44.0,False,0.44,40.04
2019-03-02,100,44.0,,0.44,44.0
2019-03-03,99,44.0,,0.44,43.56
2019-03-04,89,44.0,,0.44,39.160000000000004
2019-03-05,81,44.0,,0.44,35.64
2019-03-06,78,44.0,,0.44,34.32
2019-03-07,84,44.0,,0.44,36.96
2019-03-08,87,44.0,,0.44,38.28
2019-03-09,89,44.0,,0.44,39.160000000000004
2019-03-10,96,44.0,,0.44,42.24
2019-03-11,83,44.0,,0.44,36.52
2019-03-12,74,44.0,,0.44,32.56
2019-03-13,84,44.0,,0.44,36.96
2019-03-14,74,44.0,,0.44,32.56
2019-03-15,74,44.0,,0.44,32.56
2019-03-16,82,44.0,,0.44,36.08
2019-03-17,96,44.0,,0.44,42.24
2019-03-18,74,44.0,,0.44,32.56
2019-03-19,82,44.0,,0.44,36.08
2019-03-20,84,44.0,,0.44,36.96
2019-03-21,78,44.0,,0.44,34.32
2019-03-22,90,44.0,,0.44,39.6
2019-03-23,82,44.0,,0.44,36.08
2019-03-24,92,44.0,,0.44,40.48
2019-03-25,82,44.0,,0.44,36.08
2019-03-26,79,44.0,,0.44,34.76
2019-03-27,81,44.0,,0.44,35.64
2019-03-28,84,44.0,,0.44,36.96
2019-03-29,73,44.0,,0.44,32.12
2019-03-30,87,44.0,,0.44,38.28
2019-03-31,90,44.0,,0.44,39.6
2019-04-01,89,42.0,False,0.42,37.379999999999995
2019-04-02,85,42.0,,0.42,35.699999999999996
2019-04-03,92,42.0,,0.42,38.64
2019-04-04,90,42.0,,0.42,37.8
2019-04-05,90,42.0,,0.42,37.8
2019-04-06,94,42.0,,0.42,39.48
2019-04-07,99,42.0,,0.42,41.58
2019-04-08,85,42.0,,0.42,35.699999999999996
2019-04-09,81,42.0,,0.42,34.019999999999996
2019-04-10,79,42.0,,0.42,33.18
2019-04-11,81,42.0,,0.42,34.019999999999996
2019-04-12,88,42.0,,0.42,36.96
2019-04-13,93,42.0,,0.42,39.059999999999995
2019-04-14,100,42.0,,0.42,42.0
2019-04-15,81,42.0,,0.42,34.019999999999996
2019-04-16,86,42.0,,0.42,36.12
2019-04-17,96,42.0,,0.42,40.32
2019-04-18,87,42.0,,0.42,36.54
2019-04-19,89,42.0,,0.42,37.379999999999995
2019-04-20,87,42.0,,0.42,36.54
2019-04-21,87,42.0,,0.42,36.54
2019-04-22,88,42.0,,0.42,36.96
2019-04-23,76,42.0,,0.42,31.919999999999998
2019-04-24,86,42.0,,0.42,36.12
2019-04-25,71,42.0,,0.42,29.82
2019-04-26,82,42.0,,0.42,34.44
2019-04-27,93,42.0,,0.42,39.059999999999995
2019-04-28,95,42.0,,0.42,39.9
2019-04-29,91,42.0,,0.42,38.22
2019-04-30,94,42.0,,0.42,39.48
2019-05-01,82,43.0,False,0.43,35.26
2019-05-02,80,43.0,,0.43,34.4
2019-05-03,79,43.0,,0.43,33.97
2019-05-04,85,43.0,,0.43,36.55
2019-05-05,99,43.0,,0.43,42.57
2019-05-06,75,43.0,,0.43,32.25
2019-05-07,71,43.0,,0.43,30.53
2019-05-08,75,43.0,,0.43,32.25
2019-05-09,66,43.0,,0.43,28.38
2019-05-10,75,43.0,,0.43,32.25
2019-05-11,80,43.0,,0.43,34.4
2019-05-12,94,43.0,,0.43,40.42
2019-05-13,79,43.0,,0.43,33.97
2019-05-14,73,43.0,,0.43,31.39
2019-05-15,76,43.0,,0.43,32.68
2019-05-16,70,43.0,,0.43,30.099999999999998
2019-05-17,72,43.0,,0.43,30.96
2019-05-18,80,43.0,,0.43,34.4
2019-05-19,82,43.0,,0.43,35.26
2019-05-20,78,43.0,,0.43,33.54
2019-05-21,78,43.0,,0.43,33.54
2019-05-22,77,43.0,,0.43,33.11
2019-05-23,80,43.0,,0.43,34.4
2019-05-24,73,43.0,,0.43,31.39
2019-05-25,84,43.0,,0.43,36.12
2019-05-26,96,43.0,,0.43,41.28
2019-05-27,100,43.0,,0.43,43.0
2019-05-28,88,43.0,,0.43,37.839999999999996
2019-05-29,77,43.0,,0.43,33.11
2019-05-30,75,43.0,,0.43,32.25
2019-05-31,72,43.0,,0.43,30.96
2019-06-01,84,43.0,False,0.43,36.12
2019-06-02,100,43.0,,0.43,43.0
2019-06-03,89,43.0,,0.43,38.269999999999996
2019-06-04,74,43.0,,0.43,31.82
2019-06-05,79,43.0,,0.43,33.97
2019-06-06,74,43.0,,0.43,31.82
2019-06-07,77,43.0,,0.43,33.11
2019-06-08,83,43.0,,0.43,35.69
2019-06-09,94,43.0,,0.43,40.42
2019-06-10,77,43.0,,0.43,33.11
2019-06-11,65,43.0,,0.43,27.95
2019-06-12,66,43.0,,0.43,28.38
2019-06-13,78,43.0,,0.43,33.54
2019-06-14,72,43.0,,0.43,30.96
2019-06-15,81,43.0,,0.43,34.83
2019-06-16,85,43.0,,0.43,36.55
2019-06-17,73,43.0,,0.43,31.39
2019-06-18,78,43.0,,0.43,33.54
2019-06-19,74,43.0,,0.43,31.82
2019-06-20,77,43.0,,0.43,33.11
2019-06-21,72,43.0,,0.43,30.96
2019-06-22,81,43.0,,0.43,34.83
2019-06-23,87,43.0,,0.43,37.41
2019-06-24,76,43.0,,0.43,32.68
2019-06-25,85,43.0,,0.43,36.55
2019-06-26,75,43.0,,0.43,32.25
2019-06-27,73,43.0,,0.43,31.39
2019-06-28,86,43.0,,0.43,36.98
2019-06-29,83,43.0,,0.43,35.69
2019-06-30,99,43.0,,0.43,42.57
2019-07-01,76,44.0,False,0.44,33.44
2019-07-02,80,44.0,,0.44,35.2
2019-07-03,82,44.0,,0.44,36.08
2019-07-04,88,44.0,,0.44,38.72
2019-07-05,87,44.0,,0.44,38.28
2019-07-06,85,44.0,,0.44,37.4
2019-07-07,78,44.0,,0.44,34.32
2019-07-08,77,44.0,,0.44,33.88
2019-07-09,74,44.0,,0.44,32.56
2019-07-10,79,44.0,,0.44,34.76
2019-07-11,80,44.0,,0.44,35.2
2019-07-12,79,44.0,,0.44,34.76
2019-07-13,97,44.0,,0.44,42.68
2019-07-14,97,44.0,,0.44,42.68
2019-07-15,86,44.0,,0.44,37.84
2019-07-16,78,44.0,,0.44,34.32
2019-07-17,75,44.0,,0.44,33.0
2019-07-18,78,44.0,,0.44,34.32
2019-07-19,82,44.0,,0.44,36.08
2019-07-20,94,44.0,,0.44,41.36
2019-07-21,98,44.0,,0.44,43.12
2019-07-22,85,44.0,,0.44,37.4
2019-07-23,77,44.0,,0.44,33.88
2019-07-24,75,44.0,,0.44,33.0
2019-07-25,73,44.0,,0.44,32.12
2019-07-26,76,44.0,,0.44,33.44
2019-07-27,80,44.0,,0.44,35.2
2019-07-28,100,44.0,,0.44,44.0
2019-07-29,88,44.0,,0.44,38.72
2019-07-30,73,44.0,,0.44,32.12
2019-07-31,71,44.0,,0.44,31.24
2019-08-01,74,50.0,False,0.5,37.0
2019-08-02,81,50.0,,0.5,40.5
2019-08-03,94,50.0,,0.5,47.0
2019-08-04,86,50.0,,0.5,43.0
2019-08-05,81,50.0,,0.5,40.5
2019-08-06,78,50.0,,0.5,39.0
2019-08-07,82,50.0,,0.5,41.0
2019-08-08,76,50.0,,0.5,38.0
2019-08-09,79,50.0,,0.5,39.5
2019-08-10,99,50.0,,0.5,49.5
2019-08-11,100,50.0,,0.5,50.0
2019-08-12,84,50.0,,0.5,42.0
2019-08-13,85,50.0,,0.5,42.5
2019-08-14,84,50.0,,0.5,42.0
2019-08-15,83,50.0,,0.5,41.5
2019-08-16,84,50.0,,0.5,42.0
2019-08-17,98,50.0,,0.5,49.0
2019-08-18,94,50.0,,0.5,47.0
2019-08-19,81,50.0,,0.5,40.5
2019-08-20,79,50.0,,0.5,39.5
2019-08-21,82,50.0,,0.5,41.0
2019-08-22,80,50.0,,0.5,40.0
2019-08-23,76,50.0,,0.5,38.0
2019-08-24,96,50.0,,0.5,48.0
2019-08-25,94,50.0,,0.5,47.0
2019-08-26,79,50.0,,0.5,39.5
2019-08-27,81,50.0,,0.5,40.5
2019-08-28,88,50.0,,0.5,44.0
2019-08-29,87,50.0,,0.5,43.5
