date,CRM_unscaled,CRM_monthly,isPartial,scale,CRM
2017-12-23,26,51.0,,0.51,13.26
2017-12-24,29,51.0,,0.51,14.790000000000001
2017-12-25,22,51.0,,0.51,11.22
2017-12-26,46,51.0,,0.51,23.46
2017-12-27,72,51.0,,0.51,36.72
2017-12-28,67,51.0,,0.51,34.17
2017-12-29,65,51.0,,0.51,33.15
2017-12-30,28,51.0,,0.51,14.280000000000001
2017-12-31,21,51.0,,0.51,10.71
2018-01-01,20,64.0,False,0.64,12.8
2018-01-02,66,64.0,,0.64,42.24
2018-01-03,87,64.0,,0.64,55.68
2018-01-04,87,64.0,,0.64,55.68
2018-01-05,93,64.0,,0.64,59.52
2018-01-06,45,64.0,,0.64,28.8
2018-01-07,27,64.0,,0.64,17.28
2018-01-08,80,64.0,,0.64,51.2
2018-01-09,81,64.0,,0.64,51.84
2018-01-10,99,64.0,,0.64,63.36
2018-01-11,90,64.0,,0.64,57.6
2018-01-12,70,64.0,,0.64,44.800000000000004
2018-01-13,34,64.0,,0.64,21.76
2018-01-14,26,64.0,,0.64,16.64
2018-01-15,71,64.0,,0.64,45.44
2018-01-16,87,64.0,,0.64,55.68
2018-01-17,89,64.0,,0.64,56.96
2018-01-18,97,64.0,,0.64,62.08
2018-01-19,78,64.0,,0.64,49.92
2018-01-20,36,64.0,,0.64,23.04
2018-01-21,25,64.0,,0.64,16.0
2018-01-22,88,64.0,,0.64,56.32
2018-01-23,94,64.0,,0.64,60.160000000000004
2018-01-24,82,64.0,,0.64,52.480000000000004
2018-01-25,84,64.0,,0.64,53.76
2018-01-26,82,64.0,,0.64,52.480000000000004
2018-01-27,40,64.0,,0.64,25.6
2018-01-28,39,64.0,,0.64,24.96
2018-01-29,88,64.0,,0.64,56.32
2018-01-30,98,64.0,,0.64,62.72
2018-01-31,100,64.0,,0.64,64.0
2018-02-01,75,68.0,False,0.68,51.00000000000001
2018-02-02,61,68.0,,0.68,41.480000000000004
2018-02-03,33,68.0,,0.68,22.44
2018-02-04,22,68.0,,0.68,14.96
2018-02-05,56,68.0,,0.68,38.080000000000005
2018-02-06,68,68.0,,0.68,46.24
2018-02-07,72,68.0,,0.68,48.96
2018-02-08,59,68.0,,0.68,40.120000000000005
2018-02-09,59,68.0,,0.68,40.120000000000005
2018-02-10,36,68.0,,0.68,24.48
2018-02-11,23,68.0,,0.68,15.64
2018-02-12,57,68.0,,0.68,38.760000000000005
2018-02-13,64,68.0,,0.68,43.52
2018-02-14,62,68.0,,0.68,42.160000000000004
2018-02-15,70,68.0,,0.68,47.6
2018-02-16,64,68.0,,0.68,43.52
2018-02-17,28,68.0,,0.68,19.040000000000003
2018-02-18,27,68.0,,0.68,18.360000000000003
2018-02-19,52,68.0,,0.68,35.36
2018-02-20,73,68.0,,0.68,49.64
2018-02-21,68,68.0,,0.68,46.24
2018-02-22,72,68.0,,0.68,48.96
2018-02-23,63,68.0,,0.68,42.84
2018-02-24,34,68.0,,0.68,23.12
2018-02-25,25,68.0,,0.68,17.0
2018-02-26,68,68.0,,0.68,46.24
2018-02-27,67,68.0,,0.68,45.56
2018-02-28,100,68.0,,0.68,68.0
2018-03-01,100,69.0,False,0.69,69.0
2018-03-02,78,69.0,,0.69,53.81999999999999
2018-03-03,39,69.0,,0.69,26.909999999999997
2018-03-04,35,69.0,,0.69,24.15
2018-03-05,88,69.0,,0.69,60.72
2018-03-06,87,69.0,,0.69,60.029999999999994
2018-03-07,87,69.0,,0.69,60.029999999999994
2018-03-08,90,69.0,,0.69,62.099999999999994
2018-03-09,82,69.0,,0.69,56.58
2018-03-10,43,69.0,,0.69,29.669999999999998
2018-03-11,32,69.0,,0.69,22.08
2018-03-12,76,69.0,,0.69,52.44
2018-03-13,86,69.0,,0.69,59.339999999999996
2018-03-14,73,69.0,,0.69,50.37
2018-03-15,75,69.0,,0.69,51.74999999999999
2018-03-16,67,69.0,,0.69,46.23
2018-03-17,34,69.0,,0.69,23.459999999999997
2018-03-18,34,69.0,,0.69,23.459999999999997
2018-03-19,78,69.0,,0.69,53.81999999999999
2018-03-20,81,69.0,,0.69,55.88999999999999
2018-03-21,93,69.0,,0.69,64.17
2018-03-22,87,69.0,,0.69,60.029999999999994
2018-03-23,76,69.0,,0.69,52.44
2018-03-24,30,69.0,,0.69,20.7
2018-03-25,33,69.0,,0.69,22.77
2018-03-26,74,69.0,,0.69,51.059999999999995
2018-03-27,95,69.0,,0.69,65.55
2018-03-28,77,69.0,,0.69,53.129999999999995
2018-03-29,89,69.0,,0.69,61.41
2018-03-30,58,69.0,,0.69,40.019999999999996
2018-03-31,42,69.0,,0.69,28.979999999999997
2018-04-01,25,67.0,False,0.67,16.75
2018-04-02,91,67.0,,0.67,60.970000000000006
2018-04-03,83,67.0,,0.67,55.61000000000001
2018-04-04,93,67.0,,0.67,62.31
2018-04-05,100,67.0,,0.67,67.0
2018-04-06,76,67.0,,0.67,50.92
2018-04-07,49,67.0,,0.67,32.830000000000005
2018-04-08,40,67.0,,0.67,26.8
2018-04-09,77,67.0,,0.67,51.59
2018-04-10,79,67.0,,0.67,52.93
2018-04-11,79,67.0,,0.67,52.93
2018-04-12,95,67.0,,0.67,63.650000000000006
2018-04-13,76,67.0,,0.67,50.92
2018-04-14,41,67.0,,0.67,27.470000000000002
2018-04-15,37,67.0,,0.67,24.790000000000003
2018-04-16,91,67.0,,0.67,60.970000000000006
2018-04-17,96,67.0,,0.67,64.32000000000001
2018-04-18,100,67.0,,0.67,67.0
2018-04-19,87,67.0,,0.67,58.290000000000006
2018-04-20,78,67.0,,0.67,52.260000000000005
2018-04-21,47,67.0,,0.67,31.490000000000002
2018-04-22,36,67.0,,0.67,24.12
2018-04-23,89,67.0,,0.67,59.63
2018-04-24,91,67.0,,0.67,60.970000000000006
2018-04-25,82,67.0,,0.67,54.940000000000005
2018-04-26,81,67.0,,0.67,54.27
2018-04-27,82,67.0,,0.67,54.940000000000005
2018-04-28,41,67.0,,0.67,27.470000000000002
2018-04-29,28,67.0,,0.67,18.76
2018-04-30,77,67.0,,0.67,51.59
2018-05-01,74,69.0,False,0.69,51.059999999999995
2018-05-02,67,69.0,,0.69,46.23
2018-05-03,72,69.0,,0.69,49.67999999999999
2018-05-04,60,69.0,,0.69,41.4
2018-05-05,45,69.0,,0.69,31.049999999999997
2018-05-06,31,69.0,,0.69,21.389999999999997
2018-05-07,70,69.0,,0.69,48.3
2018-05-08,73,69.0,,0.69,50.37
2018-05-09,82,69.0,,0.69,56.58
2018-05-10,76,69.0,,0.69,52.44
2018-05-11,65,69.0,,0.69,44.849999999999994
2018-05-12,32,69.0,,0.69,22.08
2018-05-13,34,69.0,,0.69,23.459999999999997
2018-05-14,72,69.0,,0.69,49.67999999999999
2018-05-15,74,69.0,,0.69,51.059999999999995
2018-05-16,79,69.0,,0.69,54.51
2018-05-17,76,69.0,,0.69,52.44
2018-05-18,57,69.0,,0.69,39.33
2018-05-19,35,69.0,,0.69,24.15
2018-05-20,38,69.0,,0.69,26.22
2018-05-21,69,69.0,,0.69,47.61
2018-05-22,82,69.0,,0.69,56.58
2018-05-23,78,69.0,,0.69,53.81999999999999
2018-05-24,77,69.0,,0.69,53.129999999999995
2018-05-25,64,69.0,,0.69,44.16
2018-05-26,33,69.0,,0.69,22.77
2018-05-27,46,69.0,,0.69,31.74
2018-05-28,38,69.0,,0.69,26.22
2018-05-29,100,69.0,,0.69,69.0
2018-05-30,100,69.0,,0.69,69.0
2018-05-31,85,69.0,,0.69,58.65
2018-06-01,83,67.0,False,0.67,55.61000000000001
2018-06-02,50,67.0,,0.67,33.5
2018-06-03,53,67.0,,0.67,35.510000000000005
2018-06-04,94,67.0,,0.67,62.980000000000004
2018-06-05,83,67.0,,0.67,55.61000000000001
2018-06-06,94,67.0,,0.67,62.980000000000004
2018-06-07,94,67.0,,0.67,62.980000000000004
2018-06-08,78,67.0,,0.67,52.260000000000005
2018-06-09,33,67.0,,0.67,22.110000000000003
2018-06-10,32,67.0,,0.67,21.44
2018-06-11,92,67.0,,0.67,61.64
2018-06-12,96,67.0,,0.67,64.32000000000001
2018-06-13,95,67.0,,0.67,63.650000000000006
2018-06-14,91,67.0,,0.67,60.970000000000006
2018-06-15,72,67.0,,0.67,48.24
2018-06-16,39,67.0,,0.67,26.130000000000003
2018-06-17,29,67.0,,0.67,19.43
2018-06-18,100,67.0,,0.67,67.0
2018-06-19,89,67.0,,0.67,59.63
2018-06-20,81,67.0,,0.67,54.27
2018-06-21,94,67.0,,0.67,62.980000000000004
2018-06-22,87,67.0,,0.67,58.290000000000006
2018-06-23,32,67.0,,0.67,21.44
2018-06-24,30,67.0,,0.67,20.1
2018-06-25,84,67.0,,0.67,56.28
2018-06-26,94,67.0,,0.67,62.980000000000004
2018-06-27,88,67.0,,0.67,58.96
2018-06-28,94,67.0,,0.67,62.980000000000004
2018-06-29,81,67.0,,0.67,54.27
2018-06-30,41,67.0,,0.67,27.470000000000002
2018-07-01,41,64.0,False,0.64,26.240000000000002
2018-07-02,71,64.0,,0.64,45.44
2018-07-03,77,64.0,,0.64,49.28
2018-07-04,34,64.0,,0.64,21.76
2018-07-05,69,64.0,,0.64,44.160000000000004
2018-07-06,63,64.0,,0.64,40.32
2018-07-07,28,64.0,,0.64,17.92
2018-07-08,37,64.0,,0.64,23.68
2018-07-09,81,64.0,,0.64,51.84
2018-07-10,85,64.0,,0.64,54.4
2018-07-11,86,64.0,,0.64,55.04
2018-07-12,71,64.0,,0.64,45.44
2018-07-13,68,64.0,,0.64,43.52
2018-07-14,30,64.0,,0.64,19.2
2018-07-15,38,64.0,,0.64,24.32
2018-07-16,74,64.0,,0.64,47.36
2018-07-17,79,64.0,,0.64,50.56
2018-07-18,77,64.0,,0.64,49.28
2018-07-19,85,64.0,,0.64,54.4
2018-07-20,62,64.0,,0.64,39.68
2018-07-21,29,64.0,,0.64,18.56
2018-07-22,42,64.0,,0.64,26.88
2018-07-23,81,64.0,,0.64,51.84
2018-07-24,100,64.0,,0.64,64.0
2018-07-25,85,64.0,,0.64,54.4
2018-07-26,76,64.0,,0.64,48.64
2018-07-27,63,64.0,,0.64,40.32
2018-07-28,31,64.0,,0.64,19.84
2018-07-29,42,64.0,,0.64,26.88
2018-07-30,68,64.0,,0.64,43.52
2018-07-31,90,64.0,,0.64,57.6
2018-08-01,57,73.0,False,0.73,41.61
2018-08-02,59,73.0,,0.73,43.07
2018-08-03,54,73.0,,0.73,39.42
2018-08-04,22,73.0,,0.73,16.06
2018-08-05,32,73.0,,0.73,23.36
2018-08-06,60,73.0,,0.73,43.8
2018-08-07,63,73.0,,0.73,45.99
2018-08-08,67,73.0,,0.73,48.91
2018-08-09,60,73.0,,0.73,43.8
2018-08-10,61,73.0,,0.73,44.53
2018-08-11,30,73.0,,0.73,21.9
2018-08-12,33,73.0,,0.73,24.09
2018-08-13,55,73.0,,0.73,40.15
2018-08-14,69,73.0,,0.73,50.37
2018-08-15,66,73.0,,0.73,48.18
2018-08-16,66,73.0,,0.73,48.18
2018-08-17,52,73.0,,0.73,37.96
2018-08-18,23,73.0,,0.73,16.79
2018-08-19,34,73.0,,0.73,24.82
2018-08-20,69,73.0,,0.73,50.37
2018-08-21,65,73.0,,0.73,47.449999999999996
2018-08-22,66,73.0,,0.73,48.18
2018-08-23,59,73.0,,0.73,43.07
2018-08-24,63,73.0,,0.73,45.99
2018-08-25,20,73.0,,0.73,14.6
2018-08-26,33,73.0,,0.73,24.09
2018-08-27,64,73.0,,0.73,46.72
2018-08-28,67,73.0,,0.73,48.91
2018-08-29,100,73.0,,0.73,73.0
2018-08-30,79,73.0,,0.73,57.67
2018-08-31,53,73.0,,0.73,38.69
2018-09-01,34,64.0,False,0.64,21.76
2018-09-02,37,64.0,,0.64,23.68
2018-09-03,36,64.0,,0.64,23.04
2018-09-04,92,64.0,,0.64,58.88
2018-09-05,97,64.0,,0.64,62.08
2018-09-06,90,64.0,,0.64,57.6
2018-09-07,77,64.0,,0.64,49.28
2018-09-08,34,64.0,,0.64,21.76
2018-09-09,42,64.0,,0.64,26.88
2018-09-10,80,64.0,,0.64,51.2
2018-09-11,100,64.0,,0.64,64.0
2018-09-12,95,64.0,,0.64,60.800000000000004
2018-09-13,95,64.0,,0.64,60.800000000000004
2018-09-14,81,64.0,,0.64,51.84
2018-09-15,37,64.0,,0.64,23.68
2018-09-16,31,64.0,,0.64,19.84
2018-09-17,89,64.0,,0.64,56.96
2018-09-18,96,64.0,,0.64,61.44
2018-09-19,87,64.0,,0.64,55.68
2018-09-20,97,64.0,,0.64,62.08
2018-09-21,82,64.0,,0.64,52.480000000000004
2018-09-22,35,64.0,,0.64,22.400000000000002
2018-09-23,37,64.0,,0.64,23.68
2018-09-24,89,64.0,,0.64,56.96
2018-09-25,100,64.0,,0.64,64.0
2018-09-26,97,64.0,,0.64,62.08
2018-09-27,78,64.0,,0.64,49.92
2018-09-28,88,64.0,,0.64,56.32
2018-09-29,34,64.0,,0.64,21.76
2018-09-30,38,64.0,,0.64,24.32
2018-10-01,82,65.0,False,0.65,53.300000000000004
2018-10-02,87,65.0,,0.65,56.550000000000004
2018-10-03,92,65.0,,0.65,59.800000000000004
2018-10-04,94,65.0,,0.65,61.1
2018-10-05,80,65.0,,0.65,52.0
2018-10-06,35,65.0,,0.65,22.75
2018-10-07,42,65.0,,0.65,27.3
2018-10-08,80,65.0,,0.65,52.0
2018-10-09,94,65.0,,0.65,61.1
2018-10-10,100,65.0,,0.65,65.0
2018-10-11,91,65.0,,0.65,59.15
2018-10-12,100,65.0,,0.65,65.0
2018-10-13,36,65.0,,0.65,23.400000000000002
2018-10-14,33,65.0,,0.65,21.45
2018-10-15,86,65.0,,0.65,55.9
2018-10-16,98,65.0,,0.65,63.7
2018-10-17,75,65.0,,0.65,48.75
2018-10-18,80,65.0,,0.65,52.0
2018-10-19,81,65.0,,0.65,52.65
2018-10-20,34,65.0,,0.65,22.1
2018-10-21,43,65.0,,0.65,27.95
2018-10-22,88,65.0,,0.65,57.2
2018-10-23,93,65.0,,0.65,60.45
2018-10-24,81,65.0,,0.65,52.65
2018-10-25,94,65.0,,0.65,61.1
2018-10-26,71,65.0,,0.65,46.15
2018-10-27,36,65.0,,0.65,23.400000000000002
2018-10-28,41,65.0,,0.65,26.650000000000002
2018-10-29,81,65.0,,0.65,52.65
2018-10-30,88,65.0,,0.65,57.2
2018-10-31,88,65.0,,0.65,57.2
2018-11-01,63,64.0,False,0.64,40.32
2018-11-02,61,64.0,,0.64,39.04
2018-11-03,26,64.0,,0.64,16.64
2018-11-04,34,64.0,,0.64,21.76
2018-11-05,72,64.0,,0.64,46.08
2018-11-06,69,64.0,,0.64,44.160000000000004
2018-11-07,62,64.0,,0.64,39.68
2018-11-08,70,64.0,,0.64,44.800000000000004
2018-11-09,55,64.0,,0.64,35.2
2018-11-10,27,64.0,,0.64,17.28
2018-11-11,31,64.0,,0.64,19.84
2018-11-12,57,64.0,,0.64,36.480000000000004
2018-11-13,73,64.0,,0.64,46.72
2018-11-14,76,64.0,,0.64,48.64
2018-11-15,60,64.0,,0.64,38.4
2018-11-16,59,64.0,,0.64,37.76
2018-11-17,27,64.0,,0.64,17.28
2018-11-18,27,64.0,,0.64,17.28
2018-11-19,71,64.0,,0.64,45.44
2018-11-20,62,64.0,,0.64,39.68
2018-11-21,55,64.0,,0.64,35.2
2018-11-22,18,64.0,,0.64,11.52
2018-11-23,23,64.0,,0.64,14.72
2018-11-24,21,64.0,,0.64,13.44
2018-11-25,28,64.0,,0.64,17.92
2018-11-26,62,64.0,,0.64,39.68
2018-11-27,89,64.0,,0.64,56.96
2018-11-28,100,64.0,,0.64,64.0
2018-11-29,79,64.0,,0.64,50.56
2018-11-30,59,64.0,,0.64,37.76
2018-12-01,35,54.0,False,0.54,18.900000000000002
2018-12-02,38,54.0,,0.54,20.520000000000003
2018-12-03,100,54.0,,0.54,54.0
2018-12-04,97,54.0,,0.54,52.38
2018-12-05,83,54.0,,0.54,44.82
2018-12-06,93,54.0,,0.54,50.220000000000006
2018-12-07,92,54.0,,0.54,49.68000000000001
2018-12-08,44,54.0,,0.54,23.76
2018-12-09,46,54.0,,0.54,24.840000000000003
2018-12-10,76,54.0,,0.54,41.040000000000006
2018-12-11,90,54.0,,0.54,48.6
2018-12-12,86,54.0,,0.54,46.440000000000005
2018-12-13,95,54.0,,0.54,51.300000000000004
2018-12-14,71,54.0,,0.54,38.34
2018-12-15,28,54.0,,0.54,15.120000000000001
2018-12-16,31,54.0,,0.54,16.740000000000002
2018-12-17,83,54.0,,0.54,44.82
2018-12-18,83,54.0,,0.54,44.82
2018-12-19,87,54.0,,0.54,46.980000000000004
2018-12-20,95,54.0,,0.54,51.300000000000004
2018-12-21,83,54.0,,0.54,44.82
2018-12-22,36,54.0,,0.54,19.44
2018-12-23,27,54.0,,0.54,14.580000000000002
2018-12-24,38,54.0,,0.54,20.520000000000003
2018-12-25,20,54.0,,0.54,10.8
2018-12-26,59,54.0,,0.54,31.860000000000003
2018-12-27,73,54.0,,0.54,39.42
2018-12-28,81,54.0,,0.54,43.74
2018-12-29,29,54.0,,0.54,15.66
2018-12-30,32,54.0,,0.54,17.28
2018-12-31,42,54.0,,0.54,22.68
2019-01-01,20,67.0,False,0.67,13.4
2019-01-02,67,67.0,,0.67,44.89
2019-01-03,65,67.0,,0.67,43.550000000000004
2019-01-04,81,67.0,,0.67,54.27
2019-01-05,36,67.0,,0.67,24.12
2019-01-06,28,67.0,,0.67,18.76
2019-01-07,67,67.0,,0.67,44.89
2019-01-08,79,67.0,,0.67,52.93
2019-01-09,90,67.0,,0.67,60.300000000000004
2019-01-10,91,67.0,,0.67,60.970000000000006
2019-01-11,73,67.0,,0.67,48.910000000000004
2019-01-12,24,67.0,,0.67,16.080000000000002
2019-01-13,29,67.0,,0.67,19.43
2019-01-14,73,67.0,,0.67,48.910000000000004
2019-01-15,77,67.0,,0.67,51.59
2019-01-16,79,67.0,,0.67,52.93
2019-01-17,100,67.0,,0.67,67.0
2019-01-18,69,67.0,,0.67,46.230000000000004
2019-01-19,36,67.0,,0.67,24.12
2019-01-20,31,67.0,,0.67,20.77
2019-01-21,54,67.0,,0.67,36.18
2019-01-22,81,67.0,,0.67,54.27
2019-01-23,77,67.0,,0.67,51.59
2019-01-24,90,67.0,,0.67,60.300000000000004
2019-01-25,65,67.0,,0.67,43.550000000000004
2019-01-26,32,67.0,,0.67,21.44
2019-01-27,34,67.0,,0.67,22.78
2019-01-28,69,67.0,,0.67,46.230000000000004
2019-01-29,77,67.0,,0.67,51.59
2019-01-30,75,67.0,,0.67,50.25
2019-01-31,82,67.0,,0.67,54.940000000000005
2019-02-01,89,70.0,False,0.7,62.3
2019-02-02,36,70.0,,0.7,25.2
2019-02-03,35,70.0,,0.7,24.5
2019-02-04,71,70.0,,0.7,49.699999999999996
2019-02-05,79,70.0,,0.7,55.3
2019-02-06,81,70.0,,0.7,56.699999999999996
2019-02-07,100,70.0,,0.7,70.0
2019-02-08,78,70.0,,0.7,54.599999999999994
2019-02-09,40,70.0,,0.7,28.0
2019-02-10,35,70.0,,0.7,24.5
2019-02-11,85,70.0,,0.7,59.49999999999999
2019-02-12,91,70.0,,0.7,63.699999999999996
2019-02-13,80,70.0,,0.7,56.0
2019-02-14,79,70.0,,0.7,55.3
2019-02-15,75,70.0,,0.7,52.5
2019-02-16,28,70.0,,0.7,19.599999999999998
2019-02-17,32,70.0,,0.7,22.4
2019-02-18,61,70.0,,0.7,42.699999999999996
2019-02-19,84,70.0,,0.7,58.8
2019-02-20,95,70.0,,0.7,66.5
2019-02-21,73,70.0,,0.7,51.099999999999994
2019-02-22,74,70.0,,0.7,51.8
2019-02-23,59,70.0,,0.7,41.3
2019-02-24,33,70.0,,0.7,23.099999999999998
2019-02-25,72,70.0,,0.7,50.4
2019-02-26,82,70.0,,0.7,57.4
2019-02-27,75,70.0,,0.7,52.5
2019-02-28,75,70.0,,0.7,52.5
2019-03-01,72,73.0,False,0.73,52.56
2019-03-02,26,73.0,,0.73,18.98
2019-03-03,33,73.0,,0.73,24.09
2019-03-04,98,73.0,,0.73,71.53999999999999
2019-03-05,100,73.0,,0.73,73.0
2019-03-06,71,73.0,,0.73,51.83
2019-03-07,75,73.0,,0.73,54.75
2019-03-08,59,73.0,,0.73,43.07
2019-03-09,28,73.0,,0.73,20.439999999999998
2019-03-10,22,73.0,,0.73,16.06
2019-03-11,75,73.0,,0.73,54.75
2019-03-12,66,73.0,,0.73,48.18
2019-03-13,63,73.0,,0.73,45.99
2019-03-14,60,73.0,,0.73,43.8
2019-03-15,59,73.0,,0.73,43.07
2019-03-16,25,73.0,,0.73,18.25
2019-03-17,28,73.0,,0.73,20.439999999999998
2019-03-18,66,73.0,,0.73,48.18
2019-03-19,64,73.0,,0.73,46.72
2019-03-20,64,73.0,,0.73,46.72
2019-03-21,62,73.0,,0.73,45.26
2019-03-22,51,73.0,,0.73,37.23
2019-03-23,26,73.0,,0.73,18.98
2019-03-24,24,73.0,,0.73,17.52
2019-03-25,60,73.0,,0.73,43.8
2019-03-26,67,73.0,,0.73,48.91
2019-03-27,71,73.0,,0.73,51.83
2019-03-28,69,73.0,,0.73,50.37
2019-03-29,57,73.0,,0.73,41.61
2019-03-30,46,73.0,,0.73,33.58
2019-03-31,54,73.0,,0.73,39.42
2019-04-01,91,66.0,False,0.66,60.06
2019-04-02,100,66.0,,0.66,66.0
2019-04-03,80,66.0,,0.66,52.800000000000004
2019-04-04,93,66.0,,0.66,61.38
2019-04-05,66,66.0,,0.66,43.56
2019-04-06,28,66.0,,0.66,18.48
2019-04-07,27,66.0,,0.66,17.82
2019-04-08,80,66.0,,0.66,52.800000000000004
2019-04-09,74,66.0,,0.66,48.84
2019-04-10,94,66.0,,0.66,62.040000000000006
2019-04-11,82,66.0,,0.66,54.120000000000005
2019-04-12,69,66.0,,0.66,45.54
2019-04-13,27,66.0,,0.66,17.82
2019-04-14,36,66.0,,0.66,23.76
2019-04-15,81,66.0,,0.66,53.46
2019-04-16,84,66.0,,0.66,55.440000000000005
2019-04-17,79,66.0,,0.66,52.14
2019-04-18,86,66.0,,0.66,56.760000000000005
2019-04-19,65,66.0,,0.66,42.9
2019-04-20,28,66.0,,0.66,18.48
2019-04-21,29,66.0,,0.66,19.14
2019-04-22,80,66.0,,0.66,52.800000000000004
2019-04-23,81,66.0,,0.66,53.46
2019-04-24,84,66.0,,0.66,55.440000000000005
2019-04-25,95,66.0,,0.66,62.7
2019-04-26,72,66.0,,0.66,47.52
2019-04-27,29,66.0,,0.66,19.14
2019-04-28,21,66.0,,0.66,13.860000000000001
2019-04-29,83,66.0,,0.66,54.78
2019-04-30,87,66.0,,0.66,57.42
2019-05-01,86,62.0,False,0.62,53.32
2019-05-02,91,62.0,,0.62,56.42
2019-05-03,72,62.0,,0.62,44.64
2019-05-04,36,62.0,,0.62,22.32
2019-05-05,35,62.0,,0.62,21.7
2019-05-06,88,62.0,,0.62,54.56
2019-05-07,87,62.0,,0.62,53.94
2019-05-08,86,62.0,,0.62,53.32
2019-05-09,100,62.0,,0.62,62.0
2019-05-10,69,62.0,,0.62,42.78
2019-05-11,33,62.0,,0.62,20.46
2019-05-12,26,62.0,,0.62,16.12
2019-05-13,75,62.0,,0.62,46.5
2019-05-14,97,62.0,,0.62,60.14
2019-05-15,77,62.0,,0.62,47.74
2019-05-16,95,62.0,,0.62,58.9
2019-05-17,81,62.0,,0.62,50.22
2019-05-18,39,62.0,,0.62,24.18
2019-05-19,27,62.0,,0.62,16.74
2019-05-20,84,62.0,,0.62,52.08
2019-05-21,91,62.0,,0.62,56.42
2019-05-22,82,62.0,,0.62,50.839999999999996
2019-05-23,87,62.0,,0.62,53.94
2019-05-24,87,62.0,,0.62,53.94
2019-05-25,23,62.0,,0.62,14.26
2019-05-26,27,62.0,,0.62,16.74
2019-05-27,34,62.0,,0.62,21.08
2019-05-28,79,62.0,,0.62,48.98
2019-05-29,83,62.0,,0.62,51.46
2019-05-30,86,62.0,,0.62,53.32
2019-05-31,85,62.0,,0.62,52.7
2019-06-01,30,73.0,False,0.73,21.9
2019-06-02,27,73.0,,0.73,19.71
2019-06-03,75,73.0,,0.73,54.75
2019-06-04,98,73.0,,0.73,71.53999999999999
2019-06-05,100,73.0,,0.73,73.0
2019-06-06,81,73.0,,0.73,59.129999999999995
2019-06-07,82,73.0,,0.73,59.86
2019-06-08,27,73.0,,0.73,19.71
2019-06-09,25,73.0,,0.73,18.25
2019-06-10,95,73.0,,0.73,69.35
2019-06-11,87,73.0,,0.73,63.51
2019-06-12,86,73.0,,0.73,62.78
2019-06-13,89,73.0,,0.73,64.97
2019-06-14,86,73.0,,0.73,62.78
2019-06-15,32,73.0,,0.73,23.36
2019-06-16,25,73.0,,0.73,18.25
2019-06-17,82,73.0,,0.73,59.86
2019-06-18,72,73.0,,0.73,52.56
2019-06-19,84,73.0,,0.73,61.32
2019-06-20,70,73.0,,0.73,51.1
2019-06-21,87,73.0,,0.73,63.51
2019-06-22,26,73.0,,0.73,18.98
2019-06-23,30,73.0,,0.73,21.9
2019-06-24,73,73.0,,0.73,53.29
2019-06-25,82,73.0,,0.73,59.86
2019-06-26,81,73.0,,0.73,59.129999999999995
2019-06-27,87,73.0,,0.73,63.51
2019-06-28,66,73.0,,0.73,48.18
2019-06-29,21,73.0,,0.73,15.33
2019-06-30,28,73.0,,0.73,20.439999999999998
2019-07-01,90,65.0,False,0.65,58.5
2019-07-02,79,65.0,,0.65,51.35
2019-07-03,73,65.0,,0.65,47.45
2019-07-04,56,65.0,,0.65,36.4
2019-07-05,45,65.0,,0.65,29.25
2019-07-06,32,65.0,,0.65,20.8
2019-07-07,35,65.0,,0.65,22.75
2019-07-08,84,65.0,,0.65,54.6
2019-07-09,80,65.0,,0.65,52.0
2019-07-10,91,65.0,,0.65,59.15
2019-07-11,100,65.0,,0.65,65.0
2019-07-12,77,65.0,,0.65,50.050000000000004
2019-07-13,31,65.0,,0.65,20.150000000000002
2019-07-14,35,65.0,,0.65,22.75
2019-07-15,84,65.0,,0.65,54.6
2019-07-16,90,65.0,,0.65,58.5
2019-07-17,85,65.0,,0.65,55.25
2019-07-18,90,65.0,,0.65,58.5
2019-07-19,81,65.0,,0.65,52.65
2019-07-20,32,65.0,,0.65,20.8
2019-07-21,38,65.0,,0.65,24.7
2019-07-22,82,65.0,,0.65,53.300000000000004
2019-07-23,89,65.0,,0.65,57.85
2019-07-24,86,65.0,,0.65,55.9
2019-07-25,99,65.0,,0.65,64.35000000000001
2019-07-26,69,65.0,,0.65,44.85
2019-07-27,36,65.0,,0.65,23.400000000000002
2019-07-28,30,65.0,,0.65,19.5
2019-07-29,73,65.0,,0.65,47.45
2019-07-30,76,65.0,,0.65,49.4
2019-07-31,78,65.0,,0.65,50.7
2019-08-01,66,72.0,False,0.72,47.519999999999996
2019-08-02,51,72.0,,0.72,36.72
2019-08-03,27,72.0,,0.72,19.439999999999998
2019-08-04,25,72.0,,0.72,18.0
2019-08-05,55,72.0,,0.72,39.6
2019-08-06,61,72.0,,0.72,43.92
2019-08-07,58,72.0,,0.72,41.76
2019-08-08,52,72.0,,0.72,37.44
2019-08-09,66,72.0,,0.72,47.519999999999996
2019-08-10,28,72.0,,0.72,20.16
2019-08-11,22,72.0,,0.72,15.84
2019-08-12,58,72.0,,0.72,41.76
2019-08-13,62,72.0,,0.72,44.64
2019-08-14,67,72.0,,0.72,48.239999999999995
2019-08-15,56,72.0,,0.72,40.32
2019-08-16,60,72.0,,0.72,43.199999999999996
2019-08-17,26,72.0,,0.72,18.72
2019-08-18,24,72.0,,0.72,17.28
2019-08-19,66,72.0,,0.72,47.519999999999996
2019-08-20,68,72.0,,0.72,48.96
