date,SI_unscaled,SI_monthly,isPartial,scale,SI
2017-12-28,92,73.0,,0.73,67.16
2017-12-29,86,73.0,,0.73,62.78
2017-12-30,88,73.0,,0.73,64.24
2017-12-31,87,73.0,,0.73,63.51
2018-01-01,83,80.0,False,0.8,66.4
2018-01-02,77,80.0,,0.8,61.6
2018-01-03,94,80.0,,0.8,75.2
2018-01-04,91,80.0,,0.8,72.8
2018-01-05,88,80.0,,0.8,70.4
2018-01-06,88,80.0,,0.8,70.4
2018-01-07,93,80.0,,0.8,74.4
2018-01-08,85,80.0,,0.8,68.0
2018-01-09,97,80.0,,0.8,77.60000000000001
2018-01-10,93,80.0,,0.8,74.4
2018-01-11,95,80.0,,0.8,76.0
2018-01-12,94,80.0,,0.8,75.2
2018-01-13,90,80.0,,0.8,72.0
2018-01-14,89,80.0,,0.8,71.2
2018-01-15,95,80.0,,0.8,76.0
2018-01-16,92,80.0,,0.8,73.60000000000001
2018-01-17,99,80.0,,0.8,79.2
2018-01-18,94,80.0,,0.8,75.2
2018-01-19,90,80.0,,0.8,72.0
2018-01-20,100,80.0,,0.8,80.0
2018-01-21,97,80.0,,0.8,77.60000000000001
2018-01-22,94,80.0,,0.8,75.2
2018-01-23,100,80.0,,0.8,80.0
2018-01-24,100,80.0,,0.8,80.0
2018-01-25,98,80.0,,0.8,78.4
2018-01-26,98,80.0,,0.8,78.4
2018-01-27,91,80.0,,0.8,72.8
2018-01-28,93,80.0,,0.8,74.4
2018-01-29,97,80.0,,0.8,77.60000000000001
2018-01-30,100,80.0,,0.8,80.0
2018-01-31,99,80.0,,0.8,79.2
2018-02-01,81,86.0,False,0.86,69.66
2018-02-02,80,86.0,,0.86,68.8
2018-02-03,80,86.0,,0.86,68.8
2018-02-04,79,86.0,,0.86,67.94
2018-02-05,76,86.0,,0.86,65.36
2018-02-06,84,86.0,,0.86,72.24
2018-02-07,82,86.0,,0.86,70.52
2018-02-08,82,86.0,,0.86,70.52
2018-02-09,79,86.0,,0.86,67.94
2018-02-10,79,86.0,,0.86,67.94
2018-02-11,80,86.0,,0.86,68.8
2018-02-12,76,86.0,,0.86,65.36
2018-02-13,93,86.0,,0.86,79.98
2018-02-14,100,86.0,,0.86,86.0
2018-02-15,90,86.0,,0.86,77.4
2018-02-16,90,86.0,,0.86,77.4
2018-02-17,90,86.0,,0.86,77.4
2018-02-18,81,86.0,,0.86,69.66
2018-02-19,79,86.0,,0.86,67.94
2018-02-20,80,86.0,,0.86,68.8
2018-02-21,87,86.0,,0.86,74.82
2018-02-22,85,86.0,,0.86,73.1
2018-02-23,83,86.0,,0.86,71.38
2018-02-24,81,86.0,,0.86,69.66
2018-02-25,84,86.0,,0.86,72.24
2018-02-26,77,86.0,,0.86,66.22
2018-02-27,85,86.0,,0.86,73.1
2018-02-28,82,86.0,,0.86,70.52
2018-03-01,95,84.0,False,0.84,79.8
2018-03-02,94,84.0,,0.84,78.96
2018-03-03,94,84.0,,0.84,78.96
2018-03-04,95,84.0,,0.84,79.8
2018-03-05,95,84.0,,0.84,79.8
2018-03-06,93,84.0,,0.84,78.11999999999999
2018-03-07,99,84.0,,0.84,83.16
2018-03-08,100,84.0,,0.84,84.0
2018-03-09,96,84.0,,0.84,80.64
2018-03-10,96,84.0,,0.84,80.64
2018-03-11,90,84.0,,0.84,75.6
2018-03-12,95,84.0,,0.84,79.8
2018-03-13,93,84.0,,0.84,78.11999999999999
2018-03-14,93,84.0,,0.84,78.11999999999999
2018-03-15,92,84.0,,0.84,77.28
2018-03-16,90,84.0,,0.84,75.6
2018-03-17,93,84.0,,0.84,78.11999999999999
2018-03-18,94,84.0,,0.84,78.96
2018-03-19,90,84.0,,0.84,75.6
2018-03-20,90,84.0,,0.84,75.6
2018-03-21,97,84.0,,0.84,81.48
2018-03-22,95,84.0,,0.84,79.8
2018-03-23,96,84.0,,0.84,80.64
2018-03-24,91,84.0,,0.84,76.44
2018-03-25,96,84.0,,0.84,80.64
2018-03-26,90,84.0,,0.84,75.6
2018-03-27,96,84.0,,0.84,80.64
2018-03-28,96,84.0,,0.84,80.64
2018-03-29,98,84.0,,0.84,82.32
2018-03-30,88,84.0,,0.84,73.92
2018-03-31,97,84.0,,0.84,81.48
2018-04-01,88,84.0,False,0.84,73.92
2018-04-02,87,84.0,,0.84,73.08
2018-04-03,86,84.0,,0.84,72.24
2018-04-04,89,84.0,,0.84,74.75999999999999
2018-04-05,93,84.0,,0.84,78.11999999999999
2018-04-06,93,84.0,,0.84,78.11999999999999
2018-04-07,91,84.0,,0.84,76.44
2018-04-08,95,84.0,,0.84,79.8
2018-04-09,88,84.0,,0.84,73.92
2018-04-10,89,84.0,,0.84,74.75999999999999
2018-04-11,93,84.0,,0.84,78.11999999999999
2018-04-12,90,84.0,,0.84,75.6
2018-04-13,93,84.0,,0.84,78.11999999999999
2018-04-14,85,84.0,,0.84,71.39999999999999
2018-04-15,100,84.0,,0.84,84.0
2018-04-16,87,84.0,,0.84,73.08
2018-04-17,93,84.0,,0.84,78.11999999999999
2018-04-18,92,84.0,,0.84,77.28
2018-04-19,89,84.0,,0.84,74.75999999999999
2018-04-20,85,84.0,,0.84,71.39999999999999
2018-04-21,89,84.0,,0.84,74.75999999999999
2018-04-22,93,84.0,,0.84,78.11999999999999
2018-04-23,90,84.0,,0.84,75.6
2018-04-24,87,84.0,,0.84,73.08
2018-04-25,87,84.0,,0.84,73.08
2018-04-26,88,84.0,,0.84,73.92
2018-04-27,88,84.0,,0.84,73.92
2018-04-28,89,84.0,,0.84,74.75999999999999
2018-04-29,90,84.0,,0.84,75.6
2018-04-30,89,84.0,,0.84,74.75999999999999
2018-05-01,90,81.0,False,0.81,72.9
2018-05-02,96,81.0,,0.81,77.76
2018-05-03,94,81.0,,0.81,76.14
2018-05-04,95,81.0,,0.81,76.95
2018-05-05,93,81.0,,0.81,75.33
2018-05-06,98,81.0,,0.81,79.38000000000001
2018-05-07,92,81.0,,0.81,74.52000000000001
2018-05-08,92,81.0,,0.81,74.52000000000001
2018-05-09,89,81.0,,0.81,72.09
2018-05-10,95,81.0,,0.81,76.95
2018-05-11,98,81.0,,0.81,79.38000000000001
2018-05-12,100,81.0,,0.81,81.0
2018-05-13,91,81.0,,0.81,73.71000000000001
2018-05-14,99,81.0,,0.81,80.19000000000001
2018-05-15,91,81.0,,0.81,73.71000000000001
2018-05-16,91,81.0,,0.81,73.71000000000001
2018-05-17,97,81.0,,0.81,78.57000000000001
2018-05-18,91,81.0,,0.81,73.71000000000001
2018-05-19,89,81.0,,0.81,72.09
2018-05-20,96,81.0,,0.81,77.76
2018-05-21,98,81.0,,0.81,79.38000000000001
2018-05-22,95,81.0,,0.81,76.95
2018-05-23,94,81.0,,0.81,76.14
2018-05-24,94,81.0,,0.81,76.14
2018-05-25,96,81.0,,0.81,77.76
2018-05-26,94,81.0,,0.81,76.14
2018-05-27,90,81.0,,0.81,72.9
2018-05-28,98,81.0,,0.81,79.38000000000001
2018-05-29,89,81.0,,0.81,72.09
2018-05-30,94,81.0,,0.81,76.14
2018-05-31,92,81.0,,0.81,74.52000000000001
2018-06-01,79,86.0,False,0.86,67.94
2018-06-02,85,86.0,,0.86,73.1
2018-06-03,82,86.0,,0.86,70.52
2018-06-04,77,86.0,,0.86,66.22
2018-06-05,81,86.0,,0.86,69.66
2018-06-06,85,86.0,,0.86,73.1
2018-06-07,87,86.0,,0.86,74.82
2018-06-08,82,86.0,,0.86,70.52
2018-06-09,86,86.0,,0.86,73.96
2018-06-10,80,86.0,,0.86,68.8
2018-06-11,79,86.0,,0.86,67.94
2018-06-12,82,86.0,,0.86,70.52
2018-06-13,100,86.0,,0.86,86.0
2018-06-14,97,86.0,,0.86,83.42
2018-06-15,83,86.0,,0.86,71.38
2018-06-16,90,86.0,,0.86,77.4
2018-06-17,87,86.0,,0.86,74.82
2018-06-18,80,86.0,,0.86,68.8
2018-06-19,84,86.0,,0.86,72.24
2018-06-20,86,86.0,,0.86,73.96
2018-06-21,87,86.0,,0.86,74.82
2018-06-22,86,86.0,,0.86,73.96
2018-06-23,92,86.0,,0.86,79.12
2018-06-24,83,86.0,,0.86,71.38
2018-06-25,84,86.0,,0.86,72.24
2018-06-26,88,86.0,,0.86,75.67999999999999
2018-06-27,91,86.0,,0.86,78.26
2018-06-28,88,86.0,,0.86,75.67999999999999
2018-06-29,86,86.0,,0.86,73.96
2018-06-30,89,86.0,,0.86,76.53999999999999
2018-07-01,93,87.0,False,0.87,80.91
2018-07-02,93,87.0,,0.87,80.91
2018-07-03,87,87.0,,0.87,75.69
2018-07-04,93,87.0,,0.87,80.91
2018-07-05,86,87.0,,0.87,74.82
2018-07-06,93,87.0,,0.87,80.91
2018-07-07,91,87.0,,0.87,79.17
2018-07-08,89,87.0,,0.87,77.42999999999999
2018-07-09,91,87.0,,0.87,79.17
2018-07-10,92,87.0,,0.87,80.04
2018-07-11,89,87.0,,0.87,77.42999999999999
2018-07-12,93,87.0,,0.87,80.91
2018-07-13,96,87.0,,0.87,83.52
2018-07-14,97,87.0,,0.87,84.39
2018-07-15,89,87.0,,0.87,77.42999999999999
2018-07-16,88,87.0,,0.87,76.56
2018-07-17,97,87.0,,0.87,84.39
2018-07-18,95,87.0,,0.87,82.65
2018-07-19,95,87.0,,0.87,82.65
2018-07-20,90,87.0,,0.87,78.3
2018-07-21,93,87.0,,0.87,80.91
2018-07-22,96,87.0,,0.87,83.52
2018-07-23,92,87.0,,0.87,80.04
2018-07-24,91,87.0,,0.87,79.17
2018-07-25,91,87.0,,0.87,79.17
2018-07-26,98,87.0,,0.87,85.26
2018-07-27,99,87.0,,0.87,86.13
2018-07-28,100,87.0,,0.87,87.0
2018-07-29,92,87.0,,0.87,80.04
2018-07-30,93,87.0,,0.87,80.91
2018-07-31,86,87.0,,0.87,74.82
2018-08-01,87,88.0,False,0.88,76.56
2018-08-02,87,88.0,,0.88,76.56
2018-08-03,86,88.0,,0.88,75.68
2018-08-04,88,88.0,,0.88,77.44
2018-08-05,79,88.0,,0.88,69.52
2018-08-06,87,88.0,,0.88,76.56
2018-08-07,92,88.0,,0.88,80.96
2018-08-08,88,88.0,,0.88,77.44
2018-08-09,87,88.0,,0.88,76.56
2018-08-10,89,88.0,,0.88,78.32000000000001
2018-08-11,100,88.0,,0.88,88.0
2018-08-12,81,88.0,,0.88,71.28
2018-08-13,88,88.0,,0.88,77.44
2018-08-14,87,88.0,,0.88,76.56
2018-08-15,94,88.0,,0.88,82.72
2018-08-16,93,88.0,,0.88,81.84
2018-08-17,90,88.0,,0.88,79.2
2018-08-18,89,88.0,,0.88,78.32000000000001
2018-08-19,81,88.0,,0.88,71.28
2018-08-20,90,88.0,,0.88,79.2
2018-08-21,87,88.0,,0.88,76.56
2018-08-22,92,88.0,,0.88,80.96
2018-08-23,97,88.0,,0.88,85.36
2018-08-24,94,88.0,,0.88,82.72
2018-08-25,87,88.0,,0.88,76.56
2018-08-26,91,88.0,,0.88,80.08
2018-08-27,94,88.0,,0.88,82.72
2018-08-28,96,88.0,,0.88,84.48
2018-08-29,97,88.0,,0.88,85.36
2018-08-30,95,88.0,,0.88,83.6
2018-08-31,96,88.0,,0.88,84.48
2018-09-01,92,88.0,False,0.88,80.96
2018-09-02,85,88.0,,0.88,74.8
2018-09-03,93,88.0,,0.88,81.84
2018-09-04,94,88.0,,0.88,82.72
2018-09-05,100,88.0,,0.88,88.0
2018-09-06,99,88.0,,0.88,87.12
2018-09-07,84,88.0,,0.88,73.92
2018-09-08,90,88.0,,0.88,79.2
2018-09-09,88,88.0,,0.88,77.44
2018-09-10,84,88.0,,0.88,73.92
2018-09-11,100,88.0,,0.88,88.0
2018-09-12,97,88.0,,0.88,85.36
2018-09-13,92,88.0,,0.88,80.96
2018-09-14,90,88.0,,0.88,79.2
2018-09-15,83,88.0,,0.88,73.04
2018-09-16,84,88.0,,0.88,73.92
2018-09-17,88,88.0,,0.88,77.44
2018-09-18,98,88.0,,0.88,86.24
2018-09-19,99,88.0,,0.88,87.12
2018-09-20,96,88.0,,0.88,84.48
2018-09-21,92,88.0,,0.88,80.96
2018-09-22,87,88.0,,0.88,76.56
2018-09-23,85,88.0,,0.88,74.8
2018-09-24,87,88.0,,0.88,76.56
2018-09-25,93,88.0,,0.88,81.84
2018-09-26,90,88.0,,0.88,79.2
2018-09-27,88,88.0,,0.88,77.44
2018-09-28,81,88.0,,0.88,71.28
2018-09-29,86,88.0,,0.88,75.68
2018-09-30,88,88.0,,0.88,77.44
2018-10-01,90,82.0,False,0.82,73.8
2018-10-02,100,82.0,,0.82,82.0
2018-10-03,91,82.0,,0.82,74.61999999999999
2018-10-04,99,82.0,,0.82,81.17999999999999
2018-10-05,92,82.0,,0.82,75.44
2018-10-06,83,82.0,,0.82,68.06
2018-10-07,83,82.0,,0.82,68.06
2018-10-08,83,82.0,,0.82,68.06
2018-10-09,90,82.0,,0.82,73.8
2018-10-10,85,82.0,,0.82,69.7
2018-10-11,92,82.0,,0.82,75.44
2018-10-12,93,82.0,,0.82,76.25999999999999
2018-10-13,81,82.0,,0.82,66.42
2018-10-14,88,82.0,,0.82,72.16
2018-10-15,89,82.0,,0.82,72.97999999999999
2018-10-16,88,82.0,,0.82,72.16
2018-10-17,93,82.0,,0.82,76.25999999999999
2018-10-18,94,82.0,,0.82,77.08
2018-10-19,88,82.0,,0.82,72.16
2018-10-20,88,82.0,,0.82,72.16
2018-10-21,84,82.0,,0.82,68.88
2018-10-22,89,82.0,,0.82,72.97999999999999
2018-10-23,90,82.0,,0.82,73.8
2018-10-24,96,82.0,,0.82,78.72
2018-10-25,89,82.0,,0.82,72.97999999999999
2018-10-26,90,82.0,,0.82,73.8
2018-10-27,85,82.0,,0.82,69.7
2018-10-28,83,82.0,,0.82,68.06
2018-10-29,86,82.0,,0.82,70.52
2018-10-30,90,82.0,,0.82,73.8
2018-10-31,88,82.0,,0.82,72.16
2018-11-01,95,78.0,False,0.78,74.10000000000001
2018-11-02,94,78.0,,0.78,73.32000000000001
2018-11-03,94,78.0,,0.78,73.32000000000001
2018-11-04,94,78.0,,0.78,73.32000000000001
2018-11-05,93,78.0,,0.78,72.54
2018-11-06,91,78.0,,0.78,70.98
2018-11-07,86,78.0,,0.78,67.08
2018-11-08,94,78.0,,0.78,73.32000000000001
2018-11-09,94,78.0,,0.78,73.32000000000001
2018-11-10,89,78.0,,0.78,69.42
2018-11-11,85,78.0,,0.78,66.3
2018-11-12,91,78.0,,0.78,70.98
2018-11-13,95,78.0,,0.78,74.10000000000001
2018-11-14,97,78.0,,0.78,75.66
2018-11-15,94,78.0,,0.78,73.32000000000001
2018-11-16,95,78.0,,0.78,74.10000000000001
2018-11-17,90,78.0,,0.78,70.2
2018-11-18,87,78.0,,0.78,67.86
2018-11-19,100,78.0,,0.78,78.0
2018-11-20,91,78.0,,0.78,70.98
2018-11-21,86,78.0,,0.78,67.08
2018-11-22,88,78.0,,0.78,68.64
2018-11-23,79,78.0,,0.78,61.620000000000005
2018-11-24,93,78.0,,0.78,72.54
2018-11-25,84,78.0,,0.78,65.52
2018-11-26,86,78.0,,0.78,67.08
2018-11-27,89,78.0,,0.78,69.42
2018-11-28,90,78.0,,0.78,70.2
2018-11-29,95,78.0,,0.78,74.10000000000001
2018-11-30,90,78.0,,0.78,70.2
2018-12-01,95,76.0,False,0.76,72.2
2018-12-02,91,76.0,,0.76,69.16
2018-12-03,96,76.0,,0.76,72.96000000000001
2018-12-04,94,76.0,,0.76,71.44
2018-12-05,98,76.0,,0.76,74.48
2018-12-06,96,76.0,,0.76,72.96000000000001
2018-12-07,95,76.0,,0.76,72.2
2018-12-08,95,76.0,,0.76,72.2
2018-12-09,94,76.0,,0.76,71.44
2018-12-10,96,76.0,,0.76,72.96000000000001
2018-12-11,100,76.0,,0.76,76.0
2018-12-12,94,76.0,,0.76,71.44
2018-12-13,93,76.0,,0.76,70.68
2018-12-14,100,76.0,,0.76,76.0
2018-12-15,92,76.0,,0.76,69.92
2018-12-16,96,76.0,,0.76,72.96000000000001
2018-12-17,96,76.0,,0.76,72.96000000000001
2018-12-18,95,76.0,,0.76,72.2
2018-12-19,91,76.0,,0.76,69.16
2018-12-20,95,76.0,,0.76,72.2
2018-12-21,89,76.0,,0.76,67.64
2018-12-22,91,76.0,,0.76,69.16
2018-12-23,90,76.0,,0.76,68.4
2018-12-24,91,76.0,,0.76,69.16
2018-12-25,84,76.0,,0.76,63.84
2018-12-26,93,76.0,,0.76,70.68
2018-12-27,91,76.0,,0.76,69.16
2018-12-28,95,76.0,,0.76,72.2
2018-12-29,97,76.0,,0.76,73.72
2018-12-30,92,76.0,,0.76,69.92
2018-12-31,85,76.0,,0.76,64.6
2019-01-01,78,84.0,False,0.84,65.52
2019-01-02,85,84.0,,0.84,71.39999999999999
2019-01-03,88,84.0,,0.84,73.92
2019-01-04,87,84.0,,0.84,73.08
2019-01-05,90,84.0,,0.84,75.6
2019-01-06,89,84.0,,0.84,74.75999999999999
2019-01-07,86,84.0,,0.84,72.24
2019-01-08,86,84.0,,0.84,72.24
2019-01-09,92,84.0,,0.84,77.28
2019-01-10,94,84.0,,0.84,78.96
2019-01-11,94,84.0,,0.84,78.96
2019-01-12,95,84.0,,0.84,79.8
2019-01-13,89,84.0,,0.84,74.75999999999999
2019-01-14,92,84.0,,0.84,77.28
2019-01-15,92,84.0,,0.84,77.28
2019-01-16,91,84.0,,0.84,76.44
2019-01-17,98,84.0,,0.84,82.32
2019-01-18,90,84.0,,0.84,75.6
2019-01-19,89,84.0,,0.84,74.75999999999999
2019-01-20,88,84.0,,0.84,73.92
2019-01-21,88,84.0,,0.84,73.92
2019-01-22,91,84.0,,0.84,76.44
2019-01-23,91,84.0,,0.84,76.44
2019-01-24,98,84.0,,0.84,82.32
2019-01-25,94,84.0,,0.84,78.96
2019-01-26,95,84.0,,0.84,79.8
2019-01-27,100,84.0,,0.84,84.0
2019-01-28,86,84.0,,0.84,72.24
2019-01-29,95,84.0,,0.84,79.8
2019-01-30,95,84.0,,0.84,79.8
2019-01-31,95,84.0,,0.84,79.8
2019-02-01,95,84.0,False,0.84,79.8
2019-02-02,92,84.0,,0.84,77.28
2019-02-03,95,84.0,,0.84,79.8
2019-02-04,92,84.0,,0.84,77.28
2019-02-05,99,84.0,,0.84,83.16
2019-02-06,97,84.0,,0.84,81.48
2019-02-07,95,84.0,,0.84,79.8
2019-02-08,93,84.0,,0.84,78.11999999999999
2019-02-09,93,84.0,,0.84,78.11999999999999
2019-02-10,96,84.0,,0.84,80.64
2019-02-11,90,84.0,,0.84,75.6
2019-02-12,99,84.0,,0.84,83.16
2019-02-13,91,84.0,,0.84,76.44
2019-02-14,93,84.0,,0.84,78.11999999999999
2019-02-15,90,84.0,,0.84,75.6
2019-02-16,99,84.0,,0.84,83.16
2019-02-17,100,84.0,,0.84,84.0
2019-02-18,96,84.0,,0.84,80.64
2019-02-19,99,84.0,,0.84,83.16
2019-02-20,97,84.0,,0.84,81.48
2019-02-21,92,84.0,,0.84,77.28
2019-02-22,97,84.0,,0.84,81.48
2019-02-23,94,84.0,,0.84,78.96
2019-02-24,98,84.0,,0.84,82.32
2019-02-25,92,84.0,,0.84,77.28
2019-02-26,90,84.0,,0.84,75.6
2019-02-27,97,84.0,,0.84,81.48
2019-02-28,94,84.0,,0.84,78.96
2019-03-01,95,85.0,False,0.85,80.75
2019-03-02,88,85.0,,0.85,74.8
2019-03-03,98,85.0,,0.85,83.3
2019-03-04,96,85.0,,0.85,81.6
2019-03-05,100,85.0,,0.85,85.0
2019-03-06,94,85.0,,0.85,79.89999999999999
2019-03-07,94,85.0,,0.85,79.89999999999999
2019-03-08,93,85.0,,0.85,79.05
2019-03-09,90,85.0,,0.85,76.5
2019-03-10,96,85.0,,0.85,81.6
2019-03-11,93,85.0,,0.85,79.05
2019-03-12,95,85.0,,0.85,80.75
2019-03-13,96,85.0,,0.85,81.6
2019-03-14,94,85.0,,0.85,79.89999999999999
2019-03-15,93,85.0,,0.85,79.05
2019-03-16,96,85.0,,0.85,81.6
2019-03-17,95,85.0,,0.85,80.75
2019-03-18,94,85.0,,0.85,79.89999999999999
2019-03-19,99,85.0,,0.85,84.14999999999999
2019-03-20,98,85.0,,0.85,83.3
2019-03-21,99,85.0,,0.85,84.14999999999999
2019-03-22,97,85.0,,0.85,82.45
2019-03-23,94,85.0,,0.85,79.89999999999999
2019-03-24,98,85.0,,0.85,83.3
2019-03-25,93,85.0,,0.85,79.05
2019-03-26,95,85.0,,0.85,80.75
2019-03-27,94,85.0,,0.85,79.89999999999999
2019-03-28,96,85.0,,0.85,81.6
2019-03-29,94,85.0,,0.85,79.89999999999999
2019-03-30,95,85.0,,0.85,80.75
2019-03-31,96,85.0,,0.85,81.6
2019-04-01,92,83.0,False,0.83,76.36
2019-04-02,92,83.0,,0.83,76.36
2019-04-03,94,83.0,,0.83,78.02
2019-04-04,92,83.0,,0.83,76.36
2019-04-05,98,83.0,,0.83,81.33999999999999
2019-04-06,93,83.0,,0.83,77.19
2019-04-07,100,83.0,,0.83,83.0
2019-04-08,92,83.0,,0.83,76.36
2019-04-09,90,83.0,,0.83,74.7
2019-04-10,94,83.0,,0.83,78.02
2019-04-11,96,83.0,,0.83,79.67999999999999
2019-04-12,95,83.0,,0.83,78.85
2019-04-13,92,83.0,,0.83,76.36
2019-04-14,88,83.0,,0.83,73.03999999999999
2019-04-15,94,83.0,,0.83,78.02
2019-04-16,93,83.0,,0.83,77.19
2019-04-17,92,83.0,,0.83,76.36
2019-04-18,90,83.0,,0.83,74.7
2019-04-19,89,83.0,,0.83,73.86999999999999
2019-04-20,94,83.0,,0.83,78.02
2019-04-21,93,83.0,,0.83,77.19
2019-04-22,90,83.0,,0.83,74.7
2019-04-23,92,83.0,,0.83,76.36
2019-04-24,91,83.0,,0.83,75.53
2019-04-25,90,83.0,,0.83,74.7
2019-04-26,89,83.0,,0.83,73.86999999999999
2019-04-27,88,83.0,,0.83,73.03999999999999
2019-04-28,89,83.0,,0.83,73.86999999999999
2019-04-29,91,83.0,,0.83,75.53
2019-04-30,95,83.0,,0.83,78.85
2019-05-01,85,85.0,False,0.85,72.25
2019-05-02,81,85.0,,0.85,68.85
2019-05-03,84,85.0,,0.85,71.39999999999999
2019-05-04,79,85.0,,0.85,67.14999999999999
2019-05-05,84,85.0,,0.85,71.39999999999999
2019-05-06,78,85.0,,0.85,66.3
2019-05-07,80,85.0,,0.85,68.0
2019-05-08,97,85.0,,0.85,82.45
2019-05-09,100,85.0,,0.85,85.0
2019-05-10,88,85.0,,0.85,74.8
2019-05-11,87,85.0,,0.85,73.95
2019-05-12,81,85.0,,0.85,68.85
2019-05-13,83,85.0,,0.85,70.55
2019-05-14,86,85.0,,0.85,73.1
2019-05-15,89,85.0,,0.85,75.64999999999999
2019-05-16,83,85.0,,0.85,70.55
2019-05-17,82,85.0,,0.85,69.7
2019-05-18,81,85.0,,0.85,68.85
2019-05-19,85,85.0,,0.85,72.25
2019-05-20,86,85.0,,0.85,73.1
2019-05-21,84,85.0,,0.85,71.39999999999999
2019-05-22,84,85.0,,0.85,71.39999999999999
2019-05-23,80,85.0,,0.85,68.0
2019-05-24,86,85.0,,0.85,73.1
2019-05-25,87,85.0,,0.85,73.95
2019-05-26,81,85.0,,0.85,68.85
2019-05-27,83,85.0,,0.85,70.55
2019-05-28,84,85.0,,0.85,71.39999999999999
2019-05-29,83,85.0,,0.85,70.55
2019-05-30,83,85.0,,0.85,70.55
2019-05-31,81,85.0,,0.85,68.85
2019-06-01,93,80.0,False,0.8,74.4
2019-06-02,93,80.0,,0.8,74.4
2019-06-03,90,80.0,,0.8,72.0
2019-06-04,92,80.0,,0.8,73.60000000000001
2019-06-05,93,80.0,,0.8,74.4
2019-06-06,94,80.0,,0.8,75.2
2019-06-07,91,80.0,,0.8,72.8
2019-06-08,96,80.0,,0.8,76.80000000000001
2019-06-09,86,80.0,,0.8,68.8
2019-06-10,93,80.0,,0.8,74.4
2019-06-11,91,80.0,,0.8,72.8
2019-06-12,92,80.0,,0.8,73.60000000000001
2019-06-13,100,80.0,,0.8,80.0
2019-06-14,92,80.0,,0.8,73.60000000000001
2019-06-15,95,80.0,,0.8,76.0
2019-06-16,95,80.0,,0.8,76.0
2019-06-17,89,80.0,,0.8,71.2
2019-06-18,91,80.0,,0.8,72.8
2019-06-19,91,80.0,,0.8,72.8
2019-06-20,91,80.0,,0.8,72.8
2019-06-21,92,80.0,,0.8,73.60000000000001
2019-06-22,92,80.0,,0.8,73.60000000000001
2019-06-23,95,80.0,,0.8,76.0
2019-06-24,91,80.0,,0.8,72.8
2019-06-25,92,80.0,,0.8,73.60000000000001
2019-06-26,91,80.0,,0.8,72.8
2019-06-27,93,80.0,,0.8,74.4
2019-06-28,90,80.0,,0.8,72.0
2019-06-29,94,80.0,,0.8,75.2
2019-06-30,98,80.0,,0.8,78.4
2019-07-01,91,80.0,False,0.8,72.8
2019-07-02,93,80.0,,0.8,74.4
2019-07-03,90,80.0,,0.8,72.0
2019-07-04,89,80.0,,0.8,71.2
2019-07-05,91,80.0,,0.8,72.8
2019-07-06,91,80.0,,0.8,72.8
2019-07-07,94,80.0,,0.8,75.2
2019-07-08,86,80.0,,0.8,68.8
2019-07-09,94,80.0,,0.8,75.2
2019-07-10,91,80.0,,0.8,72.8
2019-07-11,92,80.0,,0.8,73.60000000000001
2019-07-12,95,80.0,,0.8,76.0
2019-07-13,100,80.0,,0.8,80.0
2019-07-14,98,80.0,,0.8,78.4
2019-07-15,87,80.0,,0.8,69.60000000000001
2019-07-16,90,80.0,,0.8,72.0
2019-07-17,94,80.0,,0.8,75.2
2019-07-18,92,80.0,,0.8,73.60000000000001
2019-07-19,89,80.0,,0.8,71.2
2019-07-20,88,80.0,,0.8,70.4
2019-07-21,93,80.0,,0.8,74.4
2019-07-22,94,80.0,,0.8,75.2
2019-07-23,90,80.0,,0.8,72.0
2019-07-24,92,80.0,,0.8,73.60000000000001
2019-07-25,95,80.0,,0.8,76.0
2019-07-26,91,80.0,,0.8,72.8
2019-07-27,94,80.0,,0.8,75.2
2019-07-28,95,80.0,,0.8,76.0
2019-07-29,90,80.0,,0.8,72.0
2019-07-30,91,80.0,,0.8,72.8
2019-07-31,99,80.0,,0.8,79.2
2019-08-01,81,86.0,False,0.86,69.66
2019-08-02,86,86.0,,0.86,73.96
2019-08-03,91,86.0,,0.86,78.26
2019-08-04,82,86.0,,0.86,70.52
2019-08-05,84,86.0,,0.86,72.24
2019-08-06,89,86.0,,0.86,76.53999999999999
2019-08-07,90,86.0,,0.86,77.4
2019-08-08,91,86.0,,0.86,78.26
2019-08-09,87,86.0,,0.86,74.82
2019-08-10,90,86.0,,0.86,77.4
2019-08-11,94,86.0,,0.86,80.84
2019-08-12,89,86.0,,0.86,76.53999999999999
2019-08-13,92,86.0,,0.86,79.12
2019-08-14,91,86.0,,0.86,78.26
2019-08-15,92,86.0,,0.86,79.12
2019-08-16,93,86.0,,0.86,79.98
2019-08-17,97,86.0,,0.86,83.42
2019-08-18,98,86.0,,0.86,84.28
2019-08-19,89,86.0,,0.86,76.53999999999999
2019-08-20,93,86.0,,0.86,79.98
2019-08-21,96,86.0,,0.86,82.56
2019-08-22,95,86.0,,0.86,81.7
2019-08-23,92,86.0,,0.86,79.12
2019-08-24,95,86.0,,0.86,81.7
2019-08-25,96,86.0,,0.86,82.56
2019-08-26,87,86.0,,0.86,74.82
2019-08-27,91,86.0,,0.86,78.26
2019-08-28,97,86.0,,0.86,83.42
2019-08-29,100,86.0,,0.86,86.0
2019-08-30,88,86.0,,0.86,75.67999999999999
2019-08-31,89,86.0,,0.86,76.53999999999999
2019-09-01,86,88.0,False,0.88,75.68
