date,AAL_unscaled,AAL_monthly,isPartial,scale,AAL
2017-12-08,51,5.0,,0.05,2.5500000000000003
2017-12-09,35,5.0,,0.05,1.75
2017-12-10,17,5.0,,0.05,0.8500000000000001
2017-12-11,51,5.0,,0.05,2.5500000000000003
2017-12-12,52,5.0,,0.05,2.6
2017-12-13,52,5.0,,0.05,2.6
2017-12-14,47,5.0,,0.05,2.35
2017-12-15,70,5.0,,0.05,3.5
2017-12-16,46,5.0,,0.05,2.3000000000000003
2017-12-17,25,5.0,,0.05,1.25
2017-12-18,36,5.0,,0.05,1.8
2017-12-19,43,5.0,,0.05,2.15
2017-12-20,66,5.0,,0.05,3.3000000000000003
2017-12-21,64,5.0,,0.05,3.2
2017-12-22,60,5.0,,0.05,3.0
2017-12-23,48,5.0,,0.05,2.4000000000000004
2017-12-24,35,5.0,,0.05,1.75
2017-12-25,41,5.0,,0.05,2.0500000000000003
2017-12-26,45,5.0,,0.05,2.25
2017-12-27,69,5.0,,0.05,3.45
2017-12-28,69,5.0,,0.05,3.45
2017-12-29,43,5.0,,0.05,2.15
2017-12-30,39,5.0,,0.05,1.9500000000000002
2017-12-31,28,5.0,,0.05,1.4000000000000001
2018-01-01,19,6.0,False,0.06,1.14
2018-01-02,28,6.0,,0.06,1.68
2018-01-03,47,6.0,,0.06,2.82
2018-01-04,43,6.0,,0.06,2.58
2018-01-05,40,6.0,,0.06,2.4
2018-01-06,11,6.0,,0.06,0.6599999999999999
2018-01-07,21,6.0,,0.06,1.26
2018-01-08,22,6.0,,0.06,1.3199999999999998
2018-01-09,37,6.0,,0.06,2.2199999999999998
2018-01-10,42,6.0,,0.06,2.52
2018-01-11,48,6.0,,0.06,2.88
2018-01-12,54,6.0,,0.06,3.2399999999999998
2018-01-13,21,6.0,,0.06,1.26
2018-01-14,7,6.0,,0.06,0.42
2018-01-15,20,6.0,,0.06,1.2
2018-01-16,37,6.0,,0.06,2.2199999999999998
2018-01-17,33,6.0,,0.06,1.98
2018-01-18,40,6.0,,0.06,2.4
2018-01-19,28,6.0,,0.06,1.68
2018-01-20,10,6.0,,0.06,0.6
2018-01-21,26,6.0,,0.06,1.56
2018-01-22,34,6.0,,0.06,2.04
2018-01-23,42,6.0,,0.06,2.52
2018-01-24,69,6.0,,0.06,4.14
2018-01-25,100,6.0,,0.06,6.0
2018-01-26,47,6.0,,0.06,2.82
2018-01-27,8,6.0,,0.06,0.48
2018-01-28,10,6.0,,0.06,0.6
2018-01-29,34,6.0,,0.06,2.04
2018-01-30,28,6.0,,0.06,1.68
2018-01-31,41,6.0,,0.06,2.46
2018-02-01,74,4.0,False,0.04,2.96
2018-02-02,65,4.0,,0.04,2.6
2018-02-03,34,4.0,,0.04,1.36
2018-02-04,33,4.0,,0.04,1.32
2018-02-05,68,4.0,,0.04,2.72
2018-02-06,87,4.0,,0.04,3.48
2018-02-07,75,4.0,,0.04,3.0
2018-02-08,56,4.0,,0.04,2.24
2018-02-09,100,4.0,,0.04,4.0
2018-02-10,50,4.0,,0.04,2.0
2018-02-11,21,4.0,,0.04,0.84
2018-02-12,66,4.0,,0.04,2.64
2018-02-13,31,4.0,,0.04,1.24
2018-02-14,56,4.0,,0.04,2.24
2018-02-15,90,4.0,,0.04,3.6
2018-02-16,43,4.0,,0.04,1.72
2018-02-17,51,4.0,,0.04,2.04
2018-02-18,42,4.0,,0.04,1.68
2018-02-19,36,4.0,,0.04,1.44
2018-02-20,77,4.0,,0.04,3.08
2018-02-21,67,4.0,,0.04,2.68
2018-02-22,70,4.0,,0.04,2.8000000000000003
2018-02-23,76,4.0,,0.04,3.04
2018-02-24,37,4.0,,0.04,1.48
2018-02-25,54,4.0,,0.04,2.16
2018-02-26,48,4.0,,0.04,1.92
2018-02-27,56,4.0,,0.04,2.24
2018-02-28,60,4.0,,0.04,2.4
2018-03-01,64,4.0,False,0.04,2.56
2018-03-02,87,4.0,,0.04,3.48
2018-03-03,45,4.0,,0.04,1.8
2018-03-04,45,4.0,,0.04,1.8
2018-03-05,61,4.0,,0.04,2.44
2018-03-06,45,4.0,,0.04,1.8
2018-03-07,62,4.0,,0.04,2.48
2018-03-08,82,4.0,,0.04,3.2800000000000002
2018-03-09,68,4.0,,0.04,2.72
2018-03-10,39,4.0,,0.04,1.56
2018-03-11,39,4.0,,0.04,1.56
2018-03-12,62,4.0,,0.04,2.48
2018-03-13,100,4.0,,0.04,4.0
2018-03-14,63,4.0,,0.04,2.52
2018-03-15,85,4.0,,0.04,3.4
2018-03-16,76,4.0,,0.04,3.04
2018-03-17,25,4.0,,0.04,1.0
2018-03-18,25,4.0,,0.04,1.0
2018-03-19,70,4.0,,0.04,2.8000000000000003
2018-03-20,69,4.0,,0.04,2.7600000000000002
2018-03-21,54,4.0,,0.04,2.16
2018-03-22,76,4.0,,0.04,3.04
2018-03-23,79,4.0,,0.04,3.16
2018-03-24,45,4.0,,0.04,1.8
2018-03-25,51,4.0,,0.04,2.04
2018-03-26,94,4.0,,0.04,3.7600000000000002
2018-03-27,68,4.0,,0.04,2.72
2018-03-28,43,4.0,,0.04,1.72
2018-03-29,61,4.0,,0.04,2.44
2018-03-30,28,4.0,,0.04,1.12
2018-03-31,21,4.0,,0.04,0.84
2018-04-01,28,6.0,False,0.06,1.68
2018-04-02,46,6.0,,0.06,2.76
2018-04-03,54,6.0,,0.06,3.2399999999999998
2018-04-04,42,6.0,,0.06,2.52
2018-04-05,27,6.0,,0.06,1.6199999999999999
2018-04-06,61,6.0,,0.06,3.6599999999999997
2018-04-07,21,6.0,,0.06,1.26
2018-04-08,55,6.0,,0.06,3.3
2018-04-09,40,6.0,,0.06,2.4
2018-04-10,62,6.0,,0.06,3.7199999999999998
2018-04-11,59,6.0,,0.06,3.54
2018-04-12,56,6.0,,0.06,3.36
2018-04-13,48,6.0,,0.06,2.88
2018-04-14,19,6.0,,0.06,1.14
2018-04-15,28,6.0,,0.06,1.68
2018-04-16,47,6.0,,0.06,2.82
2018-04-17,59,6.0,,0.06,3.54
2018-04-18,62,6.0,,0.06,3.7199999999999998
2018-04-19,60,6.0,,0.06,3.5999999999999996
2018-04-20,59,6.0,,0.06,3.54
2018-04-21,16,6.0,,0.06,0.96
2018-04-22,40,6.0,,0.06,2.4
2018-04-23,43,6.0,,0.06,2.58
2018-04-24,39,6.0,,0.06,2.34
2018-04-25,41,6.0,,0.06,2.46
2018-04-26,100,6.0,,0.06,6.0
2018-04-27,67,6.0,,0.06,4.02
2018-04-28,35,6.0,,0.06,2.1
2018-04-29,27,6.0,,0.06,1.6199999999999999
2018-04-30,41,6.0,,0.06,2.46
2018-05-01,51,5.0,False,0.05,2.5500000000000003
2018-05-02,90,5.0,,0.05,4.5
2018-05-03,62,5.0,,0.05,3.1
2018-05-04,67,5.0,,0.05,3.35
2018-05-05,40,5.0,,0.05,2.0
2018-05-06,28,5.0,,0.05,1.4000000000000001
2018-05-07,71,5.0,,0.05,3.5500000000000003
2018-05-08,57,5.0,,0.05,2.85
2018-05-09,64,5.0,,0.05,3.2
2018-05-10,95,5.0,,0.05,4.75
2018-05-11,44,5.0,,0.05,2.2
2018-05-12,36,5.0,,0.05,1.8
2018-05-13,73,5.0,,0.05,3.6500000000000004
2018-05-14,90,5.0,,0.05,4.5
2018-05-15,78,5.0,,0.05,3.9000000000000004
2018-05-16,100,5.0,,0.05,5.0
2018-05-17,82,5.0,,0.05,4.1000000000000005
2018-05-18,72,5.0,,0.05,3.6
2018-05-19,12,5.0,,0.05,0.6000000000000001
2018-05-20,52,5.0,,0.05,2.6
2018-05-21,66,5.0,,0.05,3.3000000000000003
2018-05-22,72,5.0,,0.05,3.6
2018-05-23,54,5.0,,0.05,2.7
2018-05-24,45,5.0,,0.05,2.25
2018-05-25,82,5.0,,0.05,4.1000000000000005
2018-05-26,41,5.0,,0.05,2.0500000000000003
2018-05-27,12,5.0,,0.05,0.6000000000000001
2018-05-28,31,5.0,,0.05,1.55
2018-05-29,53,5.0,,0.05,2.6500000000000004
2018-05-30,59,5.0,,0.05,2.95
2018-05-31,64,5.0,,0.05,3.2
2018-06-01,65,5.0,False,0.05,3.25
2018-06-02,63,5.0,,0.05,3.1500000000000004
2018-06-03,35,5.0,,0.05,1.75
2018-06-04,57,5.0,,0.05,2.85
2018-06-05,63,5.0,,0.05,3.1500000000000004
2018-06-06,64,5.0,,0.05,3.2
2018-06-07,50,5.0,,0.05,2.5
2018-06-08,78,5.0,,0.05,3.9000000000000004
2018-06-09,21,5.0,,0.05,1.05
2018-06-10,21,5.0,,0.05,1.05
2018-06-11,70,5.0,,0.05,3.5
2018-06-12,54,5.0,,0.05,2.7
2018-06-13,78,5.0,,0.05,3.9000000000000004
2018-06-14,52,5.0,,0.05,2.6
2018-06-15,72,5.0,,0.05,3.6
2018-06-16,17,5.0,,0.05,0.8500000000000001
2018-06-17,32,5.0,,0.05,1.6
2018-06-18,59,5.0,,0.05,2.95
2018-06-19,46,5.0,,0.05,2.3000000000000003
2018-06-20,60,5.0,,0.05,3.0
2018-06-21,68,5.0,,0.05,3.4000000000000004
2018-06-22,74,5.0,,0.05,3.7
2018-06-23,24,5.0,,0.05,1.2000000000000002
2018-06-24,28,5.0,,0.05,1.4000000000000001
2018-06-25,49,5.0,,0.05,2.45
2018-06-26,100,5.0,,0.05,5.0
2018-06-27,72,5.0,,0.05,3.6
2018-06-28,59,5.0,,0.05,2.95
2018-06-29,61,5.0,,0.05,3.0500000000000003
2018-06-30,24,5.0,,0.05,1.2000000000000002
2018-07-01,16,5.0,False,0.05,0.8
2018-07-02,47,5.0,,0.05,2.35
2018-07-03,27,5.0,,0.05,1.35
2018-07-04,26,5.0,,0.05,1.3
2018-07-05,65,5.0,,0.05,3.25
2018-07-06,38,5.0,,0.05,1.9000000000000001
2018-07-07,21,5.0,,0.05,1.05
2018-07-08,26,5.0,,0.05,1.3
2018-07-09,55,5.0,,0.05,2.75
2018-07-10,39,5.0,,0.05,1.9500000000000002
2018-07-11,100,5.0,,0.05,5.0
2018-07-12,71,5.0,,0.05,3.5500000000000003
2018-07-13,63,5.0,,0.05,3.1500000000000004
2018-07-14,13,5.0,,0.05,0.65
2018-07-15,13,5.0,,0.05,0.65
2018-07-16,43,5.0,,0.05,2.15
2018-07-17,56,5.0,,0.05,2.8000000000000003
2018-07-18,52,5.0,,0.05,2.6
2018-07-19,53,5.0,,0.05,2.6500000000000004
2018-07-20,39,5.0,,0.05,1.9500000000000002
2018-07-21,23,5.0,,0.05,1.1500000000000001
2018-07-22,23,5.0,,0.05,1.1500000000000001
2018-07-23,45,5.0,,0.05,2.25
2018-07-24,45,5.0,,0.05,2.25
2018-07-25,62,5.0,,0.05,3.1
2018-07-26,73,5.0,,0.05,3.6500000000000004
2018-07-27,65,5.0,,0.05,3.25
2018-07-28,26,5.0,,0.05,1.3
2018-07-29,22,5.0,,0.05,1.1
2018-07-30,50,5.0,,0.05,2.5
2018-07-31,46,5.0,,0.05,2.3000000000000003
2018-08-01,80,6.0,False,0.06,4.8
2018-08-02,61,6.0,,0.06,3.6599999999999997
2018-08-03,68,6.0,,0.06,4.08
2018-08-04,27,6.0,,0.06,1.6199999999999999
2018-08-05,40,6.0,,0.06,2.4
2018-08-06,50,6.0,,0.06,3.0
2018-08-07,71,6.0,,0.06,4.26
2018-08-08,52,6.0,,0.06,3.12
2018-08-09,69,6.0,,0.06,4.14
2018-08-10,62,6.0,,0.06,3.7199999999999998
2018-08-11,33,6.0,,0.06,1.98
2018-08-12,57,6.0,,0.06,3.42
2018-08-13,52,6.0,,0.06,3.12
2018-08-14,86,6.0,,0.06,5.16
2018-08-15,70,6.0,,0.06,4.2
2018-08-16,59,6.0,,0.06,3.54
2018-08-17,58,6.0,,0.06,3.48
2018-08-18,24,6.0,,0.06,1.44
2018-08-19,48,6.0,,0.06,2.88
2018-08-20,70,6.0,,0.06,4.2
2018-08-21,100,6.0,,0.06,6.0
2018-08-22,80,6.0,,0.06,4.8
2018-08-23,70,6.0,,0.06,4.2
2018-08-24,74,6.0,,0.06,4.4399999999999995
2018-08-25,31,6.0,,0.06,1.8599999999999999
2018-08-26,47,6.0,,0.06,2.82
2018-08-27,65,6.0,,0.06,3.9
2018-08-28,65,6.0,,0.06,3.9
2018-08-29,98,6.0,,0.06,5.88
2018-08-30,57,6.0,,0.06,3.42
2018-08-31,64,6.0,,0.06,3.84
2018-09-01,35,5.0,False,0.05,1.75
2018-09-02,32,5.0,,0.05,1.6
2018-09-03,18,5.0,,0.05,0.9
2018-09-04,40,5.0,,0.05,2.0
2018-09-05,40,5.0,,0.05,2.0
2018-09-06,57,5.0,,0.05,2.85
2018-09-07,74,5.0,,0.05,3.7
2018-09-08,34,5.0,,0.05,1.7000000000000002
2018-09-09,24,5.0,,0.05,1.2000000000000002
2018-09-10,50,5.0,,0.05,2.5
2018-09-11,42,5.0,,0.05,2.1
2018-09-12,58,5.0,,0.05,2.9000000000000004
2018-09-13,77,5.0,,0.05,3.85
2018-09-14,67,5.0,,0.05,3.35
2018-09-15,38,5.0,,0.05,1.9000000000000001
2018-09-16,31,5.0,,0.05,1.55
2018-09-17,50,5.0,,0.05,2.5
2018-09-18,60,5.0,,0.05,3.0
2018-09-19,100,5.0,,0.05,5.0
2018-09-20,86,5.0,,0.05,4.3
2018-09-21,87,5.0,,0.05,4.3500000000000005
2018-09-22,16,5.0,,0.05,0.8
2018-09-23,31,5.0,,0.05,1.55
2018-09-24,48,5.0,,0.05,2.4000000000000004
2018-09-25,59,5.0,,0.05,2.95
2018-09-26,54,5.0,,0.05,2.7
2018-09-27,59,5.0,,0.05,2.95
2018-09-28,60,5.0,,0.05,3.0
2018-09-29,36,5.0,,0.05,1.8
2018-09-30,35,5.0,,0.05,1.75
2018-10-01,56,7.0,False,0.07,3.9200000000000004
2018-10-02,70,7.0,,0.07,4.9
2018-10-03,60,7.0,,0.07,4.2
2018-10-04,36,7.0,,0.07,2.5200000000000005
2018-10-05,67,7.0,,0.07,4.69
2018-10-06,28,7.0,,0.07,1.9600000000000002
2018-10-07,22,7.0,,0.07,1.54
2018-10-08,70,7.0,,0.07,4.9
2018-10-09,92,7.0,,0.07,6.44
2018-10-10,79,7.0,,0.07,5.53
2018-10-11,75,7.0,,0.07,5.250000000000001
2018-10-12,88,7.0,,0.07,6.16
2018-10-13,29,7.0,,0.07,2.0300000000000002
2018-10-14,28,7.0,,0.07,1.9600000000000002
2018-10-15,72,7.0,,0.07,5.040000000000001
2018-10-16,100,7.0,,0.07,7.000000000000001
2018-10-17,89,7.0,,0.07,6.23
2018-10-18,85,7.0,,0.07,5.95
2018-10-19,85,7.0,,0.07,5.95
2018-10-20,34,7.0,,0.07,2.3800000000000003
2018-10-21,28,7.0,,0.07,1.9600000000000002
2018-10-22,54,7.0,,0.07,3.7800000000000002
2018-10-23,61,7.0,,0.07,4.2700000000000005
2018-10-24,67,7.0,,0.07,4.69
2018-10-25,96,7.0,,0.07,6.720000000000001
2018-10-26,60,7.0,,0.07,4.2
2018-10-27,32,7.0,,0.07,2.24
2018-10-28,20,7.0,,0.07,1.4000000000000001
2018-10-29,80,7.0,,0.07,5.6000000000000005
2018-10-30,50,7.0,,0.07,3.5000000000000004
2018-10-31,86,7.0,,0.07,6.0200000000000005
2018-11-01,83,5.0,False,0.05,4.15
2018-11-02,100,5.0,,0.05,5.0
2018-11-03,25,5.0,,0.05,1.25
2018-11-04,43,5.0,,0.05,2.15
2018-11-05,72,5.0,,0.05,3.6
2018-11-06,71,5.0,,0.05,3.5500000000000003
2018-11-07,83,5.0,,0.05,4.15
2018-11-08,82,5.0,,0.05,4.1000000000000005
2018-11-09,92,5.0,,0.05,4.6000000000000005
2018-11-10,38,5.0,,0.05,1.9000000000000001
2018-11-11,24,5.0,,0.05,1.2000000000000002
2018-11-12,69,5.0,,0.05,3.45
2018-11-13,77,5.0,,0.05,3.85
2018-11-14,55,5.0,,0.05,2.75
2018-11-15,89,5.0,,0.05,4.45
2018-11-16,65,5.0,,0.05,3.25
2018-11-17,17,5.0,,0.05,0.8500000000000001
2018-11-18,34,5.0,,0.05,1.7000000000000002
2018-11-19,78,5.0,,0.05,3.9000000000000004
2018-11-20,60,5.0,,0.05,3.0
2018-11-21,57,5.0,,0.05,2.85
2018-11-22,21,5.0,,0.05,1.05
2018-11-23,55,5.0,,0.05,2.75
2018-11-24,23,5.0,,0.05,1.1500000000000001
2018-11-25,26,5.0,,0.05,1.3
2018-11-26,72,5.0,,0.05,3.6
2018-11-27,64,5.0,,0.05,3.2
2018-11-28,68,5.0,,0.05,3.4000000000000004
2018-11-29,74,5.0,,0.05,3.7
2018-11-30,68,5.0,,0.05,3.4000000000000004
2018-12-01,52,6.0,False,0.06,3.12
2018-12-02,48,6.0,,0.06,2.88
2018-12-03,80,6.0,,0.06,4.8
2018-12-04,81,6.0,,0.06,4.859999999999999
2018-12-05,59,6.0,,0.06,3.54
2018-12-06,46,6.0,,0.06,2.76
2018-12-07,100,6.0,,0.06,6.0
2018-12-08,36,6.0,,0.06,2.16
2018-12-09,39,6.0,,0.06,2.34
2018-12-10,78,6.0,,0.06,4.68
2018-12-11,88,6.0,,0.06,5.279999999999999
2018-12-12,77,6.0,,0.06,4.62
2018-12-13,76,6.0,,0.06,4.56
2018-12-14,75,6.0,,0.06,4.5
2018-12-15,30,6.0,,0.06,1.7999999999999998
2018-12-16,29,6.0,,0.06,1.74
2018-12-17,51,6.0,,0.06,3.06
2018-12-18,94,6.0,,0.06,5.64
2018-12-19,95,6.0,,0.06,5.7
2018-12-20,87,6.0,,0.06,5.22
2018-12-21,98,6.0,,0.06,5.88
2018-12-22,65,6.0,,0.06,3.9
2018-12-23,39,6.0,,0.06,2.34
2018-12-24,87,6.0,,0.06,5.22
2018-12-25,38,6.0,,0.06,2.28
2018-12-26,89,6.0,,0.06,5.34
2018-12-27,73,6.0,,0.06,4.38
2018-12-28,75,6.0,,0.06,4.5
2018-12-29,25,6.0,,0.06,1.5
2018-12-30,37,6.0,,0.06,2.2199999999999998
2018-12-31,41,6.0,,0.06,2.46
2019-01-01,17,6.0,False,0.06,1.02
2019-01-02,45,6.0,,0.06,2.6999999999999997
2019-01-03,100,6.0,,0.06,6.0
2019-01-04,53,6.0,,0.06,3.1799999999999997
2019-01-05,26,6.0,,0.06,1.56
2019-01-06,49,6.0,,0.06,2.94
2019-01-07,42,6.0,,0.06,2.52
2019-01-08,80,6.0,,0.06,4.8
2019-01-09,80,6.0,,0.06,4.8
2019-01-10,72,6.0,,0.06,4.32
2019-01-11,63,6.0,,0.06,3.78
2019-01-12,29,6.0,,0.06,1.74
2019-01-13,36,6.0,,0.06,2.16
2019-01-14,75,6.0,,0.06,4.5
2019-01-15,63,6.0,,0.06,3.78
2019-01-16,77,6.0,,0.06,4.62
2019-01-17,50,6.0,,0.06,3.0
2019-01-18,45,6.0,,0.06,2.6999999999999997
2019-01-19,31,6.0,,0.06,1.8599999999999999
2019-01-20,10,6.0,,0.06,0.6
2019-01-21,25,6.0,,0.06,1.5
2019-01-22,43,6.0,,0.06,2.58
2019-01-23,71,6.0,,0.06,4.26
2019-01-24,80,6.0,,0.06,4.8
2019-01-25,47,6.0,,0.06,2.82
2019-01-26,29,6.0,,0.06,1.74
2019-01-27,29,6.0,,0.06,1.74
2019-01-28,69,6.0,,0.06,4.14
2019-01-29,98,6.0,,0.06,5.88
2019-01-30,54,6.0,,0.06,3.2399999999999998
2019-01-31,58,6.0,,0.06,3.48
2019-02-01,13,10.0,False,0.1,1.3
2019-02-02,5,10.0,,0.1,0.5
2019-02-03,5,10.0,,0.1,0.5
2019-02-04,13,10.0,,0.1,1.3
2019-02-05,6,10.0,,0.1,0.6000000000000001
2019-02-06,10,10.0,,0.1,1.0
2019-02-07,11,10.0,,0.1,1.1
2019-02-08,15,10.0,,0.1,1.5
2019-02-09,25,10.0,,0.1,2.5
2019-02-10,100,10.0,,0.1,10.0
2019-02-11,39,10.0,,0.1,3.9000000000000004
2019-02-12,19,10.0,,0.1,1.9000000000000001
2019-02-13,11,10.0,,0.1,1.1
2019-02-14,12,10.0,,0.1,1.2000000000000002
2019-02-15,18,10.0,,0.1,1.8
2019-02-16,24,10.0,,0.1,2.4000000000000004
2019-02-17,25,10.0,,0.1,2.5
2019-02-18,14,10.0,,0.1,1.4000000000000001
2019-02-19,12,10.0,,0.1,1.2000000000000002
2019-02-20,14,10.0,,0.1,1.4000000000000001
2019-02-21,9,10.0,,0.1,0.9
2019-02-22,11,10.0,,0.1,1.1
2019-02-23,9,10.0,,0.1,0.9
2019-02-24,7,10.0,,0.1,0.7000000000000001
2019-02-25,13,10.0,,0.1,1.3
2019-02-26,10,10.0,,0.1,1.0
2019-02-27,6,10.0,,0.1,0.6000000000000001
2019-02-28,7,10.0,,0.1,0.7000000000000001
2019-03-01,57,6.0,False,0.06,3.42
2019-03-02,28,6.0,,0.06,1.68
2019-03-03,39,6.0,,0.06,2.34
2019-03-04,100,6.0,,0.06,6.0
2019-03-05,55,6.0,,0.06,3.3
2019-03-06,51,6.0,,0.06,3.06
2019-03-07,84,6.0,,0.06,5.04
2019-03-08,73,6.0,,0.06,4.38
2019-03-09,35,6.0,,0.06,2.1
2019-03-10,40,6.0,,0.06,2.4
2019-03-11,71,6.0,,0.06,4.26
2019-03-12,66,6.0,,0.06,3.96
2019-03-13,91,6.0,,0.06,5.46
2019-03-14,72,6.0,,0.06,4.32
2019-03-15,45,6.0,,0.06,2.6999999999999997
2019-03-16,28,6.0,,0.06,1.68
2019-03-17,33,6.0,,0.06,1.98
2019-03-18,85,6.0,,0.06,5.1
2019-03-19,84,6.0,,0.06,5.04
2019-03-20,47,6.0,,0.06,2.82
2019-03-21,81,6.0,,0.06,4.859999999999999
2019-03-22,63,6.0,,0.06,3.78
2019-03-23,28,6.0,,0.06,1.68
2019-03-24,39,6.0,,0.06,2.34
2019-03-25,59,6.0,,0.06,3.54
2019-03-26,63,6.0,,0.06,3.78
2019-03-27,52,6.0,,0.06,3.12
2019-03-28,51,6.0,,0.06,3.06
2019-03-29,52,6.0,,0.06,3.12
2019-03-30,42,6.0,,0.06,2.52
2019-03-31,31,6.0,,0.06,1.8599999999999999
2019-04-01,63,6.0,False,0.06,3.78
2019-04-02,89,6.0,,0.06,5.34
2019-04-03,79,6.0,,0.06,4.74
2019-04-04,100,6.0,,0.06,6.0
2019-04-05,62,6.0,,0.06,3.7199999999999998
2019-04-06,41,6.0,,0.06,2.46
2019-04-07,26,6.0,,0.06,1.56
2019-04-08,63,6.0,,0.06,3.78
2019-04-09,56,6.0,,0.06,3.36
2019-04-10,76,6.0,,0.06,4.56
2019-04-11,52,6.0,,0.06,3.12
2019-04-12,76,6.0,,0.06,4.56
2019-04-13,29,6.0,,0.06,1.74
2019-04-14,20,6.0,,0.06,1.2
2019-04-15,71,6.0,,0.06,4.26
2019-04-16,59,6.0,,0.06,3.54
2019-04-17,83,6.0,,0.06,4.9799999999999995
2019-04-18,66,6.0,,0.06,3.96
2019-04-19,54,6.0,,0.06,3.2399999999999998
2019-04-20,20,6.0,,0.06,1.2
2019-04-21,25,6.0,,0.06,1.5
2019-04-22,62,6.0,,0.06,3.7199999999999998
2019-04-23,48,6.0,,0.06,2.88
2019-04-24,53,6.0,,0.06,3.1799999999999997
2019-04-25,52,6.0,,0.06,3.12
2019-04-26,81,6.0,,0.06,4.859999999999999
2019-04-27,37,6.0,,0.06,2.2199999999999998
2019-04-28,34,6.0,,0.06,2.04
2019-04-29,45,6.0,,0.06,2.6999999999999997
2019-04-30,28,6.0,,0.06,1.68
2019-05-01,72,5.0,False,0.05,3.6
2019-05-02,100,5.0,,0.05,5.0
2019-05-03,67,5.0,,0.05,3.35
2019-05-04,49,5.0,,0.05,2.45
2019-05-05,40,5.0,,0.05,2.0
2019-05-06,63,5.0,,0.05,3.1500000000000004
2019-05-07,57,5.0,,0.05,2.85
2019-05-08,50,5.0,,0.05,2.5
2019-05-09,44,5.0,,0.05,2.2
2019-05-10,55,5.0,,0.05,2.75
2019-05-11,38,5.0,,0.05,1.9000000000000001
2019-05-12,28,5.0,,0.05,1.4000000000000001
2019-05-13,51,5.0,,0.05,2.5500000000000003
2019-05-14,54,5.0,,0.05,2.7
2019-05-15,54,5.0,,0.05,2.7
2019-05-16,42,5.0,,0.05,2.1
2019-05-17,67,5.0,,0.05,3.35
2019-05-18,24,5.0,,0.05,1.2000000000000002
2019-05-19,27,5.0,,0.05,1.35
2019-05-20,81,5.0,,0.05,4.05
2019-05-21,72,5.0,,0.05,3.6
2019-05-22,51,5.0,,0.05,2.5500000000000003
2019-05-23,71,5.0,,0.05,3.5500000000000003
2019-05-24,51,5.0,,0.05,2.5500000000000003
2019-05-25,32,5.0,,0.05,1.6
2019-05-26,32,5.0,,0.05,1.6
2019-05-27,20,5.0,,0.05,1.0
2019-05-28,57,5.0,,0.05,2.85
2019-05-29,75,5.0,,0.05,3.75
2019-05-30,80,5.0,,0.05,4.0
2019-05-31,69,5.0,,0.05,3.45
2019-06-01,25,5.0,False,0.05,1.25
2019-06-02,39,5.0,,0.05,1.9500000000000002
2019-06-03,64,5.0,,0.05,3.2
2019-06-04,82,5.0,,0.05,4.1000000000000005
2019-06-05,68,5.0,,0.05,3.4000000000000004
2019-06-06,87,5.0,,0.05,4.3500000000000005
2019-06-07,84,5.0,,0.05,4.2
2019-06-08,19,5.0,,0.05,0.9500000000000001
2019-06-09,28,5.0,,0.05,1.4000000000000001
2019-06-10,65,5.0,,0.05,3.25
2019-06-11,100,5.0,,0.05,5.0
2019-06-12,45,5.0,,0.05,2.25
2019-06-13,62,5.0,,0.05,3.1
2019-06-14,47,5.0,,0.05,2.35
2019-06-15,28,5.0,,0.05,1.4000000000000001
2019-06-16,25,5.0,,0.05,1.25
2019-06-17,48,5.0,,0.05,2.4000000000000004
2019-06-18,57,5.0,,0.05,2.85
2019-06-19,49,5.0,,0.05,2.45
2019-06-20,50,5.0,,0.05,2.5
2019-06-21,44,5.0,,0.05,2.2
2019-06-22,22,5.0,,0.05,1.1
2019-06-23,32,5.0,,0.05,1.6
2019-06-24,56,5.0,,0.05,2.8000000000000003
2019-06-25,70,5.0,,0.05,3.5
2019-06-26,79,5.0,,0.05,3.95
2019-06-27,40,5.0,,0.05,2.0
2019-06-28,54,5.0,,0.05,2.7
2019-06-29,25,5.0,,0.05,1.25
2019-06-30,25,5.0,,0.05,1.25
2019-07-01,58,5.0,False,0.05,2.9000000000000004
2019-07-02,60,5.0,,0.05,3.0
2019-07-03,61,5.0,,0.05,3.0500000000000003
2019-07-04,45,5.0,,0.05,2.25
2019-07-05,55,5.0,,0.05,2.75
2019-07-06,28,5.0,,0.05,1.4000000000000001
2019-07-07,23,5.0,,0.05,1.1500000000000001
2019-07-08,59,5.0,,0.05,2.95
2019-07-09,100,5.0,,0.05,5.0
2019-07-10,90,5.0,,0.05,4.5
2019-07-11,74,5.0,,0.05,3.7
2019-07-12,86,5.0,,0.05,4.3
2019-07-13,21,5.0,,0.05,1.05
2019-07-14,21,5.0,,0.05,1.05
2019-07-15,63,5.0,,0.05,3.1500000000000004
2019-07-16,70,5.0,,0.05,3.5
2019-07-17,62,5.0,,0.05,3.1
2019-07-18,64,5.0,,0.05,3.2
2019-07-19,56,5.0,,0.05,2.8000000000000003
2019-07-20,10,5.0,,0.05,0.5
2019-07-21,18,5.0,,0.05,0.9
2019-07-22,55,5.0,,0.05,2.75
2019-07-23,66,5.0,,0.05,3.3000000000000003
2019-07-24,69,5.0,,0.05,3.45
2019-07-25,84,5.0,,0.05,4.2
2019-07-26,58,5.0,,0.05,2.9000000000000004
2019-07-27,43,5.0,,0.05,2.15
2019-07-28,14,5.0,,0.05,0.7000000000000001
2019-07-29,89,5.0,,0.05,4.45
