date,PSA_unscaled,PSA_monthly,isPartial,scale,PSA
2018-01-05,73,52.0,,0.52,37.96
2018-01-06,62,52.0,,0.52,32.24
2018-01-07,62,52.0,,0.52,32.24
2018-01-08,81,52.0,,0.52,42.120000000000005
2018-01-09,93,52.0,,0.52,48.36
2018-01-10,86,52.0,,0.52,44.72
2018-01-11,80,52.0,,0.52,41.6
2018-01-12,85,52.0,,0.52,44.2
2018-01-13,62,52.0,,0.52,32.24
2018-01-14,60,52.0,,0.52,31.200000000000003
2018-01-15,82,52.0,,0.52,42.64
2018-01-16,82,52.0,,0.52,42.64
2018-01-17,85,52.0,,0.52,44.2
2018-01-18,90,52.0,,0.52,46.800000000000004
2018-01-19,90,52.0,,0.52,46.800000000000004
2018-01-20,57,52.0,,0.52,29.64
2018-01-21,58,52.0,,0.52,30.16
2018-01-22,80,52.0,,0.52,41.6
2018-01-23,92,52.0,,0.52,47.84
2018-01-24,90,52.0,,0.52,46.800000000000004
2018-01-25,91,52.0,,0.52,47.32
2018-01-26,92,52.0,,0.52,47.84
2018-01-27,71,52.0,,0.52,36.92
2018-01-28,66,52.0,,0.52,34.32
2018-01-29,78,52.0,,0.52,40.56
2018-01-30,100,52.0,,0.52,52.0
2018-01-31,88,52.0,,0.52,45.760000000000005
2018-02-01,89,54.0,False,0.54,48.06
2018-02-02,91,54.0,,0.54,49.14
2018-02-03,65,54.0,,0.54,35.1
2018-02-04,60,54.0,,0.54,32.400000000000006
2018-02-05,72,54.0,,0.54,38.88
2018-02-06,86,54.0,,0.54,46.440000000000005
2018-02-07,78,54.0,,0.54,42.120000000000005
2018-02-08,80,54.0,,0.54,43.2
2018-02-09,83,54.0,,0.54,44.82
2018-02-10,64,54.0,,0.54,34.56
2018-02-11,63,54.0,,0.54,34.02
2018-02-12,73,54.0,,0.54,39.42
2018-02-13,82,54.0,,0.54,44.28
2018-02-14,81,54.0,,0.54,43.74
2018-02-15,95,54.0,,0.54,51.300000000000004
2018-02-16,86,54.0,,0.54,46.440000000000005
2018-02-17,65,54.0,,0.54,35.1
2018-02-18,56,54.0,,0.54,30.240000000000002
2018-02-19,73,54.0,,0.54,39.42
2018-02-20,92,54.0,,0.54,49.68000000000001
2018-02-21,87,54.0,,0.54,46.980000000000004
2018-02-22,91,54.0,,0.54,49.14
2018-02-23,84,54.0,,0.54,45.36
2018-02-24,67,54.0,,0.54,36.18
2018-02-25,57,54.0,,0.54,30.78
2018-02-26,89,54.0,,0.54,48.06
2018-02-27,100,54.0,,0.54,54.0
2018-02-28,83,54.0,,0.54,44.82
2018-03-01,100,55.0,False,0.55,55.00000000000001
2018-03-02,81,55.0,,0.55,44.550000000000004
2018-03-03,65,55.0,,0.55,35.75
2018-03-04,66,55.0,,0.55,36.300000000000004
2018-03-05,85,55.0,,0.55,46.75000000000001
2018-03-06,88,55.0,,0.55,48.400000000000006
2018-03-07,88,55.0,,0.55,48.400000000000006
2018-03-08,80,55.0,,0.55,44.0
2018-03-09,86,55.0,,0.55,47.300000000000004
2018-03-10,79,55.0,,0.55,43.45
2018-03-11,62,55.0,,0.55,34.1
2018-03-12,80,55.0,,0.55,44.0
2018-03-13,79,55.0,,0.55,43.45
2018-03-14,85,55.0,,0.55,46.75000000000001
2018-03-15,89,55.0,,0.55,48.95
2018-03-16,78,55.0,,0.55,42.900000000000006
2018-03-17,58,55.0,,0.55,31.900000000000002
2018-03-18,55,55.0,,0.55,30.250000000000004
2018-03-19,75,55.0,,0.55,41.25
2018-03-20,80,55.0,,0.55,44.0
2018-03-21,78,55.0,,0.55,42.900000000000006
2018-03-22,80,55.0,,0.55,44.0
2018-03-23,80,55.0,,0.55,44.0
2018-03-24,72,55.0,,0.55,39.6
2018-03-25,60,55.0,,0.55,33.0
2018-03-26,83,55.0,,0.55,45.650000000000006
2018-03-27,89,55.0,,0.55,48.95
2018-03-28,86,55.0,,0.55,47.300000000000004
2018-03-29,99,55.0,,0.55,54.45
2018-03-30,77,55.0,,0.55,42.35
2018-03-31,66,55.0,,0.55,36.300000000000004
2018-04-01,61,55.0,False,0.55,33.550000000000004
2018-04-02,88,55.0,,0.55,48.400000000000006
2018-04-03,92,55.0,,0.55,50.6
2018-04-04,84,55.0,,0.55,46.2
2018-04-05,92,55.0,,0.55,50.6
2018-04-06,92,55.0,,0.55,50.6
2018-04-07,71,55.0,,0.55,39.050000000000004
2018-04-08,61,55.0,,0.55,33.550000000000004
2018-04-09,98,55.0,,0.55,53.900000000000006
2018-04-10,93,55.0,,0.55,51.150000000000006
2018-04-11,83,55.0,,0.55,45.650000000000006
2018-04-12,91,55.0,,0.55,50.050000000000004
2018-04-13,85,55.0,,0.55,46.75000000000001
2018-04-14,66,55.0,,0.55,36.300000000000004
2018-04-15,61,55.0,,0.55,33.550000000000004
2018-04-16,94,55.0,,0.55,51.7
2018-04-17,85,55.0,,0.55,46.75000000000001
2018-04-18,100,55.0,,0.55,55.00000000000001
2018-04-19,91,55.0,,0.55,50.050000000000004
2018-04-20,89,55.0,,0.55,48.95
2018-04-21,72,55.0,,0.55,39.6
2018-04-22,58,55.0,,0.55,31.900000000000002
2018-04-23,100,55.0,,0.55,55.00000000000001
2018-04-24,96,55.0,,0.55,52.800000000000004
2018-04-25,96,55.0,,0.55,52.800000000000004
2018-04-26,79,55.0,,0.55,43.45
2018-04-27,86,55.0,,0.55,47.300000000000004
2018-04-28,61,55.0,,0.55,33.550000000000004
2018-04-29,56,55.0,,0.55,30.800000000000004
2018-04-30,93,55.0,,0.55,51.150000000000006
2018-05-01,86,52.0,False,0.52,44.72
2018-05-02,87,52.0,,0.52,45.24
2018-05-03,80,52.0,,0.52,41.6
2018-05-04,87,52.0,,0.52,45.24
2018-05-05,65,52.0,,0.52,33.800000000000004
2018-05-06,57,52.0,,0.52,29.64
2018-05-07,100,52.0,,0.52,52.0
2018-05-08,96,52.0,,0.52,49.92
2018-05-09,97,52.0,,0.52,50.440000000000005
2018-05-10,87,52.0,,0.52,45.24
2018-05-11,80,52.0,,0.52,41.6
2018-05-12,67,52.0,,0.52,34.84
2018-05-13,50,52.0,,0.52,26.0
2018-05-14,90,52.0,,0.52,46.800000000000004
2018-05-15,89,52.0,,0.52,46.28
2018-05-16,90,52.0,,0.52,46.800000000000004
2018-05-17,92,52.0,,0.52,47.84
2018-05-18,85,52.0,,0.52,44.2
2018-05-19,60,52.0,,0.52,31.200000000000003
2018-05-20,69,52.0,,0.52,35.88
2018-05-21,87,52.0,,0.52,45.24
2018-05-22,92,52.0,,0.52,47.84
2018-05-23,95,52.0,,0.52,49.4
2018-05-24,91,52.0,,0.52,47.32
2018-05-25,87,52.0,,0.52,45.24
2018-05-26,60,52.0,,0.52,31.200000000000003
2018-05-27,58,52.0,,0.52,30.16
2018-05-28,63,52.0,,0.52,32.76
2018-05-29,76,52.0,,0.52,39.52
2018-05-30,78,52.0,,0.52,40.56
2018-05-31,86,52.0,,0.52,44.72
2018-06-01,71,53.0,False,0.53,37.63
2018-06-02,47,53.0,,0.53,24.91
2018-06-03,56,53.0,,0.53,29.68
2018-06-04,75,53.0,,0.53,39.75
2018-06-05,68,53.0,,0.53,36.04
2018-06-06,72,53.0,,0.53,38.160000000000004
2018-06-07,76,53.0,,0.53,40.28
2018-06-08,73,53.0,,0.53,38.690000000000005
2018-06-09,55,53.0,,0.53,29.150000000000002
2018-06-10,51,53.0,,0.53,27.03
2018-06-11,72,53.0,,0.53,38.160000000000004
2018-06-12,79,53.0,,0.53,41.870000000000005
2018-06-13,76,53.0,,0.53,40.28
2018-06-14,67,53.0,,0.53,35.510000000000005
2018-06-15,98,53.0,,0.53,51.940000000000005
2018-06-16,71,53.0,,0.53,37.63
2018-06-17,66,53.0,,0.53,34.980000000000004
2018-06-18,91,53.0,,0.53,48.230000000000004
2018-06-19,100,53.0,,0.53,53.0
2018-06-20,83,53.0,,0.53,43.99
2018-06-21,82,53.0,,0.53,43.46
2018-06-22,66,53.0,,0.53,34.980000000000004
2018-06-23,54,53.0,,0.53,28.62
2018-06-24,56,53.0,,0.53,29.68
2018-06-25,59,53.0,,0.53,31.270000000000003
2018-06-26,78,53.0,,0.53,41.34
2018-06-27,70,53.0,,0.53,37.1
2018-06-28,75,53.0,,0.53,39.75
2018-06-29,67,53.0,,0.53,35.510000000000005
2018-06-30,48,53.0,,0.53,25.44
2018-07-01,60,48.0,False,0.48,28.799999999999997
2018-07-02,71,48.0,,0.48,34.08
2018-07-03,83,48.0,,0.48,39.839999999999996
2018-07-04,58,48.0,,0.48,27.84
2018-07-05,82,48.0,,0.48,39.36
2018-07-06,77,48.0,,0.48,36.96
2018-07-07,58,48.0,,0.48,27.84
2018-07-08,62,48.0,,0.48,29.759999999999998
2018-07-09,80,48.0,,0.48,38.4
2018-07-10,87,48.0,,0.48,41.76
2018-07-11,80,48.0,,0.48,38.4
2018-07-12,88,48.0,,0.48,42.239999999999995
2018-07-13,99,48.0,,0.48,47.519999999999996
2018-07-14,68,48.0,,0.48,32.64
2018-07-15,63,48.0,,0.48,30.24
2018-07-16,96,48.0,,0.48,46.08
2018-07-17,95,48.0,,0.48,45.6
2018-07-18,98,48.0,,0.48,47.04
2018-07-19,81,48.0,,0.48,38.879999999999995
2018-07-20,87,48.0,,0.48,41.76
2018-07-21,66,48.0,,0.48,31.68
2018-07-22,60,48.0,,0.48,28.799999999999997
2018-07-23,92,48.0,,0.48,44.16
2018-07-24,99,48.0,,0.48,47.519999999999996
2018-07-25,93,48.0,,0.48,44.64
2018-07-26,95,48.0,,0.48,45.6
2018-07-27,100,48.0,,0.48,48.0
2018-07-28,68,48.0,,0.48,32.64
2018-07-29,56,48.0,,0.48,26.88
2018-07-30,90,48.0,,0.48,43.199999999999996
2018-07-31,88,48.0,,0.48,42.239999999999995
2018-08-01,83,52.0,False,0.52,43.160000000000004
2018-08-02,91,52.0,,0.52,47.32
2018-08-03,74,52.0,,0.52,38.480000000000004
2018-08-04,54,52.0,,0.52,28.080000000000002
2018-08-05,71,52.0,,0.52,36.92
2018-08-06,81,52.0,,0.52,42.120000000000005
2018-08-07,95,52.0,,0.52,49.4
2018-08-08,86,52.0,,0.52,44.72
2018-08-09,80,52.0,,0.52,41.6
2018-08-10,73,52.0,,0.52,37.96
2018-08-11,60,52.0,,0.52,31.200000000000003
2018-08-12,60,52.0,,0.52,31.200000000000003
2018-08-13,85,52.0,,0.52,44.2
2018-08-14,89,52.0,,0.52,46.28
2018-08-15,100,52.0,,0.52,52.0
2018-08-16,81,52.0,,0.52,42.120000000000005
2018-08-17,83,52.0,,0.52,43.160000000000004
2018-08-18,66,52.0,,0.52,34.32
2018-08-19,71,52.0,,0.52,36.92
2018-08-20,79,52.0,,0.52,41.08
2018-08-21,87,52.0,,0.52,45.24
2018-08-22,91,52.0,,0.52,47.32
2018-08-23,90,52.0,,0.52,46.800000000000004
2018-08-24,85,52.0,,0.52,44.2
2018-08-25,54,52.0,,0.52,28.080000000000002
2018-08-26,65,52.0,,0.52,33.800000000000004
2018-08-27,85,52.0,,0.52,44.2
2018-08-28,80,52.0,,0.52,41.6
2018-08-29,77,52.0,,0.52,40.04
2018-08-30,93,52.0,,0.52,48.36
2018-08-31,81,52.0,,0.52,42.120000000000005
2018-09-01,59,49.0,False,0.49,28.91
2018-09-02,49,49.0,,0.49,24.009999999999998
2018-09-03,62,49.0,,0.49,30.38
2018-09-04,81,49.0,,0.49,39.69
2018-09-05,78,49.0,,0.49,38.22
2018-09-06,84,49.0,,0.49,41.16
2018-09-07,81,49.0,,0.49,39.69
2018-09-08,64,49.0,,0.49,31.36
2018-09-09,67,49.0,,0.49,32.83
2018-09-10,82,49.0,,0.49,40.18
2018-09-11,83,49.0,,0.49,40.67
2018-09-12,92,49.0,,0.49,45.08
2018-09-13,77,49.0,,0.49,37.73
2018-09-14,80,49.0,,0.49,39.2
2018-09-15,55,49.0,,0.49,26.95
2018-09-16,56,49.0,,0.49,27.439999999999998
2018-09-17,100,49.0,,0.49,49.0
2018-09-18,96,49.0,,0.49,47.04
2018-09-19,83,49.0,,0.49,40.67
2018-09-20,86,49.0,,0.49,42.14
2018-09-21,87,49.0,,0.49,42.63
2018-09-22,64,49.0,,0.49,31.36
2018-09-23,70,49.0,,0.49,34.3
2018-09-24,95,49.0,,0.49,46.55
2018-09-25,100,49.0,,0.49,49.0
2018-09-26,89,49.0,,0.49,43.61
2018-09-27,86,49.0,,0.49,42.14
2018-09-28,77,49.0,,0.49,37.73
2018-09-29,71,49.0,,0.49,34.79
2018-09-30,65,49.0,,0.49,31.849999999999998
2018-10-01,78,56.0,False,0.56,43.68000000000001
2018-10-02,88,56.0,,0.56,49.28
2018-10-03,86,56.0,,0.56,48.160000000000004
2018-10-04,86,56.0,,0.56,48.160000000000004
2018-10-05,79,56.0,,0.56,44.24
2018-10-06,61,56.0,,0.56,34.160000000000004
2018-10-07,64,56.0,,0.56,35.84
2018-10-08,81,56.0,,0.56,45.36000000000001
2018-10-09,81,56.0,,0.56,45.36000000000001
2018-10-10,100,56.0,,0.56,56.00000000000001
2018-10-11,89,56.0,,0.56,49.84
2018-10-12,75,56.0,,0.56,42.00000000000001
2018-10-13,60,56.0,,0.56,33.6
2018-10-14,51,56.0,,0.56,28.560000000000002
2018-10-15,80,56.0,,0.56,44.800000000000004
2018-10-16,77,56.0,,0.56,43.120000000000005
2018-10-17,83,56.0,,0.56,46.480000000000004
2018-10-18,86,56.0,,0.56,48.160000000000004
2018-10-19,89,56.0,,0.56,49.84
2018-10-20,63,56.0,,0.56,35.28
2018-10-21,62,56.0,,0.56,34.720000000000006
2018-10-22,83,56.0,,0.56,46.480000000000004
2018-10-23,87,56.0,,0.56,48.720000000000006
2018-10-24,78,56.0,,0.56,43.68000000000001
2018-10-25,83,56.0,,0.56,46.480000000000004
2018-10-26,90,56.0,,0.56,50.400000000000006
2018-10-27,57,56.0,,0.56,31.92
2018-10-28,52,56.0,,0.56,29.120000000000005
2018-10-29,83,56.0,,0.56,46.480000000000004
2018-10-30,94,56.0,,0.56,52.64000000000001
2018-10-31,75,56.0,,0.56,42.00000000000001
2018-11-01,85,54.0,False,0.54,45.900000000000006
2018-11-02,78,54.0,,0.54,42.120000000000005
2018-11-03,67,54.0,,0.54,36.18
2018-11-04,64,54.0,,0.54,34.56
2018-11-05,85,54.0,,0.54,45.900000000000006
2018-11-06,89,54.0,,0.54,48.06
2018-11-07,74,54.0,,0.54,39.96
2018-11-08,81,54.0,,0.54,43.74
2018-11-09,83,54.0,,0.54,44.82
2018-11-10,66,54.0,,0.54,35.64
2018-11-11,51,54.0,,0.54,27.540000000000003
2018-11-12,70,54.0,,0.54,37.800000000000004
2018-11-13,83,54.0,,0.54,44.82
2018-11-14,85,54.0,,0.54,45.900000000000006
2018-11-15,85,54.0,,0.54,45.900000000000006
2018-11-16,91,54.0,,0.54,49.14
2018-11-17,53,54.0,,0.54,28.62
2018-11-18,57,54.0,,0.54,30.78
2018-11-19,86,54.0,,0.54,46.440000000000005
2018-11-20,86,54.0,,0.54,46.440000000000005
2018-11-21,69,54.0,,0.54,37.260000000000005
2018-11-22,59,54.0,,0.54,31.860000000000003
2018-11-23,70,54.0,,0.54,37.800000000000004
2018-11-24,56,54.0,,0.54,30.240000000000002
2018-11-25,57,54.0,,0.54,30.78
2018-11-26,86,54.0,,0.54,46.440000000000005
2018-11-27,97,54.0,,0.54,52.38
2018-11-28,100,54.0,,0.54,54.0
2018-11-29,81,54.0,,0.54,43.74
2018-11-30,85,54.0,,0.54,45.900000000000006
2018-12-01,60,51.0,False,0.51,30.6
2018-12-02,63,51.0,,0.51,32.13
2018-12-03,74,51.0,,0.51,37.74
2018-12-04,90,51.0,,0.51,45.9
2018-12-05,77,51.0,,0.51,39.27
2018-12-06,86,51.0,,0.51,43.86
2018-12-07,83,51.0,,0.51,42.33
2018-12-08,70,51.0,,0.51,35.7
2018-12-09,54,51.0,,0.51,27.54
2018-12-10,100,51.0,,0.51,51.0
2018-12-11,88,51.0,,0.51,44.88
2018-12-12,85,51.0,,0.51,43.35
2018-12-13,72,51.0,,0.51,36.72
2018-12-14,71,51.0,,0.51,36.21
2018-12-15,61,51.0,,0.51,31.11
2018-12-16,59,51.0,,0.51,30.09
2018-12-17,77,51.0,,0.51,39.27
2018-12-18,77,51.0,,0.51,39.27
2018-12-19,73,51.0,,0.51,37.230000000000004
2018-12-20,79,51.0,,0.51,40.29
2018-12-21,76,51.0,,0.51,38.76
2018-12-22,50,51.0,,0.51,25.5
2018-12-23,52,51.0,,0.51,26.52
2018-12-24,51,51.0,,0.51,26.01
2018-12-25,56,51.0,,0.51,28.560000000000002
2018-12-26,61,51.0,,0.51,31.11
2018-12-27,73,51.0,,0.51,37.230000000000004
2018-12-28,66,51.0,,0.51,33.660000000000004
2018-12-29,51,51.0,,0.51,26.01
2018-12-30,48,51.0,,0.51,24.48
2018-12-31,66,51.0,,0.51,33.660000000000004
2019-01-01,55,60.0,False,0.6,33.0
2019-01-02,78,60.0,,0.6,46.8
2019-01-03,80,60.0,,0.6,48.0
2019-01-04,78,60.0,,0.6,46.8
2019-01-05,66,60.0,,0.6,39.6
2019-01-06,52,60.0,,0.6,31.2
2019-01-07,79,60.0,,0.6,47.4
2019-01-08,80,60.0,,0.6,48.0
2019-01-09,89,60.0,,0.6,53.4
2019-01-10,87,60.0,,0.6,52.199999999999996
2019-01-11,83,60.0,,0.6,49.8
2019-01-12,71,60.0,,0.6,42.6
2019-01-13,66,60.0,,0.6,39.6
2019-01-14,92,60.0,,0.6,55.199999999999996
2019-01-15,90,60.0,,0.6,54.0
2019-01-16,89,60.0,,0.6,53.4
2019-01-17,92,60.0,,0.6,55.199999999999996
2019-01-18,81,60.0,,0.6,48.6
2019-01-19,69,60.0,,0.6,41.4
2019-01-20,64,60.0,,0.6,38.4
2019-01-21,81,60.0,,0.6,48.6
2019-01-22,88,60.0,,0.6,52.8
2019-01-23,84,60.0,,0.6,50.4
2019-01-24,100,60.0,,0.6,60.0
2019-01-25,96,60.0,,0.6,57.599999999999994
2019-01-26,75,60.0,,0.6,45.0
2019-01-27,68,60.0,,0.6,40.8
2019-01-28,89,60.0,,0.6,53.4
2019-01-29,84,60.0,,0.6,50.4
2019-01-30,81,60.0,,0.6,48.6
2019-01-31,90,60.0,,0.6,54.0
2019-02-01,91,58.0,False,0.58,52.779999999999994
2019-02-02,74,58.0,,0.58,42.919999999999995
2019-02-03,64,58.0,,0.58,37.12
2019-02-04,80,58.0,,0.58,46.4
2019-02-05,93,58.0,,0.58,53.94
2019-02-06,87,58.0,,0.58,50.459999999999994
2019-02-07,88,58.0,,0.58,51.04
2019-02-08,83,58.0,,0.58,48.13999999999999
2019-02-09,74,58.0,,0.58,42.919999999999995
2019-02-10,69,58.0,,0.58,40.019999999999996
2019-02-11,81,58.0,,0.58,46.98
2019-02-12,88,58.0,,0.58,51.04
2019-02-13,80,58.0,,0.58,46.4
2019-02-14,91,58.0,,0.58,52.779999999999994
2019-02-15,77,58.0,,0.58,44.66
2019-02-16,69,58.0,,0.58,40.019999999999996
2019-02-17,55,58.0,,0.58,31.9
2019-02-18,80,58.0,,0.58,46.4
2019-02-19,92,58.0,,0.58,53.36
2019-02-20,92,58.0,,0.58,53.36
2019-02-21,82,58.0,,0.58,47.559999999999995
2019-02-22,96,58.0,,0.58,55.67999999999999
2019-02-23,63,58.0,,0.58,36.54
2019-02-24,61,58.0,,0.58,35.379999999999995
2019-02-25,89,58.0,,0.58,51.62
2019-02-26,100,58.0,,0.58,57.99999999999999
2019-02-27,99,58.0,,0.58,57.419999999999995
2019-02-28,90,58.0,,0.58,52.199999999999996
2019-03-01,88,60.0,False,0.6,52.8
2019-03-02,73,60.0,,0.6,43.8
2019-03-03,63,60.0,,0.6,37.8
2019-03-04,79,60.0,,0.6,47.4
2019-03-05,100,60.0,,0.6,60.0
2019-03-06,92,60.0,,0.6,55.199999999999996
2019-03-07,79,60.0,,0.6,47.4
2019-03-08,92,60.0,,0.6,55.199999999999996
2019-03-09,73,60.0,,0.6,43.8
2019-03-10,60,60.0,,0.6,36.0
2019-03-11,80,60.0,,0.6,48.0
2019-03-12,77,60.0,,0.6,46.199999999999996
2019-03-13,86,60.0,,0.6,51.6
2019-03-14,83,60.0,,0.6,49.8
2019-03-15,66,60.0,,0.6,39.6
2019-03-16,61,60.0,,0.6,36.6
2019-03-17,50,60.0,,0.6,30.0
2019-03-18,81,60.0,,0.6,48.6
2019-03-19,80,60.0,,0.6,48.0
2019-03-20,84,60.0,,0.6,50.4
2019-03-21,94,60.0,,0.6,56.4
2019-03-22,81,60.0,,0.6,48.6
2019-03-23,67,60.0,,0.6,40.199999999999996
2019-03-24,64,60.0,,0.6,38.4
2019-03-25,92,60.0,,0.6,55.199999999999996
2019-03-26,79,60.0,,0.6,47.4
2019-03-27,86,60.0,,0.6,51.6
2019-03-28,85,60.0,,0.6,51.0
2019-03-29,86,60.0,,0.6,51.6
2019-03-30,79,60.0,,0.6,47.4
2019-03-31,62,60.0,,0.6,37.199999999999996
2019-04-01,82,61.0,False,0.61,50.019999999999996
2019-04-02,96,61.0,,0.61,58.56
2019-04-03,96,61.0,,0.61,58.56
2019-04-04,97,61.0,,0.61,59.17
2019-04-05,90,61.0,,0.61,54.9
2019-04-06,79,61.0,,0.61,48.19
2019-04-07,74,61.0,,0.61,45.14
2019-04-08,90,61.0,,0.61,54.9
2019-04-09,80,61.0,,0.61,48.8
2019-04-10,86,61.0,,0.61,52.46
2019-04-11,100,61.0,,0.61,61.0
2019-04-12,77,61.0,,0.61,46.97
2019-04-13,69,61.0,,0.61,42.089999999999996
2019-04-14,59,61.0,,0.61,35.99
2019-04-15,80,61.0,,0.61,48.8
2019-04-16,87,61.0,,0.61,53.07
2019-04-17,89,61.0,,0.61,54.29
2019-04-18,91,61.0,,0.61,55.51
2019-04-19,82,61.0,,0.61,50.019999999999996
2019-04-20,61,61.0,,0.61,37.21
2019-04-21,66,61.0,,0.61,40.26
2019-04-22,82,61.0,,0.61,50.019999999999996
2019-04-23,90,61.0,,0.61,54.9
2019-04-24,87,61.0,,0.61,53.07
2019-04-25,94,61.0,,0.61,57.339999999999996
2019-04-26,72,61.0,,0.61,43.92
2019-04-27,64,61.0,,0.61,39.04
2019-04-28,68,61.0,,0.61,41.48
2019-04-29,80,61.0,,0.61,48.8
2019-04-30,87,61.0,,0.61,53.07
2019-05-01,89,58.0,False,0.58,51.62
2019-05-02,93,58.0,,0.58,53.94
2019-05-03,88,58.0,,0.58,51.04
2019-05-04,74,58.0,,0.58,42.919999999999995
2019-05-05,56,58.0,,0.58,32.48
2019-05-06,85,58.0,,0.58,49.3
2019-05-07,84,58.0,,0.58,48.72
2019-05-08,92,58.0,,0.58,53.36
2019-05-09,83,58.0,,0.58,48.13999999999999
2019-05-10,86,58.0,,0.58,49.879999999999995
2019-05-11,75,58.0,,0.58,43.5
2019-05-12,78,58.0,,0.58,45.239999999999995
2019-05-13,100,58.0,,0.58,57.99999999999999
2019-05-14,98,58.0,,0.58,56.839999999999996
2019-05-15,89,58.0,,0.58,51.62
2019-05-16,89,58.0,,0.58,51.62
2019-05-17,89,58.0,,0.58,51.62
2019-05-18,78,58.0,,0.58,45.239999999999995
2019-05-19,65,58.0,,0.58,37.699999999999996
2019-05-20,72,58.0,,0.58,41.76
2019-05-21,85,58.0,,0.58,49.3
2019-05-22,97,58.0,,0.58,56.26
2019-05-23,94,58.0,,0.58,54.519999999999996
2019-05-24,78,58.0,,0.58,45.239999999999995
2019-05-25,63,58.0,,0.58,36.54
2019-05-26,64,58.0,,0.58,37.12
2019-05-27,68,58.0,,0.58,39.44
2019-05-28,91,58.0,,0.58,52.779999999999994
2019-05-29,85,58.0,,0.58,49.3
2019-05-30,88,58.0,,0.58,51.04
2019-05-31,75,58.0,,0.58,43.5
2019-06-01,60,55.0,False,0.55,33.0
2019-06-02,66,55.0,,0.55,36.300000000000004
2019-06-03,85,55.0,,0.55,46.75000000000001
2019-06-04,80,55.0,,0.55,44.0
2019-06-05,89,55.0,,0.55,48.95
2019-06-06,88,55.0,,0.55,48.400000000000006
2019-06-07,94,55.0,,0.55,51.7
2019-06-08,77,55.0,,0.55,42.35
2019-06-09,66,55.0,,0.55,36.300000000000004
2019-06-10,83,55.0,,0.55,45.650000000000006
2019-06-11,83,55.0,,0.55,45.650000000000006
2019-06-12,100,55.0,,0.55,55.00000000000001
2019-06-13,81,55.0,,0.55,44.550000000000004
2019-06-14,95,55.0,,0.55,52.25000000000001
2019-06-15,67,55.0,,0.55,36.85
2019-06-16,68,55.0,,0.55,37.400000000000006
2019-06-17,87,55.0,,0.55,47.85
2019-06-18,87,55.0,,0.55,47.85
2019-06-19,78,55.0,,0.55,42.900000000000006
2019-06-20,80,55.0,,0.55,44.0
2019-06-21,82,55.0,,0.55,45.1
2019-06-22,70,55.0,,0.55,38.5
2019-06-23,62,55.0,,0.55,34.1
2019-06-24,85,55.0,,0.55,46.75000000000001
2019-06-25,96,55.0,,0.55,52.800000000000004
2019-06-26,87,55.0,,0.55,47.85
2019-06-27,84,55.0,,0.55,46.2
2019-06-28,89,55.0,,0.55,48.95
2019-06-29,60,55.0,,0.55,33.0
2019-06-30,54,55.0,,0.55,29.700000000000003
2019-07-01,94,53.0,False,0.53,49.82
2019-07-02,93,53.0,,0.53,49.29
2019-07-03,97,53.0,,0.53,51.410000000000004
2019-07-04,70,53.0,,0.53,37.1
2019-07-05,79,53.0,,0.53,41.870000000000005
2019-07-06,65,53.0,,0.53,34.45
2019-07-07,67,53.0,,0.53,35.510000000000005
2019-07-08,86,53.0,,0.53,45.580000000000005
2019-07-09,85,53.0,,0.53,45.050000000000004
2019-07-10,86,53.0,,0.53,45.580000000000005
2019-07-11,91,53.0,,0.53,48.230000000000004
2019-07-12,87,53.0,,0.53,46.11
2019-07-13,84,53.0,,0.53,44.52
2019-07-14,66,53.0,,0.53,34.980000000000004
2019-07-15,91,53.0,,0.53,48.230000000000004
2019-07-16,87,53.0,,0.53,46.11
2019-07-17,100,53.0,,0.53,53.0
2019-07-18,86,53.0,,0.53,45.580000000000005
2019-07-19,82,53.0,,0.53,43.46
2019-07-20,67,53.0,,0.53,35.510000000000005
2019-07-21,58,53.0,,0.53,30.740000000000002
2019-07-22,85,53.0,,0.53,45.050000000000004
2019-07-23,82,53.0,,0.53,43.46
2019-07-24,90,53.0,,0.53,47.7
2019-07-25,88,53.0,,0.53,46.64
2019-07-26,84,53.0,,0.53,44.52
2019-07-27,71,53.0,,0.53,37.63
2019-07-28,63,53.0,,0.53,33.39
2019-07-29,79,53.0,,0.53,41.870000000000005
2019-07-30,91,53.0,,0.53,48.230000000000004
2019-07-31,92,53.0,,0.53,48.760000000000005
2019-08-01,82,52.0,False,0.52,42.64
2019-08-02,76,52.0,,0.52,39.52
2019-08-03,60,52.0,,0.52,31.200000000000003
2019-08-04,64,52.0,,0.52,33.28
2019-08-05,81,52.0,,0.52,42.120000000000005
2019-08-06,91,52.0,,0.52,47.32
2019-08-07,84,52.0,,0.52,43.68
2019-08-08,82,52.0,,0.52,42.64
2019-08-09,89,52.0,,0.52,46.28
2019-08-10,79,52.0,,0.52,41.08
2019-08-11,70,52.0,,0.52,36.4
2019-08-12,85,52.0,,0.52,44.2
2019-08-13,94,52.0,,0.52,48.88
2019-08-14,90,52.0,,0.52,46.800000000000004
2019-08-15,87,52.0,,0.52,45.24
2019-08-16,82,52.0,,0.52,42.64
2019-08-17,71,52.0,,0.52,36.92
2019-08-18,64,52.0,,0.52,33.28
2019-08-19,82,52.0,,0.52,42.64
2019-08-20,92,52.0,,0.52,47.84
2019-08-21,83,52.0,,0.52,43.160000000000004
2019-08-22,100,52.0,,0.52,52.0
