date,SMH_unscaled,SMH_monthly,isPartial,scale,SMH
2017-12-25,74,53.0,,0.53,39.22
2017-12-26,84,53.0,,0.53,44.52
2017-12-27,99,53.0,,0.53,52.470000000000006
2017-12-28,91,53.0,,0.53,48.230000000000004
2017-12-29,91,53.0,,0.53,48.230000000000004
2017-12-30,99,53.0,,0.53,52.470000000000006
2017-12-31,100,53.0,,0.53,53.0
2018-01-01,77,63.0,False,0.63,48.51
2018-01-02,88,63.0,,0.63,55.44
2018-01-03,74,63.0,,0.63,46.62
2018-01-04,100,63.0,,0.63,63.0
2018-01-05,97,63.0,,0.63,61.11
2018-01-06,82,63.0,,0.63,51.660000000000004
2018-01-07,95,63.0,,0.63,59.85
2018-01-08,88,63.0,,0.63,55.44
2018-01-09,100,63.0,,0.63,63.0
2018-01-10,86,63.0,,0.63,54.18
2018-01-11,70,63.0,,0.63,44.1
2018-01-12,78,63.0,,0.63,49.14
2018-01-13,79,63.0,,0.63,49.77
2018-01-14,85,63.0,,0.63,53.55
2018-01-15,81,63.0,,0.63,51.03
2018-01-16,76,63.0,,0.63,47.88
2018-01-17,82,63.0,,0.63,51.660000000000004
2018-01-18,94,63.0,,0.63,59.22
2018-01-19,88,63.0,,0.63,55.44
2018-01-20,79,63.0,,0.63,49.77
2018-01-21,83,63.0,,0.63,52.29
2018-01-22,81,63.0,,0.63,51.03
2018-01-23,75,63.0,,0.63,47.25
2018-01-24,78,63.0,,0.63,49.14
2018-01-25,70,63.0,,0.63,44.1
2018-01-26,75,63.0,,0.63,47.25
2018-01-27,78,63.0,,0.63,49.14
2018-01-28,68,63.0,,0.63,42.84
2018-01-29,69,63.0,,0.63,43.47
2018-01-30,82,63.0,,0.63,51.660000000000004
2018-01-31,83,63.0,,0.63,52.29
2018-02-01,81,52.0,False,0.52,42.120000000000005
2018-02-02,91,52.0,,0.52,47.32
2018-02-03,75,52.0,,0.52,39.0
2018-02-04,74,52.0,,0.52,38.480000000000004
2018-02-05,80,52.0,,0.52,41.6
2018-02-06,89,52.0,,0.52,46.28
2018-02-07,75,52.0,,0.52,39.0
2018-02-08,85,52.0,,0.52,44.2
2018-02-09,72,52.0,,0.52,37.44
2018-02-10,84,52.0,,0.52,43.68
2018-02-11,83,52.0,,0.52,43.160000000000004
2018-02-12,74,52.0,,0.52,38.480000000000004
2018-02-13,71,52.0,,0.52,36.92
2018-02-14,78,52.0,,0.52,40.56
2018-02-15,82,52.0,,0.52,42.64
2018-02-16,77,52.0,,0.52,40.04
2018-02-17,84,52.0,,0.52,43.68
2018-02-18,100,52.0,,0.52,52.0
2018-02-19,83,52.0,,0.52,43.160000000000004
2018-02-20,83,52.0,,0.52,43.160000000000004
2018-02-21,92,52.0,,0.52,47.84
2018-02-22,94,52.0,,0.52,48.88
2018-02-23,84,52.0,,0.52,43.68
2018-02-24,94,52.0,,0.52,48.88
2018-02-25,82,52.0,,0.52,42.64
2018-02-26,74,52.0,,0.52,38.480000000000004
2018-02-27,77,52.0,,0.52,40.04
2018-02-28,82,52.0,,0.52,42.64
2018-03-01,93,52.0,False,0.52,48.36
2018-03-02,79,52.0,,0.52,41.08
2018-03-03,96,52.0,,0.52,49.92
2018-03-04,79,52.0,,0.52,41.08
2018-03-05,84,52.0,,0.52,43.68
2018-03-06,90,52.0,,0.52,46.800000000000004
2018-03-07,96,52.0,,0.52,49.92
2018-03-08,78,52.0,,0.52,40.56
2018-03-09,67,52.0,,0.52,34.84
2018-03-10,84,52.0,,0.52,43.68
2018-03-11,77,52.0,,0.52,40.04
2018-03-12,83,52.0,,0.52,43.160000000000004
2018-03-13,100,52.0,,0.52,52.0
2018-03-14,94,52.0,,0.52,48.88
2018-03-15,89,52.0,,0.52,46.28
2018-03-16,75,52.0,,0.52,39.0
2018-03-17,87,52.0,,0.52,45.24
2018-03-18,81,52.0,,0.52,42.120000000000005
2018-03-19,77,52.0,,0.52,40.04
2018-03-20,88,52.0,,0.52,45.760000000000005
2018-03-21,93,52.0,,0.52,48.36
2018-03-22,85,52.0,,0.52,44.2
2018-03-23,74,52.0,,0.52,38.480000000000004
2018-03-24,95,52.0,,0.52,49.4
2018-03-25,97,52.0,,0.52,50.440000000000005
2018-03-26,96,52.0,,0.52,49.92
2018-03-27,76,52.0,,0.52,39.52
2018-03-28,82,52.0,,0.52,42.64
2018-03-29,89,52.0,,0.52,46.28
2018-03-30,87,52.0,,0.52,45.24
2018-03-31,82,52.0,,0.52,42.64
2018-04-01,38,75.0,False,0.75,28.5
2018-04-02,47,75.0,,0.75,35.25
2018-04-03,42,75.0,,0.75,31.5
2018-04-04,45,75.0,,0.75,33.75
2018-04-05,45,75.0,,0.75,33.75
2018-04-06,48,75.0,,0.75,36.0
2018-04-07,43,75.0,,0.75,32.25
2018-04-08,45,75.0,,0.75,33.75
2018-04-09,59,75.0,,0.75,44.25
2018-04-10,93,75.0,,0.75,69.75
2018-04-11,79,75.0,,0.75,59.25
2018-04-12,79,75.0,,0.75,59.25
2018-04-13,73,75.0,,0.75,54.75
2018-04-14,79,75.0,,0.75,59.25
2018-04-15,100,75.0,,0.75,75.0
2018-04-16,71,75.0,,0.75,53.25
2018-04-17,70,75.0,,0.75,52.5
2018-04-18,47,75.0,,0.75,35.25
2018-04-19,48,75.0,,0.75,36.0
2018-04-20,42,75.0,,0.75,31.5
2018-04-21,52,75.0,,0.75,39.0
2018-04-22,45,75.0,,0.75,33.75
2018-04-23,36,75.0,,0.75,27.0
2018-04-24,48,75.0,,0.75,36.0
2018-04-25,41,75.0,,0.75,30.75
2018-04-26,40,75.0,,0.75,30.0
2018-04-27,44,75.0,,0.75,33.0
2018-04-28,43,75.0,,0.75,32.25
2018-04-29,47,75.0,,0.75,35.25
2018-04-30,36,75.0,,0.75,27.0
2018-05-01,68,51.0,False,0.51,34.68
2018-05-02,95,51.0,,0.51,48.45
2018-05-03,89,51.0,,0.51,45.39
2018-05-04,74,51.0,,0.51,37.74
2018-05-05,72,51.0,,0.51,36.72
2018-05-06,77,51.0,,0.51,39.27
2018-05-07,90,51.0,,0.51,45.9
2018-05-08,80,51.0,,0.51,40.8
2018-05-09,74,51.0,,0.51,37.74
2018-05-10,74,51.0,,0.51,37.74
2018-05-11,89,51.0,,0.51,45.39
2018-05-12,83,51.0,,0.51,42.33
2018-05-13,74,51.0,,0.51,37.74
2018-05-14,83,51.0,,0.51,42.33
2018-05-15,76,51.0,,0.51,38.76
2018-05-16,80,51.0,,0.51,40.8
2018-05-17,86,51.0,,0.51,43.86
2018-05-18,86,51.0,,0.51,43.86
2018-05-19,61,51.0,,0.51,31.11
2018-05-20,77,51.0,,0.51,39.27
2018-05-21,100,51.0,,0.51,51.0
2018-05-22,81,51.0,,0.51,41.31
2018-05-23,87,51.0,,0.51,44.37
2018-05-24,78,51.0,,0.51,39.78
2018-05-25,84,51.0,,0.51,42.84
2018-05-26,70,51.0,,0.51,35.7
2018-05-27,65,51.0,,0.51,33.15
2018-05-28,81,51.0,,0.51,41.31
2018-05-29,63,51.0,,0.51,32.13
2018-05-30,71,51.0,,0.51,36.21
2018-05-31,83,51.0,,0.51,42.33
2018-06-01,85,50.0,False,0.5,42.5
2018-06-02,83,50.0,,0.5,41.5
2018-06-03,82,50.0,,0.5,41.0
2018-06-04,87,50.0,,0.5,43.5
2018-06-05,100,50.0,,0.5,50.0
2018-06-06,82,50.0,,0.5,41.0
2018-06-07,77,50.0,,0.5,38.5
2018-06-08,67,50.0,,0.5,33.5
2018-06-09,76,50.0,,0.5,38.0
2018-06-10,70,50.0,,0.5,35.0
2018-06-11,74,50.0,,0.5,37.0
2018-06-12,72,50.0,,0.5,36.0
2018-06-13,67,50.0,,0.5,33.5
2018-06-14,62,50.0,,0.5,31.0
2018-06-15,72,50.0,,0.5,36.0
2018-06-16,69,50.0,,0.5,34.5
2018-06-17,67,50.0,,0.5,33.5
2018-06-18,71,50.0,,0.5,35.5
2018-06-19,83,50.0,,0.5,41.5
2018-06-20,78,50.0,,0.5,39.0
2018-06-21,77,50.0,,0.5,38.5
2018-06-22,89,50.0,,0.5,44.5
2018-06-23,83,50.0,,0.5,41.5
2018-06-24,81,50.0,,0.5,40.5
2018-06-25,71,50.0,,0.5,35.5
2018-06-26,84,50.0,,0.5,42.0
2018-06-27,80,50.0,,0.5,40.0
2018-06-28,79,50.0,,0.5,39.5
2018-06-29,75,50.0,,0.5,37.5
2018-06-30,59,50.0,,0.5,29.5
2018-07-01,62,49.0,False,0.49,30.38
2018-07-02,70,49.0,,0.49,34.3
2018-07-03,68,49.0,,0.49,33.32
2018-07-04,65,49.0,,0.49,31.849999999999998
2018-07-05,74,49.0,,0.49,36.26
2018-07-06,66,49.0,,0.49,32.339999999999996
2018-07-07,64,49.0,,0.49,31.36
2018-07-08,66,49.0,,0.49,32.339999999999996
2018-07-09,57,49.0,,0.49,27.93
2018-07-10,69,49.0,,0.49,33.81
2018-07-11,68,49.0,,0.49,33.32
2018-07-12,82,49.0,,0.49,40.18
2018-07-13,66,49.0,,0.49,32.339999999999996
2018-07-14,62,49.0,,0.49,30.38
2018-07-15,65,49.0,,0.49,31.849999999999998
2018-07-16,76,49.0,,0.49,37.24
2018-07-17,76,49.0,,0.49,37.24
2018-07-18,100,49.0,,0.49,49.0
2018-07-19,94,49.0,,0.49,46.06
2018-07-20,65,49.0,,0.49,31.849999999999998
2018-07-21,59,49.0,,0.49,28.91
2018-07-22,57,49.0,,0.49,27.93
2018-07-23,68,49.0,,0.49,33.32
2018-07-24,80,49.0,,0.49,39.2
2018-07-25,72,49.0,,0.49,35.28
2018-07-26,76,49.0,,0.49,37.24
2018-07-27,65,49.0,,0.49,31.849999999999998
2018-07-28,57,49.0,,0.49,27.93
2018-07-29,65,49.0,,0.49,31.849999999999998
2018-07-30,60,49.0,,0.49,29.4
2018-07-31,58,49.0,,0.49,28.419999999999998
2018-08-01,71,46.0,False,0.46,32.660000000000004
2018-08-02,86,46.0,,0.46,39.56
2018-08-03,82,46.0,,0.46,37.72
2018-08-04,86,46.0,,0.46,39.56
2018-08-05,70,46.0,,0.46,32.2
2018-08-06,78,46.0,,0.46,35.88
2018-08-07,95,46.0,,0.46,43.7
2018-08-08,100,46.0,,0.46,46.0
2018-08-09,87,46.0,,0.46,40.02
2018-08-10,74,46.0,,0.46,34.04
2018-08-11,74,46.0,,0.46,34.04
2018-08-12,72,46.0,,0.46,33.120000000000005
2018-08-13,74,46.0,,0.46,34.04
2018-08-14,78,46.0,,0.46,35.88
2018-08-15,84,46.0,,0.46,38.64
2018-08-16,89,46.0,,0.46,40.940000000000005
2018-08-17,70,46.0,,0.46,32.2
2018-08-18,73,46.0,,0.46,33.58
2018-08-19,86,46.0,,0.46,39.56
2018-08-20,74,46.0,,0.46,34.04
2018-08-21,74,46.0,,0.46,34.04
2018-08-22,85,46.0,,0.46,39.1
2018-08-23,85,46.0,,0.46,39.1
2018-08-24,94,46.0,,0.46,43.24
2018-08-25,76,46.0,,0.46,34.96
2018-08-26,72,46.0,,0.46,33.120000000000005
2018-08-27,74,46.0,,0.46,34.04
2018-08-28,82,46.0,,0.46,37.72
2018-08-29,70,46.0,,0.46,32.2
2018-08-30,67,46.0,,0.46,30.82
2018-08-31,81,46.0,,0.46,37.260000000000005
2018-09-01,68,46.0,False,0.46,31.28
2018-09-02,69,46.0,,0.46,31.740000000000002
2018-09-03,80,46.0,,0.46,36.800000000000004
2018-09-04,100,46.0,,0.46,46.0
2018-09-05,72,46.0,,0.46,33.120000000000005
2018-09-06,70,46.0,,0.46,32.2
2018-09-07,65,46.0,,0.46,29.900000000000002
2018-09-08,61,46.0,,0.46,28.060000000000002
2018-09-09,73,46.0,,0.46,33.58
2018-09-10,71,46.0,,0.46,32.660000000000004
2018-09-11,70,46.0,,0.46,32.2
2018-09-12,77,46.0,,0.46,35.42
2018-09-13,82,46.0,,0.46,37.72
2018-09-14,65,46.0,,0.46,29.900000000000002
2018-09-15,85,46.0,,0.46,39.1
2018-09-16,78,46.0,,0.46,35.88
2018-09-17,68,46.0,,0.46,31.28
2018-09-18,76,46.0,,0.46,34.96
2018-09-19,74,46.0,,0.46,34.04
2018-09-20,70,46.0,,0.46,32.2
2018-09-21,67,46.0,,0.46,30.82
2018-09-22,75,46.0,,0.46,34.5
2018-09-23,77,46.0,,0.46,35.42
2018-09-24,74,46.0,,0.46,34.04
2018-09-25,71,46.0,,0.46,32.660000000000004
2018-09-26,65,46.0,,0.46,29.900000000000002
2018-09-27,85,46.0,,0.46,39.1
2018-09-28,79,46.0,,0.46,36.34
2018-09-29,68,46.0,,0.46,31.28
2018-09-30,93,46.0,,0.46,42.78
2018-10-01,96,46.0,False,0.46,44.160000000000004
2018-10-02,86,46.0,,0.46,39.56
2018-10-03,72,46.0,,0.46,33.120000000000005
2018-10-04,100,46.0,,0.46,46.0
2018-10-05,82,46.0,,0.46,37.72
2018-10-06,88,46.0,,0.46,40.480000000000004
2018-10-07,77,46.0,,0.46,35.42
2018-10-08,80,46.0,,0.46,36.800000000000004
2018-10-09,83,46.0,,0.46,38.18
2018-10-10,88,46.0,,0.46,40.480000000000004
2018-10-11,90,46.0,,0.46,41.4
2018-10-12,87,46.0,,0.46,40.02
2018-10-13,78,46.0,,0.46,35.88
2018-10-14,89,46.0,,0.46,40.940000000000005
2018-10-15,86,46.0,,0.46,39.56
2018-10-16,78,46.0,,0.46,35.88
2018-10-17,80,46.0,,0.46,36.800000000000004
2018-10-18,81,46.0,,0.46,37.260000000000005
2018-10-19,84,46.0,,0.46,38.64
2018-10-20,64,46.0,,0.46,29.44
2018-10-21,92,46.0,,0.46,42.32
2018-10-22,80,46.0,,0.46,36.800000000000004
2018-10-23,90,46.0,,0.46,41.4
2018-10-24,74,46.0,,0.46,34.04
2018-10-25,66,46.0,,0.46,30.360000000000003
2018-10-26,89,46.0,,0.46,40.940000000000005
2018-10-27,82,46.0,,0.46,37.72
2018-10-28,76,46.0,,0.46,34.96
2018-10-29,92,46.0,,0.46,42.32
2018-10-30,92,46.0,,0.46,42.32
2018-10-31,74,46.0,,0.46,34.04
2018-11-01,74,46.0,False,0.46,34.04
2018-11-02,86,46.0,,0.46,39.56
2018-11-03,84,46.0,,0.46,38.64
2018-11-04,95,46.0,,0.46,43.7
2018-11-05,87,46.0,,0.46,40.02
2018-11-06,95,46.0,,0.46,43.7
2018-11-07,89,46.0,,0.46,40.940000000000005
2018-11-08,78,46.0,,0.46,35.88
2018-11-09,92,46.0,,0.46,42.32
2018-11-10,79,46.0,,0.46,36.34
2018-11-11,71,46.0,,0.46,32.660000000000004
2018-11-12,88,46.0,,0.46,40.480000000000004
2018-11-13,78,46.0,,0.46,35.88
2018-11-14,82,46.0,,0.46,37.72
2018-11-15,89,46.0,,0.46,40.940000000000005
2018-11-16,85,46.0,,0.46,39.1
2018-11-17,74,46.0,,0.46,34.04
2018-11-18,67,46.0,,0.46,30.82
2018-11-19,82,46.0,,0.46,37.72
2018-11-20,100,46.0,,0.46,46.0
2018-11-21,82,46.0,,0.46,37.72
2018-11-22,65,46.0,,0.46,29.900000000000002
2018-11-23,57,46.0,,0.46,26.220000000000002
2018-11-24,62,46.0,,0.46,28.52
2018-11-25,81,46.0,,0.46,37.260000000000005
2018-11-26,80,46.0,,0.46,36.800000000000004
2018-11-27,84,46.0,,0.46,38.64
2018-11-28,74,46.0,,0.46,34.04
2018-11-29,73,46.0,,0.46,33.58
2018-11-30,79,46.0,,0.46,36.34
2018-12-01,79,46.0,False,0.46,36.34
2018-12-02,85,46.0,,0.46,39.1
2018-12-03,87,46.0,,0.46,40.02
2018-12-04,73,46.0,,0.46,33.58
2018-12-05,73,46.0,,0.46,33.58
2018-12-06,73,46.0,,0.46,33.58
2018-12-07,87,46.0,,0.46,40.02
2018-12-08,80,46.0,,0.46,36.800000000000004
2018-12-09,76,46.0,,0.46,34.96
2018-12-10,69,46.0,,0.46,31.740000000000002
2018-12-11,80,46.0,,0.46,36.800000000000004
2018-12-12,77,46.0,,0.46,35.42
2018-12-13,79,46.0,,0.46,36.34
2018-12-14,63,46.0,,0.46,28.98
2018-12-15,79,46.0,,0.46,36.34
2018-12-16,67,46.0,,0.46,30.82
2018-12-17,77,46.0,,0.46,35.42
2018-12-18,55,46.0,,0.46,25.3
2018-12-19,74,46.0,,0.46,34.04
2018-12-20,82,46.0,,0.46,37.72
2018-12-21,82,46.0,,0.46,37.72
2018-12-22,66,46.0,,0.46,30.360000000000003
2018-12-23,78,46.0,,0.46,35.88
2018-12-24,90,46.0,,0.46,41.4
2018-12-25,72,46.0,,0.46,33.120000000000005
2018-12-26,91,46.0,,0.46,41.86
2018-12-27,90,46.0,,0.46,41.4
2018-12-28,80,46.0,,0.46,36.800000000000004
2018-12-29,75,46.0,,0.46,34.5
2018-12-30,100,46.0,,0.46,46.0
2018-12-31,89,46.0,,0.46,40.940000000000005
2019-01-01,80,52.0,False,0.52,41.6
2019-01-02,89,52.0,,0.52,46.28
2019-01-03,85,52.0,,0.52,44.2
2019-01-04,83,52.0,,0.52,43.160000000000004
2019-01-05,92,52.0,,0.52,47.84
2019-01-06,75,52.0,,0.52,39.0
2019-01-07,70,52.0,,0.52,36.4
2019-01-08,69,52.0,,0.52,35.88
2019-01-09,83,52.0,,0.52,43.160000000000004
2019-01-10,59,52.0,,0.52,30.68
2019-01-11,65,52.0,,0.52,33.800000000000004
2019-01-12,66,52.0,,0.52,34.32
2019-01-13,75,52.0,,0.52,39.0
2019-01-14,64,52.0,,0.52,33.28
2019-01-15,64,52.0,,0.52,33.28
2019-01-16,72,52.0,,0.52,37.44
2019-01-17,77,52.0,,0.52,40.04
2019-01-18,68,52.0,,0.52,35.36
2019-01-19,60,52.0,,0.52,31.200000000000003
2019-01-20,81,52.0,,0.52,42.120000000000005
2019-01-21,78,52.0,,0.52,40.56
2019-01-22,80,52.0,,0.52,41.6
2019-01-23,70,52.0,,0.52,36.4
2019-01-24,72,52.0,,0.52,37.44
2019-01-25,78,52.0,,0.52,40.56
2019-01-26,76,52.0,,0.52,39.52
2019-01-27,81,52.0,,0.52,42.120000000000005
2019-01-28,67,52.0,,0.52,34.84
2019-01-29,77,52.0,,0.52,40.04
2019-01-30,100,52.0,,0.52,52.0
2019-01-31,82,52.0,,0.52,42.64
2019-02-01,76,51.0,False,0.51,38.76
2019-02-02,67,51.0,,0.51,34.17
2019-02-03,69,51.0,,0.51,35.19
2019-02-04,85,51.0,,0.51,43.35
2019-02-05,76,51.0,,0.51,38.76
2019-02-06,66,51.0,,0.51,33.660000000000004
2019-02-07,62,51.0,,0.51,31.62
2019-02-08,77,51.0,,0.51,39.27
2019-02-09,63,51.0,,0.51,32.13
2019-02-10,69,51.0,,0.51,35.19
2019-02-11,57,51.0,,0.51,29.07
2019-02-12,65,51.0,,0.51,33.15
2019-02-13,81,51.0,,0.51,41.31
2019-02-14,77,51.0,,0.51,39.27
2019-02-15,71,51.0,,0.51,36.21
2019-02-16,62,51.0,,0.51,31.62
2019-02-17,68,51.0,,0.51,34.68
2019-02-18,67,51.0,,0.51,34.17
2019-02-19,66,51.0,,0.51,33.660000000000004
2019-02-20,73,51.0,,0.51,37.230000000000004
2019-02-21,100,51.0,,0.51,51.0
2019-02-22,82,51.0,,0.51,41.82
2019-02-23,66,51.0,,0.51,33.660000000000004
2019-02-24,67,51.0,,0.51,34.17
2019-02-25,68,51.0,,0.51,34.68
2019-02-26,66,51.0,,0.51,33.660000000000004
2019-02-27,74,51.0,,0.51,37.74
2019-02-28,70,51.0,,0.51,35.7
2019-03-01,95,47.0,False,0.47,44.65
2019-03-02,81,47.0,,0.47,38.07
2019-03-03,90,47.0,,0.47,42.3
2019-03-04,66,47.0,,0.47,31.02
2019-03-05,83,47.0,,0.47,39.01
2019-03-06,99,47.0,,0.47,46.529999999999994
2019-03-07,76,47.0,,0.47,35.72
2019-03-08,83,47.0,,0.47,39.01
2019-03-09,81,47.0,,0.47,38.07
2019-03-10,88,47.0,,0.47,41.36
2019-03-11,85,47.0,,0.47,39.949999999999996
2019-03-12,92,47.0,,0.47,43.239999999999995
2019-03-13,93,47.0,,0.47,43.71
2019-03-14,100,47.0,,0.47,47.0
2019-03-15,79,47.0,,0.47,37.129999999999995
2019-03-16,76,47.0,,0.47,35.72
2019-03-17,76,47.0,,0.47,35.72
2019-03-18,82,47.0,,0.47,38.54
2019-03-19,97,47.0,,0.47,45.589999999999996
2019-03-20,89,47.0,,0.47,41.83
2019-03-21,80,47.0,,0.47,37.599999999999994
2019-03-22,94,47.0,,0.47,44.18
2019-03-23,61,47.0,,0.47,28.669999999999998
2019-03-24,90,47.0,,0.47,42.3
2019-03-25,94,47.0,,0.47,44.18
2019-03-26,95,47.0,,0.47,44.65
2019-03-27,85,47.0,,0.47,39.949999999999996
2019-03-28,82,47.0,,0.47,38.54
2019-03-29,83,47.0,,0.47,39.01
2019-03-30,78,47.0,,0.47,36.66
2019-03-31,83,47.0,,0.47,39.01
2019-04-01,41,71.0,False,0.71,29.11
2019-04-02,32,71.0,,0.71,22.72
2019-04-03,31,71.0,,0.71,22.009999999999998
2019-04-04,33,71.0,,0.71,23.43
2019-04-05,33,71.0,,0.71,23.43
2019-04-06,32,71.0,,0.71,22.72
2019-04-07,45,71.0,,0.71,31.95
2019-04-08,59,71.0,,0.71,41.89
2019-04-09,67,71.0,,0.71,47.57
2019-04-10,77,71.0,,0.71,54.669999999999995
2019-04-11,67,71.0,,0.71,47.57
2019-04-12,78,71.0,,0.71,55.379999999999995
2019-04-13,98,71.0,,0.71,69.58
2019-04-14,100,71.0,,0.71,71.0
2019-04-15,85,71.0,,0.71,60.349999999999994
2019-04-16,47,71.0,,0.71,33.37
2019-04-17,41,71.0,,0.71,29.11
2019-04-18,39,71.0,,0.71,27.689999999999998
2019-04-19,39,71.0,,0.71,27.689999999999998
2019-04-20,35,71.0,,0.71,24.849999999999998
2019-04-21,36,71.0,,0.71,25.56
2019-04-22,39,71.0,,0.71,27.689999999999998
2019-04-23,32,71.0,,0.71,22.72
2019-04-24,43,71.0,,0.71,30.529999999999998
2019-04-25,43,71.0,,0.71,30.529999999999998
2019-04-26,40,71.0,,0.71,28.4
2019-04-27,42,71.0,,0.71,29.82
2019-04-28,37,71.0,,0.71,26.27
2019-04-29,33,71.0,,0.71,23.43
2019-04-30,35,71.0,,0.71,24.849999999999998
2019-05-01,92,47.0,False,0.47,43.239999999999995
2019-05-02,87,47.0,,0.47,40.89
2019-05-03,86,47.0,,0.47,40.419999999999995
2019-05-04,75,47.0,,0.47,35.25
2019-05-05,78,47.0,,0.47,36.66
2019-05-06,72,47.0,,0.47,33.839999999999996
2019-05-07,74,47.0,,0.47,34.78
2019-05-08,73,47.0,,0.47,34.309999999999995
2019-05-09,82,47.0,,0.47,38.54
2019-05-10,85,47.0,,0.47,39.949999999999996
2019-05-11,79,47.0,,0.47,37.129999999999995
2019-05-12,79,47.0,,0.47,37.129999999999995
2019-05-13,89,47.0,,0.47,41.83
2019-05-14,76,47.0,,0.47,35.72
2019-05-15,96,47.0,,0.47,45.12
2019-05-16,77,47.0,,0.47,36.19
2019-05-17,82,47.0,,0.47,38.54
2019-05-18,83,47.0,,0.47,39.01
2019-05-19,68,47.0,,0.47,31.959999999999997
2019-05-20,79,47.0,,0.47,37.129999999999995
2019-05-21,100,47.0,,0.47,47.0
2019-05-22,92,47.0,,0.47,43.239999999999995
2019-05-23,76,47.0,,0.47,35.72
2019-05-24,82,47.0,,0.47,38.54
2019-05-25,85,47.0,,0.47,39.949999999999996
2019-05-26,75,47.0,,0.47,35.25
2019-05-27,82,47.0,,0.47,38.54
2019-05-28,96,47.0,,0.47,45.12
2019-05-29,88,47.0,,0.47,41.36
2019-05-30,81,47.0,,0.47,38.07
2019-05-31,99,47.0,,0.47,46.529999999999994
2019-06-01,75,47.0,False,0.47,35.25
2019-06-02,89,47.0,,0.47,41.83
2019-06-03,78,47.0,,0.47,36.66
2019-06-04,77,47.0,,0.47,36.19
2019-06-05,79,47.0,,0.47,37.129999999999995
2019-06-06,64,47.0,,0.47,30.08
2019-06-07,95,47.0,,0.47,44.65
2019-06-08,83,47.0,,0.47,39.01
2019-06-09,85,47.0,,0.47,39.949999999999996
2019-06-10,74,47.0,,0.47,34.78
2019-06-11,99,47.0,,0.47,46.529999999999994
2019-06-12,88,47.0,,0.47,41.36
2019-06-13,98,47.0,,0.47,46.059999999999995
2019-06-14,81,47.0,,0.47,38.07
2019-06-15,77,47.0,,0.47,36.19
2019-06-16,79,47.0,,0.47,37.129999999999995
2019-06-17,77,47.0,,0.47,36.19
2019-06-18,79,47.0,,0.47,37.129999999999995
2019-06-19,82,47.0,,0.47,38.54
2019-06-20,79,47.0,,0.47,37.129999999999995
2019-06-21,79,47.0,,0.47,37.129999999999995
2019-06-22,68,47.0,,0.47,31.959999999999997
2019-06-23,77,47.0,,0.47,36.19
2019-06-24,95,47.0,,0.47,44.65
2019-06-25,100,47.0,,0.47,47.0
2019-06-26,85,47.0,,0.47,39.949999999999996
2019-06-27,74,47.0,,0.47,34.78
2019-06-28,85,47.0,,0.47,39.949999999999996
2019-06-29,65,47.0,,0.47,30.549999999999997
2019-06-30,63,47.0,,0.47,29.61
2019-07-01,89,46.0,False,0.46,40.940000000000005
2019-07-02,95,46.0,,0.46,43.7
2019-07-03,73,46.0,,0.46,33.58
2019-07-04,77,46.0,,0.46,35.42
2019-07-05,80,46.0,,0.46,36.800000000000004
2019-07-06,82,46.0,,0.46,37.72
2019-07-07,90,46.0,,0.46,41.4
2019-07-08,84,46.0,,0.46,38.64
2019-07-09,92,46.0,,0.46,42.32
2019-07-10,73,46.0,,0.46,33.58
2019-07-11,83,46.0,,0.46,38.18
2019-07-12,75,46.0,,0.46,34.5
2019-07-13,81,46.0,,0.46,37.260000000000005
2019-07-14,76,46.0,,0.46,34.96
2019-07-15,76,46.0,,0.46,34.96
2019-07-16,89,46.0,,0.46,40.940000000000005
2019-07-17,92,46.0,,0.46,42.32
2019-07-18,86,46.0,,0.46,39.56
2019-07-19,77,46.0,,0.46,35.42
2019-07-20,60,46.0,,0.46,27.6
2019-07-21,58,46.0,,0.46,26.68
2019-07-22,86,46.0,,0.46,39.56
2019-07-23,83,46.0,,0.46,38.18
2019-07-24,92,46.0,,0.46,42.32
2019-07-25,81,46.0,,0.46,37.260000000000005
2019-07-26,84,46.0,,0.46,38.64
2019-07-27,85,46.0,,0.46,39.1
2019-07-28,68,46.0,,0.46,31.28
2019-07-29,68,46.0,,0.46,31.28
2019-07-30,85,46.0,,0.46,39.1
2019-07-31,100,46.0,,0.46,46.0
2019-08-01,77,43.0,False,0.43,33.11
2019-08-02,69,43.0,,0.43,29.669999999999998
2019-08-03,80,43.0,,0.43,34.4
2019-08-04,84,43.0,,0.43,36.12
2019-08-05,91,43.0,,0.43,39.13
2019-08-06,100,43.0,,0.43,43.0
2019-08-07,93,43.0,,0.43,39.99
2019-08-08,99,43.0,,0.43,42.57
2019-08-09,85,43.0,,0.43,36.55
2019-08-10,66,43.0,,0.43,28.38
2019-08-11,69,43.0,,0.43,29.669999999999998
2019-08-12,76,43.0,,0.43,32.68
2019-08-13,85,43.0,,0.43,36.55
2019-08-14,85,43.0,,0.43,36.55
2019-08-15,74,43.0,,0.43,31.82
2019-08-16,75,43.0,,0.43,32.25
2019-08-17,60,43.0,,0.43,25.8
2019-08-18,70,43.0,,0.43,30.099999999999998
2019-08-19,87,43.0,,0.43,37.41
2019-08-20,88,43.0,,0.43,37.839999999999996
2019-08-21,74,43.0,,0.43,31.82
2019-08-22,75,43.0,,0.43,32.25
2019-08-23,66,43.0,,0.43,28.38
2019-08-24,61,43.0,,0.43,26.23
2019-08-25,82,43.0,,0.43,35.26
2019-08-26,82,43.0,,0.43,35.26
