date,JNJ_unscaled,JNJ_monthly,isPartial,scale,JNJ
2017-12-25,15,29.0,,0.29,4.35
2017-12-26,62,29.0,,0.29,17.98
2017-12-27,62,29.0,,0.29,17.98
2017-12-28,67,29.0,,0.29,19.43
2017-12-29,42,29.0,,0.29,12.18
2017-12-30,54,29.0,,0.29,15.659999999999998
2017-12-31,19,29.0,,0.29,5.51
2018-01-01,11,43.0,False,0.43,4.7299999999999995
2018-01-02,42,43.0,,0.43,18.06
2018-01-03,47,43.0,,0.43,20.21
2018-01-04,42,43.0,,0.43,18.06
2018-01-05,45,43.0,,0.43,19.35
2018-01-06,17,43.0,,0.43,7.31
2018-01-07,12,43.0,,0.43,5.16
2018-01-08,38,43.0,,0.43,16.34
2018-01-09,51,43.0,,0.43,21.93
2018-01-10,44,43.0,,0.43,18.919999999999998
2018-01-11,56,43.0,,0.43,24.08
2018-01-12,60,43.0,,0.43,25.8
2018-01-13,17,43.0,,0.43,7.31
2018-01-14,14,43.0,,0.43,6.02
2018-01-15,27,43.0,,0.43,11.61
2018-01-16,41,43.0,,0.43,17.63
2018-01-17,51,43.0,,0.43,21.93
2018-01-18,51,43.0,,0.43,21.93
2018-01-19,54,43.0,,0.43,23.22
2018-01-20,16,43.0,,0.43,6.88
2018-01-21,14,43.0,,0.43,6.02
2018-01-22,47,43.0,,0.43,20.21
2018-01-23,100,43.0,,0.43,43.0
2018-01-24,97,43.0,,0.43,41.71
2018-01-25,75,43.0,,0.43,32.25
2018-01-26,71,43.0,,0.43,30.53
2018-01-27,18,43.0,,0.43,7.74
2018-01-28,18,43.0,,0.43,7.74
2018-01-29,49,43.0,,0.43,21.07
2018-01-30,52,43.0,,0.43,22.36
2018-01-31,57,43.0,,0.43,24.509999999999998
2018-02-01,65,47.0,False,0.47,30.549999999999997
2018-02-02,67,47.0,,0.47,31.49
2018-02-03,20,47.0,,0.47,9.399999999999999
2018-02-04,12,47.0,,0.47,5.64
2018-02-05,54,47.0,,0.47,25.38
2018-02-06,100,47.0,,0.47,47.0
2018-02-07,61,47.0,,0.47,28.669999999999998
2018-02-08,61,47.0,,0.47,28.669999999999998
2018-02-09,65,47.0,,0.47,30.549999999999997
2018-02-10,30,47.0,,0.47,14.1
2018-02-11,19,47.0,,0.47,8.93
2018-02-12,53,47.0,,0.47,24.91
2018-02-13,43,47.0,,0.47,20.209999999999997
2018-02-14,47,47.0,,0.47,22.09
2018-02-15,61,47.0,,0.47,28.669999999999998
2018-02-16,47,47.0,,0.47,22.09
2018-02-17,27,47.0,,0.47,12.69
2018-02-18,10,47.0,,0.47,4.699999999999999
2018-02-19,34,47.0,,0.47,15.979999999999999
2018-02-20,52,47.0,,0.47,24.439999999999998
2018-02-21,50,47.0,,0.47,23.5
2018-02-22,45,47.0,,0.47,21.15
2018-02-23,54,47.0,,0.47,25.38
2018-02-24,16,47.0,,0.47,7.52
2018-02-25,18,47.0,,0.47,8.459999999999999
2018-02-26,43,47.0,,0.47,20.209999999999997
2018-02-27,53,47.0,,0.47,24.91
2018-02-28,44,47.0,,0.47,20.68
2018-03-01,82,37.0,False,0.37,30.34
2018-03-02,96,37.0,,0.37,35.519999999999996
2018-03-03,38,37.0,,0.37,14.06
2018-03-04,25,37.0,,0.37,9.25
2018-03-05,91,37.0,,0.37,33.67
2018-03-06,81,37.0,,0.37,29.97
2018-03-07,100,37.0,,0.37,37.0
2018-03-08,94,37.0,,0.37,34.78
2018-03-09,91,37.0,,0.37,33.67
2018-03-10,36,37.0,,0.37,13.32
2018-03-11,39,37.0,,0.37,14.43
2018-03-12,75,37.0,,0.37,27.75
2018-03-13,99,37.0,,0.37,36.63
2018-03-14,66,37.0,,0.37,24.419999999999998
2018-03-15,95,37.0,,0.37,35.15
2018-03-16,86,37.0,,0.37,31.82
2018-03-17,29,37.0,,0.37,10.73
2018-03-18,24,37.0,,0.37,8.879999999999999
2018-03-19,86,37.0,,0.37,31.82
2018-03-20,75,37.0,,0.37,27.75
2018-03-21,80,37.0,,0.37,29.6
2018-03-22,78,37.0,,0.37,28.86
2018-03-23,94,37.0,,0.37,34.78
2018-03-24,32,37.0,,0.37,11.84
2018-03-25,25,37.0,,0.37,9.25
2018-03-26,85,37.0,,0.37,31.45
2018-03-27,75,37.0,,0.37,27.75
2018-03-28,79,37.0,,0.37,29.23
2018-03-29,80,37.0,,0.37,29.6
2018-03-30,70,37.0,,0.37,25.9
2018-03-31,21,37.0,,0.37,7.77
2018-04-01,14,38.0,False,0.38,5.32
2018-04-02,56,38.0,,0.38,21.28
2018-04-03,59,38.0,,0.38,22.42
2018-04-04,67,38.0,,0.38,25.46
2018-04-05,48,38.0,,0.38,18.240000000000002
2018-04-06,52,38.0,,0.38,19.76
2018-04-07,26,38.0,,0.38,9.88
2018-04-08,14,38.0,,0.38,5.32
2018-04-09,52,38.0,,0.38,19.76
2018-04-10,60,38.0,,0.38,22.8
2018-04-11,44,38.0,,0.38,16.72
2018-04-12,65,38.0,,0.38,24.7
2018-04-13,56,38.0,,0.38,21.28
2018-04-14,26,38.0,,0.38,9.88
2018-04-15,18,38.0,,0.38,6.84
2018-04-16,60,38.0,,0.38,22.8
2018-04-17,100,38.0,,0.38,38.0
2018-04-18,78,38.0,,0.38,29.64
2018-04-19,54,38.0,,0.38,20.52
2018-04-20,47,38.0,,0.38,17.86
2018-04-21,20,38.0,,0.38,7.6
2018-04-22,19,38.0,,0.38,7.22
2018-04-23,38,38.0,,0.38,14.44
2018-04-24,59,38.0,,0.38,22.42
2018-04-25,56,38.0,,0.38,21.28
2018-04-26,59,38.0,,0.38,22.42
2018-04-27,59,38.0,,0.38,22.42
2018-04-28,25,38.0,,0.38,9.5
2018-04-29,30,38.0,,0.38,11.4
2018-04-30,41,38.0,,0.38,15.58
2018-05-01,59,34.0,False,0.34,20.060000000000002
2018-05-02,71,34.0,,0.34,24.14
2018-05-03,66,34.0,,0.34,22.44
2018-05-04,79,34.0,,0.34,26.860000000000003
2018-05-05,24,34.0,,0.34,8.16
2018-05-06,19,34.0,,0.34,6.460000000000001
2018-05-07,69,34.0,,0.34,23.46
2018-05-08,62,34.0,,0.34,21.080000000000002
2018-05-09,61,34.0,,0.34,20.740000000000002
2018-05-10,56,34.0,,0.34,19.040000000000003
2018-05-11,100,34.0,,0.34,34.0
2018-05-12,39,34.0,,0.34,13.260000000000002
2018-05-13,22,34.0,,0.34,7.48
2018-05-14,74,34.0,,0.34,25.16
2018-05-15,59,34.0,,0.34,20.060000000000002
2018-05-16,52,34.0,,0.34,17.68
2018-05-17,76,34.0,,0.34,25.840000000000003
2018-05-18,65,34.0,,0.34,22.1
2018-05-19,28,34.0,,0.34,9.520000000000001
2018-05-20,15,34.0,,0.34,5.1000000000000005
2018-05-21,69,34.0,,0.34,23.46
2018-05-22,60,34.0,,0.34,20.400000000000002
2018-05-23,61,34.0,,0.34,20.740000000000002
2018-05-24,64,34.0,,0.34,21.76
2018-05-25,85,34.0,,0.34,28.900000000000002
2018-05-26,27,34.0,,0.34,9.180000000000001
2018-05-27,18,34.0,,0.34,6.12
2018-05-28,24,34.0,,0.34,8.16
2018-05-29,61,34.0,,0.34,20.740000000000002
2018-05-30,77,34.0,,0.34,26.180000000000003
2018-05-31,66,34.0,,0.34,22.44
2018-06-01,87,34.0,False,0.34,29.580000000000002
2018-06-02,35,34.0,,0.34,11.9
2018-06-03,36,34.0,,0.34,12.24
2018-06-04,82,34.0,,0.34,27.880000000000003
2018-06-05,79,34.0,,0.34,26.860000000000003
2018-06-06,94,34.0,,0.34,31.96
2018-06-07,72,34.0,,0.34,24.48
2018-06-08,83,34.0,,0.34,28.220000000000002
2018-06-09,39,34.0,,0.34,13.260000000000002
2018-06-10,25,34.0,,0.34,8.5
2018-06-11,71,34.0,,0.34,24.14
2018-06-12,90,34.0,,0.34,30.6
2018-06-13,100,34.0,,0.34,34.0
2018-06-14,59,34.0,,0.34,20.060000000000002
2018-06-15,87,34.0,,0.34,29.580000000000002
2018-06-16,20,34.0,,0.34,6.800000000000001
2018-06-17,21,34.0,,0.34,7.140000000000001
2018-06-18,59,34.0,,0.34,20.060000000000002
2018-06-19,87,34.0,,0.34,29.580000000000002
2018-06-20,75,34.0,,0.34,25.500000000000004
2018-06-21,73,34.0,,0.34,24.82
2018-06-22,66,34.0,,0.34,22.44
2018-06-23,40,34.0,,0.34,13.600000000000001
2018-06-24,16,34.0,,0.34,5.44
2018-06-25,77,34.0,,0.34,26.180000000000003
2018-06-26,73,34.0,,0.34,24.82
2018-06-27,74,34.0,,0.34,25.16
2018-06-28,59,34.0,,0.34,20.060000000000002
2018-06-29,58,34.0,,0.34,19.720000000000002
2018-06-30,41,34.0,,0.34,13.940000000000001
2018-07-01,19,40.0,False,0.4,7.6000000000000005
2018-07-02,30,40.0,,0.4,12.0
2018-07-03,40,40.0,,0.4,16.0
2018-07-04,15,40.0,,0.4,6.0
2018-07-05,35,40.0,,0.4,14.0
2018-07-06,49,40.0,,0.4,19.6
2018-07-07,11,40.0,,0.4,4.4
2018-07-08,13,40.0,,0.4,5.2
2018-07-09,46,40.0,,0.4,18.400000000000002
2018-07-10,53,40.0,,0.4,21.200000000000003
2018-07-11,44,40.0,,0.4,17.6
2018-07-12,57,40.0,,0.4,22.8
2018-07-13,100,40.0,,0.4,40.0
2018-07-14,31,40.0,,0.4,12.4
2018-07-15,14,40.0,,0.4,5.6000000000000005
2018-07-16,58,40.0,,0.4,23.200000000000003
2018-07-17,92,40.0,,0.4,36.800000000000004
2018-07-18,59,40.0,,0.4,23.6
2018-07-19,50,40.0,,0.4,20.0
2018-07-20,40,40.0,,0.4,16.0
2018-07-21,16,40.0,,0.4,6.4
2018-07-22,12,40.0,,0.4,4.800000000000001
2018-07-23,37,40.0,,0.4,14.8
2018-07-24,52,40.0,,0.4,20.8
2018-07-25,46,40.0,,0.4,18.400000000000002
2018-07-26,51,40.0,,0.4,20.400000000000002
2018-07-27,52,40.0,,0.4,20.8
2018-07-28,23,40.0,,0.4,9.200000000000001
2018-07-29,12,40.0,,0.4,4.800000000000001
2018-07-30,31,40.0,,0.4,12.4
2018-07-31,60,40.0,,0.4,24.0
2018-08-01,75,36.0,False,0.36,27.0
2018-08-02,76,36.0,,0.36,27.36
2018-08-03,84,36.0,,0.36,30.24
2018-08-04,31,36.0,,0.36,11.16
2018-08-05,23,36.0,,0.36,8.28
2018-08-06,89,36.0,,0.36,32.04
2018-08-07,84,36.0,,0.36,30.24
2018-08-08,75,36.0,,0.36,27.0
2018-08-09,70,36.0,,0.36,25.2
2018-08-10,69,36.0,,0.36,24.84
2018-08-11,30,36.0,,0.36,10.799999999999999
2018-08-12,24,36.0,,0.36,8.64
2018-08-13,45,36.0,,0.36,16.2
2018-08-14,76,36.0,,0.36,27.36
2018-08-15,77,36.0,,0.36,27.72
2018-08-16,91,36.0,,0.36,32.76
2018-08-17,77,36.0,,0.36,27.72
2018-08-18,24,36.0,,0.36,8.64
2018-08-19,34,36.0,,0.36,12.24
2018-08-20,84,36.0,,0.36,30.24
2018-08-21,100,36.0,,0.36,36.0
2018-08-22,83,36.0,,0.36,29.88
2018-08-23,97,36.0,,0.36,34.92
2018-08-24,88,36.0,,0.36,31.68
2018-08-25,36,36.0,,0.36,12.959999999999999
2018-08-26,25,36.0,,0.36,9.0
2018-08-27,88,36.0,,0.36,31.68
2018-08-28,88,36.0,,0.36,31.68
2018-08-29,73,36.0,,0.36,26.279999999999998
2018-08-30,80,36.0,,0.36,28.799999999999997
2018-08-31,58,36.0,,0.36,20.88
2018-09-01,18,35.0,False,0.35,6.3
2018-09-02,18,35.0,,0.35,6.3
2018-09-03,18,35.0,,0.35,6.3
2018-09-04,70,35.0,,0.35,24.5
2018-09-05,79,35.0,,0.35,27.65
2018-09-06,68,35.0,,0.35,23.799999999999997
2018-09-07,66,35.0,,0.35,23.099999999999998
2018-09-08,29,35.0,,0.35,10.149999999999999
2018-09-09,12,35.0,,0.35,4.199999999999999
2018-09-10,58,35.0,,0.35,20.299999999999997
2018-09-11,73,35.0,,0.35,25.549999999999997
2018-09-12,71,35.0,,0.35,24.849999999999998
2018-09-13,100,35.0,,0.35,35.0
2018-09-14,79,35.0,,0.35,27.65
2018-09-15,31,35.0,,0.35,10.85
2018-09-16,23,35.0,,0.35,8.049999999999999
2018-09-17,64,35.0,,0.35,22.4
2018-09-18,64,35.0,,0.35,22.4
2018-09-19,76,35.0,,0.35,26.599999999999998
2018-09-20,75,35.0,,0.35,26.25
2018-09-21,75,35.0,,0.35,26.25
2018-09-22,31,35.0,,0.35,10.85
2018-09-23,15,35.0,,0.35,5.25
2018-09-24,66,35.0,,0.35,23.099999999999998
2018-09-25,83,35.0,,0.35,29.049999999999997
2018-09-26,68,35.0,,0.35,23.799999999999997
2018-09-27,76,35.0,,0.35,26.599999999999998
2018-09-28,63,35.0,,0.35,22.049999999999997
2018-09-29,18,35.0,,0.35,6.3
2018-09-30,30,35.0,,0.35,10.5
2018-10-01,59,38.0,False,0.38,22.42
2018-10-02,74,38.0,,0.38,28.12
2018-10-03,53,38.0,,0.38,20.14
2018-10-04,59,38.0,,0.38,22.42
2018-10-05,58,38.0,,0.38,22.04
2018-10-06,18,38.0,,0.38,6.84
2018-10-07,21,38.0,,0.38,7.98
2018-10-08,45,38.0,,0.38,17.1
2018-10-09,56,38.0,,0.38,21.28
2018-10-10,66,38.0,,0.38,25.080000000000002
2018-10-11,67,38.0,,0.38,25.46
2018-10-12,66,38.0,,0.38,25.080000000000002
2018-10-13,30,38.0,,0.38,11.4
2018-10-14,12,38.0,,0.38,4.5600000000000005
2018-10-15,51,38.0,,0.38,19.38
2018-10-16,100,38.0,,0.38,38.0
2018-10-17,86,38.0,,0.38,32.68
2018-10-18,81,38.0,,0.38,30.78
2018-10-19,62,38.0,,0.38,23.56
2018-10-20,13,38.0,,0.38,4.94
2018-10-21,21,38.0,,0.38,7.98
2018-10-22,53,38.0,,0.38,20.14
2018-10-23,59,38.0,,0.38,22.42
2018-10-24,55,38.0,,0.38,20.9
2018-10-25,60,38.0,,0.38,22.8
2018-10-26,64,38.0,,0.38,24.32
2018-10-27,26,38.0,,0.38,9.88
2018-10-28,16,38.0,,0.38,6.08
2018-10-29,48,38.0,,0.38,18.240000000000002
2018-10-30,53,38.0,,0.38,20.14
2018-10-31,45,38.0,,0.38,17.1
2018-11-01,76,33.0,False,0.33,25.080000000000002
2018-11-02,82,33.0,,0.33,27.060000000000002
2018-11-03,20,33.0,,0.33,6.6000000000000005
2018-11-04,25,33.0,,0.33,8.25
2018-11-05,52,33.0,,0.33,17.16
2018-11-06,74,33.0,,0.33,24.42
2018-11-07,71,33.0,,0.33,23.43
2018-11-08,75,33.0,,0.33,24.75
2018-11-09,83,33.0,,0.33,27.39
2018-11-10,32,33.0,,0.33,10.56
2018-11-11,24,33.0,,0.33,7.92
2018-11-12,59,33.0,,0.33,19.470000000000002
2018-11-13,72,33.0,,0.33,23.76
2018-11-14,68,33.0,,0.33,22.44
2018-11-15,70,33.0,,0.33,23.1
2018-11-16,78,33.0,,0.33,25.740000000000002
2018-11-17,28,33.0,,0.33,9.24
2018-11-18,26,33.0,,0.33,8.58
2018-11-19,81,33.0,,0.33,26.73
2018-11-20,96,33.0,,0.33,31.68
2018-11-21,97,33.0,,0.33,32.01
2018-11-22,13,33.0,,0.33,4.29
2018-11-23,40,33.0,,0.33,13.200000000000001
2018-11-24,23,33.0,,0.33,7.590000000000001
2018-11-25,25,33.0,,0.33,8.25
2018-11-26,54,33.0,,0.33,17.82
2018-11-27,59,33.0,,0.33,19.470000000000002
2018-11-28,100,33.0,,0.33,33.0
2018-11-29,84,33.0,,0.33,27.720000000000002
2018-11-30,70,33.0,,0.33,23.1
2018-12-01,8,60.0,False,0.6,4.8
2018-12-02,5,60.0,,0.6,3.0
2018-12-03,19,60.0,,0.6,11.4
2018-12-04,25,60.0,,0.6,15.0
2018-12-05,12,60.0,,0.6,7.199999999999999
2018-12-06,22,60.0,,0.6,13.2
2018-12-07,22,60.0,,0.6,13.2
2018-12-08,8,60.0,,0.6,4.8
2018-12-09,4,60.0,,0.6,2.4
2018-12-10,16,60.0,,0.6,9.6
2018-12-11,21,60.0,,0.6,12.6
2018-12-12,20,60.0,,0.6,12.0
2018-12-13,21,60.0,,0.6,12.6
2018-12-14,100,60.0,,0.6,60.0
2018-12-15,48,60.0,,0.6,28.799999999999997
2018-12-16,17,60.0,,0.6,10.2
2018-12-17,80,60.0,,0.6,48.0
2018-12-18,63,60.0,,0.6,37.8
2018-12-19,45,60.0,,0.6,27.0
2018-12-20,38,60.0,,0.6,22.8
2018-12-21,30,60.0,,0.6,18.0
2018-12-22,10,60.0,,0.6,6.0
2018-12-23,7,60.0,,0.6,4.2
2018-12-24,26,60.0,,0.6,15.6
2018-12-25,10,60.0,,0.6,6.0
2018-12-26,30,60.0,,0.6,18.0
2018-12-27,34,60.0,,0.6,20.4
2018-12-28,23,60.0,,0.6,13.799999999999999
2018-12-29,8,60.0,,0.6,4.8
2018-12-30,7,60.0,,0.6,4.2
2018-12-31,21,60.0,,0.6,12.6
2019-01-01,24,43.0,False,0.43,10.32
2019-01-02,51,43.0,,0.43,21.93
2019-01-03,64,43.0,,0.43,27.52
2019-01-04,45,43.0,,0.43,19.35
2019-01-05,21,43.0,,0.43,9.03
2019-01-06,14,43.0,,0.43,6.02
2019-01-07,53,43.0,,0.43,22.79
2019-01-08,41,43.0,,0.43,17.63
2019-01-09,55,43.0,,0.43,23.65
2019-01-10,58,43.0,,0.43,24.94
2019-01-11,42,43.0,,0.43,18.06
2019-01-12,16,43.0,,0.43,6.88
2019-01-13,11,43.0,,0.43,4.7299999999999995
2019-01-14,42,43.0,,0.43,18.06
2019-01-15,43,43.0,,0.43,18.49
2019-01-16,48,43.0,,0.43,20.64
2019-01-17,57,43.0,,0.43,24.509999999999998
2019-01-18,45,43.0,,0.43,19.35
2019-01-19,23,43.0,,0.43,9.89
2019-01-20,14,43.0,,0.43,6.02
2019-01-21,29,43.0,,0.43,12.47
2019-01-22,100,43.0,,0.43,43.0
2019-01-23,58,43.0,,0.43,24.94
2019-01-24,47,43.0,,0.43,20.21
2019-01-25,53,43.0,,0.43,22.79
2019-01-26,26,43.0,,0.43,11.18
2019-01-27,16,43.0,,0.43,6.88
2019-01-28,44,43.0,,0.43,18.919999999999998
2019-01-29,55,43.0,,0.43,23.65
2019-01-30,46,43.0,,0.43,19.78
2019-01-31,66,43.0,,0.43,28.38
2019-02-01,79,39.0,False,0.39,30.810000000000002
2019-02-02,29,39.0,,0.39,11.31
2019-02-03,23,39.0,,0.39,8.97
2019-02-04,54,39.0,,0.39,21.060000000000002
2019-02-05,88,39.0,,0.39,34.32
2019-02-06,66,39.0,,0.39,25.740000000000002
2019-02-07,50,39.0,,0.39,19.5
2019-02-08,76,39.0,,0.39,29.64
2019-02-09,23,39.0,,0.39,8.97
2019-02-10,33,39.0,,0.39,12.870000000000001
2019-02-11,47,39.0,,0.39,18.330000000000002
2019-02-12,78,39.0,,0.39,30.42
2019-02-13,100,39.0,,0.39,39.0
2019-02-14,96,39.0,,0.39,37.44
2019-02-15,74,39.0,,0.39,28.86
2019-02-16,44,39.0,,0.39,17.16
2019-02-17,23,39.0,,0.39,8.97
2019-02-18,37,39.0,,0.39,14.43
2019-02-19,70,39.0,,0.39,27.3
2019-02-20,74,39.0,,0.39,28.86
2019-02-21,79,39.0,,0.39,30.810000000000002
2019-02-22,88,39.0,,0.39,34.32
2019-02-23,22,39.0,,0.39,8.58
2019-02-24,18,39.0,,0.39,7.0200000000000005
2019-02-25,63,39.0,,0.39,24.57
2019-02-26,77,39.0,,0.39,30.03
2019-02-27,77,39.0,,0.39,30.03
2019-02-28,74,39.0,,0.39,28.86
2019-03-01,56,36.0,False,0.36,20.16
2019-03-02,27,36.0,,0.36,9.719999999999999
2019-03-03,34,36.0,,0.36,12.24
2019-03-04,56,36.0,,0.36,20.16
2019-03-05,70,36.0,,0.36,25.2
2019-03-06,100,36.0,,0.36,36.0
2019-03-07,59,36.0,,0.36,21.24
2019-03-08,83,36.0,,0.36,29.88
2019-03-09,37,36.0,,0.36,13.32
2019-03-10,28,36.0,,0.36,10.08
2019-03-11,55,36.0,,0.36,19.8
2019-03-12,67,36.0,,0.36,24.119999999999997
2019-03-13,63,36.0,,0.36,22.68
2019-03-14,73,36.0,,0.36,26.279999999999998
2019-03-15,83,36.0,,0.36,29.88
2019-03-16,26,36.0,,0.36,9.36
2019-03-17,8,36.0,,0.36,2.88
2019-03-18,59,36.0,,0.36,21.24
2019-03-19,57,36.0,,0.36,20.52
2019-03-20,68,36.0,,0.36,24.48
2019-03-21,54,36.0,,0.36,19.439999999999998
2019-03-22,66,36.0,,0.36,23.759999999999998
2019-03-23,23,36.0,,0.36,8.28
2019-03-24,23,36.0,,0.36,8.28
2019-03-25,51,36.0,,0.36,18.36
2019-03-26,54,36.0,,0.36,19.439999999999998
2019-03-27,67,36.0,,0.36,24.119999999999997
2019-03-28,55,36.0,,0.36,19.8
2019-03-29,65,36.0,,0.36,23.4
2019-03-30,24,36.0,,0.36,8.64
2019-03-31,12,36.0,,0.36,4.32
2019-04-01,56,39.0,False,0.39,21.84
2019-04-02,66,39.0,,0.39,25.740000000000002
2019-04-03,56,39.0,,0.39,21.84
2019-04-04,58,39.0,,0.39,22.62
2019-04-05,54,39.0,,0.39,21.060000000000002
2019-04-06,20,39.0,,0.39,7.800000000000001
2019-04-07,12,39.0,,0.39,4.68
2019-04-08,50,39.0,,0.39,19.5
2019-04-09,56,39.0,,0.39,21.84
2019-04-10,61,39.0,,0.39,23.79
2019-04-11,54,39.0,,0.39,21.060000000000002
2019-04-12,55,39.0,,0.39,21.45
2019-04-13,19,39.0,,0.39,7.41
2019-04-14,24,39.0,,0.39,9.36
2019-04-15,54,39.0,,0.39,21.060000000000002
2019-04-16,100,39.0,,0.39,39.0
2019-04-17,62,39.0,,0.39,24.18
2019-04-18,65,39.0,,0.39,25.35
2019-04-19,31,39.0,,0.39,12.09
2019-04-20,21,39.0,,0.39,8.19
2019-04-21,19,39.0,,0.39,7.41
2019-04-22,56,39.0,,0.39,21.84
2019-04-23,53,39.0,,0.39,20.67
2019-04-24,52,39.0,,0.39,20.28
2019-04-25,52,39.0,,0.39,20.28
2019-04-26,60,39.0,,0.39,23.400000000000002
2019-04-27,18,39.0,,0.39,7.0200000000000005
2019-04-28,19,39.0,,0.39,7.41
2019-04-29,53,39.0,,0.39,20.67
2019-04-30,56,39.0,,0.39,21.84
2019-05-01,52,36.0,False,0.36,18.72
2019-05-02,44,36.0,,0.36,15.84
2019-05-03,60,36.0,,0.36,21.599999999999998
2019-05-04,25,36.0,,0.36,9.0
2019-05-05,22,36.0,,0.36,7.92
2019-05-06,46,36.0,,0.36,16.56
2019-05-07,67,36.0,,0.36,24.119999999999997
2019-05-08,64,36.0,,0.36,23.04
2019-05-09,44,36.0,,0.36,15.84
2019-05-10,60,36.0,,0.36,21.599999999999998
2019-05-11,21,36.0,,0.36,7.56
2019-05-12,10,36.0,,0.36,3.5999999999999996
2019-05-13,59,36.0,,0.36,21.24
2019-05-14,57,36.0,,0.36,20.52
2019-05-15,73,36.0,,0.36,26.279999999999998
2019-05-16,52,36.0,,0.36,18.72
2019-05-17,58,36.0,,0.36,20.88
2019-05-18,32,36.0,,0.36,11.52
2019-05-19,13,36.0,,0.36,4.68
2019-05-20,54,36.0,,0.36,19.439999999999998
2019-05-21,47,36.0,,0.36,16.919999999999998
2019-05-22,55,36.0,,0.36,19.8
2019-05-23,50,36.0,,0.36,18.0
2019-05-24,52,36.0,,0.36,18.72
2019-05-25,18,36.0,,0.36,6.4799999999999995
2019-05-26,13,36.0,,0.36,4.68
2019-05-27,13,36.0,,0.36,4.68
2019-05-28,68,36.0,,0.36,24.48
2019-05-29,100,36.0,,0.36,36.0
2019-05-30,76,36.0,,0.36,27.36
2019-05-31,67,36.0,,0.36,24.119999999999997
2019-06-01,33,34.0,False,0.34,11.22
2019-06-02,32,34.0,,0.34,10.88
2019-06-03,77,34.0,,0.34,26.180000000000003
2019-06-04,70,34.0,,0.34,23.8
2019-06-05,81,34.0,,0.34,27.540000000000003
2019-06-06,77,34.0,,0.34,26.180000000000003
2019-06-07,86,34.0,,0.34,29.240000000000002
2019-06-08,34,34.0,,0.34,11.56
2019-06-09,19,34.0,,0.34,6.460000000000001
2019-06-10,71,34.0,,0.34,24.14
2019-06-11,70,34.0,,0.34,23.8
2019-06-12,72,34.0,,0.34,24.48
2019-06-13,88,34.0,,0.34,29.92
2019-06-14,68,34.0,,0.34,23.12
2019-06-15,24,34.0,,0.34,8.16
2019-06-16,13,34.0,,0.34,4.42
2019-06-17,54,34.0,,0.34,18.360000000000003
2019-06-18,65,34.0,,0.34,22.1
2019-06-19,88,34.0,,0.34,29.92
2019-06-20,82,34.0,,0.34,27.880000000000003
2019-06-21,100,34.0,,0.34,34.0
2019-06-22,29,34.0,,0.34,9.860000000000001
2019-06-23,26,34.0,,0.34,8.84
2019-06-24,83,34.0,,0.34,28.220000000000002
2019-06-25,77,34.0,,0.34,26.180000000000003
2019-06-26,90,34.0,,0.34,30.6
2019-06-27,99,34.0,,0.34,33.660000000000004
2019-06-28,58,34.0,,0.34,19.720000000000002
2019-06-29,29,34.0,,0.34,9.860000000000001
2019-06-30,10,34.0,,0.34,3.4000000000000004
2019-07-01,50,44.0,False,0.44,22.0
2019-07-02,28,44.0,,0.44,12.32
2019-07-03,33,44.0,,0.44,14.52
2019-07-04,22,44.0,,0.44,9.68
2019-07-05,32,44.0,,0.44,14.08
2019-07-06,13,44.0,,0.44,5.72
2019-07-07,9,44.0,,0.44,3.96
2019-07-08,38,44.0,,0.44,16.72
2019-07-09,44,44.0,,0.44,19.36
2019-07-10,32,44.0,,0.44,14.08
2019-07-11,43,44.0,,0.44,18.92
2019-07-12,100,44.0,,0.44,44.0
2019-07-13,25,44.0,,0.44,11.0
2019-07-14,14,44.0,,0.44,6.16
2019-07-15,56,44.0,,0.44,24.64
2019-07-16,84,44.0,,0.44,36.96
2019-07-17,55,44.0,,0.44,24.2
2019-07-18,40,44.0,,0.44,17.6
2019-07-19,37,44.0,,0.44,16.28
2019-07-20,13,44.0,,0.44,5.72
2019-07-21,10,44.0,,0.44,4.4
2019-07-22,55,44.0,,0.44,24.2
2019-07-23,51,44.0,,0.44,22.44
2019-07-24,38,44.0,,0.44,16.72
2019-07-25,43,44.0,,0.44,18.92
2019-07-26,43,44.0,,0.44,18.92
2019-07-27,20,44.0,,0.44,8.8
2019-07-28,11,44.0,,0.44,4.84
2019-07-29,47,44.0,,0.44,20.68
2019-07-30,47,44.0,,0.44,20.68
2019-07-31,36,44.0,,0.44,15.84
2019-08-01,28,49.0,False,0.49,13.719999999999999
2019-08-02,22,49.0,,0.49,10.78
2019-08-03,11,49.0,,0.49,5.39
2019-08-04,11,49.0,,0.49,5.39
2019-08-05,28,49.0,,0.49,13.719999999999999
2019-08-06,31,49.0,,0.49,15.19
2019-08-07,24,49.0,,0.49,11.76
2019-08-08,21,49.0,,0.49,10.29
2019-08-09,27,49.0,,0.49,13.23
2019-08-10,11,49.0,,0.49,5.39
2019-08-11,8,49.0,,0.49,3.92
2019-08-12,20,49.0,,0.49,9.8
2019-08-13,31,49.0,,0.49,15.19
2019-08-14,25,49.0,,0.49,12.25
2019-08-15,25,49.0,,0.49,12.25
2019-08-16,23,49.0,,0.49,11.27
2019-08-17,5,49.0,,0.49,2.45
2019-08-18,6,49.0,,0.49,2.94
2019-08-19,24,49.0,,0.49,11.76
2019-08-20,24,49.0,,0.49,11.76
2019-08-21,26,49.0,,0.49,12.74
2019-08-22,27,49.0,,0.49,13.23
