date,BJ_unscaled,BJ_monthly,isPartial,scale,BJ
2018-01-01,97,67.0,False,0.67,64.99000000000001
2018-01-02,77,67.0,,0.67,51.59
2018-01-03,81,67.0,,0.67,54.27
2018-01-04,78,67.0,,0.67,52.260000000000005
2018-01-05,72,67.0,,0.67,48.24
2018-01-06,89,67.0,,0.67,59.63
2018-01-07,98,67.0,,0.67,65.66000000000001
2018-01-08,79,67.0,,0.67,52.93
2018-01-09,74,67.0,,0.67,49.580000000000005
2018-01-10,79,67.0,,0.67,52.93
2018-01-11,72,67.0,,0.67,48.24
2018-01-12,80,67.0,,0.67,53.6
2018-01-13,90,67.0,,0.67,60.300000000000004
2018-01-14,87,67.0,,0.67,58.290000000000006
2018-01-15,85,67.0,,0.67,56.95
2018-01-16,79,67.0,,0.67,52.93
2018-01-17,68,67.0,,0.67,45.56
2018-01-18,72,67.0,,0.67,48.24
2018-01-19,77,67.0,,0.67,51.59
2018-01-20,87,67.0,,0.67,58.290000000000006
2018-01-21,97,67.0,,0.67,64.99000000000001
2018-01-22,67,67.0,,0.67,44.89
2018-01-23,76,67.0,,0.67,50.92
2018-01-24,68,67.0,,0.67,45.56
2018-01-25,68,67.0,,0.67,45.56
2018-01-26,75,67.0,,0.67,50.25
2018-01-27,94,67.0,,0.67,62.980000000000004
2018-01-28,100,67.0,,0.67,67.0
2018-01-29,63,67.0,,0.67,42.21
2018-01-30,73,67.0,,0.67,48.910000000000004
2018-01-31,65,67.0,,0.67,43.550000000000004
2018-02-01,70,68.0,False,0.68,47.6
2018-02-02,83,68.0,,0.68,56.440000000000005
2018-02-03,100,68.0,,0.68,68.0
2018-02-04,86,68.0,,0.68,58.480000000000004
2018-02-05,65,68.0,,0.68,44.2
2018-02-06,76,68.0,,0.68,51.68000000000001
2018-02-07,78,68.0,,0.68,53.040000000000006
2018-02-08,78,68.0,,0.68,53.040000000000006
2018-02-09,82,68.0,,0.68,55.760000000000005
2018-02-10,96,68.0,,0.68,65.28
2018-02-11,97,68.0,,0.68,65.96000000000001
2018-02-12,78,68.0,,0.68,53.040000000000006
2018-02-13,73,68.0,,0.68,49.64
2018-02-14,88,68.0,,0.68,59.84
2018-02-15,86,68.0,,0.68,58.480000000000004
2018-02-16,77,68.0,,0.68,52.36000000000001
2018-02-17,100,68.0,,0.68,68.0
2018-02-18,98,68.0,,0.68,66.64
2018-02-19,89,68.0,,0.68,60.52
2018-02-20,85,68.0,,0.68,57.800000000000004
2018-02-21,81,68.0,,0.68,55.080000000000005
2018-02-22,76,68.0,,0.68,51.68000000000001
2018-02-23,83,68.0,,0.68,56.440000000000005
2018-02-24,91,68.0,,0.68,61.88
2018-02-25,92,68.0,,0.68,62.56
2018-02-26,79,68.0,,0.68,53.720000000000006
2018-02-27,74,68.0,,0.68,50.32
2018-02-28,75,68.0,,0.68,51.00000000000001
2018-03-01,40,80.0,False,0.8,32.0
2018-03-02,42,80.0,,0.8,33.6
2018-03-03,51,80.0,,0.8,40.800000000000004
2018-03-04,57,80.0,,0.8,45.6
2018-03-05,61,80.0,,0.8,48.800000000000004
2018-03-06,49,80.0,,0.8,39.2
2018-03-07,51,80.0,,0.8,40.800000000000004
2018-03-08,44,80.0,,0.8,35.2
2018-03-09,51,80.0,,0.8,40.800000000000004
2018-03-10,60,80.0,,0.8,48.0
2018-03-11,62,80.0,,0.8,49.6
2018-03-12,50,80.0,,0.8,40.0
2018-03-13,53,80.0,,0.8,42.400000000000006
2018-03-14,100,80.0,,0.8,80.0
2018-03-15,67,80.0,,0.8,53.6
2018-03-16,45,80.0,,0.8,36.0
2018-03-17,50,80.0,,0.8,40.0
2018-03-18,56,80.0,,0.8,44.800000000000004
2018-03-19,40,80.0,,0.8,32.0
2018-03-20,42,80.0,,0.8,33.6
2018-03-21,42,80.0,,0.8,33.6
2018-03-22,43,80.0,,0.8,34.4
2018-03-23,46,80.0,,0.8,36.800000000000004
2018-03-24,49,80.0,,0.8,39.2
2018-03-25,57,80.0,,0.8,45.6
2018-03-26,44,80.0,,0.8,35.2
2018-03-27,39,80.0,,0.8,31.200000000000003
2018-03-28,39,80.0,,0.8,31.200000000000003
2018-03-29,42,80.0,,0.8,33.6
2018-03-30,50,80.0,,0.8,40.0
2018-03-31,52,80.0,,0.8,41.6
2018-04-01,100,70.0,False,0.7,70.0
2018-04-02,64,70.0,,0.7,44.8
2018-04-03,62,70.0,,0.7,43.4
2018-04-04,73,70.0,,0.7,51.099999999999994
2018-04-05,80,70.0,,0.7,56.0
2018-04-06,74,70.0,,0.7,51.8
2018-04-07,99,70.0,,0.7,69.3
2018-04-08,81,70.0,,0.7,56.699999999999996
2018-04-09,77,70.0,,0.7,53.9
2018-04-10,69,70.0,,0.7,48.3
2018-04-11,63,70.0,,0.7,44.099999999999994
2018-04-12,66,70.0,,0.7,46.199999999999996
2018-04-13,65,70.0,,0.7,45.5
2018-04-14,81,70.0,,0.7,56.699999999999996
2018-04-15,79,70.0,,0.7,55.3
2018-04-16,64,70.0,,0.7,44.8
2018-04-17,64,70.0,,0.7,44.8
2018-04-18,80,70.0,,0.7,56.0
2018-04-19,70,70.0,,0.7,49.0
2018-04-20,66,70.0,,0.7,46.199999999999996
2018-04-21,94,70.0,,0.7,65.8
2018-04-22,85,70.0,,0.7,59.49999999999999
2018-04-23,69,70.0,,0.7,48.3
2018-04-24,63,70.0,,0.7,44.099999999999994
2018-04-25,66,70.0,,0.7,46.199999999999996
2018-04-26,61,70.0,,0.7,42.699999999999996
2018-04-27,67,70.0,,0.7,46.9
2018-04-28,99,70.0,,0.7,69.3
2018-04-29,82,70.0,,0.7,57.4
2018-04-30,70,70.0,,0.7,49.0
2018-05-01,70,69.0,False,0.69,48.3
2018-05-02,70,69.0,,0.69,48.3
2018-05-03,72,69.0,,0.69,49.67999999999999
2018-05-04,81,69.0,,0.69,55.88999999999999
2018-05-05,93,69.0,,0.69,64.17
2018-05-06,88,69.0,,0.69,60.72
2018-05-07,64,69.0,,0.69,44.16
2018-05-08,62,69.0,,0.69,42.779999999999994
2018-05-09,74,69.0,,0.69,51.059999999999995
2018-05-10,69,69.0,,0.69,47.61
2018-05-11,75,69.0,,0.69,51.74999999999999
2018-05-12,86,69.0,,0.69,59.339999999999996
2018-05-13,100,69.0,,0.69,69.0
2018-05-14,67,69.0,,0.69,46.23
2018-05-15,63,69.0,,0.69,43.47
2018-05-16,69,69.0,,0.69,47.61
2018-05-17,77,69.0,,0.69,53.129999999999995
2018-05-18,71,69.0,,0.69,48.989999999999995
2018-05-19,80,69.0,,0.69,55.199999999999996
2018-05-20,91,69.0,,0.69,62.78999999999999
2018-05-21,71,69.0,,0.69,48.989999999999995
2018-05-22,70,69.0,,0.69,48.3
2018-05-23,72,69.0,,0.69,49.67999999999999
2018-05-24,74,69.0,,0.69,51.059999999999995
2018-05-25,79,69.0,,0.69,54.51
2018-05-26,79,69.0,,0.69,54.51
2018-05-27,96,69.0,,0.69,66.24
2018-05-28,94,69.0,,0.69,64.86
2018-05-29,72,69.0,,0.69,49.67999999999999
2018-05-30,67,69.0,,0.69,46.23
2018-05-31,70,69.0,,0.69,48.3
2018-06-01,85,74.0,False,0.74,62.9
2018-06-02,99,74.0,,0.74,73.26
2018-06-03,90,74.0,,0.74,66.6
2018-06-04,77,74.0,,0.74,56.98
2018-06-05,83,74.0,,0.74,61.42
2018-06-06,74,74.0,,0.74,54.76
2018-06-07,85,74.0,,0.74,62.9
2018-06-08,80,74.0,,0.74,59.2
2018-06-09,95,74.0,,0.74,70.3
2018-06-10,100,74.0,,0.74,74.0
2018-06-11,79,74.0,,0.74,58.46
2018-06-12,91,74.0,,0.74,67.34
2018-06-13,82,74.0,,0.74,60.68
2018-06-14,78,74.0,,0.74,57.72
2018-06-15,80,74.0,,0.74,59.2
2018-06-16,86,74.0,,0.74,63.64
2018-06-17,95,74.0,,0.74,70.3
2018-06-18,83,74.0,,0.74,61.42
2018-06-19,81,74.0,,0.74,59.94
2018-06-20,81,74.0,,0.74,59.94
2018-06-21,74,74.0,,0.74,54.76
2018-06-22,85,74.0,,0.74,62.9
2018-06-23,92,74.0,,0.74,68.08
2018-06-24,99,74.0,,0.74,73.26
2018-06-25,80,74.0,,0.74,59.2
2018-06-26,75,74.0,,0.74,55.5
2018-06-27,79,74.0,,0.74,58.46
2018-06-28,92,74.0,,0.74,68.08
2018-06-29,87,74.0,,0.74,64.38
2018-06-30,91,74.0,,0.74,67.34
2018-07-01,89,75.0,False,0.75,66.75
2018-07-02,74,75.0,,0.75,55.5
2018-07-03,78,75.0,,0.75,58.5
2018-07-04,100,75.0,,0.75,75.0
2018-07-05,72,75.0,,0.75,54.0
2018-07-06,83,75.0,,0.75,62.25
2018-07-07,81,75.0,,0.75,60.75
2018-07-08,93,75.0,,0.75,69.75
2018-07-09,74,75.0,,0.75,55.5
2018-07-10,73,75.0,,0.75,54.75
2018-07-11,74,75.0,,0.75,55.5
2018-07-12,77,75.0,,0.75,57.75
2018-07-13,78,75.0,,0.75,58.5
2018-07-14,90,75.0,,0.75,67.5
2018-07-15,82,75.0,,0.75,61.5
2018-07-16,75,75.0,,0.75,56.25
2018-07-17,72,75.0,,0.75,54.0
2018-07-18,75,75.0,,0.75,56.25
2018-07-19,74,75.0,,0.75,55.5
2018-07-20,83,75.0,,0.75,62.25
2018-07-21,86,75.0,,0.75,64.5
2018-07-22,92,75.0,,0.75,69.0
2018-07-23,73,75.0,,0.75,54.75
2018-07-24,73,75.0,,0.75,54.75
2018-07-25,69,75.0,,0.75,51.75
2018-07-26,73,75.0,,0.75,54.75
2018-07-27,74,75.0,,0.75,55.5
2018-07-28,83,75.0,,0.75,62.25
2018-07-29,93,75.0,,0.75,69.75
2018-07-30,74,75.0,,0.75,55.5
2018-07-31,70,75.0,,0.75,52.5
2018-08-01,82,72.0,False,0.72,59.04
2018-08-02,84,72.0,,0.72,60.48
2018-08-03,86,72.0,,0.72,61.919999999999995
2018-08-04,99,72.0,,0.72,71.28
2018-08-05,100,72.0,,0.72,72.0
2018-08-06,81,72.0,,0.72,58.32
2018-08-07,79,72.0,,0.72,56.879999999999995
2018-08-08,77,72.0,,0.72,55.44
2018-08-09,86,72.0,,0.72,61.919999999999995
2018-08-10,87,72.0,,0.72,62.64
2018-08-11,92,72.0,,0.72,66.24
2018-08-12,96,72.0,,0.72,69.12
2018-08-13,78,72.0,,0.72,56.16
2018-08-14,78,72.0,,0.72,56.16
2018-08-15,73,72.0,,0.72,52.559999999999995
2018-08-16,82,72.0,,0.72,59.04
2018-08-17,91,72.0,,0.72,65.52
2018-08-18,99,72.0,,0.72,71.28
2018-08-19,93,72.0,,0.72,66.96
2018-08-20,79,72.0,,0.72,56.879999999999995
2018-08-21,70,72.0,,0.72,50.4
2018-08-22,71,72.0,,0.72,51.12
2018-08-23,76,72.0,,0.72,54.72
2018-08-24,76,72.0,,0.72,54.72
2018-08-25,89,72.0,,0.72,64.08
2018-08-26,88,72.0,,0.72,63.36
2018-08-27,77,72.0,,0.72,55.44
2018-08-28,78,72.0,,0.72,56.16
2018-08-29,75,72.0,,0.72,54.0
2018-08-30,84,72.0,,0.72,60.48
2018-08-31,80,72.0,,0.72,57.599999999999994
2018-09-01,97,68.0,False,0.68,65.96000000000001
2018-09-02,99,68.0,,0.68,67.32000000000001
2018-09-03,98,68.0,,0.68,66.64
2018-09-04,83,68.0,,0.68,56.440000000000005
2018-09-05,76,68.0,,0.68,51.68000000000001
2018-09-06,83,68.0,,0.68,56.440000000000005
2018-09-07,76,68.0,,0.68,51.68000000000001
2018-09-08,100,68.0,,0.68,68.0
2018-09-09,95,68.0,,0.68,64.60000000000001
2018-09-10,78,68.0,,0.68,53.040000000000006
2018-09-11,72,68.0,,0.68,48.96
2018-09-12,74,68.0,,0.68,50.32
2018-09-13,83,68.0,,0.68,56.440000000000005
2018-09-14,81,68.0,,0.68,55.080000000000005
2018-09-15,92,68.0,,0.68,62.56
2018-09-16,99,68.0,,0.68,67.32000000000001
2018-09-17,83,68.0,,0.68,56.440000000000005
2018-09-18,83,68.0,,0.68,56.440000000000005
2018-09-19,75,68.0,,0.68,51.00000000000001
2018-09-20,69,68.0,,0.68,46.92
2018-09-21,70,68.0,,0.68,47.6
2018-09-22,92,68.0,,0.68,62.56
2018-09-23,97,68.0,,0.68,65.96000000000001
2018-09-24,73,68.0,,0.68,49.64
2018-09-25,79,68.0,,0.68,53.720000000000006
2018-09-26,68,68.0,,0.68,46.24
2018-09-27,72,68.0,,0.68,48.96
2018-09-28,73,68.0,,0.68,49.64
2018-09-29,88,68.0,,0.68,59.84
2018-09-30,94,68.0,,0.68,63.92
2018-10-01,79,66.0,False,0.66,52.14
2018-10-02,76,66.0,,0.66,50.160000000000004
2018-10-03,70,66.0,,0.66,46.2
2018-10-04,79,66.0,,0.66,52.14
2018-10-05,71,66.0,,0.66,46.86
2018-10-06,100,66.0,,0.66,66.0
2018-10-07,97,66.0,,0.66,64.02
2018-10-08,83,66.0,,0.66,54.78
2018-10-09,74,66.0,,0.66,48.84
2018-10-10,76,66.0,,0.66,50.160000000000004
2018-10-11,79,66.0,,0.66,52.14
2018-10-12,84,66.0,,0.66,55.440000000000005
2018-10-13,93,66.0,,0.66,61.38
2018-10-14,93,66.0,,0.66,61.38
2018-10-15,80,66.0,,0.66,52.800000000000004
2018-10-16,72,66.0,,0.66,47.52
2018-10-17,78,66.0,,0.66,51.480000000000004
2018-10-18,73,66.0,,0.66,48.18
2018-10-19,79,66.0,,0.66,52.14
2018-10-20,92,66.0,,0.66,60.720000000000006
2018-10-21,86,66.0,,0.66,56.760000000000005
2018-10-22,76,66.0,,0.66,50.160000000000004
2018-10-23,70,66.0,,0.66,46.2
2018-10-24,68,66.0,,0.66,44.88
2018-10-25,71,66.0,,0.66,46.86
2018-10-26,81,66.0,,0.66,53.46
2018-10-27,91,66.0,,0.66,60.06
2018-10-28,90,66.0,,0.66,59.400000000000006
2018-10-29,68,66.0,,0.66,44.88
2018-10-30,70,66.0,,0.66,46.2
2018-10-31,75,66.0,,0.66,49.5
2018-11-01,59,73.0,False,0.73,43.07
2018-11-02,61,73.0,,0.73,44.53
2018-11-03,81,73.0,,0.73,59.129999999999995
2018-11-04,70,73.0,,0.73,51.1
2018-11-05,61,73.0,,0.73,44.53
2018-11-06,59,73.0,,0.73,43.07
2018-11-07,61,73.0,,0.73,44.53
2018-11-08,68,73.0,,0.73,49.64
2018-11-09,67,73.0,,0.73,48.91
2018-11-10,76,73.0,,0.73,55.48
2018-11-11,84,73.0,,0.73,61.32
2018-11-12,71,73.0,,0.73,51.83
2018-11-13,63,73.0,,0.73,45.99
2018-11-14,65,73.0,,0.73,47.449999999999996
2018-11-15,68,73.0,,0.73,49.64
2018-11-16,68,73.0,,0.73,49.64
2018-11-17,95,73.0,,0.73,69.35
2018-11-18,100,73.0,,0.73,73.0
2018-11-19,67,73.0,,0.73,48.91
2018-11-20,70,73.0,,0.73,51.1
2018-11-21,77,73.0,,0.73,56.21
2018-11-22,82,73.0,,0.73,59.86
2018-11-23,77,73.0,,0.73,56.21
2018-11-24,82,73.0,,0.73,59.86
2018-11-25,85,73.0,,0.73,62.05
2018-11-26,69,73.0,,0.73,50.37
2018-11-27,62,73.0,,0.73,45.26
2018-11-28,66,73.0,,0.73,48.18
2018-11-29,61,73.0,,0.73,44.53
2018-11-30,68,73.0,,0.73,49.64
2018-12-01,40,77.0,False,0.77,30.8
2018-12-02,42,77.0,,0.77,32.34
2018-12-03,36,77.0,,0.77,27.72
2018-12-04,37,77.0,,0.77,28.490000000000002
2018-12-05,33,77.0,,0.77,25.41
2018-12-06,31,77.0,,0.77,23.87
2018-12-07,35,77.0,,0.77,26.95
2018-12-08,42,77.0,,0.77,32.34
2018-12-09,40,77.0,,0.77,30.8
2018-12-10,31,77.0,,0.77,23.87
2018-12-11,32,77.0,,0.77,24.64
2018-12-12,34,77.0,,0.77,26.18
2018-12-13,32,77.0,,0.77,24.64
2018-12-14,34,77.0,,0.77,26.18
2018-12-15,44,77.0,,0.77,33.88
2018-12-16,44,77.0,,0.77,33.88
2018-12-17,34,77.0,,0.77,26.18
2018-12-18,38,77.0,,0.77,29.26
2018-12-19,35,77.0,,0.77,26.95
2018-12-20,36,77.0,,0.77,27.72
2018-12-21,43,77.0,,0.77,33.11
2018-12-22,49,77.0,,0.77,37.730000000000004
2018-12-23,50,77.0,,0.77,38.5
2018-12-24,49,77.0,,0.77,37.730000000000004
2018-12-25,41,77.0,,0.77,31.57
2018-12-26,36,77.0,,0.77,27.72
2018-12-27,41,77.0,,0.77,31.57
2018-12-28,39,77.0,,0.77,30.03
2018-12-29,50,77.0,,0.77,38.5
2018-12-30,100,77.0,,0.77,77.0
2018-12-31,54,77.0,,0.77,41.58
2019-01-01,99,68.0,False,0.68,67.32000000000001
2019-01-02,83,68.0,,0.68,56.440000000000005
2019-01-03,84,68.0,,0.68,57.120000000000005
2019-01-04,78,68.0,,0.68,53.040000000000006
2019-01-05,85,68.0,,0.68,57.800000000000004
2019-01-06,87,68.0,,0.68,59.160000000000004
2019-01-07,73,68.0,,0.68,49.64
2019-01-08,70,68.0,,0.68,47.6
2019-01-09,70,68.0,,0.68,47.6
2019-01-10,70,68.0,,0.68,47.6
2019-01-11,76,68.0,,0.68,51.68000000000001
2019-01-12,92,68.0,,0.68,62.56
2019-01-13,94,68.0,,0.68,63.92
2019-01-14,81,68.0,,0.68,55.080000000000005
2019-01-15,71,68.0,,0.68,48.28
2019-01-16,78,68.0,,0.68,53.040000000000006
2019-01-17,71,68.0,,0.68,48.28
2019-01-18,72,68.0,,0.68,48.96
2019-01-19,94,68.0,,0.68,63.92
2019-01-20,93,68.0,,0.68,63.24
2019-01-21,77,68.0,,0.68,52.36000000000001
2019-01-22,73,68.0,,0.68,49.64
2019-01-23,72,68.0,,0.68,48.96
2019-01-24,74,68.0,,0.68,50.32
2019-01-25,73,68.0,,0.68,49.64
2019-01-26,100,68.0,,0.68,68.0
2019-01-27,100,68.0,,0.68,68.0
2019-01-28,68,68.0,,0.68,46.24
2019-01-29,65,68.0,,0.68,44.2
2019-01-30,70,68.0,,0.68,47.6
2019-01-31,72,68.0,,0.68,48.96
2019-02-01,76,68.0,False,0.68,51.68000000000001
2019-02-02,100,68.0,,0.68,68.0
2019-02-03,97,68.0,,0.68,65.96000000000001
2019-02-04,68,68.0,,0.68,46.24
2019-02-05,71,68.0,,0.68,48.28
2019-02-06,70,68.0,,0.68,47.6
2019-02-07,74,68.0,,0.68,50.32
2019-02-08,80,68.0,,0.68,54.400000000000006
2019-02-09,92,68.0,,0.68,62.56
2019-02-10,93,68.0,,0.68,63.24
2019-02-11,68,68.0,,0.68,46.24
2019-02-12,72,68.0,,0.68,48.96
2019-02-13,77,68.0,,0.68,52.36000000000001
2019-02-14,81,68.0,,0.68,55.080000000000005
2019-02-15,84,68.0,,0.68,57.120000000000005
2019-02-16,90,68.0,,0.68,61.2
2019-02-17,94,68.0,,0.68,63.92
2019-02-18,79,68.0,,0.68,53.720000000000006
2019-02-19,77,68.0,,0.68,52.36000000000001
2019-02-20,77,68.0,,0.68,52.36000000000001
2019-02-21,77,68.0,,0.68,52.36000000000001
2019-02-22,83,68.0,,0.68,56.440000000000005
2019-02-23,85,68.0,,0.68,57.800000000000004
2019-02-24,95,68.0,,0.68,64.60000000000001
2019-02-25,78,68.0,,0.68,53.040000000000006
2019-02-26,82,68.0,,0.68,55.760000000000005
2019-02-27,68,68.0,,0.68,46.24
2019-02-28,73,68.0,,0.68,49.64
2019-03-01,47,72.0,False,0.72,33.839999999999996
2019-03-02,59,72.0,,0.72,42.48
2019-03-03,61,72.0,,0.72,43.92
2019-03-04,52,72.0,,0.72,37.44
2019-03-05,46,72.0,,0.72,33.12
2019-03-06,45,72.0,,0.72,32.4
2019-03-07,49,72.0,,0.72,35.28
2019-03-08,49,72.0,,0.72,35.28
2019-03-09,63,72.0,,0.72,45.36
2019-03-10,58,72.0,,0.72,41.76
2019-03-11,43,72.0,,0.72,30.959999999999997
2019-03-12,44,72.0,,0.72,31.68
2019-03-13,53,72.0,,0.72,38.16
2019-03-14,100,72.0,,0.72,72.0
2019-03-15,65,72.0,,0.72,46.8
2019-03-16,56,72.0,,0.72,40.32
2019-03-17,60,72.0,,0.72,43.199999999999996
2019-03-18,45,72.0,,0.72,32.4
2019-03-19,48,72.0,,0.72,34.56
2019-03-20,47,72.0,,0.72,33.839999999999996
2019-03-21,42,72.0,,0.72,30.24
2019-03-22,46,72.0,,0.72,33.12
2019-03-23,59,72.0,,0.72,42.48
2019-03-24,59,72.0,,0.72,42.48
2019-03-25,43,72.0,,0.72,30.959999999999997
2019-03-26,46,72.0,,0.72,33.12
2019-03-27,43,72.0,,0.72,30.959999999999997
2019-03-28,47,72.0,,0.72,33.839999999999996
2019-03-29,41,72.0,,0.72,29.52
2019-03-30,55,72.0,,0.72,39.6
2019-03-31,54,72.0,,0.72,38.879999999999995
2019-04-01,69,69.0,False,0.69,47.61
2019-04-02,76,69.0,,0.69,52.44
2019-04-03,77,69.0,,0.69,53.129999999999995
2019-04-04,67,69.0,,0.69,46.23
2019-04-05,84,69.0,,0.69,57.959999999999994
2019-04-06,99,69.0,,0.69,68.30999999999999
2019-04-07,88,69.0,,0.69,60.72
2019-04-08,77,69.0,,0.69,53.129999999999995
2019-04-09,70,69.0,,0.69,48.3
2019-04-10,85,69.0,,0.69,58.65
2019-04-11,85,69.0,,0.69,58.65
2019-04-12,82,69.0,,0.69,56.58
2019-04-13,94,69.0,,0.69,64.86
2019-04-14,93,69.0,,0.69,64.17
2019-04-15,71,69.0,,0.69,48.989999999999995
2019-04-16,64,69.0,,0.69,44.16
2019-04-17,73,69.0,,0.69,50.37
2019-04-18,83,69.0,,0.69,57.269999999999996
2019-04-19,85,69.0,,0.69,58.65
2019-04-20,93,69.0,,0.69,64.17
2019-04-21,95,69.0,,0.69,65.55
2019-04-22,74,69.0,,0.69,51.059999999999995
2019-04-23,74,69.0,,0.69,51.059999999999995
2019-04-24,73,69.0,,0.69,50.37
2019-04-25,74,69.0,,0.69,51.059999999999995
2019-04-26,80,69.0,,0.69,55.199999999999996
2019-04-27,100,69.0,,0.69,69.0
2019-04-28,88,69.0,,0.69,60.72
2019-04-29,71,69.0,,0.69,48.989999999999995
2019-04-30,74,69.0,,0.69,51.059999999999995
2019-05-01,43,75.0,False,0.75,32.25
2019-05-02,41,75.0,,0.75,30.75
2019-05-03,40,75.0,,0.75,30.0
2019-05-04,51,75.0,,0.75,38.25
2019-05-05,57,75.0,,0.75,42.75
2019-05-06,44,75.0,,0.75,33.0
2019-05-07,42,75.0,,0.75,31.5
2019-05-08,39,75.0,,0.75,29.25
2019-05-09,44,75.0,,0.75,33.0
2019-05-10,50,75.0,,0.75,37.5
2019-05-11,59,75.0,,0.75,44.25
2019-05-12,100,75.0,,0.75,75.0
2019-05-13,47,75.0,,0.75,35.25
2019-05-14,43,75.0,,0.75,32.25
2019-05-15,44,75.0,,0.75,33.0
2019-05-16,44,75.0,,0.75,33.0
2019-05-17,45,75.0,,0.75,33.75
2019-05-18,60,75.0,,0.75,45.0
2019-05-19,55,75.0,,0.75,41.25
2019-05-20,39,75.0,,0.75,29.25
2019-05-21,44,75.0,,0.75,33.0
2019-05-22,46,75.0,,0.75,34.5
2019-05-23,40,75.0,,0.75,30.0
2019-05-24,49,75.0,,0.75,36.75
2019-05-25,56,75.0,,0.75,42.0
2019-05-26,60,75.0,,0.75,45.0
2019-05-27,59,75.0,,0.75,44.25
2019-05-28,43,75.0,,0.75,32.25
2019-05-29,42,75.0,,0.75,31.5
2019-05-30,41,75.0,,0.75,30.75
2019-05-31,42,75.0,,0.75,31.5
2019-06-01,76,76.0,False,0.76,57.76
2019-06-02,83,76.0,,0.76,63.08
2019-06-03,59,76.0,,0.76,44.84
2019-06-04,61,76.0,,0.76,46.36
2019-06-05,66,76.0,,0.76,50.160000000000004
2019-06-06,63,76.0,,0.76,47.88
2019-06-07,63,76.0,,0.76,47.88
2019-06-08,75,76.0,,0.76,57.0
2019-06-09,82,76.0,,0.76,62.32
2019-06-10,61,76.0,,0.76,46.36
2019-06-11,61,76.0,,0.76,46.36
2019-06-12,63,76.0,,0.76,47.88
2019-06-13,69,76.0,,0.76,52.44
2019-06-14,61,76.0,,0.76,46.36
2019-06-15,80,76.0,,0.76,60.8
2019-06-16,83,76.0,,0.76,63.08
2019-06-17,64,76.0,,0.76,48.64
2019-06-18,59,76.0,,0.76,44.84
2019-06-19,61,76.0,,0.76,46.36
2019-06-20,67,76.0,,0.76,50.92
2019-06-21,65,76.0,,0.76,49.4
2019-06-22,80,76.0,,0.76,60.8
2019-06-23,72,76.0,,0.76,54.72
2019-06-24,67,76.0,,0.76,50.92
2019-06-25,64,76.0,,0.76,48.64
2019-06-26,100,76.0,,0.76,76.0
2019-06-27,70,76.0,,0.76,53.2
2019-06-28,72,76.0,,0.76,54.72
2019-06-29,78,76.0,,0.76,59.28
2019-06-30,79,76.0,,0.76,60.04
2019-07-01,68,77.0,False,0.77,52.36
2019-07-02,69,77.0,,0.77,53.13
2019-07-03,88,77.0,,0.77,67.76
2019-07-04,100,77.0,,0.77,77.0
2019-07-05,75,77.0,,0.77,57.75
2019-07-06,87,77.0,,0.77,66.99
2019-07-07,85,77.0,,0.77,65.45
2019-07-08,73,77.0,,0.77,56.21
2019-07-09,73,77.0,,0.77,56.21
2019-07-10,71,77.0,,0.77,54.67
2019-07-11,73,77.0,,0.77,56.21
2019-07-12,78,77.0,,0.77,60.06
2019-07-13,93,77.0,,0.77,71.61
2019-07-14,89,77.0,,0.77,68.53
2019-07-15,70,77.0,,0.77,53.9
2019-07-16,67,77.0,,0.77,51.59
2019-07-17,72,77.0,,0.77,55.44
2019-07-18,64,77.0,,0.77,49.28
2019-07-19,76,77.0,,0.77,58.52
2019-07-20,84,77.0,,0.77,64.68
2019-07-21,89,77.0,,0.77,68.53
2019-07-22,70,77.0,,0.77,53.9
2019-07-23,65,77.0,,0.77,50.050000000000004
2019-07-24,71,77.0,,0.77,54.67
2019-07-25,72,77.0,,0.77,55.44
2019-07-26,83,77.0,,0.77,63.910000000000004
2019-07-27,97,77.0,,0.77,74.69
2019-07-28,96,77.0,,0.77,73.92
2019-07-29,82,77.0,,0.77,63.14
2019-07-30,80,77.0,,0.77,61.6
2019-07-31,78,77.0,,0.77,60.06
2019-08-01,56,80.0,False,0.8,44.800000000000004
2019-08-02,52,80.0,,0.8,41.6
2019-08-03,60,80.0,,0.8,48.0
2019-08-04,62,80.0,,0.8,49.6
2019-08-05,57,80.0,,0.8,45.6
2019-08-06,53,80.0,,0.8,42.400000000000006
2019-08-07,53,80.0,,0.8,42.400000000000006
2019-08-08,53,80.0,,0.8,42.400000000000006
2019-08-09,52,80.0,,0.8,41.6
2019-08-10,59,80.0,,0.8,47.2
2019-08-11,66,80.0,,0.8,52.800000000000004
2019-08-12,50,80.0,,0.8,40.0
2019-08-13,51,80.0,,0.8,40.800000000000004
2019-08-14,55,80.0,,0.8,44.0
2019-08-15,51,80.0,,0.8,40.800000000000004
2019-08-16,55,80.0,,0.8,44.0
2019-08-17,69,80.0,,0.8,55.2
2019-08-18,70,80.0,,0.8,56.0
2019-08-19,49,80.0,,0.8,39.2
2019-08-20,51,80.0,,0.8,40.800000000000004
2019-08-21,53,80.0,,0.8,42.400000000000006
2019-08-22,51,80.0,,0.8,40.800000000000004
2019-08-23,52,80.0,,0.8,41.6
2019-08-24,63,80.0,,0.8,50.400000000000006
2019-08-25,57,80.0,,0.8,45.6
2019-08-26,48,80.0,,0.8,38.400000000000006
2019-08-27,45,80.0,,0.8,36.0
2019-08-28,80,80.0,,0.8,64.0
