date,LIFE_unscaled,LIFE_monthly,isPartial,scale,LIFE
2018-01-03,90,89.0,,0.89,80.1
2018-01-04,87,89.0,,0.89,77.43
2018-01-05,91,89.0,,0.89,80.99
2018-01-06,85,89.0,,0.89,75.65
2018-01-07,89,89.0,,0.89,79.21000000000001
2018-01-08,91,89.0,,0.89,80.99
2018-01-09,92,89.0,,0.89,81.88
2018-01-10,97,89.0,,0.89,86.33
2018-01-11,92,89.0,,0.89,81.88
2018-01-12,90,89.0,,0.89,80.1
2018-01-13,83,89.0,,0.89,73.87
2018-01-14,82,89.0,,0.89,72.98
2018-01-15,88,89.0,,0.89,78.32000000000001
2018-01-16,92,89.0,,0.89,81.88
2018-01-17,92,89.0,,0.89,81.88
2018-01-18,97,89.0,,0.89,86.33
2018-01-19,100,89.0,,0.89,89.0
2018-01-20,88,89.0,,0.89,78.32000000000001
2018-01-21,89,89.0,,0.89,79.21000000000001
2018-01-22,96,89.0,,0.89,85.44
2018-01-23,94,89.0,,0.89,83.66
2018-01-24,98,89.0,,0.89,87.22
2018-01-25,94,89.0,,0.89,83.66
2018-01-26,94,89.0,,0.89,83.66
2018-01-27,85,89.0,,0.89,75.65
2018-01-28,92,89.0,,0.89,81.88
2018-01-29,94,89.0,,0.89,83.66
2018-01-30,94,89.0,,0.89,83.66
2018-01-31,97,89.0,,0.89,86.33
2018-02-01,99,89.0,False,0.89,88.11
2018-02-02,97,89.0,,0.89,86.33
2018-02-03,83,89.0,,0.89,73.87
2018-02-04,89,89.0,,0.89,79.21000000000001
2018-02-05,91,89.0,,0.89,80.99
2018-02-06,100,89.0,,0.89,89.0
2018-02-07,97,89.0,,0.89,86.33
2018-02-08,97,89.0,,0.89,86.33
2018-02-09,92,89.0,,0.89,81.88
2018-02-10,80,89.0,,0.89,71.2
2018-02-11,90,89.0,,0.89,80.1
2018-02-12,100,89.0,,0.89,89.0
2018-02-13,94,89.0,,0.89,83.66
2018-02-14,92,89.0,,0.89,81.88
2018-02-15,94,89.0,,0.89,83.66
2018-02-16,88,89.0,,0.89,78.32000000000001
2018-02-17,81,89.0,,0.89,72.09
2018-02-18,88,89.0,,0.89,78.32000000000001
2018-02-19,88,89.0,,0.89,78.32000000000001
2018-02-20,91,89.0,,0.89,80.99
2018-02-21,99,89.0,,0.89,88.11
2018-02-22,97,89.0,,0.89,86.33
2018-02-23,95,89.0,,0.89,84.55
2018-02-24,81,89.0,,0.89,72.09
2018-02-25,92,89.0,,0.89,81.88
2018-02-26,93,89.0,,0.89,82.77
2018-02-27,99,89.0,,0.89,88.11
2018-02-28,100,89.0,,0.89,89.0
2018-03-01,100,89.0,False,0.89,89.0
2018-03-02,95,89.0,,0.89,84.55
2018-03-03,84,89.0,,0.89,74.76
2018-03-04,89,89.0,,0.89,79.21000000000001
2018-03-05,96,89.0,,0.89,85.44
2018-03-06,97,89.0,,0.89,86.33
2018-03-07,97,89.0,,0.89,86.33
2018-03-08,95,89.0,,0.89,84.55
2018-03-09,95,89.0,,0.89,84.55
2018-03-10,80,89.0,,0.89,71.2
2018-03-11,87,89.0,,0.89,77.43
2018-03-12,94,89.0,,0.89,83.66
2018-03-13,94,89.0,,0.89,83.66
2018-03-14,94,89.0,,0.89,83.66
2018-03-15,91,89.0,,0.89,80.99
2018-03-16,87,89.0,,0.89,77.43
2018-03-17,76,89.0,,0.89,67.64
2018-03-18,82,89.0,,0.89,72.98
2018-03-19,92,89.0,,0.89,81.88
2018-03-20,92,89.0,,0.89,81.88
2018-03-21,93,89.0,,0.89,82.77
2018-03-22,93,89.0,,0.89,82.77
2018-03-23,96,89.0,,0.89,85.44
2018-03-24,96,89.0,,0.89,85.44
2018-03-25,94,89.0,,0.89,83.66
2018-03-26,93,89.0,,0.89,82.77
2018-03-27,98,89.0,,0.89,87.22
2018-03-28,91,89.0,,0.89,80.99
2018-03-29,89,89.0,,0.89,79.21000000000001
2018-03-30,83,89.0,,0.89,73.87
2018-03-31,81,89.0,,0.89,72.09
2018-04-01,82,90.0,False,0.9,73.8
2018-04-02,85,90.0,,0.9,76.5
2018-04-03,90,90.0,,0.9,81.0
2018-04-04,89,90.0,,0.9,80.10000000000001
2018-04-05,93,90.0,,0.9,83.7
2018-04-06,87,90.0,,0.9,78.3
2018-04-07,79,90.0,,0.9,71.10000000000001
2018-04-08,87,90.0,,0.9,78.3
2018-04-09,96,90.0,,0.9,86.4
2018-04-10,97,90.0,,0.9,87.3
2018-04-11,90,90.0,,0.9,81.0
2018-04-12,90,90.0,,0.9,81.0
2018-04-13,89,90.0,,0.9,80.10000000000001
2018-04-14,77,90.0,,0.9,69.3
2018-04-15,85,90.0,,0.9,76.5
2018-04-16,92,90.0,,0.9,82.8
2018-04-17,95,90.0,,0.9,85.5
2018-04-18,93,90.0,,0.9,83.7
2018-04-19,92,90.0,,0.9,82.8
2018-04-20,88,90.0,,0.9,79.2
2018-04-21,78,90.0,,0.9,70.2
2018-04-22,89,90.0,,0.9,80.10000000000001
2018-04-23,96,90.0,,0.9,86.4
2018-04-24,100,90.0,,0.9,90.0
2018-04-25,97,90.0,,0.9,87.3
2018-04-26,94,90.0,,0.9,84.60000000000001
2018-04-27,89,90.0,,0.9,80.10000000000001
2018-04-28,78,90.0,,0.9,70.2
2018-04-29,82,90.0,,0.9,73.8
2018-04-30,92,90.0,,0.9,82.8
2018-05-01,93,93.0,False,0.93,86.49000000000001
2018-05-02,95,93.0,,0.93,88.35000000000001
2018-05-03,93,93.0,,0.93,86.49000000000001
2018-05-04,93,93.0,,0.93,86.49000000000001
2018-05-05,80,93.0,,0.93,74.4
2018-05-06,86,93.0,,0.93,79.98
2018-05-07,96,93.0,,0.93,89.28
2018-05-08,96,93.0,,0.93,89.28
2018-05-09,95,93.0,,0.93,88.35000000000001
2018-05-10,97,93.0,,0.93,90.21000000000001
2018-05-11,98,93.0,,0.93,91.14
2018-05-12,87,93.0,,0.93,80.91000000000001
2018-05-13,93,93.0,,0.93,86.49000000000001
2018-05-14,98,93.0,,0.93,91.14
2018-05-15,96,93.0,,0.93,89.28
2018-05-16,91,93.0,,0.93,84.63000000000001
2018-05-17,97,93.0,,0.93,90.21000000000001
2018-05-18,100,93.0,,0.93,93.0
2018-05-19,90,93.0,,0.93,83.7
2018-05-20,98,93.0,,0.93,91.14
2018-05-21,94,93.0,,0.93,87.42
2018-05-22,99,93.0,,0.93,92.07000000000001
2018-05-23,96,93.0,,0.93,89.28
2018-05-24,95,93.0,,0.93,88.35000000000001
2018-05-25,94,93.0,,0.93,87.42
2018-05-26,86,93.0,,0.93,79.98
2018-05-27,95,93.0,,0.93,88.35000000000001
2018-05-28,89,93.0,,0.93,82.77000000000001
2018-05-29,95,93.0,,0.93,88.35000000000001
2018-05-30,94,93.0,,0.93,87.42
2018-05-31,91,93.0,,0.93,84.63000000000001
2018-06-01,96,79.0,False,0.79,75.84
2018-06-02,95,79.0,,0.79,75.05
2018-06-03,99,79.0,,0.79,78.21000000000001
2018-06-04,96,79.0,,0.79,75.84
2018-06-05,100,79.0,,0.79,79.0
2018-06-06,96,79.0,,0.79,75.84
2018-06-07,97,79.0,,0.79,76.63000000000001
2018-06-08,98,79.0,,0.79,77.42
2018-06-09,94,79.0,,0.79,74.26
2018-06-10,95,79.0,,0.79,75.05
2018-06-11,97,79.0,,0.79,76.63000000000001
2018-06-12,92,79.0,,0.79,72.68
2018-06-13,95,79.0,,0.79,75.05
2018-06-14,87,79.0,,0.79,68.73
2018-06-15,88,79.0,,0.79,69.52000000000001
2018-06-16,82,79.0,,0.79,64.78
2018-06-17,88,79.0,,0.79,69.52000000000001
2018-06-18,91,79.0,,0.79,71.89
2018-06-19,87,79.0,,0.79,68.73
2018-06-20,90,79.0,,0.79,71.10000000000001
2018-06-21,89,79.0,,0.79,70.31
2018-06-22,86,79.0,,0.79,67.94
2018-06-23,85,79.0,,0.79,67.15
2018-06-24,90,79.0,,0.79,71.10000000000001
2018-06-25,89,79.0,,0.79,70.31
2018-06-26,91,79.0,,0.79,71.89
2018-06-27,86,79.0,,0.79,67.94
2018-06-28,89,79.0,,0.79,70.31
2018-06-29,86,79.0,,0.79,67.94
2018-06-30,83,79.0,,0.79,65.57000000000001
2018-07-01,96,78.0,False,0.78,74.88
2018-07-02,93,78.0,,0.78,72.54
2018-07-03,91,78.0,,0.78,70.98
2018-07-04,86,78.0,,0.78,67.08
2018-07-05,94,78.0,,0.78,73.32000000000001
2018-07-06,94,78.0,,0.78,73.32000000000001
2018-07-07,95,78.0,,0.78,74.10000000000001
2018-07-08,98,78.0,,0.78,76.44
2018-07-09,98,78.0,,0.78,76.44
2018-07-10,99,78.0,,0.78,77.22
2018-07-11,96,78.0,,0.78,74.88
2018-07-12,96,78.0,,0.78,74.88
2018-07-13,93,78.0,,0.78,72.54
2018-07-14,91,78.0,,0.78,70.98
2018-07-15,98,78.0,,0.78,76.44
2018-07-16,97,78.0,,0.78,75.66
2018-07-17,93,78.0,,0.78,72.54
2018-07-18,95,78.0,,0.78,74.10000000000001
2018-07-19,95,78.0,,0.78,74.10000000000001
2018-07-20,93,78.0,,0.78,72.54
2018-07-21,90,78.0,,0.78,70.2
2018-07-22,97,78.0,,0.78,75.66
2018-07-23,100,78.0,,0.78,78.0
2018-07-24,98,78.0,,0.78,76.44
2018-07-25,94,78.0,,0.78,73.32000000000001
2018-07-26,94,78.0,,0.78,73.32000000000001
2018-07-27,94,78.0,,0.78,73.32000000000001
2018-07-28,91,78.0,,0.78,70.98
2018-07-29,98,78.0,,0.78,76.44
2018-07-30,95,78.0,,0.78,74.10000000000001
2018-07-31,95,78.0,,0.78,74.10000000000001
2018-08-01,92,83.0,False,0.83,76.36
2018-08-02,91,83.0,,0.83,75.53
2018-08-03,90,83.0,,0.83,74.7
2018-08-04,90,83.0,,0.83,74.7
2018-08-05,94,83.0,,0.83,78.02
2018-08-06,99,83.0,,0.83,82.17
2018-08-07,98,83.0,,0.83,81.33999999999999
2018-08-08,95,83.0,,0.83,78.85
2018-08-09,95,83.0,,0.83,78.85
2018-08-10,92,83.0,,0.83,76.36
2018-08-11,89,83.0,,0.83,73.86999999999999
2018-08-12,98,83.0,,0.83,81.33999999999999
2018-08-13,95,83.0,,0.83,78.85
2018-08-14,95,83.0,,0.83,78.85
2018-08-15,94,83.0,,0.83,78.02
2018-08-16,92,83.0,,0.83,76.36
2018-08-17,91,83.0,,0.83,75.53
2018-08-18,88,83.0,,0.83,73.03999999999999
2018-08-19,96,83.0,,0.83,79.67999999999999
2018-08-20,99,83.0,,0.83,82.17
2018-08-21,91,83.0,,0.83,75.53
2018-08-22,94,83.0,,0.83,78.02
2018-08-23,94,83.0,,0.83,78.02
2018-08-24,93,83.0,,0.83,77.19
2018-08-25,88,83.0,,0.83,73.03999999999999
2018-08-26,99,83.0,,0.83,82.17
2018-08-27,97,83.0,,0.83,80.50999999999999
2018-08-28,99,83.0,,0.83,82.17
2018-08-29,100,83.0,,0.83,83.0
2018-08-30,94,83.0,,0.83,78.02
2018-08-31,92,83.0,,0.83,76.36
2018-09-01,74,86.0,False,0.86,63.64
2018-09-02,79,86.0,,0.86,67.94
2018-09-03,84,86.0,,0.86,72.24
2018-09-04,89,86.0,,0.86,76.53999999999999
2018-09-05,88,86.0,,0.86,75.67999999999999
2018-09-06,88,86.0,,0.86,75.67999999999999
2018-09-07,84,86.0,,0.86,72.24
2018-09-08,75,86.0,,0.86,64.5
2018-09-09,80,86.0,,0.86,68.8
2018-09-10,86,86.0,,0.86,73.96
2018-09-11,87,86.0,,0.86,74.82
2018-09-12,88,86.0,,0.86,75.67999999999999
2018-09-13,88,86.0,,0.86,75.67999999999999
2018-09-14,82,86.0,,0.86,70.52
2018-09-15,77,86.0,,0.86,66.22
2018-09-16,82,86.0,,0.86,70.52
2018-09-17,89,86.0,,0.86,76.53999999999999
2018-09-18,92,86.0,,0.86,79.12
2018-09-19,97,86.0,,0.86,83.42
2018-09-20,99,86.0,,0.86,85.14
2018-09-21,98,86.0,,0.86,84.28
2018-09-22,95,86.0,,0.86,81.7
2018-09-23,92,86.0,,0.86,79.12
2018-09-24,95,86.0,,0.86,81.7
2018-09-25,100,86.0,,0.86,86.0
2018-09-26,96,86.0,,0.86,82.56
2018-09-27,91,86.0,,0.86,78.26
2018-09-28,88,86.0,,0.86,75.67999999999999
2018-09-29,82,86.0,,0.86,70.52
2018-09-30,86,86.0,,0.86,73.96
2018-10-01,93,85.0,False,0.85,79.05
2018-10-02,100,85.0,,0.85,85.0
2018-10-03,91,85.0,,0.85,77.35
2018-10-04,92,85.0,,0.85,78.2
2018-10-05,89,85.0,,0.85,75.64999999999999
2018-10-06,76,85.0,,0.85,64.6
2018-10-07,81,85.0,,0.85,68.85
2018-10-08,91,85.0,,0.85,77.35
2018-10-09,93,85.0,,0.85,79.05
2018-10-10,91,85.0,,0.85,77.35
2018-10-11,93,85.0,,0.85,79.05
2018-10-12,88,85.0,,0.85,74.8
2018-10-13,75,85.0,,0.85,63.75
2018-10-14,79,85.0,,0.85,67.14999999999999
2018-10-15,88,85.0,,0.85,74.8
2018-10-16,93,85.0,,0.85,79.05
2018-10-17,91,85.0,,0.85,77.35
2018-10-18,87,85.0,,0.85,73.95
2018-10-19,88,85.0,,0.85,74.8
2018-10-20,73,85.0,,0.85,62.05
2018-10-21,81,85.0,,0.85,68.85
2018-10-22,88,85.0,,0.85,74.8
2018-10-23,93,85.0,,0.85,79.05
2018-10-24,91,85.0,,0.85,77.35
2018-10-25,93,85.0,,0.85,79.05
2018-10-26,89,85.0,,0.85,75.64999999999999
2018-10-27,93,85.0,,0.85,79.05
2018-10-28,90,85.0,,0.85,76.5
2018-10-29,96,85.0,,0.85,81.6
2018-10-30,95,85.0,,0.85,80.75
2018-10-31,93,85.0,,0.85,79.05
2018-11-01,90,85.0,False,0.85,76.5
2018-11-02,90,85.0,,0.85,76.5
2018-11-03,78,85.0,,0.85,66.3
2018-11-04,86,85.0,,0.85,73.1
2018-11-05,93,85.0,,0.85,79.05
2018-11-06,92,85.0,,0.85,78.2
2018-11-07,83,85.0,,0.85,70.55
2018-11-08,94,85.0,,0.85,79.89999999999999
2018-11-09,89,85.0,,0.85,75.64999999999999
2018-11-10,75,85.0,,0.85,63.75
2018-11-11,82,85.0,,0.85,69.7
2018-11-12,89,85.0,,0.85,75.64999999999999
2018-11-13,92,85.0,,0.85,78.2
2018-11-14,94,85.0,,0.85,79.89999999999999
2018-11-15,87,85.0,,0.85,73.95
2018-11-16,86,85.0,,0.85,73.1
2018-11-17,77,85.0,,0.85,65.45
2018-11-18,81,85.0,,0.85,68.85
2018-11-19,87,85.0,,0.85,73.95
2018-11-20,88,85.0,,0.85,74.8
2018-11-21,76,85.0,,0.85,64.6
2018-11-22,67,85.0,,0.85,56.949999999999996
2018-11-23,71,85.0,,0.85,60.35
2018-11-24,74,85.0,,0.85,62.9
2018-11-25,88,85.0,,0.85,74.8
2018-11-26,88,85.0,,0.85,74.8
2018-11-27,94,85.0,,0.85,79.89999999999999
2018-11-28,94,85.0,,0.85,79.89999999999999
2018-11-29,100,85.0,,0.85,85.0
2018-11-30,93,85.0,,0.85,79.05
2018-12-01,77,84.0,False,0.84,64.67999999999999
2018-12-02,81,84.0,,0.84,68.03999999999999
2018-12-03,98,84.0,,0.84,82.32
2018-12-04,100,84.0,,0.84,84.0
2018-12-05,91,84.0,,0.84,76.44
2018-12-06,92,84.0,,0.84,77.28
2018-12-07,89,84.0,,0.84,74.75999999999999
2018-12-08,77,84.0,,0.84,64.67999999999999
2018-12-09,83,84.0,,0.84,69.72
2018-12-10,92,84.0,,0.84,77.28
2018-12-11,92,84.0,,0.84,77.28
2018-12-12,87,84.0,,0.84,73.08
2018-12-13,90,84.0,,0.84,75.6
2018-12-14,86,84.0,,0.84,72.24
2018-12-15,81,84.0,,0.84,68.03999999999999
2018-12-16,82,84.0,,0.84,68.88
2018-12-17,90,84.0,,0.84,75.6
2018-12-18,86,84.0,,0.84,72.24
2018-12-19,87,84.0,,0.84,73.08
2018-12-20,83,84.0,,0.84,69.72
2018-12-21,76,84.0,,0.84,63.839999999999996
2018-12-22,73,84.0,,0.84,61.32
2018-12-23,76,84.0,,0.84,63.839999999999996
2018-12-24,77,84.0,,0.84,64.67999999999999
2018-12-25,92,84.0,,0.84,77.28
2018-12-26,79,84.0,,0.84,66.36
2018-12-27,77,84.0,,0.84,64.67999999999999
2018-12-28,76,84.0,,0.84,63.839999999999996
2018-12-29,77,84.0,,0.84,64.67999999999999
2018-12-30,82,84.0,,0.84,68.88
2018-12-31,81,84.0,,0.84,68.03999999999999
2019-01-01,85,88.0,False,0.88,74.8
2019-01-02,92,88.0,,0.88,80.96
2019-01-03,91,88.0,,0.88,80.08
2019-01-04,88,88.0,,0.88,77.44
2019-01-05,82,88.0,,0.88,72.16
2019-01-06,87,88.0,,0.88,76.56
2019-01-07,89,88.0,,0.88,78.32000000000001
2019-01-08,91,88.0,,0.88,80.08
2019-01-09,94,88.0,,0.88,82.72
2019-01-10,97,88.0,,0.88,85.36
2019-01-11,90,88.0,,0.88,79.2
2019-01-12,84,88.0,,0.88,73.92
2019-01-13,87,88.0,,0.88,76.56
2019-01-14,92,88.0,,0.88,80.96
2019-01-15,96,88.0,,0.88,84.48
2019-01-16,99,88.0,,0.88,87.12
2019-01-17,99,88.0,,0.88,87.12
2019-01-18,94,88.0,,0.88,82.72
2019-01-19,88,88.0,,0.88,77.44
2019-01-20,87,88.0,,0.88,76.56
2019-01-21,86,88.0,,0.88,75.68
2019-01-22,95,88.0,,0.88,83.6
2019-01-23,97,88.0,,0.88,85.36
2019-01-24,100,88.0,,0.88,88.0
2019-01-25,95,88.0,,0.88,83.6
2019-01-26,84,88.0,,0.88,73.92
2019-01-27,94,88.0,,0.88,82.72
2019-01-28,93,88.0,,0.88,81.84
2019-01-29,91,88.0,,0.88,80.08
2019-01-30,91,88.0,,0.88,80.08
2019-01-31,94,88.0,,0.88,82.72
2019-02-01,91,87.0,False,0.87,79.17
2019-02-02,85,87.0,,0.87,73.95
2019-02-03,86,87.0,,0.87,74.82
2019-02-04,90,87.0,,0.87,78.3
2019-02-05,100,87.0,,0.87,87.0
2019-02-06,96,87.0,,0.87,83.52
2019-02-07,98,87.0,,0.87,85.26
2019-02-08,97,87.0,,0.87,84.39
2019-02-09,85,87.0,,0.87,73.95
2019-02-10,88,87.0,,0.87,76.56
2019-02-11,95,87.0,,0.87,82.65
2019-02-12,97,87.0,,0.87,84.39
2019-02-13,98,87.0,,0.87,85.26
2019-02-14,93,87.0,,0.87,80.91
2019-02-15,90,87.0,,0.87,78.3
2019-02-16,84,87.0,,0.87,73.08
2019-02-17,90,87.0,,0.87,78.3
2019-02-18,89,87.0,,0.87,77.42999999999999
2019-02-19,98,87.0,,0.87,85.26
2019-02-20,100,87.0,,0.87,87.0
2019-02-21,97,87.0,,0.87,84.39
2019-02-22,93,87.0,,0.87,80.91
2019-02-23,85,87.0,,0.87,73.95
2019-02-24,91,87.0,,0.87,79.17
2019-02-25,93,87.0,,0.87,80.91
2019-02-26,99,87.0,,0.87,86.13
2019-02-27,96,87.0,,0.87,83.52
2019-02-28,95,87.0,,0.87,82.65
2019-03-01,92,86.0,False,0.86,79.12
2019-03-02,79,86.0,,0.86,67.94
2019-03-03,88,86.0,,0.86,75.67999999999999
2019-03-04,96,86.0,,0.86,82.56
2019-03-05,97,86.0,,0.86,83.42
2019-03-06,96,86.0,,0.86,82.56
2019-03-07,97,86.0,,0.86,83.42
2019-03-08,95,86.0,,0.86,81.7
2019-03-09,81,86.0,,0.86,69.66
2019-03-10,87,86.0,,0.86,74.82
2019-03-11,96,86.0,,0.86,82.56
2019-03-12,97,86.0,,0.86,83.42
2019-03-13,97,86.0,,0.86,83.42
2019-03-14,95,86.0,,0.86,81.7
2019-03-15,90,86.0,,0.86,77.4
2019-03-16,81,86.0,,0.86,69.66
2019-03-17,87,86.0,,0.86,74.82
2019-03-18,96,86.0,,0.86,82.56
2019-03-19,97,86.0,,0.86,83.42
2019-03-20,95,86.0,,0.86,81.7
2019-03-21,98,86.0,,0.86,84.28
2019-03-22,95,86.0,,0.86,81.7
2019-03-23,82,86.0,,0.86,70.52
2019-03-24,92,86.0,,0.86,79.12
2019-03-25,96,86.0,,0.86,82.56
2019-03-26,97,86.0,,0.86,83.42
2019-03-27,100,86.0,,0.86,86.0
2019-03-28,100,86.0,,0.86,86.0
2019-03-29,94,86.0,,0.86,80.84
2019-03-30,87,86.0,,0.86,74.82
2019-03-31,90,86.0,,0.86,77.4
2019-04-01,94,87.0,False,0.87,81.78
2019-04-02,94,87.0,,0.87,81.78
2019-04-03,98,87.0,,0.87,85.26
2019-04-04,95,87.0,,0.87,82.65
2019-04-05,97,87.0,,0.87,84.39
2019-04-06,80,87.0,,0.87,69.6
2019-04-07,89,87.0,,0.87,77.42999999999999
2019-04-08,93,87.0,,0.87,80.91
2019-04-09,94,87.0,,0.87,81.78
2019-04-10,95,87.0,,0.87,82.65
2019-04-11,99,87.0,,0.87,86.13
2019-04-12,93,87.0,,0.87,80.91
2019-04-13,81,87.0,,0.87,70.47
2019-04-14,88,87.0,,0.87,76.56
2019-04-15,89,87.0,,0.87,77.42999999999999
2019-04-16,93,87.0,,0.87,80.91
2019-04-17,92,87.0,,0.87,80.04
2019-04-18,92,87.0,,0.87,80.04
2019-04-19,92,87.0,,0.87,80.04
2019-04-20,85,87.0,,0.87,73.95
2019-04-21,88,87.0,,0.87,76.56
2019-04-22,92,87.0,,0.87,80.04
2019-04-23,100,87.0,,0.87,87.0
2019-04-24,96,87.0,,0.87,83.52
2019-04-25,96,87.0,,0.87,83.52
2019-04-26,93,87.0,,0.87,80.91
2019-04-27,79,87.0,,0.87,68.73
2019-04-28,85,87.0,,0.87,73.95
2019-04-29,95,87.0,,0.87,82.65
2019-04-30,99,87.0,,0.87,86.13
2019-05-01,99,87.0,False,0.87,86.13
2019-05-02,96,87.0,,0.87,83.52
2019-05-03,97,87.0,,0.87,84.39
2019-05-04,79,87.0,,0.87,68.73
2019-05-05,88,87.0,,0.87,76.56
2019-05-06,93,87.0,,0.87,80.91
2019-05-07,92,87.0,,0.87,80.04
2019-05-08,96,87.0,,0.87,83.52
2019-05-09,99,87.0,,0.87,86.13
2019-05-10,95,87.0,,0.87,82.65
2019-05-11,80,87.0,,0.87,69.6
2019-05-12,86,87.0,,0.87,74.82
2019-05-13,97,87.0,,0.87,84.39
2019-05-14,96,87.0,,0.87,83.52
2019-05-15,97,87.0,,0.87,84.39
2019-05-16,99,87.0,,0.87,86.13
2019-05-17,100,87.0,,0.87,87.0
2019-05-18,83,87.0,,0.87,72.21
2019-05-19,91,87.0,,0.87,79.17
2019-05-20,94,87.0,,0.87,81.78
2019-05-21,98,87.0,,0.87,85.26
2019-05-22,95,87.0,,0.87,82.65
2019-05-23,94,87.0,,0.87,81.78
2019-05-24,95,87.0,,0.87,82.65
2019-05-25,81,87.0,,0.87,70.47
2019-05-26,84,87.0,,0.87,73.08
2019-05-27,82,87.0,,0.87,71.34
2019-05-28,94,87.0,,0.87,81.78
2019-05-29,92,87.0,,0.87,80.04
2019-05-30,90,87.0,,0.87,78.3
2019-05-31,88,87.0,,0.87,76.56
2019-06-01,84,87.0,False,0.87,73.08
2019-06-02,90,87.0,,0.87,78.3
2019-06-03,86,87.0,,0.87,74.82
2019-06-04,89,87.0,,0.87,77.42999999999999
2019-06-05,93,87.0,,0.87,80.91
2019-06-06,92,87.0,,0.87,80.04
2019-06-07,100,87.0,,0.87,87.0
2019-06-08,99,87.0,,0.87,86.13
2019-06-09,98,87.0,,0.87,85.26
2019-06-10,92,87.0,,0.87,80.04
2019-06-11,91,87.0,,0.87,79.17
2019-06-12,90,87.0,,0.87,78.3
2019-06-13,91,87.0,,0.87,79.17
2019-06-14,84,87.0,,0.87,73.08
2019-06-15,87,87.0,,0.87,75.69
2019-06-16,92,87.0,,0.87,80.04
2019-06-17,86,87.0,,0.87,74.82
2019-06-18,85,87.0,,0.87,73.95
2019-06-19,88,87.0,,0.87,76.56
2019-06-20,89,87.0,,0.87,77.42999999999999
2019-06-21,86,87.0,,0.87,74.82
2019-06-22,82,87.0,,0.87,71.34
2019-06-23,89,87.0,,0.87,77.42999999999999
2019-06-24,85,87.0,,0.87,73.95
2019-06-25,85,87.0,,0.87,73.95
2019-06-26,83,87.0,,0.87,72.21
2019-06-27,81,87.0,,0.87,70.47
2019-06-28,86,87.0,,0.87,74.82
2019-06-29,81,87.0,,0.87,70.47
2019-06-30,86,87.0,,0.87,74.82
2019-07-01,82,82.0,False,0.82,67.24
2019-07-02,83,82.0,,0.82,68.06
2019-07-03,78,82.0,,0.82,63.959999999999994
2019-07-04,76,82.0,,0.82,62.31999999999999
2019-07-05,79,82.0,,0.82,64.78
2019-07-06,79,82.0,,0.82,64.78
2019-07-07,83,82.0,,0.82,68.06
2019-07-08,86,82.0,,0.82,70.52
2019-07-09,84,82.0,,0.82,68.88
2019-07-10,85,82.0,,0.82,69.7
2019-07-11,83,82.0,,0.82,68.06
2019-07-12,85,82.0,,0.82,69.7
2019-07-13,88,82.0,,0.82,72.16
2019-07-14,91,82.0,,0.82,74.61999999999999
2019-07-15,88,82.0,,0.82,72.16
2019-07-16,86,82.0,,0.82,70.52
2019-07-17,91,82.0,,0.82,74.61999999999999
2019-07-18,84,82.0,,0.82,68.88
2019-07-19,85,82.0,,0.82,69.7
2019-07-20,83,82.0,,0.82,68.06
2019-07-21,85,82.0,,0.82,69.7
2019-07-22,87,82.0,,0.82,71.33999999999999
2019-07-23,88,82.0,,0.82,72.16
2019-07-24,86,82.0,,0.82,70.52
2019-07-25,87,82.0,,0.82,71.33999999999999
2019-07-26,93,82.0,,0.82,76.25999999999999
2019-07-27,96,82.0,,0.82,78.72
2019-07-28,100,82.0,,0.82,82.0
2019-07-29,93,82.0,,0.82,76.25999999999999
2019-07-30,94,82.0,,0.82,77.08
2019-07-31,90,82.0,,0.82,73.8
2019-08-01,97,79.0,False,0.79,76.63000000000001
2019-08-02,95,79.0,,0.79,75.05
2019-08-03,93,79.0,,0.79,73.47
2019-08-04,97,79.0,,0.79,76.63000000000001
2019-08-05,93,79.0,,0.79,73.47
2019-08-06,98,79.0,,0.79,77.42
2019-08-07,94,79.0,,0.79,74.26
2019-08-08,93,79.0,,0.79,73.47
2019-08-09,93,79.0,,0.79,73.47
2019-08-10,97,79.0,,0.79,76.63000000000001
2019-08-11,100,79.0,,0.79,79.0
2019-08-12,100,79.0,,0.79,79.0
2019-08-13,96,79.0,,0.79,75.84
2019-08-14,95,79.0,,0.79,75.05
2019-08-15,92,79.0,,0.79,72.68
2019-08-16,92,79.0,,0.79,72.68
2019-08-17,92,79.0,,0.79,72.68
2019-08-18,96,79.0,,0.79,75.84
2019-08-19,95,79.0,,0.79,75.05
2019-08-20,95,79.0,,0.79,75.05
2019-08-21,93,79.0,,0.79,73.47
2019-08-22,95,79.0,,0.79,75.05
2019-08-23,92,79.0,,0.79,72.68
2019-08-24,89,79.0,,0.79,70.31
2019-08-25,97,79.0,,0.79,76.63000000000001
2019-08-26,98,79.0,,0.79,77.42
2019-08-27,95,79.0,,0.79,75.05
2019-08-28,98,79.0,,0.79,77.42
2019-08-29,94,79.0,,0.79,74.26
2019-08-30,91,79.0,,0.79,71.89
2019-08-31,86,79.0,,0.79,67.94
2019-09-01,85,83.0,False,0.83,70.55
2019-09-02,87,83.0,,0.83,72.21
2019-09-03,93,83.0,,0.83,77.19
2019-09-04,93,83.0,,0.83,77.19
2019-09-05,89,83.0,,0.83,73.86999999999999
2019-09-06,88,83.0,,0.83,73.03999999999999
2019-09-07,81,83.0,,0.83,67.22999999999999
2019-09-08,87,83.0,,0.83,72.21
