date,RE_unscaled,RE_monthly,isPartial,scale,RE
2018-01-02,81,77.0,,0.77,62.370000000000005
2018-01-03,86,77.0,,0.77,66.22
2018-01-04,88,77.0,,0.77,67.76
2018-01-05,91,77.0,,0.77,70.07000000000001
2018-01-06,85,77.0,,0.77,65.45
2018-01-07,80,77.0,,0.77,61.6
2018-01-08,85,77.0,,0.77,65.45
2018-01-09,92,77.0,,0.77,70.84
2018-01-10,100,77.0,,0.77,77.0
2018-01-11,99,77.0,,0.77,76.23
2018-01-12,80,77.0,,0.77,61.6
2018-01-13,83,77.0,,0.77,63.910000000000004
2018-01-14,79,77.0,,0.77,60.83
2018-01-15,84,77.0,,0.77,64.68
2018-01-16,91,77.0,,0.77,70.07000000000001
2018-01-17,81,77.0,,0.77,62.370000000000005
2018-01-18,81,77.0,,0.77,62.370000000000005
2018-01-19,93,77.0,,0.77,71.61
2018-01-20,79,77.0,,0.77,60.83
2018-01-21,79,77.0,,0.77,60.83
2018-01-22,90,77.0,,0.77,69.3
2018-01-23,96,77.0,,0.77,73.92
2018-01-24,94,77.0,,0.77,72.38
2018-01-25,85,77.0,,0.77,65.45
2018-01-26,83,77.0,,0.77,63.910000000000004
2018-01-27,83,77.0,,0.77,63.910000000000004
2018-01-28,90,77.0,,0.77,69.3
2018-01-29,82,77.0,,0.77,63.14
2018-01-30,98,77.0,,0.77,75.46000000000001
2018-01-31,91,77.0,,0.77,70.07000000000001
2018-02-01,94,75.0,False,0.75,70.5
2018-02-02,92,75.0,,0.75,69.0
2018-02-03,89,75.0,,0.75,66.75
2018-02-04,89,75.0,,0.75,66.75
2018-02-05,85,75.0,,0.75,63.75
2018-02-06,95,75.0,,0.75,71.25
2018-02-07,93,75.0,,0.75,69.75
2018-02-08,96,75.0,,0.75,72.0
2018-02-09,82,75.0,,0.75,61.5
2018-02-10,81,75.0,,0.75,60.75
2018-02-11,83,75.0,,0.75,62.25
2018-02-12,95,75.0,,0.75,71.25
2018-02-13,86,75.0,,0.75,64.5
2018-02-14,85,75.0,,0.75,63.75
2018-02-15,87,75.0,,0.75,65.25
2018-02-16,85,75.0,,0.75,63.75
2018-02-17,88,75.0,,0.75,66.0
2018-02-18,86,75.0,,0.75,64.5
2018-02-19,90,75.0,,0.75,67.5
2018-02-20,95,75.0,,0.75,71.25
2018-02-21,87,75.0,,0.75,65.25
2018-02-22,100,75.0,,0.75,75.0
2018-02-23,86,75.0,,0.75,64.5
2018-02-24,86,75.0,,0.75,64.5
2018-02-25,91,75.0,,0.75,68.25
2018-02-26,97,75.0,,0.75,72.75
2018-02-27,97,75.0,,0.75,72.75
2018-02-28,96,75.0,,0.75,72.0
2018-03-01,100,77.0,False,0.77,77.0
2018-03-02,84,77.0,,0.77,64.68
2018-03-03,89,77.0,,0.77,68.53
2018-03-04,80,77.0,,0.77,61.6
2018-03-05,94,77.0,,0.77,72.38
2018-03-06,87,77.0,,0.77,66.99
2018-03-07,95,77.0,,0.77,73.15
2018-03-08,88,77.0,,0.77,67.76
2018-03-09,90,77.0,,0.77,69.3
2018-03-10,85,77.0,,0.77,65.45
2018-03-11,87,77.0,,0.77,66.99
2018-03-12,96,77.0,,0.77,73.92
2018-03-13,98,77.0,,0.77,75.46000000000001
2018-03-14,95,77.0,,0.77,73.15
2018-03-15,90,77.0,,0.77,69.3
2018-03-16,88,77.0,,0.77,67.76
2018-03-17,91,77.0,,0.77,70.07000000000001
2018-03-18,90,77.0,,0.77,69.3
2018-03-19,97,77.0,,0.77,74.69
2018-03-20,81,77.0,,0.77,62.370000000000005
2018-03-21,96,77.0,,0.77,73.92
2018-03-22,87,77.0,,0.77,66.99
2018-03-23,88,77.0,,0.77,67.76
2018-03-24,79,77.0,,0.77,60.83
2018-03-25,86,77.0,,0.77,66.22
2018-03-26,99,77.0,,0.77,76.23
2018-03-27,97,77.0,,0.77,74.69
2018-03-28,89,77.0,,0.77,68.53
2018-03-29,88,77.0,,0.77,67.76
2018-03-30,85,77.0,,0.77,65.45
2018-03-31,90,77.0,,0.77,69.3
2018-04-01,70,86.0,False,0.86,60.199999999999996
2018-04-02,73,86.0,,0.86,62.78
2018-04-03,97,86.0,,0.86,83.42
2018-04-04,100,86.0,,0.86,86.0
2018-04-05,86,86.0,,0.86,73.96
2018-04-06,80,86.0,,0.86,68.8
2018-04-07,80,86.0,,0.86,68.8
2018-04-08,81,86.0,,0.86,69.66
2018-04-09,86,86.0,,0.86,73.96
2018-04-10,95,86.0,,0.86,81.7
2018-04-11,91,86.0,,0.86,78.26
2018-04-12,85,86.0,,0.86,73.1
2018-04-13,81,86.0,,0.86,69.66
2018-04-14,71,86.0,,0.86,61.06
2018-04-15,82,86.0,,0.86,70.52
2018-04-16,81,86.0,,0.86,69.66
2018-04-17,87,86.0,,0.86,74.82
2018-04-18,82,86.0,,0.86,70.52
2018-04-19,83,86.0,,0.86,71.38
2018-04-20,73,86.0,,0.86,62.78
2018-04-21,77,86.0,,0.86,66.22
2018-04-22,76,86.0,,0.86,65.36
2018-04-23,79,86.0,,0.86,67.94
2018-04-24,88,86.0,,0.86,75.67999999999999
2018-04-25,87,86.0,,0.86,74.82
2018-04-26,80,86.0,,0.86,68.8
2018-04-27,79,86.0,,0.86,67.94
2018-04-28,71,86.0,,0.86,61.06
2018-04-29,68,86.0,,0.86,58.48
2018-04-30,80,86.0,,0.86,68.8
2018-05-01,89,80.0,False,0.8,71.2
2018-05-02,88,80.0,,0.8,70.4
2018-05-03,91,80.0,,0.8,72.8
2018-05-04,83,80.0,,0.8,66.4
2018-05-05,82,80.0,,0.8,65.60000000000001
2018-05-06,85,80.0,,0.8,68.0
2018-05-07,82,80.0,,0.8,65.60000000000001
2018-05-08,94,80.0,,0.8,75.2
2018-05-09,100,80.0,,0.8,80.0
2018-05-10,91,80.0,,0.8,72.8
2018-05-11,91,80.0,,0.8,72.8
2018-05-12,80,80.0,,0.8,64.0
2018-05-13,84,80.0,,0.8,67.2
2018-05-14,95,80.0,,0.8,76.0
2018-05-15,100,80.0,,0.8,80.0
2018-05-16,91,80.0,,0.8,72.8
2018-05-17,92,80.0,,0.8,73.60000000000001
2018-05-18,79,80.0,,0.8,63.2
2018-05-19,80,80.0,,0.8,64.0
2018-05-20,83,80.0,,0.8,66.4
2018-05-21,90,80.0,,0.8,72.0
2018-05-22,92,80.0,,0.8,73.60000000000001
2018-05-23,94,80.0,,0.8,75.2
2018-05-24,85,80.0,,0.8,68.0
2018-05-25,74,80.0,,0.8,59.2
2018-05-26,79,80.0,,0.8,63.2
2018-05-27,82,80.0,,0.8,65.60000000000001
2018-05-28,86,80.0,,0.8,68.8
2018-05-29,93,80.0,,0.8,74.4
2018-05-30,83,80.0,,0.8,66.4
2018-05-31,79,80.0,,0.8,63.2
2018-06-01,79,79.0,False,0.79,62.410000000000004
2018-06-02,80,79.0,,0.79,63.2
2018-06-03,78,79.0,,0.79,61.620000000000005
2018-06-04,84,79.0,,0.79,66.36
2018-06-05,91,79.0,,0.79,71.89
2018-06-06,92,79.0,,0.79,72.68
2018-06-07,84,79.0,,0.79,66.36
2018-06-08,84,79.0,,0.79,66.36
2018-06-09,75,79.0,,0.79,59.25
2018-06-10,82,79.0,,0.79,64.78
2018-06-11,90,79.0,,0.79,71.10000000000001
2018-06-12,97,79.0,,0.79,76.63000000000001
2018-06-13,92,79.0,,0.79,72.68
2018-06-14,81,79.0,,0.79,63.99
2018-06-15,79,79.0,,0.79,62.410000000000004
2018-06-16,83,79.0,,0.79,65.57000000000001
2018-06-17,83,79.0,,0.79,65.57000000000001
2018-06-18,82,79.0,,0.79,64.78
2018-06-19,96,79.0,,0.79,75.84
2018-06-20,100,79.0,,0.79,79.0
2018-06-21,87,79.0,,0.79,68.73
2018-06-22,84,79.0,,0.79,66.36
2018-06-23,85,79.0,,0.79,67.15
2018-06-24,81,79.0,,0.79,63.99
2018-06-25,94,79.0,,0.79,74.26
2018-06-26,88,79.0,,0.79,69.52000000000001
2018-06-27,86,79.0,,0.79,67.94
2018-06-28,87,79.0,,0.79,68.73
2018-06-29,85,79.0,,0.79,67.15
2018-06-30,78,79.0,,0.79,61.620000000000005
2018-07-01,81,79.0,False,0.79,63.99
2018-07-02,100,79.0,,0.79,79.0
2018-07-03,95,79.0,,0.79,75.05
2018-07-04,80,79.0,,0.79,63.2
2018-07-05,84,79.0,,0.79,66.36
2018-07-06,83,79.0,,0.79,65.57000000000001
2018-07-07,85,79.0,,0.79,67.15
2018-07-08,81,79.0,,0.79,63.99
2018-07-09,80,79.0,,0.79,63.2
2018-07-10,83,79.0,,0.79,65.57000000000001
2018-07-11,76,79.0,,0.79,60.040000000000006
2018-07-12,87,79.0,,0.79,68.73
2018-07-13,75,79.0,,0.79,59.25
2018-07-14,75,79.0,,0.79,59.25
2018-07-15,72,79.0,,0.79,56.88
2018-07-16,80,79.0,,0.79,63.2
2018-07-17,78,79.0,,0.79,61.620000000000005
2018-07-18,84,79.0,,0.79,66.36
2018-07-19,81,79.0,,0.79,63.99
2018-07-20,87,79.0,,0.79,68.73
2018-07-21,78,79.0,,0.79,61.620000000000005
2018-07-22,74,79.0,,0.79,58.46
2018-07-23,81,79.0,,0.79,63.99
2018-07-24,81,79.0,,0.79,63.99
2018-07-25,79,79.0,,0.79,62.410000000000004
2018-07-26,81,79.0,,0.79,63.99
2018-07-27,84,79.0,,0.79,66.36
2018-07-28,70,79.0,,0.79,55.300000000000004
2018-07-29,85,79.0,,0.79,67.15
2018-07-30,81,79.0,,0.79,63.99
2018-07-31,85,79.0,,0.79,67.15
2018-08-01,93,76.0,False,0.76,70.68
2018-08-02,96,76.0,,0.76,72.96000000000001
2018-08-03,97,76.0,,0.76,73.72
2018-08-04,93,76.0,,0.76,70.68
2018-08-05,97,76.0,,0.76,73.72
2018-08-06,97,76.0,,0.76,73.72
2018-08-07,96,76.0,,0.76,72.96000000000001
2018-08-08,96,76.0,,0.76,72.96000000000001
2018-08-09,87,76.0,,0.76,66.12
2018-08-10,89,76.0,,0.76,67.64
2018-08-11,90,76.0,,0.76,68.4
2018-08-12,92,76.0,,0.76,69.92
2018-08-13,99,76.0,,0.76,75.24
2018-08-14,86,76.0,,0.76,65.36
2018-08-15,93,76.0,,0.76,70.68
2018-08-16,100,76.0,,0.76,76.0
2018-08-17,91,76.0,,0.76,69.16
2018-08-18,95,76.0,,0.76,72.2
2018-08-19,86,76.0,,0.76,65.36
2018-08-20,100,76.0,,0.76,76.0
2018-08-21,87,76.0,,0.76,66.12
2018-08-22,91,76.0,,0.76,69.16
2018-08-23,90,76.0,,0.76,68.4
2018-08-24,93,76.0,,0.76,70.68
2018-08-25,87,76.0,,0.76,66.12
2018-08-26,88,76.0,,0.76,66.88
2018-08-27,98,76.0,,0.76,74.48
2018-08-28,89,76.0,,0.76,67.64
2018-08-29,96,76.0,,0.76,72.96000000000001
2018-08-30,93,76.0,,0.76,70.68
2018-08-31,85,76.0,,0.76,64.6
2018-09-01,82,76.0,False,0.76,62.32
2018-09-02,79,76.0,,0.76,60.04
2018-09-03,84,76.0,,0.76,63.84
2018-09-04,86,76.0,,0.76,65.36
2018-09-05,82,76.0,,0.76,62.32
2018-09-06,86,76.0,,0.76,65.36
2018-09-07,81,76.0,,0.76,61.56
2018-09-08,74,76.0,,0.76,56.24
2018-09-09,85,76.0,,0.76,64.6
2018-09-10,86,76.0,,0.76,65.36
2018-09-11,83,76.0,,0.76,63.08
2018-09-12,86,76.0,,0.76,65.36
2018-09-13,81,76.0,,0.76,61.56
2018-09-14,80,76.0,,0.76,60.8
2018-09-15,80,76.0,,0.76,60.8
2018-09-16,81,76.0,,0.76,61.56
2018-09-17,96,76.0,,0.76,72.96000000000001
2018-09-18,81,76.0,,0.76,61.56
2018-09-19,88,76.0,,0.76,66.88
2018-09-20,96,76.0,,0.76,72.96000000000001
2018-09-21,84,76.0,,0.76,63.84
2018-09-22,85,76.0,,0.76,64.6
2018-09-23,87,76.0,,0.76,66.12
2018-09-24,87,76.0,,0.76,66.12
2018-09-25,97,76.0,,0.76,73.72
2018-09-26,95,76.0,,0.76,72.2
2018-09-27,100,76.0,,0.76,76.0
2018-09-28,98,76.0,,0.76,74.48
2018-09-29,83,76.0,,0.76,63.08
2018-09-30,82,76.0,,0.76,62.32
2018-10-01,91,79.0,False,0.79,71.89
2018-10-02,92,79.0,,0.79,72.68
2018-10-03,90,79.0,,0.79,71.10000000000001
2018-10-04,94,79.0,,0.79,74.26
2018-10-05,98,79.0,,0.79,77.42
2018-10-06,85,79.0,,0.79,67.15
2018-10-07,78,79.0,,0.79,61.620000000000005
2018-10-08,95,79.0,,0.79,75.05
2018-10-09,98,79.0,,0.79,77.42
2018-10-10,99,79.0,,0.79,78.21000000000001
2018-10-11,83,79.0,,0.79,65.57000000000001
2018-10-12,82,79.0,,0.79,64.78
2018-10-13,85,79.0,,0.79,67.15
2018-10-14,82,79.0,,0.79,64.78
2018-10-15,96,79.0,,0.79,75.84
2018-10-16,100,79.0,,0.79,79.0
2018-10-17,97,79.0,,0.79,76.63000000000001
2018-10-18,88,79.0,,0.79,69.52000000000001
2018-10-19,88,79.0,,0.79,69.52000000000001
2018-10-20,86,79.0,,0.79,67.94
2018-10-21,81,79.0,,0.79,63.99
2018-10-22,84,79.0,,0.79,66.36
2018-10-23,93,79.0,,0.79,73.47
2018-10-24,95,79.0,,0.79,75.05
2018-10-25,85,79.0,,0.79,67.15
2018-10-26,87,79.0,,0.79,68.73
2018-10-27,79,79.0,,0.79,62.410000000000004
2018-10-28,90,79.0,,0.79,71.10000000000001
2018-10-29,94,79.0,,0.79,74.26
2018-10-30,86,79.0,,0.79,67.94
2018-10-31,83,79.0,,0.79,65.57000000000001
2018-11-01,88,78.0,False,0.78,68.64
2018-11-02,82,78.0,,0.78,63.96
2018-11-03,82,78.0,,0.78,63.96
2018-11-04,80,78.0,,0.78,62.400000000000006
2018-11-05,91,78.0,,0.78,70.98
2018-11-06,99,78.0,,0.78,77.22
2018-11-07,100,78.0,,0.78,78.0
2018-11-08,92,78.0,,0.78,71.76
2018-11-09,85,78.0,,0.78,66.3
2018-11-10,80,78.0,,0.78,62.400000000000006
2018-11-11,74,78.0,,0.78,57.72
2018-11-12,84,78.0,,0.78,65.52
2018-11-13,91,78.0,,0.78,70.98
2018-11-14,93,78.0,,0.78,72.54
2018-11-15,90,78.0,,0.78,70.2
2018-11-16,82,78.0,,0.78,63.96
2018-11-17,84,78.0,,0.78,65.52
2018-11-18,77,78.0,,0.78,60.06
2018-11-19,88,78.0,,0.78,68.64
2018-11-20,85,78.0,,0.78,66.3
2018-11-21,81,78.0,,0.78,63.18
2018-11-22,75,78.0,,0.78,58.5
2018-11-23,74,78.0,,0.78,57.72
2018-11-24,80,78.0,,0.78,62.400000000000006
2018-11-25,73,78.0,,0.78,56.940000000000005
2018-11-26,87,78.0,,0.78,67.86
2018-11-27,92,78.0,,0.78,71.76
2018-11-28,88,78.0,,0.78,68.64
2018-11-29,88,78.0,,0.78,68.64
2018-11-30,83,78.0,,0.78,64.74000000000001
2018-12-01,84,75.0,False,0.75,63.0
2018-12-02,79,75.0,,0.75,59.25
2018-12-03,97,75.0,,0.75,72.75
2018-12-04,98,75.0,,0.75,73.5
2018-12-05,89,75.0,,0.75,66.75
2018-12-06,92,75.0,,0.75,69.0
2018-12-07,86,75.0,,0.75,64.5
2018-12-08,87,75.0,,0.75,65.25
2018-12-09,82,75.0,,0.75,61.5
2018-12-10,89,75.0,,0.75,66.75
2018-12-11,100,75.0,,0.75,75.0
2018-12-12,90,75.0,,0.75,67.5
2018-12-13,88,75.0,,0.75,66.0
2018-12-14,83,75.0,,0.75,62.25
2018-12-15,85,75.0,,0.75,63.75
2018-12-16,89,75.0,,0.75,66.75
2018-12-17,95,75.0,,0.75,71.25
2018-12-18,95,75.0,,0.75,71.25
2018-12-19,82,75.0,,0.75,61.5
2018-12-20,95,75.0,,0.75,71.25
2018-12-21,79,75.0,,0.75,59.25
2018-12-22,76,75.0,,0.75,57.0
2018-12-23,81,75.0,,0.75,60.75
2018-12-24,80,75.0,,0.75,60.0
2018-12-25,82,75.0,,0.75,61.5
2018-12-26,84,75.0,,0.75,63.0
2018-12-27,85,75.0,,0.75,63.75
2018-12-28,85,75.0,,0.75,63.75
2018-12-29,92,75.0,,0.75,69.0
2018-12-30,86,75.0,,0.75,64.5
2018-12-31,79,75.0,,0.75,59.25
2019-01-01,62,84.0,False,0.84,52.08
2019-01-02,62,84.0,,0.84,52.08
2019-01-03,62,84.0,,0.84,52.08
2019-01-04,65,84.0,,0.84,54.6
2019-01-05,69,84.0,,0.84,57.96
2019-01-06,65,84.0,,0.84,54.6
2019-01-07,71,84.0,,0.84,59.64
2019-01-08,65,84.0,,0.84,54.6
2019-01-09,72,84.0,,0.84,60.48
2019-01-10,67,84.0,,0.84,56.28
2019-01-11,74,84.0,,0.84,62.16
2019-01-12,64,84.0,,0.84,53.76
2019-01-13,65,84.0,,0.84,54.6
2019-01-14,74,84.0,,0.84,62.16
2019-01-15,74,84.0,,0.84,62.16
2019-01-16,71,84.0,,0.84,59.64
2019-01-17,73,84.0,,0.84,61.32
2019-01-18,70,84.0,,0.84,58.8
2019-01-19,65,84.0,,0.84,54.6
2019-01-20,66,84.0,,0.84,55.44
2019-01-21,66,84.0,,0.84,55.44
2019-01-22,76,84.0,,0.84,63.839999999999996
2019-01-23,72,84.0,,0.84,60.48
2019-01-24,73,84.0,,0.84,61.32
2019-01-25,90,84.0,,0.84,75.6
2019-01-26,91,84.0,,0.84,76.44
2019-01-27,100,84.0,,0.84,84.0
2019-01-28,90,84.0,,0.84,75.6
2019-01-29,85,84.0,,0.84,71.39999999999999
2019-01-30,83,84.0,,0.84,69.72
2019-01-31,88,84.0,,0.84,73.92
2019-02-01,95,83.0,False,0.83,78.85
2019-02-02,93,83.0,,0.83,77.19
2019-02-03,99,83.0,,0.83,82.17
2019-02-04,93,83.0,,0.83,77.19
2019-02-05,92,83.0,,0.83,76.36
2019-02-06,100,83.0,,0.83,83.0
2019-02-07,94,83.0,,0.83,78.02
2019-02-08,92,83.0,,0.83,76.36
2019-02-09,87,83.0,,0.83,72.21
2019-02-10,87,83.0,,0.83,72.21
2019-02-11,92,83.0,,0.83,76.36
2019-02-12,89,83.0,,0.83,73.86999999999999
2019-02-13,92,83.0,,0.83,76.36
2019-02-14,85,83.0,,0.83,70.55
2019-02-15,89,83.0,,0.83,73.86999999999999
2019-02-16,87,83.0,,0.83,72.21
2019-02-17,81,83.0,,0.83,67.22999999999999
2019-02-18,82,83.0,,0.83,68.06
2019-02-19,92,83.0,,0.83,76.36
2019-02-20,87,83.0,,0.83,72.21
2019-02-21,82,83.0,,0.83,68.06
2019-02-22,87,83.0,,0.83,72.21
2019-02-23,71,83.0,,0.83,58.93
2019-02-24,83,83.0,,0.83,68.89
2019-02-25,84,83.0,,0.83,69.72
2019-02-26,88,83.0,,0.83,73.03999999999999
2019-02-27,91,83.0,,0.83,75.53
2019-02-28,94,83.0,,0.83,78.02
2019-03-01,100,77.0,False,0.77,77.0
2019-03-02,92,77.0,,0.77,70.84
2019-03-03,92,77.0,,0.77,70.84
2019-03-04,87,77.0,,0.77,66.99
2019-03-05,100,77.0,,0.77,77.0
2019-03-06,96,77.0,,0.77,73.92
2019-03-07,87,77.0,,0.77,66.99
2019-03-08,93,77.0,,0.77,71.61
2019-03-09,85,77.0,,0.77,65.45
2019-03-10,81,77.0,,0.77,62.370000000000005
2019-03-11,87,77.0,,0.77,66.99
2019-03-12,100,77.0,,0.77,77.0
2019-03-13,95,77.0,,0.77,73.15
2019-03-14,94,77.0,,0.77,72.38
2019-03-15,82,77.0,,0.77,63.14
2019-03-16,78,77.0,,0.77,60.06
2019-03-17,89,77.0,,0.77,68.53
2019-03-18,97,77.0,,0.77,74.69
2019-03-19,84,77.0,,0.77,64.68
2019-03-20,92,77.0,,0.77,70.84
2019-03-21,85,77.0,,0.77,65.45
2019-03-22,78,77.0,,0.77,60.06
2019-03-23,100,77.0,,0.77,77.0
2019-03-24,91,77.0,,0.77,70.07000000000001
2019-03-25,97,77.0,,0.77,74.69
2019-03-26,97,77.0,,0.77,74.69
2019-03-27,90,77.0,,0.77,69.3
2019-03-28,96,77.0,,0.77,73.92
2019-03-29,88,77.0,,0.77,67.76
2019-03-30,81,77.0,,0.77,62.370000000000005
2019-03-31,87,77.0,,0.77,66.99
2019-04-01,86,78.0,False,0.78,67.08
2019-04-02,95,78.0,,0.78,74.10000000000001
2019-04-03,89,78.0,,0.78,69.42
2019-04-04,93,78.0,,0.78,72.54
2019-04-05,90,78.0,,0.78,70.2
2019-04-06,89,78.0,,0.78,69.42
2019-04-07,92,78.0,,0.78,71.76
2019-04-08,95,78.0,,0.78,74.10000000000001
2019-04-09,93,78.0,,0.78,72.54
2019-04-10,86,78.0,,0.78,67.08
2019-04-11,96,78.0,,0.78,74.88
2019-04-12,94,78.0,,0.78,73.32000000000001
2019-04-13,84,78.0,,0.78,65.52
2019-04-14,93,78.0,,0.78,72.54
2019-04-15,98,78.0,,0.78,76.44
2019-04-16,90,78.0,,0.78,70.2
2019-04-17,91,78.0,,0.78,70.98
2019-04-18,86,78.0,,0.78,67.08
2019-04-19,83,78.0,,0.78,64.74000000000001
2019-04-20,83,78.0,,0.78,64.74000000000001
2019-04-21,84,78.0,,0.78,65.52
2019-04-22,98,78.0,,0.78,76.44
2019-04-23,100,78.0,,0.78,78.0
2019-04-24,91,78.0,,0.78,70.98
2019-04-25,87,78.0,,0.78,67.86
2019-04-26,87,78.0,,0.78,67.86
2019-04-27,84,78.0,,0.78,65.52
2019-04-28,84,78.0,,0.78,65.52
2019-04-29,100,78.0,,0.78,78.0
2019-04-30,93,78.0,,0.78,72.54
2019-05-01,97,76.0,False,0.76,73.72
2019-05-02,81,76.0,,0.76,61.56
2019-05-03,89,76.0,,0.76,67.64
2019-05-04,80,76.0,,0.76,60.8
2019-05-05,88,76.0,,0.76,66.88
2019-05-06,100,76.0,,0.76,76.0
2019-05-07,85,76.0,,0.76,64.6
2019-05-08,97,76.0,,0.76,73.72
2019-05-09,91,76.0,,0.76,69.16
2019-05-10,79,76.0,,0.76,60.04
2019-05-11,82,76.0,,0.76,62.32
2019-05-12,86,76.0,,0.76,65.36
2019-05-13,92,76.0,,0.76,69.92
2019-05-14,89,76.0,,0.76,67.64
2019-05-15,86,76.0,,0.76,65.36
2019-05-16,91,76.0,,0.76,69.16
2019-05-17,90,76.0,,0.76,68.4
2019-05-18,81,76.0,,0.76,61.56
2019-05-19,93,76.0,,0.76,70.68
2019-05-20,100,76.0,,0.76,76.0
2019-05-21,92,76.0,,0.76,69.92
2019-05-22,100,76.0,,0.76,76.0
2019-05-23,87,76.0,,0.76,66.12
2019-05-24,88,76.0,,0.76,66.88
2019-05-25,87,76.0,,0.76,66.12
2019-05-26,87,76.0,,0.76,66.12
2019-05-27,89,76.0,,0.76,67.64
2019-05-28,92,76.0,,0.76,69.92
2019-05-29,86,76.0,,0.76,65.36
2019-05-30,89,76.0,,0.76,67.64
2019-05-31,84,76.0,,0.76,63.84
2019-06-01,62,86.0,False,0.86,53.32
2019-06-02,63,86.0,,0.86,54.18
2019-06-03,64,86.0,,0.86,55.04
2019-06-04,61,86.0,,0.86,52.46
2019-06-05,65,86.0,,0.86,55.9
2019-06-06,63,86.0,,0.86,54.18
2019-06-07,63,86.0,,0.86,54.18
2019-06-08,62,86.0,,0.86,53.32
2019-06-09,62,86.0,,0.86,53.32
2019-06-10,60,86.0,,0.86,51.6
2019-06-11,65,86.0,,0.86,55.9
2019-06-12,61,86.0,,0.86,52.46
2019-06-13,61,86.0,,0.86,52.46
2019-06-14,62,86.0,,0.86,53.32
2019-06-15,60,86.0,,0.86,51.6
2019-06-16,62,86.0,,0.86,53.32
2019-06-17,65,86.0,,0.86,55.9
2019-06-18,65,86.0,,0.86,55.9
2019-06-19,82,86.0,,0.86,70.52
2019-06-20,83,86.0,,0.86,71.38
2019-06-21,80,86.0,,0.86,68.8
2019-06-22,94,86.0,,0.86,80.84
2019-06-23,81,86.0,,0.86,69.66
2019-06-24,91,86.0,,0.86,78.26
2019-06-25,95,86.0,,0.86,81.7
2019-06-26,99,86.0,,0.86,85.14
2019-06-27,91,86.0,,0.86,78.26
2019-06-28,100,86.0,,0.86,86.0
2019-06-29,96,86.0,,0.86,82.56
2019-06-30,89,86.0,,0.86,76.53999999999999
2019-07-01,100,73.0,False,0.73,73.0
2019-07-02,90,73.0,,0.73,65.7
2019-07-03,80,73.0,,0.73,58.4
2019-07-04,70,73.0,,0.73,51.1
2019-07-05,76,73.0,,0.73,55.48
2019-07-06,75,73.0,,0.73,54.75
2019-07-07,79,73.0,,0.73,57.67
2019-07-08,79,73.0,,0.73,57.67
2019-07-09,77,73.0,,0.73,56.21
2019-07-10,74,73.0,,0.73,54.019999999999996
2019-07-11,78,73.0,,0.73,56.94
2019-07-12,76,73.0,,0.73,55.48
2019-07-13,78,73.0,,0.73,56.94
2019-07-14,70,73.0,,0.73,51.1
2019-07-15,79,73.0,,0.73,57.67
2019-07-16,75,73.0,,0.73,54.75
2019-07-17,73,73.0,,0.73,53.29
2019-07-18,71,73.0,,0.73,51.83
2019-07-19,76,73.0,,0.73,55.48
2019-07-20,67,73.0,,0.73,48.91
2019-07-21,79,73.0,,0.73,57.67
2019-07-22,77,73.0,,0.73,56.21
2019-07-23,78,73.0,,0.73,56.94
2019-07-24,72,73.0,,0.73,52.56
2019-07-25,80,73.0,,0.73,58.4
2019-07-26,78,73.0,,0.73,56.94
2019-07-27,72,73.0,,0.73,52.56
2019-07-28,78,73.0,,0.73,56.94
2019-07-29,80,73.0,,0.73,58.4
2019-07-30,75,73.0,,0.73,54.75
2019-07-31,73,73.0,,0.73,53.29
2019-08-01,87,73.0,False,0.73,63.51
2019-08-02,81,73.0,,0.73,59.129999999999995
2019-08-03,88,73.0,,0.73,64.24
2019-08-04,84,73.0,,0.73,61.32
2019-08-05,93,73.0,,0.73,67.89
2019-08-06,87,73.0,,0.73,63.51
2019-08-07,88,73.0,,0.73,64.24
2019-08-08,87,73.0,,0.73,63.51
2019-08-09,89,73.0,,0.73,64.97
2019-08-10,79,73.0,,0.73,57.67
2019-08-11,88,73.0,,0.73,64.24
2019-08-12,92,73.0,,0.73,67.16
2019-08-13,91,73.0,,0.73,66.42999999999999
2019-08-14,89,73.0,,0.73,64.97
2019-08-15,92,73.0,,0.73,67.16
2019-08-16,83,73.0,,0.73,60.589999999999996
2019-08-17,85,73.0,,0.73,62.05
2019-08-18,83,73.0,,0.73,60.589999999999996
2019-08-19,100,73.0,,0.73,73.0
2019-08-20,90,73.0,,0.73,65.7
2019-08-21,90,73.0,,0.73,65.7
2019-08-22,90,73.0,,0.73,65.7
2019-08-23,92,73.0,,0.73,67.16
2019-08-24,89,73.0,,0.73,64.97
2019-08-25,88,73.0,,0.73,64.24
2019-08-26,87,73.0,,0.73,63.51
2019-08-27,83,73.0,,0.73,60.589999999999996
2019-08-28,91,73.0,,0.73,66.42999999999999
2019-08-29,87,73.0,,0.73,63.51
2019-08-30,84,73.0,,0.73,61.32
2019-08-31,85,73.0,,0.73,62.05
2019-09-01,80,75.0,False,0.75,60.0
2019-09-02,86,75.0,,0.75,64.5
2019-09-03,95,75.0,,0.75,71.25
2019-09-04,81,75.0,,0.75,60.75
2019-09-05,92,75.0,,0.75,69.0
2019-09-06,91,75.0,,0.75,68.25
2019-09-07,80,75.0,,0.75,60.0
2019-09-08,83,75.0,,0.75,62.25
2019-09-09,100,75.0,,0.75,75.0
2019-09-10,91,75.0,,0.75,68.25
2019-09-11,93,75.0,,0.75,69.75
2019-09-12,93,75.0,,0.75,69.75
