date,BBC_unscaled,BBC_monthly,isPartial,scale,BBC
2017-12-30,86,80.0,,0.8,68.8
2017-12-31,92,80.0,,0.8,73.60000000000001
2018-01-01,99,83.0,False,0.83,82.17
2018-01-02,96,83.0,,0.83,79.67999999999999
2018-01-03,96,83.0,,0.83,79.67999999999999
2018-01-04,93,83.0,,0.83,77.19
2018-01-05,92,83.0,,0.83,76.36
2018-01-06,90,83.0,,0.83,74.7
2018-01-07,89,83.0,,0.83,73.86999999999999
2018-01-08,90,83.0,,0.83,74.7
2018-01-09,90,83.0,,0.83,74.7
2018-01-10,88,83.0,,0.83,73.03999999999999
2018-01-11,90,83.0,,0.83,74.7
2018-01-12,94,83.0,,0.83,78.02
2018-01-13,95,83.0,,0.83,78.85
2018-01-14,89,83.0,,0.83,73.86999999999999
2018-01-15,93,83.0,,0.83,77.19
2018-01-16,93,83.0,,0.83,77.19
2018-01-17,92,83.0,,0.83,76.36
2018-01-18,92,83.0,,0.83,76.36
2018-01-19,93,83.0,,0.83,77.19
2018-01-20,100,83.0,,0.83,83.0
2018-01-21,95,83.0,,0.83,78.85
2018-01-22,94,83.0,,0.83,78.02
2018-01-23,95,83.0,,0.83,78.85
2018-01-24,91,83.0,,0.83,75.53
2018-01-25,90,83.0,,0.83,74.7
2018-01-26,87,83.0,,0.83,72.21
2018-01-27,87,83.0,,0.83,72.21
2018-01-28,91,83.0,,0.83,75.53
2018-01-29,87,83.0,,0.83,72.21
2018-01-30,87,83.0,,0.83,72.21
2018-01-31,93,83.0,,0.83,77.19
2018-02-01,90,78.0,False,0.78,70.2
2018-02-02,86,78.0,,0.78,67.08
2018-02-03,96,78.0,,0.78,74.88
2018-02-04,85,78.0,,0.78,66.3
2018-02-05,83,78.0,,0.78,64.74000000000001
2018-02-06,90,78.0,,0.78,70.2
2018-02-07,87,78.0,,0.78,67.86
2018-02-08,86,78.0,,0.78,67.08
2018-02-09,85,78.0,,0.78,66.3
2018-02-10,100,78.0,,0.78,78.0
2018-02-11,92,78.0,,0.78,71.76
2018-02-12,92,78.0,,0.78,71.76
2018-02-13,90,78.0,,0.78,70.2
2018-02-14,90,78.0,,0.78,70.2
2018-02-15,95,78.0,,0.78,74.10000000000001
2018-02-16,89,78.0,,0.78,69.42
2018-02-17,90,78.0,,0.78,70.2
2018-02-18,89,78.0,,0.78,69.42
2018-02-19,86,78.0,,0.78,67.08
2018-02-20,92,78.0,,0.78,71.76
2018-02-21,90,78.0,,0.78,70.2
2018-02-22,84,78.0,,0.78,65.52
2018-02-23,85,78.0,,0.78,66.3
2018-02-24,92,78.0,,0.78,71.76
2018-02-25,95,78.0,,0.78,74.10000000000001
2018-02-26,88,78.0,,0.78,68.64
2018-02-27,88,78.0,,0.78,68.64
2018-02-28,92,78.0,,0.78,71.76
2018-03-01,95,77.0,False,0.77,73.15
2018-03-02,88,77.0,,0.77,67.76
2018-03-03,91,77.0,,0.77,70.07000000000001
2018-03-04,95,77.0,,0.77,73.15
2018-03-05,95,77.0,,0.77,73.15
2018-03-06,92,77.0,,0.77,70.84
2018-03-07,94,77.0,,0.77,72.38
2018-03-08,96,77.0,,0.77,73.92
2018-03-09,87,77.0,,0.77,66.99
2018-03-10,97,77.0,,0.77,74.69
2018-03-11,90,77.0,,0.77,69.3
2018-03-12,93,77.0,,0.77,71.61
2018-03-13,100,77.0,,0.77,77.0
2018-03-14,98,77.0,,0.77,75.46000000000001
2018-03-15,90,77.0,,0.77,69.3
2018-03-16,87,77.0,,0.77,66.99
2018-03-17,94,77.0,,0.77,72.38
2018-03-18,96,77.0,,0.77,73.92
2018-03-19,93,77.0,,0.77,71.61
2018-03-20,96,77.0,,0.77,73.92
2018-03-21,94,77.0,,0.77,72.38
2018-03-22,92,77.0,,0.77,70.84
2018-03-23,93,77.0,,0.77,71.61
2018-03-24,94,77.0,,0.77,72.38
2018-03-25,97,77.0,,0.77,74.69
2018-03-26,95,77.0,,0.77,73.15
2018-03-27,97,77.0,,0.77,74.69
2018-03-28,96,77.0,,0.77,73.92
2018-03-29,92,77.0,,0.77,70.84
2018-03-30,91,77.0,,0.77,70.07000000000001
2018-03-31,99,77.0,,0.77,76.23
2018-04-01,72,82.0,False,0.82,59.04
2018-04-02,69,82.0,,0.82,56.58
2018-04-03,66,82.0,,0.82,54.12
2018-04-04,72,82.0,,0.82,59.04
2018-04-05,69,82.0,,0.82,56.58
2018-04-06,71,82.0,,0.82,58.22
2018-04-07,74,82.0,,0.82,60.68
2018-04-08,75,82.0,,0.82,61.49999999999999
2018-04-09,78,82.0,,0.82,63.959999999999994
2018-04-10,75,82.0,,0.82,61.49999999999999
2018-04-11,76,82.0,,0.82,62.31999999999999
2018-04-12,75,82.0,,0.82,61.49999999999999
2018-04-13,70,82.0,,0.82,57.4
2018-04-14,100,82.0,,0.82,82.0
2018-04-15,79,82.0,,0.82,64.78
2018-04-16,76,82.0,,0.82,62.31999999999999
2018-04-17,73,82.0,,0.82,59.86
2018-04-18,71,82.0,,0.82,58.22
2018-04-19,74,82.0,,0.82,60.68
2018-04-20,71,82.0,,0.82,58.22
2018-04-21,71,82.0,,0.82,58.22
2018-04-22,73,82.0,,0.82,59.86
2018-04-23,78,82.0,,0.82,63.959999999999994
2018-04-24,76,82.0,,0.82,62.31999999999999
2018-04-25,66,82.0,,0.82,54.12
2018-04-26,69,82.0,,0.82,56.58
2018-04-27,67,82.0,,0.82,54.94
2018-04-28,71,82.0,,0.82,58.22
2018-04-29,66,82.0,,0.82,54.12
2018-04-30,67,82.0,,0.82,54.94
2018-05-01,60,80.0,False,0.8,48.0
2018-05-02,60,80.0,,0.8,48.0
2018-05-03,60,80.0,,0.8,48.0
2018-05-04,60,80.0,,0.8,48.0
2018-05-05,62,80.0,,0.8,49.6
2018-05-06,68,80.0,,0.8,54.400000000000006
2018-05-07,61,80.0,,0.8,48.800000000000004
2018-05-08,65,80.0,,0.8,52.0
2018-05-09,63,80.0,,0.8,50.400000000000006
2018-05-10,65,80.0,,0.8,52.0
2018-05-11,64,80.0,,0.8,51.2
2018-05-12,67,80.0,,0.8,53.6
2018-05-13,68,80.0,,0.8,54.400000000000006
2018-05-14,68,80.0,,0.8,54.400000000000006
2018-05-15,66,80.0,,0.8,52.800000000000004
2018-05-16,62,80.0,,0.8,49.6
2018-05-17,64,80.0,,0.8,51.2
2018-05-18,71,80.0,,0.8,56.800000000000004
2018-05-19,100,80.0,,0.8,80.0
2018-05-20,71,80.0,,0.8,56.800000000000004
2018-05-21,68,80.0,,0.8,54.400000000000006
2018-05-22,63,80.0,,0.8,50.400000000000006
2018-05-23,66,80.0,,0.8,52.800000000000004
2018-05-24,65,80.0,,0.8,52.0
2018-05-25,62,80.0,,0.8,49.6
2018-05-26,69,80.0,,0.8,55.2
2018-05-27,68,80.0,,0.8,54.400000000000006
2018-05-28,62,80.0,,0.8,49.6
2018-05-29,64,80.0,,0.8,51.2
2018-05-30,61,80.0,,0.8,48.800000000000004
2018-05-31,63,80.0,,0.8,50.400000000000006
2018-06-01,83,83.0,False,0.83,68.89
2018-06-02,87,83.0,,0.83,72.21
2018-06-03,90,83.0,,0.83,74.7
2018-06-04,82,83.0,,0.83,68.06
2018-06-05,86,83.0,,0.83,71.38
2018-06-06,83,83.0,,0.83,68.89
2018-06-07,84,83.0,,0.83,69.72
2018-06-08,88,83.0,,0.83,73.03999999999999
2018-06-09,90,83.0,,0.83,74.7
2018-06-10,94,83.0,,0.83,78.02
2018-06-11,91,83.0,,0.83,75.53
2018-06-12,98,83.0,,0.83,81.33999999999999
2018-06-13,89,83.0,,0.83,73.86999999999999
2018-06-14,90,83.0,,0.83,74.7
2018-06-15,93,83.0,,0.83,77.19
2018-06-16,91,83.0,,0.83,75.53
2018-06-17,91,83.0,,0.83,75.53
2018-06-18,95,83.0,,0.83,78.85
2018-06-19,94,83.0,,0.83,78.02
2018-06-20,91,83.0,,0.83,75.53
2018-06-21,91,83.0,,0.83,75.53
2018-06-22,90,83.0,,0.83,74.7
2018-06-23,93,83.0,,0.83,77.19
2018-06-24,100,83.0,,0.83,83.0
2018-06-25,96,83.0,,0.83,79.67999999999999
2018-06-26,97,83.0,,0.83,80.50999999999999
2018-06-27,93,83.0,,0.83,77.19
2018-06-28,92,83.0,,0.83,76.36
2018-06-29,91,83.0,,0.83,75.53
2018-06-30,89,83.0,,0.83,73.86999999999999
2018-07-01,84,86.0,False,0.86,72.24
2018-07-02,86,86.0,,0.86,73.96
2018-07-03,92,86.0,,0.86,79.12
2018-07-04,83,86.0,,0.86,71.38
2018-07-05,86,86.0,,0.86,73.96
2018-07-06,89,86.0,,0.86,76.53999999999999
2018-07-07,95,86.0,,0.86,81.7
2018-07-08,100,86.0,,0.86,86.0
2018-07-09,97,86.0,,0.86,83.42
2018-07-10,98,86.0,,0.86,84.28
2018-07-11,93,86.0,,0.86,79.98
2018-07-12,90,86.0,,0.86,77.4
2018-07-13,92,86.0,,0.86,79.12
2018-07-14,89,86.0,,0.86,76.53999999999999
2018-07-15,89,86.0,,0.86,76.53999999999999
2018-07-16,87,86.0,,0.86,74.82
2018-07-17,88,86.0,,0.86,75.67999999999999
2018-07-18,83,86.0,,0.86,71.38
2018-07-19,77,86.0,,0.86,66.22
2018-07-20,78,86.0,,0.86,67.08
2018-07-21,81,86.0,,0.86,69.66
2018-07-22,81,86.0,,0.86,69.66
2018-07-23,84,86.0,,0.86,72.24
2018-07-24,82,86.0,,0.86,70.52
2018-07-25,81,86.0,,0.86,69.66
2018-07-26,83,86.0,,0.86,71.38
2018-07-27,82,86.0,,0.86,70.52
2018-07-28,78,86.0,,0.86,67.08
2018-07-29,84,86.0,,0.86,72.24
2018-07-30,83,86.0,,0.86,71.38
2018-07-31,79,86.0,,0.86,67.94
2018-08-01,90,81.0,False,0.81,72.9
2018-08-02,94,81.0,,0.81,76.14
2018-08-03,85,81.0,,0.81,68.85000000000001
2018-08-04,91,81.0,,0.81,73.71000000000001
2018-08-05,92,81.0,,0.81,74.52000000000001
2018-08-06,87,81.0,,0.81,70.47
2018-08-07,90,81.0,,0.81,72.9
2018-08-08,90,81.0,,0.81,72.9
2018-08-09,93,81.0,,0.81,75.33
2018-08-10,95,81.0,,0.81,76.95
2018-08-11,95,81.0,,0.81,76.95
2018-08-12,95,81.0,,0.81,76.95
2018-08-13,90,81.0,,0.81,72.9
2018-08-14,91,81.0,,0.81,73.71000000000001
2018-08-15,96,81.0,,0.81,77.76
2018-08-16,92,81.0,,0.81,74.52000000000001
2018-08-17,90,81.0,,0.81,72.9
2018-08-18,94,81.0,,0.81,76.14
2018-08-19,98,81.0,,0.81,79.38000000000001
2018-08-20,92,81.0,,0.81,74.52000000000001
2018-08-21,89,81.0,,0.81,72.09
2018-08-22,92,81.0,,0.81,74.52000000000001
2018-08-23,91,81.0,,0.81,73.71000000000001
2018-08-24,90,81.0,,0.81,72.9
2018-08-25,93,81.0,,0.81,75.33
2018-08-26,100,81.0,,0.81,81.0
2018-08-27,95,81.0,,0.81,76.95
2018-08-28,95,81.0,,0.81,76.95
2018-08-29,95,81.0,,0.81,76.95
2018-08-30,85,81.0,,0.81,68.85000000000001
2018-08-31,83,81.0,,0.81,67.23
2018-09-01,88,81.0,False,0.81,71.28
2018-09-02,90,81.0,,0.81,72.9
2018-09-03,91,81.0,,0.81,73.71000000000001
2018-09-04,89,81.0,,0.81,72.09
2018-09-05,90,81.0,,0.81,72.9
2018-09-06,89,81.0,,0.81,72.09
2018-09-07,88,81.0,,0.81,71.28
2018-09-08,91,81.0,,0.81,73.71000000000001
2018-09-09,88,81.0,,0.81,71.28
2018-09-10,89,81.0,,0.81,72.09
2018-09-11,87,81.0,,0.81,70.47
2018-09-12,87,81.0,,0.81,70.47
2018-09-13,87,81.0,,0.81,70.47
2018-09-14,87,81.0,,0.81,70.47
2018-09-15,100,81.0,,0.81,81.0
2018-09-16,92,81.0,,0.81,74.52000000000001
2018-09-17,94,81.0,,0.81,76.14
2018-09-18,91,81.0,,0.81,73.71000000000001
2018-09-19,89,81.0,,0.81,72.09
2018-09-20,86,81.0,,0.81,69.66000000000001
2018-09-21,89,81.0,,0.81,72.09
2018-09-22,95,81.0,,0.81,76.95
2018-09-23,86,81.0,,0.81,69.66000000000001
2018-09-24,93,81.0,,0.81,75.33
2018-09-25,94,81.0,,0.81,76.14
2018-09-26,89,81.0,,0.81,72.09
2018-09-27,91,81.0,,0.81,73.71000000000001
2018-09-28,95,81.0,,0.81,76.95
2018-09-29,97,81.0,,0.81,78.57000000000001
2018-09-30,89,81.0,,0.81,72.09
2018-10-01,86,83.0,False,0.83,71.38
2018-10-02,85,83.0,,0.83,70.55
2018-10-03,85,83.0,,0.83,70.55
2018-10-04,87,83.0,,0.83,72.21
2018-10-05,86,83.0,,0.83,71.38
2018-10-06,91,83.0,,0.83,75.53
2018-10-07,96,83.0,,0.83,79.67999999999999
2018-10-08,90,83.0,,0.83,74.7
2018-10-09,84,83.0,,0.83,69.72
2018-10-10,82,83.0,,0.83,68.06
2018-10-11,88,83.0,,0.83,73.03999999999999
2018-10-12,86,83.0,,0.83,71.38
2018-10-13,82,83.0,,0.83,68.06
2018-10-14,86,83.0,,0.83,71.38
2018-10-15,92,83.0,,0.83,76.36
2018-10-16,86,83.0,,0.83,71.38
2018-10-17,84,83.0,,0.83,69.72
2018-10-18,78,83.0,,0.83,64.74
2018-10-19,82,83.0,,0.83,68.06
2018-10-20,93,83.0,,0.83,77.19
2018-10-21,90,83.0,,0.83,74.7
2018-10-22,87,83.0,,0.83,72.21
2018-10-23,88,83.0,,0.83,73.03999999999999
2018-10-24,83,83.0,,0.83,68.89
2018-10-25,91,83.0,,0.83,75.53
2018-10-26,88,83.0,,0.83,73.03999999999999
2018-10-27,95,83.0,,0.83,78.85
2018-10-28,100,83.0,,0.83,83.0
2018-10-29,92,83.0,,0.83,76.36
2018-10-30,86,83.0,,0.83,71.38
2018-10-31,89,83.0,,0.83,73.86999999999999
2018-11-01,92,79.0,False,0.79,72.68
2018-11-02,89,79.0,,0.79,70.31
2018-11-03,100,79.0,,0.79,79.0
2018-11-04,94,79.0,,0.79,74.26
2018-11-05,93,79.0,,0.79,73.47
2018-11-06,94,79.0,,0.79,74.26
2018-11-07,96,79.0,,0.79,75.84
2018-11-08,98,79.0,,0.79,77.42
2018-11-09,95,79.0,,0.79,75.05
2018-11-10,96,79.0,,0.79,75.84
2018-11-11,100,79.0,,0.79,79.0
2018-11-12,95,79.0,,0.79,75.05
2018-11-13,92,79.0,,0.79,72.68
2018-11-14,93,79.0,,0.79,73.47
2018-11-15,96,79.0,,0.79,75.84
2018-11-16,90,79.0,,0.79,71.10000000000001
2018-11-17,90,79.0,,0.79,71.10000000000001
2018-11-18,87,79.0,,0.79,68.73
2018-11-19,93,79.0,,0.79,73.47
2018-11-20,97,79.0,,0.79,76.63000000000001
2018-11-21,87,79.0,,0.79,68.73
2018-11-22,83,79.0,,0.79,65.57000000000001
2018-11-23,82,79.0,,0.79,64.78
2018-11-24,93,79.0,,0.79,73.47
2018-11-25,88,79.0,,0.79,69.52000000000001
2018-11-26,93,79.0,,0.79,73.47
2018-11-27,88,79.0,,0.79,69.52000000000001
2018-11-28,91,79.0,,0.79,71.89
2018-11-29,90,79.0,,0.79,71.10000000000001
2018-11-30,91,79.0,,0.79,71.89
2018-12-01,86,79.0,False,0.79,67.94
2018-12-02,87,79.0,,0.79,68.73
2018-12-03,86,79.0,,0.79,67.94
2018-12-04,86,79.0,,0.79,67.94
2018-12-05,86,79.0,,0.79,67.94
2018-12-06,82,79.0,,0.79,64.78
2018-12-07,79,79.0,,0.79,62.410000000000004
2018-12-08,87,79.0,,0.79,68.73
2018-12-09,82,79.0,,0.79,64.78
2018-12-10,91,79.0,,0.79,71.89
2018-12-11,87,79.0,,0.79,68.73
2018-12-12,94,79.0,,0.79,74.26
2018-12-13,82,79.0,,0.79,64.78
2018-12-14,83,79.0,,0.79,65.57000000000001
2018-12-15,88,79.0,,0.79,69.52000000000001
2018-12-16,90,79.0,,0.79,71.10000000000001
2018-12-17,82,79.0,,0.79,64.78
2018-12-18,82,79.0,,0.79,64.78
2018-12-19,84,79.0,,0.79,66.36
2018-12-20,84,79.0,,0.79,66.36
2018-12-21,91,79.0,,0.79,71.89
2018-12-22,92,79.0,,0.79,72.68
2018-12-23,92,79.0,,0.79,72.68
2018-12-24,92,79.0,,0.79,72.68
2018-12-25,93,79.0,,0.79,73.47
2018-12-26,100,79.0,,0.79,79.0
2018-12-27,89,79.0,,0.79,70.31
2018-12-28,83,79.0,,0.79,65.57000000000001
2018-12-29,93,79.0,,0.79,73.47
2018-12-30,92,79.0,,0.79,72.68
2018-12-31,84,79.0,,0.79,66.36
2019-01-01,92,80.0,False,0.8,73.60000000000001
2019-01-02,91,80.0,,0.8,72.8
2019-01-03,89,80.0,,0.8,71.2
2019-01-04,82,80.0,,0.8,65.60000000000001
2019-01-05,89,80.0,,0.8,71.2
2019-01-06,85,80.0,,0.8,68.0
2019-01-07,86,80.0,,0.8,68.8
2019-01-08,82,80.0,,0.8,65.60000000000001
2019-01-09,90,80.0,,0.8,72.0
2019-01-10,81,80.0,,0.8,64.8
2019-01-11,84,80.0,,0.8,67.2
2019-01-12,84,80.0,,0.8,67.2
2019-01-13,79,80.0,,0.8,63.2
2019-01-14,81,80.0,,0.8,64.8
2019-01-15,100,80.0,,0.8,80.0
2019-01-16,91,80.0,,0.8,72.8
2019-01-17,85,80.0,,0.8,68.0
2019-01-18,85,80.0,,0.8,68.0
2019-01-19,89,80.0,,0.8,71.2
2019-01-20,84,80.0,,0.8,67.2
2019-01-21,85,80.0,,0.8,68.0
2019-01-22,86,80.0,,0.8,68.8
2019-01-23,83,80.0,,0.8,66.4
2019-01-24,85,80.0,,0.8,68.0
2019-01-25,89,80.0,,0.8,71.2
2019-01-26,84,80.0,,0.8,67.2
2019-01-27,86,80.0,,0.8,68.8
2019-01-28,84,80.0,,0.8,67.2
2019-01-29,85,80.0,,0.8,68.0
2019-01-30,84,80.0,,0.8,67.2
2019-01-31,83,80.0,,0.8,66.4
2019-02-01,81,77.0,False,0.77,62.370000000000005
2019-02-02,91,77.0,,0.77,70.07000000000001
2019-02-03,86,77.0,,0.77,66.22
2019-02-04,85,77.0,,0.77,65.45
2019-02-05,84,77.0,,0.77,64.68
2019-02-06,89,77.0,,0.77,68.53
2019-02-07,83,77.0,,0.77,63.910000000000004
2019-02-08,83,77.0,,0.77,63.910000000000004
2019-02-09,85,77.0,,0.77,65.45
2019-02-10,89,77.0,,0.77,68.53
2019-02-11,81,77.0,,0.77,62.370000000000005
2019-02-12,90,77.0,,0.77,69.3
2019-02-13,91,77.0,,0.77,70.07000000000001
2019-02-14,88,77.0,,0.77,67.76
2019-02-15,89,77.0,,0.77,68.53
2019-02-16,92,77.0,,0.77,70.84
2019-02-17,89,77.0,,0.77,68.53
2019-02-18,92,77.0,,0.77,70.84
2019-02-19,87,77.0,,0.77,66.99
2019-02-20,86,77.0,,0.77,66.22
2019-02-21,79,77.0,,0.77,60.83
2019-02-22,81,77.0,,0.77,62.370000000000005
2019-02-23,86,77.0,,0.77,66.22
2019-02-24,97,77.0,,0.77,74.69
2019-02-25,86,77.0,,0.77,66.22
2019-02-26,99,77.0,,0.77,76.23
2019-02-27,100,77.0,,0.77,77.0
2019-02-28,91,77.0,,0.77,70.07000000000001
2019-03-01,83,79.0,False,0.79,65.57000000000001
2019-03-02,90,79.0,,0.79,71.10000000000001
2019-03-03,84,79.0,,0.79,66.36
2019-03-04,87,79.0,,0.79,68.73
2019-03-05,89,79.0,,0.79,70.31
2019-03-06,86,79.0,,0.79,67.94
2019-03-07,83,79.0,,0.79,65.57000000000001
2019-03-08,85,79.0,,0.79,67.15
2019-03-09,88,79.0,,0.79,69.52000000000001
2019-03-10,98,79.0,,0.79,77.42
2019-03-11,91,79.0,,0.79,71.89
2019-03-12,100,79.0,,0.79,79.0
2019-03-13,95,79.0,,0.79,75.05
2019-03-14,91,79.0,,0.79,71.89
2019-03-15,97,79.0,,0.79,76.63000000000001
2019-03-16,92,79.0,,0.79,72.68
2019-03-17,91,79.0,,0.79,71.89
2019-03-18,94,79.0,,0.79,74.26
2019-03-19,90,79.0,,0.79,71.10000000000001
2019-03-20,92,79.0,,0.79,72.68
2019-03-21,85,79.0,,0.79,67.15
2019-03-22,83,79.0,,0.79,65.57000000000001
2019-03-23,87,79.0,,0.79,68.73
2019-03-24,93,79.0,,0.79,73.47
2019-03-25,92,79.0,,0.79,72.68
2019-03-26,92,79.0,,0.79,72.68
2019-03-27,91,79.0,,0.79,71.89
2019-03-28,86,79.0,,0.79,67.94
2019-03-29,88,79.0,,0.79,69.52000000000001
2019-03-30,88,79.0,,0.79,69.52000000000001
2019-03-31,89,79.0,,0.79,70.31
2019-04-01,70,80.0,False,0.8,56.0
2019-04-02,69,80.0,,0.8,55.2
2019-04-03,69,80.0,,0.8,55.2
2019-04-04,67,80.0,,0.8,53.6
2019-04-05,71,80.0,,0.8,56.800000000000004
2019-04-06,71,80.0,,0.8,56.800000000000004
2019-04-07,71,80.0,,0.8,56.800000000000004
2019-04-08,72,80.0,,0.8,57.6
2019-04-09,73,80.0,,0.8,58.400000000000006
2019-04-10,74,80.0,,0.8,59.2
2019-04-11,65,80.0,,0.8,52.0
2019-04-12,66,80.0,,0.8,52.800000000000004
2019-04-13,72,80.0,,0.8,57.6
2019-04-14,74,80.0,,0.8,59.2
2019-04-15,100,80.0,,0.8,80.0
2019-04-16,80,80.0,,0.8,64.0
2019-04-17,72,80.0,,0.8,57.6
2019-04-18,72,80.0,,0.8,57.6
2019-04-19,70,80.0,,0.8,56.0
2019-04-20,73,80.0,,0.8,58.400000000000006
2019-04-21,80,80.0,,0.8,64.0
2019-04-22,73,80.0,,0.8,58.400000000000006
2019-04-23,72,80.0,,0.8,57.6
2019-04-24,69,80.0,,0.8,55.2
2019-04-25,63,80.0,,0.8,50.400000000000006
2019-04-26,63,80.0,,0.8,50.400000000000006
2019-04-27,68,80.0,,0.8,54.400000000000006
2019-04-28,71,80.0,,0.8,56.800000000000004
2019-04-29,68,80.0,,0.8,54.400000000000006
2019-04-30,71,80.0,,0.8,56.800000000000004
2019-05-01,88,82.0,False,0.82,72.16
2019-05-02,83,82.0,,0.82,68.06
2019-05-03,85,82.0,,0.82,69.7
2019-05-04,90,82.0,,0.82,73.8
2019-05-05,89,82.0,,0.82,72.97999999999999
2019-05-06,97,82.0,,0.82,79.53999999999999
2019-05-07,87,82.0,,0.82,71.33999999999999
2019-05-08,90,82.0,,0.82,73.8
2019-05-09,91,82.0,,0.82,74.61999999999999
2019-05-10,92,82.0,,0.82,75.44
2019-05-11,100,82.0,,0.82,82.0
2019-05-12,97,82.0,,0.82,79.53999999999999
2019-05-13,89,82.0,,0.82,72.97999999999999
2019-05-14,88,82.0,,0.82,72.16
2019-05-15,85,82.0,,0.82,69.7
2019-05-16,82,82.0,,0.82,67.24
2019-05-17,87,82.0,,0.82,71.33999999999999
2019-05-18,87,82.0,,0.82,71.33999999999999
2019-05-19,89,82.0,,0.82,72.97999999999999
2019-05-20,89,82.0,,0.82,72.97999999999999
2019-05-21,82,82.0,,0.82,67.24
2019-05-22,88,82.0,,0.82,72.16
2019-05-23,91,82.0,,0.82,74.61999999999999
2019-05-24,92,82.0,,0.82,75.44
2019-05-25,87,82.0,,0.82,71.33999999999999
2019-05-26,93,82.0,,0.82,76.25999999999999
2019-05-27,95,82.0,,0.82,77.89999999999999
2019-05-28,88,82.0,,0.82,72.16
2019-05-29,86,82.0,,0.82,70.52
2019-05-30,81,82.0,,0.82,66.42
2019-05-31,81,82.0,,0.82,66.42
2019-06-01,94,79.0,False,0.79,74.26
2019-06-02,95,79.0,,0.79,75.05
2019-06-03,95,79.0,,0.79,75.05
2019-06-04,89,79.0,,0.79,70.31
2019-06-05,94,79.0,,0.79,74.26
2019-06-06,94,79.0,,0.79,74.26
2019-06-07,88,79.0,,0.79,69.52000000000001
2019-06-08,90,79.0,,0.79,71.10000000000001
2019-06-09,91,79.0,,0.79,71.89
2019-06-10,91,79.0,,0.79,71.89
2019-06-11,91,79.0,,0.79,71.89
2019-06-12,89,79.0,,0.79,70.31
2019-06-13,94,79.0,,0.79,74.26
2019-06-14,86,79.0,,0.79,67.94
2019-06-15,89,79.0,,0.79,70.31
2019-06-16,90,79.0,,0.79,71.10000000000001
2019-06-17,96,79.0,,0.79,75.84
2019-06-18,92,79.0,,0.79,72.68
2019-06-19,85,79.0,,0.79,67.15
2019-06-20,91,79.0,,0.79,71.89
2019-06-21,91,79.0,,0.79,71.89
2019-06-22,92,79.0,,0.79,72.68
2019-06-23,100,79.0,,0.79,79.0
2019-06-24,95,79.0,,0.79,75.05
2019-06-25,95,79.0,,0.79,75.05
2019-06-26,88,79.0,,0.79,69.52000000000001
2019-06-27,90,79.0,,0.79,71.10000000000001
2019-06-28,95,79.0,,0.79,75.05
2019-06-29,93,79.0,,0.79,73.47
2019-06-30,92,79.0,,0.79,72.68
2019-07-01,82,79.0,False,0.79,64.78
2019-07-02,91,79.0,,0.79,71.89
2019-07-03,82,79.0,,0.79,64.78
2019-07-04,84,79.0,,0.79,66.36
2019-07-05,88,79.0,,0.79,69.52000000000001
2019-07-06,85,79.0,,0.79,67.15
2019-07-07,84,79.0,,0.79,66.36
2019-07-08,80,79.0,,0.79,63.2
2019-07-09,81,79.0,,0.79,63.99
2019-07-10,81,79.0,,0.79,63.99
2019-07-11,87,79.0,,0.79,68.73
2019-07-12,83,79.0,,0.79,65.57000000000001
2019-07-13,85,79.0,,0.79,67.15
2019-07-14,100,79.0,,0.79,79.0
2019-07-15,89,79.0,,0.79,70.31
2019-07-16,81,79.0,,0.79,63.99
2019-07-17,81,79.0,,0.79,63.99
2019-07-18,76,79.0,,0.79,60.040000000000006
2019-07-19,83,79.0,,0.79,65.57000000000001
2019-07-20,82,79.0,,0.79,64.78
2019-07-21,82,79.0,,0.79,64.78
2019-07-22,86,79.0,,0.79,67.94
2019-07-23,91,79.0,,0.79,71.89
2019-07-24,87,79.0,,0.79,68.73
2019-07-25,83,79.0,,0.79,65.57000000000001
2019-07-26,81,79.0,,0.79,63.99
2019-07-27,78,79.0,,0.79,61.620000000000005
2019-07-28,89,79.0,,0.79,70.31
2019-07-29,79,79.0,,0.79,62.410000000000004
2019-07-30,81,79.0,,0.79,63.99
2019-07-31,78,79.0,,0.79,61.620000000000005
2019-08-01,80,81.0,False,0.81,64.80000000000001
2019-08-02,85,81.0,,0.81,68.85000000000001
2019-08-03,89,81.0,,0.81,72.09
2019-08-04,98,81.0,,0.81,79.38000000000001
2019-08-05,92,81.0,,0.81,74.52000000000001
2019-08-06,89,81.0,,0.81,72.09
2019-08-07,93,81.0,,0.81,75.33
2019-08-08,98,81.0,,0.81,79.38000000000001
2019-08-09,89,81.0,,0.81,72.09
2019-08-10,91,81.0,,0.81,73.71000000000001
2019-08-11,92,81.0,,0.81,74.52000000000001
2019-08-12,93,81.0,,0.81,75.33
2019-08-13,93,81.0,,0.81,75.33
2019-08-14,94,81.0,,0.81,76.14
2019-08-15,90,81.0,,0.81,72.9
2019-08-16,90,81.0,,0.81,72.9
2019-08-17,94,81.0,,0.81,76.14
2019-08-18,100,81.0,,0.81,81.0
2019-08-19,93,81.0,,0.81,75.33
2019-08-20,85,81.0,,0.81,68.85000000000001
2019-08-21,92,81.0,,0.81,74.52000000000001
2019-08-22,87,81.0,,0.81,70.47
2019-08-23,90,81.0,,0.81,72.9
2019-08-24,100,81.0,,0.81,81.0
2019-08-25,94,81.0,,0.81,76.14
2019-08-26,95,81.0,,0.81,76.95
2019-08-27,88,81.0,,0.81,71.28
