date,WTI_unscaled,WTI_monthly,isPartial,scale,WTI
2017-12-21,82,6.0,,0.06,4.92
2017-12-22,64,6.0,,0.06,3.84
2017-12-23,30,6.0,,0.06,1.7999999999999998
2017-12-24,9,6.0,,0.06,0.54
2017-12-25,10,6.0,,0.06,0.6
2017-12-26,86,6.0,,0.06,5.16
2017-12-27,94,6.0,,0.06,5.64
2017-12-28,97,6.0,,0.06,5.819999999999999
2017-12-29,84,6.0,,0.06,5.04
2017-12-30,25,6.0,,0.06,1.5
2017-12-31,25,6.0,,0.06,1.5
2018-01-01,15,9.0,False,0.09,1.3499999999999999
2018-01-02,41,9.0,,0.09,3.69
2018-01-03,68,9.0,,0.09,6.12
2018-01-04,91,9.0,,0.09,8.19
2018-01-05,69,9.0,,0.09,6.21
2018-01-06,35,9.0,,0.09,3.15
2018-01-07,38,9.0,,0.09,3.42
2018-01-08,53,9.0,,0.09,4.77
2018-01-09,97,9.0,,0.09,8.73
2018-01-10,74,9.0,,0.09,6.66
2018-01-11,86,9.0,,0.09,7.739999999999999
2018-01-12,100,9.0,,0.09,9.0
2018-01-13,41,9.0,,0.09,3.69
2018-01-14,20,9.0,,0.09,1.7999999999999998
2018-01-15,42,9.0,,0.09,3.78
2018-01-16,65,9.0,,0.09,5.85
2018-01-17,71,9.0,,0.09,6.39
2018-01-18,59,9.0,,0.09,5.31
2018-01-19,56,9.0,,0.09,5.04
2018-01-20,31,9.0,,0.09,2.79
2018-01-21,24,9.0,,0.09,2.16
2018-01-22,54,9.0,,0.09,4.859999999999999
2018-01-23,71,9.0,,0.09,6.39
2018-01-24,76,9.0,,0.09,6.84
2018-01-25,73,9.0,,0.09,6.569999999999999
2018-01-26,66,9.0,,0.09,5.9399999999999995
2018-01-27,31,9.0,,0.09,2.79
2018-01-28,33,9.0,,0.09,2.9699999999999998
2018-01-29,84,9.0,,0.09,7.56
2018-01-30,69,9.0,,0.09,6.21
2018-01-31,70,9.0,,0.09,6.3
2018-02-01,72,7.0,False,0.07,5.040000000000001
2018-02-02,76,7.0,,0.07,5.32
2018-02-03,26,7.0,,0.07,1.8200000000000003
2018-02-04,14,7.0,,0.07,0.9800000000000001
2018-02-05,75,7.0,,0.07,5.250000000000001
2018-02-06,79,7.0,,0.07,5.53
2018-02-07,67,7.0,,0.07,4.69
2018-02-08,74,7.0,,0.07,5.180000000000001
2018-02-09,85,7.0,,0.07,5.95
2018-02-10,25,7.0,,0.07,1.7500000000000002
2018-02-11,39,7.0,,0.07,2.7300000000000004
2018-02-12,100,7.0,,0.07,7.000000000000001
2018-02-13,75,7.0,,0.07,5.250000000000001
2018-02-14,98,7.0,,0.07,6.86
2018-02-15,70,7.0,,0.07,4.9
2018-02-16,36,7.0,,0.07,2.5200000000000005
2018-02-17,10,7.0,,0.07,0.7000000000000001
2018-02-18,16,7.0,,0.07,1.12
2018-02-19,28,7.0,,0.07,1.9600000000000002
2018-02-20,46,7.0,,0.07,3.22
2018-02-21,49,7.0,,0.07,3.43
2018-02-22,82,7.0,,0.07,5.74
2018-02-23,36,7.0,,0.07,2.5200000000000005
2018-02-24,11,7.0,,0.07,0.77
2018-02-25,16,7.0,,0.07,1.12
2018-02-26,72,7.0,,0.07,5.040000000000001
2018-02-27,58,7.0,,0.07,4.0600000000000005
2018-02-28,71,7.0,,0.07,4.970000000000001
2018-03-01,77,5.0,False,0.05,3.85
2018-03-02,40,5.0,,0.05,2.0
2018-03-03,16,5.0,,0.05,0.8
2018-03-04,19,5.0,,0.05,0.9500000000000001
2018-03-05,100,5.0,,0.05,5.0
2018-03-06,64,5.0,,0.05,3.2
2018-03-07,55,5.0,,0.05,2.75
2018-03-08,69,5.0,,0.05,3.45
2018-03-09,44,5.0,,0.05,2.2
2018-03-10,16,5.0,,0.05,0.8
2018-03-11,16,5.0,,0.05,0.8
2018-03-12,69,5.0,,0.05,3.45
2018-03-13,89,5.0,,0.05,4.45
2018-03-14,80,5.0,,0.05,4.0
2018-03-15,65,5.0,,0.05,3.25
2018-03-16,60,5.0,,0.05,3.0
2018-03-17,19,5.0,,0.05,0.9500000000000001
2018-03-18,13,5.0,,0.05,0.65
2018-03-19,77,5.0,,0.05,3.85
2018-03-20,52,5.0,,0.05,2.6
2018-03-21,94,5.0,,0.05,4.7
2018-03-22,63,5.0,,0.05,3.1500000000000004
2018-03-23,68,5.0,,0.05,3.4000000000000004
2018-03-24,39,5.0,,0.05,1.9500000000000002
2018-03-25,39,5.0,,0.05,1.9500000000000002
2018-03-26,55,5.0,,0.05,2.75
2018-03-27,90,5.0,,0.05,4.5
2018-03-28,86,5.0,,0.05,4.3
2018-03-29,71,5.0,,0.05,3.5500000000000003
2018-03-30,53,5.0,,0.05,2.6500000000000004
2018-03-31,26,5.0,,0.05,1.3
2018-04-01,16,8.0,False,0.08,1.28
2018-04-02,63,8.0,,0.08,5.04
2018-04-03,44,8.0,,0.08,3.52
2018-04-04,42,8.0,,0.08,3.36
2018-04-05,53,8.0,,0.08,4.24
2018-04-06,46,8.0,,0.08,3.68
2018-04-07,19,8.0,,0.08,1.52
2018-04-08,9,8.0,,0.08,0.72
2018-04-09,39,8.0,,0.08,3.12
2018-04-10,61,8.0,,0.08,4.88
2018-04-11,76,8.0,,0.08,6.08
2018-04-12,53,8.0,,0.08,4.24
2018-04-13,66,8.0,,0.08,5.28
2018-04-14,23,8.0,,0.08,1.84
2018-04-15,30,8.0,,0.08,2.4
2018-04-16,61,8.0,,0.08,4.88
2018-04-17,48,8.0,,0.08,3.84
2018-04-18,58,8.0,,0.08,4.64
2018-04-19,100,8.0,,0.08,8.0
2018-04-20,74,8.0,,0.08,5.92
2018-04-21,24,8.0,,0.08,1.92
2018-04-22,25,8.0,,0.08,2.0
2018-04-23,72,8.0,,0.08,5.76
2018-04-24,53,8.0,,0.08,4.24
2018-04-25,62,8.0,,0.08,4.96
2018-04-26,71,8.0,,0.08,5.68
2018-04-27,52,8.0,,0.08,4.16
2018-04-28,14,8.0,,0.08,1.12
2018-04-29,21,8.0,,0.08,1.68
2018-04-30,50,8.0,,0.08,4.0
2018-05-01,38,11.0,False,0.11,4.18
2018-05-02,38,11.0,,0.11,4.18
2018-05-03,45,11.0,,0.11,4.95
2018-05-04,48,11.0,,0.11,5.28
2018-05-05,25,11.0,,0.11,2.75
2018-05-06,12,11.0,,0.11,1.32
2018-05-07,62,11.0,,0.11,6.82
2018-05-08,100,11.0,,0.11,11.0
2018-05-09,83,11.0,,0.11,9.13
2018-05-10,71,11.0,,0.11,7.81
2018-05-11,54,11.0,,0.11,5.94
2018-05-12,22,11.0,,0.11,2.42
2018-05-13,24,11.0,,0.11,2.64
2018-05-14,64,11.0,,0.11,7.04
2018-05-15,68,11.0,,0.11,7.48
2018-05-16,48,11.0,,0.11,5.28
2018-05-17,77,11.0,,0.11,8.47
2018-05-18,58,11.0,,0.11,6.38
2018-05-19,25,11.0,,0.11,2.75
2018-05-20,25,11.0,,0.11,2.75
2018-05-21,57,11.0,,0.11,6.2700000000000005
2018-05-22,61,11.0,,0.11,6.71
2018-05-23,46,11.0,,0.11,5.06
2018-05-24,55,11.0,,0.11,6.05
2018-05-25,69,11.0,,0.11,7.59
2018-05-26,30,11.0,,0.11,3.3
2018-05-27,20,11.0,,0.11,2.2
2018-05-28,36,11.0,,0.11,3.96
2018-05-29,58,11.0,,0.11,6.38
2018-05-30,62,11.0,,0.11,6.82
2018-05-31,55,11.0,,0.11,6.05
2018-06-01,65,8.0,False,0.08,5.2
2018-06-02,20,8.0,,0.08,1.6
2018-06-03,33,8.0,,0.08,2.64
2018-06-04,80,8.0,,0.08,6.4
2018-06-05,60,8.0,,0.08,4.8
2018-06-06,65,8.0,,0.08,5.2
2018-06-07,57,8.0,,0.08,4.5600000000000005
2018-06-08,61,8.0,,0.08,4.88
2018-06-09,20,8.0,,0.08,1.6
2018-06-10,10,8.0,,0.08,0.8
2018-06-11,34,8.0,,0.08,2.72
2018-06-12,50,8.0,,0.08,4.0
2018-06-13,52,8.0,,0.08,4.16
2018-06-14,58,8.0,,0.08,4.64
2018-06-15,65,8.0,,0.08,5.2
2018-06-16,16,8.0,,0.08,1.28
2018-06-17,19,8.0,,0.08,1.52
2018-06-18,62,8.0,,0.08,4.96
2018-06-19,60,8.0,,0.08,4.8
2018-06-20,66,8.0,,0.08,5.28
2018-06-21,60,8.0,,0.08,4.8
2018-06-22,59,8.0,,0.08,4.72
2018-06-23,26,8.0,,0.08,2.08
2018-06-24,25,8.0,,0.08,2.0
2018-06-25,69,8.0,,0.08,5.5200000000000005
2018-06-26,100,8.0,,0.08,8.0
2018-06-27,85,8.0,,0.08,6.8
2018-06-28,83,8.0,,0.08,6.640000000000001
2018-06-29,83,8.0,,0.08,6.640000000000001
2018-06-30,32,8.0,,0.08,2.56
2018-07-01,18,8.0,False,0.08,1.44
2018-07-02,72,8.0,,0.08,5.76
2018-07-03,99,8.0,,0.08,7.92
2018-07-04,29,8.0,,0.08,2.32
2018-07-05,95,8.0,,0.08,7.6000000000000005
2018-07-06,55,8.0,,0.08,4.4
2018-07-07,34,8.0,,0.08,2.72
2018-07-08,18,8.0,,0.08,1.44
2018-07-09,82,8.0,,0.08,6.5600000000000005
2018-07-10,85,8.0,,0.08,6.8
2018-07-11,100,8.0,,0.08,8.0
2018-07-12,70,8.0,,0.08,5.6000000000000005
2018-07-13,47,8.0,,0.08,3.7600000000000002
2018-07-14,34,8.0,,0.08,2.72
2018-07-15,7,8.0,,0.08,0.56
2018-07-16,81,8.0,,0.08,6.48
2018-07-17,62,8.0,,0.08,4.96
2018-07-18,67,8.0,,0.08,5.36
2018-07-19,93,8.0,,0.08,7.44
2018-07-20,67,8.0,,0.08,5.36
2018-07-21,30,8.0,,0.08,2.4
2018-07-22,36,8.0,,0.08,2.88
2018-07-23,57,8.0,,0.08,4.5600000000000005
2018-07-24,55,8.0,,0.08,4.4
2018-07-25,67,8.0,,0.08,5.36
2018-07-26,58,8.0,,0.08,4.64
2018-07-27,69,8.0,,0.08,5.5200000000000005
2018-07-28,11,8.0,,0.08,0.88
2018-07-29,12,8.0,,0.08,0.96
2018-07-30,71,8.0,,0.08,5.68
2018-07-31,71,8.0,,0.08,5.68
2018-08-01,85,7.0,False,0.07,5.95
2018-08-02,74,7.0,,0.07,5.180000000000001
2018-08-03,58,7.0,,0.07,4.0600000000000005
2018-08-04,13,7.0,,0.07,0.9100000000000001
2018-08-05,10,7.0,,0.07,0.7000000000000001
2018-08-06,100,7.0,,0.07,7.000000000000001
2018-08-07,71,7.0,,0.07,4.970000000000001
2018-08-08,68,7.0,,0.07,4.760000000000001
2018-08-09,78,7.0,,0.07,5.460000000000001
2018-08-10,56,7.0,,0.07,3.9200000000000004
2018-08-11,23,7.0,,0.07,1.61
2018-08-12,31,7.0,,0.07,2.1700000000000004
2018-08-13,66,7.0,,0.07,4.62
2018-08-14,57,7.0,,0.07,3.99
2018-08-15,75,7.0,,0.07,5.250000000000001
2018-08-16,60,7.0,,0.07,4.2
2018-08-17,55,7.0,,0.07,3.8500000000000005
2018-08-18,37,7.0,,0.07,2.5900000000000003
2018-08-19,21,7.0,,0.07,1.4700000000000002
2018-08-20,62,7.0,,0.07,4.340000000000001
2018-08-21,61,7.0,,0.07,4.2700000000000005
2018-08-22,41,7.0,,0.07,2.87
2018-08-23,91,7.0,,0.07,6.370000000000001
2018-08-24,69,7.0,,0.07,4.83
2018-08-25,26,7.0,,0.07,1.8200000000000003
2018-08-26,18,7.0,,0.07,1.2600000000000002
2018-08-27,82,7.0,,0.07,5.74
2018-08-28,84,7.0,,0.07,5.880000000000001
2018-08-29,70,7.0,,0.07,4.9
2018-08-30,76,7.0,,0.07,5.32
2018-08-31,53,7.0,,0.07,3.7100000000000004
2018-09-01,12,6.0,False,0.06,0.72
2018-09-02,20,6.0,,0.06,1.2
2018-09-03,28,6.0,,0.06,1.68
2018-09-04,78,6.0,,0.06,4.68
2018-09-05,65,6.0,,0.06,3.9
2018-09-06,48,6.0,,0.06,2.88
2018-09-07,50,6.0,,0.06,3.0
2018-09-08,17,6.0,,0.06,1.02
2018-09-09,16,6.0,,0.06,0.96
2018-09-10,66,6.0,,0.06,3.96
2018-09-11,50,6.0,,0.06,3.0
2018-09-12,57,6.0,,0.06,3.42
2018-09-13,37,6.0,,0.06,2.2199999999999998
2018-09-14,41,6.0,,0.06,2.46
2018-09-15,24,6.0,,0.06,1.44
2018-09-16,7,6.0,,0.06,0.42
2018-09-17,38,6.0,,0.06,2.28
2018-09-18,62,6.0,,0.06,3.7199999999999998
2018-09-19,62,6.0,,0.06,3.7199999999999998
2018-09-20,57,6.0,,0.06,3.42
2018-09-21,50,6.0,,0.06,3.0
2018-09-22,17,6.0,,0.06,1.02
2018-09-23,14,6.0,,0.06,0.84
2018-09-24,87,6.0,,0.06,5.22
2018-09-25,100,6.0,,0.06,6.0
2018-09-26,80,6.0,,0.06,4.8
2018-09-27,62,6.0,,0.06,3.7199999999999998
2018-09-28,88,6.0,,0.06,5.279999999999999
2018-09-29,17,6.0,,0.06,1.02
2018-09-30,24,6.0,,0.06,1.44
2018-10-01,93,8.0,False,0.08,7.44
2018-10-02,93,8.0,,0.08,7.44
2018-10-03,100,8.0,,0.08,8.0
2018-10-04,70,8.0,,0.08,5.6000000000000005
2018-10-05,78,8.0,,0.08,6.24
2018-10-06,32,8.0,,0.08,2.56
2018-10-07,15,8.0,,0.08,1.2
2018-10-08,78,8.0,,0.08,6.24
2018-10-09,72,8.0,,0.08,5.76
2018-10-10,64,8.0,,0.08,5.12
2018-10-11,60,8.0,,0.08,4.8
2018-10-12,84,8.0,,0.08,6.72
2018-10-13,24,8.0,,0.08,1.92
2018-10-14,24,8.0,,0.08,1.92
2018-10-15,77,8.0,,0.08,6.16
2018-10-16,88,8.0,,0.08,7.04
2018-10-17,96,8.0,,0.08,7.68
2018-10-18,65,8.0,,0.08,5.2
2018-10-19,65,8.0,,0.08,5.2
2018-10-20,21,8.0,,0.08,1.68
2018-10-21,37,8.0,,0.08,2.96
2018-10-22,68,8.0,,0.08,5.44
2018-10-23,75,8.0,,0.08,6.0
2018-10-24,77,8.0,,0.08,6.16
2018-10-25,44,8.0,,0.08,3.52
2018-10-26,60,8.0,,0.08,4.8
2018-10-27,42,8.0,,0.08,3.36
2018-10-28,8,8.0,,0.08,0.64
2018-10-29,74,8.0,,0.08,5.92
2018-10-30,75,8.0,,0.08,6.0
2018-10-31,79,8.0,,0.08,6.32
2018-11-01,49,10.0,False,0.1,4.9
2018-11-02,43,10.0,,0.1,4.3
2018-11-03,8,10.0,,0.1,0.8
2018-11-04,6,10.0,,0.1,0.6000000000000001
2018-11-05,44,10.0,,0.1,4.4
2018-11-06,39,10.0,,0.1,3.9000000000000004
2018-11-07,32,10.0,,0.1,3.2
2018-11-08,54,10.0,,0.1,5.4
2018-11-09,55,10.0,,0.1,5.5
2018-11-10,17,10.0,,0.1,1.7000000000000002
2018-11-11,12,10.0,,0.1,1.2000000000000002
2018-11-12,57,10.0,,0.1,5.7
2018-11-13,100,10.0,,0.1,10.0
2018-11-14,99,10.0,,0.1,9.9
2018-11-15,72,10.0,,0.1,7.2
2018-11-16,54,10.0,,0.1,5.4
2018-11-17,22,10.0,,0.1,2.2
2018-11-18,12,10.0,,0.1,1.2000000000000002
2018-11-19,68,10.0,,0.1,6.800000000000001
2018-11-20,87,10.0,,0.1,8.700000000000001
2018-11-21,60,10.0,,0.1,6.0
2018-11-22,19,10.0,,0.1,1.9000000000000001
2018-11-23,71,10.0,,0.1,7.1000000000000005
2018-11-24,43,10.0,,0.1,4.3
2018-11-25,13,10.0,,0.1,1.3
2018-11-26,66,10.0,,0.1,6.6000000000000005
2018-11-27,49,10.0,,0.1,4.9
2018-11-28,74,10.0,,0.1,7.4
2018-11-29,79,10.0,,0.1,7.9
2018-11-30,64,10.0,,0.1,6.4
2018-12-01,23,12.0,False,0.12,2.76
2018-12-02,17,12.0,,0.12,2.04
2018-12-03,59,12.0,,0.12,7.08
2018-12-04,68,12.0,,0.12,8.16
2018-12-05,57,12.0,,0.12,6.84
2018-12-06,52,12.0,,0.12,6.24
2018-12-07,52,12.0,,0.12,6.24
2018-12-08,17,12.0,,0.12,2.04
2018-12-09,15,12.0,,0.12,1.7999999999999998
2018-12-10,61,12.0,,0.12,7.319999999999999
2018-12-11,45,12.0,,0.12,5.3999999999999995
2018-12-12,32,12.0,,0.12,3.84
2018-12-13,50,12.0,,0.12,6.0
2018-12-14,42,12.0,,0.12,5.04
2018-12-15,10,12.0,,0.12,1.2
2018-12-16,8,12.0,,0.12,0.96
2018-12-17,41,12.0,,0.12,4.92
2018-12-18,69,12.0,,0.12,8.28
2018-12-19,90,12.0,,0.12,10.799999999999999
2018-12-20,100,12.0,,0.12,12.0
2018-12-21,88,12.0,,0.12,10.559999999999999
2018-12-22,20,12.0,,0.12,2.4
2018-12-23,30,12.0,,0.12,3.5999999999999996
2018-12-24,70,12.0,,0.12,8.4
2018-12-25,32,12.0,,0.12,3.84
2018-12-26,73,12.0,,0.12,8.76
2018-12-27,84,12.0,,0.12,10.08
2018-12-28,62,12.0,,0.12,7.4399999999999995
2018-12-29,29,12.0,,0.12,3.48
2018-12-30,18,12.0,,0.12,2.16
2018-12-31,38,12.0,,0.12,4.56
2019-01-01,25,9.0,False,0.09,2.25
2019-01-02,87,9.0,,0.09,7.83
2019-01-03,80,9.0,,0.09,7.199999999999999
2019-01-04,89,9.0,,0.09,8.01
2019-01-05,27,9.0,,0.09,2.4299999999999997
2019-01-06,21,9.0,,0.09,1.89
2019-01-07,73,9.0,,0.09,6.569999999999999
2019-01-08,91,9.0,,0.09,8.19
2019-01-09,100,9.0,,0.09,9.0
2019-01-10,80,9.0,,0.09,7.199999999999999
2019-01-11,77,9.0,,0.09,6.93
2019-01-12,31,9.0,,0.09,2.79
2019-01-13,14,9.0,,0.09,1.26
2019-01-14,73,9.0,,0.09,6.569999999999999
2019-01-15,63,9.0,,0.09,5.67
2019-01-16,55,9.0,,0.09,4.95
2019-01-17,72,9.0,,0.09,6.4799999999999995
2019-01-18,61,9.0,,0.09,5.49
2019-01-19,28,9.0,,0.09,2.52
2019-01-20,22,9.0,,0.09,1.98
2019-01-21,54,9.0,,0.09,4.859999999999999
2019-01-22,59,9.0,,0.09,5.31
2019-01-23,52,9.0,,0.09,4.68
2019-01-24,71,9.0,,0.09,6.39
2019-01-25,40,9.0,,0.09,3.5999999999999996
2019-01-26,18,9.0,,0.09,1.6199999999999999
2019-01-27,9,9.0,,0.09,0.8099999999999999
2019-01-28,52,9.0,,0.09,4.68
2019-01-29,48,9.0,,0.09,4.32
2019-01-30,65,9.0,,0.09,5.85
2019-01-31,54,9.0,,0.09,4.859999999999999
2019-02-01,65,7.0,False,0.07,4.550000000000001
2019-02-02,16,7.0,,0.07,1.12
2019-02-03,30,7.0,,0.07,2.1
2019-02-04,51,7.0,,0.07,3.5700000000000003
2019-02-05,81,7.0,,0.07,5.670000000000001
2019-02-06,70,7.0,,0.07,4.9
2019-02-07,83,7.0,,0.07,5.8100000000000005
2019-02-08,68,7.0,,0.07,4.760000000000001
2019-02-09,26,7.0,,0.07,1.8200000000000003
2019-02-10,23,7.0,,0.07,1.61
2019-02-11,62,7.0,,0.07,4.340000000000001
2019-02-12,54,7.0,,0.07,3.7800000000000002
2019-02-13,72,7.0,,0.07,5.040000000000001
2019-02-14,83,7.0,,0.07,5.8100000000000005
2019-02-15,76,7.0,,0.07,5.32
2019-02-16,26,7.0,,0.07,1.8200000000000003
2019-02-17,16,7.0,,0.07,1.12
2019-02-18,55,7.0,,0.07,3.8500000000000005
2019-02-19,76,7.0,,0.07,5.32
2019-02-20,88,7.0,,0.07,6.16
2019-02-21,60,7.0,,0.07,4.2
2019-02-22,57,7.0,,0.07,3.99
2019-02-23,27,7.0,,0.07,1.8900000000000001
2019-02-24,16,7.0,,0.07,1.12
2019-02-25,100,7.0,,0.07,7.000000000000001
2019-02-26,59,7.0,,0.07,4.130000000000001
2019-02-27,76,7.0,,0.07,5.32
2019-02-28,80,7.0,,0.07,5.6000000000000005
2019-03-01,48,7.0,False,0.07,3.3600000000000003
2019-03-02,21,7.0,,0.07,1.4700000000000002
2019-03-03,16,7.0,,0.07,1.12
2019-03-04,83,7.0,,0.07,5.8100000000000005
2019-03-05,88,7.0,,0.07,6.16
2019-03-06,61,7.0,,0.07,4.2700000000000005
2019-03-07,61,7.0,,0.07,4.2700000000000005
2019-03-08,67,7.0,,0.07,4.69
2019-03-09,20,7.0,,0.07,1.4000000000000001
2019-03-10,24,7.0,,0.07,1.6800000000000002
2019-03-11,71,7.0,,0.07,4.970000000000001
2019-03-12,71,7.0,,0.07,4.970000000000001
2019-03-13,74,7.0,,0.07,5.180000000000001
2019-03-14,74,7.0,,0.07,5.180000000000001
2019-03-15,66,7.0,,0.07,4.62
2019-03-16,22,7.0,,0.07,1.54
2019-03-17,18,7.0,,0.07,1.2600000000000002
2019-03-18,59,7.0,,0.07,4.130000000000001
2019-03-19,65,7.0,,0.07,4.550000000000001
2019-03-20,100,7.0,,0.07,7.000000000000001
2019-03-21,81,7.0,,0.07,5.670000000000001
2019-03-22,78,7.0,,0.07,5.460000000000001
2019-03-23,15,7.0,,0.07,1.05
2019-03-24,28,7.0,,0.07,1.9600000000000002
2019-03-25,73,7.0,,0.07,5.11
2019-03-26,80,7.0,,0.07,5.6000000000000005
2019-03-27,76,7.0,,0.07,5.32
2019-03-28,69,7.0,,0.07,4.83
2019-03-29,64,7.0,,0.07,4.48
2019-03-30,22,7.0,,0.07,1.54
2019-03-31,46,7.0,,0.07,3.22
2019-04-01,75,8.0,False,0.08,6.0
2019-04-02,64,8.0,,0.08,5.12
2019-04-03,75,8.0,,0.08,6.0
2019-04-04,71,8.0,,0.08,5.68
2019-04-05,75,8.0,,0.08,6.0
2019-04-06,29,8.0,,0.08,2.32
2019-04-07,17,8.0,,0.08,1.36
2019-04-08,77,8.0,,0.08,6.16
2019-04-09,96,8.0,,0.08,7.68
2019-04-10,68,8.0,,0.08,5.44
2019-04-11,48,8.0,,0.08,3.84
2019-04-12,60,8.0,,0.08,4.8
2019-04-13,17,8.0,,0.08,1.36
2019-04-14,27,8.0,,0.08,2.16
2019-04-15,72,8.0,,0.08,5.76
2019-04-16,72,8.0,,0.08,5.76
2019-04-17,72,8.0,,0.08,5.76
2019-04-18,47,8.0,,0.08,3.7600000000000002
2019-04-19,44,8.0,,0.08,3.52
2019-04-20,17,8.0,,0.08,1.36
2019-04-21,11,8.0,,0.08,0.88
2019-04-22,71,8.0,,0.08,5.68
2019-04-23,100,8.0,,0.08,8.0
2019-04-24,61,8.0,,0.08,4.88
2019-04-25,55,8.0,,0.08,4.4
2019-04-26,50,8.0,,0.08,4.0
2019-04-27,32,8.0,,0.08,2.56
2019-04-28,34,8.0,,0.08,2.72
2019-04-29,66,8.0,,0.08,5.28
2019-04-30,63,8.0,,0.08,5.04
2019-05-01,59,6.0,False,0.06,3.54
2019-05-02,100,6.0,,0.06,6.0
2019-05-03,86,6.0,,0.06,5.16
2019-05-04,32,6.0,,0.06,1.92
2019-05-05,15,6.0,,0.06,0.8999999999999999
2019-05-06,87,6.0,,0.06,5.22
2019-05-07,62,6.0,,0.06,3.7199999999999998
2019-05-08,71,6.0,,0.06,4.26
2019-05-09,46,6.0,,0.06,2.76
2019-05-10,51,6.0,,0.06,3.06
2019-05-11,25,6.0,,0.06,1.5
2019-05-12,27,6.0,,0.06,1.6199999999999999
2019-05-13,67,6.0,,0.06,4.02
2019-05-14,80,6.0,,0.06,4.8
2019-05-15,80,6.0,,0.06,4.8
2019-05-16,59,6.0,,0.06,3.54
2019-05-17,84,6.0,,0.06,5.04
2019-05-18,27,6.0,,0.06,1.6199999999999999
2019-05-19,21,6.0,,0.06,1.26
2019-05-20,64,6.0,,0.06,3.84
2019-05-21,73,6.0,,0.06,4.38
2019-05-22,65,6.0,,0.06,3.9
2019-05-23,90,6.0,,0.06,5.3999999999999995
2019-05-24,81,6.0,,0.06,4.859999999999999
2019-05-25,16,6.0,,0.06,0.96
2019-05-26,47,6.0,,0.06,2.82
2019-05-27,9,6.0,,0.06,0.54
2019-05-28,73,6.0,,0.06,4.38
2019-05-29,80,6.0,,0.06,4.8
2019-05-30,68,6.0,,0.06,4.08
2019-05-31,91,6.0,,0.06,5.46
2019-06-01,14,8.0,False,0.08,1.12
2019-06-02,10,8.0,,0.08,0.8
2019-06-03,56,8.0,,0.08,4.48
2019-06-04,43,8.0,,0.08,3.44
2019-06-05,76,8.0,,0.08,6.08
2019-06-06,61,8.0,,0.08,4.88
2019-06-07,75,8.0,,0.08,6.0
2019-06-08,22,8.0,,0.08,1.76
2019-06-09,23,8.0,,0.08,1.84
2019-06-10,67,8.0,,0.08,5.36
2019-06-11,48,8.0,,0.08,3.84
2019-06-12,55,8.0,,0.08,4.4
2019-06-13,100,8.0,,0.08,8.0
2019-06-14,69,8.0,,0.08,5.5200000000000005
2019-06-15,18,8.0,,0.08,1.44
2019-06-16,18,8.0,,0.08,1.44
2019-06-17,53,8.0,,0.08,4.24
2019-06-18,42,8.0,,0.08,3.36
2019-06-19,52,8.0,,0.08,4.16
2019-06-20,89,8.0,,0.08,7.12
2019-06-21,56,8.0,,0.08,4.48
2019-06-22,15,8.0,,0.08,1.2
2019-06-23,24,8.0,,0.08,1.92
2019-06-24,67,8.0,,0.08,5.36
2019-06-25,43,8.0,,0.08,3.44
2019-06-26,53,8.0,,0.08,4.24
2019-06-27,58,8.0,,0.08,4.64
2019-06-28,37,8.0,,0.08,2.96
2019-06-29,14,8.0,,0.08,1.12
2019-06-30,11,8.0,,0.08,0.88
2019-07-01,53,6.0,False,0.06,3.1799999999999997
2019-07-02,69,6.0,,0.06,4.14
2019-07-03,47,6.0,,0.06,2.82
2019-07-04,21,6.0,,0.06,1.26
2019-07-05,40,6.0,,0.06,2.4
2019-07-06,33,6.0,,0.06,1.98
2019-07-07,20,6.0,,0.06,1.2
2019-07-08,54,6.0,,0.06,3.2399999999999998
2019-07-09,70,6.0,,0.06,4.2
2019-07-10,100,6.0,,0.06,6.0
2019-07-11,74,6.0,,0.06,4.4399999999999995
2019-07-12,46,6.0,,0.06,2.76
2019-07-13,27,6.0,,0.06,1.6199999999999999
2019-07-14,29,6.0,,0.06,1.74
2019-07-15,69,6.0,,0.06,4.14
2019-07-16,69,6.0,,0.06,4.14
2019-07-17,56,6.0,,0.06,3.36
2019-07-18,84,6.0,,0.06,5.04
2019-07-19,61,6.0,,0.06,3.6599999999999997
2019-07-20,21,6.0,,0.06,1.26
2019-07-21,31,6.0,,0.06,1.8599999999999999
2019-07-22,56,6.0,,0.06,3.36
2019-07-23,39,6.0,,0.06,2.34
2019-07-24,53,6.0,,0.06,3.1799999999999997
2019-07-25,48,6.0,,0.06,2.88
2019-07-26,50,6.0,,0.06,3.0
2019-07-27,27,6.0,,0.06,1.6199999999999999
2019-07-28,10,6.0,,0.06,0.6
2019-07-29,60,6.0,,0.06,3.5999999999999996
2019-07-30,73,6.0,,0.06,4.38
2019-07-31,68,6.0,,0.06,4.08
2019-08-01,73,7.0,False,0.07,5.11
2019-08-02,68,7.0,,0.07,4.760000000000001
2019-08-03,35,7.0,,0.07,2.45
2019-08-04,24,7.0,,0.07,1.6800000000000002
2019-08-05,71,7.0,,0.07,4.970000000000001
2019-08-06,49,7.0,,0.07,3.43
2019-08-07,100,7.0,,0.07,7.000000000000001
2019-08-08,57,7.0,,0.07,3.99
2019-08-09,56,7.0,,0.07,3.9200000000000004
2019-08-10,14,7.0,,0.07,0.9800000000000001
2019-08-11,20,7.0,,0.07,1.4000000000000001
2019-08-12,45,7.0,,0.07,3.1500000000000004
