date,CMG_unscaled,CMG_monthly,isPartial,scale,CMG
2017-12-26,43,57.0,,0.57,24.509999999999998
2017-12-27,67,57.0,,0.57,38.19
2017-12-28,78,57.0,,0.57,44.459999999999994
2017-12-29,55,57.0,,0.57,31.349999999999998
2017-12-30,29,57.0,,0.57,16.529999999999998
2017-12-31,25,57.0,,0.57,14.249999999999998
2018-01-01,42,56.0,False,0.56,23.520000000000003
2018-01-02,96,56.0,,0.56,53.760000000000005
2018-01-03,92,56.0,,0.56,51.52
2018-01-04,81,56.0,,0.56,45.36000000000001
2018-01-05,83,56.0,,0.56,46.480000000000004
2018-01-06,36,56.0,,0.56,20.160000000000004
2018-01-07,42,56.0,,0.56,23.520000000000003
2018-01-08,68,56.0,,0.56,38.080000000000005
2018-01-09,88,56.0,,0.56,49.28
2018-01-10,86,56.0,,0.56,48.160000000000004
2018-01-11,75,56.0,,0.56,42.00000000000001
2018-01-12,80,56.0,,0.56,44.800000000000004
2018-01-13,18,56.0,,0.56,10.080000000000002
2018-01-14,51,56.0,,0.56,28.560000000000002
2018-01-15,41,56.0,,0.56,22.96
2018-01-16,82,56.0,,0.56,45.92
2018-01-17,93,56.0,,0.56,52.080000000000005
2018-01-18,83,56.0,,0.56,46.480000000000004
2018-01-19,100,56.0,,0.56,56.00000000000001
2018-01-20,53,56.0,,0.56,29.680000000000003
2018-01-21,33,56.0,,0.56,18.48
2018-01-22,79,56.0,,0.56,44.24
2018-01-23,83,56.0,,0.56,46.480000000000004
2018-01-24,88,56.0,,0.56,49.28
2018-01-25,72,56.0,,0.56,40.32000000000001
2018-01-26,86,56.0,,0.56,48.160000000000004
2018-01-27,32,56.0,,0.56,17.92
2018-01-28,32,56.0,,0.56,17.92
2018-01-29,84,56.0,,0.56,47.040000000000006
2018-01-30,73,56.0,,0.56,40.88
2018-01-31,67,56.0,,0.56,37.52
2018-02-01,46,90.0,False,0.9,41.4
2018-02-02,38,90.0,,0.9,34.2
2018-02-03,14,90.0,,0.9,12.6
2018-02-04,12,90.0,,0.9,10.8
2018-02-05,27,90.0,,0.9,24.3
2018-02-06,65,90.0,,0.9,58.5
2018-02-07,93,90.0,,0.9,83.7
2018-02-08,50,90.0,,0.9,45.0
2018-02-09,56,90.0,,0.9,50.4
2018-02-10,30,90.0,,0.9,27.0
2018-02-11,19,90.0,,0.9,17.1
2018-02-12,48,90.0,,0.9,43.2
2018-02-13,70,90.0,,0.9,63.0
2018-02-14,100,90.0,,0.9,90.0
2018-02-15,59,90.0,,0.9,53.1
2018-02-16,55,90.0,,0.9,49.5
2018-02-17,22,90.0,,0.9,19.8
2018-02-18,29,90.0,,0.9,26.1
2018-02-19,34,90.0,,0.9,30.6
2018-02-20,42,90.0,,0.9,37.800000000000004
2018-02-21,39,90.0,,0.9,35.1
2018-02-22,48,90.0,,0.9,43.2
2018-02-23,29,90.0,,0.9,26.1
2018-02-24,19,90.0,,0.9,17.1
2018-02-25,18,90.0,,0.9,16.2
2018-02-26,41,90.0,,0.9,36.9
2018-02-27,43,90.0,,0.9,38.7
2018-02-28,42,90.0,,0.9,37.800000000000004
2018-03-01,75,61.0,False,0.61,45.75
2018-03-02,72,61.0,,0.61,43.92
2018-03-03,54,61.0,,0.61,32.94
2018-03-04,16,61.0,,0.61,9.76
2018-03-05,67,61.0,,0.61,40.87
2018-03-06,56,61.0,,0.61,34.16
2018-03-07,76,61.0,,0.61,46.36
2018-03-08,60,61.0,,0.61,36.6
2018-03-09,54,61.0,,0.61,32.94
2018-03-10,45,61.0,,0.61,27.45
2018-03-11,31,61.0,,0.61,18.91
2018-03-12,50,61.0,,0.61,30.5
2018-03-13,61,61.0,,0.61,37.21
2018-03-14,64,61.0,,0.61,39.04
2018-03-15,68,61.0,,0.61,41.48
2018-03-16,68,61.0,,0.61,41.48
2018-03-17,17,61.0,,0.61,10.37
2018-03-18,18,61.0,,0.61,10.98
2018-03-19,63,61.0,,0.61,38.43
2018-03-20,75,61.0,,0.61,45.75
2018-03-21,100,61.0,,0.61,61.0
2018-03-22,71,61.0,,0.61,43.31
2018-03-23,64,61.0,,0.61,39.04
2018-03-24,34,61.0,,0.61,20.74
2018-03-25,34,61.0,,0.61,20.74
2018-03-26,67,61.0,,0.61,40.87
2018-03-27,62,61.0,,0.61,37.82
2018-03-28,53,61.0,,0.61,32.33
2018-03-29,44,61.0,,0.61,26.84
2018-03-30,52,61.0,,0.61,31.72
2018-03-31,38,61.0,,0.61,23.18
2018-04-01,8,69.0,False,0.69,5.52
2018-04-02,25,69.0,,0.69,17.25
2018-04-03,20,69.0,,0.69,13.799999999999999
2018-04-04,26,69.0,,0.69,17.939999999999998
2018-04-05,19,69.0,,0.69,13.11
2018-04-06,19,69.0,,0.69,13.11
2018-04-07,12,69.0,,0.69,8.28
2018-04-08,8,69.0,,0.69,5.52
2018-04-09,16,69.0,,0.69,11.04
2018-04-10,24,69.0,,0.69,16.56
2018-04-11,18,69.0,,0.69,12.419999999999998
2018-04-12,21,69.0,,0.69,14.489999999999998
2018-04-13,15,69.0,,0.69,10.35
2018-04-14,12,69.0,,0.69,8.28
2018-04-15,11,69.0,,0.69,7.59
2018-04-16,20,69.0,,0.69,13.799999999999999
2018-04-17,19,69.0,,0.69,13.11
2018-04-18,29,69.0,,0.69,20.009999999999998
2018-04-19,23,69.0,,0.69,15.87
2018-04-20,26,69.0,,0.69,17.939999999999998
2018-04-21,10,69.0,,0.69,6.8999999999999995
2018-04-22,4,69.0,,0.69,2.76
2018-04-23,19,69.0,,0.69,13.11
2018-04-24,20,69.0,,0.69,13.799999999999999
2018-04-25,48,69.0,,0.69,33.12
2018-04-26,100,69.0,,0.69,69.0
2018-04-27,49,69.0,,0.69,33.809999999999995
2018-04-28,19,69.0,,0.69,13.11
2018-04-29,9,69.0,,0.69,6.209999999999999
2018-04-30,36,69.0,,0.69,24.839999999999996
2018-05-01,100,63.0,False,0.63,63.0
2018-05-02,80,63.0,,0.63,50.4
2018-05-03,76,63.0,,0.63,47.88
2018-05-04,69,63.0,,0.63,43.47
2018-05-05,45,63.0,,0.63,28.35
2018-05-06,44,63.0,,0.63,27.72
2018-05-07,72,63.0,,0.63,45.36
2018-05-08,73,63.0,,0.63,45.99
2018-05-09,78,63.0,,0.63,49.14
2018-05-10,88,63.0,,0.63,55.44
2018-05-11,54,63.0,,0.63,34.02
2018-05-12,38,63.0,,0.63,23.94
2018-05-13,24,63.0,,0.63,15.120000000000001
2018-05-14,76,63.0,,0.63,47.88
2018-05-15,55,63.0,,0.63,34.65
2018-05-16,89,63.0,,0.63,56.07
2018-05-17,94,63.0,,0.63,59.22
2018-05-18,94,63.0,,0.63,59.22
2018-05-19,33,63.0,,0.63,20.79
2018-05-20,32,63.0,,0.63,20.16
2018-05-21,68,63.0,,0.63,42.84
2018-05-22,85,63.0,,0.63,53.55
2018-05-23,82,63.0,,0.63,51.660000000000004
2018-05-24,81,63.0,,0.63,51.03
2018-05-25,70,63.0,,0.63,44.1
2018-05-26,50,63.0,,0.63,31.5
2018-05-27,52,63.0,,0.63,32.76
2018-05-28,46,63.0,,0.63,28.98
2018-05-29,90,63.0,,0.63,56.7
2018-05-30,75,63.0,,0.63,47.25
2018-05-31,99,63.0,,0.63,62.37
2018-06-01,67,73.0,False,0.73,48.91
2018-06-02,38,73.0,,0.73,27.74
2018-06-03,38,73.0,,0.73,27.74
2018-06-04,71,73.0,,0.73,51.83
2018-06-05,63,73.0,,0.73,45.99
2018-06-06,79,73.0,,0.73,57.67
2018-06-07,53,73.0,,0.73,38.69
2018-06-08,57,73.0,,0.73,41.61
2018-06-09,31,73.0,,0.73,22.63
2018-06-10,42,73.0,,0.73,30.66
2018-06-11,68,73.0,,0.73,49.64
2018-06-12,66,73.0,,0.73,48.18
2018-06-13,51,73.0,,0.73,37.23
2018-06-14,62,73.0,,0.73,45.26
2018-06-15,57,73.0,,0.73,41.61
2018-06-16,31,73.0,,0.73,22.63
2018-06-17,29,73.0,,0.73,21.169999999999998
2018-06-18,56,73.0,,0.73,40.879999999999995
2018-06-19,64,73.0,,0.73,46.72
2018-06-20,48,73.0,,0.73,35.04
2018-06-21,72,73.0,,0.73,52.56
2018-06-22,49,73.0,,0.73,35.769999999999996
2018-06-23,41,73.0,,0.73,29.93
2018-06-24,41,73.0,,0.73,29.93
2018-06-25,50,73.0,,0.73,36.5
2018-06-26,42,73.0,,0.73,30.66
2018-06-27,61,73.0,,0.73,44.53
2018-06-28,100,73.0,,0.73,73.0
2018-06-29,79,73.0,,0.73,57.67
2018-06-30,37,73.0,,0.73,27.009999999999998
2018-07-01,38,85.0,False,0.85,32.3
2018-07-02,49,85.0,,0.85,41.65
2018-07-03,40,85.0,,0.85,34.0
2018-07-04,22,85.0,,0.85,18.7
2018-07-05,34,85.0,,0.85,28.9
2018-07-06,42,85.0,,0.85,35.699999999999996
2018-07-07,22,85.0,,0.85,18.7
2018-07-08,20,85.0,,0.85,17.0
2018-07-09,45,85.0,,0.85,38.25
2018-07-10,44,85.0,,0.85,37.4
2018-07-11,45,85.0,,0.85,38.25
2018-07-12,33,85.0,,0.85,28.05
2018-07-13,49,85.0,,0.85,41.65
2018-07-14,24,85.0,,0.85,20.4
2018-07-15,24,85.0,,0.85,20.4
2018-07-16,36,85.0,,0.85,30.599999999999998
2018-07-17,47,85.0,,0.85,39.949999999999996
2018-07-18,32,85.0,,0.85,27.2
2018-07-19,50,85.0,,0.85,42.5
2018-07-20,32,85.0,,0.85,27.2
2018-07-21,32,85.0,,0.85,27.2
2018-07-22,36,85.0,,0.85,30.599999999999998
2018-07-23,41,85.0,,0.85,34.85
2018-07-24,42,85.0,,0.85,35.699999999999996
2018-07-25,50,85.0,,0.85,42.5
2018-07-26,100,85.0,,0.85,85.0
2018-07-27,68,85.0,,0.85,57.8
2018-07-28,33,85.0,,0.85,28.05
2018-07-29,33,85.0,,0.85,28.05
2018-07-30,59,85.0,,0.85,50.15
2018-07-31,86,85.0,,0.85,73.1
2018-08-01,96,90.0,False,0.9,86.4
2018-08-02,73,90.0,,0.9,65.7
2018-08-03,73,90.0,,0.9,65.7
2018-08-04,44,90.0,,0.9,39.6
2018-08-05,45,90.0,,0.9,40.5
2018-08-06,66,90.0,,0.9,59.4
2018-08-07,67,90.0,,0.9,60.300000000000004
2018-08-08,70,90.0,,0.9,63.0
2018-08-09,61,90.0,,0.9,54.9
2018-08-10,64,90.0,,0.9,57.6
2018-08-11,37,90.0,,0.9,33.300000000000004
2018-08-12,40,90.0,,0.9,36.0
2018-08-13,54,90.0,,0.9,48.6
2018-08-14,61,90.0,,0.9,54.9
2018-08-15,74,90.0,,0.9,66.60000000000001
2018-08-16,100,90.0,,0.9,90.0
2018-08-17,52,90.0,,0.9,46.800000000000004
2018-08-18,45,90.0,,0.9,40.5
2018-08-19,46,90.0,,0.9,41.4
2018-08-20,66,90.0,,0.9,59.4
2018-08-21,69,90.0,,0.9,62.1
2018-08-22,70,90.0,,0.9,63.0
2018-08-23,73,90.0,,0.9,65.7
2018-08-24,47,90.0,,0.9,42.300000000000004
2018-08-25,40,90.0,,0.9,36.0
2018-08-26,40,90.0,,0.9,36.0
2018-08-27,64,90.0,,0.9,57.6
2018-08-28,57,90.0,,0.9,51.300000000000004
2018-08-29,63,90.0,,0.9,56.7
2018-08-30,37,90.0,,0.9,33.300000000000004
2018-08-31,57,90.0,,0.9,51.300000000000004
2018-09-01,44,56.0,False,0.56,24.64
2018-09-02,30,56.0,,0.56,16.8
2018-09-03,36,56.0,,0.56,20.160000000000004
2018-09-04,100,56.0,,0.56,56.00000000000001
2018-09-05,87,56.0,,0.56,48.720000000000006
2018-09-06,65,56.0,,0.56,36.400000000000006
2018-09-07,55,56.0,,0.56,30.800000000000004
2018-09-08,58,56.0,,0.56,32.480000000000004
2018-09-09,46,56.0,,0.56,25.76
2018-09-10,53,56.0,,0.56,29.680000000000003
2018-09-11,56,56.0,,0.56,31.360000000000003
2018-09-12,54,56.0,,0.56,30.240000000000002
2018-09-13,60,56.0,,0.56,33.6
2018-09-14,47,56.0,,0.56,26.320000000000004
2018-09-15,35,56.0,,0.56,19.6
2018-09-16,38,56.0,,0.56,21.28
2018-09-17,60,56.0,,0.56,33.6
2018-09-18,56,56.0,,0.56,31.360000000000003
2018-09-19,58,56.0,,0.56,32.480000000000004
2018-09-20,65,56.0,,0.56,36.400000000000006
2018-09-21,58,56.0,,0.56,32.480000000000004
2018-09-22,32,56.0,,0.56,17.92
2018-09-23,29,56.0,,0.56,16.240000000000002
2018-09-24,58,56.0,,0.56,32.480000000000004
2018-09-25,66,56.0,,0.56,36.96
2018-09-26,59,56.0,,0.56,33.040000000000006
2018-09-27,53,56.0,,0.56,29.680000000000003
2018-09-28,39,56.0,,0.56,21.840000000000003
2018-09-29,43,56.0,,0.56,24.080000000000002
2018-09-30,57,56.0,,0.56,31.92
2018-10-01,73,69.0,False,0.69,50.37
2018-10-02,43,69.0,,0.69,29.669999999999998
2018-10-03,51,69.0,,0.69,35.19
2018-10-04,47,69.0,,0.69,32.43
2018-10-05,57,69.0,,0.69,39.33
2018-10-06,26,69.0,,0.69,17.939999999999998
2018-10-07,27,69.0,,0.69,18.63
2018-10-08,49,69.0,,0.69,33.809999999999995
2018-10-09,52,69.0,,0.69,35.879999999999995
2018-10-10,64,69.0,,0.69,44.16
2018-10-11,63,69.0,,0.69,43.47
2018-10-12,47,69.0,,0.69,32.43
2018-10-13,35,69.0,,0.69,24.15
2018-10-14,48,69.0,,0.69,33.12
2018-10-15,55,69.0,,0.69,37.949999999999996
2018-10-16,47,69.0,,0.69,32.43
2018-10-17,67,69.0,,0.69,46.23
2018-10-18,67,69.0,,0.69,46.23
2018-10-19,70,69.0,,0.69,48.3
2018-10-20,55,69.0,,0.69,37.949999999999996
2018-10-21,41,69.0,,0.69,28.29
2018-10-22,52,69.0,,0.69,35.879999999999995
2018-10-23,73,69.0,,0.69,50.37
2018-10-24,75,69.0,,0.69,51.74999999999999
2018-10-25,100,69.0,,0.69,69.0
2018-10-26,76,69.0,,0.69,52.44
2018-10-27,58,69.0,,0.69,40.019999999999996
2018-10-28,36,69.0,,0.69,24.839999999999996
2018-10-29,77,69.0,,0.69,53.129999999999995
2018-10-30,61,69.0,,0.69,42.089999999999996
2018-10-31,74,69.0,,0.69,51.059999999999995
2018-11-01,99,57.0,False,0.57,56.42999999999999
2018-11-02,79,57.0,,0.57,45.029999999999994
2018-11-03,69,57.0,,0.57,39.33
2018-11-04,67,57.0,,0.57,38.19
2018-11-05,90,57.0,,0.57,51.3
2018-11-06,100,57.0,,0.57,56.99999999999999
2018-11-07,65,57.0,,0.57,37.05
2018-11-08,76,57.0,,0.57,43.31999999999999
2018-11-09,68,57.0,,0.57,38.76
2018-11-10,69,57.0,,0.57,39.33
2018-11-11,73,57.0,,0.57,41.61
2018-11-12,78,57.0,,0.57,44.459999999999994
2018-11-13,73,57.0,,0.57,41.61
2018-11-14,64,57.0,,0.57,36.48
2018-11-15,80,57.0,,0.57,45.599999999999994
2018-11-16,68,57.0,,0.57,38.76
2018-11-17,64,57.0,,0.57,36.48
2018-11-18,56,57.0,,0.57,31.919999999999998
2018-11-19,83,57.0,,0.57,47.309999999999995
2018-11-20,77,57.0,,0.57,43.88999999999999
2018-11-21,73,57.0,,0.57,41.61
2018-11-22,67,57.0,,0.57,38.19
2018-11-23,41,57.0,,0.57,23.369999999999997
2018-11-24,44,57.0,,0.57,25.08
2018-11-25,71,57.0,,0.57,40.47
2018-11-26,61,57.0,,0.57,34.769999999999996
2018-11-27,67,57.0,,0.57,38.19
2018-11-28,61,57.0,,0.57,34.769999999999996
2018-11-29,79,57.0,,0.57,45.029999999999994
2018-11-30,69,57.0,,0.57,39.33
2018-12-01,65,55.0,False,0.55,35.75
2018-12-02,73,55.0,,0.55,40.150000000000006
2018-12-03,100,55.0,,0.55,55.00000000000001
2018-12-04,94,55.0,,0.55,51.7
2018-12-05,70,55.0,,0.55,38.5
2018-12-06,72,55.0,,0.55,39.6
2018-12-07,78,55.0,,0.55,42.900000000000006
2018-12-08,61,55.0,,0.55,33.550000000000004
2018-12-09,55,55.0,,0.55,30.250000000000004
2018-12-10,62,55.0,,0.55,34.1
2018-12-11,65,55.0,,0.55,35.75
2018-12-12,69,55.0,,0.55,37.95
2018-12-13,65,55.0,,0.55,35.75
2018-12-14,62,55.0,,0.55,34.1
2018-12-15,51,55.0,,0.55,28.05
2018-12-16,57,55.0,,0.55,31.35
2018-12-17,88,55.0,,0.55,48.400000000000006
2018-12-18,79,55.0,,0.55,43.45
2018-12-19,77,55.0,,0.55,42.35
2018-12-20,75,55.0,,0.55,41.25
2018-12-21,76,55.0,,0.55,41.800000000000004
2018-12-22,64,55.0,,0.55,35.2
2018-12-23,43,55.0,,0.55,23.650000000000002
2018-12-24,66,55.0,,0.55,36.300000000000004
2018-12-25,44,55.0,,0.55,24.200000000000003
2018-12-26,65,55.0,,0.55,35.75
2018-12-27,87,55.0,,0.55,47.85
2018-12-28,63,55.0,,0.55,34.650000000000006
2018-12-29,59,55.0,,0.55,32.45
2018-12-30,34,55.0,,0.55,18.700000000000003
2018-12-31,65,55.0,,0.55,35.75
2019-01-01,45,66.0,False,0.66,29.700000000000003
2019-01-02,87,66.0,,0.66,57.42
2019-01-03,93,66.0,,0.66,61.38
2019-01-04,94,66.0,,0.66,62.040000000000006
2019-01-05,53,66.0,,0.66,34.980000000000004
2019-01-06,57,66.0,,0.66,37.620000000000005
2019-01-07,83,66.0,,0.66,54.78
2019-01-08,55,66.0,,0.66,36.300000000000004
2019-01-09,82,66.0,,0.66,54.120000000000005
2019-01-10,77,66.0,,0.66,50.82
2019-01-11,65,66.0,,0.66,42.9
2019-01-12,50,66.0,,0.66,33.0
2019-01-13,60,66.0,,0.66,39.6
2019-01-14,88,66.0,,0.66,58.080000000000005
2019-01-15,91,66.0,,0.66,60.06
2019-01-16,90,66.0,,0.66,59.400000000000006
2019-01-17,84,66.0,,0.66,55.440000000000005
2019-01-18,68,66.0,,0.66,44.88
2019-01-19,42,66.0,,0.66,27.720000000000002
2019-01-20,50,66.0,,0.66,33.0
2019-01-21,54,66.0,,0.66,35.64
2019-01-22,57,66.0,,0.66,37.620000000000005
2019-01-23,89,66.0,,0.66,58.74
2019-01-24,85,66.0,,0.66,56.1
2019-01-25,93,66.0,,0.66,61.38
2019-01-26,41,66.0,,0.66,27.060000000000002
2019-01-27,62,66.0,,0.66,40.92
2019-01-28,81,66.0,,0.66,53.46
2019-01-29,97,66.0,,0.66,64.02
2019-01-30,86,66.0,,0.66,56.760000000000005
2019-01-31,100,66.0,,0.66,66.0
2019-02-01,33,75.0,False,0.75,24.75
2019-02-02,24,75.0,,0.75,18.0
2019-02-03,15,75.0,,0.75,11.25
2019-02-04,31,75.0,,0.75,23.25
2019-02-05,31,75.0,,0.75,23.25
2019-02-06,74,75.0,,0.75,55.5
2019-02-07,100,75.0,,0.75,75.0
2019-02-08,48,75.0,,0.75,36.0
2019-02-09,25,75.0,,0.75,18.75
2019-02-10,22,75.0,,0.75,16.5
2019-02-11,37,75.0,,0.75,27.75
2019-02-12,39,75.0,,0.75,29.25
2019-02-13,29,75.0,,0.75,21.75
2019-02-14,32,75.0,,0.75,24.0
2019-02-15,36,75.0,,0.75,27.0
2019-02-16,22,75.0,,0.75,16.5
2019-02-17,25,75.0,,0.75,18.75
2019-02-18,27,75.0,,0.75,20.25
2019-02-19,34,75.0,,0.75,25.5
2019-02-20,36,75.0,,0.75,27.0
2019-02-21,26,75.0,,0.75,19.5
2019-02-22,35,75.0,,0.75,26.25
2019-02-23,17,75.0,,0.75,12.75
2019-02-24,26,75.0,,0.75,19.5
2019-02-25,30,75.0,,0.75,22.5
2019-02-26,29,75.0,,0.75,21.75
2019-02-27,21,75.0,,0.75,15.75
2019-02-28,23,75.0,,0.75,17.25
2019-03-01,75,62.0,False,0.62,46.5
2019-03-02,29,62.0,,0.62,17.98
2019-03-03,31,62.0,,0.62,19.22
2019-03-04,67,62.0,,0.62,41.54
2019-03-05,59,62.0,,0.62,36.58
2019-03-06,62,62.0,,0.62,38.44
2019-03-07,58,62.0,,0.62,35.96
2019-03-08,63,62.0,,0.62,39.06
2019-03-09,41,62.0,,0.62,25.419999999999998
2019-03-10,39,62.0,,0.62,24.18
2019-03-11,69,62.0,,0.62,42.78
2019-03-12,74,62.0,,0.62,45.88
2019-03-13,51,62.0,,0.62,31.62
2019-03-14,62,62.0,,0.62,38.44
2019-03-15,60,62.0,,0.62,37.2
2019-03-16,44,62.0,,0.62,27.28
2019-03-17,17,62.0,,0.62,10.54
2019-03-18,53,62.0,,0.62,32.86
2019-03-19,63,62.0,,0.62,39.06
2019-03-20,62,62.0,,0.62,38.44
2019-03-21,100,62.0,,0.62,62.0
2019-03-22,43,62.0,,0.62,26.66
2019-03-23,28,62.0,,0.62,17.36
2019-03-24,29,62.0,,0.62,17.98
2019-03-25,53,62.0,,0.62,32.86
2019-03-26,58,62.0,,0.62,35.96
2019-03-27,67,62.0,,0.62,41.54
2019-03-28,59,62.0,,0.62,36.58
2019-03-29,69,62.0,,0.62,42.78
2019-03-30,49,62.0,,0.62,30.38
2019-03-31,29,62.0,,0.62,17.98
2019-04-01,63,67.0,False,0.67,42.21
2019-04-02,48,67.0,,0.67,32.160000000000004
2019-04-03,45,67.0,,0.67,30.150000000000002
2019-04-04,36,67.0,,0.67,24.12
2019-04-05,49,67.0,,0.67,32.830000000000005
2019-04-06,24,67.0,,0.67,16.080000000000002
2019-04-07,12,67.0,,0.67,8.040000000000001
2019-04-08,46,67.0,,0.67,30.82
2019-04-09,36,67.0,,0.67,24.12
2019-04-10,40,67.0,,0.67,26.8
2019-04-11,41,67.0,,0.67,27.470000000000002
2019-04-12,30,67.0,,0.67,20.1
2019-04-13,17,67.0,,0.67,11.39
2019-04-14,23,67.0,,0.67,15.41
2019-04-15,40,67.0,,0.67,26.8
2019-04-16,43,67.0,,0.67,28.810000000000002
2019-04-17,54,67.0,,0.67,36.18
2019-04-18,45,67.0,,0.67,30.150000000000002
2019-04-19,29,67.0,,0.67,19.43
2019-04-20,20,67.0,,0.67,13.4
2019-04-21,16,67.0,,0.67,10.72
2019-04-22,33,67.0,,0.67,22.110000000000003
2019-04-23,58,67.0,,0.67,38.86
2019-04-24,100,67.0,,0.67,67.0
2019-04-25,83,67.0,,0.67,55.61000000000001
2019-04-26,60,67.0,,0.67,40.2
2019-04-27,23,67.0,,0.67,15.41
2019-04-28,24,67.0,,0.67,16.080000000000002
2019-04-29,58,67.0,,0.67,38.86
2019-04-30,37,67.0,,0.67,24.790000000000003
2019-05-01,76,58.0,False,0.58,44.08
2019-05-02,78,58.0,,0.58,45.239999999999995
2019-05-03,69,58.0,,0.58,40.019999999999996
2019-05-04,36,58.0,,0.58,20.88
2019-05-05,20,58.0,,0.58,11.6
2019-05-06,69,58.0,,0.58,40.019999999999996
2019-05-07,48,58.0,,0.58,27.839999999999996
2019-05-08,78,58.0,,0.58,45.239999999999995
2019-05-09,56,58.0,,0.58,32.48
2019-05-10,49,58.0,,0.58,28.419999999999998
2019-05-11,32,58.0,,0.58,18.56
2019-05-12,30,58.0,,0.58,17.4
2019-05-13,66,58.0,,0.58,38.279999999999994
2019-05-14,83,58.0,,0.58,48.13999999999999
2019-05-15,75,58.0,,0.58,43.5
2019-05-16,63,58.0,,0.58,36.54
2019-05-17,71,58.0,,0.58,41.18
2019-05-18,49,58.0,,0.58,28.419999999999998
2019-05-19,39,58.0,,0.58,22.619999999999997
2019-05-20,73,58.0,,0.58,42.339999999999996
2019-05-21,81,58.0,,0.58,46.98
2019-05-22,80,58.0,,0.58,46.4
2019-05-23,83,58.0,,0.58,48.13999999999999
2019-05-24,100,58.0,,0.58,57.99999999999999
2019-05-25,32,58.0,,0.58,18.56
2019-05-26,22,58.0,,0.58,12.76
2019-05-27,22,58.0,,0.58,12.76
2019-05-28,59,58.0,,0.58,34.22
2019-05-29,68,58.0,,0.58,39.44
2019-05-30,74,58.0,,0.58,42.919999999999995
2019-05-31,99,58.0,,0.58,57.419999999999995
2019-06-01,58,55.0,False,0.55,31.900000000000002
2019-06-02,37,55.0,,0.55,20.35
2019-06-03,100,55.0,,0.55,55.00000000000001
2019-06-04,84,55.0,,0.55,46.2
2019-06-05,79,55.0,,0.55,43.45
2019-06-06,84,55.0,,0.55,46.2
2019-06-07,73,55.0,,0.55,40.150000000000006
2019-06-08,39,55.0,,0.55,21.450000000000003
2019-06-09,34,55.0,,0.55,18.700000000000003
2019-06-10,89,55.0,,0.55,48.95
2019-06-11,78,55.0,,0.55,42.900000000000006
2019-06-12,79,55.0,,0.55,43.45
2019-06-13,66,55.0,,0.55,36.300000000000004
2019-06-14,70,55.0,,0.55,38.5
2019-06-15,54,55.0,,0.55,29.700000000000003
2019-06-16,27,55.0,,0.55,14.850000000000001
2019-06-17,61,55.0,,0.55,33.550000000000004
2019-06-18,62,55.0,,0.55,34.1
2019-06-19,78,55.0,,0.55,42.900000000000006
2019-06-20,65,55.0,,0.55,35.75
2019-06-21,57,55.0,,0.55,31.35
2019-06-22,41,55.0,,0.55,22.55
2019-06-23,28,55.0,,0.55,15.400000000000002
2019-06-24,67,55.0,,0.55,36.85
2019-06-25,74,55.0,,0.55,40.7
2019-06-26,93,55.0,,0.55,51.150000000000006
2019-06-27,75,55.0,,0.55,41.25
2019-06-28,90,55.0,,0.55,49.50000000000001
2019-06-29,39,55.0,,0.55,21.450000000000003
2019-06-30,67,55.0,,0.55,36.85
2019-07-01,40,66.0,False,0.66,26.400000000000002
2019-07-02,33,66.0,,0.66,21.78
2019-07-03,39,66.0,,0.66,25.740000000000002
2019-07-04,22,66.0,,0.66,14.520000000000001
2019-07-05,29,66.0,,0.66,19.14
2019-07-06,20,66.0,,0.66,13.200000000000001
2019-07-07,24,66.0,,0.66,15.84
2019-07-08,38,66.0,,0.66,25.080000000000002
2019-07-09,37,66.0,,0.66,24.42
2019-07-10,49,66.0,,0.66,32.34
2019-07-11,35,66.0,,0.66,23.1
2019-07-12,36,66.0,,0.66,23.76
2019-07-13,16,66.0,,0.66,10.56
2019-07-14,18,66.0,,0.66,11.88
2019-07-15,46,66.0,,0.66,30.360000000000003
2019-07-16,28,66.0,,0.66,18.48
2019-07-17,31,66.0,,0.66,20.46
2019-07-18,28,66.0,,0.66,18.48
2019-07-19,37,66.0,,0.66,24.42
2019-07-20,20,66.0,,0.66,13.200000000000001
2019-07-21,21,66.0,,0.66,13.860000000000001
2019-07-22,50,66.0,,0.66,33.0
2019-07-23,100,66.0,,0.66,66.0
2019-07-24,91,66.0,,0.66,60.06
2019-07-25,43,66.0,,0.66,28.380000000000003
2019-07-26,40,66.0,,0.66,26.400000000000002
2019-07-27,18,66.0,,0.66,11.88
2019-07-28,21,66.0,,0.66,13.860000000000001
2019-07-29,60,66.0,,0.66,39.6
2019-07-30,38,66.0,,0.66,25.080000000000002
2019-07-31,43,66.0,,0.66,28.380000000000003
2019-08-01,79,57.0,False,0.57,45.029999999999994
2019-08-02,81,57.0,,0.57,46.169999999999995
2019-08-03,30,57.0,,0.57,17.099999999999998
2019-08-04,60,57.0,,0.57,34.199999999999996
2019-08-05,69,57.0,,0.57,39.33
2019-08-06,72,57.0,,0.57,41.04
2019-08-07,100,57.0,,0.57,56.99999999999999
2019-08-08,84,57.0,,0.57,47.879999999999995
2019-08-09,78,57.0,,0.57,44.459999999999994
2019-08-10,40,57.0,,0.57,22.799999999999997
2019-08-11,40,57.0,,0.57,22.799999999999997
2019-08-12,71,57.0,,0.57,40.47
2019-08-13,84,57.0,,0.57,47.879999999999995
2019-08-14,85,57.0,,0.57,48.449999999999996
2019-08-15,84,57.0,,0.57,47.879999999999995
