date,GO_unscaled,GO_monthly,isPartial,scale,GO
2017-12-23,93,33.0,,0.33,30.69
2017-12-24,88,33.0,,0.33,29.040000000000003
2017-12-25,96,33.0,,0.33,31.68
2017-12-26,91,33.0,,0.33,30.03
2017-12-27,93,33.0,,0.33,30.69
2017-12-28,92,33.0,,0.33,30.360000000000003
2017-12-29,93,33.0,,0.33,30.69
2017-12-30,96,33.0,,0.33,31.68
2017-12-31,96,33.0,,0.33,31.68
2018-01-01,93,34.0,False,0.34,31.62
2018-01-02,91,34.0,,0.34,30.94
2018-01-03,90,34.0,,0.34,30.6
2018-01-04,87,34.0,,0.34,29.580000000000002
2018-01-05,90,34.0,,0.34,30.6
2018-01-06,97,34.0,,0.34,32.980000000000004
2018-01-07,95,34.0,,0.34,32.300000000000004
2018-01-08,87,34.0,,0.34,29.580000000000002
2018-01-09,89,34.0,,0.34,30.26
2018-01-10,86,34.0,,0.34,29.240000000000002
2018-01-11,88,34.0,,0.34,29.92
2018-01-12,87,34.0,,0.34,29.580000000000002
2018-01-13,94,34.0,,0.34,31.96
2018-01-14,96,34.0,,0.34,32.64
2018-01-15,91,34.0,,0.34,30.94
2018-01-16,84,34.0,,0.34,28.560000000000002
2018-01-17,85,34.0,,0.34,28.900000000000002
2018-01-18,86,34.0,,0.34,29.240000000000002
2018-01-19,86,34.0,,0.34,29.240000000000002
2018-01-20,98,34.0,,0.34,33.32
2018-01-21,96,34.0,,0.34,32.64
2018-01-22,92,34.0,,0.34,31.28
2018-01-23,93,34.0,,0.34,31.62
2018-01-24,92,34.0,,0.34,31.28
2018-01-25,87,34.0,,0.34,29.580000000000002
2018-01-26,89,34.0,,0.34,30.26
2018-01-27,95,34.0,,0.34,32.300000000000004
2018-01-28,100,34.0,,0.34,34.0
2018-01-29,86,34.0,,0.34,29.240000000000002
2018-01-30,86,34.0,,0.34,29.240000000000002
2018-01-31,89,34.0,,0.34,30.26
2018-02-01,87,33.0,False,0.33,28.71
2018-02-02,86,33.0,,0.33,28.380000000000003
2018-02-03,93,33.0,,0.33,30.69
2018-02-04,89,33.0,,0.33,29.37
2018-02-05,83,33.0,,0.33,27.39
2018-02-06,86,33.0,,0.33,28.380000000000003
2018-02-07,86,33.0,,0.33,28.380000000000003
2018-02-08,86,33.0,,0.33,28.380000000000003
2018-02-09,88,33.0,,0.33,29.040000000000003
2018-02-10,98,33.0,,0.33,32.34
2018-02-11,97,33.0,,0.33,32.01
2018-02-12,89,33.0,,0.33,29.37
2018-02-13,88,33.0,,0.33,29.040000000000003
2018-02-14,83,33.0,,0.33,27.39
2018-02-15,87,33.0,,0.33,28.71
2018-02-16,89,33.0,,0.33,29.37
2018-02-17,95,33.0,,0.33,31.35
2018-02-18,96,33.0,,0.33,31.68
2018-02-19,90,33.0,,0.33,29.700000000000003
2018-02-20,86,33.0,,0.33,28.380000000000003
2018-02-21,91,33.0,,0.33,30.03
2018-02-22,87,33.0,,0.33,28.71
2018-02-23,91,33.0,,0.33,30.03
2018-02-24,100,33.0,,0.33,33.0
2018-02-25,97,33.0,,0.33,32.01
2018-02-26,88,33.0,,0.33,29.040000000000003
2018-02-27,88,33.0,,0.33,29.040000000000003
2018-02-28,89,33.0,,0.33,29.37
2018-03-01,86,34.0,False,0.34,29.240000000000002
2018-03-02,86,34.0,,0.34,29.240000000000002
2018-03-03,88,34.0,,0.34,29.92
2018-03-04,92,34.0,,0.34,31.28
2018-03-05,84,34.0,,0.34,28.560000000000002
2018-03-06,88,34.0,,0.34,29.92
2018-03-07,87,34.0,,0.34,29.580000000000002
2018-03-08,84,34.0,,0.34,28.560000000000002
2018-03-09,86,34.0,,0.34,29.240000000000002
2018-03-10,90,34.0,,0.34,30.6
2018-03-11,93,34.0,,0.34,31.62
2018-03-12,87,34.0,,0.34,29.580000000000002
2018-03-13,86,34.0,,0.34,29.240000000000002
2018-03-14,82,34.0,,0.34,27.880000000000003
2018-03-15,85,34.0,,0.34,28.900000000000002
2018-03-16,84,34.0,,0.34,28.560000000000002
2018-03-17,92,34.0,,0.34,31.28
2018-03-18,91,34.0,,0.34,30.94
2018-03-19,84,34.0,,0.34,28.560000000000002
2018-03-20,82,34.0,,0.34,27.880000000000003
2018-03-21,82,34.0,,0.34,27.880000000000003
2018-03-22,85,34.0,,0.34,28.900000000000002
2018-03-23,87,34.0,,0.34,29.580000000000002
2018-03-24,88,34.0,,0.34,29.92
2018-03-25,100,34.0,,0.34,34.0
2018-03-26,90,34.0,,0.34,30.6
2018-03-27,88,34.0,,0.34,29.92
2018-03-28,87,34.0,,0.34,29.580000000000002
2018-03-29,86,34.0,,0.34,29.240000000000002
2018-03-30,90,34.0,,0.34,30.6
2018-03-31,96,34.0,,0.34,32.64
2018-04-01,90,34.0,False,0.34,30.6
2018-04-02,88,34.0,,0.34,29.92
2018-04-03,87,34.0,,0.34,29.580000000000002
2018-04-04,87,34.0,,0.34,29.580000000000002
2018-04-05,93,34.0,,0.34,31.62
2018-04-06,87,34.0,,0.34,29.580000000000002
2018-04-07,93,34.0,,0.34,31.62
2018-04-08,96,34.0,,0.34,32.64
2018-04-09,86,34.0,,0.34,29.240000000000002
2018-04-10,88,34.0,,0.34,29.92
2018-04-11,89,34.0,,0.34,30.26
2018-04-12,87,34.0,,0.34,29.580000000000002
2018-04-13,86,34.0,,0.34,29.240000000000002
2018-04-14,94,34.0,,0.34,31.96
2018-04-15,100,34.0,,0.34,34.0
2018-04-16,90,34.0,,0.34,30.6
2018-04-17,86,34.0,,0.34,29.240000000000002
2018-04-18,88,34.0,,0.34,29.92
2018-04-19,90,34.0,,0.34,30.6
2018-04-20,83,34.0,,0.34,28.220000000000002
2018-04-21,90,34.0,,0.34,30.6
2018-04-22,91,34.0,,0.34,30.94
2018-04-23,86,34.0,,0.34,29.240000000000002
2018-04-24,87,34.0,,0.34,29.580000000000002
2018-04-25,84,34.0,,0.34,28.560000000000002
2018-04-26,85,34.0,,0.34,28.900000000000002
2018-04-27,83,34.0,,0.34,28.220000000000002
2018-04-28,87,34.0,,0.34,29.580000000000002
2018-04-29,86,34.0,,0.34,29.240000000000002
2018-04-30,84,34.0,,0.34,28.560000000000002
2018-05-01,89,34.0,False,0.34,30.26
2018-05-02,89,34.0,,0.34,30.26
2018-05-03,88,34.0,,0.34,29.92
2018-05-04,87,34.0,,0.34,29.580000000000002
2018-05-05,92,34.0,,0.34,31.28
2018-05-06,94,34.0,,0.34,31.96
2018-05-07,93,34.0,,0.34,31.62
2018-05-08,85,34.0,,0.34,28.900000000000002
2018-05-09,87,34.0,,0.34,29.580000000000002
2018-05-10,87,34.0,,0.34,29.580000000000002
2018-05-11,90,34.0,,0.34,30.6
2018-05-12,91,34.0,,0.34,30.94
2018-05-13,87,34.0,,0.34,29.580000000000002
2018-05-14,89,34.0,,0.34,30.26
2018-05-15,90,34.0,,0.34,30.6
2018-05-16,88,34.0,,0.34,29.92
2018-05-17,88,34.0,,0.34,29.92
2018-05-18,86,34.0,,0.34,29.240000000000002
2018-05-19,100,34.0,,0.34,34.0
2018-05-20,97,34.0,,0.34,32.980000000000004
2018-05-21,90,34.0,,0.34,30.6
2018-05-22,90,34.0,,0.34,30.6
2018-05-23,92,34.0,,0.34,31.28
2018-05-24,90,34.0,,0.34,30.6
2018-05-25,88,34.0,,0.34,29.92
2018-05-26,95,34.0,,0.34,32.300000000000004
2018-05-27,100,34.0,,0.34,34.0
2018-05-28,100,34.0,,0.34,34.0
2018-05-29,88,34.0,,0.34,29.92
2018-05-30,99,34.0,,0.34,33.660000000000004
2018-05-31,91,34.0,,0.34,30.94
2018-06-01,84,35.0,False,0.35,29.4
2018-06-02,87,35.0,,0.35,30.45
2018-06-03,90,35.0,,0.35,31.499999999999996
2018-06-04,81,35.0,,0.35,28.349999999999998
2018-06-05,82,35.0,,0.35,28.7
2018-06-06,81,35.0,,0.35,28.349999999999998
2018-06-07,87,35.0,,0.35,30.45
2018-06-08,85,35.0,,0.35,29.749999999999996
2018-06-09,87,35.0,,0.35,30.45
2018-06-10,91,35.0,,0.35,31.849999999999998
2018-06-11,83,35.0,,0.35,29.049999999999997
2018-06-12,82,35.0,,0.35,28.7
2018-06-13,86,35.0,,0.35,30.099999999999998
2018-06-14,83,35.0,,0.35,29.049999999999997
2018-06-15,82,35.0,,0.35,28.7
2018-06-16,94,35.0,,0.35,32.9
2018-06-17,91,35.0,,0.35,31.849999999999998
2018-06-18,85,35.0,,0.35,29.749999999999996
2018-06-19,83,35.0,,0.35,29.049999999999997
2018-06-20,86,35.0,,0.35,30.099999999999998
2018-06-21,92,35.0,,0.35,32.199999999999996
2018-06-22,88,35.0,,0.35,30.799999999999997
2018-06-23,96,35.0,,0.35,33.599999999999994
2018-06-24,100,35.0,,0.35,35.0
2018-06-25,91,35.0,,0.35,31.849999999999998
2018-06-26,87,35.0,,0.35,30.45
2018-06-27,89,35.0,,0.35,31.15
2018-06-28,89,35.0,,0.35,31.15
2018-06-29,90,35.0,,0.35,31.499999999999996
2018-06-30,98,35.0,,0.35,34.3
2018-07-01,91,38.0,False,0.38,34.58
2018-07-02,85,38.0,,0.38,32.3
2018-07-03,83,38.0,,0.38,31.54
2018-07-04,85,38.0,,0.38,32.3
2018-07-05,85,38.0,,0.38,32.3
2018-07-06,88,38.0,,0.38,33.44
2018-07-07,92,38.0,,0.38,34.96
2018-07-08,100,38.0,,0.38,38.0
2018-07-09,87,38.0,,0.38,33.06
2018-07-10,85,38.0,,0.38,32.3
2018-07-11,87,38.0,,0.38,33.06
2018-07-12,84,38.0,,0.38,31.92
2018-07-13,87,38.0,,0.38,33.06
2018-07-14,96,38.0,,0.38,36.480000000000004
2018-07-15,93,38.0,,0.38,35.34
2018-07-16,87,38.0,,0.38,33.06
2018-07-17,87,38.0,,0.38,33.06
2018-07-18,88,38.0,,0.38,33.44
2018-07-19,88,38.0,,0.38,33.44
2018-07-20,88,38.0,,0.38,33.44
2018-07-21,95,38.0,,0.38,36.1
2018-07-22,99,38.0,,0.38,37.62
2018-07-23,88,38.0,,0.38,33.44
2018-07-24,87,38.0,,0.38,33.06
2018-07-25,86,38.0,,0.38,32.68
2018-07-26,87,38.0,,0.38,33.06
2018-07-27,91,38.0,,0.38,34.58
2018-07-28,96,38.0,,0.38,36.480000000000004
2018-07-29,100,38.0,,0.38,38.0
2018-07-30,87,38.0,,0.38,33.06
2018-07-31,83,38.0,,0.38,31.54
2018-08-01,85,36.0,False,0.36,30.599999999999998
2018-08-02,84,36.0,,0.36,30.24
2018-08-03,90,36.0,,0.36,32.4
2018-08-04,93,36.0,,0.36,33.48
2018-08-05,92,36.0,,0.36,33.12
2018-08-06,86,36.0,,0.36,30.959999999999997
2018-08-07,84,36.0,,0.36,30.24
2018-08-08,86,36.0,,0.36,30.959999999999997
2018-08-09,83,36.0,,0.36,29.88
2018-08-10,86,36.0,,0.36,30.959999999999997
2018-08-11,98,36.0,,0.36,35.28
2018-08-12,100,36.0,,0.36,36.0
2018-08-13,87,36.0,,0.36,31.32
2018-08-14,85,36.0,,0.36,30.599999999999998
2018-08-15,84,36.0,,0.36,30.24
2018-08-16,81,36.0,,0.36,29.16
2018-08-17,82,36.0,,0.36,29.52
2018-08-18,90,36.0,,0.36,32.4
2018-08-19,91,36.0,,0.36,32.76
2018-08-20,86,36.0,,0.36,30.959999999999997
2018-08-21,81,36.0,,0.36,29.16
2018-08-22,83,36.0,,0.36,29.88
2018-08-23,87,36.0,,0.36,31.32
2018-08-24,82,36.0,,0.36,29.52
2018-08-25,91,36.0,,0.36,32.76
2018-08-26,92,36.0,,0.36,33.12
2018-08-27,85,36.0,,0.36,30.599999999999998
2018-08-28,81,36.0,,0.36,29.16
2018-08-29,84,36.0,,0.36,30.24
2018-08-30,82,36.0,,0.36,29.52
2018-08-31,82,36.0,,0.36,29.52
2018-09-01,94,35.0,False,0.35,32.9
2018-09-02,96,35.0,,0.35,33.599999999999994
2018-09-03,95,35.0,,0.35,33.25
2018-09-04,86,35.0,,0.35,30.099999999999998
2018-09-05,86,35.0,,0.35,30.099999999999998
2018-09-06,83,35.0,,0.35,29.049999999999997
2018-09-07,82,35.0,,0.35,28.7
2018-09-08,90,35.0,,0.35,31.499999999999996
2018-09-09,92,35.0,,0.35,32.199999999999996
2018-09-10,86,35.0,,0.35,30.099999999999998
2018-09-11,82,35.0,,0.35,28.7
2018-09-12,85,35.0,,0.35,29.749999999999996
2018-09-13,85,35.0,,0.35,29.749999999999996
2018-09-14,82,35.0,,0.35,28.7
2018-09-15,88,35.0,,0.35,30.799999999999997
2018-09-16,90,35.0,,0.35,31.499999999999996
2018-09-17,87,35.0,,0.35,30.45
2018-09-18,85,35.0,,0.35,29.749999999999996
2018-09-19,87,35.0,,0.35,30.45
2018-09-20,87,35.0,,0.35,30.45
2018-09-21,84,35.0,,0.35,29.4
2018-09-22,100,35.0,,0.35,35.0
2018-09-23,95,35.0,,0.35,33.25
2018-09-24,83,35.0,,0.35,29.049999999999997
2018-09-25,85,35.0,,0.35,29.749999999999996
2018-09-26,84,35.0,,0.35,29.4
2018-09-27,83,35.0,,0.35,29.049999999999997
2018-09-28,86,35.0,,0.35,30.099999999999998
2018-09-29,90,35.0,,0.35,31.499999999999996
2018-09-30,91,35.0,,0.35,31.849999999999998
2018-10-01,95,34.0,False,0.34,32.300000000000004
2018-10-02,92,34.0,,0.34,31.28
2018-10-03,87,34.0,,0.34,29.580000000000002
2018-10-04,92,34.0,,0.34,31.28
2018-10-05,94,34.0,,0.34,31.96
2018-10-06,97,34.0,,0.34,32.980000000000004
2018-10-07,92,34.0,,0.34,31.28
2018-10-08,91,34.0,,0.34,30.94
2018-10-09,94,34.0,,0.34,31.96
2018-10-10,92,34.0,,0.34,31.28
2018-10-11,91,34.0,,0.34,30.94
2018-10-12,93,34.0,,0.34,31.62
2018-10-13,93,34.0,,0.34,31.62
2018-10-14,96,34.0,,0.34,32.64
2018-10-15,92,34.0,,0.34,31.28
2018-10-16,95,34.0,,0.34,32.300000000000004
2018-10-17,94,34.0,,0.34,31.96
2018-10-18,93,34.0,,0.34,31.62
2018-10-19,92,34.0,,0.34,31.28
2018-10-20,92,34.0,,0.34,31.28
2018-10-21,99,34.0,,0.34,33.660000000000004
2018-10-22,92,34.0,,0.34,31.28
2018-10-23,98,34.0,,0.34,33.32
2018-10-24,97,34.0,,0.34,32.980000000000004
2018-10-25,95,34.0,,0.34,32.300000000000004
2018-10-26,93,34.0,,0.34,31.62
2018-10-27,100,34.0,,0.34,34.0
2018-10-28,95,34.0,,0.34,32.300000000000004
2018-10-29,90,34.0,,0.34,30.6
2018-10-30,92,34.0,,0.34,31.28
2018-10-31,89,34.0,,0.34,30.26
2018-11-01,64,38.0,False,0.38,24.32
2018-11-02,66,38.0,,0.38,25.080000000000002
2018-11-03,70,38.0,,0.38,26.6
2018-11-04,76,38.0,,0.38,28.88
2018-11-05,68,38.0,,0.38,25.84
2018-11-06,74,38.0,,0.38,28.12
2018-11-07,62,38.0,,0.38,23.56
2018-11-08,64,38.0,,0.38,24.32
2018-11-09,64,38.0,,0.38,24.32
2018-11-10,71,38.0,,0.38,26.98
2018-11-11,69,38.0,,0.38,26.22
2018-11-12,65,38.0,,0.38,24.7
2018-11-13,64,38.0,,0.38,24.32
2018-11-14,69,38.0,,0.38,26.22
2018-11-15,73,38.0,,0.38,27.740000000000002
2018-11-16,82,38.0,,0.38,31.16
2018-11-17,100,38.0,,0.38,38.0
2018-11-18,94,38.0,,0.38,35.72
2018-11-19,86,38.0,,0.38,32.68
2018-11-20,84,38.0,,0.38,31.92
2018-11-21,82,38.0,,0.38,31.16
2018-11-22,82,38.0,,0.38,31.16
2018-11-23,78,38.0,,0.38,29.64
2018-11-24,81,38.0,,0.38,30.78
2018-11-25,85,38.0,,0.38,32.3
2018-11-26,72,38.0,,0.38,27.36
2018-11-27,72,38.0,,0.38,27.36
2018-11-28,72,38.0,,0.38,27.36
2018-11-29,72,38.0,,0.38,27.36
2018-11-30,73,38.0,,0.38,27.740000000000002
2018-12-01,88,38.0,False,0.38,33.44
2018-12-02,91,38.0,,0.38,34.58
2018-12-03,85,38.0,,0.38,32.3
2018-12-04,84,38.0,,0.38,31.92
2018-12-05,80,38.0,,0.38,30.4
2018-12-06,79,38.0,,0.38,30.02
2018-12-07,77,38.0,,0.38,29.26
2018-12-08,81,38.0,,0.38,30.78
2018-12-09,80,38.0,,0.38,30.4
2018-12-10,76,38.0,,0.38,28.88
2018-12-11,76,38.0,,0.38,28.88
2018-12-12,75,38.0,,0.38,28.5
2018-12-13,81,38.0,,0.38,30.78
2018-12-14,77,38.0,,0.38,29.26
2018-12-15,80,38.0,,0.38,30.4
2018-12-16,82,38.0,,0.38,31.16
2018-12-17,79,38.0,,0.38,30.02
2018-12-18,78,38.0,,0.38,29.64
2018-12-19,78,38.0,,0.38,29.64
2018-12-20,90,38.0,,0.38,34.2
2018-12-21,100,38.0,,0.38,38.0
2018-12-22,95,38.0,,0.38,36.1
2018-12-23,91,38.0,,0.38,34.58
2018-12-24,84,38.0,,0.38,31.92
2018-12-25,93,38.0,,0.38,35.34
2018-12-26,94,38.0,,0.38,35.72
2018-12-27,89,38.0,,0.38,33.82
2018-12-28,89,38.0,,0.38,33.82
2018-12-29,91,38.0,,0.38,34.58
2018-12-30,95,38.0,,0.38,36.1
2018-12-31,89,38.0,,0.38,33.82
2019-01-01,99,36.0,False,0.36,35.64
2019-01-02,94,36.0,,0.36,33.839999999999996
2019-01-03,90,36.0,,0.36,32.4
2019-01-04,91,36.0,,0.36,32.76
2019-01-05,94,36.0,,0.36,33.839999999999996
2019-01-06,100,36.0,,0.36,36.0
2019-01-07,87,36.0,,0.36,31.32
2019-01-08,87,36.0,,0.36,31.32
2019-01-09,90,36.0,,0.36,32.4
2019-01-10,87,36.0,,0.36,31.32
2019-01-11,87,36.0,,0.36,31.32
2019-01-12,94,36.0,,0.36,33.839999999999996
2019-01-13,93,36.0,,0.36,33.48
2019-01-14,86,36.0,,0.36,30.959999999999997
2019-01-15,85,36.0,,0.36,30.599999999999998
2019-01-16,84,36.0,,0.36,30.24
2019-01-17,85,36.0,,0.36,30.599999999999998
2019-01-18,82,36.0,,0.36,29.52
2019-01-19,89,36.0,,0.36,32.04
2019-01-20,91,36.0,,0.36,32.76
2019-01-21,84,36.0,,0.36,30.24
2019-01-22,80,36.0,,0.36,28.799999999999997
2019-01-23,83,36.0,,0.36,29.88
2019-01-24,82,36.0,,0.36,29.52
2019-01-25,81,36.0,,0.36,29.16
2019-01-26,85,36.0,,0.36,30.599999999999998
2019-01-27,90,36.0,,0.36,32.4
2019-01-28,81,36.0,,0.36,29.16
2019-01-29,83,36.0,,0.36,29.88
2019-01-30,80,36.0,,0.36,28.799999999999997
2019-01-31,78,36.0,,0.36,28.08
2019-02-01,89,35.0,False,0.35,31.15
2019-02-02,96,35.0,,0.35,33.599999999999994
2019-02-03,97,35.0,,0.35,33.949999999999996
2019-02-04,88,35.0,,0.35,30.799999999999997
2019-02-05,91,35.0,,0.35,31.849999999999998
2019-02-06,91,35.0,,0.35,31.849999999999998
2019-02-07,91,35.0,,0.35,31.849999999999998
2019-02-08,89,35.0,,0.35,31.15
2019-02-09,95,35.0,,0.35,33.25
2019-02-10,97,35.0,,0.35,33.949999999999996
2019-02-11,88,35.0,,0.35,30.799999999999997
2019-02-12,89,35.0,,0.35,31.15
2019-02-13,90,35.0,,0.35,31.499999999999996
2019-02-14,88,35.0,,0.35,30.799999999999997
2019-02-15,88,35.0,,0.35,30.799999999999997
2019-02-16,100,35.0,,0.35,35.0
2019-02-17,100,35.0,,0.35,35.0
2019-02-18,91,35.0,,0.35,31.849999999999998
2019-02-19,92,35.0,,0.35,32.199999999999996
2019-02-20,89,35.0,,0.35,31.15
2019-02-21,89,35.0,,0.35,31.15
2019-02-22,90,35.0,,0.35,31.499999999999996
2019-02-23,95,35.0,,0.35,33.25
2019-02-24,100,35.0,,0.35,35.0
2019-02-25,94,35.0,,0.35,32.9
2019-02-26,97,35.0,,0.35,33.949999999999996
2019-02-27,93,35.0,,0.35,32.55
2019-02-28,93,35.0,,0.35,32.55
2019-03-01,91,35.0,False,0.35,31.849999999999998
2019-03-02,92,35.0,,0.35,32.199999999999996
2019-03-03,94,35.0,,0.35,32.9
2019-03-04,89,35.0,,0.35,31.15
2019-03-05,92,35.0,,0.35,32.199999999999996
2019-03-06,89,35.0,,0.35,31.15
2019-03-07,88,35.0,,0.35,30.799999999999997
2019-03-08,88,35.0,,0.35,30.799999999999997
2019-03-09,92,35.0,,0.35,32.199999999999996
2019-03-10,99,35.0,,0.35,34.65
2019-03-11,91,35.0,,0.35,31.849999999999998
2019-03-12,91,35.0,,0.35,31.849999999999998
2019-03-13,91,35.0,,0.35,31.849999999999998
2019-03-14,91,35.0,,0.35,31.849999999999998
2019-03-15,87,35.0,,0.35,30.45
2019-03-16,94,35.0,,0.35,32.9
2019-03-17,100,35.0,,0.35,35.0
2019-03-18,92,35.0,,0.35,32.199999999999996
2019-03-19,93,35.0,,0.35,32.55
2019-03-20,93,35.0,,0.35,32.55
2019-03-21,90,35.0,,0.35,31.499999999999996
2019-03-22,88,35.0,,0.35,30.799999999999997
2019-03-23,94,35.0,,0.35,32.9
2019-03-24,95,35.0,,0.35,33.25
2019-03-25,89,35.0,,0.35,31.15
2019-03-26,88,35.0,,0.35,30.799999999999997
2019-03-27,90,35.0,,0.35,31.499999999999996
2019-03-28,89,35.0,,0.35,31.15
2019-03-29,88,35.0,,0.35,30.799999999999997
2019-03-30,92,35.0,,0.35,32.199999999999996
2019-03-31,92,35.0,,0.35,32.199999999999996
2019-04-01,80,35.0,False,0.35,28.0
2019-04-02,81,35.0,,0.35,28.349999999999998
2019-04-03,78,35.0,,0.35,27.299999999999997
2019-04-04,79,35.0,,0.35,27.65
2019-04-05,81,35.0,,0.35,28.349999999999998
2019-04-06,85,35.0,,0.35,29.749999999999996
2019-04-07,85,35.0,,0.35,29.749999999999996
2019-04-08,76,35.0,,0.35,26.599999999999998
2019-04-09,79,35.0,,0.35,27.65
2019-04-10,78,35.0,,0.35,27.299999999999997
2019-04-11,79,35.0,,0.35,27.65
2019-04-12,81,35.0,,0.35,28.349999999999998
2019-04-13,86,35.0,,0.35,30.099999999999998
2019-04-14,100,35.0,,0.35,35.0
2019-04-15,92,35.0,,0.35,32.199999999999996
2019-04-16,82,35.0,,0.35,28.7
2019-04-17,81,35.0,,0.35,28.349999999999998
2019-04-18,80,35.0,,0.35,28.0
2019-04-19,78,35.0,,0.35,27.299999999999997
2019-04-20,83,35.0,,0.35,29.049999999999997
2019-04-21,88,35.0,,0.35,30.799999999999997
2019-04-22,90,35.0,,0.35,31.499999999999996
2019-04-23,83,35.0,,0.35,29.049999999999997
2019-04-24,81,35.0,,0.35,28.349999999999998
2019-04-25,79,35.0,,0.35,27.65
2019-04-26,78,35.0,,0.35,27.299999999999997
2019-04-27,79,35.0,,0.35,27.65
2019-04-28,85,35.0,,0.35,29.749999999999996
2019-04-29,86,35.0,,0.35,30.099999999999998
2019-04-30,81,35.0,,0.35,28.349999999999998
2019-05-01,93,35.0,False,0.35,32.55
2019-05-02,89,35.0,,0.35,31.15
2019-05-03,89,35.0,,0.35,31.15
2019-05-04,92,35.0,,0.35,32.199999999999996
2019-05-05,94,35.0,,0.35,32.9
2019-05-06,93,35.0,,0.35,32.55
2019-05-07,86,35.0,,0.35,30.099999999999998
2019-05-08,90,35.0,,0.35,31.499999999999996
2019-05-09,88,35.0,,0.35,30.799999999999997
2019-05-10,88,35.0,,0.35,30.799999999999997
2019-05-11,94,35.0,,0.35,32.9
2019-05-12,91,35.0,,0.35,31.849999999999998
2019-05-13,94,35.0,,0.35,32.9
2019-05-14,90,35.0,,0.35,31.499999999999996
2019-05-15,89,35.0,,0.35,31.15
2019-05-16,88,35.0,,0.35,30.799999999999997
2019-05-17,90,35.0,,0.35,31.499999999999996
2019-05-18,96,35.0,,0.35,33.599999999999994
2019-05-19,100,35.0,,0.35,35.0
2019-05-20,99,35.0,,0.35,34.65
2019-05-21,91,35.0,,0.35,31.849999999999998
2019-05-22,91,35.0,,0.35,31.849999999999998
2019-05-23,89,35.0,,0.35,31.15
2019-05-24,91,35.0,,0.35,31.849999999999998
2019-05-25,97,35.0,,0.35,33.949999999999996
2019-05-26,99,35.0,,0.35,34.65
2019-05-27,99,35.0,,0.35,34.65
2019-05-28,90,35.0,,0.35,31.499999999999996
2019-05-29,91,35.0,,0.35,31.849999999999998
2019-05-30,90,35.0,,0.35,31.499999999999996
2019-05-31,87,35.0,,0.35,30.45
2019-06-01,92,35.0,False,0.35,32.199999999999996
2019-06-02,95,35.0,,0.35,33.25
2019-06-03,85,35.0,,0.35,29.749999999999996
2019-06-04,86,35.0,,0.35,30.099999999999998
2019-06-05,87,35.0,,0.35,30.45
2019-06-06,88,35.0,,0.35,30.799999999999997
2019-06-07,89,35.0,,0.35,31.15
2019-06-08,94,35.0,,0.35,32.9
2019-06-09,94,35.0,,0.35,32.9
2019-06-10,87,35.0,,0.35,30.45
2019-06-11,88,35.0,,0.35,30.799999999999997
2019-06-12,87,35.0,,0.35,30.45
2019-06-13,86,35.0,,0.35,30.099999999999998
2019-06-14,87,35.0,,0.35,30.45
2019-06-15,94,35.0,,0.35,32.9
2019-06-16,94,35.0,,0.35,32.9
2019-06-17,88,35.0,,0.35,30.799999999999997
2019-06-18,88,35.0,,0.35,30.799999999999997
2019-06-19,84,35.0,,0.35,29.4
2019-06-20,89,35.0,,0.35,31.15
2019-06-21,89,35.0,,0.35,31.15
2019-06-22,95,35.0,,0.35,33.25
2019-06-23,97,35.0,,0.35,33.949999999999996
2019-06-24,92,35.0,,0.35,32.199999999999996
2019-06-25,90,35.0,,0.35,31.499999999999996
2019-06-26,88,35.0,,0.35,30.799999999999997
2019-06-27,92,35.0,,0.35,32.199999999999996
2019-06-28,93,35.0,,0.35,32.55
2019-06-29,100,35.0,,0.35,35.0
2019-06-30,100,35.0,,0.35,35.0
2019-07-01,89,35.0,False,0.35,31.15
2019-07-02,91,35.0,,0.35,31.849999999999998
2019-07-03,88,35.0,,0.35,30.799999999999997
2019-07-04,89,35.0,,0.35,31.15
2019-07-05,89,35.0,,0.35,31.15
2019-07-06,95,35.0,,0.35,33.25
2019-07-07,92,35.0,,0.35,32.199999999999996
2019-07-08,84,35.0,,0.35,29.4
2019-07-09,88,35.0,,0.35,30.799999999999997
2019-07-10,88,35.0,,0.35,30.799999999999997
2019-07-11,86,35.0,,0.35,30.099999999999998
2019-07-12,90,35.0,,0.35,31.499999999999996
2019-07-13,98,35.0,,0.35,34.3
2019-07-14,99,35.0,,0.35,34.65
2019-07-15,92,35.0,,0.35,32.199999999999996
2019-07-16,91,35.0,,0.35,31.849999999999998
2019-07-17,92,35.0,,0.35,32.199999999999996
2019-07-18,88,35.0,,0.35,30.799999999999997
2019-07-19,88,35.0,,0.35,30.799999999999997
2019-07-20,91,35.0,,0.35,31.849999999999998
2019-07-21,99,35.0,,0.35,34.65
2019-07-22,89,35.0,,0.35,31.15
2019-07-23,92,35.0,,0.35,32.199999999999996
2019-07-24,91,35.0,,0.35,31.849999999999998
2019-07-25,89,35.0,,0.35,31.15
2019-07-26,94,35.0,,0.35,32.9
2019-07-27,94,35.0,,0.35,32.9
2019-07-28,100,35.0,,0.35,35.0
2019-07-29,88,35.0,,0.35,30.799999999999997
2019-07-30,87,35.0,,0.35,30.45
2019-07-31,88,35.0,,0.35,30.799999999999997
2019-08-01,82,36.0,False,0.36,29.52
2019-08-02,87,36.0,,0.36,31.32
2019-08-03,99,36.0,,0.36,35.64
2019-08-04,94,36.0,,0.36,33.839999999999996
2019-08-05,88,36.0,,0.36,31.68
