date,TLT_unscaled,TLT_monthly,isPartial,scale,TLT
2017-12-24,9,20.0,,0.2,1.8
2017-12-25,27,20.0,,0.2,5.4
2017-12-26,54,20.0,,0.2,10.8
2017-12-27,80,20.0,,0.2,16.0
2017-12-28,44,20.0,,0.2,8.8
2017-12-29,81,20.0,,0.2,16.2
2017-12-30,24,20.0,,0.2,4.800000000000001
2017-12-31,16,20.0,,0.2,3.2
2018-01-01,37,25.0,False,0.25,9.25
2018-01-02,47,25.0,,0.25,11.75
2018-01-03,84,25.0,,0.25,21.0
2018-01-04,47,25.0,,0.25,11.75
2018-01-05,27,25.0,,0.25,6.75
2018-01-06,12,25.0,,0.25,3.0
2018-01-07,18,25.0,,0.25,4.5
2018-01-08,60,25.0,,0.25,15.0
2018-01-09,55,25.0,,0.25,13.75
2018-01-10,62,25.0,,0.25,15.5
2018-01-11,71,25.0,,0.25,17.75
2018-01-12,77,25.0,,0.25,19.25
2018-01-13,48,25.0,,0.25,12.0
2018-01-14,47,25.0,,0.25,11.75
2018-01-15,37,25.0,,0.25,9.25
2018-01-16,30,25.0,,0.25,7.5
2018-01-17,60,25.0,,0.25,15.0
2018-01-18,40,25.0,,0.25,10.0
2018-01-19,62,25.0,,0.25,15.5
2018-01-20,24,25.0,,0.25,6.0
2018-01-21,29,25.0,,0.25,7.25
2018-01-22,54,25.0,,0.25,13.5
2018-01-23,69,25.0,,0.25,17.25
2018-01-24,75,25.0,,0.25,18.75
2018-01-25,65,25.0,,0.25,16.25
2018-01-26,20,25.0,,0.25,5.0
2018-01-27,48,25.0,,0.25,12.0
2018-01-28,36,25.0,,0.25,9.0
2018-01-29,73,25.0,,0.25,18.25
2018-01-30,69,25.0,,0.25,17.25
2018-01-31,100,25.0,,0.25,25.0
2018-02-01,42,29.0,False,0.29,12.18
2018-02-02,60,29.0,,0.29,17.4
2018-02-03,35,29.0,,0.29,10.149999999999999
2018-02-04,34,29.0,,0.29,9.86
2018-02-05,69,29.0,,0.29,20.009999999999998
2018-02-06,100,29.0,,0.29,28.999999999999996
2018-02-07,37,29.0,,0.29,10.729999999999999
2018-02-08,67,29.0,,0.29,19.43
2018-02-09,51,29.0,,0.29,14.79
2018-02-10,25,29.0,,0.29,7.249999999999999
2018-02-11,40,29.0,,0.29,11.6
2018-02-12,66,29.0,,0.29,19.139999999999997
2018-02-13,54,29.0,,0.29,15.659999999999998
2018-02-14,71,29.0,,0.29,20.59
2018-02-15,56,29.0,,0.29,16.24
2018-02-16,61,29.0,,0.29,17.689999999999998
2018-02-17,5,29.0,,0.29,1.45
2018-02-18,30,29.0,,0.29,8.7
2018-02-19,26,29.0,,0.29,7.539999999999999
2018-02-20,58,29.0,,0.29,16.82
2018-02-21,34,29.0,,0.29,9.86
2018-02-22,50,29.0,,0.29,14.499999999999998
2018-02-23,39,29.0,,0.29,11.309999999999999
2018-02-24,30,29.0,,0.29,8.7
2018-02-25,30,29.0,,0.29,8.7
2018-02-26,69,29.0,,0.29,20.009999999999998
2018-02-27,79,29.0,,0.29,22.91
2018-02-28,42,29.0,,0.29,12.18
2018-03-01,51,22.0,False,0.22,11.22
2018-03-02,53,22.0,,0.22,11.66
2018-03-03,43,22.0,,0.22,9.46
2018-03-04,78,22.0,,0.22,17.16
2018-03-05,58,22.0,,0.22,12.76
2018-03-06,59,22.0,,0.22,12.98
2018-03-07,94,22.0,,0.22,20.68
2018-03-08,47,22.0,,0.22,10.34
2018-03-09,37,22.0,,0.22,8.14
2018-03-10,28,22.0,,0.22,6.16
2018-03-11,28,22.0,,0.22,6.16
2018-03-12,59,22.0,,0.22,12.98
2018-03-13,60,22.0,,0.22,13.2
2018-03-14,36,22.0,,0.22,7.92
2018-03-15,85,22.0,,0.22,18.7
2018-03-16,30,22.0,,0.22,6.6
2018-03-17,28,22.0,,0.22,6.16
2018-03-18,22,22.0,,0.22,4.84
2018-03-19,53,22.0,,0.22,11.66
2018-03-20,70,22.0,,0.22,15.4
2018-03-21,65,22.0,,0.22,14.3
2018-03-22,55,22.0,,0.22,12.1
2018-03-23,100,22.0,,0.22,22.0
2018-03-24,22,22.0,,0.22,4.84
2018-03-25,36,22.0,,0.22,7.92
2018-03-26,92,22.0,,0.22,20.24
2018-03-27,61,22.0,,0.22,13.42
2018-03-28,68,22.0,,0.22,14.96
2018-03-29,63,22.0,,0.22,13.86
2018-03-30,20,22.0,,0.22,4.4
2018-03-31,37,22.0,,0.22,8.14
2018-04-01,37,21.0,False,0.21,7.77
2018-04-02,36,21.0,,0.21,7.56
2018-04-03,29,21.0,,0.21,6.09
2018-04-04,65,21.0,,0.21,13.65
2018-04-05,54,21.0,,0.21,11.34
2018-04-06,48,21.0,,0.21,10.08
2018-04-07,14,21.0,,0.21,2.94
2018-04-08,42,21.0,,0.21,8.82
2018-04-09,23,21.0,,0.21,4.83
2018-04-10,35,21.0,,0.21,7.35
2018-04-11,52,21.0,,0.21,10.92
2018-04-12,59,21.0,,0.21,12.389999999999999
2018-04-13,66,21.0,,0.21,13.86
2018-04-14,21,21.0,,0.21,4.41
2018-04-15,27,21.0,,0.21,5.67
2018-04-16,40,21.0,,0.21,8.4
2018-04-17,46,21.0,,0.21,9.66
2018-04-18,58,21.0,,0.21,12.18
2018-04-19,100,21.0,,0.21,21.0
2018-04-20,42,21.0,,0.21,8.82
2018-04-21,29,21.0,,0.21,6.09
2018-04-22,14,21.0,,0.21,2.94
2018-04-23,51,21.0,,0.21,10.709999999999999
2018-04-24,92,21.0,,0.21,19.32
2018-04-25,79,21.0,,0.21,16.59
2018-04-26,40,21.0,,0.21,8.4
2018-04-27,36,21.0,,0.21,7.56
2018-04-28,36,21.0,,0.21,7.56
2018-04-29,21,21.0,,0.21,4.41
2018-04-30,63,21.0,,0.21,13.229999999999999
2018-05-01,44,22.0,False,0.22,9.68
2018-05-02,31,22.0,,0.22,6.82
2018-05-03,31,22.0,,0.22,6.82
2018-05-04,28,22.0,,0.22,6.16
2018-05-05,11,22.0,,0.22,2.42
2018-05-06,22,22.0,,0.22,4.84
2018-05-07,49,22.0,,0.22,10.78
2018-05-08,49,22.0,,0.22,10.78
2018-05-09,44,22.0,,0.22,9.68
2018-05-10,63,22.0,,0.22,13.86
2018-05-11,23,22.0,,0.22,5.06
2018-05-12,28,22.0,,0.22,6.16
2018-05-13,11,22.0,,0.22,2.42
2018-05-14,32,22.0,,0.22,7.04
2018-05-15,49,22.0,,0.22,10.78
2018-05-16,58,22.0,,0.22,12.76
2018-05-17,73,22.0,,0.22,16.06
2018-05-18,43,22.0,,0.22,9.46
2018-05-19,22,22.0,,0.22,4.84
2018-05-20,33,22.0,,0.22,7.26
2018-05-21,18,22.0,,0.22,3.96
2018-05-22,45,22.0,,0.22,9.9
2018-05-23,42,22.0,,0.22,9.24
2018-05-24,72,22.0,,0.22,15.84
2018-05-25,30,22.0,,0.22,6.6
2018-05-26,17,22.0,,0.22,3.74
2018-05-27,0,22.0,,0.22,0.0
2018-05-28,22,22.0,,0.22,4.84
2018-05-29,60,22.0,,0.22,13.2
2018-05-30,100,22.0,,0.22,22.0
2018-05-31,47,22.0,,0.22,10.34
2018-06-01,46,21.0,False,0.21,9.66
2018-06-02,63,21.0,,0.21,13.229999999999999
2018-06-03,47,21.0,,0.21,9.87
2018-06-04,45,21.0,,0.21,9.45
2018-06-05,58,21.0,,0.21,12.18
2018-06-06,98,21.0,,0.21,20.58
2018-06-07,46,21.0,,0.21,9.66
2018-06-08,94,21.0,,0.21,19.74
2018-06-09,15,21.0,,0.21,3.15
2018-06-10,46,21.0,,0.21,9.66
2018-06-11,82,21.0,,0.21,17.22
2018-06-12,72,21.0,,0.21,15.12
2018-06-13,81,21.0,,0.21,17.009999999999998
2018-06-14,71,21.0,,0.21,14.91
2018-06-15,68,21.0,,0.21,14.28
2018-06-16,54,21.0,,0.21,11.34
2018-06-17,16,21.0,,0.21,3.36
2018-06-18,53,21.0,,0.21,11.129999999999999
2018-06-19,45,21.0,,0.21,9.45
2018-06-20,100,21.0,,0.21,21.0
2018-06-21,26,21.0,,0.21,5.46
2018-06-22,46,21.0,,0.21,9.66
2018-06-23,38,21.0,,0.21,7.9799999999999995
2018-06-24,8,21.0,,0.21,1.68
2018-06-25,52,21.0,,0.21,10.92
2018-06-26,53,21.0,,0.21,11.129999999999999
2018-06-27,52,21.0,,0.21,10.92
2018-06-28,53,21.0,,0.21,11.129999999999999
2018-06-29,27,21.0,,0.21,5.67
2018-06-30,31,21.0,,0.21,6.51
2018-07-01,7,19.0,False,0.19,1.33
2018-07-02,36,19.0,,0.19,6.84
2018-07-03,18,19.0,,0.19,3.42
2018-07-04,21,19.0,,0.19,3.99
2018-07-05,39,19.0,,0.19,7.41
2018-07-06,30,19.0,,0.19,5.7
2018-07-07,21,19.0,,0.19,3.99
2018-07-08,7,19.0,,0.19,1.33
2018-07-09,24,19.0,,0.19,4.5600000000000005
2018-07-10,70,19.0,,0.19,13.3
2018-07-11,34,19.0,,0.19,6.46
2018-07-12,37,19.0,,0.19,7.03
2018-07-13,70,19.0,,0.19,13.3
2018-07-14,35,19.0,,0.19,6.65
2018-07-15,34,19.0,,0.19,6.46
2018-07-16,24,19.0,,0.19,4.5600000000000005
2018-07-17,48,19.0,,0.19,9.120000000000001
2018-07-18,43,19.0,,0.19,8.17
2018-07-19,62,19.0,,0.19,11.78
2018-07-20,100,19.0,,0.19,19.0
2018-07-21,28,19.0,,0.19,5.32
2018-07-22,49,19.0,,0.19,9.31
2018-07-23,73,19.0,,0.19,13.870000000000001
2018-07-24,60,19.0,,0.19,11.4
2018-07-25,18,19.0,,0.19,3.42
2018-07-26,49,19.0,,0.19,9.31
2018-07-27,44,19.0,,0.19,8.36
2018-07-28,57,19.0,,0.19,10.83
2018-07-29,44,19.0,,0.19,8.36
2018-07-30,67,19.0,,0.19,12.73
2018-07-31,53,19.0,,0.19,10.07
2018-08-01,52,21.0,False,0.21,10.92
2018-08-02,17,21.0,,0.21,3.57
2018-08-03,71,21.0,,0.21,14.91
2018-08-04,27,21.0,,0.21,5.67
2018-08-05,40,21.0,,0.21,8.4
2018-08-06,35,21.0,,0.21,7.35
2018-08-07,68,21.0,,0.21,14.28
2018-08-08,35,21.0,,0.21,7.35
2018-08-09,80,21.0,,0.21,16.8
2018-08-10,59,21.0,,0.21,12.389999999999999
2018-08-11,33,21.0,,0.21,6.93
2018-08-12,20,21.0,,0.21,4.2
2018-08-13,29,21.0,,0.21,6.09
2018-08-14,35,21.0,,0.21,7.35
2018-08-15,47,21.0,,0.21,9.87
2018-08-16,100,21.0,,0.21,21.0
2018-08-17,58,21.0,,0.21,12.18
2018-08-18,21,21.0,,0.21,4.41
2018-08-19,14,21.0,,0.21,2.94
2018-08-20,53,21.0,,0.21,11.129999999999999
2018-08-21,91,21.0,,0.21,19.11
2018-08-22,29,21.0,,0.21,6.09
2018-08-23,23,21.0,,0.21,4.83
2018-08-24,53,21.0,,0.21,11.129999999999999
2018-08-25,34,21.0,,0.21,7.14
2018-08-26,27,21.0,,0.21,5.67
2018-08-27,40,21.0,,0.21,8.4
2018-08-28,79,21.0,,0.21,16.59
2018-08-29,63,21.0,,0.21,13.229999999999999
2018-08-30,51,21.0,,0.21,10.709999999999999
2018-08-31,46,21.0,,0.21,9.66
2018-09-01,23,24.0,False,0.24,5.52
2018-09-02,38,24.0,,0.24,9.12
2018-09-03,65,24.0,,0.24,15.6
2018-09-04,44,24.0,,0.24,10.559999999999999
2018-09-05,94,24.0,,0.24,22.56
2018-09-06,43,24.0,,0.24,10.32
2018-09-07,50,24.0,,0.24,12.0
2018-09-08,22,24.0,,0.24,5.279999999999999
2018-09-09,14,24.0,,0.24,3.36
2018-09-10,49,24.0,,0.24,11.76
2018-09-11,74,24.0,,0.24,17.759999999999998
2018-09-12,87,24.0,,0.24,20.88
2018-09-13,100,24.0,,0.24,24.0
2018-09-14,76,24.0,,0.24,18.24
2018-09-15,15,24.0,,0.24,3.5999999999999996
2018-09-16,29,24.0,,0.24,6.96
2018-09-17,75,24.0,,0.24,18.0
2018-09-18,86,24.0,,0.24,20.64
2018-09-19,45,24.0,,0.24,10.799999999999999
2018-09-20,57,24.0,,0.24,13.68
2018-09-21,58,24.0,,0.24,13.92
2018-09-22,23,24.0,,0.24,5.52
2018-09-23,89,24.0,,0.24,21.36
2018-09-24,87,24.0,,0.24,20.88
2018-09-25,88,24.0,,0.24,21.119999999999997
2018-09-26,86,24.0,,0.24,20.64
2018-09-27,82,24.0,,0.24,19.68
2018-09-28,51,24.0,,0.24,12.24
2018-09-29,15,24.0,,0.24,3.5999999999999996
2018-09-30,67,24.0,,0.24,16.08
2018-10-01,33,29.0,False,0.29,9.569999999999999
2018-10-02,58,29.0,,0.29,16.82
2018-10-03,81,29.0,,0.29,23.49
2018-10-04,100,29.0,,0.29,28.999999999999996
2018-10-05,55,29.0,,0.29,15.95
2018-10-06,10,29.0,,0.29,2.9
2018-10-07,14,29.0,,0.29,4.06
2018-10-08,93,29.0,,0.29,26.97
2018-10-09,37,29.0,,0.29,10.729999999999999
2018-10-10,89,29.0,,0.29,25.81
2018-10-11,72,29.0,,0.29,20.88
2018-10-12,62,29.0,,0.29,17.98
2018-10-13,10,29.0,,0.29,2.9
2018-10-14,20,29.0,,0.29,5.8
2018-10-15,67,29.0,,0.29,19.43
2018-10-16,67,29.0,,0.29,19.43
2018-10-17,41,29.0,,0.29,11.889999999999999
2018-10-18,21,29.0,,0.29,6.09
2018-10-19,22,29.0,,0.29,6.38
2018-10-20,5,29.0,,0.29,1.45
2018-10-21,20,29.0,,0.29,5.8
2018-10-22,42,29.0,,0.29,12.18
2018-10-23,53,29.0,,0.29,15.37
2018-10-24,45,29.0,,0.29,13.049999999999999
2018-10-25,76,29.0,,0.29,22.04
2018-10-26,52,29.0,,0.29,15.079999999999998
2018-10-27,20,29.0,,0.29,5.8
2018-10-28,15,29.0,,0.29,4.35
2018-10-29,41,29.0,,0.29,11.889999999999999
2018-10-30,42,29.0,,0.29,12.18
2018-10-31,47,29.0,,0.29,13.629999999999999
2018-11-01,50,21.0,False,0.21,10.5
2018-11-02,78,21.0,,0.21,16.38
2018-11-03,72,21.0,,0.21,15.12
2018-11-04,14,21.0,,0.21,2.94
2018-11-05,38,21.0,,0.21,7.9799999999999995
2018-11-06,58,21.0,,0.21,12.18
2018-11-07,72,21.0,,0.21,15.12
2018-11-08,58,21.0,,0.21,12.18
2018-11-09,30,21.0,,0.21,6.3
2018-11-10,49,21.0,,0.21,10.29
2018-11-11,21,21.0,,0.21,4.41
2018-11-12,53,21.0,,0.21,11.129999999999999
2018-11-13,52,21.0,,0.21,10.92
2018-11-14,77,21.0,,0.21,16.169999999999998
2018-11-15,100,21.0,,0.21,21.0
2018-11-16,48,21.0,,0.21,10.08
2018-11-17,36,21.0,,0.21,7.56
2018-11-18,28,21.0,,0.21,5.88
2018-11-19,6,21.0,,0.21,1.26
2018-11-20,74,21.0,,0.21,15.54
2018-11-21,84,21.0,,0.21,17.64
2018-11-22,14,21.0,,0.21,2.94
2018-11-23,33,21.0,,0.21,6.93
2018-11-24,27,21.0,,0.21,5.67
2018-11-25,68,21.0,,0.21,14.28
2018-11-26,27,21.0,,0.21,5.67
2018-11-27,57,21.0,,0.21,11.969999999999999
2018-11-28,46,21.0,,0.21,9.66
2018-11-29,53,21.0,,0.21,11.129999999999999
2018-11-30,46,21.0,,0.21,9.66
2018-12-01,13,24.0,False,0.24,3.12
2018-12-02,26,24.0,,0.24,6.24
2018-12-03,55,24.0,,0.24,13.2
2018-12-04,72,24.0,,0.24,17.28
2018-12-05,33,24.0,,0.24,7.92
2018-12-06,51,24.0,,0.24,12.24
2018-12-07,58,24.0,,0.24,13.92
2018-12-08,34,24.0,,0.24,8.16
2018-12-09,19,24.0,,0.24,4.56
2018-12-10,89,24.0,,0.24,21.36
2018-12-11,28,24.0,,0.24,6.72
2018-12-12,45,24.0,,0.24,10.799999999999999
2018-12-13,56,24.0,,0.24,13.44
2018-12-14,78,24.0,,0.24,18.72
2018-12-15,7,24.0,,0.24,1.68
2018-12-16,14,24.0,,0.24,3.36
2018-12-17,89,24.0,,0.24,21.36
2018-12-18,65,24.0,,0.24,15.6
2018-12-19,100,24.0,,0.24,24.0
2018-12-20,78,24.0,,0.24,18.72
2018-12-21,75,24.0,,0.24,18.0
2018-12-22,42,24.0,,0.24,10.08
2018-12-23,29,24.0,,0.24,6.96
2018-12-24,84,24.0,,0.24,20.16
2018-12-25,47,24.0,,0.24,11.28
2018-12-26,79,24.0,,0.24,18.96
2018-12-27,43,24.0,,0.24,10.32
2018-12-28,91,24.0,,0.24,21.84
2018-12-29,27,24.0,,0.24,6.4799999999999995
2018-12-30,47,24.0,,0.24,11.28
2018-12-31,56,24.0,,0.24,13.44
2019-01-01,24,28.0,False,0.28,6.720000000000001
2019-01-02,62,28.0,,0.28,17.360000000000003
2019-01-03,72,28.0,,0.28,20.160000000000004
2019-01-04,56,28.0,,0.28,15.680000000000001
2019-01-05,46,28.0,,0.28,12.88
2019-01-06,34,28.0,,0.28,9.520000000000001
2019-01-07,63,28.0,,0.28,17.64
2019-01-08,58,28.0,,0.28,16.240000000000002
2019-01-09,69,28.0,,0.28,19.32
2019-01-10,82,28.0,,0.28,22.96
2019-01-11,45,28.0,,0.28,12.600000000000001
2019-01-12,23,28.0,,0.28,6.44
2019-01-13,22,28.0,,0.28,6.16
2019-01-14,63,28.0,,0.28,17.64
2019-01-15,34,28.0,,0.28,9.520000000000001
2019-01-16,73,28.0,,0.28,20.44
2019-01-17,58,28.0,,0.28,16.240000000000002
2019-01-18,86,28.0,,0.28,24.080000000000002
2019-01-19,34,28.0,,0.28,9.520000000000001
2019-01-20,22,28.0,,0.28,6.16
2019-01-21,39,28.0,,0.28,10.920000000000002
2019-01-22,47,28.0,,0.28,13.160000000000002
2019-01-23,28,28.0,,0.28,7.840000000000001
2019-01-24,52,28.0,,0.28,14.560000000000002
2019-01-25,69,28.0,,0.28,19.32
2019-01-26,29,28.0,,0.28,8.120000000000001
2019-01-27,35,28.0,,0.28,9.8
2019-01-28,71,28.0,,0.28,19.880000000000003
2019-01-29,66,28.0,,0.28,18.48
2019-01-30,52,28.0,,0.28,14.560000000000002
2019-01-31,100,28.0,,0.28,28.000000000000004
2019-02-01,76,24.0,False,0.24,18.24
2019-02-02,62,24.0,,0.24,14.879999999999999
2019-02-03,20,24.0,,0.24,4.8
2019-02-04,56,24.0,,0.24,13.44
2019-02-05,94,24.0,,0.24,22.56
2019-02-06,46,24.0,,0.24,11.04
2019-02-07,74,24.0,,0.24,17.759999999999998
2019-02-08,100,24.0,,0.24,24.0
2019-02-09,56,24.0,,0.24,13.44
2019-02-10,40,24.0,,0.24,9.6
2019-02-11,55,24.0,,0.24,13.2
2019-02-12,80,24.0,,0.24,19.2
2019-02-13,40,24.0,,0.24,9.6
2019-02-14,70,24.0,,0.24,16.8
2019-02-15,67,24.0,,0.24,16.08
2019-02-16,69,24.0,,0.24,16.56
2019-02-17,42,24.0,,0.24,10.08
2019-02-18,24,24.0,,0.24,5.76
2019-02-19,40,24.0,,0.24,9.6
2019-02-20,93,24.0,,0.24,22.32
2019-02-21,63,24.0,,0.24,15.12
2019-02-22,64,24.0,,0.24,15.36
2019-02-23,27,24.0,,0.24,6.4799999999999995
2019-02-24,14,24.0,,0.24,3.36
2019-02-25,45,24.0,,0.24,10.799999999999999
2019-02-26,23,24.0,,0.24,5.52
2019-02-27,95,24.0,,0.24,22.8
2019-02-28,64,24.0,,0.24,15.36
2019-03-01,56,27.0,False,0.27,15.120000000000001
2019-03-02,9,27.0,,0.27,2.43
2019-03-03,14,27.0,,0.27,3.7800000000000002
2019-03-04,60,27.0,,0.27,16.200000000000003
2019-03-05,56,27.0,,0.27,15.120000000000001
2019-03-06,58,27.0,,0.27,15.66
2019-03-07,36,27.0,,0.27,9.72
2019-03-08,53,27.0,,0.27,14.31
2019-03-09,34,27.0,,0.27,9.18
2019-03-10,19,27.0,,0.27,5.130000000000001
2019-03-11,52,27.0,,0.27,14.040000000000001
2019-03-12,52,27.0,,0.27,14.040000000000001
2019-03-13,65,27.0,,0.27,17.55
2019-03-14,53,27.0,,0.27,14.31
2019-03-15,36,27.0,,0.27,9.72
2019-03-16,10,27.0,,0.27,2.7
2019-03-17,0,27.0,,0.27,0.0
2019-03-18,54,27.0,,0.27,14.580000000000002
2019-03-19,76,27.0,,0.27,20.520000000000003
2019-03-20,59,27.0,,0.27,15.930000000000001
2019-03-21,45,27.0,,0.27,12.15
2019-03-22,100,27.0,,0.27,27.0
2019-03-23,33,27.0,,0.27,8.91
2019-03-24,18,27.0,,0.27,4.86
2019-03-25,86,27.0,,0.27,23.220000000000002
2019-03-26,66,27.0,,0.27,17.82
2019-03-27,37,27.0,,0.27,9.99
2019-03-28,49,27.0,,0.27,13.23
2019-03-29,54,27.0,,0.27,14.580000000000002
2019-03-30,15,27.0,,0.27,4.050000000000001
2019-03-31,9,27.0,,0.27,2.43
2019-04-01,56,24.0,False,0.24,13.44
2019-04-02,28,24.0,,0.24,6.72
2019-04-03,63,24.0,,0.24,15.12
2019-04-04,84,24.0,,0.24,20.16
2019-04-05,72,24.0,,0.24,17.28
2019-04-06,35,24.0,,0.24,8.4
2019-04-07,48,24.0,,0.24,11.52
2019-04-08,62,24.0,,0.24,14.879999999999999
2019-04-09,73,24.0,,0.24,17.52
2019-04-10,52,24.0,,0.24,12.48
2019-04-11,62,24.0,,0.24,14.879999999999999
2019-04-12,100,24.0,,0.24,24.0
2019-04-13,14,24.0,,0.24,3.36
2019-04-14,14,24.0,,0.24,3.36
2019-04-15,63,24.0,,0.24,15.12
2019-04-16,86,24.0,,0.24,20.64
2019-04-17,77,24.0,,0.24,18.48
2019-04-18,41,24.0,,0.24,9.84
2019-04-19,50,24.0,,0.24,12.0
2019-04-20,21,24.0,,0.24,5.04
2019-04-21,30,24.0,,0.24,7.199999999999999
2019-04-22,71,24.0,,0.24,17.04
2019-04-23,87,24.0,,0.24,20.88
2019-04-24,70,24.0,,0.24,16.8
2019-04-25,79,24.0,,0.24,18.96
2019-04-26,57,24.0,,0.24,13.68
2019-04-27,21,24.0,,0.24,5.04
2019-04-28,34,24.0,,0.24,8.16
2019-04-29,40,24.0,,0.24,9.6
2019-04-30,39,24.0,,0.24,9.36
2019-05-01,44,24.0,False,0.24,10.559999999999999
2019-05-02,20,24.0,,0.24,4.8
2019-05-03,49,24.0,,0.24,11.76
2019-05-04,24,24.0,,0.24,5.76
2019-05-05,24,24.0,,0.24,5.76
2019-05-06,36,24.0,,0.24,8.64
2019-05-07,63,24.0,,0.24,15.12
2019-05-08,40,24.0,,0.24,9.6
2019-05-09,40,24.0,,0.24,9.6
2019-05-10,46,24.0,,0.24,11.04
2019-05-11,10,24.0,,0.24,2.4
2019-05-12,20,24.0,,0.24,4.8
2019-05-13,45,24.0,,0.24,10.799999999999999
2019-05-14,41,24.0,,0.24,9.84
2019-05-15,33,24.0,,0.24,7.92
2019-05-16,36,24.0,,0.24,8.64
2019-05-17,25,24.0,,0.24,6.0
2019-05-18,30,24.0,,0.24,7.199999999999999
2019-05-19,25,24.0,,0.24,6.0
2019-05-20,44,24.0,,0.24,10.559999999999999
2019-05-21,32,24.0,,0.24,7.68
2019-05-22,29,24.0,,0.24,6.96
2019-05-23,41,24.0,,0.24,9.84
2019-05-24,34,24.0,,0.24,8.16
2019-05-25,26,24.0,,0.24,6.24
2019-05-26,21,24.0,,0.24,5.04
2019-05-27,19,24.0,,0.24,4.56
2019-05-28,50,24.0,,0.24,12.0
2019-05-29,64,24.0,,0.24,15.36
2019-05-30,64,24.0,,0.24,15.36
2019-05-31,100,24.0,,0.24,24.0
2019-06-01,26,31.0,False,0.31,8.06
2019-06-02,46,31.0,,0.31,14.26
2019-06-03,82,31.0,,0.31,25.419999999999998
2019-06-04,100,31.0,,0.31,31.0
2019-06-05,88,31.0,,0.31,27.28
2019-06-06,67,31.0,,0.31,20.77
2019-06-07,46,31.0,,0.31,14.26
2019-06-08,63,31.0,,0.31,19.53
2019-06-09,52,31.0,,0.31,16.12
2019-06-10,44,31.0,,0.31,13.64
2019-06-11,62,31.0,,0.31,19.22
2019-06-12,54,31.0,,0.31,16.74
2019-06-13,72,31.0,,0.31,22.32
2019-06-14,40,31.0,,0.31,12.4
2019-06-15,26,31.0,,0.31,8.06
2019-06-16,26,31.0,,0.31,8.06
2019-06-17,80,31.0,,0.31,24.8
2019-06-18,61,31.0,,0.31,18.91
2019-06-19,91,31.0,,0.31,28.21
2019-06-20,53,31.0,,0.31,16.43
2019-06-21,64,31.0,,0.31,19.84
2019-06-22,11,31.0,,0.31,3.41
2019-06-23,22,31.0,,0.31,6.82
2019-06-24,85,31.0,,0.31,26.35
2019-06-25,63,31.0,,0.31,19.53
2019-06-26,44,31.0,,0.31,13.64
2019-06-27,54,31.0,,0.31,16.74
2019-06-28,48,31.0,,0.31,14.879999999999999
2019-06-29,26,31.0,,0.31,8.06
2019-06-30,32,31.0,,0.31,9.92
2019-07-01,42,23.0,False,0.23,9.66
2019-07-02,46,23.0,,0.23,10.58
2019-07-03,42,23.0,,0.23,9.66
2019-07-04,10,23.0,,0.23,2.3000000000000003
2019-07-05,68,23.0,,0.23,15.64
2019-07-06,5,23.0,,0.23,1.1500000000000001
2019-07-07,5,23.0,,0.23,1.1500000000000001
2019-07-08,49,23.0,,0.23,11.270000000000001
2019-07-09,42,23.0,,0.23,9.66
2019-07-10,65,23.0,,0.23,14.950000000000001
2019-07-11,68,23.0,,0.23,15.64
2019-07-12,38,23.0,,0.23,8.74
2019-07-13,22,23.0,,0.23,5.0600000000000005
2019-07-14,27,23.0,,0.23,6.21
2019-07-15,55,23.0,,0.23,12.65
2019-07-16,58,23.0,,0.23,13.34
2019-07-17,100,23.0,,0.23,23.0
2019-07-18,51,23.0,,0.23,11.73
2019-07-19,48,23.0,,0.23,11.040000000000001
2019-07-20,32,23.0,,0.23,7.36
2019-07-21,27,23.0,,0.23,6.21
2019-07-22,33,23.0,,0.23,7.590000000000001
2019-07-23,55,23.0,,0.23,12.65
2019-07-24,43,23.0,,0.23,9.89
2019-07-25,43,23.0,,0.23,9.89
2019-07-26,39,23.0,,0.23,8.97
2019-07-27,27,23.0,,0.23,6.21
2019-07-28,22,23.0,,0.23,5.0600000000000005
2019-07-29,19,23.0,,0.23,4.37
2019-07-30,24,23.0,,0.23,5.5200000000000005
2019-07-31,72,23.0,,0.23,16.560000000000002
2019-08-01,58,46.0,False,0.46,26.68
2019-08-02,41,46.0,,0.46,18.86
2019-08-03,23,46.0,,0.46,10.58
2019-08-04,7,46.0,,0.46,3.22
2019-08-05,63,46.0,,0.46,28.98
2019-08-06,51,46.0,,0.46,23.46
2019-08-07,69,46.0,,0.46,31.740000000000002
2019-08-08,51,46.0,,0.46,23.46
2019-08-09,69,46.0,,0.46,31.740000000000002
2019-08-10,3,46.0,,0.46,1.3800000000000001
2019-08-11,16,46.0,,0.46,7.36
2019-08-12,64,46.0,,0.46,29.44
2019-08-13,100,46.0,,0.46,46.0
2019-08-14,81,46.0,,0.46,37.260000000000005
2019-08-15,95,46.0,,0.46,43.7
2019-08-16,74,46.0,,0.46,34.04
2019-08-17,35,46.0,,0.46,16.1
2019-08-18,19,46.0,,0.46,8.74
2019-08-19,64,46.0,,0.46,29.44
2019-08-20,57,46.0,,0.46,26.220000000000002
2019-08-21,62,46.0,,0.46,28.52
2019-08-22,51,46.0,,0.46,23.46
2019-08-23,63,46.0,,0.46,28.98
2019-08-24,26,46.0,,0.46,11.96
2019-08-25,19,46.0,,0.46,8.74
2019-08-26,69,46.0,,0.46,31.740000000000002
2019-08-27,50,46.0,,0.46,23.0
