date,GPRO_unscaled,GPRO_monthly,isPartial,scale,GPRO
2017-12-28,100,29.0,,0.29,28.999999999999996
2017-12-29,84,29.0,,0.29,24.36
2017-12-30,45,29.0,,0.29,13.049999999999999
2017-12-31,17,29.0,,0.29,4.93
2018-01-01,7,52.0,False,0.52,3.64
2018-01-02,19,52.0,,0.52,9.88
2018-01-03,10,52.0,,0.52,5.2
2018-01-04,17,52.0,,0.52,8.84
2018-01-05,19,52.0,,0.52,9.88
2018-01-06,9,52.0,,0.52,4.68
2018-01-07,3,52.0,,0.52,1.56
2018-01-08,100,52.0,,0.52,52.0
2018-01-09,71,52.0,,0.52,36.92
2018-01-10,28,52.0,,0.52,14.56
2018-01-11,32,52.0,,0.52,16.64
2018-01-12,18,52.0,,0.52,9.36
2018-01-13,3,52.0,,0.52,1.56
2018-01-14,1,52.0,,0.52,0.52
2018-01-15,15,52.0,,0.52,7.800000000000001
2018-01-16,16,52.0,,0.52,8.32
2018-01-17,11,52.0,,0.52,5.720000000000001
2018-01-18,20,52.0,,0.52,10.4
2018-01-19,14,52.0,,0.52,7.28
2018-01-20,4,52.0,,0.52,2.08
2018-01-21,2,52.0,,0.52,1.04
2018-01-22,8,52.0,,0.52,4.16
2018-01-23,12,52.0,,0.52,6.24
2018-01-24,10,52.0,,0.52,5.2
2018-01-25,19,52.0,,0.52,9.88
2018-01-26,16,52.0,,0.52,8.32
2018-01-27,8,52.0,,0.52,4.16
2018-01-28,5,52.0,,0.52,2.6
2018-01-29,9,52.0,,0.52,4.68
2018-01-30,12,52.0,,0.52,6.24
2018-01-31,20,52.0,,0.52,10.4
2018-02-01,100,33.0,False,0.33,33.0
2018-02-02,72,33.0,,0.33,23.76
2018-02-03,19,33.0,,0.33,6.2700000000000005
2018-02-04,16,33.0,,0.33,5.28
2018-02-05,57,33.0,,0.33,18.810000000000002
2018-02-06,56,33.0,,0.33,18.48
2018-02-07,29,33.0,,0.33,9.57
2018-02-08,27,33.0,,0.33,8.91
2018-02-09,30,33.0,,0.33,9.9
2018-02-10,22,33.0,,0.33,7.260000000000001
2018-02-11,13,33.0,,0.33,4.29
2018-02-12,35,33.0,,0.33,11.55
2018-02-13,59,33.0,,0.33,19.470000000000002
2018-02-14,41,33.0,,0.33,13.530000000000001
2018-02-15,44,33.0,,0.33,14.520000000000001
2018-02-16,25,33.0,,0.33,8.25
2018-02-17,13,33.0,,0.33,4.29
2018-02-18,10,33.0,,0.33,3.3000000000000003
2018-02-19,17,33.0,,0.33,5.61
2018-02-20,21,33.0,,0.33,6.930000000000001
2018-02-21,38,33.0,,0.33,12.540000000000001
2018-02-22,32,33.0,,0.33,10.56
2018-02-23,14,33.0,,0.33,4.62
2018-02-24,13,33.0,,0.33,4.29
2018-02-25,16,33.0,,0.33,5.28
2018-02-26,42,33.0,,0.33,13.860000000000001
2018-02-27,35,33.0,,0.33,11.55
2018-02-28,38,33.0,,0.33,12.540000000000001
2018-03-01,58,27.0,False,0.27,15.66
2018-03-02,37,27.0,,0.27,9.99
2018-03-03,22,27.0,,0.27,5.94
2018-03-04,11,27.0,,0.27,2.97
2018-03-05,41,27.0,,0.27,11.07
2018-03-06,74,27.0,,0.27,19.98
2018-03-07,46,27.0,,0.27,12.420000000000002
2018-03-08,83,27.0,,0.27,22.41
2018-03-09,67,27.0,,0.27,18.09
2018-03-10,11,27.0,,0.27,2.97
2018-03-11,44,27.0,,0.27,11.88
2018-03-12,37,27.0,,0.27,9.99
2018-03-13,56,27.0,,0.27,15.120000000000001
2018-03-14,37,27.0,,0.27,9.99
2018-03-15,33,27.0,,0.27,8.91
2018-03-16,29,27.0,,0.27,7.83
2018-03-17,17,27.0,,0.27,4.59
2018-03-18,11,27.0,,0.27,2.97
2018-03-19,42,27.0,,0.27,11.34
2018-03-20,68,27.0,,0.27,18.36
2018-03-21,84,27.0,,0.27,22.68
2018-03-22,43,27.0,,0.27,11.610000000000001
2018-03-23,39,27.0,,0.27,10.530000000000001
2018-03-24,23,27.0,,0.27,6.210000000000001
2018-03-25,46,27.0,,0.27,12.420000000000002
2018-03-26,91,27.0,,0.27,24.57
2018-03-27,100,27.0,,0.27,27.0
2018-03-28,82,27.0,,0.27,22.14
2018-03-29,54,27.0,,0.27,14.580000000000002
2018-03-30,21,27.0,,0.27,5.67
2018-03-31,12,27.0,,0.27,3.24
2018-04-01,4,28.0,False,0.28,1.12
2018-04-02,24,28.0,,0.28,6.720000000000001
2018-04-03,49,28.0,,0.28,13.72
2018-04-04,43,28.0,,0.28,12.040000000000001
2018-04-05,27,28.0,,0.28,7.5600000000000005
2018-04-06,27,28.0,,0.28,7.5600000000000005
2018-04-07,0,28.0,,0.28,0.0
2018-04-08,8,28.0,,0.28,2.24
2018-04-09,40,28.0,,0.28,11.200000000000001
2018-04-10,46,28.0,,0.28,12.88
2018-04-11,20,28.0,,0.28,5.6000000000000005
2018-04-12,100,28.0,,0.28,28.000000000000004
2018-04-13,65,28.0,,0.28,18.200000000000003
2018-04-14,24,28.0,,0.28,6.720000000000001
2018-04-15,15,28.0,,0.28,4.2
2018-04-16,55,28.0,,0.28,15.400000000000002
2018-04-17,62,28.0,,0.28,17.360000000000003
2018-04-18,46,28.0,,0.28,12.88
2018-04-19,30,28.0,,0.28,8.4
2018-04-20,47,28.0,,0.28,13.160000000000002
2018-04-21,16,28.0,,0.28,4.48
2018-04-22,20,28.0,,0.28,5.6000000000000005
2018-04-23,38,28.0,,0.28,10.64
2018-04-24,42,28.0,,0.28,11.760000000000002
2018-04-25,32,28.0,,0.28,8.96
2018-04-26,36,28.0,,0.28,10.080000000000002
2018-04-27,30,28.0,,0.28,8.4
2018-04-28,20,28.0,,0.28,5.6000000000000005
2018-04-29,12,28.0,,0.28,3.3600000000000003
2018-04-30,29,28.0,,0.28,8.120000000000001
2018-05-01,86,27.0,False,0.27,23.220000000000002
2018-05-02,29,27.0,,0.27,7.83
2018-05-03,83,27.0,,0.27,22.41
2018-05-04,100,27.0,,0.27,27.0
2018-05-05,18,27.0,,0.27,4.86
2018-05-06,12,27.0,,0.27,3.24
2018-05-07,48,27.0,,0.27,12.96
2018-05-08,48,27.0,,0.27,12.96
2018-05-09,62,27.0,,0.27,16.740000000000002
2018-05-10,24,27.0,,0.27,6.48
2018-05-11,81,27.0,,0.27,21.87
2018-05-12,12,27.0,,0.27,3.24
2018-05-13,18,27.0,,0.27,4.86
2018-05-14,45,27.0,,0.27,12.15
2018-05-15,53,27.0,,0.27,14.31
2018-05-16,72,27.0,,0.27,19.44
2018-05-17,54,27.0,,0.27,14.580000000000002
2018-05-18,56,27.0,,0.27,15.120000000000001
2018-05-19,6,27.0,,0.27,1.62
2018-05-20,18,27.0,,0.27,4.86
2018-05-21,59,27.0,,0.27,15.930000000000001
2018-05-22,54,27.0,,0.27,14.580000000000002
2018-05-23,55,27.0,,0.27,14.850000000000001
2018-05-24,42,27.0,,0.27,11.34
2018-05-25,86,27.0,,0.27,23.220000000000002
2018-05-26,18,27.0,,0.27,4.86
2018-05-27,12,27.0,,0.27,3.24
2018-05-28,35,27.0,,0.27,9.450000000000001
2018-05-29,60,27.0,,0.27,16.200000000000003
2018-05-30,64,27.0,,0.27,17.28
2018-05-31,45,27.0,,0.27,12.15
2018-06-01,52,26.0,False,0.26,13.52
2018-06-02,21,26.0,,0.26,5.46
2018-06-03,27,26.0,,0.26,7.0200000000000005
2018-06-04,67,26.0,,0.26,17.42
2018-06-05,84,26.0,,0.26,21.84
2018-06-06,57,26.0,,0.26,14.82
2018-06-07,69,26.0,,0.26,17.94
2018-06-08,71,26.0,,0.26,18.46
2018-06-09,20,26.0,,0.26,5.2
2018-06-10,34,26.0,,0.26,8.84
2018-06-11,88,26.0,,0.26,22.880000000000003
2018-06-12,100,26.0,,0.26,26.0
2018-06-13,82,26.0,,0.26,21.32
2018-06-14,74,26.0,,0.26,19.240000000000002
2018-06-15,59,26.0,,0.26,15.34
2018-06-16,27,26.0,,0.26,7.0200000000000005
2018-06-17,21,26.0,,0.26,5.46
2018-06-18,52,26.0,,0.26,13.52
2018-06-19,68,26.0,,0.26,17.68
2018-06-20,76,26.0,,0.26,19.76
2018-06-21,52,26.0,,0.26,13.52
2018-06-22,52,26.0,,0.26,13.52
2018-06-23,27,26.0,,0.26,7.0200000000000005
2018-06-24,7,26.0,,0.26,1.82
2018-06-25,63,26.0,,0.26,16.38
2018-06-26,46,26.0,,0.26,11.96
2018-06-27,40,26.0,,0.26,10.4
2018-06-28,76,26.0,,0.26,19.76
2018-06-29,30,26.0,,0.26,7.800000000000001
2018-06-30,20,26.0,,0.26,5.2
2018-07-01,0,25.0,False,0.25,0.0
2018-07-02,76,25.0,,0.25,19.0
2018-07-03,71,25.0,,0.25,17.75
2018-07-04,15,25.0,,0.25,3.75
2018-07-05,76,25.0,,0.25,19.0
2018-07-06,64,25.0,,0.25,16.0
2018-07-07,59,25.0,,0.25,14.75
2018-07-08,29,25.0,,0.25,7.25
2018-07-09,50,25.0,,0.25,12.5
2018-07-10,56,25.0,,0.25,14.0
2018-07-11,59,25.0,,0.25,14.75
2018-07-12,46,25.0,,0.25,11.5
2018-07-13,93,25.0,,0.25,23.25
2018-07-14,22,25.0,,0.25,5.5
2018-07-15,36,25.0,,0.25,9.0
2018-07-16,38,25.0,,0.25,9.5
2018-07-17,51,25.0,,0.25,12.75
2018-07-18,77,25.0,,0.25,19.25
2018-07-19,92,25.0,,0.25,23.0
2018-07-20,66,25.0,,0.25,16.5
2018-07-21,30,25.0,,0.25,7.5
2018-07-22,44,25.0,,0.25,11.0
2018-07-23,70,25.0,,0.25,17.5
2018-07-24,38,25.0,,0.25,9.5
2018-07-25,100,25.0,,0.25,25.0
2018-07-26,97,25.0,,0.25,24.25
2018-07-27,73,25.0,,0.25,18.25
2018-07-28,7,25.0,,0.25,1.75
2018-07-29,31,25.0,,0.25,7.75
2018-07-30,45,25.0,,0.25,11.25
2018-07-31,81,25.0,,0.25,20.25
2018-08-01,48,38.0,False,0.38,18.240000000000002
2018-08-02,87,38.0,,0.38,33.06
2018-08-03,100,38.0,,0.38,38.0
2018-08-04,19,38.0,,0.38,7.22
2018-08-05,17,38.0,,0.38,6.46
2018-08-06,47,38.0,,0.38,17.86
2018-08-07,20,38.0,,0.38,7.6
2018-08-08,22,38.0,,0.38,8.36
2018-08-09,29,38.0,,0.38,11.02
2018-08-10,41,38.0,,0.38,15.58
2018-08-11,8,38.0,,0.38,3.04
2018-08-12,9,38.0,,0.38,3.42
2018-08-13,20,38.0,,0.38,7.6
2018-08-14,20,38.0,,0.38,7.6
2018-08-15,15,38.0,,0.38,5.7
2018-08-16,24,38.0,,0.38,9.120000000000001
2018-08-17,11,38.0,,0.38,4.18
2018-08-18,13,38.0,,0.38,4.94
2018-08-19,7,38.0,,0.38,2.66
2018-08-20,19,38.0,,0.38,7.22
2018-08-21,26,38.0,,0.38,9.88
2018-08-22,20,38.0,,0.38,7.6
2018-08-23,24,38.0,,0.38,9.120000000000001
2018-08-24,17,38.0,,0.38,6.46
2018-08-25,2,38.0,,0.38,0.76
2018-08-26,11,38.0,,0.38,4.18
2018-08-27,11,38.0,,0.38,4.18
2018-08-28,22,38.0,,0.38,8.36
2018-08-29,16,38.0,,0.38,6.08
2018-08-30,27,38.0,,0.38,10.26
2018-08-31,15,38.0,,0.38,5.7
2018-09-01,9,28.0,False,0.28,2.5200000000000005
2018-09-02,13,28.0,,0.28,3.6400000000000006
2018-09-03,18,28.0,,0.28,5.040000000000001
2018-09-04,35,28.0,,0.28,9.8
2018-09-05,31,28.0,,0.28,8.680000000000001
2018-09-06,21,28.0,,0.28,5.880000000000001
2018-09-07,18,28.0,,0.28,5.040000000000001
2018-09-08,6,28.0,,0.28,1.6800000000000002
2018-09-09,9,28.0,,0.28,2.5200000000000005
2018-09-10,18,28.0,,0.28,5.040000000000001
2018-09-11,21,28.0,,0.28,5.880000000000001
2018-09-12,23,28.0,,0.28,6.44
2018-09-13,26,28.0,,0.28,7.280000000000001
2018-09-14,42,28.0,,0.28,11.760000000000002
2018-09-15,22,28.0,,0.28,6.16
2018-09-16,12,28.0,,0.28,3.3600000000000003
2018-09-17,23,28.0,,0.28,6.44
2018-09-18,26,28.0,,0.28,7.280000000000001
2018-09-19,37,28.0,,0.28,10.360000000000001
2018-09-20,48,28.0,,0.28,13.440000000000001
2018-09-21,35,28.0,,0.28,9.8
2018-09-22,13,28.0,,0.28,3.6400000000000006
2018-09-23,9,28.0,,0.28,2.5200000000000005
2018-09-24,21,28.0,,0.28,5.880000000000001
2018-09-25,24,28.0,,0.28,6.720000000000001
2018-09-26,100,28.0,,0.28,28.000000000000004
2018-09-27,85,28.0,,0.28,23.8
2018-09-28,48,28.0,,0.28,13.440000000000001
2018-09-29,19,28.0,,0.28,5.32
2018-09-30,6,28.0,,0.28,1.6800000000000002
2018-10-01,95,28.0,False,0.28,26.6
2018-10-02,48,28.0,,0.28,13.440000000000001
2018-10-03,68,28.0,,0.28,19.040000000000003
2018-10-04,86,28.0,,0.28,24.080000000000002
2018-10-05,99,28.0,,0.28,27.720000000000002
2018-10-06,13,28.0,,0.28,3.6400000000000006
2018-10-07,12,28.0,,0.28,3.3600000000000003
2018-10-08,60,28.0,,0.28,16.8
2018-10-09,75,28.0,,0.28,21.000000000000004
2018-10-10,38,28.0,,0.28,10.64
2018-10-11,55,28.0,,0.28,15.400000000000002
2018-10-12,57,28.0,,0.28,15.96
2018-10-13,40,28.0,,0.28,11.200000000000001
2018-10-14,13,28.0,,0.28,3.6400000000000006
2018-10-15,60,28.0,,0.28,16.8
2018-10-16,98,28.0,,0.28,27.44
2018-10-17,75,28.0,,0.28,21.000000000000004
2018-10-18,100,28.0,,0.28,28.000000000000004
2018-10-19,46,28.0,,0.28,12.88
2018-10-20,32,28.0,,0.28,8.96
2018-10-21,19,28.0,,0.28,5.32
2018-10-22,70,28.0,,0.28,19.6
2018-10-23,42,28.0,,0.28,11.760000000000002
2018-10-24,74,28.0,,0.28,20.720000000000002
2018-10-25,49,28.0,,0.28,13.72
2018-10-26,45,28.0,,0.28,12.600000000000001
2018-10-27,20,28.0,,0.28,5.6000000000000005
2018-10-28,6,28.0,,0.28,1.6800000000000002
2018-10-29,64,28.0,,0.28,17.92
2018-10-30,71,28.0,,0.28,19.880000000000003
2018-10-31,67,28.0,,0.28,18.76
2018-11-01,95,25.0,False,0.25,23.75
2018-11-02,100,25.0,,0.25,25.0
2018-11-03,25,25.0,,0.25,6.25
2018-11-04,27,25.0,,0.25,6.75
2018-11-05,32,25.0,,0.25,8.0
2018-11-06,31,25.0,,0.25,7.75
2018-11-07,25,25.0,,0.25,6.25
2018-11-08,28,25.0,,0.25,7.0
2018-11-09,9,25.0,,0.25,2.25
2018-11-10,10,25.0,,0.25,2.5
2018-11-11,0,25.0,,0.25,0.0
2018-11-12,26,25.0,,0.25,6.5
2018-11-13,34,25.0,,0.25,8.5
2018-11-14,26,25.0,,0.25,6.5
2018-11-15,32,25.0,,0.25,8.0
2018-11-16,15,25.0,,0.25,3.75
2018-11-17,17,25.0,,0.25,4.25
2018-11-18,10,25.0,,0.25,2.5
2018-11-19,30,25.0,,0.25,7.5
2018-11-20,18,25.0,,0.25,4.5
2018-11-21,41,25.0,,0.25,10.25
2018-11-22,17,25.0,,0.25,4.25
2018-11-23,13,25.0,,0.25,3.25
2018-11-24,0,25.0,,0.25,0.0
2018-11-25,13,25.0,,0.25,3.25
2018-11-26,19,25.0,,0.25,4.75
2018-11-27,28,25.0,,0.25,7.0
2018-11-28,11,25.0,,0.25,2.75
2018-11-29,31,25.0,,0.25,7.75
2018-11-30,3,25.0,,0.25,0.75
2018-12-01,16,18.0,False,0.18,2.88
2018-12-02,32,18.0,,0.18,5.76
2018-12-03,84,18.0,,0.18,15.12
2018-12-04,85,18.0,,0.18,15.299999999999999
2018-12-05,48,18.0,,0.18,8.64
2018-12-06,29,18.0,,0.18,5.22
2018-12-07,51,18.0,,0.18,9.18
2018-12-08,9,18.0,,0.18,1.6199999999999999
2018-12-09,8,18.0,,0.18,1.44
2018-12-10,42,18.0,,0.18,7.56
2018-12-11,100,18.0,,0.18,18.0
2018-12-12,50,18.0,,0.18,9.0
2018-12-13,93,18.0,,0.18,16.74
2018-12-14,35,18.0,,0.18,6.3
2018-12-15,26,18.0,,0.18,4.68
2018-12-16,34,18.0,,0.18,6.12
2018-12-17,60,18.0,,0.18,10.799999999999999
2018-12-18,69,18.0,,0.18,12.42
2018-12-19,97,18.0,,0.18,17.46
2018-12-20,53,18.0,,0.18,9.54
2018-12-21,55,18.0,,0.18,9.9
2018-12-22,9,18.0,,0.18,1.6199999999999999
2018-12-23,18,18.0,,0.18,3.2399999999999998
2018-12-24,27,18.0,,0.18,4.859999999999999
2018-12-25,59,18.0,,0.18,10.62
2018-12-26,50,18.0,,0.18,9.0
2018-12-27,63,18.0,,0.18,11.34
2018-12-28,84,18.0,,0.18,15.12
2018-12-29,26,18.0,,0.18,4.68
2018-12-30,9,18.0,,0.18,1.6199999999999999
2018-12-31,24,18.0,,0.18,4.32
2019-01-01,0,18.0,False,0.18,0.0
2019-01-02,55,18.0,,0.18,9.9
2019-01-03,61,18.0,,0.18,10.98
2019-01-04,34,18.0,,0.18,6.12
2019-01-05,45,18.0,,0.18,8.1
2019-01-06,38,18.0,,0.18,6.84
2019-01-07,32,18.0,,0.18,5.76
2019-01-08,57,18.0,,0.18,10.26
2019-01-09,26,18.0,,0.18,4.68
2019-01-10,70,18.0,,0.18,12.6
2019-01-11,52,18.0,,0.18,9.36
2019-01-12,46,18.0,,0.18,8.28
2019-01-13,7,18.0,,0.18,1.26
2019-01-14,58,18.0,,0.18,10.44
2019-01-15,64,18.0,,0.18,11.52
2019-01-16,45,18.0,,0.18,8.1
2019-01-17,45,18.0,,0.18,8.1
2019-01-18,76,18.0,,0.18,13.68
2019-01-19,37,18.0,,0.18,6.66
2019-01-20,21,18.0,,0.18,3.78
2019-01-21,26,18.0,,0.18,4.68
2019-01-22,38,18.0,,0.18,6.84
2019-01-23,13,18.0,,0.18,2.34
2019-01-24,63,18.0,,0.18,11.34
2019-01-25,26,18.0,,0.18,4.68
2019-01-26,0,18.0,,0.18,0.0
2019-01-27,23,18.0,,0.18,4.14
2019-01-28,69,18.0,,0.18,12.42
2019-01-29,31,18.0,,0.18,5.58
2019-01-30,100,18.0,,0.18,18.0
2019-01-31,63,18.0,,0.18,11.34
2019-02-01,25,29.0,False,0.29,7.249999999999999
2019-02-02,23,29.0,,0.29,6.67
2019-02-03,14,29.0,,0.29,4.06
2019-02-04,24,29.0,,0.29,6.959999999999999
2019-02-05,17,29.0,,0.29,4.93
2019-02-06,100,29.0,,0.29,28.999999999999996
2019-02-07,90,29.0,,0.29,26.099999999999998
2019-02-08,40,29.0,,0.29,11.6
2019-02-09,3,29.0,,0.29,0.8699999999999999
2019-02-10,6,29.0,,0.29,1.7399999999999998
2019-02-11,40,29.0,,0.29,11.6
2019-02-12,12,29.0,,0.29,3.4799999999999995
2019-02-13,24,29.0,,0.29,6.959999999999999
2019-02-14,27,29.0,,0.29,7.829999999999999
2019-02-15,21,29.0,,0.29,6.09
2019-02-16,6,29.0,,0.29,1.7399999999999998
2019-02-17,15,29.0,,0.29,4.35
2019-02-18,3,29.0,,0.29,0.8699999999999999
2019-02-19,27,29.0,,0.29,7.829999999999999
2019-02-20,15,29.0,,0.29,4.35
2019-02-21,24,29.0,,0.29,6.959999999999999
2019-02-22,25,29.0,,0.29,7.249999999999999
2019-02-23,6,29.0,,0.29,1.7399999999999998
2019-02-24,12,29.0,,0.29,3.4799999999999995
2019-02-25,12,29.0,,0.29,3.4799999999999995
2019-02-26,15,29.0,,0.29,4.35
2019-02-27,21,29.0,,0.29,6.09
2019-02-28,25,29.0,,0.29,7.249999999999999
2019-03-01,100,20.0,False,0.2,20.0
2019-03-02,31,20.0,,0.2,6.2
2019-03-03,15,20.0,,0.2,3.0
2019-03-04,74,20.0,,0.2,14.8
2019-03-05,67,20.0,,0.2,13.4
2019-03-06,39,20.0,,0.2,7.800000000000001
2019-03-07,60,20.0,,0.2,12.0
2019-03-08,69,20.0,,0.2,13.8
2019-03-09,16,20.0,,0.2,3.2
2019-03-10,8,20.0,,0.2,1.6
2019-03-11,74,20.0,,0.2,14.8
2019-03-12,54,20.0,,0.2,10.8
2019-03-13,54,20.0,,0.2,10.8
2019-03-14,68,20.0,,0.2,13.600000000000001
2019-03-15,54,20.0,,0.2,10.8
2019-03-16,24,20.0,,0.2,4.800000000000001
2019-03-17,33,20.0,,0.2,6.6000000000000005
2019-03-18,42,20.0,,0.2,8.4
2019-03-19,87,20.0,,0.2,17.400000000000002
2019-03-20,70,20.0,,0.2,14.0
2019-03-21,55,20.0,,0.2,11.0
2019-03-22,70,20.0,,0.2,14.0
2019-03-23,8,20.0,,0.2,1.6
2019-03-24,15,20.0,,0.2,3.0
2019-03-25,48,20.0,,0.2,9.600000000000001
2019-03-26,56,20.0,,0.2,11.200000000000001
2019-03-27,56,20.0,,0.2,11.200000000000001
2019-03-28,41,20.0,,0.2,8.200000000000001
2019-03-29,56,20.0,,0.2,11.200000000000001
2019-03-30,41,20.0,,0.2,8.200000000000001
2019-03-31,0,20.0,,0.2,0.0
2019-04-01,33,17.0,False,0.17,5.61
2019-04-02,90,17.0,,0.17,15.3
2019-04-03,100,17.0,,0.17,17.0
2019-04-04,73,17.0,,0.17,12.41
2019-04-05,78,17.0,,0.17,13.260000000000002
2019-04-06,30,17.0,,0.17,5.1000000000000005
2019-04-07,20,17.0,,0.17,3.4000000000000004
2019-04-08,24,17.0,,0.17,4.08
2019-04-09,65,17.0,,0.17,11.05
2019-04-10,99,17.0,,0.17,16.830000000000002
2019-04-11,65,17.0,,0.17,11.05
2019-04-12,59,17.0,,0.17,10.030000000000001
2019-04-13,0,17.0,,0.17,0.0
2019-04-14,10,17.0,,0.17,1.7000000000000002
2019-04-15,41,17.0,,0.17,6.970000000000001
2019-04-16,66,17.0,,0.17,11.22
2019-04-17,42,17.0,,0.17,7.140000000000001
2019-04-18,76,17.0,,0.17,12.920000000000002
2019-04-19,54,17.0,,0.17,9.180000000000001
2019-04-20,30,17.0,,0.17,5.1000000000000005
2019-04-21,33,17.0,,0.17,5.61
2019-04-22,52,17.0,,0.17,8.84
2019-04-23,76,17.0,,0.17,12.920000000000002
2019-04-24,59,17.0,,0.17,10.030000000000001
2019-04-25,24,17.0,,0.17,4.08
2019-04-26,50,17.0,,0.17,8.5
2019-04-27,30,17.0,,0.17,5.1000000000000005
2019-04-28,20,17.0,,0.17,3.4000000000000004
2019-04-29,74,17.0,,0.17,12.58
2019-04-30,56,17.0,,0.17,9.520000000000001
2019-05-01,39,25.0,False,0.25,9.75
2019-05-02,31,25.0,,0.25,7.75
2019-05-03,18,25.0,,0.25,4.5
2019-05-04,21,25.0,,0.25,5.25
2019-05-05,13,25.0,,0.25,3.25
2019-05-06,25,25.0,,0.25,6.25
2019-05-07,21,25.0,,0.25,5.25
2019-05-08,32,25.0,,0.25,8.0
2019-05-09,86,25.0,,0.25,21.5
2019-05-10,100,25.0,,0.25,25.0
2019-05-11,18,25.0,,0.25,4.5
2019-05-12,18,25.0,,0.25,4.5
2019-05-13,18,25.0,,0.25,4.5
2019-05-14,51,25.0,,0.25,12.75
2019-05-15,59,25.0,,0.25,14.75
2019-05-16,65,25.0,,0.25,16.25
2019-05-17,41,25.0,,0.25,10.25
2019-05-18,13,25.0,,0.25,3.25
2019-05-19,26,25.0,,0.25,6.5
2019-05-20,25,25.0,,0.25,6.25
2019-05-21,54,25.0,,0.25,13.5
2019-05-22,37,25.0,,0.25,9.25
2019-05-23,33,25.0,,0.25,8.25
2019-05-24,23,25.0,,0.25,5.75
2019-05-25,9,25.0,,0.25,2.25
2019-05-26,14,25.0,,0.25,3.5
2019-05-27,9,25.0,,0.25,2.25
2019-05-28,26,25.0,,0.25,6.5
2019-05-29,18,25.0,,0.25,4.5
2019-05-30,43,25.0,,0.25,10.75
2019-05-31,22,25.0,,0.25,5.5
2019-06-01,48,17.0,False,0.17,8.16
2019-06-02,8,17.0,,0.17,1.36
2019-06-03,40,17.0,,0.17,6.800000000000001
2019-06-04,100,17.0,,0.17,17.0
2019-06-05,41,17.0,,0.17,6.970000000000001
2019-06-06,68,17.0,,0.17,11.56
2019-06-07,35,17.0,,0.17,5.95
2019-06-08,16,17.0,,0.17,2.72
2019-06-09,8,17.0,,0.17,1.36
2019-06-10,68,17.0,,0.17,11.56
2019-06-11,34,17.0,,0.17,5.78
2019-06-12,48,17.0,,0.17,8.16
2019-06-13,76,17.0,,0.17,12.920000000000002
2019-06-14,61,17.0,,0.17,10.370000000000001
2019-06-15,8,17.0,,0.17,1.36
2019-06-16,16,17.0,,0.17,2.72
2019-06-17,48,17.0,,0.17,8.16
2019-06-18,87,17.0,,0.17,14.790000000000001
2019-06-19,33,17.0,,0.17,5.61
2019-06-20,48,17.0,,0.17,8.16
2019-06-21,35,17.0,,0.17,5.95
2019-06-22,25,17.0,,0.17,4.25
2019-06-23,17,17.0,,0.17,2.89
2019-06-24,55,17.0,,0.17,9.350000000000001
2019-06-25,28,17.0,,0.17,4.760000000000001
2019-06-26,68,17.0,,0.17,11.56
2019-06-27,55,17.0,,0.17,9.350000000000001
2019-06-28,29,17.0,,0.17,4.930000000000001
2019-06-29,41,17.0,,0.17,6.970000000000001
2019-06-30,0,17.0,,0.17,0.0
2019-07-01,36,16.0,False,0.16,5.76
2019-07-02,58,16.0,,0.16,9.28
2019-07-03,73,16.0,,0.16,11.68
2019-07-04,41,16.0,,0.16,6.5600000000000005
2019-07-05,58,16.0,,0.16,9.28
2019-07-06,41,16.0,,0.16,6.5600000000000005
2019-07-07,32,16.0,,0.16,5.12
2019-07-08,35,16.0,,0.16,5.6000000000000005
2019-07-09,29,16.0,,0.16,4.64
2019-07-10,65,16.0,,0.16,10.4
2019-07-11,100,16.0,,0.16,16.0
2019-07-12,45,16.0,,0.16,7.2
2019-07-13,9,16.0,,0.16,1.44
2019-07-14,34,16.0,,0.16,5.44
2019-07-15,22,16.0,,0.16,3.52
2019-07-16,28,16.0,,0.16,4.48
2019-07-17,50,16.0,,0.16,8.0
2019-07-18,29,16.0,,0.16,4.64
2019-07-19,53,16.0,,0.16,8.48
2019-07-20,17,16.0,,0.16,2.72
2019-07-21,34,16.0,,0.16,5.44
2019-07-22,29,16.0,,0.16,4.64
2019-07-23,22,16.0,,0.16,3.52
2019-07-24,83,16.0,,0.16,13.280000000000001
2019-07-25,75,16.0,,0.16,12.0
2019-07-26,15,16.0,,0.16,2.4
2019-07-27,35,16.0,,0.16,5.6000000000000005
2019-07-28,43,16.0,,0.16,6.88
2019-07-29,37,16.0,,0.16,5.92
2019-07-30,30,16.0,,0.16,4.8
2019-07-31,60,16.0,,0.16,9.6
2019-08-01,100,21.0,False,0.21,21.0
2019-08-02,71,21.0,,0.21,14.91
2019-08-03,17,21.0,,0.21,3.57
2019-08-04,28,21.0,,0.21,5.88
2019-08-05,34,21.0,,0.21,7.14
2019-08-06,48,21.0,,0.21,10.08
2019-08-07,39,21.0,,0.21,8.19
2019-08-08,54,21.0,,0.21,11.34
2019-08-09,44,21.0,,0.21,9.24
2019-08-10,17,21.0,,0.21,3.57
2019-08-11,0,21.0,,0.21,0.0
2019-08-12,24,21.0,,0.21,5.04
2019-08-13,43,21.0,,0.21,9.03
2019-08-14,41,21.0,,0.21,8.61
2019-08-15,75,21.0,,0.21,15.75
2019-08-16,80,21.0,,0.21,16.8
2019-08-17,33,21.0,,0.21,6.93
2019-08-18,11,21.0,,0.21,2.31
2019-08-19,5,21.0,,0.21,1.05
2019-08-20,18,21.0,,0.21,3.78
