date,IG_unscaled,IG_monthly,isPartial,scale,IG
2017-12-25,85,48.0,,0.48,40.8
2017-12-26,89,48.0,,0.48,42.72
2017-12-27,82,48.0,,0.48,39.36
2017-12-28,83,48.0,,0.48,39.839999999999996
2017-12-29,82,48.0,,0.48,39.36
2017-12-30,90,48.0,,0.48,43.199999999999996
2017-12-31,100,48.0,,0.48,48.0
2018-01-01,100,52.0,False,0.52,52.0
2018-01-02,85,52.0,,0.52,44.2
2018-01-03,72,52.0,,0.52,37.44
2018-01-04,75,52.0,,0.52,39.0
2018-01-05,72,52.0,,0.52,37.44
2018-01-06,81,52.0,,0.52,42.120000000000005
2018-01-07,80,52.0,,0.52,41.6
2018-01-08,72,52.0,,0.52,37.44
2018-01-09,69,52.0,,0.52,35.88
2018-01-10,67,52.0,,0.52,34.84
2018-01-11,72,52.0,,0.52,37.44
2018-01-12,68,52.0,,0.52,35.36
2018-01-13,79,52.0,,0.52,41.08
2018-01-14,79,52.0,,0.52,41.08
2018-01-15,75,52.0,,0.52,39.0
2018-01-16,76,52.0,,0.52,39.52
2018-01-17,68,52.0,,0.52,35.36
2018-01-18,69,52.0,,0.52,35.88
2018-01-19,66,52.0,,0.52,34.32
2018-01-20,82,52.0,,0.52,42.64
2018-01-21,82,52.0,,0.52,42.64
2018-01-22,69,52.0,,0.52,35.88
2018-01-23,65,52.0,,0.52,33.800000000000004
2018-01-24,67,52.0,,0.52,34.84
2018-01-25,68,52.0,,0.52,35.36
2018-01-26,68,52.0,,0.52,35.36
2018-01-27,77,52.0,,0.52,40.04
2018-01-28,80,52.0,,0.52,41.6
2018-01-29,71,52.0,,0.52,36.92
2018-01-30,70,52.0,,0.52,36.4
2018-01-31,66,52.0,,0.52,34.32
2018-02-01,86,53.0,False,0.53,45.580000000000005
2018-02-02,77,53.0,,0.53,40.81
2018-02-03,91,53.0,,0.53,48.230000000000004
2018-02-04,93,53.0,,0.53,49.29
2018-02-05,85,53.0,,0.53,45.050000000000004
2018-02-06,87,53.0,,0.53,46.11
2018-02-07,84,53.0,,0.53,44.52
2018-02-08,86,53.0,,0.53,45.580000000000005
2018-02-09,89,53.0,,0.53,47.17
2018-02-10,98,53.0,,0.53,51.940000000000005
2018-02-11,87,53.0,,0.53,46.11
2018-02-12,95,53.0,,0.53,50.35
2018-02-13,81,53.0,,0.53,42.93
2018-02-14,89,53.0,,0.53,47.17
2018-02-15,84,53.0,,0.53,44.52
2018-02-16,90,53.0,,0.53,47.7
2018-02-17,100,53.0,,0.53,53.0
2018-02-18,100,53.0,,0.53,53.0
2018-02-19,91,53.0,,0.53,48.230000000000004
2018-02-20,88,53.0,,0.53,46.64
2018-02-21,86,53.0,,0.53,45.580000000000005
2018-02-22,82,53.0,,0.53,43.46
2018-02-23,87,53.0,,0.53,46.11
2018-02-24,89,53.0,,0.53,47.17
2018-02-25,98,53.0,,0.53,51.940000000000005
2018-02-26,93,53.0,,0.53,49.29
2018-02-27,83,53.0,,0.53,43.99
2018-02-28,81,53.0,,0.53,42.93
2018-03-01,73,53.0,False,0.53,38.690000000000005
2018-03-02,89,53.0,,0.53,47.17
2018-03-03,89,53.0,,0.53,47.17
2018-03-04,94,53.0,,0.53,49.82
2018-03-05,74,53.0,,0.53,39.22
2018-03-06,83,53.0,,0.53,43.99
2018-03-07,81,53.0,,0.53,42.93
2018-03-08,77,53.0,,0.53,40.81
2018-03-09,78,53.0,,0.53,41.34
2018-03-10,88,53.0,,0.53,46.64
2018-03-11,92,53.0,,0.53,48.760000000000005
2018-03-12,81,53.0,,0.53,42.93
2018-03-13,93,53.0,,0.53,49.29
2018-03-14,91,53.0,,0.53,48.230000000000004
2018-03-15,84,53.0,,0.53,44.52
2018-03-16,81,53.0,,0.53,42.93
2018-03-17,96,53.0,,0.53,50.88
2018-03-18,100,53.0,,0.53,53.0
2018-03-19,90,53.0,,0.53,47.7
2018-03-20,92,53.0,,0.53,48.760000000000005
2018-03-21,85,53.0,,0.53,45.050000000000004
2018-03-22,85,53.0,,0.53,45.050000000000004
2018-03-23,79,53.0,,0.53,41.870000000000005
2018-03-24,93,53.0,,0.53,49.29
2018-03-25,99,53.0,,0.53,52.470000000000006
2018-03-26,93,53.0,,0.53,49.29
2018-03-27,87,53.0,,0.53,46.11
2018-03-28,82,53.0,,0.53,43.46
2018-03-29,96,53.0,,0.53,50.88
2018-03-30,89,53.0,,0.53,47.17
2018-03-31,97,53.0,,0.53,51.410000000000004
2018-04-01,80,58.0,False,0.58,46.4
2018-04-02,86,58.0,,0.58,49.879999999999995
2018-04-03,85,58.0,,0.58,49.3
2018-04-04,73,58.0,,0.58,42.339999999999996
2018-04-05,72,58.0,,0.58,41.76
2018-04-06,71,58.0,,0.58,41.18
2018-04-07,80,58.0,,0.58,46.4
2018-04-08,87,58.0,,0.58,50.459999999999994
2018-04-09,82,58.0,,0.58,47.559999999999995
2018-04-10,83,58.0,,0.58,48.13999999999999
2018-04-11,88,58.0,,0.58,51.04
2018-04-12,91,58.0,,0.58,52.779999999999994
2018-04-13,86,58.0,,0.58,49.879999999999995
2018-04-14,87,58.0,,0.58,50.459999999999994
2018-04-15,100,58.0,,0.58,57.99999999999999
2018-04-16,84,58.0,,0.58,48.72
2018-04-17,84,58.0,,0.58,48.72
2018-04-18,74,58.0,,0.58,42.919999999999995
2018-04-19,82,58.0,,0.58,47.559999999999995
2018-04-20,77,58.0,,0.58,44.66
2018-04-21,91,58.0,,0.58,52.779999999999994
2018-04-22,88,58.0,,0.58,51.04
2018-04-23,82,58.0,,0.58,47.559999999999995
2018-04-24,81,58.0,,0.58,46.98
2018-04-25,86,58.0,,0.58,49.879999999999995
2018-04-26,80,58.0,,0.58,46.4
2018-04-27,82,58.0,,0.58,47.559999999999995
2018-04-28,85,58.0,,0.58,49.3
2018-04-29,87,58.0,,0.58,50.459999999999994
2018-04-30,82,58.0,,0.58,47.559999999999995
2018-05-01,88,58.0,False,0.58,51.04
2018-05-02,78,58.0,,0.58,45.239999999999995
2018-05-03,78,58.0,,0.58,45.239999999999995
2018-05-04,89,58.0,,0.58,51.62
2018-05-05,91,58.0,,0.58,52.779999999999994
2018-05-06,95,58.0,,0.58,55.099999999999994
2018-05-07,90,58.0,,0.58,52.199999999999996
2018-05-08,86,58.0,,0.58,49.879999999999995
2018-05-09,92,58.0,,0.58,53.36
2018-05-10,95,58.0,,0.58,55.099999999999994
2018-05-11,86,58.0,,0.58,49.879999999999995
2018-05-12,92,58.0,,0.58,53.36
2018-05-13,96,58.0,,0.58,55.67999999999999
2018-05-14,94,58.0,,0.58,54.519999999999996
2018-05-15,87,58.0,,0.58,50.459999999999994
2018-05-16,87,58.0,,0.58,50.459999999999994
2018-05-17,98,58.0,,0.58,56.839999999999996
2018-05-18,98,58.0,,0.58,56.839999999999996
2018-05-19,94,58.0,,0.58,54.519999999999996
2018-05-20,96,58.0,,0.58,55.67999999999999
2018-05-21,90,58.0,,0.58,52.199999999999996
2018-05-22,94,58.0,,0.58,54.519999999999996
2018-05-23,86,58.0,,0.58,49.879999999999995
2018-05-24,82,58.0,,0.58,47.559999999999995
2018-05-25,86,58.0,,0.58,49.879999999999995
2018-05-26,98,58.0,,0.58,56.839999999999996
2018-05-27,94,58.0,,0.58,54.519999999999996
2018-05-28,94,58.0,,0.58,54.519999999999996
2018-05-29,89,58.0,,0.58,51.62
2018-05-30,95,58.0,,0.58,55.099999999999994
2018-05-31,100,58.0,,0.58,57.99999999999999
2018-06-01,46,75.0,False,0.75,34.5
2018-06-02,49,75.0,,0.75,36.75
2018-06-03,50,75.0,,0.75,37.5
2018-06-04,43,75.0,,0.75,32.25
2018-06-05,48,75.0,,0.75,36.0
2018-06-06,46,75.0,,0.75,34.5
2018-06-07,48,75.0,,0.75,36.0
2018-06-08,44,75.0,,0.75,33.0
2018-06-09,49,75.0,,0.75,36.75
2018-06-10,43,75.0,,0.75,32.25
2018-06-11,46,75.0,,0.75,34.5
2018-06-12,45,75.0,,0.75,33.75
2018-06-13,53,75.0,,0.75,39.75
2018-06-14,100,75.0,,0.75,75.0
2018-06-15,83,75.0,,0.75,62.25
2018-06-16,60,75.0,,0.75,45.0
2018-06-17,57,75.0,,0.75,42.75
2018-06-18,57,75.0,,0.75,42.75
2018-06-19,68,75.0,,0.75,51.0
2018-06-20,61,75.0,,0.75,45.75
2018-06-21,62,75.0,,0.75,46.5
2018-06-22,54,75.0,,0.75,40.5
2018-06-23,52,75.0,,0.75,39.0
2018-06-24,57,75.0,,0.75,42.75
2018-06-25,51,75.0,,0.75,38.25
2018-06-26,50,75.0,,0.75,37.5
2018-06-27,47,75.0,,0.75,35.25
2018-06-28,49,75.0,,0.75,36.75
2018-06-29,51,75.0,,0.75,38.25
2018-06-30,48,75.0,,0.75,36.0
2018-07-01,77,73.0,False,0.73,56.21
2018-07-02,94,73.0,,0.73,68.62
2018-07-03,81,73.0,,0.73,59.129999999999995
2018-07-04,87,73.0,,0.73,63.51
2018-07-05,83,73.0,,0.73,60.589999999999996
2018-07-06,79,73.0,,0.73,57.67
2018-07-07,85,73.0,,0.73,62.05
2018-07-08,83,73.0,,0.73,60.589999999999996
2018-07-09,77,73.0,,0.73,56.21
2018-07-10,77,73.0,,0.73,56.21
2018-07-11,94,73.0,,0.73,68.62
2018-07-12,100,73.0,,0.73,73.0
2018-07-13,86,73.0,,0.73,62.78
2018-07-14,83,73.0,,0.73,60.589999999999996
2018-07-15,82,73.0,,0.73,59.86
2018-07-16,78,73.0,,0.73,56.94
2018-07-17,80,73.0,,0.73,58.4
2018-07-18,77,73.0,,0.73,56.21
2018-07-19,77,73.0,,0.73,56.21
2018-07-20,77,73.0,,0.73,56.21
2018-07-21,81,73.0,,0.73,59.129999999999995
2018-07-22,93,73.0,,0.73,67.89
2018-07-23,84,73.0,,0.73,61.32
2018-07-24,73,73.0,,0.73,53.29
2018-07-25,78,73.0,,0.73,56.94
2018-07-26,74,73.0,,0.73,54.019999999999996
2018-07-27,79,73.0,,0.73,57.67
2018-07-28,82,73.0,,0.73,59.86
2018-07-29,87,73.0,,0.73,63.51
2018-07-30,82,73.0,,0.73,59.86
2018-07-31,73,73.0,,0.73,53.29
2018-08-01,88,68.0,False,0.68,59.84
2018-08-02,90,68.0,,0.68,61.2
2018-08-03,89,68.0,,0.68,60.52
2018-08-04,96,68.0,,0.68,65.28
2018-08-05,93,68.0,,0.68,63.24
2018-08-06,89,68.0,,0.68,60.52
2018-08-07,91,68.0,,0.68,61.88
2018-08-08,97,68.0,,0.68,65.96000000000001
2018-08-09,93,68.0,,0.68,63.24
2018-08-10,89,68.0,,0.68,60.52
2018-08-11,98,68.0,,0.68,66.64
2018-08-12,99,68.0,,0.68,67.32000000000001
2018-08-13,87,68.0,,0.68,59.160000000000004
2018-08-14,90,68.0,,0.68,61.2
2018-08-15,89,68.0,,0.68,60.52
2018-08-16,90,68.0,,0.68,61.2
2018-08-17,94,68.0,,0.68,63.92
2018-08-18,96,68.0,,0.68,65.28
2018-08-19,100,68.0,,0.68,68.0
2018-08-20,87,68.0,,0.68,59.160000000000004
2018-08-21,87,68.0,,0.68,59.160000000000004
2018-08-22,82,68.0,,0.68,55.760000000000005
2018-08-23,86,68.0,,0.68,58.480000000000004
2018-08-24,84,68.0,,0.68,57.120000000000005
2018-08-25,92,68.0,,0.68,62.56
2018-08-26,99,68.0,,0.68,67.32000000000001
2018-08-27,92,68.0,,0.68,62.56
2018-08-28,87,68.0,,0.68,59.160000000000004
2018-08-29,86,68.0,,0.68,58.480000000000004
2018-08-30,80,68.0,,0.68,54.400000000000006
2018-08-31,85,68.0,,0.68,57.800000000000004
2018-09-01,83,68.0,False,0.68,56.440000000000005
2018-09-02,82,68.0,,0.68,55.760000000000005
2018-09-03,90,68.0,,0.68,61.2
2018-09-04,78,68.0,,0.68,53.040000000000006
2018-09-05,73,68.0,,0.68,49.64
2018-09-06,69,68.0,,0.68,46.92
2018-09-07,76,68.0,,0.68,51.68000000000001
2018-09-08,100,68.0,,0.68,68.0
2018-09-09,91,68.0,,0.68,61.88
2018-09-10,78,68.0,,0.68,53.040000000000006
2018-09-11,71,68.0,,0.68,48.28
2018-09-12,73,68.0,,0.68,49.64
2018-09-13,75,68.0,,0.68,51.00000000000001
2018-09-14,72,68.0,,0.68,48.96
2018-09-15,78,68.0,,0.68,53.040000000000006
2018-09-16,81,68.0,,0.68,55.080000000000005
2018-09-17,73,68.0,,0.68,49.64
2018-09-18,75,68.0,,0.68,51.00000000000001
2018-09-19,80,68.0,,0.68,54.400000000000006
2018-09-20,71,68.0,,0.68,48.28
2018-09-21,71,68.0,,0.68,48.28
2018-09-22,81,68.0,,0.68,55.080000000000005
2018-09-23,78,68.0,,0.68,53.040000000000006
2018-09-24,75,68.0,,0.68,51.00000000000001
2018-09-25,71,68.0,,0.68,48.28
2018-09-26,73,68.0,,0.68,49.64
2018-09-27,70,68.0,,0.68,47.6
2018-09-28,74,68.0,,0.68,50.32
2018-09-29,78,68.0,,0.68,53.040000000000006
2018-09-30,84,68.0,,0.68,57.120000000000005
2018-10-01,83,67.0,False,0.67,55.61000000000001
2018-10-02,84,67.0,,0.67,56.28
2018-10-03,82,67.0,,0.67,54.940000000000005
2018-10-04,85,67.0,,0.67,56.95
2018-10-05,85,67.0,,0.67,56.95
2018-10-06,90,67.0,,0.67,60.300000000000004
2018-10-07,96,67.0,,0.67,64.32000000000001
2018-10-08,91,67.0,,0.67,60.970000000000006
2018-10-09,80,67.0,,0.67,53.6
2018-10-10,85,67.0,,0.67,56.95
2018-10-11,82,67.0,,0.67,54.940000000000005
2018-10-12,88,67.0,,0.67,58.96
2018-10-13,94,67.0,,0.67,62.980000000000004
2018-10-14,99,67.0,,0.67,66.33
2018-10-15,85,67.0,,0.67,56.95
2018-10-16,88,67.0,,0.67,58.96
2018-10-17,88,67.0,,0.67,58.96
2018-10-18,89,67.0,,0.67,59.63
2018-10-19,84,67.0,,0.67,56.28
2018-10-20,92,67.0,,0.67,61.64
2018-10-21,93,67.0,,0.67,62.31
2018-10-22,90,67.0,,0.67,60.300000000000004
2018-10-23,83,67.0,,0.67,55.61000000000001
2018-10-24,83,67.0,,0.67,55.61000000000001
2018-10-25,77,67.0,,0.67,51.59
2018-10-26,89,67.0,,0.67,59.63
2018-10-27,100,67.0,,0.67,67.0
2018-10-28,96,67.0,,0.67,64.32000000000001
2018-10-29,88,67.0,,0.67,58.96
2018-10-30,90,67.0,,0.67,60.300000000000004
2018-10-31,88,67.0,,0.67,58.96
2018-11-01,76,70.0,False,0.7,53.199999999999996
2018-11-02,77,70.0,,0.7,53.9
2018-11-03,100,70.0,,0.7,70.0
2018-11-04,93,70.0,,0.7,65.1
2018-11-05,85,70.0,,0.7,59.49999999999999
2018-11-06,78,70.0,,0.7,54.599999999999994
2018-11-07,69,70.0,,0.7,48.3
2018-11-08,69,70.0,,0.7,48.3
2018-11-09,77,70.0,,0.7,53.9
2018-11-10,82,70.0,,0.7,57.4
2018-11-11,78,70.0,,0.7,54.599999999999994
2018-11-12,80,70.0,,0.7,56.0
2018-11-13,74,70.0,,0.7,51.8
2018-11-14,71,70.0,,0.7,49.699999999999996
2018-11-15,73,70.0,,0.7,51.099999999999994
2018-11-16,88,70.0,,0.7,61.599999999999994
2018-11-17,88,70.0,,0.7,61.599999999999994
2018-11-18,86,70.0,,0.7,60.199999999999996
2018-11-19,80,70.0,,0.7,56.0
2018-11-20,81,70.0,,0.7,56.699999999999996
2018-11-21,83,70.0,,0.7,58.099999999999994
2018-11-22,84,70.0,,0.7,58.8
2018-11-23,76,70.0,,0.7,53.199999999999996
2018-11-24,88,70.0,,0.7,61.599999999999994
2018-11-25,87,70.0,,0.7,60.9
2018-11-26,75,70.0,,0.7,52.5
2018-11-27,81,70.0,,0.7,56.699999999999996
2018-11-28,76,70.0,,0.7,53.199999999999996
2018-11-29,78,70.0,,0.7,54.599999999999994
2018-11-30,75,70.0,,0.7,52.5
2018-12-01,79,78.0,False,0.78,61.620000000000005
2018-12-02,75,78.0,,0.78,58.5
2018-12-03,69,78.0,,0.78,53.82
2018-12-04,68,78.0,,0.78,53.04
2018-12-05,71,78.0,,0.78,55.38
2018-12-06,76,78.0,,0.78,59.28
2018-12-07,75,78.0,,0.78,58.5
2018-12-08,80,78.0,,0.78,62.400000000000006
2018-12-09,84,78.0,,0.78,65.52
2018-12-10,72,78.0,,0.78,56.160000000000004
2018-12-11,73,78.0,,0.78,56.940000000000005
2018-12-12,77,78.0,,0.78,60.06
2018-12-13,76,78.0,,0.78,59.28
2018-12-14,75,78.0,,0.78,58.5
2018-12-15,84,78.0,,0.78,65.52
2018-12-16,85,78.0,,0.78,66.3
2018-12-17,71,78.0,,0.78,55.38
2018-12-18,74,78.0,,0.78,57.72
2018-12-19,74,78.0,,0.78,57.72
2018-12-20,84,78.0,,0.78,65.52
2018-12-21,79,78.0,,0.78,61.620000000000005
2018-12-22,91,78.0,,0.78,70.98
2018-12-23,86,78.0,,0.78,67.08
2018-12-24,90,78.0,,0.78,70.2
2018-12-25,96,78.0,,0.78,74.88
2018-12-26,85,78.0,,0.78,66.3
2018-12-27,98,78.0,,0.78,76.44
2018-12-28,84,78.0,,0.78,65.52
2018-12-29,85,78.0,,0.78,66.3
2018-12-30,94,78.0,,0.78,73.32000000000001
2018-12-31,100,78.0,,0.78,78.0
2019-01-01,100,81.0,False,0.81,81.0
2019-01-02,86,81.0,,0.81,69.66000000000001
2019-01-03,83,81.0,,0.81,67.23
2019-01-04,77,81.0,,0.81,62.370000000000005
2019-01-05,84,81.0,,0.81,68.04
2019-01-06,87,81.0,,0.81,70.47
2019-01-07,83,81.0,,0.81,67.23
2019-01-08,72,81.0,,0.81,58.32000000000001
2019-01-09,75,81.0,,0.81,60.75000000000001
2019-01-10,76,81.0,,0.81,61.56
2019-01-11,79,81.0,,0.81,63.99
2019-01-12,83,81.0,,0.81,67.23
2019-01-13,85,81.0,,0.81,68.85000000000001
2019-01-14,84,81.0,,0.81,68.04
2019-01-15,83,81.0,,0.81,67.23
2019-01-16,80,81.0,,0.81,64.80000000000001
2019-01-17,72,81.0,,0.81,58.32000000000001
2019-01-18,73,81.0,,0.81,59.13
2019-01-19,80,81.0,,0.81,64.80000000000001
2019-01-20,98,81.0,,0.81,79.38000000000001
2019-01-21,83,81.0,,0.81,67.23
2019-01-22,73,81.0,,0.81,59.13
2019-01-23,75,81.0,,0.81,60.75000000000001
2019-01-24,72,81.0,,0.81,58.32000000000001
2019-01-25,68,81.0,,0.81,55.080000000000005
2019-01-26,82,81.0,,0.81,66.42
2019-01-27,84,81.0,,0.81,68.04
2019-01-28,73,81.0,,0.81,59.13
2019-01-29,74,81.0,,0.81,59.940000000000005
2019-01-30,68,81.0,,0.81,55.080000000000005
2019-01-31,71,81.0,,0.81,57.510000000000005
2019-02-01,80,77.0,False,0.77,61.6
2019-02-02,90,77.0,,0.77,69.3
2019-02-03,93,77.0,,0.77,71.61
2019-02-04,83,77.0,,0.77,63.910000000000004
2019-02-05,81,77.0,,0.77,62.370000000000005
2019-02-06,78,77.0,,0.77,60.06
2019-02-07,77,77.0,,0.77,59.29
2019-02-08,75,77.0,,0.77,57.75
2019-02-09,90,77.0,,0.77,69.3
2019-02-10,92,77.0,,0.77,70.84
2019-02-11,87,77.0,,0.77,66.99
2019-02-12,87,77.0,,0.77,66.99
2019-02-13,80,77.0,,0.77,61.6
2019-02-14,78,77.0,,0.77,60.06
2019-02-15,96,77.0,,0.77,73.92
2019-02-16,95,77.0,,0.77,73.15
2019-02-17,94,77.0,,0.77,72.38
2019-02-18,97,77.0,,0.77,74.69
2019-02-19,90,77.0,,0.77,69.3
2019-02-20,97,77.0,,0.77,74.69
2019-02-21,92,77.0,,0.77,70.84
2019-02-22,87,77.0,,0.77,66.99
2019-02-23,91,77.0,,0.77,70.07000000000001
2019-02-24,100,77.0,,0.77,77.0
2019-02-25,88,77.0,,0.77,67.76
2019-02-26,82,77.0,,0.77,63.14
2019-02-27,76,77.0,,0.77,58.52
2019-02-28,78,77.0,,0.77,60.06
2019-03-01,78,78.0,False,0.78,60.84
2019-03-02,85,78.0,,0.78,66.3
2019-03-03,83,78.0,,0.78,64.74000000000001
2019-03-04,77,78.0,,0.78,60.06
2019-03-05,78,78.0,,0.78,60.84
2019-03-06,75,78.0,,0.78,58.5
2019-03-07,77,78.0,,0.78,60.06
2019-03-08,76,78.0,,0.78,59.28
2019-03-09,86,78.0,,0.78,67.08
2019-03-10,86,78.0,,0.78,67.08
2019-03-11,76,78.0,,0.78,59.28
2019-03-12,81,78.0,,0.78,63.18
2019-03-13,100,78.0,,0.78,78.0
2019-03-14,93,78.0,,0.78,72.54
2019-03-15,77,78.0,,0.78,60.06
2019-03-16,83,78.0,,0.78,64.74000000000001
2019-03-17,93,78.0,,0.78,72.54
2019-03-18,80,78.0,,0.78,62.400000000000006
2019-03-19,76,78.0,,0.78,59.28
2019-03-20,77,78.0,,0.78,60.06
2019-03-21,76,78.0,,0.78,59.28
2019-03-22,80,78.0,,0.78,62.400000000000006
2019-03-23,89,78.0,,0.78,69.42
2019-03-24,96,78.0,,0.78,74.88
2019-03-25,75,78.0,,0.78,58.5
2019-03-26,83,78.0,,0.78,64.74000000000001
2019-03-27,76,78.0,,0.78,59.28
2019-03-28,80,78.0,,0.78,62.400000000000006
2019-03-29,79,78.0,,0.78,61.620000000000005
2019-03-30,87,78.0,,0.78,67.86
2019-03-31,87,78.0,,0.78,67.86
2019-04-01,100,90.0,False,0.9,90.0
2019-04-02,77,90.0,,0.9,69.3
2019-04-03,78,90.0,,0.9,70.2
2019-04-04,65,90.0,,0.9,58.5
2019-04-05,70,90.0,,0.9,63.0
2019-04-06,76,90.0,,0.9,68.4
2019-04-07,77,90.0,,0.9,69.3
2019-04-08,62,90.0,,0.9,55.800000000000004
2019-04-09,64,90.0,,0.9,57.6
2019-04-10,60,90.0,,0.9,54.0
2019-04-11,64,90.0,,0.9,57.6
2019-04-12,65,90.0,,0.9,58.5
2019-04-13,71,90.0,,0.9,63.9
2019-04-14,77,90.0,,0.9,69.3
2019-04-15,67,90.0,,0.9,60.300000000000004
2019-04-16,62,90.0,,0.9,55.800000000000004
2019-04-17,62,90.0,,0.9,55.800000000000004
2019-04-18,62,90.0,,0.9,55.800000000000004
2019-04-19,64,90.0,,0.9,57.6
2019-04-20,69,90.0,,0.9,62.1
2019-04-21,76,90.0,,0.9,68.4
2019-04-22,63,90.0,,0.9,56.7
2019-04-23,62,90.0,,0.9,55.800000000000004
2019-04-24,65,90.0,,0.9,58.5
2019-04-25,65,90.0,,0.9,58.5
2019-04-26,65,90.0,,0.9,58.5
2019-04-27,72,90.0,,0.9,64.8
2019-04-28,71,90.0,,0.9,63.9
2019-04-29,67,90.0,,0.9,60.300000000000004
2019-04-30,65,90.0,,0.9,58.5
2019-05-01,80,86.0,False,0.86,68.8
2019-05-02,82,86.0,,0.86,70.52
2019-05-03,77,86.0,,0.86,66.22
2019-05-04,87,86.0,,0.86,74.82
2019-05-05,87,86.0,,0.86,74.82
2019-05-06,79,86.0,,0.86,67.94
2019-05-07,74,86.0,,0.86,63.64
2019-05-08,84,86.0,,0.86,72.24
2019-05-09,77,86.0,,0.86,66.22
2019-05-10,85,86.0,,0.86,73.1
2019-05-11,91,86.0,,0.86,78.26
2019-05-12,96,86.0,,0.86,82.56
2019-05-13,90,86.0,,0.86,77.4
2019-05-14,89,86.0,,0.86,76.53999999999999
2019-05-15,83,86.0,,0.86,71.38
2019-05-16,85,86.0,,0.86,73.1
2019-05-17,92,86.0,,0.86,79.12
2019-05-18,94,86.0,,0.86,80.84
2019-05-19,94,86.0,,0.86,80.84
2019-05-20,85,86.0,,0.86,73.1
2019-05-21,85,86.0,,0.86,73.1
2019-05-22,79,86.0,,0.86,67.94
2019-05-23,84,86.0,,0.86,72.24
2019-05-24,83,86.0,,0.86,71.38
2019-05-25,89,86.0,,0.86,76.53999999999999
2019-05-26,100,86.0,,0.86,86.0
2019-05-27,94,86.0,,0.86,80.84
2019-05-28,90,86.0,,0.86,77.4
2019-05-29,88,86.0,,0.86,75.67999999999999
2019-05-30,85,86.0,,0.86,73.1
2019-05-31,85,86.0,,0.86,73.1
2019-06-01,84,94.0,False,0.94,78.96
2019-06-02,88,94.0,,0.94,82.72
2019-06-03,77,94.0,,0.94,72.38
2019-06-04,78,94.0,,0.94,73.32
2019-06-05,78,94.0,,0.94,73.32
2019-06-06,82,94.0,,0.94,77.08
2019-06-07,80,94.0,,0.94,75.19999999999999
2019-06-08,92,94.0,,0.94,86.47999999999999
2019-06-09,91,94.0,,0.94,85.53999999999999
2019-06-10,82,94.0,,0.94,77.08
2019-06-11,79,94.0,,0.94,74.25999999999999
2019-06-12,82,94.0,,0.94,77.08
2019-06-13,89,94.0,,0.94,83.66
2019-06-14,84,94.0,,0.94,78.96
2019-06-15,82,94.0,,0.94,77.08
2019-06-16,93,94.0,,0.94,87.42
2019-06-17,84,94.0,,0.94,78.96
2019-06-18,86,94.0,,0.94,80.83999999999999
2019-06-19,79,94.0,,0.94,74.25999999999999
2019-06-20,82,94.0,,0.94,77.08
2019-06-21,85,94.0,,0.94,79.89999999999999
2019-06-22,95,94.0,,0.94,89.3
2019-06-23,100,94.0,,0.94,94.0
2019-06-24,89,94.0,,0.94,83.66
2019-06-25,86,94.0,,0.94,80.83999999999999
2019-06-26,86,94.0,,0.94,80.83999999999999
2019-06-27,87,94.0,,0.94,81.78
2019-06-28,90,94.0,,0.94,84.6
2019-06-29,93,94.0,,0.94,87.42
2019-06-30,99,94.0,,0.94,93.05999999999999
2019-07-01,90,99.0,False,0.99,89.1
2019-07-02,90,99.0,,0.99,89.1
2019-07-03,100,99.0,,0.99,99.0
2019-07-04,97,99.0,,0.99,96.03
2019-07-05,88,99.0,,0.99,87.12
2019-07-06,95,99.0,,0.99,94.05
2019-07-07,99,99.0,,0.99,98.01
2019-07-08,90,99.0,,0.99,89.1
2019-07-09,91,99.0,,0.99,90.09
2019-07-10,85,99.0,,0.99,84.15
2019-07-11,88,99.0,,0.99,87.12
2019-07-12,89,99.0,,0.99,88.11
2019-07-13,90,99.0,,0.99,89.1
2019-07-14,96,99.0,,0.99,95.03999999999999
2019-07-15,91,99.0,,0.99,90.09
2019-07-16,92,99.0,,0.99,91.08
2019-07-17,85,99.0,,0.99,84.15
2019-07-18,84,99.0,,0.99,83.16
2019-07-19,85,99.0,,0.99,84.15
2019-07-20,86,99.0,,0.99,85.14
2019-07-21,89,99.0,,0.99,88.11
2019-07-22,90,99.0,,0.99,89.1
2019-07-23,93,99.0,,0.99,92.07
2019-07-24,92,99.0,,0.99,91.08
2019-07-25,89,99.0,,0.99,88.11
2019-07-26,88,99.0,,0.99,87.12
2019-07-27,95,99.0,,0.99,94.05
2019-07-28,96,99.0,,0.99,95.03999999999999
2019-07-29,89,99.0,,0.99,88.11
2019-07-30,88,99.0,,0.99,87.12
2019-07-31,91,99.0,,0.99,90.09
2019-08-01,83,97.0,False,0.97,80.50999999999999
2019-08-02,90,97.0,,0.97,87.3
2019-08-03,94,97.0,,0.97,91.17999999999999
2019-08-04,100,97.0,,0.97,97.0
2019-08-05,94,97.0,,0.97,91.17999999999999
2019-08-06,92,97.0,,0.97,89.24
2019-08-07,91,97.0,,0.97,88.27
2019-08-08,90,97.0,,0.97,87.3
2019-08-09,89,97.0,,0.97,86.33
2019-08-10,96,97.0,,0.97,93.12
2019-08-11,93,97.0,,0.97,90.21
2019-08-12,87,97.0,,0.97,84.39
2019-08-13,88,97.0,,0.97,85.36
2019-08-14,87,97.0,,0.97,84.39
2019-08-15,88,97.0,,0.97,85.36
2019-08-16,86,97.0,,0.97,83.42
2019-08-17,92,97.0,,0.97,89.24
