date,ST_unscaled,ST_monthly,isPartial,scale,ST
2017-12-24,100,71.0,,0.71,71.0
2017-12-25,83,71.0,,0.71,58.93
2017-12-26,78,71.0,,0.71,55.379999999999995
2017-12-27,84,71.0,,0.71,59.64
2017-12-28,86,71.0,,0.71,61.059999999999995
2017-12-29,86,71.0,,0.71,61.059999999999995
2017-12-30,82,71.0,,0.71,58.22
2017-12-31,81,71.0,,0.71,57.51
2018-01-01,82,76.0,False,0.76,62.32
2018-01-02,93,76.0,,0.76,70.68
2018-01-03,96,76.0,,0.76,72.96000000000001
2018-01-04,95,76.0,,0.76,72.2
2018-01-05,96,76.0,,0.76,72.96000000000001
2018-01-06,92,76.0,,0.76,69.92
2018-01-07,91,76.0,,0.76,69.16
2018-01-08,96,76.0,,0.76,72.96000000000001
2018-01-09,94,76.0,,0.76,71.44
2018-01-10,95,76.0,,0.76,72.2
2018-01-11,96,76.0,,0.76,72.96000000000001
2018-01-12,98,76.0,,0.76,74.48
2018-01-13,93,76.0,,0.76,70.68
2018-01-14,90,76.0,,0.76,68.4
2018-01-15,95,76.0,,0.76,72.2
2018-01-16,97,76.0,,0.76,73.72
2018-01-17,94,76.0,,0.76,71.44
2018-01-18,98,76.0,,0.76,74.48
2018-01-19,99,76.0,,0.76,75.24
2018-01-20,93,76.0,,0.76,70.68
2018-01-21,86,76.0,,0.76,65.36
2018-01-22,94,76.0,,0.76,71.44
2018-01-23,97,76.0,,0.76,73.72
2018-01-24,94,76.0,,0.76,71.44
2018-01-25,92,76.0,,0.76,69.92
2018-01-26,98,76.0,,0.76,74.48
2018-01-27,100,76.0,,0.76,76.0
2018-01-28,95,76.0,,0.76,72.2
2018-01-29,100,76.0,,0.76,76.0
2018-01-30,97,76.0,,0.76,73.72
2018-01-31,95,76.0,,0.76,72.2
2018-02-01,74,83.0,False,0.83,61.419999999999995
2018-02-02,72,83.0,,0.83,59.76
2018-02-03,77,83.0,,0.83,63.91
2018-02-04,67,83.0,,0.83,55.61
2018-02-05,68,83.0,,0.83,56.44
2018-02-06,73,83.0,,0.83,60.589999999999996
2018-02-07,74,83.0,,0.83,61.419999999999995
2018-02-08,75,83.0,,0.83,62.25
2018-02-09,74,83.0,,0.83,61.419999999999995
2018-02-10,75,83.0,,0.83,62.25
2018-02-11,74,83.0,,0.83,61.419999999999995
2018-02-12,79,83.0,,0.83,65.57
2018-02-13,82,83.0,,0.83,68.06
2018-02-14,100,83.0,,0.83,83.0
2018-02-15,78,83.0,,0.83,64.74
2018-02-16,78,83.0,,0.83,64.74
2018-02-17,79,83.0,,0.83,65.57
2018-02-18,78,83.0,,0.83,64.74
2018-02-19,75,83.0,,0.83,62.25
2018-02-20,77,83.0,,0.83,63.91
2018-02-21,80,83.0,,0.83,66.39999999999999
2018-02-22,79,83.0,,0.83,65.57
2018-02-23,81,83.0,,0.83,67.22999999999999
2018-02-24,81,83.0,,0.83,67.22999999999999
2018-02-25,80,83.0,,0.83,66.39999999999999
2018-02-26,82,83.0,,0.83,68.06
2018-02-27,79,83.0,,0.83,65.57
2018-02-28,83,83.0,,0.83,68.89
2018-03-01,40,95.0,False,0.95,38.0
2018-03-02,38,95.0,,0.95,36.1
2018-03-03,41,95.0,,0.95,38.949999999999996
2018-03-04,40,95.0,,0.95,38.0
2018-03-05,41,95.0,,0.95,38.949999999999996
2018-03-06,41,95.0,,0.95,38.949999999999996
2018-03-07,40,95.0,,0.95,38.0
2018-03-08,41,95.0,,0.95,38.949999999999996
2018-03-09,43,95.0,,0.95,40.85
2018-03-10,46,95.0,,0.95,43.699999999999996
2018-03-11,45,95.0,,0.95,42.75
2018-03-12,44,95.0,,0.95,41.8
2018-03-13,45,95.0,,0.95,42.75
2018-03-14,48,95.0,,0.95,45.599999999999994
2018-03-15,51,95.0,,0.95,48.449999999999996
2018-03-16,64,95.0,,0.95,60.8
2018-03-17,100,95.0,,0.95,95.0
2018-03-18,53,95.0,,0.95,50.349999999999994
2018-03-19,41,95.0,,0.95,38.949999999999996
2018-03-20,38,95.0,,0.95,36.1
2018-03-21,36,95.0,,0.95,34.199999999999996
2018-03-22,36,95.0,,0.95,34.199999999999996
2018-03-23,39,95.0,,0.95,37.05
2018-03-24,39,95.0,,0.95,37.05
2018-03-25,40,95.0,,0.95,38.0
2018-03-26,38,95.0,,0.95,36.1
2018-03-27,37,95.0,,0.95,35.15
2018-03-28,38,95.0,,0.95,36.1
2018-03-29,39,95.0,,0.95,37.05
2018-03-30,42,95.0,,0.95,39.9
2018-03-31,40,95.0,,0.95,38.0
2018-04-01,100,76.0,False,0.76,76.0
2018-04-02,86,76.0,,0.76,65.36
2018-04-03,85,76.0,,0.76,64.6
2018-04-04,85,76.0,,0.76,64.6
2018-04-05,86,76.0,,0.76,65.36
2018-04-06,87,76.0,,0.76,66.12
2018-04-07,84,76.0,,0.76,63.84
2018-04-08,84,76.0,,0.76,63.84
2018-04-09,86,76.0,,0.76,65.36
2018-04-10,88,76.0,,0.76,66.88
2018-04-11,80,76.0,,0.76,60.8
2018-04-12,84,76.0,,0.76,63.84
2018-04-13,86,76.0,,0.76,65.36
2018-04-14,83,76.0,,0.76,63.08
2018-04-15,81,76.0,,0.76,61.56
2018-04-16,83,76.0,,0.76,63.08
2018-04-17,82,76.0,,0.76,62.32
2018-04-18,84,76.0,,0.76,63.84
2018-04-19,81,76.0,,0.76,61.56
2018-04-20,83,76.0,,0.76,63.08
2018-04-21,85,76.0,,0.76,64.6
2018-04-22,81,76.0,,0.76,61.56
2018-04-23,84,76.0,,0.76,63.84
2018-04-24,83,76.0,,0.76,63.08
2018-04-25,83,76.0,,0.76,63.08
2018-04-26,82,76.0,,0.76,62.32
2018-04-27,80,76.0,,0.76,60.8
2018-04-28,84,76.0,,0.76,63.84
2018-04-29,78,76.0,,0.76,59.28
2018-04-30,83,76.0,,0.76,63.08
2018-05-01,98,78.0,False,0.78,76.44
2018-05-02,98,78.0,,0.78,76.44
2018-05-03,94,78.0,,0.78,73.32000000000001
2018-05-04,96,78.0,,0.78,74.88
2018-05-05,94,78.0,,0.78,73.32000000000001
2018-05-06,94,78.0,,0.78,73.32000000000001
2018-05-07,96,78.0,,0.78,74.88
2018-05-08,94,78.0,,0.78,73.32000000000001
2018-05-09,94,78.0,,0.78,73.32000000000001
2018-05-10,94,78.0,,0.78,73.32000000000001
2018-05-11,97,78.0,,0.78,75.66
2018-05-12,96,78.0,,0.78,74.88
2018-05-13,88,78.0,,0.78,68.64
2018-05-14,100,78.0,,0.78,78.0
2018-05-15,95,78.0,,0.78,74.10000000000001
2018-05-16,97,78.0,,0.78,75.66
2018-05-17,97,78.0,,0.78,75.66
2018-05-18,99,78.0,,0.78,77.22
2018-05-19,99,78.0,,0.78,77.22
2018-05-20,96,78.0,,0.78,74.88
2018-05-21,97,78.0,,0.78,75.66
2018-05-22,93,78.0,,0.78,72.54
2018-05-23,98,78.0,,0.78,76.44
2018-05-24,96,78.0,,0.78,74.88
2018-05-25,99,78.0,,0.78,77.22
2018-05-26,94,78.0,,0.78,73.32000000000001
2018-05-27,94,78.0,,0.78,73.32000000000001
2018-05-28,86,78.0,,0.78,67.08
2018-05-29,98,78.0,,0.78,76.44
2018-05-30,100,78.0,,0.78,78.0
2018-05-31,99,78.0,,0.78,77.22
2018-06-01,95,80.0,False,0.8,76.0
2018-06-02,96,80.0,,0.8,76.80000000000001
2018-06-03,93,80.0,,0.8,74.4
2018-06-04,96,80.0,,0.8,76.80000000000001
2018-06-05,93,80.0,,0.8,74.4
2018-06-06,95,80.0,,0.8,76.0
2018-06-07,96,80.0,,0.8,76.80000000000001
2018-06-08,95,80.0,,0.8,76.0
2018-06-09,92,80.0,,0.8,73.60000000000001
2018-06-10,88,80.0,,0.8,70.4
2018-06-11,100,80.0,,0.8,80.0
2018-06-12,94,80.0,,0.8,75.2
2018-06-13,99,80.0,,0.8,79.2
2018-06-14,95,80.0,,0.8,76.0
2018-06-15,96,80.0,,0.8,76.80000000000001
2018-06-16,89,80.0,,0.8,71.2
2018-06-17,84,80.0,,0.8,67.2
2018-06-18,93,80.0,,0.8,74.4
2018-06-19,92,80.0,,0.8,73.60000000000001
2018-06-20,93,80.0,,0.8,74.4
2018-06-21,91,80.0,,0.8,72.8
2018-06-22,93,80.0,,0.8,74.4
2018-06-23,91,80.0,,0.8,72.8
2018-06-24,92,80.0,,0.8,73.60000000000001
2018-06-25,95,80.0,,0.8,76.0
2018-06-26,100,80.0,,0.8,80.0
2018-06-27,93,80.0,,0.8,74.4
2018-06-28,97,80.0,,0.8,77.60000000000001
2018-06-29,96,80.0,,0.8,76.80000000000001
2018-06-30,91,80.0,,0.8,72.8
2018-07-01,93,82.0,False,0.82,76.25999999999999
2018-07-02,95,82.0,,0.82,77.89999999999999
2018-07-03,95,82.0,,0.82,77.89999999999999
2018-07-04,85,82.0,,0.82,69.7
2018-07-05,99,82.0,,0.82,81.17999999999999
2018-07-06,93,82.0,,0.82,76.25999999999999
2018-07-07,89,82.0,,0.82,72.97999999999999
2018-07-08,90,82.0,,0.82,73.8
2018-07-09,98,82.0,,0.82,80.36
2018-07-10,96,82.0,,0.82,78.72
2018-07-11,96,82.0,,0.82,78.72
2018-07-12,96,82.0,,0.82,78.72
2018-07-13,96,82.0,,0.82,78.72
2018-07-14,95,82.0,,0.82,77.89999999999999
2018-07-15,89,82.0,,0.82,72.97999999999999
2018-07-16,97,82.0,,0.82,79.53999999999999
2018-07-17,95,82.0,,0.82,77.89999999999999
2018-07-18,98,82.0,,0.82,80.36
2018-07-19,96,82.0,,0.82,78.72
2018-07-20,94,82.0,,0.82,77.08
2018-07-21,93,82.0,,0.82,76.25999999999999
2018-07-22,92,82.0,,0.82,75.44
2018-07-23,99,82.0,,0.82,81.17999999999999
2018-07-24,98,82.0,,0.82,80.36
2018-07-25,96,82.0,,0.82,78.72
2018-07-26,96,82.0,,0.82,78.72
2018-07-27,98,82.0,,0.82,80.36
2018-07-28,95,82.0,,0.82,77.89999999999999
2018-07-29,92,82.0,,0.82,75.44
2018-07-30,100,82.0,,0.82,82.0
2018-07-31,97,82.0,,0.82,79.53999999999999
2018-08-01,93,81.0,False,0.81,75.33
2018-08-02,94,81.0,,0.81,76.14
2018-08-03,94,81.0,,0.81,76.14
2018-08-04,91,81.0,,0.81,73.71000000000001
2018-08-05,86,81.0,,0.81,69.66000000000001
2018-08-06,100,81.0,,0.81,81.0
2018-08-07,95,81.0,,0.81,76.95
2018-08-08,100,81.0,,0.81,81.0
2018-08-09,91,81.0,,0.81,73.71000000000001
2018-08-10,96,81.0,,0.81,77.76
2018-08-11,90,81.0,,0.81,72.9
2018-08-12,88,81.0,,0.81,71.28
2018-08-13,98,81.0,,0.81,79.38000000000001
2018-08-14,100,81.0,,0.81,81.0
2018-08-15,100,81.0,,0.81,81.0
2018-08-16,93,81.0,,0.81,75.33
2018-08-17,94,81.0,,0.81,76.14
2018-08-18,88,81.0,,0.81,71.28
2018-08-19,90,81.0,,0.81,72.9
2018-08-20,95,81.0,,0.81,76.95
2018-08-21,92,81.0,,0.81,74.52000000000001
2018-08-22,91,81.0,,0.81,73.71000000000001
2018-08-23,92,81.0,,0.81,74.52000000000001
2018-08-24,94,81.0,,0.81,76.14
2018-08-25,88,81.0,,0.81,71.28
2018-08-26,88,81.0,,0.81,71.28
2018-08-27,92,81.0,,0.81,74.52000000000001
2018-08-28,92,81.0,,0.81,74.52000000000001
2018-08-29,91,81.0,,0.81,73.71000000000001
2018-08-30,91,81.0,,0.81,73.71000000000001
2018-08-31,89,81.0,,0.81,72.09
2018-09-01,97,76.0,False,0.76,73.72
2018-09-02,95,76.0,,0.76,72.2
2018-09-03,86,76.0,,0.76,65.36
2018-09-04,100,76.0,,0.76,76.0
2018-09-05,97,76.0,,0.76,73.72
2018-09-06,96,76.0,,0.76,72.96000000000001
2018-09-07,94,76.0,,0.76,71.44
2018-09-08,93,76.0,,0.76,70.68
2018-09-09,89,76.0,,0.76,67.64
2018-09-10,94,76.0,,0.76,71.44
2018-09-11,94,76.0,,0.76,71.44
2018-09-12,93,76.0,,0.76,70.68
2018-09-13,92,76.0,,0.76,69.92
2018-09-14,97,76.0,,0.76,73.72
2018-09-15,96,76.0,,0.76,72.96000000000001
2018-09-16,86,76.0,,0.76,65.36
2018-09-17,97,76.0,,0.76,73.72
2018-09-18,92,76.0,,0.76,69.92
2018-09-19,99,76.0,,0.76,75.24
2018-09-20,97,76.0,,0.76,73.72
2018-09-21,96,76.0,,0.76,72.96000000000001
2018-09-22,97,76.0,,0.76,73.72
2018-09-23,92,76.0,,0.76,69.92
2018-09-24,93,76.0,,0.76,70.68
2018-09-25,96,76.0,,0.76,72.96000000000001
2018-09-26,93,76.0,,0.76,70.68
2018-09-27,91,76.0,,0.76,69.16
2018-09-28,91,76.0,,0.76,69.16
2018-09-29,96,76.0,,0.76,72.96000000000001
2018-09-30,93,76.0,,0.76,70.68
2018-10-01,96,74.0,False,0.74,71.03999999999999
2018-10-02,96,74.0,,0.74,71.03999999999999
2018-10-03,90,74.0,,0.74,66.6
2018-10-04,94,74.0,,0.74,69.56
2018-10-05,96,74.0,,0.74,71.03999999999999
2018-10-06,93,74.0,,0.74,68.82
2018-10-07,89,74.0,,0.74,65.86
2018-10-08,94,74.0,,0.74,69.56
2018-10-09,96,74.0,,0.74,71.03999999999999
2018-10-10,98,74.0,,0.74,72.52
2018-10-11,97,74.0,,0.74,71.78
2018-10-12,100,74.0,,0.74,74.0
2018-10-13,93,74.0,,0.74,68.82
2018-10-14,89,74.0,,0.74,65.86
2018-10-15,96,74.0,,0.74,71.03999999999999
2018-10-16,95,74.0,,0.74,70.3
2018-10-17,93,74.0,,0.74,68.82
2018-10-18,94,74.0,,0.74,69.56
2018-10-19,95,74.0,,0.74,70.3
2018-10-20,94,74.0,,0.74,69.56
2018-10-21,87,74.0,,0.74,64.38
2018-10-22,94,74.0,,0.74,69.56
2018-10-23,91,74.0,,0.74,67.34
2018-10-24,88,74.0,,0.74,65.12
2018-10-25,91,74.0,,0.74,67.34
2018-10-26,94,74.0,,0.74,69.56
2018-10-27,93,74.0,,0.74,68.82
2018-10-28,88,74.0,,0.74,65.12
2018-10-29,93,74.0,,0.74,68.82
2018-10-30,94,74.0,,0.74,69.56
2018-10-31,93,74.0,,0.74,68.82
2018-11-01,100,74.0,False,0.74,74.0
2018-11-02,93,74.0,,0.74,68.82
2018-11-03,89,74.0,,0.74,65.86
2018-11-04,84,74.0,,0.74,62.16
2018-11-05,90,74.0,,0.74,66.6
2018-11-06,89,74.0,,0.74,65.86
2018-11-07,81,74.0,,0.74,59.94
2018-11-08,87,74.0,,0.74,64.38
2018-11-09,89,74.0,,0.74,65.86
2018-11-10,89,74.0,,0.74,65.86
2018-11-11,82,74.0,,0.74,60.68
2018-11-12,85,74.0,,0.74,62.9
2018-11-13,84,74.0,,0.74,62.16
2018-11-14,89,74.0,,0.74,65.86
2018-11-15,87,74.0,,0.74,64.38
2018-11-16,87,74.0,,0.74,64.38
2018-11-17,87,74.0,,0.74,64.38
2018-11-18,80,74.0,,0.74,59.2
2018-11-19,90,74.0,,0.74,66.6
2018-11-20,89,74.0,,0.74,65.86
2018-11-21,84,74.0,,0.74,62.16
2018-11-22,63,74.0,,0.74,46.62
2018-11-23,72,74.0,,0.74,53.28
2018-11-24,79,74.0,,0.74,58.46
2018-11-25,80,74.0,,0.74,59.2
2018-11-26,84,74.0,,0.74,62.16
2018-11-27,83,74.0,,0.74,61.42
2018-11-28,85,74.0,,0.74,62.9
2018-11-29,88,74.0,,0.74,65.12
2018-11-30,88,74.0,,0.74,65.12
2018-12-01,86,72.0,False,0.72,61.919999999999995
2018-12-02,81,72.0,,0.72,58.32
2018-12-03,85,72.0,,0.72,61.199999999999996
2018-12-04,88,72.0,,0.72,63.36
2018-12-05,89,72.0,,0.72,64.08
2018-12-06,94,72.0,,0.72,67.67999999999999
2018-12-07,89,72.0,,0.72,64.08
2018-12-08,88,72.0,,0.72,63.36
2018-12-09,78,72.0,,0.72,56.16
2018-12-10,85,72.0,,0.72,61.199999999999996
2018-12-11,88,72.0,,0.72,63.36
2018-12-12,86,72.0,,0.72,61.919999999999995
2018-12-13,84,72.0,,0.72,60.48
2018-12-14,86,72.0,,0.72,61.919999999999995
2018-12-15,86,72.0,,0.72,61.919999999999995
2018-12-16,82,72.0,,0.72,59.04
2018-12-17,86,72.0,,0.72,61.919999999999995
2018-12-18,87,72.0,,0.72,62.64
2018-12-19,88,72.0,,0.72,63.36
2018-12-20,88,72.0,,0.72,63.36
2018-12-21,87,72.0,,0.72,62.64
2018-12-22,84,72.0,,0.72,60.48
2018-12-23,87,72.0,,0.72,62.64
2018-12-24,100,72.0,,0.72,72.0
2018-12-25,85,72.0,,0.72,61.199999999999996
2018-12-26,85,72.0,,0.72,61.199999999999996
2018-12-27,91,72.0,,0.72,65.52
2018-12-28,87,72.0,,0.72,62.64
2018-12-29,88,72.0,,0.72,63.36
2018-12-30,86,72.0,,0.72,61.919999999999995
2018-12-31,88,72.0,,0.72,63.36
2019-01-01,89,78.0,False,0.78,69.42
2019-01-02,95,78.0,,0.78,74.10000000000001
2019-01-03,100,78.0,,0.78,78.0
2019-01-04,95,78.0,,0.78,74.10000000000001
2019-01-05,90,78.0,,0.78,70.2
2019-01-06,86,78.0,,0.78,67.08
2019-01-07,94,78.0,,0.78,73.32000000000001
2019-01-08,94,78.0,,0.78,73.32000000000001
2019-01-09,95,78.0,,0.78,74.10000000000001
2019-01-10,94,78.0,,0.78,73.32000000000001
2019-01-11,96,78.0,,0.78,74.88
2019-01-12,93,78.0,,0.78,72.54
2019-01-13,88,78.0,,0.78,68.64
2019-01-14,97,78.0,,0.78,75.66
2019-01-15,96,78.0,,0.78,74.88
2019-01-16,94,78.0,,0.78,73.32000000000001
2019-01-17,93,78.0,,0.78,72.54
2019-01-18,94,78.0,,0.78,73.32000000000001
2019-01-19,91,78.0,,0.78,70.98
2019-01-20,88,78.0,,0.78,68.64
2019-01-21,89,78.0,,0.78,69.42
2019-01-22,92,78.0,,0.78,71.76
2019-01-23,93,78.0,,0.78,72.54
2019-01-24,96,78.0,,0.78,74.88
2019-01-25,98,78.0,,0.78,76.44
2019-01-26,95,78.0,,0.78,74.10000000000001
2019-01-27,94,78.0,,0.78,73.32000000000001
2019-01-28,98,78.0,,0.78,76.44
2019-01-29,99,78.0,,0.78,77.22
2019-01-30,95,78.0,,0.78,74.10000000000001
2019-01-31,94,78.0,,0.78,73.32000000000001
2019-02-01,72,80.0,False,0.8,57.6
2019-02-02,76,80.0,,0.8,60.800000000000004
2019-02-03,67,80.0,,0.8,53.6
2019-02-04,100,80.0,,0.8,80.0
2019-02-05,92,80.0,,0.8,73.60000000000001
2019-02-06,80,80.0,,0.8,64.0
2019-02-07,79,80.0,,0.8,63.2
2019-02-08,79,80.0,,0.8,63.2
2019-02-09,80,80.0,,0.8,64.0
2019-02-10,80,80.0,,0.8,64.0
2019-02-11,77,80.0,,0.8,61.6
2019-02-12,74,80.0,,0.8,59.2
2019-02-13,77,80.0,,0.8,61.6
2019-02-14,76,80.0,,0.8,60.800000000000004
2019-02-15,80,80.0,,0.8,64.0
2019-02-16,78,80.0,,0.8,62.400000000000006
2019-02-17,79,80.0,,0.8,63.2
2019-02-18,78,80.0,,0.8,62.400000000000006
2019-02-19,79,80.0,,0.8,63.2
2019-02-20,80,80.0,,0.8,64.0
2019-02-21,79,80.0,,0.8,63.2
2019-02-22,78,80.0,,0.8,62.400000000000006
2019-02-23,79,80.0,,0.8,63.2
2019-02-24,80,80.0,,0.8,64.0
2019-02-25,79,80.0,,0.8,63.2
2019-02-26,82,80.0,,0.8,65.60000000000001
2019-02-27,81,80.0,,0.8,64.8
2019-02-28,80,80.0,,0.8,64.0
2019-03-01,42,100.0,False,1.0,42.0
2019-03-02,42,100.0,,1.0,42.0
2019-03-03,42,100.0,,1.0,42.0
2019-03-04,44,100.0,,1.0,44.0
2019-03-05,46,100.0,,1.0,46.0
2019-03-06,56,100.0,,1.0,56.0
2019-03-07,45,100.0,,1.0,45.0
2019-03-08,44,100.0,,1.0,44.0
2019-03-09,48,100.0,,1.0,48.0
2019-03-10,47,100.0,,1.0,47.0
2019-03-11,47,100.0,,1.0,47.0
2019-03-12,48,100.0,,1.0,48.0
2019-03-13,48,100.0,,1.0,48.0
2019-03-14,52,100.0,,1.0,52.0
2019-03-15,61,100.0,,1.0,61.0
2019-03-16,80,100.0,,1.0,80.0
2019-03-17,100,100.0,,1.0,100.0
2019-03-18,53,100.0,,1.0,53.0
2019-03-19,43,100.0,,1.0,43.0
2019-03-20,43,100.0,,1.0,43.0
2019-03-21,43,100.0,,1.0,43.0
2019-03-22,43,100.0,,1.0,43.0
2019-03-23,41,100.0,,1.0,41.0
2019-03-24,40,100.0,,1.0,40.0
2019-03-25,41,100.0,,1.0,41.0
2019-03-26,40,100.0,,1.0,40.0
2019-03-27,40,100.0,,1.0,40.0
2019-03-28,41,100.0,,1.0,41.0
2019-03-29,41,100.0,,1.0,41.0
2019-03-30,40,100.0,,1.0,40.0
2019-03-31,39,100.0,,1.0,39.0
2019-04-01,84,80.0,False,0.8,67.2
2019-04-02,84,80.0,,0.8,67.2
2019-04-03,87,80.0,,0.8,69.60000000000001
2019-04-04,82,80.0,,0.8,65.60000000000001
2019-04-05,88,80.0,,0.8,70.4
2019-04-06,85,80.0,,0.8,68.0
2019-04-07,82,80.0,,0.8,65.60000000000001
2019-04-08,82,80.0,,0.8,65.60000000000001
2019-04-09,78,80.0,,0.8,62.400000000000006
2019-04-10,83,80.0,,0.8,66.4
2019-04-11,82,80.0,,0.8,65.60000000000001
2019-04-12,85,80.0,,0.8,68.0
2019-04-13,83,80.0,,0.8,66.4
2019-04-14,84,80.0,,0.8,67.2
2019-04-15,84,80.0,,0.8,67.2
2019-04-16,83,80.0,,0.8,66.4
2019-04-17,90,80.0,,0.8,72.0
2019-04-18,90,80.0,,0.8,72.0
2019-04-19,97,80.0,,0.8,77.60000000000001
2019-04-20,91,80.0,,0.8,72.8
2019-04-21,100,80.0,,0.8,80.0
2019-04-22,80,80.0,,0.8,64.0
2019-04-23,85,80.0,,0.8,68.0
2019-04-24,85,80.0,,0.8,68.0
2019-04-25,81,80.0,,0.8,64.8
2019-04-26,83,80.0,,0.8,66.4
2019-04-27,85,80.0,,0.8,68.0
2019-04-28,81,80.0,,0.8,64.8
2019-04-29,83,80.0,,0.8,66.4
2019-04-30,86,80.0,,0.8,68.8
2019-05-01,86,80.0,False,0.8,68.8
2019-05-02,87,80.0,,0.8,69.60000000000001
2019-05-03,86,80.0,,0.8,68.8
2019-05-04,89,80.0,,0.8,71.2
2019-05-05,84,80.0,,0.8,67.2
2019-05-06,87,80.0,,0.8,69.60000000000001
2019-05-07,84,80.0,,0.8,67.2
2019-05-08,88,80.0,,0.8,70.4
2019-05-09,83,80.0,,0.8,66.4
2019-05-10,84,80.0,,0.8,67.2
2019-05-11,84,80.0,,0.8,67.2
2019-05-12,81,80.0,,0.8,64.8
2019-05-13,84,80.0,,0.8,67.2
2019-05-14,84,80.0,,0.8,67.2
2019-05-15,85,80.0,,0.8,68.0
2019-05-16,87,80.0,,0.8,69.60000000000001
2019-05-17,87,80.0,,0.8,69.60000000000001
2019-05-18,88,80.0,,0.8,70.4
2019-05-19,87,80.0,,0.8,69.60000000000001
2019-05-20,85,80.0,,0.8,68.0
2019-05-21,89,80.0,,0.8,71.2
2019-05-22,100,80.0,,0.8,80.0
2019-05-23,87,80.0,,0.8,69.60000000000001
2019-05-24,91,80.0,,0.8,72.8
2019-05-25,87,80.0,,0.8,69.60000000000001
2019-05-26,84,80.0,,0.8,67.2
2019-05-27,78,80.0,,0.8,62.400000000000006
2019-05-28,96,80.0,,0.8,76.80000000000001
2019-05-29,90,80.0,,0.8,72.0
2019-05-30,92,80.0,,0.8,73.60000000000001
2019-05-31,87,80.0,,0.8,69.60000000000001
2019-06-01,78,82.0,False,0.82,63.959999999999994
2019-06-02,82,82.0,,0.82,67.24
2019-06-03,78,82.0,,0.82,63.959999999999994
2019-06-04,82,82.0,,0.82,67.24
2019-06-05,79,82.0,,0.82,64.78
2019-06-06,79,82.0,,0.82,64.78
2019-06-07,84,82.0,,0.82,68.88
2019-06-08,78,82.0,,0.82,63.959999999999994
2019-06-09,74,82.0,,0.82,60.68
2019-06-10,86,82.0,,0.82,70.52
2019-06-11,77,82.0,,0.82,63.13999999999999
2019-06-12,79,82.0,,0.82,64.78
2019-06-13,100,82.0,,0.82,82.0
2019-06-14,79,82.0,,0.82,64.78
2019-06-15,78,82.0,,0.82,63.959999999999994
2019-06-16,72,82.0,,0.82,59.04
2019-06-17,78,82.0,,0.82,63.959999999999994
2019-06-18,80,82.0,,0.82,65.6
2019-06-19,77,82.0,,0.82,63.13999999999999
2019-06-20,80,82.0,,0.82,65.6
2019-06-21,81,82.0,,0.82,66.42
2019-06-22,80,82.0,,0.82,65.6
2019-06-23,78,82.0,,0.82,63.959999999999994
2019-06-24,81,82.0,,0.82,66.42
2019-06-25,78,82.0,,0.82,63.959999999999994
2019-06-26,78,82.0,,0.82,63.959999999999994
2019-06-27,79,82.0,,0.82,64.78
2019-06-28,80,82.0,,0.82,65.6
2019-06-29,75,82.0,,0.82,61.49999999999999
2019-06-30,71,82.0,,0.82,58.22
2019-07-01,100,79.0,False,0.79,79.0
2019-07-02,95,79.0,,0.79,75.05
2019-07-03,93,79.0,,0.79,73.47
2019-07-04,80,79.0,,0.79,63.2
2019-07-05,95,79.0,,0.79,75.05
2019-07-06,87,79.0,,0.79,68.73
2019-07-07,83,79.0,,0.79,65.57000000000001
2019-07-08,97,79.0,,0.79,76.63000000000001
2019-07-09,100,79.0,,0.79,79.0
2019-07-10,98,79.0,,0.79,77.42
2019-07-11,92,79.0,,0.79,72.68
2019-07-12,97,79.0,,0.79,76.63000000000001
2019-07-13,92,79.0,,0.79,72.68
2019-07-14,89,79.0,,0.79,70.31
2019-07-15,99,79.0,,0.79,78.21000000000001
2019-07-16,93,79.0,,0.79,73.47
2019-07-17,96,79.0,,0.79,75.84
2019-07-18,94,79.0,,0.79,74.26
2019-07-19,90,79.0,,0.79,71.10000000000001
2019-07-20,88,79.0,,0.79,69.52000000000001
2019-07-21,87,79.0,,0.79,68.73
2019-07-22,98,79.0,,0.79,77.42
2019-07-23,93,79.0,,0.79,73.47
2019-07-24,94,79.0,,0.79,74.26
2019-07-25,99,79.0,,0.79,78.21000000000001
2019-07-26,98,79.0,,0.79,77.42
2019-07-27,93,79.0,,0.79,73.47
2019-07-28,99,79.0,,0.79,78.21000000000001
2019-07-29,96,79.0,,0.79,75.84
2019-07-30,96,79.0,,0.79,75.84
2019-07-31,94,79.0,,0.79,74.26
2019-08-01,92,82.0,False,0.82,75.44
2019-08-02,95,82.0,,0.82,77.89999999999999
2019-08-03,87,82.0,,0.82,71.33999999999999
2019-08-04,86,82.0,,0.82,70.52
2019-08-05,95,82.0,,0.82,77.89999999999999
2019-08-06,94,82.0,,0.82,77.08
2019-08-07,94,82.0,,0.82,77.08
2019-08-08,91,82.0,,0.82,74.61999999999999
2019-08-09,93,82.0,,0.82,76.25999999999999
2019-08-10,88,82.0,,0.82,72.16
2019-08-11,85,82.0,,0.82,69.7
2019-08-12,99,82.0,,0.82,81.17999999999999
2019-08-13,100,82.0,,0.82,82.0
2019-08-14,97,82.0,,0.82,79.53999999999999
2019-08-15,96,82.0,,0.82,78.72
2019-08-16,94,82.0,,0.82,77.08
2019-08-17,89,82.0,,0.82,72.97999999999999
2019-08-18,86,82.0,,0.82,70.52
2019-08-19,95,82.0,,0.82,77.89999999999999
2019-08-20,96,82.0,,0.82,78.72
