date,NOW_unscaled,NOW_monthly,isPartial,scale,NOW
2017-12-23,59,75.0,,0.75,44.25
2017-12-24,63,75.0,,0.75,47.25
2017-12-25,100,75.0,,0.75,75.0
2017-12-26,59,75.0,,0.75,44.25
2017-12-27,55,75.0,,0.75,41.25
2017-12-28,53,75.0,,0.75,39.75
2017-12-29,53,75.0,,0.75,39.75
2017-12-30,58,75.0,,0.75,43.5
2017-12-31,61,75.0,,0.75,45.75
2018-01-01,100,75.0,False,0.75,75.0
2018-01-02,74,75.0,,0.75,55.5
2018-01-03,73,75.0,,0.75,54.75
2018-01-04,83,75.0,,0.75,62.25
2018-01-05,77,75.0,,0.75,57.75
2018-01-06,81,75.0,,0.75,60.75
2018-01-07,81,75.0,,0.75,60.75
2018-01-08,71,75.0,,0.75,53.25
2018-01-09,68,75.0,,0.75,51.0
2018-01-10,69,75.0,,0.75,51.75
2018-01-11,68,75.0,,0.75,51.0
2018-01-12,75,75.0,,0.75,56.25
2018-01-13,85,75.0,,0.75,63.75
2018-01-14,82,75.0,,0.75,61.5
2018-01-15,77,75.0,,0.75,57.75
2018-01-16,73,75.0,,0.75,54.75
2018-01-17,74,75.0,,0.75,55.5
2018-01-18,71,75.0,,0.75,53.25
2018-01-19,72,75.0,,0.75,54.0
2018-01-20,79,75.0,,0.75,59.25
2018-01-21,79,75.0,,0.75,59.25
2018-01-22,70,75.0,,0.75,52.5
2018-01-23,70,75.0,,0.75,52.5
2018-01-24,69,75.0,,0.75,51.75
2018-01-25,73,75.0,,0.75,54.75
2018-01-26,72,75.0,,0.75,54.0
2018-01-27,79,75.0,,0.75,59.25
2018-01-28,80,75.0,,0.75,60.0
2018-01-29,72,75.0,,0.75,54.0
2018-01-30,70,75.0,,0.75,52.5
2018-01-31,74,75.0,,0.75,55.5
2018-02-01,82,75.0,False,0.75,61.5
2018-02-02,87,75.0,,0.75,65.25
2018-02-03,94,75.0,,0.75,70.5
2018-02-04,98,75.0,,0.75,73.5
2018-02-05,91,75.0,,0.75,68.25
2018-02-06,86,75.0,,0.75,64.5
2018-02-07,86,75.0,,0.75,64.5
2018-02-08,86,75.0,,0.75,64.5
2018-02-09,92,75.0,,0.75,69.0
2018-02-10,99,75.0,,0.75,74.25
2018-02-11,100,75.0,,0.75,75.0
2018-02-12,89,75.0,,0.75,66.75
2018-02-13,82,75.0,,0.75,61.5
2018-02-14,80,75.0,,0.75,60.0
2018-02-15,82,75.0,,0.75,61.5
2018-02-16,89,75.0,,0.75,66.75
2018-02-17,95,75.0,,0.75,71.25
2018-02-18,94,75.0,,0.75,70.5
2018-02-19,90,75.0,,0.75,67.5
2018-02-20,86,75.0,,0.75,64.5
2018-02-21,80,75.0,,0.75,60.0
2018-02-22,81,75.0,,0.75,60.75
2018-02-23,85,75.0,,0.75,63.75
2018-02-24,89,75.0,,0.75,66.75
2018-02-25,94,75.0,,0.75,70.5
2018-02-26,82,75.0,,0.75,61.5
2018-02-27,81,75.0,,0.75,60.75
2018-02-28,79,75.0,,0.75,59.25
2018-03-01,72,72.0,False,0.72,51.839999999999996
2018-03-02,80,72.0,,0.72,57.599999999999994
2018-03-03,85,72.0,,0.72,61.199999999999996
2018-03-04,85,72.0,,0.72,61.199999999999996
2018-03-05,75,72.0,,0.72,54.0
2018-03-06,73,72.0,,0.72,52.559999999999995
2018-03-07,73,72.0,,0.72,52.559999999999995
2018-03-08,77,72.0,,0.72,55.44
2018-03-09,76,72.0,,0.72,54.72
2018-03-10,87,72.0,,0.72,62.64
2018-03-11,100,72.0,,0.72,72.0
2018-03-12,82,72.0,,0.72,59.04
2018-03-13,80,72.0,,0.72,57.599999999999994
2018-03-14,73,72.0,,0.72,52.559999999999995
2018-03-15,76,72.0,,0.72,54.72
2018-03-16,76,72.0,,0.72,54.72
2018-03-17,81,72.0,,0.72,58.32
2018-03-18,83,72.0,,0.72,59.76
2018-03-19,78,72.0,,0.72,56.16
2018-03-20,75,72.0,,0.72,54.0
2018-03-21,77,72.0,,0.72,55.44
2018-03-22,74,72.0,,0.72,53.28
2018-03-23,77,72.0,,0.72,55.44
2018-03-24,84,72.0,,0.72,60.48
2018-03-25,85,72.0,,0.72,61.199999999999996
2018-03-26,80,72.0,,0.72,57.599999999999994
2018-03-27,74,72.0,,0.72,53.28
2018-03-28,76,72.0,,0.72,54.72
2018-03-29,76,72.0,,0.72,54.72
2018-03-30,80,72.0,,0.72,57.599999999999994
2018-03-31,82,72.0,,0.72,59.04
2018-04-01,97,71.0,False,0.71,68.86999999999999
2018-04-02,86,71.0,,0.71,61.059999999999995
2018-04-03,82,71.0,,0.71,58.22
2018-04-04,86,71.0,,0.71,61.059999999999995
2018-04-05,91,71.0,,0.71,64.61
2018-04-06,89,71.0,,0.71,63.19
2018-04-07,93,71.0,,0.71,66.03
2018-04-08,97,71.0,,0.71,68.86999999999999
2018-04-09,88,71.0,,0.71,62.48
2018-04-10,81,71.0,,0.71,57.51
2018-04-11,82,71.0,,0.71,58.22
2018-04-12,84,71.0,,0.71,59.64
2018-04-13,87,71.0,,0.71,61.769999999999996
2018-04-14,99,71.0,,0.71,70.28999999999999
2018-04-15,100,71.0,,0.71,71.0
2018-04-16,90,71.0,,0.71,63.9
2018-04-17,82,71.0,,0.71,58.22
2018-04-18,79,71.0,,0.71,56.089999999999996
2018-04-19,80,71.0,,0.71,56.8
2018-04-20,80,71.0,,0.71,56.8
2018-04-21,94,71.0,,0.71,66.74
2018-04-22,93,71.0,,0.71,66.03
2018-04-23,83,71.0,,0.71,58.93
2018-04-24,88,71.0,,0.71,62.48
2018-04-25,77,71.0,,0.71,54.669999999999995
2018-04-26,80,71.0,,0.71,56.8
2018-04-27,85,71.0,,0.71,60.349999999999994
2018-04-28,94,71.0,,0.71,66.74
2018-04-29,94,71.0,,0.71,66.74
2018-04-30,81,71.0,,0.71,57.51
2018-05-01,82,71.0,False,0.71,58.22
2018-05-02,80,71.0,,0.71,56.8
2018-05-03,83,71.0,,0.71,58.93
2018-05-04,87,71.0,,0.71,61.769999999999996
2018-05-05,98,71.0,,0.71,69.58
2018-05-06,96,71.0,,0.71,68.16
2018-05-07,85,71.0,,0.71,60.349999999999994
2018-05-08,89,71.0,,0.71,63.19
2018-05-09,82,71.0,,0.71,58.22
2018-05-10,84,71.0,,0.71,59.64
2018-05-11,87,71.0,,0.71,61.769999999999996
2018-05-12,93,71.0,,0.71,66.03
2018-05-13,95,71.0,,0.71,67.45
2018-05-14,84,71.0,,0.71,59.64
2018-05-15,93,71.0,,0.71,66.03
2018-05-16,84,71.0,,0.71,59.64
2018-05-17,87,71.0,,0.71,61.769999999999996
2018-05-18,88,71.0,,0.71,62.48
2018-05-19,94,71.0,,0.71,66.74
2018-05-20,95,71.0,,0.71,67.45
2018-05-21,89,71.0,,0.71,63.19
2018-05-22,86,71.0,,0.71,61.059999999999995
2018-05-23,82,71.0,,0.71,58.22
2018-05-24,85,71.0,,0.71,60.349999999999994
2018-05-25,91,71.0,,0.71,64.61
2018-05-26,96,71.0,,0.71,68.16
2018-05-27,100,71.0,,0.71,71.0
2018-05-28,100,71.0,,0.71,71.0
2018-05-29,91,71.0,,0.71,64.61
2018-05-30,88,71.0,,0.71,62.48
2018-05-31,86,71.0,,0.71,61.059999999999995
2018-06-01,86,75.0,False,0.75,64.5
2018-06-02,91,75.0,,0.75,68.25
2018-06-03,97,75.0,,0.75,72.75
2018-06-04,85,75.0,,0.75,63.75
2018-06-05,84,75.0,,0.75,63.0
2018-06-06,84,75.0,,0.75,63.0
2018-06-07,89,75.0,,0.75,66.75
2018-06-08,90,75.0,,0.75,67.5
2018-06-09,95,75.0,,0.75,71.25
2018-06-10,99,75.0,,0.75,74.25
2018-06-11,90,75.0,,0.75,67.5
2018-06-12,88,75.0,,0.75,66.0
2018-06-13,91,75.0,,0.75,68.25
2018-06-14,91,75.0,,0.75,68.25
2018-06-15,91,75.0,,0.75,68.25
2018-06-16,100,75.0,,0.75,75.0
2018-06-17,100,75.0,,0.75,75.0
2018-06-18,90,75.0,,0.75,67.5
2018-06-19,86,75.0,,0.75,64.5
2018-06-20,91,75.0,,0.75,68.25
2018-06-21,91,75.0,,0.75,68.25
2018-06-22,86,75.0,,0.75,64.5
2018-06-23,95,75.0,,0.75,71.25
2018-06-24,96,75.0,,0.75,72.0
2018-06-25,87,75.0,,0.75,65.25
2018-06-26,86,75.0,,0.75,64.5
2018-06-27,87,75.0,,0.75,65.25
2018-06-28,90,75.0,,0.75,67.5
2018-06-29,97,75.0,,0.75,72.75
2018-06-30,97,75.0,,0.75,72.75
2018-07-01,96,79.0,False,0.79,75.84
2018-07-02,93,79.0,,0.79,73.47
2018-07-03,90,79.0,,0.79,71.10000000000001
2018-07-04,94,79.0,,0.79,74.26
2018-07-05,90,79.0,,0.79,71.10000000000001
2018-07-06,92,79.0,,0.79,72.68
2018-07-07,94,79.0,,0.79,74.26
2018-07-08,93,79.0,,0.79,73.47
2018-07-09,87,79.0,,0.79,68.73
2018-07-10,87,79.0,,0.79,68.73
2018-07-11,85,79.0,,0.79,67.15
2018-07-12,87,79.0,,0.79,68.73
2018-07-13,84,79.0,,0.79,66.36
2018-07-14,94,79.0,,0.79,74.26
2018-07-15,95,79.0,,0.79,75.05
2018-07-16,87,79.0,,0.79,68.73
2018-07-17,89,79.0,,0.79,70.31
2018-07-18,83,79.0,,0.79,65.57000000000001
2018-07-19,85,79.0,,0.79,67.15
2018-07-20,90,79.0,,0.79,71.10000000000001
2018-07-21,99,79.0,,0.79,78.21000000000001
2018-07-22,100,79.0,,0.79,79.0
2018-07-23,87,79.0,,0.79,68.73
2018-07-24,88,79.0,,0.79,69.52000000000001
2018-07-25,88,79.0,,0.79,69.52000000000001
2018-07-26,89,79.0,,0.79,70.31
2018-07-27,87,79.0,,0.79,68.73
2018-07-28,96,79.0,,0.79,75.84
2018-07-29,95,79.0,,0.79,75.05
2018-07-30,88,79.0,,0.79,69.52000000000001
2018-07-31,83,79.0,,0.79,65.57000000000001
2018-08-01,83,74.0,False,0.74,61.42
2018-08-02,83,74.0,,0.74,61.42
2018-08-03,83,74.0,,0.74,61.42
2018-08-04,89,74.0,,0.74,65.86
2018-08-05,89,74.0,,0.74,65.86
2018-08-06,83,74.0,,0.74,61.42
2018-08-07,83,74.0,,0.74,61.42
2018-08-08,84,74.0,,0.74,62.16
2018-08-09,81,74.0,,0.74,59.94
2018-08-10,88,74.0,,0.74,65.12
2018-08-11,92,74.0,,0.74,68.08
2018-08-12,95,74.0,,0.74,70.3
2018-08-13,81,74.0,,0.74,59.94
2018-08-14,81,74.0,,0.74,59.94
2018-08-15,83,74.0,,0.74,61.42
2018-08-16,82,74.0,,0.74,60.68
2018-08-17,85,74.0,,0.74,62.9
2018-08-18,95,74.0,,0.74,70.3
2018-08-19,97,74.0,,0.74,71.78
2018-08-20,84,74.0,,0.74,62.16
2018-08-21,84,74.0,,0.74,62.16
2018-08-22,90,74.0,,0.74,66.6
2018-08-23,93,74.0,,0.74,68.82
2018-08-24,92,74.0,,0.74,68.08
2018-08-25,100,74.0,,0.74,74.0
2018-08-26,91,74.0,,0.74,67.34
2018-08-27,81,74.0,,0.74,59.94
2018-08-28,78,74.0,,0.74,57.72
2018-08-29,87,74.0,,0.74,64.38
2018-08-30,78,74.0,,0.74,57.72
2018-08-31,85,74.0,,0.74,62.9
2018-09-01,95,77.0,False,0.77,73.15
2018-09-02,91,77.0,,0.77,70.07000000000001
2018-09-03,91,77.0,,0.77,70.07000000000001
2018-09-04,78,77.0,,0.77,60.06
2018-09-05,75,77.0,,0.77,57.75
2018-09-06,76,77.0,,0.77,58.52
2018-09-07,78,77.0,,0.77,60.06
2018-09-08,91,77.0,,0.77,70.07000000000001
2018-09-09,98,77.0,,0.77,75.46000000000001
2018-09-10,81,77.0,,0.77,62.370000000000005
2018-09-11,84,77.0,,0.77,64.68
2018-09-12,85,77.0,,0.77,65.45
2018-09-13,89,77.0,,0.77,68.53
2018-09-14,91,77.0,,0.77,70.07000000000001
2018-09-15,100,77.0,,0.77,77.0
2018-09-16,98,77.0,,0.77,75.46000000000001
2018-09-17,84,77.0,,0.77,64.68
2018-09-18,76,77.0,,0.77,58.52
2018-09-19,76,77.0,,0.77,58.52
2018-09-20,78,77.0,,0.77,60.06
2018-09-21,82,77.0,,0.77,63.14
2018-09-22,91,77.0,,0.77,70.07000000000001
2018-09-23,91,77.0,,0.77,70.07000000000001
2018-09-24,79,77.0,,0.77,60.83
2018-09-25,78,77.0,,0.77,60.06
2018-09-26,80,77.0,,0.77,61.6
2018-09-27,79,77.0,,0.77,60.83
2018-09-28,83,77.0,,0.77,63.910000000000004
2018-09-29,89,77.0,,0.77,68.53
2018-09-30,91,77.0,,0.77,70.07000000000001
2018-10-01,84,74.0,False,0.74,62.16
2018-10-02,85,74.0,,0.74,62.9
2018-10-03,84,74.0,,0.74,62.16
2018-10-04,84,74.0,,0.74,62.16
2018-10-05,86,74.0,,0.74,63.64
2018-10-06,96,74.0,,0.74,71.03999999999999
2018-10-07,100,74.0,,0.74,74.0
2018-10-08,93,74.0,,0.74,68.82
2018-10-09,87,74.0,,0.74,64.38
2018-10-10,93,74.0,,0.74,68.82
2018-10-11,92,74.0,,0.74,68.08
2018-10-12,89,74.0,,0.74,65.86
2018-10-13,97,74.0,,0.74,71.78
2018-10-14,96,74.0,,0.74,71.03999999999999
2018-10-15,83,74.0,,0.74,61.42
2018-10-16,79,74.0,,0.74,58.46
2018-10-17,81,74.0,,0.74,59.94
2018-10-18,82,74.0,,0.74,60.68
2018-10-19,85,74.0,,0.74,62.9
2018-10-20,92,74.0,,0.74,68.08
2018-10-21,94,74.0,,0.74,69.56
2018-10-22,82,74.0,,0.74,60.68
2018-10-23,82,74.0,,0.74,60.68
2018-10-24,81,74.0,,0.74,59.94
2018-10-25,83,74.0,,0.74,61.42
2018-10-26,85,74.0,,0.74,62.9
2018-10-27,94,74.0,,0.74,69.56
2018-10-28,96,74.0,,0.74,71.03999999999999
2018-10-29,85,74.0,,0.74,62.9
2018-10-30,83,74.0,,0.74,61.42
2018-10-31,79,74.0,,0.74,58.46
2018-11-01,75,75.0,False,0.75,56.25
2018-11-02,78,75.0,,0.75,58.5
2018-11-03,88,75.0,,0.75,66.0
2018-11-04,100,75.0,,0.75,75.0
2018-11-05,80,75.0,,0.75,60.0
2018-11-06,77,75.0,,0.75,57.75
2018-11-07,75,75.0,,0.75,56.25
2018-11-08,78,75.0,,0.75,58.5
2018-11-09,87,75.0,,0.75,65.25
2018-11-10,97,75.0,,0.75,72.75
2018-11-11,94,75.0,,0.75,70.5
2018-11-12,83,75.0,,0.75,62.25
2018-11-13,78,75.0,,0.75,58.5
2018-11-14,77,75.0,,0.75,57.75
2018-11-15,80,75.0,,0.75,60.0
2018-11-16,80,75.0,,0.75,60.0
2018-11-17,88,75.0,,0.75,66.0
2018-11-18,89,75.0,,0.75,66.75
2018-11-19,79,75.0,,0.75,59.25
2018-11-20,76,75.0,,0.75,57.0
2018-11-21,79,75.0,,0.75,59.25
2018-11-22,94,75.0,,0.75,70.5
2018-11-23,86,75.0,,0.75,64.5
2018-11-24,82,75.0,,0.75,61.5
2018-11-25,83,75.0,,0.75,62.25
2018-11-26,70,75.0,,0.75,52.5
2018-11-27,70,75.0,,0.75,52.5
2018-11-28,73,75.0,,0.75,54.75
2018-11-29,74,75.0,,0.75,55.5
2018-11-30,77,75.0,,0.75,57.75
2018-12-01,60,79.0,False,0.79,47.400000000000006
2018-12-02,59,79.0,,0.79,46.61
2018-12-03,54,79.0,,0.79,42.660000000000004
2018-12-04,54,79.0,,0.79,42.660000000000004
2018-12-05,54,79.0,,0.79,42.660000000000004
2018-12-06,56,79.0,,0.79,44.24
2018-12-07,54,79.0,,0.79,42.660000000000004
2018-12-08,59,79.0,,0.79,46.61
2018-12-09,62,79.0,,0.79,48.980000000000004
2018-12-10,53,79.0,,0.79,41.870000000000005
2018-12-11,51,79.0,,0.79,40.29
2018-12-12,53,79.0,,0.79,41.870000000000005
2018-12-13,53,79.0,,0.79,41.870000000000005
2018-12-14,54,79.0,,0.79,42.660000000000004
2018-12-15,59,79.0,,0.79,46.61
2018-12-16,63,79.0,,0.79,49.77
2018-12-17,56,79.0,,0.79,44.24
2018-12-18,54,79.0,,0.79,42.660000000000004
2018-12-19,54,79.0,,0.79,42.660000000000004
2018-12-20,55,79.0,,0.79,43.45
2018-12-21,60,79.0,,0.79,47.400000000000006
2018-12-22,61,79.0,,0.79,48.190000000000005
2018-12-23,61,79.0,,0.79,48.190000000000005
2018-12-24,65,79.0,,0.79,51.35
2018-12-25,100,79.0,,0.79,79.0
2018-12-26,67,79.0,,0.79,52.93
2018-12-27,64,79.0,,0.79,50.56
2018-12-28,60,79.0,,0.79,47.400000000000006
2018-12-29,62,79.0,,0.79,48.980000000000004
2018-12-30,63,79.0,,0.79,49.77
2018-12-31,64,79.0,,0.79,50.56
2019-01-01,100,77.0,False,0.77,77.0
2019-01-02,77,77.0,,0.77,59.29
2019-01-03,73,77.0,,0.77,56.21
2019-01-04,72,77.0,,0.77,55.44
2019-01-05,82,77.0,,0.77,63.14
2019-01-06,85,77.0,,0.77,65.45
2019-01-07,75,77.0,,0.77,57.75
2019-01-08,69,77.0,,0.77,53.13
2019-01-09,70,77.0,,0.77,53.9
2019-01-10,72,77.0,,0.77,55.44
2019-01-11,73,77.0,,0.77,56.21
2019-01-12,83,77.0,,0.77,63.910000000000004
2019-01-13,81,77.0,,0.77,62.370000000000005
2019-01-14,78,77.0,,0.77,60.06
2019-01-15,68,77.0,,0.77,52.36
2019-01-16,72,77.0,,0.77,55.44
2019-01-17,73,77.0,,0.77,56.21
2019-01-18,71,77.0,,0.77,54.67
2019-01-19,87,77.0,,0.77,66.99
2019-01-20,90,77.0,,0.77,69.3
2019-01-21,85,77.0,,0.77,65.45
2019-01-22,72,77.0,,0.77,55.44
2019-01-23,70,77.0,,0.77,53.9
2019-01-24,72,77.0,,0.77,55.44
2019-01-25,75,77.0,,0.77,57.75
2019-01-26,79,77.0,,0.77,60.83
2019-01-27,82,77.0,,0.77,63.14
2019-01-28,73,77.0,,0.77,56.21
2019-01-29,72,77.0,,0.77,55.44
2019-01-30,83,77.0,,0.77,63.910000000000004
2019-01-31,77,77.0,,0.77,59.29
2019-02-01,88,74.0,False,0.74,65.12
2019-02-02,96,74.0,,0.74,71.03999999999999
2019-02-03,95,74.0,,0.74,70.3
2019-02-04,88,74.0,,0.74,65.12
2019-02-05,85,74.0,,0.74,62.9
2019-02-06,82,74.0,,0.74,60.68
2019-02-07,85,74.0,,0.74,62.9
2019-02-08,87,74.0,,0.74,64.38
2019-02-09,100,74.0,,0.74,74.0
2019-02-10,97,74.0,,0.74,71.78
2019-02-11,84,74.0,,0.74,62.16
2019-02-12,82,74.0,,0.74,60.68
2019-02-13,82,74.0,,0.74,60.68
2019-02-14,83,74.0,,0.74,61.42
2019-02-15,91,74.0,,0.74,67.34
2019-02-16,99,74.0,,0.74,73.26
2019-02-17,100,74.0,,0.74,74.0
2019-02-18,91,74.0,,0.74,67.34
2019-02-19,82,74.0,,0.74,60.68
2019-02-20,83,74.0,,0.74,61.42
2019-02-21,86,74.0,,0.74,63.64
2019-02-22,86,74.0,,0.74,63.64
2019-02-23,92,74.0,,0.74,68.08
2019-02-24,97,74.0,,0.74,71.78
2019-02-25,87,74.0,,0.74,64.38
2019-02-26,85,74.0,,0.74,62.9
2019-02-27,83,74.0,,0.74,61.42
2019-02-28,81,74.0,,0.74,59.94
2019-03-01,75,75.0,False,0.75,56.25
2019-03-02,86,75.0,,0.75,64.5
2019-03-03,88,75.0,,0.75,66.0
2019-03-04,82,75.0,,0.75,61.5
2019-03-05,77,75.0,,0.75,57.75
2019-03-06,75,75.0,,0.75,56.25
2019-03-07,77,75.0,,0.75,57.75
2019-03-08,74,75.0,,0.75,55.5
2019-03-09,86,75.0,,0.75,64.5
2019-03-10,100,75.0,,0.75,75.0
2019-03-11,84,75.0,,0.75,63.0
2019-03-12,76,75.0,,0.75,57.0
2019-03-13,84,75.0,,0.75,63.0
2019-03-14,83,75.0,,0.75,62.25
2019-03-15,83,75.0,,0.75,62.25
2019-03-16,91,75.0,,0.75,68.25
2019-03-17,93,75.0,,0.75,69.75
2019-03-18,79,75.0,,0.75,59.25
2019-03-19,78,75.0,,0.75,58.5
2019-03-20,80,75.0,,0.75,60.0
2019-03-21,82,75.0,,0.75,61.5
2019-03-22,84,75.0,,0.75,63.0
2019-03-23,96,75.0,,0.75,72.0
2019-03-24,97,75.0,,0.75,72.75
2019-03-25,83,75.0,,0.75,62.25
2019-03-26,80,75.0,,0.75,60.0
2019-03-27,79,75.0,,0.75,59.25
2019-03-28,79,75.0,,0.75,59.25
2019-03-29,81,75.0,,0.75,60.75
2019-03-30,93,75.0,,0.75,69.75
2019-03-31,94,75.0,,0.75,70.5
2019-04-01,56,76.0,False,0.76,42.56
2019-04-02,54,76.0,,0.76,41.04
2019-04-03,54,76.0,,0.76,41.04
2019-04-04,52,76.0,,0.76,39.52
2019-04-05,58,76.0,,0.76,44.08
2019-04-06,65,76.0,,0.76,49.4
2019-04-07,66,76.0,,0.76,50.160000000000004
2019-04-08,58,76.0,,0.76,44.08
2019-04-09,54,76.0,,0.76,41.04
2019-04-10,55,76.0,,0.76,41.8
2019-04-11,57,76.0,,0.76,43.32
2019-04-12,60,76.0,,0.76,45.6
2019-04-13,74,76.0,,0.76,56.24
2019-04-14,100,76.0,,0.76,76.0
2019-04-15,79,76.0,,0.76,60.04
2019-04-16,56,76.0,,0.76,42.56
2019-04-17,57,76.0,,0.76,43.32
2019-04-18,57,76.0,,0.76,43.32
2019-04-19,63,76.0,,0.76,47.88
2019-04-20,67,76.0,,0.76,50.92
2019-04-21,73,76.0,,0.76,55.480000000000004
2019-04-22,66,76.0,,0.76,50.160000000000004
2019-04-23,58,76.0,,0.76,44.08
2019-04-24,57,76.0,,0.76,43.32
2019-04-25,58,76.0,,0.76,44.08
2019-04-26,57,76.0,,0.76,43.32
2019-04-27,66,76.0,,0.76,50.160000000000004
2019-04-28,67,76.0,,0.76,50.92
2019-04-29,66,76.0,,0.76,50.160000000000004
2019-04-30,57,76.0,,0.76,43.32
2019-05-01,77,81.0,False,0.81,62.370000000000005
2019-05-02,75,81.0,,0.81,60.75000000000001
2019-05-03,79,81.0,,0.81,63.99
2019-05-04,89,81.0,,0.81,72.09
2019-05-05,93,81.0,,0.81,75.33
2019-05-06,85,81.0,,0.81,68.85000000000001
2019-05-07,73,81.0,,0.81,59.13
2019-05-08,76,81.0,,0.81,61.56
2019-05-09,75,81.0,,0.81,60.75000000000001
2019-05-10,82,81.0,,0.81,66.42
2019-05-11,94,81.0,,0.81,76.14
2019-05-12,92,81.0,,0.81,74.52000000000001
2019-05-13,87,81.0,,0.81,70.47
2019-05-14,77,81.0,,0.81,62.370000000000005
2019-05-15,77,81.0,,0.81,62.370000000000005
2019-05-16,78,81.0,,0.81,63.18000000000001
2019-05-17,81,81.0,,0.81,65.61
2019-05-18,89,81.0,,0.81,72.09
2019-05-19,95,81.0,,0.81,76.95
2019-05-20,93,81.0,,0.81,75.33
2019-05-21,87,81.0,,0.81,70.47
2019-05-22,80,81.0,,0.81,64.80000000000001
2019-05-23,81,81.0,,0.81,65.61
2019-05-24,88,81.0,,0.81,71.28
2019-05-25,94,81.0,,0.81,76.14
2019-05-26,100,81.0,,0.81,81.0
2019-05-27,94,81.0,,0.81,76.14
2019-05-28,84,81.0,,0.81,68.04
2019-05-29,82,81.0,,0.81,66.42
2019-05-30,80,81.0,,0.81,64.80000000000001
2019-05-31,85,81.0,,0.81,68.85000000000001
2019-06-01,93,80.0,False,0.8,74.4
2019-06-02,100,80.0,,0.8,80.0
2019-06-03,84,80.0,,0.8,67.2
2019-06-04,85,80.0,,0.8,68.0
2019-06-05,88,80.0,,0.8,70.4
2019-06-06,89,80.0,,0.8,71.2
2019-06-07,91,80.0,,0.8,72.8
2019-06-08,96,80.0,,0.8,76.80000000000001
2019-06-09,99,80.0,,0.8,79.2
2019-06-10,92,80.0,,0.8,73.60000000000001
2019-06-11,89,80.0,,0.8,71.2
2019-06-12,91,80.0,,0.8,72.8
2019-06-13,92,80.0,,0.8,73.60000000000001
2019-06-14,90,80.0,,0.8,72.0
2019-06-15,96,80.0,,0.8,76.80000000000001
2019-06-16,97,80.0,,0.8,77.60000000000001
2019-06-17,87,80.0,,0.8,69.60000000000001
2019-06-18,85,80.0,,0.8,68.0
2019-06-19,80,80.0,,0.8,64.0
2019-06-20,87,80.0,,0.8,69.60000000000001
2019-06-21,88,80.0,,0.8,70.4
2019-06-22,96,80.0,,0.8,76.80000000000001
2019-06-23,99,80.0,,0.8,79.2
2019-06-24,88,80.0,,0.8,70.4
2019-06-25,86,80.0,,0.8,68.8
2019-06-26,86,80.0,,0.8,68.8
2019-06-27,85,80.0,,0.8,68.0
2019-06-28,90,80.0,,0.8,72.0
2019-06-29,95,80.0,,0.8,76.0
2019-06-30,97,80.0,,0.8,77.60000000000001
2019-07-01,50,84.0,False,0.84,42.0
2019-07-02,52,84.0,,0.84,43.68
2019-07-03,52,84.0,,0.84,43.68
2019-07-04,78,84.0,,0.84,65.52
2019-07-05,57,84.0,,0.84,47.879999999999995
2019-07-06,100,84.0,,0.84,84.0
2019-07-07,60,84.0,,0.84,50.4
2019-07-08,54,84.0,,0.84,45.36
2019-07-09,52,84.0,,0.84,43.68
2019-07-10,54,84.0,,0.84,45.36
2019-07-11,55,84.0,,0.84,46.199999999999996
2019-07-12,63,84.0,,0.84,52.919999999999995
2019-07-13,65,84.0,,0.84,54.6
2019-07-14,62,84.0,,0.84,52.08
2019-07-15,57,84.0,,0.84,47.879999999999995
2019-07-16,56,84.0,,0.84,47.04
2019-07-17,53,84.0,,0.84,44.519999999999996
2019-07-18,53,84.0,,0.84,44.519999999999996
2019-07-19,55,84.0,,0.84,46.199999999999996
2019-07-20,60,84.0,,0.84,50.4
2019-07-21,58,84.0,,0.84,48.72
2019-07-22,53,84.0,,0.84,44.519999999999996
2019-07-23,55,84.0,,0.84,46.199999999999996
2019-07-24,54,84.0,,0.84,45.36
2019-07-25,52,84.0,,0.84,43.68
2019-07-26,53,84.0,,0.84,44.519999999999996
2019-07-27,57,84.0,,0.84,47.879999999999995
2019-07-28,60,84.0,,0.84,50.4
2019-07-29,52,84.0,,0.84,43.68
2019-07-30,55,84.0,,0.84,46.199999999999996
2019-07-31,53,84.0,,0.84,44.519999999999996
2019-08-01,85,77.0,False,0.77,65.45
2019-08-02,91,77.0,,0.77,70.07000000000001
2019-08-03,98,77.0,,0.77,75.46000000000001
2019-08-04,100,77.0,,0.77,77.0
2019-08-05,91,77.0,,0.77,70.07000000000001
2019-08-06,87,77.0,,0.77,66.99
2019-08-07,89,77.0,,0.77,68.53
2019-08-08,88,77.0,,0.77,67.76
2019-08-09,90,77.0,,0.77,69.3
2019-08-10,99,77.0,,0.77,76.23
2019-08-11,96,77.0,,0.77,73.92
2019-08-12,88,77.0,,0.77,67.76
2019-08-13,87,77.0,,0.77,66.99
2019-08-14,85,77.0,,0.77,65.45
2019-08-15,85,77.0,,0.77,65.45
2019-08-16,86,77.0,,0.77,66.22
2019-08-17,96,77.0,,0.77,73.92
2019-08-18,97,77.0,,0.77,74.69
2019-08-19,86,77.0,,0.77,66.22
2019-08-20,82,77.0,,0.77,63.14
2019-08-21,81,77.0,,0.77,62.370000000000005
2019-08-22,84,77.0,,0.77,64.68
2019-08-23,85,77.0,,0.77,65.45
2019-08-24,93,77.0,,0.77,71.61
2019-08-25,97,77.0,,0.77,74.69
2019-08-26,84,77.0,,0.77,64.68
2019-08-27,79,77.0,,0.77,60.83
