date,BK_unscaled,BK_monthly,isPartial,scale,BK
2017-12-23,98,66.0,,0.66,64.68
2017-12-24,69,66.0,,0.66,45.54
2017-12-25,68,66.0,,0.66,44.88
2017-12-26,80,66.0,,0.66,52.800000000000004
2017-12-27,98,66.0,,0.66,64.68
2017-12-28,89,66.0,,0.66,58.74
2017-12-29,85,66.0,,0.66,56.1
2017-12-30,79,66.0,,0.66,52.14
2017-12-31,78,66.0,,0.66,51.480000000000004
2018-01-01,72,74.0,False,0.74,53.28
2018-01-02,75,74.0,,0.74,55.5
2018-01-03,78,74.0,,0.74,57.72
2018-01-04,93,74.0,,0.74,68.82
2018-01-05,79,74.0,,0.74,58.46
2018-01-06,79,74.0,,0.74,58.46
2018-01-07,81,74.0,,0.74,59.94
2018-01-08,79,74.0,,0.74,58.46
2018-01-09,84,74.0,,0.74,62.16
2018-01-10,87,74.0,,0.74,64.38
2018-01-11,89,74.0,,0.74,65.86
2018-01-12,85,74.0,,0.74,62.9
2018-01-13,77,74.0,,0.74,56.98
2018-01-14,82,74.0,,0.74,60.68
2018-01-15,67,74.0,,0.74,49.58
2018-01-16,87,74.0,,0.74,64.38
2018-01-17,84,74.0,,0.74,62.16
2018-01-18,93,74.0,,0.74,68.82
2018-01-19,96,74.0,,0.74,71.03999999999999
2018-01-20,94,74.0,,0.74,69.56
2018-01-21,80,74.0,,0.74,59.2
2018-01-22,94,74.0,,0.74,69.56
2018-01-23,84,74.0,,0.74,62.16
2018-01-24,84,74.0,,0.74,62.16
2018-01-25,100,74.0,,0.74,74.0
2018-01-26,96,74.0,,0.74,71.03999999999999
2018-01-27,81,74.0,,0.74,59.94
2018-01-28,77,74.0,,0.74,56.98
2018-01-29,80,74.0,,0.74,59.2
2018-01-30,73,74.0,,0.74,54.019999999999996
2018-01-31,82,74.0,,0.74,60.68
2018-02-01,78,71.0,False,0.71,55.379999999999995
2018-02-02,87,71.0,,0.71,61.769999999999996
2018-02-03,90,71.0,,0.71,63.9
2018-02-04,78,71.0,,0.71,55.379999999999995
2018-02-05,87,71.0,,0.71,61.769999999999996
2018-02-06,96,71.0,,0.71,68.16
2018-02-07,77,71.0,,0.71,54.669999999999995
2018-02-08,87,71.0,,0.71,61.769999999999996
2018-02-09,99,71.0,,0.71,70.28999999999999
2018-02-10,91,71.0,,0.71,64.61
2018-02-11,95,71.0,,0.71,67.45
2018-02-12,84,71.0,,0.71,59.64
2018-02-13,89,71.0,,0.71,63.19
2018-02-14,90,71.0,,0.71,63.9
2018-02-15,95,71.0,,0.71,67.45
2018-02-16,100,71.0,,0.71,71.0
2018-02-17,97,71.0,,0.71,68.86999999999999
2018-02-18,100,71.0,,0.71,71.0
2018-02-19,73,71.0,,0.71,51.83
2018-02-20,94,71.0,,0.71,66.74
2018-02-21,92,71.0,,0.71,65.32
2018-02-22,86,71.0,,0.71,61.059999999999995
2018-02-23,86,71.0,,0.71,61.059999999999995
2018-02-24,96,71.0,,0.71,68.16
2018-02-25,86,71.0,,0.71,61.059999999999995
2018-02-26,95,71.0,,0.71,67.45
2018-02-27,88,71.0,,0.71,62.48
2018-02-28,91,71.0,,0.71,64.61
2018-03-01,85,77.0,False,0.77,65.45
2018-03-02,74,77.0,,0.77,56.980000000000004
2018-03-03,83,77.0,,0.77,63.910000000000004
2018-03-04,80,77.0,,0.77,61.6
2018-03-05,80,77.0,,0.77,61.6
2018-03-06,73,77.0,,0.77,56.21
2018-03-07,77,77.0,,0.77,59.29
2018-03-08,72,77.0,,0.77,55.44
2018-03-09,74,77.0,,0.77,56.980000000000004
2018-03-10,77,77.0,,0.77,59.29
2018-03-11,75,77.0,,0.77,57.75
2018-03-12,63,77.0,,0.77,48.51
2018-03-13,76,77.0,,0.77,58.52
2018-03-14,69,77.0,,0.77,53.13
2018-03-15,89,77.0,,0.77,68.53
2018-03-16,94,77.0,,0.77,72.38
2018-03-17,76,77.0,,0.77,58.52
2018-03-18,69,77.0,,0.77,53.13
2018-03-19,75,77.0,,0.77,57.75
2018-03-20,79,77.0,,0.77,60.83
2018-03-21,66,77.0,,0.77,50.82
2018-03-22,76,77.0,,0.77,58.52
2018-03-23,89,77.0,,0.77,68.53
2018-03-24,90,77.0,,0.77,69.3
2018-03-25,68,77.0,,0.77,52.36
2018-03-26,90,77.0,,0.77,69.3
2018-03-27,100,77.0,,0.77,77.0
2018-03-28,78,77.0,,0.77,60.06
2018-03-29,84,77.0,,0.77,64.68
2018-03-30,80,77.0,,0.77,61.6
2018-03-31,99,77.0,,0.77,76.23
2018-04-01,82,80.0,False,0.8,65.60000000000001
2018-04-02,85,80.0,,0.8,68.0
2018-04-03,91,80.0,,0.8,72.8
2018-04-04,88,80.0,,0.8,70.4
2018-04-05,91,80.0,,0.8,72.8
2018-04-06,82,80.0,,0.8,65.60000000000001
2018-04-07,82,80.0,,0.8,65.60000000000001
2018-04-08,74,80.0,,0.8,59.2
2018-04-09,79,80.0,,0.8,63.2
2018-04-10,78,80.0,,0.8,62.400000000000006
2018-04-11,93,80.0,,0.8,74.4
2018-04-12,88,80.0,,0.8,70.4
2018-04-13,90,80.0,,0.8,72.0
2018-04-14,100,80.0,,0.8,80.0
2018-04-15,80,80.0,,0.8,64.0
2018-04-16,85,80.0,,0.8,68.0
2018-04-17,76,80.0,,0.8,60.800000000000004
2018-04-18,75,80.0,,0.8,60.0
2018-04-19,100,80.0,,0.8,80.0
2018-04-20,72,80.0,,0.8,57.6
2018-04-21,97,80.0,,0.8,77.60000000000001
2018-04-22,79,80.0,,0.8,63.2
2018-04-23,86,80.0,,0.8,68.8
2018-04-24,85,80.0,,0.8,68.0
2018-04-25,85,80.0,,0.8,68.0
2018-04-26,70,80.0,,0.8,56.0
2018-04-27,74,80.0,,0.8,59.2
2018-04-28,82,80.0,,0.8,65.60000000000001
2018-04-29,86,80.0,,0.8,68.8
2018-04-30,73,80.0,,0.8,58.400000000000006
2018-05-01,83,78.0,False,0.78,64.74000000000001
2018-05-02,95,78.0,,0.78,74.10000000000001
2018-05-03,94,78.0,,0.78,73.32000000000001
2018-05-04,93,78.0,,0.78,72.54
2018-05-05,95,78.0,,0.78,74.10000000000001
2018-05-06,84,78.0,,0.78,65.52
2018-05-07,81,78.0,,0.78,63.18
2018-05-08,81,78.0,,0.78,63.18
2018-05-09,74,78.0,,0.78,57.72
2018-05-10,78,78.0,,0.78,60.84
2018-05-11,90,78.0,,0.78,70.2
2018-05-12,99,78.0,,0.78,77.22
2018-05-13,75,78.0,,0.78,58.5
2018-05-14,79,78.0,,0.78,61.620000000000005
2018-05-15,100,78.0,,0.78,78.0
2018-05-16,99,78.0,,0.78,77.22
2018-05-17,84,78.0,,0.78,65.52
2018-05-18,89,78.0,,0.78,69.42
2018-05-19,85,78.0,,0.78,66.3
2018-05-20,74,78.0,,0.78,57.72
2018-05-21,91,78.0,,0.78,70.98
2018-05-22,97,78.0,,0.78,75.66
2018-05-23,90,78.0,,0.78,70.2
2018-05-24,96,78.0,,0.78,74.88
2018-05-25,73,78.0,,0.78,56.940000000000005
2018-05-26,84,78.0,,0.78,65.52
2018-05-27,71,78.0,,0.78,55.38
2018-05-28,79,78.0,,0.78,61.620000000000005
2018-05-29,72,78.0,,0.78,56.160000000000004
2018-05-30,90,78.0,,0.78,70.2
2018-05-31,96,78.0,,0.78,74.88
2018-06-01,77,82.0,False,0.82,63.13999999999999
2018-06-02,95,82.0,,0.82,77.89999999999999
2018-06-03,82,82.0,,0.82,67.24
2018-06-04,77,82.0,,0.82,63.13999999999999
2018-06-05,77,82.0,,0.82,63.13999999999999
2018-06-06,77,82.0,,0.82,63.13999999999999
2018-06-07,84,82.0,,0.82,68.88
2018-06-08,80,82.0,,0.82,65.6
2018-06-09,100,82.0,,0.82,82.0
2018-06-10,92,82.0,,0.82,75.44
2018-06-11,91,82.0,,0.82,74.61999999999999
2018-06-12,88,82.0,,0.82,72.16
2018-06-13,83,82.0,,0.82,68.06
2018-06-14,88,82.0,,0.82,72.16
2018-06-15,85,82.0,,0.82,69.7
2018-06-16,73,82.0,,0.82,59.86
2018-06-17,64,82.0,,0.82,52.48
2018-06-18,77,82.0,,0.82,63.13999999999999
2018-06-19,81,82.0,,0.82,66.42
2018-06-20,98,82.0,,0.82,80.36
2018-06-21,91,82.0,,0.82,74.61999999999999
2018-06-22,82,82.0,,0.82,67.24
2018-06-23,82,82.0,,0.82,67.24
2018-06-24,82,82.0,,0.82,67.24
2018-06-25,79,82.0,,0.82,64.78
2018-06-26,97,82.0,,0.82,79.53999999999999
2018-06-27,81,82.0,,0.82,66.42
2018-06-28,96,82.0,,0.82,78.72
2018-06-29,83,82.0,,0.82,68.06
2018-06-30,85,82.0,,0.82,69.7
2018-07-01,83,79.0,False,0.79,65.57000000000001
2018-07-02,88,79.0,,0.79,69.52000000000001
2018-07-03,99,79.0,,0.79,78.21000000000001
2018-07-04,79,79.0,,0.79,62.410000000000004
2018-07-05,82,79.0,,0.79,64.78
2018-07-06,77,79.0,,0.79,60.830000000000005
2018-07-07,96,79.0,,0.79,75.84
2018-07-08,78,79.0,,0.79,61.620000000000005
2018-07-09,91,79.0,,0.79,71.89
2018-07-10,80,79.0,,0.79,63.2
2018-07-11,78,79.0,,0.79,61.620000000000005
2018-07-12,82,79.0,,0.79,64.78
2018-07-13,90,79.0,,0.79,71.10000000000001
2018-07-14,75,79.0,,0.79,59.25
2018-07-15,75,79.0,,0.79,59.25
2018-07-16,83,79.0,,0.79,65.57000000000001
2018-07-17,100,79.0,,0.79,79.0
2018-07-18,87,79.0,,0.79,68.73
2018-07-19,90,79.0,,0.79,71.10000000000001
2018-07-20,94,79.0,,0.79,74.26
2018-07-21,91,79.0,,0.79,71.89
2018-07-22,81,79.0,,0.79,63.99
2018-07-23,70,79.0,,0.79,55.300000000000004
2018-07-24,86,79.0,,0.79,67.94
2018-07-25,86,79.0,,0.79,67.94
2018-07-26,84,79.0,,0.79,66.36
2018-07-27,77,79.0,,0.79,60.830000000000005
2018-07-28,88,79.0,,0.79,69.52000000000001
2018-07-29,85,79.0,,0.79,67.15
2018-07-30,81,79.0,,0.79,63.99
2018-07-31,85,79.0,,0.79,67.15
2018-08-01,91,77.0,False,0.77,70.07000000000001
2018-08-02,90,77.0,,0.77,69.3
2018-08-03,99,77.0,,0.77,76.23
2018-08-04,98,77.0,,0.77,75.46000000000001
2018-08-05,91,77.0,,0.77,70.07000000000001
2018-08-06,97,77.0,,0.77,74.69
2018-08-07,83,77.0,,0.77,63.910000000000004
2018-08-08,100,77.0,,0.77,77.0
2018-08-09,90,77.0,,0.77,69.3
2018-08-10,80,77.0,,0.77,61.6
2018-08-11,86,77.0,,0.77,66.22
2018-08-12,86,77.0,,0.77,66.22
2018-08-13,76,77.0,,0.77,58.52
2018-08-14,81,77.0,,0.77,62.370000000000005
2018-08-15,95,77.0,,0.77,73.15
2018-08-16,76,77.0,,0.77,58.52
2018-08-17,80,77.0,,0.77,61.6
2018-08-18,85,77.0,,0.77,65.45
2018-08-19,83,77.0,,0.77,63.910000000000004
2018-08-20,87,77.0,,0.77,66.99
2018-08-21,86,77.0,,0.77,66.22
2018-08-22,82,77.0,,0.77,63.14
2018-08-23,91,77.0,,0.77,70.07000000000001
2018-08-24,78,77.0,,0.77,60.06
2018-08-25,88,77.0,,0.77,67.76
2018-08-26,76,77.0,,0.77,58.52
2018-08-27,77,77.0,,0.77,59.29
2018-08-28,77,77.0,,0.77,59.29
2018-08-29,84,77.0,,0.77,64.68
2018-08-30,72,77.0,,0.77,55.44
2018-08-31,80,77.0,,0.77,61.6
2018-09-01,90,70.0,False,0.7,62.99999999999999
2018-09-02,85,70.0,,0.7,59.49999999999999
2018-09-03,89,70.0,,0.7,62.3
2018-09-04,81,70.0,,0.7,56.699999999999996
2018-09-05,86,70.0,,0.7,60.199999999999996
2018-09-06,84,70.0,,0.7,58.8
2018-09-07,77,70.0,,0.7,53.9
2018-09-08,70,70.0,,0.7,49.0
2018-09-09,75,70.0,,0.7,52.5
2018-09-10,80,70.0,,0.7,56.0
2018-09-11,86,70.0,,0.7,60.199999999999996
2018-09-12,79,70.0,,0.7,55.3
2018-09-13,69,70.0,,0.7,48.3
2018-09-14,83,70.0,,0.7,58.099999999999994
2018-09-15,85,70.0,,0.7,59.49999999999999
2018-09-16,84,70.0,,0.7,58.8
2018-09-17,82,70.0,,0.7,57.4
2018-09-18,78,70.0,,0.7,54.599999999999994
2018-09-19,77,70.0,,0.7,53.9
2018-09-20,71,70.0,,0.7,49.699999999999996
2018-09-21,93,70.0,,0.7,65.1
2018-09-22,87,70.0,,0.7,60.9
2018-09-23,90,70.0,,0.7,62.99999999999999
2018-09-24,65,70.0,,0.7,45.5
2018-09-25,82,70.0,,0.7,57.4
2018-09-26,75,70.0,,0.7,52.5
2018-09-27,73,70.0,,0.7,51.099999999999994
2018-09-28,84,70.0,,0.7,58.8
2018-09-29,85,70.0,,0.7,59.49999999999999
2018-09-30,100,70.0,,0.7,70.0
2018-10-01,81,80.0,False,0.8,64.8
2018-10-02,74,80.0,,0.8,59.2
2018-10-03,91,80.0,,0.8,72.8
2018-10-04,75,80.0,,0.8,60.0
2018-10-05,87,80.0,,0.8,69.60000000000001
2018-10-06,78,80.0,,0.8,62.400000000000006
2018-10-07,73,80.0,,0.8,58.400000000000006
2018-10-08,77,80.0,,0.8,61.6
2018-10-09,82,80.0,,0.8,65.60000000000001
2018-10-10,77,80.0,,0.8,61.6
2018-10-11,77,80.0,,0.8,61.6
2018-10-12,85,80.0,,0.8,68.0
2018-10-13,84,80.0,,0.8,67.2
2018-10-14,82,80.0,,0.8,65.60000000000001
2018-10-15,89,80.0,,0.8,71.2
2018-10-16,78,80.0,,0.8,62.400000000000006
2018-10-17,84,80.0,,0.8,67.2
2018-10-18,98,80.0,,0.8,78.4
2018-10-19,80,80.0,,0.8,64.0
2018-10-20,88,80.0,,0.8,70.4
2018-10-21,68,80.0,,0.8,54.400000000000006
2018-10-22,75,80.0,,0.8,60.0
2018-10-23,76,80.0,,0.8,60.800000000000004
2018-10-24,87,80.0,,0.8,69.60000000000001
2018-10-25,92,80.0,,0.8,73.60000000000001
2018-10-26,84,80.0,,0.8,67.2
2018-10-27,93,80.0,,0.8,74.4
2018-10-28,77,80.0,,0.8,61.6
2018-10-29,81,80.0,,0.8,64.8
2018-10-30,100,80.0,,0.8,80.0
2018-10-31,85,80.0,,0.8,68.0
2018-11-01,100,71.0,False,0.71,71.0
2018-11-02,95,71.0,,0.71,67.45
2018-11-03,83,71.0,,0.71,58.93
2018-11-04,100,71.0,,0.71,71.0
2018-11-05,88,71.0,,0.71,62.48
2018-11-06,99,71.0,,0.71,70.28999999999999
2018-11-07,77,71.0,,0.71,54.669999999999995
2018-11-08,82,71.0,,0.71,58.22
2018-11-09,98,71.0,,0.71,69.58
2018-11-10,94,71.0,,0.71,66.74
2018-11-11,85,71.0,,0.71,60.349999999999994
2018-11-12,81,71.0,,0.71,57.51
2018-11-13,83,71.0,,0.71,58.93
2018-11-14,80,71.0,,0.71,56.8
2018-11-15,86,71.0,,0.71,61.059999999999995
2018-11-16,80,71.0,,0.71,56.8
2018-11-17,98,71.0,,0.71,69.58
2018-11-18,83,71.0,,0.71,58.93
2018-11-19,90,71.0,,0.71,63.9
2018-11-20,86,71.0,,0.71,61.059999999999995
2018-11-21,83,71.0,,0.71,58.93
2018-11-22,62,71.0,,0.71,44.019999999999996
2018-11-23,68,71.0,,0.71,48.28
2018-11-24,81,71.0,,0.71,57.51
2018-11-25,81,71.0,,0.71,57.51
2018-11-26,74,71.0,,0.71,52.54
2018-11-27,84,71.0,,0.71,59.64
2018-11-28,87,71.0,,0.71,61.769999999999996
2018-11-29,91,71.0,,0.71,64.61
2018-11-30,92,71.0,,0.71,65.32
2018-12-01,70,77.0,False,0.77,53.9
2018-12-02,79,77.0,,0.77,60.83
2018-12-03,81,77.0,,0.77,62.370000000000005
2018-12-04,88,77.0,,0.77,67.76
2018-12-05,100,77.0,,0.77,77.0
2018-12-06,83,77.0,,0.77,63.910000000000004
2018-12-07,86,77.0,,0.77,66.22
2018-12-08,81,77.0,,0.77,62.370000000000005
2018-12-09,79,77.0,,0.77,60.83
2018-12-10,77,77.0,,0.77,59.29
2018-12-11,76,77.0,,0.77,58.52
2018-12-12,66,77.0,,0.77,50.82
2018-12-13,82,77.0,,0.77,63.14
2018-12-14,80,77.0,,0.77,61.6
2018-12-15,73,77.0,,0.77,56.21
2018-12-16,71,77.0,,0.77,54.67
2018-12-17,68,77.0,,0.77,52.36
2018-12-18,67,77.0,,0.77,51.59
2018-12-19,90,77.0,,0.77,69.3
2018-12-20,71,77.0,,0.77,54.67
2018-12-21,75,77.0,,0.77,57.75
2018-12-22,76,77.0,,0.77,58.52
2018-12-23,61,77.0,,0.77,46.97
2018-12-24,68,77.0,,0.77,52.36
2018-12-25,53,77.0,,0.77,40.81
2018-12-26,68,77.0,,0.77,52.36
2018-12-27,75,77.0,,0.77,57.75
2018-12-28,63,77.0,,0.77,48.51
2018-12-29,71,77.0,,0.77,54.67
2018-12-30,72,77.0,,0.77,55.44
2018-12-31,76,77.0,,0.77,58.52
2019-01-01,65,77.0,False,0.77,50.050000000000004
2019-01-02,87,77.0,,0.77,66.99
2019-01-03,92,77.0,,0.77,70.84
2019-01-04,96,77.0,,0.77,73.92
2019-01-05,82,77.0,,0.77,63.14
2019-01-06,73,77.0,,0.77,56.21
2019-01-07,73,77.0,,0.77,56.21
2019-01-08,77,77.0,,0.77,59.29
2019-01-09,85,77.0,,0.77,65.45
2019-01-10,74,77.0,,0.77,56.980000000000004
2019-01-11,82,77.0,,0.77,63.14
2019-01-12,88,77.0,,0.77,67.76
2019-01-13,71,77.0,,0.77,54.67
2019-01-14,100,77.0,,0.77,77.0
2019-01-15,89,77.0,,0.77,68.53
2019-01-16,90,77.0,,0.77,69.3
2019-01-17,97,77.0,,0.77,74.69
2019-01-18,81,77.0,,0.77,62.370000000000005
2019-01-19,88,77.0,,0.77,67.76
2019-01-20,73,77.0,,0.77,56.21
2019-01-21,74,77.0,,0.77,56.980000000000004
2019-01-22,94,77.0,,0.77,72.38
2019-01-23,74,77.0,,0.77,56.980000000000004
2019-01-24,80,77.0,,0.77,61.6
2019-01-25,94,77.0,,0.77,72.38
2019-01-26,70,77.0,,0.77,53.9
2019-01-27,91,77.0,,0.77,70.07000000000001
2019-01-28,87,77.0,,0.77,66.99
2019-01-29,80,77.0,,0.77,61.6
2019-01-30,71,77.0,,0.77,54.67
2019-01-31,99,77.0,,0.77,76.23
2019-02-01,94,76.0,False,0.76,71.44
2019-02-02,95,76.0,,0.76,72.2
2019-02-03,81,76.0,,0.76,61.56
2019-02-04,100,76.0,,0.76,76.0
2019-02-05,93,76.0,,0.76,70.68
2019-02-06,99,76.0,,0.76,75.24
2019-02-07,85,76.0,,0.76,64.6
2019-02-08,89,76.0,,0.76,67.64
2019-02-09,96,76.0,,0.76,72.96000000000001
2019-02-10,85,76.0,,0.76,64.6
2019-02-11,69,76.0,,0.76,52.44
2019-02-12,85,76.0,,0.76,64.6
2019-02-13,87,76.0,,0.76,66.12
2019-02-14,84,76.0,,0.76,63.84
2019-02-15,91,76.0,,0.76,69.16
2019-02-16,79,76.0,,0.76,60.04
2019-02-17,92,76.0,,0.76,69.92
2019-02-18,78,76.0,,0.76,59.28
2019-02-19,85,76.0,,0.76,64.6
2019-02-20,73,76.0,,0.76,55.480000000000004
2019-02-21,82,76.0,,0.76,62.32
2019-02-22,95,76.0,,0.76,72.2
2019-02-23,95,76.0,,0.76,72.2
2019-02-24,91,76.0,,0.76,69.16
2019-02-25,87,76.0,,0.76,66.12
2019-02-26,92,76.0,,0.76,69.92
2019-02-27,86,76.0,,0.76,65.36
2019-02-28,91,76.0,,0.76,69.16
2019-03-01,71,83.0,False,0.83,58.93
2019-03-02,64,83.0,,0.83,53.12
2019-03-03,77,83.0,,0.83,63.91
2019-03-04,69,83.0,,0.83,57.269999999999996
2019-03-05,86,83.0,,0.83,71.38
2019-03-06,82,83.0,,0.83,68.06
2019-03-07,76,83.0,,0.83,63.08
2019-03-08,78,83.0,,0.83,64.74
2019-03-09,76,83.0,,0.83,63.08
2019-03-10,76,83.0,,0.83,63.08
2019-03-11,77,83.0,,0.83,63.91
2019-03-12,77,83.0,,0.83,63.91
2019-03-13,72,83.0,,0.83,59.76
2019-03-14,79,83.0,,0.83,65.57
2019-03-15,84,83.0,,0.83,69.72
2019-03-16,83,83.0,,0.83,68.89
2019-03-17,68,83.0,,0.83,56.44
2019-03-18,79,83.0,,0.83,65.57
2019-03-19,84,83.0,,0.83,69.72
2019-03-20,77,83.0,,0.83,63.91
2019-03-21,80,83.0,,0.83,66.39999999999999
2019-03-22,77,83.0,,0.83,63.91
2019-03-23,100,83.0,,0.83,83.0
2019-03-24,83,83.0,,0.83,68.89
2019-03-25,87,83.0,,0.83,72.21
2019-03-26,92,83.0,,0.83,76.36
2019-03-27,76,83.0,,0.83,63.08
2019-03-28,93,83.0,,0.83,77.19
2019-03-29,83,83.0,,0.83,68.89
2019-03-30,89,83.0,,0.83,73.86999999999999
2019-03-31,84,83.0,,0.83,69.72
2019-04-01,87,88.0,False,0.88,76.56
2019-04-02,98,88.0,,0.88,86.24
2019-04-03,100,88.0,,0.88,88.0
2019-04-04,80,88.0,,0.88,70.4
2019-04-05,96,88.0,,0.88,84.48
2019-04-06,83,88.0,,0.88,73.04
2019-04-07,84,88.0,,0.88,73.92
2019-04-08,91,88.0,,0.88,80.08
2019-04-09,73,88.0,,0.88,64.24
2019-04-10,99,88.0,,0.88,87.12
2019-04-11,84,88.0,,0.88,73.92
2019-04-12,81,88.0,,0.88,71.28
2019-04-13,75,88.0,,0.88,66.0
2019-04-14,93,88.0,,0.88,81.84
2019-04-15,79,88.0,,0.88,69.52
2019-04-16,87,88.0,,0.88,76.56
2019-04-17,91,88.0,,0.88,80.08
2019-04-18,83,88.0,,0.88,73.04
2019-04-19,76,88.0,,0.88,66.88
2019-04-20,96,88.0,,0.88,84.48
2019-04-21,80,88.0,,0.88,70.4
2019-04-22,87,88.0,,0.88,76.56
2019-04-23,85,88.0,,0.88,74.8
2019-04-24,91,88.0,,0.88,80.08
2019-04-25,87,88.0,,0.88,76.56
2019-04-26,89,88.0,,0.88,78.32000000000001
2019-04-27,93,88.0,,0.88,81.84
2019-04-28,87,88.0,,0.88,76.56
2019-04-29,77,88.0,,0.88,67.76
2019-04-30,93,88.0,,0.88,81.84
2019-05-01,82,89.0,False,0.89,72.98
2019-05-02,81,89.0,,0.89,72.09
2019-05-03,100,89.0,,0.89,89.0
2019-05-04,89,89.0,,0.89,79.21000000000001
2019-05-05,90,89.0,,0.89,80.1
2019-05-06,83,89.0,,0.89,73.87
2019-05-07,85,89.0,,0.89,75.65
2019-05-08,68,89.0,,0.89,60.52
2019-05-09,76,89.0,,0.89,67.64
2019-05-10,82,89.0,,0.89,72.98
2019-05-11,88,89.0,,0.89,78.32000000000001
2019-05-12,67,89.0,,0.89,59.63
2019-05-13,59,89.0,,0.89,52.51
2019-05-14,73,89.0,,0.89,64.97
2019-05-15,79,89.0,,0.89,70.31
2019-05-16,81,89.0,,0.89,72.09
2019-05-17,75,89.0,,0.89,66.75
2019-05-18,83,89.0,,0.89,73.87
2019-05-19,83,89.0,,0.89,73.87
2019-05-20,80,89.0,,0.89,71.2
2019-05-21,94,89.0,,0.89,83.66
2019-05-22,98,89.0,,0.89,87.22
2019-05-23,78,89.0,,0.89,69.42
2019-05-24,87,89.0,,0.89,77.43
2019-05-25,87,89.0,,0.89,77.43
2019-05-26,76,89.0,,0.89,67.64
2019-05-27,78,89.0,,0.89,69.42
2019-05-28,80,89.0,,0.89,71.2
2019-05-29,78,89.0,,0.89,69.42
2019-05-30,77,89.0,,0.89,68.53
2019-05-31,80,89.0,,0.89,71.2
2019-06-01,97,86.0,False,0.86,83.42
2019-06-02,79,86.0,,0.86,67.94
2019-06-03,79,86.0,,0.86,67.94
2019-06-04,78,86.0,,0.86,67.08
2019-06-05,95,86.0,,0.86,81.7
2019-06-06,88,86.0,,0.86,75.67999999999999
2019-06-07,95,86.0,,0.86,81.7
2019-06-08,83,86.0,,0.86,71.38
2019-06-09,80,86.0,,0.86,68.8
2019-06-10,73,86.0,,0.86,62.78
2019-06-11,84,86.0,,0.86,72.24
2019-06-12,88,86.0,,0.86,75.67999999999999
2019-06-13,82,86.0,,0.86,70.52
2019-06-14,93,86.0,,0.86,79.98
2019-06-15,72,86.0,,0.86,61.92
2019-06-16,84,86.0,,0.86,72.24
2019-06-17,73,86.0,,0.86,62.78
2019-06-18,86,86.0,,0.86,73.96
2019-06-19,77,86.0,,0.86,66.22
2019-06-20,97,86.0,,0.86,83.42
2019-06-21,92,86.0,,0.86,79.12
2019-06-22,81,86.0,,0.86,69.66
2019-06-23,90,86.0,,0.86,77.4
2019-06-24,86,86.0,,0.86,73.96
2019-06-25,76,86.0,,0.86,65.36
2019-06-26,97,86.0,,0.86,83.42
2019-06-27,90,86.0,,0.86,77.4
2019-06-28,100,86.0,,0.86,86.0
2019-06-29,89,86.0,,0.86,76.53999999999999
2019-06-30,92,86.0,,0.86,79.12
2019-07-01,82,100.0,False,1.0,82.0
2019-07-02,86,100.0,,1.0,86.0
2019-07-03,90,100.0,,1.0,90.0
2019-07-04,76,100.0,,1.0,76.0
2019-07-05,74,100.0,,1.0,74.0
2019-07-06,70,100.0,,1.0,70.0
2019-07-07,71,100.0,,1.0,71.0
2019-07-08,77,100.0,,1.0,77.0
2019-07-09,100,100.0,,1.0,100.0
2019-07-10,97,100.0,,1.0,97.0
2019-07-11,98,100.0,,1.0,98.0
2019-07-12,94,100.0,,1.0,94.0
2019-07-13,94,100.0,,1.0,94.0
2019-07-14,84,100.0,,1.0,84.0
2019-07-15,88,100.0,,1.0,88.0
2019-07-16,94,100.0,,1.0,94.0
2019-07-17,89,100.0,,1.0,89.0
2019-07-18,82,100.0,,1.0,82.0
2019-07-19,92,100.0,,1.0,92.0
2019-07-20,89,100.0,,1.0,89.0
2019-07-21,81,100.0,,1.0,81.0
2019-07-22,80,100.0,,1.0,80.0
2019-07-23,76,100.0,,1.0,76.0
2019-07-24,92,100.0,,1.0,92.0
2019-07-25,78,100.0,,1.0,78.0
2019-07-26,73,100.0,,1.0,73.0
2019-07-27,89,100.0,,1.0,89.0
2019-07-28,72,100.0,,1.0,72.0
2019-07-29,78,100.0,,1.0,78.0
2019-07-30,84,100.0,,1.0,84.0
2019-07-31,87,100.0,,1.0,87.0
2019-08-01,91,95.0,False,0.95,86.45
2019-08-02,88,95.0,,0.95,83.6
2019-08-03,89,95.0,,0.95,84.55
2019-08-04,83,95.0,,0.95,78.85
2019-08-05,78,95.0,,0.95,74.1
2019-08-06,82,95.0,,0.95,77.89999999999999
2019-08-07,82,95.0,,0.95,77.89999999999999
2019-08-08,88,95.0,,0.95,83.6
2019-08-09,99,95.0,,0.95,94.05
2019-08-10,86,95.0,,0.95,81.7
2019-08-11,96,95.0,,0.95,91.19999999999999
2019-08-12,91,95.0,,0.95,86.45
2019-08-13,90,95.0,,0.95,85.5
2019-08-14,100,95.0,,0.95,95.0
2019-08-15,84,95.0,,0.95,79.8
2019-08-16,88,95.0,,0.95,83.6
2019-08-17,91,95.0,,0.95,86.45
2019-08-18,87,95.0,,0.95,82.64999999999999
2019-08-19,81,95.0,,0.95,76.95
2019-08-20,85,95.0,,0.95,80.75
2019-08-21,81,95.0,,0.95,76.95
2019-08-22,80,95.0,,0.95,76.0
2019-08-23,94,95.0,,0.95,89.3
2019-08-24,82,95.0,,0.95,77.89999999999999
2019-08-25,71,95.0,,0.95,67.45
2019-08-26,82,95.0,,0.95,77.89999999999999
