date,IBM_unscaled,IBM_monthly,isPartial,scale,IBM
2018-01-02,44,98.0,,0.98,43.12
2018-01-03,58,98.0,,0.98,56.839999999999996
2018-01-04,60,98.0,,0.98,58.8
2018-01-05,51,98.0,,0.98,49.98
2018-01-06,26,98.0,,0.98,25.48
2018-01-07,22,98.0,,0.98,21.56
2018-01-08,49,98.0,,0.98,48.019999999999996
2018-01-09,53,98.0,,0.98,51.94
2018-01-10,58,98.0,,0.98,56.839999999999996
2018-01-11,59,98.0,,0.98,57.82
2018-01-12,57,98.0,,0.98,55.86
2018-01-13,27,98.0,,0.98,26.46
2018-01-14,30,98.0,,0.98,29.4
2018-01-15,43,98.0,,0.98,42.14
2018-01-16,62,98.0,,0.98,60.76
2018-01-17,66,98.0,,0.98,64.67999999999999
2018-01-18,100,98.0,,0.98,98.0
2018-01-19,92,98.0,,0.98,90.16
2018-01-20,34,98.0,,0.98,33.32
2018-01-21,36,98.0,,0.98,35.28
2018-01-22,60,98.0,,0.98,58.8
2018-01-23,68,98.0,,0.98,66.64
2018-01-24,66,98.0,,0.98,64.67999999999999
2018-01-25,58,98.0,,0.98,56.839999999999996
2018-01-26,57,98.0,,0.98,55.86
2018-01-27,27,98.0,,0.98,26.46
2018-01-28,22,98.0,,0.98,21.56
2018-01-29,51,98.0,,0.98,49.98
2018-01-30,56,98.0,,0.98,54.879999999999995
2018-01-31,64,98.0,,0.98,62.72
2018-02-01,84,90.0,False,0.9,75.60000000000001
2018-02-02,80,90.0,,0.9,72.0
2018-02-03,40,90.0,,0.9,36.0
2018-02-04,33,90.0,,0.9,29.7
2018-02-05,71,90.0,,0.9,63.9
2018-02-06,99,90.0,,0.9,89.10000000000001
2018-02-07,87,90.0,,0.9,78.3
2018-02-08,86,90.0,,0.9,77.4
2018-02-09,87,90.0,,0.9,78.3
2018-02-10,44,90.0,,0.9,39.6
2018-02-11,37,90.0,,0.9,33.300000000000004
2018-02-12,78,90.0,,0.9,70.2
2018-02-13,85,90.0,,0.9,76.5
2018-02-14,83,90.0,,0.9,74.7
2018-02-15,100,90.0,,0.9,90.0
2018-02-16,81,90.0,,0.9,72.9
2018-02-17,36,90.0,,0.9,32.4
2018-02-18,32,90.0,,0.9,28.8
2018-02-19,56,90.0,,0.9,50.4
2018-02-20,76,90.0,,0.9,68.4
2018-02-21,80,90.0,,0.9,72.0
2018-02-22,80,90.0,,0.9,72.0
2018-02-23,76,90.0,,0.9,68.4
2018-02-24,40,90.0,,0.9,36.0
2018-02-25,35,90.0,,0.9,31.5
2018-02-26,71,90.0,,0.9,63.9
2018-02-27,78,90.0,,0.9,70.2
2018-02-28,80,90.0,,0.9,72.0
2018-03-01,89,90.0,False,0.9,80.10000000000001
2018-03-02,82,90.0,,0.9,73.8
2018-03-03,41,90.0,,0.9,36.9
2018-03-04,35,90.0,,0.9,31.5
2018-03-05,81,90.0,,0.9,72.9
2018-03-06,94,90.0,,0.9,84.60000000000001
2018-03-07,91,90.0,,0.9,81.9
2018-03-08,89,90.0,,0.9,80.10000000000001
2018-03-09,79,90.0,,0.9,71.10000000000001
2018-03-10,37,90.0,,0.9,33.300000000000004
2018-03-11,35,90.0,,0.9,31.5
2018-03-12,85,90.0,,0.9,76.5
2018-03-13,93,90.0,,0.9,83.7
2018-03-14,83,90.0,,0.9,74.7
2018-03-15,90,90.0,,0.9,81.0
2018-03-16,77,90.0,,0.9,69.3
2018-03-17,41,90.0,,0.9,36.9
2018-03-18,36,90.0,,0.9,32.4
2018-03-19,86,90.0,,0.9,77.4
2018-03-20,100,90.0,,0.9,90.0
2018-03-21,92,90.0,,0.9,82.8
2018-03-22,98,90.0,,0.9,88.2
2018-03-23,95,90.0,,0.9,85.5
2018-03-24,42,90.0,,0.9,37.800000000000004
2018-03-25,37,90.0,,0.9,33.300000000000004
2018-03-26,93,90.0,,0.9,83.7
2018-03-27,88,90.0,,0.9,79.2
2018-03-28,100,90.0,,0.9,90.0
2018-03-29,89,90.0,,0.9,80.10000000000001
2018-03-30,76,90.0,,0.9,68.4
2018-03-31,36,90.0,,0.9,32.4
2018-04-01,25,90.0,False,0.9,22.5
2018-04-02,57,90.0,,0.9,51.300000000000004
2018-04-03,61,90.0,,0.9,54.9
2018-04-04,54,90.0,,0.9,48.6
2018-04-05,60,90.0,,0.9,54.0
2018-04-06,53,90.0,,0.9,47.7
2018-04-07,29,90.0,,0.9,26.1
2018-04-08,28,90.0,,0.9,25.2
2018-04-09,56,90.0,,0.9,50.4
2018-04-10,61,90.0,,0.9,54.9
2018-04-11,61,90.0,,0.9,54.9
2018-04-12,62,90.0,,0.9,55.800000000000004
2018-04-13,53,90.0,,0.9,47.7
2018-04-14,25,90.0,,0.9,22.5
2018-04-15,26,90.0,,0.9,23.400000000000002
2018-04-16,57,90.0,,0.9,51.300000000000004
2018-04-17,83,90.0,,0.9,74.7
2018-04-18,100,90.0,,0.9,90.0
2018-04-19,72,90.0,,0.9,64.8
2018-04-20,62,90.0,,0.9,55.800000000000004
2018-04-21,32,90.0,,0.9,28.8
2018-04-22,27,90.0,,0.9,24.3
2018-04-23,56,90.0,,0.9,50.4
2018-04-24,66,90.0,,0.9,59.4
2018-04-25,59,90.0,,0.9,53.1
2018-04-26,52,90.0,,0.9,46.800000000000004
2018-04-27,46,90.0,,0.9,41.4
2018-04-28,22,90.0,,0.9,19.8
2018-04-29,23,90.0,,0.9,20.7
2018-04-30,52,90.0,,0.9,46.800000000000004
2018-05-01,89,81.0,False,0.81,72.09
2018-05-02,90,81.0,,0.81,72.9
2018-05-03,92,81.0,,0.81,74.52000000000001
2018-05-04,90,81.0,,0.81,72.9
2018-05-05,47,81.0,,0.81,38.07
2018-05-06,38,81.0,,0.81,30.78
2018-05-07,88,81.0,,0.81,71.28
2018-05-08,91,81.0,,0.81,73.71000000000001
2018-05-09,100,81.0,,0.81,81.0
2018-05-10,96,81.0,,0.81,77.76
2018-05-11,83,81.0,,0.81,67.23
2018-05-12,41,81.0,,0.81,33.21
2018-05-13,35,81.0,,0.81,28.35
2018-05-14,97,81.0,,0.81,78.57000000000001
2018-05-15,81,81.0,,0.81,65.61
2018-05-16,80,81.0,,0.81,64.80000000000001
2018-05-17,84,81.0,,0.81,68.04
2018-05-18,68,81.0,,0.81,55.080000000000005
2018-05-19,31,81.0,,0.81,25.110000000000003
2018-05-20,43,81.0,,0.81,34.830000000000005
2018-05-21,93,81.0,,0.81,75.33
2018-05-22,79,81.0,,0.81,63.99
2018-05-23,90,81.0,,0.81,72.9
2018-05-24,99,81.0,,0.81,80.19000000000001
2018-05-25,79,81.0,,0.81,63.99
2018-05-26,32,81.0,,0.81,25.92
2018-05-27,42,81.0,,0.81,34.02
2018-05-28,43,81.0,,0.81,34.830000000000005
2018-05-29,82,81.0,,0.81,66.42
2018-05-30,86,81.0,,0.81,69.66000000000001
2018-05-31,88,81.0,,0.81,71.28
2018-06-01,82,80.0,False,0.8,65.60000000000001
2018-06-02,35,80.0,,0.8,28.0
2018-06-03,42,80.0,,0.8,33.6
2018-06-04,91,80.0,,0.8,72.8
2018-06-05,96,80.0,,0.8,76.80000000000001
2018-06-06,89,80.0,,0.8,71.2
2018-06-07,95,80.0,,0.8,76.0
2018-06-08,87,80.0,,0.8,69.60000000000001
2018-06-09,44,80.0,,0.8,35.2
2018-06-10,35,80.0,,0.8,28.0
2018-06-11,91,80.0,,0.8,72.8
2018-06-12,97,80.0,,0.8,77.60000000000001
2018-06-13,92,80.0,,0.8,73.60000000000001
2018-06-14,92,80.0,,0.8,73.60000000000001
2018-06-15,75,80.0,,0.8,60.0
2018-06-16,40,80.0,,0.8,32.0
2018-06-17,36,80.0,,0.8,28.8
2018-06-18,84,80.0,,0.8,67.2
2018-06-19,100,80.0,,0.8,80.0
2018-06-20,100,80.0,,0.8,80.0
2018-06-21,88,80.0,,0.8,70.4
2018-06-22,84,80.0,,0.8,67.2
2018-06-23,43,80.0,,0.8,34.4
2018-06-24,36,80.0,,0.8,28.8
2018-06-25,86,80.0,,0.8,68.8
2018-06-26,96,80.0,,0.8,76.80000000000001
2018-06-27,93,80.0,,0.8,74.4
2018-06-28,90,80.0,,0.8,72.0
2018-06-29,73,80.0,,0.8,58.400000000000006
2018-06-30,41,80.0,,0.8,32.800000000000004
2018-07-01,25,79.0,False,0.79,19.75
2018-07-02,59,79.0,,0.79,46.61
2018-07-03,62,79.0,,0.79,48.980000000000004
2018-07-04,29,79.0,,0.79,22.91
2018-07-05,60,79.0,,0.79,47.400000000000006
2018-07-06,54,79.0,,0.79,42.660000000000004
2018-07-07,25,79.0,,0.79,19.75
2018-07-08,24,79.0,,0.79,18.96
2018-07-09,68,79.0,,0.79,53.72
2018-07-10,70,79.0,,0.79,55.300000000000004
2018-07-11,61,79.0,,0.79,48.190000000000005
2018-07-12,72,79.0,,0.79,56.88
2018-07-13,66,79.0,,0.79,52.14
2018-07-14,28,79.0,,0.79,22.12
2018-07-15,32,79.0,,0.79,25.28
2018-07-16,65,79.0,,0.79,51.35
2018-07-17,77,79.0,,0.79,60.830000000000005
2018-07-18,99,79.0,,0.79,78.21000000000001
2018-07-19,100,79.0,,0.79,79.0
2018-07-20,60,79.0,,0.79,47.400000000000006
2018-07-21,27,79.0,,0.79,21.330000000000002
2018-07-22,28,79.0,,0.79,22.12
2018-07-23,71,79.0,,0.79,56.09
2018-07-24,75,79.0,,0.79,59.25
2018-07-25,65,79.0,,0.79,51.35
2018-07-26,69,79.0,,0.79,54.510000000000005
2018-07-27,68,79.0,,0.79,53.72
2018-07-28,31,79.0,,0.79,24.490000000000002
2018-07-29,26,79.0,,0.79,20.54
2018-07-30,68,79.0,,0.79,53.72
2018-07-31,65,79.0,,0.79,51.35
2018-08-01,98,79.0,False,0.79,77.42
2018-08-02,85,79.0,,0.79,67.15
2018-08-03,100,79.0,,0.79,79.0
2018-08-04,38,79.0,,0.79,30.020000000000003
2018-08-05,38,79.0,,0.79,30.020000000000003
2018-08-06,98,79.0,,0.79,77.42
2018-08-07,91,79.0,,0.79,71.89
2018-08-08,94,79.0,,0.79,74.26
2018-08-09,87,79.0,,0.79,68.73
2018-08-10,81,79.0,,0.79,63.99
2018-08-11,41,79.0,,0.79,32.39
2018-08-12,39,79.0,,0.79,30.810000000000002
2018-08-13,87,79.0,,0.79,68.73
2018-08-14,92,79.0,,0.79,72.68
2018-08-15,89,79.0,,0.79,70.31
2018-08-16,92,79.0,,0.79,72.68
2018-08-17,87,79.0,,0.79,68.73
2018-08-18,36,79.0,,0.79,28.44
2018-08-19,35,79.0,,0.79,27.650000000000002
2018-08-20,85,79.0,,0.79,67.15
2018-08-21,90,79.0,,0.79,71.10000000000001
2018-08-22,96,79.0,,0.79,75.84
2018-08-23,91,79.0,,0.79,71.89
2018-08-24,79,79.0,,0.79,62.410000000000004
2018-08-25,34,79.0,,0.79,26.86
2018-08-26,35,79.0,,0.79,27.650000000000002
2018-08-27,90,79.0,,0.79,71.10000000000001
2018-08-28,98,79.0,,0.79,77.42
2018-08-29,99,79.0,,0.79,78.21000000000001
2018-08-30,91,79.0,,0.79,71.89
2018-08-31,74,79.0,,0.79,58.46
2018-09-01,33,75.0,False,0.75,24.75
2018-09-02,31,75.0,,0.75,23.25
2018-09-03,44,75.0,,0.75,33.0
2018-09-04,90,75.0,,0.75,67.5
2018-09-05,88,75.0,,0.75,66.0
2018-09-06,84,75.0,,0.75,63.0
2018-09-07,81,75.0,,0.75,60.75
2018-09-08,43,75.0,,0.75,32.25
2018-09-09,34,75.0,,0.75,25.5
2018-09-10,86,75.0,,0.75,64.5
2018-09-11,84,75.0,,0.75,63.0
2018-09-12,87,75.0,,0.75,65.25
2018-09-13,92,75.0,,0.75,69.0
2018-09-14,77,75.0,,0.75,57.75
2018-09-15,39,75.0,,0.75,29.25
2018-09-16,36,75.0,,0.75,27.0
2018-09-17,91,75.0,,0.75,68.25
2018-09-18,100,75.0,,0.75,75.0
2018-09-19,90,75.0,,0.75,67.5
2018-09-20,97,75.0,,0.75,72.75
2018-09-21,78,75.0,,0.75,58.5
2018-09-22,39,75.0,,0.75,29.25
2018-09-23,36,75.0,,0.75,27.0
2018-09-24,84,75.0,,0.75,63.0
2018-09-25,87,75.0,,0.75,65.25
2018-09-26,97,75.0,,0.75,72.75
2018-09-27,92,75.0,,0.75,69.0
2018-09-28,80,75.0,,0.75,60.0
2018-09-29,32,75.0,,0.75,24.0
2018-09-30,39,75.0,,0.75,29.25
2018-10-01,29,96.0,False,0.96,27.84
2018-10-02,32,96.0,,0.96,30.72
2018-10-03,31,96.0,,0.96,29.759999999999998
2018-10-04,30,96.0,,0.96,28.799999999999997
2018-10-05,29,96.0,,0.96,27.84
2018-10-06,12,96.0,,0.96,11.52
2018-10-07,12,96.0,,0.96,11.52
2018-10-08,28,96.0,,0.96,26.88
2018-10-09,34,96.0,,0.96,32.64
2018-10-10,33,96.0,,0.96,31.68
2018-10-11,35,96.0,,0.96,33.6
2018-10-12,29,96.0,,0.96,27.84
2018-10-13,14,96.0,,0.96,13.44
2018-10-14,13,96.0,,0.96,12.48
2018-10-15,32,96.0,,0.96,30.72
2018-10-16,49,96.0,,0.96,47.04
2018-10-17,46,96.0,,0.96,44.16
2018-10-18,41,96.0,,0.96,39.36
2018-10-19,31,96.0,,0.96,29.759999999999998
2018-10-20,14,96.0,,0.96,13.44
2018-10-21,13,96.0,,0.96,12.48
2018-10-22,32,96.0,,0.96,30.72
2018-10-23,33,96.0,,0.96,31.68
2018-10-24,34,96.0,,0.96,32.64
2018-10-25,36,96.0,,0.96,34.56
2018-10-26,29,96.0,,0.96,27.84
2018-10-27,14,96.0,,0.96,13.44
2018-10-28,39,96.0,,0.96,37.44
2018-10-29,100,96.0,,0.96,96.0
2018-10-30,51,96.0,,0.96,48.96
2018-10-31,42,96.0,,0.96,40.32
2018-11-01,100,77.0,False,0.77,77.0
2018-11-02,84,77.0,,0.77,64.68
2018-11-03,51,77.0,,0.77,39.27
2018-11-04,34,77.0,,0.77,26.18
2018-11-05,92,77.0,,0.77,70.84
2018-11-06,91,77.0,,0.77,70.07000000000001
2018-11-07,79,77.0,,0.77,60.83
2018-11-08,91,77.0,,0.77,70.07000000000001
2018-11-09,87,77.0,,0.77,66.99
2018-11-10,34,77.0,,0.77,26.18
2018-11-11,30,77.0,,0.77,23.1
2018-11-12,75,77.0,,0.77,57.75
2018-11-13,85,77.0,,0.77,65.45
2018-11-14,81,77.0,,0.77,62.370000000000005
2018-11-15,78,77.0,,0.77,60.06
2018-11-16,70,77.0,,0.77,53.9
2018-11-17,31,77.0,,0.77,23.87
2018-11-18,26,77.0,,0.77,20.02
2018-11-19,70,77.0,,0.77,53.9
2018-11-20,78,77.0,,0.77,60.06
2018-11-21,58,77.0,,0.77,44.660000000000004
2018-11-22,32,77.0,,0.77,24.64
2018-11-23,38,77.0,,0.77,29.26
2018-11-24,28,77.0,,0.77,21.560000000000002
2018-11-25,28,77.0,,0.77,21.560000000000002
2018-11-26,70,77.0,,0.77,53.9
2018-11-27,74,77.0,,0.77,56.980000000000004
2018-11-28,80,77.0,,0.77,61.6
2018-11-29,82,77.0,,0.77,63.14
2018-11-30,78,77.0,,0.77,60.06
2018-12-01,46,67.0,False,0.67,30.82
2018-12-02,35,67.0,,0.67,23.450000000000003
2018-12-03,97,67.0,,0.67,64.99000000000001
2018-12-04,96,67.0,,0.67,64.32000000000001
2018-12-05,93,67.0,,0.67,62.31
2018-12-06,100,67.0,,0.67,67.0
2018-12-07,100,67.0,,0.67,67.0
2018-12-08,52,67.0,,0.67,34.84
2018-12-09,45,67.0,,0.67,30.150000000000002
2018-12-10,81,67.0,,0.67,54.27
2018-12-11,89,67.0,,0.67,59.63
2018-12-12,93,67.0,,0.67,62.31
2018-12-13,99,67.0,,0.67,66.33
2018-12-14,85,67.0,,0.67,56.95
2018-12-15,31,67.0,,0.67,20.77
2018-12-16,34,67.0,,0.67,22.78
2018-12-17,80,67.0,,0.67,53.6
2018-12-18,95,67.0,,0.67,63.650000000000006
2018-12-19,89,67.0,,0.67,59.63
2018-12-20,90,67.0,,0.67,60.300000000000004
2018-12-21,82,67.0,,0.67,54.940000000000005
2018-12-22,42,67.0,,0.67,28.14
2018-12-23,30,67.0,,0.67,20.1
2018-12-24,44,67.0,,0.67,29.48
2018-12-25,29,67.0,,0.67,19.43
2018-12-26,69,67.0,,0.67,46.230000000000004
2018-12-27,70,67.0,,0.67,46.900000000000006
2018-12-28,77,67.0,,0.67,51.59
2018-12-29,38,67.0,,0.67,25.46
2018-12-30,30,67.0,,0.67,20.1
2018-12-31,49,67.0,,0.67,32.830000000000005
2019-01-01,22,85.0,False,0.85,18.7
2019-01-02,53,85.0,,0.85,45.05
2019-01-03,60,85.0,,0.85,51.0
2019-01-04,63,85.0,,0.85,53.55
2019-01-05,31,85.0,,0.85,26.349999999999998
2019-01-06,19,85.0,,0.85,16.15
2019-01-07,55,85.0,,0.85,46.75
2019-01-08,63,85.0,,0.85,53.55
2019-01-09,68,85.0,,0.85,57.8
2019-01-10,68,85.0,,0.85,57.8
2019-01-11,59,85.0,,0.85,50.15
2019-01-12,20,85.0,,0.85,17.0
2019-01-13,30,85.0,,0.85,25.5
2019-01-14,60,85.0,,0.85,51.0
2019-01-15,62,85.0,,0.85,52.699999999999996
2019-01-16,69,85.0,,0.85,58.65
2019-01-17,63,85.0,,0.85,53.55
2019-01-18,61,85.0,,0.85,51.85
2019-01-19,24,85.0,,0.85,20.4
2019-01-20,39,85.0,,0.85,33.15
2019-01-21,43,85.0,,0.85,36.55
2019-01-22,91,85.0,,0.85,77.35
2019-01-23,100,85.0,,0.85,85.0
2019-01-24,81,85.0,,0.85,68.85
2019-01-25,62,85.0,,0.85,52.699999999999996
2019-01-26,28,85.0,,0.85,23.8
2019-01-27,28,85.0,,0.85,23.8
2019-01-28,57,85.0,,0.85,48.449999999999996
2019-01-29,68,85.0,,0.85,57.8
2019-01-30,64,85.0,,0.85,54.4
2019-01-31,63,85.0,,0.85,53.55
2019-02-01,90,83.0,False,0.83,74.7
2019-02-02,42,83.0,,0.83,34.86
2019-02-03,29,83.0,,0.83,24.07
2019-02-04,79,83.0,,0.83,65.57
2019-02-05,91,83.0,,0.83,75.53
2019-02-06,87,83.0,,0.83,72.21
2019-02-07,86,83.0,,0.83,71.38
2019-02-08,96,83.0,,0.83,79.67999999999999
2019-02-09,40,83.0,,0.83,33.199999999999996
2019-02-10,41,83.0,,0.83,34.03
2019-02-11,90,83.0,,0.83,74.7
2019-02-12,93,83.0,,0.83,77.19
2019-02-13,98,83.0,,0.83,81.33999999999999
2019-02-14,100,83.0,,0.83,83.0
2019-02-15,92,83.0,,0.83,76.36
2019-02-16,41,83.0,,0.83,34.03
2019-02-17,30,83.0,,0.83,24.9
2019-02-18,68,83.0,,0.83,56.44
2019-02-19,87,83.0,,0.83,72.21
2019-02-20,92,83.0,,0.83,76.36
2019-02-21,96,83.0,,0.83,79.67999999999999
2019-02-22,92,83.0,,0.83,76.36
2019-02-23,74,83.0,,0.83,61.419999999999995
2019-02-24,44,83.0,,0.83,36.519999999999996
2019-02-25,88,83.0,,0.83,73.03999999999999
2019-02-26,86,83.0,,0.83,71.38
2019-02-27,86,83.0,,0.83,71.38
2019-02-28,78,83.0,,0.83,64.74
2019-03-01,78,78.0,False,0.78,60.84
2019-03-02,38,78.0,,0.78,29.64
2019-03-03,38,78.0,,0.78,29.64
2019-03-04,78,78.0,,0.78,60.84
2019-03-05,86,78.0,,0.78,67.08
2019-03-06,100,78.0,,0.78,78.0
2019-03-07,93,78.0,,0.78,72.54
2019-03-08,80,78.0,,0.78,62.400000000000006
2019-03-09,32,78.0,,0.78,24.96
2019-03-10,35,78.0,,0.78,27.3
2019-03-11,85,78.0,,0.78,66.3
2019-03-12,97,78.0,,0.78,75.66
2019-03-13,88,78.0,,0.78,68.64
2019-03-14,86,78.0,,0.78,67.08
2019-03-15,81,78.0,,0.78,63.18
2019-03-16,43,78.0,,0.78,33.54
2019-03-17,30,78.0,,0.78,23.400000000000002
2019-03-18,79,78.0,,0.78,61.620000000000005
2019-03-19,87,78.0,,0.78,67.86
2019-03-20,86,78.0,,0.78,67.08
2019-03-21,77,78.0,,0.78,60.06
2019-03-22,79,78.0,,0.78,61.620000000000005
2019-03-23,36,78.0,,0.78,28.080000000000002
2019-03-24,34,78.0,,0.78,26.52
2019-03-25,78,78.0,,0.78,60.84
2019-03-26,88,78.0,,0.78,68.64
2019-03-27,87,78.0,,0.78,67.86
2019-03-28,95,78.0,,0.78,74.10000000000001
2019-03-29,73,78.0,,0.78,56.940000000000005
2019-03-30,44,78.0,,0.78,34.32
2019-03-31,42,78.0,,0.78,32.76
2019-04-01,84,78.0,False,0.78,65.52
2019-04-02,81,78.0,,0.78,63.18
2019-04-03,84,78.0,,0.78,65.52
2019-04-04,85,78.0,,0.78,66.3
2019-04-05,74,78.0,,0.78,57.72
2019-04-06,37,78.0,,0.78,28.86
2019-04-07,28,78.0,,0.78,21.84
2019-04-08,66,78.0,,0.78,51.480000000000004
2019-04-09,73,78.0,,0.78,56.940000000000005
2019-04-10,77,78.0,,0.78,60.06
2019-04-11,90,78.0,,0.78,70.2
2019-04-12,70,78.0,,0.78,54.6
2019-04-13,34,78.0,,0.78,26.52
2019-04-14,37,78.0,,0.78,28.86
2019-04-15,72,78.0,,0.78,56.160000000000004
2019-04-16,98,78.0,,0.78,76.44
2019-04-17,100,78.0,,0.78,78.0
2019-04-18,82,78.0,,0.78,63.96
2019-04-19,56,78.0,,0.78,43.68
2019-04-20,30,78.0,,0.78,23.400000000000002
2019-04-21,29,78.0,,0.78,22.62
2019-04-22,69,78.0,,0.78,53.82
2019-04-23,75,78.0,,0.78,58.5
2019-04-24,77,78.0,,0.78,60.06
2019-04-25,83,78.0,,0.78,64.74000000000001
2019-04-26,68,78.0,,0.78,53.04
2019-04-27,27,78.0,,0.78,21.060000000000002
2019-04-28,25,78.0,,0.78,19.5
2019-04-29,71,78.0,,0.78,55.38
2019-04-30,79,78.0,,0.78,61.620000000000005
2019-05-01,99,73.0,False,0.73,72.27
2019-05-02,87,73.0,,0.73,63.51
2019-05-03,72,73.0,,0.73,52.56
2019-05-04,65,73.0,,0.73,47.449999999999996
2019-05-05,48,73.0,,0.73,35.04
2019-05-06,97,73.0,,0.73,70.81
2019-05-07,93,73.0,,0.73,67.89
2019-05-08,84,73.0,,0.73,61.32
2019-05-09,95,73.0,,0.73,69.35
2019-05-10,79,73.0,,0.73,57.67
2019-05-11,33,73.0,,0.73,24.09
2019-05-12,34,73.0,,0.73,24.82
2019-05-13,100,73.0,,0.73,73.0
2019-05-14,93,73.0,,0.73,67.89
2019-05-15,89,73.0,,0.73,64.97
2019-05-16,90,73.0,,0.73,65.7
2019-05-17,77,73.0,,0.73,56.21
2019-05-18,34,73.0,,0.73,24.82
2019-05-19,30,73.0,,0.73,21.9
2019-05-20,77,73.0,,0.73,56.21
2019-05-21,84,73.0,,0.73,61.32
2019-05-22,88,73.0,,0.73,64.24
2019-05-23,93,73.0,,0.73,67.89
2019-05-24,82,73.0,,0.73,59.86
2019-05-25,25,73.0,,0.73,18.25
2019-05-26,28,73.0,,0.73,20.439999999999998
2019-05-27,31,73.0,,0.73,22.63
2019-05-28,80,73.0,,0.73,58.4
2019-05-29,86,73.0,,0.73,62.78
2019-05-30,90,73.0,,0.73,65.7
2019-05-31,74,73.0,,0.73,54.019999999999996
2019-06-01,32,71.0,False,0.71,22.72
2019-06-02,34,71.0,,0.71,24.14
2019-06-03,76,71.0,,0.71,53.959999999999994
2019-06-04,86,71.0,,0.71,61.059999999999995
2019-06-05,86,71.0,,0.71,61.059999999999995
2019-06-06,85,71.0,,0.71,60.349999999999994
2019-06-07,96,71.0,,0.71,68.16
2019-06-08,40,71.0,,0.71,28.4
2019-06-09,37,71.0,,0.71,26.27
2019-06-10,89,71.0,,0.71,63.19
2019-06-11,90,71.0,,0.71,63.9
2019-06-12,89,71.0,,0.71,63.19
2019-06-13,94,71.0,,0.71,66.74
2019-06-14,72,71.0,,0.71,51.12
2019-06-15,47,71.0,,0.71,33.37
2019-06-16,32,71.0,,0.71,22.72
2019-06-17,90,71.0,,0.71,63.9
2019-06-18,94,71.0,,0.71,66.74
2019-06-19,100,71.0,,0.71,71.0
2019-06-20,88,71.0,,0.71,62.48
2019-06-21,86,71.0,,0.71,61.059999999999995
2019-06-22,33,71.0,,0.71,23.43
2019-06-23,33,71.0,,0.71,23.43
2019-06-24,87,71.0,,0.71,61.769999999999996
2019-06-25,86,71.0,,0.71,61.059999999999995
2019-06-26,83,71.0,,0.71,58.93
2019-06-27,95,71.0,,0.71,67.45
2019-06-28,76,71.0,,0.71,53.959999999999994
2019-06-29,32,71.0,,0.71,22.72
2019-06-30,31,71.0,,0.71,22.009999999999998
2019-07-01,70,76.0,False,0.76,53.2
2019-07-02,63,76.0,,0.76,47.88
2019-07-03,59,76.0,,0.76,44.84
2019-07-04,31,76.0,,0.76,23.56
2019-07-05,39,76.0,,0.76,29.64
2019-07-06,25,76.0,,0.76,19.0
2019-07-07,23,76.0,,0.76,17.48
2019-07-08,59,76.0,,0.76,44.84
2019-07-09,88,76.0,,0.76,66.88
2019-07-10,78,76.0,,0.76,59.28
2019-07-11,76,76.0,,0.76,57.76
2019-07-12,68,76.0,,0.76,51.68
2019-07-13,27,76.0,,0.76,20.52
2019-07-14,35,76.0,,0.76,26.6
2019-07-15,65,76.0,,0.76,49.4
2019-07-16,78,76.0,,0.76,59.28
2019-07-17,100,76.0,,0.76,76.0
2019-07-18,96,76.0,,0.76,72.96000000000001
2019-07-19,77,76.0,,0.76,58.52
2019-07-20,27,76.0,,0.76,20.52
2019-07-21,24,76.0,,0.76,18.240000000000002
2019-07-22,66,76.0,,0.76,50.160000000000004
2019-07-23,67,76.0,,0.76,50.92
2019-07-24,62,76.0,,0.76,47.12
2019-07-25,69,76.0,,0.76,52.44
2019-07-26,52,76.0,,0.76,39.52
2019-07-27,28,76.0,,0.76,21.28
2019-07-28,25,76.0,,0.76,19.0
2019-07-29,52,76.0,,0.76,39.52
2019-07-30,62,76.0,,0.76,47.12
2019-07-31,64,76.0,,0.76,48.64
2019-08-01,100,70.0,False,0.7,70.0
2019-08-02,80,70.0,,0.7,56.0
2019-08-03,32,70.0,,0.7,22.4
2019-08-04,30,70.0,,0.7,21.0
2019-08-05,81,70.0,,0.7,56.699999999999996
2019-08-06,85,70.0,,0.7,59.49999999999999
2019-08-07,90,70.0,,0.7,62.99999999999999
2019-08-08,89,70.0,,0.7,62.3
2019-08-09,82,70.0,,0.7,57.4
2019-08-10,50,70.0,,0.7,35.0
2019-08-11,39,70.0,,0.7,27.299999999999997
2019-08-12,83,70.0,,0.7,58.099999999999994
2019-08-13,99,70.0,,0.7,69.3
2019-08-14,92,70.0,,0.7,64.39999999999999
2019-08-15,97,70.0,,0.7,67.89999999999999
2019-08-16,86,70.0,,0.7,60.199999999999996
2019-08-17,37,70.0,,0.7,25.9
2019-08-18,38,70.0,,0.7,26.599999999999998
2019-08-19,98,70.0,,0.7,68.6
2019-08-20,98,70.0,,0.7,68.6
2019-08-21,91,70.0,,0.7,63.699999999999996
2019-08-22,86,70.0,,0.7,60.199999999999996
2019-08-23,89,70.0,,0.7,62.3
2019-08-24,33,70.0,,0.7,23.099999999999998
2019-08-25,37,70.0,,0.7,25.9
2019-08-26,89,70.0,,0.7,62.3
2019-08-27,78,70.0,,0.7,54.599999999999994
2019-08-28,82,70.0,,0.7,57.4
2019-08-29,91,70.0,,0.7,63.699999999999996
2019-08-30,73,70.0,,0.7,51.099999999999994
2019-08-31,33,70.0,,0.7,23.099999999999998
2019-09-01,33,72.0,False,0.72,23.759999999999998
