date,MORE_unscaled,MORE_monthly,isPartial,scale,MORE
2017-12-30,63,73.0,,0.73,45.99
2017-12-31,65,73.0,,0.73,47.449999999999996
2018-01-01,64,75.0,False,0.75,48.0
2018-01-02,69,75.0,,0.75,51.75
2018-01-03,73,75.0,,0.75,54.75
2018-01-04,74,75.0,,0.75,55.5
2018-01-05,73,75.0,,0.75,54.75
2018-01-06,66,75.0,,0.75,49.5
2018-01-07,70,75.0,,0.75,52.5
2018-01-08,73,75.0,,0.75,54.75
2018-01-09,83,75.0,,0.75,62.25
2018-01-10,85,75.0,,0.75,63.75
2018-01-11,86,75.0,,0.75,64.5
2018-01-12,83,75.0,,0.75,62.25
2018-01-13,69,75.0,,0.75,51.75
2018-01-14,66,75.0,,0.75,49.5
2018-01-15,79,75.0,,0.75,59.25
2018-01-16,84,75.0,,0.75,63.0
2018-01-17,88,75.0,,0.75,66.0
2018-01-18,94,75.0,,0.75,70.5
2018-01-19,85,75.0,,0.75,63.75
2018-01-20,71,75.0,,0.75,53.25
2018-01-21,74,75.0,,0.75,55.5
2018-01-22,91,75.0,,0.75,68.25
2018-01-23,95,75.0,,0.75,71.25
2018-01-24,97,75.0,,0.75,72.75
2018-01-25,94,75.0,,0.75,70.5
2018-01-26,90,75.0,,0.75,67.5
2018-01-27,73,75.0,,0.75,54.75
2018-01-28,79,75.0,,0.75,59.25
2018-01-29,94,75.0,,0.75,70.5
2018-01-30,95,75.0,,0.75,71.25
2018-01-31,100,75.0,,0.75,75.0
2018-02-01,91,81.0,False,0.81,73.71000000000001
2018-02-02,92,81.0,,0.81,74.52000000000001
2018-02-03,70,81.0,,0.81,56.7
2018-02-04,74,81.0,,0.81,59.940000000000005
2018-02-05,84,81.0,,0.81,68.04
2018-02-06,92,81.0,,0.81,74.52000000000001
2018-02-07,89,81.0,,0.81,72.09
2018-02-08,90,81.0,,0.81,72.9
2018-02-09,85,81.0,,0.81,68.85000000000001
2018-02-10,68,81.0,,0.81,55.080000000000005
2018-02-11,76,81.0,,0.81,61.56
2018-02-12,88,81.0,,0.81,71.28
2018-02-13,92,81.0,,0.81,74.52000000000001
2018-02-14,93,81.0,,0.81,75.33
2018-02-15,93,81.0,,0.81,75.33
2018-02-16,90,81.0,,0.81,72.9
2018-02-17,73,81.0,,0.81,59.13
2018-02-18,79,81.0,,0.81,63.99
2018-02-19,88,81.0,,0.81,71.28
2018-02-20,94,81.0,,0.81,76.14
2018-02-21,95,81.0,,0.81,76.95
2018-02-22,100,81.0,,0.81,81.0
2018-02-23,99,81.0,,0.81,80.19000000000001
2018-02-24,75,81.0,,0.81,60.75000000000001
2018-02-25,85,81.0,,0.81,68.85000000000001
2018-02-26,98,81.0,,0.81,79.38000000000001
2018-02-27,98,81.0,,0.81,79.38000000000001
2018-02-28,100,81.0,,0.81,81.0
2018-03-01,100,79.0,False,0.79,79.0
2018-03-02,86,79.0,,0.79,67.94
2018-03-03,69,79.0,,0.79,54.510000000000005
2018-03-04,78,79.0,,0.79,61.620000000000005
2018-03-05,95,79.0,,0.79,75.05
2018-03-06,95,79.0,,0.79,75.05
2018-03-07,96,79.0,,0.79,75.84
2018-03-08,96,79.0,,0.79,75.84
2018-03-09,93,79.0,,0.79,73.47
2018-03-10,69,79.0,,0.79,54.510000000000005
2018-03-11,76,79.0,,0.79,60.040000000000006
2018-03-12,90,79.0,,0.79,71.10000000000001
2018-03-13,90,79.0,,0.79,71.10000000000001
2018-03-14,92,79.0,,0.79,72.68
2018-03-15,91,79.0,,0.79,71.89
2018-03-16,82,79.0,,0.79,64.78
2018-03-17,65,79.0,,0.79,51.35
2018-03-18,77,79.0,,0.79,60.830000000000005
2018-03-19,92,79.0,,0.79,72.68
2018-03-20,94,79.0,,0.79,74.26
2018-03-21,94,79.0,,0.79,74.26
2018-03-22,95,79.0,,0.79,75.05
2018-03-23,91,79.0,,0.79,71.89
2018-03-24,70,79.0,,0.79,55.300000000000004
2018-03-25,79,79.0,,0.79,62.410000000000004
2018-03-26,95,79.0,,0.79,75.05
2018-03-27,92,79.0,,0.79,72.68
2018-03-28,93,79.0,,0.79,73.47
2018-03-29,88,79.0,,0.79,69.52000000000001
2018-03-30,74,79.0,,0.79,58.46
2018-03-31,67,79.0,,0.79,52.93
2018-04-01,72,80.0,False,0.8,57.6
2018-04-02,91,80.0,,0.8,72.8
2018-04-03,93,80.0,,0.8,74.4
2018-04-04,92,80.0,,0.8,73.60000000000001
2018-04-05,91,80.0,,0.8,72.8
2018-04-06,88,80.0,,0.8,70.4
2018-04-07,66,80.0,,0.8,52.800000000000004
2018-04-08,81,80.0,,0.8,64.8
2018-04-09,99,80.0,,0.8,79.2
2018-04-10,99,80.0,,0.8,79.2
2018-04-11,96,80.0,,0.8,76.80000000000001
2018-04-12,94,80.0,,0.8,75.2
2018-04-13,91,80.0,,0.8,72.8
2018-04-14,67,80.0,,0.8,53.6
2018-04-15,81,80.0,,0.8,64.8
2018-04-16,96,80.0,,0.8,76.80000000000001
2018-04-17,100,80.0,,0.8,80.0
2018-04-18,98,80.0,,0.8,78.4
2018-04-19,93,80.0,,0.8,74.4
2018-04-20,87,80.0,,0.8,69.60000000000001
2018-04-21,69,80.0,,0.8,55.2
2018-04-22,74,80.0,,0.8,59.2
2018-04-23,99,80.0,,0.8,79.2
2018-04-24,99,80.0,,0.8,79.2
2018-04-25,99,80.0,,0.8,79.2
2018-04-26,95,80.0,,0.8,76.0
2018-04-27,89,80.0,,0.8,71.2
2018-04-28,67,80.0,,0.8,53.6
2018-04-29,74,80.0,,0.8,59.2
2018-04-30,94,80.0,,0.8,75.2
2018-05-01,100,73.0,False,0.73,73.0
2018-05-02,97,73.0,,0.73,70.81
2018-05-03,96,73.0,,0.73,70.08
2018-05-04,92,73.0,,0.73,67.16
2018-05-05,71,73.0,,0.73,51.83
2018-05-06,77,73.0,,0.73,56.21
2018-05-07,97,73.0,,0.73,70.81
2018-05-08,95,73.0,,0.73,69.35
2018-05-09,92,73.0,,0.73,67.16
2018-05-10,93,73.0,,0.73,67.89
2018-05-11,87,73.0,,0.73,63.51
2018-05-12,65,73.0,,0.73,47.449999999999996
2018-05-13,69,73.0,,0.73,50.37
2018-05-14,94,73.0,,0.73,68.62
2018-05-15,88,73.0,,0.73,64.24
2018-05-16,88,73.0,,0.73,64.24
2018-05-17,87,73.0,,0.73,63.51
2018-05-18,82,73.0,,0.73,59.86
2018-05-19,66,73.0,,0.73,48.18
2018-05-20,74,73.0,,0.73,54.019999999999996
2018-05-21,87,73.0,,0.73,63.51
2018-05-22,84,73.0,,0.73,61.32
2018-05-23,84,73.0,,0.73,61.32
2018-05-24,90,73.0,,0.73,65.7
2018-05-25,73,73.0,,0.73,53.29
2018-05-26,64,73.0,,0.73,46.72
2018-05-27,67,73.0,,0.73,48.91
2018-05-28,69,73.0,,0.73,50.37
2018-05-29,76,73.0,,0.73,55.48
2018-05-30,77,73.0,,0.73,56.21
2018-05-31,79,73.0,,0.73,57.67
2018-06-01,85,67.0,False,0.67,56.95
2018-06-02,79,67.0,,0.67,52.93
2018-06-03,85,67.0,,0.67,56.95
2018-06-04,88,67.0,,0.67,58.96
2018-06-05,95,67.0,,0.67,63.650000000000006
2018-06-06,93,67.0,,0.67,62.31
2018-06-07,90,67.0,,0.67,60.300000000000004
2018-06-08,84,67.0,,0.67,56.28
2018-06-09,79,67.0,,0.67,52.93
2018-06-10,82,67.0,,0.67,54.940000000000005
2018-06-11,96,67.0,,0.67,64.32000000000001
2018-06-12,95,67.0,,0.67,63.650000000000006
2018-06-13,100,67.0,,0.67,67.0
2018-06-14,90,67.0,,0.67,60.300000000000004
2018-06-15,81,67.0,,0.67,54.27
2018-06-16,77,67.0,,0.67,51.59
2018-06-17,82,67.0,,0.67,54.940000000000005
2018-06-18,84,67.0,,0.67,56.28
2018-06-19,89,67.0,,0.67,59.63
2018-06-20,89,67.0,,0.67,59.63
2018-06-21,87,67.0,,0.67,58.290000000000006
2018-06-22,81,67.0,,0.67,54.27
2018-06-23,81,67.0,,0.67,54.27
2018-06-24,83,67.0,,0.67,55.61000000000001
2018-06-25,85,67.0,,0.67,56.95
2018-06-26,84,67.0,,0.67,56.28
2018-06-27,91,67.0,,0.67,60.970000000000006
2018-06-28,88,67.0,,0.67,58.96
2018-06-29,84,67.0,,0.67,56.28
2018-06-30,80,67.0,,0.67,53.6
2018-07-01,86,70.0,False,0.7,60.199999999999996
2018-07-02,86,70.0,,0.7,60.199999999999996
2018-07-03,85,70.0,,0.7,59.49999999999999
2018-07-04,83,70.0,,0.7,58.099999999999994
2018-07-05,86,70.0,,0.7,60.199999999999996
2018-07-06,87,70.0,,0.7,60.9
2018-07-07,84,70.0,,0.7,58.8
2018-07-08,89,70.0,,0.7,62.3
2018-07-09,94,70.0,,0.7,65.8
2018-07-10,100,70.0,,0.7,70.0
2018-07-11,98,70.0,,0.7,68.6
2018-07-12,91,70.0,,0.7,63.699999999999996
2018-07-13,90,70.0,,0.7,62.99999999999999
2018-07-14,86,70.0,,0.7,60.199999999999996
2018-07-15,89,70.0,,0.7,62.3
2018-07-16,92,70.0,,0.7,64.39999999999999
2018-07-17,98,70.0,,0.7,68.6
2018-07-18,96,70.0,,0.7,67.19999999999999
2018-07-19,96,70.0,,0.7,67.19999999999999
2018-07-20,89,70.0,,0.7,62.3
2018-07-21,83,70.0,,0.7,58.099999999999994
2018-07-22,86,70.0,,0.7,60.199999999999996
2018-07-23,95,70.0,,0.7,66.5
2018-07-24,96,70.0,,0.7,67.19999999999999
2018-07-25,94,70.0,,0.7,65.8
2018-07-26,96,70.0,,0.7,67.19999999999999
2018-07-27,92,70.0,,0.7,64.39999999999999
2018-07-28,85,70.0,,0.7,59.49999999999999
2018-07-29,90,70.0,,0.7,62.99999999999999
2018-07-30,94,70.0,,0.7,65.8
2018-07-31,92,70.0,,0.7,64.39999999999999
2018-08-01,79,69.0,False,0.69,54.51
2018-08-02,79,69.0,,0.69,54.51
2018-08-03,77,69.0,,0.69,53.129999999999995
2018-08-04,75,69.0,,0.69,51.74999999999999
2018-08-05,77,69.0,,0.69,53.129999999999995
2018-08-06,80,69.0,,0.69,55.199999999999996
2018-08-07,81,69.0,,0.69,55.88999999999999
2018-08-08,78,69.0,,0.69,53.81999999999999
2018-08-09,77,69.0,,0.69,53.129999999999995
2018-08-10,74,69.0,,0.69,51.059999999999995
2018-08-11,70,69.0,,0.69,48.3
2018-08-12,73,69.0,,0.69,50.37
2018-08-13,75,69.0,,0.69,51.74999999999999
2018-08-14,79,69.0,,0.69,54.51
2018-08-15,77,69.0,,0.69,53.129999999999995
2018-08-16,78,69.0,,0.69,53.81999999999999
2018-08-17,79,69.0,,0.69,54.51
2018-08-18,72,69.0,,0.69,49.67999999999999
2018-08-19,74,69.0,,0.69,51.059999999999995
2018-08-20,79,69.0,,0.69,54.51
2018-08-21,80,69.0,,0.69,55.199999999999996
2018-08-22,83,69.0,,0.69,57.269999999999996
2018-08-23,86,69.0,,0.69,59.339999999999996
2018-08-24,78,69.0,,0.69,53.81999999999999
2018-08-25,71,69.0,,0.69,48.989999999999995
2018-08-26,78,69.0,,0.69,53.81999999999999
2018-08-27,89,69.0,,0.69,61.41
2018-08-28,91,69.0,,0.69,62.78999999999999
2018-08-29,100,69.0,,0.69,69.0
2018-08-30,92,69.0,,0.69,63.48
2018-08-31,84,69.0,,0.69,57.959999999999994
2018-09-01,65,75.0,False,0.75,48.75
2018-09-02,69,75.0,,0.75,51.75
2018-09-03,74,75.0,,0.75,55.5
2018-09-04,81,75.0,,0.75,60.75
2018-09-05,91,75.0,,0.75,68.25
2018-09-06,89,75.0,,0.75,66.75
2018-09-07,85,75.0,,0.75,63.75
2018-09-08,67,75.0,,0.75,50.25
2018-09-09,74,75.0,,0.75,55.5
2018-09-10,89,75.0,,0.75,66.75
2018-09-11,91,75.0,,0.75,68.25
2018-09-12,94,75.0,,0.75,70.5
2018-09-13,94,75.0,,0.75,70.5
2018-09-14,87,75.0,,0.75,65.25
2018-09-15,70,75.0,,0.75,52.5
2018-09-16,78,75.0,,0.75,58.5
2018-09-17,96,75.0,,0.75,72.0
2018-09-18,96,75.0,,0.75,72.0
2018-09-19,100,75.0,,0.75,75.0
2018-09-20,100,75.0,,0.75,75.0
2018-09-21,90,75.0,,0.75,67.5
2018-09-22,69,75.0,,0.75,51.75
2018-09-23,78,75.0,,0.75,58.5
2018-09-24,99,75.0,,0.75,74.25
2018-09-25,96,75.0,,0.75,72.0
2018-09-26,96,75.0,,0.75,72.0
2018-09-27,97,75.0,,0.75,72.75
2018-09-28,90,75.0,,0.75,67.5
2018-09-29,66,75.0,,0.75,49.5
2018-09-30,74,75.0,,0.75,55.5
2018-10-01,98,81.0,False,0.81,79.38000000000001
2018-10-02,98,81.0,,0.81,79.38000000000001
2018-10-03,93,81.0,,0.81,75.33
2018-10-04,94,81.0,,0.81,76.14
2018-10-05,83,81.0,,0.81,67.23
2018-10-06,62,81.0,,0.81,50.220000000000006
2018-10-07,70,81.0,,0.81,56.7
2018-10-08,91,81.0,,0.81,73.71000000000001
2018-10-09,96,81.0,,0.81,77.76
2018-10-10,92,81.0,,0.81,74.52000000000001
2018-10-11,94,81.0,,0.81,76.14
2018-10-12,85,81.0,,0.81,68.85000000000001
2018-10-13,64,81.0,,0.81,51.84
2018-10-14,73,81.0,,0.81,59.13
2018-10-15,94,81.0,,0.81,76.14
2018-10-16,93,81.0,,0.81,75.33
2018-10-17,97,81.0,,0.81,78.57000000000001
2018-10-18,96,81.0,,0.81,77.76
2018-10-19,88,81.0,,0.81,71.28
2018-10-20,64,81.0,,0.81,51.84
2018-10-21,74,81.0,,0.81,59.940000000000005
2018-10-22,94,81.0,,0.81,76.14
2018-10-23,97,81.0,,0.81,78.57000000000001
2018-10-24,93,81.0,,0.81,75.33
2018-10-25,96,81.0,,0.81,77.76
2018-10-26,85,81.0,,0.81,68.85000000000001
2018-10-27,66,81.0,,0.81,53.46
2018-10-28,75,81.0,,0.81,60.75000000000001
2018-10-29,97,81.0,,0.81,78.57000000000001
2018-10-30,100,81.0,,0.81,81.0
2018-10-31,90,81.0,,0.81,72.9
2018-11-01,77,79.0,False,0.79,60.830000000000005
2018-11-02,75,79.0,,0.79,59.25
2018-11-03,58,79.0,,0.79,45.82
2018-11-04,67,79.0,,0.79,52.93
2018-11-05,83,79.0,,0.79,65.57000000000001
2018-11-06,80,79.0,,0.79,63.2
2018-11-07,100,79.0,,0.79,79.0
2018-11-08,83,79.0,,0.79,65.57000000000001
2018-11-09,75,79.0,,0.79,59.25
2018-11-10,57,79.0,,0.79,45.03
2018-11-11,62,79.0,,0.79,48.980000000000004
2018-11-12,75,79.0,,0.79,59.25
2018-11-13,84,79.0,,0.79,66.36
2018-11-14,81,79.0,,0.79,63.99
2018-11-15,79,79.0,,0.79,62.410000000000004
2018-11-16,71,79.0,,0.79,56.09
2018-11-17,55,79.0,,0.79,43.45
2018-11-18,61,79.0,,0.79,48.190000000000005
2018-11-19,75,79.0,,0.79,59.25
2018-11-20,71,79.0,,0.79,56.09
2018-11-21,57,79.0,,0.79,45.03
2018-11-22,50,79.0,,0.79,39.5
2018-11-23,46,79.0,,0.79,36.34
2018-11-24,53,79.0,,0.79,41.870000000000005
2018-11-25,61,79.0,,0.79,48.190000000000005
2018-11-26,71,79.0,,0.79,56.09
2018-11-27,79,79.0,,0.79,62.410000000000004
2018-11-28,82,79.0,,0.79,64.78
2018-11-29,83,79.0,,0.79,65.57000000000001
2018-11-30,80,79.0,,0.79,63.2
2018-12-01,65,74.0,False,0.74,48.1
2018-12-02,74,74.0,,0.74,54.76
2018-12-03,100,74.0,,0.74,74.0
2018-12-04,99,74.0,,0.74,73.26
2018-12-05,96,74.0,,0.74,71.03999999999999
2018-12-06,97,74.0,,0.74,71.78
2018-12-07,91,74.0,,0.74,67.34
2018-12-08,69,74.0,,0.74,51.06
2018-12-09,68,74.0,,0.74,50.32
2018-12-10,89,74.0,,0.74,65.86
2018-12-11,97,74.0,,0.74,71.78
2018-12-12,94,74.0,,0.74,69.56
2018-12-13,93,74.0,,0.74,68.82
2018-12-14,85,74.0,,0.74,62.9
2018-12-15,65,74.0,,0.74,48.1
2018-12-16,65,74.0,,0.74,48.1
2018-12-17,83,74.0,,0.74,61.42
2018-12-18,85,74.0,,0.74,62.9
2018-12-19,82,74.0,,0.74,60.68
2018-12-20,74,74.0,,0.74,54.76
2018-12-21,62,74.0,,0.74,45.88
2018-12-22,58,74.0,,0.74,42.92
2018-12-23,59,74.0,,0.74,43.66
2018-12-24,60,74.0,,0.74,44.4
2018-12-25,58,74.0,,0.74,42.92
2018-12-26,58,74.0,,0.74,42.92
2018-12-27,59,74.0,,0.74,43.66
2018-12-28,60,74.0,,0.74,44.4
2018-12-29,63,74.0,,0.74,46.62
2018-12-30,65,74.0,,0.74,48.1
2018-12-31,60,74.0,,0.74,44.4
2019-01-01,67,79.0,False,0.79,52.93
2019-01-02,71,79.0,,0.79,56.09
2019-01-03,78,79.0,,0.79,61.620000000000005
2019-01-04,76,79.0,,0.79,60.040000000000006
2019-01-05,70,79.0,,0.79,55.300000000000004
2019-01-06,69,79.0,,0.79,54.510000000000005
2019-01-07,78,79.0,,0.79,61.620000000000005
2019-01-08,88,79.0,,0.79,69.52000000000001
2019-01-09,92,79.0,,0.79,72.68
2019-01-10,92,79.0,,0.79,72.68
2019-01-11,94,79.0,,0.79,74.26
2019-01-12,71,79.0,,0.79,56.09
2019-01-13,79,79.0,,0.79,62.410000000000004
2019-01-14,94,79.0,,0.79,74.26
2019-01-15,95,79.0,,0.79,75.05
2019-01-16,98,79.0,,0.79,77.42
2019-01-17,98,79.0,,0.79,77.42
2019-01-18,87,79.0,,0.79,68.73
2019-01-19,70,79.0,,0.79,55.300000000000004
2019-01-20,78,79.0,,0.79,61.620000000000005
2019-01-21,80,79.0,,0.79,63.2
2019-01-22,93,79.0,,0.79,73.47
2019-01-23,92,79.0,,0.79,72.68
2019-01-24,100,79.0,,0.79,79.0
2019-01-25,92,79.0,,0.79,72.68
2019-01-26,75,79.0,,0.79,59.25
2019-01-27,85,79.0,,0.79,67.15
2019-01-28,97,79.0,,0.79,76.63000000000001
2019-01-29,98,79.0,,0.79,77.42
2019-01-30,98,79.0,,0.79,77.42
2019-01-31,97,79.0,,0.79,76.63000000000001
2019-02-01,90,85.0,False,0.85,76.5
2019-02-02,77,85.0,,0.85,65.45
2019-02-03,84,85.0,,0.85,71.39999999999999
2019-02-04,96,85.0,,0.85,81.6
2019-02-05,100,85.0,,0.85,85.0
2019-02-06,100,85.0,,0.85,85.0
2019-02-07,100,85.0,,0.85,85.0
2019-02-08,94,85.0,,0.85,79.89999999999999
2019-02-09,76,85.0,,0.85,64.6
2019-02-10,85,85.0,,0.85,72.25
2019-02-11,99,85.0,,0.85,84.14999999999999
2019-02-12,97,85.0,,0.85,82.45
2019-02-13,94,85.0,,0.85,79.89999999999999
2019-02-14,96,85.0,,0.85,81.6
2019-02-15,90,85.0,,0.85,76.5
2019-02-16,72,85.0,,0.85,61.199999999999996
2019-02-17,79,85.0,,0.85,67.14999999999999
2019-02-18,91,85.0,,0.85,77.35
2019-02-19,96,85.0,,0.85,81.6
2019-02-20,97,85.0,,0.85,82.45
2019-02-21,97,85.0,,0.85,82.45
2019-02-22,91,85.0,,0.85,77.35
2019-02-23,69,85.0,,0.85,58.65
2019-02-24,81,85.0,,0.85,68.85
2019-02-25,95,85.0,,0.85,80.75
2019-02-26,99,85.0,,0.85,84.14999999999999
2019-02-27,98,85.0,,0.85,83.3
2019-02-28,98,85.0,,0.85,83.3
2019-03-01,91,81.0,False,0.81,73.71000000000001
2019-03-02,67,81.0,,0.81,54.27
2019-03-03,74,81.0,,0.81,59.940000000000005
2019-03-04,99,81.0,,0.81,80.19000000000001
2019-03-05,100,81.0,,0.81,81.0
2019-03-06,96,81.0,,0.81,77.76
2019-03-07,99,81.0,,0.81,80.19000000000001
2019-03-08,92,81.0,,0.81,74.52000000000001
2019-03-09,70,81.0,,0.81,56.7
2019-03-10,72,81.0,,0.81,58.32000000000001
2019-03-11,93,81.0,,0.81,75.33
2019-03-12,92,81.0,,0.81,74.52000000000001
2019-03-13,92,81.0,,0.81,74.52000000000001
2019-03-14,91,81.0,,0.81,73.71000000000001
2019-03-15,84,81.0,,0.81,68.04
2019-03-16,66,81.0,,0.81,53.46
2019-03-17,74,81.0,,0.81,59.940000000000005
2019-03-18,94,81.0,,0.81,76.14
2019-03-19,99,81.0,,0.81,80.19000000000001
2019-03-20,95,81.0,,0.81,76.95
2019-03-21,91,81.0,,0.81,73.71000000000001
2019-03-22,87,81.0,,0.81,70.47
2019-03-23,67,81.0,,0.81,54.27
2019-03-24,74,81.0,,0.81,59.940000000000005
2019-03-25,92,81.0,,0.81,74.52000000000001
2019-03-26,96,81.0,,0.81,77.76
2019-03-27,95,81.0,,0.81,76.95
2019-03-28,92,81.0,,0.81,74.52000000000001
2019-03-29,88,81.0,,0.81,71.28
2019-03-30,65,81.0,,0.81,52.650000000000006
2019-03-31,76,81.0,,0.81,61.56
2019-04-01,93,79.0,False,0.79,73.47
2019-04-02,99,79.0,,0.79,78.21000000000001
2019-04-03,99,79.0,,0.79,78.21000000000001
2019-04-04,95,79.0,,0.79,75.05
2019-04-05,95,79.0,,0.79,75.05
2019-04-06,72,79.0,,0.79,56.88
2019-04-07,75,79.0,,0.79,59.25
2019-04-08,100,79.0,,0.79,79.0
2019-04-09,98,79.0,,0.79,77.42
2019-04-10,99,79.0,,0.79,78.21000000000001
2019-04-11,99,79.0,,0.79,78.21000000000001
2019-04-12,94,79.0,,0.79,74.26
2019-04-13,72,79.0,,0.79,56.88
2019-04-14,80,79.0,,0.79,63.2
2019-04-15,99,79.0,,0.79,78.21000000000001
2019-04-16,96,79.0,,0.79,75.84
2019-04-17,97,79.0,,0.79,76.63000000000001
2019-04-18,91,79.0,,0.79,71.89
2019-04-19,75,79.0,,0.79,59.25
2019-04-20,69,79.0,,0.79,54.510000000000005
2019-04-21,73,79.0,,0.79,57.67
2019-04-22,95,79.0,,0.79,75.05
2019-04-23,100,79.0,,0.79,79.0
2019-04-24,98,79.0,,0.79,77.42
2019-04-25,95,79.0,,0.79,75.05
2019-04-26,91,79.0,,0.79,71.89
2019-04-27,69,79.0,,0.79,54.510000000000005
2019-04-28,79,79.0,,0.79,62.410000000000004
2019-04-29,100,79.0,,0.79,79.0
2019-04-30,96,79.0,,0.79,75.84
2019-05-01,99,77.0,False,0.77,76.23
2019-05-02,97,77.0,,0.77,74.69
2019-05-03,94,77.0,,0.77,72.38
2019-05-04,69,77.0,,0.77,53.13
2019-05-05,76,77.0,,0.77,58.52
2019-05-06,100,77.0,,0.77,77.0
2019-05-07,97,77.0,,0.77,74.69
2019-05-08,98,77.0,,0.77,75.46000000000001
2019-05-09,97,77.0,,0.77,74.69
2019-05-10,85,77.0,,0.77,65.45
2019-05-11,68,77.0,,0.77,52.36
2019-05-12,74,77.0,,0.77,56.980000000000004
2019-05-13,96,77.0,,0.77,73.92
2019-05-14,94,77.0,,0.77,72.38
2019-05-15,93,77.0,,0.77,71.61
2019-05-16,87,77.0,,0.77,66.99
2019-05-17,83,77.0,,0.77,63.910000000000004
2019-05-18,68,77.0,,0.77,52.36
2019-05-19,74,77.0,,0.77,56.980000000000004
2019-05-20,85,77.0,,0.77,65.45
2019-05-21,89,77.0,,0.77,68.53
2019-05-22,88,77.0,,0.77,67.76
2019-05-23,84,77.0,,0.77,64.68
2019-05-24,77,77.0,,0.77,59.29
2019-05-25,66,77.0,,0.77,50.82
2019-05-26,69,77.0,,0.77,53.13
2019-05-27,70,77.0,,0.77,53.9
2019-05-28,81,77.0,,0.77,62.370000000000005
2019-05-29,82,77.0,,0.77,63.14
2019-05-30,80,77.0,,0.77,61.6
2019-05-31,78,77.0,,0.77,60.06
2019-06-01,80,69.0,False,0.69,55.199999999999996
2019-06-02,86,69.0,,0.69,59.339999999999996
2019-06-03,92,69.0,,0.69,63.48
2019-06-04,94,69.0,,0.69,64.86
2019-06-05,100,69.0,,0.69,69.0
2019-06-06,99,69.0,,0.69,68.30999999999999
2019-06-07,90,69.0,,0.69,62.099999999999994
2019-06-08,82,69.0,,0.69,56.58
2019-06-09,85,69.0,,0.69,58.65
2019-06-10,97,69.0,,0.69,66.92999999999999
2019-06-11,99,69.0,,0.69,68.30999999999999
2019-06-12,99,69.0,,0.69,68.30999999999999
2019-06-13,97,69.0,,0.69,66.92999999999999
2019-06-14,83,69.0,,0.69,57.269999999999996
2019-06-15,80,69.0,,0.69,55.199999999999996
2019-06-16,86,69.0,,0.69,59.339999999999996
2019-06-17,93,69.0,,0.69,64.17
2019-06-18,94,69.0,,0.69,64.86
2019-06-19,93,69.0,,0.69,64.17
2019-06-20,90,69.0,,0.69,62.099999999999994
2019-06-21,90,69.0,,0.69,62.099999999999994
2019-06-22,84,69.0,,0.69,57.959999999999994
2019-06-23,89,69.0,,0.69,61.41
2019-06-24,89,69.0,,0.69,61.41
2019-06-25,93,69.0,,0.69,64.17
2019-06-26,94,69.0,,0.69,64.86
2019-06-27,91,69.0,,0.69,62.78999999999999
2019-06-28,92,69.0,,0.69,63.48
2019-06-29,84,69.0,,0.69,57.959999999999994
2019-06-30,84,69.0,,0.69,57.959999999999994
2019-07-01,95,66.0,False,0.66,62.7
2019-07-02,94,66.0,,0.66,62.040000000000006
2019-07-03,91,66.0,,0.66,60.06
2019-07-04,80,66.0,,0.66,52.800000000000004
2019-07-05,82,66.0,,0.66,54.120000000000005
2019-07-06,88,66.0,,0.66,58.080000000000005
2019-07-07,88,66.0,,0.66,58.080000000000005
2019-07-08,97,66.0,,0.66,64.02
2019-07-09,99,66.0,,0.66,65.34
2019-07-10,100,66.0,,0.66,66.0
2019-07-11,95,66.0,,0.66,62.7
2019-07-12,91,66.0,,0.66,60.06
2019-07-13,90,66.0,,0.66,59.400000000000006
2019-07-14,95,66.0,,0.66,62.7
2019-07-15,98,66.0,,0.66,64.68
2019-07-16,94,66.0,,0.66,62.040000000000006
2019-07-17,94,66.0,,0.66,62.040000000000006
2019-07-18,94,66.0,,0.66,62.040000000000006
2019-07-19,85,66.0,,0.66,56.1
2019-07-20,85,66.0,,0.66,56.1
2019-07-21,89,66.0,,0.66,58.74
2019-07-22,94,66.0,,0.66,62.040000000000006
2019-07-23,92,66.0,,0.66,60.720000000000006
2019-07-24,91,66.0,,0.66,60.06
2019-07-25,89,66.0,,0.66,58.74
2019-07-26,83,66.0,,0.66,54.78
2019-07-27,85,66.0,,0.66,56.1
2019-07-28,88,66.0,,0.66,58.080000000000005
2019-07-29,92,66.0,,0.66,60.720000000000006
2019-07-30,95,66.0,,0.66,62.7
2019-07-31,91,66.0,,0.66,60.06
2019-08-01,79,66.0,False,0.66,52.14
2019-08-02,75,66.0,,0.66,49.5
2019-08-03,74,66.0,,0.66,48.84
2019-08-04,75,66.0,,0.66,49.5
2019-08-05,82,66.0,,0.66,54.120000000000005
2019-08-06,79,66.0,,0.66,52.14
2019-08-07,75,66.0,,0.66,49.5
2019-08-08,75,66.0,,0.66,49.5
2019-08-09,74,66.0,,0.66,48.84
2019-08-10,71,66.0,,0.66,46.86
2019-08-11,73,66.0,,0.66,48.18
2019-08-12,76,66.0,,0.66,50.160000000000004
2019-08-13,79,66.0,,0.66,52.14
2019-08-14,82,66.0,,0.66,54.120000000000005
2019-08-15,79,66.0,,0.66,52.14
2019-08-16,75,66.0,,0.66,49.5
2019-08-17,73,66.0,,0.66,48.18
2019-08-18,75,66.0,,0.66,49.5
2019-08-19,82,66.0,,0.66,54.120000000000005
2019-08-20,84,66.0,,0.66,55.440000000000005
2019-08-21,86,66.0,,0.66,56.760000000000005
