date,GRS_unscaled,GRS_monthly,isPartial,scale,GRS
2017-12-28,79,92.0,,0.92,72.68
2017-12-29,43,92.0,,0.92,39.56
2017-12-30,85,92.0,,0.92,78.2
2017-12-31,80,92.0,,0.92,73.60000000000001
2018-01-01,54,88.0,False,0.88,47.52
2018-01-02,90,88.0,,0.88,79.2
2018-01-03,77,88.0,,0.88,67.76
2018-01-04,54,88.0,,0.88,47.52
2018-01-05,90,88.0,,0.88,79.2
2018-01-06,71,88.0,,0.88,62.48
2018-01-07,100,88.0,,0.88,88.0
2018-01-08,89,88.0,,0.88,78.32000000000001
2018-01-09,67,88.0,,0.88,58.96
2018-01-10,84,88.0,,0.88,73.92
2018-01-11,90,88.0,,0.88,79.2
2018-01-12,69,88.0,,0.88,60.72
2018-01-13,40,88.0,,0.88,35.2
2018-01-14,83,88.0,,0.88,73.04
2018-01-15,75,88.0,,0.88,66.0
2018-01-16,75,88.0,,0.88,66.0
2018-01-17,70,88.0,,0.88,61.6
2018-01-18,75,88.0,,0.88,66.0
2018-01-19,61,88.0,,0.88,53.68
2018-01-20,76,88.0,,0.88,66.88
2018-01-21,73,88.0,,0.88,64.24
2018-01-22,95,88.0,,0.88,83.6
2018-01-23,62,88.0,,0.88,54.56
2018-01-24,78,88.0,,0.88,68.64
2018-01-25,63,88.0,,0.88,55.44
2018-01-26,68,88.0,,0.88,59.84
2018-01-27,67,88.0,,0.88,58.96
2018-01-28,58,88.0,,0.88,51.04
2018-01-29,91,88.0,,0.88,80.08
2018-01-30,54,88.0,,0.88,47.52
2018-01-31,70,88.0,,0.88,61.6
2018-02-01,68,75.0,False,0.75,51.0
2018-02-02,37,75.0,,0.75,27.75
2018-02-03,58,75.0,,0.75,43.5
2018-02-04,68,75.0,,0.75,51.0
2018-02-05,62,75.0,,0.75,46.5
2018-02-06,54,75.0,,0.75,40.5
2018-02-07,47,75.0,,0.75,35.25
2018-02-08,100,75.0,,0.75,75.0
2018-02-09,56,75.0,,0.75,42.0
2018-02-10,69,75.0,,0.75,51.75
2018-02-11,38,75.0,,0.75,28.5
2018-02-12,54,75.0,,0.75,40.5
2018-02-13,51,75.0,,0.75,38.25
2018-02-14,77,75.0,,0.75,57.75
2018-02-15,72,75.0,,0.75,54.0
2018-02-16,60,75.0,,0.75,45.0
2018-02-17,47,75.0,,0.75,35.25
2018-02-18,38,75.0,,0.75,28.5
2018-02-19,37,75.0,,0.75,27.75
2018-02-20,77,75.0,,0.75,57.75
2018-02-21,48,75.0,,0.75,36.0
2018-02-22,26,75.0,,0.75,19.5
2018-02-23,26,75.0,,0.75,19.5
2018-02-24,45,75.0,,0.75,33.75
2018-02-25,38,75.0,,0.75,28.5
2018-02-26,63,75.0,,0.75,47.25
2018-02-27,67,75.0,,0.75,50.25
2018-02-28,45,75.0,,0.75,33.75
2018-03-01,64,74.0,False,0.74,47.36
2018-03-02,100,74.0,,0.74,74.0
2018-03-03,45,74.0,,0.74,33.3
2018-03-04,60,74.0,,0.74,44.4
2018-03-05,70,74.0,,0.74,51.8
2018-03-06,91,74.0,,0.74,67.34
2018-03-07,41,74.0,,0.74,30.34
2018-03-08,54,74.0,,0.74,39.96
2018-03-09,73,74.0,,0.74,54.019999999999996
2018-03-10,89,74.0,,0.74,65.86
2018-03-11,78,74.0,,0.74,57.72
2018-03-12,75,74.0,,0.74,55.5
2018-03-13,59,74.0,,0.74,43.66
2018-03-14,34,74.0,,0.74,25.16
2018-03-15,85,74.0,,0.74,62.9
2018-03-16,73,74.0,,0.74,54.019999999999996
2018-03-17,65,74.0,,0.74,48.1
2018-03-18,56,74.0,,0.74,41.44
2018-03-19,66,74.0,,0.74,48.839999999999996
2018-03-20,74,74.0,,0.74,54.76
2018-03-21,63,74.0,,0.74,46.62
2018-03-22,81,74.0,,0.74,59.94
2018-03-23,79,74.0,,0.74,58.46
2018-03-24,61,74.0,,0.74,45.14
2018-03-25,67,74.0,,0.74,49.58
2018-03-26,91,74.0,,0.74,67.34
2018-03-27,77,74.0,,0.74,56.98
2018-03-28,52,74.0,,0.74,38.48
2018-03-29,57,74.0,,0.74,42.18
2018-03-30,70,74.0,,0.74,51.8
2018-03-31,78,74.0,,0.74,57.72
2018-04-01,16,78.0,False,0.78,12.48
2018-04-02,29,78.0,,0.78,22.62
2018-04-03,38,78.0,,0.78,29.64
2018-04-04,77,78.0,,0.78,60.06
2018-04-05,63,78.0,,0.78,49.14
2018-04-06,24,78.0,,0.78,18.72
2018-04-07,45,78.0,,0.78,35.1
2018-04-08,49,78.0,,0.78,38.22
2018-04-09,33,78.0,,0.78,25.740000000000002
2018-04-10,36,78.0,,0.78,28.080000000000002
2018-04-11,33,78.0,,0.78,25.740000000000002
2018-04-12,57,78.0,,0.78,44.46
2018-04-13,32,78.0,,0.78,24.96
2018-04-14,25,78.0,,0.78,19.5
2018-04-15,48,78.0,,0.78,37.44
2018-04-16,50,78.0,,0.78,39.0
2018-04-17,84,78.0,,0.78,65.52
2018-04-18,100,78.0,,0.78,78.0
2018-04-19,41,78.0,,0.78,31.98
2018-04-20,39,78.0,,0.78,30.42
2018-04-21,32,78.0,,0.78,24.96
2018-04-22,44,78.0,,0.78,34.32
2018-04-23,40,78.0,,0.78,31.200000000000003
2018-04-24,43,78.0,,0.78,33.54
2018-04-25,40,78.0,,0.78,31.200000000000003
2018-04-26,48,78.0,,0.78,37.44
2018-04-27,39,78.0,,0.78,30.42
2018-04-28,28,78.0,,0.78,21.84
2018-04-29,37,78.0,,0.78,28.86
2018-04-30,43,78.0,,0.78,33.54
2018-05-01,78,67.0,False,0.67,52.260000000000005
2018-05-02,54,67.0,,0.67,36.18
2018-05-03,96,67.0,,0.67,64.32000000000001
2018-05-04,60,67.0,,0.67,40.2
2018-05-05,21,67.0,,0.67,14.07
2018-05-06,46,67.0,,0.67,30.82
2018-05-07,58,67.0,,0.67,38.86
2018-05-08,91,67.0,,0.67,60.970000000000006
2018-05-09,82,67.0,,0.67,54.940000000000005
2018-05-10,67,67.0,,0.67,44.89
2018-05-11,39,67.0,,0.67,26.130000000000003
2018-05-12,36,67.0,,0.67,24.12
2018-05-13,37,67.0,,0.67,24.790000000000003
2018-05-14,82,67.0,,0.67,54.940000000000005
2018-05-15,92,67.0,,0.67,61.64
2018-05-16,75,67.0,,0.67,50.25
2018-05-17,13,67.0,,0.67,8.71
2018-05-18,44,67.0,,0.67,29.48
2018-05-19,91,67.0,,0.67,60.970000000000006
2018-05-20,51,67.0,,0.67,34.17
2018-05-21,72,67.0,,0.67,48.24
2018-05-22,42,67.0,,0.67,28.14
2018-05-23,52,67.0,,0.67,34.84
2018-05-24,58,67.0,,0.67,38.86
2018-05-25,60,67.0,,0.67,40.2
2018-05-26,32,67.0,,0.67,21.44
2018-05-27,26,67.0,,0.67,17.42
2018-05-28,40,67.0,,0.67,26.8
2018-05-29,90,67.0,,0.67,60.300000000000004
2018-05-30,64,67.0,,0.67,42.88
2018-05-31,100,67.0,,0.67,67.0
2018-06-01,62,67.0,False,0.67,41.54
2018-06-02,44,67.0,,0.67,29.48
2018-06-03,49,67.0,,0.67,32.830000000000005
2018-06-04,68,67.0,,0.67,45.56
2018-06-05,100,67.0,,0.67,67.0
2018-06-06,49,67.0,,0.67,32.830000000000005
2018-06-07,41,67.0,,0.67,27.470000000000002
2018-06-08,67,67.0,,0.67,44.89
2018-06-09,67,67.0,,0.67,44.89
2018-06-10,77,67.0,,0.67,51.59
2018-06-11,67,67.0,,0.67,44.89
2018-06-12,56,67.0,,0.67,37.52
2018-06-13,58,67.0,,0.67,38.86
2018-06-14,52,67.0,,0.67,34.84
2018-06-15,59,67.0,,0.67,39.53
2018-06-16,77,67.0,,0.67,51.59
2018-06-17,83,67.0,,0.67,55.61000000000001
2018-06-18,57,67.0,,0.67,38.190000000000005
2018-06-19,44,67.0,,0.67,29.48
2018-06-20,29,67.0,,0.67,19.43
2018-06-21,78,67.0,,0.67,52.260000000000005
2018-06-22,21,67.0,,0.67,14.07
2018-06-23,61,67.0,,0.67,40.870000000000005
2018-06-24,39,67.0,,0.67,26.130000000000003
2018-06-25,77,67.0,,0.67,51.59
2018-06-26,49,67.0,,0.67,32.830000000000005
2018-06-27,44,67.0,,0.67,29.48
2018-06-28,70,67.0,,0.67,46.900000000000006
2018-06-29,60,67.0,,0.67,40.2
2018-06-30,34,67.0,,0.67,22.78
2018-07-01,54,72.0,False,0.72,38.879999999999995
2018-07-02,72,72.0,,0.72,51.839999999999996
2018-07-03,62,72.0,,0.72,44.64
2018-07-04,44,72.0,,0.72,31.68
2018-07-05,82,72.0,,0.72,59.04
2018-07-06,73,72.0,,0.72,52.559999999999995
2018-07-07,48,72.0,,0.72,34.56
2018-07-08,57,72.0,,0.72,41.04
2018-07-09,74,72.0,,0.72,53.28
2018-07-10,63,72.0,,0.72,45.36
2018-07-11,50,72.0,,0.72,36.0
2018-07-12,31,72.0,,0.72,22.32
2018-07-13,56,72.0,,0.72,40.32
2018-07-14,63,72.0,,0.72,45.36
2018-07-15,100,72.0,,0.72,72.0
2018-07-16,69,72.0,,0.72,49.68
2018-07-17,46,72.0,,0.72,33.12
2018-07-18,61,72.0,,0.72,43.92
2018-07-19,83,72.0,,0.72,59.76
2018-07-20,39,72.0,,0.72,28.08
2018-07-21,58,72.0,,0.72,41.76
2018-07-22,61,72.0,,0.72,43.92
2018-07-23,50,72.0,,0.72,36.0
2018-07-24,46,72.0,,0.72,33.12
2018-07-25,45,72.0,,0.72,32.4
2018-07-26,50,72.0,,0.72,36.0
2018-07-27,40,72.0,,0.72,28.799999999999997
2018-07-28,31,72.0,,0.72,22.32
2018-07-29,60,72.0,,0.72,43.199999999999996
2018-07-30,46,72.0,,0.72,33.12
2018-07-31,71,72.0,,0.72,51.12
2018-08-01,33,66.0,False,0.66,21.78
2018-08-02,31,66.0,,0.66,20.46
2018-08-03,60,66.0,,0.66,39.6
2018-08-04,46,66.0,,0.66,30.360000000000003
2018-08-05,53,66.0,,0.66,34.980000000000004
2018-08-06,46,66.0,,0.66,30.360000000000003
2018-08-07,29,66.0,,0.66,19.14
2018-08-08,26,66.0,,0.66,17.16
2018-08-09,39,66.0,,0.66,25.740000000000002
2018-08-10,33,66.0,,0.66,21.78
2018-08-11,15,66.0,,0.66,9.9
2018-08-12,19,66.0,,0.66,12.540000000000001
2018-08-13,33,66.0,,0.66,21.78
2018-08-14,75,66.0,,0.66,49.5
2018-08-15,40,66.0,,0.66,26.400000000000002
2018-08-16,100,66.0,,0.66,66.0
2018-08-17,43,66.0,,0.66,28.380000000000003
2018-08-18,70,66.0,,0.66,46.2
2018-08-19,31,66.0,,0.66,20.46
2018-08-20,50,66.0,,0.66,33.0
2018-08-21,65,66.0,,0.66,42.9
2018-08-22,52,66.0,,0.66,34.32
2018-08-23,46,66.0,,0.66,30.360000000000003
2018-08-24,47,66.0,,0.66,31.020000000000003
2018-08-25,31,66.0,,0.66,20.46
2018-08-26,53,66.0,,0.66,34.980000000000004
2018-08-27,32,66.0,,0.66,21.12
2018-08-28,45,66.0,,0.66,29.700000000000003
2018-08-29,62,66.0,,0.66,40.92
2018-08-30,23,66.0,,0.66,15.180000000000001
2018-08-31,23,66.0,,0.66,15.180000000000001
2018-09-01,40,69.0,False,0.69,27.599999999999998
2018-09-02,57,69.0,,0.69,39.33
2018-09-03,44,69.0,,0.69,30.36
2018-09-04,69,69.0,,0.69,47.61
2018-09-05,67,69.0,,0.69,46.23
2018-09-06,58,69.0,,0.69,40.019999999999996
2018-09-07,54,69.0,,0.69,37.26
2018-09-08,69,69.0,,0.69,47.61
2018-09-09,82,69.0,,0.69,56.58
2018-09-10,50,69.0,,0.69,34.5
2018-09-11,54,69.0,,0.69,37.26
2018-09-12,55,69.0,,0.69,37.949999999999996
2018-09-13,76,69.0,,0.69,52.44
2018-09-14,43,69.0,,0.69,29.669999999999998
2018-09-15,76,69.0,,0.69,52.44
2018-09-16,79,69.0,,0.69,54.51
2018-09-17,80,69.0,,0.69,55.199999999999996
2018-09-18,75,69.0,,0.69,51.74999999999999
2018-09-19,64,69.0,,0.69,44.16
2018-09-20,47,69.0,,0.69,32.43
2018-09-21,52,69.0,,0.69,35.879999999999995
2018-09-22,57,69.0,,0.69,39.33
2018-09-23,45,69.0,,0.69,31.049999999999997
2018-09-24,63,69.0,,0.69,43.47
2018-09-25,76,69.0,,0.69,52.44
2018-09-26,41,69.0,,0.69,28.29
2018-09-27,64,69.0,,0.69,44.16
2018-09-28,69,69.0,,0.69,47.61
2018-09-29,62,69.0,,0.69,42.779999999999994
2018-09-30,100,69.0,,0.69,69.0
2018-10-01,48,69.0,False,0.69,33.12
2018-10-02,53,69.0,,0.69,36.57
2018-10-03,88,69.0,,0.69,60.72
2018-10-04,45,69.0,,0.69,31.049999999999997
2018-10-05,25,69.0,,0.69,17.25
2018-10-06,99,69.0,,0.69,68.30999999999999
2018-10-07,67,69.0,,0.69,46.23
2018-10-08,79,69.0,,0.69,54.51
2018-10-09,62,69.0,,0.69,42.779999999999994
2018-10-10,67,69.0,,0.69,46.23
2018-10-11,79,69.0,,0.69,54.51
2018-10-12,74,69.0,,0.69,51.059999999999995
2018-10-13,20,69.0,,0.69,13.799999999999999
2018-10-14,49,69.0,,0.69,33.809999999999995
2018-10-15,37,69.0,,0.69,25.529999999999998
2018-10-16,62,69.0,,0.69,42.779999999999994
2018-10-17,45,69.0,,0.69,31.049999999999997
2018-10-18,51,69.0,,0.69,35.19
2018-10-19,100,69.0,,0.69,69.0
2018-10-20,34,69.0,,0.69,23.459999999999997
2018-10-21,69,69.0,,0.69,47.61
2018-10-22,62,69.0,,0.69,42.779999999999994
2018-10-23,53,69.0,,0.69,36.57
2018-10-24,72,69.0,,0.69,49.67999999999999
2018-10-25,91,69.0,,0.69,62.78999999999999
2018-10-26,69,69.0,,0.69,47.61
2018-10-27,90,69.0,,0.69,62.099999999999994
2018-10-28,54,69.0,,0.69,37.26
2018-10-29,57,69.0,,0.69,39.33
2018-10-30,62,69.0,,0.69,42.779999999999994
2018-10-31,64,69.0,,0.69,44.16
2018-11-01,48,66.0,False,0.66,31.68
2018-11-02,67,66.0,,0.66,44.22
2018-11-03,100,66.0,,0.66,66.0
2018-11-04,61,66.0,,0.66,40.260000000000005
2018-11-05,91,66.0,,0.66,60.06
2018-11-06,69,66.0,,0.66,45.54
2018-11-07,68,66.0,,0.66,44.88
2018-11-08,40,66.0,,0.66,26.400000000000002
2018-11-09,46,66.0,,0.66,30.360000000000003
2018-11-10,58,66.0,,0.66,38.28
2018-11-11,67,66.0,,0.66,44.22
2018-11-12,37,66.0,,0.66,24.42
2018-11-13,44,66.0,,0.66,29.040000000000003
2018-11-14,74,66.0,,0.66,48.84
2018-11-15,65,66.0,,0.66,42.9
2018-11-16,67,66.0,,0.66,44.22
2018-11-17,25,66.0,,0.66,16.5
2018-11-18,39,66.0,,0.66,25.740000000000002
2018-11-19,43,66.0,,0.66,28.380000000000003
2018-11-20,64,66.0,,0.66,42.24
2018-11-21,81,66.0,,0.66,53.46
2018-11-22,63,66.0,,0.66,41.580000000000005
2018-11-23,27,66.0,,0.66,17.82
2018-11-24,51,66.0,,0.66,33.660000000000004
2018-11-25,75,66.0,,0.66,49.5
2018-11-26,56,66.0,,0.66,36.96
2018-11-27,55,66.0,,0.66,36.300000000000004
2018-11-28,40,66.0,,0.66,26.400000000000002
2018-11-29,81,66.0,,0.66,53.46
2018-11-30,84,66.0,,0.66,55.440000000000005
2018-12-01,72,63.0,False,0.63,45.36
2018-12-02,61,63.0,,0.63,38.43
2018-12-03,48,63.0,,0.63,30.240000000000002
2018-12-04,85,63.0,,0.63,53.55
2018-12-05,61,63.0,,0.63,38.43
2018-12-06,63,63.0,,0.63,39.69
2018-12-07,42,63.0,,0.63,26.46
2018-12-08,75,63.0,,0.63,47.25
2018-12-09,31,63.0,,0.63,19.53
2018-12-10,76,63.0,,0.63,47.88
2018-12-11,36,63.0,,0.63,22.68
2018-12-12,72,63.0,,0.63,45.36
2018-12-13,54,63.0,,0.63,34.02
2018-12-14,58,63.0,,0.63,36.54
2018-12-15,50,63.0,,0.63,31.5
2018-12-16,60,63.0,,0.63,37.8
2018-12-17,75,63.0,,0.63,47.25
2018-12-18,57,63.0,,0.63,35.910000000000004
2018-12-19,52,63.0,,0.63,32.76
2018-12-20,43,63.0,,0.63,27.09
2018-12-21,95,63.0,,0.63,59.85
2018-12-22,62,63.0,,0.63,39.06
2018-12-23,80,63.0,,0.63,50.4
2018-12-24,45,63.0,,0.63,28.35
2018-12-25,87,63.0,,0.63,54.81
2018-12-26,48,63.0,,0.63,30.240000000000002
2018-12-27,49,63.0,,0.63,30.87
2018-12-28,87,63.0,,0.63,54.81
2018-12-29,65,63.0,,0.63,40.95
2018-12-30,43,63.0,,0.63,27.09
2018-12-31,100,63.0,,0.63,63.0
2019-01-01,76,70.0,False,0.7,53.199999999999996
2019-01-02,80,70.0,,0.7,56.0
2019-01-03,41,70.0,,0.7,28.7
2019-01-04,63,70.0,,0.7,44.099999999999994
2019-01-05,38,70.0,,0.7,26.599999999999998
2019-01-06,42,70.0,,0.7,29.4
2019-01-07,50,70.0,,0.7,35.0
2019-01-08,70,70.0,,0.7,49.0
2019-01-09,51,70.0,,0.7,35.699999999999996
2019-01-10,39,70.0,,0.7,27.299999999999997
2019-01-11,54,70.0,,0.7,37.8
2019-01-12,30,70.0,,0.7,21.0
2019-01-13,54,70.0,,0.7,37.8
2019-01-14,46,70.0,,0.7,32.199999999999996
2019-01-15,42,70.0,,0.7,29.4
2019-01-16,43,70.0,,0.7,30.099999999999998
2019-01-17,56,70.0,,0.7,39.199999999999996
2019-01-18,70,70.0,,0.7,49.0
2019-01-19,58,70.0,,0.7,40.599999999999994
2019-01-20,28,70.0,,0.7,19.599999999999998
2019-01-21,72,70.0,,0.7,50.4
2019-01-22,73,70.0,,0.7,51.099999999999994
2019-01-23,73,70.0,,0.7,51.099999999999994
2019-01-24,70,70.0,,0.7,49.0
2019-01-25,54,70.0,,0.7,37.8
2019-01-26,38,70.0,,0.7,26.599999999999998
2019-01-27,43,70.0,,0.7,30.099999999999998
2019-01-28,52,70.0,,0.7,36.4
2019-01-29,100,70.0,,0.7,70.0
2019-01-30,45,70.0,,0.7,31.499999999999996
2019-01-31,31,70.0,,0.7,21.7
2019-02-01,52,67.0,False,0.67,34.84
2019-02-02,62,67.0,,0.67,41.54
2019-02-03,66,67.0,,0.67,44.220000000000006
2019-02-04,97,67.0,,0.67,64.99000000000001
2019-02-05,66,67.0,,0.67,44.220000000000006
2019-02-06,52,67.0,,0.67,34.84
2019-02-07,77,67.0,,0.67,51.59
2019-02-08,44,67.0,,0.67,29.48
2019-02-09,68,67.0,,0.67,45.56
2019-02-10,66,67.0,,0.67,44.220000000000006
2019-02-11,50,67.0,,0.67,33.5
2019-02-12,99,67.0,,0.67,66.33
2019-02-13,47,67.0,,0.67,31.490000000000002
2019-02-14,61,67.0,,0.67,40.870000000000005
2019-02-15,68,67.0,,0.67,45.56
2019-02-16,47,67.0,,0.67,31.490000000000002
2019-02-17,68,67.0,,0.67,45.56
2019-02-18,41,67.0,,0.67,27.470000000000002
2019-02-19,87,67.0,,0.67,58.290000000000006
2019-02-20,100,67.0,,0.67,67.0
2019-02-21,56,67.0,,0.67,37.52
2019-02-22,66,67.0,,0.67,44.220000000000006
2019-02-23,55,67.0,,0.67,36.85
2019-02-24,68,67.0,,0.67,45.56
2019-02-25,59,67.0,,0.67,39.53
2019-02-26,48,67.0,,0.67,32.160000000000004
2019-02-27,88,67.0,,0.67,58.96
2019-02-28,69,67.0,,0.67,46.230000000000004
2019-03-01,55,78.0,False,0.78,42.9
2019-03-02,48,78.0,,0.78,37.44
2019-03-03,47,78.0,,0.78,36.660000000000004
2019-03-04,28,78.0,,0.78,21.84
2019-03-05,100,78.0,,0.78,78.0
2019-03-06,32,78.0,,0.78,24.96
2019-03-07,64,78.0,,0.78,49.92
2019-03-08,77,78.0,,0.78,60.06
2019-03-09,30,78.0,,0.78,23.400000000000002
2019-03-10,26,78.0,,0.78,20.28
2019-03-11,89,78.0,,0.78,69.42
2019-03-12,50,78.0,,0.78,39.0
2019-03-13,62,78.0,,0.78,48.36
2019-03-14,36,78.0,,0.78,28.080000000000002
2019-03-15,42,78.0,,0.78,32.76
2019-03-16,23,78.0,,0.78,17.94
2019-03-17,27,78.0,,0.78,21.060000000000002
2019-03-18,23,78.0,,0.78,17.94
2019-03-19,39,78.0,,0.78,30.42
2019-03-20,46,78.0,,0.78,35.88
2019-03-21,45,78.0,,0.78,35.1
2019-03-22,23,78.0,,0.78,17.94
2019-03-23,56,78.0,,0.78,43.68
2019-03-24,66,78.0,,0.78,51.480000000000004
2019-03-25,54,78.0,,0.78,42.120000000000005
2019-03-26,46,78.0,,0.78,35.88
2019-03-27,60,78.0,,0.78,46.800000000000004
2019-03-28,40,78.0,,0.78,31.200000000000003
2019-03-29,46,78.0,,0.78,35.88
2019-03-30,37,78.0,,0.78,28.86
2019-03-31,16,78.0,,0.78,12.48
2019-04-01,53,66.0,False,0.66,34.980000000000004
2019-04-02,70,66.0,,0.66,46.2
2019-04-03,67,66.0,,0.66,44.22
2019-04-04,81,66.0,,0.66,53.46
2019-04-05,74,66.0,,0.66,48.84
2019-04-06,56,66.0,,0.66,36.96
2019-04-07,50,66.0,,0.66,33.0
2019-04-08,78,66.0,,0.66,51.480000000000004
2019-04-09,49,66.0,,0.66,32.34
2019-04-10,58,66.0,,0.66,38.28
2019-04-11,74,66.0,,0.66,48.84
2019-04-12,55,66.0,,0.66,36.300000000000004
2019-04-13,41,66.0,,0.66,27.060000000000002
2019-04-14,15,66.0,,0.66,9.9
2019-04-15,66,66.0,,0.66,43.56
2019-04-16,58,66.0,,0.66,38.28
2019-04-17,68,66.0,,0.66,44.88
2019-04-18,68,66.0,,0.66,44.88
2019-04-19,63,66.0,,0.66,41.580000000000005
2019-04-20,36,66.0,,0.66,23.76
2019-04-21,49,66.0,,0.66,32.34
2019-04-22,69,66.0,,0.66,45.54
2019-04-23,42,66.0,,0.66,27.720000000000002
2019-04-24,51,66.0,,0.66,33.660000000000004
2019-04-25,61,66.0,,0.66,40.260000000000005
2019-04-26,37,66.0,,0.66,24.42
2019-04-27,100,66.0,,0.66,66.0
2019-04-28,60,66.0,,0.66,39.6
2019-04-29,74,66.0,,0.66,48.84
2019-04-30,56,66.0,,0.66,36.96
2019-05-01,56,71.0,False,0.71,39.76
2019-05-02,62,71.0,,0.71,44.019999999999996
2019-05-03,72,71.0,,0.71,51.12
2019-05-04,44,71.0,,0.71,31.24
2019-05-05,45,71.0,,0.71,31.95
2019-05-06,41,71.0,,0.71,29.11
2019-05-07,51,71.0,,0.71,36.21
2019-05-08,67,71.0,,0.71,47.57
2019-05-09,67,71.0,,0.71,47.57
2019-05-10,54,71.0,,0.71,38.339999999999996
2019-05-11,37,71.0,,0.71,26.27
2019-05-12,37,71.0,,0.71,26.27
2019-05-13,46,71.0,,0.71,32.66
2019-05-14,84,71.0,,0.71,59.64
2019-05-15,54,71.0,,0.71,38.339999999999996
2019-05-16,56,71.0,,0.71,39.76
2019-05-17,97,71.0,,0.71,68.86999999999999
2019-05-18,51,71.0,,0.71,36.21
2019-05-19,46,71.0,,0.71,32.66
2019-05-20,60,71.0,,0.71,42.599999999999994
2019-05-21,60,71.0,,0.71,42.599999999999994
2019-05-22,65,71.0,,0.71,46.15
2019-05-23,46,71.0,,0.71,32.66
2019-05-24,44,71.0,,0.71,31.24
2019-05-25,43,71.0,,0.71,30.529999999999998
2019-05-26,48,71.0,,0.71,34.08
2019-05-27,81,71.0,,0.71,57.51
2019-05-28,100,71.0,,0.71,71.0
2019-05-29,63,71.0,,0.71,44.73
2019-05-30,60,71.0,,0.71,42.599999999999994
2019-05-31,54,71.0,,0.71,38.339999999999996
2019-06-01,61,64.0,False,0.64,39.04
2019-06-02,77,64.0,,0.64,49.28
2019-06-03,100,64.0,,0.64,64.0
2019-06-04,96,64.0,,0.64,61.44
2019-06-05,56,64.0,,0.64,35.84
2019-06-06,57,64.0,,0.64,36.480000000000004
2019-06-07,69,64.0,,0.64,44.160000000000004
2019-06-08,43,64.0,,0.64,27.52
2019-06-09,54,64.0,,0.64,34.56
2019-06-10,87,64.0,,0.64,55.68
2019-06-11,21,64.0,,0.64,13.44
2019-06-12,88,64.0,,0.64,56.32
2019-06-13,73,64.0,,0.64,46.72
2019-06-14,66,64.0,,0.64,42.24
2019-06-15,67,64.0,,0.64,42.88
2019-06-16,61,64.0,,0.64,39.04
2019-06-17,78,64.0,,0.64,49.92
2019-06-18,66,64.0,,0.64,42.24
2019-06-19,96,64.0,,0.64,61.44
2019-06-20,87,64.0,,0.64,55.68
2019-06-21,74,64.0,,0.64,47.36
2019-06-22,56,64.0,,0.64,35.84
2019-06-23,63,64.0,,0.64,40.32
2019-06-24,88,64.0,,0.64,56.32
2019-06-25,89,64.0,,0.64,56.96
2019-06-26,72,64.0,,0.64,46.08
2019-06-27,99,64.0,,0.64,63.36
2019-06-28,33,64.0,,0.64,21.12
2019-06-29,61,64.0,,0.64,39.04
2019-06-30,56,64.0,,0.64,35.84
2019-07-01,96,58.0,False,0.58,55.67999999999999
2019-07-02,52,58.0,,0.58,30.159999999999997
2019-07-03,58,58.0,,0.58,33.64
2019-07-04,43,58.0,,0.58,24.939999999999998
2019-07-05,33,58.0,,0.58,19.139999999999997
2019-07-06,22,58.0,,0.58,12.76
2019-07-07,53,58.0,,0.58,30.74
2019-07-08,74,58.0,,0.58,42.919999999999995
2019-07-09,48,58.0,,0.58,27.839999999999996
2019-07-10,57,58.0,,0.58,33.059999999999995
2019-07-11,52,58.0,,0.58,30.159999999999997
2019-07-12,73,58.0,,0.58,42.339999999999996
2019-07-13,62,58.0,,0.58,35.96
2019-07-14,45,58.0,,0.58,26.099999999999998
2019-07-15,100,58.0,,0.58,57.99999999999999
2019-07-16,64,58.0,,0.58,37.12
2019-07-17,80,58.0,,0.58,46.4
2019-07-18,34,58.0,,0.58,19.72
2019-07-19,64,58.0,,0.58,37.12
2019-07-20,65,58.0,,0.58,37.699999999999996
2019-07-21,22,58.0,,0.58,12.76
2019-07-22,48,58.0,,0.58,27.839999999999996
2019-07-23,76,58.0,,0.58,44.08
2019-07-24,60,58.0,,0.58,34.8
2019-07-25,54,58.0,,0.58,31.319999999999997
2019-07-26,51,58.0,,0.58,29.58
2019-07-27,51,58.0,,0.58,29.58
2019-07-28,86,58.0,,0.58,49.879999999999995
2019-07-29,53,58.0,,0.58,30.74
2019-07-30,54,58.0,,0.58,31.319999999999997
2019-07-31,59,58.0,,0.58,34.22
2019-08-01,89,61.0,False,0.61,54.29
2019-08-02,47,61.0,,0.61,28.669999999999998
2019-08-03,42,61.0,,0.61,25.62
2019-08-04,26,61.0,,0.61,15.86
2019-08-05,45,61.0,,0.61,27.45
2019-08-06,41,61.0,,0.61,25.009999999999998
2019-08-07,37,61.0,,0.61,22.57
2019-08-08,54,61.0,,0.61,32.94
2019-08-09,23,61.0,,0.61,14.03
2019-08-10,78,61.0,,0.61,47.58
2019-08-11,77,61.0,,0.61,46.97
2019-08-12,71,61.0,,0.61,43.31
2019-08-13,62,61.0,,0.61,37.82
2019-08-14,64,61.0,,0.61,39.04
2019-08-15,43,61.0,,0.61,26.23
2019-08-16,44,61.0,,0.61,26.84
2019-08-17,31,61.0,,0.61,18.91
2019-08-18,30,61.0,,0.61,18.3
2019-08-19,47,61.0,,0.61,28.669999999999998
2019-08-20,77,61.0,,0.61,46.97
2019-08-21,43,61.0,,0.61,26.23
2019-08-22,82,61.0,,0.61,50.019999999999996
2019-08-23,78,61.0,,0.61,47.58
2019-08-24,61,61.0,,0.61,37.21
