date,OG_unscaled,OG_monthly,isPartial,scale,OG
2021-04-05,77,86.0,,0.86,66.22
2021-04-06,81,86.0,,0.86,69.66
2021-04-07,89,86.0,,0.86,76.53999999999999
2021-04-08,82,86.0,,0.86,70.52
2021-04-09,78,86.0,,0.86,67.08
2021-04-10,82,86.0,,0.86,70.52
2021-04-11,84,86.0,,0.86,72.24
2021-04-12,78,86.0,,0.86,67.08
2021-04-13,81,86.0,,0.86,69.66
2021-04-14,78,86.0,,0.86,67.08
2021-04-15,81,86.0,,0.86,69.66
2021-04-16,79,86.0,,0.86,67.94
2021-04-17,100,86.0,,0.86,86.0
2021-04-18,82,86.0,,0.86,70.52
2021-04-19,78,86.0,,0.86,67.08
2021-04-20,89,86.0,,0.86,76.53999999999999
2021-04-21,90,86.0,,0.86,77.4
2021-04-22,80,86.0,,0.86,68.8
2021-04-23,92,86.0,,0.86,79.12
2021-04-24,83,86.0,,0.86,71.38
2021-04-25,87,86.0,,0.86,74.82
2021-04-26,72,86.0,,0.86,61.92
2021-04-27,76,86.0,,0.86,65.36
2021-04-28,75,86.0,,0.86,64.5
2021-04-29,83,86.0,,0.86,71.38
2021-04-30,84,86.0,,0.86,72.24
2021-05-01,94,77.0,False,0.77,72.38
2021-05-02,94,77.0,,0.77,72.38
2021-05-03,90,77.0,,0.77,69.3
2021-05-04,97,77.0,,0.77,74.69
2021-05-05,89,77.0,,0.77,68.53
2021-05-06,95,77.0,,0.77,73.15
2021-05-07,86,77.0,,0.77,66.22
2021-05-08,93,77.0,,0.77,71.61
2021-05-09,97,77.0,,0.77,74.69
2021-05-10,95,77.0,,0.77,73.15
2021-05-11,97,77.0,,0.77,74.69
2021-05-12,96,77.0,,0.77,73.92
2021-05-13,85,77.0,,0.77,65.45
2021-05-14,91,77.0,,0.77,70.07000000000001
2021-05-15,100,77.0,,0.77,77.0
2021-05-16,91,77.0,,0.77,70.07000000000001
2021-05-17,87,77.0,,0.77,66.99
2021-05-18,90,77.0,,0.77,69.3
2021-05-19,90,77.0,,0.77,69.3
2021-05-20,92,77.0,,0.77,70.84
2021-05-21,93,77.0,,0.77,71.61
2021-05-22,85,77.0,,0.77,65.45
2021-05-23,91,77.0,,0.77,70.07000000000001
2021-05-24,92,77.0,,0.77,70.84
2021-05-25,93,77.0,,0.77,71.61
2021-05-26,91,77.0,,0.77,70.07000000000001
2021-05-27,79,77.0,,0.77,60.83
2021-05-28,93,77.0,,0.77,71.61
2021-05-29,93,77.0,,0.77,71.61
2021-05-30,92,77.0,,0.77,70.84
2021-05-31,96,77.0,,0.77,73.92
2021-06-01,91,72.0,False,0.72,65.52
2021-06-02,91,72.0,,0.72,65.52
2021-06-03,92,72.0,,0.72,66.24
2021-06-04,95,72.0,,0.72,68.39999999999999
2021-06-05,100,72.0,,0.72,72.0
2021-06-06,97,72.0,,0.72,69.84
2021-06-07,83,72.0,,0.72,59.76
2021-06-08,89,72.0,,0.72,64.08
2021-06-09,93,72.0,,0.72,66.96
2021-06-10,96,72.0,,0.72,69.12
2021-06-11,92,72.0,,0.72,66.24
2021-06-12,99,72.0,,0.72,71.28
2021-06-13,92,72.0,,0.72,66.24
2021-06-14,84,72.0,,0.72,60.48
2021-06-15,91,72.0,,0.72,65.52
2021-06-16,85,72.0,,0.72,61.199999999999996
2021-06-17,96,72.0,,0.72,69.12
2021-06-18,93,72.0,,0.72,66.96
2021-06-19,98,72.0,,0.72,70.56
2021-06-20,93,72.0,,0.72,66.96
2021-06-21,82,72.0,,0.72,59.04
2021-06-22,91,72.0,,0.72,65.52
2021-06-23,81,72.0,,0.72,58.32
2021-06-24,84,72.0,,0.72,60.48
2021-06-25,90,72.0,,0.72,64.8
2021-06-26,86,72.0,,0.72,61.919999999999995
2021-06-27,88,72.0,,0.72,63.36
2021-06-28,89,72.0,,0.72,64.08
2021-06-29,95,72.0,,0.72,68.39999999999999
2021-06-30,81,72.0,,0.72,58.32
2021-07-01,83,72.0,False,0.72,59.76
2021-07-02,88,72.0,,0.72,63.36
2021-07-03,95,72.0,,0.72,68.39999999999999
2021-07-04,92,72.0,,0.72,66.24
2021-07-05,90,72.0,,0.72,64.8
2021-07-06,84,72.0,,0.72,60.48
2021-07-07,90,72.0,,0.72,64.8
2021-07-08,87,72.0,,0.72,62.64
2021-07-09,100,72.0,,0.72,72.0
2021-07-10,95,72.0,,0.72,68.39999999999999
2021-07-11,91,72.0,,0.72,65.52
2021-07-12,90,72.0,,0.72,64.8
2021-07-13,86,72.0,,0.72,61.919999999999995
2021-07-14,79,72.0,,0.72,56.879999999999995
2021-07-15,84,72.0,,0.72,60.48
2021-07-16,93,72.0,,0.72,66.96
2021-07-17,90,72.0,,0.72,64.8
2021-07-18,98,72.0,,0.72,70.56
2021-07-19,90,72.0,,0.72,64.8
2021-07-20,82,72.0,,0.72,59.04
2021-07-21,80,72.0,,0.72,57.599999999999994
2021-07-22,90,72.0,,0.72,64.8
2021-07-23,94,72.0,,0.72,67.67999999999999
2021-07-24,88,72.0,,0.72,63.36
2021-07-25,88,72.0,,0.72,63.36
2021-07-26,84,72.0,,0.72,60.48
2021-07-27,91,72.0,,0.72,65.52
2021-07-28,94,72.0,,0.72,67.67999999999999
2021-07-29,92,72.0,,0.72,66.24
2021-07-30,88,72.0,,0.72,63.36
2021-07-31,92,72.0,,0.72,66.24
2021-08-01,92,76.0,False,0.76,69.92
2021-08-02,86,76.0,,0.76,65.36
2021-08-03,76,76.0,,0.76,57.76
2021-08-04,79,76.0,,0.76,60.04
2021-08-05,81,76.0,,0.76,61.56
2021-08-06,87,76.0,,0.76,66.12
2021-08-07,96,76.0,,0.76,72.96000000000001
2021-08-08,86,76.0,,0.76,65.36
2021-08-09,84,76.0,,0.76,63.84
2021-08-10,88,76.0,,0.76,66.88
2021-08-11,85,76.0,,0.76,64.6
2021-08-12,83,76.0,,0.76,63.08
2021-08-13,99,76.0,,0.76,75.24
2021-08-14,100,76.0,,0.76,76.0
2021-08-15,95,76.0,,0.76,72.2
2021-08-16,91,76.0,,0.76,69.16
2021-08-17,88,76.0,,0.76,66.88
2021-08-18,97,76.0,,0.76,73.72
2021-08-19,84,76.0,,0.76,63.84
2021-08-20,94,76.0,,0.76,71.44
2021-08-21,100,76.0,,0.76,76.0
2021-08-22,95,76.0,,0.76,72.2
2021-08-23,85,76.0,,0.76,64.6
2021-08-24,81,76.0,,0.76,61.56
2021-08-25,85,76.0,,0.76,64.6
2021-08-26,84,76.0,,0.76,63.84
2021-08-27,99,76.0,,0.76,75.24
2021-08-28,92,76.0,,0.76,69.92
2021-08-29,86,76.0,,0.76,65.36
2021-08-30,82,76.0,,0.76,62.32
2021-08-31,86,76.0,,0.76,65.36
2021-09-01,79,75.0,False,0.75,59.25
2021-09-02,83,75.0,,0.75,62.25
2021-09-03,94,75.0,,0.75,70.5
2021-09-04,96,75.0,,0.75,72.0
2021-09-05,95,75.0,,0.75,71.25
2021-09-06,92,75.0,,0.75,69.0
2021-09-07,96,75.0,,0.75,72.0
2021-09-08,100,75.0,,0.75,75.0
2021-09-09,85,75.0,,0.75,63.75
2021-09-10,94,75.0,,0.75,70.5
2021-09-11,93,75.0,,0.75,69.75
2021-09-12,89,75.0,,0.75,66.75
2021-09-13,81,75.0,,0.75,60.75
2021-09-14,79,75.0,,0.75,59.25
2021-09-15,93,75.0,,0.75,69.75
2021-09-16,89,75.0,,0.75,66.75
2021-09-17,81,75.0,,0.75,60.75
2021-09-18,90,75.0,,0.75,67.5
2021-09-19,94,75.0,,0.75,70.5
2021-09-20,84,75.0,,0.75,63.0
2021-09-21,83,75.0,,0.75,62.25
2021-09-22,91,75.0,,0.75,68.25
2021-09-23,85,75.0,,0.75,63.75
2021-09-24,90,75.0,,0.75,67.5
2021-09-25,91,75.0,,0.75,68.25
2021-09-26,87,75.0,,0.75,65.25
2021-09-27,82,75.0,,0.75,61.5
2021-09-28,88,75.0,,0.75,66.0
2021-09-29,84,75.0,,0.75,63.0
2021-09-30,84,75.0,,0.75,63.0
2021-10-01,81,79.0,False,0.79,63.99
2021-10-02,86,79.0,,0.79,67.94
2021-10-03,85,79.0,,0.79,67.15
2021-10-04,80,79.0,,0.79,63.2
2021-10-05,81,79.0,,0.79,63.99
2021-10-06,84,79.0,,0.79,66.36
2021-10-07,91,79.0,,0.79,71.89
2021-10-08,95,79.0,,0.79,75.05
2021-10-09,89,79.0,,0.79,70.31
2021-10-10,88,79.0,,0.79,69.52000000000001
2021-10-11,81,79.0,,0.79,63.99
2021-10-12,91,79.0,,0.79,71.89
2021-10-13,95,79.0,,0.79,75.05
2021-10-14,88,79.0,,0.79,69.52000000000001
2021-10-15,87,79.0,,0.79,68.73
2021-10-16,93,79.0,,0.79,73.47
2021-10-17,95,79.0,,0.79,75.05
2021-10-18,88,79.0,,0.79,69.52000000000001
2021-10-19,91,79.0,,0.79,71.89
2021-10-20,95,79.0,,0.79,75.05
2021-10-21,96,79.0,,0.79,75.84
2021-10-22,94,79.0,,0.79,74.26
2021-10-23,100,79.0,,0.79,79.0
2021-10-24,96,79.0,,0.79,75.84
2021-10-25,93,79.0,,0.79,73.47
2021-10-26,89,79.0,,0.79,70.31
2021-10-27,96,79.0,,0.79,75.84
2021-10-28,93,79.0,,0.79,73.47
2021-10-29,87,79.0,,0.79,68.73
2021-10-30,93,79.0,,0.79,73.47
2021-10-31,88,79.0,,0.79,69.52000000000001
2021-11-01,89,79.0,False,0.79,70.31
2021-11-02,99,79.0,,0.79,78.21000000000001
2021-11-03,88,79.0,,0.79,69.52000000000001
2021-11-04,85,79.0,,0.79,67.15
2021-11-05,100,79.0,,0.79,79.0
2021-11-06,92,79.0,,0.79,72.68
2021-11-07,86,79.0,,0.79,67.94
2021-11-08,85,79.0,,0.79,67.15
2021-11-09,81,79.0,,0.79,63.99
2021-11-10,91,79.0,,0.79,71.89
2021-11-11,86,79.0,,0.79,67.94
2021-11-12,87,79.0,,0.79,68.73
2021-11-13,90,79.0,,0.79,71.10000000000001
2021-11-14,97,79.0,,0.79,76.63000000000001
2021-11-15,91,79.0,,0.79,71.89
2021-11-16,91,79.0,,0.79,71.89
2021-11-17,90,79.0,,0.79,71.10000000000001
2021-11-18,84,79.0,,0.79,66.36
2021-11-19,87,79.0,,0.79,68.73
2021-11-20,100,79.0,,0.79,79.0
2021-11-21,97,79.0,,0.79,76.63000000000001
2021-11-22,90,79.0,,0.79,71.10000000000001
2021-11-23,94,79.0,,0.79,74.26
2021-11-24,92,79.0,,0.79,72.68
2021-11-25,89,79.0,,0.79,70.31
2021-11-26,97,79.0,,0.79,76.63000000000001
2021-11-27,99,79.0,,0.79,78.21000000000001
2021-11-28,94,79.0,,0.79,74.26
2021-11-29,86,79.0,,0.79,67.94
2021-11-30,86,79.0,,0.79,67.94
2021-12-01,82,78.0,False,0.78,63.96
2021-12-02,80,78.0,,0.78,62.400000000000006
2021-12-03,85,78.0,,0.78,66.3
2021-12-04,95,78.0,,0.78,74.10000000000001
2021-12-05,89,78.0,,0.78,69.42
2021-12-06,83,78.0,,0.78,64.74000000000001
2021-12-07,85,78.0,,0.78,66.3
2021-12-08,85,78.0,,0.78,66.3
2021-12-09,82,78.0,,0.78,63.96
2021-12-10,83,78.0,,0.78,64.74000000000001
2021-12-11,100,78.0,,0.78,78.0
2021-12-12,92,78.0,,0.78,71.76
2021-12-13,85,78.0,,0.78,66.3
2021-12-14,91,78.0,,0.78,70.98
2021-12-15,79,78.0,,0.78,61.620000000000005
2021-12-16,88,78.0,,0.78,68.64
2021-12-17,88,78.0,,0.78,68.64
2021-12-18,92,78.0,,0.78,71.76
2021-12-19,91,78.0,,0.78,70.98
2021-12-20,78,78.0,,0.78,60.84
2021-12-21,78,78.0,,0.78,60.84
2021-12-22,92,78.0,,0.78,71.76
2021-12-23,87,78.0,,0.78,67.86
2021-12-24,88,78.0,,0.78,68.64
2021-12-25,86,78.0,,0.78,67.08
2021-12-26,89,78.0,,0.78,69.42
2021-12-27,87,78.0,,0.78,67.86
2021-12-28,83,78.0,,0.78,64.74000000000001
2021-12-29,72,78.0,,0.78,56.160000000000004
2021-12-30,97,78.0,,0.78,75.66
2021-12-31,90,78.0,,0.78,70.2
