date,ROKU_unscaled,ROKU_monthly,isPartial,scale,ROKU
2017-12-26,93,61.0,,0.61,56.73
2017-12-27,77,61.0,,0.61,46.97
2017-12-28,72,61.0,,0.61,43.92
2017-12-29,71,61.0,,0.61,43.31
2017-12-30,87,61.0,,0.61,53.07
2017-12-31,88,61.0,,0.61,53.68
2018-01-01,100,56.0,False,0.56,56.00000000000001
2018-01-02,67,56.0,,0.56,37.52
2018-01-03,62,56.0,,0.56,34.720000000000006
2018-01-04,60,56.0,,0.56,33.6
2018-01-05,60,56.0,,0.56,33.6
2018-01-06,80,56.0,,0.56,44.800000000000004
2018-01-07,89,56.0,,0.56,49.84
2018-01-08,64,56.0,,0.56,35.84
2018-01-09,53,56.0,,0.56,29.680000000000003
2018-01-10,51,56.0,,0.56,28.560000000000002
2018-01-11,49,56.0,,0.56,27.44
2018-01-12,52,56.0,,0.56,29.120000000000005
2018-01-13,77,56.0,,0.56,43.120000000000005
2018-01-14,82,56.0,,0.56,45.92
2018-01-15,61,56.0,,0.56,34.160000000000004
2018-01-16,50,56.0,,0.56,28.000000000000004
2018-01-17,51,56.0,,0.56,28.560000000000002
2018-01-18,49,56.0,,0.56,27.44
2018-01-19,49,56.0,,0.56,27.44
2018-01-20,66,56.0,,0.56,36.96
2018-01-21,78,56.0,,0.56,43.68000000000001
2018-01-22,48,56.0,,0.56,26.880000000000003
2018-01-23,50,56.0,,0.56,28.000000000000004
2018-01-24,44,56.0,,0.56,24.64
2018-01-25,44,56.0,,0.56,24.64
2018-01-26,45,56.0,,0.56,25.200000000000003
2018-01-27,65,56.0,,0.56,36.400000000000006
2018-01-28,79,56.0,,0.56,44.24
2018-01-29,50,56.0,,0.56,28.000000000000004
2018-01-30,43,56.0,,0.56,24.080000000000002
2018-01-31,46,56.0,,0.56,25.76
2018-02-01,39,52.0,False,0.52,20.28
2018-02-02,43,52.0,,0.52,22.36
2018-02-03,61,52.0,,0.52,31.720000000000002
2018-02-04,100,52.0,,0.52,52.0
2018-02-05,47,52.0,,0.52,24.44
2018-02-06,40,52.0,,0.52,20.8
2018-02-07,38,52.0,,0.52,19.76
2018-02-08,45,52.0,,0.52,23.400000000000002
2018-02-09,45,52.0,,0.52,23.400000000000002
2018-02-10,68,52.0,,0.52,35.36
2018-02-11,66,52.0,,0.52,34.32
2018-02-12,42,52.0,,0.52,21.84
2018-02-13,37,52.0,,0.52,19.240000000000002
2018-02-14,34,52.0,,0.52,17.68
2018-02-15,34,52.0,,0.52,17.68
2018-02-16,39,52.0,,0.52,20.28
2018-02-17,59,52.0,,0.52,30.68
2018-02-18,60,52.0,,0.52,31.200000000000003
2018-02-19,47,52.0,,0.52,24.44
2018-02-20,39,52.0,,0.52,20.28
2018-02-21,41,52.0,,0.52,21.32
2018-02-22,49,52.0,,0.52,25.48
2018-02-23,43,52.0,,0.52,22.36
2018-02-24,56,52.0,,0.52,29.12
2018-02-25,66,52.0,,0.52,34.32
2018-02-26,39,52.0,,0.52,20.28
2018-02-27,38,52.0,,0.52,19.76
2018-02-28,39,52.0,,0.52,20.28
2018-03-01,64,47.0,False,0.47,30.08
2018-03-02,64,47.0,,0.47,30.08
2018-03-03,99,47.0,,0.47,46.529999999999994
2018-03-04,97,47.0,,0.47,45.589999999999996
2018-03-05,76,47.0,,0.47,35.72
2018-03-06,68,47.0,,0.47,31.959999999999997
2018-03-07,64,47.0,,0.47,30.08
2018-03-08,65,47.0,,0.47,30.549999999999997
2018-03-09,63,47.0,,0.47,29.61
2018-03-10,99,47.0,,0.47,46.529999999999994
2018-03-11,100,47.0,,0.47,47.0
2018-03-12,69,47.0,,0.47,32.43
2018-03-13,65,47.0,,0.47,30.549999999999997
2018-03-14,61,47.0,,0.47,28.669999999999998
2018-03-15,67,47.0,,0.47,31.49
2018-03-16,64,47.0,,0.47,30.08
2018-03-17,88,47.0,,0.47,41.36
2018-03-18,95,47.0,,0.47,44.65
2018-03-19,66,47.0,,0.47,31.02
2018-03-20,54,47.0,,0.47,25.38
2018-03-21,66,47.0,,0.47,31.02
2018-03-22,57,47.0,,0.47,26.79
2018-03-23,65,47.0,,0.47,30.549999999999997
2018-03-24,87,47.0,,0.47,40.89
2018-03-25,93,47.0,,0.47,43.71
2018-03-26,72,47.0,,0.47,33.839999999999996
2018-03-27,65,47.0,,0.47,30.549999999999997
2018-03-28,65,47.0,,0.47,30.549999999999997
2018-03-29,66,47.0,,0.47,31.02
2018-03-30,74,47.0,,0.47,34.78
2018-03-31,91,47.0,,0.47,42.769999999999996
2018-04-01,91,44.0,False,0.44,40.04
2018-04-02,67,44.0,,0.44,29.48
2018-04-03,66,44.0,,0.44,29.04
2018-04-04,68,44.0,,0.44,29.92
2018-04-05,66,44.0,,0.44,29.04
2018-04-06,62,44.0,,0.44,27.28
2018-04-07,90,44.0,,0.44,39.6
2018-04-08,100,44.0,,0.44,44.0
2018-04-09,55,44.0,,0.44,24.2
2018-04-10,58,44.0,,0.44,25.52
2018-04-11,52,44.0,,0.44,22.88
2018-04-12,52,44.0,,0.44,22.88
2018-04-13,52,44.0,,0.44,22.88
2018-04-14,81,44.0,,0.44,35.64
2018-04-15,89,44.0,,0.44,39.160000000000004
2018-04-16,60,44.0,,0.44,26.4
2018-04-17,60,44.0,,0.44,26.4
2018-04-18,60,44.0,,0.44,26.4
2018-04-19,51,44.0,,0.44,22.44
2018-04-20,55,44.0,,0.44,24.2
2018-04-21,79,44.0,,0.44,34.76
2018-04-22,84,44.0,,0.44,36.96
2018-04-23,56,44.0,,0.44,24.64
2018-04-24,59,44.0,,0.44,25.96
2018-04-25,51,44.0,,0.44,22.44
2018-04-26,50,44.0,,0.44,22.0
2018-04-27,50,44.0,,0.44,22.0
2018-04-28,67,44.0,,0.44,29.48
2018-04-29,80,44.0,,0.44,35.2
2018-04-30,51,44.0,,0.44,22.44
2018-05-01,58,45.0,False,0.45,26.1
2018-05-02,57,45.0,,0.45,25.650000000000002
2018-05-03,56,45.0,,0.45,25.2
2018-05-04,58,45.0,,0.45,26.1
2018-05-05,86,45.0,,0.45,38.7
2018-05-06,96,45.0,,0.45,43.2
2018-05-07,63,45.0,,0.45,28.35
2018-05-08,61,45.0,,0.45,27.45
2018-05-09,67,45.0,,0.45,30.150000000000002
2018-05-10,67,45.0,,0.45,30.150000000000002
2018-05-11,74,45.0,,0.45,33.300000000000004
2018-05-12,94,45.0,,0.45,42.300000000000004
2018-05-13,100,45.0,,0.45,45.0
2018-05-14,73,45.0,,0.45,32.85
2018-05-15,69,45.0,,0.45,31.05
2018-05-16,73,45.0,,0.45,32.85
2018-05-17,61,45.0,,0.45,27.45
2018-05-18,63,45.0,,0.45,28.35
2018-05-19,92,45.0,,0.45,41.4
2018-05-20,98,45.0,,0.45,44.1
2018-05-21,66,45.0,,0.45,29.7
2018-05-22,63,45.0,,0.45,28.35
2018-05-23,62,45.0,,0.45,27.900000000000002
2018-05-24,62,45.0,,0.45,27.900000000000002
2018-05-25,63,45.0,,0.45,28.35
2018-05-26,93,45.0,,0.45,41.85
2018-05-27,92,45.0,,0.45,41.4
2018-05-28,97,45.0,,0.45,43.65
2018-05-29,75,45.0,,0.45,33.75
2018-05-30,68,45.0,,0.45,30.6
2018-05-31,69,45.0,,0.45,31.05
2018-06-01,69,50.0,False,0.5,34.5
2018-06-02,87,50.0,,0.5,43.5
2018-06-03,96,50.0,,0.5,48.0
2018-06-04,70,50.0,,0.5,35.0
2018-06-05,67,50.0,,0.5,33.5
2018-06-06,66,50.0,,0.5,33.0
2018-06-07,68,50.0,,0.5,34.0
2018-06-08,66,50.0,,0.5,33.0
2018-06-09,89,50.0,,0.5,44.5
2018-06-10,92,50.0,,0.5,46.0
2018-06-11,75,50.0,,0.5,37.5
2018-06-12,68,50.0,,0.5,34.0
2018-06-13,74,50.0,,0.5,37.0
2018-06-14,74,50.0,,0.5,37.0
2018-06-15,73,50.0,,0.5,36.5
2018-06-16,86,50.0,,0.5,43.0
2018-06-17,100,50.0,,0.5,50.0
2018-06-18,71,50.0,,0.5,35.5
2018-06-19,67,50.0,,0.5,33.5
2018-06-20,71,50.0,,0.5,35.5
2018-06-21,68,50.0,,0.5,34.0
2018-06-22,73,50.0,,0.5,36.5
2018-06-23,93,50.0,,0.5,46.5
2018-06-24,92,50.0,,0.5,46.0
2018-06-25,70,50.0,,0.5,35.0
2018-06-26,73,50.0,,0.5,36.5
2018-06-27,70,50.0,,0.5,35.0
2018-06-28,66,50.0,,0.5,33.0
2018-06-29,67,50.0,,0.5,33.5
2018-06-30,87,50.0,,0.5,43.5
2018-07-01,93,52.0,False,0.52,48.36
2018-07-02,75,52.0,,0.52,39.0
2018-07-03,65,52.0,,0.52,33.800000000000004
2018-07-04,81,52.0,,0.52,42.120000000000005
2018-07-05,70,52.0,,0.52,36.4
2018-07-06,69,52.0,,0.52,35.88
2018-07-07,84,52.0,,0.52,43.68
2018-07-08,93,52.0,,0.52,48.36
2018-07-09,70,52.0,,0.52,36.4
2018-07-10,66,52.0,,0.52,34.32
2018-07-11,67,52.0,,0.52,34.84
2018-07-12,58,52.0,,0.52,30.16
2018-07-13,65,52.0,,0.52,33.800000000000004
2018-07-14,81,52.0,,0.52,42.120000000000005
2018-07-15,90,52.0,,0.52,46.800000000000004
2018-07-16,91,52.0,,0.52,47.32
2018-07-17,88,52.0,,0.52,45.760000000000005
2018-07-18,71,52.0,,0.52,36.92
2018-07-19,72,52.0,,0.52,37.44
2018-07-20,69,52.0,,0.52,35.88
2018-07-21,91,52.0,,0.52,47.32
2018-07-22,100,52.0,,0.52,52.0
2018-07-23,74,52.0,,0.52,38.480000000000004
2018-07-24,69,52.0,,0.52,35.88
2018-07-25,66,52.0,,0.52,34.32
2018-07-26,65,52.0,,0.52,33.800000000000004
2018-07-27,63,52.0,,0.52,32.76
2018-07-28,87,52.0,,0.52,45.24
2018-07-29,88,52.0,,0.52,45.760000000000005
2018-07-30,66,52.0,,0.52,34.32
2018-07-31,65,52.0,,0.52,33.800000000000004
2018-08-01,59,53.0,False,0.53,31.270000000000003
2018-08-02,61,53.0,,0.53,32.33
2018-08-03,61,53.0,,0.53,32.33
2018-08-04,78,53.0,,0.53,41.34
2018-08-05,87,53.0,,0.53,46.11
2018-08-06,67,53.0,,0.53,35.510000000000005
2018-08-07,67,53.0,,0.53,35.510000000000005
2018-08-08,72,53.0,,0.53,38.160000000000004
2018-08-09,88,53.0,,0.53,46.64
2018-08-10,77,53.0,,0.53,40.81
2018-08-11,98,53.0,,0.53,51.940000000000005
2018-08-12,100,53.0,,0.53,53.0
2018-08-13,69,53.0,,0.53,36.57
2018-08-14,68,53.0,,0.53,36.04
2018-08-15,62,53.0,,0.53,32.86
2018-08-16,61,53.0,,0.53,32.33
2018-08-17,64,53.0,,0.53,33.92
2018-08-18,84,53.0,,0.53,44.52
2018-08-19,94,53.0,,0.53,49.82
2018-08-20,68,53.0,,0.53,36.04
2018-08-21,61,53.0,,0.53,32.33
2018-08-22,59,53.0,,0.53,31.270000000000003
2018-08-23,59,53.0,,0.53,31.270000000000003
2018-08-24,63,53.0,,0.53,33.39
2018-08-25,88,53.0,,0.53,46.64
2018-08-26,85,53.0,,0.53,45.050000000000004
2018-08-27,66,53.0,,0.53,34.980000000000004
2018-08-28,63,53.0,,0.53,33.39
2018-08-29,61,53.0,,0.53,32.33
2018-08-30,59,53.0,,0.53,31.270000000000003
2018-08-31,66,53.0,,0.53,34.980000000000004
2018-09-01,82,56.0,False,0.56,45.92
2018-09-02,74,56.0,,0.56,41.440000000000005
2018-09-03,69,56.0,,0.56,38.64
2018-09-04,50,56.0,,0.56,28.000000000000004
2018-09-05,47,56.0,,0.56,26.320000000000004
2018-09-06,48,56.0,,0.56,26.880000000000003
2018-09-07,47,56.0,,0.56,26.320000000000004
2018-09-08,78,56.0,,0.56,43.68000000000001
2018-09-09,100,56.0,,0.56,56.00000000000001
2018-09-10,52,56.0,,0.56,29.120000000000005
2018-09-11,49,56.0,,0.56,27.44
2018-09-12,44,56.0,,0.56,24.64
2018-09-13,46,56.0,,0.56,25.76
2018-09-14,49,56.0,,0.56,27.44
2018-09-15,74,56.0,,0.56,41.440000000000005
2018-09-16,80,56.0,,0.56,44.800000000000004
2018-09-17,47,56.0,,0.56,26.320000000000004
2018-09-18,45,56.0,,0.56,25.200000000000003
2018-09-19,46,56.0,,0.56,25.76
2018-09-20,46,56.0,,0.56,25.76
2018-09-21,45,56.0,,0.56,25.200000000000003
2018-09-22,76,56.0,,0.56,42.56
2018-09-23,77,56.0,,0.56,43.120000000000005
2018-09-24,51,56.0,,0.56,28.560000000000002
2018-09-25,47,56.0,,0.56,26.320000000000004
2018-09-26,42,56.0,,0.56,23.520000000000003
2018-09-27,44,56.0,,0.56,24.64
2018-09-28,44,56.0,,0.56,24.64
2018-09-29,61,56.0,,0.56,34.160000000000004
2018-09-30,74,56.0,,0.56,41.440000000000005
2018-10-01,58,50.0,False,0.5,29.0
2018-10-02,59,50.0,,0.5,29.5
2018-10-03,57,50.0,,0.5,28.5
2018-10-04,59,50.0,,0.5,29.5
2018-10-05,61,50.0,,0.5,30.5
2018-10-06,94,50.0,,0.5,47.0
2018-10-07,100,50.0,,0.5,50.0
2018-10-08,69,50.0,,0.5,34.5
2018-10-09,57,50.0,,0.5,28.5
2018-10-10,59,50.0,,0.5,29.5
2018-10-11,58,50.0,,0.5,29.0
2018-10-12,56,50.0,,0.5,28.0
2018-10-13,81,50.0,,0.5,40.5
2018-10-14,84,50.0,,0.5,42.0
2018-10-15,59,50.0,,0.5,29.5
2018-10-16,57,50.0,,0.5,28.5
2018-10-17,57,50.0,,0.5,28.5
2018-10-18,54,50.0,,0.5,27.0
2018-10-19,53,50.0,,0.5,26.5
2018-10-20,80,50.0,,0.5,40.0
2018-10-21,81,50.0,,0.5,40.5
2018-10-22,58,50.0,,0.5,29.0
2018-10-23,53,50.0,,0.5,26.5
2018-10-24,52,50.0,,0.5,26.0
2018-10-25,53,50.0,,0.5,26.5
2018-10-26,50,50.0,,0.5,25.0
2018-10-27,78,50.0,,0.5,39.0
2018-10-28,89,50.0,,0.5,44.5
2018-10-29,62,50.0,,0.5,31.0
2018-10-30,58,50.0,,0.5,29.0
2018-10-31,55,50.0,,0.5,27.5
2018-11-01,26,70.0,False,0.7,18.2
2018-11-02,29,70.0,,0.7,20.299999999999997
2018-11-03,40,70.0,,0.7,28.0
2018-11-04,43,70.0,,0.7,30.099999999999998
2018-11-05,28,70.0,,0.7,19.599999999999998
2018-11-06,26,70.0,,0.7,18.2
2018-11-07,25,70.0,,0.7,17.5
2018-11-08,30,70.0,,0.7,21.0
2018-11-09,30,70.0,,0.7,21.0
2018-11-10,41,70.0,,0.7,28.7
2018-11-11,43,70.0,,0.7,30.099999999999998
2018-11-12,32,70.0,,0.7,22.4
2018-11-13,26,70.0,,0.7,18.2
2018-11-14,27,70.0,,0.7,18.9
2018-11-15,29,70.0,,0.7,20.299999999999997
2018-11-16,29,70.0,,0.7,20.299999999999997
2018-11-17,46,70.0,,0.7,32.199999999999996
2018-11-18,50,70.0,,0.7,35.0
2018-11-19,36,70.0,,0.7,25.2
2018-11-20,35,70.0,,0.7,24.5
2018-11-21,43,70.0,,0.7,30.099999999999998
2018-11-22,79,70.0,,0.7,55.3
2018-11-23,100,70.0,,0.7,70.0
2018-11-24,77,70.0,,0.7,53.9
2018-11-25,70,70.0,,0.7,49.0
2018-11-26,53,70.0,,0.7,37.099999999999994
2018-11-27,43,70.0,,0.7,30.099999999999998
2018-11-28,34,70.0,,0.7,23.799999999999997
2018-11-29,30,70.0,,0.7,21.0
2018-11-30,34,70.0,,0.7,23.799999999999997
2018-12-01,77,68.0,False,0.68,52.36000000000001
2018-12-02,84,68.0,,0.68,57.120000000000005
2018-12-03,52,68.0,,0.68,35.36
2018-12-04,51,68.0,,0.68,34.68
2018-12-05,49,68.0,,0.68,33.32
2018-12-06,49,68.0,,0.68,33.32
2018-12-07,48,68.0,,0.68,32.64
2018-12-08,70,68.0,,0.68,47.6
2018-12-09,82,68.0,,0.68,55.760000000000005
2018-12-10,50,68.0,,0.68,34.0
2018-12-11,51,68.0,,0.68,34.68
2018-12-12,51,68.0,,0.68,34.68
2018-12-13,49,68.0,,0.68,33.32
2018-12-14,50,68.0,,0.68,34.0
2018-12-15,74,68.0,,0.68,50.32
2018-12-16,81,68.0,,0.68,55.080000000000005
2018-12-17,55,68.0,,0.68,37.400000000000006
2018-12-18,52,68.0,,0.68,35.36
2018-12-19,50,68.0,,0.68,34.0
2018-12-20,51,68.0,,0.68,34.68
2018-12-21,54,68.0,,0.68,36.720000000000006
2018-12-22,76,68.0,,0.68,51.68000000000001
2018-12-23,86,68.0,,0.68,58.480000000000004
2018-12-24,74,68.0,,0.68,50.32
2018-12-25,100,68.0,,0.68,68.0
2018-12-26,94,68.0,,0.68,63.92
2018-12-27,84,68.0,,0.68,57.120000000000005
2018-12-28,83,68.0,,0.68,56.440000000000005
2018-12-29,95,68.0,,0.68,64.60000000000001
2018-12-30,92,68.0,,0.68,62.56
2018-12-31,79,68.0,,0.68,53.720000000000006
2019-01-01,100,66.0,False,0.66,66.0
2019-01-02,74,66.0,,0.66,48.84
2019-01-03,71,66.0,,0.66,46.86
2019-01-04,71,66.0,,0.66,46.86
2019-01-05,92,66.0,,0.66,60.720000000000006
2019-01-06,93,66.0,,0.66,61.38
2019-01-07,68,66.0,,0.66,44.88
2019-01-08,69,66.0,,0.66,45.54
2019-01-09,60,66.0,,0.66,39.6
2019-01-10,57,66.0,,0.66,37.620000000000005
2019-01-11,61,66.0,,0.66,40.260000000000005
2019-01-12,80,66.0,,0.66,52.800000000000004
2019-01-13,90,66.0,,0.66,59.400000000000006
2019-01-14,54,66.0,,0.66,35.64
2019-01-15,53,66.0,,0.66,34.980000000000004
2019-01-16,55,66.0,,0.66,36.300000000000004
2019-01-17,50,66.0,,0.66,33.0
2019-01-18,53,66.0,,0.66,34.980000000000004
2019-01-19,78,66.0,,0.66,51.480000000000004
2019-01-20,96,66.0,,0.66,63.36
2019-01-21,66,66.0,,0.66,43.56
2019-01-22,49,66.0,,0.66,32.34
2019-01-23,51,66.0,,0.66,33.660000000000004
2019-01-24,51,66.0,,0.66,33.660000000000004
2019-01-25,51,66.0,,0.66,33.660000000000004
2019-01-26,77,66.0,,0.66,50.82
2019-01-27,81,66.0,,0.66,53.46
2019-01-28,53,66.0,,0.66,34.980000000000004
2019-01-29,49,66.0,,0.66,32.34
2019-01-30,51,66.0,,0.66,33.660000000000004
2019-01-31,48,66.0,,0.66,31.68
2019-02-01,45,55.0,False,0.55,24.750000000000004
2019-02-02,75,55.0,,0.55,41.25
2019-02-03,100,55.0,,0.55,55.00000000000001
2019-02-04,52,55.0,,0.55,28.6
2019-02-05,47,55.0,,0.55,25.85
2019-02-06,44,55.0,,0.55,24.200000000000003
2019-02-07,44,55.0,,0.55,24.200000000000003
2019-02-08,42,55.0,,0.55,23.1
2019-02-09,65,55.0,,0.55,35.75
2019-02-10,68,55.0,,0.55,37.400000000000006
2019-02-11,45,55.0,,0.55,24.750000000000004
2019-02-12,42,55.0,,0.55,23.1
2019-02-13,40,55.0,,0.55,22.0
2019-02-14,40,55.0,,0.55,22.0
2019-02-15,46,55.0,,0.55,25.3
2019-02-16,67,55.0,,0.55,36.85
2019-02-17,70,55.0,,0.55,38.5
2019-02-18,52,55.0,,0.55,28.6
2019-02-19,45,55.0,,0.55,24.750000000000004
2019-02-20,44,55.0,,0.55,24.200000000000003
2019-02-21,46,55.0,,0.55,25.3
2019-02-22,56,55.0,,0.55,30.800000000000004
2019-02-23,68,55.0,,0.55,37.400000000000006
2019-02-24,73,55.0,,0.55,40.150000000000006
2019-02-25,53,55.0,,0.55,29.150000000000002
2019-02-26,44,55.0,,0.55,24.200000000000003
2019-02-27,43,55.0,,0.55,23.650000000000002
2019-02-28,45,55.0,,0.55,24.750000000000004
2019-03-01,67,56.0,False,0.56,37.52
2019-03-02,92,56.0,,0.56,51.52
2019-03-03,100,56.0,,0.56,56.00000000000001
2019-03-04,70,56.0,,0.56,39.2
2019-03-05,68,56.0,,0.56,38.080000000000005
2019-03-06,65,56.0,,0.56,36.400000000000006
2019-03-07,59,56.0,,0.56,33.040000000000006
2019-03-08,61,56.0,,0.56,34.160000000000004
2019-03-09,89,56.0,,0.56,49.84
2019-03-10,92,56.0,,0.56,51.52
2019-03-11,64,56.0,,0.56,35.84
2019-03-12,62,56.0,,0.56,34.720000000000006
2019-03-13,68,56.0,,0.56,38.080000000000005
2019-03-14,64,56.0,,0.56,35.84
2019-03-15,62,56.0,,0.56,34.720000000000006
2019-03-16,85,56.0,,0.56,47.6
2019-03-17,86,56.0,,0.56,48.160000000000004
2019-03-18,64,56.0,,0.56,35.84
2019-03-19,60,56.0,,0.56,33.6
2019-03-20,64,56.0,,0.56,35.84
2019-03-21,64,56.0,,0.56,35.84
2019-03-22,68,56.0,,0.56,38.080000000000005
2019-03-23,87,56.0,,0.56,48.720000000000006
2019-03-24,89,56.0,,0.56,49.84
2019-03-25,68,56.0,,0.56,38.080000000000005
2019-03-26,64,56.0,,0.56,35.84
2019-03-27,63,56.0,,0.56,35.28
2019-03-28,61,56.0,,0.56,34.160000000000004
2019-03-29,61,56.0,,0.56,34.160000000000004
2019-03-30,85,56.0,,0.56,47.6
2019-03-31,93,56.0,,0.56,52.080000000000005
2019-04-01,63,50.0,False,0.5,31.5
2019-04-02,58,50.0,,0.5,29.0
2019-04-03,58,50.0,,0.5,29.0
2019-04-04,59,50.0,,0.5,29.5
2019-04-05,60,50.0,,0.5,30.0
2019-04-06,81,50.0,,0.5,40.5
2019-04-07,83,50.0,,0.5,41.5
2019-04-08,59,50.0,,0.5,29.5
2019-04-09,56,50.0,,0.5,28.0
2019-04-10,55,50.0,,0.5,27.5
2019-04-11,58,50.0,,0.5,29.0
2019-04-12,63,50.0,,0.5,31.5
2019-04-13,84,50.0,,0.5,42.0
2019-04-14,100,50.0,,0.5,50.0
2019-04-15,69,50.0,,0.5,34.5
2019-04-16,58,50.0,,0.5,29.0
2019-04-17,56,50.0,,0.5,28.0
2019-04-18,55,50.0,,0.5,27.5
2019-04-19,66,50.0,,0.5,33.0
2019-04-20,78,50.0,,0.5,39.0
2019-04-21,77,50.0,,0.5,38.5
2019-04-22,60,50.0,,0.5,30.0
2019-04-23,55,50.0,,0.5,27.5
2019-04-24,49,50.0,,0.5,24.5
2019-04-25,56,50.0,,0.5,28.0
2019-04-26,54,50.0,,0.5,27.0
2019-04-27,70,50.0,,0.5,35.0
2019-04-28,77,50.0,,0.5,38.5
2019-04-29,61,50.0,,0.5,30.5
2019-04-30,56,50.0,,0.5,28.0
2019-05-01,64,51.0,False,0.51,32.64
2019-05-02,65,51.0,,0.51,33.15
2019-05-03,63,51.0,,0.51,32.13
2019-05-04,88,51.0,,0.51,44.88
2019-05-05,100,51.0,,0.51,51.0
2019-05-06,65,51.0,,0.51,33.15
2019-05-07,63,51.0,,0.51,32.13
2019-05-08,70,51.0,,0.51,35.7
2019-05-09,76,51.0,,0.51,38.76
2019-05-10,76,51.0,,0.51,38.76
2019-05-11,97,51.0,,0.51,49.47
2019-05-12,96,51.0,,0.51,48.96
2019-05-13,77,51.0,,0.51,39.27
2019-05-14,69,51.0,,0.51,35.19
2019-05-15,66,51.0,,0.51,33.660000000000004
2019-05-16,65,51.0,,0.51,33.15
2019-05-17,67,51.0,,0.51,34.17
2019-05-18,89,51.0,,0.51,45.39
2019-05-19,88,51.0,,0.51,44.88
2019-05-20,67,51.0,,0.51,34.17
2019-05-21,68,51.0,,0.51,34.68
2019-05-22,65,51.0,,0.51,33.15
2019-05-23,56,51.0,,0.51,28.560000000000002
2019-05-24,78,51.0,,0.51,39.78
2019-05-25,87,51.0,,0.51,44.37
2019-05-26,91,51.0,,0.51,46.410000000000004
2019-05-27,88,51.0,,0.51,44.88
2019-05-28,77,51.0,,0.51,39.27
2019-05-29,72,51.0,,0.51,36.72
2019-05-30,67,51.0,,0.51,34.17
2019-05-31,69,51.0,,0.51,35.19
2019-06-01,85,54.0,False,0.54,45.900000000000006
2019-06-02,100,54.0,,0.54,54.0
2019-06-03,69,54.0,,0.54,37.260000000000005
2019-06-04,68,54.0,,0.54,36.72
2019-06-05,66,54.0,,0.54,35.64
2019-06-06,71,54.0,,0.54,38.34
2019-06-07,73,54.0,,0.54,39.42
2019-06-08,90,54.0,,0.54,48.6
2019-06-09,91,54.0,,0.54,49.14
2019-06-10,69,54.0,,0.54,37.260000000000005
2019-06-11,71,54.0,,0.54,38.34
2019-06-12,69,54.0,,0.54,37.260000000000005
2019-06-13,70,54.0,,0.54,37.800000000000004
2019-06-14,67,54.0,,0.54,36.18
2019-06-15,87,54.0,,0.54,46.980000000000004
2019-06-16,96,54.0,,0.54,51.84
2019-06-17,73,54.0,,0.54,39.42
2019-06-18,65,54.0,,0.54,35.1
2019-06-19,68,54.0,,0.54,36.72
2019-06-20,69,54.0,,0.54,37.260000000000005
2019-06-21,72,54.0,,0.54,38.88
2019-06-22,84,54.0,,0.54,45.36
2019-06-23,91,54.0,,0.54,49.14
2019-06-24,71,54.0,,0.54,38.34
2019-06-25,68,54.0,,0.54,36.72
2019-06-26,68,54.0,,0.54,36.72
2019-06-27,68,54.0,,0.54,36.72
2019-06-28,77,54.0,,0.54,41.580000000000005
2019-06-29,82,54.0,,0.54,44.28
2019-06-30,90,54.0,,0.54,48.6
2019-07-01,68,56.0,False,0.56,38.080000000000005
2019-07-02,69,56.0,,0.56,38.64
2019-07-03,67,56.0,,0.56,37.52
2019-07-04,76,56.0,,0.56,42.56
2019-07-05,74,56.0,,0.56,41.440000000000005
2019-07-06,88,56.0,,0.56,49.28
2019-07-07,95,56.0,,0.56,53.2
2019-07-08,70,56.0,,0.56,39.2
2019-07-09,70,56.0,,0.56,39.2
2019-07-10,63,56.0,,0.56,35.28
2019-07-11,68,56.0,,0.56,38.080000000000005
2019-07-12,71,56.0,,0.56,39.760000000000005
2019-07-13,86,56.0,,0.56,48.160000000000004
2019-07-14,86,56.0,,0.56,48.160000000000004
2019-07-15,100,56.0,,0.56,56.00000000000001
2019-07-16,87,56.0,,0.56,48.720000000000006
2019-07-17,73,56.0,,0.56,40.88
2019-07-18,69,56.0,,0.56,38.64
2019-07-19,70,56.0,,0.56,39.2
2019-07-20,85,56.0,,0.56,47.6
2019-07-21,97,56.0,,0.56,54.32000000000001
2019-07-22,69,56.0,,0.56,38.64
2019-07-23,67,56.0,,0.56,37.52
2019-07-24,66,56.0,,0.56,36.96
2019-07-25,66,56.0,,0.56,36.96
2019-07-26,68,56.0,,0.56,38.080000000000005
2019-07-27,78,56.0,,0.56,43.68000000000001
2019-07-28,89,56.0,,0.56,49.84
2019-07-29,74,56.0,,0.56,41.440000000000005
2019-07-30,74,56.0,,0.56,41.440000000000005
2019-07-31,71,56.0,,0.56,39.760000000000005
2019-08-01,58,63.0,False,0.63,36.54
2019-08-02,61,63.0,,0.63,38.43
2019-08-03,70,63.0,,0.63,44.1
2019-08-04,80,63.0,,0.63,50.4
2019-08-05,61,63.0,,0.63,38.43
2019-08-06,65,63.0,,0.63,40.95
2019-08-07,69,63.0,,0.63,43.47
2019-08-08,77,63.0,,0.63,48.51
2019-08-09,73,63.0,,0.63,45.99
2019-08-10,83,63.0,,0.63,52.29
2019-08-11,83,63.0,,0.63,52.29
2019-08-12,70,63.0,,0.63,44.1
2019-08-13,70,63.0,,0.63,44.1
2019-08-14,61,63.0,,0.63,38.43
2019-08-15,65,63.0,,0.63,40.95
2019-08-16,65,63.0,,0.63,40.95
2019-08-17,86,63.0,,0.63,54.18
2019-08-18,95,63.0,,0.63,59.85
2019-08-19,62,63.0,,0.63,39.06
