date,MU_unscaled,MU_monthly,isPartial,scale,MU
2018-01-03,85,47.0,,0.47,39.949999999999996
2018-01-04,100,47.0,,0.47,47.0
2018-01-05,93,47.0,,0.47,43.71
2018-01-06,73,47.0,,0.47,34.309999999999995
2018-01-07,72,47.0,,0.47,33.839999999999996
2018-01-08,77,47.0,,0.47,36.19
2018-01-09,92,47.0,,0.47,43.239999999999995
2018-01-10,95,47.0,,0.47,44.65
2018-01-11,88,47.0,,0.47,41.36
2018-01-12,92,47.0,,0.47,43.239999999999995
2018-01-13,57,47.0,,0.47,26.79
2018-01-14,73,47.0,,0.47,34.309999999999995
2018-01-15,74,47.0,,0.47,34.78
2018-01-16,97,47.0,,0.47,45.589999999999996
2018-01-17,89,47.0,,0.47,41.83
2018-01-18,85,47.0,,0.47,39.949999999999996
2018-01-19,80,47.0,,0.47,37.599999999999994
2018-01-20,75,47.0,,0.47,35.25
2018-01-21,67,47.0,,0.47,31.49
2018-01-22,89,47.0,,0.47,41.83
2018-01-23,88,47.0,,0.47,41.36
2018-01-24,94,47.0,,0.47,44.18
2018-01-25,86,47.0,,0.47,40.419999999999995
2018-01-26,85,47.0,,0.47,39.949999999999996
2018-01-27,75,47.0,,0.47,35.25
2018-01-28,72,47.0,,0.47,33.839999999999996
2018-01-29,87,47.0,,0.47,40.89
2018-01-30,91,47.0,,0.47,42.769999999999996
2018-01-31,94,47.0,,0.47,44.18
2018-02-01,81,49.0,False,0.49,39.69
2018-02-02,83,49.0,,0.49,40.67
2018-02-03,80,49.0,,0.49,39.2
2018-02-04,62,49.0,,0.49,30.38
2018-02-05,75,49.0,,0.49,36.75
2018-02-06,100,49.0,,0.49,49.0
2018-02-07,100,49.0,,0.49,49.0
2018-02-08,85,49.0,,0.49,41.65
2018-02-09,89,49.0,,0.49,43.61
2018-02-10,72,49.0,,0.49,35.28
2018-02-11,66,49.0,,0.49,32.339999999999996
2018-02-12,81,49.0,,0.49,39.69
2018-02-13,93,49.0,,0.49,45.57
2018-02-14,89,49.0,,0.49,43.61
2018-02-15,87,49.0,,0.49,42.63
2018-02-16,84,49.0,,0.49,41.16
2018-02-17,79,49.0,,0.49,38.71
2018-02-18,63,49.0,,0.49,30.87
2018-02-19,66,49.0,,0.49,32.339999999999996
2018-02-20,79,49.0,,0.49,38.71
2018-02-21,82,49.0,,0.49,40.18
2018-02-22,83,49.0,,0.49,40.67
2018-02-23,89,49.0,,0.49,43.61
2018-02-24,71,49.0,,0.49,34.79
2018-02-25,78,49.0,,0.49,38.22
2018-02-26,87,49.0,,0.49,42.63
2018-02-27,95,49.0,,0.49,46.55
2018-02-28,89,49.0,,0.49,43.61
2018-03-01,56,60.0,False,0.6,33.6
2018-03-02,60,60.0,,0.6,36.0
2018-03-03,50,60.0,,0.6,30.0
2018-03-04,56,60.0,,0.6,33.6
2018-03-05,67,60.0,,0.6,40.199999999999996
2018-03-06,77,60.0,,0.6,46.199999999999996
2018-03-07,68,60.0,,0.6,40.8
2018-03-08,69,60.0,,0.6,41.4
2018-03-09,69,60.0,,0.6,41.4
2018-03-10,52,60.0,,0.6,31.2
2018-03-11,40,60.0,,0.6,24.0
2018-03-12,82,60.0,,0.6,49.199999999999996
2018-03-13,91,60.0,,0.6,54.6
2018-03-14,80,60.0,,0.6,48.0
2018-03-15,74,60.0,,0.6,44.4
2018-03-16,77,60.0,,0.6,46.199999999999996
2018-03-17,66,60.0,,0.6,39.6
2018-03-18,47,60.0,,0.6,28.2
2018-03-19,69,60.0,,0.6,41.4
2018-03-20,70,60.0,,0.6,42.0
2018-03-21,70,60.0,,0.6,42.0
2018-03-22,98,60.0,,0.6,58.8
2018-03-23,100,60.0,,0.6,60.0
2018-03-24,50,60.0,,0.6,30.0
2018-03-25,49,60.0,,0.6,29.4
2018-03-26,82,60.0,,0.6,49.199999999999996
2018-03-27,75,60.0,,0.6,45.0
2018-03-28,65,60.0,,0.6,39.0
2018-03-29,68,60.0,,0.6,40.8
2018-03-30,52,60.0,,0.6,31.2
2018-03-31,43,60.0,,0.6,25.8
2018-04-01,52,50.0,False,0.5,26.0
2018-04-02,83,50.0,,0.5,41.5
2018-04-03,86,50.0,,0.5,43.0
2018-04-04,91,50.0,,0.5,45.5
2018-04-05,100,50.0,,0.5,50.0
2018-04-06,95,50.0,,0.5,47.5
2018-04-07,70,50.0,,0.5,35.0
2018-04-08,49,50.0,,0.5,24.5
2018-04-09,87,50.0,,0.5,43.5
2018-04-10,89,50.0,,0.5,44.5
2018-04-11,85,50.0,,0.5,42.5
2018-04-12,87,50.0,,0.5,43.5
2018-04-13,78,50.0,,0.5,39.0
2018-04-14,67,50.0,,0.5,33.5
2018-04-15,55,50.0,,0.5,27.5
2018-04-16,81,50.0,,0.5,40.5
2018-04-17,82,50.0,,0.5,41.0
2018-04-18,84,50.0,,0.5,42.0
2018-04-19,92,50.0,,0.5,46.0
2018-04-20,74,50.0,,0.5,37.0
2018-04-21,56,50.0,,0.5,28.0
2018-04-22,61,50.0,,0.5,30.5
2018-04-23,79,50.0,,0.5,39.5
2018-04-24,90,50.0,,0.5,45.0
2018-04-25,82,50.0,,0.5,41.0
2018-04-26,84,50.0,,0.5,42.0
2018-04-27,80,50.0,,0.5,40.0
2018-04-28,62,50.0,,0.5,31.0
2018-04-29,55,50.0,,0.5,27.5
2018-04-30,76,50.0,,0.5,38.0
2018-05-01,72,51.0,False,0.51,36.72
2018-05-02,67,51.0,,0.51,34.17
2018-05-03,61,51.0,,0.51,31.11
2018-05-04,66,51.0,,0.51,33.660000000000004
2018-05-05,53,51.0,,0.51,27.03
2018-05-06,54,51.0,,0.51,27.54
2018-05-07,56,51.0,,0.51,28.560000000000002
2018-05-08,64,51.0,,0.51,32.64
2018-05-09,64,51.0,,0.51,32.64
2018-05-10,75,51.0,,0.51,38.25
2018-05-11,65,51.0,,0.51,33.15
2018-05-12,49,51.0,,0.51,24.990000000000002
2018-05-13,39,51.0,,0.51,19.89
2018-05-14,66,51.0,,0.51,33.660000000000004
2018-05-15,69,51.0,,0.51,35.19
2018-05-16,75,51.0,,0.51,38.25
2018-05-17,70,51.0,,0.51,35.7
2018-05-18,69,51.0,,0.51,35.19
2018-05-19,51,51.0,,0.51,26.01
2018-05-20,47,51.0,,0.51,23.97
2018-05-21,81,51.0,,0.51,41.31
2018-05-22,100,51.0,,0.51,51.0
2018-05-23,92,51.0,,0.51,46.92
2018-05-24,90,51.0,,0.51,45.9
2018-05-25,79,51.0,,0.51,40.29
2018-05-26,49,51.0,,0.51,24.990000000000002
2018-05-27,47,51.0,,0.51,23.97
2018-05-28,45,51.0,,0.51,22.95
2018-05-29,79,51.0,,0.51,40.29
2018-05-30,88,51.0,,0.51,44.88
2018-05-31,95,51.0,,0.51,48.45
2018-06-01,70,55.0,False,0.55,38.5
2018-06-02,44,55.0,,0.55,24.200000000000003
2018-06-03,40,55.0,,0.55,22.0
2018-06-04,66,55.0,,0.55,36.300000000000004
2018-06-05,62,55.0,,0.55,34.1
2018-06-06,58,55.0,,0.55,31.900000000000002
2018-06-07,69,55.0,,0.55,37.95
2018-06-08,62,55.0,,0.55,34.1
2018-06-09,44,55.0,,0.55,24.200000000000003
2018-06-10,41,55.0,,0.55,22.55
2018-06-11,60,55.0,,0.55,33.0
2018-06-12,61,55.0,,0.55,33.550000000000004
2018-06-13,61,55.0,,0.55,33.550000000000004
2018-06-14,63,55.0,,0.55,34.650000000000006
2018-06-15,65,55.0,,0.55,35.75
2018-06-16,43,55.0,,0.55,23.650000000000002
2018-06-17,48,55.0,,0.55,26.400000000000002
2018-06-18,63,55.0,,0.55,34.650000000000006
2018-06-19,71,55.0,,0.55,39.050000000000004
2018-06-20,100,55.0,,0.55,55.00000000000001
2018-06-21,96,55.0,,0.55,52.800000000000004
2018-06-22,76,55.0,,0.55,41.800000000000004
2018-06-23,44,55.0,,0.55,24.200000000000003
2018-06-24,42,55.0,,0.55,23.1
2018-06-25,64,55.0,,0.55,35.2
2018-06-26,67,55.0,,0.55,36.85
2018-06-27,63,55.0,,0.55,34.650000000000006
2018-06-28,67,55.0,,0.55,36.85
2018-06-29,57,55.0,,0.55,31.35
2018-06-30,37,55.0,,0.55,20.35
2018-07-01,55,50.0,False,0.5,27.5
2018-07-02,75,50.0,,0.5,37.5
2018-07-03,100,50.0,,0.5,50.0
2018-07-04,72,50.0,,0.5,36.0
2018-07-05,97,50.0,,0.5,48.5
2018-07-06,94,50.0,,0.5,47.0
2018-07-07,57,50.0,,0.5,28.5
2018-07-08,49,50.0,,0.5,24.5
2018-07-09,81,50.0,,0.5,40.5
2018-07-10,91,50.0,,0.5,45.5
2018-07-11,93,50.0,,0.5,46.5
2018-07-12,86,50.0,,0.5,43.0
2018-07-13,84,50.0,,0.5,42.0
2018-07-14,60,50.0,,0.5,30.0
2018-07-15,55,50.0,,0.5,27.5
2018-07-16,82,50.0,,0.5,41.0
2018-07-17,84,50.0,,0.5,42.0
2018-07-18,92,50.0,,0.5,46.0
2018-07-19,93,50.0,,0.5,46.5
2018-07-20,79,50.0,,0.5,39.5
2018-07-21,61,50.0,,0.5,30.5
2018-07-22,56,50.0,,0.5,28.0
2018-07-23,79,50.0,,0.5,39.5
2018-07-24,80,50.0,,0.5,40.0
2018-07-25,81,50.0,,0.5,40.5
2018-07-26,81,50.0,,0.5,40.5
2018-07-27,85,50.0,,0.5,42.5
2018-07-28,63,50.0,,0.5,31.5
2018-07-29,60,50.0,,0.5,30.0
2018-07-30,76,50.0,,0.5,38.0
2018-07-31,76,50.0,,0.5,38.0
2018-08-01,84,52.0,False,0.52,43.68
2018-08-02,83,52.0,,0.52,43.160000000000004
2018-08-03,84,52.0,,0.52,43.68
2018-08-04,59,52.0,,0.52,30.68
2018-08-05,57,52.0,,0.52,29.64
2018-08-06,78,52.0,,0.52,40.56
2018-08-07,82,52.0,,0.52,42.64
2018-08-08,77,52.0,,0.52,40.04
2018-08-09,88,52.0,,0.52,45.760000000000005
2018-08-10,76,52.0,,0.52,39.52
2018-08-11,62,52.0,,0.52,32.24
2018-08-12,56,52.0,,0.52,29.12
2018-08-13,87,52.0,,0.52,45.24
2018-08-14,81,52.0,,0.52,42.120000000000005
2018-08-15,95,52.0,,0.52,49.4
2018-08-16,100,52.0,,0.52,52.0
2018-08-17,92,52.0,,0.52,47.84
2018-08-18,67,52.0,,0.52,34.84
2018-08-19,67,52.0,,0.52,34.84
2018-08-20,91,52.0,,0.52,47.32
2018-08-21,95,52.0,,0.52,49.4
2018-08-22,86,52.0,,0.52,44.72
2018-08-23,93,52.0,,0.52,48.36
2018-08-24,89,52.0,,0.52,46.28
2018-08-25,68,52.0,,0.52,35.36
2018-08-26,57,52.0,,0.52,29.64
2018-08-27,91,52.0,,0.52,47.32
2018-08-28,88,52.0,,0.52,45.760000000000005
2018-08-29,93,52.0,,0.52,48.36
2018-08-30,90,52.0,,0.52,46.800000000000004
2018-08-31,87,52.0,,0.52,45.24
2018-09-01,42,59.0,False,0.59,24.779999999999998
2018-09-02,38,59.0,,0.59,22.419999999999998
2018-09-03,38,59.0,,0.59,22.419999999999998
2018-09-04,51,59.0,,0.59,30.09
2018-09-05,57,59.0,,0.59,33.629999999999995
2018-09-06,65,59.0,,0.59,38.35
2018-09-07,60,59.0,,0.59,35.4
2018-09-08,48,59.0,,0.59,28.32
2018-09-09,54,59.0,,0.59,31.86
2018-09-10,63,59.0,,0.59,37.169999999999995
2018-09-11,62,59.0,,0.59,36.58
2018-09-12,63,59.0,,0.59,37.169999999999995
2018-09-13,66,59.0,,0.59,38.94
2018-09-14,60,59.0,,0.59,35.4
2018-09-15,44,59.0,,0.59,25.959999999999997
2018-09-16,45,59.0,,0.59,26.549999999999997
2018-09-17,52,59.0,,0.59,30.68
2018-09-18,63,59.0,,0.59,37.169999999999995
2018-09-19,62,59.0,,0.59,36.58
2018-09-20,100,59.0,,0.59,59.0
2018-09-21,86,59.0,,0.59,50.739999999999995
2018-09-22,53,59.0,,0.59,31.27
2018-09-23,35,59.0,,0.59,20.65
2018-09-24,57,59.0,,0.59,33.629999999999995
2018-09-25,57,59.0,,0.59,33.629999999999995
2018-09-26,53,59.0,,0.59,31.27
2018-09-27,52,59.0,,0.59,30.68
2018-09-28,47,59.0,,0.59,27.729999999999997
2018-09-29,39,59.0,,0.59,23.009999999999998
2018-09-30,36,59.0,,0.59,21.24
2018-10-01,100,52.0,False,0.52,52.0
2018-10-02,93,52.0,,0.52,48.36
2018-10-03,86,52.0,,0.52,44.72
2018-10-04,87,52.0,,0.52,45.24
2018-10-05,82,52.0,,0.52,42.64
2018-10-06,89,52.0,,0.52,46.28
2018-10-07,61,52.0,,0.52,31.720000000000002
2018-10-08,79,52.0,,0.52,41.08
2018-10-09,77,52.0,,0.52,40.04
2018-10-10,89,52.0,,0.52,46.28
2018-10-11,85,52.0,,0.52,44.2
2018-10-12,88,52.0,,0.52,45.760000000000005
2018-10-13,73,52.0,,0.52,37.96
2018-10-14,71,52.0,,0.52,36.92
2018-10-15,83,52.0,,0.52,43.160000000000004
2018-10-16,83,52.0,,0.52,43.160000000000004
2018-10-17,76,52.0,,0.52,39.52
2018-10-18,76,52.0,,0.52,39.52
2018-10-19,90,52.0,,0.52,46.800000000000004
2018-10-20,74,52.0,,0.52,38.480000000000004
2018-10-21,64,52.0,,0.52,33.28
2018-10-22,92,52.0,,0.52,47.84
2018-10-23,95,52.0,,0.52,49.4
2018-10-24,94,52.0,,0.52,48.88
2018-10-25,96,52.0,,0.52,49.92
2018-10-26,76,52.0,,0.52,39.52
2018-10-27,75,52.0,,0.52,39.0
2018-10-28,74,52.0,,0.52,38.480000000000004
2018-10-29,84,52.0,,0.52,43.68
2018-10-30,81,52.0,,0.52,42.120000000000005
2018-10-31,90,52.0,,0.52,46.800000000000004
2018-11-01,100,44.0,False,0.44,44.0
2018-11-02,98,44.0,,0.44,43.12
2018-11-03,94,44.0,,0.44,41.36
2018-11-04,72,44.0,,0.44,31.68
2018-11-05,88,44.0,,0.44,38.72
2018-11-06,88,44.0,,0.44,38.72
2018-11-07,85,44.0,,0.44,37.4
2018-11-08,94,44.0,,0.44,41.36
2018-11-09,88,44.0,,0.44,38.72
2018-11-10,83,44.0,,0.44,36.52
2018-11-11,65,44.0,,0.44,28.6
2018-11-12,81,44.0,,0.44,35.64
2018-11-13,90,44.0,,0.44,39.6
2018-11-14,82,44.0,,0.44,36.08
2018-11-15,85,44.0,,0.44,37.4
2018-11-16,95,44.0,,0.44,41.8
2018-11-17,80,44.0,,0.44,35.2
2018-11-18,76,44.0,,0.44,33.44
2018-11-19,77,44.0,,0.44,33.88
2018-11-20,86,44.0,,0.44,37.84
2018-11-21,80,44.0,,0.44,35.2
2018-11-22,65,44.0,,0.44,28.6
2018-11-23,74,44.0,,0.44,32.56
2018-11-24,79,44.0,,0.44,34.76
2018-11-25,66,44.0,,0.44,29.04
2018-11-26,84,44.0,,0.44,36.96
2018-11-27,87,44.0,,0.44,38.28
2018-11-28,92,44.0,,0.44,40.48
2018-11-29,89,44.0,,0.44,39.160000000000004
2018-11-30,85,44.0,,0.44,37.4
2018-12-01,67,43.0,False,0.43,28.81
2018-12-02,59,43.0,,0.43,25.37
2018-12-03,82,43.0,,0.43,35.26
2018-12-04,69,43.0,,0.43,29.669999999999998
2018-12-05,61,43.0,,0.43,26.23
2018-12-06,72,43.0,,0.43,30.96
2018-12-07,67,43.0,,0.43,28.81
2018-12-08,58,43.0,,0.43,24.94
2018-12-09,55,43.0,,0.43,23.65
2018-12-10,71,43.0,,0.43,30.53
2018-12-11,74,43.0,,0.43,31.82
2018-12-12,65,43.0,,0.43,27.95
2018-12-13,69,43.0,,0.43,29.669999999999998
2018-12-14,64,43.0,,0.43,27.52
2018-12-15,51,43.0,,0.43,21.93
2018-12-16,57,43.0,,0.43,24.509999999999998
2018-12-17,73,43.0,,0.43,31.39
2018-12-18,85,43.0,,0.43,36.55
2018-12-19,100,43.0,,0.43,43.0
2018-12-20,71,43.0,,0.43,30.53
2018-12-21,70,43.0,,0.43,30.099999999999998
2018-12-22,59,43.0,,0.43,25.37
2018-12-23,55,43.0,,0.43,23.65
2018-12-24,62,43.0,,0.43,26.66
2018-12-25,54,43.0,,0.43,23.22
2018-12-26,67,43.0,,0.43,28.81
2018-12-27,66,43.0,,0.43,28.38
2018-12-28,64,43.0,,0.43,27.52
2018-12-29,55,43.0,,0.43,23.65
2018-12-30,51,43.0,,0.43,21.93
2018-12-31,61,43.0,,0.43,26.23
2019-01-01,63,44.0,False,0.44,27.72
2019-01-02,77,44.0,,0.44,33.88
2019-01-03,82,44.0,,0.44,36.08
2019-01-04,78,44.0,,0.44,34.32
2019-01-05,65,44.0,,0.44,28.6
2019-01-06,65,44.0,,0.44,28.6
2019-01-07,75,44.0,,0.44,33.0
2019-01-08,79,44.0,,0.44,34.76
2019-01-09,87,44.0,,0.44,38.28
2019-01-10,78,44.0,,0.44,34.32
2019-01-11,77,44.0,,0.44,33.88
2019-01-12,64,44.0,,0.44,28.16
2019-01-13,70,44.0,,0.44,30.8
2019-01-14,74,44.0,,0.44,32.56
2019-01-15,76,44.0,,0.44,33.44
2019-01-16,78,44.0,,0.44,34.32
2019-01-17,75,44.0,,0.44,33.0
2019-01-18,80,44.0,,0.44,35.2
2019-01-19,76,44.0,,0.44,33.44
2019-01-20,62,44.0,,0.44,27.28
2019-01-21,63,44.0,,0.44,27.72
2019-01-22,69,44.0,,0.44,30.36
2019-01-23,78,44.0,,0.44,34.32
2019-01-24,96,44.0,,0.44,42.24
2019-01-25,100,44.0,,0.44,44.0
2019-01-26,75,44.0,,0.44,33.0
2019-01-27,73,44.0,,0.44,32.12
2019-01-28,87,44.0,,0.44,38.28
2019-01-29,93,44.0,,0.44,40.92
2019-01-30,89,44.0,,0.44,39.160000000000004
2019-01-31,95,44.0,,0.44,41.8
2019-02-01,84,44.0,False,0.44,36.96
2019-02-02,72,44.0,,0.44,31.68
2019-02-03,66,44.0,,0.44,29.04
2019-02-04,86,44.0,,0.44,37.84
2019-02-05,85,44.0,,0.44,37.4
2019-02-06,94,44.0,,0.44,41.36
2019-02-07,85,44.0,,0.44,37.4
2019-02-08,92,44.0,,0.44,40.48
2019-02-09,71,44.0,,0.44,31.24
2019-02-10,73,44.0,,0.44,32.12
2019-02-11,80,44.0,,0.44,35.2
2019-02-12,94,44.0,,0.44,41.36
2019-02-13,94,44.0,,0.44,41.36
2019-02-14,93,44.0,,0.44,40.92
2019-02-15,90,44.0,,0.44,39.6
2019-02-16,76,44.0,,0.44,33.44
2019-02-17,69,44.0,,0.44,30.36
2019-02-18,83,44.0,,0.44,36.52
2019-02-19,83,44.0,,0.44,36.52
2019-02-20,100,44.0,,0.44,44.0
2019-02-21,84,44.0,,0.44,36.96
2019-02-22,83,44.0,,0.44,36.52
2019-02-23,69,44.0,,0.44,30.36
2019-02-24,83,44.0,,0.44,36.52
2019-02-25,85,44.0,,0.44,37.4
2019-02-26,89,44.0,,0.44,39.160000000000004
2019-02-27,90,44.0,,0.44,39.6
2019-02-28,85,44.0,,0.44,37.4
2019-03-01,65,43.0,False,0.43,27.95
2019-03-02,52,43.0,,0.43,22.36
2019-03-03,56,43.0,,0.43,24.08
2019-03-04,64,43.0,,0.43,27.52
2019-03-05,66,43.0,,0.43,28.38
2019-03-06,80,43.0,,0.43,34.4
2019-03-07,75,43.0,,0.43,32.25
2019-03-08,63,43.0,,0.43,27.09
2019-03-09,58,43.0,,0.43,24.94
2019-03-10,61,43.0,,0.43,26.23
2019-03-11,67,43.0,,0.43,28.81
2019-03-12,65,43.0,,0.43,27.95
2019-03-13,72,43.0,,0.43,30.96
2019-03-14,69,43.0,,0.43,29.669999999999998
2019-03-15,61,43.0,,0.43,26.23
2019-03-16,46,43.0,,0.43,19.78
2019-03-17,50,43.0,,0.43,21.5
2019-03-18,71,43.0,,0.43,30.53
2019-03-19,69,43.0,,0.43,29.669999999999998
2019-03-20,100,43.0,,0.43,43.0
2019-03-21,97,43.0,,0.43,41.71
2019-03-22,75,43.0,,0.43,32.25
2019-03-23,55,43.0,,0.43,23.65
2019-03-24,63,43.0,,0.43,27.09
2019-03-25,68,43.0,,0.43,29.24
2019-03-26,68,43.0,,0.43,29.24
2019-03-27,64,43.0,,0.43,27.52
2019-03-28,59,43.0,,0.43,25.37
2019-03-29,61,43.0,,0.43,26.23
2019-03-30,52,43.0,,0.43,22.36
2019-03-31,51,43.0,,0.43,21.93
2019-04-01,82,41.0,False,0.41,33.62
2019-04-02,81,41.0,,0.41,33.21
2019-04-03,100,41.0,,0.41,41.0
2019-04-04,86,41.0,,0.41,35.26
2019-04-05,83,41.0,,0.41,34.03
2019-04-06,66,41.0,,0.41,27.06
2019-04-07,66,41.0,,0.41,27.06
2019-04-08,82,41.0,,0.41,33.62
2019-04-09,81,41.0,,0.41,33.21
2019-04-10,85,41.0,,0.41,34.85
2019-04-11,75,41.0,,0.41,30.749999999999996
2019-04-12,73,41.0,,0.41,29.93
2019-04-13,64,41.0,,0.41,26.24
2019-04-14,56,41.0,,0.41,22.959999999999997
2019-04-15,76,41.0,,0.41,31.159999999999997
2019-04-16,82,41.0,,0.41,33.62
2019-04-17,79,41.0,,0.41,32.39
2019-04-18,79,41.0,,0.41,32.39
2019-04-19,72,41.0,,0.41,29.52
2019-04-20,61,41.0,,0.41,25.009999999999998
2019-04-21,56,41.0,,0.41,22.959999999999997
2019-04-22,73,41.0,,0.41,29.93
2019-04-23,80,41.0,,0.41,32.8
2019-04-24,74,41.0,,0.41,30.34
2019-04-25,72,41.0,,0.41,29.52
2019-04-26,78,41.0,,0.41,31.979999999999997
2019-04-27,71,41.0,,0.41,29.11
2019-04-28,63,41.0,,0.41,25.83
2019-04-29,75,41.0,,0.41,30.749999999999996
2019-04-30,83,41.0,,0.41,34.03
2019-05-01,100,38.0,False,0.38,38.0
2019-05-02,83,38.0,,0.38,31.54
2019-05-03,88,38.0,,0.38,33.44
2019-05-04,80,38.0,,0.38,30.4
2019-05-05,74,38.0,,0.38,28.12
2019-05-06,90,38.0,,0.38,34.2
2019-05-07,92,38.0,,0.38,34.96
2019-05-08,88,38.0,,0.38,33.44
2019-05-09,87,38.0,,0.38,33.06
2019-05-10,86,38.0,,0.38,32.68
2019-05-11,80,38.0,,0.38,30.4
2019-05-12,81,38.0,,0.38,30.78
2019-05-13,91,38.0,,0.38,34.58
2019-05-14,82,38.0,,0.38,31.16
2019-05-15,90,38.0,,0.38,34.2
2019-05-16,85,38.0,,0.38,32.3
2019-05-17,79,38.0,,0.38,30.02
2019-05-18,77,38.0,,0.38,29.26
2019-05-19,81,38.0,,0.38,30.78
2019-05-20,93,38.0,,0.38,35.34
2019-05-21,85,38.0,,0.38,32.3
2019-05-22,85,38.0,,0.38,32.3
2019-05-23,79,38.0,,0.38,30.02
2019-05-24,86,38.0,,0.38,32.68
2019-05-25,75,38.0,,0.38,28.5
2019-05-26,76,38.0,,0.38,28.88
2019-05-27,72,38.0,,0.38,27.36
2019-05-28,85,38.0,,0.38,32.3
2019-05-29,84,38.0,,0.38,31.92
2019-05-30,74,38.0,,0.38,28.12
2019-05-31,80,38.0,,0.38,30.4
2019-06-01,54,38.0,False,0.38,20.52
2019-06-02,51,38.0,,0.38,19.38
2019-06-03,57,38.0,,0.38,21.66
2019-06-04,55,38.0,,0.38,20.9
2019-06-05,58,38.0,,0.38,22.04
2019-06-06,57,38.0,,0.38,21.66
2019-06-07,64,38.0,,0.38,24.32
2019-06-08,52,38.0,,0.38,19.76
2019-06-09,47,38.0,,0.38,17.86
2019-06-10,59,38.0,,0.38,22.42
2019-06-11,60,38.0,,0.38,22.8
2019-06-12,62,38.0,,0.38,23.56
2019-06-13,59,38.0,,0.38,22.42
2019-06-14,58,38.0,,0.38,22.04
2019-06-15,52,38.0,,0.38,19.76
2019-06-16,51,38.0,,0.38,19.38
2019-06-17,58,38.0,,0.38,22.04
2019-06-18,62,38.0,,0.38,23.56
2019-06-19,61,38.0,,0.38,23.18
2019-06-20,65,38.0,,0.38,24.7
2019-06-21,53,38.0,,0.38,20.14
2019-06-22,52,38.0,,0.38,19.76
2019-06-23,45,38.0,,0.38,17.1
2019-06-24,67,38.0,,0.38,25.46
2019-06-25,91,38.0,,0.38,34.58
2019-06-26,100,38.0,,0.38,38.0
2019-06-27,81,38.0,,0.38,30.78
2019-06-28,70,38.0,,0.38,26.6
2019-06-29,57,38.0,,0.38,21.66
2019-06-30,58,38.0,,0.38,22.04
2019-07-01,94,39.0,False,0.39,36.660000000000004
2019-07-02,90,39.0,,0.39,35.1
2019-07-03,76,39.0,,0.39,29.64
2019-07-04,58,39.0,,0.39,22.62
2019-07-05,83,39.0,,0.39,32.370000000000005
2019-07-06,67,39.0,,0.39,26.130000000000003
2019-07-07,69,39.0,,0.39,26.91
2019-07-08,87,39.0,,0.39,33.93
2019-07-09,93,39.0,,0.39,36.27
2019-07-10,94,39.0,,0.39,36.660000000000004
2019-07-11,89,39.0,,0.39,34.71
2019-07-12,100,39.0,,0.39,39.0
2019-07-13,79,39.0,,0.39,30.810000000000002
2019-07-14,73,39.0,,0.39,28.470000000000002
2019-07-15,86,39.0,,0.39,33.54
2019-07-16,92,39.0,,0.39,35.88
2019-07-17,79,39.0,,0.39,30.810000000000002
2019-07-18,81,39.0,,0.39,31.59
2019-07-19,95,39.0,,0.39,37.050000000000004
2019-07-20,64,39.0,,0.39,24.96
2019-07-21,73,39.0,,0.39,28.470000000000002
2019-07-22,92,39.0,,0.39,35.88
2019-07-23,93,39.0,,0.39,36.27
2019-07-24,96,39.0,,0.39,37.44
2019-07-25,91,39.0,,0.39,35.49
2019-07-26,93,39.0,,0.39,36.27
2019-07-27,76,39.0,,0.39,29.64
2019-07-28,70,39.0,,0.39,27.3
2019-07-29,78,39.0,,0.39,30.42
2019-07-30,86,39.0,,0.39,33.54
2019-07-31,89,39.0,,0.39,34.71
2019-08-01,81,40.0,False,0.4,32.4
2019-08-02,86,40.0,,0.4,34.4
2019-08-03,64,40.0,,0.4,25.6
2019-08-04,70,40.0,,0.4,28.0
2019-08-05,74,40.0,,0.4,29.6
2019-08-06,86,40.0,,0.4,34.4
2019-08-07,92,40.0,,0.4,36.800000000000004
2019-08-08,86,40.0,,0.4,34.4
2019-08-09,79,40.0,,0.4,31.6
2019-08-10,71,40.0,,0.4,28.400000000000002
2019-08-11,83,40.0,,0.4,33.2
2019-08-12,85,40.0,,0.4,34.0
2019-08-13,98,40.0,,0.4,39.2
2019-08-14,81,40.0,,0.4,32.4
2019-08-15,84,40.0,,0.4,33.6
2019-08-16,83,40.0,,0.4,33.2
2019-08-17,77,40.0,,0.4,30.8
2019-08-18,76,40.0,,0.4,30.400000000000002
2019-08-19,100,40.0,,0.4,40.0
2019-08-20,81,40.0,,0.4,32.4
2019-08-21,78,40.0,,0.4,31.200000000000003
2019-08-22,91,40.0,,0.4,36.4
2019-08-23,88,40.0,,0.4,35.2
2019-08-24,85,40.0,,0.4,34.0
2019-08-25,77,40.0,,0.4,30.8
2019-08-26,82,40.0,,0.4,32.800000000000004
2019-08-27,89,40.0,,0.4,35.6
2019-08-28,85,40.0,,0.4,34.0
2019-08-29,95,40.0,,0.4,38.0
2019-08-30,78,40.0,,0.4,31.200000000000003
2019-08-31,77,40.0,,0.4,30.8
2019-09-01,73,43.0,False,0.43,31.39
2019-09-02,66,43.0,,0.43,28.38
2019-09-03,67,43.0,,0.43,28.81
2019-09-04,80,43.0,,0.43,34.4
2019-09-05,79,43.0,,0.43,33.97
2019-09-06,78,43.0,,0.43,33.54
2019-09-07,80,43.0,,0.43,34.4
2019-09-08,65,43.0,,0.43,27.95
2019-09-09,79,43.0,,0.43,33.97
2019-09-10,81,43.0,,0.43,34.83
