date,PT_unscaled,PT_monthly,isPartial,scale,PT
2017-12-23,62,78.0,,0.78,48.36
2017-12-24,63,78.0,,0.78,49.14
2017-12-25,61,78.0,,0.78,47.58
2017-12-26,91,78.0,,0.78,70.98
2017-12-27,100,78.0,,0.78,78.0
2017-12-28,87,78.0,,0.78,67.86
2017-12-29,82,78.0,,0.78,63.96
2017-12-30,81,78.0,,0.78,63.18
2017-12-31,77,78.0,,0.78,60.06
2018-01-01,72,92.0,False,0.92,66.24000000000001
2018-01-02,92,92.0,,0.92,84.64
2018-01-03,97,92.0,,0.92,89.24000000000001
2018-01-04,81,92.0,,0.92,74.52000000000001
2018-01-05,83,92.0,,0.92,76.36
2018-01-06,87,92.0,,0.92,80.04
2018-01-07,91,92.0,,0.92,83.72
2018-01-08,100,92.0,,0.92,92.0
2018-01-09,81,92.0,,0.92,74.52000000000001
2018-01-10,95,92.0,,0.92,87.4
2018-01-11,91,92.0,,0.92,83.72
2018-01-12,75,92.0,,0.92,69.0
2018-01-13,75,92.0,,0.92,69.0
2018-01-14,73,92.0,,0.92,67.16
2018-01-15,87,92.0,,0.92,80.04
2018-01-16,86,92.0,,0.92,79.12
2018-01-17,79,92.0,,0.92,72.68
2018-01-18,85,92.0,,0.92,78.2
2018-01-19,78,92.0,,0.92,71.76
2018-01-20,73,92.0,,0.92,67.16
2018-01-21,76,92.0,,0.92,69.92
2018-01-22,90,92.0,,0.92,82.8
2018-01-23,89,92.0,,0.92,81.88000000000001
2018-01-24,92,92.0,,0.92,84.64
2018-01-25,82,92.0,,0.92,75.44
2018-01-26,81,92.0,,0.92,74.52000000000001
2018-01-27,82,92.0,,0.92,75.44
2018-01-28,87,92.0,,0.92,80.04
2018-01-29,89,92.0,,0.92,81.88000000000001
2018-01-30,88,92.0,,0.92,80.96000000000001
2018-01-31,92,92.0,,0.92,84.64
2018-02-01,97,86.0,False,0.86,83.42
2018-02-02,89,86.0,,0.86,76.53999999999999
2018-02-03,78,86.0,,0.86,67.08
2018-02-04,80,86.0,,0.86,68.8
2018-02-05,81,86.0,,0.86,69.66
2018-02-06,89,86.0,,0.86,76.53999999999999
2018-02-07,91,86.0,,0.86,78.26
2018-02-08,85,86.0,,0.86,73.1
2018-02-09,84,86.0,,0.86,72.24
2018-02-10,75,86.0,,0.86,64.5
2018-02-11,82,86.0,,0.86,70.52
2018-02-12,83,86.0,,0.86,71.38
2018-02-13,85,86.0,,0.86,73.1
2018-02-14,85,86.0,,0.86,73.1
2018-02-15,85,86.0,,0.86,73.1
2018-02-16,81,86.0,,0.86,69.66
2018-02-17,81,86.0,,0.86,69.66
2018-02-18,88,86.0,,0.86,75.67999999999999
2018-02-19,89,86.0,,0.86,76.53999999999999
2018-02-20,97,86.0,,0.86,83.42
2018-02-21,92,86.0,,0.86,79.12
2018-02-22,92,86.0,,0.86,79.12
2018-02-23,82,86.0,,0.86,70.52
2018-02-24,72,86.0,,0.86,61.92
2018-02-25,78,86.0,,0.86,67.08
2018-02-26,100,86.0,,0.86,86.0
2018-02-27,90,86.0,,0.86,77.4
2018-02-28,98,86.0,,0.86,84.28
2018-03-01,83,86.0,False,0.86,71.38
2018-03-02,80,86.0,,0.86,68.8
2018-03-03,75,86.0,,0.86,64.5
2018-03-04,79,86.0,,0.86,67.94
2018-03-05,89,86.0,,0.86,76.53999999999999
2018-03-06,88,86.0,,0.86,75.67999999999999
2018-03-07,85,86.0,,0.86,73.1
2018-03-08,95,86.0,,0.86,81.7
2018-03-09,79,86.0,,0.86,67.94
2018-03-10,71,86.0,,0.86,61.06
2018-03-11,73,86.0,,0.86,62.78
2018-03-12,89,86.0,,0.86,76.53999999999999
2018-03-13,82,86.0,,0.86,70.52
2018-03-14,89,86.0,,0.86,76.53999999999999
2018-03-15,88,86.0,,0.86,75.67999999999999
2018-03-16,78,86.0,,0.86,67.08
2018-03-17,69,86.0,,0.86,59.339999999999996
2018-03-18,71,86.0,,0.86,61.06
2018-03-19,90,86.0,,0.86,77.4
2018-03-20,82,86.0,,0.86,70.52
2018-03-21,90,86.0,,0.86,77.4
2018-03-22,89,86.0,,0.86,76.53999999999999
2018-03-23,81,86.0,,0.86,69.66
2018-03-24,75,86.0,,0.86,64.5
2018-03-25,84,86.0,,0.86,72.24
2018-03-26,98,86.0,,0.86,84.28
2018-03-27,90,86.0,,0.86,77.4
2018-03-28,100,86.0,,0.86,86.0
2018-03-29,83,86.0,,0.86,71.38
2018-03-30,83,86.0,,0.86,71.38
2018-03-31,76,86.0,,0.86,65.36
2018-04-01,55,100.0,False,1.0,55.0
2018-04-02,73,100.0,,1.0,73.0
2018-04-03,66,100.0,,1.0,66.0
2018-04-04,68,100.0,,1.0,68.0
2018-04-05,66,100.0,,1.0,66.0
2018-04-06,61,100.0,,1.0,61.0
2018-04-07,58,100.0,,1.0,58.0
2018-04-08,60,100.0,,1.0,60.0
2018-04-09,73,100.0,,1.0,73.0
2018-04-10,75,100.0,,1.0,75.0
2018-04-11,76,100.0,,1.0,76.0
2018-04-12,74,100.0,,1.0,74.0
2018-04-13,77,100.0,,1.0,77.0
2018-04-14,82,100.0,,1.0,82.0
2018-04-15,100,100.0,,1.0,100.0
2018-04-16,83,100.0,,1.0,83.0
2018-04-17,71,100.0,,1.0,71.0
2018-04-18,75,100.0,,1.0,75.0
2018-04-19,74,100.0,,1.0,74.0
2018-04-20,67,100.0,,1.0,67.0
2018-04-21,72,100.0,,1.0,72.0
2018-04-22,88,100.0,,1.0,88.0
2018-04-23,81,100.0,,1.0,81.0
2018-04-24,79,100.0,,1.0,79.0
2018-04-25,74,100.0,,1.0,74.0
2018-04-26,72,100.0,,1.0,72.0
2018-04-27,64,100.0,,1.0,64.0
2018-04-28,68,100.0,,1.0,68.0
2018-04-29,70,100.0,,1.0,70.0
2018-04-30,77,100.0,,1.0,77.0
2018-05-01,92,92.0,False,0.92,84.64
2018-05-02,83,92.0,,0.92,76.36
2018-05-03,92,92.0,,0.92,84.64
2018-05-04,94,92.0,,0.92,86.48
2018-05-05,87,92.0,,0.92,80.04
2018-05-06,90,92.0,,0.92,82.8
2018-05-07,95,92.0,,0.92,87.4
2018-05-08,92,92.0,,0.92,84.64
2018-05-09,83,92.0,,0.92,76.36
2018-05-10,82,92.0,,0.92,75.44
2018-05-11,84,92.0,,0.92,77.28
2018-05-12,84,92.0,,0.92,77.28
2018-05-13,88,92.0,,0.92,80.96000000000001
2018-05-14,95,92.0,,0.92,87.4
2018-05-15,92,92.0,,0.92,84.64
2018-05-16,80,92.0,,0.92,73.60000000000001
2018-05-17,85,92.0,,0.92,78.2
2018-05-18,89,92.0,,0.92,81.88000000000001
2018-05-19,84,92.0,,0.92,77.28
2018-05-20,86,92.0,,0.92,79.12
2018-05-21,100,92.0,,0.92,92.0
2018-05-22,86,92.0,,0.92,79.12
2018-05-23,81,92.0,,0.92,74.52000000000001
2018-05-24,85,92.0,,0.92,78.2
2018-05-25,78,92.0,,0.92,71.76
2018-05-26,80,92.0,,0.92,73.60000000000001
2018-05-27,85,92.0,,0.92,78.2
2018-05-28,78,92.0,,0.92,71.76
2018-05-29,95,92.0,,0.92,87.4
2018-05-30,85,92.0,,0.92,78.2
2018-05-31,89,92.0,,0.92,81.88000000000001
2018-06-01,80,92.0,False,0.92,73.60000000000001
2018-06-02,75,92.0,,0.92,69.0
2018-06-03,79,92.0,,0.92,72.68
2018-06-04,89,92.0,,0.92,81.88000000000001
2018-06-05,82,92.0,,0.92,75.44
2018-06-06,80,92.0,,0.92,73.60000000000001
2018-06-07,84,92.0,,0.92,77.28
2018-06-08,75,92.0,,0.92,69.0
2018-06-09,72,92.0,,0.92,66.24000000000001
2018-06-10,87,92.0,,0.92,80.04
2018-06-11,100,92.0,,0.92,92.0
2018-06-12,100,92.0,,0.92,92.0
2018-06-13,88,92.0,,0.92,80.96000000000001
2018-06-14,82,92.0,,0.92,75.44
2018-06-15,72,92.0,,0.92,66.24000000000001
2018-06-16,62,92.0,,0.92,57.04
2018-06-17,64,92.0,,0.92,58.88
2018-06-18,74,92.0,,0.92,68.08
2018-06-19,76,92.0,,0.92,69.92
2018-06-20,76,92.0,,0.92,69.92
2018-06-21,78,92.0,,0.92,71.76
2018-06-22,77,92.0,,0.92,70.84
2018-06-23,63,92.0,,0.92,57.96
2018-06-24,68,92.0,,0.92,62.56
2018-06-25,78,92.0,,0.92,71.76
2018-06-26,78,92.0,,0.92,71.76
2018-06-27,75,92.0,,0.92,69.0
2018-06-28,75,92.0,,0.92,69.0
2018-06-29,97,92.0,,0.92,89.24000000000001
2018-06-30,92,92.0,,0.92,84.64
2018-07-01,69,88.0,False,0.88,60.72
2018-07-02,84,88.0,,0.88,73.92
2018-07-03,87,88.0,,0.88,76.56
2018-07-04,70,88.0,,0.88,61.6
2018-07-05,84,88.0,,0.88,73.92
2018-07-06,81,88.0,,0.88,71.28
2018-07-07,78,88.0,,0.88,68.64
2018-07-08,76,88.0,,0.88,66.88
2018-07-09,96,88.0,,0.88,84.48
2018-07-10,91,88.0,,0.88,80.08
2018-07-11,99,88.0,,0.88,87.12
2018-07-12,94,88.0,,0.88,82.72
2018-07-13,90,88.0,,0.88,79.2
2018-07-14,72,88.0,,0.88,63.36
2018-07-15,73,88.0,,0.88,64.24
2018-07-16,100,88.0,,0.88,88.0
2018-07-17,90,88.0,,0.88,79.2
2018-07-18,83,88.0,,0.88,73.04
2018-07-19,88,88.0,,0.88,77.44
2018-07-20,87,88.0,,0.88,76.56
2018-07-21,80,88.0,,0.88,70.4
2018-07-22,73,88.0,,0.88,64.24
2018-07-23,99,88.0,,0.88,87.12
2018-07-24,95,88.0,,0.88,83.6
2018-07-25,85,88.0,,0.88,74.8
2018-07-26,88,88.0,,0.88,77.44
2018-07-27,79,88.0,,0.88,69.52
2018-07-28,75,88.0,,0.88,66.0
2018-07-29,65,88.0,,0.88,57.2
2018-07-30,88,88.0,,0.88,77.44
2018-07-31,88,88.0,,0.88,77.44
2018-08-01,81,90.0,False,0.9,72.9
2018-08-02,81,90.0,,0.9,72.9
2018-08-03,79,90.0,,0.9,71.10000000000001
2018-08-04,70,90.0,,0.9,63.0
2018-08-05,77,90.0,,0.9,69.3
2018-08-06,97,90.0,,0.9,87.3
2018-08-07,96,90.0,,0.9,86.4
2018-08-08,84,90.0,,0.9,75.60000000000001
2018-08-09,83,90.0,,0.9,74.7
2018-08-10,91,90.0,,0.9,81.9
2018-08-11,74,90.0,,0.9,66.60000000000001
2018-08-12,71,90.0,,0.9,63.9
2018-08-13,81,90.0,,0.9,72.9
2018-08-14,85,90.0,,0.9,76.5
2018-08-15,84,90.0,,0.9,75.60000000000001
2018-08-16,81,90.0,,0.9,72.9
2018-08-17,78,90.0,,0.9,70.2
2018-08-18,69,90.0,,0.9,62.1
2018-08-19,77,90.0,,0.9,69.3
2018-08-20,84,90.0,,0.9,75.60000000000001
2018-08-21,83,90.0,,0.9,74.7
2018-08-22,85,90.0,,0.9,76.5
2018-08-23,80,90.0,,0.9,72.0
2018-08-24,80,90.0,,0.9,72.0
2018-08-25,69,90.0,,0.9,62.1
2018-08-26,70,90.0,,0.9,63.0
2018-08-27,80,90.0,,0.9,72.0
2018-08-28,100,90.0,,0.9,90.0
2018-08-29,86,90.0,,0.9,77.4
2018-08-30,75,90.0,,0.9,67.5
2018-08-31,78,90.0,,0.9,70.2
2018-09-01,62,90.0,False,0.9,55.800000000000004
2018-09-02,72,90.0,,0.9,64.8
2018-09-03,75,90.0,,0.9,67.5
2018-09-04,79,90.0,,0.9,71.10000000000001
2018-09-05,97,90.0,,0.9,87.3
2018-09-06,91,90.0,,0.9,81.9
2018-09-07,78,90.0,,0.9,70.2
2018-09-08,69,90.0,,0.9,62.1
2018-09-09,99,90.0,,0.9,89.10000000000001
2018-09-10,100,90.0,,0.9,90.0
2018-09-11,92,90.0,,0.9,82.8
2018-09-12,93,90.0,,0.9,83.7
2018-09-13,96,90.0,,0.9,86.4
2018-09-14,83,90.0,,0.9,74.7
2018-09-15,90,90.0,,0.9,81.0
2018-09-16,76,90.0,,0.9,68.4
2018-09-17,92,90.0,,0.9,82.8
2018-09-18,81,90.0,,0.9,72.9
2018-09-19,83,90.0,,0.9,74.7
2018-09-20,94,90.0,,0.9,84.60000000000001
2018-09-21,79,90.0,,0.9,71.10000000000001
2018-09-22,75,90.0,,0.9,67.5
2018-09-23,76,90.0,,0.9,68.4
2018-09-24,92,90.0,,0.9,82.8
2018-09-25,82,90.0,,0.9,73.8
2018-09-26,90,90.0,,0.9,81.0
2018-09-27,96,90.0,,0.9,86.4
2018-09-28,78,90.0,,0.9,70.2
2018-09-29,65,90.0,,0.9,58.5
2018-09-30,70,90.0,,0.9,63.0
2018-10-01,86,87.0,False,0.87,74.82
2018-10-02,86,87.0,,0.87,74.82
2018-10-03,86,87.0,,0.87,74.82
2018-10-04,86,87.0,,0.87,74.82
2018-10-05,80,87.0,,0.87,69.6
2018-10-06,74,87.0,,0.87,64.38
2018-10-07,68,87.0,,0.87,59.16
2018-10-08,87,87.0,,0.87,75.69
2018-10-09,96,87.0,,0.87,83.52
2018-10-10,98,87.0,,0.87,85.26
2018-10-11,87,87.0,,0.87,75.69
2018-10-12,88,87.0,,0.87,76.56
2018-10-13,80,87.0,,0.87,69.6
2018-10-14,78,87.0,,0.87,67.86
2018-10-15,86,87.0,,0.87,74.82
2018-10-16,97,87.0,,0.87,84.39
2018-10-17,93,87.0,,0.87,80.91
2018-10-18,82,87.0,,0.87,71.34
2018-10-19,77,87.0,,0.87,66.99
2018-10-20,71,87.0,,0.87,61.77
2018-10-21,67,87.0,,0.87,58.29
2018-10-22,83,87.0,,0.87,72.21
2018-10-23,83,87.0,,0.87,72.21
2018-10-24,83,87.0,,0.87,72.21
2018-10-25,86,87.0,,0.87,74.82
2018-10-26,79,87.0,,0.87,68.73
2018-10-27,65,87.0,,0.87,56.55
2018-10-28,65,87.0,,0.87,56.55
2018-10-29,83,87.0,,0.87,72.21
2018-10-30,100,87.0,,0.87,87.0
2018-10-31,90,87.0,,0.87,78.3
2018-11-01,100,80.0,False,0.8,80.0
2018-11-02,88,80.0,,0.8,70.4
2018-11-03,77,80.0,,0.8,61.6
2018-11-04,79,80.0,,0.8,63.2
2018-11-05,84,80.0,,0.8,67.2
2018-11-06,90,80.0,,0.8,72.0
2018-11-07,76,80.0,,0.8,60.800000000000004
2018-11-08,89,80.0,,0.8,71.2
2018-11-09,87,80.0,,0.8,69.60000000000001
2018-11-10,79,80.0,,0.8,63.2
2018-11-11,74,80.0,,0.8,59.2
2018-11-12,80,80.0,,0.8,64.0
2018-11-13,83,80.0,,0.8,66.4
2018-11-14,96,80.0,,0.8,76.80000000000001
2018-11-15,81,80.0,,0.8,64.8
2018-11-16,79,80.0,,0.8,63.2
2018-11-17,67,80.0,,0.8,53.6
2018-11-18,72,80.0,,0.8,57.6
2018-11-19,86,80.0,,0.8,68.8
2018-11-20,88,80.0,,0.8,70.4
2018-11-21,89,80.0,,0.8,71.2
2018-11-22,65,80.0,,0.8,52.0
2018-11-23,86,80.0,,0.8,68.8
2018-11-24,65,80.0,,0.8,52.0
2018-11-25,71,80.0,,0.8,56.800000000000004
2018-11-26,80,80.0,,0.8,64.0
2018-11-27,83,80.0,,0.8,66.4
2018-11-28,91,80.0,,0.8,72.8
2018-11-29,82,80.0,,0.8,65.60000000000001
2018-11-30,79,80.0,,0.8,63.2
2018-12-01,77,73.0,False,0.73,56.21
2018-12-02,76,73.0,,0.73,55.48
2018-12-03,100,73.0,,0.73,73.0
2018-12-04,92,73.0,,0.73,67.16
2018-12-05,95,73.0,,0.73,69.35
2018-12-06,98,73.0,,0.73,71.53999999999999
2018-12-07,94,73.0,,0.73,68.62
2018-12-08,76,73.0,,0.73,55.48
2018-12-09,67,73.0,,0.73,48.91
2018-12-10,90,73.0,,0.73,65.7
2018-12-11,94,73.0,,0.73,68.62
2018-12-12,92,73.0,,0.73,67.16
2018-12-13,95,73.0,,0.73,69.35
2018-12-14,83,73.0,,0.73,60.589999999999996
2018-12-15,73,73.0,,0.73,53.29
2018-12-16,73,73.0,,0.73,53.29
2018-12-17,95,73.0,,0.73,69.35
2018-12-18,96,73.0,,0.73,70.08
2018-12-19,88,73.0,,0.73,64.24
2018-12-20,87,73.0,,0.73,63.51
2018-12-21,75,73.0,,0.73,54.75
2018-12-22,69,73.0,,0.73,50.37
2018-12-23,61,73.0,,0.73,44.53
2018-12-24,65,73.0,,0.73,47.449999999999996
2018-12-25,67,73.0,,0.73,48.91
2018-12-26,87,73.0,,0.73,63.51
2018-12-27,83,73.0,,0.73,60.589999999999996
2018-12-28,81,73.0,,0.73,59.129999999999995
2018-12-29,82,73.0,,0.73,59.86
2018-12-30,63,73.0,,0.73,45.99
2018-12-31,82,73.0,,0.73,59.86
2019-01-01,61,84.0,False,0.84,51.239999999999995
2019-01-02,89,84.0,,0.84,74.75999999999999
2019-01-03,86,84.0,,0.84,72.24
2019-01-04,90,84.0,,0.84,75.6
2019-01-05,79,84.0,,0.84,66.36
2019-01-06,71,84.0,,0.84,59.64
2019-01-07,92,84.0,,0.84,77.28
2019-01-08,90,84.0,,0.84,75.6
2019-01-09,88,84.0,,0.84,73.92
2019-01-10,89,84.0,,0.84,74.75999999999999
2019-01-11,92,84.0,,0.84,77.28
2019-01-12,80,84.0,,0.84,67.2
2019-01-13,72,84.0,,0.84,60.48
2019-01-14,89,84.0,,0.84,74.75999999999999
2019-01-15,92,84.0,,0.84,77.28
2019-01-16,96,84.0,,0.84,80.64
2019-01-17,85,84.0,,0.84,71.39999999999999
2019-01-18,83,84.0,,0.84,69.72
2019-01-19,73,84.0,,0.84,61.32
2019-01-20,67,84.0,,0.84,56.28
2019-01-21,79,84.0,,0.84,66.36
2019-01-22,87,84.0,,0.84,73.08
2019-01-23,87,84.0,,0.84,73.08
2019-01-24,92,84.0,,0.84,77.28
2019-01-25,90,84.0,,0.84,75.6
2019-01-26,77,84.0,,0.84,64.67999999999999
2019-01-27,77,84.0,,0.84,64.67999999999999
2019-01-28,89,84.0,,0.84,74.75999999999999
2019-01-29,99,84.0,,0.84,83.16
2019-01-30,100,84.0,,0.84,84.0
2019-01-31,82,84.0,,0.84,68.88
2019-02-01,86,83.0,False,0.83,71.38
2019-02-02,74,83.0,,0.83,61.419999999999995
2019-02-03,67,83.0,,0.83,55.61
2019-02-04,79,83.0,,0.83,65.57
2019-02-05,96,83.0,,0.83,79.67999999999999
2019-02-06,87,83.0,,0.83,72.21
2019-02-07,86,83.0,,0.83,71.38
2019-02-08,85,83.0,,0.83,70.55
2019-02-09,73,83.0,,0.83,60.589999999999996
2019-02-10,71,83.0,,0.83,58.93
2019-02-11,87,83.0,,0.83,72.21
2019-02-12,94,83.0,,0.83,78.02
2019-02-13,99,83.0,,0.83,82.17
2019-02-14,79,83.0,,0.83,65.57
2019-02-15,77,83.0,,0.83,63.91
2019-02-16,71,83.0,,0.83,58.93
2019-02-17,85,83.0,,0.83,70.55
2019-02-18,80,83.0,,0.83,66.39999999999999
2019-02-19,94,83.0,,0.83,78.02
2019-02-20,91,83.0,,0.83,75.53
2019-02-21,83,83.0,,0.83,68.89
2019-02-22,78,83.0,,0.83,64.74
2019-02-23,66,83.0,,0.83,54.779999999999994
2019-02-24,73,83.0,,0.83,60.589999999999996
2019-02-25,84,83.0,,0.83,69.72
2019-02-26,100,83.0,,0.83,83.0
2019-02-27,85,83.0,,0.83,70.55
2019-02-28,90,83.0,,0.83,74.7
2019-03-01,87,80.0,False,0.8,69.60000000000001
2019-03-02,79,80.0,,0.8,63.2
2019-03-03,76,80.0,,0.8,60.800000000000004
2019-03-04,98,80.0,,0.8,78.4
2019-03-05,98,80.0,,0.8,78.4
2019-03-06,94,80.0,,0.8,75.2
2019-03-07,91,80.0,,0.8,72.8
2019-03-08,89,80.0,,0.8,71.2
2019-03-09,70,80.0,,0.8,56.0
2019-03-10,74,80.0,,0.8,59.2
2019-03-11,93,80.0,,0.8,74.4
2019-03-12,94,80.0,,0.8,75.2
2019-03-13,93,80.0,,0.8,74.4
2019-03-14,99,80.0,,0.8,79.2
2019-03-15,84,80.0,,0.8,67.2
2019-03-16,74,80.0,,0.8,59.2
2019-03-17,78,80.0,,0.8,62.400000000000006
2019-03-18,90,80.0,,0.8,72.0
2019-03-19,94,80.0,,0.8,75.2
2019-03-20,94,80.0,,0.8,75.2
2019-03-21,97,80.0,,0.8,77.60000000000001
2019-03-22,89,80.0,,0.8,71.2
2019-03-23,81,80.0,,0.8,64.8
2019-03-24,72,80.0,,0.8,57.6
2019-03-25,100,80.0,,0.8,80.0
2019-03-26,99,80.0,,0.8,79.2
2019-03-27,100,80.0,,0.8,80.0
2019-03-28,93,80.0,,0.8,74.4
2019-03-29,95,80.0,,0.8,76.0
2019-03-30,72,80.0,,0.8,57.6
2019-03-31,65,80.0,,0.8,52.0
2019-04-01,84,85.0,False,0.85,71.39999999999999
2019-04-02,88,85.0,,0.85,74.8
2019-04-03,98,85.0,,0.85,83.3
2019-04-04,87,85.0,,0.85,73.95
2019-04-05,89,85.0,,0.85,75.64999999999999
2019-04-06,72,85.0,,0.85,61.199999999999996
2019-04-07,75,85.0,,0.85,63.75
2019-04-08,86,85.0,,0.85,73.1
2019-04-09,84,85.0,,0.85,71.39999999999999
2019-04-10,85,85.0,,0.85,72.25
2019-04-11,97,85.0,,0.85,82.45
2019-04-12,85,85.0,,0.85,72.25
2019-04-13,75,85.0,,0.85,63.75
2019-04-14,73,85.0,,0.85,62.05
2019-04-15,88,85.0,,0.85,74.8
2019-04-16,84,85.0,,0.85,71.39999999999999
2019-04-17,92,85.0,,0.85,78.2
2019-04-18,86,85.0,,0.85,73.1
2019-04-19,80,85.0,,0.85,68.0
2019-04-20,69,85.0,,0.85,58.65
2019-04-21,70,85.0,,0.85,59.5
2019-04-22,93,85.0,,0.85,79.05
2019-04-23,100,85.0,,0.85,85.0
2019-04-24,88,85.0,,0.85,74.8
2019-04-25,86,85.0,,0.85,73.1
2019-04-26,76,85.0,,0.85,64.6
2019-04-27,70,85.0,,0.85,59.5
2019-04-28,67,85.0,,0.85,56.949999999999996
2019-04-29,90,85.0,,0.85,76.5
2019-04-30,98,85.0,,0.85,83.3
2019-05-01,98,83.0,False,0.83,81.33999999999999
2019-05-02,82,83.0,,0.83,68.06
2019-05-03,79,83.0,,0.83,65.57
2019-05-04,74,83.0,,0.83,61.419999999999995
2019-05-05,70,83.0,,0.83,58.099999999999994
2019-05-06,88,83.0,,0.83,73.03999999999999
2019-05-07,85,83.0,,0.83,70.55
2019-05-08,85,83.0,,0.83,70.55
2019-05-09,91,83.0,,0.83,75.53
2019-05-10,83,83.0,,0.83,68.89
2019-05-11,71,83.0,,0.83,58.93
2019-05-12,62,83.0,,0.83,51.46
2019-05-13,87,83.0,,0.83,72.21
2019-05-14,89,83.0,,0.83,73.86999999999999
2019-05-15,88,83.0,,0.83,73.03999999999999
2019-05-16,89,83.0,,0.83,73.86999999999999
2019-05-17,87,83.0,,0.83,72.21
2019-05-18,64,83.0,,0.83,53.12
2019-05-19,67,83.0,,0.83,55.61
2019-05-20,78,83.0,,0.83,64.74
2019-05-21,88,83.0,,0.83,73.03999999999999
2019-05-22,87,83.0,,0.83,72.21
2019-05-23,82,83.0,,0.83,68.06
2019-05-24,82,83.0,,0.83,68.06
2019-05-25,60,83.0,,0.83,49.8
2019-05-26,63,83.0,,0.83,52.29
2019-05-27,69,83.0,,0.83,57.269999999999996
2019-05-28,85,83.0,,0.83,70.55
2019-05-29,100,83.0,,0.83,83.0
2019-05-30,99,83.0,,0.83,82.17
2019-05-31,81,83.0,,0.83,67.22999999999999
2019-06-01,69,83.0,False,0.83,57.269999999999996
2019-06-02,68,83.0,,0.83,56.44
2019-06-03,82,83.0,,0.83,68.06
2019-06-04,82,83.0,,0.83,68.06
2019-06-05,87,83.0,,0.83,72.21
2019-06-06,87,83.0,,0.83,72.21
2019-06-07,76,83.0,,0.83,63.08
2019-06-08,75,83.0,,0.83,62.25
2019-06-09,84,83.0,,0.83,69.72
2019-06-10,100,83.0,,0.83,83.0
2019-06-11,99,83.0,,0.83,82.17
2019-06-12,80,83.0,,0.83,66.39999999999999
2019-06-13,84,83.0,,0.83,69.72
2019-06-14,74,83.0,,0.83,61.419999999999995
2019-06-15,65,83.0,,0.83,53.949999999999996
2019-06-16,53,83.0,,0.83,43.989999999999995
2019-06-17,77,83.0,,0.83,63.91
2019-06-18,82,83.0,,0.83,68.06
2019-06-19,82,83.0,,0.83,68.06
2019-06-20,81,83.0,,0.83,67.22999999999999
2019-06-21,78,83.0,,0.83,64.74
2019-06-22,62,83.0,,0.83,51.46
2019-06-23,60,83.0,,0.83,49.8
2019-06-24,79,83.0,,0.83,65.57
2019-06-25,87,83.0,,0.83,72.21
2019-06-26,82,83.0,,0.83,68.06
2019-06-27,80,83.0,,0.83,66.39999999999999
2019-06-28,77,83.0,,0.83,63.91
2019-06-29,63,83.0,,0.83,52.29
2019-06-30,57,83.0,,0.83,47.309999999999995
2019-07-01,62,83.0,False,0.83,51.46
2019-07-02,67,83.0,,0.83,55.61
2019-07-03,65,83.0,,0.83,53.949999999999996
2019-07-04,46,83.0,,0.83,38.18
2019-07-05,51,83.0,,0.83,42.33
2019-07-06,46,83.0,,0.83,38.18
2019-07-07,46,83.0,,0.83,38.18
2019-07-08,66,83.0,,0.83,54.779999999999994
2019-07-09,65,83.0,,0.83,53.949999999999996
2019-07-10,63,83.0,,0.83,52.29
2019-07-11,66,83.0,,0.83,54.779999999999994
2019-07-12,66,83.0,,0.83,54.779999999999994
2019-07-13,53,83.0,,0.83,43.989999999999995
2019-07-14,50,83.0,,0.83,41.5
2019-07-15,100,83.0,,0.83,83.0
2019-07-16,65,83.0,,0.83,53.949999999999996
2019-07-17,64,83.0,,0.83,53.12
2019-07-18,64,83.0,,0.83,53.12
2019-07-19,59,83.0,,0.83,48.97
2019-07-20,49,83.0,,0.83,40.669999999999995
2019-07-21,59,83.0,,0.83,48.97
2019-07-22,72,83.0,,0.83,59.76
2019-07-23,67,83.0,,0.83,55.61
2019-07-24,98,83.0,,0.83,81.33999999999999
2019-07-25,58,83.0,,0.83,48.14
2019-07-26,63,83.0,,0.83,52.29
2019-07-27,53,83.0,,0.83,43.989999999999995
2019-07-28,49,83.0,,0.83,40.669999999999995
2019-07-29,60,83.0,,0.83,49.8
2019-07-30,68,83.0,,0.83,56.44
2019-07-31,66,83.0,,0.83,54.779999999999994
2019-08-01,83,79.0,False,0.79,65.57000000000001
2019-08-02,73,79.0,,0.79,57.67
2019-08-03,75,79.0,,0.79,59.25
2019-08-04,57,79.0,,0.79,45.03
2019-08-05,77,79.0,,0.79,60.830000000000005
2019-08-06,83,79.0,,0.79,65.57000000000001
2019-08-07,81,79.0,,0.79,63.99
2019-08-08,81,79.0,,0.79,63.99
2019-08-09,76,79.0,,0.79,60.040000000000006
2019-08-10,58,79.0,,0.79,45.82
2019-08-11,60,79.0,,0.79,47.400000000000006
2019-08-12,83,79.0,,0.79,65.57000000000001
2019-08-13,100,79.0,,0.79,79.0
2019-08-14,86,79.0,,0.79,67.94
2019-08-15,80,79.0,,0.79,63.2
2019-08-16,72,79.0,,0.79,56.88
2019-08-17,64,79.0,,0.79,50.56
2019-08-18,62,79.0,,0.79,48.980000000000004
2019-08-19,83,79.0,,0.79,65.57000000000001
2019-08-20,83,79.0,,0.79,65.57000000000001
2019-08-21,96,79.0,,0.79,75.84
2019-08-22,84,79.0,,0.79,66.36
2019-08-23,75,79.0,,0.79,59.25
2019-08-24,64,79.0,,0.79,50.56
2019-08-25,64,79.0,,0.79,50.56
2019-08-26,80,79.0,,0.79,63.2
2019-08-27,81,79.0,,0.79,63.99
