date,AI_unscaled,AI_monthly,isPartial,scale,AI
2017-12-17,85,65.0,,0.65,55.25
2017-12-18,83,65.0,,0.65,53.95
2017-12-19,87,65.0,,0.65,56.550000000000004
2017-12-20,82,65.0,,0.65,53.300000000000004
2017-12-21,78,65.0,,0.65,50.7
2017-12-22,77,65.0,,0.65,50.050000000000004
2017-12-23,74,65.0,,0.65,48.1
2017-12-24,76,65.0,,0.65,49.4
2017-12-25,77,65.0,,0.65,50.050000000000004
2017-12-26,72,65.0,,0.65,46.800000000000004
2017-12-27,72,65.0,,0.65,46.800000000000004
2017-12-28,73,65.0,,0.65,47.45
2017-12-29,76,65.0,,0.65,49.4
2017-12-30,81,65.0,,0.65,52.65
2017-12-31,72,65.0,,0.65,46.800000000000004
2018-01-01,74,68.0,False,0.68,50.32
2018-01-02,85,68.0,,0.68,57.800000000000004
2018-01-03,83,68.0,,0.68,56.440000000000005
2018-01-04,88,68.0,,0.68,59.84
2018-01-05,100,68.0,,0.68,68.0
2018-01-06,89,68.0,,0.68,60.52
2018-01-07,95,68.0,,0.68,64.60000000000001
2018-01-08,94,68.0,,0.68,63.92
2018-01-09,96,68.0,,0.68,65.28
2018-01-10,100,68.0,,0.68,68.0
2018-01-11,96,68.0,,0.68,65.28
2018-01-12,91,68.0,,0.68,61.88
2018-01-13,89,68.0,,0.68,60.52
2018-01-14,83,68.0,,0.68,56.440000000000005
2018-01-15,92,68.0,,0.68,62.56
2018-01-16,99,68.0,,0.68,67.32000000000001
2018-01-17,99,68.0,,0.68,67.32000000000001
2018-01-18,94,68.0,,0.68,63.92
2018-01-19,100,68.0,,0.68,68.0
2018-01-20,86,68.0,,0.68,58.480000000000004
2018-01-21,86,68.0,,0.68,58.480000000000004
2018-01-22,91,68.0,,0.68,61.88
2018-01-23,95,68.0,,0.68,64.60000000000001
2018-01-24,96,68.0,,0.68,65.28
2018-01-25,100,68.0,,0.68,68.0
2018-01-26,97,68.0,,0.68,65.96000000000001
2018-01-27,86,68.0,,0.68,58.480000000000004
2018-01-28,87,68.0,,0.68,59.160000000000004
2018-01-29,98,68.0,,0.68,66.64
2018-01-30,91,68.0,,0.68,61.88
2018-01-31,97,68.0,,0.68,65.96000000000001
2018-02-01,90,69.0,False,0.69,62.099999999999994
2018-02-02,92,69.0,,0.69,63.48
2018-02-03,82,69.0,,0.69,56.58
2018-02-04,83,69.0,,0.69,57.269999999999996
2018-02-05,86,69.0,,0.69,59.339999999999996
2018-02-06,95,69.0,,0.69,65.55
2018-02-07,91,69.0,,0.69,62.78999999999999
2018-02-08,96,69.0,,0.69,66.24
2018-02-09,89,69.0,,0.69,61.41
2018-02-10,77,69.0,,0.69,53.129999999999995
2018-02-11,76,69.0,,0.69,52.44
2018-02-12,93,69.0,,0.69,64.17
2018-02-13,96,69.0,,0.69,66.24
2018-02-14,96,69.0,,0.69,66.24
2018-02-15,96,69.0,,0.69,66.24
2018-02-16,92,69.0,,0.69,63.48
2018-02-17,83,69.0,,0.69,57.269999999999996
2018-02-18,78,69.0,,0.69,53.81999999999999
2018-02-19,88,69.0,,0.69,60.72
2018-02-20,90,69.0,,0.69,62.099999999999994
2018-02-21,88,69.0,,0.69,60.72
2018-02-22,97,69.0,,0.69,66.92999999999999
2018-02-23,88,69.0,,0.69,60.72
2018-02-24,73,69.0,,0.69,50.37
2018-02-25,86,69.0,,0.69,59.339999999999996
2018-02-26,90,69.0,,0.69,62.099999999999994
2018-02-27,89,69.0,,0.69,61.41
2018-02-28,100,69.0,,0.69,69.0
2018-03-01,97,67.0,False,0.67,64.99000000000001
2018-03-02,98,67.0,,0.67,65.66000000000001
2018-03-03,78,67.0,,0.67,52.260000000000005
2018-03-04,85,67.0,,0.67,56.95
2018-03-05,100,67.0,,0.67,67.0
2018-03-06,87,67.0,,0.67,58.290000000000006
2018-03-07,91,67.0,,0.67,60.970000000000006
2018-03-08,92,67.0,,0.67,61.64
2018-03-09,83,67.0,,0.67,55.61000000000001
2018-03-10,77,67.0,,0.67,51.59
2018-03-11,82,67.0,,0.67,54.940000000000005
2018-03-12,96,67.0,,0.67,64.32000000000001
2018-03-13,96,67.0,,0.67,64.32000000000001
2018-03-14,97,67.0,,0.67,64.99000000000001
2018-03-15,99,67.0,,0.67,66.33
2018-03-16,87,67.0,,0.67,58.290000000000006
2018-03-17,81,67.0,,0.67,54.27
2018-03-18,81,67.0,,0.67,54.27
2018-03-19,88,67.0,,0.67,58.96
2018-03-20,94,67.0,,0.67,62.980000000000004
2018-03-21,90,67.0,,0.67,60.300000000000004
2018-03-22,95,67.0,,0.67,63.650000000000006
2018-03-23,80,67.0,,0.67,53.6
2018-03-24,76,67.0,,0.67,50.92
2018-03-25,76,67.0,,0.67,50.92
2018-03-26,87,67.0,,0.67,58.290000000000006
2018-03-27,88,67.0,,0.67,58.96
2018-03-28,86,67.0,,0.67,57.620000000000005
2018-03-29,85,67.0,,0.67,56.95
2018-03-30,82,67.0,,0.67,54.940000000000005
2018-03-31,73,67.0,,0.67,48.910000000000004
2018-04-01,78,68.0,False,0.68,53.040000000000006
2018-04-02,92,68.0,,0.68,62.56
2018-04-03,90,68.0,,0.68,61.2
2018-04-04,92,68.0,,0.68,62.56
2018-04-05,99,68.0,,0.68,67.32000000000001
2018-04-06,97,68.0,,0.68,65.96000000000001
2018-04-07,85,68.0,,0.68,57.800000000000004
2018-04-08,80,68.0,,0.68,54.400000000000006
2018-04-09,100,68.0,,0.68,68.0
2018-04-10,100,68.0,,0.68,68.0
2018-04-11,88,68.0,,0.68,59.84
2018-04-12,97,68.0,,0.68,65.96000000000001
2018-04-13,81,68.0,,0.68,55.080000000000005
2018-04-14,77,68.0,,0.68,52.36000000000001
2018-04-15,79,68.0,,0.68,53.720000000000006
2018-04-16,85,68.0,,0.68,57.800000000000004
2018-04-17,94,68.0,,0.68,63.92
2018-04-18,97,68.0,,0.68,65.96000000000001
2018-04-19,95,68.0,,0.68,64.60000000000001
2018-04-20,82,68.0,,0.68,55.760000000000005
2018-04-21,82,68.0,,0.68,55.760000000000005
2018-04-22,85,68.0,,0.68,57.800000000000004
2018-04-23,90,68.0,,0.68,61.2
2018-04-24,94,68.0,,0.68,63.92
2018-04-25,88,68.0,,0.68,59.84
2018-04-26,92,68.0,,0.68,62.56
2018-04-27,90,68.0,,0.68,61.2
2018-04-28,77,68.0,,0.68,52.36000000000001
2018-04-29,88,68.0,,0.68,59.84
2018-04-30,98,68.0,,0.68,66.64
2018-05-01,78,71.0,False,0.71,55.379999999999995
2018-05-02,78,71.0,,0.71,55.379999999999995
2018-05-03,73,71.0,,0.71,51.83
2018-05-04,77,71.0,,0.71,54.669999999999995
2018-05-05,69,71.0,,0.71,48.989999999999995
2018-05-06,70,71.0,,0.71,49.699999999999996
2018-05-07,79,71.0,,0.71,56.089999999999996
2018-05-08,86,71.0,,0.71,61.059999999999995
2018-05-09,96,71.0,,0.71,68.16
2018-05-10,100,71.0,,0.71,71.0
2018-05-11,97,71.0,,0.71,68.86999999999999
2018-05-12,77,71.0,,0.71,54.669999999999995
2018-05-13,72,71.0,,0.71,51.12
2018-05-14,88,71.0,,0.71,62.48
2018-05-15,72,71.0,,0.71,51.12
2018-05-16,71,71.0,,0.71,50.41
2018-05-17,74,71.0,,0.71,52.54
2018-05-18,76,71.0,,0.71,53.959999999999994
2018-05-19,69,71.0,,0.71,48.989999999999995
2018-05-20,69,71.0,,0.71,48.989999999999995
2018-05-21,78,71.0,,0.71,55.379999999999995
2018-05-22,84,71.0,,0.71,59.64
2018-05-23,81,71.0,,0.71,57.51
2018-05-24,76,71.0,,0.71,53.959999999999994
2018-05-25,67,71.0,,0.71,47.57
2018-05-26,60,71.0,,0.71,42.599999999999994
2018-05-27,65,71.0,,0.71,46.15
2018-05-28,66,71.0,,0.71,46.86
2018-05-29,76,71.0,,0.71,53.959999999999994
2018-05-30,70,71.0,,0.71,49.699999999999996
2018-05-31,71,71.0,,0.71,50.41
2018-06-01,85,66.0,False,0.66,56.1
2018-06-02,84,66.0,,0.66,55.440000000000005
2018-06-03,85,66.0,,0.66,56.1
2018-06-04,83,66.0,,0.66,54.78
2018-06-05,91,66.0,,0.66,60.06
2018-06-06,97,66.0,,0.66,64.02
2018-06-07,100,66.0,,0.66,66.0
2018-06-08,98,66.0,,0.66,64.68
2018-06-09,97,66.0,,0.66,64.02
2018-06-10,88,66.0,,0.66,58.080000000000005
2018-06-11,92,66.0,,0.66,60.720000000000006
2018-06-12,92,66.0,,0.66,60.720000000000006
2018-06-13,90,66.0,,0.66,59.400000000000006
2018-06-14,100,66.0,,0.66,66.0
2018-06-15,94,66.0,,0.66,62.040000000000006
2018-06-16,79,66.0,,0.66,52.14
2018-06-17,79,66.0,,0.66,52.14
2018-06-18,86,66.0,,0.66,56.760000000000005
2018-06-19,95,66.0,,0.66,62.7
2018-06-20,93,66.0,,0.66,61.38
2018-06-21,91,66.0,,0.66,60.06
2018-06-22,87,66.0,,0.66,57.42
2018-06-23,80,66.0,,0.66,52.800000000000004
2018-06-24,83,66.0,,0.66,54.78
2018-06-25,89,66.0,,0.66,58.74
2018-06-26,87,66.0,,0.66,57.42
2018-06-27,92,66.0,,0.66,60.720000000000006
2018-06-28,97,66.0,,0.66,64.02
2018-06-29,83,66.0,,0.66,54.78
2018-06-30,76,66.0,,0.66,50.160000000000004
2018-07-01,78,61.0,False,0.61,47.58
2018-07-02,89,61.0,,0.61,54.29
2018-07-03,82,61.0,,0.61,50.019999999999996
2018-07-04,81,61.0,,0.61,49.41
2018-07-05,92,61.0,,0.61,56.12
2018-07-06,89,61.0,,0.61,54.29
2018-07-07,75,61.0,,0.61,45.75
2018-07-08,76,61.0,,0.61,46.36
2018-07-09,88,61.0,,0.61,53.68
2018-07-10,95,61.0,,0.61,57.949999999999996
2018-07-11,91,61.0,,0.61,55.51
2018-07-12,88,61.0,,0.61,53.68
2018-07-13,96,61.0,,0.61,58.56
2018-07-14,74,61.0,,0.61,45.14
2018-07-15,77,61.0,,0.61,46.97
2018-07-16,86,61.0,,0.61,52.46
2018-07-17,93,61.0,,0.61,56.73
2018-07-18,93,61.0,,0.61,56.73
2018-07-19,100,61.0,,0.61,61.0
2018-07-20,93,61.0,,0.61,56.73
2018-07-21,73,61.0,,0.61,44.53
2018-07-22,89,61.0,,0.61,54.29
2018-07-23,89,61.0,,0.61,54.29
2018-07-24,100,61.0,,0.61,61.0
2018-07-25,90,61.0,,0.61,54.9
2018-07-26,92,61.0,,0.61,56.12
2018-07-27,91,61.0,,0.61,55.51
2018-07-28,78,61.0,,0.61,47.58
2018-07-29,87,61.0,,0.61,53.07
2018-07-30,90,61.0,,0.61,54.9
2018-07-31,94,61.0,,0.61,57.339999999999996
2018-08-01,93,62.0,False,0.62,57.66
2018-08-02,87,62.0,,0.62,53.94
2018-08-03,93,62.0,,0.62,57.66
2018-08-04,82,62.0,,0.62,50.839999999999996
2018-08-05,100,62.0,,0.62,62.0
2018-08-06,98,62.0,,0.62,60.76
2018-08-07,92,62.0,,0.62,57.04
2018-08-08,96,62.0,,0.62,59.519999999999996
2018-08-09,91,62.0,,0.62,56.42
2018-08-10,92,62.0,,0.62,57.04
2018-08-11,78,62.0,,0.62,48.36
2018-08-12,81,62.0,,0.62,50.22
2018-08-13,92,62.0,,0.62,57.04
2018-08-14,95,62.0,,0.62,58.9
2018-08-15,91,62.0,,0.62,56.42
2018-08-16,89,62.0,,0.62,55.18
2018-08-17,85,62.0,,0.62,52.7
2018-08-18,69,62.0,,0.62,42.78
2018-08-19,81,62.0,,0.62,50.22
2018-08-20,90,62.0,,0.62,55.8
2018-08-21,87,62.0,,0.62,53.94
2018-08-22,91,62.0,,0.62,56.42
2018-08-23,89,62.0,,0.62,55.18
2018-08-24,90,62.0,,0.62,55.8
2018-08-25,69,62.0,,0.62,42.78
2018-08-26,75,62.0,,0.62,46.5
2018-08-27,92,62.0,,0.62,57.04
2018-08-28,91,62.0,,0.62,56.42
2018-08-29,86,62.0,,0.62,53.32
2018-08-30,86,62.0,,0.62,53.32
2018-08-31,86,62.0,,0.62,53.32
2018-09-01,71,68.0,False,0.68,48.28
2018-09-02,71,68.0,,0.68,48.28
2018-09-03,73,68.0,,0.68,49.64
2018-09-04,84,68.0,,0.68,57.120000000000005
2018-09-05,86,68.0,,0.68,58.480000000000004
2018-09-06,92,68.0,,0.68,62.56
2018-09-07,99,68.0,,0.68,67.32000000000001
2018-09-08,82,68.0,,0.68,55.760000000000005
2018-09-09,92,68.0,,0.68,62.56
2018-09-10,93,68.0,,0.68,63.24
2018-09-11,98,68.0,,0.68,66.64
2018-09-12,100,68.0,,0.68,68.0
2018-09-13,97,68.0,,0.68,65.96000000000001
2018-09-14,91,68.0,,0.68,61.88
2018-09-15,74,68.0,,0.68,50.32
2018-09-16,74,68.0,,0.68,50.32
2018-09-17,94,68.0,,0.68,63.92
2018-09-18,98,68.0,,0.68,66.64
2018-09-19,98,68.0,,0.68,66.64
2018-09-20,99,68.0,,0.68,67.32000000000001
2018-09-21,92,68.0,,0.68,62.56
2018-09-22,76,68.0,,0.68,51.68000000000001
2018-09-23,90,68.0,,0.68,61.2
2018-09-24,97,68.0,,0.68,65.96000000000001
2018-09-25,99,68.0,,0.68,67.32000000000001
2018-09-26,91,68.0,,0.68,61.88
2018-09-27,89,68.0,,0.68,60.52
2018-09-28,95,68.0,,0.68,64.60000000000001
2018-09-29,80,68.0,,0.68,54.400000000000006
2018-09-30,79,68.0,,0.68,53.720000000000006
2018-10-01,96,72.0,False,0.72,69.12
2018-10-02,93,72.0,,0.72,66.96
2018-10-03,91,72.0,,0.72,65.52
2018-10-04,96,72.0,,0.72,69.12
2018-10-05,81,72.0,,0.72,58.32
2018-10-06,75,72.0,,0.72,54.0
2018-10-07,74,72.0,,0.72,53.28
2018-10-08,89,72.0,,0.72,64.08
2018-10-09,92,72.0,,0.72,66.24
2018-10-10,95,72.0,,0.72,68.39999999999999
2018-10-11,99,72.0,,0.72,71.28
2018-10-12,93,72.0,,0.72,66.96
2018-10-13,75,72.0,,0.72,54.0
2018-10-14,77,72.0,,0.72,55.44
2018-10-15,90,72.0,,0.72,64.8
2018-10-16,99,72.0,,0.72,71.28
2018-10-17,98,72.0,,0.72,70.56
2018-10-18,98,72.0,,0.72,70.56
2018-10-19,88,72.0,,0.72,63.36
2018-10-20,76,72.0,,0.72,54.72
2018-10-21,76,72.0,,0.72,54.72
2018-10-22,100,72.0,,0.72,72.0
2018-10-23,93,72.0,,0.72,66.96
2018-10-24,87,72.0,,0.72,62.64
2018-10-25,95,72.0,,0.72,68.39999999999999
2018-10-26,94,72.0,,0.72,67.67999999999999
2018-10-27,84,72.0,,0.72,60.48
2018-10-28,83,72.0,,0.72,59.76
2018-10-29,84,72.0,,0.72,60.48
2018-10-30,98,72.0,,0.72,70.56
2018-10-31,98,72.0,,0.72,70.56
2018-11-01,86,69.0,False,0.69,59.339999999999996
2018-11-02,80,69.0,,0.69,55.199999999999996
2018-11-03,72,69.0,,0.69,49.67999999999999
2018-11-04,70,69.0,,0.69,48.3
2018-11-05,81,69.0,,0.69,55.88999999999999
2018-11-06,82,69.0,,0.69,56.58
2018-11-07,76,69.0,,0.69,52.44
2018-11-08,97,69.0,,0.69,66.92999999999999
2018-11-09,100,69.0,,0.69,69.0
2018-11-10,86,69.0,,0.69,59.339999999999996
2018-11-11,82,69.0,,0.69,56.58
2018-11-12,88,69.0,,0.69,60.72
2018-11-13,94,69.0,,0.69,64.86
2018-11-14,97,69.0,,0.69,66.92999999999999
2018-11-15,90,69.0,,0.69,62.099999999999994
2018-11-16,87,69.0,,0.69,60.029999999999994
2018-11-17,74,69.0,,0.69,51.059999999999995
2018-11-18,80,69.0,,0.69,55.199999999999996
2018-11-19,88,69.0,,0.69,60.72
2018-11-20,85,69.0,,0.69,58.65
2018-11-21,84,69.0,,0.69,57.959999999999994
2018-11-22,64,69.0,,0.69,44.16
2018-11-23,69,69.0,,0.69,47.61
2018-11-24,72,69.0,,0.69,49.67999999999999
2018-11-25,69,69.0,,0.69,47.61
2018-11-26,83,69.0,,0.69,57.269999999999996
2018-11-27,91,69.0,,0.69,62.78999999999999
2018-11-28,93,69.0,,0.69,64.17
2018-11-29,91,69.0,,0.69,62.78999999999999
2018-11-30,85,69.0,,0.69,58.65
2018-12-01,66,67.0,False,0.67,44.220000000000006
2018-12-02,72,67.0,,0.67,48.24
2018-12-03,86,67.0,,0.67,57.620000000000005
2018-12-04,90,67.0,,0.67,60.300000000000004
2018-12-05,90,67.0,,0.67,60.300000000000004
2018-12-06,91,67.0,,0.67,60.970000000000006
2018-12-07,88,67.0,,0.67,58.96
2018-12-08,76,67.0,,0.67,50.92
2018-12-09,70,67.0,,0.67,46.900000000000006
2018-12-10,78,67.0,,0.67,52.260000000000005
2018-12-11,87,67.0,,0.67,58.290000000000006
2018-12-12,83,67.0,,0.67,55.61000000000001
2018-12-13,84,67.0,,0.67,56.28
2018-12-14,87,67.0,,0.67,58.290000000000006
2018-12-15,72,67.0,,0.67,48.24
2018-12-16,75,67.0,,0.67,50.25
2018-12-17,80,67.0,,0.67,53.6
2018-12-18,91,67.0,,0.67,60.970000000000006
2018-12-19,100,67.0,,0.67,67.0
2018-12-20,83,67.0,,0.67,55.61000000000001
2018-12-21,80,67.0,,0.67,53.6
2018-12-22,69,67.0,,0.67,46.230000000000004
2018-12-23,77,67.0,,0.67,51.59
2018-12-24,63,67.0,,0.67,42.21
2018-12-25,77,67.0,,0.67,51.59
2018-12-26,73,67.0,,0.67,48.910000000000004
2018-12-27,70,67.0,,0.67,46.900000000000006
2018-12-28,66,67.0,,0.67,44.220000000000006
2018-12-29,65,67.0,,0.67,43.550000000000004
2018-12-30,66,67.0,,0.67,44.220000000000006
2018-12-31,69,67.0,,0.67,46.230000000000004
2019-01-01,65,72.0,False,0.72,46.8
2019-01-02,80,72.0,,0.72,57.599999999999994
2019-01-03,83,72.0,,0.72,59.76
2019-01-04,82,72.0,,0.72,59.04
2019-01-05,68,72.0,,0.72,48.96
2019-01-06,76,72.0,,0.72,54.72
2019-01-07,80,72.0,,0.72,57.599999999999994
2019-01-08,88,72.0,,0.72,63.36
2019-01-09,87,72.0,,0.72,62.64
2019-01-10,89,72.0,,0.72,64.08
2019-01-11,92,72.0,,0.72,66.24
2019-01-12,73,72.0,,0.72,52.559999999999995
2019-01-13,81,72.0,,0.72,58.32
2019-01-14,98,72.0,,0.72,70.56
2019-01-15,89,72.0,,0.72,64.08
2019-01-16,95,72.0,,0.72,68.39999999999999
2019-01-17,100,72.0,,0.72,72.0
2019-01-18,83,72.0,,0.72,59.76
2019-01-19,73,72.0,,0.72,52.559999999999995
2019-01-20,80,72.0,,0.72,57.599999999999994
2019-01-21,81,72.0,,0.72,58.32
2019-01-22,88,72.0,,0.72,63.36
2019-01-23,93,72.0,,0.72,66.96
2019-01-24,90,72.0,,0.72,64.8
2019-01-25,94,72.0,,0.72,67.67999999999999
2019-01-26,80,72.0,,0.72,57.599999999999994
2019-01-27,79,72.0,,0.72,56.879999999999995
2019-01-28,96,72.0,,0.72,69.12
2019-01-29,92,72.0,,0.72,66.24
2019-01-30,90,72.0,,0.72,64.8
2019-01-31,91,72.0,,0.72,65.52
2019-02-01,93,72.0,False,0.72,66.96
2019-02-02,76,72.0,,0.72,54.72
2019-02-03,70,72.0,,0.72,50.4
2019-02-04,90,72.0,,0.72,64.8
2019-02-05,88,72.0,,0.72,63.36
2019-02-06,91,72.0,,0.72,65.52
2019-02-07,94,72.0,,0.72,67.67999999999999
2019-02-08,88,72.0,,0.72,63.36
2019-02-09,79,72.0,,0.72,56.879999999999995
2019-02-10,77,72.0,,0.72,55.44
2019-02-11,95,72.0,,0.72,68.39999999999999
2019-02-12,99,72.0,,0.72,71.28
2019-02-13,100,72.0,,0.72,72.0
2019-02-14,100,72.0,,0.72,72.0
2019-02-15,93,72.0,,0.72,66.96
2019-02-16,87,72.0,,0.72,62.64
2019-02-17,88,72.0,,0.72,63.36
2019-02-18,92,72.0,,0.72,66.24
2019-02-19,93,72.0,,0.72,66.96
2019-02-20,99,72.0,,0.72,71.28
2019-02-21,90,72.0,,0.72,64.8
2019-02-22,93,72.0,,0.72,66.96
2019-02-23,78,72.0,,0.72,56.16
2019-02-24,76,72.0,,0.72,54.72
2019-02-25,98,72.0,,0.72,70.56
2019-02-26,93,72.0,,0.72,66.96
2019-02-27,91,72.0,,0.72,65.52
2019-02-28,96,72.0,,0.72,69.12
2019-03-01,91,72.0,False,0.72,65.52
2019-03-02,76,72.0,,0.72,54.72
2019-03-03,78,72.0,,0.72,56.16
2019-03-04,94,72.0,,0.72,67.67999999999999
2019-03-05,91,72.0,,0.72,65.52
2019-03-06,89,72.0,,0.72,64.08
2019-03-07,97,72.0,,0.72,69.84
2019-03-08,88,72.0,,0.72,63.36
2019-03-09,73,72.0,,0.72,52.559999999999995
2019-03-10,80,72.0,,0.72,57.599999999999994
2019-03-11,91,72.0,,0.72,65.52
2019-03-12,97,72.0,,0.72,69.84
2019-03-13,96,72.0,,0.72,69.12
2019-03-14,99,72.0,,0.72,71.28
2019-03-15,82,72.0,,0.72,59.04
2019-03-16,69,72.0,,0.72,49.68
2019-03-17,72,72.0,,0.72,51.839999999999996
2019-03-18,88,72.0,,0.72,63.36
2019-03-19,100,72.0,,0.72,72.0
2019-03-20,95,72.0,,0.72,68.39999999999999
2019-03-21,95,72.0,,0.72,68.39999999999999
2019-03-22,90,72.0,,0.72,64.8
2019-03-23,81,72.0,,0.72,58.32
2019-03-24,80,72.0,,0.72,57.599999999999994
2019-03-25,90,72.0,,0.72,64.8
2019-03-26,88,72.0,,0.72,63.36
2019-03-27,96,72.0,,0.72,69.12
2019-03-28,95,72.0,,0.72,68.39999999999999
2019-03-29,84,72.0,,0.72,60.48
2019-03-30,78,72.0,,0.72,56.16
2019-03-31,77,72.0,,0.72,55.44
2019-04-01,85,74.0,False,0.74,62.9
2019-04-02,96,74.0,,0.74,71.03999999999999
2019-04-03,93,74.0,,0.74,68.82
2019-04-04,90,74.0,,0.74,66.6
2019-04-05,100,74.0,,0.74,74.0
2019-04-06,82,74.0,,0.74,60.68
2019-04-07,77,74.0,,0.74,56.98
2019-04-08,92,74.0,,0.74,68.08
2019-04-09,85,74.0,,0.74,62.9
2019-04-10,96,74.0,,0.74,71.03999999999999
2019-04-11,90,74.0,,0.74,66.6
2019-04-12,83,74.0,,0.74,61.42
2019-04-13,71,74.0,,0.74,52.54
2019-04-14,75,74.0,,0.74,55.5
2019-04-15,81,74.0,,0.74,59.94
2019-04-16,96,74.0,,0.74,71.03999999999999
2019-04-17,98,74.0,,0.74,72.52
2019-04-18,99,74.0,,0.74,73.26
2019-04-19,89,74.0,,0.74,65.86
2019-04-20,75,74.0,,0.74,55.5
2019-04-21,82,74.0,,0.74,60.68
2019-04-22,94,74.0,,0.74,69.56
2019-04-23,94,74.0,,0.74,69.56
2019-04-24,97,74.0,,0.74,71.78
2019-04-25,94,74.0,,0.74,69.56
2019-04-26,94,74.0,,0.74,69.56
2019-04-27,86,74.0,,0.74,63.64
2019-04-28,80,74.0,,0.74,59.2
2019-04-29,100,74.0,,0.74,74.0
2019-04-30,91,74.0,,0.74,67.34
2019-05-01,76,74.0,False,0.74,56.24
2019-05-02,79,74.0,,0.74,58.46
2019-05-03,80,74.0,,0.74,59.2
2019-05-04,72,74.0,,0.74,53.28
2019-05-05,72,74.0,,0.74,53.28
2019-05-06,77,74.0,,0.74,56.98
2019-05-07,76,74.0,,0.74,56.24
2019-05-08,79,74.0,,0.74,58.46
2019-05-09,81,74.0,,0.74,59.94
2019-05-10,77,74.0,,0.74,56.98
2019-05-11,65,74.0,,0.74,48.1
2019-05-12,64,74.0,,0.74,47.36
2019-05-13,71,74.0,,0.74,52.54
2019-05-14,77,74.0,,0.74,56.98
2019-05-15,78,74.0,,0.74,57.72
2019-05-16,78,74.0,,0.74,57.72
2019-05-17,100,74.0,,0.74,74.0
2019-05-18,76,74.0,,0.74,56.24
2019-05-19,66,74.0,,0.74,48.839999999999996
2019-05-20,73,74.0,,0.74,54.019999999999996
2019-05-21,80,74.0,,0.74,59.2
2019-05-22,77,74.0,,0.74,56.98
2019-05-23,77,74.0,,0.74,56.98
2019-05-24,83,74.0,,0.74,61.42
2019-05-25,63,74.0,,0.74,46.62
2019-05-26,63,74.0,,0.74,46.62
2019-05-27,59,74.0,,0.74,43.66
2019-05-28,70,74.0,,0.74,51.8
2019-05-29,71,74.0,,0.74,52.54
2019-05-30,75,74.0,,0.74,55.5
2019-05-31,64,74.0,,0.74,47.36
2019-06-01,70,70.0,False,0.7,49.0
2019-06-02,82,70.0,,0.7,57.4
2019-06-03,86,70.0,,0.7,60.199999999999996
2019-06-04,92,70.0,,0.7,64.39999999999999
2019-06-05,95,70.0,,0.7,66.5
2019-06-06,97,70.0,,0.7,67.89999999999999
2019-06-07,94,70.0,,0.7,65.8
2019-06-08,74,70.0,,0.7,51.8
2019-06-09,78,70.0,,0.7,54.599999999999994
2019-06-10,94,70.0,,0.7,65.8
2019-06-11,95,70.0,,0.7,66.5
2019-06-12,100,70.0,,0.7,70.0
2019-06-13,100,70.0,,0.7,70.0
2019-06-14,83,70.0,,0.7,58.099999999999994
2019-06-15,79,70.0,,0.7,55.3
2019-06-16,81,70.0,,0.7,56.699999999999996
2019-06-17,92,70.0,,0.7,64.39999999999999
2019-06-18,96,70.0,,0.7,67.19999999999999
2019-06-19,95,70.0,,0.7,66.5
2019-06-20,89,70.0,,0.7,62.3
2019-06-21,88,70.0,,0.7,61.599999999999994
2019-06-22,81,70.0,,0.7,56.699999999999996
2019-06-23,89,70.0,,0.7,62.3
2019-06-24,94,70.0,,0.7,65.8
2019-06-25,96,70.0,,0.7,67.19999999999999
2019-06-26,95,70.0,,0.7,66.5
2019-06-27,96,70.0,,0.7,67.19999999999999
2019-06-28,95,70.0,,0.7,66.5
2019-06-29,74,70.0,,0.7,51.8
2019-06-30,83,70.0,,0.7,58.099999999999994
2019-07-01,86,70.0,False,0.7,60.199999999999996
2019-07-02,80,70.0,,0.7,56.0
2019-07-03,87,70.0,,0.7,60.9
2019-07-04,69,70.0,,0.7,48.3
2019-07-05,79,70.0,,0.7,55.3
2019-07-06,73,70.0,,0.7,51.099999999999994
2019-07-07,67,70.0,,0.7,46.9
2019-07-08,81,70.0,,0.7,56.699999999999996
2019-07-09,88,70.0,,0.7,61.599999999999994
2019-07-10,83,70.0,,0.7,58.099999999999994
2019-07-11,93,70.0,,0.7,65.1
2019-07-12,96,70.0,,0.7,67.19999999999999
2019-07-13,79,70.0,,0.7,55.3
2019-07-14,78,70.0,,0.7,54.599999999999994
2019-07-15,97,70.0,,0.7,67.89999999999999
2019-07-16,94,70.0,,0.7,65.8
2019-07-17,93,70.0,,0.7,65.1
2019-07-18,90,70.0,,0.7,62.99999999999999
2019-07-19,85,70.0,,0.7,59.49999999999999
2019-07-20,77,70.0,,0.7,53.9
2019-07-21,82,70.0,,0.7,57.4
2019-07-22,100,70.0,,0.7,70.0
2019-07-23,98,70.0,,0.7,68.6
2019-07-24,90,70.0,,0.7,62.99999999999999
2019-07-25,92,70.0,,0.7,64.39999999999999
2019-07-26,87,70.0,,0.7,60.9
2019-07-27,77,70.0,,0.7,53.9
2019-07-28,78,70.0,,0.7,54.599999999999994
2019-07-29,85,70.0,,0.7,59.49999999999999
2019-07-30,90,70.0,,0.7,62.99999999999999
2019-07-31,78,70.0,,0.7,54.599999999999994
2019-08-01,88,65.0,False,0.65,57.2
2019-08-02,90,65.0,,0.65,58.5
2019-08-03,77,65.0,,0.65,50.050000000000004
2019-08-04,71,65.0,,0.65,46.15
2019-08-05,93,65.0,,0.65,60.45
