date,SBUX_unscaled,SBUX_monthly,isPartial,scale,SBUX
2017-12-26,41,28.0,,0.28,11.48
2017-12-27,71,28.0,,0.28,19.880000000000003
2017-12-28,58,28.0,,0.28,16.240000000000002
2017-12-29,87,28.0,,0.28,24.360000000000003
2017-12-30,14,28.0,,0.28,3.9200000000000004
2017-12-31,21,28.0,,0.28,5.880000000000001
2018-01-01,2,41.0,False,0.41,0.82
2018-01-02,18,41.0,,0.41,7.38
2018-01-03,19,41.0,,0.41,7.789999999999999
2018-01-04,29,41.0,,0.41,11.889999999999999
2018-01-05,18,41.0,,0.41,7.38
2018-01-06,10,41.0,,0.41,4.1
2018-01-07,2,41.0,,0.41,0.82
2018-01-08,26,41.0,,0.41,10.66
2018-01-09,26,41.0,,0.41,10.66
2018-01-10,19,41.0,,0.41,7.789999999999999
2018-01-11,22,41.0,,0.41,9.02
2018-01-12,23,41.0,,0.41,9.43
2018-01-13,8,41.0,,0.41,3.28
2018-01-14,3,41.0,,0.41,1.23
2018-01-15,13,41.0,,0.41,5.33
2018-01-16,17,41.0,,0.41,6.97
2018-01-17,27,41.0,,0.41,11.069999999999999
2018-01-18,31,41.0,,0.41,12.709999999999999
2018-01-19,22,41.0,,0.41,9.02
2018-01-20,7,41.0,,0.41,2.8699999999999997
2018-01-21,3,41.0,,0.41,1.23
2018-01-22,22,41.0,,0.41,9.02
2018-01-23,27,41.0,,0.41,11.069999999999999
2018-01-24,34,41.0,,0.41,13.94
2018-01-25,76,41.0,,0.41,31.159999999999997
2018-01-26,100,41.0,,0.41,41.0
2018-01-27,17,41.0,,0.41,6.97
2018-01-28,14,41.0,,0.41,5.739999999999999
2018-01-29,38,41.0,,0.41,15.579999999999998
2018-01-30,39,41.0,,0.41,15.989999999999998
2018-01-31,25,41.0,,0.41,10.25
2018-02-01,92,37.0,False,0.37,34.04
2018-02-02,100,37.0,,0.37,37.0
2018-02-03,49,37.0,,0.37,18.13
2018-02-04,5,37.0,,0.37,1.85
2018-02-05,72,37.0,,0.37,26.64
2018-02-06,94,37.0,,0.37,34.78
2018-02-07,59,37.0,,0.37,21.83
2018-02-08,81,37.0,,0.37,29.97
2018-02-09,69,37.0,,0.37,25.53
2018-02-10,24,37.0,,0.37,8.879999999999999
2018-02-11,19,37.0,,0.37,7.03
2018-02-12,71,37.0,,0.37,26.27
2018-02-13,51,37.0,,0.37,18.87
2018-02-14,54,37.0,,0.37,19.98
2018-02-15,62,37.0,,0.37,22.94
2018-02-16,58,37.0,,0.37,21.46
2018-02-17,22,37.0,,0.37,8.14
2018-02-18,16,37.0,,0.37,5.92
2018-02-19,26,37.0,,0.37,9.62
2018-02-20,51,37.0,,0.37,18.87
2018-02-21,45,37.0,,0.37,16.65
2018-02-22,47,37.0,,0.37,17.39
2018-02-23,63,37.0,,0.37,23.31
2018-02-24,24,37.0,,0.37,8.879999999999999
2018-02-25,16,37.0,,0.37,5.92
2018-02-26,40,37.0,,0.37,14.8
2018-02-27,78,37.0,,0.37,28.86
2018-02-28,88,37.0,,0.37,32.56
2018-03-01,79,30.0,False,0.3,23.7
2018-03-02,73,30.0,,0.3,21.9
2018-03-03,21,30.0,,0.3,6.3
2018-03-04,14,30.0,,0.3,4.2
2018-03-05,64,30.0,,0.3,19.2
2018-03-06,53,30.0,,0.3,15.899999999999999
2018-03-07,78,30.0,,0.3,23.4
2018-03-08,73,30.0,,0.3,21.9
2018-03-09,82,30.0,,0.3,24.599999999999998
2018-03-10,21,30.0,,0.3,6.3
2018-03-11,10,30.0,,0.3,3.0
2018-03-12,79,30.0,,0.3,23.7
2018-03-13,65,30.0,,0.3,19.5
2018-03-14,59,30.0,,0.3,17.7
2018-03-15,87,30.0,,0.3,26.099999999999998
2018-03-16,63,30.0,,0.3,18.9
2018-03-17,4,30.0,,0.3,1.2
2018-03-18,29,30.0,,0.3,8.7
2018-03-19,61,30.0,,0.3,18.3
2018-03-20,63,30.0,,0.3,18.9
2018-03-21,70,30.0,,0.3,21.0
2018-03-22,57,30.0,,0.3,17.099999999999998
2018-03-23,65,30.0,,0.3,19.5
2018-03-24,21,30.0,,0.3,6.3
2018-03-25,18,30.0,,0.3,5.3999999999999995
2018-03-26,100,30.0,,0.3,30.0
2018-03-27,42,30.0,,0.3,12.6
2018-03-28,85,30.0,,0.3,25.5
2018-03-29,65,30.0,,0.3,19.5
2018-03-30,69,30.0,,0.3,20.7
2018-03-31,47,30.0,,0.3,14.1
2018-04-01,5,35.0,False,0.35,1.75
2018-04-02,36,35.0,,0.35,12.6
2018-04-03,22,35.0,,0.35,7.699999999999999
2018-04-04,33,35.0,,0.35,11.549999999999999
2018-04-05,29,35.0,,0.35,10.149999999999999
2018-04-06,33,35.0,,0.35,11.549999999999999
2018-04-07,7,35.0,,0.35,2.4499999999999997
2018-04-08,7,35.0,,0.35,2.4499999999999997
2018-04-09,39,35.0,,0.35,13.649999999999999
2018-04-10,39,35.0,,0.35,13.649999999999999
2018-04-11,37,35.0,,0.35,12.95
2018-04-12,22,35.0,,0.35,7.699999999999999
2018-04-13,33,35.0,,0.35,11.549999999999999
2018-04-14,7,35.0,,0.35,2.4499999999999997
2018-04-15,15,35.0,,0.35,5.25
2018-04-16,64,35.0,,0.35,22.4
2018-04-17,80,35.0,,0.35,28.0
2018-04-18,60,35.0,,0.35,21.0
2018-04-19,39,35.0,,0.35,13.649999999999999
2018-04-20,30,35.0,,0.35,10.5
2018-04-21,10,35.0,,0.35,3.5
2018-04-22,8,35.0,,0.35,2.8
2018-04-23,26,35.0,,0.35,9.1
2018-04-24,25,35.0,,0.35,8.75
2018-04-25,24,35.0,,0.35,8.399999999999999
2018-04-26,100,35.0,,0.35,35.0
2018-04-27,58,35.0,,0.35,20.299999999999997
2018-04-28,19,35.0,,0.35,6.6499999999999995
2018-04-29,13,35.0,,0.35,4.55
2018-04-30,27,35.0,,0.35,9.45
2018-05-01,36,31.0,False,0.31,11.16
2018-05-02,28,31.0,,0.31,8.68
2018-05-03,48,31.0,,0.31,14.879999999999999
2018-05-04,34,31.0,,0.31,10.54
2018-05-05,14,31.0,,0.31,4.34
2018-05-06,10,31.0,,0.31,3.1
2018-05-07,100,31.0,,0.31,31.0
2018-05-08,72,31.0,,0.31,22.32
2018-05-09,49,31.0,,0.31,15.19
2018-05-10,29,31.0,,0.31,8.99
2018-05-11,38,31.0,,0.31,11.78
2018-05-12,19,31.0,,0.31,5.89
2018-05-13,15,31.0,,0.31,4.65
2018-05-14,33,31.0,,0.31,10.23
2018-05-15,20,31.0,,0.31,6.2
2018-05-16,37,31.0,,0.31,11.47
2018-05-17,34,31.0,,0.31,10.54
2018-05-18,21,31.0,,0.31,6.51
2018-05-19,8,31.0,,0.31,2.48
2018-05-20,18,31.0,,0.31,5.58
2018-05-21,41,31.0,,0.31,12.709999999999999
2018-05-22,44,31.0,,0.31,13.64
2018-05-23,28,31.0,,0.31,8.68
2018-05-24,36,31.0,,0.31,11.16
2018-05-25,37,31.0,,0.31,11.47
2018-05-26,11,31.0,,0.31,3.41
2018-05-27,11,31.0,,0.31,3.41
2018-05-28,10,31.0,,0.31,3.1
2018-05-29,45,31.0,,0.31,13.95
2018-05-30,49,31.0,,0.31,15.19
2018-05-31,30,31.0,,0.31,9.3
2018-06-01,12,55.0,False,0.55,6.6000000000000005
2018-06-02,5,55.0,,0.55,2.75
2018-06-03,5,55.0,,0.55,2.75
2018-06-04,34,55.0,,0.55,18.700000000000003
2018-06-05,31,55.0,,0.55,17.05
2018-06-06,22,55.0,,0.55,12.100000000000001
2018-06-07,14,55.0,,0.55,7.700000000000001
2018-06-08,21,55.0,,0.55,11.55
2018-06-09,6,55.0,,0.55,3.3000000000000003
2018-06-10,6,55.0,,0.55,3.3000000000000003
2018-06-11,16,55.0,,0.55,8.8
2018-06-12,12,55.0,,0.55,6.6000000000000005
2018-06-13,12,55.0,,0.55,6.6000000000000005
2018-06-14,8,55.0,,0.55,4.4
2018-06-15,13,55.0,,0.55,7.15
2018-06-16,4,55.0,,0.55,2.2
2018-06-17,2,55.0,,0.55,1.1
2018-06-18,12,55.0,,0.55,6.6000000000000005
2018-06-19,25,55.0,,0.55,13.750000000000002
2018-06-20,100,55.0,,0.55,55.00000000000001
2018-06-21,69,55.0,,0.55,37.95
2018-06-22,45,55.0,,0.55,24.750000000000004
2018-06-23,10,55.0,,0.55,5.5
2018-06-24,9,55.0,,0.55,4.95
2018-06-25,35,55.0,,0.55,19.25
2018-06-26,33,55.0,,0.55,18.150000000000002
2018-06-27,23,55.0,,0.55,12.65
2018-06-28,42,55.0,,0.55,23.1
2018-06-29,36,55.0,,0.55,19.8
2018-06-30,13,55.0,,0.55,7.15
2018-07-01,17,48.0,False,0.48,8.16
2018-07-02,49,48.0,,0.48,23.52
2018-07-03,40,48.0,,0.48,19.2
2018-07-04,15,48.0,,0.48,7.199999999999999
2018-07-05,59,48.0,,0.48,28.32
2018-07-06,46,48.0,,0.48,22.08
2018-07-07,15,48.0,,0.48,7.199999999999999
2018-07-08,8,48.0,,0.48,3.84
2018-07-09,61,48.0,,0.48,29.279999999999998
2018-07-10,43,48.0,,0.48,20.64
2018-07-11,56,48.0,,0.48,26.88
2018-07-12,27,48.0,,0.48,12.959999999999999
2018-07-13,55,48.0,,0.48,26.4
2018-07-14,8,48.0,,0.48,3.84
2018-07-15,12,48.0,,0.48,5.76
2018-07-16,38,48.0,,0.48,18.24
2018-07-17,34,48.0,,0.48,16.32
2018-07-18,22,48.0,,0.48,10.559999999999999
2018-07-19,39,48.0,,0.48,18.72
2018-07-20,38,48.0,,0.48,18.24
2018-07-21,12,48.0,,0.48,5.76
2018-07-22,9,48.0,,0.48,4.32
2018-07-23,43,48.0,,0.48,20.64
2018-07-24,34,48.0,,0.48,16.32
2018-07-25,33,48.0,,0.48,15.84
2018-07-26,92,48.0,,0.48,44.16
2018-07-27,100,48.0,,0.48,48.0
2018-07-28,23,48.0,,0.48,11.04
2018-07-29,14,48.0,,0.48,6.72
2018-07-30,30,48.0,,0.48,14.399999999999999
2018-07-31,42,48.0,,0.48,20.16
2018-08-01,43,37.0,False,0.37,15.91
2018-08-02,100,37.0,,0.37,37.0
2018-08-03,56,37.0,,0.37,20.72
2018-08-04,14,37.0,,0.37,5.18
2018-08-05,18,37.0,,0.37,6.66
2018-08-06,58,37.0,,0.37,21.46
2018-08-07,58,37.0,,0.37,21.46
2018-08-08,57,37.0,,0.37,21.09
2018-08-09,51,37.0,,0.37,18.87
2018-08-10,44,37.0,,0.37,16.28
2018-08-11,20,37.0,,0.37,7.4
2018-08-12,16,37.0,,0.37,5.92
2018-08-13,52,37.0,,0.37,19.24
2018-08-14,43,37.0,,0.37,15.91
2018-08-15,55,37.0,,0.37,20.35
2018-08-16,52,37.0,,0.37,19.24
2018-08-17,40,37.0,,0.37,14.8
2018-08-18,16,37.0,,0.37,5.92
2018-08-19,14,37.0,,0.37,5.18
2018-08-20,60,37.0,,0.37,22.2
2018-08-21,70,37.0,,0.37,25.9
2018-08-22,64,37.0,,0.37,23.68
2018-08-23,46,37.0,,0.37,17.02
2018-08-24,76,37.0,,0.37,28.12
2018-08-25,21,37.0,,0.37,7.77
2018-08-26,11,37.0,,0.37,4.07
2018-08-27,41,37.0,,0.37,15.17
2018-08-28,56,37.0,,0.37,20.72
2018-08-29,57,37.0,,0.37,21.09
2018-08-30,31,37.0,,0.37,11.47
2018-08-31,65,37.0,,0.37,24.05
2018-09-01,24,28.0,False,0.28,6.720000000000001
2018-09-02,4,28.0,,0.28,1.12
2018-09-03,14,28.0,,0.28,3.9200000000000004
2018-09-04,65,28.0,,0.28,18.200000000000003
2018-09-05,61,28.0,,0.28,17.080000000000002
2018-09-06,97,28.0,,0.28,27.160000000000004
2018-09-07,67,28.0,,0.28,18.76
2018-09-08,24,28.0,,0.28,6.720000000000001
2018-09-09,7,28.0,,0.28,1.9600000000000002
2018-09-10,37,28.0,,0.28,10.360000000000001
2018-09-11,75,28.0,,0.28,21.000000000000004
2018-09-12,64,28.0,,0.28,17.92
2018-09-13,90,28.0,,0.28,25.200000000000003
2018-09-14,59,28.0,,0.28,16.520000000000003
2018-09-15,10,28.0,,0.28,2.8000000000000003
2018-09-16,17,28.0,,0.28,4.760000000000001
2018-09-17,55,28.0,,0.28,15.400000000000002
2018-09-18,57,28.0,,0.28,15.96
2018-09-19,59,28.0,,0.28,16.520000000000003
2018-09-20,56,28.0,,0.28,15.680000000000001
2018-09-21,84,28.0,,0.28,23.520000000000003
2018-09-22,25,28.0,,0.28,7.000000000000001
2018-09-23,24,28.0,,0.28,6.720000000000001
2018-09-24,78,28.0,,0.28,21.840000000000003
2018-09-25,91,28.0,,0.28,25.480000000000004
2018-09-26,83,28.0,,0.28,23.240000000000002
2018-09-27,100,28.0,,0.28,28.000000000000004
2018-09-28,42,28.0,,0.28,11.760000000000002
2018-09-29,14,28.0,,0.28,3.9200000000000004
2018-09-30,21,28.0,,0.28,5.880000000000001
2018-10-01,28,37.0,False,0.37,10.36
2018-10-02,34,37.0,,0.37,12.58
2018-10-03,32,37.0,,0.37,11.84
2018-10-04,27,37.0,,0.37,9.99
2018-10-05,24,37.0,,0.37,8.879999999999999
2018-10-06,9,37.0,,0.37,3.33
2018-10-07,5,37.0,,0.37,1.85
2018-10-08,37,37.0,,0.37,13.69
2018-10-09,100,37.0,,0.37,37.0
2018-10-10,79,37.0,,0.37,29.23
2018-10-11,44,37.0,,0.37,16.28
2018-10-12,41,37.0,,0.37,15.17
2018-10-13,18,37.0,,0.37,6.66
2018-10-14,9,37.0,,0.37,3.33
2018-10-15,51,37.0,,0.37,18.87
2018-10-16,47,37.0,,0.37,17.39
2018-10-17,54,37.0,,0.37,19.98
2018-10-18,44,37.0,,0.37,16.28
2018-10-19,34,37.0,,0.37,12.58
2018-10-20,5,37.0,,0.37,1.85
2018-10-21,4,37.0,,0.37,1.48
2018-10-22,34,37.0,,0.37,12.58
2018-10-23,36,37.0,,0.37,13.32
2018-10-24,32,37.0,,0.37,11.84
2018-10-25,39,37.0,,0.37,14.43
2018-10-26,28,37.0,,0.37,10.36
2018-10-27,16,37.0,,0.37,5.92
2018-10-28,9,37.0,,0.37,3.33
2018-10-29,28,37.0,,0.37,10.36
2018-10-30,33,37.0,,0.37,12.209999999999999
2018-10-31,52,37.0,,0.37,19.24
2018-11-01,66,51.0,False,0.51,33.660000000000004
2018-11-02,100,51.0,,0.51,51.0
2018-11-03,20,51.0,,0.51,10.2
2018-11-04,10,51.0,,0.51,5.1
2018-11-05,24,51.0,,0.51,12.24
2018-11-06,40,51.0,,0.51,20.4
2018-11-07,37,51.0,,0.51,18.87
2018-11-08,46,51.0,,0.51,23.46
2018-11-09,24,51.0,,0.51,12.24
2018-11-10,10,51.0,,0.51,5.1
2018-11-11,3,51.0,,0.51,1.53
2018-11-12,24,51.0,,0.51,12.24
2018-11-13,37,51.0,,0.51,18.87
2018-11-14,26,51.0,,0.51,13.26
2018-11-15,22,51.0,,0.51,11.22
2018-11-16,22,51.0,,0.51,11.22
2018-11-17,5,51.0,,0.51,2.55
2018-11-18,5,51.0,,0.51,2.55
2018-11-19,19,51.0,,0.51,9.69
2018-11-20,19,51.0,,0.51,9.69
2018-11-21,19,51.0,,0.51,9.69
2018-11-22,9,51.0,,0.51,4.59
2018-11-23,10,51.0,,0.51,5.1
2018-11-24,6,51.0,,0.51,3.06
2018-11-25,3,51.0,,0.51,1.53
2018-11-26,20,51.0,,0.51,10.2
2018-11-27,16,51.0,,0.51,8.16
2018-11-28,16,51.0,,0.51,8.16
2018-11-29,22,51.0,,0.51,11.22
2018-11-30,19,51.0,,0.51,9.69
2018-12-01,24,30.0,False,0.3,7.199999999999999
2018-12-02,19,30.0,,0.3,5.7
2018-12-03,47,30.0,,0.3,14.1
2018-12-04,75,30.0,,0.3,22.5
2018-12-05,33,30.0,,0.3,9.9
2018-12-06,53,30.0,,0.3,15.899999999999999
2018-12-07,37,30.0,,0.3,11.1
2018-12-08,18,30.0,,0.3,5.3999999999999995
2018-12-09,12,30.0,,0.3,3.5999999999999996
2018-12-10,58,30.0,,0.3,17.4
2018-12-11,55,30.0,,0.3,16.5
2018-12-12,51,30.0,,0.3,15.299999999999999
2018-12-13,61,30.0,,0.3,18.3
2018-12-14,100,30.0,,0.3,30.0
2018-12-15,28,30.0,,0.3,8.4
2018-12-16,13,30.0,,0.3,3.9
2018-12-17,45,30.0,,0.3,13.5
2018-12-18,53,30.0,,0.3,15.899999999999999
2018-12-19,57,30.0,,0.3,17.099999999999998
2018-12-20,31,30.0,,0.3,9.299999999999999
2018-12-21,58,30.0,,0.3,17.4
2018-12-22,24,30.0,,0.3,7.199999999999999
2018-12-23,21,30.0,,0.3,6.3
2018-12-24,44,30.0,,0.3,13.2
2018-12-25,35,30.0,,0.3,10.5
2018-12-26,40,30.0,,0.3,12.0
2018-12-27,49,30.0,,0.3,14.7
2018-12-28,45,30.0,,0.3,13.5
2018-12-29,15,30.0,,0.3,4.5
2018-12-30,5,30.0,,0.3,1.5
2018-12-31,38,30.0,,0.3,11.4
2019-01-01,9,40.0,False,0.4,3.6
2019-01-02,20,40.0,,0.4,8.0
2019-01-03,26,40.0,,0.4,10.4
2019-01-04,29,40.0,,0.4,11.600000000000001
2019-01-05,14,40.0,,0.4,5.6000000000000005
2019-01-06,5,40.0,,0.4,2.0
2019-01-07,19,40.0,,0.4,7.6000000000000005
2019-01-08,22,40.0,,0.4,8.8
2019-01-09,20,40.0,,0.4,8.0
2019-01-10,32,40.0,,0.4,12.8
2019-01-11,28,40.0,,0.4,11.200000000000001
2019-01-12,8,40.0,,0.4,3.2
2019-01-13,5,40.0,,0.4,2.0
2019-01-14,18,40.0,,0.4,7.2
2019-01-15,22,40.0,,0.4,8.8
2019-01-16,31,40.0,,0.4,12.4
2019-01-17,18,40.0,,0.4,7.2
2019-01-18,24,40.0,,0.4,9.600000000000001
2019-01-19,17,40.0,,0.4,6.800000000000001
2019-01-20,4,40.0,,0.4,1.6
2019-01-21,11,40.0,,0.4,4.4
2019-01-22,34,40.0,,0.4,13.600000000000001
2019-01-23,27,40.0,,0.4,10.8
2019-01-24,100,40.0,,0.4,40.0
2019-01-25,85,40.0,,0.4,34.0
2019-01-26,17,40.0,,0.4,6.800000000000001
2019-01-27,16,40.0,,0.4,6.4
2019-01-28,46,40.0,,0.4,18.400000000000002
2019-01-29,36,40.0,,0.4,14.4
2019-01-30,45,40.0,,0.4,18.0
2019-01-31,44,40.0,,0.4,17.6
2019-02-01,76,35.0,False,0.35,26.599999999999998
2019-02-02,24,35.0,,0.35,8.399999999999999
2019-02-03,5,35.0,,0.35,1.75
2019-02-04,27,35.0,,0.35,9.45
2019-02-05,80,35.0,,0.35,28.0
2019-02-06,73,35.0,,0.35,25.549999999999997
2019-02-07,59,35.0,,0.35,20.65
2019-02-08,40,35.0,,0.35,14.0
2019-02-09,26,35.0,,0.35,9.1
2019-02-10,28,35.0,,0.35,9.799999999999999
2019-02-11,55,35.0,,0.35,19.25
2019-02-12,55,35.0,,0.35,19.25
2019-02-13,63,35.0,,0.35,22.049999999999997
2019-02-14,100,35.0,,0.35,35.0
2019-02-15,81,35.0,,0.35,28.349999999999998
2019-02-16,24,35.0,,0.35,8.399999999999999
2019-02-17,17,35.0,,0.35,5.949999999999999
2019-02-18,27,35.0,,0.35,9.45
2019-02-19,55,35.0,,0.35,19.25
2019-02-20,40,35.0,,0.35,14.0
2019-02-21,45,35.0,,0.35,15.749999999999998
2019-02-22,48,35.0,,0.35,16.799999999999997
2019-02-23,30,35.0,,0.35,10.5
2019-02-24,17,35.0,,0.35,5.949999999999999
2019-02-25,75,35.0,,0.35,26.25
2019-02-26,58,35.0,,0.35,20.299999999999997
2019-02-27,40,35.0,,0.35,14.0
2019-02-28,32,35.0,,0.35,11.2
2019-03-01,75,31.0,False,0.31,23.25
2019-03-02,35,31.0,,0.31,10.85
2019-03-03,24,31.0,,0.31,7.4399999999999995
2019-03-04,66,31.0,,0.31,20.46
2019-03-05,63,31.0,,0.31,19.53
2019-03-06,99,31.0,,0.31,30.69
2019-03-07,72,31.0,,0.31,22.32
2019-03-08,99,31.0,,0.31,30.69
2019-03-09,47,31.0,,0.31,14.57
2019-03-10,35,31.0,,0.31,10.85
2019-03-11,51,31.0,,0.31,15.81
2019-03-12,69,31.0,,0.31,21.39
2019-03-13,88,31.0,,0.31,27.28
2019-03-14,36,31.0,,0.31,11.16
2019-03-15,82,31.0,,0.31,25.419999999999998
2019-03-16,18,31.0,,0.31,5.58
2019-03-17,37,31.0,,0.31,11.47
2019-03-18,69,31.0,,0.31,21.39
2019-03-19,60,31.0,,0.31,18.6
2019-03-20,82,31.0,,0.31,25.419999999999998
2019-03-21,65,31.0,,0.31,20.15
2019-03-22,78,31.0,,0.31,24.18
2019-03-23,29,31.0,,0.31,8.99
2019-03-24,7,31.0,,0.31,2.17
2019-03-25,55,31.0,,0.31,17.05
2019-03-26,90,31.0,,0.31,27.9
2019-03-27,100,31.0,,0.31,31.0
2019-03-28,74,31.0,,0.31,22.94
2019-03-29,88,31.0,,0.31,27.28
2019-03-30,41,31.0,,0.31,12.709999999999999
2019-03-31,11,31.0,,0.31,3.41
2019-04-01,23,39.0,False,0.39,8.97
2019-04-02,31,39.0,,0.39,12.09
2019-04-03,31,39.0,,0.39,12.09
2019-04-04,29,39.0,,0.39,11.31
2019-04-05,42,39.0,,0.39,16.38
2019-04-06,12,39.0,,0.39,4.68
2019-04-07,9,39.0,,0.39,3.5100000000000002
2019-04-08,36,39.0,,0.39,14.040000000000001
2019-04-09,20,39.0,,0.39,7.800000000000001
2019-04-10,34,39.0,,0.39,13.26
2019-04-11,24,39.0,,0.39,9.36
2019-04-12,29,39.0,,0.39,11.31
2019-04-13,14,39.0,,0.39,5.46
2019-04-14,1,39.0,,0.39,0.39
2019-04-15,35,39.0,,0.39,13.65
2019-04-16,28,39.0,,0.39,10.92
2019-04-17,41,39.0,,0.39,15.99
2019-04-18,27,39.0,,0.39,10.530000000000001
2019-04-19,23,39.0,,0.39,8.97
2019-04-20,10,39.0,,0.39,3.9000000000000004
2019-04-21,6,39.0,,0.39,2.34
2019-04-22,27,39.0,,0.39,10.530000000000001
2019-04-23,41,39.0,,0.39,15.99
2019-04-24,36,39.0,,0.39,14.040000000000001
2019-04-25,100,39.0,,0.39,39.0
2019-04-26,78,39.0,,0.39,30.42
2019-04-27,23,39.0,,0.39,8.97
2019-04-28,10,39.0,,0.39,3.9000000000000004
2019-04-29,36,39.0,,0.39,14.040000000000001
2019-04-30,36,39.0,,0.39,14.040000000000001
2019-05-01,75,31.0,False,0.31,23.25
2019-05-02,66,31.0,,0.31,20.46
2019-05-03,40,31.0,,0.31,12.4
2019-05-04,15,31.0,,0.31,4.65
2019-05-05,24,31.0,,0.31,7.4399999999999995
2019-05-06,74,31.0,,0.31,22.94
2019-05-07,100,31.0,,0.31,31.0
2019-05-08,65,31.0,,0.31,20.15
2019-05-09,60,31.0,,0.31,18.6
2019-05-10,70,31.0,,0.31,21.7
2019-05-11,12,31.0,,0.31,3.7199999999999998
2019-05-12,25,31.0,,0.31,7.75
2019-05-13,53,31.0,,0.31,16.43
2019-05-14,81,31.0,,0.31,25.11
2019-05-15,69,31.0,,0.31,21.39
2019-05-16,70,31.0,,0.31,21.7
2019-05-17,68,31.0,,0.31,21.08
2019-05-18,22,31.0,,0.31,6.82
2019-05-19,9,31.0,,0.31,2.79
2019-05-20,55,31.0,,0.31,17.05
2019-05-21,67,31.0,,0.31,20.77
2019-05-22,41,31.0,,0.31,12.709999999999999
2019-05-23,64,31.0,,0.31,19.84
2019-05-24,43,31.0,,0.31,13.33
2019-05-25,25,31.0,,0.31,7.75
2019-05-26,10,31.0,,0.31,3.1
2019-05-27,30,31.0,,0.31,9.3
2019-05-28,41,31.0,,0.31,12.709999999999999
2019-05-29,45,31.0,,0.31,13.95
2019-05-30,37,31.0,,0.31,11.47
2019-05-31,44,31.0,,0.31,13.64
2019-06-01,22,34.0,False,0.34,7.48
2019-06-02,19,34.0,,0.34,6.460000000000001
2019-06-03,46,34.0,,0.34,15.64
2019-06-04,53,34.0,,0.34,18.02
2019-06-05,70,34.0,,0.34,23.8
2019-06-06,100,34.0,,0.34,34.0
2019-06-07,95,34.0,,0.34,32.300000000000004
2019-06-08,37,34.0,,0.34,12.58
2019-06-09,8,34.0,,0.34,2.72
2019-06-10,68,34.0,,0.34,23.12
2019-06-11,43,34.0,,0.34,14.620000000000001
2019-06-12,55,34.0,,0.34,18.700000000000003
2019-06-13,77,34.0,,0.34,26.180000000000003
2019-06-14,49,34.0,,0.34,16.66
2019-06-15,39,34.0,,0.34,13.260000000000002
2019-06-16,20,34.0,,0.34,6.800000000000001
2019-06-17,43,34.0,,0.34,14.620000000000001
2019-06-18,51,34.0,,0.34,17.34
2019-06-19,74,34.0,,0.34,25.16
2019-06-20,80,34.0,,0.34,27.200000000000003
2019-06-21,61,34.0,,0.34,20.740000000000002
2019-06-22,28,34.0,,0.34,9.520000000000001
2019-06-23,23,34.0,,0.34,7.82
2019-06-24,64,34.0,,0.34,21.76
2019-06-25,56,34.0,,0.34,19.040000000000003
2019-06-26,50,34.0,,0.34,17.0
2019-06-27,74,34.0,,0.34,25.16
2019-06-28,64,34.0,,0.34,21.76
2019-06-29,11,34.0,,0.34,3.74
2019-06-30,17,34.0,,0.34,5.78
2019-07-01,15,52.0,False,0.52,7.800000000000001
2019-07-02,25,52.0,,0.52,13.0
2019-07-03,31,52.0,,0.52,16.12
2019-07-04,12,52.0,,0.52,6.24
2019-07-05,13,52.0,,0.52,6.76
2019-07-06,6,52.0,,0.52,3.12
2019-07-07,9,52.0,,0.52,4.68
2019-07-08,17,52.0,,0.52,8.84
2019-07-09,23,52.0,,0.52,11.96
2019-07-10,23,52.0,,0.52,11.96
2019-07-11,26,52.0,,0.52,13.52
2019-07-12,34,52.0,,0.52,17.68
2019-07-13,6,52.0,,0.52,3.12
2019-07-14,8,52.0,,0.52,4.16
2019-07-15,26,52.0,,0.52,13.52
2019-07-16,24,52.0,,0.52,12.48
2019-07-17,20,52.0,,0.52,10.4
2019-07-18,20,52.0,,0.52,10.4
2019-07-19,15,52.0,,0.52,7.800000000000001
2019-07-20,7,52.0,,0.52,3.64
2019-07-21,5,52.0,,0.52,2.6
2019-07-22,15,52.0,,0.52,7.800000000000001
2019-07-23,33,52.0,,0.52,17.16
2019-07-24,24,52.0,,0.52,12.48
2019-07-25,86,52.0,,0.52,44.72
2019-07-26,100,52.0,,0.52,52.0
2019-07-27,22,52.0,,0.52,11.440000000000001
2019-07-28,11,52.0,,0.52,5.720000000000001
2019-07-29,43,52.0,,0.52,22.36
2019-07-30,26,52.0,,0.52,13.52
2019-07-31,34,52.0,,0.52,17.68
2019-08-01,100,38.0,False,0.38,38.0
2019-08-02,59,38.0,,0.38,22.42
2019-08-03,32,38.0,,0.38,12.16
2019-08-04,20,38.0,,0.38,7.6
2019-08-05,70,38.0,,0.38,26.6
2019-08-06,69,38.0,,0.38,26.22
2019-08-07,91,38.0,,0.38,34.58
2019-08-08,57,38.0,,0.38,21.66
2019-08-09,61,38.0,,0.38,23.18
2019-08-10,14,38.0,,0.38,5.32
2019-08-11,6,38.0,,0.38,2.2800000000000002
2019-08-12,76,38.0,,0.38,28.88
2019-08-13,80,38.0,,0.38,30.4
2019-08-14,94,38.0,,0.38,35.72
2019-08-15,86,38.0,,0.38,32.68
2019-08-16,97,38.0,,0.38,36.86
2019-08-17,28,38.0,,0.38,10.64
2019-08-18,11,38.0,,0.38,4.18
2019-08-19,42,38.0,,0.38,15.96
2019-08-20,59,38.0,,0.38,22.42
2019-08-21,75,38.0,,0.38,28.5
