date,HP_unscaled,HP_monthly,isPartial,scale,HP
2017-12-29,90,82.0,,0.82,73.8
2017-12-30,78,82.0,,0.82,63.959999999999994
2017-12-31,70,82.0,,0.82,57.4
2018-01-01,69,81.0,False,0.81,55.89
2018-01-02,95,81.0,,0.81,76.95
2018-01-03,97,81.0,,0.81,78.57000000000001
2018-01-04,96,81.0,,0.81,77.76
2018-01-05,99,81.0,,0.81,80.19000000000001
2018-01-06,97,81.0,,0.81,78.57000000000001
2018-01-07,92,81.0,,0.81,74.52000000000001
2018-01-08,98,81.0,,0.81,79.38000000000001
2018-01-09,97,81.0,,0.81,78.57000000000001
2018-01-10,99,81.0,,0.81,80.19000000000001
2018-01-11,96,81.0,,0.81,77.76
2018-01-12,93,81.0,,0.81,75.33
2018-01-13,89,81.0,,0.81,72.09
2018-01-14,85,81.0,,0.81,68.85000000000001
2018-01-15,100,81.0,,0.81,81.0
2018-01-16,96,81.0,,0.81,77.76
2018-01-17,94,81.0,,0.81,76.14
2018-01-18,95,81.0,,0.81,76.95
2018-01-19,93,81.0,,0.81,75.33
2018-01-20,93,81.0,,0.81,75.33
2018-01-21,88,81.0,,0.81,71.28
2018-01-22,97,81.0,,0.81,78.57000000000001
2018-01-23,96,81.0,,0.81,77.76
2018-01-24,100,81.0,,0.81,81.0
2018-01-25,99,81.0,,0.81,80.19000000000001
2018-01-26,96,81.0,,0.81,77.76
2018-01-27,90,81.0,,0.81,72.9
2018-01-28,89,81.0,,0.81,72.09
2018-01-29,96,81.0,,0.81,77.76
2018-01-30,98,81.0,,0.81,79.38000000000001
2018-01-31,99,81.0,,0.81,80.19000000000001
2018-02-01,97,80.0,False,0.8,77.60000000000001
2018-02-02,95,80.0,,0.8,76.0
2018-02-03,95,80.0,,0.8,76.0
2018-02-04,92,80.0,,0.8,73.60000000000001
2018-02-05,90,80.0,,0.8,72.0
2018-02-06,98,80.0,,0.8,78.4
2018-02-07,97,80.0,,0.8,77.60000000000001
2018-02-08,96,80.0,,0.8,76.80000000000001
2018-02-09,96,80.0,,0.8,76.80000000000001
2018-02-10,92,80.0,,0.8,73.60000000000001
2018-02-11,91,80.0,,0.8,72.8
2018-02-12,92,80.0,,0.8,73.60000000000001
2018-02-13,96,80.0,,0.8,76.80000000000001
2018-02-14,92,80.0,,0.8,73.60000000000001
2018-02-15,95,80.0,,0.8,76.0
2018-02-16,90,80.0,,0.8,72.0
2018-02-17,90,80.0,,0.8,72.0
2018-02-18,91,80.0,,0.8,72.8
2018-02-19,96,80.0,,0.8,76.80000000000001
2018-02-20,97,80.0,,0.8,77.60000000000001
2018-02-21,94,80.0,,0.8,75.2
2018-02-22,96,80.0,,0.8,76.80000000000001
2018-02-23,100,80.0,,0.8,80.0
2018-02-24,91,80.0,,0.8,72.8
2018-02-25,95,80.0,,0.8,76.0
2018-02-26,92,80.0,,0.8,73.60000000000001
2018-02-27,98,80.0,,0.8,78.4
2018-02-28,95,80.0,,0.8,76.0
2018-03-01,96,79.0,False,0.79,75.84
2018-03-02,88,79.0,,0.79,69.52000000000001
2018-03-03,92,79.0,,0.79,72.68
2018-03-04,94,79.0,,0.79,74.26
2018-03-05,100,79.0,,0.79,79.0
2018-03-06,100,79.0,,0.79,79.0
2018-03-07,97,79.0,,0.79,76.63000000000001
2018-03-08,95,79.0,,0.79,75.05
2018-03-09,95,79.0,,0.79,75.05
2018-03-10,94,79.0,,0.79,74.26
2018-03-11,86,79.0,,0.79,67.94
2018-03-12,97,79.0,,0.79,76.63000000000001
2018-03-13,95,79.0,,0.79,75.05
2018-03-14,95,79.0,,0.79,75.05
2018-03-15,96,79.0,,0.79,75.84
2018-03-16,92,79.0,,0.79,72.68
2018-03-17,88,79.0,,0.79,69.52000000000001
2018-03-18,87,79.0,,0.79,68.73
2018-03-19,95,79.0,,0.79,75.05
2018-03-20,93,79.0,,0.79,73.47
2018-03-21,92,79.0,,0.79,72.68
2018-03-22,92,79.0,,0.79,72.68
2018-03-23,93,79.0,,0.79,73.47
2018-03-24,84,79.0,,0.79,66.36
2018-03-25,94,79.0,,0.79,74.26
2018-03-26,100,79.0,,0.79,79.0
2018-03-27,96,79.0,,0.79,75.84
2018-03-28,93,79.0,,0.79,73.47
2018-03-29,96,79.0,,0.79,75.84
2018-03-30,96,79.0,,0.79,75.84
2018-03-31,88,79.0,,0.79,69.52000000000001
2018-04-01,76,78.0,False,0.78,59.28
2018-04-02,95,78.0,,0.78,74.10000000000001
2018-04-03,96,78.0,,0.78,74.88
2018-04-04,98,78.0,,0.78,76.44
2018-04-05,97,78.0,,0.78,75.66
2018-04-06,90,78.0,,0.78,70.2
2018-04-07,86,78.0,,0.78,67.08
2018-04-08,90,78.0,,0.78,70.2
2018-04-09,100,78.0,,0.78,78.0
2018-04-10,95,78.0,,0.78,74.10000000000001
2018-04-11,93,78.0,,0.78,72.54
2018-04-12,93,78.0,,0.78,72.54
2018-04-13,91,78.0,,0.78,70.98
2018-04-14,88,78.0,,0.78,68.64
2018-04-15,91,78.0,,0.78,70.98
2018-04-16,95,78.0,,0.78,74.10000000000001
2018-04-17,98,78.0,,0.78,76.44
2018-04-18,94,78.0,,0.78,73.32000000000001
2018-04-19,96,78.0,,0.78,74.88
2018-04-20,91,78.0,,0.78,70.98
2018-04-21,85,78.0,,0.78,66.3
2018-04-22,85,78.0,,0.78,66.3
2018-04-23,92,78.0,,0.78,71.76
2018-04-24,95,78.0,,0.78,74.10000000000001
2018-04-25,92,78.0,,0.78,71.76
2018-04-26,90,78.0,,0.78,70.2
2018-04-27,87,78.0,,0.78,67.86
2018-04-28,84,78.0,,0.78,65.52
2018-04-29,88,78.0,,0.78,68.64
2018-04-30,94,78.0,,0.78,73.32000000000001
2018-05-01,91,75.0,False,0.75,68.25
2018-05-02,93,75.0,,0.75,69.75
2018-05-03,90,75.0,,0.75,67.5
2018-05-04,92,75.0,,0.75,69.0
2018-05-05,83,75.0,,0.75,62.25
2018-05-06,93,75.0,,0.75,69.75
2018-05-07,94,75.0,,0.75,70.5
2018-05-08,93,75.0,,0.75,69.75
2018-05-09,96,75.0,,0.75,72.0
2018-05-10,94,75.0,,0.75,70.5
2018-05-11,91,75.0,,0.75,68.25
2018-05-12,82,75.0,,0.75,61.5
2018-05-13,87,75.0,,0.75,65.25
2018-05-14,100,75.0,,0.75,75.0
2018-05-15,94,75.0,,0.75,70.5
2018-05-16,94,75.0,,0.75,70.5
2018-05-17,91,75.0,,0.75,68.25
2018-05-18,87,75.0,,0.75,65.25
2018-05-19,82,75.0,,0.75,61.5
2018-05-20,89,75.0,,0.75,66.75
2018-05-21,93,75.0,,0.75,69.75
2018-05-22,94,75.0,,0.75,70.5
2018-05-23,93,75.0,,0.75,69.75
2018-05-24,94,75.0,,0.75,70.5
2018-05-25,91,75.0,,0.75,68.25
2018-05-26,85,75.0,,0.75,63.75
2018-05-27,86,75.0,,0.75,64.5
2018-05-28,90,75.0,,0.75,67.5
2018-05-29,95,75.0,,0.75,71.25
2018-05-30,96,75.0,,0.75,72.0
2018-05-31,99,75.0,,0.75,74.25
2018-06-01,93,75.0,False,0.75,69.75
2018-06-02,86,75.0,,0.75,64.5
2018-06-03,89,75.0,,0.75,66.75
2018-06-04,96,75.0,,0.75,72.0
2018-06-05,100,75.0,,0.75,75.0
2018-06-06,97,75.0,,0.75,72.75
2018-06-07,89,75.0,,0.75,66.75
2018-06-08,90,75.0,,0.75,67.5
2018-06-09,80,75.0,,0.75,60.0
2018-06-10,88,75.0,,0.75,66.0
2018-06-11,95,75.0,,0.75,71.25
2018-06-12,94,75.0,,0.75,70.5
2018-06-13,94,75.0,,0.75,70.5
2018-06-14,95,75.0,,0.75,71.25
2018-06-15,95,75.0,,0.75,71.25
2018-06-16,87,75.0,,0.75,65.25
2018-06-17,79,75.0,,0.75,59.25
2018-06-18,95,75.0,,0.75,71.25
2018-06-19,92,75.0,,0.75,69.0
2018-06-20,97,75.0,,0.75,72.75
2018-06-21,92,75.0,,0.75,69.0
2018-06-22,89,75.0,,0.75,66.75
2018-06-23,81,75.0,,0.75,60.75
2018-06-24,85,75.0,,0.75,63.75
2018-06-25,92,75.0,,0.75,69.0
2018-06-26,97,75.0,,0.75,72.75
2018-06-27,92,75.0,,0.75,69.0
2018-06-28,96,75.0,,0.75,72.0
2018-06-29,92,75.0,,0.75,69.0
2018-06-30,84,75.0,,0.75,63.0
2018-07-01,84,81.0,False,0.81,68.04
2018-07-02,87,81.0,,0.81,70.47
2018-07-03,88,81.0,,0.81,71.28
2018-07-04,80,81.0,,0.81,64.80000000000001
2018-07-05,91,81.0,,0.81,73.71000000000001
2018-07-06,84,81.0,,0.81,68.04
2018-07-07,79,81.0,,0.81,63.99
2018-07-08,84,81.0,,0.81,68.04
2018-07-09,92,81.0,,0.81,74.52000000000001
2018-07-10,91,81.0,,0.81,73.71000000000001
2018-07-11,88,81.0,,0.81,71.28
2018-07-12,93,81.0,,0.81,75.33
2018-07-13,86,81.0,,0.81,69.66000000000001
2018-07-14,81,81.0,,0.81,65.61
2018-07-15,80,81.0,,0.81,64.80000000000001
2018-07-16,95,81.0,,0.81,76.95
2018-07-17,99,81.0,,0.81,80.19000000000001
2018-07-18,92,81.0,,0.81,74.52000000000001
2018-07-19,93,81.0,,0.81,75.33
2018-07-20,87,81.0,,0.81,70.47
2018-07-21,89,81.0,,0.81,72.09
2018-07-22,92,81.0,,0.81,74.52000000000001
2018-07-23,100,81.0,,0.81,81.0
2018-07-24,96,81.0,,0.81,77.76
2018-07-25,92,81.0,,0.81,74.52000000000001
2018-07-26,93,81.0,,0.81,75.33
2018-07-27,89,81.0,,0.81,72.09
2018-07-28,86,81.0,,0.81,69.66000000000001
2018-07-29,89,81.0,,0.81,72.09
2018-07-30,99,81.0,,0.81,80.19000000000001
2018-07-31,95,81.0,,0.81,76.95
2018-08-01,91,84.0,False,0.84,76.44
2018-08-02,91,84.0,,0.84,76.44
2018-08-03,91,84.0,,0.84,76.44
2018-08-04,84,84.0,,0.84,70.56
2018-08-05,86,84.0,,0.84,72.24
2018-08-06,94,84.0,,0.84,78.96
2018-08-07,94,84.0,,0.84,78.96
2018-08-08,93,84.0,,0.84,78.11999999999999
2018-08-09,91,84.0,,0.84,76.44
2018-08-10,87,84.0,,0.84,73.08
2018-08-11,85,84.0,,0.84,71.39999999999999
2018-08-12,84,84.0,,0.84,70.56
2018-08-13,99,84.0,,0.84,83.16
2018-08-14,96,84.0,,0.84,80.64
2018-08-15,96,84.0,,0.84,80.64
2018-08-16,93,84.0,,0.84,78.11999999999999
2018-08-17,89,84.0,,0.84,74.75999999999999
2018-08-18,84,84.0,,0.84,70.56
2018-08-19,91,84.0,,0.84,76.44
2018-08-20,100,84.0,,0.84,84.0
2018-08-21,99,84.0,,0.84,83.16
2018-08-22,98,84.0,,0.84,82.32
2018-08-23,95,84.0,,0.84,79.8
2018-08-24,92,84.0,,0.84,77.28
2018-08-25,86,84.0,,0.84,72.24
2018-08-26,87,84.0,,0.84,73.08
2018-08-27,94,84.0,,0.84,78.96
2018-08-28,97,84.0,,0.84,81.48
2018-08-29,96,84.0,,0.84,80.64
2018-08-30,94,84.0,,0.84,78.96
2018-08-31,86,84.0,,0.84,72.24
2018-09-01,85,72.0,False,0.72,61.199999999999996
2018-09-02,89,72.0,,0.72,64.08
2018-09-03,92,72.0,,0.72,66.24
2018-09-04,100,72.0,,0.72,72.0
2018-09-05,99,72.0,,0.72,71.28
2018-09-06,93,72.0,,0.72,66.96
2018-09-07,85,72.0,,0.72,61.199999999999996
2018-09-08,83,72.0,,0.72,59.76
2018-09-09,82,72.0,,0.72,59.04
2018-09-10,95,72.0,,0.72,68.39999999999999
2018-09-11,94,72.0,,0.72,67.67999999999999
2018-09-12,92,72.0,,0.72,66.24
2018-09-13,87,72.0,,0.72,62.64
2018-09-14,87,72.0,,0.72,62.64
2018-09-15,79,72.0,,0.72,56.879999999999995
2018-09-16,79,72.0,,0.72,56.879999999999995
2018-09-17,90,72.0,,0.72,64.8
2018-09-18,91,72.0,,0.72,65.52
2018-09-19,94,72.0,,0.72,67.67999999999999
2018-09-20,91,72.0,,0.72,65.52
2018-09-21,85,72.0,,0.72,61.199999999999996
2018-09-22,76,72.0,,0.72,54.72
2018-09-23,76,72.0,,0.72,54.72
2018-09-24,91,72.0,,0.72,65.52
2018-09-25,94,72.0,,0.72,67.67999999999999
2018-09-26,89,72.0,,0.72,64.08
2018-09-27,85,72.0,,0.72,61.199999999999996
2018-09-28,85,72.0,,0.72,61.199999999999996
2018-09-29,78,72.0,,0.72,56.16
2018-09-30,79,72.0,,0.72,56.879999999999995
2018-10-01,94,71.0,False,0.71,66.74
2018-10-02,98,71.0,,0.71,69.58
2018-10-03,94,71.0,,0.71,66.74
2018-10-04,96,71.0,,0.71,68.16
2018-10-05,91,71.0,,0.71,64.61
2018-10-06,82,71.0,,0.71,58.22
2018-10-07,88,71.0,,0.71,62.48
2018-10-08,97,71.0,,0.71,68.86999999999999
2018-10-09,97,71.0,,0.71,68.86999999999999
2018-10-10,97,71.0,,0.71,68.86999999999999
2018-10-11,100,71.0,,0.71,71.0
2018-10-12,96,71.0,,0.71,68.16
2018-10-13,83,71.0,,0.71,58.93
2018-10-14,85,71.0,,0.71,60.349999999999994
2018-10-15,96,71.0,,0.71,68.16
2018-10-16,100,71.0,,0.71,71.0
2018-10-17,93,71.0,,0.71,66.03
2018-10-18,93,71.0,,0.71,66.03
2018-10-19,95,71.0,,0.71,67.45
2018-10-20,77,71.0,,0.71,54.669999999999995
2018-10-21,86,71.0,,0.71,61.059999999999995
2018-10-22,94,71.0,,0.71,66.74
2018-10-23,94,71.0,,0.71,66.74
2018-10-24,93,71.0,,0.71,66.03
2018-10-25,93,71.0,,0.71,66.03
2018-10-26,86,71.0,,0.71,61.059999999999995
2018-10-27,82,71.0,,0.71,58.22
2018-10-28,83,71.0,,0.71,58.93
2018-10-29,96,71.0,,0.71,68.16
2018-10-30,97,71.0,,0.71,68.86999999999999
2018-10-31,95,71.0,,0.71,67.45
2018-11-01,62,78.0,False,0.78,48.36
2018-11-02,62,78.0,,0.78,48.36
2018-11-03,58,78.0,,0.78,45.24
2018-11-04,59,78.0,,0.78,46.02
2018-11-05,60,78.0,,0.78,46.800000000000004
2018-11-06,63,78.0,,0.78,49.14
2018-11-07,56,78.0,,0.78,43.68
2018-11-08,62,78.0,,0.78,48.36
2018-11-09,62,78.0,,0.78,48.36
2018-11-10,59,78.0,,0.78,46.02
2018-11-11,58,78.0,,0.78,45.24
2018-11-12,64,78.0,,0.78,49.92
2018-11-13,65,78.0,,0.78,50.7
2018-11-14,67,78.0,,0.78,52.260000000000005
2018-11-15,65,78.0,,0.78,50.7
2018-11-16,67,78.0,,0.78,52.260000000000005
2018-11-17,63,78.0,,0.78,49.14
2018-11-18,64,78.0,,0.78,49.92
2018-11-19,70,78.0,,0.78,54.6
2018-11-20,69,78.0,,0.78,53.82
2018-11-21,69,78.0,,0.78,53.82
2018-11-22,82,78.0,,0.78,63.96
2018-11-23,100,78.0,,0.78,78.0
2018-11-24,80,78.0,,0.78,62.400000000000006
2018-11-25,73,78.0,,0.78,56.940000000000005
2018-11-26,84,78.0,,0.78,65.52
2018-11-27,78,78.0,,0.78,60.84
2018-11-28,70,78.0,,0.78,54.6
2018-11-29,69,78.0,,0.78,53.82
2018-11-30,67,78.0,,0.78,52.260000000000005
2018-12-01,78,73.0,False,0.73,56.94
2018-12-02,79,73.0,,0.73,57.67
2018-12-03,85,73.0,,0.73,62.05
2018-12-04,85,73.0,,0.73,62.05
2018-12-05,84,73.0,,0.73,61.32
2018-12-06,82,73.0,,0.73,59.86
2018-12-07,79,73.0,,0.73,57.67
2018-12-08,100,73.0,,0.73,73.0
2018-12-09,85,73.0,,0.73,62.05
2018-12-10,84,73.0,,0.73,61.32
2018-12-11,85,73.0,,0.73,62.05
2018-12-12,86,73.0,,0.73,62.78
2018-12-13,87,73.0,,0.73,63.51
2018-12-14,83,73.0,,0.73,60.589999999999996
2018-12-15,78,73.0,,0.73,56.94
2018-12-16,81,73.0,,0.73,59.129999999999995
2018-12-17,85,73.0,,0.73,62.05
2018-12-18,86,73.0,,0.73,62.78
2018-12-19,85,73.0,,0.73,62.05
2018-12-20,86,73.0,,0.73,62.78
2018-12-21,82,73.0,,0.73,59.86
2018-12-22,79,73.0,,0.73,57.67
2018-12-23,72,73.0,,0.73,52.56
2018-12-24,69,73.0,,0.73,50.37
2018-12-25,86,73.0,,0.73,62.78
2018-12-26,91,73.0,,0.73,66.42999999999999
2018-12-27,88,73.0,,0.73,64.24
2018-12-28,83,73.0,,0.73,60.589999999999996
2018-12-29,74,73.0,,0.73,54.019999999999996
2018-12-30,74,73.0,,0.73,54.019999999999996
2018-12-31,71,73.0,,0.73,51.83
2019-01-01,67,75.0,False,0.75,50.25
2019-01-02,90,75.0,,0.75,67.5
2019-01-03,93,75.0,,0.75,69.75
2019-01-04,92,75.0,,0.75,69.0
2019-01-05,81,75.0,,0.75,60.75
2019-01-06,78,75.0,,0.75,58.5
2019-01-07,88,75.0,,0.75,66.0
2019-01-08,89,75.0,,0.75,66.75
2019-01-09,93,75.0,,0.75,69.75
2019-01-10,92,75.0,,0.75,69.0
2019-01-11,86,75.0,,0.75,64.5
2019-01-12,82,75.0,,0.75,61.5
2019-01-13,79,75.0,,0.75,59.25
2019-01-14,92,75.0,,0.75,69.0
2019-01-15,92,75.0,,0.75,69.0
2019-01-16,100,75.0,,0.75,75.0
2019-01-17,93,75.0,,0.75,69.75
2019-01-18,84,75.0,,0.75,63.0
2019-01-19,80,75.0,,0.75,60.0
2019-01-20,86,75.0,,0.75,64.5
2019-01-21,87,75.0,,0.75,65.25
2019-01-22,95,75.0,,0.75,71.25
2019-01-23,88,75.0,,0.75,66.0
2019-01-24,89,75.0,,0.75,66.75
2019-01-25,86,75.0,,0.75,64.5
2019-01-26,82,75.0,,0.75,61.5
2019-01-27,84,75.0,,0.75,63.0
2019-01-28,91,75.0,,0.75,68.25
2019-01-29,90,75.0,,0.75,67.5
2019-01-30,88,75.0,,0.75,66.0
2019-01-31,89,75.0,,0.75,66.75
2019-02-01,93,74.0,False,0.74,68.82
2019-02-02,78,74.0,,0.74,57.72
2019-02-03,78,74.0,,0.74,57.72
2019-02-04,86,74.0,,0.74,63.64
2019-02-05,89,74.0,,0.74,65.86
2019-02-06,86,74.0,,0.74,63.64
2019-02-07,89,74.0,,0.74,65.86
2019-02-08,100,74.0,,0.74,74.0
2019-02-09,78,74.0,,0.74,57.72
2019-02-10,80,74.0,,0.74,59.2
2019-02-11,91,74.0,,0.74,67.34
2019-02-12,88,74.0,,0.74,65.12
2019-02-13,87,74.0,,0.74,64.38
2019-02-14,85,74.0,,0.74,62.9
2019-02-15,81,74.0,,0.74,59.94
2019-02-16,83,74.0,,0.74,61.42
2019-02-17,79,74.0,,0.74,58.46
2019-02-18,88,74.0,,0.74,65.12
2019-02-19,88,74.0,,0.74,65.12
2019-02-20,88,74.0,,0.74,65.12
2019-02-21,84,74.0,,0.74,62.16
2019-02-22,82,74.0,,0.74,60.68
2019-02-23,86,74.0,,0.74,63.64
2019-02-24,82,74.0,,0.74,60.68
2019-02-25,84,74.0,,0.74,62.16
2019-02-26,90,74.0,,0.74,66.6
2019-02-27,83,74.0,,0.74,61.42
2019-02-28,86,74.0,,0.74,63.64
2019-03-01,92,77.0,False,0.77,70.84
2019-03-02,85,77.0,,0.77,65.45
2019-03-03,91,77.0,,0.77,70.07000000000001
2019-03-04,91,77.0,,0.77,70.07000000000001
2019-03-05,92,77.0,,0.77,70.84
2019-03-06,95,77.0,,0.77,73.15
2019-03-07,93,77.0,,0.77,71.61
2019-03-08,86,77.0,,0.77,66.22
2019-03-09,81,77.0,,0.77,62.370000000000005
2019-03-10,83,77.0,,0.77,63.910000000000004
2019-03-11,100,77.0,,0.77,77.0
2019-03-12,98,77.0,,0.77,75.46000000000001
2019-03-13,91,77.0,,0.77,70.07000000000001
2019-03-14,93,77.0,,0.77,71.61
2019-03-15,90,77.0,,0.77,69.3
2019-03-16,90,77.0,,0.77,69.3
2019-03-17,83,77.0,,0.77,63.910000000000004
2019-03-18,94,77.0,,0.77,72.38
2019-03-19,94,77.0,,0.77,72.38
2019-03-20,95,77.0,,0.77,73.15
2019-03-21,87,77.0,,0.77,66.99
2019-03-22,90,77.0,,0.77,69.3
2019-03-23,83,77.0,,0.77,63.910000000000004
2019-03-24,87,77.0,,0.77,66.99
2019-03-25,92,77.0,,0.77,70.84
2019-03-26,93,77.0,,0.77,71.61
2019-03-27,91,77.0,,0.77,70.07000000000001
2019-03-28,97,77.0,,0.77,74.69
2019-03-29,87,77.0,,0.77,66.99
2019-03-30,93,77.0,,0.77,71.61
2019-03-31,88,77.0,,0.77,67.76
2019-04-01,99,73.0,False,0.73,72.27
2019-04-02,94,73.0,,0.73,68.62
2019-04-03,100,73.0,,0.73,73.0
2019-04-04,91,73.0,,0.73,66.42999999999999
2019-04-05,90,73.0,,0.73,65.7
2019-04-06,87,73.0,,0.73,63.51
2019-04-07,88,73.0,,0.73,64.24
2019-04-08,94,73.0,,0.73,68.62
2019-04-09,91,73.0,,0.73,66.42999999999999
2019-04-10,94,73.0,,0.73,68.62
2019-04-11,100,73.0,,0.73,73.0
2019-04-12,89,73.0,,0.73,64.97
2019-04-13,87,73.0,,0.73,63.51
2019-04-14,87,73.0,,0.73,63.51
2019-04-15,91,73.0,,0.73,66.42999999999999
2019-04-16,92,73.0,,0.73,67.16
2019-04-17,90,73.0,,0.73,65.7
2019-04-18,91,73.0,,0.73,66.42999999999999
2019-04-19,89,73.0,,0.73,64.97
2019-04-20,85,73.0,,0.73,62.05
2019-04-21,78,73.0,,0.73,56.94
2019-04-22,94,73.0,,0.73,68.62
2019-04-23,94,73.0,,0.73,68.62
2019-04-24,94,73.0,,0.73,68.62
2019-04-25,95,73.0,,0.73,69.35
2019-04-26,87,73.0,,0.73,63.51
2019-04-27,80,73.0,,0.73,58.4
2019-04-28,82,73.0,,0.73,59.86
2019-04-29,91,73.0,,0.73,66.42999999999999
2019-04-30,97,73.0,,0.73,70.81
2019-05-01,99,73.0,False,0.73,72.27
2019-05-02,93,73.0,,0.73,67.89
2019-05-03,89,73.0,,0.73,64.97
2019-05-04,91,73.0,,0.73,66.42999999999999
2019-05-05,90,73.0,,0.73,65.7
2019-05-06,100,73.0,,0.73,73.0
2019-05-07,94,73.0,,0.73,68.62
2019-05-08,96,73.0,,0.73,70.08
2019-05-09,97,73.0,,0.73,70.81
2019-05-10,91,73.0,,0.73,66.42999999999999
2019-05-11,92,73.0,,0.73,67.16
2019-05-12,84,73.0,,0.73,61.32
2019-05-13,96,73.0,,0.73,70.08
2019-05-14,94,73.0,,0.73,68.62
2019-05-15,94,73.0,,0.73,68.62
2019-05-16,97,73.0,,0.73,70.81
2019-05-17,89,73.0,,0.73,64.97
2019-05-18,84,73.0,,0.73,61.32
2019-05-19,88,73.0,,0.73,64.24
2019-05-20,93,73.0,,0.73,67.89
2019-05-21,96,73.0,,0.73,70.08
2019-05-22,99,73.0,,0.73,72.27
2019-05-23,93,73.0,,0.73,67.89
2019-05-24,96,73.0,,0.73,70.08
2019-05-25,88,73.0,,0.73,64.24
2019-05-26,83,73.0,,0.73,60.589999999999996
2019-05-27,91,73.0,,0.73,66.42999999999999
2019-05-28,100,73.0,,0.73,73.0
2019-05-29,97,73.0,,0.73,70.81
2019-05-30,100,73.0,,0.73,73.0
2019-05-31,95,73.0,,0.73,69.35
2019-06-01,84,72.0,False,0.72,60.48
2019-06-02,82,72.0,,0.72,59.04
2019-06-03,89,72.0,,0.72,64.08
2019-06-04,92,72.0,,0.72,66.24
2019-06-05,97,72.0,,0.72,69.84
2019-06-06,99,72.0,,0.72,71.28
2019-06-07,96,72.0,,0.72,69.12
2019-06-08,82,72.0,,0.72,59.04
2019-06-09,84,72.0,,0.72,60.48
2019-06-10,90,72.0,,0.72,64.8
2019-06-11,91,72.0,,0.72,65.52
2019-06-12,93,72.0,,0.72,66.96
2019-06-13,97,72.0,,0.72,69.84
2019-06-14,91,72.0,,0.72,65.52
2019-06-15,94,72.0,,0.72,67.67999999999999
2019-06-16,83,72.0,,0.72,59.76
2019-06-17,99,72.0,,0.72,71.28
2019-06-18,95,72.0,,0.72,68.39999999999999
2019-06-19,100,72.0,,0.72,72.0
2019-06-20,93,72.0,,0.72,66.96
2019-06-21,93,72.0,,0.72,66.96
2019-06-22,84,72.0,,0.72,60.48
2019-06-23,85,72.0,,0.72,61.199999999999996
2019-06-24,95,72.0,,0.72,68.39999999999999
2019-06-25,95,72.0,,0.72,68.39999999999999
2019-06-26,94,72.0,,0.72,67.67999999999999
2019-06-27,95,72.0,,0.72,68.39999999999999
2019-06-28,94,72.0,,0.72,67.67999999999999
2019-06-29,83,72.0,,0.72,59.76
2019-06-30,84,72.0,,0.72,60.48
2019-07-01,89,75.0,False,0.75,66.75
2019-07-02,91,75.0,,0.75,68.25
2019-07-03,87,75.0,,0.75,65.25
2019-07-04,76,75.0,,0.75,57.0
2019-07-05,82,75.0,,0.75,61.5
2019-07-06,78,75.0,,0.75,58.5
2019-07-07,73,75.0,,0.75,54.75
2019-07-08,89,75.0,,0.75,66.75
2019-07-09,94,75.0,,0.75,70.5
2019-07-10,92,75.0,,0.75,69.0
2019-07-11,94,75.0,,0.75,70.5
2019-07-12,88,75.0,,0.75,66.0
2019-07-13,80,75.0,,0.75,60.0
2019-07-14,84,75.0,,0.75,63.0
2019-07-15,99,75.0,,0.75,74.25
2019-07-16,96,75.0,,0.75,72.0
2019-07-17,100,75.0,,0.75,75.0
2019-07-18,91,75.0,,0.75,68.25
2019-07-19,93,75.0,,0.75,69.75
2019-07-20,79,75.0,,0.75,59.25
2019-07-21,81,75.0,,0.75,60.75
2019-07-22,95,75.0,,0.75,71.25
2019-07-23,91,75.0,,0.75,68.25
2019-07-24,88,75.0,,0.75,66.0
2019-07-25,92,75.0,,0.75,69.0
2019-07-26,87,75.0,,0.75,65.25
2019-07-27,77,75.0,,0.75,57.75
2019-07-28,81,75.0,,0.75,60.75
2019-07-29,92,75.0,,0.75,69.0
2019-07-30,89,75.0,,0.75,66.75
2019-07-31,91,75.0,,0.75,68.25
2019-08-01,92,79.0,False,0.79,72.68
2019-08-02,86,79.0,,0.79,67.94
2019-08-03,81,79.0,,0.79,63.99
2019-08-04,81,79.0,,0.79,63.99
2019-08-05,86,79.0,,0.79,67.94
2019-08-06,89,79.0,,0.79,70.31
2019-08-07,90,79.0,,0.79,71.10000000000001
2019-08-08,88,79.0,,0.79,69.52000000000001
2019-08-09,90,79.0,,0.79,71.10000000000001
2019-08-10,86,79.0,,0.79,67.94
2019-08-11,80,79.0,,0.79,63.2
2019-08-12,94,79.0,,0.79,74.26
2019-08-13,92,79.0,,0.79,72.68
2019-08-14,90,79.0,,0.79,71.10000000000001
2019-08-15,96,79.0,,0.79,75.84
2019-08-16,90,79.0,,0.79,71.10000000000001
2019-08-17,85,79.0,,0.79,67.15
2019-08-18,87,79.0,,0.79,68.73
2019-08-19,93,79.0,,0.79,73.47
2019-08-20,100,79.0,,0.79,79.0
2019-08-21,95,79.0,,0.79,75.05
2019-08-22,95,79.0,,0.79,75.05
2019-08-23,88,79.0,,0.79,69.52000000000001
2019-08-24,80,79.0,,0.79,63.2
2019-08-25,91,79.0,,0.79,71.89
2019-08-26,94,79.0,,0.79,74.26
2019-08-27,93,79.0,,0.79,73.47
2019-08-28,94,79.0,,0.79,74.26
2019-08-29,91,79.0,,0.79,71.89
2019-08-30,85,79.0,,0.79,67.15
2019-08-31,76,79.0,,0.79,60.040000000000006
2019-09-01,86,74.0,False,0.74,63.64
