date,AMZN_unscaled,AMZN_monthly,isPartial,scale,AMZN
2017-12-23,21,23.0,,0.23,4.83
2017-12-24,10,23.0,,0.23,2.3000000000000003
2017-12-25,17,23.0,,0.23,3.91
2017-12-26,59,23.0,,0.23,13.57
2017-12-27,66,23.0,,0.23,15.180000000000001
2017-12-28,60,23.0,,0.23,13.8
2017-12-29,72,23.0,,0.23,16.560000000000002
2017-12-30,22,23.0,,0.23,5.0600000000000005
2017-12-31,11,23.0,,0.23,2.5300000000000002
2018-01-01,8,45.0,False,0.45,3.6
2018-01-02,36,45.0,,0.45,16.2
2018-01-03,42,45.0,,0.45,18.900000000000002
2018-01-04,41,45.0,,0.45,18.45
2018-01-05,42,45.0,,0.45,18.900000000000002
2018-01-06,16,45.0,,0.45,7.2
2018-01-07,8,45.0,,0.45,3.6
2018-01-08,39,45.0,,0.45,17.55
2018-01-09,52,45.0,,0.45,23.400000000000002
2018-01-10,48,45.0,,0.45,21.6
2018-01-11,45,45.0,,0.45,20.25
2018-01-12,61,45.0,,0.45,27.45
2018-01-13,21,45.0,,0.45,9.450000000000001
2018-01-14,9,45.0,,0.45,4.05
2018-01-15,20,45.0,,0.45,9.0
2018-01-16,51,45.0,,0.45,22.95
2018-01-17,54,45.0,,0.45,24.3
2018-01-18,56,45.0,,0.45,25.2
2018-01-19,43,45.0,,0.45,19.35
2018-01-20,14,45.0,,0.45,6.3
2018-01-21,8,45.0,,0.45,3.6
2018-01-22,49,45.0,,0.45,22.05
2018-01-23,71,45.0,,0.45,31.95
2018-01-24,65,45.0,,0.45,29.25
2018-01-25,62,45.0,,0.45,27.900000000000002
2018-01-26,70,45.0,,0.45,31.5
2018-01-27,28,45.0,,0.45,12.6
2018-01-28,16,45.0,,0.45,7.2
2018-01-29,67,45.0,,0.45,30.150000000000002
2018-01-30,87,45.0,,0.45,39.15
2018-01-31,100,45.0,,0.45,45.0
2018-02-01,88,75.0,False,0.75,66.0
2018-02-02,100,75.0,,0.75,75.0
2018-02-03,19,75.0,,0.75,14.25
2018-02-04,8,75.0,,0.75,6.0
2018-02-05,44,75.0,,0.75,33.0
2018-02-06,56,75.0,,0.75,42.0
2018-02-07,36,75.0,,0.75,27.0
2018-02-08,38,75.0,,0.75,28.5
2018-02-09,52,75.0,,0.75,39.0
2018-02-10,13,75.0,,0.75,9.75
2018-02-11,6,75.0,,0.75,4.5
2018-02-12,34,75.0,,0.75,25.5
2018-02-13,33,75.0,,0.75,24.75
2018-02-14,34,75.0,,0.75,25.5
2018-02-15,35,75.0,,0.75,26.25
2018-02-16,30,75.0,,0.75,22.5
2018-02-17,10,75.0,,0.75,7.5
2018-02-18,3,75.0,,0.75,2.25
2018-02-19,11,75.0,,0.75,8.25
2018-02-20,31,75.0,,0.75,23.25
2018-02-21,34,75.0,,0.75,25.5
2018-02-22,30,75.0,,0.75,22.5
2018-02-23,30,75.0,,0.75,22.5
2018-02-24,9,75.0,,0.75,6.75
2018-02-25,5,75.0,,0.75,3.75
2018-02-26,28,75.0,,0.75,21.0
2018-02-27,33,75.0,,0.75,24.75
2018-02-28,30,75.0,,0.75,22.5
2018-03-01,39,60.0,False,0.6,23.4
2018-03-02,37,60.0,,0.6,22.2
2018-03-03,13,60.0,,0.6,7.8
2018-03-04,7,60.0,,0.6,4.2
2018-03-05,35,60.0,,0.6,21.0
2018-03-06,38,60.0,,0.6,22.8
2018-03-07,42,60.0,,0.6,25.2
2018-03-08,41,60.0,,0.6,24.599999999999998
2018-03-09,43,60.0,,0.6,25.8
2018-03-10,14,60.0,,0.6,8.4
2018-03-11,9,60.0,,0.6,5.3999999999999995
2018-03-12,45,60.0,,0.6,27.0
2018-03-13,46,60.0,,0.6,27.599999999999998
2018-03-14,41,60.0,,0.6,24.599999999999998
2018-03-15,39,60.0,,0.6,23.4
2018-03-16,37,60.0,,0.6,22.2
2018-03-17,11,60.0,,0.6,6.6
2018-03-18,6,60.0,,0.6,3.5999999999999996
2018-03-19,39,60.0,,0.6,23.4
2018-03-20,47,60.0,,0.6,28.2
2018-03-21,41,60.0,,0.6,24.599999999999998
2018-03-22,44,60.0,,0.6,26.4
2018-03-23,49,60.0,,0.6,29.4
2018-03-24,13,60.0,,0.6,7.8
2018-03-25,6,60.0,,0.6,3.5999999999999996
2018-03-26,45,60.0,,0.6,27.0
2018-03-27,51,60.0,,0.6,30.599999999999998
2018-03-28,100,60.0,,0.6,60.0
2018-03-29,95,60.0,,0.6,57.0
2018-03-30,35,60.0,,0.6,21.0
2018-03-31,14,60.0,,0.6,8.4
2018-04-01,7,81.0,False,0.81,5.67
2018-04-02,65,81.0,,0.81,52.650000000000006
2018-04-03,61,81.0,,0.81,49.410000000000004
2018-04-04,47,81.0,,0.81,38.07
2018-04-05,42,81.0,,0.81,34.02
2018-04-06,43,81.0,,0.81,34.830000000000005
2018-04-07,9,81.0,,0.81,7.290000000000001
2018-04-08,5,81.0,,0.81,4.050000000000001
2018-04-09,31,81.0,,0.81,25.110000000000003
2018-04-10,35,81.0,,0.81,28.35
2018-04-11,31,81.0,,0.81,25.110000000000003
2018-04-12,29,81.0,,0.81,23.490000000000002
2018-04-13,26,81.0,,0.81,21.060000000000002
2018-04-14,8,81.0,,0.81,6.48
2018-04-15,5,81.0,,0.81,4.050000000000001
2018-04-16,24,81.0,,0.81,19.44
2018-04-17,33,81.0,,0.81,26.73
2018-04-18,38,81.0,,0.81,30.78
2018-04-19,44,81.0,,0.81,35.64
2018-04-20,34,81.0,,0.81,27.540000000000003
2018-04-21,7,81.0,,0.81,5.67
2018-04-22,4,81.0,,0.81,3.24
2018-04-23,31,81.0,,0.81,25.110000000000003
2018-04-24,38,81.0,,0.81,30.78
2018-04-25,42,81.0,,0.81,34.02
2018-04-26,86,81.0,,0.81,69.66000000000001
2018-04-27,100,81.0,,0.81,81.0
2018-04-28,17,81.0,,0.81,13.770000000000001
2018-04-29,7,81.0,,0.81,5.67
2018-04-30,35,81.0,,0.81,28.35
2018-05-01,100,48.0,False,0.48,48.0
2018-05-02,85,48.0,,0.48,40.8
2018-05-03,76,48.0,,0.48,36.48
2018-05-04,81,48.0,,0.48,38.879999999999995
2018-05-05,24,48.0,,0.48,11.52
2018-05-06,17,48.0,,0.48,8.16
2018-05-07,91,48.0,,0.48,43.68
2018-05-08,82,48.0,,0.48,39.36
2018-05-09,76,48.0,,0.48,36.48
2018-05-10,91,48.0,,0.48,43.68
2018-05-11,79,48.0,,0.48,37.92
2018-05-12,21,48.0,,0.48,10.08
2018-05-13,13,48.0,,0.48,6.24
2018-05-14,75,48.0,,0.48,36.0
2018-05-15,85,48.0,,0.48,40.8
2018-05-16,76,48.0,,0.48,36.48
2018-05-17,68,48.0,,0.48,32.64
2018-05-18,68,48.0,,0.48,32.64
2018-05-19,21,48.0,,0.48,10.08
2018-05-20,10,48.0,,0.48,4.8
2018-05-21,71,48.0,,0.48,34.08
2018-05-22,70,48.0,,0.48,33.6
2018-05-23,76,48.0,,0.48,36.48
2018-05-24,64,48.0,,0.48,30.72
2018-05-25,60,48.0,,0.48,28.799999999999997
2018-05-26,17,48.0,,0.48,8.16
2018-05-27,11,48.0,,0.48,5.279999999999999
2018-05-28,13,48.0,,0.48,6.24
2018-05-29,61,48.0,,0.48,29.279999999999998
2018-05-30,71,48.0,,0.48,34.08
2018-05-31,68,48.0,,0.48,32.64
2018-06-01,75,49.0,False,0.49,36.75
2018-06-02,22,49.0,,0.49,10.78
2018-06-03,13,49.0,,0.49,6.37
2018-06-04,70,49.0,,0.49,34.3
2018-06-05,91,49.0,,0.49,44.589999999999996
2018-06-06,97,49.0,,0.49,47.53
2018-06-07,78,49.0,,0.49,38.22
2018-06-08,76,49.0,,0.49,37.24
2018-06-09,20,49.0,,0.49,9.8
2018-06-10,12,49.0,,0.49,5.88
2018-06-11,60,49.0,,0.49,29.4
2018-06-12,73,49.0,,0.49,35.769999999999996
2018-06-13,77,49.0,,0.49,37.73
2018-06-14,78,49.0,,0.49,38.22
2018-06-15,77,49.0,,0.49,37.73
2018-06-16,20,49.0,,0.49,9.8
2018-06-17,13,49.0,,0.49,6.37
2018-06-18,66,49.0,,0.49,32.339999999999996
2018-06-19,79,49.0,,0.49,38.71
2018-06-20,87,49.0,,0.49,42.63
2018-06-21,100,49.0,,0.49,49.0
2018-06-22,77,49.0,,0.49,37.73
2018-06-23,20,49.0,,0.49,9.8
2018-06-24,14,49.0,,0.49,6.859999999999999
2018-06-25,91,49.0,,0.49,44.589999999999996
2018-06-26,82,49.0,,0.49,40.18
2018-06-27,79,49.0,,0.49,38.71
2018-06-28,95,49.0,,0.49,46.55
2018-06-29,87,49.0,,0.49,42.63
2018-06-30,19,49.0,,0.49,9.31
2018-07-01,4,75.0,False,0.75,3.0
2018-07-02,17,75.0,,0.75,12.75
2018-07-03,19,75.0,,0.75,14.25
2018-07-04,6,75.0,,0.75,4.5
2018-07-05,17,75.0,,0.75,12.75
2018-07-06,18,75.0,,0.75,13.5
2018-07-07,5,75.0,,0.75,3.75
2018-07-08,3,75.0,,0.75,2.25
2018-07-09,18,75.0,,0.75,13.5
2018-07-10,20,75.0,,0.75,15.0
2018-07-11,24,75.0,,0.75,18.0
2018-07-12,29,75.0,,0.75,21.75
2018-07-13,30,75.0,,0.75,22.5
2018-07-14,7,75.0,,0.75,5.25
2018-07-15,5,75.0,,0.75,3.75
2018-07-16,46,75.0,,0.75,34.5
2018-07-17,43,75.0,,0.75,32.25
2018-07-18,33,75.0,,0.75,24.75
2018-07-19,31,75.0,,0.75,23.25
2018-07-20,27,75.0,,0.75,20.25
2018-07-21,6,75.0,,0.75,4.5
2018-07-22,5,75.0,,0.75,3.75
2018-07-23,29,75.0,,0.75,21.75
2018-07-24,32,75.0,,0.75,24.0
2018-07-25,36,75.0,,0.75,27.0
2018-07-26,100,75.0,,0.75,75.0
2018-07-27,84,75.0,,0.75,63.0
2018-07-28,14,75.0,,0.75,10.5
2018-07-29,7,75.0,,0.75,5.25
2018-07-30,33,75.0,,0.75,24.75
2018-07-31,33,75.0,,0.75,24.75
2018-08-01,58,68.0,False,0.68,39.440000000000005
2018-08-02,59,68.0,,0.68,40.120000000000005
2018-08-03,55,68.0,,0.68,37.400000000000006
2018-08-04,14,68.0,,0.68,9.520000000000001
2018-08-05,7,68.0,,0.68,4.760000000000001
2018-08-06,46,68.0,,0.68,31.28
2018-08-07,53,68.0,,0.68,36.04
2018-08-08,52,68.0,,0.68,35.36
2018-08-09,56,68.0,,0.68,38.080000000000005
2018-08-10,50,68.0,,0.68,34.0
2018-08-11,13,68.0,,0.68,8.84
2018-08-12,9,68.0,,0.68,6.12
2018-08-13,51,68.0,,0.68,34.68
2018-08-14,57,68.0,,0.68,38.760000000000005
2018-08-15,55,68.0,,0.68,37.400000000000006
2018-08-16,51,68.0,,0.68,34.68
2018-08-17,48,68.0,,0.68,32.64
2018-08-18,11,68.0,,0.68,7.48
2018-08-19,7,68.0,,0.68,4.760000000000001
2018-08-20,40,68.0,,0.68,27.200000000000003
2018-08-21,44,68.0,,0.68,29.92
2018-08-22,43,68.0,,0.68,29.240000000000002
2018-08-23,44,68.0,,0.68,29.92
2018-08-24,38,68.0,,0.68,25.840000000000003
2018-08-25,13,68.0,,0.68,8.84
2018-08-26,7,68.0,,0.68,4.760000000000001
2018-08-27,45,68.0,,0.68,30.6
2018-08-28,50,68.0,,0.68,34.0
2018-08-29,80,68.0,,0.68,54.400000000000006
2018-08-30,100,68.0,,0.68,68.0
2018-08-31,67,68.0,,0.68,45.56
2018-09-01,22,61.0,False,0.61,13.42
2018-09-02,10,61.0,,0.61,6.1
2018-09-03,14,61.0,,0.61,8.54
2018-09-04,100,61.0,,0.61,61.0
2018-09-05,85,61.0,,0.61,51.85
2018-09-06,79,61.0,,0.61,48.19
2018-09-07,65,61.0,,0.61,39.65
2018-09-08,19,61.0,,0.61,11.59
2018-09-09,10,61.0,,0.61,6.1
2018-09-10,61,61.0,,0.61,37.21
2018-09-11,62,61.0,,0.61,37.82
2018-09-12,62,61.0,,0.61,37.82
2018-09-13,60,61.0,,0.61,36.6
2018-09-14,56,61.0,,0.61,34.16
2018-09-15,13,61.0,,0.61,7.93
2018-09-16,6,61.0,,0.61,3.66
2018-09-17,66,61.0,,0.61,40.26
2018-09-18,70,61.0,,0.61,42.699999999999996
2018-09-19,57,61.0,,0.61,34.769999999999996
2018-09-20,63,61.0,,0.61,38.43
2018-09-21,55,61.0,,0.61,33.55
2018-09-22,15,61.0,,0.61,9.15
2018-09-23,12,61.0,,0.61,7.32
2018-09-24,53,61.0,,0.61,32.33
2018-09-25,56,61.0,,0.61,34.16
2018-09-26,60,61.0,,0.61,36.6
2018-09-27,63,61.0,,0.61,38.43
2018-09-28,56,61.0,,0.61,34.16
2018-09-29,16,61.0,,0.61,9.76
2018-09-30,13,61.0,,0.61,7.93
2018-10-01,28,100.0,False,1.0,28.0
2018-10-02,33,100.0,,1.0,33.0
2018-10-03,29,100.0,,1.0,29.0
2018-10-04,32,100.0,,1.0,32.0
2018-10-05,32,100.0,,1.0,32.0
2018-10-06,6,100.0,,1.0,6.0
2018-10-07,4,100.0,,1.0,4.0
2018-10-08,30,100.0,,1.0,30.0
2018-10-09,29,100.0,,1.0,29.0
2018-10-10,44,100.0,,1.0,44.0
2018-10-11,66,100.0,,1.0,66.0
2018-10-12,49,100.0,,1.0,49.0
2018-10-13,11,100.0,,1.0,11.0
2018-10-14,5,100.0,,1.0,5.0
2018-10-15,36,100.0,,1.0,36.0
2018-10-16,38,100.0,,1.0,38.0
2018-10-17,33,100.0,,1.0,33.0
2018-10-18,33,100.0,,1.0,33.0
2018-10-19,31,100.0,,1.0,31.0
2018-10-20,7,100.0,,1.0,7.0
2018-10-21,7,100.0,,1.0,7.0
2018-10-22,31,100.0,,1.0,31.0
2018-10-23,34,100.0,,1.0,34.0
2018-10-24,42,100.0,,1.0,42.0
2018-10-25,97,100.0,,1.0,97.0
2018-10-26,100,100.0,,1.0,100.0
2018-10-27,16,100.0,,1.0,16.0
2018-10-28,7,100.0,,1.0,7.0
2018-10-29,61,100.0,,1.0,61.0
2018-10-30,70,100.0,,1.0,70.0
2018-10-31,59,100.0,,1.0,59.0
2018-11-01,100,80.0,False,0.8,80.0
2018-11-02,81,80.0,,0.8,64.8
2018-11-03,21,80.0,,0.8,16.8
2018-11-04,10,80.0,,0.8,8.0
2018-11-05,71,80.0,,0.8,56.800000000000004
2018-11-06,65,80.0,,0.8,52.0
2018-11-07,75,80.0,,0.8,60.0
2018-11-08,79,80.0,,0.8,63.2
2018-11-09,66,80.0,,0.8,52.800000000000004
2018-11-10,16,80.0,,0.8,12.8
2018-11-11,9,80.0,,0.8,7.2
2018-11-12,58,80.0,,0.8,46.400000000000006
2018-11-13,72,80.0,,0.8,57.6
2018-11-14,60,80.0,,0.8,48.0
2018-11-15,65,80.0,,0.8,52.0
2018-11-16,62,80.0,,0.8,49.6
2018-11-17,16,80.0,,0.8,12.8
2018-11-18,10,80.0,,0.8,8.0
2018-11-19,72,80.0,,0.8,57.6
2018-11-20,93,80.0,,0.8,74.4
2018-11-21,77,80.0,,0.8,61.6
2018-11-22,19,80.0,,0.8,15.200000000000001
2018-11-23,44,80.0,,0.8,35.2
2018-11-24,17,80.0,,0.8,13.600000000000001
2018-11-25,9,80.0,,0.8,7.2
2018-11-26,64,80.0,,0.8,51.2
2018-11-27,64,80.0,,0.8,51.2
2018-11-28,75,80.0,,0.8,60.0
2018-11-29,78,80.0,,0.8,62.400000000000006
2018-11-30,62,80.0,,0.8,49.6
2018-12-01,20,70.0,False,0.7,14.0
2018-12-02,15,70.0,,0.7,10.5
2018-12-03,91,70.0,,0.7,63.699999999999996
2018-12-04,87,70.0,,0.7,60.9
2018-12-05,38,70.0,,0.7,26.599999999999998
2018-12-06,78,70.0,,0.7,54.599999999999994
2018-12-07,76,70.0,,0.7,53.199999999999996
2018-12-08,20,70.0,,0.7,14.0
2018-12-09,10,70.0,,0.7,7.0
2018-12-10,72,70.0,,0.7,50.4
2018-12-11,71,70.0,,0.7,49.699999999999996
2018-12-12,72,70.0,,0.7,50.4
2018-12-13,66,70.0,,0.7,46.199999999999996
2018-12-14,58,70.0,,0.7,40.599999999999994
2018-12-15,18,70.0,,0.7,12.6
2018-12-16,12,70.0,,0.7,8.399999999999999
2018-12-17,72,70.0,,0.7,50.4
2018-12-18,70,70.0,,0.7,49.0
2018-12-19,74,70.0,,0.7,51.8
2018-12-20,89,70.0,,0.7,62.3
2018-12-21,95,70.0,,0.7,66.5
2018-12-22,28,70.0,,0.7,19.599999999999998
2018-12-23,13,70.0,,0.7,9.1
2018-12-24,75,70.0,,0.7,52.5
2018-12-25,25,70.0,,0.7,17.5
2018-12-26,100,70.0,,0.7,70.0
2018-12-27,96,70.0,,0.7,67.19999999999999
2018-12-28,74,70.0,,0.7,51.8
2018-12-29,18,70.0,,0.7,12.6
2018-12-30,12,70.0,,0.7,8.399999999999999
2018-12-31,61,70.0,,0.7,42.699999999999996
2019-01-01,13,71.0,False,0.71,9.23
2019-01-02,41,71.0,,0.71,29.11
2019-01-03,49,71.0,,0.71,34.79
2019-01-04,49,71.0,,0.71,34.79
2019-01-05,11,71.0,,0.71,7.81
2019-01-06,6,71.0,,0.71,4.26
2019-01-07,43,71.0,,0.71,30.529999999999998
2019-01-08,44,71.0,,0.71,31.24
2019-01-09,48,71.0,,0.71,34.08
2019-01-10,41,71.0,,0.71,29.11
2019-01-11,37,71.0,,0.71,26.27
2019-01-12,10,71.0,,0.71,7.1
2019-01-13,7,71.0,,0.71,4.97
2019-01-14,32,71.0,,0.71,22.72
2019-01-15,36,71.0,,0.71,25.56
2019-01-16,39,71.0,,0.71,27.689999999999998
2019-01-17,34,71.0,,0.71,24.14
2019-01-18,32,71.0,,0.71,22.72
2019-01-19,9,71.0,,0.71,6.39
2019-01-20,4,71.0,,0.71,2.84
2019-01-21,12,71.0,,0.71,8.52
2019-01-22,33,71.0,,0.71,23.43
2019-01-23,31,71.0,,0.71,22.009999999999998
2019-01-24,32,71.0,,0.71,22.72
2019-01-25,30,71.0,,0.71,21.299999999999997
2019-01-26,9,71.0,,0.71,6.39
2019-01-27,5,71.0,,0.71,3.55
2019-01-28,31,71.0,,0.71,22.009999999999998
2019-01-29,34,71.0,,0.71,24.14
2019-01-30,43,71.0,,0.71,30.529999999999998
2019-01-31,100,71.0,,0.71,71.0
2019-02-01,100,60.0,False,0.6,60.0
2019-02-02,18,60.0,,0.6,10.799999999999999
2019-02-03,9,60.0,,0.6,5.3999999999999995
2019-02-04,42,60.0,,0.6,25.2
2019-02-05,40,60.0,,0.6,24.0
2019-02-06,37,60.0,,0.6,22.2
2019-02-07,36,60.0,,0.6,21.599999999999998
2019-02-08,44,60.0,,0.6,26.4
2019-02-09,10,60.0,,0.6,6.0
2019-02-10,6,60.0,,0.6,3.5999999999999996
2019-02-11,31,60.0,,0.6,18.599999999999998
2019-02-12,37,60.0,,0.6,22.2
2019-02-13,35,60.0,,0.6,21.0
2019-02-14,41,60.0,,0.6,24.599999999999998
2019-02-15,35,60.0,,0.6,21.0
2019-02-16,10,60.0,,0.6,6.0
2019-02-17,7,60.0,,0.6,4.2
2019-02-18,14,60.0,,0.6,8.4
2019-02-19,33,60.0,,0.6,19.8
2019-02-20,31,60.0,,0.6,18.599999999999998
2019-02-21,32,60.0,,0.6,19.2
2019-02-22,31,60.0,,0.6,18.599999999999998
2019-02-23,14,60.0,,0.6,8.4
2019-02-24,9,60.0,,0.6,5.3999999999999995
2019-02-25,34,60.0,,0.6,20.4
2019-02-26,29,60.0,,0.6,17.4
2019-02-27,30,60.0,,0.6,18.0
2019-02-28,30,60.0,,0.6,18.0
2019-03-01,76,58.0,False,0.58,44.08
2019-03-02,31,58.0,,0.58,17.98
2019-03-03,24,58.0,,0.58,13.919999999999998
2019-03-04,77,58.0,,0.58,44.66
2019-03-05,86,58.0,,0.58,49.879999999999995
2019-03-06,65,58.0,,0.58,37.699999999999996
2019-03-07,69,58.0,,0.58,40.019999999999996
2019-03-08,68,58.0,,0.58,39.44
2019-03-09,22,58.0,,0.58,12.76
2019-03-10,22,58.0,,0.58,12.76
2019-03-11,72,58.0,,0.58,41.76
2019-03-12,70,58.0,,0.58,40.599999999999994
2019-03-13,70,58.0,,0.58,40.599999999999994
2019-03-14,72,58.0,,0.58,41.76
2019-03-15,74,58.0,,0.58,42.919999999999995
2019-03-16,29,58.0,,0.58,16.82
2019-03-17,20,58.0,,0.58,11.6
2019-03-18,77,58.0,,0.58,44.66
2019-03-19,100,58.0,,0.58,57.99999999999999
2019-03-20,87,58.0,,0.58,50.459999999999994
2019-03-21,92,58.0,,0.58,53.36
2019-03-22,87,58.0,,0.58,50.459999999999994
2019-03-23,30,58.0,,0.58,17.4
2019-03-24,22,58.0,,0.58,12.76
2019-03-25,77,58.0,,0.58,44.66
2019-03-26,74,58.0,,0.58,42.919999999999995
2019-03-27,78,58.0,,0.58,45.239999999999995
2019-03-28,74,58.0,,0.58,42.919999999999995
2019-03-29,59,58.0,,0.58,34.22
2019-03-30,28,58.0,,0.58,16.24
2019-03-31,23,58.0,,0.58,13.34
2019-04-01,31,70.0,False,0.7,21.7
2019-04-02,37,70.0,,0.7,25.9
2019-04-03,36,70.0,,0.7,25.2
2019-04-04,40,70.0,,0.7,28.0
2019-04-05,39,70.0,,0.7,27.299999999999997
2019-04-06,15,70.0,,0.7,10.5
2019-04-07,13,70.0,,0.7,9.1
2019-04-08,34,70.0,,0.7,23.799999999999997
2019-04-09,33,70.0,,0.7,23.099999999999998
2019-04-10,35,70.0,,0.7,24.5
2019-04-11,34,70.0,,0.7,23.799999999999997
2019-04-12,36,70.0,,0.7,25.2
2019-04-13,14,70.0,,0.7,9.799999999999999
2019-04-14,10,70.0,,0.7,7.0
2019-04-15,27,70.0,,0.7,18.9
2019-04-16,33,70.0,,0.7,23.099999999999998
2019-04-17,35,70.0,,0.7,24.5
2019-04-18,34,70.0,,0.7,23.799999999999997
2019-04-19,23,70.0,,0.7,16.099999999999998
2019-04-20,10,70.0,,0.7,7.0
2019-04-21,12,70.0,,0.7,8.399999999999999
2019-04-22,35,70.0,,0.7,24.5
2019-04-23,48,70.0,,0.7,33.599999999999994
2019-04-24,49,70.0,,0.7,34.3
2019-04-25,100,70.0,,0.7,70.0
2019-04-26,80,70.0,,0.7,56.0
2019-04-27,21,70.0,,0.7,14.7
2019-04-28,14,70.0,,0.7,9.799999999999999
2019-04-29,45,70.0,,0.7,31.499999999999996
2019-04-30,43,70.0,,0.7,30.099999999999998
2019-05-01,76,64.0,False,0.64,48.64
2019-05-02,68,64.0,,0.64,43.52
2019-05-03,100,64.0,,0.64,64.0
2019-05-04,35,64.0,,0.64,22.400000000000002
2019-05-05,24,64.0,,0.64,15.36
2019-05-06,86,64.0,,0.64,55.04
2019-05-07,75,64.0,,0.64,48.0
2019-05-08,69,64.0,,0.64,44.160000000000004
2019-05-09,74,64.0,,0.64,47.36
2019-05-10,73,64.0,,0.64,46.72
2019-05-11,21,64.0,,0.64,13.44
2019-05-12,25,64.0,,0.64,16.0
2019-05-13,80,64.0,,0.64,51.2
2019-05-14,78,64.0,,0.64,49.92
2019-05-15,77,64.0,,0.64,49.28
2019-05-16,73,64.0,,0.64,46.72
2019-05-17,65,64.0,,0.64,41.6
2019-05-18,24,64.0,,0.64,15.36
2019-05-19,25,64.0,,0.64,16.0
2019-05-20,65,64.0,,0.64,41.6
2019-05-21,63,64.0,,0.64,40.32
2019-05-22,56,64.0,,0.64,35.84
2019-05-23,64,64.0,,0.64,40.96
2019-05-24,69,64.0,,0.64,44.160000000000004
2019-05-25,27,64.0,,0.64,17.28
2019-05-26,19,64.0,,0.64,12.16
2019-05-27,18,64.0,,0.64,11.52
2019-05-28,62,64.0,,0.64,39.68
2019-05-29,56,64.0,,0.64,35.84
2019-05-30,54,64.0,,0.64,34.56
2019-05-31,64,64.0,,0.64,40.96
2019-06-01,32,51.0,False,0.51,16.32
2019-06-02,23,51.0,,0.51,11.73
2019-06-03,100,51.0,,0.51,51.0
2019-06-04,100,51.0,,0.51,51.0
2019-06-05,78,51.0,,0.51,39.78
2019-06-06,68,51.0,,0.51,34.68
2019-06-07,71,51.0,,0.51,36.21
2019-06-08,31,51.0,,0.51,15.81
2019-06-09,20,51.0,,0.51,10.2
2019-06-10,84,51.0,,0.51,42.84
2019-06-11,76,51.0,,0.51,38.76
2019-06-12,65,51.0,,0.51,33.15
2019-06-13,68,51.0,,0.51,34.68
2019-06-14,59,51.0,,0.51,30.09
2019-06-15,23,51.0,,0.51,11.73
2019-06-16,18,51.0,,0.51,9.18
2019-06-17,65,51.0,,0.51,33.15
2019-06-18,71,51.0,,0.51,36.21
2019-06-19,72,51.0,,0.51,36.72
2019-06-20,67,51.0,,0.51,34.17
2019-06-21,54,51.0,,0.51,27.54
2019-06-22,16,51.0,,0.51,8.16
2019-06-23,10,51.0,,0.51,5.1
2019-06-24,50,51.0,,0.51,25.5
2019-06-25,58,51.0,,0.51,29.580000000000002
2019-06-26,54,51.0,,0.51,27.54
2019-06-27,53,51.0,,0.51,27.03
2019-06-28,53,51.0,,0.51,27.03
2019-06-29,16,51.0,,0.51,8.16
2019-06-30,11,51.0,,0.51,5.61
2019-07-01,47,53.0,False,0.53,24.91
2019-07-02,44,53.0,,0.53,23.32
2019-07-03,40,53.0,,0.53,21.200000000000003
2019-07-04,12,53.0,,0.53,6.36
2019-07-05,37,53.0,,0.53,19.61
2019-07-06,10,53.0,,0.53,5.300000000000001
2019-07-07,8,53.0,,0.53,4.24
2019-07-08,40,53.0,,0.53,21.200000000000003
2019-07-09,52,53.0,,0.53,27.560000000000002
2019-07-10,59,53.0,,0.53,31.270000000000003
2019-07-11,68,53.0,,0.53,36.04
2019-07-12,54,53.0,,0.53,28.62
2019-07-13,15,53.0,,0.53,7.95
2019-07-14,11,53.0,,0.53,5.83
2019-07-15,62,53.0,,0.53,32.86
2019-07-16,51,53.0,,0.53,27.03
2019-07-17,50,53.0,,0.53,26.5
2019-07-18,47,53.0,,0.53,24.91
2019-07-19,44,53.0,,0.53,23.32
2019-07-20,12,53.0,,0.53,6.36
2019-07-21,8,53.0,,0.53,4.24
2019-07-22,41,53.0,,0.53,21.73
2019-07-23,55,53.0,,0.53,29.150000000000002
2019-07-24,59,53.0,,0.53,31.270000000000003
2019-07-25,100,53.0,,0.53,53.0
2019-07-26,87,53.0,,0.53,46.11
2019-07-27,15,53.0,,0.53,7.95
2019-07-28,9,53.0,,0.53,4.7700000000000005
2019-07-29,52,53.0,,0.53,27.560000000000002
2019-07-30,47,53.0,,0.53,24.91
2019-07-31,52,53.0,,0.53,27.560000000000002
2019-08-01,82,45.0,False,0.45,36.9
2019-08-02,73,45.0,,0.45,32.85
2019-08-03,17,45.0,,0.45,7.65
2019-08-04,14,45.0,,0.45,6.3
2019-08-05,100,45.0,,0.45,45.0
2019-08-06,95,45.0,,0.45,42.75
2019-08-07,84,45.0,,0.45,37.800000000000004
2019-08-08,79,45.0,,0.45,35.550000000000004
2019-08-09,62,45.0,,0.45,27.900000000000002
2019-08-10,16,45.0,,0.45,7.2
2019-08-11,11,45.0,,0.45,4.95
2019-08-12,66,45.0,,0.45,29.7
2019-08-13,68,45.0,,0.45,30.6
2019-08-14,89,45.0,,0.45,40.050000000000004
2019-08-15,91,45.0,,0.45,40.95
2019-08-16,65,45.0,,0.45,29.25
2019-08-17,18,45.0,,0.45,8.1
2019-08-18,13,45.0,,0.45,5.8500000000000005
2019-08-19,60,45.0,,0.45,27.0
2019-08-20,59,45.0,,0.45,26.55
2019-08-21,60,45.0,,0.45,27.0
2019-08-22,54,45.0,,0.45,24.3
