date,SQ_unscaled,SQ_monthly,isPartial,scale,SQ
2017-12-22,77,56.0,,0.56,43.120000000000005
2017-12-23,61,56.0,,0.56,34.160000000000004
2017-12-24,59,56.0,,0.56,33.040000000000006
2017-12-25,54,56.0,,0.56,30.240000000000002
2017-12-26,79,56.0,,0.56,44.24
2017-12-27,85,56.0,,0.56,47.6
2017-12-28,90,56.0,,0.56,50.400000000000006
2017-12-29,84,56.0,,0.56,47.040000000000006
2017-12-30,75,56.0,,0.56,42.00000000000001
2017-12-31,74,56.0,,0.56,41.440000000000005
2018-01-01,59,64.0,False,0.64,37.76
2018-01-02,79,64.0,,0.64,50.56
2018-01-03,87,64.0,,0.64,55.68
2018-01-04,91,64.0,,0.64,58.24
2018-01-05,94,64.0,,0.64,60.160000000000004
2018-01-06,81,64.0,,0.64,51.84
2018-01-07,79,64.0,,0.64,50.56
2018-01-08,83,64.0,,0.64,53.120000000000005
2018-01-09,97,64.0,,0.64,62.08
2018-01-10,94,64.0,,0.64,60.160000000000004
2018-01-11,89,64.0,,0.64,56.96
2018-01-12,83,64.0,,0.64,53.120000000000005
2018-01-13,71,64.0,,0.64,45.44
2018-01-14,69,64.0,,0.64,44.160000000000004
2018-01-15,77,64.0,,0.64,49.28
2018-01-16,88,64.0,,0.64,56.32
2018-01-17,82,64.0,,0.64,52.480000000000004
2018-01-18,81,64.0,,0.64,51.84
2018-01-19,89,64.0,,0.64,56.96
2018-01-20,80,64.0,,0.64,51.2
2018-01-21,78,64.0,,0.64,49.92
2018-01-22,89,64.0,,0.64,56.96
2018-01-23,94,64.0,,0.64,60.160000000000004
2018-01-24,91,64.0,,0.64,58.24
2018-01-25,88,64.0,,0.64,56.32
2018-01-26,83,64.0,,0.64,53.120000000000005
2018-01-27,76,64.0,,0.64,48.64
2018-01-28,77,64.0,,0.64,49.28
2018-01-29,99,64.0,,0.64,63.36
2018-01-30,91,64.0,,0.64,58.24
2018-01-31,100,64.0,,0.64,64.0
2018-02-01,92,66.0,False,0.66,60.720000000000006
2018-02-02,86,66.0,,0.66,56.760000000000005
2018-02-03,79,66.0,,0.66,52.14
2018-02-04,68,66.0,,0.66,44.88
2018-02-05,76,66.0,,0.66,50.160000000000004
2018-02-06,89,66.0,,0.66,58.74
2018-02-07,82,66.0,,0.66,54.120000000000005
2018-02-08,89,66.0,,0.66,58.74
2018-02-09,84,66.0,,0.66,55.440000000000005
2018-02-10,75,66.0,,0.66,49.5
2018-02-11,70,66.0,,0.66,46.2
2018-02-12,85,66.0,,0.66,56.1
2018-02-13,87,66.0,,0.66,57.42
2018-02-14,82,66.0,,0.66,54.120000000000005
2018-02-15,83,66.0,,0.66,54.78
2018-02-16,91,66.0,,0.66,60.06
2018-02-17,69,66.0,,0.66,45.54
2018-02-18,69,66.0,,0.66,45.54
2018-02-19,74,66.0,,0.66,48.84
2018-02-20,88,66.0,,0.66,58.080000000000005
2018-02-21,83,66.0,,0.66,54.78
2018-02-22,88,66.0,,0.66,58.080000000000005
2018-02-23,76,66.0,,0.66,50.160000000000004
2018-02-24,74,66.0,,0.66,48.84
2018-02-25,82,66.0,,0.66,54.120000000000005
2018-02-26,88,66.0,,0.66,58.080000000000005
2018-02-27,100,66.0,,0.66,66.0
2018-02-28,98,66.0,,0.66,64.68
2018-03-01,83,71.0,False,0.71,58.93
2018-03-02,77,71.0,,0.71,54.669999999999995
2018-03-03,78,71.0,,0.71,55.379999999999995
2018-03-04,72,71.0,,0.71,51.12
2018-03-05,90,71.0,,0.71,63.9
2018-03-06,91,71.0,,0.71,64.61
2018-03-07,94,71.0,,0.71,66.74
2018-03-08,90,71.0,,0.71,63.9
2018-03-09,86,71.0,,0.71,61.059999999999995
2018-03-10,75,71.0,,0.71,53.25
2018-03-11,69,71.0,,0.71,48.989999999999995
2018-03-12,88,71.0,,0.71,62.48
2018-03-13,87,71.0,,0.71,61.769999999999996
2018-03-14,85,71.0,,0.71,60.349999999999994
2018-03-15,93,71.0,,0.71,66.03
2018-03-16,93,71.0,,0.71,66.03
2018-03-17,77,71.0,,0.71,54.669999999999995
2018-03-18,77,71.0,,0.71,54.669999999999995
2018-03-19,94,71.0,,0.71,66.74
2018-03-20,89,71.0,,0.71,63.19
2018-03-21,88,71.0,,0.71,62.48
2018-03-22,82,71.0,,0.71,58.22
2018-03-23,90,71.0,,0.71,63.9
2018-03-24,71,71.0,,0.71,50.41
2018-03-25,83,71.0,,0.71,58.93
2018-03-26,90,71.0,,0.71,63.9
2018-03-27,95,71.0,,0.71,67.45
2018-03-28,100,71.0,,0.71,71.0
2018-03-29,96,71.0,,0.71,68.16
2018-03-30,71,71.0,,0.71,50.41
2018-03-31,68,71.0,,0.71,48.28
2018-04-01,71,74.0,False,0.74,52.54
2018-04-02,90,74.0,,0.74,66.6
2018-04-03,77,74.0,,0.74,56.98
2018-04-04,85,74.0,,0.74,62.9
2018-04-05,94,74.0,,0.74,69.56
2018-04-06,87,74.0,,0.74,64.38
2018-04-07,81,74.0,,0.74,59.94
2018-04-08,83,74.0,,0.74,61.42
2018-04-09,93,74.0,,0.74,68.82
2018-04-10,91,74.0,,0.74,67.34
2018-04-11,85,74.0,,0.74,62.9
2018-04-12,92,74.0,,0.74,68.08
2018-04-13,78,74.0,,0.74,57.72
2018-04-14,84,74.0,,0.74,62.16
2018-04-15,86,74.0,,0.74,63.64
2018-04-16,83,74.0,,0.74,61.42
2018-04-17,92,74.0,,0.74,68.08
2018-04-18,91,74.0,,0.74,67.34
2018-04-19,99,74.0,,0.74,73.26
2018-04-20,89,74.0,,0.74,65.86
2018-04-21,74,74.0,,0.74,54.76
2018-04-22,81,74.0,,0.74,59.94
2018-04-23,89,74.0,,0.74,65.86
2018-04-24,100,74.0,,0.74,74.0
2018-04-25,87,74.0,,0.74,64.38
2018-04-26,95,74.0,,0.74,70.3
2018-04-27,88,74.0,,0.74,65.12
2018-04-28,85,74.0,,0.74,62.9
2018-04-29,77,74.0,,0.74,56.98
2018-04-30,95,74.0,,0.74,70.3
2018-05-01,78,77.0,False,0.77,60.06
2018-05-02,100,77.0,,0.77,77.0
2018-05-03,88,77.0,,0.77,67.76
2018-05-04,88,77.0,,0.77,67.76
2018-05-05,62,77.0,,0.77,47.74
2018-05-06,72,77.0,,0.77,55.44
2018-05-07,78,77.0,,0.77,60.06
2018-05-08,79,77.0,,0.77,60.83
2018-05-09,80,77.0,,0.77,61.6
2018-05-10,80,77.0,,0.77,61.6
2018-05-11,75,77.0,,0.77,57.75
2018-05-12,66,77.0,,0.77,50.82
2018-05-13,63,77.0,,0.77,48.51
2018-05-14,84,77.0,,0.77,64.68
2018-05-15,78,77.0,,0.77,60.06
2018-05-16,82,77.0,,0.77,63.14
2018-05-17,73,77.0,,0.77,56.21
2018-05-18,72,77.0,,0.77,55.44
2018-05-19,63,77.0,,0.77,48.51
2018-05-20,67,77.0,,0.77,51.59
2018-05-21,78,77.0,,0.77,60.06
2018-05-22,78,77.0,,0.77,60.06
2018-05-23,83,77.0,,0.77,63.910000000000004
2018-05-24,86,77.0,,0.77,66.22
2018-05-25,79,77.0,,0.77,60.83
2018-05-26,62,77.0,,0.77,47.74
2018-05-27,69,77.0,,0.77,53.13
2018-05-28,66,77.0,,0.77,50.82
2018-05-29,84,77.0,,0.77,64.68
2018-05-30,79,77.0,,0.77,60.83
2018-05-31,77,77.0,,0.77,59.29
2018-06-01,76,79.0,False,0.79,60.040000000000006
2018-06-02,66,79.0,,0.79,52.14
2018-06-03,68,79.0,,0.79,53.72
2018-06-04,74,79.0,,0.79,58.46
2018-06-05,62,79.0,,0.79,48.980000000000004
2018-06-06,73,79.0,,0.79,57.67
2018-06-07,70,79.0,,0.79,55.300000000000004
2018-06-08,70,79.0,,0.79,55.300000000000004
2018-06-09,55,79.0,,0.79,43.45
2018-06-10,63,79.0,,0.79,49.77
2018-06-11,70,79.0,,0.79,55.300000000000004
2018-06-12,71,79.0,,0.79,56.09
2018-06-13,72,79.0,,0.79,56.88
2018-06-14,74,79.0,,0.79,58.46
2018-06-15,70,79.0,,0.79,55.300000000000004
2018-06-16,57,79.0,,0.79,45.03
2018-06-17,54,79.0,,0.79,42.660000000000004
2018-06-18,74,79.0,,0.79,58.46
2018-06-19,73,79.0,,0.79,57.67
2018-06-20,79,79.0,,0.79,62.410000000000004
2018-06-21,80,79.0,,0.79,63.2
2018-06-22,71,79.0,,0.79,56.09
2018-06-23,62,79.0,,0.79,48.980000000000004
2018-06-24,60,79.0,,0.79,47.400000000000006
2018-06-25,75,79.0,,0.79,59.25
2018-06-26,93,79.0,,0.79,73.47
2018-06-27,100,79.0,,0.79,79.0
2018-06-28,77,79.0,,0.79,60.830000000000005
2018-06-29,69,79.0,,0.79,54.510000000000005
2018-06-30,60,79.0,,0.79,47.400000000000006
2018-07-01,78,77.0,False,0.77,60.06
2018-07-02,87,77.0,,0.77,66.99
2018-07-03,87,77.0,,0.77,66.99
2018-07-04,67,77.0,,0.77,51.59
2018-07-05,95,77.0,,0.77,73.15
2018-07-06,87,77.0,,0.77,66.99
2018-07-07,73,77.0,,0.77,56.21
2018-07-08,73,77.0,,0.77,56.21
2018-07-09,87,77.0,,0.77,66.99
2018-07-10,88,77.0,,0.77,67.76
2018-07-11,90,77.0,,0.77,69.3
2018-07-12,86,77.0,,0.77,66.22
2018-07-13,81,77.0,,0.77,62.370000000000005
2018-07-14,67,77.0,,0.77,51.59
2018-07-15,77,77.0,,0.77,59.29
2018-07-16,90,77.0,,0.77,69.3
2018-07-17,88,77.0,,0.77,67.76
2018-07-18,88,77.0,,0.77,67.76
2018-07-19,91,77.0,,0.77,70.07000000000001
2018-07-20,88,77.0,,0.77,67.76
2018-07-21,78,77.0,,0.77,60.06
2018-07-22,71,77.0,,0.77,54.67
2018-07-23,97,77.0,,0.77,74.69
2018-07-24,100,77.0,,0.77,77.0
2018-07-25,86,77.0,,0.77,66.22
2018-07-26,87,77.0,,0.77,66.99
2018-07-27,85,77.0,,0.77,65.45
2018-07-28,75,77.0,,0.77,57.75
2018-07-29,72,77.0,,0.77,55.44
2018-07-30,96,77.0,,0.77,73.92
2018-07-31,95,77.0,,0.77,73.15
2018-08-01,100,78.0,False,0.78,78.0
2018-08-02,94,78.0,,0.78,73.32000000000001
2018-08-03,79,78.0,,0.78,61.620000000000005
2018-08-04,63,78.0,,0.78,49.14
2018-08-05,64,78.0,,0.78,49.92
2018-08-06,79,78.0,,0.78,61.620000000000005
2018-08-07,82,78.0,,0.78,63.96
2018-08-08,82,78.0,,0.78,63.96
2018-08-09,71,78.0,,0.78,55.38
2018-08-10,71,78.0,,0.78,55.38
2018-08-11,66,78.0,,0.78,51.480000000000004
2018-08-12,59,78.0,,0.78,46.02
2018-08-13,74,78.0,,0.78,57.72
2018-08-14,83,78.0,,0.78,64.74000000000001
2018-08-15,85,78.0,,0.78,66.3
2018-08-16,72,78.0,,0.78,56.160000000000004
2018-08-17,75,78.0,,0.78,58.5
2018-08-18,61,78.0,,0.78,47.58
2018-08-19,61,78.0,,0.78,47.58
2018-08-20,76,78.0,,0.78,59.28
2018-08-21,74,78.0,,0.78,57.72
2018-08-22,72,78.0,,0.78,56.160000000000004
2018-08-23,72,78.0,,0.78,56.160000000000004
2018-08-24,69,78.0,,0.78,53.82
2018-08-25,64,78.0,,0.78,49.92
2018-08-26,61,78.0,,0.78,47.58
2018-08-27,72,78.0,,0.78,56.160000000000004
2018-08-28,81,78.0,,0.78,63.18
2018-08-29,89,78.0,,0.78,69.42
2018-08-30,83,78.0,,0.78,64.74000000000001
2018-08-31,77,78.0,,0.78,60.06
2018-09-01,66,73.0,False,0.73,48.18
2018-09-02,67,73.0,,0.73,48.91
2018-09-03,77,73.0,,0.73,56.21
2018-09-04,93,73.0,,0.73,67.89
2018-09-05,99,73.0,,0.73,72.27
2018-09-06,85,73.0,,0.73,62.05
2018-09-07,86,73.0,,0.73,62.78
2018-09-08,77,73.0,,0.73,56.21
2018-09-09,70,73.0,,0.73,51.1
2018-09-10,89,73.0,,0.73,64.97
2018-09-11,79,73.0,,0.73,57.67
2018-09-12,91,73.0,,0.73,66.42999999999999
2018-09-13,87,73.0,,0.73,63.51
2018-09-14,82,73.0,,0.73,59.86
2018-09-15,70,73.0,,0.73,51.1
2018-09-16,65,73.0,,0.73,47.449999999999996
2018-09-17,85,73.0,,0.73,62.05
2018-09-18,83,73.0,,0.73,60.589999999999996
2018-09-19,88,73.0,,0.73,64.24
2018-09-20,93,73.0,,0.73,67.89
2018-09-21,79,73.0,,0.73,57.67
2018-09-22,66,73.0,,0.73,48.18
2018-09-23,69,73.0,,0.73,50.37
2018-09-24,80,73.0,,0.73,58.4
2018-09-25,97,73.0,,0.73,70.81
2018-09-26,100,73.0,,0.73,73.0
2018-09-27,89,73.0,,0.73,64.97
2018-09-28,89,73.0,,0.73,64.97
2018-09-29,66,73.0,,0.73,48.18
2018-09-30,63,73.0,,0.73,45.99
2018-10-01,72,80.0,False,0.8,57.6
2018-10-02,76,80.0,,0.8,60.800000000000004
2018-10-03,76,80.0,,0.8,60.800000000000004
2018-10-04,75,80.0,,0.8,60.0
2018-10-05,64,80.0,,0.8,51.2
2018-10-06,53,80.0,,0.8,42.400000000000006
2018-10-07,47,80.0,,0.8,37.6
2018-10-08,78,80.0,,0.8,62.400000000000006
2018-10-09,76,80.0,,0.8,60.800000000000004
2018-10-10,87,80.0,,0.8,69.60000000000001
2018-10-11,100,80.0,,0.8,80.0
2018-10-12,89,80.0,,0.8,71.2
2018-10-13,58,80.0,,0.8,46.400000000000006
2018-10-14,52,80.0,,0.8,41.6
2018-10-15,75,80.0,,0.8,60.0
2018-10-16,83,80.0,,0.8,66.4
2018-10-17,81,80.0,,0.8,64.8
2018-10-18,68,80.0,,0.8,54.400000000000006
2018-10-19,74,80.0,,0.8,59.2
2018-10-20,53,80.0,,0.8,42.400000000000006
2018-10-21,52,80.0,,0.8,41.6
2018-10-22,74,80.0,,0.8,59.2
2018-10-23,69,80.0,,0.8,55.2
2018-10-24,74,80.0,,0.8,59.2
2018-10-25,69,80.0,,0.8,55.2
2018-10-26,60,80.0,,0.8,48.0
2018-10-27,53,80.0,,0.8,42.400000000000006
2018-10-28,51,80.0,,0.8,40.800000000000004
2018-10-29,67,80.0,,0.8,53.6
2018-10-30,70,80.0,,0.8,56.0
2018-10-31,67,80.0,,0.8,53.6
2018-11-01,81,71.0,False,0.71,57.51
2018-11-02,76,71.0,,0.71,53.959999999999994
2018-11-03,63,71.0,,0.71,44.73
2018-11-04,64,71.0,,0.71,45.44
2018-11-05,84,71.0,,0.71,59.64
2018-11-06,89,71.0,,0.71,63.19
2018-11-07,96,71.0,,0.71,68.16
2018-11-08,100,71.0,,0.71,71.0
2018-11-09,82,71.0,,0.71,58.22
2018-11-10,65,71.0,,0.71,46.15
2018-11-11,56,71.0,,0.71,39.76
2018-11-12,79,71.0,,0.71,56.089999999999996
2018-11-13,77,71.0,,0.71,54.669999999999995
2018-11-14,78,71.0,,0.71,55.379999999999995
2018-11-15,79,71.0,,0.71,56.089999999999996
2018-11-16,73,71.0,,0.71,51.83
2018-11-17,66,71.0,,0.71,46.86
2018-11-18,59,71.0,,0.71,41.89
2018-11-19,73,71.0,,0.71,51.83
2018-11-20,88,71.0,,0.71,62.48
2018-11-21,76,71.0,,0.71,53.959999999999994
2018-11-22,52,71.0,,0.71,36.92
2018-11-23,57,71.0,,0.71,40.47
2018-11-24,51,71.0,,0.71,36.21
2018-11-25,52,71.0,,0.71,36.92
2018-11-26,77,71.0,,0.71,54.669999999999995
2018-11-27,78,71.0,,0.71,55.379999999999995
2018-11-28,75,71.0,,0.71,53.25
2018-11-29,79,71.0,,0.71,56.089999999999996
2018-11-30,73,71.0,,0.71,51.83
2018-12-01,68,62.0,False,0.62,42.16
2018-12-02,75,62.0,,0.62,46.5
2018-12-03,97,62.0,,0.62,60.14
2018-12-04,92,62.0,,0.62,57.04
2018-12-05,86,62.0,,0.62,53.32
2018-12-06,89,62.0,,0.62,55.18
2018-12-07,86,62.0,,0.62,53.32
2018-12-08,71,62.0,,0.62,44.02
2018-12-09,67,62.0,,0.62,41.54
2018-12-10,85,62.0,,0.62,52.7
2018-12-11,89,62.0,,0.62,55.18
2018-12-12,92,62.0,,0.62,57.04
2018-12-13,82,62.0,,0.62,50.839999999999996
2018-12-14,79,62.0,,0.62,48.98
2018-12-15,67,62.0,,0.62,41.54
2018-12-16,69,62.0,,0.62,42.78
2018-12-17,82,62.0,,0.62,50.839999999999996
2018-12-18,88,62.0,,0.62,54.56
2018-12-19,82,62.0,,0.62,50.839999999999996
2018-12-20,84,62.0,,0.62,52.08
2018-12-21,82,62.0,,0.62,50.839999999999996
2018-12-22,64,62.0,,0.62,39.68
2018-12-23,61,62.0,,0.62,37.82
2018-12-24,64,62.0,,0.62,39.68
2018-12-25,50,62.0,,0.62,31.0
2018-12-26,90,62.0,,0.62,55.8
2018-12-27,92,62.0,,0.62,57.04
2018-12-28,100,62.0,,0.62,62.0
2018-12-29,74,62.0,,0.62,45.88
2018-12-30,75,62.0,,0.62,46.5
2018-12-31,82,62.0,,0.62,50.839999999999996
2019-01-01,65,74.0,False,0.74,48.1
2019-01-02,81,74.0,,0.74,59.94
2019-01-03,84,74.0,,0.74,62.16
2019-01-04,96,74.0,,0.74,71.03999999999999
2019-01-05,68,74.0,,0.74,50.32
2019-01-06,71,74.0,,0.74,52.54
2019-01-07,87,74.0,,0.74,64.38
2019-01-08,85,74.0,,0.74,62.9
2019-01-09,100,74.0,,0.74,74.0
2019-01-10,94,74.0,,0.74,69.56
2019-01-11,81,74.0,,0.74,59.94
2019-01-12,71,74.0,,0.74,52.54
2019-01-13,67,74.0,,0.74,49.58
2019-01-14,85,74.0,,0.74,62.9
2019-01-15,90,74.0,,0.74,66.6
2019-01-16,91,74.0,,0.74,67.34
2019-01-17,90,74.0,,0.74,66.6
2019-01-18,89,74.0,,0.74,65.86
2019-01-19,78,74.0,,0.74,57.72
2019-01-20,74,74.0,,0.74,54.76
2019-01-21,76,74.0,,0.74,56.24
2019-01-22,85,74.0,,0.74,62.9
2019-01-23,95,74.0,,0.74,70.3
2019-01-24,89,74.0,,0.74,65.86
2019-01-25,90,74.0,,0.74,66.6
2019-01-26,78,74.0,,0.74,57.72
2019-01-27,78,74.0,,0.74,57.72
2019-01-28,100,74.0,,0.74,74.0
2019-01-29,94,74.0,,0.74,69.56
2019-01-30,91,74.0,,0.74,67.34
2019-01-31,89,74.0,,0.74,65.86
2019-02-01,69,73.0,False,0.73,50.37
2019-02-02,56,73.0,,0.73,40.879999999999995
2019-02-03,57,73.0,,0.73,41.61
2019-02-04,65,73.0,,0.73,47.449999999999996
2019-02-05,69,73.0,,0.73,50.37
2019-02-06,70,73.0,,0.73,51.1
2019-02-07,68,73.0,,0.73,49.64
2019-02-08,64,73.0,,0.73,46.72
2019-02-09,60,73.0,,0.73,43.8
2019-02-10,62,73.0,,0.73,45.26
2019-02-11,73,73.0,,0.73,53.29
2019-02-12,71,73.0,,0.73,51.83
2019-02-13,67,73.0,,0.73,48.91
2019-02-14,70,73.0,,0.73,51.1
2019-02-15,70,73.0,,0.73,51.1
2019-02-16,61,73.0,,0.73,44.53
2019-02-17,67,73.0,,0.73,48.91
2019-02-18,70,73.0,,0.73,51.1
2019-02-19,73,73.0,,0.73,53.29
2019-02-20,76,73.0,,0.73,55.48
2019-02-21,72,73.0,,0.73,52.56
2019-02-22,73,73.0,,0.73,53.29
2019-02-23,66,73.0,,0.73,48.18
2019-02-24,70,73.0,,0.73,51.1
2019-02-25,71,73.0,,0.73,51.83
2019-02-26,82,73.0,,0.73,59.86
2019-02-27,97,73.0,,0.73,70.81
2019-02-28,100,73.0,,0.73,73.0
2019-03-01,94,77.0,False,0.77,72.38
2019-03-02,78,77.0,,0.77,60.06
2019-03-03,78,77.0,,0.77,60.06
2019-03-04,89,77.0,,0.77,68.53
2019-03-05,100,77.0,,0.77,77.0
2019-03-06,94,77.0,,0.77,72.38
2019-03-07,82,77.0,,0.77,63.14
2019-03-08,83,77.0,,0.77,63.910000000000004
2019-03-09,77,77.0,,0.77,59.29
2019-03-10,64,77.0,,0.77,49.28
2019-03-11,91,77.0,,0.77,70.07000000000001
2019-03-12,96,77.0,,0.77,73.92
2019-03-13,85,77.0,,0.77,65.45
2019-03-14,92,77.0,,0.77,70.84
2019-03-15,83,77.0,,0.77,63.910000000000004
2019-03-16,72,77.0,,0.77,55.44
2019-03-17,82,77.0,,0.77,63.14
2019-03-18,98,77.0,,0.77,75.46000000000001
2019-03-19,97,77.0,,0.77,74.69
2019-03-20,93,77.0,,0.77,71.61
2019-03-21,92,77.0,,0.77,70.84
2019-03-22,83,77.0,,0.77,63.910000000000004
2019-03-23,75,77.0,,0.77,57.75
2019-03-24,85,77.0,,0.77,65.45
2019-03-25,95,77.0,,0.77,73.15
2019-03-26,97,77.0,,0.77,74.69
2019-03-27,92,77.0,,0.77,70.84
2019-03-28,90,77.0,,0.77,69.3
2019-03-29,87,77.0,,0.77,66.99
2019-03-30,75,77.0,,0.77,57.75
2019-03-31,78,77.0,,0.77,60.06
2019-04-01,97,78.0,False,0.78,75.66
2019-04-02,87,78.0,,0.78,67.86
2019-04-03,92,78.0,,0.78,71.76
2019-04-04,92,78.0,,0.78,71.76
2019-04-05,93,78.0,,0.78,72.54
2019-04-06,81,78.0,,0.78,63.18
2019-04-07,87,78.0,,0.78,67.86
2019-04-08,90,78.0,,0.78,70.2
2019-04-09,92,78.0,,0.78,71.76
2019-04-10,89,78.0,,0.78,69.42
2019-04-11,92,78.0,,0.78,71.76
2019-04-12,92,78.0,,0.78,71.76
2019-04-13,83,78.0,,0.78,64.74000000000001
2019-04-14,79,78.0,,0.78,61.620000000000005
2019-04-15,89,78.0,,0.78,69.42
2019-04-16,88,78.0,,0.78,68.64
2019-04-17,96,78.0,,0.78,74.88
2019-04-18,91,78.0,,0.78,70.98
2019-04-19,83,78.0,,0.78,64.74000000000001
2019-04-20,81,78.0,,0.78,63.18
2019-04-21,72,78.0,,0.78,56.160000000000004
2019-04-22,91,78.0,,0.78,70.98
2019-04-23,100,78.0,,0.78,78.0
2019-04-24,98,78.0,,0.78,76.44
2019-04-25,97,78.0,,0.78,75.66
2019-04-26,85,78.0,,0.78,66.3
2019-04-27,82,78.0,,0.78,63.96
2019-04-28,75,78.0,,0.78,58.5
2019-04-29,100,78.0,,0.78,78.0
2019-04-30,91,78.0,,0.78,70.98
2019-05-01,100,80.0,False,0.8,80.0
2019-05-02,100,80.0,,0.8,80.0
2019-05-03,77,80.0,,0.8,61.6
2019-05-04,67,80.0,,0.8,53.6
2019-05-05,71,80.0,,0.8,56.800000000000004
2019-05-06,79,80.0,,0.8,63.2
2019-05-07,81,80.0,,0.8,64.8
2019-05-08,87,80.0,,0.8,69.60000000000001
2019-05-09,79,80.0,,0.8,63.2
2019-05-10,71,80.0,,0.8,56.800000000000004
2019-05-11,69,80.0,,0.8,55.2
2019-05-12,59,80.0,,0.8,47.2
2019-05-13,83,80.0,,0.8,66.4
2019-05-14,81,80.0,,0.8,64.8
2019-05-15,77,80.0,,0.8,61.6
2019-05-16,83,80.0,,0.8,66.4
2019-05-17,80,80.0,,0.8,64.0
2019-05-18,67,80.0,,0.8,53.6
2019-05-19,78,80.0,,0.8,62.400000000000006
2019-05-20,77,80.0,,0.8,61.6
2019-05-21,76,80.0,,0.8,60.800000000000004
2019-05-22,79,80.0,,0.8,63.2
2019-05-23,75,80.0,,0.8,60.0
2019-05-24,76,80.0,,0.8,60.800000000000004
2019-05-25,75,80.0,,0.8,60.0
2019-05-26,73,80.0,,0.8,58.400000000000006
2019-05-27,67,80.0,,0.8,53.6
2019-05-28,79,80.0,,0.8,63.2
2019-05-29,85,80.0,,0.8,68.0
2019-05-30,77,80.0,,0.8,61.6
2019-05-31,73,80.0,,0.8,58.400000000000006
2019-06-01,72,77.0,False,0.77,55.44
2019-06-02,76,77.0,,0.77,58.52
2019-06-03,82,77.0,,0.77,63.14
2019-06-04,95,77.0,,0.77,73.15
2019-06-05,91,77.0,,0.77,70.07000000000001
2019-06-06,89,77.0,,0.77,68.53
2019-06-07,92,77.0,,0.77,70.84
2019-06-08,82,77.0,,0.77,63.14
2019-06-09,84,77.0,,0.77,64.68
2019-06-10,100,77.0,,0.77,77.0
2019-06-11,90,77.0,,0.77,69.3
2019-06-12,87,77.0,,0.77,66.99
2019-06-13,99,77.0,,0.77,76.23
2019-06-14,76,77.0,,0.77,58.52
2019-06-15,77,77.0,,0.77,59.29
2019-06-16,66,77.0,,0.77,50.82
2019-06-17,93,77.0,,0.77,71.61
2019-06-18,91,77.0,,0.77,70.07000000000001
2019-06-19,88,77.0,,0.77,67.76
2019-06-20,91,77.0,,0.77,70.07000000000001
2019-06-21,91,77.0,,0.77,70.07000000000001
2019-06-22,83,77.0,,0.77,63.910000000000004
2019-06-23,81,77.0,,0.77,62.370000000000005
2019-06-24,89,77.0,,0.77,68.53
2019-06-25,97,77.0,,0.77,74.69
2019-06-26,92,77.0,,0.77,70.84
2019-06-27,94,77.0,,0.77,72.38
2019-06-28,89,77.0,,0.77,68.53
2019-06-29,78,77.0,,0.77,60.06
2019-06-30,80,77.0,,0.77,61.6
2019-07-01,94,78.0,False,0.78,73.32000000000001
2019-07-02,93,78.0,,0.78,72.54
2019-07-03,85,78.0,,0.78,66.3
2019-07-04,74,78.0,,0.78,57.72
2019-07-05,85,78.0,,0.78,66.3
2019-07-06,69,78.0,,0.78,53.82
2019-07-07,78,78.0,,0.78,60.84
2019-07-08,90,78.0,,0.78,70.2
2019-07-09,96,78.0,,0.78,74.88
2019-07-10,98,78.0,,0.78,76.44
2019-07-11,93,78.0,,0.78,72.54
2019-07-12,96,78.0,,0.78,74.88
2019-07-13,91,78.0,,0.78,70.98
2019-07-14,80,78.0,,0.78,62.400000000000006
2019-07-15,97,78.0,,0.78,75.66
2019-07-16,91,78.0,,0.78,70.98
2019-07-17,98,78.0,,0.78,76.44
2019-07-18,88,78.0,,0.78,68.64
2019-07-19,90,78.0,,0.78,70.2
2019-07-20,84,78.0,,0.78,65.52
2019-07-21,89,78.0,,0.78,69.42
2019-07-22,100,78.0,,0.78,78.0
2019-07-23,91,78.0,,0.78,70.98
2019-07-24,87,78.0,,0.78,67.86
2019-07-25,95,78.0,,0.78,74.10000000000001
2019-07-26,83,78.0,,0.78,64.74000000000001
2019-07-27,81,78.0,,0.78,63.18
2019-07-28,82,78.0,,0.78,63.96
2019-07-29,91,78.0,,0.78,70.98
2019-07-30,90,78.0,,0.78,70.2
2019-07-31,88,78.0,,0.78,68.64
2019-08-01,91,73.0,False,0.73,66.42999999999999
2019-08-02,100,73.0,,0.73,73.0
2019-08-03,69,73.0,,0.73,50.37
2019-08-04,63,73.0,,0.73,45.99
2019-08-05,84,73.0,,0.73,61.32
2019-08-06,88,73.0,,0.73,64.24
2019-08-07,81,73.0,,0.73,59.129999999999995
2019-08-08,78,73.0,,0.73,56.94
2019-08-09,69,73.0,,0.73,50.37
2019-08-10,62,73.0,,0.73,45.26
2019-08-11,65,73.0,,0.73,47.449999999999996
2019-08-12,79,73.0,,0.73,57.67
2019-08-13,75,73.0,,0.73,54.75
2019-08-14,77,73.0,,0.73,56.21
2019-08-15,73,73.0,,0.73,53.29
2019-08-16,69,73.0,,0.73,50.37
2019-08-17,63,73.0,,0.73,45.99
2019-08-18,67,73.0,,0.73,48.91
2019-08-19,82,73.0,,0.73,59.86
2019-08-20,76,73.0,,0.73,55.48
2019-08-21,77,73.0,,0.73,56.21
2019-08-22,72,73.0,,0.73,52.56
2019-08-23,73,73.0,,0.73,53.29
2019-08-24,64,73.0,,0.73,46.72
