date,BIG_unscaled,BIG_monthly,isPartial,scale,BIG
2018-01-01,92,79.0,False,0.79,72.68
2018-01-02,83,79.0,,0.79,65.57000000000001
2018-01-03,82,79.0,,0.79,64.78
2018-01-04,83,79.0,,0.79,65.57000000000001
2018-01-05,84,79.0,,0.79,66.36
2018-01-06,98,79.0,,0.79,77.42
2018-01-07,93,79.0,,0.79,73.47
2018-01-08,100,79.0,,0.79,79.0
2018-01-09,83,79.0,,0.79,65.57000000000001
2018-01-10,85,79.0,,0.79,67.15
2018-01-11,83,79.0,,0.79,65.57000000000001
2018-01-12,85,79.0,,0.79,67.15
2018-01-13,95,79.0,,0.79,75.05
2018-01-14,97,79.0,,0.79,76.63000000000001
2018-01-15,84,79.0,,0.79,66.36
2018-01-16,80,79.0,,0.79,63.2
2018-01-17,80,79.0,,0.79,63.2
2018-01-18,80,79.0,,0.79,63.2
2018-01-19,82,79.0,,0.79,64.78
2018-01-20,90,79.0,,0.79,71.10000000000001
2018-01-21,92,79.0,,0.79,72.68
2018-01-22,76,79.0,,0.79,60.040000000000006
2018-01-23,79,79.0,,0.79,62.410000000000004
2018-01-24,78,79.0,,0.79,61.620000000000005
2018-01-25,82,79.0,,0.79,64.78
2018-01-26,81,79.0,,0.79,63.99
2018-01-27,91,79.0,,0.79,71.89
2018-01-28,96,79.0,,0.79,75.84
2018-01-29,91,79.0,,0.79,71.89
2018-01-30,78,79.0,,0.79,61.620000000000005
2018-01-31,78,79.0,,0.79,61.620000000000005
2018-02-01,73,85.0,False,0.85,62.05
2018-02-02,78,85.0,,0.85,66.3
2018-02-03,89,85.0,,0.85,75.64999999999999
2018-02-04,88,85.0,,0.85,74.8
2018-02-05,70,85.0,,0.85,59.5
2018-02-06,77,85.0,,0.85,65.45
2018-02-07,80,85.0,,0.85,68.0
2018-02-08,92,85.0,,0.85,78.2
2018-02-09,88,85.0,,0.85,74.8
2018-02-10,99,85.0,,0.85,84.14999999999999
2018-02-11,98,85.0,,0.85,83.3
2018-02-12,82,85.0,,0.85,69.7
2018-02-13,83,85.0,,0.85,70.55
2018-02-14,75,85.0,,0.85,63.75
2018-02-15,78,85.0,,0.85,66.3
2018-02-16,79,85.0,,0.85,67.14999999999999
2018-02-17,96,85.0,,0.85,81.6
2018-02-18,95,85.0,,0.85,80.75
2018-02-19,92,85.0,,0.85,78.2
2018-02-20,82,85.0,,0.85,69.7
2018-02-21,81,85.0,,0.85,68.85
2018-02-22,85,85.0,,0.85,72.25
2018-02-23,83,85.0,,0.85,70.55
2018-02-24,98,85.0,,0.85,83.3
2018-02-25,100,85.0,,0.85,85.0
2018-02-26,92,85.0,,0.85,78.2
2018-02-27,83,85.0,,0.85,70.55
2018-02-28,84,85.0,,0.85,71.39999999999999
2018-03-01,81,81.0,False,0.81,65.61
2018-03-02,84,81.0,,0.81,68.04
2018-03-03,97,81.0,,0.81,78.57000000000001
2018-03-04,100,81.0,,0.81,81.0
2018-03-05,76,81.0,,0.81,61.56
2018-03-06,69,81.0,,0.81,55.89
2018-03-07,70,81.0,,0.81,56.7
2018-03-08,77,81.0,,0.81,62.370000000000005
2018-03-09,78,81.0,,0.81,63.18000000000001
2018-03-10,87,81.0,,0.81,70.47
2018-03-11,83,81.0,,0.81,67.23
2018-03-12,67,81.0,,0.81,54.27
2018-03-13,78,81.0,,0.81,63.18000000000001
2018-03-14,72,81.0,,0.81,58.32000000000001
2018-03-15,69,81.0,,0.81,55.89
2018-03-16,68,81.0,,0.81,55.080000000000005
2018-03-17,75,81.0,,0.81,60.75000000000001
2018-03-18,79,81.0,,0.81,63.99
2018-03-19,68,81.0,,0.81,55.080000000000005
2018-03-20,64,81.0,,0.81,51.84
2018-03-21,65,81.0,,0.81,52.650000000000006
2018-03-22,67,81.0,,0.81,54.27
2018-03-23,69,81.0,,0.81,55.89
2018-03-24,76,81.0,,0.81,61.56
2018-03-25,79,81.0,,0.81,63.99
2018-03-26,68,81.0,,0.81,55.080000000000005
2018-03-27,67,81.0,,0.81,54.27
2018-03-28,66,81.0,,0.81,53.46
2018-03-29,68,81.0,,0.81,55.080000000000005
2018-03-30,67,81.0,,0.81,54.27
2018-03-31,76,81.0,,0.81,61.56
2018-04-01,94,76.0,False,0.76,71.44
2018-04-02,82,76.0,,0.76,62.32
2018-04-03,80,76.0,,0.76,60.8
2018-04-04,82,76.0,,0.76,62.32
2018-04-05,85,76.0,,0.76,64.6
2018-04-06,84,76.0,,0.76,63.84
2018-04-07,94,76.0,,0.76,71.44
2018-04-08,100,76.0,,0.76,76.0
2018-04-09,86,76.0,,0.76,65.36
2018-04-10,80,76.0,,0.76,60.8
2018-04-11,81,76.0,,0.76,61.56
2018-04-12,83,76.0,,0.76,63.08
2018-04-13,85,76.0,,0.76,64.6
2018-04-14,96,76.0,,0.76,72.96000000000001
2018-04-15,95,76.0,,0.76,72.2
2018-04-16,84,76.0,,0.76,63.84
2018-04-17,79,76.0,,0.76,60.04
2018-04-18,81,76.0,,0.76,61.56
2018-04-19,82,76.0,,0.76,62.32
2018-04-20,83,76.0,,0.76,63.08
2018-04-21,94,76.0,,0.76,71.44
2018-04-22,97,76.0,,0.76,73.72
2018-04-23,81,76.0,,0.76,61.56
2018-04-24,80,76.0,,0.76,60.8
2018-04-25,80,76.0,,0.76,60.8
2018-04-26,80,76.0,,0.76,60.8
2018-04-27,81,76.0,,0.76,61.56
2018-04-28,91,76.0,,0.76,69.16
2018-04-29,95,76.0,,0.76,72.2
2018-04-30,82,76.0,,0.76,62.32
2018-05-01,79,76.0,False,0.76,60.04
2018-05-02,78,76.0,,0.76,59.28
2018-05-03,82,76.0,,0.76,62.32
2018-05-04,90,76.0,,0.76,68.4
2018-05-05,100,76.0,,0.76,76.0
2018-05-06,97,76.0,,0.76,73.72
2018-05-07,88,76.0,,0.76,66.88
2018-05-08,88,76.0,,0.76,66.88
2018-05-09,84,76.0,,0.76,63.84
2018-05-10,85,76.0,,0.76,64.6
2018-05-11,92,76.0,,0.76,69.92
2018-05-12,98,76.0,,0.76,74.48
2018-05-13,97,76.0,,0.76,73.72
2018-05-14,86,76.0,,0.76,65.36
2018-05-15,82,76.0,,0.76,62.32
2018-05-16,81,76.0,,0.76,61.56
2018-05-17,81,76.0,,0.76,61.56
2018-05-18,85,76.0,,0.76,64.6
2018-05-19,89,76.0,,0.76,67.64
2018-05-20,96,76.0,,0.76,72.96000000000001
2018-05-21,87,76.0,,0.76,66.12
2018-05-22,83,76.0,,0.76,63.08
2018-05-23,86,76.0,,0.76,65.36
2018-05-24,88,76.0,,0.76,66.88
2018-05-25,90,76.0,,0.76,68.4
2018-05-26,100,76.0,,0.76,76.0
2018-05-27,98,76.0,,0.76,74.48
2018-05-28,99,76.0,,0.76,75.24
2018-05-29,84,76.0,,0.76,63.84
2018-05-30,81,76.0,,0.76,61.56
2018-05-31,83,76.0,,0.76,63.08
2018-06-01,78,79.0,False,0.79,61.620000000000005
2018-06-02,90,79.0,,0.79,71.10000000000001
2018-06-03,93,79.0,,0.79,73.47
2018-06-04,77,79.0,,0.79,60.830000000000005
2018-06-05,77,79.0,,0.79,60.830000000000005
2018-06-06,78,79.0,,0.79,61.620000000000005
2018-06-07,84,79.0,,0.79,66.36
2018-06-08,80,79.0,,0.79,63.2
2018-06-09,90,79.0,,0.79,71.10000000000001
2018-06-10,92,79.0,,0.79,72.68
2018-06-11,81,79.0,,0.79,63.99
2018-06-12,78,79.0,,0.79,61.620000000000005
2018-06-13,82,79.0,,0.79,64.78
2018-06-14,77,79.0,,0.79,60.830000000000005
2018-06-15,80,79.0,,0.79,63.2
2018-06-16,91,79.0,,0.79,71.89
2018-06-17,91,79.0,,0.79,71.89
2018-06-18,82,79.0,,0.79,64.78
2018-06-19,83,79.0,,0.79,65.57000000000001
2018-06-20,86,79.0,,0.79,67.94
2018-06-21,80,79.0,,0.79,63.2
2018-06-22,84,79.0,,0.79,66.36
2018-06-23,92,79.0,,0.79,72.68
2018-06-24,97,79.0,,0.79,76.63000000000001
2018-06-25,84,79.0,,0.79,66.36
2018-06-26,81,79.0,,0.79,63.99
2018-06-27,86,79.0,,0.79,67.94
2018-06-28,94,79.0,,0.79,74.26
2018-06-29,93,79.0,,0.79,73.47
2018-06-30,100,79.0,,0.79,79.0
2018-07-01,95,89.0,False,0.89,84.55
2018-07-02,89,89.0,,0.89,79.21000000000001
2018-07-03,86,89.0,,0.89,76.54
2018-07-04,94,89.0,,0.89,83.66
2018-07-05,86,89.0,,0.89,76.54
2018-07-06,90,89.0,,0.89,80.1
2018-07-07,98,89.0,,0.89,87.22
2018-07-08,99,89.0,,0.89,88.11
2018-07-09,89,89.0,,0.89,79.21000000000001
2018-07-10,79,89.0,,0.89,70.31
2018-07-11,80,89.0,,0.89,71.2
2018-07-12,86,89.0,,0.89,76.54
2018-07-13,90,89.0,,0.89,80.1
2018-07-14,98,89.0,,0.89,87.22
2018-07-15,95,89.0,,0.89,84.55
2018-07-16,85,89.0,,0.89,75.65
2018-07-17,80,89.0,,0.89,71.2
2018-07-18,82,89.0,,0.89,72.98
2018-07-19,87,89.0,,0.89,77.43
2018-07-20,94,89.0,,0.89,83.66
2018-07-21,99,89.0,,0.89,88.11
2018-07-22,94,89.0,,0.89,83.66
2018-07-23,88,89.0,,0.89,78.32000000000001
2018-07-24,82,89.0,,0.89,72.98
2018-07-25,81,89.0,,0.89,72.09
2018-07-26,86,89.0,,0.89,76.54
2018-07-27,92,89.0,,0.89,81.88
2018-07-28,96,89.0,,0.89,85.44
2018-07-29,100,89.0,,0.89,89.0
2018-07-30,86,89.0,,0.89,76.54
2018-07-31,78,89.0,,0.89,69.42
2018-08-01,81,87.0,False,0.87,70.47
2018-08-02,84,87.0,,0.87,73.08
2018-08-03,92,87.0,,0.87,80.04
2018-08-04,96,87.0,,0.87,83.52
2018-08-05,99,87.0,,0.87,86.13
2018-08-06,89,87.0,,0.87,77.42999999999999
2018-08-07,82,87.0,,0.87,71.34
2018-08-08,80,87.0,,0.87,69.6
2018-08-09,86,87.0,,0.87,74.82
2018-08-10,93,87.0,,0.87,80.91
2018-08-11,94,87.0,,0.87,81.78
2018-08-12,96,87.0,,0.87,83.52
2018-08-13,90,87.0,,0.87,78.3
2018-08-14,83,87.0,,0.87,72.21
2018-08-15,77,87.0,,0.87,66.99
2018-08-16,85,87.0,,0.87,73.95
2018-08-17,98,87.0,,0.87,85.26
2018-08-18,99,87.0,,0.87,86.13
2018-08-19,100,87.0,,0.87,87.0
2018-08-20,86,87.0,,0.87,74.82
2018-08-21,78,87.0,,0.87,67.86
2018-08-22,83,87.0,,0.87,72.21
2018-08-23,90,87.0,,0.87,78.3
2018-08-24,95,87.0,,0.87,82.65
2018-08-25,97,87.0,,0.87,84.39
2018-08-26,97,87.0,,0.87,84.39
2018-08-27,87,87.0,,0.87,75.69
2018-08-28,79,87.0,,0.87,68.73
2018-08-29,81,87.0,,0.87,70.47
2018-08-30,83,87.0,,0.87,72.21
2018-08-31,95,87.0,,0.87,82.65
2018-09-01,98,86.0,False,0.86,84.28
2018-09-02,92,86.0,,0.86,79.12
2018-09-03,93,86.0,,0.86,79.98
2018-09-04,79,86.0,,0.86,67.94
2018-09-05,73,86.0,,0.86,62.78
2018-09-06,78,86.0,,0.86,67.08
2018-09-07,82,86.0,,0.86,70.52
2018-09-08,100,86.0,,0.86,86.0
2018-09-09,92,86.0,,0.86,79.12
2018-09-10,82,86.0,,0.86,70.52
2018-09-11,74,86.0,,0.86,63.64
2018-09-12,75,86.0,,0.86,64.5
2018-09-13,78,86.0,,0.86,67.08
2018-09-14,84,86.0,,0.86,72.24
2018-09-15,97,86.0,,0.86,83.42
2018-09-16,91,86.0,,0.86,78.26
2018-09-17,84,86.0,,0.86,72.24
2018-09-18,77,86.0,,0.86,66.22
2018-09-19,81,86.0,,0.86,69.66
2018-09-20,85,86.0,,0.86,73.1
2018-09-21,86,86.0,,0.86,73.96
2018-09-22,93,86.0,,0.86,79.98
2018-09-23,92,86.0,,0.86,79.12
2018-09-24,84,86.0,,0.86,72.24
2018-09-25,79,86.0,,0.86,67.94
2018-09-26,79,86.0,,0.86,67.94
2018-09-27,93,86.0,,0.86,79.98
2018-09-28,76,86.0,,0.86,65.36
2018-09-29,89,86.0,,0.86,76.53999999999999
2018-09-30,88,86.0,,0.86,75.67999999999999
2018-10-01,82,76.0,False,0.76,62.32
2018-10-02,82,76.0,,0.76,62.32
2018-10-03,77,76.0,,0.76,58.52
2018-10-04,82,76.0,,0.76,62.32
2018-10-05,82,76.0,,0.76,62.32
2018-10-06,100,76.0,,0.76,76.0
2018-10-07,98,76.0,,0.76,74.48
2018-10-08,89,76.0,,0.76,67.64
2018-10-09,86,76.0,,0.76,65.36
2018-10-10,83,76.0,,0.76,63.08
2018-10-11,86,76.0,,0.76,65.36
2018-10-12,86,76.0,,0.76,65.36
2018-10-13,100,76.0,,0.76,76.0
2018-10-14,97,76.0,,0.76,73.72
2018-10-15,86,76.0,,0.76,65.36
2018-10-16,81,76.0,,0.76,61.56
2018-10-17,81,76.0,,0.76,61.56
2018-10-18,85,76.0,,0.76,64.6
2018-10-19,85,76.0,,0.76,64.6
2018-10-20,95,76.0,,0.76,72.2
2018-10-21,94,76.0,,0.76,71.44
2018-10-22,81,76.0,,0.76,61.56
2018-10-23,77,76.0,,0.76,58.52
2018-10-24,78,76.0,,0.76,59.28
2018-10-25,79,76.0,,0.76,60.04
2018-10-26,83,76.0,,0.76,63.08
2018-10-27,94,76.0,,0.76,71.44
2018-10-28,90,76.0,,0.76,68.4
2018-10-29,78,76.0,,0.76,59.28
2018-10-30,78,76.0,,0.76,59.28
2018-10-31,78,76.0,,0.76,59.28
2018-11-01,71,80.0,False,0.8,56.800000000000004
2018-11-02,73,80.0,,0.8,58.400000000000006
2018-11-03,85,80.0,,0.8,68.0
2018-11-04,89,80.0,,0.8,71.2
2018-11-05,73,80.0,,0.8,58.400000000000006
2018-11-06,70,80.0,,0.8,56.0
2018-11-07,64,80.0,,0.8,51.2
2018-11-08,73,80.0,,0.8,58.400000000000006
2018-11-09,75,80.0,,0.8,60.0
2018-11-10,87,80.0,,0.8,69.60000000000001
2018-11-11,87,80.0,,0.8,69.60000000000001
2018-11-12,76,80.0,,0.8,60.800000000000004
2018-11-13,72,80.0,,0.8,57.6
2018-11-14,74,80.0,,0.8,59.2
2018-11-15,74,80.0,,0.8,59.2
2018-11-16,77,80.0,,0.8,61.6
2018-11-17,91,80.0,,0.8,72.8
2018-11-18,97,80.0,,0.8,77.60000000000001
2018-11-19,82,80.0,,0.8,65.60000000000001
2018-11-20,78,80.0,,0.8,62.400000000000006
2018-11-21,82,80.0,,0.8,65.60000000000001
2018-11-22,89,80.0,,0.8,71.2
2018-11-23,90,80.0,,0.8,72.0
2018-11-24,100,80.0,,0.8,80.0
2018-11-25,92,80.0,,0.8,73.60000000000001
2018-11-26,76,80.0,,0.8,60.800000000000004
2018-11-27,76,80.0,,0.8,60.800000000000004
2018-11-28,77,80.0,,0.8,61.6
2018-11-29,81,80.0,,0.8,64.8
2018-11-30,81,80.0,,0.8,64.8
2018-12-01,100,79.0,False,0.79,79.0
2018-12-02,98,79.0,,0.79,77.42
2018-12-03,79,79.0,,0.79,62.410000000000004
2018-12-04,76,79.0,,0.79,60.040000000000006
2018-12-05,75,79.0,,0.79,59.25
2018-12-06,77,79.0,,0.79,60.830000000000005
2018-12-07,79,79.0,,0.79,62.410000000000004
2018-12-08,88,79.0,,0.79,69.52000000000001
2018-12-09,86,79.0,,0.79,67.94
2018-12-10,76,79.0,,0.79,60.040000000000006
2018-12-11,76,79.0,,0.79,60.040000000000006
2018-12-12,77,79.0,,0.79,60.830000000000005
2018-12-13,76,79.0,,0.79,60.040000000000006
2018-12-14,78,79.0,,0.79,61.620000000000005
2018-12-15,85,79.0,,0.79,67.15
2018-12-16,84,79.0,,0.79,66.36
2018-12-17,74,79.0,,0.79,58.46
2018-12-18,75,79.0,,0.79,59.25
2018-12-19,79,79.0,,0.79,62.410000000000004
2018-12-20,79,79.0,,0.79,62.410000000000004
2018-12-21,82,79.0,,0.79,64.78
2018-12-22,89,79.0,,0.79,70.31
2018-12-23,90,79.0,,0.79,71.10000000000001
2018-12-24,88,79.0,,0.79,69.52000000000001
2018-12-25,84,79.0,,0.79,66.36
2018-12-26,83,79.0,,0.79,65.57000000000001
2018-12-27,83,79.0,,0.79,65.57000000000001
2018-12-28,86,79.0,,0.79,67.94
2018-12-29,89,79.0,,0.79,70.31
2018-12-30,93,79.0,,0.79,73.47
2018-12-31,86,79.0,,0.79,67.94
2019-01-01,95,84.0,False,0.84,79.8
2019-01-02,87,84.0,,0.84,73.08
2019-01-03,87,84.0,,0.84,73.08
2019-01-04,87,84.0,,0.84,73.08
2019-01-05,91,84.0,,0.84,76.44
2019-01-06,93,84.0,,0.84,78.11999999999999
2019-01-07,85,84.0,,0.84,71.39999999999999
2019-01-08,86,84.0,,0.84,72.24
2019-01-09,86,84.0,,0.84,72.24
2019-01-10,85,84.0,,0.84,71.39999999999999
2019-01-11,86,84.0,,0.84,72.24
2019-01-12,93,84.0,,0.84,78.11999999999999
2019-01-13,94,84.0,,0.84,78.96
2019-01-14,87,84.0,,0.84,73.08
2019-01-15,85,84.0,,0.84,71.39999999999999
2019-01-16,84,84.0,,0.84,70.56
2019-01-17,87,84.0,,0.84,73.08
2019-01-18,86,84.0,,0.84,72.24
2019-01-19,97,84.0,,0.84,81.48
2019-01-20,94,84.0,,0.84,78.96
2019-01-21,88,84.0,,0.84,73.92
2019-01-22,87,84.0,,0.84,73.08
2019-01-23,82,84.0,,0.84,68.88
2019-01-24,86,84.0,,0.84,72.24
2019-01-25,87,84.0,,0.84,73.08
2019-01-26,100,84.0,,0.84,84.0
2019-01-27,97,84.0,,0.84,81.48
2019-01-28,82,84.0,,0.84,68.88
2019-01-29,82,84.0,,0.84,68.88
2019-01-30,81,84.0,,0.84,68.03999999999999
2019-01-31,83,84.0,,0.84,69.72
2019-02-01,78,83.0,False,0.83,64.74
2019-02-02,86,83.0,,0.83,71.38
2019-02-03,93,83.0,,0.83,77.19
2019-02-04,100,83.0,,0.83,83.0
2019-02-05,82,83.0,,0.83,68.06
2019-02-06,79,83.0,,0.83,65.57
2019-02-07,79,83.0,,0.83,65.57
2019-02-08,84,83.0,,0.83,69.72
2019-02-09,100,83.0,,0.83,83.0
2019-02-10,93,83.0,,0.83,77.19
2019-02-11,81,83.0,,0.83,67.22999999999999
2019-02-12,80,83.0,,0.83,66.39999999999999
2019-02-13,79,83.0,,0.83,65.57
2019-02-14,85,83.0,,0.83,70.55
2019-02-15,81,83.0,,0.83,67.22999999999999
2019-02-16,90,83.0,,0.83,74.7
2019-02-17,89,83.0,,0.83,73.86999999999999
2019-02-18,78,83.0,,0.83,64.74
2019-02-19,77,83.0,,0.83,63.91
2019-02-20,75,83.0,,0.83,62.25
2019-02-21,75,83.0,,0.83,62.25
2019-02-22,78,83.0,,0.83,64.74
2019-02-23,87,83.0,,0.83,72.21
2019-02-24,88,83.0,,0.83,73.03999999999999
2019-02-25,74,83.0,,0.83,61.419999999999995
2019-02-26,75,83.0,,0.83,62.25
2019-02-27,73,83.0,,0.83,60.589999999999996
2019-02-28,77,83.0,,0.83,63.91
2019-03-01,73,83.0,False,0.83,60.589999999999996
2019-03-02,82,83.0,,0.83,68.06
2019-03-03,81,83.0,,0.83,67.22999999999999
2019-03-04,70,83.0,,0.83,58.099999999999994
2019-03-05,71,83.0,,0.83,58.93
2019-03-06,72,83.0,,0.83,59.76
2019-03-07,70,83.0,,0.83,58.099999999999994
2019-03-08,73,83.0,,0.83,60.589999999999996
2019-03-09,88,83.0,,0.83,73.03999999999999
2019-03-10,98,83.0,,0.83,81.33999999999999
2019-03-11,80,83.0,,0.83,66.39999999999999
2019-03-12,74,83.0,,0.83,61.419999999999995
2019-03-13,77,83.0,,0.83,63.91
2019-03-14,89,83.0,,0.83,73.86999999999999
2019-03-15,90,83.0,,0.83,74.7
2019-03-16,100,83.0,,0.83,83.0
2019-03-17,90,83.0,,0.83,74.7
2019-03-18,73,83.0,,0.83,60.589999999999996
2019-03-19,66,83.0,,0.83,54.779999999999994
2019-03-20,69,83.0,,0.83,57.269999999999996
2019-03-21,68,83.0,,0.83,56.44
2019-03-22,72,83.0,,0.83,59.76
2019-03-23,78,83.0,,0.83,64.74
2019-03-24,78,83.0,,0.83,64.74
2019-03-25,69,83.0,,0.83,57.269999999999996
2019-03-26,68,83.0,,0.83,56.44
2019-03-27,68,83.0,,0.83,56.44
2019-03-28,69,83.0,,0.83,57.269999999999996
2019-03-29,69,83.0,,0.83,57.269999999999996
2019-03-30,75,83.0,,0.83,62.25
2019-03-31,77,83.0,,0.83,63.91
2019-04-01,83,74.0,False,0.74,61.42
2019-04-02,78,74.0,,0.74,57.72
2019-04-03,81,74.0,,0.74,59.94
2019-04-04,78,74.0,,0.74,57.72
2019-04-05,84,74.0,,0.74,62.16
2019-04-06,99,74.0,,0.74,73.26
2019-04-07,100,74.0,,0.74,74.0
2019-04-08,87,74.0,,0.74,64.38
2019-04-09,80,74.0,,0.74,59.2
2019-04-10,83,74.0,,0.74,61.42
2019-04-11,81,74.0,,0.74,59.94
2019-04-12,81,74.0,,0.74,59.94
2019-04-13,90,74.0,,0.74,66.6
2019-04-14,93,74.0,,0.74,68.82
2019-04-15,82,74.0,,0.74,60.68
2019-04-16,80,74.0,,0.74,59.2
2019-04-17,79,74.0,,0.74,58.46
2019-04-18,83,74.0,,0.74,61.42
2019-04-19,85,74.0,,0.74,62.9
2019-04-20,92,74.0,,0.74,68.08
2019-04-21,94,74.0,,0.74,69.56
2019-04-22,83,74.0,,0.74,61.42
2019-04-23,79,74.0,,0.74,58.46
2019-04-24,82,74.0,,0.74,60.68
2019-04-25,81,74.0,,0.74,59.94
2019-04-26,80,74.0,,0.74,59.2
2019-04-27,89,74.0,,0.74,65.86
2019-04-28,94,74.0,,0.74,69.56
2019-04-29,83,74.0,,0.74,61.42
2019-04-30,83,74.0,,0.74,61.42
2019-05-01,71,79.0,False,0.79,56.09
2019-05-02,69,79.0,,0.79,54.510000000000005
2019-05-03,73,79.0,,0.79,57.67
2019-05-04,78,79.0,,0.79,61.620000000000005
2019-05-05,81,79.0,,0.79,63.99
2019-05-06,68,79.0,,0.79,53.72
2019-05-07,70,79.0,,0.79,55.300000000000004
2019-05-08,72,79.0,,0.79,56.88
2019-05-09,68,79.0,,0.79,53.72
2019-05-10,75,79.0,,0.79,59.25
2019-05-11,83,79.0,,0.79,65.57000000000001
2019-05-12,82,79.0,,0.79,64.78
2019-05-13,70,79.0,,0.79,55.300000000000004
2019-05-14,71,79.0,,0.79,56.09
2019-05-15,71,79.0,,0.79,56.09
2019-05-16,76,79.0,,0.79,60.040000000000006
2019-05-17,100,79.0,,0.79,79.0
2019-05-18,90,79.0,,0.79,71.10000000000001
2019-05-19,91,79.0,,0.79,71.89
2019-05-20,75,79.0,,0.79,59.25
2019-05-21,73,79.0,,0.79,57.67
2019-05-22,76,79.0,,0.79,60.040000000000006
2019-05-23,74,79.0,,0.79,58.46
2019-05-24,80,79.0,,0.79,63.2
2019-05-25,91,79.0,,0.79,71.89
2019-05-26,92,79.0,,0.79,72.68
2019-05-27,84,79.0,,0.79,66.36
2019-05-28,75,79.0,,0.79,59.25
2019-05-29,72,79.0,,0.79,56.88
2019-05-30,73,79.0,,0.79,57.67
2019-05-31,72,79.0,,0.79,56.88
2019-06-01,83,84.0,False,0.84,69.72
2019-06-02,87,84.0,,0.84,73.08
2019-06-03,74,84.0,,0.84,62.16
2019-06-04,74,84.0,,0.84,62.16
2019-06-05,75,84.0,,0.84,63.0
2019-06-06,76,84.0,,0.84,63.839999999999996
2019-06-07,78,84.0,,0.84,65.52
2019-06-08,89,84.0,,0.84,74.75999999999999
2019-06-09,93,84.0,,0.84,78.11999999999999
2019-06-10,100,84.0,,0.84,84.0
2019-06-11,84,84.0,,0.84,70.56
2019-06-12,80,84.0,,0.84,67.2
2019-06-13,82,84.0,,0.84,68.88
2019-06-14,75,84.0,,0.84,63.0
2019-06-15,88,84.0,,0.84,73.92
2019-06-16,88,84.0,,0.84,73.92
2019-06-17,84,84.0,,0.84,70.56
2019-06-18,78,84.0,,0.84,65.52
2019-06-19,77,84.0,,0.84,64.67999999999999
2019-06-20,77,84.0,,0.84,64.67999999999999
2019-06-21,79,84.0,,0.84,66.36
2019-06-22,88,84.0,,0.84,73.92
2019-06-23,99,84.0,,0.84,83.16
2019-06-24,84,84.0,,0.84,70.56
2019-06-25,81,84.0,,0.84,68.03999999999999
2019-06-26,86,84.0,,0.84,72.24
2019-06-27,85,84.0,,0.84,71.39999999999999
2019-06-28,81,84.0,,0.84,68.03999999999999
2019-06-29,90,84.0,,0.84,75.6
2019-06-30,92,84.0,,0.84,77.28
2019-07-01,83,88.0,False,0.88,73.04
2019-07-02,79,88.0,,0.88,69.52
2019-07-03,83,88.0,,0.88,73.04
2019-07-04,91,88.0,,0.88,80.08
2019-07-05,85,88.0,,0.88,74.8
2019-07-06,95,88.0,,0.88,83.6
2019-07-07,87,88.0,,0.88,76.56
2019-07-08,83,88.0,,0.88,73.04
2019-07-09,78,88.0,,0.88,68.64
2019-07-10,79,88.0,,0.88,69.52
2019-07-11,83,88.0,,0.88,73.04
2019-07-12,83,88.0,,0.88,73.04
2019-07-13,94,88.0,,0.88,82.72
2019-07-14,100,88.0,,0.88,88.0
2019-07-15,87,88.0,,0.88,76.56
2019-07-16,81,88.0,,0.88,71.28
2019-07-17,81,88.0,,0.88,71.28
2019-07-18,81,88.0,,0.88,71.28
2019-07-19,87,88.0,,0.88,76.56
2019-07-20,87,88.0,,0.88,76.56
2019-07-21,94,88.0,,0.88,82.72
2019-07-22,97,88.0,,0.88,85.36
2019-07-23,87,88.0,,0.88,76.56
2019-07-24,80,88.0,,0.88,70.4
2019-07-25,82,88.0,,0.88,72.16
2019-07-26,97,88.0,,0.88,85.36
2019-07-27,95,88.0,,0.88,83.6
2019-07-28,97,88.0,,0.88,85.36
2019-07-29,86,88.0,,0.88,75.68
2019-07-30,80,88.0,,0.88,70.4
2019-07-31,77,88.0,,0.88,67.76
2019-08-01,83,79.0,False,0.79,65.57000000000001
2019-08-02,94,79.0,,0.79,74.26
2019-08-03,98,79.0,,0.79,77.42
2019-08-04,96,79.0,,0.79,75.84
2019-08-05,86,79.0,,0.79,67.94
2019-08-06,82,79.0,,0.79,64.78
2019-08-07,80,79.0,,0.79,63.2
2019-08-08,82,79.0,,0.79,64.78
2019-08-09,93,79.0,,0.79,73.47
2019-08-10,94,79.0,,0.79,74.26
2019-08-11,94,79.0,,0.79,74.26
2019-08-12,83,79.0,,0.79,65.57000000000001
2019-08-13,81,79.0,,0.79,63.99
2019-08-14,83,79.0,,0.79,65.57000000000001
2019-08-15,83,79.0,,0.79,65.57000000000001
2019-08-16,89,79.0,,0.79,70.31
2019-08-17,100,79.0,,0.79,79.0
2019-08-18,95,79.0,,0.79,75.05
2019-08-19,86,79.0,,0.79,67.94
2019-08-20,82,79.0,,0.79,64.78
2019-08-21,79,79.0,,0.79,62.410000000000004
2019-08-22,83,79.0,,0.79,65.57000000000001
2019-08-23,89,79.0,,0.79,70.31
2019-08-24,95,79.0,,0.79,75.05
2019-08-25,93,79.0,,0.79,73.47
2019-08-26,80,79.0,,0.79,63.2
2019-08-27,79,79.0,,0.79,62.410000000000004
2019-08-28,78,79.0,,0.79,61.620000000000005
2019-08-29,82,79.0,,0.79,64.78
2019-08-30,90,79.0,,0.79,71.10000000000001
2019-08-31,98,79.0,,0.79,77.42
2019-09-01,97,79.0,False,0.79,76.63000000000001
2019-09-02,95,79.0,,0.79,75.05
