date,NUGT_unscaled,NUGT_monthly,isPartial,scale,NUGT
2017-12-31,3,31.0,,0.31,0.9299999999999999
2018-01-01,8,33.0,False,0.33,2.64
2018-01-02,71,33.0,,0.33,23.43
2018-01-03,91,33.0,,0.33,30.03
2018-01-04,77,33.0,,0.33,25.41
2018-01-05,48,33.0,,0.33,15.84
2018-01-06,12,33.0,,0.33,3.96
2018-01-07,4,33.0,,0.33,1.32
2018-01-08,90,33.0,,0.33,29.700000000000003
2018-01-09,67,33.0,,0.33,22.11
2018-01-10,53,33.0,,0.33,17.490000000000002
2018-01-11,68,33.0,,0.33,22.44
2018-01-12,99,33.0,,0.33,32.67
2018-01-13,23,33.0,,0.33,7.590000000000001
2018-01-14,4,33.0,,0.33,1.32
2018-01-15,14,33.0,,0.33,4.62
2018-01-16,94,33.0,,0.33,31.020000000000003
2018-01-17,77,33.0,,0.33,25.41
2018-01-18,55,33.0,,0.33,18.150000000000002
2018-01-19,86,33.0,,0.33,28.380000000000003
2018-01-20,23,33.0,,0.33,7.590000000000001
2018-01-21,11,33.0,,0.33,3.6300000000000003
2018-01-22,69,33.0,,0.33,22.77
2018-01-23,73,33.0,,0.33,24.09
2018-01-24,100,33.0,,0.33,33.0
2018-01-25,83,33.0,,0.33,27.39
2018-01-26,89,33.0,,0.33,29.37
2018-01-27,23,33.0,,0.33,7.590000000000001
2018-01-28,12,33.0,,0.33,3.96
2018-01-29,57,33.0,,0.33,18.810000000000002
2018-01-30,57,33.0,,0.33,18.810000000000002
2018-01-31,87,33.0,,0.33,28.71
2018-02-01,65,34.0,False,0.34,22.1
2018-02-02,78,34.0,,0.34,26.520000000000003
2018-02-03,13,34.0,,0.34,4.42
2018-02-04,6,34.0,,0.34,2.04
2018-02-05,49,34.0,,0.34,16.66
2018-02-06,88,34.0,,0.34,29.92
2018-02-07,74,34.0,,0.34,25.16
2018-02-08,100,34.0,,0.34,34.0
2018-02-09,91,34.0,,0.34,30.94
2018-02-10,22,34.0,,0.34,7.48
2018-02-11,10,34.0,,0.34,3.4000000000000004
2018-02-12,69,34.0,,0.34,23.46
2018-02-13,61,34.0,,0.34,20.740000000000002
2018-02-14,95,34.0,,0.34,32.300000000000004
2018-02-15,75,34.0,,0.34,25.500000000000004
2018-02-16,58,34.0,,0.34,19.720000000000002
2018-02-17,0,34.0,,0.34,0.0
2018-02-18,0,34.0,,0.34,0.0
2018-02-19,8,34.0,,0.34,2.72
2018-02-20,51,34.0,,0.34,17.34
2018-02-21,49,34.0,,0.34,16.66
2018-02-22,78,34.0,,0.34,26.520000000000003
2018-02-23,47,34.0,,0.34,15.98
2018-02-24,16,34.0,,0.34,5.44
2018-02-25,10,34.0,,0.34,3.4000000000000004
2018-02-26,58,34.0,,0.34,19.720000000000002
2018-02-27,75,34.0,,0.34,25.500000000000004
2018-02-28,54,34.0,,0.34,18.360000000000003
2018-03-01,91,32.0,False,0.32,29.12
2018-03-02,58,32.0,,0.32,18.56
2018-03-03,0,32.0,,0.32,0.0
2018-03-04,0,32.0,,0.32,0.0
2018-03-05,60,32.0,,0.32,19.2
2018-03-06,89,32.0,,0.32,28.48
2018-03-07,77,32.0,,0.32,24.64
2018-03-08,64,32.0,,0.32,20.48
2018-03-09,66,32.0,,0.32,21.12
2018-03-10,7,32.0,,0.32,2.24
2018-03-11,7,32.0,,0.32,2.24
2018-03-12,55,32.0,,0.32,17.6
2018-03-13,70,32.0,,0.32,22.400000000000002
2018-03-14,42,32.0,,0.32,13.44
2018-03-15,43,32.0,,0.32,13.76
2018-03-16,66,32.0,,0.32,21.12
2018-03-17,20,32.0,,0.32,6.4
2018-03-18,3,32.0,,0.32,0.96
2018-03-19,67,32.0,,0.32,21.44
2018-03-20,46,32.0,,0.32,14.72
2018-03-21,59,32.0,,0.32,18.88
2018-03-22,94,32.0,,0.32,30.080000000000002
2018-03-23,100,32.0,,0.32,32.0
2018-03-24,14,32.0,,0.32,4.48
2018-03-25,17,32.0,,0.32,5.44
2018-03-26,63,32.0,,0.32,20.16
2018-03-27,43,32.0,,0.32,13.76
2018-03-28,55,32.0,,0.32,17.6
2018-03-29,80,32.0,,0.32,25.6
2018-03-30,16,32.0,,0.32,5.12
2018-03-31,3,32.0,,0.32,0.96
2018-04-01,8,27.0,False,0.27,2.16
2018-04-02,45,27.0,,0.27,12.15
2018-04-03,60,27.0,,0.27,16.200000000000003
2018-04-04,61,27.0,,0.27,16.470000000000002
2018-04-05,73,27.0,,0.27,19.71
2018-04-06,72,27.0,,0.27,19.44
2018-04-07,16,27.0,,0.27,4.32
2018-04-08,12,27.0,,0.27,3.24
2018-04-09,67,27.0,,0.27,18.09
2018-04-10,88,27.0,,0.27,23.76
2018-04-11,100,27.0,,0.27,27.0
2018-04-12,72,27.0,,0.27,19.44
2018-04-13,73,27.0,,0.27,19.71
2018-04-14,12,27.0,,0.27,3.24
2018-04-15,4,27.0,,0.27,1.08
2018-04-16,53,27.0,,0.27,14.31
2018-04-17,60,27.0,,0.27,16.200000000000003
2018-04-18,64,27.0,,0.27,17.28
2018-04-19,81,27.0,,0.27,21.87
2018-04-20,79,27.0,,0.27,21.330000000000002
2018-04-21,13,27.0,,0.27,3.5100000000000002
2018-04-22,4,27.0,,0.27,1.08
2018-04-23,56,27.0,,0.27,15.120000000000001
2018-04-24,66,27.0,,0.27,17.82
2018-04-25,52,27.0,,0.27,14.040000000000001
2018-04-26,47,27.0,,0.27,12.690000000000001
2018-04-27,61,27.0,,0.27,16.470000000000002
2018-04-28,8,27.0,,0.27,2.16
2018-04-29,0,27.0,,0.27,0.0
2018-04-30,53,27.0,,0.27,14.31
2018-05-01,65,25.0,False,0.25,16.25
2018-05-02,92,25.0,,0.25,23.0
2018-05-03,58,25.0,,0.25,14.5
2018-05-04,100,25.0,,0.25,25.0
2018-05-05,5,25.0,,0.25,1.25
2018-05-06,0,25.0,,0.25,0.0
2018-05-07,66,25.0,,0.25,16.5
2018-05-08,77,25.0,,0.25,19.25
2018-05-09,46,25.0,,0.25,11.5
2018-05-10,90,25.0,,0.25,22.5
2018-05-11,53,25.0,,0.25,13.25
2018-05-12,5,25.0,,0.25,1.25
2018-05-13,5,25.0,,0.25,1.25
2018-05-14,56,25.0,,0.25,14.0
2018-05-15,62,25.0,,0.25,15.5
2018-05-16,66,25.0,,0.25,16.5
2018-05-17,59,25.0,,0.25,14.75
2018-05-18,82,25.0,,0.25,20.5
2018-05-19,14,25.0,,0.25,3.5
2018-05-20,14,25.0,,0.25,3.5
2018-05-21,71,25.0,,0.25,17.75
2018-05-22,66,25.0,,0.25,16.5
2018-05-23,56,25.0,,0.25,14.0
2018-05-24,71,25.0,,0.25,17.75
2018-05-25,73,25.0,,0.25,18.25
2018-05-26,15,25.0,,0.25,3.75
2018-05-27,5,25.0,,0.25,1.25
2018-05-28,19,25.0,,0.25,4.75
2018-05-29,88,25.0,,0.25,22.0
2018-05-30,55,25.0,,0.25,13.75
2018-05-31,53,25.0,,0.25,13.25
2018-06-01,62,20.0,False,0.2,12.4
2018-06-02,5,20.0,,0.2,1.0
2018-06-03,5,20.0,,0.2,1.0
2018-06-04,68,20.0,,0.2,13.600000000000001
2018-06-05,82,20.0,,0.2,16.400000000000002
2018-06-06,61,20.0,,0.2,12.200000000000001
2018-06-07,62,20.0,,0.2,12.4
2018-06-08,54,20.0,,0.2,10.8
2018-06-09,5,20.0,,0.2,1.0
2018-06-10,10,20.0,,0.2,2.0
2018-06-11,76,20.0,,0.2,15.200000000000001
2018-06-12,40,20.0,,0.2,8.0
2018-06-13,100,20.0,,0.2,20.0
2018-06-14,65,20.0,,0.2,13.0
2018-06-15,64,20.0,,0.2,12.8
2018-06-16,10,20.0,,0.2,2.0
2018-06-17,0,20.0,,0.2,0.0
2018-06-18,62,20.0,,0.2,12.4
2018-06-19,35,20.0,,0.2,7.0
2018-06-20,94,20.0,,0.2,18.8
2018-06-21,62,20.0,,0.2,12.4
2018-06-22,80,20.0,,0.2,16.0
2018-06-23,25,20.0,,0.2,5.0
2018-06-24,11,20.0,,0.2,2.2
2018-06-25,43,20.0,,0.2,8.6
2018-06-26,53,20.0,,0.2,10.600000000000001
2018-06-27,39,20.0,,0.2,7.800000000000001
2018-06-28,54,20.0,,0.2,10.8
2018-06-29,60,20.0,,0.2,12.0
2018-06-30,5,20.0,,0.2,1.0
2018-07-01,5,25.0,False,0.25,1.25
2018-07-02,79,25.0,,0.25,19.75
2018-07-03,44,25.0,,0.25,11.0
2018-07-04,18,25.0,,0.25,4.5
2018-07-05,51,25.0,,0.25,12.75
2018-07-06,95,25.0,,0.25,23.75
2018-07-07,14,25.0,,0.25,3.5
2018-07-08,9,25.0,,0.25,2.25
2018-07-09,100,25.0,,0.25,25.0
2018-07-10,80,25.0,,0.25,20.0
2018-07-11,70,25.0,,0.25,17.5
2018-07-12,49,25.0,,0.25,12.25
2018-07-13,54,25.0,,0.25,13.5
2018-07-14,0,25.0,,0.25,0.0
2018-07-15,9,25.0,,0.25,2.25
2018-07-16,87,25.0,,0.25,21.75
2018-07-17,75,25.0,,0.25,18.75
2018-07-18,87,25.0,,0.25,21.75
2018-07-19,77,25.0,,0.25,19.25
2018-07-20,33,25.0,,0.25,8.25
2018-07-21,9,25.0,,0.25,2.25
2018-07-22,0,25.0,,0.25,0.0
2018-07-23,59,25.0,,0.25,14.75
2018-07-24,55,25.0,,0.25,13.75
2018-07-25,81,25.0,,0.25,20.25
2018-07-26,48,25.0,,0.25,12.0
2018-07-27,78,25.0,,0.25,19.5
2018-07-28,19,25.0,,0.25,4.75
2018-07-29,0,25.0,,0.25,0.0
2018-07-30,64,25.0,,0.25,16.0
2018-07-31,85,25.0,,0.25,21.25
2018-08-01,45,36.0,False,0.36,16.2
2018-08-02,33,36.0,,0.36,11.879999999999999
2018-08-03,63,36.0,,0.36,22.68
2018-08-04,9,36.0,,0.36,3.2399999999999998
2018-08-05,9,36.0,,0.36,3.2399999999999998
2018-08-06,57,36.0,,0.36,20.52
2018-08-07,50,36.0,,0.36,18.0
2018-08-08,67,36.0,,0.36,24.119999999999997
2018-08-09,45,36.0,,0.36,16.2
2018-08-10,74,36.0,,0.36,26.64
2018-08-11,9,36.0,,0.36,3.2399999999999998
2018-08-12,3,36.0,,0.36,1.08
2018-08-13,68,36.0,,0.36,24.48
2018-08-14,72,36.0,,0.36,25.919999999999998
2018-08-15,100,36.0,,0.36,36.0
2018-08-16,93,36.0,,0.36,33.48
2018-08-17,81,36.0,,0.36,29.16
2018-08-18,3,36.0,,0.36,1.08
2018-08-19,16,36.0,,0.36,5.76
2018-08-20,73,36.0,,0.36,26.279999999999998
2018-08-21,58,36.0,,0.36,20.88
2018-08-22,64,36.0,,0.36,23.04
2018-08-23,57,36.0,,0.36,20.52
2018-08-24,90,36.0,,0.36,32.4
2018-08-25,10,36.0,,0.36,3.5999999999999996
2018-08-26,9,36.0,,0.36,3.2399999999999998
2018-08-27,71,36.0,,0.36,25.56
2018-08-28,68,36.0,,0.36,24.48
2018-08-29,61,36.0,,0.36,21.96
2018-08-30,63,36.0,,0.36,22.68
2018-08-31,62,36.0,,0.36,22.32
2018-09-01,24,30.0,False,0.3,7.199999999999999
2018-09-02,8,30.0,,0.3,2.4
2018-09-03,8,30.0,,0.3,2.4
2018-09-04,100,30.0,,0.3,30.0
2018-09-05,39,30.0,,0.3,11.7
2018-09-06,93,30.0,,0.3,27.9
2018-09-07,59,30.0,,0.3,17.7
2018-09-08,23,30.0,,0.3,6.8999999999999995
2018-09-09,7,30.0,,0.3,2.1
2018-09-10,62,30.0,,0.3,18.599999999999998
2018-09-11,77,30.0,,0.3,23.099999999999998
2018-09-12,88,30.0,,0.3,26.4
2018-09-13,75,30.0,,0.3,22.5
2018-09-14,80,30.0,,0.3,24.0
2018-09-15,0,30.0,,0.3,0.0
2018-09-16,8,30.0,,0.3,2.4
2018-09-17,52,30.0,,0.3,15.6
2018-09-18,74,30.0,,0.3,22.2
2018-09-19,77,30.0,,0.3,23.099999999999998
2018-09-20,93,30.0,,0.3,27.9
2018-09-21,71,30.0,,0.3,21.3
2018-09-22,12,30.0,,0.3,3.5999999999999996
2018-09-23,4,30.0,,0.3,1.2
2018-09-24,82,30.0,,0.3,24.599999999999998
2018-09-25,56,30.0,,0.3,16.8
2018-09-26,45,30.0,,0.3,13.5
2018-09-27,66,30.0,,0.3,19.8
2018-09-28,61,30.0,,0.3,18.3
2018-09-29,4,30.0,,0.3,1.2
2018-09-30,4,30.0,,0.3,1.2
2018-10-01,47,35.0,False,0.35,16.45
2018-10-02,38,35.0,,0.35,13.299999999999999
2018-10-03,40,35.0,,0.35,14.0
2018-10-04,39,35.0,,0.35,13.649999999999999
2018-10-05,49,35.0,,0.35,17.15
2018-10-06,3,35.0,,0.35,1.0499999999999998
2018-10-07,3,35.0,,0.35,1.0499999999999998
2018-10-08,37,35.0,,0.35,12.95
2018-10-09,39,35.0,,0.35,13.649999999999999
2018-10-10,60,35.0,,0.35,21.0
2018-10-11,100,35.0,,0.35,35.0
2018-10-12,90,35.0,,0.35,31.499999999999996
2018-10-13,20,35.0,,0.35,7.0
2018-10-14,0,35.0,,0.35,0.0
2018-10-15,90,35.0,,0.35,31.499999999999996
2018-10-16,76,35.0,,0.35,26.599999999999998
2018-10-17,50,35.0,,0.35,17.5
2018-10-18,47,35.0,,0.35,16.45
2018-10-19,56,35.0,,0.35,19.599999999999998
2018-10-20,5,35.0,,0.35,1.75
2018-10-21,11,35.0,,0.35,3.8499999999999996
2018-10-22,41,35.0,,0.35,14.35
2018-10-23,74,35.0,,0.35,25.9
2018-10-24,60,35.0,,0.35,21.0
2018-10-25,58,35.0,,0.35,20.299999999999997
2018-10-26,77,35.0,,0.35,26.95
2018-10-27,14,35.0,,0.35,4.8999999999999995
2018-10-28,8,35.0,,0.35,2.8
2018-10-29,47,35.0,,0.35,16.45
2018-10-30,53,35.0,,0.35,18.549999999999997
2018-10-31,64,35.0,,0.35,22.4
2018-11-01,82,25.0,False,0.25,20.5
2018-11-02,75,25.0,,0.25,18.75
2018-11-03,0,25.0,,0.25,0.0
2018-11-04,12,25.0,,0.25,3.0
2018-11-05,100,25.0,,0.25,25.0
2018-11-06,73,25.0,,0.25,18.25
2018-11-07,62,25.0,,0.25,15.5
2018-11-08,63,25.0,,0.25,15.75
2018-11-09,69,25.0,,0.25,17.25
2018-11-10,8,25.0,,0.25,2.0
2018-11-11,16,25.0,,0.25,4.0
2018-11-12,44,25.0,,0.25,11.0
2018-11-13,53,25.0,,0.25,13.25
2018-11-14,60,25.0,,0.25,15.0
2018-11-15,70,25.0,,0.25,17.5
2018-11-16,59,25.0,,0.25,14.75
2018-11-17,12,25.0,,0.25,3.0
2018-11-18,8,25.0,,0.25,2.0
2018-11-19,56,25.0,,0.25,14.0
2018-11-20,56,25.0,,0.25,14.0
2018-11-21,85,25.0,,0.25,21.25
2018-11-22,24,25.0,,0.25,6.0
2018-11-23,30,25.0,,0.25,7.5
2018-11-24,23,25.0,,0.25,5.75
2018-11-25,0,25.0,,0.25,0.0
2018-11-26,46,25.0,,0.25,11.5
2018-11-27,58,25.0,,0.25,14.5
2018-11-28,46,25.0,,0.25,11.5
2018-11-29,63,25.0,,0.25,15.75
2018-11-30,46,25.0,,0.25,11.5
2018-12-01,19,29.0,False,0.29,5.51
2018-12-02,7,29.0,,0.29,2.03
2018-12-03,42,29.0,,0.29,12.18
2018-12-04,52,29.0,,0.29,15.079999999999998
2018-12-05,35,29.0,,0.29,10.149999999999999
2018-12-06,52,29.0,,0.29,15.079999999999998
2018-12-07,54,29.0,,0.29,15.659999999999998
2018-12-08,12,29.0,,0.29,3.4799999999999995
2018-12-09,8,29.0,,0.29,2.32
2018-12-10,91,29.0,,0.29,26.389999999999997
2018-12-11,43,29.0,,0.29,12.469999999999999
2018-12-12,63,29.0,,0.29,18.27
2018-12-13,89,29.0,,0.29,25.81
2018-12-14,74,29.0,,0.29,21.459999999999997
2018-12-15,16,29.0,,0.29,4.64
2018-12-16,4,29.0,,0.29,1.16
2018-12-17,67,29.0,,0.29,19.43
2018-12-18,67,29.0,,0.29,19.43
2018-12-19,89,29.0,,0.29,25.81
2018-12-20,80,29.0,,0.29,23.2
2018-12-21,80,29.0,,0.29,23.2
2018-12-22,25,29.0,,0.29,7.249999999999999
2018-12-23,25,29.0,,0.29,7.249999999999999
2018-12-24,93,29.0,,0.29,26.97
2018-12-25,27,29.0,,0.29,7.829999999999999
2018-12-26,100,29.0,,0.29,28.999999999999996
2018-12-27,72,29.0,,0.29,20.88
2018-12-28,92,29.0,,0.29,26.68
2018-12-29,8,29.0,,0.29,2.32
2018-12-30,8,29.0,,0.29,2.32
2018-12-31,69,29.0,,0.29,20.009999999999998
2019-01-01,11,29.0,False,0.29,3.19
2019-01-02,65,29.0,,0.29,18.849999999999998
2019-01-03,100,29.0,,0.29,28.999999999999996
2019-01-04,90,29.0,,0.29,26.099999999999998
2019-01-05,14,29.0,,0.29,4.06
2019-01-06,4,29.0,,0.29,1.16
2019-01-07,55,29.0,,0.29,15.95
2019-01-08,66,29.0,,0.29,19.139999999999997
2019-01-09,71,29.0,,0.29,20.59
2019-01-10,73,29.0,,0.29,21.169999999999998
2019-01-11,69,29.0,,0.29,20.009999999999998
2019-01-12,0,29.0,,0.29,0.0
2019-01-13,11,29.0,,0.29,3.19
2019-01-14,52,29.0,,0.29,15.079999999999998
2019-01-15,58,29.0,,0.29,16.82
2019-01-16,83,29.0,,0.29,24.069999999999997
2019-01-17,45,29.0,,0.29,13.049999999999999
2019-01-18,39,29.0,,0.29,11.309999999999999
2019-01-19,4,29.0,,0.29,1.16
2019-01-20,7,29.0,,0.29,2.03
2019-01-21,25,29.0,,0.29,7.249999999999999
2019-01-22,33,29.0,,0.29,9.569999999999999
2019-01-23,45,29.0,,0.29,13.049999999999999
2019-01-24,63,29.0,,0.29,18.27
2019-01-25,81,29.0,,0.29,23.49
2019-01-26,22,29.0,,0.29,6.38
2019-01-27,4,29.0,,0.29,1.16
2019-01-28,72,29.0,,0.29,20.88
2019-01-29,65,29.0,,0.29,18.849999999999998
2019-01-30,74,29.0,,0.29,21.459999999999997
2019-01-31,81,29.0,,0.29,23.49
2019-02-01,100,24.0,False,0.24,24.0
2019-02-02,14,24.0,,0.24,3.36
2019-02-03,0,24.0,,0.24,0.0
2019-02-04,41,24.0,,0.24,9.84
2019-02-05,73,24.0,,0.24,17.52
2019-02-06,54,24.0,,0.24,12.959999999999999
2019-02-07,36,24.0,,0.24,8.64
2019-02-08,31,24.0,,0.24,7.4399999999999995
2019-02-09,4,24.0,,0.24,0.96
2019-02-10,4,24.0,,0.24,0.96
2019-02-11,46,24.0,,0.24,11.04
2019-02-12,51,24.0,,0.24,12.24
2019-02-13,48,24.0,,0.24,11.52
2019-02-14,39,24.0,,0.24,9.36
2019-02-15,47,24.0,,0.24,11.28
2019-02-16,14,24.0,,0.24,3.36
2019-02-17,0,24.0,,0.24,0.0
2019-02-18,22,24.0,,0.24,5.279999999999999
2019-02-19,84,24.0,,0.24,20.16
2019-02-20,75,24.0,,0.24,18.0
2019-02-21,63,24.0,,0.24,15.12
2019-02-22,64,24.0,,0.24,15.36
2019-02-23,0,24.0,,0.24,0.0
2019-02-24,11,24.0,,0.24,2.6399999999999997
2019-02-25,29,24.0,,0.24,6.96
2019-02-26,66,24.0,,0.24,15.84
2019-02-27,64,24.0,,0.24,15.36
2019-02-28,42,24.0,,0.24,10.08
2019-03-01,46,24.0,False,0.24,11.04
2019-03-02,8,24.0,,0.24,1.92
2019-03-03,12,24.0,,0.24,2.88
2019-03-04,74,24.0,,0.24,17.759999999999998
2019-03-05,60,24.0,,0.24,14.399999999999999
2019-03-06,72,24.0,,0.24,17.28
2019-03-07,56,24.0,,0.24,13.44
2019-03-08,47,24.0,,0.24,11.28
2019-03-09,4,24.0,,0.24,0.96
2019-03-10,4,24.0,,0.24,0.96
2019-03-11,57,24.0,,0.24,13.68
2019-03-12,67,24.0,,0.24,16.08
2019-03-13,100,24.0,,0.24,24.0
2019-03-14,89,24.0,,0.24,21.36
2019-03-15,50,24.0,,0.24,12.0
2019-03-16,8,24.0,,0.24,1.92
2019-03-17,4,24.0,,0.24,0.96
2019-03-18,52,24.0,,0.24,12.48
2019-03-19,46,24.0,,0.24,11.04
2019-03-20,78,24.0,,0.24,18.72
2019-03-21,62,24.0,,0.24,14.879999999999999
2019-03-22,62,24.0,,0.24,14.879999999999999
2019-03-23,4,24.0,,0.24,0.96
2019-03-24,0,24.0,,0.24,0.0
2019-03-25,72,24.0,,0.24,17.28
2019-03-26,62,24.0,,0.24,14.879999999999999
2019-03-27,66,24.0,,0.24,15.84
2019-03-28,91,24.0,,0.24,21.84
2019-03-29,88,24.0,,0.24,21.119999999999997
2019-03-30,13,24.0,,0.24,3.12
2019-03-31,13,24.0,,0.24,3.12
2019-04-01,48,26.0,False,0.26,12.48
2019-04-02,62,26.0,,0.26,16.12
2019-04-03,73,26.0,,0.26,18.98
2019-04-04,80,26.0,,0.26,20.8
2019-04-05,68,26.0,,0.26,17.68
2019-04-06,16,26.0,,0.26,4.16
2019-04-07,4,26.0,,0.26,1.04
2019-04-08,81,26.0,,0.26,21.060000000000002
2019-04-09,67,26.0,,0.26,17.42
2019-04-10,56,26.0,,0.26,14.56
2019-04-11,61,26.0,,0.26,15.860000000000001
2019-04-12,44,26.0,,0.26,11.440000000000001
2019-04-13,0,26.0,,0.26,0.0
2019-04-14,4,26.0,,0.26,1.04
2019-04-15,36,26.0,,0.26,9.36
2019-04-16,56,26.0,,0.26,14.56
2019-04-17,67,26.0,,0.26,17.42
2019-04-18,44,26.0,,0.26,11.440000000000001
2019-04-19,21,26.0,,0.26,5.46
2019-04-20,8,26.0,,0.26,2.08
2019-04-21,4,26.0,,0.26,1.04
2019-04-22,51,26.0,,0.26,13.26
2019-04-23,100,26.0,,0.26,26.0
2019-04-24,97,26.0,,0.26,25.220000000000002
2019-04-25,42,26.0,,0.26,10.92
2019-04-26,30,26.0,,0.26,7.800000000000001
2019-04-27,16,26.0,,0.26,4.16
2019-04-28,0,26.0,,0.26,0.0
2019-04-29,62,26.0,,0.26,16.12
2019-04-30,70,26.0,,0.26,18.2
2019-05-01,80,24.0,False,0.24,19.2
2019-05-02,50,24.0,,0.24,12.0
2019-05-03,55,24.0,,0.24,13.2
2019-05-04,15,24.0,,0.24,3.5999999999999996
2019-05-05,4,24.0,,0.24,0.96
2019-05-06,54,24.0,,0.24,12.959999999999999
2019-05-07,47,24.0,,0.24,11.28
2019-05-08,74,24.0,,0.24,17.759999999999998
2019-05-09,51,24.0,,0.24,12.24
2019-05-10,33,24.0,,0.24,7.92
2019-05-11,0,24.0,,0.24,0.0
2019-05-12,4,24.0,,0.24,0.96
2019-05-13,49,24.0,,0.24,11.76
2019-05-14,72,24.0,,0.24,17.28
2019-05-15,49,24.0,,0.24,11.76
2019-05-16,55,24.0,,0.24,13.2
2019-05-17,40,24.0,,0.24,9.6
2019-05-18,16,24.0,,0.24,3.84
2019-05-19,12,24.0,,0.24,2.88
2019-05-20,52,24.0,,0.24,12.48
2019-05-21,74,24.0,,0.24,17.759999999999998
2019-05-22,33,24.0,,0.24,7.92
2019-05-23,49,24.0,,0.24,11.76
2019-05-24,52,24.0,,0.24,12.48
2019-05-25,8,24.0,,0.24,1.92
2019-05-26,8,24.0,,0.24,1.92
2019-05-27,4,24.0,,0.24,0.96
2019-05-28,46,24.0,,0.24,11.04
2019-05-29,35,24.0,,0.24,8.4
2019-05-30,77,24.0,,0.24,18.48
2019-05-31,100,24.0,,0.24,24.0
2019-06-01,2,37.0,False,0.37,0.74
2019-06-02,2,37.0,,0.37,0.74
2019-06-03,51,37.0,,0.37,18.87
2019-06-04,41,37.0,,0.37,15.17
2019-06-05,41,37.0,,0.37,15.17
2019-06-06,49,37.0,,0.37,18.13
2019-06-07,37,37.0,,0.37,13.69
2019-06-08,4,37.0,,0.37,1.48
2019-06-09,0,37.0,,0.37,0.0
2019-06-10,41,37.0,,0.37,15.17
2019-06-11,36,37.0,,0.37,13.32
2019-06-12,47,37.0,,0.37,17.39
2019-06-13,40,37.0,,0.37,14.8
2019-06-14,49,37.0,,0.37,18.13
2019-06-15,9,37.0,,0.37,3.33
2019-06-16,4,37.0,,0.37,1.48
2019-06-17,40,37.0,,0.37,14.8
2019-06-18,47,37.0,,0.37,17.39
2019-06-19,41,37.0,,0.37,15.17
2019-06-20,98,37.0,,0.37,36.26
2019-06-21,62,37.0,,0.37,22.94
2019-06-22,18,37.0,,0.37,6.66
2019-06-23,2,37.0,,0.37,0.74
2019-06-24,63,37.0,,0.37,23.31
2019-06-25,100,37.0,,0.37,37.0
2019-06-26,60,37.0,,0.37,22.2
2019-06-27,53,37.0,,0.37,19.61
2019-06-28,57,37.0,,0.37,21.09
2019-06-29,4,37.0,,0.37,1.48
2019-06-30,2,37.0,,0.37,0.74
2019-07-01,53,35.0,False,0.35,18.549999999999997
2019-07-02,100,35.0,,0.35,35.0
2019-07-03,50,35.0,,0.35,17.5
2019-07-04,13,35.0,,0.35,4.55
2019-07-05,87,35.0,,0.35,30.45
2019-07-06,17,35.0,,0.35,5.949999999999999
2019-07-07,6,35.0,,0.35,2.0999999999999996
2019-07-08,77,35.0,,0.35,26.95
2019-07-09,68,35.0,,0.35,23.799999999999997
2019-07-10,68,35.0,,0.35,23.799999999999997
2019-07-11,67,35.0,,0.35,23.45
2019-07-12,42,35.0,,0.35,14.7
2019-07-13,17,35.0,,0.35,5.949999999999999
2019-07-14,10,35.0,,0.35,3.5
2019-07-15,62,35.0,,0.35,21.7
2019-07-16,68,35.0,,0.35,23.799999999999997
2019-07-17,90,35.0,,0.35,31.499999999999996
2019-07-18,89,35.0,,0.35,31.15
2019-07-19,85,35.0,,0.35,29.749999999999996
2019-07-20,7,35.0,,0.35,2.4499999999999997
2019-07-21,10,35.0,,0.35,3.5
2019-07-22,45,35.0,,0.35,15.749999999999998
2019-07-23,94,35.0,,0.35,32.9
2019-07-24,67,35.0,,0.35,23.45
2019-07-25,82,35.0,,0.35,28.7
2019-07-26,90,35.0,,0.35,31.499999999999996
2019-07-27,4,35.0,,0.35,1.4
2019-07-28,0,35.0,,0.35,0.0
2019-07-29,60,35.0,,0.35,21.0
2019-07-30,51,35.0,,0.35,17.849999999999998
2019-07-31,97,35.0,,0.35,33.949999999999996
2019-08-01,69,45.0,False,0.45,31.05
2019-08-02,59,45.0,,0.45,26.55
2019-08-03,10,45.0,,0.45,4.5
2019-08-04,3,45.0,,0.45,1.35
2019-08-05,77,45.0,,0.45,34.65
2019-08-06,76,45.0,,0.45,34.2
2019-08-07,80,45.0,,0.45,36.0
2019-08-08,99,45.0,,0.45,44.550000000000004
2019-08-09,100,45.0,,0.45,45.0
2019-08-10,10,45.0,,0.45,4.5
2019-08-11,0,45.0,,0.45,0.0
2019-08-12,90,45.0,,0.45,40.5
2019-08-13,79,45.0,,0.45,35.550000000000004
2019-08-14,87,45.0,,0.45,39.15
2019-08-15,80,45.0,,0.45,36.0
2019-08-16,55,45.0,,0.45,24.75
2019-08-17,10,45.0,,0.45,4.5
2019-08-18,2,45.0,,0.45,0.9
2019-08-19,68,45.0,,0.45,30.6
2019-08-20,54,45.0,,0.45,24.3
2019-08-21,52,45.0,,0.45,23.400000000000002
2019-08-22,67,45.0,,0.45,30.150000000000002
2019-08-23,42,45.0,,0.45,18.900000000000002
2019-08-24,7,45.0,,0.45,3.15
2019-08-25,17,45.0,,0.45,7.65
2019-08-26,73,45.0,,0.45,32.85
2019-08-27,95,45.0,,0.45,42.75
2019-08-28,59,45.0,,0.45,26.55
2019-08-29,81,45.0,,0.45,36.45
2019-08-30,54,45.0,,0.45,24.3
