date,TGT_unscaled,TGT_monthly,isPartial,scale,TGT
2017-12-24,18,59.0,,0.59,10.62
2017-12-25,19,59.0,,0.59,11.209999999999999
2017-12-26,86,59.0,,0.59,50.739999999999995
2017-12-27,75,59.0,,0.59,44.25
2017-12-28,45,59.0,,0.59,26.549999999999997
2017-12-29,45,59.0,,0.59,26.549999999999997
2017-12-30,32,59.0,,0.59,18.88
2017-12-31,13,59.0,,0.59,7.67
2018-01-01,16,84.0,False,0.84,13.44
2018-01-02,100,84.0,,0.84,84.0
2018-01-03,72,84.0,,0.84,60.48
2018-01-04,59,84.0,,0.84,49.559999999999995
2018-01-05,53,84.0,,0.84,44.519999999999996
2018-01-06,16,84.0,,0.84,13.44
2018-01-07,14,84.0,,0.84,11.76
2018-01-08,36,84.0,,0.84,30.24
2018-01-09,72,84.0,,0.84,60.48
2018-01-10,57,84.0,,0.84,47.879999999999995
2018-01-11,74,84.0,,0.84,62.16
2018-01-12,74,84.0,,0.84,62.16
2018-01-13,23,84.0,,0.84,19.32
2018-01-14,17,84.0,,0.84,14.28
2018-01-15,33,84.0,,0.84,27.72
2018-01-16,65,84.0,,0.84,54.6
2018-01-17,55,84.0,,0.84,46.199999999999996
2018-01-18,50,84.0,,0.84,42.0
2018-01-19,44,84.0,,0.84,36.96
2018-01-20,16,84.0,,0.84,13.44
2018-01-21,24,84.0,,0.84,20.16
2018-01-22,30,84.0,,0.84,25.2
2018-01-23,58,84.0,,0.84,48.72
2018-01-24,32,84.0,,0.84,26.88
2018-01-25,38,84.0,,0.84,31.919999999999998
2018-01-26,43,84.0,,0.84,36.12
2018-01-27,7,84.0,,0.84,5.88
2018-01-28,7,84.0,,0.84,5.88
2018-01-29,36,84.0,,0.84,30.24
2018-01-30,40,84.0,,0.84,33.6
2018-01-31,39,84.0,,0.84,32.76
2018-02-01,72,62.0,False,0.62,44.64
2018-02-02,75,62.0,,0.62,46.5
2018-02-03,31,62.0,,0.62,19.22
2018-02-04,27,62.0,,0.62,16.74
2018-02-05,75,62.0,,0.62,46.5
2018-02-06,100,62.0,,0.62,62.0
2018-02-07,83,62.0,,0.62,51.46
2018-02-08,88,62.0,,0.62,54.56
2018-02-09,63,62.0,,0.62,39.06
2018-02-10,31,62.0,,0.62,19.22
2018-02-11,18,62.0,,0.62,11.16
2018-02-12,59,62.0,,0.62,36.58
2018-02-13,59,62.0,,0.62,36.58
2018-02-14,67,62.0,,0.62,41.54
2018-02-15,71,62.0,,0.62,44.02
2018-02-16,69,62.0,,0.62,42.78
2018-02-17,32,62.0,,0.62,19.84
2018-02-18,22,62.0,,0.62,13.64
2018-02-19,24,62.0,,0.62,14.879999999999999
2018-02-20,56,62.0,,0.62,34.72
2018-02-21,83,62.0,,0.62,51.46
2018-02-22,52,62.0,,0.62,32.24
2018-02-23,48,62.0,,0.62,29.759999999999998
2018-02-24,21,62.0,,0.62,13.02
2018-02-25,9,62.0,,0.62,5.58
2018-02-26,68,62.0,,0.62,42.16
2018-02-27,64,62.0,,0.62,39.68
2018-02-28,60,62.0,,0.62,37.2
2018-03-01,36,61.0,False,0.61,21.96
2018-03-02,27,61.0,,0.61,16.47
2018-03-03,10,61.0,,0.61,6.1
2018-03-04,10,61.0,,0.61,6.1
2018-03-05,42,61.0,,0.61,25.62
2018-03-06,100,61.0,,0.61,61.0
2018-03-07,45,61.0,,0.61,27.45
2018-03-08,44,61.0,,0.61,26.84
2018-03-09,30,61.0,,0.61,18.3
2018-03-10,14,61.0,,0.61,8.54
2018-03-11,11,61.0,,0.61,6.71
2018-03-12,24,61.0,,0.61,14.64
2018-03-13,28,61.0,,0.61,17.08
2018-03-14,30,61.0,,0.61,18.3
2018-03-15,25,61.0,,0.61,15.25
2018-03-16,27,61.0,,0.61,16.47
2018-03-17,13,61.0,,0.61,7.93
2018-03-18,16,61.0,,0.61,9.76
2018-03-19,19,61.0,,0.61,11.59
2018-03-20,35,61.0,,0.61,21.349999999999998
2018-03-21,32,61.0,,0.61,19.52
2018-03-22,32,61.0,,0.61,19.52
2018-03-23,50,61.0,,0.61,30.5
2018-03-24,10,61.0,,0.61,6.1
2018-03-25,12,61.0,,0.61,7.32
2018-03-26,17,61.0,,0.61,10.37
2018-03-27,29,61.0,,0.61,17.69
2018-03-28,29,61.0,,0.61,17.69
2018-03-29,35,61.0,,0.61,21.349999999999998
2018-03-30,18,61.0,,0.61,10.98
2018-03-31,10,61.0,,0.61,6.1
2018-04-01,19,47.0,False,0.47,8.93
2018-04-02,81,47.0,,0.47,38.07
2018-04-03,100,47.0,,0.47,47.0
2018-04-04,68,47.0,,0.47,31.959999999999997
2018-04-05,97,47.0,,0.47,45.589999999999996
2018-04-06,69,47.0,,0.47,32.43
2018-04-07,48,47.0,,0.47,22.56
2018-04-08,31,47.0,,0.47,14.569999999999999
2018-04-09,94,47.0,,0.47,44.18
2018-04-10,79,47.0,,0.47,37.129999999999995
2018-04-11,56,47.0,,0.47,26.32
2018-04-12,83,47.0,,0.47,39.01
2018-04-13,58,47.0,,0.47,27.259999999999998
2018-04-14,23,47.0,,0.47,10.809999999999999
2018-04-15,31,47.0,,0.47,14.569999999999999
2018-04-16,51,47.0,,0.47,23.97
2018-04-17,89,47.0,,0.47,41.83
2018-04-18,64,47.0,,0.47,30.08
2018-04-19,94,47.0,,0.47,44.18
2018-04-20,35,47.0,,0.47,16.45
2018-04-21,28,47.0,,0.47,13.16
2018-04-22,23,47.0,,0.47,10.809999999999999
2018-04-23,76,47.0,,0.47,35.72
2018-04-24,59,47.0,,0.47,27.729999999999997
2018-04-25,55,47.0,,0.47,25.849999999999998
2018-04-26,48,47.0,,0.47,22.56
2018-04-27,76,47.0,,0.47,35.72
2018-04-28,18,47.0,,0.47,8.459999999999999
2018-04-29,27,47.0,,0.47,12.69
2018-04-30,63,47.0,,0.47,29.61
2018-05-01,26,50.0,False,0.5,13.0
2018-05-02,34,50.0,,0.5,17.0
2018-05-03,24,50.0,,0.5,12.0
2018-05-04,20,50.0,,0.5,10.0
2018-05-05,18,50.0,,0.5,9.0
2018-05-06,10,50.0,,0.5,5.0
2018-05-07,41,50.0,,0.5,20.5
2018-05-08,34,50.0,,0.5,17.0
2018-05-09,26,50.0,,0.5,13.0
2018-05-10,35,50.0,,0.5,17.5
2018-05-11,22,50.0,,0.5,11.0
2018-05-12,10,50.0,,0.5,5.0
2018-05-13,4,50.0,,0.5,2.0
2018-05-14,32,50.0,,0.5,16.0
2018-05-15,34,50.0,,0.5,17.0
2018-05-16,29,50.0,,0.5,14.5
2018-05-17,41,50.0,,0.5,20.5
2018-05-18,33,50.0,,0.5,16.5
2018-05-19,6,50.0,,0.5,3.0
2018-05-20,4,50.0,,0.5,2.0
2018-05-21,42,50.0,,0.5,21.0
2018-05-22,28,50.0,,0.5,14.0
2018-05-23,100,50.0,,0.5,50.0
2018-05-24,47,50.0,,0.5,23.5
2018-05-25,40,50.0,,0.5,20.0
2018-05-26,10,50.0,,0.5,5.0
2018-05-27,6,50.0,,0.5,3.0
2018-05-28,18,50.0,,0.5,9.0
2018-05-29,25,50.0,,0.5,12.5
2018-05-30,31,50.0,,0.5,15.5
2018-05-31,20,50.0,,0.5,10.0
2018-06-01,23,50.0,False,0.5,11.5
2018-06-02,36,50.0,,0.5,18.0
2018-06-03,22,50.0,,0.5,11.0
2018-06-04,92,50.0,,0.5,46.0
2018-06-05,100,50.0,,0.5,50.0
2018-06-06,79,50.0,,0.5,39.5
2018-06-07,72,50.0,,0.5,36.0
2018-06-08,85,50.0,,0.5,42.5
2018-06-09,18,50.0,,0.5,9.0
2018-06-10,27,50.0,,0.5,13.5
2018-06-11,76,50.0,,0.5,38.0
2018-06-12,76,50.0,,0.5,38.0
2018-06-13,93,50.0,,0.5,46.5
2018-06-14,90,50.0,,0.5,45.0
2018-06-15,70,50.0,,0.5,35.0
2018-06-16,31,50.0,,0.5,15.5
2018-06-17,18,50.0,,0.5,9.0
2018-06-18,57,50.0,,0.5,28.5
2018-06-19,56,50.0,,0.5,28.0
2018-06-20,96,50.0,,0.5,48.0
2018-06-21,76,50.0,,0.5,38.0
2018-06-22,69,50.0,,0.5,34.5
2018-06-23,35,50.0,,0.5,17.5
2018-06-24,23,50.0,,0.5,11.5
2018-06-25,79,50.0,,0.5,39.5
2018-06-26,69,50.0,,0.5,34.5
2018-06-27,64,50.0,,0.5,32.0
2018-06-28,81,50.0,,0.5,40.5
2018-06-29,71,50.0,,0.5,35.5
2018-06-30,49,50.0,,0.5,24.5
2018-07-01,25,44.0,False,0.44,11.0
2018-07-02,60,44.0,,0.44,26.4
2018-07-03,100,44.0,,0.44,44.0
2018-07-04,40,44.0,,0.44,17.6
2018-07-05,78,44.0,,0.44,34.32
2018-07-06,47,44.0,,0.44,20.68
2018-07-07,15,44.0,,0.44,6.6
2018-07-08,39,44.0,,0.44,17.16
2018-07-09,71,44.0,,0.44,31.24
2018-07-10,95,44.0,,0.44,41.8
2018-07-11,56,44.0,,0.44,24.64
2018-07-12,66,44.0,,0.44,29.04
2018-07-13,63,44.0,,0.44,27.72
2018-07-14,10,44.0,,0.44,4.4
2018-07-15,34,44.0,,0.44,14.96
2018-07-16,56,44.0,,0.44,24.64
2018-07-17,64,44.0,,0.44,28.16
2018-07-18,77,44.0,,0.44,33.88
2018-07-19,84,44.0,,0.44,36.96
2018-07-20,62,44.0,,0.44,27.28
2018-07-21,20,44.0,,0.44,8.8
2018-07-22,20,44.0,,0.44,8.8
2018-07-23,86,44.0,,0.44,37.84
2018-07-24,77,44.0,,0.44,33.88
2018-07-25,50,44.0,,0.44,22.0
2018-07-26,100,44.0,,0.44,44.0
2018-07-27,89,44.0,,0.44,39.160000000000004
2018-07-28,40,44.0,,0.44,17.6
2018-07-29,46,44.0,,0.44,20.24
2018-07-30,82,44.0,,0.44,36.08
2018-07-31,58,44.0,,0.44,25.52
2018-08-01,15,63.0,False,0.63,9.45
2018-08-02,19,63.0,,0.63,11.97
2018-08-03,15,63.0,,0.63,9.45
2018-08-04,9,63.0,,0.63,5.67
2018-08-05,3,63.0,,0.63,1.8900000000000001
2018-08-06,19,63.0,,0.63,11.97
2018-08-07,17,63.0,,0.63,10.71
2018-08-08,14,63.0,,0.63,8.82
2018-08-09,16,63.0,,0.63,10.08
2018-08-10,19,63.0,,0.63,11.97
2018-08-11,9,63.0,,0.63,5.67
2018-08-12,5,63.0,,0.63,3.15
2018-08-13,15,63.0,,0.63,9.45
2018-08-14,13,63.0,,0.63,8.19
2018-08-15,20,63.0,,0.63,12.6
2018-08-16,26,63.0,,0.63,16.38
2018-08-17,30,63.0,,0.63,18.9
2018-08-18,9,63.0,,0.63,5.67
2018-08-19,6,63.0,,0.63,3.7800000000000002
2018-08-20,23,63.0,,0.63,14.49
2018-08-21,49,63.0,,0.63,30.87
2018-08-22,100,63.0,,0.63,63.0
2018-08-23,37,63.0,,0.63,23.31
2018-08-24,25,63.0,,0.63,15.75
2018-08-25,12,63.0,,0.63,7.5600000000000005
2018-08-26,7,63.0,,0.63,4.41
2018-08-27,17,63.0,,0.63,10.71
2018-08-28,20,63.0,,0.63,12.6
2018-08-29,18,63.0,,0.63,11.34
2018-08-30,19,63.0,,0.63,11.97
2018-08-31,15,63.0,,0.63,9.45
2018-09-01,5,54.0,False,0.54,2.7
2018-09-02,7,54.0,,0.54,3.7800000000000002
2018-09-03,16,54.0,,0.54,8.64
2018-09-04,32,54.0,,0.54,17.28
2018-09-05,30,54.0,,0.54,16.200000000000003
2018-09-06,29,54.0,,0.54,15.66
2018-09-07,100,54.0,,0.54,54.0
2018-09-08,65,54.0,,0.54,35.1
2018-09-09,32,54.0,,0.54,17.28
2018-09-10,78,54.0,,0.54,42.120000000000005
2018-09-11,64,54.0,,0.54,34.56
2018-09-12,63,54.0,,0.54,34.02
2018-09-13,53,54.0,,0.54,28.62
2018-09-14,44,54.0,,0.54,23.76
2018-09-15,26,54.0,,0.54,14.040000000000001
2018-09-16,16,54.0,,0.54,8.64
2018-09-17,47,54.0,,0.54,25.380000000000003
2018-09-18,45,54.0,,0.54,24.3
2018-09-19,32,54.0,,0.54,17.28
2018-09-20,26,54.0,,0.54,14.040000000000001
2018-09-21,45,54.0,,0.54,24.3
2018-09-22,22,54.0,,0.54,11.88
2018-09-23,7,54.0,,0.54,3.7800000000000002
2018-09-24,30,54.0,,0.54,16.200000000000003
2018-09-25,46,54.0,,0.54,24.840000000000003
2018-09-26,27,54.0,,0.54,14.580000000000002
2018-09-27,34,54.0,,0.54,18.36
2018-09-28,30,54.0,,0.54,16.200000000000003
2018-09-29,12,54.0,,0.54,6.48
2018-09-30,9,54.0,,0.54,4.86
2018-10-01,50,41.0,False,0.41,20.5
2018-10-02,51,41.0,,0.41,20.91
2018-10-03,61,41.0,,0.41,25.009999999999998
2018-10-04,62,41.0,,0.41,25.419999999999998
2018-10-05,45,41.0,,0.41,18.45
2018-10-06,18,41.0,,0.41,7.38
2018-10-07,47,41.0,,0.41,19.27
2018-10-08,37,41.0,,0.41,15.17
2018-10-09,48,41.0,,0.41,19.68
2018-10-10,59,41.0,,0.41,24.189999999999998
2018-10-11,60,41.0,,0.41,24.599999999999998
2018-10-12,74,41.0,,0.41,30.34
2018-10-13,27,41.0,,0.41,11.069999999999999
2018-10-14,22,41.0,,0.41,9.02
2018-10-15,81,41.0,,0.41,33.21
2018-10-16,48,41.0,,0.41,19.68
2018-10-17,55,41.0,,0.41,22.549999999999997
2018-10-18,49,41.0,,0.41,20.09
2018-10-19,12,41.0,,0.41,4.92
2018-10-20,13,41.0,,0.41,5.33
2018-10-21,13,41.0,,0.41,5.33
2018-10-22,37,41.0,,0.41,15.17
2018-10-23,61,41.0,,0.41,25.009999999999998
2018-10-24,64,41.0,,0.41,26.24
2018-10-25,56,41.0,,0.41,22.959999999999997
2018-10-26,50,41.0,,0.41,20.5
2018-10-27,44,41.0,,0.41,18.04
2018-10-28,17,41.0,,0.41,6.97
2018-10-29,72,41.0,,0.41,29.52
2018-10-30,100,41.0,,0.41,41.0
2018-10-31,49,41.0,,0.41,20.09
2018-11-01,20,61.0,False,0.61,12.2
2018-11-02,24,61.0,,0.61,14.64
2018-11-03,2,61.0,,0.61,1.22
2018-11-04,7,61.0,,0.61,4.27
2018-11-05,17,61.0,,0.61,10.37
2018-11-06,17,61.0,,0.61,10.37
2018-11-07,14,61.0,,0.61,8.54
2018-11-08,15,61.0,,0.61,9.15
2018-11-09,17,61.0,,0.61,10.37
2018-11-10,5,61.0,,0.61,3.05
2018-11-11,0,61.0,,0.61,0.0
2018-11-12,12,61.0,,0.61,7.32
2018-11-13,10,61.0,,0.61,6.1
2018-11-14,16,61.0,,0.61,9.76
2018-11-15,22,61.0,,0.61,13.42
2018-11-16,19,61.0,,0.61,11.59
2018-11-17,11,61.0,,0.61,6.71
2018-11-18,7,61.0,,0.61,4.27
2018-11-19,19,61.0,,0.61,11.59
2018-11-20,100,61.0,,0.61,61.0
2018-11-21,47,61.0,,0.61,28.669999999999998
2018-11-22,13,61.0,,0.61,7.93
2018-11-23,24,61.0,,0.61,14.64
2018-11-24,11,61.0,,0.61,6.71
2018-11-25,16,61.0,,0.61,9.76
2018-11-26,33,61.0,,0.61,20.13
2018-11-27,30,61.0,,0.61,18.3
2018-11-28,25,61.0,,0.61,15.25
2018-11-29,31,61.0,,0.61,18.91
2018-11-30,26,61.0,,0.61,15.86
2018-12-01,41,54.0,False,0.54,22.14
2018-12-02,19,54.0,,0.54,10.260000000000002
2018-12-03,86,54.0,,0.54,46.440000000000005
2018-12-04,71,54.0,,0.54,38.34
2018-12-05,41,54.0,,0.54,22.14
2018-12-06,75,54.0,,0.54,40.5
2018-12-07,74,54.0,,0.54,39.96
2018-12-08,24,54.0,,0.54,12.96
2018-12-09,30,54.0,,0.54,16.200000000000003
2018-12-10,94,54.0,,0.54,50.760000000000005
2018-12-11,69,54.0,,0.54,37.260000000000005
2018-12-12,92,54.0,,0.54,49.68000000000001
2018-12-13,62,54.0,,0.54,33.480000000000004
2018-12-14,97,54.0,,0.54,52.38
2018-12-15,28,54.0,,0.54,15.120000000000001
2018-12-16,32,54.0,,0.54,17.28
2018-12-17,73,54.0,,0.54,39.42
2018-12-18,89,54.0,,0.54,48.06
2018-12-19,72,54.0,,0.54,38.88
2018-12-20,66,54.0,,0.54,35.64
2018-12-21,94,54.0,,0.54,50.760000000000005
2018-12-22,21,54.0,,0.54,11.34
2018-12-23,29,54.0,,0.54,15.66
2018-12-24,65,54.0,,0.54,35.1
2018-12-25,41,54.0,,0.54,22.14
2018-12-26,100,54.0,,0.54,54.0
2018-12-27,90,54.0,,0.54,48.6
2018-12-28,74,54.0,,0.54,39.96
2018-12-29,8,54.0,,0.54,4.32
2018-12-30,16,54.0,,0.54,8.64
2018-12-31,65,54.0,,0.54,35.1
2019-01-01,13,54.0,False,0.54,7.0200000000000005
2019-01-02,34,54.0,,0.54,18.36
2019-01-03,47,54.0,,0.54,25.380000000000003
2019-01-04,38,54.0,,0.54,20.520000000000003
2019-01-05,21,54.0,,0.54,11.34
2019-01-06,21,54.0,,0.54,11.34
2019-01-07,53,54.0,,0.54,28.62
2019-01-08,40,54.0,,0.54,21.6
2019-01-09,59,54.0,,0.54,31.860000000000003
2019-01-10,100,54.0,,0.54,54.0
2019-01-11,53,54.0,,0.54,28.62
2019-01-12,17,54.0,,0.54,9.18
2019-01-13,12,54.0,,0.54,6.48
2019-01-14,34,54.0,,0.54,18.36
2019-01-15,56,54.0,,0.54,30.240000000000002
2019-01-16,50,54.0,,0.54,27.0
2019-01-17,58,54.0,,0.54,31.32
2019-01-18,59,54.0,,0.54,31.860000000000003
2019-01-19,19,54.0,,0.54,10.260000000000002
2019-01-20,16,54.0,,0.54,8.64
2019-01-21,16,54.0,,0.54,8.64
2019-01-22,35,54.0,,0.54,18.900000000000002
2019-01-23,37,54.0,,0.54,19.98
2019-01-24,26,54.0,,0.54,14.040000000000001
2019-01-25,31,54.0,,0.54,16.740000000000002
2019-01-26,29,54.0,,0.54,15.66
2019-01-27,10,54.0,,0.54,5.4
2019-01-28,43,54.0,,0.54,23.220000000000002
2019-01-29,47,54.0,,0.54,25.380000000000003
2019-01-30,45,54.0,,0.54,24.3
2019-01-31,49,54.0,,0.54,26.46
2019-02-01,63,47.0,False,0.47,29.61
2019-02-02,26,47.0,,0.47,12.219999999999999
2019-02-03,35,47.0,,0.47,16.45
2019-02-04,75,47.0,,0.47,35.25
2019-02-05,90,47.0,,0.47,42.3
2019-02-06,92,47.0,,0.47,43.239999999999995
2019-02-07,55,47.0,,0.47,25.849999999999998
2019-02-08,60,47.0,,0.47,28.2
2019-02-09,13,47.0,,0.47,6.109999999999999
2019-02-10,9,47.0,,0.47,4.2299999999999995
2019-02-11,74,47.0,,0.47,34.78
2019-02-12,59,47.0,,0.47,27.729999999999997
2019-02-13,77,47.0,,0.47,36.19
2019-02-14,90,47.0,,0.47,42.3
2019-02-15,94,47.0,,0.47,44.18
2019-02-16,53,47.0,,0.47,24.91
2019-02-17,27,47.0,,0.47,12.69
2019-02-18,27,47.0,,0.47,12.69
2019-02-19,100,47.0,,0.47,47.0
2019-02-20,82,47.0,,0.47,38.54
2019-02-21,55,47.0,,0.47,25.849999999999998
2019-02-22,67,47.0,,0.47,31.49
2019-02-23,43,47.0,,0.47,20.209999999999997
2019-02-24,31,47.0,,0.47,14.569999999999999
2019-02-25,79,47.0,,0.47,37.129999999999995
2019-02-26,71,47.0,,0.47,33.37
2019-02-27,50,47.0,,0.47,23.5
2019-02-28,97,47.0,,0.47,45.589999999999996
2019-03-01,28,60.0,False,0.6,16.8
2019-03-02,11,60.0,,0.6,6.6
2019-03-03,14,60.0,,0.6,8.4
2019-03-04,36,60.0,,0.6,21.599999999999998
2019-03-05,100,60.0,,0.6,60.0
2019-03-06,52,60.0,,0.6,31.2
2019-03-07,38,60.0,,0.6,22.8
2019-03-08,32,60.0,,0.6,19.2
2019-03-09,14,60.0,,0.6,8.4
2019-03-10,14,60.0,,0.6,8.4
2019-03-11,28,60.0,,0.6,16.8
2019-03-12,24,60.0,,0.6,14.399999999999999
2019-03-13,28,60.0,,0.6,16.8
2019-03-14,19,60.0,,0.6,11.4
2019-03-15,17,60.0,,0.6,10.2
2019-03-16,4,60.0,,0.6,2.4
2019-03-17,4,60.0,,0.6,2.4
2019-03-18,17,60.0,,0.6,10.2
2019-03-19,25,60.0,,0.6,15.0
2019-03-20,26,60.0,,0.6,15.6
2019-03-21,22,60.0,,0.6,13.2
2019-03-22,18,60.0,,0.6,10.799999999999999
2019-03-23,10,60.0,,0.6,6.0
2019-03-24,5,60.0,,0.6,3.0
2019-03-25,20,60.0,,0.6,12.0
2019-03-26,24,60.0,,0.6,14.399999999999999
2019-03-27,26,60.0,,0.6,15.6
2019-03-28,16,60.0,,0.6,9.6
2019-03-29,23,60.0,,0.6,13.799999999999999
2019-03-30,11,60.0,,0.6,6.6
2019-03-31,16,60.0,,0.6,9.6
2019-04-01,51,49.0,False,0.49,24.99
2019-04-02,48,49.0,,0.49,23.52
2019-04-03,46,49.0,,0.49,22.54
2019-04-04,53,49.0,,0.49,25.97
2019-04-05,59,49.0,,0.49,28.91
2019-04-06,14,49.0,,0.49,6.859999999999999
2019-04-07,31,49.0,,0.49,15.19
2019-04-08,51,49.0,,0.49,24.99
2019-04-09,53,49.0,,0.49,25.97
2019-04-10,60,49.0,,0.49,29.4
2019-04-11,37,49.0,,0.49,18.13
2019-04-12,61,49.0,,0.49,29.89
2019-04-13,21,49.0,,0.49,10.29
2019-04-14,38,49.0,,0.49,18.62
2019-04-15,40,49.0,,0.49,19.6
2019-04-16,54,49.0,,0.49,26.46
2019-04-17,23,49.0,,0.49,11.27
2019-04-18,41,49.0,,0.49,20.09
2019-04-19,40,49.0,,0.49,19.6
2019-04-20,17,49.0,,0.49,8.33
2019-04-21,37,49.0,,0.49,18.13
2019-04-22,44,49.0,,0.49,21.56
2019-04-23,46,49.0,,0.49,22.54
2019-04-24,38,49.0,,0.49,18.62
2019-04-25,65,49.0,,0.49,31.849999999999998
2019-04-26,100,49.0,,0.49,49.0
2019-04-27,45,49.0,,0.49,22.05
2019-04-28,27,49.0,,0.49,13.23
2019-04-29,74,49.0,,0.49,36.26
2019-04-30,83,49.0,,0.49,40.67
2019-05-01,35,65.0,False,0.65,22.75
2019-05-02,33,65.0,,0.65,21.45
2019-05-03,29,65.0,,0.65,18.85
2019-05-04,10,65.0,,0.65,6.5
2019-05-05,13,65.0,,0.65,8.450000000000001
2019-05-06,30,65.0,,0.65,19.5
2019-05-07,19,65.0,,0.65,12.35
2019-05-08,22,65.0,,0.65,14.3
2019-05-09,21,65.0,,0.65,13.65
2019-05-10,26,65.0,,0.65,16.900000000000002
2019-05-11,6,65.0,,0.65,3.9000000000000004
2019-05-12,8,65.0,,0.65,5.2
2019-05-13,27,65.0,,0.65,17.55
2019-05-14,24,65.0,,0.65,15.600000000000001
2019-05-15,27,65.0,,0.65,17.55
2019-05-16,24,65.0,,0.65,15.600000000000001
2019-05-17,25,65.0,,0.65,16.25
2019-05-18,6,65.0,,0.65,3.9000000000000004
2019-05-19,7,65.0,,0.65,4.55
2019-05-20,32,65.0,,0.65,20.8
2019-05-21,36,65.0,,0.65,23.400000000000002
2019-05-22,100,65.0,,0.65,65.0
2019-05-23,68,65.0,,0.65,44.2
2019-05-24,44,65.0,,0.65,28.6
2019-05-25,23,65.0,,0.65,14.950000000000001
2019-05-26,6,65.0,,0.65,3.9000000000000004
2019-05-27,12,65.0,,0.65,7.800000000000001
2019-05-28,26,65.0,,0.65,16.900000000000002
2019-05-29,25,65.0,,0.65,16.25
2019-05-30,29,65.0,,0.65,18.85
2019-05-31,30,65.0,,0.65,19.5
2019-06-01,50,51.0,False,0.51,25.5
2019-06-02,14,51.0,,0.51,7.140000000000001
2019-06-03,85,51.0,,0.51,43.35
2019-06-04,100,51.0,,0.51,51.0
2019-06-05,63,51.0,,0.51,32.13
2019-06-06,45,51.0,,0.51,22.95
2019-06-07,65,51.0,,0.51,33.15
2019-06-08,25,51.0,,0.51,12.75
2019-06-09,11,51.0,,0.51,5.61
2019-06-10,60,51.0,,0.51,30.6
2019-06-11,60,51.0,,0.51,30.6
2019-06-12,85,51.0,,0.51,43.35
2019-06-13,61,51.0,,0.51,31.11
2019-06-14,65,51.0,,0.51,33.15
2019-06-15,35,51.0,,0.51,17.85
2019-06-16,25,51.0,,0.51,12.75
2019-06-17,82,51.0,,0.51,41.82
2019-06-18,83,51.0,,0.51,42.33
2019-06-19,56,51.0,,0.51,28.560000000000002
2019-06-20,57,51.0,,0.51,29.07
2019-06-21,37,51.0,,0.51,18.87
2019-06-22,32,51.0,,0.51,16.32
2019-06-23,22,51.0,,0.51,11.22
2019-06-24,30,51.0,,0.51,15.3
2019-06-25,49,51.0,,0.51,24.990000000000002
2019-06-26,72,51.0,,0.51,36.72
2019-06-27,52,51.0,,0.51,26.52
2019-06-28,52,51.0,,0.51,26.52
2019-06-29,32,51.0,,0.51,16.32
2019-06-30,22,51.0,,0.51,11.22
2019-07-01,61,50.0,False,0.5,30.5
2019-07-02,84,50.0,,0.5,42.0
2019-07-03,96,50.0,,0.5,48.0
2019-07-04,26,50.0,,0.5,13.0
2019-07-05,100,50.0,,0.5,50.0
2019-07-06,22,50.0,,0.5,11.0
2019-07-07,13,50.0,,0.5,6.5
2019-07-08,56,50.0,,0.5,28.0
2019-07-09,69,50.0,,0.5,34.5
2019-07-10,95,50.0,,0.5,47.5
2019-07-11,98,50.0,,0.5,49.0
2019-07-12,59,50.0,,0.5,29.5
2019-07-13,36,50.0,,0.5,18.0
2019-07-14,23,50.0,,0.5,11.5
2019-07-15,88,50.0,,0.5,44.0
2019-07-16,95,50.0,,0.5,47.5
2019-07-17,75,50.0,,0.5,37.5
2019-07-18,65,50.0,,0.5,32.5
2019-07-19,40,50.0,,0.5,20.0
2019-07-20,30,50.0,,0.5,15.0
2019-07-21,4,50.0,,0.5,2.0
2019-07-22,81,50.0,,0.5,40.5
2019-07-23,80,50.0,,0.5,40.0
2019-07-24,87,50.0,,0.5,43.5
2019-07-25,79,50.0,,0.5,39.5
2019-07-26,61,50.0,,0.5,30.5
2019-07-27,27,50.0,,0.5,13.5
2019-07-28,32,50.0,,0.5,16.0
2019-07-29,70,50.0,,0.5,35.0
2019-07-30,59,50.0,,0.5,29.5
2019-07-31,75,50.0,,0.5,37.5
2019-08-01,9,99.0,False,0.99,8.91
2019-08-02,7,99.0,,0.99,6.93
2019-08-03,3,99.0,,0.99,2.9699999999999998
2019-08-04,3,99.0,,0.99,2.9699999999999998
2019-08-05,13,99.0,,0.99,12.87
2019-08-06,9,99.0,,0.99,8.91
2019-08-07,7,99.0,,0.99,6.93
2019-08-08,8,99.0,,0.99,7.92
2019-08-09,9,99.0,,0.99,8.91
2019-08-10,2,99.0,,0.99,1.98
2019-08-11,3,99.0,,0.99,2.9699999999999998
2019-08-12,14,99.0,,0.99,13.86
2019-08-13,12,99.0,,0.99,11.879999999999999
2019-08-14,10,99.0,,0.99,9.9
2019-08-15,14,99.0,,0.99,13.86
2019-08-16,14,99.0,,0.99,13.86
2019-08-17,5,99.0,,0.99,4.95
2019-08-18,5,99.0,,0.99,4.95
2019-08-19,19,99.0,,0.99,18.81
2019-08-20,21,99.0,,0.99,20.79
2019-08-21,100,99.0,,0.99,99.0
2019-08-22,55,99.0,,0.99,54.45
2019-08-23,37,99.0,,0.99,36.63
2019-08-24,6,99.0,,0.99,5.9399999999999995
2019-08-25,8,99.0,,0.99,7.92
2019-08-26,19,99.0,,0.99,18.81
2019-08-27,19,99.0,,0.99,18.81
2019-08-28,17,99.0,,0.99,16.83
2019-08-29,18,99.0,,0.99,17.82
