date,VZ_unscaled,VZ_monthly,isPartial,scale,VZ
2017-12-17,31,74.0,,0.74,22.94
2017-12-18,69,74.0,,0.74,51.06
2017-12-19,68,74.0,,0.74,50.32
2017-12-20,63,74.0,,0.74,46.62
2017-12-21,72,74.0,,0.74,53.28
2017-12-22,55,74.0,,0.74,40.7
2017-12-23,29,74.0,,0.74,21.46
2017-12-24,27,74.0,,0.74,19.98
2017-12-25,30,74.0,,0.74,22.2
2017-12-26,65,74.0,,0.74,48.1
2017-12-27,71,74.0,,0.74,52.54
2017-12-28,66,74.0,,0.74,48.839999999999996
2017-12-29,65,74.0,,0.74,48.1
2017-12-30,32,74.0,,0.74,23.68
2017-12-31,14,74.0,,0.74,10.36
2018-01-01,31,74.0,False,0.74,22.94
2018-01-02,53,74.0,,0.74,39.22
2018-01-03,67,74.0,,0.74,49.58
2018-01-04,59,74.0,,0.74,43.66
2018-01-05,63,74.0,,0.74,46.62
2018-01-06,20,74.0,,0.74,14.8
2018-01-07,31,74.0,,0.74,22.94
2018-01-08,60,74.0,,0.74,44.4
2018-01-09,60,74.0,,0.74,44.4
2018-01-10,53,74.0,,0.74,39.22
2018-01-11,56,74.0,,0.74,41.44
2018-01-12,51,74.0,,0.74,37.74
2018-01-13,36,74.0,,0.74,26.64
2018-01-14,23,74.0,,0.74,17.02
2018-01-15,34,74.0,,0.74,25.16
2018-01-16,54,74.0,,0.74,39.96
2018-01-17,46,74.0,,0.74,34.04
2018-01-18,77,74.0,,0.74,56.98
2018-01-19,69,74.0,,0.74,51.06
2018-01-20,31,74.0,,0.74,22.94
2018-01-21,30,74.0,,0.74,22.2
2018-01-22,64,74.0,,0.74,47.36
2018-01-23,100,74.0,,0.74,74.0
2018-01-24,71,74.0,,0.74,52.54
2018-01-25,68,74.0,,0.74,50.32
2018-01-26,69,74.0,,0.74,51.06
2018-01-27,27,74.0,,0.74,19.98
2018-01-28,39,74.0,,0.74,28.86
2018-01-29,56,74.0,,0.74,41.44
2018-01-30,55,74.0,,0.74,40.7
2018-01-31,64,74.0,,0.74,47.36
2018-02-01,70,71.0,False,0.71,49.699999999999996
2018-02-02,67,71.0,,0.71,47.57
2018-02-03,52,71.0,,0.71,36.92
2018-02-04,28,71.0,,0.71,19.88
2018-02-05,58,71.0,,0.71,41.18
2018-02-06,100,71.0,,0.71,71.0
2018-02-07,88,71.0,,0.71,62.48
2018-02-08,85,71.0,,0.71,60.349999999999994
2018-02-09,83,71.0,,0.71,58.93
2018-02-10,39,71.0,,0.71,27.689999999999998
2018-02-11,26,71.0,,0.71,18.46
2018-02-12,79,71.0,,0.71,56.089999999999996
2018-02-13,72,71.0,,0.71,51.12
2018-02-14,61,71.0,,0.71,43.309999999999995
2018-02-15,63,71.0,,0.71,44.73
2018-02-16,66,71.0,,0.71,46.86
2018-02-17,31,71.0,,0.71,22.009999999999998
2018-02-18,31,71.0,,0.71,22.009999999999998
2018-02-19,34,71.0,,0.71,24.14
2018-02-20,60,71.0,,0.71,42.599999999999994
2018-02-21,60,71.0,,0.71,42.599999999999994
2018-02-22,65,71.0,,0.71,46.15
2018-02-23,74,71.0,,0.71,52.54
2018-02-24,32,71.0,,0.71,22.72
2018-02-25,36,71.0,,0.71,25.56
2018-02-26,55,71.0,,0.71,39.05
2018-02-27,64,71.0,,0.71,45.44
2018-02-28,77,71.0,,0.71,54.669999999999995
2018-03-01,73,65.0,False,0.65,47.45
2018-03-02,76,65.0,,0.65,49.4
2018-03-03,34,65.0,,0.65,22.1
2018-03-04,30,65.0,,0.65,19.5
2018-03-05,62,65.0,,0.65,40.300000000000004
2018-03-06,63,65.0,,0.65,40.95
2018-03-07,73,65.0,,0.65,47.45
2018-03-08,89,65.0,,0.65,57.85
2018-03-09,82,65.0,,0.65,53.300000000000004
2018-03-10,37,65.0,,0.65,24.05
2018-03-11,29,65.0,,0.65,18.85
2018-03-12,65,65.0,,0.65,42.25
2018-03-13,75,65.0,,0.65,48.75
2018-03-14,69,65.0,,0.65,44.85
2018-03-15,62,65.0,,0.65,40.300000000000004
2018-03-16,58,65.0,,0.65,37.7
2018-03-17,32,65.0,,0.65,20.8
2018-03-18,29,65.0,,0.65,18.85
2018-03-19,42,65.0,,0.65,27.3
2018-03-20,62,65.0,,0.65,40.300000000000004
2018-03-21,51,65.0,,0.65,33.15
2018-03-22,76,65.0,,0.65,49.4
2018-03-23,73,65.0,,0.65,47.45
2018-03-24,40,65.0,,0.65,26.0
2018-03-25,21,65.0,,0.65,13.65
2018-03-26,86,65.0,,0.65,55.9
2018-03-27,68,65.0,,0.65,44.2
2018-03-28,100,65.0,,0.65,65.0
2018-03-29,81,65.0,,0.65,52.65
2018-03-30,44,65.0,,0.65,28.6
2018-03-31,30,65.0,,0.65,19.5
2018-04-01,25,72.0,False,0.72,18.0
2018-04-02,78,72.0,,0.72,56.16
2018-04-03,76,72.0,,0.72,54.72
2018-04-04,53,72.0,,0.72,38.16
2018-04-05,67,72.0,,0.72,48.239999999999995
2018-04-06,60,72.0,,0.72,43.199999999999996
2018-04-07,41,72.0,,0.72,29.52
2018-04-08,39,72.0,,0.72,28.08
2018-04-09,63,72.0,,0.72,45.36
2018-04-10,67,72.0,,0.72,48.239999999999995
2018-04-11,73,72.0,,0.72,52.559999999999995
2018-04-12,68,72.0,,0.72,48.96
2018-04-13,53,72.0,,0.72,38.16
2018-04-14,28,72.0,,0.72,20.16
2018-04-15,20,72.0,,0.72,14.399999999999999
2018-04-16,53,72.0,,0.72,38.16
2018-04-17,49,72.0,,0.72,35.28
2018-04-18,67,72.0,,0.72,48.239999999999995
2018-04-19,58,72.0,,0.72,41.76
2018-04-20,62,72.0,,0.72,44.64
2018-04-21,36,72.0,,0.72,25.919999999999998
2018-04-22,28,72.0,,0.72,20.16
2018-04-23,63,72.0,,0.72,45.36
2018-04-24,100,72.0,,0.72,72.0
2018-04-25,77,72.0,,0.72,55.44
2018-04-26,71,72.0,,0.72,51.12
2018-04-27,66,72.0,,0.72,47.519999999999996
2018-04-28,34,72.0,,0.72,24.48
2018-04-29,24,72.0,,0.72,17.28
2018-04-30,96,72.0,,0.72,69.12
2018-05-01,84,67.0,False,0.67,56.28
2018-05-02,95,67.0,,0.67,63.650000000000006
2018-05-03,100,67.0,,0.67,67.0
2018-05-04,98,67.0,,0.67,65.66000000000001
2018-05-05,37,67.0,,0.67,24.790000000000003
2018-05-06,37,67.0,,0.67,24.790000000000003
2018-05-07,81,67.0,,0.67,54.27
2018-05-08,56,67.0,,0.67,37.52
2018-05-09,90,67.0,,0.67,60.300000000000004
2018-05-10,85,67.0,,0.67,56.95
2018-05-11,82,67.0,,0.67,54.940000000000005
2018-05-12,49,67.0,,0.67,32.830000000000005
2018-05-13,24,67.0,,0.67,16.080000000000002
2018-05-14,97,67.0,,0.67,64.99000000000001
2018-05-15,98,67.0,,0.67,65.66000000000001
2018-05-16,96,67.0,,0.67,64.32000000000001
2018-05-17,56,67.0,,0.67,37.52
2018-05-18,61,67.0,,0.67,40.870000000000005
2018-05-19,38,67.0,,0.67,25.46
2018-05-20,45,67.0,,0.67,30.150000000000002
2018-05-21,87,67.0,,0.67,58.290000000000006
2018-05-22,91,67.0,,0.67,60.970000000000006
2018-05-23,90,67.0,,0.67,60.300000000000004
2018-05-24,89,67.0,,0.67,59.63
2018-05-25,63,67.0,,0.67,42.21
2018-05-26,41,67.0,,0.67,27.470000000000002
2018-05-27,24,67.0,,0.67,16.080000000000002
2018-05-28,42,67.0,,0.67,28.14
2018-05-29,87,67.0,,0.67,58.290000000000006
2018-05-30,71,67.0,,0.67,47.57
2018-05-31,74,67.0,,0.67,49.580000000000005
2018-06-01,54,75.0,False,0.75,40.5
2018-06-02,33,75.0,,0.75,24.75
2018-06-03,20,75.0,,0.75,15.0
2018-06-04,41,75.0,,0.75,30.75
2018-06-05,60,75.0,,0.75,45.0
2018-06-06,54,75.0,,0.75,40.5
2018-06-07,50,75.0,,0.75,37.5
2018-06-08,77,75.0,,0.75,57.75
2018-06-09,49,75.0,,0.75,36.75
2018-06-10,27,75.0,,0.75,20.25
2018-06-11,68,75.0,,0.75,51.0
2018-06-12,69,75.0,,0.75,51.75
2018-06-13,100,75.0,,0.75,75.0
2018-06-14,71,75.0,,0.75,53.25
2018-06-15,76,75.0,,0.75,57.0
2018-06-16,31,75.0,,0.75,23.25
2018-06-17,31,75.0,,0.75,23.25
2018-06-18,71,75.0,,0.75,53.25
2018-06-19,78,75.0,,0.75,58.5
2018-06-20,78,75.0,,0.75,58.5
2018-06-21,67,75.0,,0.75,50.25
2018-06-22,78,75.0,,0.75,58.5
2018-06-23,36,75.0,,0.75,27.0
2018-06-24,33,75.0,,0.75,24.75
2018-06-25,66,75.0,,0.75,49.5
2018-06-26,58,75.0,,0.75,43.5
2018-06-27,80,75.0,,0.75,60.0
2018-06-28,77,75.0,,0.75,57.75
2018-06-29,68,75.0,,0.75,51.0
2018-06-30,24,75.0,,0.75,18.0
2018-07-01,34,69.0,False,0.69,23.459999999999997
2018-07-02,60,69.0,,0.69,41.4
2018-07-03,60,69.0,,0.69,41.4
2018-07-04,22,69.0,,0.69,15.18
2018-07-05,55,69.0,,0.69,37.949999999999996
2018-07-06,78,69.0,,0.69,53.81999999999999
2018-07-07,35,69.0,,0.69,24.15
2018-07-08,24,69.0,,0.69,16.56
2018-07-09,50,69.0,,0.69,34.5
2018-07-10,62,69.0,,0.69,42.779999999999994
2018-07-11,58,69.0,,0.69,40.019999999999996
2018-07-12,57,69.0,,0.69,39.33
2018-07-13,65,69.0,,0.69,44.849999999999994
2018-07-14,29,69.0,,0.69,20.009999999999998
2018-07-15,25,69.0,,0.69,17.25
2018-07-16,61,69.0,,0.69,42.089999999999996
2018-07-17,41,69.0,,0.69,28.29
2018-07-18,53,69.0,,0.69,36.57
2018-07-19,57,69.0,,0.69,39.33
2018-07-20,63,69.0,,0.69,43.47
2018-07-21,28,69.0,,0.69,19.32
2018-07-22,24,69.0,,0.69,16.56
2018-07-23,55,69.0,,0.69,37.949999999999996
2018-07-24,100,69.0,,0.69,69.0
2018-07-25,62,69.0,,0.69,42.779999999999994
2018-07-26,59,69.0,,0.69,40.709999999999994
2018-07-27,67,69.0,,0.69,46.23
2018-07-28,33,69.0,,0.69,22.77
2018-07-29,20,69.0,,0.69,13.799999999999999
2018-07-30,64,69.0,,0.69,44.16
2018-07-31,56,69.0,,0.69,38.64
2018-08-01,68,73.0,False,0.73,49.64
2018-08-02,74,73.0,,0.73,54.019999999999996
2018-08-03,92,73.0,,0.73,67.16
2018-08-04,42,73.0,,0.73,30.66
2018-08-05,24,73.0,,0.73,17.52
2018-08-06,88,73.0,,0.73,64.24
2018-08-07,81,73.0,,0.73,59.129999999999995
2018-08-08,77,73.0,,0.73,56.21
2018-08-09,74,73.0,,0.73,54.019999999999996
2018-08-10,74,73.0,,0.73,54.019999999999996
2018-08-11,45,73.0,,0.73,32.85
2018-08-12,35,73.0,,0.73,25.55
2018-08-13,82,73.0,,0.73,59.86
2018-08-14,69,73.0,,0.73,50.37
2018-08-15,86,73.0,,0.73,62.78
2018-08-16,84,73.0,,0.73,61.32
2018-08-17,96,73.0,,0.73,70.08
2018-08-18,44,73.0,,0.73,32.12
2018-08-19,30,73.0,,0.73,21.9
2018-08-20,87,73.0,,0.73,63.51
2018-08-21,83,73.0,,0.73,60.589999999999996
2018-08-22,78,73.0,,0.73,56.94
2018-08-23,76,73.0,,0.73,55.48
2018-08-24,90,73.0,,0.73,65.7
2018-08-25,46,73.0,,0.73,33.58
2018-08-26,42,73.0,,0.73,30.66
2018-08-27,100,73.0,,0.73,73.0
2018-08-28,83,73.0,,0.73,60.589999999999996
2018-08-29,79,73.0,,0.73,57.67
2018-08-30,80,73.0,,0.73,58.4
2018-08-31,56,73.0,,0.73,40.879999999999995
2018-09-01,31,66.0,False,0.66,20.46
2018-09-02,40,66.0,,0.66,26.400000000000002
2018-09-03,33,66.0,,0.66,21.78
2018-09-04,100,66.0,,0.66,66.0
2018-09-05,72,66.0,,0.66,47.52
2018-09-06,66,66.0,,0.66,43.56
2018-09-07,75,66.0,,0.66,49.5
2018-09-08,49,66.0,,0.66,32.34
2018-09-09,25,66.0,,0.66,16.5
2018-09-10,94,66.0,,0.66,62.040000000000006
2018-09-11,68,66.0,,0.66,44.88
2018-09-12,96,66.0,,0.66,63.36
2018-09-13,72,66.0,,0.66,47.52
2018-09-14,79,66.0,,0.66,52.14
2018-09-15,36,66.0,,0.66,23.76
2018-09-16,40,66.0,,0.66,26.400000000000002
2018-09-17,84,66.0,,0.66,55.440000000000005
2018-09-18,86,66.0,,0.66,56.760000000000005
2018-09-19,68,66.0,,0.66,44.88
2018-09-20,91,66.0,,0.66,60.06
2018-09-21,78,66.0,,0.66,51.480000000000004
2018-09-22,37,66.0,,0.66,24.42
2018-09-23,54,66.0,,0.66,35.64
2018-09-24,73,66.0,,0.66,48.18
2018-09-25,85,66.0,,0.66,56.1
2018-09-26,79,66.0,,0.66,52.14
2018-09-27,57,66.0,,0.66,37.620000000000005
2018-09-28,59,66.0,,0.66,38.940000000000005
2018-09-29,33,66.0,,0.66,21.78
2018-09-30,28,66.0,,0.66,18.48
2018-10-01,52,75.0,False,0.75,39.0
2018-10-02,54,75.0,,0.75,40.5
2018-10-03,56,75.0,,0.75,42.0
2018-10-04,57,75.0,,0.75,42.75
2018-10-05,65,75.0,,0.75,48.75
2018-10-06,22,75.0,,0.75,16.5
2018-10-07,15,75.0,,0.75,11.25
2018-10-08,55,75.0,,0.75,41.25
2018-10-09,62,75.0,,0.75,46.5
2018-10-10,76,75.0,,0.75,57.0
2018-10-11,84,75.0,,0.75,63.0
2018-10-12,75,75.0,,0.75,56.25
2018-10-13,26,75.0,,0.75,19.5
2018-10-14,24,75.0,,0.75,18.0
2018-10-15,51,75.0,,0.75,38.25
2018-10-16,52,75.0,,0.75,39.0
2018-10-17,51,75.0,,0.75,38.25
2018-10-18,57,75.0,,0.75,42.75
2018-10-19,59,75.0,,0.75,44.25
2018-10-20,30,75.0,,0.75,22.5
2018-10-21,26,75.0,,0.75,19.5
2018-10-22,42,75.0,,0.75,31.5
2018-10-23,100,75.0,,0.75,75.0
2018-10-24,73,75.0,,0.75,54.75
2018-10-25,92,75.0,,0.75,69.0
2018-10-26,61,75.0,,0.75,45.75
2018-10-27,32,75.0,,0.75,24.0
2018-10-28,19,75.0,,0.75,14.25
2018-10-29,59,75.0,,0.75,44.25
2018-10-30,72,75.0,,0.75,54.0
2018-10-31,74,75.0,,0.75,55.5
2018-11-01,71,78.0,False,0.78,55.38
2018-11-02,84,78.0,,0.78,65.52
2018-11-03,33,78.0,,0.78,25.740000000000002
2018-11-04,40,78.0,,0.78,31.200000000000003
2018-11-05,83,78.0,,0.78,64.74000000000001
2018-11-06,79,78.0,,0.78,61.620000000000005
2018-11-07,60,78.0,,0.78,46.800000000000004
2018-11-08,84,78.0,,0.78,65.52
2018-11-09,82,78.0,,0.78,63.96
2018-11-10,28,78.0,,0.78,21.84
2018-11-11,34,78.0,,0.78,26.52
2018-11-12,72,78.0,,0.78,56.160000000000004
2018-11-13,73,78.0,,0.78,56.940000000000005
2018-11-14,66,78.0,,0.78,51.480000000000004
2018-11-15,73,78.0,,0.78,56.940000000000005
2018-11-16,87,78.0,,0.78,67.86
2018-11-17,48,78.0,,0.78,37.44
2018-11-18,35,78.0,,0.78,27.3
2018-11-19,95,78.0,,0.78,74.10000000000001
2018-11-20,89,78.0,,0.78,69.42
2018-11-21,70,78.0,,0.78,54.6
2018-11-22,39,78.0,,0.78,30.42
2018-11-23,66,78.0,,0.78,51.480000000000004
2018-11-24,30,78.0,,0.78,23.400000000000002
2018-11-25,32,78.0,,0.78,24.96
2018-11-26,75,78.0,,0.78,58.5
2018-11-27,76,78.0,,0.78,59.28
2018-11-28,100,78.0,,0.78,78.0
2018-11-29,98,78.0,,0.78,76.44
2018-11-30,86,78.0,,0.78,67.08
2018-12-01,37,71.0,False,0.71,26.27
2018-12-02,34,71.0,,0.71,24.14
2018-12-03,100,71.0,,0.71,71.0
2018-12-04,98,71.0,,0.71,69.58
2018-12-05,66,71.0,,0.71,46.86
2018-12-06,89,71.0,,0.71,63.19
2018-12-07,78,71.0,,0.71,55.379999999999995
2018-12-08,43,71.0,,0.71,30.529999999999998
2018-12-09,42,71.0,,0.71,29.82
2018-12-10,90,71.0,,0.71,63.9
2018-12-11,94,71.0,,0.71,66.74
2018-12-12,85,71.0,,0.71,60.349999999999994
2018-12-13,67,71.0,,0.71,47.57
2018-12-14,83,71.0,,0.71,58.93
2018-12-15,42,71.0,,0.71,29.82
2018-12-16,44,71.0,,0.71,31.24
2018-12-17,67,71.0,,0.71,47.57
2018-12-18,88,71.0,,0.71,62.48
2018-12-19,71,71.0,,0.71,50.41
2018-12-20,87,71.0,,0.71,61.769999999999996
2018-12-21,69,71.0,,0.71,48.989999999999995
2018-12-22,42,71.0,,0.71,29.82
2018-12-23,30,71.0,,0.71,21.299999999999997
2018-12-24,80,71.0,,0.71,56.8
2018-12-25,36,71.0,,0.71,25.56
2018-12-26,87,71.0,,0.71,61.769999999999996
2018-12-27,90,71.0,,0.71,63.9
2018-12-28,78,71.0,,0.71,55.379999999999995
2018-12-29,49,71.0,,0.71,34.79
2018-12-30,45,71.0,,0.71,31.95
2018-12-31,86,71.0,,0.71,61.059999999999995
2019-01-01,16,77.0,False,0.77,12.32
2019-01-02,66,77.0,,0.77,50.82
2019-01-03,58,77.0,,0.77,44.660000000000004
2019-01-04,67,77.0,,0.77,51.59
2019-01-05,31,77.0,,0.77,23.87
2019-01-06,25,77.0,,0.77,19.25
2019-01-07,58,77.0,,0.77,44.660000000000004
2019-01-08,79,77.0,,0.77,60.83
2019-01-09,94,77.0,,0.77,72.38
2019-01-10,67,77.0,,0.77,51.59
2019-01-11,64,77.0,,0.77,49.28
2019-01-12,28,77.0,,0.77,21.560000000000002
2019-01-13,25,77.0,,0.77,19.25
2019-01-14,59,77.0,,0.77,45.43
2019-01-15,71,77.0,,0.77,54.67
2019-01-16,57,77.0,,0.77,43.89
2019-01-17,51,77.0,,0.77,39.27
2019-01-18,55,77.0,,0.77,42.35
2019-01-19,26,77.0,,0.77,20.02
2019-01-20,20,77.0,,0.77,15.4
2019-01-21,28,77.0,,0.77,21.560000000000002
2019-01-22,54,77.0,,0.77,41.58
2019-01-23,72,77.0,,0.77,55.44
2019-01-24,52,77.0,,0.77,40.04
2019-01-25,50,77.0,,0.77,38.5
2019-01-26,38,77.0,,0.77,29.26
2019-01-27,20,77.0,,0.77,15.4
2019-01-28,65,77.0,,0.77,50.050000000000004
2019-01-29,100,77.0,,0.77,77.0
2019-01-30,76,77.0,,0.77,58.52
2019-01-31,72,77.0,,0.77,55.44
2019-02-01,100,67.0,False,0.67,67.0
2019-02-02,47,67.0,,0.67,31.490000000000002
2019-02-03,19,67.0,,0.67,12.73
2019-02-04,65,67.0,,0.67,43.550000000000004
2019-02-05,74,67.0,,0.67,49.580000000000005
2019-02-06,62,67.0,,0.67,41.54
2019-02-07,62,67.0,,0.67,41.54
2019-02-08,66,67.0,,0.67,44.220000000000006
2019-02-09,33,67.0,,0.67,22.110000000000003
2019-02-10,34,67.0,,0.67,22.78
2019-02-11,58,67.0,,0.67,38.86
2019-02-12,61,67.0,,0.67,40.870000000000005
2019-02-13,65,67.0,,0.67,43.550000000000004
2019-02-14,68,67.0,,0.67,45.56
2019-02-15,85,67.0,,0.67,56.95
2019-02-16,48,67.0,,0.67,32.160000000000004
2019-02-17,24,67.0,,0.67,16.080000000000002
2019-02-18,45,67.0,,0.67,30.150000000000002
2019-02-19,59,67.0,,0.67,39.53
2019-02-20,56,67.0,,0.67,37.52
2019-02-21,76,67.0,,0.67,50.92
2019-02-22,74,67.0,,0.67,49.580000000000005
2019-02-23,35,67.0,,0.67,23.450000000000003
2019-02-24,36,67.0,,0.67,24.12
2019-02-25,41,67.0,,0.67,27.470000000000002
2019-02-26,56,67.0,,0.67,37.52
2019-02-27,61,67.0,,0.67,40.870000000000005
2019-02-28,64,67.0,,0.67,42.88
2019-03-01,81,66.0,False,0.66,53.46
2019-03-02,46,66.0,,0.66,30.360000000000003
2019-03-03,33,66.0,,0.66,21.78
2019-03-04,78,66.0,,0.66,51.480000000000004
2019-03-05,69,66.0,,0.66,45.54
2019-03-06,68,66.0,,0.66,44.88
2019-03-07,64,66.0,,0.66,42.24
2019-03-08,69,66.0,,0.66,45.54
2019-03-09,31,66.0,,0.66,20.46
2019-03-10,27,66.0,,0.66,17.82
2019-03-11,62,66.0,,0.66,40.92
2019-03-12,90,66.0,,0.66,59.400000000000006
2019-03-13,84,66.0,,0.66,55.440000000000005
2019-03-14,70,66.0,,0.66,46.2
2019-03-15,74,66.0,,0.66,48.84
2019-03-16,39,66.0,,0.66,25.740000000000002
2019-03-17,29,66.0,,0.66,19.14
2019-03-18,72,66.0,,0.66,47.52
2019-03-19,81,66.0,,0.66,53.46
2019-03-20,86,66.0,,0.66,56.760000000000005
2019-03-21,82,66.0,,0.66,54.120000000000005
2019-03-22,78,66.0,,0.66,51.480000000000004
2019-03-23,42,66.0,,0.66,27.720000000000002
2019-03-24,40,66.0,,0.66,26.400000000000002
2019-03-25,81,66.0,,0.66,53.46
2019-03-26,92,66.0,,0.66,60.720000000000006
2019-03-27,100,66.0,,0.66,66.0
2019-03-28,100,66.0,,0.66,66.0
2019-03-29,87,66.0,,0.66,57.42
2019-03-30,36,66.0,,0.66,23.76
2019-03-31,45,66.0,,0.66,29.700000000000003
2019-04-01,60,69.0,False,0.69,41.4
2019-04-02,55,69.0,,0.69,37.949999999999996
2019-04-03,63,69.0,,0.69,43.47
2019-04-04,70,69.0,,0.69,48.3
2019-04-05,70,69.0,,0.69,48.3
2019-04-06,32,69.0,,0.69,22.08
2019-04-07,25,69.0,,0.69,17.25
2019-04-08,51,69.0,,0.69,35.19
2019-04-09,56,69.0,,0.69,38.64
2019-04-10,59,69.0,,0.69,40.709999999999994
2019-04-11,43,69.0,,0.69,29.669999999999998
2019-04-12,53,69.0,,0.69,36.57
2019-04-13,28,69.0,,0.69,19.32
2019-04-14,17,69.0,,0.69,11.729999999999999
2019-04-15,44,69.0,,0.69,30.36
2019-04-16,50,69.0,,0.69,34.5
2019-04-17,65,69.0,,0.69,44.849999999999994
2019-04-18,52,69.0,,0.69,35.879999999999995
2019-04-19,33,69.0,,0.69,22.77
2019-04-20,32,69.0,,0.69,22.08
2019-04-21,19,69.0,,0.69,13.11
2019-04-22,65,69.0,,0.69,44.849999999999994
2019-04-23,100,69.0,,0.69,69.0
2019-04-24,75,69.0,,0.69,51.74999999999999
2019-04-25,70,69.0,,0.69,48.3
2019-04-26,61,69.0,,0.69,42.089999999999996
2019-04-27,28,69.0,,0.69,19.32
2019-04-28,24,69.0,,0.69,16.56
2019-04-29,51,69.0,,0.69,35.19
2019-04-30,82,69.0,,0.69,56.58
2019-05-01,72,68.0,False,0.68,48.96
2019-05-02,55,68.0,,0.68,37.400000000000006
2019-05-03,75,68.0,,0.68,51.00000000000001
2019-05-04,29,68.0,,0.68,19.720000000000002
2019-05-05,27,68.0,,0.68,18.360000000000003
2019-05-06,54,68.0,,0.68,36.720000000000006
2019-05-07,49,68.0,,0.68,33.32
2019-05-08,64,68.0,,0.68,43.52
2019-05-09,54,68.0,,0.68,36.720000000000006
2019-05-10,77,68.0,,0.68,52.36000000000001
2019-05-11,33,68.0,,0.68,22.44
2019-05-12,27,68.0,,0.68,18.360000000000003
2019-05-13,57,68.0,,0.68,38.760000000000005
2019-05-14,66,68.0,,0.68,44.88
2019-05-15,62,68.0,,0.68,42.160000000000004
2019-05-16,75,68.0,,0.68,51.00000000000001
2019-05-17,100,68.0,,0.68,68.0
2019-05-18,55,68.0,,0.68,37.400000000000006
2019-05-19,25,68.0,,0.68,17.0
2019-05-20,82,68.0,,0.68,55.760000000000005
2019-05-21,81,68.0,,0.68,55.080000000000005
2019-05-22,65,68.0,,0.68,44.2
2019-05-23,66,68.0,,0.68,44.88
2019-05-24,64,68.0,,0.68,43.52
2019-05-25,28,68.0,,0.68,19.040000000000003
2019-05-26,31,68.0,,0.68,21.080000000000002
2019-05-27,34,68.0,,0.68,23.12
2019-05-28,59,68.0,,0.68,40.120000000000005
2019-05-29,57,68.0,,0.68,38.760000000000005
2019-05-30,64,68.0,,0.68,43.52
2019-05-31,75,68.0,,0.68,51.00000000000001
2019-06-01,49,67.0,False,0.67,32.830000000000005
2019-06-02,41,67.0,,0.67,27.470000000000002
2019-06-03,83,67.0,,0.67,55.61000000000001
2019-06-04,90,67.0,,0.67,60.300000000000004
2019-06-05,71,67.0,,0.67,47.57
2019-06-06,100,67.0,,0.67,67.0
2019-06-07,76,67.0,,0.67,50.92
2019-06-08,37,67.0,,0.67,24.790000000000003
2019-06-09,32,67.0,,0.67,21.44
2019-06-10,85,67.0,,0.67,56.95
2019-06-11,77,67.0,,0.67,51.59
2019-06-12,64,67.0,,0.67,42.88
2019-06-13,76,67.0,,0.67,50.92
2019-06-14,79,67.0,,0.67,52.93
2019-06-15,24,67.0,,0.67,16.080000000000002
2019-06-16,27,67.0,,0.67,18.09
2019-06-17,74,67.0,,0.67,49.580000000000005
2019-06-18,73,67.0,,0.67,48.910000000000004
2019-06-19,69,67.0,,0.67,46.230000000000004
2019-06-20,97,67.0,,0.67,64.99000000000001
2019-06-21,71,67.0,,0.67,47.57
2019-06-22,44,67.0,,0.67,29.48
2019-06-23,35,67.0,,0.67,23.450000000000003
2019-06-24,78,67.0,,0.67,52.260000000000005
2019-06-25,75,67.0,,0.67,50.25
2019-06-26,97,67.0,,0.67,64.99000000000001
2019-06-27,87,67.0,,0.67,58.290000000000006
2019-06-28,71,67.0,,0.67,47.57
2019-06-29,25,67.0,,0.67,16.75
2019-06-30,30,67.0,,0.67,20.1
2019-07-01,59,67.0,False,0.67,39.53
2019-07-02,64,67.0,,0.67,42.88
2019-07-03,77,67.0,,0.67,51.59
2019-07-04,32,67.0,,0.67,21.44
2019-07-05,56,67.0,,0.67,37.52
2019-07-06,39,67.0,,0.67,26.130000000000003
2019-07-07,30,67.0,,0.67,20.1
2019-07-08,87,67.0,,0.67,58.290000000000006
2019-07-09,100,67.0,,0.67,67.0
2019-07-10,68,67.0,,0.67,45.56
2019-07-11,62,67.0,,0.67,41.54
2019-07-12,60,67.0,,0.67,40.2
2019-07-13,31,67.0,,0.67,20.77
2019-07-14,23,67.0,,0.67,15.41
2019-07-15,75,67.0,,0.67,50.25
2019-07-16,53,67.0,,0.67,35.510000000000005
2019-07-17,48,67.0,,0.67,32.160000000000004
2019-07-18,33,67.0,,0.67,22.110000000000003
2019-07-19,61,67.0,,0.67,40.870000000000005
2019-07-20,25,67.0,,0.67,16.75
2019-07-21,21,67.0,,0.67,14.07
2019-07-22,52,67.0,,0.67,34.84
2019-07-23,61,67.0,,0.67,40.870000000000005
2019-07-24,76,67.0,,0.67,50.92
2019-07-25,75,67.0,,0.67,50.25
2019-07-26,71,67.0,,0.67,47.57
2019-07-27,34,67.0,,0.67,22.78
2019-07-28,32,67.0,,0.67,21.44
2019-07-29,52,67.0,,0.67,34.84
2019-07-30,61,67.0,,0.67,40.870000000000005
2019-07-31,57,67.0,,0.67,38.190000000000005
2019-08-01,100,67.0,False,0.67,67.0
2019-08-02,56,67.0,,0.67,37.52
2019-08-03,19,67.0,,0.67,12.73
2019-08-04,35,67.0,,0.67,23.450000000000003
2019-08-05,65,67.0,,0.67,43.550000000000004
2019-08-06,89,67.0,,0.67,59.63
2019-08-07,61,67.0,,0.67,40.870000000000005
2019-08-08,62,67.0,,0.67,41.54
2019-08-09,54,67.0,,0.67,36.18
2019-08-10,17,67.0,,0.67,11.39
