date,OIL_unscaled,OIL_monthly,isPartial,scale,OIL
2018-01-04,89,83.0,,0.83,73.86999999999999
2018-01-05,91,83.0,,0.83,75.53
2018-01-06,100,83.0,,0.83,83.0
2018-01-07,96,83.0,,0.83,79.67999999999999
2018-01-08,83,83.0,,0.83,68.89
2018-01-09,84,83.0,,0.83,69.72
2018-01-10,88,83.0,,0.83,73.03999999999999
2018-01-11,84,83.0,,0.83,69.72
2018-01-12,78,83.0,,0.83,64.74
2018-01-13,90,83.0,,0.83,74.7
2018-01-14,85,83.0,,0.83,70.55
2018-01-15,90,83.0,,0.83,74.7
2018-01-16,80,83.0,,0.83,66.39999999999999
2018-01-17,74,83.0,,0.83,61.419999999999995
2018-01-18,82,83.0,,0.83,68.06
2018-01-19,82,83.0,,0.83,68.06
2018-01-20,91,83.0,,0.83,75.53
2018-01-21,86,83.0,,0.83,71.38
2018-01-22,80,83.0,,0.83,66.39999999999999
2018-01-23,83,83.0,,0.83,68.89
2018-01-24,82,83.0,,0.83,68.06
2018-01-25,82,83.0,,0.83,68.06
2018-01-26,84,83.0,,0.83,69.72
2018-01-27,93,83.0,,0.83,77.19
2018-01-28,89,83.0,,0.83,73.86999999999999
2018-01-29,83,83.0,,0.83,68.89
2018-01-30,77,83.0,,0.83,63.91
2018-01-31,80,83.0,,0.83,66.39999999999999
2018-02-01,88,82.0,False,0.82,72.16
2018-02-02,86,82.0,,0.82,70.52
2018-02-03,100,82.0,,0.82,82.0
2018-02-04,90,82.0,,0.82,73.8
2018-02-05,79,82.0,,0.82,64.78
2018-02-06,87,82.0,,0.82,71.33999999999999
2018-02-07,84,82.0,,0.82,68.88
2018-02-08,88,82.0,,0.82,72.16
2018-02-09,88,82.0,,0.82,72.16
2018-02-10,97,82.0,,0.82,79.53999999999999
2018-02-11,92,82.0,,0.82,75.44
2018-02-12,87,82.0,,0.82,71.33999999999999
2018-02-13,87,82.0,,0.82,71.33999999999999
2018-02-14,78,82.0,,0.82,63.959999999999994
2018-02-15,81,82.0,,0.82,66.42
2018-02-16,84,82.0,,0.82,68.88
2018-02-17,97,82.0,,0.82,79.53999999999999
2018-02-18,91,82.0,,0.82,74.61999999999999
2018-02-19,90,82.0,,0.82,73.8
2018-02-20,83,82.0,,0.82,68.06
2018-02-21,82,82.0,,0.82,67.24
2018-02-22,83,82.0,,0.82,68.06
2018-02-23,85,82.0,,0.82,69.7
2018-02-24,95,82.0,,0.82,77.89999999999999
2018-02-25,96,82.0,,0.82,78.72
2018-02-26,87,82.0,,0.82,71.33999999999999
2018-02-27,87,82.0,,0.82,71.33999999999999
2018-02-28,84,82.0,,0.82,68.88
2018-03-01,84,82.0,False,0.82,68.88
2018-03-02,84,82.0,,0.82,68.88
2018-03-03,98,82.0,,0.82,80.36
2018-03-04,98,82.0,,0.82,80.36
2018-03-05,89,82.0,,0.82,72.97999999999999
2018-03-06,85,82.0,,0.82,69.7
2018-03-07,81,82.0,,0.82,66.42
2018-03-08,82,82.0,,0.82,67.24
2018-03-09,86,82.0,,0.82,70.52
2018-03-10,100,82.0,,0.82,82.0
2018-03-11,96,82.0,,0.82,78.72
2018-03-12,87,82.0,,0.82,71.33999999999999
2018-03-13,84,82.0,,0.82,68.88
2018-03-14,81,82.0,,0.82,66.42
2018-03-15,82,82.0,,0.82,67.24
2018-03-16,84,82.0,,0.82,68.88
2018-03-17,94,82.0,,0.82,77.08
2018-03-18,98,82.0,,0.82,80.36
2018-03-19,89,82.0,,0.82,72.97999999999999
2018-03-20,85,82.0,,0.82,69.7
2018-03-21,84,82.0,,0.82,68.88
2018-03-22,86,82.0,,0.82,70.52
2018-03-23,87,82.0,,0.82,71.33999999999999
2018-03-24,99,82.0,,0.82,81.17999999999999
2018-03-25,97,82.0,,0.82,79.53999999999999
2018-03-26,96,82.0,,0.82,78.72
2018-03-27,89,82.0,,0.82,72.97999999999999
2018-03-28,89,82.0,,0.82,72.97999999999999
2018-03-29,86,82.0,,0.82,70.52
2018-03-30,91,82.0,,0.82,74.61999999999999
2018-03-31,100,82.0,,0.82,82.0
2018-04-01,80,86.0,False,0.86,68.8
2018-04-02,82,86.0,,0.86,70.52
2018-04-03,80,86.0,,0.86,68.8
2018-04-04,82,86.0,,0.86,70.52
2018-04-05,82,86.0,,0.86,70.52
2018-04-06,77,86.0,,0.86,66.22
2018-04-07,89,86.0,,0.86,76.53999999999999
2018-04-08,89,86.0,,0.86,76.53999999999999
2018-04-09,83,86.0,,0.86,71.38
2018-04-10,82,86.0,,0.86,70.52
2018-04-11,79,86.0,,0.86,67.94
2018-04-12,82,86.0,,0.86,70.52
2018-04-13,82,86.0,,0.86,70.52
2018-04-14,92,86.0,,0.86,79.12
2018-04-15,89,86.0,,0.86,76.53999999999999
2018-04-16,81,86.0,,0.86,69.66
2018-04-17,81,86.0,,0.86,69.66
2018-04-18,80,86.0,,0.86,68.8
2018-04-19,84,86.0,,0.86,72.24
2018-04-20,86,86.0,,0.86,73.96
2018-04-21,100,86.0,,0.86,86.0
2018-04-22,98,86.0,,0.86,84.28
2018-04-23,87,86.0,,0.86,74.82
2018-04-24,83,86.0,,0.86,71.38
2018-04-25,79,86.0,,0.86,67.94
2018-04-26,85,86.0,,0.86,73.1
2018-04-27,81,86.0,,0.86,69.66
2018-04-28,94,86.0,,0.86,80.84
2018-04-29,92,86.0,,0.86,79.12
2018-04-30,85,86.0,,0.86,73.1
2018-05-01,87,86.0,False,0.86,74.82
2018-05-02,82,86.0,,0.86,70.52
2018-05-03,83,86.0,,0.86,71.38
2018-05-04,85,86.0,,0.86,73.1
2018-05-05,100,86.0,,0.86,86.0
2018-05-06,99,86.0,,0.86,85.14
2018-05-07,89,86.0,,0.86,76.53999999999999
2018-05-08,91,86.0,,0.86,78.26
2018-05-09,90,86.0,,0.86,77.4
2018-05-10,89,86.0,,0.86,76.53999999999999
2018-05-11,88,86.0,,0.86,75.67999999999999
2018-05-12,99,86.0,,0.86,85.14
2018-05-13,91,86.0,,0.86,78.26
2018-05-14,88,86.0,,0.86,75.67999999999999
2018-05-15,88,86.0,,0.86,75.67999999999999
2018-05-16,86,86.0,,0.86,73.96
2018-05-17,87,86.0,,0.86,74.82
2018-05-18,86,86.0,,0.86,73.96
2018-05-19,93,86.0,,0.86,79.98
2018-05-20,96,86.0,,0.86,82.56
2018-05-21,90,86.0,,0.86,77.4
2018-05-22,88,86.0,,0.86,75.67999999999999
2018-05-23,91,86.0,,0.86,78.26
2018-05-24,90,86.0,,0.86,77.4
2018-05-25,90,86.0,,0.86,77.4
2018-05-26,100,86.0,,0.86,86.0
2018-05-27,95,86.0,,0.86,81.7
2018-05-28,94,86.0,,0.86,80.84
2018-05-29,88,86.0,,0.86,75.67999999999999
2018-05-30,88,86.0,,0.86,75.67999999999999
2018-05-31,88,86.0,,0.86,75.67999999999999
2018-06-01,86,85.0,False,0.85,73.1
2018-06-02,99,85.0,,0.85,84.14999999999999
2018-06-03,100,85.0,,0.85,85.0
2018-06-04,86,85.0,,0.85,73.1
2018-06-05,83,85.0,,0.85,70.55
2018-06-06,87,85.0,,0.85,73.95
2018-06-07,84,85.0,,0.85,71.39999999999999
2018-06-08,85,85.0,,0.85,72.25
2018-06-09,96,85.0,,0.85,81.6
2018-06-10,94,85.0,,0.85,79.89999999999999
2018-06-11,87,85.0,,0.85,73.95
2018-06-12,87,85.0,,0.85,73.95
2018-06-13,89,85.0,,0.85,75.64999999999999
2018-06-14,86,85.0,,0.85,73.1
2018-06-15,87,85.0,,0.85,73.95
2018-06-16,94,85.0,,0.85,79.89999999999999
2018-06-17,87,85.0,,0.85,73.95
2018-06-18,86,85.0,,0.85,73.1
2018-06-19,82,85.0,,0.85,69.7
2018-06-20,85,85.0,,0.85,72.25
2018-06-21,85,85.0,,0.85,72.25
2018-06-22,84,85.0,,0.85,71.39999999999999
2018-06-23,96,85.0,,0.85,81.6
2018-06-24,95,85.0,,0.85,80.75
2018-06-25,89,85.0,,0.85,75.64999999999999
2018-06-26,87,85.0,,0.85,73.95
2018-06-27,86,85.0,,0.85,73.1
2018-06-28,87,85.0,,0.85,73.95
2018-06-29,92,85.0,,0.85,78.2
2018-06-30,97,85.0,,0.85,82.45
2018-07-01,89,89.0,False,0.89,79.21000000000001
2018-07-02,86,89.0,,0.89,76.54
2018-07-03,91,89.0,,0.89,80.99
2018-07-04,84,89.0,,0.89,74.76
2018-07-05,84,89.0,,0.89,74.76
2018-07-06,87,89.0,,0.89,77.43
2018-07-07,97,89.0,,0.89,86.33
2018-07-08,97,89.0,,0.89,86.33
2018-07-09,87,89.0,,0.89,77.43
2018-07-10,87,89.0,,0.89,77.43
2018-07-11,86,89.0,,0.89,76.54
2018-07-12,84,89.0,,0.89,74.76
2018-07-13,87,89.0,,0.89,77.43
2018-07-14,100,89.0,,0.89,89.0
2018-07-15,90,89.0,,0.89,80.1
2018-07-16,92,89.0,,0.89,81.88
2018-07-17,87,89.0,,0.89,77.43
2018-07-18,89,89.0,,0.89,79.21000000000001
2018-07-19,86,89.0,,0.89,76.54
2018-07-20,90,89.0,,0.89,80.1
2018-07-21,94,89.0,,0.89,83.66
2018-07-22,93,89.0,,0.89,82.77
2018-07-23,89,89.0,,0.89,79.21000000000001
2018-07-24,88,89.0,,0.89,78.32000000000001
2018-07-25,85,89.0,,0.89,75.65
2018-07-26,86,89.0,,0.89,76.54
2018-07-27,87,89.0,,0.89,77.43
2018-07-28,95,89.0,,0.89,84.55
2018-07-29,97,89.0,,0.89,86.33
2018-07-30,88,89.0,,0.89,78.32000000000001
2018-07-31,85,89.0,,0.89,75.65
2018-08-01,87,83.0,False,0.83,72.21
2018-08-02,87,83.0,,0.83,72.21
2018-08-03,89,83.0,,0.83,73.86999999999999
2018-08-04,99,83.0,,0.83,82.17
2018-08-05,95,83.0,,0.83,78.85
2018-08-06,92,83.0,,0.83,76.36
2018-08-07,87,83.0,,0.83,72.21
2018-08-08,90,83.0,,0.83,74.7
2018-08-09,88,83.0,,0.83,73.03999999999999
2018-08-10,88,83.0,,0.83,73.03999999999999
2018-08-11,99,83.0,,0.83,82.17
2018-08-12,99,83.0,,0.83,82.17
2018-08-13,91,83.0,,0.83,75.53
2018-08-14,88,83.0,,0.83,73.03999999999999
2018-08-15,88,83.0,,0.83,73.03999999999999
2018-08-16,84,83.0,,0.83,69.72
2018-08-17,88,83.0,,0.83,73.03999999999999
2018-08-18,100,83.0,,0.83,83.0
2018-08-19,96,83.0,,0.83,79.67999999999999
2018-08-20,89,83.0,,0.83,73.86999999999999
2018-08-21,88,83.0,,0.83,73.03999999999999
2018-08-22,88,83.0,,0.83,73.03999999999999
2018-08-23,89,83.0,,0.83,73.86999999999999
2018-08-24,87,83.0,,0.83,72.21
2018-08-25,97,83.0,,0.83,80.50999999999999
2018-08-26,94,83.0,,0.83,78.02
2018-08-27,85,83.0,,0.83,70.55
2018-08-28,83,83.0,,0.83,68.89
2018-08-29,82,83.0,,0.83,68.06
2018-08-30,80,83.0,,0.83,66.39999999999999
2018-08-31,85,83.0,,0.83,70.55
2018-09-01,94,80.0,False,0.8,75.2
2018-09-02,93,80.0,,0.8,74.4
2018-09-03,99,80.0,,0.8,79.2
2018-09-04,85,80.0,,0.8,68.0
2018-09-05,85,80.0,,0.8,68.0
2018-09-06,84,80.0,,0.8,67.2
2018-09-07,83,80.0,,0.8,66.4
2018-09-08,93,80.0,,0.8,74.4
2018-09-09,91,80.0,,0.8,72.8
2018-09-10,86,80.0,,0.8,68.8
2018-09-11,83,80.0,,0.8,66.4
2018-09-12,83,80.0,,0.8,66.4
2018-09-13,83,80.0,,0.8,66.4
2018-09-14,82,80.0,,0.8,65.60000000000001
2018-09-15,98,80.0,,0.8,78.4
2018-09-16,92,80.0,,0.8,73.60000000000001
2018-09-17,86,80.0,,0.8,68.8
2018-09-18,85,80.0,,0.8,68.0
2018-09-19,90,80.0,,0.8,72.0
2018-09-20,89,80.0,,0.8,71.2
2018-09-21,90,80.0,,0.8,72.0
2018-09-22,100,80.0,,0.8,80.0
2018-09-23,91,80.0,,0.8,72.8
2018-09-24,90,80.0,,0.8,72.0
2018-09-25,88,80.0,,0.8,70.4
2018-09-26,85,80.0,,0.8,68.0
2018-09-27,80,80.0,,0.8,64.0
2018-09-28,85,80.0,,0.8,68.0
2018-09-29,98,80.0,,0.8,78.4
2018-09-30,95,80.0,,0.8,76.0
2018-10-01,90,82.0,False,0.82,73.8
2018-10-02,90,82.0,,0.82,73.8
2018-10-03,86,82.0,,0.82,70.52
2018-10-04,87,82.0,,0.82,71.33999999999999
2018-10-05,85,82.0,,0.82,69.7
2018-10-06,100,82.0,,0.82,82.0
2018-10-07,92,82.0,,0.82,75.44
2018-10-08,92,82.0,,0.82,75.44
2018-10-09,89,82.0,,0.82,72.97999999999999
2018-10-10,85,82.0,,0.82,69.7
2018-10-11,89,82.0,,0.82,72.97999999999999
2018-10-12,88,82.0,,0.82,72.16
2018-10-13,99,82.0,,0.82,81.17999999999999
2018-10-14,94,82.0,,0.82,77.08
2018-10-15,92,82.0,,0.82,75.44
2018-10-16,91,82.0,,0.82,74.61999999999999
2018-10-17,90,82.0,,0.82,73.8
2018-10-18,94,82.0,,0.82,77.08
2018-10-19,92,82.0,,0.82,75.44
2018-10-20,97,82.0,,0.82,79.53999999999999
2018-10-21,96,82.0,,0.82,78.72
2018-10-22,92,82.0,,0.82,75.44
2018-10-23,89,82.0,,0.82,72.97999999999999
2018-10-24,85,82.0,,0.82,69.7
2018-10-25,87,82.0,,0.82,71.33999999999999
2018-10-26,88,82.0,,0.82,72.16
2018-10-27,95,82.0,,0.82,77.89999999999999
2018-10-28,90,82.0,,0.82,73.8
2018-10-29,90,82.0,,0.82,73.8
2018-10-30,90,82.0,,0.82,73.8
2018-10-31,82,82.0,,0.82,67.24
2018-11-01,80,84.0,False,0.84,67.2
2018-11-02,85,84.0,,0.84,71.39999999999999
2018-11-03,95,84.0,,0.84,79.8
2018-11-04,97,84.0,,0.84,81.48
2018-11-05,87,84.0,,0.84,73.08
2018-11-06,84,84.0,,0.84,70.56
2018-11-07,76,84.0,,0.84,63.839999999999996
2018-11-08,85,84.0,,0.84,71.39999999999999
2018-11-09,89,84.0,,0.84,74.75999999999999
2018-11-10,95,84.0,,0.84,79.8
2018-11-11,95,84.0,,0.84,79.8
2018-11-12,92,84.0,,0.84,77.28
2018-11-13,93,84.0,,0.84,78.11999999999999
2018-11-14,90,84.0,,0.84,75.6
2018-11-15,86,84.0,,0.84,72.24
2018-11-16,86,84.0,,0.84,72.24
2018-11-17,99,84.0,,0.84,83.16
2018-11-18,95,84.0,,0.84,79.8
2018-11-19,91,84.0,,0.84,76.44
2018-11-20,94,84.0,,0.84,78.96
2018-11-21,100,84.0,,0.84,84.0
2018-11-22,85,84.0,,0.84,71.39999999999999
2018-11-23,85,84.0,,0.84,71.39999999999999
2018-11-24,92,84.0,,0.84,77.28
2018-11-25,91,84.0,,0.84,76.44
2018-11-26,82,84.0,,0.84,68.88
2018-11-27,85,84.0,,0.84,71.39999999999999
2018-11-28,86,84.0,,0.84,72.24
2018-11-29,88,84.0,,0.84,73.92
2018-11-30,87,84.0,,0.84,73.08
2018-12-01,93,84.0,False,0.84,78.11999999999999
2018-12-02,89,84.0,,0.84,74.75999999999999
2018-12-03,87,84.0,,0.84,73.08
2018-12-04,85,84.0,,0.84,71.39999999999999
2018-12-05,82,84.0,,0.84,68.88
2018-12-06,82,84.0,,0.84,68.88
2018-12-07,84,84.0,,0.84,70.56
2018-12-08,90,84.0,,0.84,75.6
2018-12-09,89,84.0,,0.84,74.75999999999999
2018-12-10,84,84.0,,0.84,70.56
2018-12-11,87,84.0,,0.84,73.08
2018-12-12,85,84.0,,0.84,71.39999999999999
2018-12-13,86,84.0,,0.84,72.24
2018-12-14,86,84.0,,0.84,72.24
2018-12-15,93,84.0,,0.84,78.11999999999999
2018-12-16,92,84.0,,0.84,77.28
2018-12-17,88,84.0,,0.84,73.92
2018-12-18,90,84.0,,0.84,75.6
2018-12-19,88,84.0,,0.84,73.92
2018-12-20,89,84.0,,0.84,74.75999999999999
2018-12-21,90,84.0,,0.84,75.6
2018-12-22,97,84.0,,0.84,81.48
2018-12-23,88,84.0,,0.84,73.92
2018-12-24,86,84.0,,0.84,72.24
2018-12-25,70,84.0,,0.84,58.8
2018-12-26,95,84.0,,0.84,79.8
2018-12-27,97,84.0,,0.84,81.48
2018-12-28,93,84.0,,0.84,78.11999999999999
2018-12-29,100,84.0,,0.84,84.0
2018-12-30,93,84.0,,0.84,78.11999999999999
2018-12-31,93,84.0,,0.84,78.11999999999999
2019-01-01,81,87.0,False,0.87,70.47
2019-01-02,88,87.0,,0.87,76.56
2019-01-03,92,87.0,,0.87,80.04
2019-01-04,91,87.0,,0.87,79.17
2019-01-05,100,87.0,,0.87,87.0
2019-01-06,94,87.0,,0.87,81.78
2019-01-07,88,87.0,,0.87,76.56
2019-01-08,85,87.0,,0.87,73.95
2019-01-09,88,87.0,,0.87,76.56
2019-01-10,83,87.0,,0.87,72.21
2019-01-11,82,87.0,,0.87,71.34
2019-01-12,96,87.0,,0.87,83.52
2019-01-13,90,87.0,,0.87,78.3
2019-01-14,85,87.0,,0.87,73.95
2019-01-15,86,87.0,,0.87,74.82
2019-01-16,86,87.0,,0.87,74.82
2019-01-17,85,87.0,,0.87,73.95
2019-01-18,85,87.0,,0.87,73.95
2019-01-19,97,87.0,,0.87,84.39
2019-01-20,90,87.0,,0.87,78.3
2019-01-21,85,87.0,,0.87,73.95
2019-01-22,83,87.0,,0.87,72.21
2019-01-23,81,87.0,,0.87,70.47
2019-01-24,83,87.0,,0.87,72.21
2019-01-25,84,87.0,,0.87,73.08
2019-01-26,99,87.0,,0.87,86.13
2019-01-27,94,87.0,,0.87,81.78
2019-01-28,86,87.0,,0.87,74.82
2019-01-29,84,87.0,,0.87,73.08
2019-01-30,81,87.0,,0.87,70.47
2019-01-31,82,87.0,,0.87,71.34
2019-02-01,85,84.0,False,0.84,71.39999999999999
2019-02-02,100,84.0,,0.84,84.0
2019-02-03,92,84.0,,0.84,77.28
2019-02-04,78,84.0,,0.84,65.52
2019-02-05,84,84.0,,0.84,70.56
2019-02-06,84,84.0,,0.84,70.56
2019-02-07,83,84.0,,0.84,69.72
2019-02-08,84,84.0,,0.84,70.56
2019-02-09,97,84.0,,0.84,81.48
2019-02-10,90,84.0,,0.84,75.6
2019-02-11,79,84.0,,0.84,66.36
2019-02-12,80,84.0,,0.84,67.2
2019-02-13,78,84.0,,0.84,65.52
2019-02-14,77,84.0,,0.84,64.67999999999999
2019-02-15,80,84.0,,0.84,67.2
2019-02-16,95,84.0,,0.84,79.8
2019-02-17,90,84.0,,0.84,75.6
2019-02-18,90,84.0,,0.84,75.6
2019-02-19,83,84.0,,0.84,69.72
2019-02-20,80,84.0,,0.84,67.2
2019-02-21,79,84.0,,0.84,66.36
2019-02-22,81,84.0,,0.84,68.03999999999999
2019-02-23,94,84.0,,0.84,78.96
2019-02-24,92,84.0,,0.84,77.28
2019-02-25,81,84.0,,0.84,68.03999999999999
2019-02-26,84,84.0,,0.84,70.56
2019-02-27,83,84.0,,0.84,69.72
2019-02-28,82,84.0,,0.84,68.88
2019-03-01,79,88.0,False,0.88,69.52
2019-03-02,92,88.0,,0.88,80.96
2019-03-03,91,88.0,,0.88,80.08
2019-03-04,79,88.0,,0.88,69.52
2019-03-05,82,88.0,,0.88,72.16
2019-03-06,82,88.0,,0.88,72.16
2019-03-07,80,88.0,,0.88,70.4
2019-03-08,82,88.0,,0.88,72.16
2019-03-09,94,88.0,,0.88,82.72
2019-03-10,89,88.0,,0.88,78.32000000000001
2019-03-11,83,88.0,,0.88,73.04
2019-03-12,84,88.0,,0.88,73.92
2019-03-13,81,88.0,,0.88,71.28
2019-03-14,80,88.0,,0.88,70.4
2019-03-15,81,88.0,,0.88,71.28
2019-03-16,96,88.0,,0.88,84.48
2019-03-17,92,88.0,,0.88,80.96
2019-03-18,87,88.0,,0.88,76.56
2019-03-19,84,88.0,,0.88,73.92
2019-03-20,82,88.0,,0.88,72.16
2019-03-21,83,88.0,,0.88,73.04
2019-03-22,83,88.0,,0.88,73.04
2019-03-23,100,88.0,,0.88,88.0
2019-03-24,97,88.0,,0.88,85.36
2019-03-25,84,88.0,,0.88,73.92
2019-03-26,83,88.0,,0.88,73.04
2019-03-27,87,88.0,,0.88,76.56
2019-03-28,82,88.0,,0.88,72.16
2019-03-29,85,88.0,,0.88,74.8
2019-03-30,96,88.0,,0.88,84.48
2019-03-31,92,88.0,,0.88,80.96
2019-04-01,85,89.0,False,0.89,75.65
2019-04-02,84,89.0,,0.89,74.76
2019-04-03,87,89.0,,0.89,77.43
2019-04-04,83,89.0,,0.89,73.87
2019-04-05,87,89.0,,0.89,77.43
2019-04-06,100,89.0,,0.89,89.0
2019-04-07,95,89.0,,0.89,84.55
2019-04-08,89,89.0,,0.89,79.21000000000001
2019-04-09,84,89.0,,0.89,74.76
2019-04-10,83,89.0,,0.89,73.87
2019-04-11,82,89.0,,0.89,72.98
2019-04-12,82,89.0,,0.89,72.98
2019-04-13,96,89.0,,0.89,85.44
2019-04-14,92,89.0,,0.89,81.88
2019-04-15,80,89.0,,0.89,71.2
2019-04-16,82,89.0,,0.89,72.98
2019-04-17,85,89.0,,0.89,75.65
2019-04-18,83,89.0,,0.89,73.87
2019-04-19,88,89.0,,0.89,78.32000000000001
2019-04-20,98,89.0,,0.89,87.22
2019-04-21,89,89.0,,0.89,79.21000000000001
2019-04-22,89,89.0,,0.89,79.21000000000001
2019-04-23,86,89.0,,0.89,76.54
2019-04-24,86,89.0,,0.89,76.54
2019-04-25,81,89.0,,0.89,72.09
2019-04-26,83,89.0,,0.89,73.87
2019-04-27,92,89.0,,0.89,81.88
2019-04-28,93,89.0,,0.89,82.77
2019-04-29,85,89.0,,0.89,75.65
2019-04-30,84,89.0,,0.89,74.76
2019-05-01,86,85.0,False,0.85,73.1
2019-05-02,84,85.0,,0.85,71.39999999999999
2019-05-03,85,85.0,,0.85,72.25
2019-05-04,99,85.0,,0.85,84.14999999999999
2019-05-05,96,85.0,,0.85,81.6
2019-05-06,90,85.0,,0.85,76.5
2019-05-07,84,85.0,,0.85,71.39999999999999
2019-05-08,85,85.0,,0.85,72.25
2019-05-09,86,85.0,,0.85,73.1
2019-05-10,88,85.0,,0.85,74.8
2019-05-11,100,85.0,,0.85,85.0
2019-05-12,88,85.0,,0.85,74.8
2019-05-13,86,85.0,,0.85,73.1
2019-05-14,88,85.0,,0.85,74.8
2019-05-15,87,85.0,,0.85,73.95
2019-05-16,83,85.0,,0.85,70.55
2019-05-17,85,85.0,,0.85,72.25
2019-05-18,100,85.0,,0.85,85.0
2019-05-19,95,85.0,,0.85,80.75
2019-05-20,82,85.0,,0.85,69.7
2019-05-21,86,85.0,,0.85,73.1
2019-05-22,87,85.0,,0.85,73.95
2019-05-23,89,85.0,,0.85,75.64999999999999
2019-05-24,92,85.0,,0.85,78.2
2019-05-25,100,85.0,,0.85,85.0
2019-05-26,92,85.0,,0.85,78.2
2019-05-27,92,85.0,,0.85,78.2
2019-05-28,88,85.0,,0.85,74.8
2019-05-29,84,85.0,,0.85,71.39999999999999
2019-05-30,86,85.0,,0.85,73.1
2019-05-31,91,85.0,,0.85,77.35
2019-06-01,98,88.0,False,0.88,86.24
2019-06-02,94,88.0,,0.88,82.72
2019-06-03,84,88.0,,0.88,73.92
2019-06-04,81,88.0,,0.88,71.28
2019-06-05,82,88.0,,0.88,72.16
2019-06-06,87,88.0,,0.88,76.56
2019-06-07,85,88.0,,0.88,74.8
2019-06-08,94,88.0,,0.88,82.72
2019-06-09,89,88.0,,0.88,78.32000000000001
2019-06-10,83,88.0,,0.88,73.04
2019-06-11,80,88.0,,0.88,70.4
2019-06-12,83,88.0,,0.88,73.04
2019-06-13,94,88.0,,0.88,82.72
2019-06-14,90,88.0,,0.88,79.2
2019-06-15,97,88.0,,0.88,85.36
2019-06-16,86,88.0,,0.88,75.68
2019-06-17,86,88.0,,0.88,75.68
2019-06-18,86,88.0,,0.88,75.68
2019-06-19,84,88.0,,0.88,73.92
2019-06-20,85,88.0,,0.88,74.8
2019-06-21,94,88.0,,0.88,82.72
2019-06-22,100,88.0,,0.88,88.0
2019-06-23,95,88.0,,0.88,83.6
2019-06-24,85,88.0,,0.88,74.8
2019-06-25,86,88.0,,0.88,75.68
2019-06-26,85,88.0,,0.88,74.8
2019-06-27,87,88.0,,0.88,76.56
2019-06-28,89,88.0,,0.88,78.32000000000001
2019-06-29,95,88.0,,0.88,83.6
2019-06-30,90,88.0,,0.88,79.2
2019-07-01,89,85.0,False,0.85,75.64999999999999
2019-07-02,86,85.0,,0.85,73.1
2019-07-03,88,85.0,,0.85,74.8
2019-07-04,86,85.0,,0.85,73.1
2019-07-05,88,85.0,,0.85,74.8
2019-07-06,93,85.0,,0.85,79.05
2019-07-07,86,85.0,,0.85,73.1
2019-07-08,85,85.0,,0.85,72.25
2019-07-09,88,85.0,,0.85,74.8
2019-07-10,87,85.0,,0.85,73.95
2019-07-11,88,85.0,,0.85,74.8
2019-07-12,89,85.0,,0.85,75.64999999999999
2019-07-13,99,85.0,,0.85,84.14999999999999
2019-07-14,96,85.0,,0.85,81.6
2019-07-15,85,85.0,,0.85,72.25
2019-07-16,86,85.0,,0.85,73.1
2019-07-17,86,85.0,,0.85,73.1
2019-07-18,87,85.0,,0.85,73.95
2019-07-19,90,85.0,,0.85,76.5
2019-07-20,99,85.0,,0.85,84.14999999999999
2019-07-21,95,85.0,,0.85,80.75
2019-07-22,89,85.0,,0.85,75.64999999999999
2019-07-23,88,85.0,,0.85,74.8
2019-07-24,84,85.0,,0.85,71.39999999999999
2019-07-25,90,85.0,,0.85,76.5
2019-07-26,87,85.0,,0.85,73.95
2019-07-27,98,85.0,,0.85,83.3
2019-07-28,100,85.0,,0.85,85.0
2019-07-29,87,85.0,,0.85,73.95
2019-07-30,87,85.0,,0.85,73.95
2019-07-31,85,85.0,,0.85,72.25
2019-08-01,85,81.0,False,0.81,68.85000000000001
2019-08-02,88,81.0,,0.81,71.28
2019-08-03,99,81.0,,0.81,80.19000000000001
2019-08-04,92,81.0,,0.81,74.52000000000001
2019-08-05,87,81.0,,0.81,70.47
2019-08-06,86,81.0,,0.81,69.66000000000001
2019-08-07,85,81.0,,0.81,68.85000000000001
2019-08-08,87,81.0,,0.81,70.47
2019-08-09,92,81.0,,0.81,74.52000000000001
2019-08-10,98,81.0,,0.81,79.38000000000001
2019-08-11,95,81.0,,0.81,76.95
2019-08-12,88,81.0,,0.81,71.28
2019-08-13,87,81.0,,0.81,70.47
2019-08-14,90,81.0,,0.81,72.9
2019-08-15,83,81.0,,0.81,67.23
2019-08-16,87,81.0,,0.81,70.47
2019-08-17,100,81.0,,0.81,81.0
2019-08-18,95,81.0,,0.81,76.95
2019-08-19,88,81.0,,0.81,71.28
2019-08-20,85,81.0,,0.81,68.85000000000001
2019-08-21,83,81.0,,0.81,67.23
2019-08-22,83,81.0,,0.81,67.23
2019-08-23,86,81.0,,0.81,69.66000000000001
2019-08-24,94,81.0,,0.81,76.14
2019-08-25,91,81.0,,0.81,73.71000000000001
2019-08-26,83,81.0,,0.81,67.23
2019-08-27,82,81.0,,0.81,66.42
2019-08-28,85,81.0,,0.81,68.85000000000001
2019-08-29,83,81.0,,0.81,67.23
2019-08-30,85,81.0,,0.81,68.85000000000001
2019-08-31,94,81.0,,0.81,76.14
2019-09-01,76,81.0,False,0.81,61.56
2019-09-02,77,81.0,,0.81,62.370000000000005
2019-09-03,71,81.0,,0.81,57.510000000000005
2019-09-04,72,81.0,,0.81,58.32000000000001
2019-09-05,71,81.0,,0.81,57.510000000000005
