date,TTD_unscaled,TTD_monthly,isPartial,scale,TTD
2017-12-29,28,22.0,,0.22,6.16
2017-12-30,23,22.0,,0.22,5.06
2017-12-31,19,22.0,,0.22,4.18
2018-01-01,34,21.0,False,0.21,7.14
2018-01-02,49,21.0,,0.21,10.29
2018-01-03,58,21.0,,0.21,12.18
2018-01-04,48,21.0,,0.21,10.08
2018-01-05,59,21.0,,0.21,12.389999999999999
2018-01-06,28,21.0,,0.21,5.88
2018-01-07,49,21.0,,0.21,10.29
2018-01-08,60,21.0,,0.21,12.6
2018-01-09,65,21.0,,0.21,13.65
2018-01-10,52,21.0,,0.21,10.92
2018-01-11,70,21.0,,0.21,14.7
2018-01-12,57,21.0,,0.21,11.969999999999999
2018-01-13,22,21.0,,0.21,4.62
2018-01-14,22,21.0,,0.21,4.62
2018-01-15,50,21.0,,0.21,10.5
2018-01-16,47,21.0,,0.21,9.87
2018-01-17,92,21.0,,0.21,19.32
2018-01-18,84,21.0,,0.21,17.64
2018-01-19,62,21.0,,0.21,13.02
2018-01-20,33,21.0,,0.21,6.93
2018-01-21,54,21.0,,0.21,11.34
2018-01-22,68,21.0,,0.21,14.28
2018-01-23,83,21.0,,0.21,17.43
2018-01-24,75,21.0,,0.21,15.75
2018-01-25,51,21.0,,0.21,10.709999999999999
2018-01-26,100,21.0,,0.21,21.0
2018-01-27,45,21.0,,0.21,9.45
2018-01-28,56,21.0,,0.21,11.76
2018-01-29,50,21.0,,0.21,10.5
2018-01-30,100,21.0,,0.21,21.0
2018-01-31,70,21.0,,0.21,14.7
2018-02-01,40,24.0,False,0.24,9.6
2018-02-02,39,24.0,,0.24,9.36
2018-02-03,24,24.0,,0.24,5.76
2018-02-04,23,24.0,,0.24,5.52
2018-02-05,34,24.0,,0.24,8.16
2018-02-06,45,24.0,,0.24,10.799999999999999
2018-02-07,51,24.0,,0.24,12.24
2018-02-08,40,24.0,,0.24,9.6
2018-02-09,36,24.0,,0.24,8.64
2018-02-10,30,24.0,,0.24,7.199999999999999
2018-02-11,18,24.0,,0.24,4.32
2018-02-12,30,24.0,,0.24,7.199999999999999
2018-02-13,59,24.0,,0.24,14.16
2018-02-14,35,24.0,,0.24,8.4
2018-02-15,43,24.0,,0.24,10.32
2018-02-16,26,24.0,,0.24,6.24
2018-02-17,21,24.0,,0.24,5.04
2018-02-18,6,24.0,,0.24,1.44
2018-02-19,21,24.0,,0.24,5.04
2018-02-20,35,24.0,,0.24,8.4
2018-02-21,38,24.0,,0.24,9.12
2018-02-22,57,24.0,,0.24,13.68
2018-02-23,100,24.0,,0.24,24.0
2018-02-24,29,24.0,,0.24,6.96
2018-02-25,30,24.0,,0.24,7.199999999999999
2018-02-26,24,24.0,,0.24,5.76
2018-02-27,42,24.0,,0.24,10.08
2018-02-28,48,24.0,,0.24,11.52
2018-03-01,63,20.0,False,0.2,12.600000000000001
2018-03-02,70,20.0,,0.2,14.0
2018-03-03,52,20.0,,0.2,10.4
2018-03-04,42,20.0,,0.2,8.4
2018-03-05,43,20.0,,0.2,8.6
2018-03-06,100,20.0,,0.2,20.0
2018-03-07,35,20.0,,0.2,7.0
2018-03-08,48,20.0,,0.2,9.600000000000001
2018-03-09,54,20.0,,0.2,10.8
2018-03-10,42,20.0,,0.2,8.4
2018-03-11,10,20.0,,0.2,2.0
2018-03-12,65,20.0,,0.2,13.0
2018-03-13,53,20.0,,0.2,10.600000000000001
2018-03-14,48,20.0,,0.2,9.600000000000001
2018-03-15,80,20.0,,0.2,16.0
2018-03-16,81,20.0,,0.2,16.2
2018-03-17,52,20.0,,0.2,10.4
2018-03-18,27,20.0,,0.2,5.4
2018-03-19,65,20.0,,0.2,13.0
2018-03-20,56,20.0,,0.2,11.200000000000001
2018-03-21,39,20.0,,0.2,7.800000000000001
2018-03-22,49,20.0,,0.2,9.8
2018-03-23,69,20.0,,0.2,13.8
2018-03-24,11,20.0,,0.2,2.2
2018-03-25,22,20.0,,0.2,4.4
2018-03-26,45,20.0,,0.2,9.0
2018-03-27,54,20.0,,0.2,10.8
2018-03-28,82,20.0,,0.2,16.400000000000002
2018-03-29,69,20.0,,0.2,13.8
2018-03-30,29,20.0,,0.2,5.800000000000001
2018-03-31,43,20.0,,0.2,8.6
2018-04-01,30,17.0,False,0.17,5.1000000000000005
2018-04-02,75,17.0,,0.17,12.750000000000002
2018-04-03,66,17.0,,0.17,11.22
2018-04-04,73,17.0,,0.17,12.41
2018-04-05,56,17.0,,0.17,9.520000000000001
2018-04-06,99,17.0,,0.17,16.830000000000002
2018-04-07,57,17.0,,0.17,9.690000000000001
2018-04-08,29,17.0,,0.17,4.930000000000001
2018-04-09,79,17.0,,0.17,13.430000000000001
2018-04-10,79,17.0,,0.17,13.430000000000001
2018-04-11,66,17.0,,0.17,11.22
2018-04-12,73,17.0,,0.17,12.41
2018-04-13,75,17.0,,0.17,12.750000000000002
2018-04-14,66,17.0,,0.17,11.22
2018-04-15,50,17.0,,0.17,8.5
2018-04-16,65,17.0,,0.17,11.05
2018-04-17,66,17.0,,0.17,11.22
2018-04-18,54,17.0,,0.17,9.180000000000001
2018-04-19,61,17.0,,0.17,10.370000000000001
2018-04-20,81,17.0,,0.17,13.770000000000001
2018-04-21,38,17.0,,0.17,6.460000000000001
2018-04-22,81,17.0,,0.17,13.770000000000001
2018-04-23,100,17.0,,0.17,17.0
2018-04-24,60,17.0,,0.17,10.200000000000001
2018-04-25,88,17.0,,0.17,14.96
2018-04-26,84,17.0,,0.17,14.280000000000001
2018-04-27,55,17.0,,0.17,9.350000000000001
2018-04-28,7,17.0,,0.17,1.1900000000000002
2018-04-29,22,17.0,,0.17,3.74
2018-04-30,77,17.0,,0.17,13.090000000000002
2018-05-01,21,33.0,False,0.33,6.930000000000001
2018-05-02,29,33.0,,0.33,9.57
2018-05-03,18,33.0,,0.33,5.94
2018-05-04,25,33.0,,0.33,8.25
2018-05-05,22,33.0,,0.33,7.260000000000001
2018-05-06,20,33.0,,0.33,6.6000000000000005
2018-05-07,24,33.0,,0.33,7.92
2018-05-08,32,33.0,,0.33,10.56
2018-05-09,30,33.0,,0.33,9.9
2018-05-10,46,33.0,,0.33,15.180000000000001
2018-05-11,100,33.0,,0.33,33.0
2018-05-12,30,33.0,,0.33,9.9
2018-05-13,24,33.0,,0.33,7.92
2018-05-14,72,33.0,,0.33,23.76
2018-05-15,42,33.0,,0.33,13.860000000000001
2018-05-16,32,33.0,,0.33,10.56
2018-05-17,52,33.0,,0.33,17.16
2018-05-18,53,33.0,,0.33,17.490000000000002
2018-05-19,16,33.0,,0.33,5.28
2018-05-20,26,33.0,,0.33,8.58
2018-05-21,38,33.0,,0.33,12.540000000000001
2018-05-22,64,33.0,,0.33,21.12
2018-05-23,27,33.0,,0.33,8.91
2018-05-24,24,33.0,,0.33,7.92
2018-05-25,29,33.0,,0.33,9.57
2018-05-26,6,33.0,,0.33,1.98
2018-05-27,6,33.0,,0.33,1.98
2018-05-28,16,33.0,,0.33,5.28
2018-05-29,32,33.0,,0.33,10.56
2018-05-30,28,33.0,,0.33,9.24
2018-05-31,20,33.0,,0.33,6.6000000000000005
2018-06-01,84,26.0,False,0.26,21.84
2018-06-02,57,26.0,,0.26,14.82
2018-06-03,39,26.0,,0.26,10.14
2018-06-04,96,26.0,,0.26,24.96
2018-06-05,71,26.0,,0.26,18.46
2018-06-06,83,26.0,,0.26,21.580000000000002
2018-06-07,62,26.0,,0.26,16.12
2018-06-08,60,26.0,,0.26,15.600000000000001
2018-06-09,34,26.0,,0.26,8.84
2018-06-10,34,26.0,,0.26,8.84
2018-06-11,70,26.0,,0.26,18.2
2018-06-12,80,26.0,,0.26,20.8
2018-06-13,100,26.0,,0.26,26.0
2018-06-14,50,26.0,,0.26,13.0
2018-06-15,45,26.0,,0.26,11.700000000000001
2018-06-16,30,26.0,,0.26,7.800000000000001
2018-06-17,22,26.0,,0.26,5.720000000000001
2018-06-18,80,26.0,,0.26,20.8
2018-06-19,54,26.0,,0.26,14.040000000000001
2018-06-20,48,26.0,,0.26,12.48
2018-06-21,55,26.0,,0.26,14.3
2018-06-22,44,26.0,,0.26,11.440000000000001
2018-06-23,17,26.0,,0.26,4.42
2018-06-24,13,26.0,,0.26,3.38
2018-06-25,36,26.0,,0.26,9.36
2018-06-26,62,26.0,,0.26,16.12
2018-06-27,79,26.0,,0.26,20.54
2018-06-28,44,26.0,,0.26,11.440000000000001
2018-06-29,42,26.0,,0.26,10.92
2018-06-30,43,26.0,,0.26,11.18
2018-07-01,33,24.0,False,0.24,7.92
2018-07-02,44,24.0,,0.24,10.559999999999999
2018-07-03,40,24.0,,0.24,9.6
2018-07-04,51,24.0,,0.24,12.24
2018-07-05,43,24.0,,0.24,10.32
2018-07-06,80,24.0,,0.24,19.2
2018-07-07,18,24.0,,0.24,4.32
2018-07-08,18,24.0,,0.24,4.32
2018-07-09,74,24.0,,0.24,17.759999999999998
2018-07-10,93,24.0,,0.24,22.32
2018-07-11,82,24.0,,0.24,19.68
2018-07-12,61,24.0,,0.24,14.639999999999999
2018-07-13,46,24.0,,0.24,11.04
2018-07-14,52,24.0,,0.24,12.48
2018-07-15,36,24.0,,0.24,8.64
2018-07-16,56,24.0,,0.24,13.44
2018-07-17,84,24.0,,0.24,20.16
2018-07-18,60,24.0,,0.24,14.399999999999999
2018-07-19,91,24.0,,0.24,21.84
2018-07-20,45,24.0,,0.24,10.799999999999999
2018-07-21,37,24.0,,0.24,8.879999999999999
2018-07-22,23,24.0,,0.24,5.52
2018-07-23,100,24.0,,0.24,24.0
2018-07-24,48,24.0,,0.24,11.52
2018-07-25,55,24.0,,0.24,13.2
2018-07-26,37,24.0,,0.24,8.879999999999999
2018-07-27,70,24.0,,0.24,16.8
2018-07-28,9,24.0,,0.24,2.16
2018-07-29,29,24.0,,0.24,6.96
2018-07-30,52,24.0,,0.24,12.48
2018-07-31,66,24.0,,0.24,15.84
2018-08-01,14,38.0,False,0.38,5.32
2018-08-02,17,38.0,,0.38,6.46
2018-08-03,18,38.0,,0.38,6.84
2018-08-04,11,38.0,,0.38,4.18
2018-08-05,11,38.0,,0.38,4.18
2018-08-06,17,38.0,,0.38,6.46
2018-08-07,15,38.0,,0.38,5.7
2018-08-08,21,38.0,,0.38,7.98
2018-08-09,58,38.0,,0.38,22.04
2018-08-10,100,38.0,,0.38,38.0
2018-08-11,22,38.0,,0.38,8.36
2018-08-12,16,38.0,,0.38,6.08
2018-08-13,43,38.0,,0.38,16.34
2018-08-14,34,38.0,,0.38,12.92
2018-08-15,29,38.0,,0.38,11.02
2018-08-16,33,38.0,,0.38,12.540000000000001
2018-08-17,21,38.0,,0.38,7.98
2018-08-18,10,38.0,,0.38,3.8
2018-08-19,9,38.0,,0.38,3.42
2018-08-20,19,38.0,,0.38,7.22
2018-08-21,20,38.0,,0.38,7.6
2018-08-22,25,38.0,,0.38,9.5
2018-08-23,26,38.0,,0.38,9.88
2018-08-24,31,38.0,,0.38,11.78
2018-08-25,11,38.0,,0.38,4.18
2018-08-26,14,38.0,,0.38,5.32
2018-08-27,16,38.0,,0.38,6.08
2018-08-28,27,38.0,,0.38,10.26
2018-08-29,20,38.0,,0.38,7.6
2018-08-30,19,38.0,,0.38,7.22
2018-08-31,13,38.0,,0.38,4.94
2018-09-01,41,28.0,False,0.28,11.48
2018-09-02,17,28.0,,0.28,4.760000000000001
2018-09-03,23,28.0,,0.28,6.44
2018-09-04,81,28.0,,0.28,22.680000000000003
2018-09-05,63,28.0,,0.28,17.64
2018-09-06,64,28.0,,0.28,17.92
2018-09-07,45,28.0,,0.28,12.600000000000001
2018-09-08,40,28.0,,0.28,11.200000000000001
2018-09-09,33,28.0,,0.28,9.24
2018-09-10,68,28.0,,0.28,19.040000000000003
2018-09-11,45,28.0,,0.28,12.600000000000001
2018-09-12,54,28.0,,0.28,15.120000000000001
2018-09-13,51,28.0,,0.28,14.280000000000001
2018-09-14,55,28.0,,0.28,15.400000000000002
2018-09-15,24,28.0,,0.28,6.720000000000001
2018-09-16,37,28.0,,0.28,10.360000000000001
2018-09-17,48,28.0,,0.28,13.440000000000001
2018-09-18,48,28.0,,0.28,13.440000000000001
2018-09-19,44,28.0,,0.28,12.32
2018-09-20,60,28.0,,0.28,16.8
2018-09-21,35,28.0,,0.28,9.8
2018-09-22,31,28.0,,0.28,8.680000000000001
2018-09-23,10,28.0,,0.28,2.8000000000000003
2018-09-24,60,28.0,,0.28,16.8
2018-09-25,100,28.0,,0.28,28.000000000000004
2018-09-26,56,28.0,,0.28,15.680000000000001
2018-09-27,75,28.0,,0.28,21.000000000000004
2018-09-28,73,28.0,,0.28,20.44
2018-09-29,14,28.0,,0.28,3.9200000000000004
2018-09-30,17,28.0,,0.28,4.760000000000001
2018-10-01,74,31.0,False,0.31,22.94
2018-10-02,85,31.0,,0.31,26.35
2018-10-03,100,31.0,,0.31,31.0
2018-10-04,64,31.0,,0.31,19.84
2018-10-05,59,31.0,,0.31,18.29
2018-10-06,37,31.0,,0.31,11.47
2018-10-07,29,31.0,,0.31,8.99
2018-10-08,25,31.0,,0.31,7.75
2018-10-09,56,31.0,,0.31,17.36
2018-10-10,62,31.0,,0.31,19.22
2018-10-11,71,31.0,,0.31,22.01
2018-10-12,77,31.0,,0.31,23.87
2018-10-13,27,31.0,,0.31,8.37
2018-10-14,23,31.0,,0.31,7.13
2018-10-15,59,31.0,,0.31,18.29
2018-10-16,50,31.0,,0.31,15.5
2018-10-17,58,31.0,,0.31,17.98
2018-10-18,72,31.0,,0.31,22.32
2018-10-19,53,31.0,,0.31,16.43
2018-10-20,17,31.0,,0.31,5.27
2018-10-21,30,31.0,,0.31,9.3
2018-10-22,47,31.0,,0.31,14.57
2018-10-23,60,31.0,,0.31,18.6
2018-10-24,54,31.0,,0.31,16.74
2018-10-25,54,31.0,,0.31,16.74
2018-10-26,44,31.0,,0.31,13.64
2018-10-27,24,31.0,,0.31,7.4399999999999995
2018-10-28,13,31.0,,0.31,4.03
2018-10-29,49,31.0,,0.31,15.19
2018-10-30,48,31.0,,0.31,14.879999999999999
2018-10-31,61,31.0,,0.31,18.91
2018-11-01,33,36.0,False,0.36,11.879999999999999
2018-11-02,30,36.0,,0.36,10.799999999999999
2018-11-03,13,36.0,,0.36,4.68
2018-11-04,14,36.0,,0.36,5.04
2018-11-05,36,36.0,,0.36,12.959999999999999
2018-11-06,28,36.0,,0.36,10.08
2018-11-07,46,36.0,,0.36,16.56
2018-11-08,100,36.0,,0.36,36.0
2018-11-09,88,36.0,,0.36,31.68
2018-11-10,11,36.0,,0.36,3.96
2018-11-11,19,36.0,,0.36,6.84
2018-11-12,30,36.0,,0.36,10.799999999999999
2018-11-13,35,36.0,,0.36,12.6
2018-11-14,25,36.0,,0.36,9.0
2018-11-15,27,36.0,,0.36,9.719999999999999
2018-11-16,36,36.0,,0.36,12.959999999999999
2018-11-17,18,36.0,,0.36,6.4799999999999995
2018-11-18,14,36.0,,0.36,5.04
2018-11-19,43,36.0,,0.36,15.479999999999999
2018-11-20,34,36.0,,0.36,12.24
2018-11-21,34,36.0,,0.36,12.24
2018-11-22,12,36.0,,0.36,4.32
2018-11-23,25,36.0,,0.36,9.0
2018-11-24,17,36.0,,0.36,6.12
2018-11-25,7,36.0,,0.36,2.52
2018-11-26,35,36.0,,0.36,12.6
2018-11-27,35,36.0,,0.36,12.6
2018-11-28,41,36.0,,0.36,14.76
2018-11-29,41,36.0,,0.36,14.76
2018-11-30,36,36.0,,0.36,12.959999999999999
2018-12-01,39,28.0,False,0.28,10.920000000000002
2018-12-02,35,28.0,,0.28,9.8
2018-12-03,81,28.0,,0.28,22.680000000000003
2018-12-04,65,28.0,,0.28,18.200000000000003
2018-12-05,73,28.0,,0.28,20.44
2018-12-06,55,28.0,,0.28,15.400000000000002
2018-12-07,81,28.0,,0.28,22.680000000000003
2018-12-08,29,28.0,,0.28,8.120000000000001
2018-12-09,32,28.0,,0.28,8.96
2018-12-10,61,28.0,,0.28,17.080000000000002
2018-12-11,69,28.0,,0.28,19.32
2018-12-12,90,28.0,,0.28,25.200000000000003
2018-12-13,83,28.0,,0.28,23.240000000000002
2018-12-14,65,28.0,,0.28,18.200000000000003
2018-12-15,38,28.0,,0.28,10.64
2018-12-16,37,28.0,,0.28,10.360000000000001
2018-12-17,74,28.0,,0.28,20.720000000000002
2018-12-18,100,28.0,,0.28,28.000000000000004
2018-12-19,65,28.0,,0.28,18.200000000000003
2018-12-20,66,28.0,,0.28,18.48
2018-12-21,76,28.0,,0.28,21.28
2018-12-22,26,28.0,,0.28,7.280000000000001
2018-12-23,17,28.0,,0.28,4.760000000000001
2018-12-24,72,28.0,,0.28,20.160000000000004
2018-12-25,24,28.0,,0.28,6.720000000000001
2018-12-26,53,28.0,,0.28,14.840000000000002
2018-12-27,98,28.0,,0.28,27.44
2018-12-28,89,28.0,,0.28,24.92
2018-12-29,25,28.0,,0.28,7.000000000000001
2018-12-30,25,28.0,,0.28,7.000000000000001
2018-12-31,54,28.0,,0.28,15.120000000000001
2019-01-01,18,28.0,False,0.28,5.040000000000001
2019-01-02,93,28.0,,0.28,26.040000000000003
2019-01-03,81,28.0,,0.28,22.680000000000003
2019-01-04,80,28.0,,0.28,22.400000000000002
2019-01-05,20,28.0,,0.28,5.6000000000000005
2019-01-06,45,28.0,,0.28,12.600000000000001
2019-01-07,84,28.0,,0.28,23.520000000000003
2019-01-08,100,28.0,,0.28,28.000000000000004
2019-01-09,67,28.0,,0.28,18.76
2019-01-10,69,28.0,,0.28,19.32
2019-01-11,57,28.0,,0.28,15.96
2019-01-12,25,28.0,,0.28,7.000000000000001
2019-01-13,32,28.0,,0.28,8.96
2019-01-14,53,28.0,,0.28,14.840000000000002
2019-01-15,45,28.0,,0.28,12.600000000000001
2019-01-16,67,28.0,,0.28,18.76
2019-01-17,52,28.0,,0.28,14.560000000000002
2019-01-18,51,28.0,,0.28,14.280000000000001
2019-01-19,49,28.0,,0.28,13.72
2019-01-20,23,28.0,,0.28,6.44
2019-01-21,60,28.0,,0.28,16.8
2019-01-22,72,28.0,,0.28,20.160000000000004
2019-01-23,82,28.0,,0.28,22.96
2019-01-24,55,28.0,,0.28,15.400000000000002
2019-01-25,46,28.0,,0.28,12.88
2019-01-26,21,28.0,,0.28,5.880000000000001
2019-01-27,42,28.0,,0.28,11.760000000000002
2019-01-28,82,28.0,,0.28,22.96
2019-01-29,47,28.0,,0.28,13.160000000000002
2019-01-30,85,28.0,,0.28,23.8
2019-01-31,55,28.0,,0.28,15.400000000000002
2019-02-01,24,43.0,False,0.43,10.32
2019-02-02,13,43.0,,0.43,5.59
2019-02-03,4,43.0,,0.43,1.72
2019-02-04,16,43.0,,0.43,6.88
2019-02-05,17,43.0,,0.43,7.31
2019-02-06,18,43.0,,0.43,7.74
2019-02-07,16,43.0,,0.43,6.88
2019-02-08,14,43.0,,0.43,6.02
2019-02-09,11,43.0,,0.43,4.7299999999999995
2019-02-10,4,43.0,,0.43,1.72
2019-02-11,21,43.0,,0.43,9.03
2019-02-12,24,43.0,,0.43,10.32
2019-02-13,10,43.0,,0.43,4.3
2019-02-14,17,43.0,,0.43,7.31
2019-02-15,27,43.0,,0.43,11.61
2019-02-16,10,43.0,,0.43,4.3
2019-02-17,7,43.0,,0.43,3.01
2019-02-18,18,43.0,,0.43,7.74
2019-02-19,15,43.0,,0.43,6.45
2019-02-20,48,43.0,,0.43,20.64
2019-02-21,56,43.0,,0.43,24.08
2019-02-22,100,43.0,,0.43,43.0
2019-02-23,27,43.0,,0.43,11.61
2019-02-24,15,43.0,,0.43,6.45
2019-02-25,28,43.0,,0.43,12.04
2019-02-26,34,43.0,,0.43,14.62
2019-02-27,26,43.0,,0.43,11.18
2019-02-28,20,43.0,,0.43,8.6
2019-03-01,76,37.0,False,0.37,28.12
2019-03-02,34,37.0,,0.37,12.58
2019-03-03,24,37.0,,0.37,8.879999999999999
2019-03-04,100,37.0,,0.37,37.0
2019-03-05,74,37.0,,0.37,27.38
2019-03-06,84,37.0,,0.37,31.08
2019-03-07,87,37.0,,0.37,32.19
2019-03-08,57,37.0,,0.37,21.09
2019-03-09,38,37.0,,0.37,14.06
2019-03-10,31,37.0,,0.37,11.47
2019-03-11,63,37.0,,0.37,23.31
2019-03-12,90,37.0,,0.37,33.3
2019-03-13,59,37.0,,0.37,21.83
2019-03-14,77,37.0,,0.37,28.49
2019-03-15,45,37.0,,0.37,16.65
2019-03-16,22,37.0,,0.37,8.14
2019-03-17,23,37.0,,0.37,8.51
2019-03-18,88,37.0,,0.37,32.56
2019-03-19,63,37.0,,0.37,23.31
2019-03-20,83,37.0,,0.37,30.71
2019-03-21,59,37.0,,0.37,21.83
2019-03-22,63,37.0,,0.37,23.31
2019-03-23,31,37.0,,0.37,11.47
2019-03-24,36,37.0,,0.37,13.32
2019-03-25,73,37.0,,0.37,27.009999999999998
2019-03-26,90,37.0,,0.37,33.3
2019-03-27,90,37.0,,0.37,33.3
2019-03-28,81,37.0,,0.37,29.97
2019-03-29,69,37.0,,0.37,25.53
2019-03-30,39,37.0,,0.37,14.43
2019-03-31,19,37.0,,0.37,7.03
2019-04-01,92,36.0,False,0.36,33.12
2019-04-02,66,36.0,,0.36,23.759999999999998
2019-04-03,54,36.0,,0.36,19.439999999999998
2019-04-04,81,36.0,,0.36,29.16
2019-04-05,95,36.0,,0.36,34.199999999999996
2019-04-06,49,36.0,,0.36,17.64
2019-04-07,13,36.0,,0.36,4.68
2019-04-08,68,36.0,,0.36,24.48
2019-04-09,68,36.0,,0.36,24.48
2019-04-10,37,36.0,,0.36,13.32
2019-04-11,58,36.0,,0.36,20.88
2019-04-12,69,36.0,,0.36,24.84
2019-04-13,20,36.0,,0.36,7.199999999999999
2019-04-14,32,36.0,,0.36,11.52
2019-04-15,74,36.0,,0.36,26.64
2019-04-16,56,36.0,,0.36,20.16
2019-04-17,66,36.0,,0.36,23.759999999999998
2019-04-18,46,36.0,,0.36,16.56
2019-04-19,46,36.0,,0.36,16.56
2019-04-20,10,36.0,,0.36,3.5999999999999996
2019-04-21,10,36.0,,0.36,3.5999999999999996
2019-04-22,75,36.0,,0.36,27.0
2019-04-23,71,36.0,,0.36,25.56
2019-04-24,60,36.0,,0.36,21.599999999999998
2019-04-25,100,36.0,,0.36,36.0
2019-04-26,75,36.0,,0.36,27.0
2019-04-27,13,36.0,,0.36,4.68
2019-04-28,26,36.0,,0.36,9.36
2019-04-29,93,36.0,,0.36,33.48
2019-04-30,94,36.0,,0.36,33.839999999999996
2019-05-01,32,52.0,False,0.52,16.64
2019-05-02,24,52.0,,0.52,12.48
2019-05-03,34,52.0,,0.52,17.68
2019-05-04,9,52.0,,0.52,4.68
2019-05-05,17,52.0,,0.52,8.84
2019-05-06,27,52.0,,0.52,14.040000000000001
2019-05-07,29,52.0,,0.52,15.08
2019-05-08,36,52.0,,0.52,18.72
2019-05-09,100,52.0,,0.52,52.0
2019-05-10,68,52.0,,0.52,35.36
2019-05-11,13,52.0,,0.52,6.76
2019-05-12,16,52.0,,0.52,8.32
2019-05-13,34,52.0,,0.52,17.68
2019-05-14,50,52.0,,0.52,26.0
2019-05-15,62,52.0,,0.52,32.24
2019-05-16,45,52.0,,0.52,23.400000000000002
2019-05-17,40,52.0,,0.52,20.8
2019-05-18,7,52.0,,0.52,3.64
2019-05-19,15,52.0,,0.52,7.800000000000001
2019-05-20,39,52.0,,0.52,20.28
2019-05-21,37,52.0,,0.52,19.240000000000002
2019-05-22,23,52.0,,0.52,11.96
2019-05-23,31,52.0,,0.52,16.12
2019-05-24,25,52.0,,0.52,13.0
2019-05-25,14,52.0,,0.52,7.28
2019-05-26,14,52.0,,0.52,7.28
2019-05-27,10,52.0,,0.52,5.2
2019-05-28,40,52.0,,0.52,20.8
2019-05-29,29,52.0,,0.52,15.08
2019-05-30,28,52.0,,0.52,14.56
2019-05-31,42,52.0,,0.52,21.84
2019-06-01,19,48.0,False,0.48,9.12
2019-06-02,24,48.0,,0.48,11.52
2019-06-03,34,48.0,,0.48,16.32
2019-06-04,88,48.0,,0.48,42.239999999999995
2019-06-05,86,48.0,,0.48,41.28
2019-06-06,75,48.0,,0.48,36.0
2019-06-07,100,48.0,,0.48,48.0
2019-06-08,23,48.0,,0.48,11.04
2019-06-09,25,48.0,,0.48,12.0
2019-06-10,46,48.0,,0.48,22.08
2019-06-11,83,48.0,,0.48,39.839999999999996
2019-06-12,87,48.0,,0.48,41.76
2019-06-13,61,48.0,,0.48,29.279999999999998
2019-06-14,40,48.0,,0.48,19.2
2019-06-15,33,48.0,,0.48,15.84
2019-06-16,27,48.0,,0.48,12.959999999999999
2019-06-17,50,48.0,,0.48,24.0
2019-06-18,54,48.0,,0.48,25.919999999999998
2019-06-19,57,48.0,,0.48,27.36
2019-06-20,58,48.0,,0.48,27.84
2019-06-21,48,48.0,,0.48,23.04
2019-06-22,23,48.0,,0.48,11.04
2019-06-23,15,48.0,,0.48,7.199999999999999
2019-06-24,43,48.0,,0.48,20.64
2019-06-25,69,48.0,,0.48,33.12
2019-06-26,71,48.0,,0.48,34.08
2019-06-27,66,48.0,,0.48,31.68
2019-06-28,55,48.0,,0.48,26.4
2019-06-29,13,48.0,,0.48,6.24
2019-06-30,15,48.0,,0.48,7.199999999999999
2019-07-01,50,47.0,False,0.47,23.5
2019-07-02,57,47.0,,0.47,26.79
2019-07-03,47,47.0,,0.47,22.09
2019-07-04,18,47.0,,0.47,8.459999999999999
2019-07-05,51,47.0,,0.47,23.97
2019-07-06,22,47.0,,0.47,10.34
2019-07-07,21,47.0,,0.47,9.87
2019-07-08,50,47.0,,0.47,23.5
2019-07-09,57,47.0,,0.47,26.79
2019-07-10,38,47.0,,0.47,17.86
2019-07-11,56,47.0,,0.47,26.32
2019-07-12,39,47.0,,0.47,18.33
2019-07-13,22,47.0,,0.47,10.34
2019-07-14,8,47.0,,0.47,3.76
2019-07-15,46,47.0,,0.47,21.619999999999997
2019-07-16,38,47.0,,0.47,17.86
2019-07-17,52,47.0,,0.47,24.439999999999998
2019-07-18,53,47.0,,0.47,24.91
2019-07-19,36,47.0,,0.47,16.919999999999998
2019-07-20,25,47.0,,0.47,11.75
2019-07-21,20,47.0,,0.47,9.399999999999999
2019-07-22,68,47.0,,0.47,31.959999999999997
2019-07-23,50,47.0,,0.47,23.5
2019-07-24,48,47.0,,0.47,22.56
2019-07-25,69,47.0,,0.47,32.43
2019-07-26,100,47.0,,0.47,47.0
2019-07-27,49,47.0,,0.47,23.029999999999998
2019-07-28,29,47.0,,0.47,13.629999999999999
2019-07-29,93,47.0,,0.47,43.71
2019-07-30,67,47.0,,0.47,31.49
2019-07-31,66,47.0,,0.47,31.02
2019-08-01,33,51.0,False,0.51,16.830000000000002
2019-08-02,27,51.0,,0.51,13.77
2019-08-03,15,51.0,,0.51,7.65
2019-08-04,10,51.0,,0.51,5.1
2019-08-05,41,51.0,,0.51,20.91
2019-08-06,28,51.0,,0.51,14.280000000000001
2019-08-07,38,51.0,,0.51,19.38
2019-08-08,100,51.0,,0.51,51.0
2019-08-09,68,51.0,,0.51,34.68
2019-08-10,8,51.0,,0.51,4.08
2019-08-11,13,51.0,,0.51,6.63
2019-08-12,33,51.0,,0.51,16.830000000000002
2019-08-13,48,51.0,,0.51,24.48
2019-08-14,31,51.0,,0.51,15.81
2019-08-15,31,51.0,,0.51,15.81
2019-08-16,23,51.0,,0.51,11.73
2019-08-17,9,51.0,,0.51,4.59
2019-08-18,11,51.0,,0.51,5.61
2019-08-19,33,51.0,,0.51,16.830000000000002
2019-08-20,27,51.0,,0.51,13.77
2019-08-21,31,51.0,,0.51,15.81
2019-08-22,36,51.0,,0.51,18.36
2019-08-23,24,51.0,,0.51,12.24
