date,BNY_unscaled,BNY_monthly,isPartial,scale,BNY
2017-12-27,82,59.0,,0.59,48.379999999999995
2017-12-28,57,59.0,,0.59,33.629999999999995
2017-12-29,45,59.0,,0.59,26.549999999999997
2017-12-30,13,59.0,,0.59,7.67
2017-12-31,29,59.0,,0.59,17.11
2018-01-01,38,73.0,False,0.73,27.74
2018-01-02,43,73.0,,0.73,31.39
2018-01-03,62,73.0,,0.73,45.26
2018-01-04,51,73.0,,0.73,37.23
2018-01-05,76,73.0,,0.73,55.48
2018-01-06,40,73.0,,0.73,29.2
2018-01-07,33,73.0,,0.73,24.09
2018-01-08,79,73.0,,0.73,57.67
2018-01-09,77,73.0,,0.73,56.21
2018-01-10,71,73.0,,0.73,51.83
2018-01-11,75,73.0,,0.73,54.75
2018-01-12,66,73.0,,0.73,48.18
2018-01-13,22,73.0,,0.73,16.06
2018-01-14,48,73.0,,0.73,35.04
2018-01-15,52,73.0,,0.73,37.96
2018-01-16,65,73.0,,0.73,47.449999999999996
2018-01-17,74,73.0,,0.73,54.019999999999996
2018-01-18,80,73.0,,0.73,58.4
2018-01-19,92,73.0,,0.73,67.16
2018-01-20,25,73.0,,0.73,18.25
2018-01-21,33,73.0,,0.73,24.09
2018-01-22,86,73.0,,0.73,62.78
2018-01-23,94,73.0,,0.73,68.62
2018-01-24,59,73.0,,0.73,43.07
2018-01-25,100,73.0,,0.73,73.0
2018-01-26,87,73.0,,0.73,63.51
2018-01-27,43,73.0,,0.73,31.39
2018-01-28,25,73.0,,0.73,18.25
2018-01-29,75,73.0,,0.73,54.75
2018-01-30,80,73.0,,0.73,58.4
2018-01-31,77,73.0,,0.73,56.21
2018-02-01,65,76.0,False,0.76,49.4
2018-02-02,80,76.0,,0.76,60.8
2018-02-03,42,76.0,,0.76,31.92
2018-02-04,18,76.0,,0.76,13.68
2018-02-05,63,76.0,,0.76,47.88
2018-02-06,62,76.0,,0.76,47.12
2018-02-07,86,76.0,,0.76,65.36
2018-02-08,78,76.0,,0.76,59.28
2018-02-09,72,76.0,,0.76,54.72
2018-02-10,36,76.0,,0.76,27.36
2018-02-11,21,76.0,,0.76,15.96
2018-02-12,72,76.0,,0.76,54.72
2018-02-13,70,76.0,,0.76,53.2
2018-02-14,68,76.0,,0.76,51.68
2018-02-15,67,76.0,,0.76,50.92
2018-02-16,73,76.0,,0.76,55.480000000000004
2018-02-17,40,76.0,,0.76,30.4
2018-02-18,36,76.0,,0.76,27.36
2018-02-19,42,76.0,,0.76,31.92
2018-02-20,75,76.0,,0.76,57.0
2018-02-21,58,76.0,,0.76,44.08
2018-02-22,60,76.0,,0.76,45.6
2018-02-23,83,76.0,,0.76,63.08
2018-02-24,30,76.0,,0.76,22.8
2018-02-25,48,76.0,,0.76,36.480000000000004
2018-02-26,91,76.0,,0.76,69.16
2018-02-27,100,76.0,,0.76,76.0
2018-02-28,51,76.0,,0.76,38.76
2018-03-01,59,75.0,False,0.75,44.25
2018-03-02,45,75.0,,0.75,33.75
2018-03-03,27,75.0,,0.75,20.25
2018-03-04,27,75.0,,0.75,20.25
2018-03-05,54,75.0,,0.75,40.5
2018-03-06,72,75.0,,0.75,54.0
2018-03-07,78,75.0,,0.75,58.5
2018-03-08,90,75.0,,0.75,67.5
2018-03-09,75,75.0,,0.75,56.25
2018-03-10,30,75.0,,0.75,22.5
2018-03-11,27,75.0,,0.75,20.25
2018-03-12,92,75.0,,0.75,69.0
2018-03-13,100,75.0,,0.75,75.0
2018-03-14,80,75.0,,0.75,60.0
2018-03-15,65,75.0,,0.75,48.75
2018-03-16,65,75.0,,0.75,48.75
2018-03-17,32,75.0,,0.75,24.0
2018-03-18,31,75.0,,0.75,23.25
2018-03-19,72,75.0,,0.75,54.0
2018-03-20,55,75.0,,0.75,41.25
2018-03-21,72,75.0,,0.75,54.0
2018-03-22,58,75.0,,0.75,43.5
2018-03-23,43,75.0,,0.75,32.25
2018-03-24,28,75.0,,0.75,21.0
2018-03-25,17,75.0,,0.75,12.75
2018-03-26,58,75.0,,0.75,43.5
2018-03-27,83,75.0,,0.75,62.25
2018-03-28,75,75.0,,0.75,56.25
2018-03-29,53,75.0,,0.75,39.75
2018-03-30,33,75.0,,0.75,24.75
2018-03-31,28,75.0,,0.75,21.0
2018-04-01,33,70.0,False,0.7,23.099999999999998
2018-04-02,52,70.0,,0.7,36.4
2018-04-03,60,70.0,,0.7,42.0
2018-04-04,50,70.0,,0.7,35.0
2018-04-05,81,70.0,,0.7,56.699999999999996
2018-04-06,59,70.0,,0.7,41.3
2018-04-07,31,70.0,,0.7,21.7
2018-04-08,28,70.0,,0.7,19.599999999999998
2018-04-09,47,70.0,,0.7,32.9
2018-04-10,55,70.0,,0.7,38.5
2018-04-11,65,70.0,,0.7,45.5
2018-04-12,85,70.0,,0.7,59.49999999999999
2018-04-13,79,70.0,,0.7,55.3
2018-04-14,45,70.0,,0.7,31.499999999999996
2018-04-15,34,70.0,,0.7,23.799999999999997
2018-04-16,64,70.0,,0.7,44.8
2018-04-17,65,70.0,,0.7,45.5
2018-04-18,100,70.0,,0.7,70.0
2018-04-19,64,70.0,,0.7,44.8
2018-04-20,81,70.0,,0.7,56.699999999999996
2018-04-21,20,70.0,,0.7,14.0
2018-04-22,16,70.0,,0.7,11.2
2018-04-23,56,70.0,,0.7,39.199999999999996
2018-04-24,75,70.0,,0.7,52.5
2018-04-25,66,70.0,,0.7,46.199999999999996
2018-04-26,86,70.0,,0.7,60.199999999999996
2018-04-27,72,70.0,,0.7,50.4
2018-04-28,19,70.0,,0.7,13.299999999999999
2018-04-29,26,70.0,,0.7,18.2
2018-04-30,78,70.0,,0.7,54.599999999999994
2018-05-01,78,74.0,False,0.74,57.72
2018-05-02,73,74.0,,0.74,54.019999999999996
2018-05-03,63,74.0,,0.74,46.62
2018-05-04,62,74.0,,0.74,45.88
2018-05-05,34,74.0,,0.74,25.16
2018-05-06,17,74.0,,0.74,12.58
2018-05-07,68,74.0,,0.74,50.32
2018-05-08,100,74.0,,0.74,74.0
2018-05-09,73,74.0,,0.74,54.019999999999996
2018-05-10,83,74.0,,0.74,61.42
2018-05-11,78,74.0,,0.74,57.72
2018-05-12,34,74.0,,0.74,25.16
2018-05-13,14,74.0,,0.74,10.36
2018-05-14,82,74.0,,0.74,60.68
2018-05-15,69,74.0,,0.74,51.06
2018-05-16,74,74.0,,0.74,54.76
2018-05-17,69,74.0,,0.74,51.06
2018-05-18,84,74.0,,0.74,62.16
2018-05-19,37,74.0,,0.74,27.38
2018-05-20,37,74.0,,0.74,27.38
2018-05-21,73,74.0,,0.74,54.019999999999996
2018-05-22,86,74.0,,0.74,63.64
2018-05-23,68,74.0,,0.74,50.32
2018-05-24,68,74.0,,0.74,50.32
2018-05-25,58,74.0,,0.74,42.92
2018-05-26,24,74.0,,0.74,17.759999999999998
2018-05-27,45,74.0,,0.74,33.3
2018-05-28,43,74.0,,0.74,31.82
2018-05-29,70,74.0,,0.74,51.8
2018-05-30,92,74.0,,0.74,68.08
2018-05-31,94,74.0,,0.74,69.56
2018-06-01,65,68.0,False,0.68,44.2
2018-06-02,24,68.0,,0.68,16.32
2018-06-03,33,68.0,,0.68,22.44
2018-06-04,41,68.0,,0.68,27.880000000000003
2018-06-05,66,68.0,,0.68,44.88
2018-06-06,57,68.0,,0.68,38.760000000000005
2018-06-07,100,68.0,,0.68,68.0
2018-06-08,64,68.0,,0.68,43.52
2018-06-09,18,68.0,,0.68,12.24
2018-06-10,23,68.0,,0.68,15.64
2018-06-11,69,68.0,,0.68,46.92
2018-06-12,87,68.0,,0.68,59.160000000000004
2018-06-13,64,68.0,,0.68,43.52
2018-06-14,35,68.0,,0.68,23.8
2018-06-15,49,68.0,,0.68,33.32
2018-06-16,38,68.0,,0.68,25.840000000000003
2018-06-17,9,68.0,,0.68,6.12
2018-06-18,45,68.0,,0.68,30.6
2018-06-19,61,68.0,,0.68,41.480000000000004
2018-06-20,46,68.0,,0.68,31.28
2018-06-21,60,68.0,,0.68,40.800000000000004
2018-06-22,81,68.0,,0.68,55.080000000000005
2018-06-23,17,68.0,,0.68,11.56
2018-06-24,24,68.0,,0.68,16.32
2018-06-25,49,68.0,,0.68,33.32
2018-06-26,60,68.0,,0.68,40.800000000000004
2018-06-27,91,68.0,,0.68,61.88
2018-06-28,46,68.0,,0.68,31.28
2018-06-29,52,68.0,,0.68,35.36
2018-06-30,26,68.0,,0.68,17.68
2018-07-01,28,71.0,False,0.71,19.88
2018-07-02,67,71.0,,0.71,47.57
2018-07-03,52,71.0,,0.71,36.92
2018-07-04,22,71.0,,0.71,15.62
2018-07-05,64,71.0,,0.71,45.44
2018-07-06,51,71.0,,0.71,36.21
2018-07-07,6,71.0,,0.71,4.26
2018-07-08,25,71.0,,0.71,17.75
2018-07-09,76,71.0,,0.71,53.959999999999994
2018-07-10,78,71.0,,0.71,55.379999999999995
2018-07-11,75,71.0,,0.71,53.25
2018-07-12,74,71.0,,0.71,52.54
2018-07-13,42,71.0,,0.71,29.82
2018-07-14,22,71.0,,0.71,15.62
2018-07-15,27,71.0,,0.71,19.169999999999998
2018-07-16,81,71.0,,0.71,57.51
2018-07-17,75,71.0,,0.71,53.25
2018-07-18,84,71.0,,0.71,59.64
2018-07-19,97,71.0,,0.71,68.86999999999999
2018-07-20,72,71.0,,0.71,51.12
2018-07-21,50,71.0,,0.71,35.5
2018-07-22,25,71.0,,0.71,17.75
2018-07-23,54,71.0,,0.71,38.339999999999996
2018-07-24,72,71.0,,0.71,51.12
2018-07-25,92,71.0,,0.71,65.32
2018-07-26,98,71.0,,0.71,69.58
2018-07-27,64,71.0,,0.71,45.44
2018-07-28,16,71.0,,0.71,11.36
2018-07-29,32,71.0,,0.71,22.72
2018-07-30,100,71.0,,0.71,71.0
2018-07-31,63,71.0,,0.71,44.73
2018-08-01,83,74.0,False,0.74,61.42
2018-08-02,35,74.0,,0.74,25.9
2018-08-03,38,74.0,,0.74,28.12
2018-08-04,17,74.0,,0.74,12.58
2018-08-05,9,74.0,,0.74,6.66
2018-08-06,52,74.0,,0.74,38.48
2018-08-07,96,74.0,,0.74,71.03999999999999
2018-08-08,83,74.0,,0.74,61.42
2018-08-09,78,74.0,,0.74,57.72
2018-08-10,45,74.0,,0.74,33.3
2018-08-11,28,74.0,,0.74,20.72
2018-08-12,9,74.0,,0.74,6.66
2018-08-13,77,74.0,,0.74,56.98
2018-08-14,100,74.0,,0.74,74.0
2018-08-15,67,74.0,,0.74,49.58
2018-08-16,82,74.0,,0.74,60.68
2018-08-17,57,74.0,,0.74,42.18
2018-08-18,17,74.0,,0.74,12.58
2018-08-19,29,74.0,,0.74,21.46
2018-08-20,75,74.0,,0.74,55.5
2018-08-21,58,74.0,,0.74,42.92
2018-08-22,53,74.0,,0.74,39.22
2018-08-23,72,74.0,,0.74,53.28
2018-08-24,60,74.0,,0.74,44.4
2018-08-25,17,74.0,,0.74,12.58
2018-08-26,11,74.0,,0.74,8.14
2018-08-27,72,74.0,,0.74,53.28
2018-08-28,60,74.0,,0.74,44.4
2018-08-29,66,74.0,,0.74,48.839999999999996
2018-08-30,51,74.0,,0.74,37.74
2018-08-31,49,74.0,,0.74,36.26
2018-09-01,37,72.0,False,0.72,26.64
2018-09-02,41,72.0,,0.72,29.52
2018-09-03,32,72.0,,0.72,23.04
2018-09-04,94,72.0,,0.72,67.67999999999999
2018-09-05,86,72.0,,0.72,61.919999999999995
2018-09-06,74,72.0,,0.72,53.28
2018-09-07,66,72.0,,0.72,47.519999999999996
2018-09-08,62,72.0,,0.72,44.64
2018-09-09,38,72.0,,0.72,27.36
2018-09-10,52,72.0,,0.72,37.44
2018-09-11,77,72.0,,0.72,55.44
2018-09-12,100,72.0,,0.72,72.0
2018-09-13,59,72.0,,0.72,42.48
2018-09-14,99,72.0,,0.72,71.28
2018-09-15,40,72.0,,0.72,28.799999999999997
2018-09-16,20,72.0,,0.72,14.399999999999999
2018-09-17,75,72.0,,0.72,54.0
2018-09-18,82,72.0,,0.72,59.04
2018-09-19,71,72.0,,0.72,51.12
2018-09-20,90,72.0,,0.72,64.8
2018-09-21,63,72.0,,0.72,45.36
2018-09-22,24,72.0,,0.72,17.28
2018-09-23,17,72.0,,0.72,12.24
2018-09-24,67,72.0,,0.72,48.239999999999995
2018-09-25,87,72.0,,0.72,62.64
2018-09-26,93,72.0,,0.72,66.96
2018-09-27,84,72.0,,0.72,60.48
2018-09-28,86,72.0,,0.72,61.919999999999995
2018-09-29,31,72.0,,0.72,22.32
2018-09-30,30,72.0,,0.72,21.599999999999998
2018-10-01,71,74.0,False,0.74,52.54
2018-10-02,62,74.0,,0.74,45.88
2018-10-03,73,74.0,,0.74,54.019999999999996
2018-10-04,61,74.0,,0.74,45.14
2018-10-05,48,74.0,,0.74,35.519999999999996
2018-10-06,31,74.0,,0.74,22.94
2018-10-07,22,74.0,,0.74,16.28
2018-10-08,40,74.0,,0.74,29.6
2018-10-09,58,74.0,,0.74,42.92
2018-10-10,76,74.0,,0.74,56.24
2018-10-11,100,74.0,,0.74,74.0
2018-10-12,60,74.0,,0.74,44.4
2018-10-13,32,74.0,,0.74,23.68
2018-10-14,31,74.0,,0.74,22.94
2018-10-15,76,74.0,,0.74,56.24
2018-10-16,85,74.0,,0.74,62.9
2018-10-17,63,74.0,,0.74,46.62
2018-10-18,58,74.0,,0.74,42.92
2018-10-19,54,74.0,,0.74,39.96
2018-10-20,31,74.0,,0.74,22.94
2018-10-21,22,74.0,,0.74,16.28
2018-10-22,40,74.0,,0.74,29.6
2018-10-23,92,74.0,,0.74,68.08
2018-10-24,66,74.0,,0.74,48.839999999999996
2018-10-25,52,74.0,,0.74,38.48
2018-10-26,54,74.0,,0.74,39.96
2018-10-27,31,74.0,,0.74,22.94
2018-10-28,17,74.0,,0.74,12.58
2018-10-29,74,74.0,,0.74,54.76
2018-10-30,54,74.0,,0.74,39.96
2018-10-31,51,74.0,,0.74,37.74
2018-11-01,78,65.0,False,0.65,50.7
2018-11-02,72,65.0,,0.65,46.800000000000004
2018-11-03,31,65.0,,0.65,20.150000000000002
2018-11-04,32,65.0,,0.65,20.8
2018-11-05,82,65.0,,0.65,53.300000000000004
2018-11-06,70,65.0,,0.65,45.5
2018-11-07,44,65.0,,0.65,28.6
2018-11-08,52,65.0,,0.65,33.800000000000004
2018-11-09,44,65.0,,0.65,28.6
2018-11-10,21,65.0,,0.65,13.65
2018-11-11,33,65.0,,0.65,21.45
2018-11-12,51,65.0,,0.65,33.15
2018-11-13,57,65.0,,0.65,37.050000000000004
2018-11-14,61,65.0,,0.65,39.65
2018-11-15,63,65.0,,0.65,40.95
2018-11-16,68,65.0,,0.65,44.2
2018-11-17,25,65.0,,0.65,16.25
2018-11-18,24,65.0,,0.65,15.600000000000001
2018-11-19,47,65.0,,0.65,30.55
2018-11-20,100,65.0,,0.65,65.0
2018-11-21,42,65.0,,0.65,27.3
2018-11-22,9,65.0,,0.65,5.8500000000000005
2018-11-23,25,65.0,,0.65,16.25
2018-11-24,23,65.0,,0.65,14.950000000000001
2018-11-25,26,65.0,,0.65,16.900000000000002
2018-11-26,49,65.0,,0.65,31.85
2018-11-27,53,65.0,,0.65,34.45
2018-11-28,47,65.0,,0.65,30.55
2018-11-29,85,65.0,,0.65,55.25
2018-11-30,75,65.0,,0.65,48.75
2018-12-01,34,57.0,False,0.57,19.38
2018-12-02,54,57.0,,0.57,30.779999999999998
2018-12-03,55,57.0,,0.57,31.349999999999998
2018-12-04,91,57.0,,0.57,51.87
2018-12-05,63,57.0,,0.57,35.91
2018-12-06,68,57.0,,0.57,38.76
2018-12-07,64,57.0,,0.57,36.48
2018-12-08,43,57.0,,0.57,24.509999999999998
2018-12-09,28,57.0,,0.57,15.959999999999999
2018-12-10,88,57.0,,0.57,50.16
2018-12-11,80,57.0,,0.57,45.599999999999994
2018-12-12,66,57.0,,0.57,37.62
2018-12-13,57,57.0,,0.57,32.489999999999995
2018-12-14,100,57.0,,0.57,56.99999999999999
2018-12-15,40,57.0,,0.57,22.799999999999997
2018-12-16,36,57.0,,0.57,20.52
2018-12-17,53,57.0,,0.57,30.209999999999997
2018-12-18,75,57.0,,0.57,42.74999999999999
2018-12-19,84,57.0,,0.57,47.879999999999995
2018-12-20,70,57.0,,0.57,39.9
2018-12-21,26,57.0,,0.57,14.819999999999999
2018-12-22,22,57.0,,0.57,12.54
2018-12-23,34,57.0,,0.57,19.38
2018-12-24,48,57.0,,0.57,27.36
2018-12-25,25,57.0,,0.57,14.249999999999998
2018-12-26,38,57.0,,0.57,21.659999999999997
2018-12-27,39,57.0,,0.57,22.229999999999997
2018-12-28,42,57.0,,0.57,23.939999999999998
2018-12-29,36,57.0,,0.57,20.52
2018-12-30,29,57.0,,0.57,16.529999999999998
2018-12-31,26,57.0,,0.57,14.819999999999999
2019-01-01,13,100.0,False,1.0,13.0
2019-01-02,25,100.0,,1.0,25.0
2019-01-03,30,100.0,,1.0,30.0
2019-01-04,30,100.0,,1.0,30.0
2019-01-05,23,100.0,,1.0,23.0
2019-01-06,17,100.0,,1.0,17.0
2019-01-07,34,100.0,,1.0,34.0
2019-01-08,43,100.0,,1.0,43.0
2019-01-09,29,100.0,,1.0,29.0
2019-01-10,41,100.0,,1.0,41.0
2019-01-11,45,100.0,,1.0,45.0
2019-01-12,17,100.0,,1.0,17.0
2019-01-13,12,100.0,,1.0,12.0
2019-01-14,58,100.0,,1.0,58.0
2019-01-15,94,100.0,,1.0,94.0
2019-01-16,100,100.0,,1.0,100.0
2019-01-17,65,100.0,,1.0,65.0
2019-01-18,60,100.0,,1.0,60.0
2019-01-19,27,100.0,,1.0,27.0
2019-01-20,25,100.0,,1.0,25.0
2019-01-21,33,100.0,,1.0,33.0
2019-01-22,42,100.0,,1.0,42.0
2019-01-23,54,100.0,,1.0,54.0
2019-01-24,46,100.0,,1.0,46.0
2019-01-25,51,100.0,,1.0,51.0
2019-01-26,26,100.0,,1.0,26.0
2019-01-27,17,100.0,,1.0,17.0
2019-01-28,51,100.0,,1.0,51.0
2019-01-29,54,100.0,,1.0,54.0
2019-01-30,47,100.0,,1.0,47.0
2019-01-31,46,100.0,,1.0,46.0
2019-02-01,63,90.0,False,0.9,56.7
2019-02-02,35,90.0,,0.9,31.5
2019-02-03,24,90.0,,0.9,21.6
2019-02-04,61,90.0,,0.9,54.9
2019-02-05,98,90.0,,0.9,88.2
2019-02-06,89,90.0,,0.9,80.10000000000001
2019-02-07,89,90.0,,0.9,80.10000000000001
2019-02-08,53,90.0,,0.9,47.7
2019-02-09,43,90.0,,0.9,38.7
2019-02-10,63,90.0,,0.9,56.7
2019-02-11,69,90.0,,0.9,62.1
2019-02-12,100,90.0,,0.9,90.0
2019-02-13,91,90.0,,0.9,81.9
2019-02-14,59,90.0,,0.9,53.1
2019-02-15,68,90.0,,0.9,61.2
2019-02-16,32,90.0,,0.9,28.8
2019-02-17,22,90.0,,0.9,19.8
2019-02-18,59,90.0,,0.9,53.1
2019-02-19,76,90.0,,0.9,68.4
2019-02-20,79,90.0,,0.9,71.10000000000001
2019-02-21,73,90.0,,0.9,65.7
2019-02-22,57,90.0,,0.9,51.300000000000004
2019-02-23,34,90.0,,0.9,30.6
2019-02-24,24,90.0,,0.9,21.6
2019-02-25,95,90.0,,0.9,85.5
2019-02-26,92,90.0,,0.9,82.8
2019-02-27,59,90.0,,0.9,53.1
2019-02-28,65,90.0,,0.9,58.5
2019-03-01,50,90.0,False,0.9,45.0
2019-03-02,21,90.0,,0.9,18.900000000000002
2019-03-03,29,90.0,,0.9,26.1
2019-03-04,59,90.0,,0.9,53.1
2019-03-05,81,90.0,,0.9,72.9
2019-03-06,54,90.0,,0.9,48.6
2019-03-07,100,90.0,,0.9,90.0
2019-03-08,77,90.0,,0.9,69.3
2019-03-09,45,90.0,,0.9,40.5
2019-03-10,19,90.0,,0.9,17.1
2019-03-11,54,90.0,,0.9,48.6
2019-03-12,52,90.0,,0.9,46.800000000000004
2019-03-13,34,90.0,,0.9,30.6
2019-03-14,52,90.0,,0.9,46.800000000000004
2019-03-15,47,90.0,,0.9,42.300000000000004
2019-03-16,19,90.0,,0.9,17.1
2019-03-17,22,90.0,,0.9,19.8
2019-03-18,58,90.0,,0.9,52.2
2019-03-19,79,90.0,,0.9,71.10000000000001
2019-03-20,56,90.0,,0.9,50.4
2019-03-21,53,90.0,,0.9,47.7
2019-03-22,47,90.0,,0.9,42.300000000000004
2019-03-23,34,90.0,,0.9,30.6
2019-03-24,26,90.0,,0.9,23.400000000000002
2019-03-25,62,90.0,,0.9,55.800000000000004
2019-03-26,65,90.0,,0.9,58.5
2019-03-27,61,90.0,,0.9,54.9
2019-03-28,59,90.0,,0.9,53.1
2019-03-29,56,90.0,,0.9,50.4
2019-03-30,22,90.0,,0.9,19.8
2019-03-31,23,90.0,,0.9,20.7
2019-04-01,64,82.0,False,0.82,52.48
2019-04-02,62,82.0,,0.82,50.839999999999996
2019-04-03,100,82.0,,0.82,82.0
2019-04-04,53,82.0,,0.82,43.46
2019-04-05,56,82.0,,0.82,45.919999999999995
2019-04-06,21,82.0,,0.82,17.22
2019-04-07,42,82.0,,0.82,34.44
2019-04-08,55,82.0,,0.82,45.099999999999994
2019-04-09,89,82.0,,0.82,72.97999999999999
2019-04-10,73,82.0,,0.82,59.86
2019-04-11,92,82.0,,0.82,75.44
2019-04-12,64,82.0,,0.82,52.48
2019-04-13,32,82.0,,0.82,26.24
2019-04-14,10,82.0,,0.82,8.2
2019-04-15,58,82.0,,0.82,47.559999999999995
2019-04-16,50,82.0,,0.82,41.0
2019-04-17,98,82.0,,0.82,80.36
2019-04-18,62,82.0,,0.82,50.839999999999996
2019-04-19,56,82.0,,0.82,45.919999999999995
2019-04-20,26,82.0,,0.82,21.32
2019-04-21,17,82.0,,0.82,13.94
2019-04-22,56,82.0,,0.82,45.919999999999995
2019-04-23,77,82.0,,0.82,63.13999999999999
2019-04-24,73,82.0,,0.82,59.86
2019-04-25,72,82.0,,0.82,59.04
2019-04-26,39,82.0,,0.82,31.979999999999997
2019-04-27,23,82.0,,0.82,18.86
2019-04-28,16,82.0,,0.82,13.12
2019-04-29,67,82.0,,0.82,54.94
2019-04-30,86,82.0,,0.82,70.52
2019-05-01,54,77.0,False,0.77,41.58
2019-05-02,44,77.0,,0.77,33.88
2019-05-03,46,77.0,,0.77,35.42
2019-05-04,8,77.0,,0.77,6.16
2019-05-05,30,77.0,,0.77,23.1
2019-05-06,52,77.0,,0.77,40.04
2019-05-07,76,77.0,,0.77,58.52
2019-05-08,82,77.0,,0.77,63.14
2019-05-09,52,77.0,,0.77,40.04
2019-05-10,40,77.0,,0.77,30.8
2019-05-11,34,77.0,,0.77,26.18
2019-05-12,31,77.0,,0.77,23.87
2019-05-13,60,77.0,,0.77,46.2
2019-05-14,79,77.0,,0.77,60.83
2019-05-15,68,77.0,,0.77,52.36
2019-05-16,80,77.0,,0.77,61.6
2019-05-17,55,77.0,,0.77,42.35
2019-05-18,17,77.0,,0.77,13.09
2019-05-19,25,77.0,,0.77,19.25
2019-05-20,73,77.0,,0.77,56.21
2019-05-21,80,77.0,,0.77,61.6
2019-05-22,98,77.0,,0.77,75.46000000000001
2019-05-23,100,77.0,,0.77,77.0
2019-05-24,61,77.0,,0.77,46.97
2019-05-25,17,77.0,,0.77,13.09
2019-05-26,23,77.0,,0.77,17.71
2019-05-27,30,77.0,,0.77,23.1
2019-05-28,59,77.0,,0.77,45.43
2019-05-29,75,77.0,,0.77,57.75
2019-05-30,63,77.0,,0.77,48.51
2019-05-31,83,77.0,,0.77,63.910000000000004
2019-06-01,21,84.0,False,0.84,17.64
2019-06-02,18,84.0,,0.84,15.12
2019-06-03,77,84.0,,0.84,64.67999999999999
2019-06-04,62,84.0,,0.84,52.08
2019-06-05,78,84.0,,0.84,65.52
2019-06-06,68,84.0,,0.84,57.12
2019-06-07,74,84.0,,0.84,62.16
2019-06-08,43,84.0,,0.84,36.12
2019-06-09,13,84.0,,0.84,10.92
2019-06-10,76,84.0,,0.84,63.839999999999996
2019-06-11,74,84.0,,0.84,62.16
2019-06-12,100,84.0,,0.84,84.0
2019-06-13,94,84.0,,0.84,78.96
2019-06-14,74,84.0,,0.84,62.16
2019-06-15,21,84.0,,0.84,17.64
2019-06-16,24,84.0,,0.84,20.16
2019-06-17,68,84.0,,0.84,57.12
2019-06-18,89,84.0,,0.84,74.75999999999999
2019-06-19,60,84.0,,0.84,50.4
2019-06-20,97,84.0,,0.84,81.48
2019-06-21,68,84.0,,0.84,57.12
2019-06-22,30,84.0,,0.84,25.2
2019-06-23,17,84.0,,0.84,14.28
2019-06-24,91,84.0,,0.84,76.44
2019-06-25,69,84.0,,0.84,57.96
2019-06-26,83,84.0,,0.84,69.72
2019-06-27,78,84.0,,0.84,65.52
2019-06-28,58,84.0,,0.84,48.72
2019-06-29,24,84.0,,0.84,20.16
2019-06-30,19,84.0,,0.84,15.959999999999999
2019-07-01,72,79.0,False,0.79,56.88
2019-07-02,60,79.0,,0.79,47.400000000000006
2019-07-03,58,79.0,,0.79,45.82
2019-07-04,23,79.0,,0.79,18.17
2019-07-05,32,79.0,,0.79,25.28
2019-07-06,16,79.0,,0.79,12.64
2019-07-07,28,79.0,,0.79,22.12
2019-07-08,60,79.0,,0.79,47.400000000000006
2019-07-09,76,79.0,,0.79,60.040000000000006
2019-07-10,60,79.0,,0.79,47.400000000000006
2019-07-11,71,79.0,,0.79,56.09
2019-07-12,61,79.0,,0.79,48.190000000000005
2019-07-13,26,79.0,,0.79,20.54
2019-07-14,14,79.0,,0.79,11.06
2019-07-15,58,79.0,,0.79,45.82
2019-07-16,69,79.0,,0.79,54.510000000000005
2019-07-17,100,79.0,,0.79,79.0
2019-07-18,64,79.0,,0.79,50.56
2019-07-19,52,79.0,,0.79,41.08
2019-07-20,39,79.0,,0.79,30.810000000000002
2019-07-21,23,79.0,,0.79,18.17
2019-07-22,64,79.0,,0.79,50.56
2019-07-23,50,79.0,,0.79,39.5
2019-07-24,23,79.0,,0.79,18.17
2019-07-25,51,79.0,,0.79,40.29
2019-07-26,55,79.0,,0.79,43.45
2019-07-27,17,79.0,,0.79,13.43
2019-07-28,40,79.0,,0.79,31.6
2019-07-29,63,79.0,,0.79,49.77
2019-07-30,63,79.0,,0.79,49.77
2019-07-31,47,79.0,,0.79,37.13
2019-08-01,77,85.0,False,0.85,65.45
2019-08-02,77,85.0,,0.85,65.45
2019-08-03,29,85.0,,0.85,24.65
2019-08-04,23,85.0,,0.85,19.55
2019-08-05,84,85.0,,0.85,71.39999999999999
2019-08-06,69,85.0,,0.85,58.65
2019-08-07,75,85.0,,0.85,63.75
2019-08-08,69,85.0,,0.85,58.65
2019-08-09,75,85.0,,0.85,63.75
2019-08-10,25,85.0,,0.85,21.25
2019-08-11,31,85.0,,0.85,26.349999999999998
2019-08-12,92,85.0,,0.85,78.2
2019-08-13,89,85.0,,0.85,75.64999999999999
2019-08-14,72,85.0,,0.85,61.199999999999996
2019-08-15,73,85.0,,0.85,62.05
2019-08-16,62,85.0,,0.85,52.699999999999996
2019-08-17,33,85.0,,0.85,28.05
2019-08-18,33,85.0,,0.85,28.05
2019-08-19,100,85.0,,0.85,85.0
2019-08-20,96,85.0,,0.85,81.6
2019-08-21,70,85.0,,0.85,59.5
2019-08-22,80,85.0,,0.85,68.0
2019-08-23,68,85.0,,0.85,57.8
2019-08-24,39,85.0,,0.85,33.15
2019-08-25,11,85.0,,0.85,9.35
2019-08-26,46,85.0,,0.85,39.1
2019-08-27,61,85.0,,0.85,51.85
2019-08-28,85,85.0,,0.85,72.25
2019-08-29,62,85.0,,0.85,52.699999999999996
2019-08-30,54,85.0,,0.85,45.9
