date,GT_unscaled,GT_monthly,isPartial,scale,GT
2018-01-03,69,82.0,,0.82,56.58
2018-01-04,67,82.0,,0.82,54.94
2018-01-05,71,82.0,,0.82,58.22
2018-01-06,80,82.0,,0.82,65.6
2018-01-07,75,82.0,,0.82,61.49999999999999
2018-01-08,66,82.0,,0.82,54.12
2018-01-09,64,82.0,,0.82,52.48
2018-01-10,70,82.0,,0.82,57.4
2018-01-11,71,82.0,,0.82,58.22
2018-01-12,69,82.0,,0.82,56.58
2018-01-13,88,82.0,,0.82,72.16
2018-01-14,74,82.0,,0.82,60.68
2018-01-15,70,82.0,,0.82,57.4
2018-01-16,73,82.0,,0.82,59.86
2018-01-17,65,82.0,,0.82,53.3
2018-01-18,72,82.0,,0.82,59.04
2018-01-19,71,82.0,,0.82,58.22
2018-01-20,79,82.0,,0.82,64.78
2018-01-21,100,82.0,,0.82,82.0
2018-01-22,70,82.0,,0.82,57.4
2018-01-23,72,82.0,,0.82,59.04
2018-01-24,76,82.0,,0.82,62.31999999999999
2018-01-25,72,82.0,,0.82,59.04
2018-01-26,79,82.0,,0.82,64.78
2018-01-27,91,82.0,,0.82,74.61999999999999
2018-01-28,94,82.0,,0.82,77.08
2018-01-29,78,82.0,,0.82,63.959999999999994
2018-01-30,75,82.0,,0.82,61.49999999999999
2018-01-31,71,82.0,,0.82,58.22
2018-02-01,87,81.0,False,0.81,70.47
2018-02-02,81,81.0,,0.81,65.61
2018-02-03,95,81.0,,0.81,76.95
2018-02-04,91,81.0,,0.81,73.71000000000001
2018-02-05,77,81.0,,0.81,62.370000000000005
2018-02-06,79,81.0,,0.81,63.99
2018-02-07,80,81.0,,0.81,64.80000000000001
2018-02-08,79,81.0,,0.81,63.99
2018-02-09,82,81.0,,0.81,66.42
2018-02-10,98,81.0,,0.81,79.38000000000001
2018-02-11,91,81.0,,0.81,73.71000000000001
2018-02-12,86,81.0,,0.81,69.66000000000001
2018-02-13,81,81.0,,0.81,65.61
2018-02-14,80,81.0,,0.81,64.80000000000001
2018-02-15,82,81.0,,0.81,66.42
2018-02-16,83,81.0,,0.81,67.23
2018-02-17,97,81.0,,0.81,78.57000000000001
2018-02-18,94,81.0,,0.81,76.14
2018-02-19,87,81.0,,0.81,70.47
2018-02-20,88,81.0,,0.81,71.28
2018-02-21,86,81.0,,0.81,69.66000000000001
2018-02-22,81,81.0,,0.81,65.61
2018-02-23,87,81.0,,0.81,70.47
2018-02-24,98,81.0,,0.81,79.38000000000001
2018-02-25,100,81.0,,0.81,81.0
2018-02-26,82,81.0,,0.81,66.42
2018-02-27,83,81.0,,0.81,67.23
2018-02-28,89,81.0,,0.81,72.09
2018-03-01,76,89.0,False,0.89,67.64
2018-03-02,75,89.0,,0.89,66.75
2018-03-03,84,89.0,,0.89,74.76
2018-03-04,100,89.0,,0.89,89.0
2018-03-05,79,89.0,,0.89,70.31
2018-03-06,85,89.0,,0.89,75.65
2018-03-07,79,89.0,,0.89,70.31
2018-03-08,75,89.0,,0.89,66.75
2018-03-09,82,89.0,,0.89,72.98
2018-03-10,90,89.0,,0.89,80.1
2018-03-11,88,89.0,,0.89,78.32000000000001
2018-03-12,79,89.0,,0.89,70.31
2018-03-13,75,89.0,,0.89,66.75
2018-03-14,74,89.0,,0.89,65.86
2018-03-15,80,89.0,,0.89,71.2
2018-03-16,81,89.0,,0.89,72.09
2018-03-17,88,89.0,,0.89,78.32000000000001
2018-03-18,90,89.0,,0.89,80.1
2018-03-19,80,89.0,,0.89,71.2
2018-03-20,75,89.0,,0.89,66.75
2018-03-21,76,89.0,,0.89,67.64
2018-03-22,73,89.0,,0.89,64.97
2018-03-23,74,89.0,,0.89,65.86
2018-03-24,95,89.0,,0.89,84.55
2018-03-25,97,89.0,,0.89,86.33
2018-03-26,86,89.0,,0.89,76.54
2018-03-27,77,89.0,,0.89,68.53
2018-03-28,80,89.0,,0.89,71.2
2018-03-29,84,89.0,,0.89,74.76
2018-03-30,83,89.0,,0.89,73.87
2018-03-31,97,89.0,,0.89,86.33
2018-04-01,99,92.0,False,0.92,91.08
2018-04-02,79,92.0,,0.92,72.68
2018-04-03,84,92.0,,0.92,77.28
2018-04-04,86,92.0,,0.92,79.12
2018-04-05,91,92.0,,0.92,83.72
2018-04-06,85,92.0,,0.92,78.2
2018-04-07,96,92.0,,0.92,88.32000000000001
2018-04-08,94,92.0,,0.92,86.48
2018-04-09,85,92.0,,0.92,78.2
2018-04-10,86,92.0,,0.92,79.12
2018-04-11,87,92.0,,0.92,80.04
2018-04-12,96,92.0,,0.92,88.32000000000001
2018-04-13,92,92.0,,0.92,84.64
2018-04-14,99,92.0,,0.92,91.08
2018-04-15,100,92.0,,0.92,92.0
2018-04-16,77,92.0,,0.92,70.84
2018-04-17,88,92.0,,0.92,80.96000000000001
2018-04-18,82,92.0,,0.92,75.44
2018-04-19,84,92.0,,0.92,77.28
2018-04-20,79,92.0,,0.92,72.68
2018-04-21,95,92.0,,0.92,87.4
2018-04-22,92,92.0,,0.92,84.64
2018-04-23,95,92.0,,0.92,87.4
2018-04-24,81,92.0,,0.92,74.52000000000001
2018-04-25,82,92.0,,0.92,75.44
2018-04-26,81,92.0,,0.92,74.52000000000001
2018-04-27,81,92.0,,0.92,74.52000000000001
2018-04-28,97,92.0,,0.92,89.24000000000001
2018-04-29,95,92.0,,0.92,87.4
2018-04-30,85,92.0,,0.92,78.2
2018-05-01,76,88.0,False,0.88,66.88
2018-05-02,75,88.0,,0.88,66.0
2018-05-03,78,88.0,,0.88,68.64
2018-05-04,78,88.0,,0.88,68.64
2018-05-05,97,88.0,,0.88,85.36
2018-05-06,100,88.0,,0.88,88.0
2018-05-07,81,88.0,,0.88,71.28
2018-05-08,80,88.0,,0.88,70.4
2018-05-09,78,88.0,,0.88,68.64
2018-05-10,76,88.0,,0.88,66.88
2018-05-11,81,88.0,,0.88,71.28
2018-05-12,93,88.0,,0.88,81.84
2018-05-13,92,88.0,,0.88,80.96
2018-05-14,79,88.0,,0.88,69.52
2018-05-15,75,88.0,,0.88,66.0
2018-05-16,75,88.0,,0.88,66.0
2018-05-17,76,88.0,,0.88,66.88
2018-05-18,81,88.0,,0.88,71.28
2018-05-19,90,88.0,,0.88,79.2
2018-05-20,92,88.0,,0.88,80.96
2018-05-21,75,88.0,,0.88,66.0
2018-05-22,75,88.0,,0.88,66.0
2018-05-23,73,88.0,,0.88,64.24
2018-05-24,78,88.0,,0.88,68.64
2018-05-25,77,88.0,,0.88,67.76
2018-05-26,91,88.0,,0.88,80.08
2018-05-27,91,88.0,,0.88,80.08
2018-05-28,94,88.0,,0.88,82.72
2018-05-29,82,88.0,,0.88,72.16
2018-05-30,77,88.0,,0.88,67.76
2018-05-31,71,88.0,,0.88,62.48
2018-06-01,76,87.0,False,0.87,66.12
2018-06-02,94,87.0,,0.87,81.78
2018-06-03,100,87.0,,0.87,87.0
2018-06-04,80,87.0,,0.87,69.6
2018-06-05,77,87.0,,0.87,66.99
2018-06-06,76,87.0,,0.87,66.12
2018-06-07,78,87.0,,0.87,67.86
2018-06-08,81,87.0,,0.87,70.47
2018-06-09,92,87.0,,0.87,80.04
2018-06-10,91,87.0,,0.87,79.17
2018-06-11,82,87.0,,0.87,71.34
2018-06-12,74,87.0,,0.87,64.38
2018-06-13,84,87.0,,0.87,73.08
2018-06-14,78,87.0,,0.87,67.86
2018-06-15,79,87.0,,0.87,68.73
2018-06-16,93,87.0,,0.87,80.91
2018-06-17,98,87.0,,0.87,85.26
2018-06-18,80,87.0,,0.87,69.6
2018-06-19,76,87.0,,0.87,66.12
2018-06-20,80,87.0,,0.87,69.6
2018-06-21,81,87.0,,0.87,70.47
2018-06-22,78,87.0,,0.87,67.86
2018-06-23,89,87.0,,0.87,77.42999999999999
2018-06-24,93,87.0,,0.87,80.91
2018-06-25,71,87.0,,0.87,61.77
2018-06-26,75,87.0,,0.87,65.25
2018-06-27,81,87.0,,0.87,70.47
2018-06-28,78,87.0,,0.87,67.86
2018-06-29,78,87.0,,0.87,67.86
2018-06-30,89,87.0,,0.87,77.42999999999999
2018-07-01,98,89.0,False,0.89,87.22
2018-07-02,77,89.0,,0.89,68.53
2018-07-03,82,89.0,,0.89,72.98
2018-07-04,88,89.0,,0.89,78.32000000000001
2018-07-05,78,89.0,,0.89,69.42
2018-07-06,86,89.0,,0.89,76.54
2018-07-07,96,89.0,,0.89,85.44
2018-07-08,94,89.0,,0.89,83.66
2018-07-09,84,89.0,,0.89,74.76
2018-07-10,93,89.0,,0.89,82.77
2018-07-11,83,89.0,,0.89,73.87
2018-07-12,80,89.0,,0.89,71.2
2018-07-13,90,89.0,,0.89,80.1
2018-07-14,100,89.0,,0.89,89.0
2018-07-15,94,89.0,,0.89,83.66
2018-07-16,84,89.0,,0.89,74.76
2018-07-17,84,89.0,,0.89,74.76
2018-07-18,83,89.0,,0.89,73.87
2018-07-19,89,89.0,,0.89,79.21000000000001
2018-07-20,92,89.0,,0.89,81.88
2018-07-21,97,89.0,,0.89,86.33
2018-07-22,96,89.0,,0.89,85.44
2018-07-23,81,89.0,,0.89,72.09
2018-07-24,85,89.0,,0.89,75.65
2018-07-25,82,89.0,,0.89,72.98
2018-07-26,85,89.0,,0.89,75.65
2018-07-27,91,89.0,,0.89,80.99
2018-07-28,94,89.0,,0.89,83.66
2018-07-29,99,89.0,,0.89,88.11
2018-07-30,89,89.0,,0.89,79.21000000000001
2018-07-31,87,89.0,,0.89,77.43
2018-08-01,88,89.0,False,0.89,78.32000000000001
2018-08-02,87,89.0,,0.89,77.43
2018-08-03,85,89.0,,0.89,75.65
2018-08-04,95,89.0,,0.89,84.55
2018-08-05,97,89.0,,0.89,86.33
2018-08-06,83,89.0,,0.89,73.87
2018-08-07,84,89.0,,0.89,74.76
2018-08-08,86,89.0,,0.89,76.54
2018-08-09,81,89.0,,0.89,72.09
2018-08-10,80,89.0,,0.89,71.2
2018-08-11,97,89.0,,0.89,86.33
2018-08-12,95,89.0,,0.89,84.55
2018-08-13,85,89.0,,0.89,75.65
2018-08-14,82,89.0,,0.89,72.98
2018-08-15,88,89.0,,0.89,78.32000000000001
2018-08-16,80,89.0,,0.89,71.2
2018-08-17,85,89.0,,0.89,75.65
2018-08-18,99,89.0,,0.89,88.11
2018-08-19,95,89.0,,0.89,84.55
2018-08-20,84,89.0,,0.89,74.76
2018-08-21,83,89.0,,0.89,73.87
2018-08-22,79,89.0,,0.89,70.31
2018-08-23,90,89.0,,0.89,80.1
2018-08-24,84,89.0,,0.89,74.76
2018-08-25,100,89.0,,0.89,89.0
2018-08-26,94,89.0,,0.89,83.66
2018-08-27,80,89.0,,0.89,71.2
2018-08-28,83,89.0,,0.89,73.87
2018-08-29,84,89.0,,0.89,74.76
2018-08-30,80,89.0,,0.89,71.2
2018-08-31,81,89.0,,0.89,72.09
2018-09-01,100,82.0,False,0.82,82.0
2018-09-02,94,82.0,,0.82,77.08
2018-09-03,89,82.0,,0.82,72.97999999999999
2018-09-04,79,82.0,,0.82,64.78
2018-09-05,79,82.0,,0.82,64.78
2018-09-06,76,82.0,,0.82,62.31999999999999
2018-09-07,72,82.0,,0.82,59.04
2018-09-08,96,82.0,,0.82,78.72
2018-09-09,90,82.0,,0.82,73.8
2018-09-10,76,82.0,,0.82,62.31999999999999
2018-09-11,80,82.0,,0.82,65.6
2018-09-12,79,82.0,,0.82,64.78
2018-09-13,77,82.0,,0.82,63.13999999999999
2018-09-14,78,82.0,,0.82,63.959999999999994
2018-09-15,97,82.0,,0.82,79.53999999999999
2018-09-16,88,82.0,,0.82,72.16
2018-09-17,75,82.0,,0.82,61.49999999999999
2018-09-18,79,82.0,,0.82,64.78
2018-09-19,78,82.0,,0.82,63.959999999999994
2018-09-20,79,82.0,,0.82,64.78
2018-09-21,81,82.0,,0.82,66.42
2018-09-22,96,82.0,,0.82,78.72
2018-09-23,88,82.0,,0.82,72.16
2018-09-24,76,82.0,,0.82,62.31999999999999
2018-09-25,78,82.0,,0.82,63.959999999999994
2018-09-26,82,82.0,,0.82,67.24
2018-09-27,74,82.0,,0.82,60.68
2018-09-28,75,82.0,,0.82,61.49999999999999
2018-09-29,97,82.0,,0.82,79.53999999999999
2018-09-30,87,82.0,,0.82,71.33999999999999
2018-10-01,78,79.0,False,0.79,61.620000000000005
2018-10-02,78,79.0,,0.79,61.620000000000005
2018-10-03,76,79.0,,0.79,60.040000000000006
2018-10-04,77,79.0,,0.79,60.830000000000005
2018-10-05,78,79.0,,0.79,61.620000000000005
2018-10-06,90,79.0,,0.79,71.10000000000001
2018-10-07,85,79.0,,0.79,67.15
2018-10-08,76,79.0,,0.79,60.040000000000006
2018-10-09,79,79.0,,0.79,62.410000000000004
2018-10-10,73,79.0,,0.79,57.67
2018-10-11,82,79.0,,0.79,64.78
2018-10-12,85,79.0,,0.79,67.15
2018-10-13,100,79.0,,0.79,79.0
2018-10-14,88,79.0,,0.79,69.52000000000001
2018-10-15,81,79.0,,0.79,63.99
2018-10-16,78,79.0,,0.79,61.620000000000005
2018-10-17,74,79.0,,0.79,58.46
2018-10-18,80,79.0,,0.79,63.2
2018-10-19,86,79.0,,0.79,67.94
2018-10-20,93,79.0,,0.79,73.47
2018-10-21,90,79.0,,0.79,71.10000000000001
2018-10-22,78,79.0,,0.79,61.620000000000005
2018-10-23,82,79.0,,0.79,64.78
2018-10-24,73,79.0,,0.79,57.67
2018-10-25,73,79.0,,0.79,57.67
2018-10-26,94,79.0,,0.79,74.26
2018-10-27,91,79.0,,0.79,71.89
2018-10-28,86,79.0,,0.79,67.94
2018-10-29,77,79.0,,0.79,60.830000000000005
2018-10-30,75,79.0,,0.79,59.25
2018-10-31,69,79.0,,0.79,54.510000000000005
2018-11-01,80,73.0,False,0.73,58.4
2018-11-02,80,73.0,,0.73,58.4
2018-11-03,96,73.0,,0.73,70.08
2018-11-04,83,73.0,,0.73,60.589999999999996
2018-11-05,77,73.0,,0.73,56.21
2018-11-06,72,73.0,,0.73,52.56
2018-11-07,68,73.0,,0.73,49.64
2018-11-08,73,73.0,,0.73,53.29
2018-11-09,74,73.0,,0.73,54.019999999999996
2018-11-10,84,73.0,,0.73,61.32
2018-11-11,98,73.0,,0.73,71.53999999999999
2018-11-12,75,73.0,,0.73,54.75
2018-11-13,65,73.0,,0.73,47.449999999999996
2018-11-14,75,73.0,,0.73,54.75
2018-11-15,75,73.0,,0.73,54.75
2018-11-16,75,73.0,,0.73,54.75
2018-11-17,98,73.0,,0.73,71.53999999999999
2018-11-18,86,73.0,,0.73,62.78
2018-11-19,81,73.0,,0.73,59.129999999999995
2018-11-20,80,73.0,,0.73,58.4
2018-11-21,73,73.0,,0.73,53.29
2018-11-22,78,73.0,,0.73,56.94
2018-11-23,80,73.0,,0.73,58.4
2018-11-24,100,73.0,,0.73,73.0
2018-11-25,77,73.0,,0.73,56.21
2018-11-26,72,73.0,,0.73,52.56
2018-11-27,70,73.0,,0.73,51.1
2018-11-28,77,73.0,,0.73,56.21
2018-11-29,78,73.0,,0.73,56.94
2018-11-30,79,73.0,,0.73,57.67
2018-12-01,87,74.0,False,0.74,64.38
2018-12-02,89,74.0,,0.74,65.86
2018-12-03,80,74.0,,0.74,59.2
2018-12-04,74,74.0,,0.74,54.76
2018-12-05,73,74.0,,0.74,54.019999999999996
2018-12-06,77,74.0,,0.74,56.98
2018-12-07,81,74.0,,0.74,59.94
2018-12-08,91,74.0,,0.74,67.34
2018-12-09,86,74.0,,0.74,63.64
2018-12-10,76,74.0,,0.74,56.24
2018-12-11,77,74.0,,0.74,56.98
2018-12-12,70,74.0,,0.74,51.8
2018-12-13,78,74.0,,0.74,57.72
2018-12-14,80,74.0,,0.74,59.2
2018-12-15,100,74.0,,0.74,74.0
2018-12-16,85,74.0,,0.74,62.9
2018-12-17,82,74.0,,0.74,60.68
2018-12-18,79,74.0,,0.74,58.46
2018-12-19,78,74.0,,0.74,57.72
2018-12-20,80,74.0,,0.74,59.2
2018-12-21,75,74.0,,0.74,55.5
2018-12-22,86,74.0,,0.74,63.64
2018-12-23,89,74.0,,0.74,65.86
2018-12-24,80,74.0,,0.74,59.2
2018-12-25,83,74.0,,0.74,61.42
2018-12-26,91,74.0,,0.74,67.34
2018-12-27,86,74.0,,0.74,63.64
2018-12-28,81,74.0,,0.74,59.94
2018-12-29,84,74.0,,0.74,62.16
2018-12-30,81,74.0,,0.74,59.94
2018-12-31,87,74.0,,0.74,64.38
2019-01-01,73,79.0,False,0.79,57.67
2019-01-02,84,79.0,,0.79,66.36
2019-01-03,71,79.0,,0.79,56.09
2019-01-04,76,79.0,,0.79,60.040000000000006
2019-01-05,88,79.0,,0.79,69.52000000000001
2019-01-06,85,79.0,,0.79,67.15
2019-01-07,77,79.0,,0.79,60.830000000000005
2019-01-08,92,79.0,,0.79,72.68
2019-01-09,81,79.0,,0.79,63.99
2019-01-10,78,79.0,,0.79,61.620000000000005
2019-01-11,81,79.0,,0.79,63.99
2019-01-12,92,79.0,,0.79,72.68
2019-01-13,88,79.0,,0.79,69.52000000000001
2019-01-14,88,79.0,,0.79,69.52000000000001
2019-01-15,92,79.0,,0.79,72.68
2019-01-16,83,79.0,,0.79,65.57000000000001
2019-01-17,87,79.0,,0.79,68.73
2019-01-18,81,79.0,,0.79,63.99
2019-01-19,95,79.0,,0.79,75.05
2019-01-20,96,79.0,,0.79,75.84
2019-01-21,78,79.0,,0.79,61.620000000000005
2019-01-22,79,79.0,,0.79,62.410000000000004
2019-01-23,81,79.0,,0.79,63.99
2019-01-24,78,79.0,,0.79,61.620000000000005
2019-01-25,83,79.0,,0.79,65.57000000000001
2019-01-26,98,79.0,,0.79,77.42
2019-01-27,100,79.0,,0.79,79.0
2019-01-28,83,79.0,,0.79,65.57000000000001
2019-01-29,82,79.0,,0.79,64.78
2019-01-30,80,79.0,,0.79,63.2
2019-01-31,79,79.0,,0.79,62.410000000000004
2019-02-01,82,81.0,False,0.81,66.42
2019-02-02,98,81.0,,0.81,79.38000000000001
2019-02-03,99,81.0,,0.81,80.19000000000001
2019-02-04,95,81.0,,0.81,76.95
2019-02-05,84,81.0,,0.81,68.04
2019-02-06,82,81.0,,0.81,66.42
2019-02-07,82,81.0,,0.81,66.42
2019-02-08,85,81.0,,0.81,68.85000000000001
2019-02-09,99,81.0,,0.81,80.19000000000001
2019-02-10,88,81.0,,0.81,71.28
2019-02-11,85,81.0,,0.81,68.85000000000001
2019-02-12,81,81.0,,0.81,65.61
2019-02-13,75,81.0,,0.81,60.75000000000001
2019-02-14,82,81.0,,0.81,66.42
2019-02-15,80,81.0,,0.81,64.80000000000001
2019-02-16,100,81.0,,0.81,81.0
2019-02-17,97,81.0,,0.81,78.57000000000001
2019-02-18,82,81.0,,0.81,66.42
2019-02-19,82,81.0,,0.81,66.42
2019-02-20,80,81.0,,0.81,64.80000000000001
2019-02-21,78,81.0,,0.81,63.18000000000001
2019-02-22,84,81.0,,0.81,68.04
2019-02-23,92,81.0,,0.81,74.52000000000001
2019-02-24,96,81.0,,0.81,77.76
2019-02-25,89,81.0,,0.81,72.09
2019-02-26,89,81.0,,0.81,72.09
2019-02-27,84,81.0,,0.81,68.04
2019-02-28,86,81.0,,0.81,69.66000000000001
2019-03-01,76,85.0,False,0.85,64.6
2019-03-02,87,85.0,,0.85,73.95
2019-03-03,87,85.0,,0.85,73.95
2019-03-04,80,85.0,,0.85,68.0
2019-03-05,71,85.0,,0.85,60.35
2019-03-06,74,85.0,,0.85,62.9
2019-03-07,75,85.0,,0.85,63.75
2019-03-08,76,85.0,,0.85,64.6
2019-03-09,87,85.0,,0.85,73.95
2019-03-10,91,85.0,,0.85,77.35
2019-03-11,76,85.0,,0.85,64.6
2019-03-12,77,85.0,,0.85,65.45
2019-03-13,74,85.0,,0.85,62.9
2019-03-14,83,85.0,,0.85,70.55
2019-03-15,82,85.0,,0.85,69.7
2019-03-16,91,85.0,,0.85,77.35
2019-03-17,93,85.0,,0.85,79.05
2019-03-18,83,85.0,,0.85,70.55
2019-03-19,83,85.0,,0.85,70.55
2019-03-20,82,85.0,,0.85,69.7
2019-03-21,78,85.0,,0.85,66.3
2019-03-22,83,85.0,,0.85,70.55
2019-03-23,95,85.0,,0.85,80.75
2019-03-24,100,85.0,,0.85,85.0
2019-03-25,87,85.0,,0.85,73.95
2019-03-26,91,85.0,,0.85,77.35
2019-03-27,86,85.0,,0.85,73.1
2019-03-28,85,85.0,,0.85,72.25
2019-03-29,85,85.0,,0.85,72.25
2019-03-30,100,85.0,,0.85,85.0
2019-03-31,96,85.0,,0.85,81.6
2019-04-01,77,85.0,False,0.85,65.45
2019-04-02,81,85.0,,0.85,68.85
2019-04-03,80,85.0,,0.85,68.0
2019-04-04,75,85.0,,0.85,63.75
2019-04-05,86,85.0,,0.85,73.1
2019-04-06,96,85.0,,0.85,81.6
2019-04-07,97,85.0,,0.85,82.45
2019-04-08,83,85.0,,0.85,70.55
2019-04-09,77,85.0,,0.85,65.45
2019-04-10,80,85.0,,0.85,68.0
2019-04-11,77,85.0,,0.85,65.45
2019-04-12,84,85.0,,0.85,71.39999999999999
2019-04-13,96,85.0,,0.85,81.6
2019-04-14,93,85.0,,0.85,79.05
2019-04-15,80,85.0,,0.85,68.0
2019-04-16,79,85.0,,0.85,67.14999999999999
2019-04-17,78,85.0,,0.85,66.3
2019-04-18,83,85.0,,0.85,70.55
2019-04-19,84,85.0,,0.85,71.39999999999999
2019-04-20,92,85.0,,0.85,78.2
2019-04-21,100,85.0,,0.85,85.0
2019-04-22,81,85.0,,0.85,68.85
2019-04-23,80,85.0,,0.85,68.0
2019-04-24,79,85.0,,0.85,67.14999999999999
2019-04-25,81,85.0,,0.85,68.85
2019-04-26,84,85.0,,0.85,71.39999999999999
2019-04-27,89,85.0,,0.85,75.64999999999999
2019-04-28,90,85.0,,0.85,76.5
2019-04-29,86,85.0,,0.85,73.1
2019-04-30,79,85.0,,0.85,67.14999999999999
2019-05-01,76,88.0,False,0.88,66.88
2019-05-02,74,88.0,,0.88,65.12
2019-05-03,77,88.0,,0.88,67.76
2019-05-04,93,88.0,,0.88,81.84
2019-05-05,96,88.0,,0.88,84.48
2019-05-06,81,88.0,,0.88,71.28
2019-05-07,76,88.0,,0.88,66.88
2019-05-08,80,88.0,,0.88,70.4
2019-05-09,80,88.0,,0.88,70.4
2019-05-10,82,88.0,,0.88,72.16
2019-05-11,89,88.0,,0.88,78.32000000000001
2019-05-12,91,88.0,,0.88,80.08
2019-05-13,80,88.0,,0.88,70.4
2019-05-14,80,88.0,,0.88,70.4
2019-05-15,83,88.0,,0.88,73.04
2019-05-16,82,88.0,,0.88,72.16
2019-05-17,83,88.0,,0.88,73.04
2019-05-18,100,88.0,,0.88,88.0
2019-05-19,85,88.0,,0.88,74.8
2019-05-20,78,88.0,,0.88,68.64
2019-05-21,74,88.0,,0.88,65.12
2019-05-22,78,88.0,,0.88,68.64
2019-05-23,83,88.0,,0.88,73.04
2019-05-24,81,88.0,,0.88,71.28
2019-05-25,93,88.0,,0.88,81.84
2019-05-26,88,88.0,,0.88,77.44
2019-05-27,92,88.0,,0.88,80.96
2019-05-28,83,88.0,,0.88,73.04
2019-05-29,84,88.0,,0.88,73.92
2019-05-30,82,88.0,,0.88,72.16
2019-05-31,83,88.0,,0.88,73.04
2019-06-01,89,91.0,False,0.91,80.99000000000001
2019-06-02,91,91.0,,0.91,82.81
2019-06-03,85,91.0,,0.91,77.35000000000001
2019-06-04,82,91.0,,0.91,74.62
2019-06-05,80,91.0,,0.91,72.8
2019-06-06,78,91.0,,0.91,70.98
2019-06-07,74,91.0,,0.91,67.34
2019-06-08,89,91.0,,0.91,80.99000000000001
2019-06-09,93,91.0,,0.91,84.63000000000001
2019-06-10,81,91.0,,0.91,73.71000000000001
2019-06-11,81,91.0,,0.91,73.71000000000001
2019-06-12,76,91.0,,0.91,69.16
2019-06-13,83,91.0,,0.91,75.53
2019-06-14,85,91.0,,0.91,77.35000000000001
2019-06-15,95,91.0,,0.91,86.45
2019-06-16,100,91.0,,0.91,91.0
2019-06-17,80,91.0,,0.91,72.8
2019-06-18,80,91.0,,0.91,72.8
2019-06-19,80,91.0,,0.91,72.8
2019-06-20,74,91.0,,0.91,67.34
2019-06-21,83,91.0,,0.91,75.53
2019-06-22,95,91.0,,0.91,86.45
2019-06-23,90,91.0,,0.91,81.9
2019-06-24,77,91.0,,0.91,70.07000000000001
2019-06-25,81,91.0,,0.91,73.71000000000001
2019-06-26,87,91.0,,0.91,79.17
2019-06-27,98,91.0,,0.91,89.18
2019-06-28,84,91.0,,0.91,76.44
2019-06-29,94,91.0,,0.91,85.54
2019-06-30,92,91.0,,0.91,83.72
2019-07-01,80,89.0,False,0.89,71.2
2019-07-02,81,89.0,,0.89,72.09
2019-07-03,72,89.0,,0.89,64.08
2019-07-04,81,89.0,,0.89,72.09
2019-07-05,87,89.0,,0.89,77.43
2019-07-06,90,89.0,,0.89,80.1
2019-07-07,87,89.0,,0.89,77.43
2019-07-08,75,89.0,,0.89,66.75
2019-07-09,85,89.0,,0.89,75.65
2019-07-10,88,89.0,,0.89,78.32000000000001
2019-07-11,87,89.0,,0.89,77.43
2019-07-12,89,89.0,,0.89,79.21000000000001
2019-07-13,94,89.0,,0.89,83.66
2019-07-14,90,89.0,,0.89,80.1
2019-07-15,81,89.0,,0.89,72.09
2019-07-16,80,89.0,,0.89,71.2
2019-07-17,80,89.0,,0.89,71.2
2019-07-18,76,89.0,,0.89,67.64
2019-07-19,91,89.0,,0.89,80.99
2019-07-20,95,89.0,,0.89,84.55
2019-07-21,100,89.0,,0.89,89.0
2019-07-22,89,89.0,,0.89,79.21000000000001
2019-07-23,90,89.0,,0.89,80.1
2019-07-24,83,89.0,,0.89,73.87
2019-07-25,83,89.0,,0.89,73.87
2019-07-26,84,89.0,,0.89,74.76
2019-07-27,100,89.0,,0.89,89.0
2019-07-28,97,89.0,,0.89,86.33
2019-07-29,86,89.0,,0.89,76.54
2019-07-30,81,89.0,,0.89,72.09
2019-07-31,82,89.0,,0.89,72.98
2019-08-01,76,87.0,False,0.87,66.12
2019-08-02,83,87.0,,0.87,72.21
2019-08-03,93,87.0,,0.87,80.91
2019-08-04,90,87.0,,0.87,78.3
2019-08-05,83,87.0,,0.87,72.21
2019-08-06,83,87.0,,0.87,72.21
2019-08-07,80,87.0,,0.87,69.6
2019-08-08,78,87.0,,0.87,67.86
2019-08-09,81,87.0,,0.87,70.47
2019-08-10,89,87.0,,0.87,77.42999999999999
2019-08-11,90,87.0,,0.87,78.3
2019-08-12,80,87.0,,0.87,69.6
2019-08-13,83,87.0,,0.87,72.21
2019-08-14,81,87.0,,0.87,70.47
2019-08-15,83,87.0,,0.87,72.21
2019-08-16,81,87.0,,0.87,70.47
2019-08-17,92,87.0,,0.87,80.04
2019-08-18,96,87.0,,0.87,83.52
2019-08-19,80,87.0,,0.87,69.6
2019-08-20,80,87.0,,0.87,69.6
2019-08-21,79,87.0,,0.87,68.73
2019-08-22,79,87.0,,0.87,68.73
2019-08-23,81,87.0,,0.87,70.47
2019-08-24,93,87.0,,0.87,80.91
2019-08-25,90,87.0,,0.87,78.3
2019-08-26,77,87.0,,0.87,66.99
2019-08-27,82,87.0,,0.87,71.34
2019-08-28,83,87.0,,0.87,72.21
2019-08-29,84,87.0,,0.87,73.08
2019-08-30,100,87.0,,0.87,87.0
2019-08-31,92,87.0,,0.87,80.04
2019-09-01,86,82.0,False,0.82,70.52
2019-09-02,81,82.0,,0.82,66.42
2019-09-03,72,82.0,,0.82,59.04
2019-09-04,70,82.0,,0.82,57.4
2019-09-05,75,82.0,,0.82,61.49999999999999
2019-09-06,75,82.0,,0.82,61.49999999999999
2019-09-07,100,82.0,,0.82,82.0
