date,SA_unscaled,SA_monthly,isPartial,scale,SA
2018-01-02,64,91.0,,0.91,58.24
2018-01-03,71,91.0,,0.91,64.61
2018-01-04,75,91.0,,0.91,68.25
2018-01-05,89,91.0,,0.91,80.99000000000001
2018-01-06,93,91.0,,0.91,84.63000000000001
2018-01-07,84,91.0,,0.91,76.44
2018-01-08,93,91.0,,0.91,84.63000000000001
2018-01-09,73,91.0,,0.91,66.43
2018-01-10,76,91.0,,0.91,69.16
2018-01-11,73,91.0,,0.91,66.43
2018-01-12,75,91.0,,0.91,68.25
2018-01-13,85,91.0,,0.91,77.35000000000001
2018-01-14,94,91.0,,0.91,85.54
2018-01-15,91,91.0,,0.91,82.81
2018-01-16,96,91.0,,0.91,87.36
2018-01-17,87,91.0,,0.91,79.17
2018-01-18,77,91.0,,0.91,70.07000000000001
2018-01-19,75,91.0,,0.91,68.25
2018-01-20,69,91.0,,0.91,62.79
2018-01-21,69,91.0,,0.91,62.79
2018-01-22,75,91.0,,0.91,68.25
2018-01-23,72,91.0,,0.91,65.52
2018-01-24,86,91.0,,0.91,78.26
2018-01-25,92,91.0,,0.91,83.72
2018-01-26,95,91.0,,0.91,86.45
2018-01-27,100,91.0,,0.91,91.0
2018-01-28,78,91.0,,0.91,70.98
2018-01-29,79,91.0,,0.91,71.89
2018-01-30,78,91.0,,0.91,70.98
2018-01-31,76,91.0,,0.91,69.16
2018-02-01,83,98.0,False,0.98,81.34
2018-02-02,71,98.0,,0.98,69.58
2018-02-03,69,98.0,,0.98,67.62
2018-02-04,76,98.0,,0.98,74.48
2018-02-05,63,98.0,,0.98,61.74
2018-02-06,64,98.0,,0.98,62.72
2018-02-07,93,98.0,,0.98,91.14
2018-02-08,69,98.0,,0.98,67.62
2018-02-09,64,98.0,,0.98,62.72
2018-02-10,98,98.0,,0.98,96.03999999999999
2018-02-11,71,98.0,,0.98,69.58
2018-02-12,69,98.0,,0.98,67.62
2018-02-13,100,98.0,,0.98,98.0
2018-02-14,70,98.0,,0.98,68.6
2018-02-15,63,98.0,,0.98,61.74
2018-02-16,84,98.0,,0.98,82.32
2018-02-17,72,98.0,,0.98,70.56
2018-02-18,84,98.0,,0.98,82.32
2018-02-19,67,98.0,,0.98,65.66
2018-02-20,74,98.0,,0.98,72.52
2018-02-21,97,98.0,,0.98,95.06
2018-02-22,73,98.0,,0.98,71.53999999999999
2018-02-23,67,98.0,,0.98,65.66
2018-02-24,88,98.0,,0.98,86.24
2018-02-25,67,98.0,,0.98,65.66
2018-02-26,65,98.0,,0.98,63.699999999999996
2018-02-27,63,98.0,,0.98,61.74
2018-02-28,71,98.0,,0.98,69.58
2018-03-01,87,82.0,False,0.82,71.33999999999999
2018-03-02,84,82.0,,0.82,68.88
2018-03-03,82,82.0,,0.82,67.24
2018-03-04,83,82.0,,0.82,68.06
2018-03-05,87,82.0,,0.82,71.33999999999999
2018-03-06,93,82.0,,0.82,76.25999999999999
2018-03-07,94,82.0,,0.82,77.08
2018-03-08,93,82.0,,0.82,76.25999999999999
2018-03-09,95,82.0,,0.82,77.89999999999999
2018-03-10,96,82.0,,0.82,78.72
2018-03-11,100,82.0,,0.82,82.0
2018-03-12,89,82.0,,0.82,72.97999999999999
2018-03-13,88,82.0,,0.82,72.16
2018-03-14,86,82.0,,0.82,70.52
2018-03-15,98,82.0,,0.82,80.36
2018-03-16,83,82.0,,0.82,68.06
2018-03-17,75,82.0,,0.82,61.49999999999999
2018-03-18,77,82.0,,0.82,63.13999999999999
2018-03-19,82,82.0,,0.82,67.24
2018-03-20,88,82.0,,0.82,72.16
2018-03-21,87,82.0,,0.82,71.33999999999999
2018-03-22,92,82.0,,0.82,75.44
2018-03-23,89,82.0,,0.82,72.97999999999999
2018-03-24,88,82.0,,0.82,72.16
2018-03-25,93,82.0,,0.82,76.25999999999999
2018-03-26,91,82.0,,0.82,74.61999999999999
2018-03-27,86,82.0,,0.82,70.52
2018-03-28,96,82.0,,0.82,78.72
2018-03-29,90,82.0,,0.82,73.8
2018-03-30,96,82.0,,0.82,78.72
2018-03-31,88,82.0,,0.82,72.16
2018-04-01,90,80.0,False,0.8,72.0
2018-04-02,86,80.0,,0.8,68.8
2018-04-03,96,80.0,,0.8,76.80000000000001
2018-04-04,95,80.0,,0.8,76.0
2018-04-05,94,80.0,,0.8,75.2
2018-04-06,89,80.0,,0.8,71.2
2018-04-07,89,80.0,,0.8,71.2
2018-04-08,87,80.0,,0.8,69.60000000000001
2018-04-09,94,80.0,,0.8,75.2
2018-04-10,99,80.0,,0.8,79.2
2018-04-11,92,80.0,,0.8,73.60000000000001
2018-04-12,99,80.0,,0.8,79.2
2018-04-13,94,80.0,,0.8,75.2
2018-04-14,89,80.0,,0.8,71.2
2018-04-15,93,80.0,,0.8,74.4
2018-04-16,94,80.0,,0.8,75.2
2018-04-17,100,80.0,,0.8,80.0
2018-04-18,92,80.0,,0.8,73.60000000000001
2018-04-19,91,80.0,,0.8,72.8
2018-04-20,85,80.0,,0.8,68.0
2018-04-21,83,80.0,,0.8,66.4
2018-04-22,91,80.0,,0.8,72.8
2018-04-23,86,80.0,,0.8,68.8
2018-04-24,88,80.0,,0.8,70.4
2018-04-25,92,80.0,,0.8,73.60000000000001
2018-04-26,90,80.0,,0.8,72.0
2018-04-27,87,80.0,,0.8,69.60000000000001
2018-04-28,86,80.0,,0.8,68.8
2018-04-29,81,80.0,,0.8,64.8
2018-04-30,90,80.0,,0.8,72.0
2018-05-01,84,75.0,False,0.75,63.0
2018-05-02,84,75.0,,0.75,63.0
2018-05-03,95,75.0,,0.75,71.25
2018-05-04,94,75.0,,0.75,70.5
2018-05-05,81,75.0,,0.75,60.75
2018-05-06,85,75.0,,0.75,63.75
2018-05-07,95,75.0,,0.75,71.25
2018-05-08,94,75.0,,0.75,70.5
2018-05-09,86,75.0,,0.75,64.5
2018-05-10,92,75.0,,0.75,69.0
2018-05-11,91,75.0,,0.75,68.25
2018-05-12,87,75.0,,0.75,65.25
2018-05-13,80,75.0,,0.75,60.0
2018-05-14,92,75.0,,0.75,69.0
2018-05-15,89,75.0,,0.75,66.75
2018-05-16,91,75.0,,0.75,68.25
2018-05-17,90,75.0,,0.75,67.5
2018-05-18,93,75.0,,0.75,69.75
2018-05-19,86,75.0,,0.75,64.5
2018-05-20,89,75.0,,0.75,66.75
2018-05-21,100,75.0,,0.75,75.0
2018-05-22,93,75.0,,0.75,69.75
2018-05-23,94,75.0,,0.75,70.5
2018-05-24,89,75.0,,0.75,66.75
2018-05-25,94,75.0,,0.75,70.5
2018-05-26,85,75.0,,0.75,63.75
2018-05-27,92,75.0,,0.75,69.0
2018-05-28,84,75.0,,0.75,63.0
2018-05-29,95,75.0,,0.75,71.25
2018-05-30,91,75.0,,0.75,68.25
2018-05-31,89,75.0,,0.75,66.75
2018-06-01,84,74.0,False,0.74,62.16
2018-06-02,86,74.0,,0.74,63.64
2018-06-03,87,74.0,,0.74,64.38
2018-06-04,86,74.0,,0.74,63.64
2018-06-05,83,74.0,,0.74,61.42
2018-06-06,96,74.0,,0.74,71.03999999999999
2018-06-07,100,74.0,,0.74,74.0
2018-06-08,94,74.0,,0.74,69.56
2018-06-09,87,74.0,,0.74,64.38
2018-06-10,75,74.0,,0.74,55.5
2018-06-11,93,74.0,,0.74,68.82
2018-06-12,91,74.0,,0.74,67.34
2018-06-13,96,74.0,,0.74,71.03999999999999
2018-06-14,98,74.0,,0.74,72.52
2018-06-15,87,74.0,,0.74,64.38
2018-06-16,85,74.0,,0.74,62.9
2018-06-17,85,74.0,,0.74,62.9
2018-06-18,90,74.0,,0.74,66.6
2018-06-19,97,74.0,,0.74,71.78
2018-06-20,100,74.0,,0.74,74.0
2018-06-21,88,74.0,,0.74,65.12
2018-06-22,89,74.0,,0.74,65.86
2018-06-23,86,74.0,,0.74,63.64
2018-06-24,88,74.0,,0.74,65.12
2018-06-25,86,74.0,,0.74,63.64
2018-06-26,90,74.0,,0.74,66.6
2018-06-27,84,74.0,,0.74,62.16
2018-06-28,86,74.0,,0.74,63.64
2018-06-29,94,74.0,,0.74,69.56
2018-06-30,89,74.0,,0.74,65.86
2018-07-01,80,76.0,False,0.76,60.8
2018-07-02,82,76.0,,0.76,62.32
2018-07-03,89,76.0,,0.76,67.64
2018-07-04,97,76.0,,0.76,73.72
2018-07-05,100,76.0,,0.76,76.0
2018-07-06,88,76.0,,0.76,66.88
2018-07-07,86,76.0,,0.76,65.36
2018-07-08,82,76.0,,0.76,62.32
2018-07-09,92,76.0,,0.76,69.92
2018-07-10,94,76.0,,0.76,71.44
2018-07-11,87,76.0,,0.76,66.12
2018-07-12,88,76.0,,0.76,66.88
2018-07-13,93,76.0,,0.76,70.68
2018-07-14,86,76.0,,0.76,65.36
2018-07-15,85,76.0,,0.76,64.6
2018-07-16,94,76.0,,0.76,71.44
2018-07-17,88,76.0,,0.76,66.88
2018-07-18,93,76.0,,0.76,70.68
2018-07-19,93,76.0,,0.76,70.68
2018-07-20,88,76.0,,0.76,66.88
2018-07-21,93,76.0,,0.76,70.68
2018-07-22,89,76.0,,0.76,67.64
2018-07-23,92,76.0,,0.76,69.92
2018-07-24,85,76.0,,0.76,64.6
2018-07-25,90,76.0,,0.76,68.4
2018-07-26,93,76.0,,0.76,70.68
2018-07-27,88,76.0,,0.76,66.88
2018-07-28,75,76.0,,0.76,57.0
2018-07-29,83,76.0,,0.76,63.08
2018-07-30,90,76.0,,0.76,68.4
2018-07-31,87,76.0,,0.76,66.12
2018-08-01,97,75.0,False,0.75,72.75
2018-08-02,93,75.0,,0.75,69.75
2018-08-03,89,75.0,,0.75,66.75
2018-08-04,84,75.0,,0.75,63.0
2018-08-05,88,75.0,,0.75,66.0
2018-08-06,97,75.0,,0.75,72.75
2018-08-07,100,75.0,,0.75,75.0
2018-08-08,96,75.0,,0.75,72.0
2018-08-09,94,75.0,,0.75,70.5
2018-08-10,92,75.0,,0.75,69.0
2018-08-11,85,75.0,,0.75,63.75
2018-08-12,85,75.0,,0.75,63.75
2018-08-13,93,75.0,,0.75,69.75
2018-08-14,95,75.0,,0.75,71.25
2018-08-15,88,75.0,,0.75,66.0
2018-08-16,88,75.0,,0.75,66.0
2018-08-17,92,75.0,,0.75,69.0
2018-08-18,79,75.0,,0.75,59.25
2018-08-19,79,75.0,,0.75,59.25
2018-08-20,100,75.0,,0.75,75.0
2018-08-21,92,75.0,,0.75,69.0
2018-08-22,92,75.0,,0.75,69.0
2018-08-23,94,75.0,,0.75,70.5
2018-08-24,88,75.0,,0.75,66.0
2018-08-25,91,75.0,,0.75,68.25
2018-08-26,84,75.0,,0.75,63.0
2018-08-27,86,75.0,,0.75,64.5
2018-08-28,84,75.0,,0.75,63.0
2018-08-29,95,75.0,,0.75,71.25
2018-08-30,91,75.0,,0.75,68.25
2018-08-31,86,75.0,,0.75,64.5
2018-09-01,89,73.0,False,0.73,64.97
2018-09-02,86,73.0,,0.73,62.78
2018-09-03,92,73.0,,0.73,67.16
2018-09-04,90,73.0,,0.73,65.7
2018-09-05,100,73.0,,0.73,73.0
2018-09-06,87,73.0,,0.73,63.51
2018-09-07,97,73.0,,0.73,70.81
2018-09-08,88,73.0,,0.73,64.24
2018-09-09,86,73.0,,0.73,62.78
2018-09-10,91,73.0,,0.73,66.42999999999999
2018-09-11,85,73.0,,0.73,62.05
2018-09-12,90,73.0,,0.73,65.7
2018-09-13,84,73.0,,0.73,61.32
2018-09-14,86,73.0,,0.73,62.78
2018-09-15,90,73.0,,0.73,65.7
2018-09-16,87,73.0,,0.73,63.51
2018-09-17,84,73.0,,0.73,61.32
2018-09-18,92,73.0,,0.73,67.16
2018-09-19,91,73.0,,0.73,66.42999999999999
2018-09-20,96,73.0,,0.73,70.08
2018-09-21,83,73.0,,0.73,60.589999999999996
2018-09-22,82,73.0,,0.73,59.86
2018-09-23,81,73.0,,0.73,59.129999999999995
2018-09-24,90,73.0,,0.73,65.7
2018-09-25,95,73.0,,0.73,69.35
2018-09-26,89,73.0,,0.73,64.97
2018-09-27,90,73.0,,0.73,65.7
2018-09-28,87,73.0,,0.73,63.51
2018-09-29,91,73.0,,0.73,66.42999999999999
2018-09-30,95,73.0,,0.73,69.35
2018-10-01,91,76.0,False,0.76,69.16
2018-10-02,94,76.0,,0.76,71.44
2018-10-03,91,76.0,,0.76,69.16
2018-10-04,89,76.0,,0.76,67.64
2018-10-05,86,76.0,,0.76,65.36
2018-10-06,87,76.0,,0.76,66.12
2018-10-07,80,76.0,,0.76,60.8
2018-10-08,86,76.0,,0.76,65.36
2018-10-09,89,76.0,,0.76,67.64
2018-10-10,91,76.0,,0.76,69.16
2018-10-11,97,76.0,,0.76,73.72
2018-10-12,96,76.0,,0.76,72.96000000000001
2018-10-13,86,76.0,,0.76,65.36
2018-10-14,87,76.0,,0.76,66.12
2018-10-15,91,76.0,,0.76,69.16
2018-10-16,91,76.0,,0.76,69.16
2018-10-17,91,76.0,,0.76,69.16
2018-10-18,96,76.0,,0.76,72.96000000000001
2018-10-19,86,76.0,,0.76,65.36
2018-10-20,82,76.0,,0.76,62.32
2018-10-21,100,76.0,,0.76,76.0
2018-10-22,98,76.0,,0.76,74.48
2018-10-23,97,76.0,,0.76,73.72
2018-10-24,91,76.0,,0.76,69.16
2018-10-25,90,76.0,,0.76,68.4
2018-10-26,91,76.0,,0.76,69.16
2018-10-27,81,76.0,,0.76,61.56
2018-10-28,87,76.0,,0.76,66.12
2018-10-29,96,76.0,,0.76,72.96000000000001
2018-10-30,90,76.0,,0.76,68.4
2018-10-31,87,76.0,,0.76,66.12
2018-11-01,100,75.0,False,0.75,75.0
2018-11-02,84,75.0,,0.75,63.0
2018-11-03,88,75.0,,0.75,66.0
2018-11-04,92,75.0,,0.75,69.0
2018-11-05,99,75.0,,0.75,74.25
2018-11-06,96,75.0,,0.75,72.0
2018-11-07,85,75.0,,0.75,63.75
2018-11-08,98,75.0,,0.75,73.5
2018-11-09,89,75.0,,0.75,66.75
2018-11-10,93,75.0,,0.75,69.75
2018-11-11,93,75.0,,0.75,69.75
2018-11-12,88,75.0,,0.75,66.0
2018-11-13,95,75.0,,0.75,71.25
2018-11-14,96,75.0,,0.75,72.0
2018-11-15,95,75.0,,0.75,71.25
2018-11-16,87,75.0,,0.75,65.25
2018-11-17,88,75.0,,0.75,66.0
2018-11-18,89,75.0,,0.75,66.75
2018-11-19,94,75.0,,0.75,70.5
2018-11-20,95,75.0,,0.75,71.25
2018-11-21,83,75.0,,0.75,62.25
2018-11-22,93,75.0,,0.75,69.75
2018-11-23,79,75.0,,0.75,59.25
2018-11-24,76,75.0,,0.75,57.0
2018-11-25,76,75.0,,0.75,57.0
2018-11-26,91,75.0,,0.75,68.25
2018-11-27,80,75.0,,0.75,60.0
2018-11-28,87,75.0,,0.75,65.25
2018-11-29,100,75.0,,0.75,75.0
2018-11-30,91,75.0,,0.75,68.25
2018-12-01,85,71.0,False,0.71,60.349999999999994
2018-12-02,86,71.0,,0.71,61.059999999999995
2018-12-03,85,71.0,,0.71,60.349999999999994
2018-12-04,90,71.0,,0.71,63.9
2018-12-05,80,71.0,,0.71,56.8
2018-12-06,94,71.0,,0.71,66.74
2018-12-07,90,71.0,,0.71,63.9
2018-12-08,83,71.0,,0.71,58.93
2018-12-09,86,71.0,,0.71,61.059999999999995
2018-12-10,96,71.0,,0.71,68.16
2018-12-11,90,71.0,,0.71,63.9
2018-12-12,93,71.0,,0.71,66.03
2018-12-13,92,71.0,,0.71,65.32
2018-12-14,86,71.0,,0.71,61.059999999999995
2018-12-15,82,71.0,,0.71,58.22
2018-12-16,83,71.0,,0.71,58.93
2018-12-17,92,71.0,,0.71,65.32
2018-12-18,85,71.0,,0.71,60.349999999999994
2018-12-19,93,71.0,,0.71,66.03
2018-12-20,90,71.0,,0.71,63.9
2018-12-21,88,71.0,,0.71,62.48
2018-12-22,88,71.0,,0.71,62.48
2018-12-23,84,71.0,,0.71,59.64
2018-12-24,93,71.0,,0.71,66.03
2018-12-25,83,71.0,,0.71,58.93
2018-12-26,100,71.0,,0.71,71.0
2018-12-27,97,71.0,,0.71,68.86999999999999
2018-12-28,95,71.0,,0.71,67.45
2018-12-29,93,71.0,,0.71,66.03
2018-12-30,86,71.0,,0.71,61.059999999999995
2018-12-31,82,71.0,,0.71,58.22
2019-01-01,68,80.0,False,0.8,54.400000000000006
2019-01-02,82,80.0,,0.8,65.60000000000001
2019-01-03,83,80.0,,0.8,66.4
2019-01-04,76,80.0,,0.8,60.800000000000004
2019-01-05,80,80.0,,0.8,64.0
2019-01-06,79,80.0,,0.8,63.2
2019-01-07,83,80.0,,0.8,66.4
2019-01-08,81,80.0,,0.8,64.8
2019-01-09,85,80.0,,0.8,68.0
2019-01-10,77,80.0,,0.8,61.6
2019-01-11,82,80.0,,0.8,65.60000000000001
2019-01-12,82,80.0,,0.8,65.60000000000001
2019-01-13,90,80.0,,0.8,72.0
2019-01-14,82,80.0,,0.8,65.60000000000001
2019-01-15,89,80.0,,0.8,71.2
2019-01-16,88,80.0,,0.8,70.4
2019-01-17,74,80.0,,0.8,59.2
2019-01-18,84,80.0,,0.8,67.2
2019-01-19,88,80.0,,0.8,70.4
2019-01-20,76,80.0,,0.8,60.800000000000004
2019-01-21,87,80.0,,0.8,69.60000000000001
2019-01-22,99,80.0,,0.8,79.2
2019-01-23,81,80.0,,0.8,64.8
2019-01-24,76,80.0,,0.8,60.800000000000004
2019-01-25,100,80.0,,0.8,80.0
2019-01-26,92,80.0,,0.8,73.60000000000001
2019-01-27,94,80.0,,0.8,75.2
2019-01-28,95,80.0,,0.8,76.0
2019-01-29,87,80.0,,0.8,69.60000000000001
2019-01-30,99,80.0,,0.8,79.2
2019-01-31,88,80.0,,0.8,70.4
2019-02-01,100,82.0,False,0.82,82.0
2019-02-02,87,82.0,,0.82,71.33999999999999
2019-02-03,92,82.0,,0.82,75.44
2019-02-04,74,82.0,,0.82,60.68
2019-02-05,97,82.0,,0.82,79.53999999999999
2019-02-06,92,82.0,,0.82,75.44
2019-02-07,94,82.0,,0.82,77.08
2019-02-08,92,82.0,,0.82,75.44
2019-02-09,97,82.0,,0.82,79.53999999999999
2019-02-10,93,82.0,,0.82,76.25999999999999
2019-02-11,87,82.0,,0.82,71.33999999999999
2019-02-12,83,82.0,,0.82,68.06
2019-02-13,92,82.0,,0.82,75.44
2019-02-14,89,82.0,,0.82,72.97999999999999
2019-02-15,83,82.0,,0.82,68.06
2019-02-16,83,82.0,,0.82,68.06
2019-02-17,97,82.0,,0.82,79.53999999999999
2019-02-18,89,82.0,,0.82,72.97999999999999
2019-02-19,91,82.0,,0.82,74.61999999999999
2019-02-20,87,82.0,,0.82,71.33999999999999
2019-02-21,87,82.0,,0.82,71.33999999999999
2019-02-22,93,82.0,,0.82,76.25999999999999
2019-02-23,87,82.0,,0.82,71.33999999999999
2019-02-24,88,82.0,,0.82,72.16
2019-02-25,85,82.0,,0.82,69.7
2019-02-26,87,82.0,,0.82,71.33999999999999
2019-02-27,87,82.0,,0.82,71.33999999999999
2019-02-28,88,82.0,,0.82,72.16
2019-03-01,88,78.0,False,0.78,68.64
2019-03-02,72,78.0,,0.78,56.160000000000004
2019-03-03,90,78.0,,0.78,70.2
2019-03-04,96,78.0,,0.78,74.88
2019-03-05,96,78.0,,0.78,74.88
2019-03-06,94,78.0,,0.78,73.32000000000001
2019-03-07,94,78.0,,0.78,73.32000000000001
2019-03-08,82,78.0,,0.78,63.96
2019-03-09,96,78.0,,0.78,74.88
2019-03-10,92,78.0,,0.78,71.76
2019-03-11,99,78.0,,0.78,77.22
2019-03-12,94,78.0,,0.78,73.32000000000001
2019-03-13,85,78.0,,0.78,66.3
2019-03-14,90,78.0,,0.78,70.2
2019-03-15,84,78.0,,0.78,65.52
2019-03-16,87,78.0,,0.78,67.86
2019-03-17,95,78.0,,0.78,74.10000000000001
2019-03-18,85,78.0,,0.78,66.3
2019-03-19,90,78.0,,0.78,70.2
2019-03-20,91,78.0,,0.78,70.98
2019-03-21,88,78.0,,0.78,68.64
2019-03-22,90,78.0,,0.78,70.2
2019-03-23,86,78.0,,0.78,67.08
2019-03-24,96,78.0,,0.78,74.88
2019-03-25,100,78.0,,0.78,78.0
2019-03-26,99,78.0,,0.78,77.22
2019-03-27,96,78.0,,0.78,74.88
2019-03-28,95,78.0,,0.78,74.10000000000001
2019-03-29,85,78.0,,0.78,66.3
2019-03-30,81,78.0,,0.78,63.18
2019-03-31,94,78.0,,0.78,73.32000000000001
2019-04-01,89,77.0,False,0.77,68.53
2019-04-02,96,77.0,,0.77,73.92
2019-04-03,96,77.0,,0.77,73.92
2019-04-04,86,77.0,,0.77,66.22
2019-04-05,89,77.0,,0.77,68.53
2019-04-06,92,77.0,,0.77,70.84
2019-04-07,94,77.0,,0.77,72.38
2019-04-08,94,77.0,,0.77,72.38
2019-04-09,90,77.0,,0.77,69.3
2019-04-10,100,77.0,,0.77,77.0
2019-04-11,84,77.0,,0.77,64.68
2019-04-12,88,77.0,,0.77,67.76
2019-04-13,90,77.0,,0.77,69.3
2019-04-14,95,77.0,,0.77,73.15
2019-04-15,93,77.0,,0.77,71.61
2019-04-16,90,77.0,,0.77,69.3
2019-04-17,92,77.0,,0.77,70.84
2019-04-18,88,77.0,,0.77,67.76
2019-04-19,79,77.0,,0.77,60.83
2019-04-20,90,77.0,,0.77,69.3
2019-04-21,86,77.0,,0.77,66.22
2019-04-22,84,77.0,,0.77,64.68
2019-04-23,85,77.0,,0.77,65.45
2019-04-24,92,77.0,,0.77,70.84
2019-04-25,86,77.0,,0.77,66.22
2019-04-26,93,77.0,,0.77,71.61
2019-04-27,83,77.0,,0.77,63.910000000000004
2019-04-28,83,77.0,,0.77,63.910000000000004
2019-04-29,84,77.0,,0.77,64.68
2019-04-30,89,77.0,,0.77,68.53
2019-05-01,70,81.0,False,0.81,56.7
2019-05-02,71,81.0,,0.81,57.510000000000005
2019-05-03,68,81.0,,0.81,55.080000000000005
2019-05-04,63,81.0,,0.81,51.03
2019-05-05,69,81.0,,0.81,55.89
2019-05-06,69,81.0,,0.81,55.89
2019-05-07,68,81.0,,0.81,55.080000000000005
2019-05-08,71,81.0,,0.81,57.510000000000005
2019-05-09,71,81.0,,0.81,57.510000000000005
2019-05-10,69,81.0,,0.81,55.89
2019-05-11,68,81.0,,0.81,55.080000000000005
2019-05-12,57,81.0,,0.81,46.17
2019-05-13,72,81.0,,0.81,58.32000000000001
2019-05-14,74,81.0,,0.81,59.940000000000005
2019-05-15,68,81.0,,0.81,55.080000000000005
2019-05-16,65,81.0,,0.81,52.650000000000006
2019-05-17,74,81.0,,0.81,59.940000000000005
2019-05-18,77,81.0,,0.81,62.370000000000005
2019-05-19,67,81.0,,0.81,54.27
2019-05-20,74,81.0,,0.81,59.940000000000005
2019-05-21,76,81.0,,0.81,61.56
2019-05-22,85,81.0,,0.81,68.85000000000001
2019-05-23,73,81.0,,0.81,59.13
2019-05-24,74,81.0,,0.81,59.940000000000005
2019-05-25,80,81.0,,0.81,64.80000000000001
2019-05-26,76,81.0,,0.81,61.56
2019-05-27,81,81.0,,0.81,65.61
2019-05-28,71,81.0,,0.81,57.510000000000005
2019-05-29,78,81.0,,0.81,63.18000000000001
2019-05-30,100,81.0,,0.81,81.0
2019-05-31,73,81.0,,0.81,59.13
2019-06-01,50,84.0,False,0.84,42.0
2019-06-02,63,84.0,,0.84,52.919999999999995
2019-06-03,50,84.0,,0.84,42.0
2019-06-04,49,84.0,,0.84,41.16
2019-06-05,100,84.0,,0.84,84.0
2019-06-06,47,84.0,,0.84,39.48
2019-06-07,49,84.0,,0.84,41.16
2019-06-08,50,84.0,,0.84,42.0
2019-06-09,49,84.0,,0.84,41.16
2019-06-10,55,84.0,,0.84,46.199999999999996
2019-06-11,46,84.0,,0.84,38.64
2019-06-12,47,84.0,,0.84,39.48
2019-06-13,53,84.0,,0.84,44.519999999999996
2019-06-14,45,84.0,,0.84,37.8
2019-06-15,50,84.0,,0.84,42.0
2019-06-16,50,84.0,,0.84,42.0
2019-06-17,52,84.0,,0.84,43.68
2019-06-18,55,84.0,,0.84,46.199999999999996
2019-06-19,59,84.0,,0.84,49.559999999999995
2019-06-20,47,84.0,,0.84,39.48
2019-06-21,45,84.0,,0.84,37.8
2019-06-22,42,84.0,,0.84,35.28
2019-06-23,67,84.0,,0.84,56.28
2019-06-24,46,84.0,,0.84,38.64
2019-06-25,46,84.0,,0.84,38.64
2019-06-26,46,84.0,,0.84,38.64
2019-06-27,47,84.0,,0.84,39.48
2019-06-28,58,84.0,,0.84,48.72
2019-06-29,46,84.0,,0.84,38.64
2019-06-30,45,84.0,,0.84,37.8
2019-07-01,68,78.0,False,0.78,53.04
2019-07-02,70,78.0,,0.78,54.6
2019-07-03,67,78.0,,0.78,52.260000000000005
2019-07-04,59,78.0,,0.78,46.02
2019-07-05,63,78.0,,0.78,49.14
2019-07-06,100,78.0,,0.78,78.0
2019-07-07,59,78.0,,0.78,46.02
2019-07-08,59,78.0,,0.78,46.02
2019-07-09,63,78.0,,0.78,49.14
2019-07-10,69,78.0,,0.78,53.82
2019-07-11,66,78.0,,0.78,51.480000000000004
2019-07-12,63,78.0,,0.78,49.14
2019-07-13,60,78.0,,0.78,46.800000000000004
2019-07-14,61,78.0,,0.78,47.58
2019-07-15,66,78.0,,0.78,51.480000000000004
2019-07-16,65,78.0,,0.78,50.7
2019-07-17,58,78.0,,0.78,45.24
2019-07-18,62,78.0,,0.78,48.36
2019-07-19,58,78.0,,0.78,45.24
2019-07-20,60,78.0,,0.78,46.800000000000004
2019-07-21,62,78.0,,0.78,48.36
2019-07-22,64,78.0,,0.78,49.92
2019-07-23,66,78.0,,0.78,51.480000000000004
2019-07-24,64,78.0,,0.78,49.92
2019-07-25,59,78.0,,0.78,46.02
2019-07-26,66,78.0,,0.78,51.480000000000004
2019-07-27,60,78.0,,0.78,46.800000000000004
2019-07-28,60,78.0,,0.78,46.800000000000004
2019-07-29,60,78.0,,0.78,46.800000000000004
2019-07-30,65,78.0,,0.78,50.7
2019-07-31,57,78.0,,0.78,44.46
2019-08-01,90,73.0,False,0.73,65.7
2019-08-02,92,73.0,,0.73,67.16
2019-08-03,81,73.0,,0.73,59.129999999999995
2019-08-04,89,73.0,,0.73,64.97
2019-08-05,85,73.0,,0.73,62.05
2019-08-06,94,73.0,,0.73,68.62
2019-08-07,89,73.0,,0.73,64.97
2019-08-08,84,73.0,,0.73,61.32
2019-08-09,88,73.0,,0.73,64.24
2019-08-10,82,73.0,,0.73,59.86
2019-08-11,91,73.0,,0.73,66.42999999999999
2019-08-12,96,73.0,,0.73,70.08
2019-08-13,100,73.0,,0.73,73.0
2019-08-14,93,73.0,,0.73,67.89
2019-08-15,86,73.0,,0.73,62.78
2019-08-16,91,73.0,,0.73,66.42999999999999
2019-08-17,100,73.0,,0.73,73.0
2019-08-18,99,73.0,,0.73,72.27
2019-08-19,100,73.0,,0.73,73.0
2019-08-20,98,73.0,,0.73,71.53999999999999
2019-08-21,93,73.0,,0.73,67.89
2019-08-22,94,73.0,,0.73,68.62
2019-08-23,92,73.0,,0.73,67.16
2019-08-24,97,73.0,,0.73,70.81
2019-08-25,93,73.0,,0.73,67.89
2019-08-26,87,73.0,,0.73,63.51
2019-08-27,94,73.0,,0.73,68.62
2019-08-28,97,73.0,,0.73,70.81
2019-08-29,95,73.0,,0.73,69.35
2019-08-30,89,73.0,,0.73,64.97
2019-08-31,81,73.0,,0.73,59.129999999999995
2019-09-01,72,79.0,False,0.79,56.88
2019-09-02,84,79.0,,0.79,66.36
2019-09-03,81,79.0,,0.79,63.99
2019-09-04,83,79.0,,0.79,65.57000000000001
2019-09-05,83,79.0,,0.79,65.57000000000001
