date,FL_unscaled,FL_monthly,isPartial,scale,FL
2017-12-30,87,82.0,,0.82,71.33999999999999
2017-12-31,80,82.0,,0.82,65.6
2018-01-01,77,90.0,False,0.9,69.3
2018-01-02,95,90.0,,0.9,85.5
2018-01-03,100,90.0,,0.9,90.0
2018-01-04,96,90.0,,0.9,86.4
2018-01-05,93,90.0,,0.9,83.7
2018-01-06,93,90.0,,0.9,83.7
2018-01-07,84,90.0,,0.9,75.60000000000001
2018-01-08,94,90.0,,0.9,84.60000000000001
2018-01-09,88,90.0,,0.9,79.2
2018-01-10,92,90.0,,0.9,82.8
2018-01-11,90,90.0,,0.9,81.0
2018-01-12,90,90.0,,0.9,81.0
2018-01-13,91,90.0,,0.9,81.9
2018-01-14,82,90.0,,0.9,73.8
2018-01-15,88,90.0,,0.9,79.2
2018-01-16,89,90.0,,0.9,80.10000000000001
2018-01-17,87,90.0,,0.9,78.3
2018-01-18,91,90.0,,0.9,81.9
2018-01-19,90,90.0,,0.9,81.0
2018-01-20,86,90.0,,0.9,77.4
2018-01-21,76,90.0,,0.9,68.4
2018-01-22,89,90.0,,0.9,80.10000000000001
2018-01-23,88,90.0,,0.9,79.2
2018-01-24,87,90.0,,0.9,78.3
2018-01-25,88,90.0,,0.9,79.2
2018-01-26,92,90.0,,0.9,82.8
2018-01-27,86,90.0,,0.9,77.4
2018-01-28,83,90.0,,0.9,74.7
2018-01-29,90,90.0,,0.9,81.0
2018-01-30,87,90.0,,0.9,78.3
2018-01-31,87,90.0,,0.9,78.3
2018-02-01,83,88.0,False,0.88,73.04
2018-02-02,83,88.0,,0.88,73.04
2018-02-03,84,88.0,,0.88,73.92
2018-02-04,73,88.0,,0.88,64.24
2018-02-05,78,88.0,,0.88,68.64
2018-02-06,85,88.0,,0.88,74.8
2018-02-07,82,88.0,,0.88,72.16
2018-02-08,89,88.0,,0.88,78.32000000000001
2018-02-09,85,88.0,,0.88,74.8
2018-02-10,83,88.0,,0.88,73.04
2018-02-11,76,88.0,,0.88,66.88
2018-02-12,84,88.0,,0.88,73.92
2018-02-13,83,88.0,,0.88,73.04
2018-02-14,100,88.0,,0.88,88.0
2018-02-15,99,88.0,,0.88,87.12
2018-02-16,89,88.0,,0.88,78.32000000000001
2018-02-17,87,88.0,,0.88,76.56
2018-02-18,78,88.0,,0.88,68.64
2018-02-19,86,88.0,,0.88,75.68
2018-02-20,86,88.0,,0.88,75.68
2018-02-21,84,88.0,,0.88,73.92
2018-02-22,90,88.0,,0.88,79.2
2018-02-23,89,88.0,,0.88,78.32000000000001
2018-02-24,86,88.0,,0.88,75.68
2018-02-25,78,88.0,,0.88,68.64
2018-02-26,85,88.0,,0.88,74.8
2018-02-27,87,88.0,,0.88,76.56
2018-02-28,86,88.0,,0.88,75.68
2018-03-01,92,91.0,False,0.91,83.72
2018-03-02,93,91.0,,0.91,84.63000000000001
2018-03-03,93,91.0,,0.91,84.63000000000001
2018-03-04,89,91.0,,0.91,80.99000000000001
2018-03-05,95,91.0,,0.91,86.45
2018-03-06,95,91.0,,0.91,86.45
2018-03-07,96,91.0,,0.91,87.36
2018-03-08,94,91.0,,0.91,85.54
2018-03-09,95,91.0,,0.91,86.45
2018-03-10,98,91.0,,0.91,89.18
2018-03-11,88,91.0,,0.91,80.08
2018-03-12,100,91.0,,0.91,91.0
2018-03-13,96,91.0,,0.91,87.36
2018-03-14,89,91.0,,0.91,80.99000000000001
2018-03-15,98,91.0,,0.91,89.18
2018-03-16,95,91.0,,0.91,86.45
2018-03-17,89,91.0,,0.91,80.99000000000001
2018-03-18,88,91.0,,0.91,80.08
2018-03-19,97,91.0,,0.91,88.27
2018-03-20,94,91.0,,0.91,85.54
2018-03-21,93,91.0,,0.91,84.63000000000001
2018-03-22,96,91.0,,0.91,87.36
2018-03-23,94,91.0,,0.91,85.54
2018-03-24,91,91.0,,0.91,82.81
2018-03-25,88,91.0,,0.91,80.08
2018-03-26,97,91.0,,0.91,88.27
2018-03-27,95,91.0,,0.91,86.45
2018-03-28,95,91.0,,0.91,86.45
2018-03-29,99,91.0,,0.91,90.09
2018-03-30,99,91.0,,0.91,90.09
2018-03-31,93,91.0,,0.91,84.63000000000001
2018-04-01,85,88.0,False,0.88,74.8
2018-04-02,100,88.0,,0.88,88.0
2018-04-03,99,88.0,,0.88,87.12
2018-04-04,99,88.0,,0.88,87.12
2018-04-05,100,88.0,,0.88,88.0
2018-04-06,95,88.0,,0.88,83.6
2018-04-07,93,88.0,,0.88,81.84
2018-04-08,84,88.0,,0.88,73.92
2018-04-09,97,88.0,,0.88,85.36
2018-04-10,98,88.0,,0.88,86.24
2018-04-11,91,88.0,,0.88,80.08
2018-04-12,89,88.0,,0.88,78.32000000000001
2018-04-13,89,88.0,,0.88,78.32000000000001
2018-04-14,86,88.0,,0.88,75.68
2018-04-15,85,88.0,,0.88,74.8
2018-04-16,92,88.0,,0.88,80.96
2018-04-17,91,88.0,,0.88,80.08
2018-04-18,91,88.0,,0.88,80.08
2018-04-19,90,88.0,,0.88,79.2
2018-04-20,93,88.0,,0.88,81.84
2018-04-21,89,88.0,,0.88,78.32000000000001
2018-04-22,86,88.0,,0.88,75.68
2018-04-23,91,88.0,,0.88,80.08
2018-04-24,90,88.0,,0.88,79.2
2018-04-25,85,88.0,,0.88,74.8
2018-04-26,86,88.0,,0.88,75.68
2018-04-27,87,88.0,,0.88,76.56
2018-04-28,81,88.0,,0.88,71.28
2018-04-29,78,88.0,,0.88,68.64
2018-04-30,88,88.0,,0.88,77.44
2018-05-01,92,85.0,False,0.85,78.2
2018-05-02,89,85.0,,0.85,75.64999999999999
2018-05-03,89,85.0,,0.85,75.64999999999999
2018-05-04,89,85.0,,0.85,75.64999999999999
2018-05-05,88,85.0,,0.85,74.8
2018-05-06,84,85.0,,0.85,71.39999999999999
2018-05-07,94,85.0,,0.85,79.89999999999999
2018-05-08,90,85.0,,0.85,76.5
2018-05-09,91,85.0,,0.85,77.35
2018-05-10,90,85.0,,0.85,76.5
2018-05-11,93,85.0,,0.85,79.05
2018-05-12,88,85.0,,0.85,74.8
2018-05-13,82,85.0,,0.85,69.7
2018-05-14,94,85.0,,0.85,79.89999999999999
2018-05-15,92,85.0,,0.85,78.2
2018-05-16,90,85.0,,0.85,76.5
2018-05-17,91,85.0,,0.85,77.35
2018-05-18,89,85.0,,0.85,75.64999999999999
2018-05-19,82,85.0,,0.85,69.7
2018-05-20,82,85.0,,0.85,69.7
2018-05-21,95,85.0,,0.85,80.75
2018-05-22,93,85.0,,0.85,79.05
2018-05-23,98,85.0,,0.85,83.3
2018-05-24,93,85.0,,0.85,79.05
2018-05-25,93,85.0,,0.85,79.05
2018-05-26,89,85.0,,0.85,75.64999999999999
2018-05-27,92,85.0,,0.85,78.2
2018-05-28,93,85.0,,0.85,79.05
2018-05-29,100,85.0,,0.85,85.0
2018-05-30,95,85.0,,0.85,80.75
2018-05-31,99,85.0,,0.85,84.14999999999999
2018-06-01,91,90.0,False,0.9,81.9
2018-06-02,87,90.0,,0.9,78.3
2018-06-03,84,90.0,,0.9,75.60000000000001
2018-06-04,94,90.0,,0.9,84.60000000000001
2018-06-05,94,90.0,,0.9,84.60000000000001
2018-06-06,95,90.0,,0.9,85.5
2018-06-07,96,90.0,,0.9,86.4
2018-06-08,94,90.0,,0.9,84.60000000000001
2018-06-09,88,90.0,,0.9,79.2
2018-06-10,82,90.0,,0.9,73.8
2018-06-11,98,90.0,,0.9,88.2
2018-06-12,98,90.0,,0.9,88.2
2018-06-13,98,90.0,,0.9,88.2
2018-06-14,95,90.0,,0.9,85.5
2018-06-15,97,90.0,,0.9,87.3
2018-06-16,87,90.0,,0.9,78.3
2018-06-17,77,90.0,,0.9,69.3
2018-06-18,96,90.0,,0.9,86.4
2018-06-19,96,90.0,,0.9,86.4
2018-06-20,94,90.0,,0.9,84.60000000000001
2018-06-21,95,90.0,,0.9,85.5
2018-06-22,93,90.0,,0.9,83.7
2018-06-23,86,90.0,,0.9,77.4
2018-06-24,86,90.0,,0.9,77.4
2018-06-25,99,90.0,,0.9,89.10000000000001
2018-06-26,96,90.0,,0.9,86.4
2018-06-27,95,90.0,,0.9,85.5
2018-06-28,94,90.0,,0.9,84.60000000000001
2018-06-29,100,90.0,,0.9,90.0
2018-06-30,89,90.0,,0.9,80.10000000000001
2018-07-01,84,91.0,False,0.91,76.44
2018-07-02,93,91.0,,0.91,84.63000000000001
2018-07-03,90,91.0,,0.91,81.9
2018-07-04,85,91.0,,0.91,77.35000000000001
2018-07-05,100,91.0,,0.91,91.0
2018-07-06,94,91.0,,0.91,85.54
2018-07-07,83,91.0,,0.91,75.53
2018-07-08,81,91.0,,0.91,73.71000000000001
2018-07-09,95,91.0,,0.91,86.45
2018-07-10,94,91.0,,0.91,85.54
2018-07-11,91,91.0,,0.91,82.81
2018-07-12,89,91.0,,0.91,80.99000000000001
2018-07-13,93,91.0,,0.91,84.63000000000001
2018-07-14,83,91.0,,0.91,75.53
2018-07-15,78,91.0,,0.91,70.98
2018-07-16,95,91.0,,0.91,86.45
2018-07-17,94,91.0,,0.91,85.54
2018-07-18,92,91.0,,0.91,83.72
2018-07-19,91,91.0,,0.91,82.81
2018-07-20,94,91.0,,0.91,85.54
2018-07-21,87,91.0,,0.91,79.17
2018-07-22,79,91.0,,0.91,71.89
2018-07-23,98,91.0,,0.91,89.18
2018-07-24,94,91.0,,0.91,85.54
2018-07-25,89,91.0,,0.91,80.99000000000001
2018-07-26,95,91.0,,0.91,86.45
2018-07-27,92,91.0,,0.91,83.72
2018-07-28,85,91.0,,0.91,77.35000000000001
2018-07-29,84,91.0,,0.91,76.44
2018-07-30,95,91.0,,0.91,86.45
2018-07-31,89,91.0,,0.91,80.99000000000001
2018-08-01,94,84.0,False,0.84,78.96
2018-08-02,92,84.0,,0.84,77.28
2018-08-03,97,84.0,,0.84,81.48
2018-08-04,87,84.0,,0.84,73.08
2018-08-05,82,84.0,,0.84,68.88
2018-08-06,100,84.0,,0.84,84.0
2018-08-07,95,84.0,,0.84,79.8
2018-08-08,94,84.0,,0.84,78.96
2018-08-09,91,84.0,,0.84,76.44
2018-08-10,92,84.0,,0.84,77.28
2018-08-11,87,84.0,,0.84,73.08
2018-08-12,80,84.0,,0.84,67.2
2018-08-13,96,84.0,,0.84,80.64
2018-08-14,91,84.0,,0.84,76.44
2018-08-15,91,84.0,,0.84,76.44
2018-08-16,89,84.0,,0.84,74.75999999999999
2018-08-17,90,84.0,,0.84,75.6
2018-08-18,84,84.0,,0.84,70.56
2018-08-19,76,84.0,,0.84,63.839999999999996
2018-08-20,92,84.0,,0.84,77.28
2018-08-21,85,84.0,,0.84,71.39999999999999
2018-08-22,88,84.0,,0.84,73.92
2018-08-23,86,84.0,,0.84,72.24
2018-08-24,85,84.0,,0.84,71.39999999999999
2018-08-25,80,84.0,,0.84,67.2
2018-08-26,94,84.0,,0.84,78.96
2018-08-27,95,84.0,,0.84,79.8
2018-08-28,90,84.0,,0.84,75.6
2018-08-29,90,84.0,,0.84,75.6
2018-08-30,84,84.0,,0.84,70.56
2018-08-31,83,84.0,,0.84,69.72
2018-09-01,84,73.0,False,0.73,61.32
2018-09-02,86,73.0,,0.73,62.78
2018-09-03,85,73.0,,0.73,62.05
2018-09-04,100,73.0,,0.73,73.0
2018-09-05,95,73.0,,0.73,69.35
2018-09-06,92,73.0,,0.73,67.16
2018-09-07,89,73.0,,0.73,64.97
2018-09-08,82,73.0,,0.73,59.86
2018-09-09,78,73.0,,0.73,56.94
2018-09-10,93,73.0,,0.73,67.89
2018-09-11,90,73.0,,0.73,65.7
2018-09-12,93,73.0,,0.73,67.89
2018-09-13,91,73.0,,0.73,66.42999999999999
2018-09-14,92,73.0,,0.73,67.16
2018-09-15,85,73.0,,0.73,62.05
2018-09-16,79,73.0,,0.73,57.67
2018-09-17,94,73.0,,0.73,68.62
2018-09-18,95,73.0,,0.73,69.35
2018-09-19,91,73.0,,0.73,66.42999999999999
2018-09-20,94,73.0,,0.73,68.62
2018-09-21,89,73.0,,0.73,64.97
2018-09-22,83,73.0,,0.73,60.589999999999996
2018-09-23,77,73.0,,0.73,56.21
2018-09-24,91,73.0,,0.73,66.42999999999999
2018-09-25,92,73.0,,0.73,67.16
2018-09-26,90,73.0,,0.73,65.7
2018-09-27,89,73.0,,0.73,64.97
2018-09-28,90,73.0,,0.73,65.7
2018-09-29,86,73.0,,0.73,62.78
2018-09-30,78,73.0,,0.73,56.94
2018-10-01,62,81.0,False,0.81,50.220000000000006
2018-10-02,64,81.0,,0.81,51.84
2018-10-03,62,81.0,,0.81,50.220000000000006
2018-10-04,63,81.0,,0.81,51.03
2018-10-05,63,81.0,,0.81,51.03
2018-10-06,60,81.0,,0.81,48.6
2018-10-07,53,81.0,,0.81,42.93
2018-10-08,71,81.0,,0.81,57.510000000000005
2018-10-09,73,81.0,,0.81,59.13
2018-10-10,100,81.0,,0.81,81.0
2018-10-11,90,81.0,,0.81,72.9
2018-10-12,78,81.0,,0.81,63.18000000000001
2018-10-13,67,81.0,,0.81,54.27
2018-10-14,60,81.0,,0.81,48.6
2018-10-15,68,81.0,,0.81,55.080000000000005
2018-10-16,66,81.0,,0.81,53.46
2018-10-17,66,81.0,,0.81,53.46
2018-10-18,64,81.0,,0.81,51.84
2018-10-19,65,81.0,,0.81,52.650000000000006
2018-10-20,62,81.0,,0.81,50.220000000000006
2018-10-21,56,81.0,,0.81,45.36
2018-10-22,67,81.0,,0.81,54.27
2018-10-23,63,81.0,,0.81,51.03
2018-10-24,65,81.0,,0.81,52.650000000000006
2018-10-25,65,81.0,,0.81,52.650000000000006
2018-10-26,70,81.0,,0.81,56.7
2018-10-27,65,81.0,,0.81,52.650000000000006
2018-10-28,55,81.0,,0.81,44.550000000000004
2018-10-29,63,81.0,,0.81,51.03
2018-10-30,65,81.0,,0.81,52.650000000000006
2018-10-31,62,81.0,,0.81,50.220000000000006
2018-11-01,88,77.0,False,0.77,67.76
2018-11-02,86,77.0,,0.77,66.22
2018-11-03,85,77.0,,0.77,65.45
2018-11-04,77,77.0,,0.77,59.29
2018-11-05,89,77.0,,0.77,68.53
2018-11-06,91,77.0,,0.77,70.07000000000001
2018-11-07,100,77.0,,0.77,77.0
2018-11-08,90,77.0,,0.77,69.3
2018-11-09,89,77.0,,0.77,68.53
2018-11-10,82,77.0,,0.77,63.14
2018-11-11,76,77.0,,0.77,58.52
2018-11-12,84,77.0,,0.77,64.68
2018-11-13,85,77.0,,0.77,65.45
2018-11-14,85,77.0,,0.77,65.45
2018-11-15,81,77.0,,0.77,62.370000000000005
2018-11-16,83,77.0,,0.77,63.910000000000004
2018-11-17,79,77.0,,0.77,60.83
2018-11-18,74,77.0,,0.77,56.980000000000004
2018-11-19,88,77.0,,0.77,67.76
2018-11-20,84,77.0,,0.77,64.68
2018-11-21,80,77.0,,0.77,61.6
2018-11-22,58,77.0,,0.77,44.660000000000004
2018-11-23,72,77.0,,0.77,55.44
2018-11-24,72,77.0,,0.77,55.44
2018-11-25,68,77.0,,0.77,52.36
2018-11-26,80,77.0,,0.77,61.6
2018-11-27,79,77.0,,0.77,60.83
2018-11-28,83,77.0,,0.77,63.910000000000004
2018-11-29,84,77.0,,0.77,64.68
2018-11-30,83,77.0,,0.77,63.910000000000004
2018-12-01,78,75.0,False,0.75,58.5
2018-12-02,69,75.0,,0.75,51.75
2018-12-03,86,75.0,,0.75,64.5
2018-12-04,87,75.0,,0.75,65.25
2018-12-05,81,75.0,,0.75,60.75
2018-12-06,84,75.0,,0.75,63.0
2018-12-07,85,75.0,,0.75,63.75
2018-12-08,76,75.0,,0.75,57.0
2018-12-09,71,75.0,,0.75,53.25
2018-12-10,84,75.0,,0.75,63.0
2018-12-11,84,75.0,,0.75,63.0
2018-12-12,80,75.0,,0.75,60.0
2018-12-13,83,75.0,,0.75,62.25
2018-12-14,89,75.0,,0.75,66.75
2018-12-15,80,75.0,,0.75,60.0
2018-12-16,71,75.0,,0.75,53.25
2018-12-17,88,75.0,,0.75,66.0
2018-12-18,86,75.0,,0.75,64.5
2018-12-19,87,75.0,,0.75,65.25
2018-12-20,90,75.0,,0.75,67.5
2018-12-21,91,75.0,,0.75,68.25
2018-12-22,83,75.0,,0.75,62.25
2018-12-23,77,75.0,,0.75,57.75
2018-12-24,79,75.0,,0.75,59.25
2018-12-25,67,75.0,,0.75,50.25
2018-12-26,93,75.0,,0.75,69.75
2018-12-27,97,75.0,,0.75,72.75
2018-12-28,100,75.0,,0.75,75.0
2018-12-29,89,75.0,,0.75,66.75
2018-12-30,84,75.0,,0.75,63.0
2018-12-31,88,75.0,,0.75,66.0
2019-01-01,82,82.0,False,0.82,67.24
2019-01-02,98,82.0,,0.82,80.36
2019-01-03,99,82.0,,0.82,81.17999999999999
2019-01-04,100,82.0,,0.82,82.0
2019-01-05,85,82.0,,0.82,69.7
2019-01-06,81,82.0,,0.82,66.42
2019-01-07,90,82.0,,0.82,73.8
2019-01-08,89,82.0,,0.82,72.97999999999999
2019-01-09,91,82.0,,0.82,74.61999999999999
2019-01-10,91,82.0,,0.82,74.61999999999999
2019-01-11,89,82.0,,0.82,72.97999999999999
2019-01-12,85,82.0,,0.82,69.7
2019-01-13,80,82.0,,0.82,65.6
2019-01-14,94,82.0,,0.82,77.08
2019-01-15,86,82.0,,0.82,70.52
2019-01-16,91,82.0,,0.82,74.61999999999999
2019-01-17,90,82.0,,0.82,73.8
2019-01-18,88,82.0,,0.82,72.16
2019-01-19,86,82.0,,0.82,70.52
2019-01-20,84,82.0,,0.82,68.88
2019-01-21,92,82.0,,0.82,75.44
2019-01-22,90,82.0,,0.82,73.8
2019-01-23,94,82.0,,0.82,77.08
2019-01-24,99,82.0,,0.82,81.17999999999999
2019-01-25,94,82.0,,0.82,77.08
2019-01-26,88,82.0,,0.82,72.16
2019-01-27,84,82.0,,0.82,68.88
2019-01-28,89,82.0,,0.82,72.97999999999999
2019-01-29,86,82.0,,0.82,70.52
2019-01-30,87,82.0,,0.82,71.33999999999999
2019-01-31,91,82.0,,0.82,74.61999999999999
2019-02-01,92,86.0,False,0.86,79.12
2019-02-02,92,86.0,,0.86,79.12
2019-02-03,80,86.0,,0.86,68.8
2019-02-04,90,86.0,,0.86,77.4
2019-02-05,92,86.0,,0.86,79.12
2019-02-06,93,86.0,,0.86,79.98
2019-02-07,94,86.0,,0.86,80.84
2019-02-08,96,86.0,,0.86,82.56
2019-02-09,93,86.0,,0.86,79.98
2019-02-10,88,86.0,,0.86,75.67999999999999
2019-02-11,96,86.0,,0.86,82.56
2019-02-12,95,86.0,,0.86,81.7
2019-02-13,96,86.0,,0.86,82.56
2019-02-14,91,86.0,,0.86,78.26
2019-02-15,97,86.0,,0.86,83.42
2019-02-16,96,86.0,,0.86,82.56
2019-02-17,89,86.0,,0.86,76.53999999999999
2019-02-18,100,86.0,,0.86,86.0
2019-02-19,99,86.0,,0.86,85.14
2019-02-20,98,86.0,,0.86,84.28
2019-02-21,94,86.0,,0.86,80.84
2019-02-22,100,86.0,,0.86,86.0
2019-02-23,95,86.0,,0.86,81.7
2019-02-24,92,86.0,,0.86,79.12
2019-02-25,96,86.0,,0.86,82.56
2019-02-26,100,86.0,,0.86,86.0
2019-02-27,99,86.0,,0.86,85.14
2019-02-28,99,86.0,,0.86,85.14
2019-03-01,92,88.0,False,0.88,80.96
2019-03-02,90,88.0,,0.88,79.2
2019-03-03,86,88.0,,0.88,75.68
2019-03-04,100,88.0,,0.88,88.0
2019-03-05,97,88.0,,0.88,85.36
2019-03-06,94,88.0,,0.88,82.72
2019-03-07,94,88.0,,0.88,82.72
2019-03-08,93,88.0,,0.88,81.84
2019-03-09,90,88.0,,0.88,79.2
2019-03-10,85,88.0,,0.88,74.8
2019-03-11,98,88.0,,0.88,86.24
2019-03-12,94,88.0,,0.88,82.72
2019-03-13,94,88.0,,0.88,82.72
2019-03-14,95,88.0,,0.88,83.6
2019-03-15,95,88.0,,0.88,83.6
2019-03-16,95,88.0,,0.88,83.6
2019-03-17,88,88.0,,0.88,77.44
2019-03-18,98,88.0,,0.88,86.24
2019-03-19,99,88.0,,0.88,87.12
2019-03-20,96,88.0,,0.88,84.48
2019-03-21,92,88.0,,0.88,80.96
2019-03-22,91,88.0,,0.88,80.08
2019-03-23,90,88.0,,0.88,79.2
2019-03-24,87,88.0,,0.88,76.56
2019-03-25,97,88.0,,0.88,85.36
2019-03-26,96,88.0,,0.88,84.48
2019-03-27,95,88.0,,0.88,83.6
2019-03-28,97,88.0,,0.88,85.36
2019-03-29,92,88.0,,0.88,80.96
2019-03-30,88,88.0,,0.88,77.44
2019-03-31,81,88.0,,0.88,71.28
2019-04-01,95,81.0,False,0.81,76.95
2019-04-02,97,81.0,,0.81,78.57000000000001
2019-04-03,95,81.0,,0.81,76.95
2019-04-04,95,81.0,,0.81,76.95
2019-04-05,99,81.0,,0.81,80.19000000000001
2019-04-06,92,81.0,,0.81,74.52000000000001
2019-04-07,83,81.0,,0.81,67.23
2019-04-08,92,81.0,,0.81,74.52000000000001
2019-04-09,92,81.0,,0.81,74.52000000000001
2019-04-10,91,81.0,,0.81,73.71000000000001
2019-04-11,88,81.0,,0.81,71.28
2019-04-12,91,81.0,,0.81,73.71000000000001
2019-04-13,81,81.0,,0.81,65.61
2019-04-14,82,81.0,,0.81,66.42
2019-04-15,91,81.0,,0.81,73.71000000000001
2019-04-16,90,81.0,,0.81,72.9
2019-04-17,93,81.0,,0.81,75.33
2019-04-18,91,81.0,,0.81,73.71000000000001
2019-04-19,100,81.0,,0.81,81.0
2019-04-20,84,81.0,,0.81,68.04
2019-04-21,81,81.0,,0.81,65.61
2019-04-22,95,81.0,,0.81,76.95
2019-04-23,91,81.0,,0.81,73.71000000000001
2019-04-24,90,81.0,,0.81,72.9
2019-04-25,89,81.0,,0.81,72.09
2019-04-26,87,81.0,,0.81,70.47
2019-04-27,81,81.0,,0.81,65.61
2019-04-28,77,81.0,,0.81,62.370000000000005
2019-04-29,89,81.0,,0.81,72.09
2019-04-30,87,81.0,,0.81,70.47
2019-05-01,93,79.0,False,0.79,73.47
2019-05-02,96,79.0,,0.79,75.84
2019-05-03,93,79.0,,0.79,73.47
2019-05-04,87,79.0,,0.79,68.73
2019-05-05,86,79.0,,0.79,67.94
2019-05-06,95,79.0,,0.79,75.05
2019-05-07,93,79.0,,0.79,73.47
2019-05-08,92,79.0,,0.79,72.68
2019-05-09,92,79.0,,0.79,72.68
2019-05-10,92,79.0,,0.79,72.68
2019-05-11,89,79.0,,0.79,70.31
2019-05-12,79,79.0,,0.79,62.410000000000004
2019-05-13,97,79.0,,0.79,76.63000000000001
2019-05-14,94,79.0,,0.79,74.26
2019-05-15,92,79.0,,0.79,72.68
2019-05-16,92,79.0,,0.79,72.68
2019-05-17,93,79.0,,0.79,73.47
2019-05-18,84,79.0,,0.79,66.36
2019-05-19,81,79.0,,0.79,63.99
2019-05-20,90,79.0,,0.79,71.10000000000001
2019-05-21,95,79.0,,0.79,75.05
2019-05-22,92,79.0,,0.79,72.68
2019-05-23,93,79.0,,0.79,73.47
2019-05-24,99,79.0,,0.79,78.21000000000001
2019-05-25,91,79.0,,0.79,71.89
2019-05-26,85,79.0,,0.79,67.15
2019-05-27,82,79.0,,0.79,64.78
2019-05-28,100,79.0,,0.79,79.0
2019-05-29,94,79.0,,0.79,74.26
2019-05-30,94,79.0,,0.79,74.26
2019-05-31,99,79.0,,0.79,78.21000000000001
2019-06-01,83,82.0,False,0.82,68.06
2019-06-02,81,82.0,,0.82,66.42
2019-06-03,95,82.0,,0.82,77.89999999999999
2019-06-04,93,82.0,,0.82,76.25999999999999
2019-06-05,95,82.0,,0.82,77.89999999999999
2019-06-06,95,82.0,,0.82,77.89999999999999
2019-06-07,96,82.0,,0.82,78.72
2019-06-08,88,82.0,,0.82,72.16
2019-06-09,83,82.0,,0.82,68.06
2019-06-10,96,82.0,,0.82,78.72
2019-06-11,92,82.0,,0.82,75.44
2019-06-12,93,82.0,,0.82,76.25999999999999
2019-06-13,98,82.0,,0.82,80.36
2019-06-14,89,82.0,,0.82,72.97999999999999
2019-06-15,85,82.0,,0.82,69.7
2019-06-16,80,82.0,,0.82,65.6
2019-06-17,97,82.0,,0.82,79.53999999999999
2019-06-18,96,82.0,,0.82,78.72
2019-06-19,100,82.0,,0.82,82.0
2019-06-20,94,82.0,,0.82,77.08
2019-06-21,96,82.0,,0.82,78.72
2019-06-22,87,82.0,,0.82,71.33999999999999
2019-06-23,83,82.0,,0.82,68.06
2019-06-24,100,82.0,,0.82,82.0
2019-06-25,97,82.0,,0.82,79.53999999999999
2019-06-26,98,82.0,,0.82,80.36
2019-06-27,95,82.0,,0.82,77.89999999999999
2019-06-28,94,82.0,,0.82,77.08
2019-06-29,86,82.0,,0.82,70.52
2019-06-30,83,82.0,,0.82,68.06
2019-07-01,96,82.0,False,0.82,78.72
2019-07-02,96,82.0,,0.82,78.72
2019-07-03,92,82.0,,0.82,75.44
2019-07-04,81,82.0,,0.82,66.42
2019-07-05,97,82.0,,0.82,79.53999999999999
2019-07-06,89,82.0,,0.82,72.97999999999999
2019-07-07,78,82.0,,0.82,63.959999999999994
2019-07-08,97,82.0,,0.82,79.53999999999999
2019-07-09,100,82.0,,0.82,82.0
2019-07-10,95,82.0,,0.82,77.89999999999999
2019-07-11,95,82.0,,0.82,77.89999999999999
2019-07-12,95,82.0,,0.82,77.89999999999999
2019-07-13,87,82.0,,0.82,71.33999999999999
2019-07-14,80,82.0,,0.82,65.6
2019-07-15,94,82.0,,0.82,77.08
2019-07-16,93,82.0,,0.82,76.25999999999999
2019-07-17,91,82.0,,0.82,74.61999999999999
2019-07-18,91,82.0,,0.82,74.61999999999999
2019-07-19,90,82.0,,0.82,73.8
2019-07-20,81,82.0,,0.82,66.42
2019-07-21,80,82.0,,0.82,65.6
2019-07-22,91,82.0,,0.82,74.61999999999999
2019-07-23,94,82.0,,0.82,77.08
2019-07-24,91,82.0,,0.82,74.61999999999999
2019-07-25,91,82.0,,0.82,74.61999999999999
2019-07-26,90,82.0,,0.82,73.8
2019-07-27,83,82.0,,0.82,68.06
2019-07-28,80,82.0,,0.82,65.6
2019-07-29,89,82.0,,0.82,72.97999999999999
2019-07-30,90,82.0,,0.82,73.8
2019-07-31,90,82.0,,0.82,73.8
2019-08-01,97,77.0,False,0.77,74.69
2019-08-02,97,77.0,,0.77,74.69
2019-08-03,89,77.0,,0.77,68.53
2019-08-04,80,77.0,,0.77,61.6
2019-08-05,94,77.0,,0.77,72.38
2019-08-06,92,77.0,,0.77,70.84
2019-08-07,97,77.0,,0.77,74.69
2019-08-08,91,77.0,,0.77,70.07000000000001
2019-08-09,95,77.0,,0.77,73.15
2019-08-10,84,77.0,,0.77,64.68
2019-08-11,78,77.0,,0.77,60.06
2019-08-12,96,77.0,,0.77,73.92
2019-08-13,97,77.0,,0.77,74.69
2019-08-14,98,77.0,,0.77,75.46000000000001
2019-08-15,92,77.0,,0.77,70.84
2019-08-16,91,77.0,,0.77,70.07000000000001
2019-08-17,86,77.0,,0.77,66.22
2019-08-18,78,77.0,,0.77,60.06
2019-08-19,98,77.0,,0.77,75.46000000000001
2019-08-20,94,77.0,,0.77,72.38
2019-08-21,93,77.0,,0.77,71.61
2019-08-22,89,77.0,,0.77,68.53
2019-08-23,92,77.0,,0.77,70.84
2019-08-24,84,77.0,,0.77,64.68
2019-08-25,75,77.0,,0.77,57.75
2019-08-26,94,77.0,,0.77,72.38
2019-08-27,90,77.0,,0.77,69.3
2019-08-28,95,77.0,,0.77,73.15
2019-08-29,97,77.0,,0.77,74.69
2019-08-30,100,77.0,,0.77,77.0
2019-08-31,85,77.0,,0.77,65.45
