date,WWE_unscaled,WWE_monthly,isPartial,scale,WWE
2017-12-24,62,65.0,,0.65,40.300000000000004
2017-12-25,76,65.0,,0.65,49.4
2017-12-26,100,65.0,,0.65,65.0
2017-12-27,84,65.0,,0.65,54.6
2017-12-28,71,65.0,,0.65,46.15
2017-12-29,63,65.0,,0.65,40.95
2017-12-30,62,65.0,,0.65,40.300000000000004
2017-12-31,62,65.0,,0.65,40.300000000000004
2018-01-01,23,81.0,False,0.81,18.630000000000003
2018-01-02,30,81.0,,0.81,24.3
2018-01-03,27,81.0,,0.81,21.87
2018-01-04,23,81.0,,0.81,18.630000000000003
2018-01-05,21,81.0,,0.81,17.01
2018-01-06,23,81.0,,0.81,18.630000000000003
2018-01-07,24,81.0,,0.81,19.44
2018-01-08,22,81.0,,0.81,17.82
2018-01-09,28,81.0,,0.81,22.68
2018-01-10,25,81.0,,0.81,20.25
2018-01-11,22,81.0,,0.81,17.82
2018-01-12,23,81.0,,0.81,18.630000000000003
2018-01-13,32,81.0,,0.81,25.92
2018-01-14,28,81.0,,0.81,22.68
2018-01-15,28,81.0,,0.81,22.68
2018-01-16,34,81.0,,0.81,27.540000000000003
2018-01-17,29,81.0,,0.81,23.490000000000002
2018-01-18,24,81.0,,0.81,19.44
2018-01-19,22,81.0,,0.81,17.82
2018-01-20,25,81.0,,0.81,20.25
2018-01-21,25,81.0,,0.81,20.25
2018-01-22,27,81.0,,0.81,21.87
2018-01-23,53,81.0,,0.81,42.93
2018-01-24,32,81.0,,0.81,25.92
2018-01-25,27,81.0,,0.81,21.87
2018-01-26,24,81.0,,0.81,19.44
2018-01-27,30,81.0,,0.81,24.3
2018-01-28,48,81.0,,0.81,38.88
2018-01-29,100,81.0,,0.81,81.0
2018-01-30,41,81.0,,0.81,33.21
2018-01-31,30,81.0,,0.81,24.3
2018-02-01,46,67.0,False,0.67,30.82
2018-02-02,45,67.0,,0.67,30.150000000000002
2018-02-03,49,67.0,,0.67,32.830000000000005
2018-02-04,45,67.0,,0.67,30.150000000000002
2018-02-05,37,67.0,,0.67,24.790000000000003
2018-02-06,54,67.0,,0.67,36.18
2018-02-07,45,67.0,,0.67,30.150000000000002
2018-02-08,36,67.0,,0.67,24.12
2018-02-09,36,67.0,,0.67,24.12
2018-02-10,44,67.0,,0.67,29.48
2018-02-11,48,67.0,,0.67,32.160000000000004
2018-02-12,41,67.0,,0.67,27.470000000000002
2018-02-13,56,67.0,,0.67,37.52
2018-02-14,43,67.0,,0.67,28.810000000000002
2018-02-15,35,67.0,,0.67,23.450000000000003
2018-02-16,37,67.0,,0.67,24.790000000000003
2018-02-17,46,67.0,,0.67,30.82
2018-02-18,46,67.0,,0.67,30.82
2018-02-19,44,67.0,,0.67,29.48
2018-02-20,54,67.0,,0.67,36.18
2018-02-21,44,67.0,,0.67,29.48
2018-02-22,36,67.0,,0.67,24.12
2018-02-23,35,67.0,,0.67,23.450000000000003
2018-02-24,41,67.0,,0.67,27.470000000000002
2018-02-25,61,67.0,,0.67,40.870000000000005
2018-02-26,100,67.0,,0.67,67.0
2018-02-27,57,67.0,,0.67,38.190000000000005
2018-02-28,50,67.0,,0.67,33.5
2018-03-01,45,64.0,False,0.64,28.8
2018-03-02,44,64.0,,0.64,28.16
2018-03-03,51,64.0,,0.64,32.64
2018-03-04,59,64.0,,0.64,37.76
2018-03-05,50,64.0,,0.64,32.0
2018-03-06,66,64.0,,0.64,42.24
2018-03-07,55,64.0,,0.64,35.2
2018-03-08,45,64.0,,0.64,28.8
2018-03-09,44,64.0,,0.64,28.16
2018-03-10,51,64.0,,0.64,32.64
2018-03-11,72,64.0,,0.64,46.08
2018-03-12,100,64.0,,0.64,64.0
2018-03-13,71,64.0,,0.64,45.44
2018-03-14,57,64.0,,0.64,36.480000000000004
2018-03-15,45,64.0,,0.64,28.8
2018-03-16,45,64.0,,0.64,28.8
2018-03-17,50,64.0,,0.64,32.0
2018-03-18,55,64.0,,0.64,35.2
2018-03-19,47,64.0,,0.64,30.080000000000002
2018-03-20,70,64.0,,0.64,44.800000000000004
2018-03-21,61,64.0,,0.64,39.04
2018-03-22,46,64.0,,0.64,29.44
2018-03-23,44,64.0,,0.64,28.16
2018-03-24,51,64.0,,0.64,32.64
2018-03-25,55,64.0,,0.64,35.2
2018-03-26,52,64.0,,0.64,33.28
2018-03-27,68,64.0,,0.64,43.52
2018-03-28,57,64.0,,0.64,36.480000000000004
2018-03-29,49,64.0,,0.64,31.36
2018-03-30,47,64.0,,0.64,30.080000000000002
2018-03-31,51,64.0,,0.64,32.64
2018-04-01,23,86.0,False,0.86,19.78
2018-04-02,23,86.0,,0.86,19.78
2018-04-03,30,86.0,,0.86,25.8
2018-04-04,25,86.0,,0.86,21.5
2018-04-05,23,86.0,,0.86,19.78
2018-04-06,26,86.0,,0.86,22.36
2018-04-07,35,86.0,,0.86,30.099999999999998
2018-04-08,73,86.0,,0.86,62.78
2018-04-09,100,86.0,,0.86,86.0
2018-04-10,53,86.0,,0.86,45.58
2018-04-11,31,86.0,,0.86,26.66
2018-04-12,22,86.0,,0.86,18.919999999999998
2018-04-13,19,86.0,,0.86,16.34
2018-04-14,22,86.0,,0.86,18.919999999999998
2018-04-15,22,86.0,,0.86,18.919999999999998
2018-04-16,21,86.0,,0.86,18.06
2018-04-17,32,86.0,,0.86,27.52
2018-04-18,29,86.0,,0.86,24.94
2018-04-19,20,86.0,,0.86,17.2
2018-04-20,18,86.0,,0.86,15.48
2018-04-21,20,86.0,,0.86,17.2
2018-04-22,20,86.0,,0.86,17.2
2018-04-23,19,86.0,,0.86,16.34
2018-04-24,24,86.0,,0.86,20.64
2018-04-25,21,86.0,,0.86,18.06
2018-04-26,16,86.0,,0.86,13.76
2018-04-27,30,86.0,,0.86,25.8
2018-04-28,28,86.0,,0.86,24.08
2018-04-29,22,86.0,,0.86,18.919999999999998
2018-04-30,18,86.0,,0.86,15.48
2018-05-01,67,55.0,False,0.55,36.85
2018-05-02,58,55.0,,0.55,31.900000000000002
2018-05-03,47,55.0,,0.55,25.85
2018-05-04,45,55.0,,0.55,24.750000000000004
2018-05-05,49,55.0,,0.55,26.950000000000003
2018-05-06,78,55.0,,0.55,42.900000000000006
2018-05-07,100,55.0,,0.55,55.00000000000001
2018-05-08,65,55.0,,0.55,35.75
2018-05-09,57,55.0,,0.55,31.35
2018-05-10,44,55.0,,0.55,24.200000000000003
2018-05-11,41,55.0,,0.55,22.55
2018-05-12,47,55.0,,0.55,25.85
2018-05-13,49,55.0,,0.55,26.950000000000003
2018-05-14,47,55.0,,0.55,25.85
2018-05-15,59,55.0,,0.55,32.45
2018-05-16,50,55.0,,0.55,27.500000000000004
2018-05-17,42,55.0,,0.55,23.1
2018-05-18,44,55.0,,0.55,24.200000000000003
2018-05-19,45,55.0,,0.55,24.750000000000004
2018-05-20,50,55.0,,0.55,27.500000000000004
2018-05-21,53,55.0,,0.55,29.150000000000002
2018-05-22,63,55.0,,0.55,34.650000000000006
2018-05-23,54,55.0,,0.55,29.700000000000003
2018-05-24,45,55.0,,0.55,24.750000000000004
2018-05-25,40,55.0,,0.55,22.0
2018-05-26,44,55.0,,0.55,24.200000000000003
2018-05-27,51,55.0,,0.55,28.05
2018-05-28,54,55.0,,0.55,29.700000000000003
2018-05-29,59,55.0,,0.55,32.45
2018-05-30,50,55.0,,0.55,27.500000000000004
2018-05-31,43,55.0,,0.55,23.650000000000002
2018-06-01,32,58.0,False,0.58,18.56
2018-06-02,40,58.0,,0.58,23.2
2018-06-03,44,58.0,,0.58,25.52
2018-06-04,40,58.0,,0.58,23.2
2018-06-05,49,58.0,,0.58,28.419999999999998
2018-06-06,43,58.0,,0.58,24.939999999999998
2018-06-07,34,58.0,,0.58,19.72
2018-06-08,33,58.0,,0.58,19.139999999999997
2018-06-09,36,58.0,,0.58,20.88
2018-06-10,43,58.0,,0.58,24.939999999999998
2018-06-11,41,58.0,,0.58,23.779999999999998
2018-06-12,47,58.0,,0.58,27.259999999999998
2018-06-13,42,58.0,,0.58,24.36
2018-06-14,34,58.0,,0.58,19.72
2018-06-15,33,58.0,,0.58,19.139999999999997
2018-06-16,42,58.0,,0.58,24.36
2018-06-17,66,58.0,,0.58,38.279999999999994
2018-06-18,100,58.0,,0.58,57.99999999999999
2018-06-19,67,58.0,,0.58,38.86
2018-06-20,68,58.0,,0.58,39.44
2018-06-21,44,58.0,,0.58,25.52
2018-06-22,40,58.0,,0.58,23.2
2018-06-23,41,58.0,,0.58,23.779999999999998
2018-06-24,41,58.0,,0.58,23.779999999999998
2018-06-25,41,58.0,,0.58,23.779999999999998
2018-06-26,55,58.0,,0.58,31.9
2018-06-27,50,58.0,,0.58,28.999999999999996
2018-06-28,40,58.0,,0.58,23.2
2018-06-29,34,58.0,,0.58,19.72
2018-06-30,41,58.0,,0.58,23.779999999999998
2018-07-01,41,62.0,False,0.62,25.419999999999998
2018-07-02,41,62.0,,0.62,25.419999999999998
2018-07-03,54,62.0,,0.62,33.48
2018-07-04,51,62.0,,0.62,31.62
2018-07-05,41,62.0,,0.62,25.419999999999998
2018-07-06,38,62.0,,0.62,23.56
2018-07-07,40,62.0,,0.62,24.8
2018-07-08,53,62.0,,0.62,32.86
2018-07-09,43,62.0,,0.62,26.66
2018-07-10,55,62.0,,0.62,34.1
2018-07-11,50,62.0,,0.62,31.0
2018-07-12,41,62.0,,0.62,25.419999999999998
2018-07-13,41,62.0,,0.62,25.419999999999998
2018-07-14,42,62.0,,0.62,26.04
2018-07-15,71,62.0,,0.62,44.02
2018-07-16,100,62.0,,0.62,62.0
2018-07-17,66,62.0,,0.62,40.92
2018-07-18,49,62.0,,0.62,30.38
2018-07-19,41,62.0,,0.62,25.419999999999998
2018-07-20,39,62.0,,0.62,24.18
2018-07-21,41,62.0,,0.62,25.419999999999998
2018-07-22,42,62.0,,0.62,26.04
2018-07-23,45,62.0,,0.62,27.9
2018-07-24,67,62.0,,0.62,41.54
2018-07-25,53,62.0,,0.62,32.86
2018-07-26,41,62.0,,0.62,25.419999999999998
2018-07-27,40,62.0,,0.62,24.8
2018-07-28,43,62.0,,0.62,26.66
2018-07-29,56,62.0,,0.62,34.72
2018-07-30,55,62.0,,0.62,34.1
2018-07-31,65,62.0,,0.62,40.3
2018-08-01,35,65.0,False,0.65,22.75
2018-08-02,27,65.0,,0.65,17.55
2018-08-03,31,65.0,,0.65,20.150000000000002
2018-08-04,31,65.0,,0.65,20.150000000000002
2018-08-05,32,65.0,,0.65,20.8
2018-08-06,30,65.0,,0.65,19.5
2018-08-07,40,65.0,,0.65,26.0
2018-08-08,33,65.0,,0.65,21.45
2018-08-09,27,65.0,,0.65,17.55
2018-08-10,25,65.0,,0.65,16.25
2018-08-11,27,65.0,,0.65,17.55
2018-08-12,34,65.0,,0.65,22.1
2018-08-13,41,65.0,,0.65,26.650000000000002
2018-08-14,48,65.0,,0.65,31.200000000000003
2018-08-15,35,65.0,,0.65,22.75
2018-08-16,28,65.0,,0.65,18.2
2018-08-17,29,65.0,,0.65,18.85
2018-08-18,33,65.0,,0.65,21.45
2018-08-19,61,65.0,,0.65,39.65
2018-08-20,100,65.0,,0.65,65.0
2018-08-21,50,65.0,,0.65,32.5
2018-08-22,38,65.0,,0.65,24.7
2018-08-23,28,65.0,,0.65,18.2
2018-08-24,27,65.0,,0.65,17.55
2018-08-25,30,65.0,,0.65,19.5
2018-08-26,30,65.0,,0.65,19.5
2018-08-27,29,65.0,,0.65,18.85
2018-08-28,42,65.0,,0.65,27.3
2018-08-29,33,65.0,,0.65,21.45
2018-08-30,28,65.0,,0.65,18.2
2018-08-31,26,65.0,,0.65,16.900000000000002
2018-09-01,43,57.0,False,0.57,24.509999999999998
2018-09-02,48,57.0,,0.57,27.36
2018-09-03,51,57.0,,0.57,29.069999999999997
2018-09-04,68,57.0,,0.57,38.76
2018-09-05,49,57.0,,0.57,27.929999999999996
2018-09-06,40,57.0,,0.57,22.799999999999997
2018-09-07,37,57.0,,0.57,21.09
2018-09-08,43,57.0,,0.57,24.509999999999998
2018-09-09,43,57.0,,0.57,24.509999999999998
2018-09-10,43,57.0,,0.57,24.509999999999998
2018-09-11,57,57.0,,0.57,32.489999999999995
2018-09-12,45,57.0,,0.57,25.65
2018-09-13,38,57.0,,0.57,21.659999999999997
2018-09-14,39,57.0,,0.57,22.229999999999997
2018-09-15,46,57.0,,0.57,26.22
2018-09-16,73,57.0,,0.57,41.61
2018-09-17,100,57.0,,0.57,56.99999999999999
2018-09-18,66,57.0,,0.57,37.62
2018-09-19,55,57.0,,0.57,31.349999999999998
2018-09-20,47,57.0,,0.57,26.79
2018-09-21,40,57.0,,0.57,22.799999999999997
2018-09-22,49,57.0,,0.57,27.929999999999996
2018-09-23,46,57.0,,0.57,26.22
2018-09-24,40,57.0,,0.57,22.799999999999997
2018-09-25,60,57.0,,0.57,34.199999999999996
2018-09-26,52,57.0,,0.57,29.639999999999997
2018-09-27,42,57.0,,0.57,23.939999999999998
2018-09-28,38,57.0,,0.57,21.659999999999997
2018-09-29,47,57.0,,0.57,26.79
2018-09-30,45,57.0,,0.57,25.65
2018-10-01,44,71.0,False,0.71,31.24
2018-10-02,60,71.0,,0.71,42.599999999999994
2018-10-03,52,71.0,,0.71,36.92
2018-10-04,52,71.0,,0.71,36.92
2018-10-05,55,71.0,,0.71,39.05
2018-10-06,100,71.0,,0.71,71.0
2018-10-07,75,71.0,,0.71,53.25
2018-10-08,59,71.0,,0.71,41.89
2018-10-09,76,71.0,,0.71,53.959999999999994
2018-10-10,62,71.0,,0.71,44.019999999999996
2018-10-11,51,71.0,,0.71,36.21
2018-10-12,48,71.0,,0.71,34.08
2018-10-13,54,71.0,,0.71,38.339999999999996
2018-10-14,56,71.0,,0.71,39.76
2018-10-15,50,71.0,,0.71,35.5
2018-10-16,70,71.0,,0.71,49.699999999999996
2018-10-17,61,71.0,,0.71,43.309999999999995
2018-10-18,50,71.0,,0.71,35.5
2018-10-19,46,71.0,,0.71,32.66
2018-10-20,49,71.0,,0.71,34.79
2018-10-21,58,71.0,,0.71,41.18
2018-10-22,47,71.0,,0.71,33.37
2018-10-23,93,71.0,,0.71,66.03
2018-10-24,60,71.0,,0.71,42.599999999999994
2018-10-25,52,71.0,,0.71,36.92
2018-10-26,47,71.0,,0.71,33.37
2018-10-27,55,71.0,,0.71,39.05
2018-10-28,80,71.0,,0.71,56.8
2018-10-29,98,71.0,,0.71,69.58
2018-10-30,71,71.0,,0.71,50.41
2018-10-31,59,71.0,,0.71,41.89
2018-11-01,43,62.0,False,0.62,26.66
2018-11-02,80,62.0,,0.62,49.6
2018-11-03,70,62.0,,0.62,43.4
2018-11-04,49,62.0,,0.62,30.38
2018-11-05,48,62.0,,0.62,29.759999999999998
2018-11-06,58,62.0,,0.62,35.96
2018-11-07,42,62.0,,0.62,26.04
2018-11-08,39,62.0,,0.62,24.18
2018-11-09,36,62.0,,0.62,22.32
2018-11-10,40,62.0,,0.62,24.8
2018-11-11,41,62.0,,0.62,25.419999999999998
2018-11-12,39,62.0,,0.62,24.18
2018-11-13,55,62.0,,0.62,34.1
2018-11-14,60,62.0,,0.62,37.2
2018-11-15,46,62.0,,0.62,28.52
2018-11-16,41,62.0,,0.62,25.419999999999998
2018-11-17,47,62.0,,0.62,29.14
2018-11-18,70,62.0,,0.62,43.4
2018-11-19,100,62.0,,0.62,62.0
2018-11-20,66,62.0,,0.62,40.92
2018-11-21,59,62.0,,0.62,36.58
2018-11-22,48,62.0,,0.62,29.759999999999998
2018-11-23,49,62.0,,0.62,30.38
2018-11-24,50,62.0,,0.62,31.0
2018-11-25,56,62.0,,0.62,34.72
2018-11-26,47,62.0,,0.62,29.14
2018-11-27,56,62.0,,0.62,34.72
2018-11-28,50,62.0,,0.62,31.0
2018-11-29,40,62.0,,0.62,24.8
2018-11-30,38,62.0,,0.62,23.56
2018-12-01,37,58.0,False,0.58,21.459999999999997
2018-12-02,39,58.0,,0.58,22.619999999999997
2018-12-03,36,58.0,,0.58,20.88
2018-12-04,50,58.0,,0.58,28.999999999999996
2018-12-05,41,58.0,,0.58,23.779999999999998
2018-12-06,34,58.0,,0.58,19.72
2018-12-07,32,58.0,,0.58,18.56
2018-12-08,38,58.0,,0.58,22.04
2018-12-09,45,58.0,,0.58,26.099999999999998
2018-12-10,38,58.0,,0.58,22.04
2018-12-11,49,58.0,,0.58,28.419999999999998
2018-12-12,42,58.0,,0.58,24.36
2018-12-13,34,58.0,,0.58,19.72
2018-12-14,36,58.0,,0.58,20.88
2018-12-15,40,58.0,,0.58,23.2
2018-12-16,57,58.0,,0.58,33.059999999999995
2018-12-17,100,58.0,,0.58,57.99999999999999
2018-12-18,66,58.0,,0.58,38.279999999999994
2018-12-19,51,58.0,,0.58,29.58
2018-12-20,40,58.0,,0.58,23.2
2018-12-21,39,58.0,,0.58,22.619999999999997
2018-12-22,40,58.0,,0.58,23.2
2018-12-23,41,58.0,,0.58,23.779999999999998
2018-12-24,38,58.0,,0.58,22.04
2018-12-25,57,58.0,,0.58,33.059999999999995
2018-12-26,53,58.0,,0.58,30.74
2018-12-27,42,58.0,,0.58,24.36
2018-12-28,39,58.0,,0.58,22.619999999999997
2018-12-29,41,58.0,,0.58,23.779999999999998
2018-12-30,42,58.0,,0.58,24.36
2018-12-31,38,58.0,,0.58,22.04
2019-01-01,35,62.0,False,0.62,21.7
2019-01-02,38,62.0,,0.62,23.56
2019-01-03,30,62.0,,0.62,18.6
2019-01-04,26,62.0,,0.62,16.12
2019-01-05,28,62.0,,0.62,17.36
2019-01-06,28,62.0,,0.62,17.36
2019-01-07,26,62.0,,0.62,16.12
2019-01-08,34,62.0,,0.62,21.08
2019-01-09,30,62.0,,0.62,18.6
2019-01-10,22,62.0,,0.62,13.64
2019-01-11,23,62.0,,0.62,14.26
2019-01-12,28,62.0,,0.62,17.36
2019-01-13,27,62.0,,0.62,16.74
2019-01-14,25,62.0,,0.62,15.5
2019-01-15,37,62.0,,0.62,22.94
2019-01-16,29,62.0,,0.62,17.98
2019-01-17,24,62.0,,0.62,14.879999999999999
2019-01-18,24,62.0,,0.62,14.879999999999999
2019-01-19,27,62.0,,0.62,16.74
2019-01-20,29,62.0,,0.62,17.98
2019-01-21,28,62.0,,0.62,17.36
2019-01-22,35,62.0,,0.62,21.7
2019-01-23,30,62.0,,0.62,18.6
2019-01-24,26,62.0,,0.62,16.12
2019-01-25,24,62.0,,0.62,14.879999999999999
2019-01-26,32,62.0,,0.62,19.84
2019-01-27,57,62.0,,0.62,35.339999999999996
2019-01-28,100,62.0,,0.62,62.0
2019-01-29,43,62.0,,0.62,26.66
2019-01-30,39,62.0,,0.62,24.18
2019-01-31,27,62.0,,0.62,16.74
2019-02-01,35,64.0,False,0.64,22.400000000000002
2019-02-02,40,64.0,,0.64,25.6
2019-02-03,40,64.0,,0.64,25.6
2019-02-04,36,64.0,,0.64,23.04
2019-02-05,47,64.0,,0.64,30.080000000000002
2019-02-06,41,64.0,,0.64,26.240000000000002
2019-02-07,34,64.0,,0.64,21.76
2019-02-08,31,64.0,,0.64,19.84
2019-02-09,39,64.0,,0.64,24.96
2019-02-10,41,64.0,,0.64,26.240000000000002
2019-02-11,36,64.0,,0.64,23.04
2019-02-12,57,64.0,,0.64,36.480000000000004
2019-02-13,45,64.0,,0.64,28.8
2019-02-14,36,64.0,,0.64,23.04
2019-02-15,36,64.0,,0.64,23.04
2019-02-16,41,64.0,,0.64,26.240000000000002
2019-02-17,66,64.0,,0.64,42.24
2019-02-18,100,64.0,,0.64,64.0
2019-02-19,61,64.0,,0.64,39.04
2019-02-20,50,64.0,,0.64,32.0
2019-02-21,37,64.0,,0.64,23.68
2019-02-22,38,64.0,,0.64,24.32
2019-02-23,43,64.0,,0.64,27.52
2019-02-24,46,64.0,,0.64,29.44
2019-02-25,40,64.0,,0.64,25.6
2019-02-26,62,64.0,,0.64,39.68
2019-02-27,50,64.0,,0.64,32.0
2019-02-28,36,64.0,,0.64,23.04
2019-03-01,44,61.0,False,0.61,26.84
2019-03-02,51,61.0,,0.61,31.11
2019-03-03,58,61.0,,0.61,35.38
2019-03-04,56,61.0,,0.61,34.16
2019-03-05,76,61.0,,0.61,46.36
2019-03-06,57,61.0,,0.61,34.769999999999996
2019-03-07,43,61.0,,0.61,26.23
2019-03-08,45,61.0,,0.61,27.45
2019-03-09,55,61.0,,0.61,33.55
2019-03-10,82,61.0,,0.61,50.019999999999996
2019-03-11,100,61.0,,0.61,61.0
2019-03-12,71,61.0,,0.61,43.31
2019-03-13,53,61.0,,0.61,32.33
2019-03-14,42,61.0,,0.61,25.62
2019-03-15,38,61.0,,0.61,23.18
2019-03-16,46,61.0,,0.61,28.06
2019-03-17,51,61.0,,0.61,31.11
2019-03-18,48,61.0,,0.61,29.28
2019-03-19,64,61.0,,0.61,39.04
2019-03-20,58,61.0,,0.61,35.38
2019-03-21,40,61.0,,0.61,24.4
2019-03-22,43,61.0,,0.61,26.23
2019-03-23,44,61.0,,0.61,26.84
2019-03-24,51,61.0,,0.61,31.11
2019-03-25,51,61.0,,0.61,31.11
2019-03-26,65,61.0,,0.61,39.65
2019-03-27,59,61.0,,0.61,35.99
2019-03-28,44,61.0,,0.61,26.84
2019-03-29,43,61.0,,0.61,26.23
2019-03-30,49,61.0,,0.61,29.89
2019-03-31,52,61.0,,0.61,31.72
2019-04-01,25,75.0,False,0.75,18.75
2019-04-02,30,75.0,,0.75,22.5
2019-04-03,26,75.0,,0.75,19.5
2019-04-04,23,75.0,,0.75,17.25
2019-04-05,27,75.0,,0.75,20.25
2019-04-06,38,75.0,,0.75,28.5
2019-04-07,91,75.0,,0.75,68.25
2019-04-08,100,75.0,,0.75,75.0
2019-04-09,47,75.0,,0.75,35.25
2019-04-10,31,75.0,,0.75,23.25
2019-04-11,23,75.0,,0.75,17.25
2019-04-12,21,75.0,,0.75,15.75
2019-04-13,22,75.0,,0.75,16.5
2019-04-14,24,75.0,,0.75,18.0
2019-04-15,22,75.0,,0.75,16.5
2019-04-16,34,75.0,,0.75,25.5
2019-04-17,33,75.0,,0.75,24.75
2019-04-18,23,75.0,,0.75,17.25
2019-04-19,22,75.0,,0.75,16.5
2019-04-20,22,75.0,,0.75,16.5
2019-04-21,25,75.0,,0.75,18.75
2019-04-22,24,75.0,,0.75,18.0
2019-04-23,28,75.0,,0.75,21.0
2019-04-24,24,75.0,,0.75,18.0
2019-04-25,18,75.0,,0.75,13.5
2019-04-26,17,75.0,,0.75,12.75
2019-04-27,18,75.0,,0.75,13.5
2019-04-28,19,75.0,,0.75,14.25
2019-04-29,19,75.0,,0.75,14.25
2019-04-30,23,75.0,,0.75,17.25
2019-05-01,31,66.0,False,0.66,20.46
2019-05-02,22,66.0,,0.66,14.520000000000001
2019-05-03,24,66.0,,0.66,15.84
2019-05-04,25,66.0,,0.66,16.5
2019-05-05,29,66.0,,0.66,19.14
2019-05-06,25,66.0,,0.66,16.5
2019-05-07,34,66.0,,0.66,22.44
2019-05-08,30,66.0,,0.66,19.8
2019-05-09,24,66.0,,0.66,15.84
2019-05-10,23,66.0,,0.66,15.180000000000001
2019-05-11,27,66.0,,0.66,17.82
2019-05-12,28,66.0,,0.66,18.48
2019-05-13,28,66.0,,0.66,18.48
2019-05-14,34,66.0,,0.66,22.44
2019-05-15,29,66.0,,0.66,19.14
2019-05-16,27,66.0,,0.66,17.82
2019-05-17,100,66.0,,0.66,66.0
2019-05-18,50,66.0,,0.66,33.0
2019-05-19,54,66.0,,0.66,35.64
2019-05-20,71,66.0,,0.66,46.86
2019-05-21,50,66.0,,0.66,33.0
2019-05-22,39,66.0,,0.66,25.740000000000002
2019-05-23,29,66.0,,0.66,19.14
2019-05-24,27,66.0,,0.66,17.82
2019-05-25,29,66.0,,0.66,19.14
2019-05-26,37,66.0,,0.66,24.42
2019-05-27,36,66.0,,0.66,23.76
2019-05-28,41,66.0,,0.66,27.060000000000002
2019-05-29,34,66.0,,0.66,22.44
2019-05-30,26,66.0,,0.66,17.16
2019-05-31,26,66.0,,0.66,17.16
2019-06-01,50,61.0,False,0.61,30.5
2019-06-02,59,61.0,,0.61,35.99
2019-06-03,49,61.0,,0.61,29.89
2019-06-04,69,61.0,,0.61,42.089999999999996
2019-06-05,60,61.0,,0.61,36.6
2019-06-06,46,61.0,,0.61,28.06
2019-06-07,91,61.0,,0.61,55.51
2019-06-08,84,61.0,,0.61,51.24
2019-06-09,59,61.0,,0.61,35.99
2019-06-10,55,61.0,,0.61,33.55
2019-06-11,61,61.0,,0.61,37.21
2019-06-12,52,61.0,,0.61,31.72
2019-06-13,40,61.0,,0.61,24.4
2019-06-14,38,61.0,,0.61,23.18
2019-06-15,43,61.0,,0.61,26.23
2019-06-16,52,61.0,,0.61,31.72
2019-06-17,46,61.0,,0.61,28.06
2019-06-18,61,61.0,,0.61,37.21
2019-06-19,51,61.0,,0.61,31.11
2019-06-20,45,61.0,,0.61,27.45
2019-06-21,41,61.0,,0.61,25.009999999999998
2019-06-22,47,61.0,,0.61,28.669999999999998
2019-06-23,79,61.0,,0.61,48.19
2019-06-24,100,61.0,,0.61,61.0
2019-06-25,68,61.0,,0.61,41.48
2019-06-26,54,61.0,,0.61,32.94
2019-06-27,45,61.0,,0.61,27.45
2019-06-28,42,61.0,,0.61,25.62
2019-06-29,46,61.0,,0.61,28.06
2019-06-30,44,61.0,,0.61,26.84
2019-07-01,39,61.0,False,0.61,23.79
2019-07-02,66,61.0,,0.61,40.26
2019-07-03,48,61.0,,0.61,29.28
2019-07-04,40,61.0,,0.61,24.4
2019-07-05,41,61.0,,0.61,25.009999999999998
2019-07-06,42,61.0,,0.61,25.62
2019-07-07,47,61.0,,0.61,28.669999999999998
2019-07-08,43,61.0,,0.61,26.23
2019-07-09,57,61.0,,0.61,34.769999999999996
2019-07-10,48,61.0,,0.61,29.28
2019-07-11,41,61.0,,0.61,25.009999999999998
2019-07-12,38,61.0,,0.61,23.18
2019-07-13,42,61.0,,0.61,25.62
2019-07-14,73,61.0,,0.61,44.53
2019-07-15,100,61.0,,0.61,61.0
2019-07-16,64,61.0,,0.61,39.04
2019-07-17,54,61.0,,0.61,32.94
2019-07-18,42,61.0,,0.61,25.62
2019-07-19,39,61.0,,0.61,23.79
2019-07-20,43,61.0,,0.61,26.23
2019-07-21,45,61.0,,0.61,27.45
2019-07-22,47,61.0,,0.61,28.669999999999998
2019-07-23,85,61.0,,0.61,51.85
2019-07-24,56,61.0,,0.61,34.16
2019-07-25,43,61.0,,0.61,26.23
2019-07-26,39,61.0,,0.61,23.79
2019-07-27,48,61.0,,0.61,29.28
2019-07-28,55,61.0,,0.61,33.55
2019-07-29,46,61.0,,0.61,28.06
2019-07-30,64,61.0,,0.61,39.04
2019-07-31,54,61.0,,0.61,32.94
2019-08-01,36,57.0,False,0.57,20.52
2019-08-02,34,57.0,,0.57,19.38
2019-08-03,37,57.0,,0.57,21.09
2019-08-04,42,57.0,,0.57,23.939999999999998
2019-08-05,44,57.0,,0.57,25.08
2019-08-06,56,57.0,,0.57,31.919999999999998
2019-08-07,48,57.0,,0.57,27.36
2019-08-08,37,57.0,,0.57,21.09
2019-08-09,33,57.0,,0.57,18.81
2019-08-10,43,57.0,,0.57,24.509999999999998
2019-08-11,79,57.0,,0.57,45.029999999999994
2019-08-12,100,57.0,,0.57,56.99999999999999
2019-08-13,60,57.0,,0.57,34.199999999999996
2019-08-14,48,57.0,,0.57,27.36
2019-08-15,38,57.0,,0.57,21.659999999999997
2019-08-16,35,57.0,,0.57,19.95
2019-08-17,37,57.0,,0.57,21.09
2019-08-18,40,57.0,,0.57,22.799999999999997
2019-08-19,37,57.0,,0.57,21.09
2019-08-20,50,57.0,,0.57,28.499999999999996
