date,IP_unscaled,IP_monthly,isPartial,scale,IP
2018-01-03,99,82.0,,0.82,81.17999999999999
2018-01-04,100,82.0,,0.82,82.0
2018-01-05,99,82.0,,0.82,81.17999999999999
2018-01-06,77,82.0,,0.82,63.13999999999999
2018-01-07,73,82.0,,0.82,59.86
2018-01-08,92,82.0,,0.82,75.44
2018-01-09,96,82.0,,0.82,78.72
2018-01-10,100,82.0,,0.82,82.0
2018-01-11,99,82.0,,0.82,81.17999999999999
2018-01-12,88,82.0,,0.82,72.16
2018-01-13,71,82.0,,0.82,58.22
2018-01-14,71,82.0,,0.82,58.22
2018-01-15,87,82.0,,0.82,71.33999999999999
2018-01-16,97,82.0,,0.82,79.53999999999999
2018-01-17,92,82.0,,0.82,75.44
2018-01-18,99,82.0,,0.82,81.17999999999999
2018-01-19,95,82.0,,0.82,77.89999999999999
2018-01-20,82,82.0,,0.82,67.24
2018-01-21,73,82.0,,0.82,59.86
2018-01-22,95,82.0,,0.82,77.89999999999999
2018-01-23,93,82.0,,0.82,76.25999999999999
2018-01-24,100,82.0,,0.82,82.0
2018-01-25,96,82.0,,0.82,78.72
2018-01-26,94,82.0,,0.82,77.08
2018-01-27,81,82.0,,0.82,66.42
2018-01-28,68,82.0,,0.82,55.76
2018-01-29,93,82.0,,0.82,76.25999999999999
2018-01-30,98,82.0,,0.82,80.36
2018-01-31,95,82.0,,0.82,77.89999999999999
2018-02-01,100,80.0,False,0.8,80.0
2018-02-02,90,80.0,,0.8,72.0
2018-02-03,73,80.0,,0.8,58.400000000000006
2018-02-04,71,80.0,,0.8,56.800000000000004
2018-02-05,81,80.0,,0.8,64.8
2018-02-06,98,80.0,,0.8,78.4
2018-02-07,96,80.0,,0.8,76.80000000000001
2018-02-08,98,80.0,,0.8,78.4
2018-02-09,94,80.0,,0.8,75.2
2018-02-10,71,80.0,,0.8,56.800000000000004
2018-02-11,66,80.0,,0.8,52.800000000000004
2018-02-12,93,80.0,,0.8,74.4
2018-02-13,100,80.0,,0.8,80.0
2018-02-14,94,80.0,,0.8,75.2
2018-02-15,92,80.0,,0.8,73.60000000000001
2018-02-16,89,80.0,,0.8,71.2
2018-02-17,71,80.0,,0.8,56.800000000000004
2018-02-18,67,80.0,,0.8,53.6
2018-02-19,83,80.0,,0.8,66.4
2018-02-20,97,80.0,,0.8,77.60000000000001
2018-02-21,95,80.0,,0.8,76.0
2018-02-22,98,80.0,,0.8,78.4
2018-02-23,92,80.0,,0.8,73.60000000000001
2018-02-24,70,80.0,,0.8,56.0
2018-02-25,71,80.0,,0.8,56.800000000000004
2018-02-26,90,80.0,,0.8,72.0
2018-02-27,95,80.0,,0.8,76.0
2018-02-28,97,80.0,,0.8,77.60000000000001
2018-03-01,93,81.0,False,0.81,75.33
2018-03-02,84,81.0,,0.81,68.04
2018-03-03,67,81.0,,0.81,54.27
2018-03-04,68,81.0,,0.81,55.080000000000005
2018-03-05,97,81.0,,0.81,78.57000000000001
2018-03-06,94,81.0,,0.81,76.14
2018-03-07,100,81.0,,0.81,81.0
2018-03-08,92,81.0,,0.81,74.52000000000001
2018-03-09,86,81.0,,0.81,69.66000000000001
2018-03-10,66,81.0,,0.81,53.46
2018-03-11,63,81.0,,0.81,51.03
2018-03-12,86,81.0,,0.81,69.66000000000001
2018-03-13,87,81.0,,0.81,70.47
2018-03-14,92,81.0,,0.81,74.52000000000001
2018-03-15,91,81.0,,0.81,73.71000000000001
2018-03-16,83,81.0,,0.81,67.23
2018-03-17,66,81.0,,0.81,53.46
2018-03-18,66,81.0,,0.81,53.46
2018-03-19,89,81.0,,0.81,72.09
2018-03-20,91,81.0,,0.81,73.71000000000001
2018-03-21,87,81.0,,0.81,70.47
2018-03-22,91,81.0,,0.81,73.71000000000001
2018-03-23,94,81.0,,0.81,76.14
2018-03-24,65,81.0,,0.81,52.650000000000006
2018-03-25,64,81.0,,0.81,51.84
2018-03-26,92,81.0,,0.81,74.52000000000001
2018-03-27,93,81.0,,0.81,75.33
2018-03-28,95,81.0,,0.81,76.95
2018-03-29,90,81.0,,0.81,72.9
2018-03-30,88,81.0,,0.81,71.28
2018-03-31,67,81.0,,0.81,54.27
2018-04-01,67,81.0,False,0.81,54.27
2018-04-02,96,81.0,,0.81,77.76
2018-04-03,93,81.0,,0.81,75.33
2018-04-04,97,81.0,,0.81,78.57000000000001
2018-04-05,97,81.0,,0.81,78.57000000000001
2018-04-06,87,81.0,,0.81,70.47
2018-04-07,68,81.0,,0.81,55.080000000000005
2018-04-08,67,81.0,,0.81,54.27
2018-04-09,90,81.0,,0.81,72.9
2018-04-10,99,81.0,,0.81,80.19000000000001
2018-04-11,90,81.0,,0.81,72.9
2018-04-12,94,81.0,,0.81,76.14
2018-04-13,87,81.0,,0.81,70.47
2018-04-14,66,81.0,,0.81,53.46
2018-04-15,66,81.0,,0.81,53.46
2018-04-16,87,81.0,,0.81,70.47
2018-04-17,93,81.0,,0.81,75.33
2018-04-18,100,81.0,,0.81,81.0
2018-04-19,96,81.0,,0.81,77.76
2018-04-20,83,81.0,,0.81,67.23
2018-04-21,69,81.0,,0.81,55.89
2018-04-22,64,81.0,,0.81,51.84
2018-04-23,85,81.0,,0.81,68.85000000000001
2018-04-24,99,81.0,,0.81,80.19000000000001
2018-04-25,95,81.0,,0.81,76.95
2018-04-26,94,81.0,,0.81,76.14
2018-04-27,84,81.0,,0.81,68.04
2018-04-28,63,81.0,,0.81,51.03
2018-04-29,64,81.0,,0.81,51.84
2018-04-30,86,81.0,,0.81,69.66000000000001
2018-05-01,91,77.0,False,0.77,70.07000000000001
2018-05-02,88,77.0,,0.77,67.76
2018-05-03,87,77.0,,0.77,66.99
2018-05-04,87,77.0,,0.77,66.99
2018-05-05,63,77.0,,0.77,48.51
2018-05-06,64,77.0,,0.77,49.28
2018-05-07,84,77.0,,0.77,64.68
2018-05-08,89,77.0,,0.77,68.53
2018-05-09,89,77.0,,0.77,68.53
2018-05-10,87,77.0,,0.77,66.99
2018-05-11,87,77.0,,0.77,66.99
2018-05-12,65,77.0,,0.77,50.050000000000004
2018-05-13,62,77.0,,0.77,47.74
2018-05-14,91,77.0,,0.77,70.07000000000001
2018-05-15,90,77.0,,0.77,69.3
2018-05-16,88,77.0,,0.77,67.76
2018-05-17,93,77.0,,0.77,71.61
2018-05-18,85,77.0,,0.77,65.45
2018-05-19,65,77.0,,0.77,50.050000000000004
2018-05-20,67,77.0,,0.77,51.59
2018-05-21,89,77.0,,0.77,68.53
2018-05-22,99,77.0,,0.77,76.23
2018-05-23,87,77.0,,0.77,66.99
2018-05-24,99,77.0,,0.77,76.23
2018-05-25,87,77.0,,0.77,66.99
2018-05-26,63,77.0,,0.77,48.51
2018-05-27,65,77.0,,0.77,50.050000000000004
2018-05-28,70,77.0,,0.77,53.9
2018-05-29,93,77.0,,0.77,71.61
2018-05-30,100,77.0,,0.77,77.0
2018-05-31,98,77.0,,0.77,75.46000000000001
2018-06-01,86,78.0,False,0.78,67.08
2018-06-02,67,78.0,,0.78,52.260000000000005
2018-06-03,64,78.0,,0.78,49.92
2018-06-04,86,78.0,,0.78,67.08
2018-06-05,97,78.0,,0.78,75.66
2018-06-06,96,78.0,,0.78,74.88
2018-06-07,97,78.0,,0.78,75.66
2018-06-08,85,78.0,,0.78,66.3
2018-06-09,66,78.0,,0.78,51.480000000000004
2018-06-10,63,78.0,,0.78,49.14
2018-06-11,94,78.0,,0.78,73.32000000000001
2018-06-12,100,78.0,,0.78,78.0
2018-06-13,99,78.0,,0.78,77.22
2018-06-14,95,78.0,,0.78,74.10000000000001
2018-06-15,85,78.0,,0.78,66.3
2018-06-16,65,78.0,,0.78,50.7
2018-06-17,65,78.0,,0.78,50.7
2018-06-18,87,78.0,,0.78,67.86
2018-06-19,93,78.0,,0.78,72.54
2018-06-20,95,78.0,,0.78,74.10000000000001
2018-06-21,92,78.0,,0.78,71.76
2018-06-22,85,78.0,,0.78,66.3
2018-06-23,62,78.0,,0.78,48.36
2018-06-24,63,78.0,,0.78,49.14
2018-06-25,91,78.0,,0.78,70.98
2018-06-26,99,78.0,,0.78,77.22
2018-06-27,91,78.0,,0.78,70.98
2018-06-28,93,78.0,,0.78,72.54
2018-06-29,97,78.0,,0.78,75.66
2018-06-30,66,78.0,,0.78,51.480000000000004
2018-07-01,64,79.0,False,0.79,50.56
2018-07-02,87,79.0,,0.79,68.73
2018-07-03,87,79.0,,0.79,68.73
2018-07-04,64,79.0,,0.79,50.56
2018-07-05,87,79.0,,0.79,68.73
2018-07-06,84,79.0,,0.79,66.36
2018-07-07,61,79.0,,0.79,48.190000000000005
2018-07-08,61,79.0,,0.79,48.190000000000005
2018-07-09,89,79.0,,0.79,70.31
2018-07-10,93,79.0,,0.79,73.47
2018-07-11,95,79.0,,0.79,75.05
2018-07-12,97,79.0,,0.79,76.63000000000001
2018-07-13,85,79.0,,0.79,67.15
2018-07-14,65,79.0,,0.79,51.35
2018-07-15,60,79.0,,0.79,47.400000000000006
2018-07-16,87,79.0,,0.79,68.73
2018-07-17,92,79.0,,0.79,72.68
2018-07-18,92,79.0,,0.79,72.68
2018-07-19,97,79.0,,0.79,76.63000000000001
2018-07-20,91,79.0,,0.79,71.89
2018-07-21,64,79.0,,0.79,50.56
2018-07-22,64,79.0,,0.79,50.56
2018-07-23,90,79.0,,0.79,71.10000000000001
2018-07-24,94,79.0,,0.79,74.26
2018-07-25,97,79.0,,0.79,76.63000000000001
2018-07-26,100,79.0,,0.79,79.0
2018-07-27,89,79.0,,0.79,70.31
2018-07-28,67,79.0,,0.79,52.93
2018-07-29,65,79.0,,0.79,51.35
2018-07-30,94,79.0,,0.79,74.26
2018-07-31,93,79.0,,0.79,73.47
2018-08-01,99,81.0,False,0.81,80.19000000000001
2018-08-02,92,81.0,,0.81,74.52000000000001
2018-08-03,85,81.0,,0.81,68.85000000000001
2018-08-04,65,81.0,,0.81,52.650000000000006
2018-08-05,63,81.0,,0.81,51.03
2018-08-06,90,81.0,,0.81,72.9
2018-08-07,96,81.0,,0.81,77.76
2018-08-08,100,81.0,,0.81,81.0
2018-08-09,84,81.0,,0.81,68.04
2018-08-10,85,81.0,,0.81,68.85000000000001
2018-08-11,60,81.0,,0.81,48.6
2018-08-12,63,81.0,,0.81,51.03
2018-08-13,87,81.0,,0.81,70.47
2018-08-14,90,81.0,,0.81,72.9
2018-08-15,97,81.0,,0.81,78.57000000000001
2018-08-16,90,81.0,,0.81,72.9
2018-08-17,82,81.0,,0.81,66.42
2018-08-18,65,81.0,,0.81,52.650000000000006
2018-08-19,63,81.0,,0.81,51.03
2018-08-20,85,81.0,,0.81,68.85000000000001
2018-08-21,92,81.0,,0.81,74.52000000000001
2018-08-22,93,81.0,,0.81,75.33
2018-08-23,97,81.0,,0.81,78.57000000000001
2018-08-24,84,81.0,,0.81,68.04
2018-08-25,62,81.0,,0.81,50.220000000000006
2018-08-26,63,81.0,,0.81,51.03
2018-08-27,85,81.0,,0.81,68.85000000000001
2018-08-28,92,81.0,,0.81,74.52000000000001
2018-08-29,91,81.0,,0.81,73.71000000000001
2018-08-30,93,81.0,,0.81,75.33
2018-08-31,82,81.0,,0.81,66.42
2018-09-01,63,75.0,False,0.75,47.25
2018-09-02,64,75.0,,0.75,48.0
2018-09-03,67,75.0,,0.75,50.25
2018-09-04,95,75.0,,0.75,71.25
2018-09-05,90,75.0,,0.75,67.5
2018-09-06,92,75.0,,0.75,69.0
2018-09-07,79,75.0,,0.75,59.25
2018-09-08,63,75.0,,0.75,47.25
2018-09-09,64,75.0,,0.75,48.0
2018-09-10,89,75.0,,0.75,66.75
2018-09-11,94,75.0,,0.75,70.5
2018-09-12,95,75.0,,0.75,71.25
2018-09-13,97,75.0,,0.75,72.75
2018-09-14,85,75.0,,0.75,63.75
2018-09-15,64,75.0,,0.75,48.0
2018-09-16,64,75.0,,0.75,48.0
2018-09-17,85,75.0,,0.75,63.75
2018-09-18,93,75.0,,0.75,69.75
2018-09-19,100,75.0,,0.75,75.0
2018-09-20,97,75.0,,0.75,72.75
2018-09-21,81,75.0,,0.75,60.75
2018-09-22,62,75.0,,0.75,46.5
2018-09-23,65,75.0,,0.75,48.75
2018-09-24,90,75.0,,0.75,67.5
2018-09-25,99,75.0,,0.75,74.25
2018-09-26,96,75.0,,0.75,72.0
2018-09-27,96,75.0,,0.75,72.0
2018-09-28,90,75.0,,0.75,67.5
2018-09-29,62,75.0,,0.75,46.5
2018-09-30,60,75.0,,0.75,45.0
2018-10-01,91,77.0,False,0.77,70.07000000000001
2018-10-02,94,77.0,,0.77,72.38
2018-10-03,93,77.0,,0.77,71.61
2018-10-04,96,77.0,,0.77,73.92
2018-10-05,85,77.0,,0.77,65.45
2018-10-06,60,77.0,,0.77,46.2
2018-10-07,61,77.0,,0.77,46.97
2018-10-08,85,77.0,,0.77,65.45
2018-10-09,88,77.0,,0.77,67.76
2018-10-10,91,77.0,,0.77,70.07000000000001
2018-10-11,93,77.0,,0.77,71.61
2018-10-12,86,77.0,,0.77,66.22
2018-10-13,64,77.0,,0.77,49.28
2018-10-14,59,77.0,,0.77,45.43
2018-10-15,86,77.0,,0.77,66.22
2018-10-16,100,77.0,,0.77,77.0
2018-10-17,90,77.0,,0.77,69.3
2018-10-18,90,77.0,,0.77,69.3
2018-10-19,86,77.0,,0.77,66.22
2018-10-20,63,77.0,,0.77,48.51
2018-10-21,60,77.0,,0.77,46.2
2018-10-22,85,77.0,,0.77,65.45
2018-10-23,96,77.0,,0.77,73.92
2018-10-24,88,77.0,,0.77,67.76
2018-10-25,89,77.0,,0.77,68.53
2018-10-26,84,77.0,,0.77,64.68
2018-10-27,65,77.0,,0.77,50.050000000000004
2018-10-28,61,77.0,,0.77,46.97
2018-10-29,86,77.0,,0.77,66.22
2018-10-30,91,77.0,,0.77,70.07000000000001
2018-10-31,97,77.0,,0.77,74.69
2018-11-01,96,73.0,False,0.73,70.08
2018-11-02,93,73.0,,0.73,67.89
2018-11-03,66,73.0,,0.73,48.18
2018-11-04,66,73.0,,0.73,48.18
2018-11-05,90,73.0,,0.73,65.7
2018-11-06,91,73.0,,0.73,66.42999999999999
2018-11-07,85,73.0,,0.73,62.05
2018-11-08,91,73.0,,0.73,66.42999999999999
2018-11-09,90,73.0,,0.73,65.7
2018-11-10,65,73.0,,0.73,47.449999999999996
2018-11-11,57,73.0,,0.73,41.61
2018-11-12,86,73.0,,0.73,62.78
2018-11-13,94,73.0,,0.73,68.62
2018-11-14,100,73.0,,0.73,73.0
2018-11-15,88,73.0,,0.73,64.24
2018-11-16,83,73.0,,0.73,60.589999999999996
2018-11-17,62,73.0,,0.73,45.26
2018-11-18,64,73.0,,0.73,46.72
2018-11-19,87,73.0,,0.73,63.51
2018-11-20,92,73.0,,0.73,67.16
2018-11-21,84,73.0,,0.73,61.32
2018-11-22,64,73.0,,0.73,46.72
2018-11-23,59,73.0,,0.73,43.07
2018-11-24,59,73.0,,0.73,43.07
2018-11-25,64,73.0,,0.73,46.72
2018-11-26,84,73.0,,0.73,61.32
2018-11-27,95,73.0,,0.73,69.35
2018-11-28,97,73.0,,0.73,70.81
2018-11-29,93,73.0,,0.73,67.89
2018-11-30,87,73.0,,0.73,63.51
2018-12-01,66,72.0,False,0.72,47.519999999999996
2018-12-02,64,72.0,,0.72,46.08
2018-12-03,98,72.0,,0.72,70.56
2018-12-04,96,72.0,,0.72,69.12
2018-12-05,94,72.0,,0.72,67.67999999999999
2018-12-06,100,72.0,,0.72,72.0
2018-12-07,93,72.0,,0.72,66.96
2018-12-08,66,72.0,,0.72,47.519999999999996
2018-12-09,62,72.0,,0.72,44.64
2018-12-10,95,72.0,,0.72,68.39999999999999
2018-12-11,98,72.0,,0.72,70.56
2018-12-12,96,72.0,,0.72,69.12
2018-12-13,92,72.0,,0.72,66.24
2018-12-14,84,72.0,,0.72,60.48
2018-12-15,68,72.0,,0.72,48.96
2018-12-16,59,72.0,,0.72,42.48
2018-12-17,94,72.0,,0.72,67.67999999999999
2018-12-18,93,72.0,,0.72,66.96
2018-12-19,99,72.0,,0.72,71.28
2018-12-20,90,72.0,,0.72,64.8
2018-12-21,87,72.0,,0.72,62.64
2018-12-22,68,72.0,,0.72,48.96
2018-12-23,58,72.0,,0.72,41.76
2018-12-24,66,72.0,,0.72,47.519999999999996
2018-12-25,71,72.0,,0.72,51.12
2018-12-26,84,72.0,,0.72,60.48
2018-12-27,92,72.0,,0.72,66.24
2018-12-28,79,72.0,,0.72,56.879999999999995
2018-12-29,68,72.0,,0.72,48.96
2018-12-30,66,72.0,,0.72,47.519999999999996
2018-12-31,69,72.0,,0.72,49.68
2019-01-01,57,76.0,False,0.76,43.32
2019-01-02,83,76.0,,0.76,63.08
2019-01-03,93,76.0,,0.76,70.68
2019-01-04,85,76.0,,0.76,64.6
2019-01-05,64,76.0,,0.76,48.64
2019-01-06,65,76.0,,0.76,49.4
2019-01-07,82,76.0,,0.76,62.32
2019-01-08,87,76.0,,0.76,66.12
2019-01-09,100,76.0,,0.76,76.0
2019-01-10,97,76.0,,0.76,73.72
2019-01-11,90,76.0,,0.76,68.4
2019-01-12,68,76.0,,0.76,51.68
2019-01-13,62,76.0,,0.76,47.12
2019-01-14,85,76.0,,0.76,64.6
2019-01-15,91,76.0,,0.76,69.16
2019-01-16,92,76.0,,0.76,69.92
2019-01-17,94,76.0,,0.76,71.44
2019-01-18,83,76.0,,0.76,63.08
2019-01-19,67,76.0,,0.76,50.92
2019-01-20,68,76.0,,0.76,51.68
2019-01-21,81,76.0,,0.76,61.56
2019-01-22,92,76.0,,0.76,69.92
2019-01-23,97,76.0,,0.76,73.72
2019-01-24,88,76.0,,0.76,66.88
2019-01-25,84,76.0,,0.76,63.84
2019-01-26,71,76.0,,0.76,53.96
2019-01-27,65,76.0,,0.76,49.4
2019-01-28,89,76.0,,0.76,67.64
2019-01-29,93,76.0,,0.76,70.68
2019-01-30,90,76.0,,0.76,68.4
2019-01-31,94,76.0,,0.76,71.44
2019-02-01,89,76.0,False,0.76,67.64
2019-02-02,67,76.0,,0.76,50.92
2019-02-03,64,76.0,,0.76,48.64
2019-02-04,90,76.0,,0.76,68.4
2019-02-05,99,76.0,,0.76,75.24
2019-02-06,93,76.0,,0.76,70.68
2019-02-07,99,76.0,,0.76,75.24
2019-02-08,96,76.0,,0.76,72.96000000000001
2019-02-09,70,76.0,,0.76,53.2
2019-02-10,67,76.0,,0.76,50.92
2019-02-11,90,76.0,,0.76,68.4
2019-02-12,96,76.0,,0.76,72.96000000000001
2019-02-13,95,76.0,,0.76,72.2
2019-02-14,95,76.0,,0.76,72.2
2019-02-15,85,76.0,,0.76,64.6
2019-02-16,70,76.0,,0.76,53.2
2019-02-17,62,76.0,,0.76,47.12
2019-02-18,89,76.0,,0.76,67.64
2019-02-19,100,76.0,,0.76,76.0
2019-02-20,100,76.0,,0.76,76.0
2019-02-21,89,76.0,,0.76,67.64
2019-02-22,90,76.0,,0.76,68.4
2019-02-23,69,76.0,,0.76,52.44
2019-02-24,67,76.0,,0.76,50.92
2019-02-25,85,76.0,,0.76,64.6
2019-02-26,93,76.0,,0.76,70.68
2019-02-27,88,76.0,,0.76,66.88
2019-02-28,92,76.0,,0.76,69.92
2019-03-01,88,72.0,False,0.72,63.36
2019-03-02,68,72.0,,0.72,48.96
2019-03-03,66,72.0,,0.72,47.519999999999996
2019-03-04,92,72.0,,0.72,66.24
2019-03-05,89,72.0,,0.72,64.08
2019-03-06,95,72.0,,0.72,68.39999999999999
2019-03-07,90,72.0,,0.72,64.8
2019-03-08,88,72.0,,0.72,63.36
2019-03-09,66,72.0,,0.72,47.519999999999996
2019-03-10,61,72.0,,0.72,43.92
2019-03-11,96,72.0,,0.72,69.12
2019-03-12,100,72.0,,0.72,72.0
2019-03-13,94,72.0,,0.72,67.67999999999999
2019-03-14,97,72.0,,0.72,69.84
2019-03-15,90,72.0,,0.72,64.8
2019-03-16,68,72.0,,0.72,48.96
2019-03-17,65,72.0,,0.72,46.8
2019-03-18,90,72.0,,0.72,64.8
2019-03-19,96,72.0,,0.72,69.12
2019-03-20,99,72.0,,0.72,71.28
2019-03-21,93,72.0,,0.72,66.96
2019-03-22,92,72.0,,0.72,66.24
2019-03-23,64,72.0,,0.72,46.08
2019-03-24,67,72.0,,0.72,48.239999999999995
2019-03-25,89,72.0,,0.72,64.08
2019-03-26,97,72.0,,0.72,69.84
2019-03-27,95,72.0,,0.72,68.39999999999999
2019-03-28,98,72.0,,0.72,70.56
2019-03-29,85,72.0,,0.72,61.199999999999996
2019-03-30,67,72.0,,0.72,48.239999999999995
2019-03-31,62,72.0,,0.72,44.64
2019-04-01,88,75.0,False,0.75,66.0
2019-04-02,100,75.0,,0.75,75.0
2019-04-03,100,75.0,,0.75,75.0
2019-04-04,96,75.0,,0.75,72.0
2019-04-05,91,75.0,,0.75,68.25
2019-04-06,68,75.0,,0.75,51.0
2019-04-07,67,75.0,,0.75,50.25
2019-04-08,89,75.0,,0.75,66.75
2019-04-09,94,75.0,,0.75,70.5
2019-04-10,98,75.0,,0.75,73.5
2019-04-11,94,75.0,,0.75,70.5
2019-04-12,90,75.0,,0.75,67.5
2019-04-13,69,75.0,,0.75,51.75
2019-04-14,67,75.0,,0.75,50.25
2019-04-15,91,75.0,,0.75,68.25
2019-04-16,99,75.0,,0.75,74.25
2019-04-17,98,75.0,,0.75,73.5
2019-04-18,95,75.0,,0.75,71.25
2019-04-19,81,75.0,,0.75,60.75
2019-04-20,69,75.0,,0.75,51.75
2019-04-21,64,75.0,,0.75,48.0
2019-04-22,94,75.0,,0.75,70.5
2019-04-23,95,75.0,,0.75,71.25
2019-04-24,98,75.0,,0.75,73.5
2019-04-25,99,75.0,,0.75,74.25
2019-04-26,86,75.0,,0.75,64.5
2019-04-27,58,75.0,,0.75,43.5
2019-04-28,57,75.0,,0.75,42.75
2019-04-29,94,75.0,,0.75,70.5
2019-04-30,95,75.0,,0.75,71.25
2019-05-01,86,73.0,False,0.73,62.78
2019-05-02,89,73.0,,0.73,64.97
2019-05-03,85,73.0,,0.73,62.05
2019-05-04,63,73.0,,0.73,45.99
2019-05-05,63,73.0,,0.73,45.99
2019-05-06,89,73.0,,0.73,64.97
2019-05-07,89,73.0,,0.73,64.97
2019-05-08,93,73.0,,0.73,67.89
2019-05-09,92,73.0,,0.73,67.16
2019-05-10,84,73.0,,0.73,61.32
2019-05-11,58,73.0,,0.73,42.339999999999996
2019-05-12,63,73.0,,0.73,45.99
2019-05-13,94,73.0,,0.73,68.62
2019-05-14,95,73.0,,0.73,69.35
2019-05-15,96,73.0,,0.73,70.08
2019-05-16,87,73.0,,0.73,63.51
2019-05-17,87,73.0,,0.73,63.51
2019-05-18,65,73.0,,0.73,47.449999999999996
2019-05-19,61,73.0,,0.73,44.53
2019-05-20,89,73.0,,0.73,64.97
2019-05-21,89,73.0,,0.73,64.97
2019-05-22,91,73.0,,0.73,66.42999999999999
2019-05-23,87,73.0,,0.73,63.51
2019-05-24,88,73.0,,0.73,64.24
2019-05-25,60,73.0,,0.73,43.8
2019-05-26,64,73.0,,0.73,46.72
2019-05-27,63,73.0,,0.73,45.99
2019-05-28,84,73.0,,0.73,61.32
2019-05-29,100,73.0,,0.73,73.0
2019-05-30,96,73.0,,0.73,70.08
2019-05-31,85,73.0,,0.73,62.05
2019-06-01,62,76.0,False,0.76,47.12
2019-06-02,64,76.0,,0.76,48.64
2019-06-03,88,76.0,,0.76,66.88
2019-06-04,94,76.0,,0.76,71.44
2019-06-05,92,76.0,,0.76,69.92
2019-06-06,96,76.0,,0.76,72.96000000000001
2019-06-07,85,76.0,,0.76,64.6
2019-06-08,60,76.0,,0.76,45.6
2019-06-09,61,76.0,,0.76,46.36
2019-06-10,90,76.0,,0.76,68.4
2019-06-11,91,76.0,,0.76,69.16
2019-06-12,92,76.0,,0.76,69.92
2019-06-13,100,76.0,,0.76,76.0
2019-06-14,85,76.0,,0.76,64.6
2019-06-15,63,76.0,,0.76,47.88
2019-06-16,61,76.0,,0.76,46.36
2019-06-17,89,76.0,,0.76,67.64
2019-06-18,92,76.0,,0.76,69.92
2019-06-19,97,76.0,,0.76,73.72
2019-06-20,89,76.0,,0.76,67.64
2019-06-21,89,76.0,,0.76,67.64
2019-06-22,62,76.0,,0.76,47.12
2019-06-23,54,76.0,,0.76,41.04
2019-06-24,92,76.0,,0.76,69.92
2019-06-25,96,76.0,,0.76,72.96000000000001
2019-06-26,100,76.0,,0.76,76.0
2019-06-27,96,76.0,,0.76,72.96000000000001
2019-06-28,94,76.0,,0.76,71.44
2019-06-29,62,76.0,,0.76,47.12
2019-06-30,61,76.0,,0.76,46.36
2019-07-01,95,79.0,False,0.79,75.05
2019-07-02,95,79.0,,0.79,75.05
2019-07-03,91,79.0,,0.79,71.89
2019-07-04,68,79.0,,0.79,53.72
2019-07-05,76,79.0,,0.79,60.040000000000006
2019-07-06,60,79.0,,0.79,47.400000000000006
2019-07-07,58,79.0,,0.79,45.82
2019-07-08,92,79.0,,0.79,72.68
2019-07-09,100,79.0,,0.79,79.0
2019-07-10,94,79.0,,0.79,74.26
2019-07-11,100,79.0,,0.79,79.0
2019-07-12,91,79.0,,0.79,71.89
2019-07-13,68,79.0,,0.79,53.72
2019-07-14,67,79.0,,0.79,52.93
2019-07-15,96,79.0,,0.79,75.84
2019-07-16,98,79.0,,0.79,77.42
2019-07-17,98,79.0,,0.79,77.42
2019-07-18,88,79.0,,0.79,69.52000000000001
2019-07-19,83,79.0,,0.79,65.57000000000001
2019-07-20,60,79.0,,0.79,47.400000000000006
2019-07-21,64,79.0,,0.79,50.56
2019-07-22,87,79.0,,0.79,68.73
2019-07-23,92,79.0,,0.79,72.68
2019-07-24,96,79.0,,0.79,75.84
2019-07-25,88,79.0,,0.79,69.52000000000001
2019-07-26,86,79.0,,0.79,67.94
2019-07-27,61,79.0,,0.79,48.190000000000005
2019-07-28,66,79.0,,0.79,52.14
2019-07-29,89,79.0,,0.79,70.31
2019-07-30,90,79.0,,0.79,71.10000000000001
2019-07-31,89,79.0,,0.79,70.31
2019-08-01,88,77.0,False,0.77,67.76
2019-08-02,86,77.0,,0.77,66.22
2019-08-03,61,77.0,,0.77,46.97
2019-08-04,66,77.0,,0.77,50.82
2019-08-05,85,77.0,,0.77,65.45
2019-08-06,89,77.0,,0.77,68.53
2019-08-07,88,77.0,,0.77,67.76
2019-08-08,95,77.0,,0.77,73.15
2019-08-09,90,77.0,,0.77,69.3
2019-08-10,66,77.0,,0.77,50.82
2019-08-11,63,77.0,,0.77,48.51
2019-08-12,88,77.0,,0.77,67.76
2019-08-13,100,77.0,,0.77,77.0
2019-08-14,94,77.0,,0.77,72.38
2019-08-15,98,77.0,,0.77,75.46000000000001
2019-08-16,84,77.0,,0.77,64.68
2019-08-17,63,77.0,,0.77,48.51
2019-08-18,66,77.0,,0.77,50.82
2019-08-19,93,77.0,,0.77,71.61
2019-08-20,100,77.0,,0.77,77.0
2019-08-21,98,77.0,,0.77,75.46000000000001
2019-08-22,93,77.0,,0.77,71.61
2019-08-23,88,77.0,,0.77,67.76
2019-08-24,66,77.0,,0.77,50.82
2019-08-25,68,77.0,,0.77,52.36
2019-08-26,88,77.0,,0.77,67.76
2019-08-27,85,77.0,,0.77,65.45
2019-08-28,95,77.0,,0.77,73.15
2019-08-29,90,77.0,,0.77,69.3
2019-08-30,78,77.0,,0.77,60.06
2019-08-31,64,77.0,,0.77,49.28
2019-09-01,63,75.0,False,0.75,47.25
2019-09-02,73,75.0,,0.75,54.75
2019-09-03,87,75.0,,0.75,65.25
2019-09-04,100,75.0,,0.75,75.0
2019-09-05,98,75.0,,0.75,73.5
2019-09-06,91,75.0,,0.75,68.25
2019-09-07,65,75.0,,0.75,48.75
