date,JD_unscaled,JD_monthly,isPartial,scale,JD
2017-12-26,72,72.0,,0.72,51.839999999999996
2017-12-27,74,72.0,,0.72,53.28
2017-12-28,83,72.0,,0.72,59.76
2017-12-29,83,72.0,,0.72,59.76
2017-12-30,71,72.0,,0.72,51.12
2017-12-31,72,72.0,,0.72,51.839999999999996
2018-01-01,59,84.0,False,0.84,49.559999999999995
2018-01-02,88,84.0,,0.84,73.92
2018-01-03,93,84.0,,0.84,78.11999999999999
2018-01-04,80,84.0,,0.84,67.2
2018-01-05,85,84.0,,0.84,71.39999999999999
2018-01-06,78,84.0,,0.84,65.52
2018-01-07,73,84.0,,0.84,61.32
2018-01-08,78,84.0,,0.84,65.52
2018-01-09,88,84.0,,0.84,73.92
2018-01-10,86,84.0,,0.84,72.24
2018-01-11,84,84.0,,0.84,70.56
2018-01-12,84,84.0,,0.84,70.56
2018-01-13,79,84.0,,0.84,66.36
2018-01-14,68,84.0,,0.84,57.12
2018-01-15,80,84.0,,0.84,67.2
2018-01-16,80,84.0,,0.84,67.2
2018-01-17,86,84.0,,0.84,72.24
2018-01-18,90,84.0,,0.84,75.6
2018-01-19,86,84.0,,0.84,72.24
2018-01-20,75,84.0,,0.84,63.0
2018-01-21,67,84.0,,0.84,56.28
2018-01-22,89,84.0,,0.84,74.75999999999999
2018-01-23,80,84.0,,0.84,67.2
2018-01-24,78,84.0,,0.84,65.52
2018-01-25,89,84.0,,0.84,74.75999999999999
2018-01-26,91,84.0,,0.84,76.44
2018-01-27,81,84.0,,0.84,68.03999999999999
2018-01-28,71,84.0,,0.84,59.64
2018-01-29,100,84.0,,0.84,84.0
2018-01-30,88,84.0,,0.84,73.92
2018-01-31,81,84.0,,0.84,68.03999999999999
2018-02-01,44,96.0,False,0.96,42.239999999999995
2018-02-02,40,96.0,,0.96,38.4
2018-02-03,35,96.0,,0.96,33.6
2018-02-04,33,96.0,,0.96,31.68
2018-02-05,40,96.0,,0.96,38.4
2018-02-06,43,96.0,,0.96,41.28
2018-02-07,49,96.0,,0.96,47.04
2018-02-08,43,96.0,,0.96,41.28
2018-02-09,48,96.0,,0.96,46.08
2018-02-10,37,96.0,,0.96,35.519999999999996
2018-02-11,39,96.0,,0.96,37.44
2018-02-12,45,96.0,,0.96,43.199999999999996
2018-02-13,42,96.0,,0.96,40.32
2018-02-14,42,96.0,,0.96,40.32
2018-02-15,44,96.0,,0.96,42.239999999999995
2018-02-16,48,96.0,,0.96,46.08
2018-02-17,43,96.0,,0.96,41.28
2018-02-18,41,96.0,,0.96,39.36
2018-02-19,83,96.0,,0.96,79.67999999999999
2018-02-20,100,96.0,,0.96,96.0
2018-02-21,60,96.0,,0.96,57.599999999999994
2018-02-22,51,96.0,,0.96,48.96
2018-02-23,48,96.0,,0.96,46.08
2018-02-24,51,96.0,,0.96,48.96
2018-02-25,43,96.0,,0.96,41.28
2018-02-26,62,96.0,,0.96,59.519999999999996
2018-02-27,52,96.0,,0.96,49.92
2018-02-28,44,96.0,,0.96,42.239999999999995
2018-03-01,87,81.0,False,0.81,70.47
2018-03-02,100,81.0,,0.81,81.0
2018-03-03,84,81.0,,0.81,68.04
2018-03-04,64,81.0,,0.81,51.84
2018-03-05,91,81.0,,0.81,73.71000000000001
2018-03-06,89,81.0,,0.81,72.09
2018-03-07,92,81.0,,0.81,74.52000000000001
2018-03-08,89,81.0,,0.81,72.09
2018-03-09,88,81.0,,0.81,71.28
2018-03-10,74,81.0,,0.81,59.940000000000005
2018-03-11,71,81.0,,0.81,57.510000000000005
2018-03-12,83,81.0,,0.81,67.23
2018-03-13,80,81.0,,0.81,64.80000000000001
2018-03-14,83,81.0,,0.81,67.23
2018-03-15,90,81.0,,0.81,72.9
2018-03-16,86,81.0,,0.81,69.66000000000001
2018-03-17,68,81.0,,0.81,55.080000000000005
2018-03-18,62,81.0,,0.81,50.220000000000006
2018-03-19,83,81.0,,0.81,67.23
2018-03-20,85,81.0,,0.81,68.85000000000001
2018-03-21,81,81.0,,0.81,65.61
2018-03-22,87,81.0,,0.81,70.47
2018-03-23,88,81.0,,0.81,71.28
2018-03-24,85,81.0,,0.81,68.85000000000001
2018-03-25,86,81.0,,0.81,69.66000000000001
2018-03-26,89,81.0,,0.81,72.09
2018-03-27,95,81.0,,0.81,76.95
2018-03-28,96,81.0,,0.81,77.76
2018-03-29,96,81.0,,0.81,77.76
2018-03-30,84,81.0,,0.81,68.04
2018-03-31,77,81.0,,0.81,62.370000000000005
2018-04-01,55,88.0,False,0.88,48.4
2018-04-02,68,88.0,,0.88,59.84
2018-04-03,69,88.0,,0.88,60.72
2018-04-04,76,88.0,,0.88,66.88
2018-04-05,74,88.0,,0.88,65.12
2018-04-06,98,88.0,,0.88,86.24
2018-04-07,80,88.0,,0.88,70.4
2018-04-08,71,88.0,,0.88,62.48
2018-04-09,74,88.0,,0.88,65.12
2018-04-10,81,88.0,,0.88,71.28
2018-04-11,75,88.0,,0.88,66.0
2018-04-12,78,88.0,,0.88,68.64
2018-04-13,99,88.0,,0.88,87.12
2018-04-14,100,88.0,,0.88,88.0
2018-04-15,71,88.0,,0.88,62.48
2018-04-16,73,88.0,,0.88,64.24
2018-04-17,69,88.0,,0.88,60.72
2018-04-18,66,88.0,,0.88,58.08
2018-04-19,73,88.0,,0.88,64.24
2018-04-20,88,88.0,,0.88,77.44
2018-04-21,67,88.0,,0.88,58.96
2018-04-22,68,88.0,,0.88,59.84
2018-04-23,67,88.0,,0.88,58.96
2018-04-24,71,88.0,,0.88,62.48
2018-04-25,60,88.0,,0.88,52.8
2018-04-26,69,88.0,,0.88,60.72
2018-04-27,75,88.0,,0.88,66.0
2018-04-28,57,88.0,,0.88,50.160000000000004
2018-04-29,56,88.0,,0.88,49.28
2018-04-30,70,88.0,,0.88,61.6
2018-05-01,76,89.0,False,0.89,67.64
2018-05-02,76,89.0,,0.89,67.64
2018-05-03,87,89.0,,0.89,77.43
2018-05-04,86,89.0,,0.89,76.54
2018-05-05,72,89.0,,0.89,64.08
2018-05-06,78,89.0,,0.89,69.42
2018-05-07,86,89.0,,0.89,76.54
2018-05-08,93,89.0,,0.89,82.77
2018-05-09,93,89.0,,0.89,82.77
2018-05-10,84,89.0,,0.89,74.76
2018-05-11,100,89.0,,0.89,89.0
2018-05-12,81,89.0,,0.89,72.09
2018-05-13,73,89.0,,0.89,64.97
2018-05-14,78,89.0,,0.89,69.42
2018-05-15,86,89.0,,0.89,76.54
2018-05-16,74,89.0,,0.89,65.86
2018-05-17,87,89.0,,0.89,77.43
2018-05-18,92,89.0,,0.89,81.88
2018-05-19,77,89.0,,0.89,68.53
2018-05-20,96,89.0,,0.89,85.44
2018-05-21,100,89.0,,0.89,89.0
2018-05-22,92,89.0,,0.89,81.88
2018-05-23,87,89.0,,0.89,77.43
2018-05-24,87,89.0,,0.89,77.43
2018-05-25,80,89.0,,0.89,71.2
2018-05-26,72,89.0,,0.89,64.08
2018-05-27,77,89.0,,0.89,68.53
2018-05-28,73,89.0,,0.89,64.97
2018-05-29,83,89.0,,0.89,73.87
2018-05-30,94,89.0,,0.89,83.66
2018-05-31,94,89.0,,0.89,83.66
2018-06-01,67,93.0,False,0.93,62.31
2018-06-02,59,93.0,,0.93,54.870000000000005
2018-06-03,63,93.0,,0.93,58.59
2018-06-04,72,93.0,,0.93,66.96000000000001
2018-06-05,67,93.0,,0.93,62.31
2018-06-06,76,93.0,,0.93,70.68
2018-06-07,75,93.0,,0.93,69.75
2018-06-08,61,93.0,,0.93,56.730000000000004
2018-06-09,60,93.0,,0.93,55.800000000000004
2018-06-10,60,93.0,,0.93,55.800000000000004
2018-06-11,63,93.0,,0.93,58.59
2018-06-12,68,93.0,,0.93,63.24
2018-06-13,76,93.0,,0.93,70.68
2018-06-14,73,93.0,,0.93,67.89
2018-06-15,68,93.0,,0.93,63.24
2018-06-16,57,93.0,,0.93,53.010000000000005
2018-06-17,61,93.0,,0.93,56.730000000000004
2018-06-18,100,93.0,,0.93,93.0
2018-06-19,70,93.0,,0.93,65.10000000000001
2018-06-20,76,93.0,,0.93,70.68
2018-06-21,71,93.0,,0.93,66.03
2018-06-22,63,93.0,,0.93,58.59
2018-06-23,57,93.0,,0.93,53.010000000000005
2018-06-24,59,93.0,,0.93,54.870000000000005
2018-06-25,67,93.0,,0.93,62.31
2018-06-26,60,93.0,,0.93,55.800000000000004
2018-06-27,66,93.0,,0.93,61.38
2018-06-28,75,93.0,,0.93,69.75
2018-06-29,71,93.0,,0.93,66.03
2018-06-30,61,93.0,,0.93,56.730000000000004
2018-07-01,78,91.0,False,0.91,70.98
2018-07-02,81,91.0,,0.91,73.71000000000001
2018-07-03,79,91.0,,0.91,71.89
2018-07-04,77,91.0,,0.91,70.07000000000001
2018-07-05,79,91.0,,0.91,71.89
2018-07-06,81,91.0,,0.91,73.71000000000001
2018-07-07,77,91.0,,0.91,70.07000000000001
2018-07-08,72,91.0,,0.91,65.52
2018-07-09,85,91.0,,0.91,77.35000000000001
2018-07-10,100,91.0,,0.91,91.0
2018-07-11,85,91.0,,0.91,77.35000000000001
2018-07-12,84,91.0,,0.91,76.44
2018-07-13,91,91.0,,0.91,82.81
2018-07-14,74,91.0,,0.91,67.34
2018-07-15,68,91.0,,0.91,61.88
2018-07-16,87,91.0,,0.91,79.17
2018-07-17,88,91.0,,0.91,80.08
2018-07-18,91,91.0,,0.91,82.81
2018-07-19,86,91.0,,0.91,78.26
2018-07-20,94,91.0,,0.91,85.54
2018-07-21,86,91.0,,0.91,78.26
2018-07-22,69,91.0,,0.91,62.79
2018-07-23,85,91.0,,0.91,77.35000000000001
2018-07-24,87,91.0,,0.91,79.17
2018-07-25,82,91.0,,0.91,74.62
2018-07-26,90,91.0,,0.91,81.9
2018-07-27,75,91.0,,0.91,68.25
2018-07-28,70,91.0,,0.91,63.7
2018-07-29,87,91.0,,0.91,79.17
2018-07-30,91,91.0,,0.91,82.81
2018-07-31,87,91.0,,0.91,79.17
2018-08-01,79,94.0,False,0.94,74.25999999999999
2018-08-02,71,94.0,,0.94,66.74
2018-08-03,74,94.0,,0.94,69.56
2018-08-04,81,94.0,,0.94,76.14
2018-08-05,71,94.0,,0.94,66.74
2018-08-06,98,94.0,,0.94,92.11999999999999
2018-08-07,78,94.0,,0.94,73.32
2018-08-08,83,94.0,,0.94,78.02
2018-08-09,79,94.0,,0.94,74.25999999999999
2018-08-10,78,94.0,,0.94,73.32
2018-08-11,68,94.0,,0.94,63.919999999999995
2018-08-12,83,94.0,,0.94,78.02
2018-08-13,79,94.0,,0.94,74.25999999999999
2018-08-14,87,94.0,,0.94,81.78
2018-08-15,93,94.0,,0.94,87.42
2018-08-16,100,94.0,,0.94,94.0
2018-08-17,85,94.0,,0.94,79.89999999999999
2018-08-18,68,94.0,,0.94,63.919999999999995
2018-08-19,67,94.0,,0.94,62.98
2018-08-20,82,94.0,,0.94,77.08
2018-08-21,70,94.0,,0.94,65.8
2018-08-22,75,94.0,,0.94,70.5
2018-08-23,68,94.0,,0.94,63.919999999999995
2018-08-24,80,94.0,,0.94,75.19999999999999
2018-08-25,67,94.0,,0.94,62.98
2018-08-26,60,94.0,,0.94,56.4
2018-08-27,73,94.0,,0.94,68.61999999999999
2018-08-28,85,94.0,,0.94,79.89999999999999
2018-08-29,94,94.0,,0.94,88.36
2018-08-30,74,94.0,,0.94,69.56
2018-08-31,85,94.0,,0.94,79.89999999999999
2018-09-01,51,98.0,False,0.98,49.98
2018-09-02,49,98.0,,0.98,48.019999999999996
2018-09-03,58,98.0,,0.98,56.839999999999996
2018-09-04,77,98.0,,0.98,75.46
2018-09-05,100,98.0,,0.98,98.0
2018-09-06,72,98.0,,0.98,70.56
2018-09-07,66,98.0,,0.98,64.67999999999999
2018-09-08,56,98.0,,0.98,54.879999999999995
2018-09-09,42,98.0,,0.98,41.16
2018-09-10,58,98.0,,0.98,56.839999999999996
2018-09-11,57,98.0,,0.98,55.86
2018-09-12,59,98.0,,0.98,57.82
2018-09-13,53,98.0,,0.98,51.94
2018-09-14,53,98.0,,0.98,51.94
2018-09-15,45,98.0,,0.98,44.1
2018-09-16,44,98.0,,0.98,43.12
2018-09-17,54,98.0,,0.98,52.92
2018-09-18,54,98.0,,0.98,52.92
2018-09-19,54,98.0,,0.98,52.92
2018-09-20,59,98.0,,0.98,57.82
2018-09-21,55,98.0,,0.98,53.9
2018-09-22,42,98.0,,0.98,41.16
2018-09-23,47,98.0,,0.98,46.06
2018-09-24,56,98.0,,0.98,54.879999999999995
2018-09-25,55,98.0,,0.98,53.9
2018-09-26,50,98.0,,0.98,49.0
2018-09-27,51,98.0,,0.98,49.98
2018-09-28,43,98.0,,0.98,42.14
2018-09-29,48,98.0,,0.98,47.04
2018-09-30,43,98.0,,0.98,42.14
2018-10-01,59,94.0,False,0.94,55.459999999999994
2018-10-02,62,94.0,,0.94,58.279999999999994
2018-10-03,61,94.0,,0.94,57.339999999999996
2018-10-04,61,94.0,,0.94,57.339999999999996
2018-10-05,73,94.0,,0.94,68.61999999999999
2018-10-06,76,94.0,,0.94,71.44
2018-10-07,61,94.0,,0.94,57.339999999999996
2018-10-08,67,94.0,,0.94,62.98
2018-10-09,70,94.0,,0.94,65.8
2018-10-10,79,94.0,,0.94,74.25999999999999
2018-10-11,61,94.0,,0.94,57.339999999999996
2018-10-12,74,94.0,,0.94,69.56
2018-10-13,62,94.0,,0.94,58.279999999999994
2018-10-14,55,94.0,,0.94,51.699999999999996
2018-10-15,63,94.0,,0.94,59.22
2018-10-16,61,94.0,,0.94,57.339999999999996
2018-10-17,66,94.0,,0.94,62.04
2018-10-18,75,94.0,,0.94,70.5
2018-10-19,100,94.0,,0.94,94.0
2018-10-20,68,94.0,,0.94,63.919999999999995
2018-10-21,51,94.0,,0.94,47.94
2018-10-22,62,94.0,,0.94,58.279999999999994
2018-10-23,62,94.0,,0.94,58.279999999999994
2018-10-24,89,94.0,,0.94,83.66
2018-10-25,81,94.0,,0.94,76.14
2018-10-26,73,94.0,,0.94,68.61999999999999
2018-10-27,86,94.0,,0.94,80.83999999999999
2018-10-28,68,94.0,,0.94,63.919999999999995
2018-10-29,88,94.0,,0.94,82.72
2018-10-30,66,94.0,,0.94,62.04
2018-10-31,68,94.0,,0.94,63.919999999999995
2018-11-01,96,80.0,False,0.8,76.80000000000001
2018-11-02,94,80.0,,0.8,75.2
2018-11-03,85,80.0,,0.8,68.0
2018-11-04,72,80.0,,0.8,57.6
2018-11-05,97,80.0,,0.8,77.60000000000001
2018-11-06,87,80.0,,0.8,69.60000000000001
2018-11-07,100,80.0,,0.8,80.0
2018-11-08,91,80.0,,0.8,72.8
2018-11-09,77,80.0,,0.8,61.6
2018-11-10,89,80.0,,0.8,71.2
2018-11-11,70,80.0,,0.8,56.0
2018-11-12,77,80.0,,0.8,61.6
2018-11-13,78,80.0,,0.8,62.400000000000006
2018-11-14,77,80.0,,0.8,61.6
2018-11-15,81,80.0,,0.8,64.8
2018-11-16,82,80.0,,0.8,65.60000000000001
2018-11-17,69,80.0,,0.8,55.2
2018-11-18,57,80.0,,0.8,45.6
2018-11-19,88,80.0,,0.8,70.4
2018-11-20,84,80.0,,0.8,67.2
2018-11-21,72,80.0,,0.8,57.6
2018-11-22,54,80.0,,0.8,43.2
2018-11-23,75,80.0,,0.8,60.0
2018-11-24,66,80.0,,0.8,52.800000000000004
2018-11-25,60,80.0,,0.8,48.0
2018-11-26,74,80.0,,0.8,59.2
2018-11-27,75,80.0,,0.8,60.0
2018-11-28,81,80.0,,0.8,64.8
2018-11-29,81,80.0,,0.8,64.8
2018-11-30,87,80.0,,0.8,69.60000000000001
2018-12-01,67,69.0,False,0.69,46.23
2018-12-02,65,69.0,,0.69,44.849999999999994
2018-12-03,68,69.0,,0.69,46.919999999999995
2018-12-04,79,69.0,,0.69,54.51
2018-12-05,76,69.0,,0.69,52.44
2018-12-06,72,69.0,,0.69,49.67999999999999
2018-12-07,73,69.0,,0.69,50.37
2018-12-08,58,69.0,,0.69,40.019999999999996
2018-12-09,54,69.0,,0.69,37.26
2018-12-10,75,69.0,,0.69,51.74999999999999
2018-12-11,83,69.0,,0.69,57.269999999999996
2018-12-12,81,69.0,,0.69,55.88999999999999
2018-12-13,79,69.0,,0.69,54.51
2018-12-14,75,69.0,,0.69,51.74999999999999
2018-12-15,78,69.0,,0.69,53.81999999999999
2018-12-16,63,69.0,,0.69,43.47
2018-12-17,68,69.0,,0.69,46.919999999999995
2018-12-18,73,69.0,,0.69,50.37
2018-12-19,74,69.0,,0.69,51.059999999999995
2018-12-20,75,69.0,,0.69,51.74999999999999
2018-12-21,89,69.0,,0.69,61.41
2018-12-22,74,69.0,,0.69,51.059999999999995
2018-12-23,100,69.0,,0.69,69.0
2018-12-24,89,69.0,,0.69,61.41
2018-12-25,58,69.0,,0.69,40.019999999999996
2018-12-26,77,69.0,,0.69,53.129999999999995
2018-12-27,79,69.0,,0.69,54.51
2018-12-28,82,69.0,,0.69,56.58
2018-12-29,73,69.0,,0.69,50.37
2018-12-30,62,69.0,,0.69,42.779999999999994
2018-12-31,81,69.0,,0.69,55.88999999999999
2019-01-01,36,87.0,False,0.87,31.32
2019-01-02,45,87.0,,0.87,39.15
2019-01-03,45,87.0,,0.87,39.15
2019-01-04,43,87.0,,0.87,37.41
2019-01-05,37,87.0,,0.87,32.19
2019-01-06,49,87.0,,0.87,42.63
2019-01-07,50,87.0,,0.87,43.5
2019-01-08,43,87.0,,0.87,37.41
2019-01-09,44,87.0,,0.87,38.28
2019-01-10,46,87.0,,0.87,40.02
2019-01-11,44,87.0,,0.87,38.28
2019-01-12,100,87.0,,0.87,87.0
2019-01-13,61,87.0,,0.87,53.07
2019-01-14,49,87.0,,0.87,42.63
2019-01-15,44,87.0,,0.87,38.28
2019-01-16,44,87.0,,0.87,38.28
2019-01-17,43,87.0,,0.87,37.41
2019-01-18,45,87.0,,0.87,39.15
2019-01-19,38,87.0,,0.87,33.06
2019-01-20,36,87.0,,0.87,31.32
2019-01-21,42,87.0,,0.87,36.54
2019-01-22,39,87.0,,0.87,33.93
2019-01-23,51,87.0,,0.87,44.37
2019-01-24,45,87.0,,0.87,39.15
2019-01-25,49,87.0,,0.87,42.63
2019-01-26,43,87.0,,0.87,37.41
2019-01-27,46,87.0,,0.87,40.02
2019-01-28,44,87.0,,0.87,38.28
2019-01-29,45,87.0,,0.87,39.15
2019-01-30,40,87.0,,0.87,34.8
2019-01-31,43,87.0,,0.87,37.41
2019-02-01,25,100.0,False,1.0,25.0
2019-02-02,21,100.0,,1.0,21.0
2019-02-03,21,100.0,,1.0,21.0
2019-02-04,22,100.0,,1.0,22.0
2019-02-05,23,100.0,,1.0,23.0
2019-02-06,22,100.0,,1.0,22.0
2019-02-07,22,100.0,,1.0,22.0
2019-02-08,25,100.0,,1.0,25.0
2019-02-09,19,100.0,,1.0,19.0
2019-02-10,20,100.0,,1.0,20.0
2019-02-11,23,100.0,,1.0,23.0
2019-02-12,22,100.0,,1.0,22.0
2019-02-13,23,100.0,,1.0,23.0
2019-02-14,24,100.0,,1.0,24.0
2019-02-15,25,100.0,,1.0,25.0
2019-02-16,23,100.0,,1.0,23.0
2019-02-17,68,100.0,,1.0,68.0
2019-02-18,100,100.0,,1.0,100.0
2019-02-19,28,100.0,,1.0,28.0
2019-02-20,24,100.0,,1.0,24.0
2019-02-21,24,100.0,,1.0,24.0
2019-02-22,26,100.0,,1.0,26.0
2019-02-23,22,100.0,,1.0,22.0
2019-02-24,21,100.0,,1.0,21.0
2019-02-25,29,100.0,,1.0,29.0
2019-02-26,25,100.0,,1.0,25.0
2019-02-27,25,100.0,,1.0,25.0
2019-02-28,31,100.0,,1.0,31.0
2019-03-01,100,81.0,False,0.81,81.0
2019-03-02,89,81.0,,0.81,72.09
2019-03-03,75,81.0,,0.81,60.75000000000001
2019-03-04,90,81.0,,0.81,72.9
2019-03-05,92,81.0,,0.81,74.52000000000001
2019-03-06,91,81.0,,0.81,73.71000000000001
2019-03-07,85,81.0,,0.81,68.85000000000001
2019-03-08,94,81.0,,0.81,76.14
2019-03-09,80,81.0,,0.81,64.80000000000001
2019-03-10,67,81.0,,0.81,54.27
2019-03-11,83,81.0,,0.81,67.23
2019-03-12,85,81.0,,0.81,68.85000000000001
2019-03-13,83,81.0,,0.81,67.23
2019-03-14,83,81.0,,0.81,67.23
2019-03-15,88,81.0,,0.81,71.28
2019-03-16,74,81.0,,0.81,59.940000000000005
2019-03-17,78,81.0,,0.81,63.18000000000001
2019-03-18,97,81.0,,0.81,78.57000000000001
2019-03-19,89,81.0,,0.81,72.09
2019-03-20,84,81.0,,0.81,68.04
2019-03-21,88,81.0,,0.81,71.28
2019-03-22,89,81.0,,0.81,72.09
2019-03-23,77,81.0,,0.81,62.370000000000005
2019-03-24,80,81.0,,0.81,64.80000000000001
2019-03-25,88,81.0,,0.81,71.28
2019-03-26,85,81.0,,0.81,68.85000000000001
2019-03-27,91,81.0,,0.81,73.71000000000001
2019-03-28,94,81.0,,0.81,76.14
2019-03-29,94,81.0,,0.81,76.14
2019-03-30,90,81.0,,0.81,72.9
2019-03-31,89,81.0,,0.81,72.09
2019-04-01,94,83.0,False,0.83,78.02
2019-04-02,86,83.0,,0.83,71.38
2019-04-03,82,83.0,,0.83,68.06
2019-04-04,87,83.0,,0.83,72.21
2019-04-05,90,83.0,,0.83,74.7
2019-04-06,88,83.0,,0.83,73.03999999999999
2019-04-07,72,83.0,,0.83,59.76
2019-04-08,84,83.0,,0.83,69.72
2019-04-09,89,83.0,,0.83,73.86999999999999
2019-04-10,89,83.0,,0.83,73.86999999999999
2019-04-11,91,83.0,,0.83,75.53
2019-04-12,85,83.0,,0.83,70.55
2019-04-13,77,83.0,,0.83,63.91
2019-04-14,69,83.0,,0.83,57.269999999999996
2019-04-15,86,83.0,,0.83,71.38
2019-04-16,81,83.0,,0.83,67.22999999999999
2019-04-17,89,83.0,,0.83,73.86999999999999
2019-04-18,98,83.0,,0.83,81.33999999999999
2019-04-19,85,83.0,,0.83,70.55
2019-04-20,81,83.0,,0.83,67.22999999999999
2019-04-21,75,83.0,,0.83,62.25
2019-04-22,96,83.0,,0.83,79.67999999999999
2019-04-23,100,83.0,,0.83,83.0
2019-04-24,94,83.0,,0.83,78.02
2019-04-25,90,83.0,,0.83,74.7
2019-04-26,99,83.0,,0.83,82.17
2019-04-27,83,83.0,,0.83,68.89
2019-04-28,79,83.0,,0.83,65.57
2019-04-29,94,83.0,,0.83,78.02
2019-04-30,86,83.0,,0.83,71.38
2019-05-01,70,87.0,False,0.87,60.9
2019-05-02,61,87.0,,0.87,53.07
2019-05-03,66,87.0,,0.87,57.42
2019-05-04,61,87.0,,0.87,53.07
2019-05-05,54,87.0,,0.87,46.98
2019-05-06,66,87.0,,0.87,57.42
2019-05-07,61,87.0,,0.87,53.07
2019-05-08,68,87.0,,0.87,59.16
2019-05-09,74,87.0,,0.87,64.38
2019-05-10,72,87.0,,0.87,62.64
2019-05-11,69,87.0,,0.87,60.03
2019-05-12,63,87.0,,0.87,54.81
2019-05-13,66,87.0,,0.87,57.42
2019-05-14,71,87.0,,0.87,61.77
2019-05-15,71,87.0,,0.87,61.77
2019-05-16,71,87.0,,0.87,61.77
2019-05-17,70,87.0,,0.87,60.9
2019-05-18,63,87.0,,0.87,54.81
2019-05-19,55,87.0,,0.87,47.85
2019-05-20,68,87.0,,0.87,59.16
2019-05-21,71,87.0,,0.87,61.77
2019-05-22,75,87.0,,0.87,65.25
2019-05-23,73,87.0,,0.87,63.51
2019-05-24,65,87.0,,0.87,56.55
2019-05-25,67,87.0,,0.87,58.29
2019-05-26,70,87.0,,0.87,60.9
2019-05-27,60,87.0,,0.87,52.2
2019-05-28,76,87.0,,0.87,66.12
2019-05-29,74,87.0,,0.87,64.38
2019-05-30,100,87.0,,0.87,87.0
2019-05-31,76,87.0,,0.87,66.12
2019-06-01,82,83.0,False,0.83,68.06
2019-06-02,83,83.0,,0.83,68.89
2019-06-03,91,83.0,,0.83,75.53
2019-06-04,87,83.0,,0.83,72.21
2019-06-05,91,83.0,,0.83,75.53
2019-06-06,93,83.0,,0.83,77.19
2019-06-07,100,83.0,,0.83,83.0
2019-06-08,80,83.0,,0.83,66.39999999999999
2019-06-09,71,83.0,,0.83,58.93
2019-06-10,85,83.0,,0.83,70.55
2019-06-11,95,83.0,,0.83,78.85
2019-06-12,93,83.0,,0.83,77.19
2019-06-13,82,83.0,,0.83,68.06
2019-06-14,81,83.0,,0.83,67.22999999999999
2019-06-15,78,83.0,,0.83,64.74
2019-06-16,75,83.0,,0.83,62.25
2019-06-17,81,83.0,,0.83,67.22999999999999
2019-06-18,91,83.0,,0.83,75.53
2019-06-19,92,83.0,,0.83,76.36
2019-06-20,97,83.0,,0.83,80.50999999999999
2019-06-21,89,83.0,,0.83,73.86999999999999
2019-06-22,78,83.0,,0.83,64.74
2019-06-23,74,83.0,,0.83,61.419999999999995
2019-06-24,81,83.0,,0.83,67.22999999999999
2019-06-25,84,83.0,,0.83,69.72
2019-06-26,82,83.0,,0.83,68.06
2019-06-27,91,83.0,,0.83,75.53
2019-06-28,84,83.0,,0.83,69.72
2019-06-29,79,83.0,,0.83,65.57
2019-06-30,72,83.0,,0.83,59.76
2019-07-01,69,89.0,False,0.89,61.410000000000004
2019-07-02,61,89.0,,0.89,54.29
2019-07-03,65,89.0,,0.89,57.85
2019-07-04,51,89.0,,0.89,45.39
2019-07-05,62,89.0,,0.89,55.18
2019-07-06,55,89.0,,0.89,48.95
2019-07-07,59,89.0,,0.89,52.51
2019-07-08,66,89.0,,0.89,58.74
2019-07-09,66,89.0,,0.89,58.74
2019-07-10,68,89.0,,0.89,60.52
2019-07-11,100,89.0,,0.89,89.0
2019-07-12,74,89.0,,0.89,65.86
2019-07-13,77,89.0,,0.89,68.53
2019-07-14,83,89.0,,0.89,73.87
2019-07-15,73,89.0,,0.89,64.97
2019-07-16,64,89.0,,0.89,56.96
2019-07-17,66,89.0,,0.89,58.74
2019-07-18,66,89.0,,0.89,58.74
2019-07-19,70,89.0,,0.89,62.300000000000004
2019-07-20,61,89.0,,0.89,54.29
2019-07-21,54,89.0,,0.89,48.06
2019-07-22,64,89.0,,0.89,56.96
2019-07-23,63,89.0,,0.89,56.07
2019-07-24,67,89.0,,0.89,59.63
2019-07-25,74,89.0,,0.89,65.86
2019-07-26,64,89.0,,0.89,56.96
2019-07-27,53,89.0,,0.89,47.17
2019-07-28,63,89.0,,0.89,56.07
2019-07-29,71,89.0,,0.89,63.19
2019-07-30,69,89.0,,0.89,61.410000000000004
2019-07-31,65,89.0,,0.89,57.85
2019-08-01,67,88.0,False,0.88,58.96
2019-08-02,64,88.0,,0.88,56.32
2019-08-03,59,88.0,,0.88,51.92
2019-08-04,56,88.0,,0.88,49.28
2019-08-05,71,88.0,,0.88,62.48
2019-08-06,74,88.0,,0.88,65.12
2019-08-07,75,88.0,,0.88,66.0
2019-08-08,75,88.0,,0.88,66.0
2019-08-09,67,88.0,,0.88,58.96
2019-08-10,72,88.0,,0.88,63.36
2019-08-11,69,88.0,,0.88,60.72
2019-08-12,78,88.0,,0.88,68.64
2019-08-13,84,88.0,,0.88,73.92
2019-08-14,77,88.0,,0.88,67.76
2019-08-15,73,88.0,,0.88,64.24
2019-08-16,73,88.0,,0.88,64.24
2019-08-17,80,88.0,,0.88,70.4
2019-08-18,71,88.0,,0.88,62.48
2019-08-19,81,88.0,,0.88,71.28
2019-08-20,71,88.0,,0.88,62.48
2019-08-21,85,88.0,,0.88,74.8
2019-08-22,100,88.0,,0.88,88.0
2019-08-23,80,88.0,,0.88,70.4
2019-08-24,70,88.0,,0.88,61.6
2019-08-25,70,88.0,,0.88,61.6
