date,MUST_unscaled,MUST_monthly,isPartial,scale,MUST
2017-12-25,55,69.0,,0.69,37.949999999999996
2017-12-26,55,69.0,,0.69,37.949999999999996
2017-12-27,58,69.0,,0.69,40.019999999999996
2017-12-28,64,69.0,,0.69,44.16
2017-12-29,57,69.0,,0.69,39.33
2017-12-30,57,69.0,,0.69,39.33
2017-12-31,56,69.0,,0.69,38.64
2018-01-01,57,71.0,False,0.71,40.47
2018-01-02,65,71.0,,0.71,46.15
2018-01-03,70,71.0,,0.71,49.699999999999996
2018-01-04,70,71.0,,0.71,49.699999999999996
2018-01-05,72,71.0,,0.71,51.12
2018-01-06,65,71.0,,0.71,46.15
2018-01-07,63,71.0,,0.71,44.73
2018-01-08,75,71.0,,0.71,53.25
2018-01-09,81,71.0,,0.71,57.51
2018-01-10,83,71.0,,0.71,58.93
2018-01-11,88,71.0,,0.71,62.48
2018-01-12,83,71.0,,0.71,58.93
2018-01-13,69,71.0,,0.71,48.989999999999995
2018-01-14,71,71.0,,0.71,50.41
2018-01-15,82,71.0,,0.71,58.22
2018-01-16,85,71.0,,0.71,60.349999999999994
2018-01-17,84,71.0,,0.71,59.64
2018-01-18,88,71.0,,0.71,62.48
2018-01-19,82,71.0,,0.71,58.22
2018-01-20,71,71.0,,0.71,50.41
2018-01-21,77,71.0,,0.71,54.669999999999995
2018-01-22,93,71.0,,0.71,66.03
2018-01-23,91,71.0,,0.71,64.61
2018-01-24,94,71.0,,0.71,66.74
2018-01-25,92,71.0,,0.71,65.32
2018-01-26,87,71.0,,0.71,61.769999999999996
2018-01-27,73,71.0,,0.71,51.83
2018-01-28,85,71.0,,0.71,60.349999999999994
2018-01-29,100,71.0,,0.71,71.0
2018-01-30,99,71.0,,0.71,70.28999999999999
2018-01-31,100,71.0,,0.71,71.0
2018-02-01,86,81.0,False,0.81,69.66000000000001
2018-02-02,76,81.0,,0.81,61.56
2018-02-03,68,81.0,,0.81,55.080000000000005
2018-02-04,71,81.0,,0.81,57.510000000000005
2018-02-05,75,81.0,,0.81,60.75000000000001
2018-02-06,90,81.0,,0.81,72.9
2018-02-07,87,81.0,,0.81,70.47
2018-02-08,88,81.0,,0.81,71.28
2018-02-09,78,81.0,,0.81,63.18000000000001
2018-02-10,62,81.0,,0.81,50.220000000000006
2018-02-11,79,81.0,,0.81,63.99
2018-02-12,93,81.0,,0.81,75.33
2018-02-13,89,81.0,,0.81,72.09
2018-02-14,92,81.0,,0.81,74.52000000000001
2018-02-15,93,81.0,,0.81,75.33
2018-02-16,83,81.0,,0.81,67.23
2018-02-17,67,81.0,,0.81,54.27
2018-02-18,74,81.0,,0.81,59.940000000000005
2018-02-19,86,81.0,,0.81,69.66000000000001
2018-02-20,97,81.0,,0.81,78.57000000000001
2018-02-21,92,81.0,,0.81,74.52000000000001
2018-02-22,96,81.0,,0.81,77.76
2018-02-23,91,81.0,,0.81,73.71000000000001
2018-02-24,67,81.0,,0.81,54.27
2018-02-25,81,81.0,,0.81,65.61
2018-02-26,99,81.0,,0.81,80.19000000000001
2018-02-27,100,81.0,,0.81,81.0
2018-02-28,96,81.0,,0.81,77.76
2018-03-01,91,82.0,False,0.82,74.61999999999999
2018-03-02,86,82.0,,0.82,70.52
2018-03-03,72,82.0,,0.82,59.04
2018-03-04,82,82.0,,0.82,67.24
2018-03-05,100,82.0,,0.82,82.0
2018-03-06,100,82.0,,0.82,82.0
2018-03-07,93,82.0,,0.82,76.25999999999999
2018-03-08,99,82.0,,0.82,81.17999999999999
2018-03-09,84,82.0,,0.82,68.88
2018-03-10,68,82.0,,0.82,55.76
2018-03-11,73,82.0,,0.82,59.86
2018-03-12,95,82.0,,0.82,77.89999999999999
2018-03-13,90,82.0,,0.82,73.8
2018-03-14,86,82.0,,0.82,70.52
2018-03-15,89,82.0,,0.82,72.97999999999999
2018-03-16,79,82.0,,0.82,64.78
2018-03-17,70,82.0,,0.82,57.4
2018-03-18,69,82.0,,0.82,56.58
2018-03-19,90,82.0,,0.82,73.8
2018-03-20,91,82.0,,0.82,74.61999999999999
2018-03-21,94,82.0,,0.82,77.08
2018-03-22,96,82.0,,0.82,78.72
2018-03-23,87,82.0,,0.82,71.33999999999999
2018-03-24,70,82.0,,0.82,57.4
2018-03-25,81,82.0,,0.82,66.42
2018-03-26,98,82.0,,0.82,80.36
2018-03-27,95,82.0,,0.82,77.89999999999999
2018-03-28,99,82.0,,0.82,81.17999999999999
2018-03-29,90,82.0,,0.82,73.8
2018-03-30,77,82.0,,0.82,63.13999999999999
2018-03-31,69,82.0,,0.82,56.58
2018-04-01,64,83.0,False,0.83,53.12
2018-04-02,90,83.0,,0.83,74.7
2018-04-03,88,83.0,,0.83,73.03999999999999
2018-04-04,86,83.0,,0.83,71.38
2018-04-05,90,83.0,,0.83,74.7
2018-04-06,86,83.0,,0.83,71.38
2018-04-07,64,83.0,,0.83,53.12
2018-04-08,82,83.0,,0.83,68.06
2018-04-09,100,83.0,,0.83,83.0
2018-04-10,95,83.0,,0.83,78.85
2018-04-11,87,83.0,,0.83,72.21
2018-04-12,94,83.0,,0.83,78.02
2018-04-13,86,83.0,,0.83,71.38
2018-04-14,74,83.0,,0.83,61.419999999999995
2018-04-15,85,83.0,,0.83,70.55
2018-04-16,96,83.0,,0.83,79.67999999999999
2018-04-17,98,83.0,,0.83,81.33999999999999
2018-04-18,94,83.0,,0.83,78.02
2018-04-19,91,83.0,,0.83,75.53
2018-04-20,80,83.0,,0.83,66.39999999999999
2018-04-21,65,83.0,,0.83,53.949999999999996
2018-04-22,73,83.0,,0.83,60.589999999999996
2018-04-23,95,83.0,,0.83,78.85
2018-04-24,95,83.0,,0.83,78.85
2018-04-25,88,83.0,,0.83,73.03999999999999
2018-04-26,87,83.0,,0.83,72.21
2018-04-27,81,83.0,,0.83,67.22999999999999
2018-04-28,62,83.0,,0.83,51.46
2018-04-29,67,83.0,,0.83,55.61
2018-04-30,93,83.0,,0.83,77.19
2018-05-01,95,74.0,False,0.74,70.3
2018-05-02,94,74.0,,0.74,69.56
2018-05-03,91,74.0,,0.74,67.34
2018-05-04,89,74.0,,0.74,65.86
2018-05-05,69,74.0,,0.74,51.06
2018-05-06,79,74.0,,0.74,58.46
2018-05-07,100,74.0,,0.74,74.0
2018-05-08,91,74.0,,0.74,67.34
2018-05-09,94,74.0,,0.74,69.56
2018-05-10,93,74.0,,0.74,68.82
2018-05-11,82,74.0,,0.74,60.68
2018-05-12,62,74.0,,0.74,45.88
2018-05-13,66,74.0,,0.74,48.839999999999996
2018-05-14,90,74.0,,0.74,66.6
2018-05-15,87,74.0,,0.74,64.38
2018-05-16,86,74.0,,0.74,63.64
2018-05-17,91,74.0,,0.74,67.34
2018-05-18,81,74.0,,0.74,59.94
2018-05-19,69,74.0,,0.74,51.06
2018-05-20,72,74.0,,0.74,53.28
2018-05-21,89,74.0,,0.74,65.86
2018-05-22,90,74.0,,0.74,66.6
2018-05-23,90,74.0,,0.74,66.6
2018-05-24,87,74.0,,0.74,64.38
2018-05-25,74,74.0,,0.74,54.76
2018-05-26,67,74.0,,0.74,49.58
2018-05-27,70,74.0,,0.74,51.8
2018-05-28,76,74.0,,0.74,56.24
2018-05-29,83,74.0,,0.74,61.42
2018-05-30,81,74.0,,0.74,59.94
2018-05-31,79,74.0,,0.74,58.46
2018-06-01,91,66.0,False,0.66,60.06
2018-06-02,80,66.0,,0.66,52.800000000000004
2018-06-03,82,66.0,,0.66,54.120000000000005
2018-06-04,96,66.0,,0.66,63.36
2018-06-05,95,66.0,,0.66,62.7
2018-06-06,92,66.0,,0.66,60.720000000000006
2018-06-07,96,66.0,,0.66,63.36
2018-06-08,82,66.0,,0.66,54.120000000000005
2018-06-09,79,66.0,,0.66,52.14
2018-06-10,87,66.0,,0.66,57.42
2018-06-11,100,66.0,,0.66,66.0
2018-06-12,95,66.0,,0.66,62.7
2018-06-13,98,66.0,,0.66,64.68
2018-06-14,100,66.0,,0.66,66.0
2018-06-15,86,66.0,,0.66,56.760000000000005
2018-06-16,75,66.0,,0.66,49.5
2018-06-17,81,66.0,,0.66,53.46
2018-06-18,96,66.0,,0.66,63.36
2018-06-19,93,66.0,,0.66,61.38
2018-06-20,96,66.0,,0.66,63.36
2018-06-21,92,66.0,,0.66,60.720000000000006
2018-06-22,87,66.0,,0.66,57.42
2018-06-23,82,66.0,,0.66,54.120000000000005
2018-06-24,89,66.0,,0.66,58.74
2018-06-25,95,66.0,,0.66,62.7
2018-06-26,94,66.0,,0.66,62.040000000000006
2018-06-27,93,66.0,,0.66,61.38
2018-06-28,93,66.0,,0.66,61.38
2018-06-29,91,66.0,,0.66,60.06
2018-06-30,80,66.0,,0.66,52.800000000000004
2018-07-01,87,65.0,False,0.65,56.550000000000004
2018-07-02,90,65.0,,0.65,58.5
2018-07-03,93,65.0,,0.65,60.45
2018-07-04,76,65.0,,0.65,49.4
2018-07-05,90,65.0,,0.65,58.5
2018-07-06,91,65.0,,0.65,59.15
2018-07-07,84,65.0,,0.65,54.6
2018-07-08,91,65.0,,0.65,59.15
2018-07-09,99,65.0,,0.65,64.35000000000001
2018-07-10,93,65.0,,0.65,60.45
2018-07-11,91,65.0,,0.65,59.15
2018-07-12,96,65.0,,0.65,62.400000000000006
2018-07-13,93,65.0,,0.65,60.45
2018-07-14,77,65.0,,0.65,50.050000000000004
2018-07-15,90,65.0,,0.65,58.5
2018-07-16,99,65.0,,0.65,64.35000000000001
2018-07-17,95,65.0,,0.65,61.75
2018-07-18,97,65.0,,0.65,63.050000000000004
2018-07-19,88,65.0,,0.65,57.2
2018-07-20,89,65.0,,0.65,57.85
2018-07-21,86,65.0,,0.65,55.9
2018-07-22,84,65.0,,0.65,54.6
2018-07-23,99,65.0,,0.65,64.35000000000001
2018-07-24,100,65.0,,0.65,65.0
2018-07-25,93,65.0,,0.65,60.45
2018-07-26,88,65.0,,0.65,57.2
2018-07-27,82,65.0,,0.65,53.300000000000004
2018-07-28,87,65.0,,0.65,56.550000000000004
2018-07-29,85,65.0,,0.65,55.25
2018-07-30,86,65.0,,0.65,55.9
2018-07-31,90,65.0,,0.65,58.5
2018-08-01,81,67.0,False,0.67,54.27
2018-08-02,79,67.0,,0.67,52.93
2018-08-03,72,67.0,,0.67,48.24
2018-08-04,67,67.0,,0.67,44.89
2018-08-05,71,67.0,,0.67,47.57
2018-08-06,83,67.0,,0.67,55.61000000000001
2018-08-07,80,67.0,,0.67,53.6
2018-08-08,84,67.0,,0.67,56.28
2018-08-09,72,67.0,,0.67,48.24
2018-08-10,73,67.0,,0.67,48.910000000000004
2018-08-11,67,67.0,,0.67,44.89
2018-08-12,75,67.0,,0.67,50.25
2018-08-13,81,67.0,,0.67,54.27
2018-08-14,86,67.0,,0.67,57.620000000000005
2018-08-15,80,67.0,,0.67,53.6
2018-08-16,85,67.0,,0.67,56.95
2018-08-17,82,67.0,,0.67,54.940000000000005
2018-08-18,71,67.0,,0.67,47.57
2018-08-19,75,67.0,,0.67,50.25
2018-08-20,85,67.0,,0.67,56.95
2018-08-21,83,67.0,,0.67,55.61000000000001
2018-08-22,89,67.0,,0.67,59.63
2018-08-23,90,67.0,,0.67,60.300000000000004
2018-08-24,86,67.0,,0.67,57.620000000000005
2018-08-25,69,67.0,,0.67,46.230000000000004
2018-08-26,83,67.0,,0.67,55.61000000000001
2018-08-27,92,67.0,,0.67,61.64
2018-08-28,94,67.0,,0.67,62.980000000000004
2018-08-29,100,67.0,,0.67,67.0
2018-08-30,98,67.0,,0.67,65.66000000000001
2018-08-31,93,67.0,,0.67,62.31
2018-09-01,58,80.0,False,0.8,46.400000000000006
2018-09-02,64,80.0,,0.8,51.2
2018-09-03,76,80.0,,0.8,60.800000000000004
2018-09-04,80,80.0,,0.8,64.0
2018-09-05,83,80.0,,0.8,66.4
2018-09-06,87,80.0,,0.8,69.60000000000001
2018-09-07,76,80.0,,0.8,60.800000000000004
2018-09-08,66,80.0,,0.8,52.800000000000004
2018-09-09,71,80.0,,0.8,56.800000000000004
2018-09-10,88,80.0,,0.8,70.4
2018-09-11,87,80.0,,0.8,69.60000000000001
2018-09-12,83,80.0,,0.8,66.4
2018-09-13,90,80.0,,0.8,72.0
2018-09-14,79,80.0,,0.8,63.2
2018-09-15,63,80.0,,0.8,50.400000000000006
2018-09-16,72,80.0,,0.8,57.6
2018-09-17,88,80.0,,0.8,70.4
2018-09-18,90,80.0,,0.8,72.0
2018-09-19,92,80.0,,0.8,73.60000000000001
2018-09-20,94,80.0,,0.8,75.2
2018-09-21,87,80.0,,0.8,69.60000000000001
2018-09-22,67,80.0,,0.8,53.6
2018-09-23,77,80.0,,0.8,61.6
2018-09-24,92,80.0,,0.8,73.60000000000001
2018-09-25,100,80.0,,0.8,80.0
2018-09-26,93,80.0,,0.8,74.4
2018-09-27,89,80.0,,0.8,71.2
2018-09-28,80,80.0,,0.8,64.0
2018-09-29,63,80.0,,0.8,50.400000000000006
2018-09-30,79,80.0,,0.8,63.2
2018-10-01,94,84.0,False,0.84,78.96
2018-10-02,100,84.0,,0.84,84.0
2018-10-03,95,84.0,,0.84,79.8
2018-10-04,93,84.0,,0.84,78.11999999999999
2018-10-05,81,84.0,,0.84,68.03999999999999
2018-10-06,66,84.0,,0.84,55.44
2018-10-07,69,84.0,,0.84,57.96
2018-10-08,94,84.0,,0.84,78.96
2018-10-09,92,84.0,,0.84,77.28
2018-10-10,92,84.0,,0.84,77.28
2018-10-11,90,84.0,,0.84,75.6
2018-10-12,85,84.0,,0.84,71.39999999999999
2018-10-13,64,84.0,,0.84,53.76
2018-10-14,74,84.0,,0.84,62.16
2018-10-15,98,84.0,,0.84,82.32
2018-10-16,92,84.0,,0.84,77.28
2018-10-17,96,84.0,,0.84,80.64
2018-10-18,91,84.0,,0.84,76.44
2018-10-19,80,84.0,,0.84,67.2
2018-10-20,64,84.0,,0.84,53.76
2018-10-21,71,84.0,,0.84,59.64
2018-10-22,98,84.0,,0.84,82.32
2018-10-23,99,84.0,,0.84,83.16
2018-10-24,92,84.0,,0.84,77.28
2018-10-25,94,84.0,,0.84,78.96
2018-10-26,84,84.0,,0.84,70.56
2018-10-27,66,84.0,,0.84,55.44
2018-10-28,70,84.0,,0.84,58.8
2018-10-29,97,84.0,,0.84,81.48
2018-10-30,99,84.0,,0.84,83.16
2018-10-31,87,84.0,,0.84,73.08
2018-11-01,98,78.0,False,0.78,76.44
2018-11-02,86,78.0,,0.78,67.08
2018-11-03,67,78.0,,0.78,52.260000000000005
2018-11-04,83,78.0,,0.78,64.74000000000001
2018-11-05,99,78.0,,0.78,77.22
2018-11-06,96,78.0,,0.78,74.88
2018-11-07,81,78.0,,0.78,63.18
2018-11-08,97,78.0,,0.78,75.66
2018-11-09,88,78.0,,0.78,68.64
2018-11-10,64,78.0,,0.78,49.92
2018-11-11,75,78.0,,0.78,58.5
2018-11-12,94,78.0,,0.78,73.32000000000001
2018-11-13,95,78.0,,0.78,74.10000000000001
2018-11-14,98,78.0,,0.78,76.44
2018-11-15,95,78.0,,0.78,74.10000000000001
2018-11-16,82,78.0,,0.78,63.96
2018-11-17,65,78.0,,0.78,50.7
2018-11-18,67,78.0,,0.78,52.260000000000005
2018-11-19,91,78.0,,0.78,70.98
2018-11-20,84,78.0,,0.78,65.52
2018-11-21,66,78.0,,0.78,51.480000000000004
2018-11-22,51,78.0,,0.78,39.78
2018-11-23,46,78.0,,0.78,35.88
2018-11-24,60,78.0,,0.78,46.800000000000004
2018-11-25,69,78.0,,0.78,53.82
2018-11-26,85,78.0,,0.78,66.3
2018-11-27,100,78.0,,0.78,78.0
2018-11-28,94,78.0,,0.78,73.32000000000001
2018-11-29,98,78.0,,0.78,76.44
2018-11-30,96,78.0,,0.78,74.88
2018-12-01,64,71.0,False,0.71,45.44
2018-12-02,69,71.0,,0.71,48.989999999999995
2018-12-03,97,71.0,,0.71,68.86999999999999
2018-12-04,100,71.0,,0.71,71.0
2018-12-05,94,71.0,,0.71,66.74
2018-12-06,98,71.0,,0.71,69.58
2018-12-07,93,71.0,,0.71,66.03
2018-12-08,70,71.0,,0.71,49.699999999999996
2018-12-09,71,71.0,,0.71,50.41
2018-12-10,100,71.0,,0.71,71.0
2018-12-11,95,71.0,,0.71,67.45
2018-12-12,94,71.0,,0.71,66.74
2018-12-13,95,71.0,,0.71,67.45
2018-12-14,88,71.0,,0.71,62.48
2018-12-15,59,71.0,,0.71,41.89
2018-12-16,66,71.0,,0.71,46.86
2018-12-17,84,71.0,,0.71,59.64
2018-12-18,81,71.0,,0.71,57.51
2018-12-19,80,71.0,,0.71,56.8
2018-12-20,74,71.0,,0.71,52.54
2018-12-21,61,71.0,,0.71,43.309999999999995
2018-12-22,52,71.0,,0.71,36.92
2018-12-23,53,71.0,,0.71,37.629999999999995
2018-12-24,48,71.0,,0.71,34.08
2018-12-25,48,71.0,,0.71,34.08
2018-12-26,57,71.0,,0.71,40.47
2018-12-27,62,71.0,,0.71,44.019999999999996
2018-12-28,59,71.0,,0.71,41.89
2018-12-29,63,71.0,,0.71,44.73
2018-12-30,61,71.0,,0.71,43.309999999999995
2018-12-31,61,71.0,,0.71,43.309999999999995
2019-01-01,62,74.0,False,0.74,45.88
2019-01-02,70,74.0,,0.74,51.8
2019-01-03,68,74.0,,0.74,50.32
2019-01-04,75,74.0,,0.74,55.5
2019-01-05,60,74.0,,0.74,44.4
2019-01-06,64,74.0,,0.74,47.36
2019-01-07,76,74.0,,0.74,56.24
2019-01-08,81,74.0,,0.74,59.94
2019-01-09,84,74.0,,0.74,62.16
2019-01-10,85,74.0,,0.74,62.9
2019-01-11,80,74.0,,0.74,59.2
2019-01-12,63,74.0,,0.74,46.62
2019-01-13,70,74.0,,0.74,51.8
2019-01-14,95,74.0,,0.74,70.3
2019-01-15,92,74.0,,0.74,68.08
2019-01-16,97,74.0,,0.74,71.78
2019-01-17,96,74.0,,0.74,71.03999999999999
2019-01-18,87,74.0,,0.74,64.38
2019-01-19,68,74.0,,0.74,50.32
2019-01-20,71,74.0,,0.74,52.54
2019-01-21,78,74.0,,0.74,57.72
2019-01-22,93,74.0,,0.74,68.82
2019-01-23,95,74.0,,0.74,70.3
2019-01-24,99,74.0,,0.74,73.26
2019-01-25,89,74.0,,0.74,65.86
2019-01-26,72,74.0,,0.74,53.28
2019-01-27,86,74.0,,0.74,63.64
2019-01-28,96,74.0,,0.74,71.03999999999999
2019-01-29,95,74.0,,0.74,70.3
2019-01-30,97,74.0,,0.74,71.78
2019-01-31,100,74.0,,0.74,74.0
2019-02-01,79,86.0,False,0.86,67.94
2019-02-02,64,86.0,,0.86,55.04
2019-02-03,67,86.0,,0.86,57.62
2019-02-04,85,86.0,,0.86,73.1
2019-02-05,100,86.0,,0.86,86.0
2019-02-06,92,86.0,,0.86,79.12
2019-02-07,93,86.0,,0.86,79.98
2019-02-08,96,86.0,,0.86,82.56
2019-02-09,68,86.0,,0.86,58.48
2019-02-10,80,86.0,,0.86,68.8
2019-02-11,95,86.0,,0.86,81.7
2019-02-12,94,86.0,,0.86,80.84
2019-02-13,91,86.0,,0.86,78.26
2019-02-14,89,86.0,,0.86,76.53999999999999
2019-02-15,84,86.0,,0.86,72.24
2019-02-16,69,86.0,,0.86,59.339999999999996
2019-02-17,79,86.0,,0.86,67.94
2019-02-18,91,86.0,,0.86,78.26
2019-02-19,95,86.0,,0.86,81.7
2019-02-20,91,86.0,,0.86,78.26
2019-02-21,88,86.0,,0.86,75.67999999999999
2019-02-22,84,86.0,,0.86,72.24
2019-02-23,65,86.0,,0.86,55.9
2019-02-24,74,86.0,,0.86,63.64
2019-02-25,94,86.0,,0.86,80.84
2019-02-26,100,86.0,,0.86,86.0
2019-02-27,97,86.0,,0.86,83.42
2019-02-28,91,86.0,,0.86,78.26
2019-03-01,84,83.0,False,0.83,69.72
2019-03-02,63,83.0,,0.83,52.29
2019-03-03,80,83.0,,0.83,66.39999999999999
2019-03-04,100,83.0,,0.83,83.0
2019-03-05,99,83.0,,0.83,82.17
2019-03-06,91,83.0,,0.83,75.53
2019-03-07,90,83.0,,0.83,74.7
2019-03-08,90,83.0,,0.83,74.7
2019-03-09,70,83.0,,0.83,58.099999999999994
2019-03-10,73,83.0,,0.83,60.589999999999996
2019-03-11,97,83.0,,0.83,80.50999999999999
2019-03-12,90,83.0,,0.83,74.7
2019-03-13,87,83.0,,0.83,72.21
2019-03-14,84,83.0,,0.83,69.72
2019-03-15,80,83.0,,0.83,66.39999999999999
2019-03-16,63,83.0,,0.83,52.29
2019-03-17,73,83.0,,0.83,60.589999999999996
2019-03-18,89,83.0,,0.83,73.86999999999999
2019-03-19,92,83.0,,0.83,76.36
2019-03-20,95,83.0,,0.83,78.85
2019-03-21,90,83.0,,0.83,74.7
2019-03-22,85,83.0,,0.83,70.55
2019-03-23,66,83.0,,0.83,54.779999999999994
2019-03-24,76,83.0,,0.83,63.08
2019-03-25,94,83.0,,0.83,78.02
2019-03-26,94,83.0,,0.83,78.02
2019-03-27,92,83.0,,0.83,76.36
2019-03-28,89,83.0,,0.83,73.86999999999999
2019-03-29,83,83.0,,0.83,68.89
2019-03-30,68,83.0,,0.83,56.44
2019-03-31,76,83.0,,0.83,63.08
2019-04-01,93,80.0,False,0.8,74.4
2019-04-02,96,80.0,,0.8,76.80000000000001
2019-04-03,91,80.0,,0.8,72.8
2019-04-04,88,80.0,,0.8,70.4
2019-04-05,84,80.0,,0.8,67.2
2019-04-06,62,80.0,,0.8,49.6
2019-04-07,73,80.0,,0.8,58.400000000000006
2019-04-08,99,80.0,,0.8,79.2
2019-04-09,92,80.0,,0.8,73.60000000000001
2019-04-10,93,80.0,,0.8,74.4
2019-04-11,90,80.0,,0.8,72.0
2019-04-12,93,80.0,,0.8,74.4
2019-04-13,68,80.0,,0.8,54.400000000000006
2019-04-14,78,80.0,,0.8,62.400000000000006
2019-04-15,96,80.0,,0.8,76.80000000000001
2019-04-16,91,80.0,,0.8,72.8
2019-04-17,96,80.0,,0.8,76.80000000000001
2019-04-18,85,80.0,,0.8,68.0
2019-04-19,76,80.0,,0.8,60.800000000000004
2019-04-20,64,80.0,,0.8,51.2
2019-04-21,71,80.0,,0.8,56.800000000000004
2019-04-22,86,80.0,,0.8,68.8
2019-04-23,96,80.0,,0.8,76.80000000000001
2019-04-24,95,80.0,,0.8,76.0
2019-04-25,87,80.0,,0.8,69.60000000000001
2019-04-26,79,80.0,,0.8,63.2
2019-04-27,67,80.0,,0.8,53.6
2019-04-28,72,80.0,,0.8,57.6
2019-04-29,100,80.0,,0.8,80.0
2019-04-30,100,80.0,,0.8,80.0
2019-05-01,98,75.0,False,0.75,73.5
2019-05-02,95,75.0,,0.75,71.25
2019-05-03,90,75.0,,0.75,67.5
2019-05-04,67,75.0,,0.75,50.25
2019-05-05,75,75.0,,0.75,56.25
2019-05-06,100,75.0,,0.75,75.0
2019-05-07,93,75.0,,0.75,69.75
2019-05-08,96,75.0,,0.75,72.0
2019-05-09,96,75.0,,0.75,72.0
2019-05-10,85,75.0,,0.75,63.75
2019-05-11,67,75.0,,0.75,50.25
2019-05-12,65,75.0,,0.75,48.75
2019-05-13,92,75.0,,0.75,69.0
2019-05-14,94,75.0,,0.75,70.5
2019-05-15,93,75.0,,0.75,69.75
2019-05-16,89,75.0,,0.75,66.75
2019-05-17,83,75.0,,0.75,62.25
2019-05-18,66,75.0,,0.75,49.5
2019-05-19,70,75.0,,0.75,52.5
2019-05-20,85,75.0,,0.75,63.75
2019-05-21,88,75.0,,0.75,66.0
2019-05-22,82,75.0,,0.75,61.5
2019-05-23,82,75.0,,0.75,61.5
2019-05-24,75,75.0,,0.75,56.25
2019-05-25,64,75.0,,0.75,48.0
2019-05-26,70,75.0,,0.75,52.5
2019-05-27,70,75.0,,0.75,52.5
2019-05-28,79,75.0,,0.75,59.25
2019-05-29,79,75.0,,0.75,59.25
2019-05-30,83,75.0,,0.75,62.25
2019-05-31,73,75.0,,0.75,54.75
2019-06-01,74,65.0,False,0.65,48.1
2019-06-02,84,65.0,,0.65,54.6
2019-06-03,94,65.0,,0.65,61.1
2019-06-04,91,65.0,,0.65,59.15
2019-06-05,97,65.0,,0.65,63.050000000000004
2019-06-06,96,65.0,,0.65,62.400000000000006
2019-06-07,84,65.0,,0.65,54.6
2019-06-08,79,65.0,,0.65,51.35
2019-06-09,83,65.0,,0.65,53.95
2019-06-10,94,65.0,,0.65,61.1
2019-06-11,97,65.0,,0.65,63.050000000000004
2019-06-12,97,65.0,,0.65,63.050000000000004
2019-06-13,95,65.0,,0.65,61.75
2019-06-14,82,65.0,,0.65,53.300000000000004
2019-06-15,76,65.0,,0.65,49.4
2019-06-16,80,65.0,,0.65,52.0
2019-06-17,100,65.0,,0.65,65.0
2019-06-18,98,65.0,,0.65,63.7
2019-06-19,89,65.0,,0.65,57.85
2019-06-20,93,65.0,,0.65,60.45
2019-06-21,87,65.0,,0.65,56.550000000000004
2019-06-22,80,65.0,,0.65,52.0
2019-06-23,83,65.0,,0.65,53.95
2019-06-24,92,65.0,,0.65,59.800000000000004
2019-06-25,96,65.0,,0.65,62.400000000000006
2019-06-26,91,65.0,,0.65,59.15
2019-06-27,90,65.0,,0.65,58.5
2019-06-28,88,65.0,,0.65,57.2
2019-06-29,75,65.0,,0.65,48.75
2019-06-30,86,65.0,,0.65,55.9
2019-07-01,89,63.0,False,0.63,56.07
2019-07-02,97,63.0,,0.63,61.11
2019-07-03,94,63.0,,0.63,59.22
2019-07-04,79,63.0,,0.63,49.77
2019-07-05,85,63.0,,0.63,53.55
2019-07-06,85,63.0,,0.63,53.55
2019-07-07,84,63.0,,0.63,52.92
2019-07-08,94,63.0,,0.63,59.22
2019-07-09,97,63.0,,0.63,61.11
2019-07-10,94,63.0,,0.63,59.22
2019-07-11,87,63.0,,0.63,54.81
2019-07-12,90,63.0,,0.63,56.7
2019-07-13,85,63.0,,0.63,53.55
2019-07-14,92,63.0,,0.63,57.96
2019-07-15,93,63.0,,0.63,58.59
2019-07-16,90,63.0,,0.63,56.7
2019-07-17,100,63.0,,0.63,63.0
2019-07-18,88,63.0,,0.63,55.44
2019-07-19,83,63.0,,0.63,52.29
2019-07-20,79,63.0,,0.63,49.77
2019-07-21,86,63.0,,0.63,54.18
2019-07-22,93,63.0,,0.63,58.59
2019-07-23,94,63.0,,0.63,59.22
2019-07-24,88,63.0,,0.63,55.44
2019-07-25,95,63.0,,0.63,59.85
2019-07-26,86,63.0,,0.63,54.18
2019-07-27,79,63.0,,0.63,49.77
2019-07-28,85,63.0,,0.63,53.55
2019-07-29,86,63.0,,0.63,54.18
2019-07-30,93,63.0,,0.63,58.59
2019-07-31,83,63.0,,0.63,52.29
2019-08-01,74,64.0,False,0.64,47.36
2019-08-02,68,64.0,,0.64,43.52
2019-08-03,71,64.0,,0.64,45.44
2019-08-04,74,64.0,,0.64,47.36
2019-08-05,86,64.0,,0.64,55.04
2019-08-06,77,64.0,,0.64,49.28
2019-08-07,84,64.0,,0.64,53.76
2019-08-08,75,64.0,,0.64,48.0
2019-08-09,77,64.0,,0.64,49.28
2019-08-10,66,64.0,,0.64,42.24
2019-08-11,73,64.0,,0.64,46.72
2019-08-12,84,64.0,,0.64,53.76
2019-08-13,80,64.0,,0.64,51.2
2019-08-14,84,64.0,,0.64,53.76
2019-08-15,83,64.0,,0.64,53.120000000000005
2019-08-16,73,64.0,,0.64,46.72
2019-08-17,71,64.0,,0.64,45.44
2019-08-18,73,64.0,,0.64,46.72
2019-08-19,82,64.0,,0.64,52.480000000000004
2019-08-20,87,64.0,,0.64,55.68
2019-08-21,85,64.0,,0.64,54.4
2019-08-22,86,64.0,,0.64,55.04
2019-08-23,81,64.0,,0.64,51.84
2019-08-24,73,64.0,,0.64,46.72
