date,CALL_unscaled,CALL_monthly,isPartial,scale,CALL
2018-01-07,76,84.0,,0.84,63.839999999999996
2018-01-08,100,84.0,,0.84,84.0
2018-01-09,85,84.0,,0.84,71.39999999999999
2018-01-10,86,84.0,,0.84,72.24
2018-01-11,89,84.0,,0.84,74.75999999999999
2018-01-12,92,84.0,,0.84,77.28
2018-01-13,88,84.0,,0.84,73.92
2018-01-14,77,84.0,,0.84,64.67999999999999
2018-01-15,92,84.0,,0.84,77.28
2018-01-16,87,84.0,,0.84,73.08
2018-01-17,88,84.0,,0.84,73.92
2018-01-18,86,84.0,,0.84,72.24
2018-01-19,98,84.0,,0.84,82.32
2018-01-20,90,84.0,,0.84,75.6
2018-01-21,79,84.0,,0.84,66.36
2018-01-22,92,84.0,,0.84,77.28
2018-01-23,97,84.0,,0.84,81.48
2018-01-24,97,84.0,,0.84,81.48
2018-01-25,93,84.0,,0.84,78.11999999999999
2018-01-26,94,84.0,,0.84,78.96
2018-01-27,90,84.0,,0.84,75.6
2018-01-28,86,84.0,,0.84,72.24
2018-01-29,87,84.0,,0.84,73.08
2018-01-30,88,84.0,,0.84,73.92
2018-01-31,88,84.0,,0.84,73.92
2018-02-01,100,80.0,False,0.8,80.0
2018-02-02,97,80.0,,0.8,77.60000000000001
2018-02-03,91,80.0,,0.8,72.8
2018-02-04,80,80.0,,0.8,64.0
2018-02-05,87,80.0,,0.8,69.60000000000001
2018-02-06,94,80.0,,0.8,75.2
2018-02-07,94,80.0,,0.8,75.2
2018-02-08,94,80.0,,0.8,75.2
2018-02-09,94,80.0,,0.8,75.2
2018-02-10,84,80.0,,0.8,67.2
2018-02-11,76,80.0,,0.8,60.800000000000004
2018-02-12,90,80.0,,0.8,72.0
2018-02-13,90,80.0,,0.8,72.0
2018-02-14,88,80.0,,0.8,70.4
2018-02-15,92,80.0,,0.8,73.60000000000001
2018-02-16,92,80.0,,0.8,73.60000000000001
2018-02-17,86,80.0,,0.8,68.8
2018-02-18,72,80.0,,0.8,57.6
2018-02-19,86,80.0,,0.8,68.8
2018-02-20,89,80.0,,0.8,71.2
2018-02-21,92,80.0,,0.8,73.60000000000001
2018-02-22,95,80.0,,0.8,76.0
2018-02-23,96,80.0,,0.8,76.80000000000001
2018-02-24,84,80.0,,0.8,67.2
2018-02-25,82,80.0,,0.8,65.60000000000001
2018-02-26,92,80.0,,0.8,73.60000000000001
2018-02-27,92,80.0,,0.8,73.60000000000001
2018-02-28,93,80.0,,0.8,74.4
2018-03-01,71,80.0,False,0.8,56.800000000000004
2018-03-02,74,80.0,,0.8,59.2
2018-03-03,67,80.0,,0.8,53.6
2018-03-04,67,80.0,,0.8,53.6
2018-03-05,100,80.0,,0.8,80.0
2018-03-06,77,80.0,,0.8,61.6
2018-03-07,73,80.0,,0.8,58.400000000000006
2018-03-08,73,80.0,,0.8,58.400000000000006
2018-03-09,74,80.0,,0.8,59.2
2018-03-10,65,80.0,,0.8,52.0
2018-03-11,61,80.0,,0.8,48.800000000000004
2018-03-12,69,80.0,,0.8,55.2
2018-03-13,70,80.0,,0.8,56.0
2018-03-14,69,80.0,,0.8,55.2
2018-03-15,69,80.0,,0.8,55.2
2018-03-16,68,80.0,,0.8,54.400000000000006
2018-03-17,62,80.0,,0.8,49.6
2018-03-18,58,80.0,,0.8,46.400000000000006
2018-03-19,68,80.0,,0.8,54.400000000000006
2018-03-20,68,80.0,,0.8,54.400000000000006
2018-03-21,70,80.0,,0.8,56.0
2018-03-22,69,80.0,,0.8,55.2
2018-03-23,72,80.0,,0.8,57.6
2018-03-24,59,80.0,,0.8,47.2
2018-03-25,57,80.0,,0.8,45.6
2018-03-26,72,80.0,,0.8,57.6
2018-03-27,72,80.0,,0.8,57.6
2018-03-28,73,80.0,,0.8,58.400000000000006
2018-03-29,71,80.0,,0.8,56.800000000000004
2018-03-30,79,80.0,,0.8,63.2
2018-03-31,68,80.0,,0.8,54.400000000000006
2018-04-01,81,78.0,False,0.78,63.18
2018-04-02,98,78.0,,0.78,76.44
2018-04-03,98,78.0,,0.78,76.44
2018-04-04,96,78.0,,0.78,74.88
2018-04-05,96,78.0,,0.78,74.88
2018-04-06,95,78.0,,0.78,74.10000000000001
2018-04-07,85,78.0,,0.78,66.3
2018-04-08,82,78.0,,0.78,63.96
2018-04-09,99,78.0,,0.78,77.22
2018-04-10,100,78.0,,0.78,78.0
2018-04-11,97,78.0,,0.78,75.66
2018-04-12,93,78.0,,0.78,72.54
2018-04-13,97,78.0,,0.78,75.66
2018-04-14,85,78.0,,0.78,66.3
2018-04-15,82,78.0,,0.78,63.96
2018-04-16,98,78.0,,0.78,76.44
2018-04-17,100,78.0,,0.78,78.0
2018-04-18,99,78.0,,0.78,77.22
2018-04-19,97,78.0,,0.78,75.66
2018-04-20,92,78.0,,0.78,71.76
2018-04-21,85,78.0,,0.78,66.3
2018-04-22,74,78.0,,0.78,57.72
2018-04-23,94,78.0,,0.78,73.32000000000001
2018-04-24,93,78.0,,0.78,72.54
2018-04-25,91,78.0,,0.78,70.98
2018-04-26,93,78.0,,0.78,72.54
2018-04-27,94,78.0,,0.78,73.32000000000001
2018-04-28,82,78.0,,0.78,63.96
2018-04-29,75,78.0,,0.78,58.5
2018-04-30,97,78.0,,0.78,75.66
2018-05-01,94,81.0,False,0.81,76.14
2018-05-02,94,81.0,,0.81,76.14
2018-05-03,94,81.0,,0.81,76.14
2018-05-04,94,81.0,,0.81,76.14
2018-05-05,77,81.0,,0.81,62.370000000000005
2018-05-06,71,81.0,,0.81,57.510000000000005
2018-05-07,95,81.0,,0.81,76.95
2018-05-08,93,81.0,,0.81,75.33
2018-05-09,90,81.0,,0.81,72.9
2018-05-10,94,81.0,,0.81,76.14
2018-05-11,94,81.0,,0.81,76.14
2018-05-12,78,81.0,,0.81,63.18000000000001
2018-05-13,76,81.0,,0.81,61.56
2018-05-14,93,81.0,,0.81,75.33
2018-05-15,90,81.0,,0.81,72.9
2018-05-16,89,81.0,,0.81,72.09
2018-05-17,100,81.0,,0.81,81.0
2018-05-18,95,81.0,,0.81,76.95
2018-05-19,78,81.0,,0.81,63.18000000000001
2018-05-20,71,81.0,,0.81,57.510000000000005
2018-05-21,87,81.0,,0.81,70.47
2018-05-22,89,81.0,,0.81,72.09
2018-05-23,90,81.0,,0.81,72.9
2018-05-24,91,81.0,,0.81,73.71000000000001
2018-05-25,87,81.0,,0.81,70.47
2018-05-26,67,81.0,,0.81,54.27
2018-05-27,65,81.0,,0.81,52.650000000000006
2018-05-28,71,81.0,,0.81,57.510000000000005
2018-05-29,89,81.0,,0.81,72.09
2018-05-30,85,81.0,,0.81,68.85000000000001
2018-05-31,87,81.0,,0.81,70.47
2018-06-01,98,77.0,False,0.77,75.46000000000001
2018-06-02,79,77.0,,0.77,60.83
2018-06-03,73,77.0,,0.77,56.21
2018-06-04,93,77.0,,0.77,71.61
2018-06-05,90,77.0,,0.77,69.3
2018-06-06,95,77.0,,0.77,73.15
2018-06-07,96,77.0,,0.77,73.92
2018-06-08,93,77.0,,0.77,71.61
2018-06-09,76,77.0,,0.77,58.52
2018-06-10,71,77.0,,0.77,54.67
2018-06-11,95,77.0,,0.77,73.15
2018-06-12,96,77.0,,0.77,73.92
2018-06-13,96,77.0,,0.77,73.92
2018-06-14,96,77.0,,0.77,73.92
2018-06-15,92,77.0,,0.77,70.84
2018-06-16,77,77.0,,0.77,59.29
2018-06-17,70,77.0,,0.77,53.9
2018-06-18,91,77.0,,0.77,70.07000000000001
2018-06-19,93,77.0,,0.77,71.61
2018-06-20,100,77.0,,0.77,77.0
2018-06-21,94,77.0,,0.77,72.38
2018-06-22,90,77.0,,0.77,69.3
2018-06-23,75,77.0,,0.77,57.75
2018-06-24,67,77.0,,0.77,51.59
2018-06-25,90,77.0,,0.77,69.3
2018-06-26,99,77.0,,0.77,76.23
2018-06-27,92,77.0,,0.77,70.84
2018-06-28,94,77.0,,0.77,72.38
2018-06-29,95,77.0,,0.77,73.15
2018-06-30,83,77.0,,0.77,63.910000000000004
2018-07-01,69,76.0,False,0.76,52.44
2018-07-02,89,76.0,,0.76,67.64
2018-07-03,87,76.0,,0.76,66.12
2018-07-04,70,76.0,,0.76,53.2
2018-07-05,90,76.0,,0.76,68.4
2018-07-06,89,76.0,,0.76,67.64
2018-07-07,73,76.0,,0.76,55.480000000000004
2018-07-08,70,76.0,,0.76,53.2
2018-07-09,92,76.0,,0.76,69.92
2018-07-10,92,76.0,,0.76,69.92
2018-07-11,89,76.0,,0.76,67.64
2018-07-12,93,76.0,,0.76,70.68
2018-07-13,96,76.0,,0.76,72.96000000000001
2018-07-14,73,76.0,,0.76,55.480000000000004
2018-07-15,66,76.0,,0.76,50.160000000000004
2018-07-16,93,76.0,,0.76,70.68
2018-07-17,92,76.0,,0.76,69.92
2018-07-18,91,76.0,,0.76,69.16
2018-07-19,96,76.0,,0.76,72.96000000000001
2018-07-20,96,76.0,,0.76,72.96000000000001
2018-07-21,78,76.0,,0.76,59.28
2018-07-22,69,76.0,,0.76,52.44
2018-07-23,99,76.0,,0.76,75.24
2018-07-24,96,76.0,,0.76,72.96000000000001
2018-07-25,92,76.0,,0.76,69.92
2018-07-26,100,76.0,,0.76,76.0
2018-07-27,96,76.0,,0.76,72.96000000000001
2018-07-28,73,76.0,,0.76,55.480000000000004
2018-07-29,72,76.0,,0.76,54.72
2018-07-30,95,76.0,,0.76,72.2
2018-07-31,95,76.0,,0.76,72.2
2018-08-01,89,81.0,False,0.81,72.09
2018-08-02,89,81.0,,0.81,72.09
2018-08-03,94,81.0,,0.81,76.14
2018-08-04,75,81.0,,0.81,60.75000000000001
2018-08-05,76,81.0,,0.81,61.56
2018-08-06,96,81.0,,0.81,77.76
2018-08-07,100,81.0,,0.81,81.0
2018-08-08,93,81.0,,0.81,75.33
2018-08-09,91,81.0,,0.81,73.71000000000001
2018-08-10,92,81.0,,0.81,74.52000000000001
2018-08-11,76,81.0,,0.81,61.56
2018-08-12,71,81.0,,0.81,57.510000000000005
2018-08-13,88,81.0,,0.81,71.28
2018-08-14,90,81.0,,0.81,72.9
2018-08-15,85,81.0,,0.81,68.85000000000001
2018-08-16,89,81.0,,0.81,72.09
2018-08-17,84,81.0,,0.81,68.04
2018-08-18,71,81.0,,0.81,57.510000000000005
2018-08-19,65,81.0,,0.81,52.650000000000006
2018-08-20,82,81.0,,0.81,66.42
2018-08-21,86,81.0,,0.81,69.66000000000001
2018-08-22,84,81.0,,0.81,68.04
2018-08-23,85,81.0,,0.81,68.85000000000001
2018-08-24,82,81.0,,0.81,66.42
2018-08-25,67,81.0,,0.81,54.27
2018-08-26,62,81.0,,0.81,50.220000000000006
2018-08-27,79,81.0,,0.81,63.99
2018-08-28,88,81.0,,0.81,71.28
2018-08-29,88,81.0,,0.81,71.28
2018-08-30,80,81.0,,0.81,64.80000000000001
2018-08-31,81,81.0,,0.81,65.61
2018-09-01,72,79.0,False,0.79,56.88
2018-09-02,68,79.0,,0.79,53.72
2018-09-03,76,79.0,,0.79,60.040000000000006
2018-09-04,95,79.0,,0.79,75.05
2018-09-05,92,79.0,,0.79,72.68
2018-09-06,92,79.0,,0.79,72.68
2018-09-07,86,79.0,,0.79,67.94
2018-09-08,78,79.0,,0.79,61.620000000000005
2018-09-09,72,79.0,,0.79,56.88
2018-09-10,92,79.0,,0.79,72.68
2018-09-11,100,79.0,,0.79,79.0
2018-09-12,96,79.0,,0.79,75.84
2018-09-13,96,79.0,,0.79,75.84
2018-09-14,98,79.0,,0.79,77.42
2018-09-15,85,79.0,,0.79,67.15
2018-09-16,77,79.0,,0.79,60.830000000000005
2018-09-17,96,79.0,,0.79,75.84
2018-09-18,97,79.0,,0.79,76.63000000000001
2018-09-19,97,79.0,,0.79,76.63000000000001
2018-09-20,95,79.0,,0.79,75.05
2018-09-21,90,79.0,,0.79,71.10000000000001
2018-09-22,75,79.0,,0.79,59.25
2018-09-23,68,79.0,,0.79,53.72
2018-09-24,88,79.0,,0.79,69.52000000000001
2018-09-25,99,79.0,,0.79,78.21000000000001
2018-09-26,92,79.0,,0.79,72.68
2018-09-27,89,79.0,,0.79,70.31
2018-09-28,93,79.0,,0.79,73.47
2018-09-29,74,79.0,,0.79,58.46
2018-09-30,70,79.0,,0.79,55.300000000000004
2018-10-01,75,84.0,False,0.84,63.0
2018-10-02,82,84.0,,0.84,68.88
2018-10-03,80,84.0,,0.84,67.2
2018-10-04,77,84.0,,0.84,64.67999999999999
2018-10-05,75,84.0,,0.84,63.0
2018-10-06,63,84.0,,0.84,52.919999999999995
2018-10-07,58,84.0,,0.84,48.72
2018-10-08,77,84.0,,0.84,64.67999999999999
2018-10-09,86,84.0,,0.84,72.24
2018-10-10,86,84.0,,0.84,72.24
2018-10-11,88,84.0,,0.84,73.92
2018-10-12,100,84.0,,0.84,84.0
2018-10-13,84,84.0,,0.84,70.56
2018-10-14,75,84.0,,0.84,63.0
2018-10-15,87,84.0,,0.84,73.08
2018-10-16,84,84.0,,0.84,70.56
2018-10-17,78,84.0,,0.84,65.52
2018-10-18,83,84.0,,0.84,69.72
2018-10-19,83,84.0,,0.84,69.72
2018-10-20,70,84.0,,0.84,58.8
2018-10-21,64,84.0,,0.84,53.76
2018-10-22,78,84.0,,0.84,65.52
2018-10-23,77,84.0,,0.84,64.67999999999999
2018-10-24,80,84.0,,0.84,67.2
2018-10-25,79,84.0,,0.84,66.36
2018-10-26,78,84.0,,0.84,65.52
2018-10-27,63,84.0,,0.84,52.919999999999995
2018-10-28,57,84.0,,0.84,47.879999999999995
2018-10-29,75,84.0,,0.84,63.0
2018-10-30,79,84.0,,0.84,66.36
2018-10-31,75,84.0,,0.84,63.0
2018-11-01,100,73.0,False,0.73,73.0
2018-11-02,95,73.0,,0.73,69.35
2018-11-03,84,73.0,,0.73,61.32
2018-11-04,78,73.0,,0.73,56.94
2018-11-05,91,73.0,,0.73,66.42999999999999
2018-11-06,91,73.0,,0.73,66.42999999999999
2018-11-07,86,73.0,,0.73,62.78
2018-11-08,90,73.0,,0.73,65.7
2018-11-09,94,73.0,,0.73,68.62
2018-11-10,78,73.0,,0.73,56.94
2018-11-11,71,73.0,,0.73,51.83
2018-11-12,83,73.0,,0.73,60.589999999999996
2018-11-13,87,73.0,,0.73,63.51
2018-11-14,89,73.0,,0.73,64.97
2018-11-15,89,73.0,,0.73,64.97
2018-11-16,91,73.0,,0.73,66.42999999999999
2018-11-17,82,73.0,,0.73,59.86
2018-11-18,71,73.0,,0.73,51.83
2018-11-19,91,73.0,,0.73,66.42999999999999
2018-11-20,94,73.0,,0.73,68.62
2018-11-21,89,73.0,,0.73,64.97
2018-11-22,68,73.0,,0.73,49.64
2018-11-23,85,73.0,,0.73,62.05
2018-11-24,80,73.0,,0.73,58.4
2018-11-25,71,73.0,,0.73,51.83
2018-11-26,85,73.0,,0.73,62.05
2018-11-27,91,73.0,,0.73,66.42999999999999
2018-11-28,91,73.0,,0.73,66.42999999999999
2018-11-29,90,73.0,,0.73,65.7
2018-11-30,93,73.0,,0.73,67.89
2018-12-01,85,77.0,False,0.77,65.45
2018-12-02,73,77.0,,0.77,56.21
2018-12-03,96,77.0,,0.77,73.92
2018-12-04,100,77.0,,0.77,77.0
2018-12-05,96,77.0,,0.77,73.92
2018-12-06,99,77.0,,0.77,76.23
2018-12-07,94,77.0,,0.77,72.38
2018-12-08,82,77.0,,0.77,63.14
2018-12-09,75,77.0,,0.77,57.75
2018-12-10,94,77.0,,0.77,72.38
2018-12-11,98,77.0,,0.77,75.46000000000001
2018-12-12,97,77.0,,0.77,74.69
2018-12-13,92,77.0,,0.77,70.84
2018-12-14,97,77.0,,0.77,74.69
2018-12-15,87,77.0,,0.77,66.99
2018-12-16,77,77.0,,0.77,59.29
2018-12-17,97,77.0,,0.77,74.69
2018-12-18,99,77.0,,0.77,76.23
2018-12-19,99,77.0,,0.77,76.23
2018-12-20,97,77.0,,0.77,74.69
2018-12-21,97,77.0,,0.77,74.69
2018-12-22,87,77.0,,0.77,66.99
2018-12-23,76,77.0,,0.77,58.52
2018-12-24,89,77.0,,0.77,68.53
2018-12-25,83,77.0,,0.77,63.910000000000004
2018-12-26,95,77.0,,0.77,73.15
2018-12-27,94,77.0,,0.77,72.38
2018-12-28,93,77.0,,0.77,71.61
2018-12-29,80,77.0,,0.77,61.6
2018-12-30,70,77.0,,0.77,53.9
2018-12-31,87,77.0,,0.77,66.99
2019-01-01,53,78.0,False,0.78,41.34
2019-01-02,66,78.0,,0.78,51.480000000000004
2019-01-03,73,78.0,,0.78,56.940000000000005
2019-01-04,68,78.0,,0.78,53.04
2019-01-05,60,78.0,,0.78,46.800000000000004
2019-01-06,52,78.0,,0.78,40.56
2019-01-07,65,78.0,,0.78,50.7
2019-01-08,68,78.0,,0.78,53.04
2019-01-09,69,78.0,,0.78,53.82
2019-01-10,68,78.0,,0.78,53.04
2019-01-11,70,78.0,,0.78,54.6
2019-01-12,59,78.0,,0.78,46.02
2019-01-13,51,78.0,,0.78,39.78
2019-01-14,65,78.0,,0.78,50.7
2019-01-15,66,78.0,,0.78,51.480000000000004
2019-01-16,70,78.0,,0.78,54.6
2019-01-17,69,78.0,,0.78,53.82
2019-01-18,68,78.0,,0.78,53.04
2019-01-19,60,78.0,,0.78,46.800000000000004
2019-01-20,61,78.0,,0.78,47.58
2019-01-21,100,78.0,,0.78,78.0
2019-01-22,84,78.0,,0.78,65.52
2019-01-23,78,78.0,,0.78,60.84
2019-01-24,74,78.0,,0.78,57.72
2019-01-25,71,78.0,,0.78,55.38
2019-01-26,61,78.0,,0.78,47.58
2019-01-27,56,78.0,,0.78,43.68
2019-01-28,70,78.0,,0.78,54.6
2019-01-29,73,78.0,,0.78,56.940000000000005
2019-01-30,76,78.0,,0.78,59.28
2019-01-31,74,78.0,,0.78,57.72
2019-02-01,100,73.0,False,0.73,73.0
2019-02-02,86,73.0,,0.73,62.78
2019-02-03,78,73.0,,0.73,56.94
2019-02-04,93,73.0,,0.73,67.89
2019-02-05,97,73.0,,0.73,70.81
2019-02-06,95,73.0,,0.73,69.35
2019-02-07,99,73.0,,0.73,72.27
2019-02-08,97,73.0,,0.73,70.81
2019-02-09,82,73.0,,0.73,59.86
2019-02-10,74,73.0,,0.73,54.019999999999996
2019-02-11,91,73.0,,0.73,66.42999999999999
2019-02-12,96,73.0,,0.73,70.08
2019-02-13,97,73.0,,0.73,70.81
2019-02-14,93,73.0,,0.73,67.89
2019-02-15,96,73.0,,0.73,70.08
2019-02-16,77,73.0,,0.73,56.21
2019-02-17,75,73.0,,0.73,54.75
2019-02-18,90,73.0,,0.73,65.7
2019-02-19,95,73.0,,0.73,69.35
2019-02-20,95,73.0,,0.73,69.35
2019-02-21,91,73.0,,0.73,66.42999999999999
2019-02-22,96,73.0,,0.73,70.08
2019-02-23,81,73.0,,0.73,59.129999999999995
2019-02-24,71,73.0,,0.73,51.83
2019-02-25,91,73.0,,0.73,66.42999999999999
2019-02-26,97,73.0,,0.73,70.81
2019-02-27,97,73.0,,0.73,70.81
2019-02-28,94,73.0,,0.73,68.62
2019-03-01,98,72.0,False,0.72,70.56
2019-03-02,82,72.0,,0.72,59.04
2019-03-03,73,72.0,,0.72,52.559999999999995
2019-03-04,97,72.0,,0.72,69.84
2019-03-05,97,72.0,,0.72,69.84
2019-03-06,99,72.0,,0.72,71.28
2019-03-07,97,72.0,,0.72,69.84
2019-03-08,100,72.0,,0.72,72.0
2019-03-09,80,72.0,,0.72,57.599999999999994
2019-03-10,65,72.0,,0.72,46.8
2019-03-11,96,72.0,,0.72,69.12
2019-03-12,97,72.0,,0.72,69.84
2019-03-13,100,72.0,,0.72,72.0
2019-03-14,100,72.0,,0.72,72.0
2019-03-15,95,72.0,,0.72,68.39999999999999
2019-03-16,81,72.0,,0.72,58.32
2019-03-17,75,72.0,,0.72,54.0
2019-03-18,95,72.0,,0.72,68.39999999999999
2019-03-19,100,72.0,,0.72,72.0
2019-03-20,97,72.0,,0.72,69.84
2019-03-21,96,72.0,,0.72,69.12
2019-03-22,97,72.0,,0.72,69.84
2019-03-23,82,72.0,,0.72,59.04
2019-03-24,78,72.0,,0.72,56.16
2019-03-25,97,72.0,,0.72,69.84
2019-03-26,100,72.0,,0.72,72.0
2019-03-27,97,72.0,,0.72,69.84
2019-03-28,98,72.0,,0.72,70.56
2019-03-29,98,72.0,,0.72,70.56
2019-03-30,83,72.0,,0.72,59.76
2019-03-31,76,72.0,,0.72,54.72
2019-04-01,98,74.0,False,0.74,72.52
2019-04-02,96,74.0,,0.74,71.03999999999999
2019-04-03,97,74.0,,0.74,71.78
2019-04-04,97,74.0,,0.74,71.78
2019-04-05,99,74.0,,0.74,73.26
2019-04-06,76,74.0,,0.74,56.24
2019-04-07,73,74.0,,0.74,54.019999999999996
2019-04-08,95,74.0,,0.74,70.3
2019-04-09,94,74.0,,0.74,69.56
2019-04-10,93,74.0,,0.74,68.82
2019-04-11,94,74.0,,0.74,69.56
2019-04-12,94,74.0,,0.74,69.56
2019-04-13,77,74.0,,0.74,56.98
2019-04-14,68,74.0,,0.74,50.32
2019-04-15,93,74.0,,0.74,68.82
2019-04-16,93,74.0,,0.74,68.82
2019-04-17,94,74.0,,0.74,69.56
2019-04-18,96,74.0,,0.74,71.03999999999999
2019-04-19,90,74.0,,0.74,66.6
2019-04-20,75,74.0,,0.74,55.5
2019-04-21,70,74.0,,0.74,51.8
2019-04-22,91,74.0,,0.74,67.34
2019-04-23,96,74.0,,0.74,71.03999999999999
2019-04-24,100,74.0,,0.74,74.0
2019-04-25,97,74.0,,0.74,71.78
2019-04-26,94,74.0,,0.74,69.56
2019-04-27,73,74.0,,0.74,54.019999999999996
2019-04-28,65,74.0,,0.74,48.1
2019-04-29,97,74.0,,0.74,71.78
2019-04-30,97,74.0,,0.74,71.78
2019-05-01,84,73.0,False,0.73,61.32
2019-05-02,82,73.0,,0.73,59.86
2019-05-03,81,73.0,,0.73,59.129999999999995
2019-05-04,64,73.0,,0.73,46.72
2019-05-05,58,73.0,,0.73,42.339999999999996
2019-05-06,82,73.0,,0.73,59.86
2019-05-07,80,73.0,,0.73,58.4
2019-05-08,82,73.0,,0.73,59.86
2019-05-09,80,73.0,,0.73,58.4
2019-05-10,78,73.0,,0.73,56.94
2019-05-11,63,73.0,,0.73,45.99
2019-05-12,61,73.0,,0.73,44.53
2019-05-13,76,73.0,,0.73,55.48
2019-05-14,82,73.0,,0.73,59.86
2019-05-15,81,73.0,,0.73,59.129999999999995
2019-05-16,84,73.0,,0.73,61.32
2019-05-17,82,73.0,,0.73,59.86
2019-05-18,66,73.0,,0.73,48.18
2019-05-19,58,73.0,,0.73,42.339999999999996
2019-05-20,82,73.0,,0.73,59.86
2019-05-21,82,73.0,,0.73,59.86
2019-05-22,85,73.0,,0.73,62.05
2019-05-23,78,73.0,,0.73,56.94
2019-05-24,84,73.0,,0.73,61.32
2019-05-25,63,73.0,,0.73,45.99
2019-05-26,58,73.0,,0.73,42.339999999999996
2019-05-27,63,73.0,,0.73,45.99
2019-05-28,82,73.0,,0.73,59.86
2019-05-29,81,73.0,,0.73,59.129999999999995
2019-05-30,100,73.0,,0.73,73.0
2019-05-31,93,73.0,,0.73,67.89
2019-06-01,82,73.0,False,0.73,59.86
2019-06-02,79,73.0,,0.73,57.67
2019-06-03,95,73.0,,0.73,69.35
2019-06-04,96,73.0,,0.73,70.08
2019-06-05,96,73.0,,0.73,70.08
2019-06-06,98,73.0,,0.73,71.53999999999999
2019-06-07,100,73.0,,0.73,73.0
2019-06-08,72,73.0,,0.73,52.56
2019-06-09,70,73.0,,0.73,51.1
2019-06-10,93,73.0,,0.73,67.89
2019-06-11,93,73.0,,0.73,67.89
2019-06-12,94,73.0,,0.73,68.62
2019-06-13,96,73.0,,0.73,70.08
2019-06-14,91,73.0,,0.73,66.42999999999999
2019-06-15,74,73.0,,0.73,54.019999999999996
2019-06-16,72,73.0,,0.73,52.56
2019-06-17,95,73.0,,0.73,69.35
2019-06-18,94,73.0,,0.73,68.62
2019-06-19,92,73.0,,0.73,67.16
2019-06-20,92,73.0,,0.73,67.16
2019-06-21,94,73.0,,0.73,68.62
2019-06-22,77,73.0,,0.73,56.21
2019-06-23,66,73.0,,0.73,48.18
2019-06-24,91,73.0,,0.73,66.42999999999999
2019-06-25,95,73.0,,0.73,69.35
2019-06-26,98,73.0,,0.73,71.53999999999999
2019-06-27,96,73.0,,0.73,70.08
2019-06-28,96,73.0,,0.73,70.08
2019-06-29,75,73.0,,0.73,54.75
2019-06-30,69,73.0,,0.73,50.37
2019-07-01,94,72.0,False,0.72,67.67999999999999
2019-07-02,92,72.0,,0.72,66.24
2019-07-03,93,72.0,,0.72,66.96
2019-07-04,68,72.0,,0.72,48.96
2019-07-05,87,72.0,,0.72,62.64
2019-07-06,67,72.0,,0.72,48.239999999999995
2019-07-07,64,72.0,,0.72,46.08
2019-07-08,92,72.0,,0.72,66.24
2019-07-09,100,72.0,,0.72,72.0
2019-07-10,98,72.0,,0.72,70.56
2019-07-11,97,72.0,,0.72,69.84
2019-07-12,97,72.0,,0.72,69.84
2019-07-13,75,72.0,,0.72,54.0
2019-07-14,69,72.0,,0.72,49.68
2019-07-15,97,72.0,,0.72,69.84
2019-07-16,95,72.0,,0.72,68.39999999999999
2019-07-17,98,72.0,,0.72,70.56
2019-07-18,96,72.0,,0.72,69.12
2019-07-19,97,72.0,,0.72,69.84
2019-07-20,74,72.0,,0.72,53.28
2019-07-21,72,72.0,,0.72,51.839999999999996
2019-07-22,96,72.0,,0.72,69.12
2019-07-23,97,72.0,,0.72,69.84
2019-07-24,99,72.0,,0.72,71.28
2019-07-25,96,72.0,,0.72,69.12
2019-07-26,94,72.0,,0.72,67.67999999999999
2019-07-27,72,72.0,,0.72,51.839999999999996
2019-07-28,66,72.0,,0.72,47.519999999999996
2019-07-29,92,72.0,,0.72,66.24
2019-07-30,98,72.0,,0.72,70.56
2019-07-31,94,72.0,,0.72,67.67999999999999
2019-08-01,100,72.0,False,0.72,72.0
2019-08-02,99,72.0,,0.72,71.28
2019-08-03,77,72.0,,0.72,55.44
2019-08-04,69,72.0,,0.72,49.68
2019-08-05,91,72.0,,0.72,65.52
2019-08-06,94,72.0,,0.72,67.67999999999999
2019-08-07,97,72.0,,0.72,69.84
2019-08-08,94,72.0,,0.72,67.67999999999999
2019-08-09,95,72.0,,0.72,68.39999999999999
2019-08-10,71,72.0,,0.72,51.12
2019-08-11,65,72.0,,0.72,46.8
2019-08-12,90,72.0,,0.72,64.8
2019-08-13,96,72.0,,0.72,69.12
2019-08-14,93,72.0,,0.72,66.96
2019-08-15,89,72.0,,0.72,64.08
2019-08-16,89,72.0,,0.72,64.08
2019-08-17,71,72.0,,0.72,51.12
2019-08-18,65,72.0,,0.72,46.8
2019-08-19,90,72.0,,0.72,64.8
2019-08-20,93,72.0,,0.72,66.96
2019-08-21,92,72.0,,0.72,66.24
2019-08-22,93,72.0,,0.72,66.96
2019-08-23,94,72.0,,0.72,67.67999999999999
2019-08-24,73,72.0,,0.72,52.559999999999995
2019-08-25,68,72.0,,0.72,48.96
2019-08-26,87,72.0,,0.72,62.64
2019-08-27,88,72.0,,0.72,63.36
2019-08-28,89,72.0,,0.72,64.08
2019-08-29,91,72.0,,0.72,65.52
2019-08-30,86,72.0,,0.72,61.919999999999995
2019-08-31,74,72.0,,0.72,53.28
2019-09-01,57,76.0,False,0.76,43.32
2019-09-02,61,76.0,,0.76,46.36
2019-09-03,73,76.0,,0.76,55.480000000000004
2019-09-04,74,76.0,,0.76,56.24
2019-09-05,76,76.0,,0.76,57.76
2019-09-06,78,76.0,,0.76,59.28
2019-09-07,67,76.0,,0.76,50.92
2019-09-08,59,76.0,,0.76,44.84
