date,MCD_unscaled,MCD_monthly,isPartial,scale,MCD
2017-12-23,48,62.0,,0.62,29.759999999999998
2017-12-24,55,62.0,,0.62,34.1
2017-12-25,82,62.0,,0.62,50.839999999999996
2017-12-26,93,62.0,,0.62,57.66
2017-12-27,60,62.0,,0.62,37.2
2017-12-28,60,62.0,,0.62,37.2
2017-12-29,68,62.0,,0.62,42.16
2017-12-30,35,62.0,,0.62,21.7
2017-12-31,39,62.0,,0.62,24.18
2018-01-01,42,72.0,False,0.72,30.24
2018-01-02,62,72.0,,0.72,44.64
2018-01-03,55,72.0,,0.72,39.6
2018-01-04,67,72.0,,0.72,48.239999999999995
2018-01-05,55,72.0,,0.72,39.6
2018-01-06,37,72.0,,0.72,26.64
2018-01-07,32,72.0,,0.72,23.04
2018-01-08,46,72.0,,0.72,33.12
2018-01-09,56,72.0,,0.72,40.32
2018-01-10,41,72.0,,0.72,29.52
2018-01-11,69,72.0,,0.72,49.68
2018-01-12,55,72.0,,0.72,39.6
2018-01-13,40,72.0,,0.72,28.799999999999997
2018-01-14,38,72.0,,0.72,27.36
2018-01-15,42,72.0,,0.72,30.24
2018-01-16,64,72.0,,0.72,46.08
2018-01-17,63,72.0,,0.72,45.36
2018-01-18,67,72.0,,0.72,48.239999999999995
2018-01-19,54,72.0,,0.72,38.879999999999995
2018-01-20,47,72.0,,0.72,33.839999999999996
2018-01-21,39,72.0,,0.72,28.08
2018-01-22,49,72.0,,0.72,35.28
2018-01-23,61,72.0,,0.72,43.92
2018-01-24,47,72.0,,0.72,33.839999999999996
2018-01-25,49,72.0,,0.72,35.28
2018-01-26,67,72.0,,0.72,48.239999999999995
2018-01-27,52,72.0,,0.72,37.44
2018-01-28,48,72.0,,0.72,34.56
2018-01-29,70,72.0,,0.72,50.4
2018-01-30,100,72.0,,0.72,72.0
2018-01-31,78,72.0,,0.72,56.16
2018-02-01,71,75.0,False,0.75,53.25
2018-02-02,64,75.0,,0.75,48.0
2018-02-03,49,75.0,,0.75,36.75
2018-02-04,52,75.0,,0.75,39.0
2018-02-05,78,75.0,,0.75,58.5
2018-02-06,98,75.0,,0.75,73.5
2018-02-07,82,75.0,,0.75,61.5
2018-02-08,68,75.0,,0.75,51.0
2018-02-09,81,75.0,,0.75,60.75
2018-02-10,34,75.0,,0.75,25.5
2018-02-11,41,75.0,,0.75,30.75
2018-02-12,81,75.0,,0.75,60.75
2018-02-13,72,75.0,,0.75,54.0
2018-02-14,58,75.0,,0.75,43.5
2018-02-15,85,75.0,,0.75,63.75
2018-02-16,100,75.0,,0.75,75.0
2018-02-17,76,75.0,,0.75,57.0
2018-02-18,43,75.0,,0.75,32.25
2018-02-19,45,75.0,,0.75,33.75
2018-02-20,86,75.0,,0.75,64.5
2018-02-21,93,75.0,,0.75,69.75
2018-02-22,62,75.0,,0.75,46.5
2018-02-23,79,75.0,,0.75,59.25
2018-02-24,56,75.0,,0.75,42.0
2018-02-25,31,75.0,,0.75,23.25
2018-02-26,89,75.0,,0.75,66.75
2018-02-27,88,75.0,,0.75,66.0
2018-02-28,87,75.0,,0.75,65.25
2018-03-01,60,75.0,False,0.75,45.0
2018-03-02,100,75.0,,0.75,75.0
2018-03-03,32,75.0,,0.75,24.0
2018-03-04,38,75.0,,0.75,28.5
2018-03-05,50,75.0,,0.75,37.5
2018-03-06,62,75.0,,0.75,46.5
2018-03-07,55,75.0,,0.75,41.25
2018-03-08,55,75.0,,0.75,41.25
2018-03-09,62,75.0,,0.75,46.5
2018-03-10,33,75.0,,0.75,24.75
2018-03-11,42,75.0,,0.75,31.5
2018-03-12,50,75.0,,0.75,37.5
2018-03-13,43,75.0,,0.75,32.25
2018-03-14,52,75.0,,0.75,39.0
2018-03-15,45,75.0,,0.75,33.75
2018-03-16,47,75.0,,0.75,35.25
2018-03-17,32,75.0,,0.75,24.0
2018-03-18,30,75.0,,0.75,22.5
2018-03-19,42,75.0,,0.75,31.5
2018-03-20,48,75.0,,0.75,36.0
2018-03-21,51,75.0,,0.75,38.25
2018-03-22,59,75.0,,0.75,44.25
2018-03-23,62,75.0,,0.75,46.5
2018-03-24,28,75.0,,0.75,21.0
2018-03-25,28,75.0,,0.75,21.0
2018-03-26,49,75.0,,0.75,36.75
2018-03-27,43,75.0,,0.75,32.25
2018-03-28,56,75.0,,0.75,42.0
2018-03-29,46,75.0,,0.75,34.5
2018-03-30,51,75.0,,0.75,38.25
2018-03-31,32,75.0,,0.75,24.0
2018-04-01,26,69.0,False,0.69,17.939999999999998
2018-04-02,49,69.0,,0.69,33.809999999999995
2018-04-03,59,69.0,,0.69,40.709999999999994
2018-04-04,57,69.0,,0.69,39.33
2018-04-05,49,69.0,,0.69,33.809999999999995
2018-04-06,53,69.0,,0.69,36.57
2018-04-07,33,69.0,,0.69,22.77
2018-04-08,35,69.0,,0.69,24.15
2018-04-09,44,69.0,,0.69,30.36
2018-04-10,52,69.0,,0.69,35.879999999999995
2018-04-11,49,69.0,,0.69,33.809999999999995
2018-04-12,53,69.0,,0.69,36.57
2018-04-13,30,69.0,,0.69,20.7
2018-04-14,19,69.0,,0.69,13.11
2018-04-15,30,69.0,,0.69,20.7
2018-04-16,44,69.0,,0.69,30.36
2018-04-17,46,69.0,,0.69,31.74
2018-04-18,51,69.0,,0.69,35.19
2018-04-19,40,69.0,,0.69,27.599999999999998
2018-04-20,37,69.0,,0.69,25.529999999999998
2018-04-21,33,69.0,,0.69,22.77
2018-04-22,25,69.0,,0.69,17.25
2018-04-23,36,69.0,,0.69,24.839999999999996
2018-04-24,45,69.0,,0.69,31.049999999999997
2018-04-25,58,69.0,,0.69,40.019999999999996
2018-04-26,50,69.0,,0.69,34.5
2018-04-27,41,69.0,,0.69,28.29
2018-04-28,33,69.0,,0.69,22.77
2018-04-29,24,69.0,,0.69,16.56
2018-04-30,100,69.0,,0.69,69.0
2018-05-01,100,65.0,False,0.65,65.0
2018-05-02,54,65.0,,0.65,35.1
2018-05-03,67,65.0,,0.65,43.550000000000004
2018-05-04,74,65.0,,0.65,48.1
2018-05-05,32,65.0,,0.65,20.8
2018-05-06,42,65.0,,0.65,27.3
2018-05-07,71,65.0,,0.65,46.15
2018-05-08,65,65.0,,0.65,42.25
2018-05-09,76,65.0,,0.65,49.4
2018-05-10,52,65.0,,0.65,33.800000000000004
2018-05-11,88,65.0,,0.65,57.2
2018-05-12,41,65.0,,0.65,26.650000000000002
2018-05-13,25,65.0,,0.65,16.25
2018-05-14,63,65.0,,0.65,40.95
2018-05-15,54,65.0,,0.65,35.1
2018-05-16,70,65.0,,0.65,45.5
2018-05-17,82,65.0,,0.65,53.300000000000004
2018-05-18,72,65.0,,0.65,46.800000000000004
2018-05-19,37,65.0,,0.65,24.05
2018-05-20,26,65.0,,0.65,16.900000000000002
2018-05-21,63,65.0,,0.65,40.95
2018-05-22,48,65.0,,0.65,31.200000000000003
2018-05-23,62,65.0,,0.65,40.300000000000004
2018-05-24,72,65.0,,0.65,46.800000000000004
2018-05-25,62,65.0,,0.65,40.300000000000004
2018-05-26,49,65.0,,0.65,31.85
2018-05-27,53,65.0,,0.65,34.45
2018-05-28,47,65.0,,0.65,30.55
2018-05-29,60,65.0,,0.65,39.0
2018-05-30,67,65.0,,0.65,43.550000000000004
2018-05-31,57,65.0,,0.65,37.050000000000004
2018-06-01,56,68.0,False,0.68,38.080000000000005
2018-06-02,55,68.0,,0.68,37.400000000000006
2018-06-03,36,68.0,,0.68,24.48
2018-06-04,64,68.0,,0.68,43.52
2018-06-05,75,68.0,,0.68,51.00000000000001
2018-06-06,73,68.0,,0.68,49.64
2018-06-07,86,68.0,,0.68,58.480000000000004
2018-06-08,100,68.0,,0.68,68.0
2018-06-09,50,68.0,,0.68,34.0
2018-06-10,44,68.0,,0.68,29.92
2018-06-11,76,68.0,,0.68,51.68000000000001
2018-06-12,75,68.0,,0.68,51.00000000000001
2018-06-13,71,68.0,,0.68,48.28
2018-06-14,62,68.0,,0.68,42.160000000000004
2018-06-15,50,68.0,,0.68,34.0
2018-06-16,31,68.0,,0.68,21.080000000000002
2018-06-17,36,68.0,,0.68,24.48
2018-06-18,53,68.0,,0.68,36.04
2018-06-19,52,68.0,,0.68,35.36
2018-06-20,63,68.0,,0.68,42.84
2018-06-21,69,68.0,,0.68,46.92
2018-06-22,58,68.0,,0.68,39.440000000000005
2018-06-23,28,68.0,,0.68,19.040000000000003
2018-06-24,45,68.0,,0.68,30.6
2018-06-25,62,68.0,,0.68,42.160000000000004
2018-06-26,48,68.0,,0.68,32.64
2018-06-27,81,68.0,,0.68,55.080000000000005
2018-06-28,87,68.0,,0.68,59.160000000000004
2018-06-29,71,68.0,,0.68,48.28
2018-06-30,34,68.0,,0.68,23.12
2018-07-01,45,68.0,False,0.68,30.6
2018-07-02,51,68.0,,0.68,34.68
2018-07-03,65,68.0,,0.68,44.2
2018-07-04,44,68.0,,0.68,29.92
2018-07-05,63,68.0,,0.68,42.84
2018-07-06,66,68.0,,0.68,44.88
2018-07-07,56,68.0,,0.68,38.080000000000005
2018-07-08,54,68.0,,0.68,36.720000000000006
2018-07-09,70,68.0,,0.68,47.6
2018-07-10,77,68.0,,0.68,52.36000000000001
2018-07-11,57,68.0,,0.68,38.760000000000005
2018-07-12,75,68.0,,0.68,51.00000000000001
2018-07-13,78,68.0,,0.68,53.040000000000006
2018-07-14,50,68.0,,0.68,34.0
2018-07-15,28,68.0,,0.68,19.040000000000003
2018-07-16,69,68.0,,0.68,46.92
2018-07-17,67,68.0,,0.68,45.56
2018-07-18,68,68.0,,0.68,46.24
2018-07-19,61,68.0,,0.68,41.480000000000004
2018-07-20,59,68.0,,0.68,40.120000000000005
2018-07-21,36,68.0,,0.68,24.48
2018-07-22,47,68.0,,0.68,31.96
2018-07-23,56,68.0,,0.68,38.080000000000005
2018-07-24,54,68.0,,0.68,36.720000000000006
2018-07-25,62,68.0,,0.68,42.160000000000004
2018-07-26,100,68.0,,0.68,68.0
2018-07-27,84,68.0,,0.68,57.120000000000005
2018-07-28,55,68.0,,0.68,37.400000000000006
2018-07-29,37,68.0,,0.68,25.16
2018-07-30,64,68.0,,0.68,43.52
2018-07-31,62,68.0,,0.68,42.160000000000004
2018-08-01,87,67.0,False,0.67,58.290000000000006
2018-08-02,78,67.0,,0.67,52.260000000000005
2018-08-03,100,67.0,,0.67,67.0
2018-08-04,60,67.0,,0.67,40.2
2018-08-05,56,67.0,,0.67,37.52
2018-08-06,59,67.0,,0.67,39.53
2018-08-07,89,67.0,,0.67,59.63
2018-08-08,96,67.0,,0.67,64.32000000000001
2018-08-09,84,67.0,,0.67,56.28
2018-08-10,76,67.0,,0.67,50.92
2018-08-11,51,67.0,,0.67,34.17
2018-08-12,66,67.0,,0.67,44.220000000000006
2018-08-13,73,67.0,,0.67,48.910000000000004
2018-08-14,69,67.0,,0.67,46.230000000000004
2018-08-15,64,67.0,,0.67,42.88
2018-08-16,69,67.0,,0.67,46.230000000000004
2018-08-17,73,67.0,,0.67,48.910000000000004
2018-08-18,49,67.0,,0.67,32.830000000000005
2018-08-19,50,67.0,,0.67,33.5
2018-08-20,83,67.0,,0.67,55.61000000000001
2018-08-21,74,67.0,,0.67,49.580000000000005
2018-08-22,83,67.0,,0.67,55.61000000000001
2018-08-23,77,67.0,,0.67,51.59
2018-08-24,67,67.0,,0.67,44.89
2018-08-25,52,67.0,,0.67,34.84
2018-08-26,60,67.0,,0.67,40.2
2018-08-27,61,67.0,,0.67,40.870000000000005
2018-08-28,96,67.0,,0.67,64.32000000000001
2018-08-29,60,67.0,,0.67,40.2
2018-08-30,75,67.0,,0.67,50.25
2018-08-31,78,67.0,,0.67,52.260000000000005
2018-09-01,74,56.0,False,0.56,41.440000000000005
2018-09-02,45,56.0,,0.56,25.200000000000003
2018-09-03,35,56.0,,0.56,19.6
2018-09-04,57,56.0,,0.56,31.92
2018-09-05,59,56.0,,0.56,33.040000000000006
2018-09-06,47,56.0,,0.56,26.320000000000004
2018-09-07,96,56.0,,0.56,53.760000000000005
2018-09-08,50,56.0,,0.56,28.000000000000004
2018-09-09,47,56.0,,0.56,26.320000000000004
2018-09-10,57,56.0,,0.56,31.92
2018-09-11,86,56.0,,0.56,48.160000000000004
2018-09-12,69,56.0,,0.56,38.64
2018-09-13,78,56.0,,0.56,43.68000000000001
2018-09-14,75,56.0,,0.56,42.00000000000001
2018-09-15,67,56.0,,0.56,37.52
2018-09-16,44,56.0,,0.56,24.64
2018-09-17,85,56.0,,0.56,47.6
2018-09-18,64,56.0,,0.56,35.84
2018-09-19,68,56.0,,0.56,38.080000000000005
2018-09-20,77,56.0,,0.56,43.120000000000005
2018-09-21,91,56.0,,0.56,50.96000000000001
2018-09-22,68,56.0,,0.56,38.080000000000005
2018-09-23,59,56.0,,0.56,33.040000000000006
2018-09-24,76,56.0,,0.56,42.56
2018-09-25,88,56.0,,0.56,49.28
2018-09-26,100,56.0,,0.56,56.00000000000001
2018-09-27,77,56.0,,0.56,43.120000000000005
2018-09-28,65,56.0,,0.56,36.400000000000006
2018-09-29,52,56.0,,0.56,29.120000000000005
2018-09-30,75,56.0,,0.56,42.00000000000001
2018-10-01,42,79.0,False,0.79,33.18
2018-10-02,39,79.0,,0.79,30.810000000000002
2018-10-03,36,79.0,,0.79,28.44
2018-10-04,34,79.0,,0.79,26.86
2018-10-05,35,79.0,,0.79,27.650000000000002
2018-10-06,49,79.0,,0.79,38.71
2018-10-07,41,79.0,,0.79,32.39
2018-10-08,46,79.0,,0.79,36.34
2018-10-09,54,79.0,,0.79,42.660000000000004
2018-10-10,72,79.0,,0.79,56.88
2018-10-11,57,79.0,,0.79,45.03
2018-10-12,59,79.0,,0.79,46.61
2018-10-13,49,79.0,,0.79,38.71
2018-10-14,45,79.0,,0.79,35.550000000000004
2018-10-15,56,79.0,,0.79,44.24
2018-10-16,60,79.0,,0.79,47.400000000000006
2018-10-17,49,79.0,,0.79,38.71
2018-10-18,52,79.0,,0.79,41.08
2018-10-19,60,79.0,,0.79,47.400000000000006
2018-10-20,30,79.0,,0.79,23.700000000000003
2018-10-21,36,79.0,,0.79,28.44
2018-10-22,58,79.0,,0.79,45.82
2018-10-23,100,79.0,,0.79,79.0
2018-10-24,65,79.0,,0.79,51.35
2018-10-25,49,79.0,,0.79,38.71
2018-10-26,58,79.0,,0.79,45.82
2018-10-27,35,79.0,,0.79,27.650000000000002
2018-10-28,34,79.0,,0.79,26.86
2018-10-29,55,79.0,,0.79,43.45
2018-10-30,44,79.0,,0.79,34.760000000000005
2018-10-31,65,79.0,,0.79,51.35
2018-11-01,82,66.0,False,0.66,54.120000000000005
2018-11-02,76,66.0,,0.66,50.160000000000004
2018-11-03,44,66.0,,0.66,29.040000000000003
2018-11-04,53,66.0,,0.66,34.980000000000004
2018-11-05,63,66.0,,0.66,41.580000000000005
2018-11-06,67,66.0,,0.66,44.22
2018-11-07,69,66.0,,0.66,45.54
2018-11-08,62,66.0,,0.66,40.92
2018-11-09,76,66.0,,0.66,50.160000000000004
2018-11-10,45,66.0,,0.66,29.700000000000003
2018-11-11,48,66.0,,0.66,31.68
2018-11-12,66,66.0,,0.66,43.56
2018-11-13,76,66.0,,0.66,50.160000000000004
2018-11-14,84,66.0,,0.66,55.440000000000005
2018-11-15,66,66.0,,0.66,43.56
2018-11-16,94,66.0,,0.66,62.040000000000006
2018-11-17,48,66.0,,0.66,31.68
2018-11-18,54,66.0,,0.66,35.64
2018-11-19,66,66.0,,0.66,43.56
2018-11-20,64,66.0,,0.66,42.24
2018-11-21,59,66.0,,0.66,38.940000000000005
2018-11-22,60,66.0,,0.66,39.6
2018-11-23,62,66.0,,0.66,40.92
2018-11-24,50,66.0,,0.66,33.0
2018-11-25,45,66.0,,0.66,29.700000000000003
2018-11-26,59,66.0,,0.66,38.940000000000005
2018-11-27,64,66.0,,0.66,42.24
2018-11-28,84,66.0,,0.66,55.440000000000005
2018-11-29,100,66.0,,0.66,66.0
2018-11-30,57,66.0,,0.66,37.620000000000005
2018-12-01,37,61.0,False,0.61,22.57
2018-12-02,64,61.0,,0.61,39.04
2018-12-03,65,61.0,,0.61,39.65
2018-12-04,88,61.0,,0.61,53.68
2018-12-05,69,61.0,,0.61,42.089999999999996
2018-12-06,100,61.0,,0.61,61.0
2018-12-07,75,61.0,,0.61,45.75
2018-12-08,54,61.0,,0.61,32.94
2018-12-09,34,61.0,,0.61,20.74
2018-12-10,80,61.0,,0.61,48.8
2018-12-11,79,61.0,,0.61,48.19
2018-12-12,80,61.0,,0.61,48.8
2018-12-13,53,61.0,,0.61,32.33
2018-12-14,65,61.0,,0.61,39.65
2018-12-15,34,61.0,,0.61,20.74
2018-12-16,43,61.0,,0.61,26.23
2018-12-17,72,61.0,,0.61,43.92
2018-12-18,77,61.0,,0.61,46.97
2018-12-19,74,61.0,,0.61,45.14
2018-12-20,77,61.0,,0.61,46.97
2018-12-21,88,61.0,,0.61,53.68
2018-12-22,55,61.0,,0.61,33.55
2018-12-23,49,61.0,,0.61,29.89
2018-12-24,70,61.0,,0.61,42.699999999999996
2018-12-25,91,61.0,,0.61,55.51
2018-12-26,78,61.0,,0.61,47.58
2018-12-27,74,61.0,,0.61,45.14
2018-12-28,50,61.0,,0.61,30.5
2018-12-29,50,61.0,,0.61,30.5
2018-12-30,31,61.0,,0.61,18.91
2018-12-31,63,61.0,,0.61,38.43
2019-01-01,37,65.0,False,0.65,24.05
2019-01-02,62,65.0,,0.65,40.300000000000004
2019-01-03,61,65.0,,0.65,39.65
2019-01-04,55,65.0,,0.65,35.75
2019-01-05,44,65.0,,0.65,28.6
2019-01-06,49,65.0,,0.65,31.85
2019-01-07,61,65.0,,0.65,39.65
2019-01-08,67,65.0,,0.65,43.550000000000004
2019-01-09,52,65.0,,0.65,33.800000000000004
2019-01-10,66,65.0,,0.65,42.9
2019-01-11,57,65.0,,0.65,37.050000000000004
2019-01-12,37,65.0,,0.65,24.05
2019-01-13,36,65.0,,0.65,23.400000000000002
2019-01-14,46,65.0,,0.65,29.900000000000002
2019-01-15,83,65.0,,0.65,53.95
2019-01-16,58,65.0,,0.65,37.7
2019-01-17,55,65.0,,0.65,35.75
2019-01-18,57,65.0,,0.65,37.050000000000004
2019-01-19,33,65.0,,0.65,21.45
2019-01-20,35,65.0,,0.65,22.75
2019-01-21,41,65.0,,0.65,26.650000000000002
2019-01-22,51,65.0,,0.65,33.15
2019-01-23,54,65.0,,0.65,35.1
2019-01-24,61,65.0,,0.65,39.65
2019-01-25,52,65.0,,0.65,33.800000000000004
2019-01-26,40,65.0,,0.65,26.0
2019-01-27,62,65.0,,0.65,40.300000000000004
2019-01-28,62,65.0,,0.65,40.300000000000004
2019-01-29,63,65.0,,0.65,40.95
2019-01-30,100,65.0,,0.65,65.0
2019-01-31,81,65.0,,0.65,52.65
2019-02-01,100,68.0,False,0.68,68.0
2019-02-02,53,68.0,,0.68,36.04
2019-02-03,73,68.0,,0.68,49.64
2019-02-04,81,68.0,,0.68,55.080000000000005
2019-02-05,54,68.0,,0.68,36.720000000000006
2019-02-06,68,68.0,,0.68,46.24
2019-02-07,91,68.0,,0.68,61.88
2019-02-08,84,68.0,,0.68,57.120000000000005
2019-02-09,83,68.0,,0.68,56.440000000000005
2019-02-10,64,68.0,,0.68,43.52
2019-02-11,84,68.0,,0.68,57.120000000000005
2019-02-12,80,68.0,,0.68,54.400000000000006
2019-02-13,77,68.0,,0.68,52.36000000000001
2019-02-14,90,68.0,,0.68,61.2
2019-02-15,85,68.0,,0.68,57.800000000000004
2019-02-16,66,68.0,,0.68,44.88
2019-02-17,68,68.0,,0.68,46.24
2019-02-18,57,68.0,,0.68,38.760000000000005
2019-02-19,92,68.0,,0.68,62.56
2019-02-20,94,68.0,,0.68,63.92
2019-02-21,88,68.0,,0.68,59.84
2019-02-22,73,68.0,,0.68,49.64
2019-02-23,55,68.0,,0.68,37.400000000000006
2019-02-24,58,68.0,,0.68,39.440000000000005
2019-02-25,71,68.0,,0.68,48.28
2019-02-26,81,68.0,,0.68,55.080000000000005
2019-02-27,70,68.0,,0.68,47.6
2019-02-28,87,68.0,,0.68,59.160000000000004
2019-03-01,76,64.0,False,0.64,48.64
2019-03-02,51,64.0,,0.64,32.64
2019-03-03,41,64.0,,0.64,26.240000000000002
2019-03-04,82,64.0,,0.64,52.480000000000004
2019-03-05,83,64.0,,0.64,53.120000000000005
2019-03-06,82,64.0,,0.64,52.480000000000004
2019-03-07,88,64.0,,0.64,56.32
2019-03-08,93,64.0,,0.64,59.52
2019-03-09,61,64.0,,0.64,39.04
2019-03-10,41,64.0,,0.64,26.240000000000002
2019-03-11,78,64.0,,0.64,49.92
2019-03-12,71,64.0,,0.64,45.44
2019-03-13,72,64.0,,0.64,46.08
2019-03-14,70,64.0,,0.64,44.800000000000004
2019-03-15,100,64.0,,0.64,64.0
2019-03-16,56,64.0,,0.64,35.84
2019-03-17,45,64.0,,0.64,28.8
2019-03-18,81,64.0,,0.64,51.84
2019-03-19,83,64.0,,0.64,53.120000000000005
2019-03-20,63,64.0,,0.64,40.32
2019-03-21,78,64.0,,0.64,49.92
2019-03-22,79,64.0,,0.64,50.56
2019-03-23,54,64.0,,0.64,34.56
2019-03-24,35,64.0,,0.64,22.400000000000002
2019-03-25,78,64.0,,0.64,49.92
2019-03-26,95,64.0,,0.64,60.800000000000004
2019-03-27,77,64.0,,0.64,49.28
2019-03-28,98,64.0,,0.64,62.72
2019-03-29,94,64.0,,0.64,60.160000000000004
2019-03-30,45,64.0,,0.64,28.8
2019-03-31,43,64.0,,0.64,27.52
2019-04-01,48,68.0,False,0.68,32.64
2019-04-02,37,68.0,,0.68,25.16
2019-04-03,46,68.0,,0.68,31.28
2019-04-04,56,68.0,,0.68,38.080000000000005
2019-04-05,43,68.0,,0.68,29.240000000000002
2019-04-06,31,68.0,,0.68,21.080000000000002
2019-04-07,35,68.0,,0.68,23.8
2019-04-08,58,68.0,,0.68,39.440000000000005
2019-04-09,35,68.0,,0.68,23.8
2019-04-10,39,68.0,,0.68,26.520000000000003
2019-04-11,46,68.0,,0.68,31.28
2019-04-12,52,68.0,,0.68,35.36
2019-04-13,30,68.0,,0.68,20.400000000000002
2019-04-14,28,68.0,,0.68,19.040000000000003
2019-04-15,36,68.0,,0.68,24.48
2019-04-16,45,68.0,,0.68,30.6
2019-04-17,46,68.0,,0.68,31.28
2019-04-18,52,68.0,,0.68,35.36
2019-04-19,44,68.0,,0.68,29.92
2019-04-20,19,68.0,,0.68,12.920000000000002
2019-04-21,30,68.0,,0.68,20.400000000000002
2019-04-22,38,68.0,,0.68,25.840000000000003
2019-04-23,42,68.0,,0.68,28.560000000000002
2019-04-24,55,68.0,,0.68,37.400000000000006
2019-04-25,43,68.0,,0.68,29.240000000000002
2019-04-26,43,68.0,,0.68,29.240000000000002
2019-04-27,38,68.0,,0.68,25.840000000000003
2019-04-28,30,68.0,,0.68,20.400000000000002
2019-04-29,49,68.0,,0.68,33.32
2019-04-30,100,68.0,,0.68,68.0
2019-05-01,74,70.0,False,0.7,51.8
2019-05-02,77,70.0,,0.7,53.9
2019-05-03,67,70.0,,0.7,46.9
2019-05-04,37,70.0,,0.7,25.9
2019-05-05,46,70.0,,0.7,32.199999999999996
2019-05-06,75,70.0,,0.7,52.5
2019-05-07,78,70.0,,0.7,54.599999999999994
2019-05-08,78,70.0,,0.7,54.599999999999994
2019-05-09,73,70.0,,0.7,51.099999999999994
2019-05-10,74,70.0,,0.7,51.8
2019-05-11,24,70.0,,0.7,16.799999999999997
2019-05-12,55,70.0,,0.7,38.5
2019-05-13,100,70.0,,0.7,70.0
2019-05-14,70,70.0,,0.7,49.0
2019-05-15,64,70.0,,0.7,44.8
2019-05-16,73,70.0,,0.7,51.099999999999994
2019-05-17,63,70.0,,0.7,44.099999999999994
2019-05-18,33,70.0,,0.7,23.099999999999998
2019-05-19,47,70.0,,0.7,32.9
2019-05-20,57,70.0,,0.7,39.9
2019-05-21,82,70.0,,0.7,57.4
2019-05-22,72,70.0,,0.7,50.4
2019-05-23,61,70.0,,0.7,42.699999999999996
2019-05-24,59,70.0,,0.7,41.3
2019-05-25,55,70.0,,0.7,38.5
2019-05-26,51,70.0,,0.7,35.699999999999996
2019-05-27,60,70.0,,0.7,42.0
2019-05-28,75,70.0,,0.7,52.5
2019-05-29,65,70.0,,0.7,45.5
2019-05-30,67,70.0,,0.7,46.9
2019-05-31,85,70.0,,0.7,59.49999999999999
2019-06-01,47,85.0,False,0.85,39.949999999999996
2019-06-02,40,85.0,,0.85,34.0
2019-06-03,46,85.0,,0.85,39.1
2019-06-04,48,85.0,,0.85,40.8
2019-06-05,61,85.0,,0.85,51.85
2019-06-06,71,85.0,,0.85,60.35
2019-06-07,65,85.0,,0.85,55.25
2019-06-08,36,85.0,,0.85,30.599999999999998
2019-06-09,44,85.0,,0.85,37.4
2019-06-10,66,85.0,,0.85,56.1
2019-06-11,70,85.0,,0.85,59.5
2019-06-12,76,85.0,,0.85,64.6
2019-06-13,72,85.0,,0.85,61.199999999999996
2019-06-14,76,85.0,,0.85,64.6
2019-06-15,71,85.0,,0.85,60.35
2019-06-16,46,85.0,,0.85,39.1
2019-06-17,64,85.0,,0.85,54.4
2019-06-18,94,85.0,,0.85,79.89999999999999
2019-06-19,76,85.0,,0.85,64.6
2019-06-20,98,85.0,,0.85,83.3
2019-06-21,73,85.0,,0.85,62.05
2019-06-22,100,85.0,,0.85,85.0
2019-06-23,53,85.0,,0.85,45.05
2019-06-24,72,85.0,,0.85,61.199999999999996
2019-06-25,59,85.0,,0.85,50.15
2019-06-26,60,85.0,,0.85,51.0
2019-06-27,75,85.0,,0.85,63.75
2019-06-28,49,85.0,,0.85,41.65
2019-06-29,48,85.0,,0.85,40.8
2019-06-30,44,85.0,,0.85,37.4
2019-07-01,54,79.0,False,0.79,42.660000000000004
2019-07-02,56,79.0,,0.79,44.24
2019-07-03,65,79.0,,0.79,51.35
2019-07-04,32,79.0,,0.79,25.28
2019-07-05,60,79.0,,0.79,47.400000000000006
2019-07-06,31,79.0,,0.79,24.490000000000002
2019-07-07,38,79.0,,0.79,30.020000000000003
2019-07-08,43,79.0,,0.79,33.97
2019-07-09,47,79.0,,0.79,37.13
2019-07-10,31,79.0,,0.79,24.490000000000002
2019-07-11,54,79.0,,0.79,42.660000000000004
2019-07-12,53,79.0,,0.79,41.870000000000005
2019-07-13,33,79.0,,0.79,26.07
2019-07-14,31,79.0,,0.79,24.490000000000002
2019-07-15,42,79.0,,0.79,33.18
2019-07-16,48,79.0,,0.79,37.92
2019-07-17,44,79.0,,0.79,34.760000000000005
2019-07-18,30,79.0,,0.79,23.700000000000003
2019-07-19,49,79.0,,0.79,38.71
2019-07-20,26,79.0,,0.79,20.54
2019-07-21,39,79.0,,0.79,30.810000000000002
2019-07-22,41,79.0,,0.79,32.39
2019-07-23,30,79.0,,0.79,23.700000000000003
2019-07-24,51,79.0,,0.79,40.29
2019-07-25,64,79.0,,0.79,50.56
2019-07-26,100,79.0,,0.79,79.0
2019-07-27,34,79.0,,0.79,26.86
2019-07-28,12,79.0,,0.79,9.48
2019-07-29,54,79.0,,0.79,42.660000000000004
2019-07-30,54,79.0,,0.79,42.660000000000004
2019-07-31,45,79.0,,0.79,35.550000000000004
2019-08-01,59,74.0,False,0.74,43.66
2019-08-02,87,74.0,,0.74,64.38
2019-08-03,52,74.0,,0.74,38.48
2019-08-04,42,74.0,,0.74,31.08
2019-08-05,62,74.0,,0.74,45.88
2019-08-06,100,74.0,,0.74,74.0
2019-08-07,72,74.0,,0.74,53.28
2019-08-08,77,74.0,,0.74,56.98
2019-08-09,69,74.0,,0.74,51.06
2019-08-10,45,74.0,,0.74,33.3
2019-08-11,37,74.0,,0.74,27.38
