date,DE_unscaled,DE_monthly,isPartial,scale,DE
2018-01-13,96,75.0,,0.75,72.0
2018-01-14,93,75.0,,0.75,69.75
2018-01-15,92,75.0,,0.75,69.0
2018-01-16,90,75.0,,0.75,67.5
2018-01-17,93,75.0,,0.75,69.75
2018-01-18,92,75.0,,0.75,69.0
2018-01-19,91,75.0,,0.75,68.25
2018-01-20,93,75.0,,0.75,69.75
2018-01-21,92,75.0,,0.75,69.0
2018-01-22,90,75.0,,0.75,67.5
2018-01-23,88,75.0,,0.75,66.0
2018-01-24,91,75.0,,0.75,68.25
2018-01-25,95,75.0,,0.75,71.25
2018-01-26,90,75.0,,0.75,67.5
2018-01-27,97,75.0,,0.75,72.75
2018-01-28,98,75.0,,0.75,73.5
2018-01-29,88,75.0,,0.75,66.0
2018-01-30,88,75.0,,0.75,66.0
2018-01-31,91,75.0,,0.75,68.25
2018-02-01,82,76.0,False,0.76,62.32
2018-02-02,83,76.0,,0.76,63.08
2018-02-03,84,76.0,,0.76,63.84
2018-02-04,83,76.0,,0.76,63.08
2018-02-05,76,76.0,,0.76,57.76
2018-02-06,84,76.0,,0.76,63.84
2018-02-07,81,76.0,,0.76,61.56
2018-02-08,81,76.0,,0.76,61.56
2018-02-09,80,76.0,,0.76,60.8
2018-02-10,87,76.0,,0.76,66.12
2018-02-11,87,76.0,,0.76,66.12
2018-02-12,79,76.0,,0.76,60.04
2018-02-13,82,76.0,,0.76,62.32
2018-02-14,100,76.0,,0.76,76.0
2018-02-15,81,76.0,,0.76,61.56
2018-02-16,79,76.0,,0.76,60.04
2018-02-17,88,76.0,,0.76,66.88
2018-02-18,85,76.0,,0.76,64.6
2018-02-19,81,76.0,,0.76,61.56
2018-02-20,80,76.0,,0.76,60.8
2018-02-21,83,76.0,,0.76,63.08
2018-02-22,82,76.0,,0.76,62.32
2018-02-23,81,76.0,,0.76,61.56
2018-02-24,83,76.0,,0.76,63.08
2018-02-25,86,76.0,,0.76,65.36
2018-02-26,77,76.0,,0.76,58.52
2018-02-27,83,76.0,,0.76,63.08
2018-02-28,83,76.0,,0.76,63.08
2018-03-01,90,76.0,False,0.76,68.4
2018-03-02,86,76.0,,0.76,65.36
2018-03-03,93,76.0,,0.76,70.68
2018-03-04,97,76.0,,0.76,73.72
2018-03-05,87,76.0,,0.76,66.12
2018-03-06,92,76.0,,0.76,69.92
2018-03-07,89,76.0,,0.76,67.64
2018-03-08,100,76.0,,0.76,76.0
2018-03-09,88,76.0,,0.76,66.88
2018-03-10,94,76.0,,0.76,71.44
2018-03-11,98,76.0,,0.76,74.48
2018-03-12,90,76.0,,0.76,68.4
2018-03-13,89,76.0,,0.76,67.64
2018-03-14,92,76.0,,0.76,69.92
2018-03-15,86,76.0,,0.76,65.36
2018-03-16,86,76.0,,0.76,65.36
2018-03-17,93,76.0,,0.76,70.68
2018-03-18,100,76.0,,0.76,76.0
2018-03-19,87,76.0,,0.76,66.12
2018-03-20,87,76.0,,0.76,66.12
2018-03-21,91,76.0,,0.76,69.16
2018-03-22,92,76.0,,0.76,69.92
2018-03-23,89,76.0,,0.76,67.64
2018-03-24,93,76.0,,0.76,70.68
2018-03-25,98,76.0,,0.76,74.48
2018-03-26,88,76.0,,0.76,66.88
2018-03-27,91,76.0,,0.76,69.16
2018-03-28,91,76.0,,0.76,69.16
2018-03-29,89,76.0,,0.76,67.64
2018-03-30,90,76.0,,0.76,68.4
2018-03-31,95,76.0,,0.76,72.2
2018-04-01,99,74.0,False,0.74,73.26
2018-04-02,87,74.0,,0.74,64.38
2018-04-03,90,74.0,,0.74,66.6
2018-04-04,91,74.0,,0.74,67.34
2018-04-05,95,74.0,,0.74,70.3
2018-04-06,90,74.0,,0.74,66.6
2018-04-07,95,74.0,,0.74,70.3
2018-04-08,98,74.0,,0.74,72.52
2018-04-09,91,74.0,,0.74,67.34
2018-04-10,94,74.0,,0.74,69.56
2018-04-11,87,74.0,,0.74,64.38
2018-04-12,93,74.0,,0.74,68.82
2018-04-13,90,74.0,,0.74,66.6
2018-04-14,97,74.0,,0.74,71.78
2018-04-15,98,74.0,,0.74,72.52
2018-04-16,92,74.0,,0.74,68.08
2018-04-17,91,74.0,,0.74,67.34
2018-04-18,92,74.0,,0.74,68.08
2018-04-19,93,74.0,,0.74,68.82
2018-04-20,91,74.0,,0.74,67.34
2018-04-21,96,74.0,,0.74,71.03999999999999
2018-04-22,100,74.0,,0.74,74.0
2018-04-23,92,74.0,,0.74,68.08
2018-04-24,93,74.0,,0.74,68.82
2018-04-25,93,74.0,,0.74,68.82
2018-04-26,92,74.0,,0.74,68.08
2018-04-27,90,74.0,,0.74,66.6
2018-04-28,99,74.0,,0.74,73.26
2018-04-29,98,74.0,,0.74,72.52
2018-04-30,94,74.0,,0.74,69.56
2018-05-01,57,80.0,False,0.8,45.6
2018-05-02,59,80.0,,0.8,47.2
2018-05-03,61,80.0,,0.8,48.800000000000004
2018-05-04,70,80.0,,0.8,56.0
2018-05-05,100,80.0,,0.8,80.0
2018-05-06,75,80.0,,0.8,60.0
2018-05-07,57,80.0,,0.8,45.6
2018-05-08,55,80.0,,0.8,44.0
2018-05-09,56,80.0,,0.8,44.800000000000004
2018-05-10,72,80.0,,0.8,57.6
2018-05-11,57,80.0,,0.8,45.6
2018-05-12,58,80.0,,0.8,46.400000000000006
2018-05-13,67,80.0,,0.8,53.6
2018-05-14,56,80.0,,0.8,44.800000000000004
2018-05-15,56,80.0,,0.8,44.800000000000004
2018-05-16,56,80.0,,0.8,44.800000000000004
2018-05-17,55,80.0,,0.8,44.0
2018-05-18,55,80.0,,0.8,44.0
2018-05-19,58,80.0,,0.8,46.400000000000006
2018-05-20,59,80.0,,0.8,47.2
2018-05-21,55,80.0,,0.8,44.0
2018-05-22,54,80.0,,0.8,43.2
2018-05-23,56,80.0,,0.8,44.800000000000004
2018-05-24,55,80.0,,0.8,44.0
2018-05-25,55,80.0,,0.8,44.0
2018-05-26,58,80.0,,0.8,46.400000000000006
2018-05-27,59,80.0,,0.8,47.2
2018-05-28,61,80.0,,0.8,48.800000000000004
2018-05-29,55,80.0,,0.8,44.0
2018-05-30,53,80.0,,0.8,42.400000000000006
2018-05-31,56,80.0,,0.8,44.800000000000004
2018-06-01,78,78.0,False,0.78,60.84
2018-06-02,84,78.0,,0.78,65.52
2018-06-03,86,78.0,,0.78,67.08
2018-06-04,81,78.0,,0.78,63.18
2018-06-05,82,78.0,,0.78,63.96
2018-06-06,81,78.0,,0.78,63.18
2018-06-07,81,78.0,,0.78,63.18
2018-06-08,79,78.0,,0.78,61.620000000000005
2018-06-09,85,78.0,,0.78,66.3
2018-06-10,87,78.0,,0.78,67.86
2018-06-11,94,78.0,,0.78,73.32000000000001
2018-06-12,88,78.0,,0.78,68.64
2018-06-13,90,78.0,,0.78,70.2
2018-06-14,85,78.0,,0.78,66.3
2018-06-15,83,78.0,,0.78,64.74000000000001
2018-06-16,89,78.0,,0.78,69.42
2018-06-17,100,78.0,,0.78,78.0
2018-06-18,85,78.0,,0.78,66.3
2018-06-19,83,78.0,,0.78,64.74000000000001
2018-06-20,86,78.0,,0.78,67.08
2018-06-21,83,78.0,,0.78,64.74000000000001
2018-06-22,84,78.0,,0.78,65.52
2018-06-23,93,78.0,,0.78,72.54
2018-06-24,91,78.0,,0.78,70.98
2018-06-25,84,78.0,,0.78,65.52
2018-06-26,87,78.0,,0.78,67.86
2018-06-27,89,78.0,,0.78,69.42
2018-06-28,87,78.0,,0.78,67.86
2018-06-29,82,78.0,,0.78,63.96
2018-06-30,89,78.0,,0.78,69.42
2018-07-01,96,79.0,False,0.79,75.84
2018-07-02,98,79.0,,0.79,77.42
2018-07-03,89,79.0,,0.79,70.31
2018-07-04,100,79.0,,0.79,79.0
2018-07-05,90,79.0,,0.79,71.10000000000001
2018-07-06,89,79.0,,0.79,70.31
2018-07-07,98,79.0,,0.79,77.42
2018-07-08,96,79.0,,0.79,75.84
2018-07-09,87,79.0,,0.79,68.73
2018-07-10,90,79.0,,0.79,71.10000000000001
2018-07-11,89,79.0,,0.79,70.31
2018-07-12,87,79.0,,0.79,68.73
2018-07-13,87,79.0,,0.79,68.73
2018-07-14,92,79.0,,0.79,72.68
2018-07-15,94,79.0,,0.79,74.26
2018-07-16,88,79.0,,0.79,69.52000000000001
2018-07-17,87,79.0,,0.79,68.73
2018-07-18,89,79.0,,0.79,70.31
2018-07-19,92,79.0,,0.79,72.68
2018-07-20,89,79.0,,0.79,70.31
2018-07-21,92,79.0,,0.79,72.68
2018-07-22,93,79.0,,0.79,73.47
2018-07-23,87,79.0,,0.79,68.73
2018-07-24,87,79.0,,0.79,68.73
2018-07-25,89,79.0,,0.79,70.31
2018-07-26,91,79.0,,0.79,71.89
2018-07-27,91,79.0,,0.79,71.89
2018-07-28,96,79.0,,0.79,75.84
2018-07-29,100,79.0,,0.79,79.0
2018-07-30,86,79.0,,0.79,67.94
2018-07-31,82,79.0,,0.79,64.78
2018-08-01,91,75.0,False,0.75,68.25
2018-08-02,90,75.0,,0.75,67.5
2018-08-03,93,75.0,,0.75,69.75
2018-08-04,98,75.0,,0.75,73.5
2018-08-05,96,75.0,,0.75,72.0
2018-08-06,91,75.0,,0.75,68.25
2018-08-07,91,75.0,,0.75,68.25
2018-08-08,92,75.0,,0.75,69.0
2018-08-09,90,75.0,,0.75,67.5
2018-08-10,89,75.0,,0.75,66.75
2018-08-11,96,75.0,,0.75,72.0
2018-08-12,99,75.0,,0.75,74.25
2018-08-13,91,75.0,,0.75,68.25
2018-08-14,94,75.0,,0.75,70.5
2018-08-15,91,75.0,,0.75,68.25
2018-08-16,91,75.0,,0.75,68.25
2018-08-17,94,75.0,,0.75,70.5
2018-08-18,99,75.0,,0.75,74.25
2018-08-19,100,75.0,,0.75,75.0
2018-08-20,89,75.0,,0.75,66.75
2018-08-21,91,75.0,,0.75,68.25
2018-08-22,90,75.0,,0.75,67.5
2018-08-23,92,75.0,,0.75,69.0
2018-08-24,90,75.0,,0.75,67.5
2018-08-25,97,75.0,,0.75,72.75
2018-08-26,97,75.0,,0.75,72.75
2018-08-27,91,75.0,,0.75,68.25
2018-08-28,92,75.0,,0.75,69.0
2018-08-29,94,75.0,,0.75,70.5
2018-08-30,95,75.0,,0.75,71.25
2018-08-31,89,75.0,,0.75,66.75
2018-09-01,90,76.0,False,0.76,68.4
2018-09-02,95,76.0,,0.76,72.2
2018-09-03,95,76.0,,0.76,72.2
2018-09-04,85,76.0,,0.76,64.6
2018-09-05,84,76.0,,0.76,63.84
2018-09-06,85,76.0,,0.76,64.6
2018-09-07,83,76.0,,0.76,63.08
2018-09-08,89,76.0,,0.76,67.64
2018-09-09,86,76.0,,0.76,65.36
2018-09-10,86,76.0,,0.76,65.36
2018-09-11,91,76.0,,0.76,69.16
2018-09-12,90,76.0,,0.76,68.4
2018-09-13,89,76.0,,0.76,67.64
2018-09-14,85,76.0,,0.76,64.6
2018-09-15,95,76.0,,0.76,72.2
2018-09-16,100,76.0,,0.76,76.0
2018-09-17,87,76.0,,0.76,66.12
2018-09-18,87,76.0,,0.76,66.12
2018-09-19,89,76.0,,0.76,67.64
2018-09-20,88,76.0,,0.76,66.88
2018-09-21,86,76.0,,0.76,65.36
2018-09-22,91,76.0,,0.76,69.16
2018-09-23,91,76.0,,0.76,69.16
2018-09-24,86,76.0,,0.76,65.36
2018-09-25,88,76.0,,0.76,66.88
2018-09-26,88,76.0,,0.76,66.88
2018-09-27,88,76.0,,0.76,66.88
2018-09-28,85,76.0,,0.76,64.6
2018-09-29,90,76.0,,0.76,68.4
2018-09-30,91,76.0,,0.76,69.16
2018-10-01,87,77.0,False,0.77,66.99
2018-10-02,89,77.0,,0.77,68.53
2018-10-03,89,77.0,,0.77,68.53
2018-10-04,85,77.0,,0.77,65.45
2018-10-05,86,77.0,,0.77,66.22
2018-10-06,91,77.0,,0.77,70.07000000000001
2018-10-07,94,77.0,,0.77,72.38
2018-10-08,90,77.0,,0.77,69.3
2018-10-09,92,77.0,,0.77,70.84
2018-10-10,91,77.0,,0.77,70.07000000000001
2018-10-11,91,77.0,,0.77,70.07000000000001
2018-10-12,92,77.0,,0.77,70.84
2018-10-13,94,77.0,,0.77,72.38
2018-10-14,94,77.0,,0.77,72.38
2018-10-15,88,77.0,,0.77,67.76
2018-10-16,85,77.0,,0.77,65.45
2018-10-17,89,77.0,,0.77,68.53
2018-10-18,91,77.0,,0.77,70.07000000000001
2018-10-19,87,77.0,,0.77,66.99
2018-10-20,93,77.0,,0.77,71.61
2018-10-21,95,77.0,,0.77,73.15
2018-10-22,90,77.0,,0.77,69.3
2018-10-23,89,77.0,,0.77,68.53
2018-10-24,92,77.0,,0.77,70.84
2018-10-25,94,77.0,,0.77,72.38
2018-10-26,89,77.0,,0.77,68.53
2018-10-27,97,77.0,,0.77,74.69
2018-10-28,100,77.0,,0.77,77.0
2018-10-29,91,77.0,,0.77,70.07000000000001
2018-10-30,95,77.0,,0.77,73.15
2018-10-31,98,77.0,,0.77,75.46000000000001
2018-11-01,95,75.0,False,0.75,71.25
2018-11-02,91,75.0,,0.75,68.25
2018-11-03,90,75.0,,0.75,67.5
2018-11-04,91,75.0,,0.75,68.25
2018-11-05,87,75.0,,0.75,65.25
2018-11-06,84,75.0,,0.75,63.0
2018-11-07,82,75.0,,0.75,61.5
2018-11-08,81,75.0,,0.75,60.75
2018-11-09,81,75.0,,0.75,60.75
2018-11-10,85,75.0,,0.75,63.75
2018-11-11,89,75.0,,0.75,66.75
2018-11-12,79,75.0,,0.75,59.25
2018-11-13,81,75.0,,0.75,60.75
2018-11-14,82,75.0,,0.75,61.5
2018-11-15,80,75.0,,0.75,60.0
2018-11-16,81,75.0,,0.75,60.75
2018-11-17,83,75.0,,0.75,62.25
2018-11-18,81,75.0,,0.75,60.75
2018-11-19,79,75.0,,0.75,59.25
2018-11-20,79,75.0,,0.75,59.25
2018-11-21,85,75.0,,0.75,63.75
2018-11-22,100,75.0,,0.75,75.0
2018-11-23,78,75.0,,0.75,58.5
2018-11-24,83,75.0,,0.75,62.25
2018-11-25,86,75.0,,0.75,64.5
2018-11-26,75,75.0,,0.75,56.25
2018-11-27,81,75.0,,0.75,60.75
2018-11-28,82,75.0,,0.75,61.5
2018-11-29,82,75.0,,0.75,61.5
2018-11-30,80,75.0,,0.75,60.0
2018-12-01,92,70.0,False,0.7,64.39999999999999
2018-12-02,95,70.0,,0.7,66.5
2018-12-03,91,70.0,,0.7,63.699999999999996
2018-12-04,93,70.0,,0.7,65.1
2018-12-05,92,70.0,,0.7,64.39999999999999
2018-12-06,91,70.0,,0.7,63.699999999999996
2018-12-07,89,70.0,,0.7,62.3
2018-12-08,95,70.0,,0.7,66.5
2018-12-09,94,70.0,,0.7,65.8
2018-12-10,88,70.0,,0.7,61.599999999999994
2018-12-11,89,70.0,,0.7,62.3
2018-12-12,93,70.0,,0.7,65.1
2018-12-13,89,70.0,,0.7,62.3
2018-12-14,91,70.0,,0.7,63.699999999999996
2018-12-15,100,70.0,,0.7,70.0
2018-12-16,93,70.0,,0.7,65.1
2018-12-17,89,70.0,,0.7,62.3
2018-12-18,92,70.0,,0.7,64.39999999999999
2018-12-19,89,70.0,,0.7,62.3
2018-12-20,89,70.0,,0.7,62.3
2018-12-21,90,70.0,,0.7,62.99999999999999
2018-12-22,95,70.0,,0.7,66.5
2018-12-23,96,70.0,,0.7,67.19999999999999
2018-12-24,95,70.0,,0.7,66.5
2018-12-25,96,70.0,,0.7,67.19999999999999
2018-12-26,84,70.0,,0.7,58.8
2018-12-27,84,70.0,,0.7,58.8
2018-12-28,86,70.0,,0.7,60.199999999999996
2018-12-29,92,70.0,,0.7,64.39999999999999
2018-12-30,92,70.0,,0.7,64.39999999999999
2018-12-31,93,70.0,,0.7,65.1
2019-01-01,90,76.0,False,0.76,68.4
2019-01-02,87,76.0,,0.76,66.12
2019-01-03,89,76.0,,0.76,67.64
2019-01-04,89,76.0,,0.76,67.64
2019-01-05,97,76.0,,0.76,73.72
2019-01-06,99,76.0,,0.76,75.24
2019-01-07,89,76.0,,0.76,67.64
2019-01-08,87,76.0,,0.76,66.12
2019-01-09,91,76.0,,0.76,69.16
2019-01-10,88,76.0,,0.76,66.88
2019-01-11,92,76.0,,0.76,69.92
2019-01-12,95,76.0,,0.76,72.2
2019-01-13,95,76.0,,0.76,72.2
2019-01-14,94,76.0,,0.76,71.44
2019-01-15,89,76.0,,0.76,67.64
2019-01-16,96,76.0,,0.76,72.96000000000001
2019-01-17,89,76.0,,0.76,67.64
2019-01-18,91,76.0,,0.76,69.16
2019-01-19,95,76.0,,0.76,72.2
2019-01-20,97,76.0,,0.76,73.72
2019-01-21,95,76.0,,0.76,72.2
2019-01-22,92,76.0,,0.76,69.92
2019-01-23,92,76.0,,0.76,69.92
2019-01-24,95,76.0,,0.76,72.2
2019-01-25,92,76.0,,0.76,69.92
2019-01-26,95,76.0,,0.76,72.2
2019-01-27,100,76.0,,0.76,76.0
2019-01-28,91,76.0,,0.76,69.16
2019-01-29,89,76.0,,0.76,67.64
2019-01-30,93,76.0,,0.76,70.68
2019-01-31,93,76.0,,0.76,70.68
2019-02-01,81,75.0,False,0.75,60.75
2019-02-02,89,75.0,,0.75,66.75
2019-02-03,93,75.0,,0.75,69.75
2019-02-04,80,75.0,,0.75,60.0
2019-02-05,86,75.0,,0.75,64.5
2019-02-06,85,75.0,,0.75,63.75
2019-02-07,83,75.0,,0.75,62.25
2019-02-08,85,75.0,,0.75,63.75
2019-02-09,91,75.0,,0.75,68.25
2019-02-10,94,75.0,,0.75,70.5
2019-02-11,82,75.0,,0.75,61.5
2019-02-12,86,75.0,,0.75,64.5
2019-02-13,86,75.0,,0.75,64.5
2019-02-14,100,75.0,,0.75,75.0
2019-02-15,84,75.0,,0.75,63.0
2019-02-16,89,75.0,,0.75,66.75
2019-02-17,89,75.0,,0.75,66.75
2019-02-18,83,75.0,,0.75,62.25
2019-02-19,83,75.0,,0.75,62.25
2019-02-20,86,75.0,,0.75,64.5
2019-02-21,82,75.0,,0.75,61.5
2019-02-22,85,75.0,,0.75,63.75
2019-02-23,88,75.0,,0.75,66.0
2019-02-24,94,75.0,,0.75,70.5
2019-02-25,80,75.0,,0.75,60.0
2019-02-26,84,75.0,,0.75,63.0
2019-02-27,85,75.0,,0.75,63.75
2019-02-28,84,75.0,,0.75,63.0
2019-03-01,87,79.0,False,0.79,68.73
2019-03-02,96,79.0,,0.79,75.84
2019-03-03,94,79.0,,0.79,74.26
2019-03-04,88,79.0,,0.79,69.52000000000001
2019-03-05,95,79.0,,0.79,75.05
2019-03-06,97,79.0,,0.79,76.63000000000001
2019-03-07,92,79.0,,0.79,72.68
2019-03-08,100,79.0,,0.79,79.0
2019-03-09,97,79.0,,0.79,76.63000000000001
2019-03-10,97,79.0,,0.79,76.63000000000001
2019-03-11,91,79.0,,0.79,71.89
2019-03-12,93,79.0,,0.79,73.47
2019-03-13,91,79.0,,0.79,71.89
2019-03-14,90,79.0,,0.79,71.10000000000001
2019-03-15,90,79.0,,0.79,71.10000000000001
2019-03-16,95,79.0,,0.79,75.05
2019-03-17,96,79.0,,0.79,75.84
2019-03-18,88,79.0,,0.79,69.52000000000001
2019-03-19,92,79.0,,0.79,72.68
2019-03-20,95,79.0,,0.79,75.05
2019-03-21,89,79.0,,0.79,70.31
2019-03-22,87,79.0,,0.79,68.73
2019-03-23,94,79.0,,0.79,74.26
2019-03-24,100,79.0,,0.79,79.0
2019-03-25,90,79.0,,0.79,71.10000000000001
2019-03-26,92,79.0,,0.79,72.68
2019-03-27,91,79.0,,0.79,71.89
2019-03-28,90,79.0,,0.79,71.10000000000001
2019-03-29,90,79.0,,0.79,71.10000000000001
2019-03-30,93,79.0,,0.79,73.47
2019-03-31,96,79.0,,0.79,75.84
2019-04-01,83,77.0,False,0.77,63.910000000000004
2019-04-02,84,77.0,,0.77,64.68
2019-04-03,85,77.0,,0.77,65.45
2019-04-04,84,77.0,,0.77,64.68
2019-04-05,87,77.0,,0.77,66.99
2019-04-06,92,77.0,,0.77,70.84
2019-04-07,91,77.0,,0.77,70.07000000000001
2019-04-08,86,77.0,,0.77,66.22
2019-04-09,87,77.0,,0.77,66.99
2019-04-10,87,77.0,,0.77,66.99
2019-04-11,84,77.0,,0.77,64.68
2019-04-12,83,77.0,,0.77,63.910000000000004
2019-04-13,91,77.0,,0.77,70.07000000000001
2019-04-14,92,77.0,,0.77,70.84
2019-04-15,88,77.0,,0.77,67.76
2019-04-16,91,77.0,,0.77,70.07000000000001
2019-04-17,89,77.0,,0.77,68.53
2019-04-18,85,77.0,,0.77,65.45
2019-04-19,87,77.0,,0.77,66.99
2019-04-20,95,77.0,,0.77,73.15
2019-04-21,100,77.0,,0.77,77.0
2019-04-22,83,77.0,,0.77,63.910000000000004
2019-04-23,88,77.0,,0.77,67.76
2019-04-24,89,77.0,,0.77,68.53
2019-04-25,88,77.0,,0.77,67.76
2019-04-26,85,77.0,,0.77,65.45
2019-04-27,91,77.0,,0.77,70.07000000000001
2019-04-28,94,77.0,,0.77,72.38
2019-04-29,88,77.0,,0.77,67.76
2019-04-30,90,77.0,,0.77,69.3
2019-05-01,59,84.0,False,0.84,49.559999999999995
2019-05-02,58,84.0,,0.84,48.72
2019-05-03,62,84.0,,0.84,52.08
2019-05-04,68,84.0,,0.84,57.12
2019-05-05,100,84.0,,0.84,84.0
2019-05-06,61,84.0,,0.84,51.239999999999995
2019-05-07,54,84.0,,0.84,45.36
2019-05-08,56,84.0,,0.84,47.04
2019-05-09,55,84.0,,0.84,46.199999999999996
2019-05-10,72,84.0,,0.84,60.48
2019-05-11,59,84.0,,0.84,49.559999999999995
2019-05-12,69,84.0,,0.84,57.96
2019-05-13,55,84.0,,0.84,46.199999999999996
2019-05-14,55,84.0,,0.84,46.199999999999996
2019-05-15,55,84.0,,0.84,46.199999999999996
2019-05-16,56,84.0,,0.84,47.04
2019-05-17,54,84.0,,0.84,45.36
2019-05-18,57,84.0,,0.84,47.879999999999995
2019-05-19,59,84.0,,0.84,49.559999999999995
2019-05-20,54,84.0,,0.84,45.36
2019-05-21,55,84.0,,0.84,46.199999999999996
2019-05-22,56,84.0,,0.84,47.04
2019-05-23,55,84.0,,0.84,46.199999999999996
2019-05-24,60,84.0,,0.84,50.4
2019-05-25,64,84.0,,0.84,53.76
2019-05-26,64,84.0,,0.84,53.76
2019-05-27,65,84.0,,0.84,54.6
2019-05-28,57,84.0,,0.84,47.879999999999995
2019-05-29,57,84.0,,0.84,47.879999999999995
2019-05-30,55,84.0,,0.84,46.199999999999996
2019-05-31,56,84.0,,0.84,47.04
2019-06-01,91,78.0,False,0.78,70.98
2019-06-02,96,78.0,,0.78,74.88
2019-06-03,86,78.0,,0.78,67.08
2019-06-04,85,78.0,,0.78,66.3
2019-06-05,92,78.0,,0.78,71.76
2019-06-06,89,78.0,,0.78,69.42
2019-06-07,90,78.0,,0.78,70.2
2019-06-08,92,78.0,,0.78,71.76
2019-06-09,95,78.0,,0.78,74.10000000000001
2019-06-10,88,78.0,,0.78,68.64
2019-06-11,88,78.0,,0.78,68.64
2019-06-12,88,78.0,,0.78,68.64
2019-06-13,93,78.0,,0.78,72.54
2019-06-14,90,78.0,,0.78,70.2
2019-06-15,97,78.0,,0.78,75.66
2019-06-16,100,78.0,,0.78,78.0
2019-06-17,90,78.0,,0.78,70.2
2019-06-18,91,78.0,,0.78,70.98
2019-06-19,90,78.0,,0.78,70.2
2019-06-20,91,78.0,,0.78,70.98
2019-06-21,89,78.0,,0.78,69.42
2019-06-22,98,78.0,,0.78,76.44
2019-06-23,98,78.0,,0.78,76.44
2019-06-24,89,78.0,,0.78,69.42
2019-06-25,92,78.0,,0.78,71.76
2019-06-26,91,78.0,,0.78,70.98
2019-06-27,93,78.0,,0.78,72.54
2019-06-28,91,78.0,,0.78,70.98
2019-06-29,98,78.0,,0.78,76.44
2019-06-30,100,78.0,,0.78,78.0
2019-07-01,84,80.0,False,0.8,67.2
2019-07-02,83,80.0,,0.8,66.4
2019-07-03,86,80.0,,0.8,68.8
2019-07-04,99,80.0,,0.8,79.2
2019-07-05,89,80.0,,0.8,71.2
2019-07-06,94,80.0,,0.8,75.2
2019-07-07,95,80.0,,0.8,76.0
2019-07-08,87,80.0,,0.8,69.60000000000001
2019-07-09,85,80.0,,0.8,68.0
2019-07-10,82,80.0,,0.8,65.60000000000001
2019-07-11,86,80.0,,0.8,68.8
2019-07-12,85,80.0,,0.8,68.0
2019-07-13,96,80.0,,0.8,76.80000000000001
2019-07-14,93,80.0,,0.8,74.4
2019-07-15,85,80.0,,0.8,68.0
2019-07-16,83,80.0,,0.8,66.4
2019-07-17,87,80.0,,0.8,69.60000000000001
2019-07-18,86,80.0,,0.8,68.8
2019-07-19,85,80.0,,0.8,68.0
2019-07-20,91,80.0,,0.8,72.8
2019-07-21,94,80.0,,0.8,75.2
2019-07-22,89,80.0,,0.8,71.2
2019-07-23,89,80.0,,0.8,71.2
2019-07-24,86,80.0,,0.8,68.8
2019-07-25,86,80.0,,0.8,68.8
2019-07-26,89,80.0,,0.8,71.2
2019-07-27,100,80.0,,0.8,80.0
2019-07-28,100,80.0,,0.8,80.0
2019-07-29,87,80.0,,0.8,69.60000000000001
2019-07-30,83,80.0,,0.8,66.4
2019-07-31,82,80.0,,0.8,65.60000000000001
2019-08-01,89,78.0,False,0.78,69.42
2019-08-02,93,78.0,,0.78,72.54
2019-08-03,100,78.0,,0.78,78.0
2019-08-04,98,78.0,,0.78,76.44
2019-08-05,91,78.0,,0.78,70.98
2019-08-06,90,78.0,,0.78,70.2
2019-08-07,95,78.0,,0.78,74.10000000000001
2019-08-08,91,78.0,,0.78,70.98
2019-08-09,89,78.0,,0.78,69.42
2019-08-10,97,78.0,,0.78,75.66
2019-08-11,97,78.0,,0.78,75.66
2019-08-12,91,78.0,,0.78,70.98
2019-08-13,94,78.0,,0.78,73.32000000000001
2019-08-14,89,78.0,,0.78,69.42
2019-08-15,87,78.0,,0.78,67.86
2019-08-16,90,78.0,,0.78,70.2
2019-08-17,97,78.0,,0.78,75.66
2019-08-18,95,78.0,,0.78,74.10000000000001
2019-08-19,91,78.0,,0.78,70.98
2019-08-20,89,78.0,,0.78,69.42
2019-08-21,92,78.0,,0.78,71.76
2019-08-22,90,78.0,,0.78,70.2
2019-08-23,90,78.0,,0.78,70.2
2019-08-24,97,78.0,,0.78,75.66
2019-08-25,98,78.0,,0.78,76.44
2019-08-26,91,78.0,,0.78,70.98
2019-08-27,90,78.0,,0.78,70.2
2019-08-28,91,78.0,,0.78,70.98
2019-08-29,91,78.0,,0.78,70.98
2019-08-30,87,78.0,,0.78,67.86
2019-08-31,94,78.0,,0.78,73.32000000000001
2019-09-01,93,81.0,False,0.81,75.33
2019-09-02,94,81.0,,0.81,76.14
2019-09-03,87,81.0,,0.81,70.47
2019-09-04,86,81.0,,0.81,69.66000000000001
2019-09-05,89,81.0,,0.81,72.09
2019-09-06,86,81.0,,0.81,69.66000000000001
2019-09-07,94,81.0,,0.81,76.14
2019-09-08,91,81.0,,0.81,73.71000000000001
2019-09-09,87,81.0,,0.81,70.47
2019-09-10,87,81.0,,0.81,70.47
2019-09-11,89,81.0,,0.81,72.09
2019-09-12,91,81.0,,0.81,73.71000000000001
2019-09-13,88,81.0,,0.81,71.28
2019-09-14,94,81.0,,0.81,76.14
2019-09-15,94,81.0,,0.81,76.14
2019-09-16,91,81.0,,0.81,73.71000000000001
2019-09-17,91,81.0,,0.81,73.71000000000001
2019-09-18,92,81.0,,0.81,74.52000000000001
2019-09-19,88,81.0,,0.81,71.28
2019-09-20,89,81.0,,0.81,72.09
2019-09-21,93,81.0,,0.81,75.33
