date,GM_unscaled,GM_monthly,isPartial,scale,GM
2017-12-16,72,61.0,,0.61,43.92
2017-12-17,64,61.0,,0.61,39.04
2017-12-18,89,61.0,,0.61,54.29
2017-12-19,94,61.0,,0.61,57.339999999999996
2017-12-20,89,61.0,,0.61,54.29
2017-12-21,90,61.0,,0.61,54.9
2017-12-22,85,61.0,,0.61,51.85
2017-12-23,63,61.0,,0.61,38.43
2017-12-24,56,61.0,,0.61,34.16
2017-12-25,52,61.0,,0.61,31.72
2017-12-26,84,61.0,,0.61,51.24
2017-12-27,85,61.0,,0.61,51.85
2017-12-28,94,61.0,,0.61,57.339999999999996
2017-12-29,96,61.0,,0.61,58.56
2017-12-30,70,61.0,,0.61,42.699999999999996
2017-12-31,65,61.0,,0.61,39.65
2018-01-01,49,70.0,False,0.7,34.3
2018-01-02,79,70.0,,0.7,55.3
2018-01-03,76,70.0,,0.7,53.199999999999996
2018-01-04,75,70.0,,0.7,52.5
2018-01-05,79,70.0,,0.7,55.3
2018-01-06,73,70.0,,0.7,51.099999999999994
2018-01-07,66,70.0,,0.7,46.199999999999996
2018-01-08,100,70.0,,0.7,70.0
2018-01-09,86,70.0,,0.7,60.199999999999996
2018-01-10,76,70.0,,0.7,53.199999999999996
2018-01-11,74,70.0,,0.7,51.8
2018-01-12,81,70.0,,0.7,56.699999999999996
2018-01-13,65,70.0,,0.7,45.5
2018-01-14,54,70.0,,0.7,37.8
2018-01-15,69,70.0,,0.7,48.3
2018-01-16,79,70.0,,0.7,55.3
2018-01-17,74,70.0,,0.7,51.8
2018-01-18,74,70.0,,0.7,51.8
2018-01-19,77,70.0,,0.7,53.9
2018-01-20,58,70.0,,0.7,40.599999999999994
2018-01-21,53,70.0,,0.7,37.099999999999994
2018-01-22,80,70.0,,0.7,56.0
2018-01-23,78,70.0,,0.7,54.599999999999994
2018-01-24,78,70.0,,0.7,54.599999999999994
2018-01-25,77,70.0,,0.7,53.9
2018-01-26,75,70.0,,0.7,52.5
2018-01-27,65,70.0,,0.7,45.5
2018-01-28,56,70.0,,0.7,39.199999999999996
2018-01-29,78,70.0,,0.7,54.599999999999994
2018-01-30,80,70.0,,0.7,56.0
2018-01-31,84,70.0,,0.7,58.8
2018-02-01,94,69.0,False,0.69,64.86
2018-02-02,90,69.0,,0.69,62.099999999999994
2018-02-03,68,69.0,,0.69,46.919999999999995
2018-02-04,58,69.0,,0.69,40.019999999999996
2018-02-05,83,69.0,,0.69,57.269999999999996
2018-02-06,100,69.0,,0.69,69.0
2018-02-07,92,69.0,,0.69,63.48
2018-02-08,91,69.0,,0.69,62.78999999999999
2018-02-09,82,69.0,,0.69,56.58
2018-02-10,66,69.0,,0.69,45.54
2018-02-11,60,69.0,,0.69,41.4
2018-02-12,83,69.0,,0.69,57.269999999999996
2018-02-13,92,69.0,,0.69,63.48
2018-02-14,88,69.0,,0.69,60.72
2018-02-15,84,69.0,,0.69,57.959999999999994
2018-02-16,84,69.0,,0.69,57.959999999999994
2018-02-17,76,69.0,,0.69,52.44
2018-02-18,57,69.0,,0.69,39.33
2018-02-19,79,69.0,,0.69,54.51
2018-02-20,88,69.0,,0.69,60.72
2018-02-21,90,69.0,,0.69,62.099999999999994
2018-02-22,84,69.0,,0.69,57.959999999999994
2018-02-23,87,69.0,,0.69,60.029999999999994
2018-02-24,66,69.0,,0.69,45.54
2018-02-25,65,69.0,,0.69,44.849999999999994
2018-02-26,85,69.0,,0.69,58.65
2018-02-27,92,69.0,,0.69,63.48
2018-02-28,94,69.0,,0.69,64.86
2018-03-01,97,70.0,False,0.7,67.89999999999999
2018-03-02,100,70.0,,0.7,70.0
2018-03-03,84,70.0,,0.7,58.8
2018-03-04,78,70.0,,0.7,54.599999999999994
2018-03-05,94,70.0,,0.7,65.8
2018-03-06,77,70.0,,0.7,53.9
2018-03-07,87,70.0,,0.7,60.9
2018-03-08,78,70.0,,0.7,54.599999999999994
2018-03-09,81,70.0,,0.7,56.699999999999996
2018-03-10,67,70.0,,0.7,46.9
2018-03-11,57,70.0,,0.7,39.9
2018-03-12,85,70.0,,0.7,59.49999999999999
2018-03-13,81,70.0,,0.7,56.699999999999996
2018-03-14,83,70.0,,0.7,58.099999999999994
2018-03-15,84,70.0,,0.7,58.8
2018-03-16,77,70.0,,0.7,53.9
2018-03-17,64,70.0,,0.7,44.8
2018-03-18,55,70.0,,0.7,38.5
2018-03-19,87,70.0,,0.7,60.9
2018-03-20,80,70.0,,0.7,56.0
2018-03-21,76,70.0,,0.7,53.199999999999996
2018-03-22,81,70.0,,0.7,56.699999999999996
2018-03-23,82,70.0,,0.7,57.4
2018-03-24,62,70.0,,0.7,43.4
2018-03-25,65,70.0,,0.7,45.5
2018-03-26,87,70.0,,0.7,60.9
2018-03-27,83,70.0,,0.7,58.099999999999994
2018-03-28,85,70.0,,0.7,59.49999999999999
2018-03-29,75,70.0,,0.7,52.5
2018-03-30,80,70.0,,0.7,56.0
2018-03-31,63,70.0,,0.7,44.099999999999994
2018-04-01,61,68.0,False,0.68,41.480000000000004
2018-04-02,94,68.0,,0.68,63.92
2018-04-03,89,68.0,,0.68,60.52
2018-04-04,92,68.0,,0.68,62.56
2018-04-05,88,68.0,,0.68,59.84
2018-04-06,86,68.0,,0.68,58.480000000000004
2018-04-07,68,68.0,,0.68,46.24
2018-04-08,65,68.0,,0.68,44.2
2018-04-09,92,68.0,,0.68,62.56
2018-04-10,96,68.0,,0.68,65.28
2018-04-11,88,68.0,,0.68,59.84
2018-04-12,85,68.0,,0.68,57.800000000000004
2018-04-13,89,68.0,,0.68,60.52
2018-04-14,71,68.0,,0.68,48.28
2018-04-15,66,68.0,,0.68,44.88
2018-04-16,85,68.0,,0.68,57.800000000000004
2018-04-17,88,68.0,,0.68,59.84
2018-04-18,93,68.0,,0.68,63.24
2018-04-19,85,68.0,,0.68,57.800000000000004
2018-04-20,91,68.0,,0.68,61.88
2018-04-21,70,68.0,,0.68,47.6
2018-04-22,67,68.0,,0.68,45.56
2018-04-23,100,68.0,,0.68,68.0
2018-04-24,94,68.0,,0.68,63.92
2018-04-25,87,68.0,,0.68,59.160000000000004
2018-04-26,97,68.0,,0.68,65.96000000000001
2018-04-27,99,68.0,,0.68,67.32000000000001
2018-04-28,71,68.0,,0.68,48.28
2018-04-29,65,68.0,,0.68,44.2
2018-04-30,87,68.0,,0.68,59.160000000000004
2018-05-01,82,64.0,False,0.64,52.480000000000004
2018-05-02,74,64.0,,0.64,47.36
2018-05-03,81,64.0,,0.64,51.84
2018-05-04,79,64.0,,0.64,50.56
2018-05-05,61,64.0,,0.64,39.04
2018-05-06,54,64.0,,0.64,34.56
2018-05-07,78,64.0,,0.64,49.92
2018-05-08,84,64.0,,0.64,53.76
2018-05-09,86,64.0,,0.64,55.04
2018-05-10,92,64.0,,0.64,58.88
2018-05-11,81,64.0,,0.64,51.84
2018-05-12,66,64.0,,0.64,42.24
2018-05-13,57,64.0,,0.64,36.480000000000004
2018-05-14,81,64.0,,0.64,51.84
2018-05-15,82,64.0,,0.64,52.480000000000004
2018-05-16,80,64.0,,0.64,51.2
2018-05-17,79,64.0,,0.64,50.56
2018-05-18,79,64.0,,0.64,50.56
2018-05-19,59,64.0,,0.64,37.76
2018-05-20,55,64.0,,0.64,35.2
2018-05-21,80,64.0,,0.64,51.2
2018-05-22,78,64.0,,0.64,49.92
2018-05-23,83,64.0,,0.64,53.120000000000005
2018-05-24,80,64.0,,0.64,51.2
2018-05-25,76,64.0,,0.64,48.64
2018-05-26,55,64.0,,0.64,35.2
2018-05-27,54,64.0,,0.64,34.56
2018-05-28,55,64.0,,0.64,35.2
2018-05-29,77,64.0,,0.64,49.28
2018-05-30,81,64.0,,0.64,51.84
2018-05-31,100,64.0,,0.64,64.0
2018-06-01,93,62.0,False,0.62,57.66
2018-06-02,73,62.0,,0.62,45.26
2018-06-03,68,62.0,,0.62,42.16
2018-06-04,100,62.0,,0.62,62.0
2018-06-05,91,62.0,,0.62,56.42
2018-06-06,86,62.0,,0.62,53.32
2018-06-07,89,62.0,,0.62,55.18
2018-06-08,94,62.0,,0.62,58.28
2018-06-09,69,62.0,,0.62,42.78
2018-06-10,66,62.0,,0.62,40.92
2018-06-11,85,62.0,,0.62,52.7
2018-06-12,85,62.0,,0.62,52.7
2018-06-13,83,62.0,,0.62,51.46
2018-06-14,85,62.0,,0.62,52.7
2018-06-15,88,62.0,,0.62,54.56
2018-06-16,68,62.0,,0.62,42.16
2018-06-17,61,62.0,,0.62,37.82
2018-06-18,89,62.0,,0.62,55.18
2018-06-19,84,62.0,,0.62,52.08
2018-06-20,91,62.0,,0.62,56.42
2018-06-21,85,62.0,,0.62,52.7
2018-06-22,88,62.0,,0.62,54.56
2018-06-23,74,62.0,,0.62,45.88
2018-06-24,62,62.0,,0.62,38.44
2018-06-25,86,62.0,,0.62,53.32
2018-06-26,84,62.0,,0.62,52.08
2018-06-27,84,62.0,,0.62,52.08
2018-06-28,91,62.0,,0.62,56.42
2018-06-29,86,62.0,,0.62,53.32
2018-06-30,66,62.0,,0.62,40.92
2018-07-01,70,63.0,False,0.63,44.1
2018-07-02,91,63.0,,0.63,57.33
2018-07-03,87,63.0,,0.63,54.81
2018-07-04,60,63.0,,0.63,37.8
2018-07-05,84,63.0,,0.63,52.92
2018-07-06,86,63.0,,0.63,54.18
2018-07-07,68,63.0,,0.63,42.84
2018-07-08,65,63.0,,0.63,40.95
2018-07-09,89,63.0,,0.63,56.07
2018-07-10,88,63.0,,0.63,55.44
2018-07-11,88,63.0,,0.63,55.44
2018-07-12,92,63.0,,0.63,57.96
2018-07-13,91,63.0,,0.63,57.33
2018-07-14,71,63.0,,0.63,44.73
2018-07-15,64,63.0,,0.63,40.32
2018-07-16,87,63.0,,0.63,54.81
2018-07-17,91,63.0,,0.63,57.33
2018-07-18,97,63.0,,0.63,61.11
2018-07-19,89,63.0,,0.63,56.07
2018-07-20,90,63.0,,0.63,56.7
2018-07-21,67,63.0,,0.63,42.21
2018-07-22,63,63.0,,0.63,39.69
2018-07-23,92,63.0,,0.63,57.96
2018-07-24,92,63.0,,0.63,57.96
2018-07-25,95,63.0,,0.63,59.85
2018-07-26,94,63.0,,0.63,59.22
2018-07-27,93,63.0,,0.63,58.59
2018-07-28,75,63.0,,0.63,47.25
2018-07-29,68,63.0,,0.63,42.84
2018-07-30,100,63.0,,0.63,63.0
2018-07-31,92,63.0,,0.63,57.96
2018-08-01,93,65.0,False,0.65,60.45
2018-08-02,87,65.0,,0.65,56.550000000000004
2018-08-03,90,65.0,,0.65,58.5
2018-08-04,74,65.0,,0.65,48.1
2018-08-05,67,65.0,,0.65,43.550000000000004
2018-08-06,98,65.0,,0.65,63.7
2018-08-07,92,65.0,,0.65,59.800000000000004
2018-08-08,92,65.0,,0.65,59.800000000000004
2018-08-09,89,65.0,,0.65,57.85
2018-08-10,91,65.0,,0.65,59.15
2018-08-11,71,65.0,,0.65,46.15
2018-08-12,61,65.0,,0.65,39.65
2018-08-13,100,65.0,,0.65,65.0
2018-08-14,98,65.0,,0.65,63.7
2018-08-15,96,65.0,,0.65,62.400000000000006
2018-08-16,90,65.0,,0.65,58.5
2018-08-17,95,65.0,,0.65,61.75
2018-08-18,69,65.0,,0.65,44.85
2018-08-19,66,65.0,,0.65,42.9
2018-08-20,91,65.0,,0.65,59.15
2018-08-21,94,65.0,,0.65,61.1
2018-08-22,91,65.0,,0.65,59.15
2018-08-23,96,65.0,,0.65,62.400000000000006
2018-08-24,94,65.0,,0.65,61.1
2018-08-25,76,65.0,,0.65,49.4
2018-08-26,67,65.0,,0.65,43.550000000000004
2018-08-27,99,65.0,,0.65,64.35000000000001
2018-08-28,95,65.0,,0.65,61.75
2018-08-29,87,65.0,,0.65,56.550000000000004
2018-08-30,93,65.0,,0.65,60.45
2018-08-31,91,65.0,,0.65,59.15
2018-09-01,65,64.0,False,0.64,41.6
2018-09-02,60,64.0,,0.64,38.4
2018-09-03,65,64.0,,0.64,41.6
2018-09-04,88,64.0,,0.64,56.32
2018-09-05,89,64.0,,0.64,56.96
2018-09-06,86,64.0,,0.64,55.04
2018-09-07,84,64.0,,0.64,53.76
2018-09-08,67,64.0,,0.64,42.88
2018-09-09,58,64.0,,0.64,37.12
2018-09-10,92,64.0,,0.64,58.88
2018-09-11,86,64.0,,0.64,55.04
2018-09-12,100,64.0,,0.64,64.0
2018-09-13,98,64.0,,0.64,62.72
2018-09-14,88,64.0,,0.64,56.32
2018-09-15,66,64.0,,0.64,42.24
2018-09-16,59,64.0,,0.64,37.76
2018-09-17,87,64.0,,0.64,55.68
2018-09-18,88,64.0,,0.64,56.32
2018-09-19,88,64.0,,0.64,56.32
2018-09-20,85,64.0,,0.64,54.4
2018-09-21,84,64.0,,0.64,53.76
2018-09-22,66,64.0,,0.64,42.24
2018-09-23,62,64.0,,0.64,39.68
2018-09-24,96,64.0,,0.64,61.44
2018-09-25,90,64.0,,0.64,57.6
2018-09-26,85,64.0,,0.64,54.4
2018-09-27,82,64.0,,0.64,52.480000000000004
2018-09-28,83,64.0,,0.64,53.120000000000005
2018-09-29,65,64.0,,0.64,41.6
2018-09-30,62,64.0,,0.64,39.68
2018-10-01,83,65.0,False,0.65,53.95
2018-10-02,81,65.0,,0.65,52.65
2018-10-03,83,65.0,,0.65,53.95
2018-10-04,93,65.0,,0.65,60.45
2018-10-05,79,65.0,,0.65,51.35
2018-10-06,62,65.0,,0.65,40.300000000000004
2018-10-07,55,65.0,,0.65,35.75
2018-10-08,79,65.0,,0.65,51.35
2018-10-09,82,65.0,,0.65,53.300000000000004
2018-10-10,81,65.0,,0.65,52.65
2018-10-11,79,65.0,,0.65,51.35
2018-10-12,77,65.0,,0.65,50.050000000000004
2018-10-13,69,65.0,,0.65,44.85
2018-10-14,57,65.0,,0.65,37.050000000000004
2018-10-15,86,65.0,,0.65,55.9
2018-10-16,83,65.0,,0.65,53.95
2018-10-17,79,65.0,,0.65,51.35
2018-10-18,76,65.0,,0.65,49.4
2018-10-19,83,65.0,,0.65,53.95
2018-10-20,61,65.0,,0.65,39.65
2018-10-21,58,65.0,,0.65,37.7
2018-10-22,81,65.0,,0.65,52.65
2018-10-23,79,65.0,,0.65,51.35
2018-10-24,78,65.0,,0.65,50.7
2018-10-25,86,65.0,,0.65,55.9
2018-10-26,80,65.0,,0.65,52.0
2018-10-27,61,65.0,,0.65,39.65
2018-10-28,58,65.0,,0.65,37.7
2018-10-29,85,65.0,,0.65,55.25
2018-10-30,88,65.0,,0.65,57.2
2018-10-31,100,65.0,,0.65,65.0
2018-11-01,39,79.0,False,0.79,30.810000000000002
2018-11-02,33,79.0,,0.79,26.07
2018-11-03,27,79.0,,0.79,21.330000000000002
2018-11-04,22,79.0,,0.79,17.380000000000003
2018-11-05,30,79.0,,0.79,23.700000000000003
2018-11-06,30,79.0,,0.79,23.700000000000003
2018-11-07,28,79.0,,0.79,22.12
2018-11-08,30,79.0,,0.79,23.700000000000003
2018-11-09,30,79.0,,0.79,23.700000000000003
2018-11-10,23,79.0,,0.79,18.17
2018-11-11,22,79.0,,0.79,17.380000000000003
2018-11-12,31,79.0,,0.79,24.490000000000002
2018-11-13,30,79.0,,0.79,23.700000000000003
2018-11-14,30,79.0,,0.79,23.700000000000003
2018-11-15,30,79.0,,0.79,23.700000000000003
2018-11-16,28,79.0,,0.79,22.12
2018-11-17,23,79.0,,0.79,18.17
2018-11-18,21,79.0,,0.79,16.59
2018-11-19,32,79.0,,0.79,25.28
2018-11-20,31,79.0,,0.79,24.490000000000002
2018-11-21,28,79.0,,0.79,22.12
2018-11-22,20,79.0,,0.79,15.8
2018-11-23,24,79.0,,0.79,18.96
2018-11-24,21,79.0,,0.79,16.59
2018-11-25,20,79.0,,0.79,15.8
2018-11-26,81,79.0,,0.79,63.99
2018-11-27,100,79.0,,0.79,79.0
2018-11-28,80,79.0,,0.79,63.2
2018-11-29,53,79.0,,0.79,41.870000000000005
2018-11-30,42,79.0,,0.79,33.18
2018-12-01,87,64.0,False,0.64,55.68
2018-12-02,81,64.0,,0.64,51.84
2018-12-03,100,64.0,,0.64,64.0
2018-12-04,96,64.0,,0.64,61.44
2018-12-05,86,64.0,,0.64,55.04
2018-12-06,97,64.0,,0.64,62.08
2018-12-07,92,64.0,,0.64,58.88
2018-12-08,69,64.0,,0.64,44.160000000000004
2018-12-09,61,64.0,,0.64,39.04
2018-12-10,88,64.0,,0.64,56.32
2018-12-11,81,64.0,,0.64,51.84
2018-12-12,80,64.0,,0.64,51.2
2018-12-13,81,64.0,,0.64,51.84
2018-12-14,85,64.0,,0.64,54.4
2018-12-15,69,64.0,,0.64,44.160000000000004
2018-12-16,57,64.0,,0.64,36.480000000000004
2018-12-17,82,64.0,,0.64,52.480000000000004
2018-12-18,78,64.0,,0.64,49.92
2018-12-19,74,64.0,,0.64,47.36
2018-12-20,82,64.0,,0.64,52.480000000000004
2018-12-21,76,64.0,,0.64,48.64
2018-12-22,64,64.0,,0.64,40.96
2018-12-23,56,64.0,,0.64,35.84
2018-12-24,62,64.0,,0.64,39.68
2018-12-25,49,64.0,,0.64,31.36
2018-12-26,76,64.0,,0.64,48.64
2018-12-27,75,64.0,,0.64,48.0
2018-12-28,80,64.0,,0.64,51.2
2018-12-29,64,64.0,,0.64,40.96
2018-12-30,54,64.0,,0.64,34.56
2018-12-31,76,64.0,,0.64,48.64
2019-01-01,62,62.0,False,0.62,38.44
2019-01-02,90,62.0,,0.62,55.8
2019-01-03,90,62.0,,0.62,55.8
2019-01-04,89,62.0,,0.62,55.18
2019-01-05,74,62.0,,0.62,45.88
2019-01-06,66,62.0,,0.62,40.92
2019-01-07,80,62.0,,0.62,49.6
2019-01-08,79,62.0,,0.62,48.98
2019-01-09,89,62.0,,0.62,55.18
2019-01-10,83,62.0,,0.62,51.46
2019-01-11,92,62.0,,0.62,57.04
2019-01-12,67,62.0,,0.62,41.54
2019-01-13,66,62.0,,0.62,40.92
2019-01-14,91,62.0,,0.62,56.42
2019-01-15,87,62.0,,0.62,53.94
2019-01-16,88,62.0,,0.62,54.56
2019-01-17,100,62.0,,0.62,62.0
2019-01-18,92,62.0,,0.62,57.04
2019-01-19,67,62.0,,0.62,41.54
2019-01-20,61,62.0,,0.62,37.82
2019-01-21,81,62.0,,0.62,50.22
2019-01-22,84,62.0,,0.62,52.08
2019-01-23,85,62.0,,0.62,52.7
2019-01-24,87,62.0,,0.62,53.94
2019-01-25,88,62.0,,0.62,54.56
2019-01-26,70,62.0,,0.62,43.4
2019-01-27,66,62.0,,0.62,40.92
2019-01-28,86,62.0,,0.62,53.32
2019-01-29,82,62.0,,0.62,50.839999999999996
2019-01-30,83,62.0,,0.62,51.46
2019-01-31,96,62.0,,0.62,59.519999999999996
2019-02-01,82,66.0,False,0.66,54.120000000000005
2019-02-02,70,66.0,,0.66,46.2
2019-02-03,57,66.0,,0.66,37.620000000000005
2019-02-04,91,66.0,,0.66,60.06
2019-02-05,99,66.0,,0.66,65.34
2019-02-06,100,66.0,,0.66,66.0
2019-02-07,88,66.0,,0.66,58.080000000000005
2019-02-08,89,66.0,,0.66,58.74
2019-02-09,72,66.0,,0.66,47.52
2019-02-10,60,66.0,,0.66,39.6
2019-02-11,73,66.0,,0.66,48.18
2019-02-12,74,66.0,,0.66,48.84
2019-02-13,75,66.0,,0.66,49.5
2019-02-14,73,66.0,,0.66,48.18
2019-02-15,75,66.0,,0.66,49.5
2019-02-16,65,66.0,,0.66,42.9
2019-02-17,61,66.0,,0.66,40.260000000000005
2019-02-18,72,66.0,,0.66,47.52
2019-02-19,79,66.0,,0.66,52.14
2019-02-20,77,66.0,,0.66,50.82
2019-02-21,73,66.0,,0.66,48.18
2019-02-22,74,66.0,,0.66,48.84
2019-02-23,60,66.0,,0.66,39.6
2019-02-24,58,66.0,,0.66,38.28
2019-02-25,76,66.0,,0.66,50.160000000000004
2019-02-26,78,66.0,,0.66,51.480000000000004
2019-02-27,79,66.0,,0.66,52.14
2019-02-28,76,66.0,,0.66,50.160000000000004
2019-03-01,88,62.0,False,0.62,54.56
2019-03-02,71,62.0,,0.62,44.02
2019-03-03,65,62.0,,0.62,40.3
2019-03-04,89,62.0,,0.62,55.18
2019-03-05,86,62.0,,0.62,53.32
2019-03-06,92,62.0,,0.62,57.04
2019-03-07,100,62.0,,0.62,62.0
2019-03-08,88,62.0,,0.62,54.56
2019-03-09,65,62.0,,0.62,40.3
2019-03-10,66,62.0,,0.62,40.92
2019-03-11,88,62.0,,0.62,54.56
2019-03-12,86,62.0,,0.62,53.32
2019-03-13,90,62.0,,0.62,55.8
2019-03-14,85,62.0,,0.62,52.7
2019-03-15,82,62.0,,0.62,50.839999999999996
2019-03-16,70,62.0,,0.62,43.4
2019-03-17,64,62.0,,0.62,39.68
2019-03-18,94,62.0,,0.62,58.28
2019-03-19,86,62.0,,0.62,53.32
2019-03-20,91,62.0,,0.62,56.42
2019-03-21,81,62.0,,0.62,50.22
2019-03-22,87,62.0,,0.62,53.94
2019-03-23,68,62.0,,0.62,42.16
2019-03-24,63,62.0,,0.62,39.06
2019-03-25,87,62.0,,0.62,53.94
2019-03-26,82,62.0,,0.62,50.839999999999996
2019-03-27,83,62.0,,0.62,51.46
2019-03-28,86,62.0,,0.62,53.32
2019-03-29,88,62.0,,0.62,54.56
2019-03-30,74,62.0,,0.62,45.88
2019-03-31,62,62.0,,0.62,38.44
2019-04-01,95,62.0,False,0.62,58.9
2019-04-02,92,62.0,,0.62,57.04
2019-04-03,91,62.0,,0.62,56.42
2019-04-04,90,62.0,,0.62,55.8
2019-04-05,91,62.0,,0.62,56.42
2019-04-06,68,62.0,,0.62,42.16
2019-04-07,63,62.0,,0.62,39.06
2019-04-08,93,62.0,,0.62,57.66
2019-04-09,88,62.0,,0.62,54.56
2019-04-10,91,62.0,,0.62,56.42
2019-04-11,90,62.0,,0.62,55.8
2019-04-12,85,62.0,,0.62,52.7
2019-04-13,75,62.0,,0.62,46.5
2019-04-14,71,62.0,,0.62,44.02
2019-04-15,88,62.0,,0.62,54.56
2019-04-16,85,62.0,,0.62,52.7
2019-04-17,92,62.0,,0.62,57.04
2019-04-18,89,62.0,,0.62,55.18
2019-04-19,90,62.0,,0.62,55.8
2019-04-20,76,62.0,,0.62,47.12
2019-04-21,73,62.0,,0.62,45.26
2019-04-22,90,62.0,,0.62,55.8
2019-04-23,91,62.0,,0.62,56.42
2019-04-24,88,62.0,,0.62,54.56
2019-04-25,95,62.0,,0.62,58.9
2019-04-26,92,62.0,,0.62,57.04
2019-04-27,77,62.0,,0.62,47.74
2019-04-28,63,62.0,,0.62,39.06
2019-04-29,94,62.0,,0.62,58.28
2019-04-30,100,62.0,,0.62,62.0
2019-05-01,84,64.0,False,0.64,53.76
2019-05-02,79,64.0,,0.64,50.56
2019-05-03,78,64.0,,0.64,49.92
2019-05-04,62,64.0,,0.64,39.68
2019-05-05,59,64.0,,0.64,37.76
2019-05-06,80,64.0,,0.64,51.2
2019-05-07,77,64.0,,0.64,49.28
2019-05-08,87,64.0,,0.64,55.68
2019-05-09,87,64.0,,0.64,55.68
2019-05-10,88,64.0,,0.64,56.32
2019-05-11,70,64.0,,0.64,44.800000000000004
2019-05-12,57,64.0,,0.64,36.480000000000004
2019-05-13,82,64.0,,0.64,52.480000000000004
2019-05-14,81,64.0,,0.64,51.84
2019-05-15,98,64.0,,0.64,62.72
2019-05-16,85,64.0,,0.64,54.4
2019-05-17,80,64.0,,0.64,51.2
2019-05-18,63,64.0,,0.64,40.32
2019-05-19,57,64.0,,0.64,36.480000000000004
2019-05-20,85,64.0,,0.64,54.4
2019-05-21,85,64.0,,0.64,54.4
2019-05-22,82,64.0,,0.64,52.480000000000004
2019-05-23,78,64.0,,0.64,49.92
2019-05-24,77,64.0,,0.64,49.28
2019-05-25,63,64.0,,0.64,40.32
2019-05-26,57,64.0,,0.64,36.480000000000004
2019-05-27,64,64.0,,0.64,40.96
2019-05-28,90,64.0,,0.64,57.6
2019-05-29,100,64.0,,0.64,64.0
2019-05-30,92,64.0,,0.64,58.88
2019-05-31,97,64.0,,0.64,62.08
2019-06-01,78,62.0,False,0.62,48.36
2019-06-02,70,62.0,,0.62,43.4
2019-06-03,99,62.0,,0.62,61.38
2019-06-04,94,62.0,,0.62,58.28
2019-06-05,96,62.0,,0.62,59.519999999999996
2019-06-06,93,62.0,,0.62,57.66
2019-06-07,95,62.0,,0.62,58.9
2019-06-08,81,62.0,,0.62,50.22
2019-06-09,63,62.0,,0.62,39.06
2019-06-10,90,62.0,,0.62,55.8
2019-06-11,96,62.0,,0.62,59.519999999999996
2019-06-12,91,62.0,,0.62,56.42
2019-06-13,96,62.0,,0.62,59.519999999999996
2019-06-14,100,62.0,,0.62,62.0
2019-06-15,80,62.0,,0.62,49.6
2019-06-16,62,62.0,,0.62,38.44
2019-06-17,94,62.0,,0.62,58.28
2019-06-18,91,62.0,,0.62,56.42
2019-06-19,88,62.0,,0.62,54.56
2019-06-20,93,62.0,,0.62,57.66
2019-06-21,94,62.0,,0.62,58.28
2019-06-22,70,62.0,,0.62,43.4
2019-06-23,68,62.0,,0.62,42.16
2019-06-24,93,62.0,,0.62,57.66
2019-06-25,92,62.0,,0.62,57.04
2019-06-26,98,62.0,,0.62,60.76
2019-06-27,93,62.0,,0.62,57.66
2019-06-28,96,62.0,,0.62,59.519999999999996
2019-06-29,75,62.0,,0.62,46.5
2019-06-30,72,62.0,,0.62,44.64
2019-07-01,99,60.0,False,0.6,59.4
2019-07-02,91,60.0,,0.6,54.6
2019-07-03,89,60.0,,0.6,53.4
2019-07-04,63,60.0,,0.6,37.8
2019-07-05,86,60.0,,0.6,51.6
2019-07-06,74,60.0,,0.6,44.4
2019-07-07,63,60.0,,0.6,37.8
2019-07-08,90,60.0,,0.6,54.0
2019-07-09,88,60.0,,0.6,52.8
2019-07-10,89,60.0,,0.6,53.4
2019-07-11,87,60.0,,0.6,52.199999999999996
2019-07-12,96,60.0,,0.6,57.599999999999994
2019-07-13,75,60.0,,0.6,45.0
2019-07-14,64,60.0,,0.6,38.4
2019-07-15,100,60.0,,0.6,60.0
2019-07-16,92,60.0,,0.6,55.199999999999996
2019-07-17,92,60.0,,0.6,55.199999999999996
2019-07-18,86,60.0,,0.6,51.6
2019-07-19,92,60.0,,0.6,55.199999999999996
2019-07-20,63,60.0,,0.6,37.8
2019-07-21,64,60.0,,0.6,38.4
2019-07-22,91,60.0,,0.6,54.6
2019-07-23,84,60.0,,0.6,50.4
2019-07-24,89,60.0,,0.6,53.4
2019-07-25,90,60.0,,0.6,54.0
2019-07-26,85,60.0,,0.6,51.0
2019-07-27,68,60.0,,0.6,40.8
2019-07-28,66,60.0,,0.6,39.6
2019-07-29,92,60.0,,0.6,55.199999999999996
2019-07-30,93,60.0,,0.6,55.8
2019-07-31,93,60.0,,0.6,55.8
2019-08-01,96,59.0,False,0.59,56.64
2019-08-02,92,59.0,,0.59,54.279999999999994
2019-08-03,71,59.0,,0.59,41.89
2019-08-04,58,59.0,,0.59,34.22
2019-08-05,90,59.0,,0.59,53.099999999999994
2019-08-06,89,59.0,,0.59,52.51
2019-08-07,91,59.0,,0.59,53.69
2019-08-08,93,59.0,,0.59,54.87
2019-08-09,94,59.0,,0.59,55.459999999999994
2019-08-10,76,59.0,,0.59,44.839999999999996
2019-08-11,70,59.0,,0.59,41.3
2019-08-12,86,59.0,,0.59,50.739999999999995
2019-08-13,99,59.0,,0.59,58.41
2019-08-14,96,59.0,,0.59,56.64
2019-08-15,100,59.0,,0.59,59.0
2019-08-16,92,59.0,,0.59,54.279999999999994
2019-08-17,76,59.0,,0.59,44.839999999999996
2019-08-18,72,59.0,,0.59,42.48
2019-08-19,91,59.0,,0.59,53.69
