date,GPL_unscaled,GPL_monthly,isPartial,scale,GPL
2017-12-23,20,44.0,,0.44,8.8
2017-12-24,21,44.0,,0.44,9.24
2017-12-25,33,44.0,,0.44,14.52
2017-12-26,47,44.0,,0.44,20.68
2017-12-27,53,44.0,,0.44,23.32
2017-12-28,53,44.0,,0.44,23.32
2017-12-29,71,44.0,,0.44,31.24
2017-12-30,48,44.0,,0.44,21.12
2017-12-31,38,44.0,,0.44,16.72
2018-01-01,8,49.0,False,0.49,3.92
2018-01-02,46,49.0,,0.49,22.54
2018-01-03,97,49.0,,0.49,47.53
2018-01-04,84,49.0,,0.49,41.16
2018-01-05,59,49.0,,0.49,28.91
2018-01-06,7,49.0,,0.49,3.4299999999999997
2018-01-07,15,49.0,,0.49,7.35
2018-01-08,68,49.0,,0.49,33.32
2018-01-09,80,49.0,,0.49,39.2
2018-01-10,95,49.0,,0.49,46.55
2018-01-11,44,49.0,,0.49,21.56
2018-01-12,64,49.0,,0.49,31.36
2018-01-13,7,49.0,,0.49,3.4299999999999997
2018-01-14,36,49.0,,0.49,17.64
2018-01-15,20,49.0,,0.49,9.8
2018-01-16,44,49.0,,0.49,21.56
2018-01-17,55,49.0,,0.49,26.95
2018-01-18,100,49.0,,0.49,49.0
2018-01-19,76,49.0,,0.49,37.24
2018-01-20,30,49.0,,0.49,14.7
2018-01-21,29,49.0,,0.49,14.209999999999999
2018-01-22,36,49.0,,0.49,17.64
2018-01-23,73,49.0,,0.49,35.769999999999996
2018-01-24,50,49.0,,0.49,24.5
2018-01-25,43,49.0,,0.49,21.07
2018-01-26,63,49.0,,0.49,30.87
2018-01-27,52,49.0,,0.49,25.48
2018-01-28,45,49.0,,0.49,22.05
2018-01-29,54,49.0,,0.49,26.46
2018-01-30,24,49.0,,0.49,11.76
2018-01-31,74,49.0,,0.49,36.26
2018-02-01,58,44.0,False,0.44,25.52
2018-02-02,73,44.0,,0.44,32.12
2018-02-03,23,44.0,,0.44,10.12
2018-02-04,38,44.0,,0.44,16.72
2018-02-05,56,44.0,,0.44,24.64
2018-02-06,45,44.0,,0.44,19.8
2018-02-07,38,44.0,,0.44,16.72
2018-02-08,58,44.0,,0.44,25.52
2018-02-09,65,44.0,,0.44,28.6
2018-02-10,61,44.0,,0.44,26.84
2018-02-11,23,44.0,,0.44,10.12
2018-02-12,51,44.0,,0.44,22.44
2018-02-13,19,44.0,,0.44,8.36
2018-02-14,58,44.0,,0.44,25.52
2018-02-15,53,44.0,,0.44,23.32
2018-02-16,40,44.0,,0.44,17.6
2018-02-17,31,44.0,,0.44,13.64
2018-02-18,38,44.0,,0.44,16.72
2018-02-19,33,44.0,,0.44,14.52
2018-02-20,57,44.0,,0.44,25.080000000000002
2018-02-21,58,44.0,,0.44,25.52
2018-02-22,51,44.0,,0.44,22.44
2018-02-23,59,44.0,,0.44,25.96
2018-02-24,30,44.0,,0.44,13.2
2018-02-25,38,44.0,,0.44,16.72
2018-02-26,100,44.0,,0.44,44.0
2018-02-27,45,44.0,,0.44,19.8
2018-02-28,39,44.0,,0.44,17.16
2018-03-01,86,39.0,False,0.39,33.54
2018-03-02,72,39.0,,0.39,28.080000000000002
2018-03-03,43,39.0,,0.39,16.77
2018-03-04,32,39.0,,0.39,12.48
2018-03-05,89,39.0,,0.39,34.71
2018-03-06,54,39.0,,0.39,21.060000000000002
2018-03-07,62,39.0,,0.39,24.18
2018-03-08,54,39.0,,0.39,21.060000000000002
2018-03-09,65,39.0,,0.39,25.35
2018-03-10,53,39.0,,0.39,20.67
2018-03-11,74,39.0,,0.39,28.86
2018-03-12,80,39.0,,0.39,31.200000000000003
2018-03-13,36,39.0,,0.39,14.040000000000001
2018-03-14,72,39.0,,0.39,28.080000000000002
2018-03-15,64,39.0,,0.39,24.96
2018-03-16,55,39.0,,0.39,21.45
2018-03-17,32,39.0,,0.39,12.48
2018-03-18,44,39.0,,0.39,17.16
2018-03-19,80,39.0,,0.39,31.200000000000003
2018-03-20,53,39.0,,0.39,20.67
2018-03-21,90,39.0,,0.39,35.1
2018-03-22,83,39.0,,0.39,32.370000000000005
2018-03-23,57,39.0,,0.39,22.23
2018-03-24,11,39.0,,0.39,4.29
2018-03-25,66,39.0,,0.39,25.740000000000002
2018-03-26,56,39.0,,0.39,21.84
2018-03-27,28,39.0,,0.39,10.92
2018-03-28,75,39.0,,0.39,29.25
2018-03-29,76,39.0,,0.39,29.64
2018-03-30,100,39.0,,0.39,39.0
2018-03-31,33,39.0,,0.39,12.870000000000001
2018-04-01,57,49.0,False,0.49,27.93
2018-04-02,12,49.0,,0.49,5.88
2018-04-03,68,49.0,,0.49,33.32
2018-04-04,29,49.0,,0.49,14.209999999999999
2018-04-05,100,49.0,,0.49,49.0
2018-04-06,82,49.0,,0.49,40.18
2018-04-07,33,49.0,,0.49,16.169999999999998
2018-04-08,27,49.0,,0.49,13.23
2018-04-09,40,49.0,,0.49,19.6
2018-04-10,75,49.0,,0.49,36.75
2018-04-11,40,49.0,,0.49,19.6
2018-04-12,52,49.0,,0.49,25.48
2018-04-13,47,49.0,,0.49,23.03
2018-04-14,42,49.0,,0.49,20.58
2018-04-15,13,49.0,,0.49,6.37
2018-04-16,33,49.0,,0.49,16.169999999999998
2018-04-17,45,49.0,,0.49,22.05
2018-04-18,51,49.0,,0.49,24.99
2018-04-19,57,49.0,,0.49,27.93
2018-04-20,53,49.0,,0.49,25.97
2018-04-21,21,49.0,,0.49,10.29
2018-04-22,55,49.0,,0.49,26.95
2018-04-23,72,49.0,,0.49,35.28
2018-04-24,28,49.0,,0.49,13.719999999999999
2018-04-25,78,49.0,,0.49,38.22
2018-04-26,51,49.0,,0.49,24.99
2018-04-27,46,49.0,,0.49,22.54
2018-04-28,14,49.0,,0.49,6.859999999999999
2018-04-29,41,49.0,,0.49,20.09
2018-04-30,39,49.0,,0.49,19.11
2018-05-01,26,45.0,False,0.45,11.700000000000001
2018-05-02,52,45.0,,0.45,23.400000000000002
2018-05-03,86,45.0,,0.45,38.7
2018-05-04,41,45.0,,0.45,18.45
2018-05-05,57,45.0,,0.45,25.650000000000002
2018-05-06,40,45.0,,0.45,18.0
2018-05-07,33,45.0,,0.45,14.85
2018-05-08,45,45.0,,0.45,20.25
2018-05-09,58,45.0,,0.45,26.1
2018-05-10,26,45.0,,0.45,11.700000000000001
2018-05-11,69,45.0,,0.45,31.05
2018-05-12,57,45.0,,0.45,25.650000000000002
2018-05-13,41,45.0,,0.45,18.45
2018-05-14,41,45.0,,0.45,18.45
2018-05-15,33,45.0,,0.45,14.85
2018-05-16,66,45.0,,0.45,29.7
2018-05-17,33,45.0,,0.45,14.85
2018-05-18,90,45.0,,0.45,40.5
2018-05-19,32,45.0,,0.45,14.4
2018-05-20,49,45.0,,0.45,22.05
2018-05-21,40,45.0,,0.45,18.0
2018-05-22,46,45.0,,0.45,20.7
2018-05-23,68,45.0,,0.45,30.6
2018-05-24,70,45.0,,0.45,31.5
2018-05-25,44,45.0,,0.45,19.8
2018-05-26,17,45.0,,0.45,7.65
2018-05-27,17,45.0,,0.45,7.65
2018-05-28,16,45.0,,0.45,7.2
2018-05-29,47,45.0,,0.45,21.150000000000002
2018-05-30,100,45.0,,0.45,45.0
2018-05-31,82,45.0,,0.45,36.9
2018-06-01,80,49.0,False,0.49,39.2
2018-06-02,7,49.0,,0.49,3.4299999999999997
2018-06-03,44,49.0,,0.49,21.56
2018-06-04,71,49.0,,0.49,34.79
2018-06-05,42,49.0,,0.49,20.58
2018-06-06,61,49.0,,0.49,29.89
2018-06-07,37,49.0,,0.49,18.13
2018-06-08,100,49.0,,0.49,49.0
2018-06-09,29,49.0,,0.49,14.209999999999999
2018-06-10,36,49.0,,0.49,17.64
2018-06-11,47,49.0,,0.49,23.03
2018-06-12,34,49.0,,0.49,16.66
2018-06-13,75,49.0,,0.49,36.75
2018-06-14,42,49.0,,0.49,20.58
2018-06-15,44,49.0,,0.49,21.56
2018-06-16,29,49.0,,0.49,14.209999999999999
2018-06-17,22,49.0,,0.49,10.78
2018-06-18,43,49.0,,0.49,21.07
2018-06-19,48,49.0,,0.49,23.52
2018-06-20,62,49.0,,0.49,30.38
2018-06-21,67,49.0,,0.49,32.83
2018-06-22,56,49.0,,0.49,27.439999999999998
2018-06-23,35,49.0,,0.49,17.15
2018-06-24,22,49.0,,0.49,10.78
2018-06-25,60,49.0,,0.49,29.4
2018-06-26,49,49.0,,0.49,24.009999999999998
2018-06-27,18,49.0,,0.49,8.82
2018-06-28,37,49.0,,0.49,18.13
2018-06-29,64,49.0,,0.49,31.36
2018-06-30,57,49.0,,0.49,27.93
2018-07-01,26,43.0,False,0.43,11.18
2018-07-02,52,43.0,,0.43,22.36
2018-07-03,53,43.0,,0.43,22.79
2018-07-04,17,43.0,,0.43,7.31
2018-07-05,65,43.0,,0.43,27.95
2018-07-06,60,43.0,,0.43,25.8
2018-07-07,17,43.0,,0.43,7.31
2018-07-08,43,43.0,,0.43,18.49
2018-07-09,22,43.0,,0.43,9.459999999999999
2018-07-10,44,43.0,,0.43,18.919999999999998
2018-07-11,35,43.0,,0.43,15.049999999999999
2018-07-12,100,43.0,,0.43,43.0
2018-07-13,39,43.0,,0.43,16.77
2018-07-14,44,43.0,,0.43,18.919999999999998
2018-07-15,26,43.0,,0.43,11.18
2018-07-16,98,43.0,,0.43,42.14
2018-07-17,60,43.0,,0.43,25.8
2018-07-18,68,43.0,,0.43,29.24
2018-07-19,85,43.0,,0.43,36.55
2018-07-20,85,43.0,,0.43,36.55
2018-07-21,61,43.0,,0.43,26.23
2018-07-22,43,43.0,,0.43,18.49
2018-07-23,45,43.0,,0.43,19.35
2018-07-24,37,43.0,,0.43,15.91
2018-07-25,74,43.0,,0.43,31.82
2018-07-26,61,43.0,,0.43,26.23
2018-07-27,62,43.0,,0.43,26.66
2018-07-28,35,43.0,,0.43,15.049999999999999
2018-07-29,0,43.0,,0.43,0.0
2018-07-30,30,43.0,,0.43,12.9
2018-07-31,22,43.0,,0.43,9.459999999999999
2018-08-01,43,42.0,False,0.42,18.06
2018-08-02,42,42.0,,0.42,17.64
2018-08-03,74,42.0,,0.42,31.08
2018-08-04,8,42.0,,0.42,3.36
2018-08-05,25,42.0,,0.42,10.5
2018-08-06,66,42.0,,0.42,27.72
2018-08-07,100,42.0,,0.42,42.0
2018-08-08,79,42.0,,0.42,33.18
2018-08-09,36,42.0,,0.42,15.12
2018-08-10,74,42.0,,0.42,31.08
2018-08-11,58,42.0,,0.42,24.36
2018-08-12,17,42.0,,0.42,7.14
2018-08-13,29,42.0,,0.42,12.18
2018-08-14,72,42.0,,0.42,30.24
2018-08-15,51,42.0,,0.42,21.419999999999998
2018-08-16,52,42.0,,0.42,21.84
2018-08-17,59,42.0,,0.42,24.779999999999998
2018-08-18,17,42.0,,0.42,7.14
2018-08-19,34,42.0,,0.42,14.28
2018-08-20,52,42.0,,0.42,21.84
2018-08-21,65,42.0,,0.42,27.3
2018-08-22,58,42.0,,0.42,24.36
2018-08-23,59,42.0,,0.42,24.779999999999998
2018-08-24,37,42.0,,0.42,15.54
2018-08-25,26,42.0,,0.42,10.92
2018-08-26,33,42.0,,0.42,13.86
2018-08-27,50,42.0,,0.42,21.0
2018-08-28,43,42.0,,0.42,18.06
2018-08-29,29,42.0,,0.42,12.18
2018-08-30,79,42.0,,0.42,33.18
2018-08-31,29,42.0,,0.42,12.18
2018-09-01,50,45.0,False,0.45,22.5
2018-09-02,51,45.0,,0.45,22.95
2018-09-03,29,45.0,,0.45,13.05
2018-09-04,68,45.0,,0.45,30.6
2018-09-05,75,45.0,,0.45,33.75
2018-09-06,33,45.0,,0.45,14.85
2018-09-07,49,45.0,,0.45,22.05
2018-09-08,39,45.0,,0.45,17.55
2018-09-09,38,45.0,,0.45,17.1
2018-09-10,33,45.0,,0.45,14.85
2018-09-11,49,45.0,,0.45,22.05
2018-09-12,50,45.0,,0.45,22.5
2018-09-13,50,45.0,,0.45,22.5
2018-09-14,50,45.0,,0.45,22.5
2018-09-15,50,45.0,,0.45,22.5
2018-09-16,39,45.0,,0.45,17.55
2018-09-17,83,45.0,,0.45,37.35
2018-09-18,57,45.0,,0.45,25.650000000000002
2018-09-19,93,45.0,,0.45,41.85
2018-09-20,67,45.0,,0.45,30.150000000000002
2018-09-21,85,45.0,,0.45,38.25
2018-09-22,51,45.0,,0.45,22.95
2018-09-23,59,45.0,,0.45,26.55
2018-09-24,91,45.0,,0.45,40.95
2018-09-25,100,45.0,,0.45,45.0
2018-09-26,57,45.0,,0.45,25.650000000000002
2018-09-27,75,45.0,,0.45,33.75
2018-09-28,77,45.0,,0.45,34.65
2018-09-29,51,45.0,,0.45,22.95
2018-09-30,30,45.0,,0.45,13.5
2018-10-01,78,45.0,False,0.45,35.1
2018-10-02,43,45.0,,0.45,19.35
2018-10-03,28,45.0,,0.45,12.6
2018-10-04,58,45.0,,0.45,26.1
2018-10-05,59,45.0,,0.45,26.55
2018-10-06,26,45.0,,0.45,11.700000000000001
2018-10-07,34,45.0,,0.45,15.3
2018-10-08,22,45.0,,0.45,9.9
2018-10-09,58,45.0,,0.45,26.1
2018-10-10,81,45.0,,0.45,36.45
2018-10-11,88,45.0,,0.45,39.6
2018-10-12,100,45.0,,0.45,45.0
2018-10-13,27,45.0,,0.45,12.15
2018-10-14,35,45.0,,0.45,15.75
2018-10-15,88,45.0,,0.45,39.6
2018-10-16,51,45.0,,0.45,22.95
2018-10-17,65,45.0,,0.45,29.25
2018-10-18,37,45.0,,0.45,16.650000000000002
2018-10-19,23,45.0,,0.45,10.35
2018-10-20,17,45.0,,0.45,7.65
2018-10-21,69,45.0,,0.45,31.05
2018-10-22,65,45.0,,0.45,29.25
2018-10-23,43,45.0,,0.45,19.35
2018-10-24,78,45.0,,0.45,35.1
2018-10-25,73,45.0,,0.45,32.85
2018-10-26,23,45.0,,0.45,10.35
2018-10-27,35,45.0,,0.45,15.75
2018-10-28,26,45.0,,0.45,11.700000000000001
2018-10-29,64,45.0,,0.45,28.8
2018-10-30,66,45.0,,0.45,29.7
2018-10-31,45,45.0,,0.45,20.25
2018-11-01,100,37.0,False,0.37,37.0
2018-11-02,38,37.0,,0.37,14.06
2018-11-03,23,37.0,,0.37,8.51
2018-11-04,22,37.0,,0.37,8.14
2018-11-05,12,37.0,,0.37,4.4399999999999995
2018-11-06,31,37.0,,0.37,11.47
2018-11-07,44,37.0,,0.37,16.28
2018-11-08,68,37.0,,0.37,25.16
2018-11-09,26,37.0,,0.37,9.62
2018-11-10,0,37.0,,0.37,0.0
2018-11-11,29,37.0,,0.37,10.73
2018-11-12,63,37.0,,0.37,23.31
2018-11-13,43,37.0,,0.37,15.91
2018-11-14,56,37.0,,0.37,20.72
2018-11-15,75,37.0,,0.37,27.75
2018-11-16,51,37.0,,0.37,18.87
2018-11-17,8,37.0,,0.37,2.96
2018-11-18,15,37.0,,0.37,5.55
2018-11-19,46,37.0,,0.37,17.02
2018-11-20,33,37.0,,0.37,12.209999999999999
2018-11-21,96,37.0,,0.37,35.519999999999996
2018-11-22,15,37.0,,0.37,5.55
2018-11-23,21,37.0,,0.37,7.77
2018-11-24,7,37.0,,0.37,2.59
2018-11-25,22,37.0,,0.37,8.14
2018-11-26,17,37.0,,0.37,6.29
2018-11-27,54,37.0,,0.37,19.98
2018-11-28,43,37.0,,0.37,15.91
2018-11-29,50,37.0,,0.37,18.5
2018-11-30,31,37.0,,0.37,11.47
2018-12-01,0,41.0,False,0.41,0.0
2018-12-02,46,41.0,,0.41,18.86
2018-12-03,46,41.0,,0.41,18.86
2018-12-04,53,41.0,,0.41,21.73
2018-12-05,59,41.0,,0.41,24.189999999999998
2018-12-06,81,41.0,,0.41,33.21
2018-12-07,35,41.0,,0.41,14.35
2018-12-08,32,41.0,,0.41,13.12
2018-12-09,31,41.0,,0.41,12.709999999999999
2018-12-10,100,41.0,,0.41,41.0
2018-12-11,61,41.0,,0.41,25.009999999999998
2018-12-12,75,41.0,,0.41,30.749999999999996
2018-12-13,68,41.0,,0.41,27.88
2018-12-14,20,41.0,,0.41,8.2
2018-12-15,17,41.0,,0.41,6.97
2018-12-16,49,41.0,,0.41,20.09
2018-12-17,38,41.0,,0.41,15.579999999999998
2018-12-18,52,41.0,,0.41,21.32
2018-12-19,63,41.0,,0.41,25.83
2018-12-20,50,41.0,,0.41,20.5
2018-12-21,60,41.0,,0.41,24.599999999999998
2018-12-22,76,41.0,,0.41,31.159999999999997
2018-12-23,26,41.0,,0.41,10.66
2018-12-24,33,41.0,,0.41,13.53
2018-12-25,19,41.0,,0.41,7.789999999999999
2018-12-26,40,41.0,,0.41,16.4
2018-12-27,7,41.0,,0.41,2.8699999999999997
2018-12-28,58,41.0,,0.41,23.779999999999998
2018-12-29,16,41.0,,0.41,6.56
2018-12-30,16,41.0,,0.41,6.56
2018-12-31,60,41.0,,0.41,24.599999999999998
2019-01-01,38,42.0,False,0.42,15.959999999999999
2019-01-02,65,42.0,,0.42,27.3
2019-01-03,56,42.0,,0.42,23.52
2019-01-04,40,42.0,,0.42,16.8
2019-01-05,35,42.0,,0.42,14.7
2019-01-06,18,42.0,,0.42,7.56
2019-01-07,61,42.0,,0.42,25.619999999999997
2019-01-08,37,42.0,,0.42,15.54
2019-01-09,46,42.0,,0.42,19.32
2019-01-10,53,42.0,,0.42,22.259999999999998
2019-01-11,15,42.0,,0.42,6.3
2019-01-12,27,42.0,,0.42,11.34
2019-01-13,79,42.0,,0.42,33.18
2019-01-14,61,42.0,,0.42,25.619999999999997
2019-01-15,97,42.0,,0.42,40.74
2019-01-16,83,42.0,,0.42,34.86
2019-01-17,67,42.0,,0.42,28.14
2019-01-18,67,42.0,,0.42,28.14
2019-01-19,9,42.0,,0.42,3.78
2019-01-20,34,42.0,,0.42,14.28
2019-01-21,46,42.0,,0.42,19.32
2019-01-22,29,42.0,,0.42,12.18
2019-01-23,59,42.0,,0.42,24.779999999999998
2019-01-24,89,42.0,,0.42,37.379999999999995
2019-01-25,100,42.0,,0.42,42.0
2019-01-26,36,42.0,,0.42,15.12
2019-01-27,18,42.0,,0.42,7.56
2019-01-28,52,42.0,,0.42,21.84
2019-01-29,66,42.0,,0.42,27.72
2019-01-30,96,42.0,,0.42,40.32
2019-01-31,96,42.0,,0.42,40.32
2019-02-01,100,47.0,False,0.47,47.0
2019-02-02,42,47.0,,0.47,19.74
2019-02-03,42,47.0,,0.47,19.74
2019-02-04,69,47.0,,0.47,32.43
2019-02-05,65,47.0,,0.47,30.549999999999997
2019-02-06,78,47.0,,0.47,36.66
2019-02-07,77,47.0,,0.47,36.19
2019-02-08,65,47.0,,0.47,30.549999999999997
2019-02-09,43,47.0,,0.47,20.209999999999997
2019-02-10,25,47.0,,0.47,11.75
2019-02-11,54,47.0,,0.47,25.38
2019-02-12,77,47.0,,0.47,36.19
2019-02-13,28,47.0,,0.47,13.16
2019-02-14,93,47.0,,0.47,43.71
2019-02-15,45,47.0,,0.47,21.15
2019-02-16,26,47.0,,0.47,12.219999999999999
2019-02-17,17,47.0,,0.47,7.989999999999999
2019-02-18,30,47.0,,0.47,14.1
2019-02-19,57,47.0,,0.47,26.79
2019-02-20,64,47.0,,0.47,30.08
2019-02-21,63,47.0,,0.47,29.61
2019-02-22,72,47.0,,0.47,33.839999999999996
2019-02-23,90,47.0,,0.47,42.3
2019-02-24,51,47.0,,0.47,23.97
2019-02-25,62,47.0,,0.47,29.139999999999997
2019-02-26,92,47.0,,0.47,43.239999999999995
2019-02-27,82,47.0,,0.47,38.54
2019-02-28,36,47.0,,0.47,16.919999999999998
2019-03-01,99,45.0,False,0.45,44.550000000000004
2019-03-02,58,45.0,,0.45,26.1
2019-03-03,28,45.0,,0.45,12.6
2019-03-04,58,45.0,,0.45,26.1
2019-03-05,83,45.0,,0.45,37.35
2019-03-06,80,45.0,,0.45,36.0
2019-03-07,75,45.0,,0.45,33.75
2019-03-08,43,45.0,,0.45,19.35
2019-03-09,10,45.0,,0.45,4.5
2019-03-10,20,45.0,,0.45,9.0
2019-03-11,100,45.0,,0.45,45.0
2019-03-12,100,45.0,,0.45,45.0
2019-03-13,67,45.0,,0.45,30.150000000000002
2019-03-14,67,45.0,,0.45,30.150000000000002
2019-03-15,84,45.0,,0.45,37.800000000000004
2019-03-16,40,45.0,,0.45,18.0
2019-03-17,92,45.0,,0.45,41.4
2019-03-18,61,45.0,,0.45,27.45
2019-03-19,66,45.0,,0.45,29.7
2019-03-20,69,45.0,,0.45,31.05
2019-03-21,68,45.0,,0.45,30.6
2019-03-22,95,45.0,,0.45,42.75
2019-03-23,20,45.0,,0.45,9.0
2019-03-24,19,45.0,,0.45,8.55
2019-03-25,59,45.0,,0.45,26.55
2019-03-26,69,45.0,,0.45,31.05
2019-03-27,78,45.0,,0.45,35.1
2019-03-28,68,45.0,,0.45,30.6
2019-03-29,78,45.0,,0.45,35.1
2019-03-30,51,45.0,,0.45,22.95
2019-03-31,20,45.0,,0.45,9.0
2019-04-01,55,46.0,False,0.46,25.3
2019-04-02,30,46.0,,0.46,13.8
2019-04-03,50,46.0,,0.46,23.0
2019-04-04,60,46.0,,0.46,27.6
2019-04-05,51,46.0,,0.46,23.46
2019-04-06,68,46.0,,0.46,31.28
2019-04-07,30,46.0,,0.46,13.8
2019-04-08,18,46.0,,0.46,8.280000000000001
2019-04-09,42,46.0,,0.46,19.32
2019-04-10,18,46.0,,0.46,8.280000000000001
2019-04-11,79,46.0,,0.46,36.34
2019-04-12,50,46.0,,0.46,23.0
2019-04-13,53,46.0,,0.46,24.380000000000003
2019-04-14,30,46.0,,0.46,13.8
2019-04-15,43,46.0,,0.46,19.78
2019-04-16,67,46.0,,0.46,30.82
2019-04-17,57,46.0,,0.46,26.220000000000002
2019-04-18,31,46.0,,0.46,14.26
2019-04-19,47,46.0,,0.46,21.62
2019-04-20,30,46.0,,0.46,13.8
2019-04-21,24,46.0,,0.46,11.040000000000001
2019-04-22,77,46.0,,0.46,35.42
2019-04-23,100,46.0,,0.46,46.0
2019-04-24,31,46.0,,0.46,14.26
2019-04-25,24,46.0,,0.46,11.040000000000001
2019-04-26,86,46.0,,0.46,39.56
2019-04-27,45,46.0,,0.46,20.7
2019-04-28,7,46.0,,0.46,3.22
2019-04-29,61,46.0,,0.46,28.060000000000002
2019-04-30,60,46.0,,0.46,27.6
2019-05-01,86,44.0,False,0.44,37.84
2019-05-02,32,44.0,,0.44,14.08
2019-05-03,33,44.0,,0.44,14.52
2019-05-04,39,44.0,,0.44,17.16
2019-05-05,24,44.0,,0.44,10.56
2019-05-06,66,44.0,,0.44,29.04
2019-05-07,52,44.0,,0.44,22.88
2019-05-08,60,44.0,,0.44,26.4
2019-05-09,80,44.0,,0.44,35.2
2019-05-10,41,44.0,,0.44,18.04
2019-05-11,25,44.0,,0.44,11.0
2019-05-12,33,44.0,,0.44,14.52
2019-05-13,34,44.0,,0.44,14.96
2019-05-14,20,44.0,,0.44,8.8
2019-05-15,82,44.0,,0.44,36.08
2019-05-16,87,44.0,,0.44,38.28
2019-05-17,48,44.0,,0.44,21.12
2019-05-18,17,44.0,,0.44,7.48
2019-05-19,24,44.0,,0.44,10.56
2019-05-20,100,44.0,,0.44,44.0
2019-05-21,46,44.0,,0.44,20.24
2019-05-22,96,44.0,,0.44,42.24
2019-05-23,34,44.0,,0.44,14.96
2019-05-24,71,44.0,,0.44,31.24
2019-05-25,17,44.0,,0.44,7.48
2019-05-26,26,44.0,,0.44,11.44
2019-05-27,16,44.0,,0.44,7.04
2019-05-28,48,44.0,,0.44,21.12
2019-05-29,53,44.0,,0.44,23.32
2019-05-30,53,44.0,,0.44,23.32
2019-05-31,62,44.0,,0.44,27.28
2019-06-01,29,54.0,False,0.54,15.66
2019-06-02,36,54.0,,0.54,19.44
2019-06-03,61,54.0,,0.54,32.940000000000005
2019-06-04,73,54.0,,0.54,39.42
2019-06-05,43,54.0,,0.54,23.220000000000002
2019-06-06,69,54.0,,0.54,37.260000000000005
2019-06-07,90,54.0,,0.54,48.6
2019-06-08,52,54.0,,0.54,28.080000000000002
2019-06-09,29,54.0,,0.54,15.66
2019-06-10,74,54.0,,0.54,39.96
2019-06-11,56,54.0,,0.54,30.240000000000002
2019-06-12,50,54.0,,0.54,27.0
2019-06-13,64,54.0,,0.54,34.56
2019-06-14,68,54.0,,0.54,36.72
2019-06-15,66,54.0,,0.54,35.64
2019-06-16,59,54.0,,0.54,31.860000000000003
2019-06-17,63,54.0,,0.54,34.02
2019-06-18,62,54.0,,0.54,33.480000000000004
2019-06-19,80,54.0,,0.54,43.2
2019-06-20,100,54.0,,0.54,54.0
2019-06-21,39,54.0,,0.54,21.060000000000002
2019-06-22,23,54.0,,0.54,12.420000000000002
2019-06-23,38,54.0,,0.54,20.520000000000003
2019-06-24,57,54.0,,0.54,30.78
2019-06-25,26,54.0,,0.54,14.040000000000001
2019-06-26,62,54.0,,0.54,33.480000000000004
2019-06-27,38,54.0,,0.54,20.520000000000003
2019-06-28,81,54.0,,0.54,43.74
2019-06-29,22,54.0,,0.54,11.88
2019-06-30,38,54.0,,0.54,20.520000000000003
2019-07-01,47,46.0,False,0.46,21.62
2019-07-02,47,46.0,,0.46,21.62
2019-07-03,54,46.0,,0.46,24.84
2019-07-04,0,46.0,,0.46,0.0
2019-07-05,53,46.0,,0.46,24.380000000000003
2019-07-06,61,46.0,,0.46,28.060000000000002
2019-07-07,29,46.0,,0.46,13.34
2019-07-08,46,46.0,,0.46,21.16
2019-07-09,60,46.0,,0.46,27.6
2019-07-10,100,46.0,,0.46,46.0
2019-07-11,59,46.0,,0.46,27.14
2019-07-12,41,46.0,,0.46,18.86
2019-07-13,63,46.0,,0.46,28.98
2019-07-14,24,46.0,,0.46,11.040000000000001
2019-07-15,33,46.0,,0.46,15.180000000000001
2019-07-16,71,46.0,,0.46,32.660000000000004
2019-07-17,46,46.0,,0.46,21.16
2019-07-18,54,46.0,,0.46,24.84
2019-07-19,28,46.0,,0.46,12.88
2019-07-20,38,46.0,,0.46,17.48
2019-07-21,39,46.0,,0.46,17.94
2019-07-22,61,46.0,,0.46,28.060000000000002
2019-07-23,47,46.0,,0.46,21.62
2019-07-24,83,46.0,,0.46,38.18
2019-07-25,34,46.0,,0.46,15.64
2019-07-26,50,46.0,,0.46,23.0
2019-07-27,56,46.0,,0.46,25.76
2019-07-28,48,46.0,,0.46,22.080000000000002
2019-07-29,95,46.0,,0.46,43.7
2019-07-30,55,46.0,,0.46,25.3
2019-07-31,35,46.0,,0.46,16.1
2019-08-01,51,59.0,False,0.59,30.09
2019-08-02,95,59.0,,0.59,56.05
2019-08-03,68,59.0,,0.59,40.12
2019-08-04,45,59.0,,0.59,26.549999999999997
2019-08-05,72,59.0,,0.59,42.48
2019-08-06,58,59.0,,0.59,34.22
2019-08-07,66,59.0,,0.59,38.94
2019-08-08,46,59.0,,0.59,27.139999999999997
2019-08-09,73,59.0,,0.59,43.07
2019-08-10,60,59.0,,0.59,35.4
2019-08-11,37,59.0,,0.59,21.83
2019-08-12,77,59.0,,0.59,45.43
2019-08-13,70,59.0,,0.59,41.3
2019-08-14,92,59.0,,0.59,54.279999999999994
2019-08-15,100,59.0,,0.59,59.0
2019-08-16,82,59.0,,0.59,48.379999999999995
2019-08-17,74,59.0,,0.59,43.66
2019-08-18,44,59.0,,0.59,25.959999999999997
2019-08-19,62,59.0,,0.59,36.58
2019-08-20,56,59.0,,0.59,33.04
2019-08-21,68,59.0,,0.59,40.12
2019-08-22,50,59.0,,0.59,29.5
2019-08-23,62,59.0,,0.59,36.58
2019-08-24,51,59.0,,0.59,30.09
2019-08-25,29,59.0,,0.59,17.11
2019-08-26,67,59.0,,0.59,39.53
2019-08-27,90,59.0,,0.59,53.099999999999994
