date,AN_unscaled,AN_monthly,isPartial,scale,AN
2017-12-26,65,63.0,,0.63,40.95
2017-12-27,66,63.0,,0.63,41.58
2017-12-28,68,63.0,,0.63,42.84
2017-12-29,64,63.0,,0.63,40.32
2017-12-30,62,63.0,,0.63,39.06
2017-12-31,60,63.0,,0.63,37.8
2018-01-01,62,71.0,False,0.71,44.019999999999996
2018-01-02,73,71.0,,0.71,51.83
2018-01-03,75,71.0,,0.71,53.25
2018-01-04,78,71.0,,0.71,55.379999999999995
2018-01-05,76,71.0,,0.71,53.959999999999994
2018-01-06,69,71.0,,0.71,48.989999999999995
2018-01-07,72,71.0,,0.71,51.12
2018-01-08,80,71.0,,0.71,56.8
2018-01-09,84,71.0,,0.71,59.64
2018-01-10,92,71.0,,0.71,65.32
2018-01-11,89,71.0,,0.71,63.19
2018-01-12,85,71.0,,0.71,60.349999999999994
2018-01-13,69,71.0,,0.71,48.989999999999995
2018-01-14,69,71.0,,0.71,48.989999999999995
2018-01-15,75,71.0,,0.71,53.25
2018-01-16,87,71.0,,0.71,61.769999999999996
2018-01-17,89,71.0,,0.71,63.19
2018-01-18,93,71.0,,0.71,66.03
2018-01-19,84,71.0,,0.71,59.64
2018-01-20,72,71.0,,0.71,51.12
2018-01-21,76,71.0,,0.71,53.959999999999994
2018-01-22,89,71.0,,0.71,63.19
2018-01-23,98,71.0,,0.71,69.58
2018-01-24,100,71.0,,0.71,71.0
2018-01-25,97,71.0,,0.71,68.86999999999999
2018-01-26,89,71.0,,0.71,63.19
2018-01-27,75,71.0,,0.71,53.25
2018-01-28,82,71.0,,0.71,58.22
2018-01-29,98,71.0,,0.71,69.58
2018-01-30,98,71.0,,0.71,69.58
2018-01-31,99,71.0,,0.71,70.28999999999999
2018-02-01,90,74.0,False,0.74,66.6
2018-02-02,84,74.0,,0.74,62.16
2018-02-03,68,74.0,,0.74,50.32
2018-02-04,76,74.0,,0.74,56.24
2018-02-05,85,74.0,,0.74,62.9
2018-02-06,93,74.0,,0.74,68.82
2018-02-07,88,74.0,,0.74,65.12
2018-02-08,93,74.0,,0.74,68.82
2018-02-09,85,74.0,,0.74,62.9
2018-02-10,70,74.0,,0.74,51.8
2018-02-11,76,74.0,,0.74,56.24
2018-02-12,88,74.0,,0.74,65.12
2018-02-13,93,74.0,,0.74,68.82
2018-02-14,88,74.0,,0.74,65.12
2018-02-15,93,74.0,,0.74,68.82
2018-02-16,86,74.0,,0.74,63.64
2018-02-17,73,74.0,,0.74,54.019999999999996
2018-02-18,73,74.0,,0.74,54.019999999999996
2018-02-19,86,74.0,,0.74,63.64
2018-02-20,93,74.0,,0.74,68.82
2018-02-21,96,74.0,,0.74,71.03999999999999
2018-02-22,97,74.0,,0.74,71.78
2018-02-23,88,74.0,,0.74,65.12
2018-02-24,70,74.0,,0.74,51.8
2018-02-25,79,74.0,,0.74,58.46
2018-02-26,94,74.0,,0.74,69.56
2018-02-27,100,74.0,,0.74,74.0
2018-02-28,97,74.0,,0.74,71.78
2018-03-01,97,74.0,False,0.74,71.78
2018-03-02,85,74.0,,0.74,62.9
2018-03-03,71,74.0,,0.74,52.54
2018-03-04,75,74.0,,0.74,55.5
2018-03-05,100,74.0,,0.74,74.0
2018-03-06,98,74.0,,0.74,72.52
2018-03-07,94,74.0,,0.74,69.56
2018-03-08,94,74.0,,0.74,69.56
2018-03-09,86,74.0,,0.74,63.64
2018-03-10,71,74.0,,0.74,52.54
2018-03-11,77,74.0,,0.74,56.98
2018-03-12,88,74.0,,0.74,65.12
2018-03-13,92,74.0,,0.74,68.08
2018-03-14,90,74.0,,0.74,66.6
2018-03-15,87,74.0,,0.74,64.38
2018-03-16,80,74.0,,0.74,59.2
2018-03-17,69,74.0,,0.74,51.06
2018-03-18,75,74.0,,0.74,55.5
2018-03-19,92,74.0,,0.74,68.08
2018-03-20,90,74.0,,0.74,66.6
2018-03-21,91,74.0,,0.74,67.34
2018-03-22,95,74.0,,0.74,70.3
2018-03-23,86,74.0,,0.74,63.64
2018-03-24,69,74.0,,0.74,51.06
2018-03-25,80,74.0,,0.74,59.2
2018-03-26,94,74.0,,0.74,69.56
2018-03-27,93,74.0,,0.74,68.82
2018-03-28,94,74.0,,0.74,69.56
2018-03-29,87,74.0,,0.74,64.38
2018-03-30,73,74.0,,0.74,54.019999999999996
2018-03-31,71,74.0,,0.74,52.54
2018-04-01,68,75.0,False,0.75,51.0
2018-04-02,85,75.0,,0.75,63.75
2018-04-03,88,75.0,,0.75,66.0
2018-04-04,88,75.0,,0.75,66.0
2018-04-05,92,75.0,,0.75,69.0
2018-04-06,83,75.0,,0.75,62.25
2018-04-07,68,75.0,,0.75,51.0
2018-04-08,74,75.0,,0.75,55.5
2018-04-09,97,75.0,,0.75,72.75
2018-04-10,95,75.0,,0.75,71.25
2018-04-11,93,75.0,,0.75,69.75
2018-04-12,95,75.0,,0.75,71.25
2018-04-13,85,75.0,,0.75,63.75
2018-04-14,67,75.0,,0.75,50.25
2018-04-15,76,75.0,,0.75,57.0
2018-04-16,96,75.0,,0.75,72.0
2018-04-17,100,75.0,,0.75,75.0
2018-04-18,96,75.0,,0.75,72.0
2018-04-19,95,75.0,,0.75,71.25
2018-04-20,84,75.0,,0.75,63.0
2018-04-21,67,75.0,,0.75,50.25
2018-04-22,74,75.0,,0.75,55.5
2018-04-23,90,75.0,,0.75,67.5
2018-04-24,95,75.0,,0.75,71.25
2018-04-25,93,75.0,,0.75,69.75
2018-04-26,93,75.0,,0.75,69.75
2018-04-27,83,75.0,,0.75,62.25
2018-04-28,68,75.0,,0.75,51.0
2018-04-29,74,75.0,,0.75,55.5
2018-04-30,92,75.0,,0.75,69.0
2018-05-01,98,71.0,False,0.71,69.58
2018-05-02,100,71.0,,0.71,71.0
2018-05-03,96,71.0,,0.71,68.16
2018-05-04,90,71.0,,0.71,63.9
2018-05-05,71,71.0,,0.71,50.41
2018-05-06,77,71.0,,0.71,54.669999999999995
2018-05-07,98,71.0,,0.71,69.58
2018-05-08,97,71.0,,0.71,68.86999999999999
2018-05-09,94,71.0,,0.71,66.74
2018-05-10,98,71.0,,0.71,69.58
2018-05-11,88,71.0,,0.71,62.48
2018-05-12,68,71.0,,0.71,48.28
2018-05-13,72,71.0,,0.71,51.12
2018-05-14,95,71.0,,0.71,67.45
2018-05-15,93,71.0,,0.71,66.03
2018-05-16,93,71.0,,0.71,66.03
2018-05-17,89,71.0,,0.71,63.19
2018-05-18,86,71.0,,0.71,61.059999999999995
2018-05-19,65,71.0,,0.71,46.15
2018-05-20,73,71.0,,0.71,51.83
2018-05-21,90,71.0,,0.71,63.9
2018-05-22,90,71.0,,0.71,63.9
2018-05-23,88,71.0,,0.71,62.48
2018-05-24,89,71.0,,0.71,63.19
2018-05-25,80,71.0,,0.71,56.8
2018-05-26,66,71.0,,0.71,46.86
2018-05-27,67,71.0,,0.71,47.57
2018-05-28,74,71.0,,0.71,52.54
2018-05-29,84,71.0,,0.71,59.64
2018-05-30,84,71.0,,0.71,59.64
2018-05-31,86,71.0,,0.71,61.059999999999995
2018-06-01,88,64.0,False,0.64,56.32
2018-06-02,79,64.0,,0.64,50.56
2018-06-03,84,64.0,,0.64,53.76
2018-06-04,93,64.0,,0.64,59.52
2018-06-05,97,64.0,,0.64,62.08
2018-06-06,96,64.0,,0.64,61.44
2018-06-07,93,64.0,,0.64,59.52
2018-06-08,87,64.0,,0.64,55.68
2018-06-09,79,64.0,,0.64,50.56
2018-06-10,84,64.0,,0.64,53.76
2018-06-11,98,64.0,,0.64,62.72
2018-06-12,96,64.0,,0.64,61.44
2018-06-13,100,64.0,,0.64,64.0
2018-06-14,94,64.0,,0.64,60.160000000000004
2018-06-15,87,64.0,,0.64,55.68
2018-06-16,77,64.0,,0.64,49.28
2018-06-17,81,64.0,,0.64,51.84
2018-06-18,91,64.0,,0.64,58.24
2018-06-19,91,64.0,,0.64,58.24
2018-06-20,94,64.0,,0.64,60.160000000000004
2018-06-21,93,64.0,,0.64,59.52
2018-06-22,87,64.0,,0.64,55.68
2018-06-23,80,64.0,,0.64,51.2
2018-06-24,83,64.0,,0.64,53.120000000000005
2018-06-25,89,64.0,,0.64,56.96
2018-06-26,91,64.0,,0.64,58.24
2018-06-27,87,64.0,,0.64,55.68
2018-06-28,92,64.0,,0.64,58.88
2018-06-29,86,64.0,,0.64,55.04
2018-06-30,77,64.0,,0.64,49.28
2018-07-01,81,62.0,False,0.62,50.22
2018-07-02,90,62.0,,0.62,55.8
2018-07-03,88,62.0,,0.62,54.56
2018-07-04,81,62.0,,0.62,50.22
2018-07-05,88,62.0,,0.62,54.56
2018-07-06,90,62.0,,0.62,55.8
2018-07-07,83,62.0,,0.62,51.46
2018-07-08,86,62.0,,0.62,53.32
2018-07-09,93,62.0,,0.62,57.66
2018-07-10,94,62.0,,0.62,58.28
2018-07-11,95,62.0,,0.62,58.9
2018-07-12,99,62.0,,0.62,61.38
2018-07-13,91,62.0,,0.62,56.42
2018-07-14,86,62.0,,0.62,53.32
2018-07-15,87,62.0,,0.62,53.94
2018-07-16,96,62.0,,0.62,59.519999999999996
2018-07-17,95,62.0,,0.62,58.9
2018-07-18,96,62.0,,0.62,59.519999999999996
2018-07-19,100,62.0,,0.62,62.0
2018-07-20,94,62.0,,0.62,58.28
2018-07-21,82,62.0,,0.62,50.839999999999996
2018-07-22,85,62.0,,0.62,52.7
2018-07-23,96,62.0,,0.62,59.519999999999996
2018-07-24,96,62.0,,0.62,59.519999999999996
2018-07-25,93,62.0,,0.62,57.66
2018-07-26,94,62.0,,0.62,58.28
2018-07-27,91,62.0,,0.62,56.42
2018-07-28,83,62.0,,0.62,51.46
2018-07-29,83,62.0,,0.62,51.46
2018-07-30,94,62.0,,0.62,58.28
2018-07-31,94,62.0,,0.62,58.28
2018-08-01,82,64.0,False,0.64,52.480000000000004
2018-08-02,81,64.0,,0.64,51.84
2018-08-03,79,64.0,,0.64,50.56
2018-08-04,71,64.0,,0.64,45.44
2018-08-05,73,64.0,,0.64,46.72
2018-08-06,80,64.0,,0.64,51.2
2018-08-07,83,64.0,,0.64,53.120000000000005
2018-08-08,82,64.0,,0.64,52.480000000000004
2018-08-09,82,64.0,,0.64,52.480000000000004
2018-08-10,76,64.0,,0.64,48.64
2018-08-11,70,64.0,,0.64,44.800000000000004
2018-08-12,72,64.0,,0.64,46.08
2018-08-13,81,64.0,,0.64,51.84
2018-08-14,84,64.0,,0.64,53.76
2018-08-15,84,64.0,,0.64,53.76
2018-08-16,85,64.0,,0.64,54.4
2018-08-17,82,64.0,,0.64,52.480000000000004
2018-08-18,74,64.0,,0.64,47.36
2018-08-19,75,64.0,,0.64,48.0
2018-08-20,86,64.0,,0.64,55.04
2018-08-21,88,64.0,,0.64,56.32
2018-08-22,91,64.0,,0.64,58.24
2018-08-23,90,64.0,,0.64,57.6
2018-08-24,85,64.0,,0.64,54.4
2018-08-25,72,64.0,,0.64,46.08
2018-08-26,77,64.0,,0.64,49.28
2018-08-27,92,64.0,,0.64,58.88
2018-08-28,97,64.0,,0.64,62.08
2018-08-29,100,64.0,,0.64,64.0
2018-08-30,100,64.0,,0.64,64.0
2018-08-31,86,64.0,,0.64,55.04
2018-09-01,62,77.0,False,0.77,47.74
2018-09-02,64,77.0,,0.77,49.28
2018-09-03,73,77.0,,0.77,56.21
2018-09-04,86,77.0,,0.77,66.22
2018-09-05,88,77.0,,0.77,67.76
2018-09-06,88,77.0,,0.77,67.76
2018-09-07,82,77.0,,0.77,63.14
2018-09-08,69,77.0,,0.77,53.13
2018-09-09,74,77.0,,0.77,56.980000000000004
2018-09-10,91,77.0,,0.77,70.07000000000001
2018-09-11,92,77.0,,0.77,70.84
2018-09-12,93,77.0,,0.77,71.61
2018-09-13,92,77.0,,0.77,70.84
2018-09-14,86,77.0,,0.77,66.22
2018-09-15,65,77.0,,0.77,50.050000000000004
2018-09-16,74,77.0,,0.77,56.980000000000004
2018-09-17,93,77.0,,0.77,71.61
2018-09-18,96,77.0,,0.77,73.92
2018-09-19,97,77.0,,0.77,74.69
2018-09-20,97,77.0,,0.77,74.69
2018-09-21,89,77.0,,0.77,68.53
2018-09-22,68,77.0,,0.77,52.36
2018-09-23,77,77.0,,0.77,59.29
2018-09-24,93,77.0,,0.77,71.61
2018-09-25,100,77.0,,0.77,77.0
2018-09-26,97,77.0,,0.77,74.69
2018-09-27,92,77.0,,0.77,70.84
2018-09-28,85,77.0,,0.77,65.45
2018-09-29,67,77.0,,0.77,51.59
2018-09-30,74,77.0,,0.77,56.980000000000004
2018-10-01,100,78.0,False,0.78,78.0
2018-10-02,99,78.0,,0.78,77.22
2018-10-03,99,78.0,,0.78,77.22
2018-10-04,99,78.0,,0.78,77.22
2018-10-05,84,78.0,,0.78,65.52
2018-10-06,65,78.0,,0.78,50.7
2018-10-07,74,78.0,,0.78,57.72
2018-10-08,94,78.0,,0.78,73.32000000000001
2018-10-09,99,78.0,,0.78,77.22
2018-10-10,95,78.0,,0.78,74.10000000000001
2018-10-11,94,78.0,,0.78,73.32000000000001
2018-10-12,89,78.0,,0.78,69.42
2018-10-13,67,78.0,,0.78,52.260000000000005
2018-10-14,75,78.0,,0.78,58.5
2018-10-15,95,78.0,,0.78,74.10000000000001
2018-10-16,96,78.0,,0.78,74.88
2018-10-17,96,78.0,,0.78,74.88
2018-10-18,98,78.0,,0.78,76.44
2018-10-19,93,78.0,,0.78,72.54
2018-10-20,69,78.0,,0.78,53.82
2018-10-21,72,78.0,,0.78,56.160000000000004
2018-10-22,100,78.0,,0.78,78.0
2018-10-23,99,78.0,,0.78,77.22
2018-10-24,95,78.0,,0.78,74.10000000000001
2018-10-25,96,78.0,,0.78,74.88
2018-10-26,89,78.0,,0.78,69.42
2018-10-27,68,78.0,,0.78,53.04
2018-10-28,74,78.0,,0.78,57.72
2018-10-29,97,78.0,,0.78,75.66
2018-10-30,100,78.0,,0.78,78.0
2018-10-31,94,78.0,,0.78,73.32000000000001
2018-11-01,94,70.0,False,0.7,65.8
2018-11-02,91,70.0,,0.7,63.699999999999996
2018-11-03,70,70.0,,0.7,49.0
2018-11-04,81,70.0,,0.7,56.699999999999996
2018-11-05,97,70.0,,0.7,67.89999999999999
2018-11-06,94,70.0,,0.7,65.8
2018-11-07,88,70.0,,0.7,61.599999999999994
2018-11-08,94,70.0,,0.7,65.8
2018-11-09,88,70.0,,0.7,61.599999999999994
2018-11-10,66,70.0,,0.7,46.199999999999996
2018-11-11,72,70.0,,0.7,50.4
2018-11-12,89,70.0,,0.7,62.3
2018-11-13,94,70.0,,0.7,65.8
2018-11-14,94,70.0,,0.7,65.8
2018-11-15,93,70.0,,0.7,65.1
2018-11-16,83,70.0,,0.7,58.099999999999994
2018-11-17,67,70.0,,0.7,46.9
2018-11-18,71,70.0,,0.7,49.699999999999996
2018-11-19,90,70.0,,0.7,62.99999999999999
2018-11-20,83,70.0,,0.7,58.099999999999994
2018-11-21,73,70.0,,0.7,51.099999999999994
2018-11-22,60,70.0,,0.7,42.0
2018-11-23,56,70.0,,0.7,39.199999999999996
2018-11-24,63,70.0,,0.7,44.099999999999994
2018-11-25,68,70.0,,0.7,47.599999999999994
2018-11-26,86,70.0,,0.7,60.199999999999996
2018-11-27,95,70.0,,0.7,66.5
2018-11-28,97,70.0,,0.7,67.89999999999999
2018-11-29,100,70.0,,0.7,70.0
2018-11-30,91,70.0,,0.7,63.699999999999996
2018-12-01,68,67.0,False,0.67,45.56
2018-12-02,71,67.0,,0.67,47.57
2018-12-03,95,67.0,,0.67,63.650000000000006
2018-12-04,100,67.0,,0.67,67.0
2018-12-05,94,67.0,,0.67,62.980000000000004
2018-12-06,96,67.0,,0.67,64.32000000000001
2018-12-07,88,67.0,,0.67,58.96
2018-12-08,67,67.0,,0.67,44.89
2018-12-09,73,67.0,,0.67,48.910000000000004
2018-12-10,92,67.0,,0.67,61.64
2018-12-11,95,67.0,,0.67,63.650000000000006
2018-12-12,96,67.0,,0.67,64.32000000000001
2018-12-13,96,67.0,,0.67,64.32000000000001
2018-12-14,89,67.0,,0.67,59.63
2018-12-15,69,67.0,,0.67,46.230000000000004
2018-12-16,67,67.0,,0.67,44.89
2018-12-17,87,67.0,,0.67,58.290000000000006
2018-12-18,88,67.0,,0.67,58.96
2018-12-19,84,67.0,,0.67,56.28
2018-12-20,79,67.0,,0.67,52.93
2018-12-21,68,67.0,,0.67,45.56
2018-12-22,57,67.0,,0.67,38.190000000000005
2018-12-23,57,67.0,,0.67,38.190000000000005
2018-12-24,56,67.0,,0.67,37.52
2018-12-25,60,67.0,,0.67,40.2
2018-12-26,64,67.0,,0.67,42.88
2018-12-27,65,67.0,,0.67,43.550000000000004
2018-12-28,65,67.0,,0.67,43.550000000000004
2018-12-29,63,67.0,,0.67,42.21
2018-12-30,63,67.0,,0.67,42.21
2018-12-31,62,67.0,,0.67,41.54
2019-01-01,65,73.0,False,0.73,47.449999999999996
2019-01-02,75,73.0,,0.73,54.75
2019-01-03,80,73.0,,0.73,58.4
2019-01-04,80,73.0,,0.73,58.4
2019-01-05,69,73.0,,0.73,50.37
2019-01-06,70,73.0,,0.73,51.1
2019-01-07,82,73.0,,0.73,59.86
2019-01-08,87,73.0,,0.73,63.51
2019-01-09,94,73.0,,0.73,68.62
2019-01-10,92,73.0,,0.73,67.16
2019-01-11,91,73.0,,0.73,66.42999999999999
2019-01-12,71,73.0,,0.73,51.83
2019-01-13,74,73.0,,0.73,54.019999999999996
2019-01-14,94,73.0,,0.73,68.62
2019-01-15,95,73.0,,0.73,69.35
2019-01-16,97,73.0,,0.73,70.81
2019-01-17,99,73.0,,0.73,72.27
2019-01-18,88,73.0,,0.73,64.24
2019-01-19,71,73.0,,0.73,51.83
2019-01-20,72,73.0,,0.73,52.56
2019-01-21,79,73.0,,0.73,57.67
2019-01-22,93,73.0,,0.73,67.89
2019-01-23,97,73.0,,0.73,70.81
2019-01-24,100,73.0,,0.73,73.0
2019-01-25,93,73.0,,0.73,67.89
2019-01-26,75,73.0,,0.73,54.75
2019-01-27,82,73.0,,0.73,59.86
2019-01-28,96,73.0,,0.73,70.08
2019-01-29,95,73.0,,0.73,69.35
2019-01-30,96,73.0,,0.73,70.08
2019-01-31,96,73.0,,0.73,70.08
2019-02-01,86,77.0,False,0.77,66.22
2019-02-02,73,77.0,,0.77,56.21
2019-02-03,76,77.0,,0.77,58.52
2019-02-04,88,77.0,,0.77,67.76
2019-02-05,100,77.0,,0.77,77.0
2019-02-06,98,77.0,,0.77,75.46000000000001
2019-02-07,98,77.0,,0.77,75.46000000000001
2019-02-08,91,77.0,,0.77,70.07000000000001
2019-02-09,75,77.0,,0.77,57.75
2019-02-10,79,77.0,,0.77,60.83
2019-02-11,95,77.0,,0.77,73.15
2019-02-12,97,77.0,,0.77,74.69
2019-02-13,95,77.0,,0.77,73.15
2019-02-14,91,77.0,,0.77,70.07000000000001
2019-02-15,85,77.0,,0.77,65.45
2019-02-16,70,77.0,,0.77,53.9
2019-02-17,73,77.0,,0.77,56.21
2019-02-18,86,77.0,,0.77,66.22
2019-02-19,96,77.0,,0.77,73.92
2019-02-20,94,77.0,,0.77,72.38
2019-02-21,96,77.0,,0.77,73.92
2019-02-22,87,77.0,,0.77,66.99
2019-02-23,70,77.0,,0.77,53.9
2019-02-24,79,77.0,,0.77,60.83
2019-02-25,99,77.0,,0.77,76.23
2019-02-26,100,77.0,,0.77,77.0
2019-02-27,95,77.0,,0.77,73.15
2019-02-28,94,77.0,,0.77,72.38
2019-03-01,90,75.0,False,0.75,67.5
2019-03-02,72,75.0,,0.75,54.0
2019-03-03,73,75.0,,0.75,54.75
2019-03-04,98,75.0,,0.75,73.5
2019-03-05,98,75.0,,0.75,73.5
2019-03-06,97,75.0,,0.75,72.75
2019-03-07,97,75.0,,0.75,72.75
2019-03-08,88,75.0,,0.75,66.0
2019-03-09,72,75.0,,0.75,54.0
2019-03-10,76,75.0,,0.75,57.0
2019-03-11,94,75.0,,0.75,70.5
2019-03-12,93,75.0,,0.75,69.75
2019-03-13,95,75.0,,0.75,71.25
2019-03-14,90,75.0,,0.75,67.5
2019-03-15,82,75.0,,0.75,61.5
2019-03-16,69,75.0,,0.75,51.75
2019-03-17,75,75.0,,0.75,56.25
2019-03-18,95,75.0,,0.75,71.25
2019-03-19,100,75.0,,0.75,75.0
2019-03-20,96,75.0,,0.75,72.0
2019-03-21,93,75.0,,0.75,69.75
2019-03-22,85,75.0,,0.75,63.75
2019-03-23,69,75.0,,0.75,51.75
2019-03-24,75,75.0,,0.75,56.25
2019-03-25,94,75.0,,0.75,70.5
2019-03-26,98,75.0,,0.75,73.5
2019-03-27,96,75.0,,0.75,72.0
2019-03-28,92,75.0,,0.75,69.0
2019-03-29,84,75.0,,0.75,63.0
2019-03-30,70,75.0,,0.75,52.5
2019-03-31,76,75.0,,0.75,57.0
2019-04-01,95,76.0,False,0.76,72.2
2019-04-02,98,76.0,,0.76,74.48
2019-04-03,99,76.0,,0.76,75.24
2019-04-04,95,76.0,,0.76,72.2
2019-04-05,89,76.0,,0.76,67.64
2019-04-06,72,76.0,,0.76,54.72
2019-04-07,78,76.0,,0.76,59.28
2019-04-08,96,76.0,,0.76,72.96000000000001
2019-04-09,98,76.0,,0.76,74.48
2019-04-10,98,76.0,,0.76,74.48
2019-04-11,99,76.0,,0.76,75.24
2019-04-12,91,76.0,,0.76,69.16
2019-04-13,73,76.0,,0.76,55.480000000000004
2019-04-14,77,76.0,,0.76,58.52
2019-04-15,98,76.0,,0.76,74.48
2019-04-16,98,76.0,,0.76,74.48
2019-04-17,95,76.0,,0.76,72.2
2019-04-18,93,76.0,,0.76,70.68
2019-04-19,80,76.0,,0.76,60.8
2019-04-20,70,76.0,,0.76,53.2
2019-04-21,75,76.0,,0.76,57.0
2019-04-22,92,76.0,,0.76,69.92
2019-04-23,98,76.0,,0.76,74.48
2019-04-24,100,76.0,,0.76,76.0
2019-04-25,95,76.0,,0.76,72.2
2019-04-26,88,76.0,,0.76,66.88
2019-04-27,72,76.0,,0.76,54.72
2019-04-28,77,76.0,,0.76,58.52
2019-04-29,100,76.0,,0.76,76.0
2019-04-30,99,76.0,,0.76,75.24
2019-05-01,100,72.0,False,0.72,72.0
2019-05-02,93,72.0,,0.72,66.96
2019-05-03,89,72.0,,0.72,64.08
2019-05-04,67,72.0,,0.72,48.239999999999995
2019-05-05,74,72.0,,0.72,53.28
2019-05-06,94,72.0,,0.72,67.67999999999999
2019-05-07,95,72.0,,0.72,68.39999999999999
2019-05-08,92,72.0,,0.72,66.24
2019-05-09,92,72.0,,0.72,66.24
2019-05-10,85,72.0,,0.72,61.199999999999996
2019-05-11,69,72.0,,0.72,49.68
2019-05-12,71,72.0,,0.72,51.12
2019-05-13,92,72.0,,0.72,66.24
2019-05-14,94,72.0,,0.72,67.67999999999999
2019-05-15,91,72.0,,0.72,65.52
2019-05-16,91,72.0,,0.72,65.52
2019-05-17,85,72.0,,0.72,61.199999999999996
2019-05-18,68,72.0,,0.72,48.96
2019-05-19,70,72.0,,0.72,50.4
2019-05-20,87,72.0,,0.72,62.64
2019-05-21,86,72.0,,0.72,61.919999999999995
2019-05-22,89,72.0,,0.72,64.08
2019-05-23,83,72.0,,0.72,59.76
2019-05-24,78,72.0,,0.72,56.16
2019-05-25,64,72.0,,0.72,46.08
2019-05-26,67,72.0,,0.72,48.239999999999995
2019-05-27,70,72.0,,0.72,50.4
2019-05-28,83,72.0,,0.72,59.76
2019-05-29,82,72.0,,0.72,59.04
2019-05-30,84,72.0,,0.72,60.48
2019-05-31,77,72.0,,0.72,55.44
2019-06-01,78,64.0,False,0.64,49.92
2019-06-02,85,64.0,,0.64,54.4
2019-06-03,93,64.0,,0.64,59.52
2019-06-04,98,64.0,,0.64,62.72
2019-06-05,100,64.0,,0.64,64.0
2019-06-06,99,64.0,,0.64,63.36
2019-06-07,91,64.0,,0.64,58.24
2019-06-08,80,64.0,,0.64,51.2
2019-06-09,83,64.0,,0.64,53.120000000000005
2019-06-10,95,64.0,,0.64,60.800000000000004
2019-06-11,97,64.0,,0.64,62.08
2019-06-12,99,64.0,,0.64,63.36
2019-06-13,97,64.0,,0.64,62.08
2019-06-14,85,64.0,,0.64,54.4
2019-06-15,81,64.0,,0.64,51.84
2019-06-16,82,64.0,,0.64,52.480000000000004
2019-06-17,96,64.0,,0.64,61.44
2019-06-18,94,64.0,,0.64,60.160000000000004
2019-06-19,94,64.0,,0.64,60.160000000000004
2019-06-20,90,64.0,,0.64,57.6
2019-06-21,86,64.0,,0.64,55.04
2019-06-22,81,64.0,,0.64,51.84
2019-06-23,84,64.0,,0.64,53.76
2019-06-24,95,64.0,,0.64,60.800000000000004
2019-06-25,96,64.0,,0.64,61.44
2019-06-26,95,64.0,,0.64,60.800000000000004
2019-06-27,93,64.0,,0.64,59.52
2019-06-28,91,64.0,,0.64,58.24
2019-06-29,81,64.0,,0.64,51.84
2019-06-30,84,64.0,,0.64,53.76
2019-07-01,89,61.0,False,0.61,54.29
2019-07-02,97,61.0,,0.61,59.17
2019-07-03,88,61.0,,0.61,53.68
2019-07-04,83,61.0,,0.61,50.629999999999995
2019-07-05,81,61.0,,0.61,49.41
2019-07-06,95,61.0,,0.61,57.949999999999996
2019-07-07,83,61.0,,0.61,50.629999999999995
2019-07-08,93,61.0,,0.61,56.73
2019-07-09,98,61.0,,0.61,59.78
2019-07-10,96,61.0,,0.61,58.56
2019-07-11,93,61.0,,0.61,56.73
2019-07-12,96,61.0,,0.61,58.56
2019-07-13,84,61.0,,0.61,51.24
2019-07-14,87,61.0,,0.61,53.07
2019-07-15,99,61.0,,0.61,60.39
2019-07-16,98,61.0,,0.61,59.78
2019-07-17,100,61.0,,0.61,61.0
2019-07-18,92,61.0,,0.61,56.12
2019-07-19,90,61.0,,0.61,54.9
2019-07-20,79,61.0,,0.61,48.19
2019-07-21,83,61.0,,0.61,50.629999999999995
2019-07-22,93,61.0,,0.61,56.73
2019-07-23,93,61.0,,0.61,56.73
2019-07-24,92,61.0,,0.61,56.12
2019-07-25,92,61.0,,0.61,56.12
2019-07-26,89,61.0,,0.61,54.29
2019-07-27,78,61.0,,0.61,47.58
2019-07-28,83,61.0,,0.61,50.629999999999995
2019-07-29,92,61.0,,0.61,56.12
2019-07-30,93,61.0,,0.61,56.73
2019-07-31,91,61.0,,0.61,55.51
2019-08-01,79,62.0,False,0.62,48.98
2019-08-02,77,62.0,,0.62,47.74
2019-08-03,72,62.0,,0.62,44.64
2019-08-04,73,62.0,,0.62,45.26
2019-08-05,79,62.0,,0.62,48.98
2019-08-06,81,62.0,,0.62,50.22
2019-08-07,83,62.0,,0.62,51.46
2019-08-08,83,62.0,,0.62,51.46
2019-08-09,79,62.0,,0.62,48.98
2019-08-10,72,62.0,,0.62,44.64
2019-08-11,74,62.0,,0.62,45.88
2019-08-12,80,62.0,,0.62,49.6
2019-08-13,87,62.0,,0.62,53.94
2019-08-14,88,62.0,,0.62,54.56
2019-08-15,85,62.0,,0.62,52.7
2019-08-16,80,62.0,,0.62,49.6
2019-08-17,73,62.0,,0.62,45.26
2019-08-18,74,62.0,,0.62,45.88
2019-08-19,88,62.0,,0.62,54.56
2019-08-20,92,62.0,,0.62,57.04
2019-08-21,92,62.0,,0.62,57.04
2019-08-22,92,62.0,,0.62,57.04
2019-08-23,88,62.0,,0.62,54.56
2019-08-24,74,62.0,,0.62,45.88
2019-08-25,77,62.0,,0.62,47.74
2019-08-26,93,62.0,,0.62,57.66
2019-08-27,97,62.0,,0.62,60.14
2019-08-28,99,62.0,,0.62,61.38
2019-08-29,100,62.0,,0.62,62.0
2019-08-30,86,62.0,,0.62,53.32
2019-08-31,71,62.0,,0.62,44.02
2019-09-01,63,79.0,False,0.79,49.77
