date,ED_unscaled,ED_monthly,isPartial,scale,ED
2017-12-29,49,85.0,,0.85,41.65
2017-12-30,50,85.0,,0.85,42.5
2017-12-31,47,85.0,,0.85,39.949999999999996
2018-01-01,66,84.0,False,0.84,55.44
2018-01-02,59,84.0,,0.84,49.559999999999995
2018-01-03,66,84.0,,0.84,55.44
2018-01-04,62,84.0,,0.84,52.08
2018-01-05,63,84.0,,0.84,52.919999999999995
2018-01-06,65,84.0,,0.84,54.6
2018-01-07,74,84.0,,0.84,62.16
2018-01-08,74,84.0,,0.84,62.16
2018-01-09,72,84.0,,0.84,60.48
2018-01-10,73,84.0,,0.84,61.32
2018-01-11,68,84.0,,0.84,57.12
2018-01-12,70,84.0,,0.84,58.8
2018-01-13,65,84.0,,0.84,54.6
2018-01-14,63,84.0,,0.84,52.919999999999995
2018-01-15,61,84.0,,0.84,51.239999999999995
2018-01-16,69,84.0,,0.84,57.96
2018-01-17,66,84.0,,0.84,55.44
2018-01-18,69,84.0,,0.84,57.96
2018-01-19,69,84.0,,0.84,57.96
2018-01-20,100,84.0,,0.84,84.0
2018-01-21,91,84.0,,0.84,76.44
2018-01-22,87,84.0,,0.84,73.08
2018-01-23,76,84.0,,0.84,63.839999999999996
2018-01-24,76,84.0,,0.84,63.839999999999996
2018-01-25,74,84.0,,0.84,62.16
2018-01-26,73,84.0,,0.84,61.32
2018-01-27,71,84.0,,0.84,59.64
2018-01-28,76,84.0,,0.84,63.839999999999996
2018-01-29,96,84.0,,0.84,80.64
2018-01-30,74,84.0,,0.84,62.16
2018-01-31,67,84.0,,0.84,56.28
2018-02-01,96,78.0,False,0.78,74.88
2018-02-02,95,78.0,,0.78,74.10000000000001
2018-02-03,90,78.0,,0.78,70.2
2018-02-04,88,78.0,,0.78,68.64
2018-02-05,88,78.0,,0.78,68.64
2018-02-06,100,78.0,,0.78,78.0
2018-02-07,95,78.0,,0.78,74.10000000000001
2018-02-08,94,78.0,,0.78,73.32000000000001
2018-02-09,96,78.0,,0.78,74.88
2018-02-10,88,78.0,,0.78,68.64
2018-02-11,93,78.0,,0.78,72.54
2018-02-12,92,78.0,,0.78,71.76
2018-02-13,98,78.0,,0.78,76.44
2018-02-14,91,78.0,,0.78,70.98
2018-02-15,98,78.0,,0.78,76.44
2018-02-16,94,78.0,,0.78,73.32000000000001
2018-02-17,89,78.0,,0.78,69.42
2018-02-18,84,78.0,,0.78,65.52
2018-02-19,87,78.0,,0.78,67.86
2018-02-20,86,78.0,,0.78,67.08
2018-02-21,88,78.0,,0.78,68.64
2018-02-22,95,78.0,,0.78,74.10000000000001
2018-02-23,93,78.0,,0.78,72.54
2018-02-24,84,78.0,,0.78,65.52
2018-02-25,85,78.0,,0.78,66.3
2018-02-26,92,78.0,,0.78,71.76
2018-02-27,94,78.0,,0.78,73.32000000000001
2018-02-28,95,78.0,,0.78,74.10000000000001
2018-03-01,86,72.0,False,0.72,61.919999999999995
2018-03-02,92,72.0,,0.72,66.24
2018-03-03,89,72.0,,0.72,64.08
2018-03-04,93,72.0,,0.72,66.96
2018-03-05,93,72.0,,0.72,66.96
2018-03-06,100,72.0,,0.72,72.0
2018-03-07,95,72.0,,0.72,68.39999999999999
2018-03-08,88,72.0,,0.72,63.36
2018-03-09,87,72.0,,0.72,62.64
2018-03-10,82,72.0,,0.72,59.04
2018-03-11,81,72.0,,0.72,58.32
2018-03-12,89,72.0,,0.72,64.08
2018-03-13,85,72.0,,0.72,61.199999999999996
2018-03-14,84,72.0,,0.72,60.48
2018-03-15,79,72.0,,0.72,56.879999999999995
2018-03-16,84,72.0,,0.72,60.48
2018-03-17,75,72.0,,0.72,54.0
2018-03-18,71,72.0,,0.72,51.12
2018-03-19,81,72.0,,0.72,58.32
2018-03-20,90,72.0,,0.72,64.8
2018-03-21,83,72.0,,0.72,59.76
2018-03-22,83,72.0,,0.72,59.76
2018-03-23,85,72.0,,0.72,61.199999999999996
2018-03-24,73,72.0,,0.72,52.559999999999995
2018-03-25,74,72.0,,0.72,53.28
2018-03-26,83,72.0,,0.72,59.76
2018-03-27,86,72.0,,0.72,61.919999999999995
2018-03-28,82,72.0,,0.72,59.04
2018-03-29,82,72.0,,0.72,59.04
2018-03-30,72,72.0,,0.72,51.839999999999996
2018-03-31,72,72.0,,0.72,51.839999999999996
2018-04-01,69,74.0,False,0.74,51.06
2018-04-02,87,74.0,,0.74,64.38
2018-04-03,85,74.0,,0.74,62.9
2018-04-04,86,74.0,,0.74,63.64
2018-04-05,91,74.0,,0.74,67.34
2018-04-06,83,74.0,,0.74,61.42
2018-04-07,78,74.0,,0.74,57.72
2018-04-08,82,74.0,,0.74,60.68
2018-04-09,88,74.0,,0.74,65.12
2018-04-10,90,74.0,,0.74,66.6
2018-04-11,99,74.0,,0.74,73.26
2018-04-12,94,74.0,,0.74,69.56
2018-04-13,93,74.0,,0.74,68.82
2018-04-14,82,74.0,,0.74,60.68
2018-04-15,87,74.0,,0.74,64.38
2018-04-16,88,74.0,,0.74,65.12
2018-04-17,89,74.0,,0.74,65.86
2018-04-18,90,74.0,,0.74,66.6
2018-04-19,88,74.0,,0.74,65.12
2018-04-20,90,74.0,,0.74,66.6
2018-04-21,80,74.0,,0.74,59.2
2018-04-22,84,74.0,,0.74,62.16
2018-04-23,93,74.0,,0.74,68.82
2018-04-24,100,74.0,,0.74,74.0
2018-04-25,94,74.0,,0.74,69.56
2018-04-26,100,74.0,,0.74,74.0
2018-04-27,96,74.0,,0.74,71.03999999999999
2018-04-28,87,74.0,,0.74,64.38
2018-04-29,84,74.0,,0.74,62.16
2018-04-30,93,74.0,,0.74,68.82
2018-05-01,74,68.0,False,0.68,50.32
2018-05-02,73,68.0,,0.68,49.64
2018-05-03,74,68.0,,0.68,50.32
2018-05-04,69,68.0,,0.68,46.92
2018-05-05,58,68.0,,0.68,39.440000000000005
2018-05-06,63,68.0,,0.68,42.84
2018-05-07,70,68.0,,0.68,47.6
2018-05-08,68,68.0,,0.68,46.24
2018-05-09,68,68.0,,0.68,46.24
2018-05-10,69,68.0,,0.68,46.92
2018-05-11,65,68.0,,0.68,44.2
2018-05-12,57,68.0,,0.68,38.760000000000005
2018-05-13,62,68.0,,0.68,42.160000000000004
2018-05-14,71,68.0,,0.68,48.28
2018-05-15,68,68.0,,0.68,46.24
2018-05-16,67,68.0,,0.68,45.56
2018-05-17,66,68.0,,0.68,44.88
2018-05-18,66,68.0,,0.68,44.88
2018-05-19,60,68.0,,0.68,40.800000000000004
2018-05-20,60,68.0,,0.68,40.800000000000004
2018-05-21,100,68.0,,0.68,68.0
2018-05-22,75,68.0,,0.68,51.00000000000001
2018-05-23,70,68.0,,0.68,47.6
2018-05-24,68,68.0,,0.68,46.24
2018-05-25,67,68.0,,0.68,45.56
2018-05-26,59,68.0,,0.68,40.120000000000005
2018-05-27,61,68.0,,0.68,41.480000000000004
2018-05-28,62,68.0,,0.68,42.160000000000004
2018-05-29,65,68.0,,0.68,44.2
2018-05-30,64,68.0,,0.68,43.52
2018-05-31,65,68.0,,0.68,44.2
2018-06-01,89,58.0,False,0.58,51.62
2018-06-02,82,58.0,,0.58,47.559999999999995
2018-06-03,85,58.0,,0.58,49.3
2018-06-04,89,58.0,,0.58,51.62
2018-06-05,96,58.0,,0.58,55.67999999999999
2018-06-06,94,58.0,,0.58,54.519999999999996
2018-06-07,89,58.0,,0.58,51.62
2018-06-08,86,58.0,,0.58,49.879999999999995
2018-06-09,77,58.0,,0.58,44.66
2018-06-10,79,58.0,,0.58,45.82
2018-06-11,92,58.0,,0.58,53.36
2018-06-12,87,58.0,,0.58,50.459999999999994
2018-06-13,95,58.0,,0.58,55.099999999999994
2018-06-14,88,58.0,,0.58,51.04
2018-06-15,80,58.0,,0.58,46.4
2018-06-16,76,58.0,,0.58,44.08
2018-06-17,75,58.0,,0.58,43.5
2018-06-18,93,58.0,,0.58,53.94
2018-06-19,87,58.0,,0.58,50.459999999999994
2018-06-20,86,58.0,,0.58,49.879999999999995
2018-06-21,87,58.0,,0.58,50.459999999999994
2018-06-22,79,58.0,,0.58,45.82
2018-06-23,75,58.0,,0.58,43.5
2018-06-24,82,58.0,,0.58,47.559999999999995
2018-06-25,84,58.0,,0.58,48.72
2018-06-26,84,58.0,,0.58,48.72
2018-06-27,83,58.0,,0.58,48.13999999999999
2018-06-28,92,58.0,,0.58,53.36
2018-06-29,100,58.0,,0.58,57.99999999999999
2018-06-30,87,58.0,,0.58,50.459999999999994
2018-07-01,66,59.0,False,0.59,38.94
2018-07-02,63,59.0,,0.59,37.169999999999995
2018-07-03,60,59.0,,0.59,35.4
2018-07-04,59,59.0,,0.59,34.809999999999995
2018-07-05,100,59.0,,0.59,59.0
2018-07-06,88,59.0,,0.59,51.919999999999995
2018-07-07,62,59.0,,0.59,36.58
2018-07-08,60,59.0,,0.59,35.4
2018-07-09,64,59.0,,0.59,37.76
2018-07-10,68,59.0,,0.59,40.12
2018-07-11,64,59.0,,0.59,37.76
2018-07-12,65,59.0,,0.59,38.35
2018-07-13,63,59.0,,0.59,37.169999999999995
2018-07-14,62,59.0,,0.59,36.58
2018-07-15,59,59.0,,0.59,34.809999999999995
2018-07-16,67,59.0,,0.59,39.53
2018-07-17,66,59.0,,0.59,38.94
2018-07-18,64,59.0,,0.59,37.76
2018-07-19,66,59.0,,0.59,38.94
2018-07-20,61,59.0,,0.59,35.989999999999995
2018-07-21,61,59.0,,0.59,35.989999999999995
2018-07-22,57,59.0,,0.59,33.629999999999995
2018-07-23,66,59.0,,0.59,38.94
2018-07-24,63,59.0,,0.59,37.169999999999995
2018-07-25,62,59.0,,0.59,36.58
2018-07-26,61,59.0,,0.59,35.989999999999995
2018-07-27,63,59.0,,0.59,37.169999999999995
2018-07-28,58,59.0,,0.59,34.22
2018-07-29,61,59.0,,0.59,35.989999999999995
2018-07-30,73,59.0,,0.59,43.07
2018-07-31,67,59.0,,0.59,39.53
2018-08-01,71,66.0,False,0.66,46.86
2018-08-02,69,66.0,,0.66,45.54
2018-08-03,64,66.0,,0.66,42.24
2018-08-04,64,66.0,,0.66,42.24
2018-08-05,63,66.0,,0.66,41.580000000000005
2018-08-06,70,66.0,,0.66,46.2
2018-08-07,72,66.0,,0.66,47.52
2018-08-08,71,66.0,,0.66,46.86
2018-08-09,68,66.0,,0.66,44.88
2018-08-10,68,66.0,,0.66,44.88
2018-08-11,62,66.0,,0.66,40.92
2018-08-12,64,66.0,,0.66,42.24
2018-08-13,72,66.0,,0.66,47.52
2018-08-14,75,66.0,,0.66,49.5
2018-08-15,75,66.0,,0.66,49.5
2018-08-16,75,66.0,,0.66,49.5
2018-08-17,73,66.0,,0.66,48.18
2018-08-18,72,66.0,,0.66,47.52
2018-08-19,77,66.0,,0.66,50.82
2018-08-20,77,66.0,,0.66,50.82
2018-08-21,81,66.0,,0.66,53.46
2018-08-22,83,66.0,,0.66,54.78
2018-08-23,100,66.0,,0.66,66.0
2018-08-24,94,66.0,,0.66,62.040000000000006
2018-08-25,77,66.0,,0.66,50.82
2018-08-26,83,66.0,,0.66,54.78
2018-08-27,80,66.0,,0.66,52.800000000000004
2018-08-28,86,66.0,,0.66,56.760000000000005
2018-08-29,84,66.0,,0.66,55.440000000000005
2018-08-30,82,66.0,,0.66,54.120000000000005
2018-08-31,77,66.0,,0.66,50.82
2018-09-01,21,89.0,False,0.89,18.69
2018-09-02,25,89.0,,0.89,22.25
2018-09-03,26,89.0,,0.89,23.14
2018-09-04,26,89.0,,0.89,23.14
2018-09-05,37,89.0,,0.89,32.93
2018-09-06,100,89.0,,0.89,89.0
2018-09-07,67,89.0,,0.89,59.63
2018-09-08,41,89.0,,0.89,36.49
2018-09-09,35,89.0,,0.89,31.150000000000002
2018-09-10,32,89.0,,0.89,28.48
2018-09-11,31,89.0,,0.89,27.59
2018-09-12,29,89.0,,0.89,25.81
2018-09-13,29,89.0,,0.89,25.81
2018-09-14,30,89.0,,0.89,26.7
2018-09-15,30,89.0,,0.89,26.7
2018-09-16,29,89.0,,0.89,25.81
2018-09-17,29,89.0,,0.89,25.81
2018-09-18,28,89.0,,0.89,24.92
2018-09-19,27,89.0,,0.89,24.03
2018-09-20,28,89.0,,0.89,24.92
2018-09-21,32,89.0,,0.89,28.48
2018-09-22,29,89.0,,0.89,25.81
2018-09-23,27,89.0,,0.89,24.03
2018-09-24,27,89.0,,0.89,24.03
2018-09-25,27,89.0,,0.89,24.03
2018-09-26,26,89.0,,0.89,23.14
2018-09-27,27,89.0,,0.89,24.03
2018-09-28,26,89.0,,0.89,23.14
2018-09-29,23,89.0,,0.89,20.47
2018-09-30,26,89.0,,0.89,23.14
2018-10-01,89,73.0,False,0.73,64.97
2018-10-02,88,73.0,,0.73,64.24
2018-10-03,83,73.0,,0.73,60.589999999999996
2018-10-04,90,73.0,,0.73,65.7
2018-10-05,100,73.0,,0.73,73.0
2018-10-06,80,73.0,,0.73,58.4
2018-10-07,77,73.0,,0.73,56.21
2018-10-08,81,73.0,,0.73,59.129999999999995
2018-10-09,82,73.0,,0.73,59.86
2018-10-10,88,73.0,,0.73,64.24
2018-10-11,88,73.0,,0.73,64.24
2018-10-12,85,73.0,,0.73,62.05
2018-10-13,85,73.0,,0.73,62.05
2018-10-14,83,73.0,,0.73,60.589999999999996
2018-10-15,87,73.0,,0.73,63.51
2018-10-16,85,73.0,,0.73,62.05
2018-10-17,85,73.0,,0.73,62.05
2018-10-18,87,73.0,,0.73,63.51
2018-10-19,85,73.0,,0.73,62.05
2018-10-20,77,73.0,,0.73,56.21
2018-10-21,89,73.0,,0.73,64.97
2018-10-22,87,73.0,,0.73,63.51
2018-10-23,85,73.0,,0.73,62.05
2018-10-24,85,73.0,,0.73,62.05
2018-10-25,89,73.0,,0.73,64.97
2018-10-26,85,73.0,,0.73,62.05
2018-10-27,79,73.0,,0.73,57.67
2018-10-28,85,73.0,,0.73,62.05
2018-10-29,86,73.0,,0.73,62.78
2018-10-30,90,73.0,,0.73,65.7
2018-10-31,88,73.0,,0.73,64.24
2018-11-01,93,64.0,False,0.64,59.52
2018-11-02,88,64.0,,0.64,56.32
2018-11-03,88,64.0,,0.64,56.32
2018-11-04,89,64.0,,0.64,56.96
2018-11-05,90,64.0,,0.64,57.6
2018-11-06,100,64.0,,0.64,64.0
2018-11-07,88,64.0,,0.64,56.32
2018-11-08,89,64.0,,0.64,56.96
2018-11-09,86,64.0,,0.64,55.04
2018-11-10,80,64.0,,0.64,51.2
2018-11-11,66,64.0,,0.64,42.24
2018-11-12,73,64.0,,0.64,46.72
2018-11-13,83,64.0,,0.64,53.120000000000005
2018-11-14,80,64.0,,0.64,51.2
2018-11-15,81,64.0,,0.64,51.84
2018-11-16,100,64.0,,0.64,64.0
2018-11-17,69,64.0,,0.64,44.160000000000004
2018-11-18,68,64.0,,0.64,43.52
2018-11-19,77,64.0,,0.64,49.28
2018-11-20,76,64.0,,0.64,48.64
2018-11-21,64,64.0,,0.64,40.96
2018-11-22,55,64.0,,0.64,35.2
2018-11-23,54,64.0,,0.64,34.56
2018-11-24,57,64.0,,0.64,36.480000000000004
2018-11-25,68,64.0,,0.64,43.52
2018-11-26,76,64.0,,0.64,48.64
2018-11-27,77,64.0,,0.64,49.28
2018-11-28,78,64.0,,0.64,49.92
2018-11-29,90,64.0,,0.64,57.6
2018-11-30,81,64.0,,0.64,51.84
2018-12-01,73,58.0,False,0.58,42.339999999999996
2018-12-02,72,58.0,,0.58,41.76
2018-12-03,88,58.0,,0.58,51.04
2018-12-04,96,58.0,,0.58,55.67999999999999
2018-12-05,89,58.0,,0.58,51.62
2018-12-06,94,58.0,,0.58,54.519999999999996
2018-12-07,91,58.0,,0.58,52.779999999999994
2018-12-08,73,58.0,,0.58,42.339999999999996
2018-12-09,72,58.0,,0.58,41.76
2018-12-10,87,58.0,,0.58,50.459999999999994
2018-12-11,91,58.0,,0.58,52.779999999999994
2018-12-12,92,58.0,,0.58,53.36
2018-12-13,93,58.0,,0.58,53.94
2018-12-14,91,58.0,,0.58,52.779999999999994
2018-12-15,81,58.0,,0.58,46.98
2018-12-16,74,58.0,,0.58,42.919999999999995
2018-12-17,87,58.0,,0.58,50.459999999999994
2018-12-18,88,58.0,,0.58,51.04
2018-12-19,86,58.0,,0.58,49.879999999999995
2018-12-20,85,58.0,,0.58,49.3
2018-12-21,78,58.0,,0.58,45.239999999999995
2018-12-22,69,58.0,,0.58,40.019999999999996
2018-12-23,70,58.0,,0.58,40.599999999999994
2018-12-24,68,58.0,,0.58,39.44
2018-12-25,62,58.0,,0.58,35.96
2018-12-26,68,58.0,,0.58,39.44
2018-12-27,66,58.0,,0.58,38.279999999999994
2018-12-28,100,58.0,,0.58,57.99999999999999
2018-12-29,75,58.0,,0.58,43.5
2018-12-30,71,58.0,,0.58,41.18
2018-12-31,70,58.0,,0.58,40.599999999999994
2019-01-01,69,68.0,False,0.68,46.92
2019-01-02,82,68.0,,0.68,55.760000000000005
2019-01-03,76,68.0,,0.68,51.68000000000001
2019-01-04,77,68.0,,0.68,52.36000000000001
2019-01-05,64,68.0,,0.68,43.52
2019-01-06,67,68.0,,0.68,45.56
2019-01-07,74,68.0,,0.68,50.32
2019-01-08,100,68.0,,0.68,68.0
2019-01-09,91,68.0,,0.68,61.88
2019-01-10,82,68.0,,0.68,55.760000000000005
2019-01-11,83,68.0,,0.68,56.440000000000005
2019-01-12,71,68.0,,0.68,48.28
2019-01-13,64,68.0,,0.68,43.52
2019-01-14,81,68.0,,0.68,55.080000000000005
2019-01-15,76,68.0,,0.68,51.68000000000001
2019-01-16,79,68.0,,0.68,53.720000000000006
2019-01-17,78,68.0,,0.68,53.040000000000006
2019-01-18,74,68.0,,0.68,50.32
2019-01-19,63,68.0,,0.68,42.84
2019-01-20,61,68.0,,0.68,41.480000000000004
2019-01-21,61,68.0,,0.68,41.480000000000004
2019-01-22,74,68.0,,0.68,50.32
2019-01-23,80,68.0,,0.68,54.400000000000006
2019-01-24,75,68.0,,0.68,51.00000000000001
2019-01-25,75,68.0,,0.68,51.00000000000001
2019-01-26,64,68.0,,0.68,43.52
2019-01-27,75,68.0,,0.68,51.00000000000001
2019-01-28,74,68.0,,0.68,50.32
2019-01-29,78,68.0,,0.68,53.040000000000006
2019-01-30,75,68.0,,0.68,51.00000000000001
2019-01-31,77,68.0,,0.68,52.36000000000001
2019-02-01,96,62.0,False,0.62,59.519999999999996
2019-02-02,90,62.0,,0.62,55.8
2019-02-03,100,62.0,,0.62,62.0
2019-02-04,100,62.0,,0.62,62.0
2019-02-05,99,62.0,,0.62,61.38
2019-02-06,92,62.0,,0.62,57.04
2019-02-07,95,62.0,,0.62,58.9
2019-02-08,98,62.0,,0.62,60.76
2019-02-09,79,62.0,,0.62,48.98
2019-02-10,81,62.0,,0.62,50.22
2019-02-11,94,62.0,,0.62,58.28
2019-02-12,90,62.0,,0.62,55.8
2019-02-13,93,62.0,,0.62,57.66
2019-02-14,90,62.0,,0.62,55.8
2019-02-15,91,62.0,,0.62,56.42
2019-02-16,78,62.0,,0.62,48.36
2019-02-17,81,62.0,,0.62,50.22
2019-02-18,88,62.0,,0.62,54.56
2019-02-19,93,62.0,,0.62,57.66
2019-02-20,92,62.0,,0.62,57.04
2019-02-21,89,62.0,,0.62,55.18
2019-02-22,87,62.0,,0.62,53.94
2019-02-23,75,62.0,,0.62,46.5
2019-02-24,75,62.0,,0.62,46.5
2019-02-25,90,62.0,,0.62,55.8
2019-02-26,92,62.0,,0.62,57.04
2019-02-27,95,62.0,,0.62,58.9
2019-02-28,95,62.0,,0.62,58.9
2019-03-01,97,60.0,False,0.6,58.199999999999996
2019-03-02,80,60.0,,0.6,48.0
2019-03-03,83,60.0,,0.6,49.8
2019-03-04,99,60.0,,0.6,59.4
2019-03-05,98,60.0,,0.6,58.8
2019-03-06,100,60.0,,0.6,60.0
2019-03-07,95,60.0,,0.6,57.0
2019-03-08,93,60.0,,0.6,55.8
2019-03-09,78,60.0,,0.6,46.8
2019-03-10,78,60.0,,0.6,46.8
2019-03-11,95,60.0,,0.6,57.0
2019-03-12,94,60.0,,0.6,56.4
2019-03-13,94,60.0,,0.6,56.4
2019-03-14,96,60.0,,0.6,57.599999999999994
2019-03-15,89,60.0,,0.6,53.4
2019-03-16,77,60.0,,0.6,46.199999999999996
2019-03-17,76,60.0,,0.6,45.6
2019-03-18,98,60.0,,0.6,58.8
2019-03-19,96,60.0,,0.6,57.599999999999994
2019-03-20,93,60.0,,0.6,55.8
2019-03-21,94,60.0,,0.6,56.4
2019-03-22,89,60.0,,0.6,53.4
2019-03-23,74,60.0,,0.6,44.4
2019-03-24,79,60.0,,0.6,47.4
2019-03-25,96,60.0,,0.6,57.599999999999994
2019-03-26,98,60.0,,0.6,58.8
2019-03-27,96,60.0,,0.6,57.599999999999994
2019-03-28,93,60.0,,0.6,55.8
2019-03-29,92,60.0,,0.6,55.199999999999996
2019-03-30,73,60.0,,0.6,43.8
2019-03-31,74,60.0,,0.6,44.4
2019-04-01,90,62.0,False,0.62,55.8
2019-04-02,86,62.0,,0.62,53.32
2019-04-03,84,62.0,,0.62,52.08
2019-04-04,84,62.0,,0.62,52.08
2019-04-05,82,62.0,,0.62,50.839999999999996
2019-04-06,67,62.0,,0.62,41.54
2019-04-07,66,62.0,,0.62,40.92
2019-04-08,84,62.0,,0.62,52.08
2019-04-09,82,62.0,,0.62,50.839999999999996
2019-04-10,82,62.0,,0.62,50.839999999999996
2019-04-11,82,62.0,,0.62,50.839999999999996
2019-04-12,81,62.0,,0.62,50.22
2019-04-13,68,62.0,,0.62,42.16
2019-04-14,67,62.0,,0.62,41.54
2019-04-15,87,62.0,,0.62,53.94
2019-04-16,81,62.0,,0.62,50.22
2019-04-17,82,62.0,,0.62,50.839999999999996
2019-04-18,79,62.0,,0.62,48.98
2019-04-19,76,62.0,,0.62,47.12
2019-04-20,67,62.0,,0.62,41.54
2019-04-21,65,62.0,,0.62,40.3
2019-04-22,83,62.0,,0.62,51.46
2019-04-23,83,62.0,,0.62,51.46
2019-04-24,83,62.0,,0.62,51.46
2019-04-25,87,62.0,,0.62,53.94
2019-04-26,100,62.0,,0.62,62.0
2019-04-27,69,62.0,,0.62,42.78
2019-04-28,69,62.0,,0.62,42.78
2019-04-29,88,62.0,,0.62,54.56
2019-04-30,83,62.0,,0.62,51.46
2019-05-01,82,62.0,False,0.62,50.839999999999996
2019-05-02,76,62.0,,0.62,47.12
2019-05-03,74,62.0,,0.62,45.88
2019-05-04,60,62.0,,0.62,37.2
2019-05-05,69,62.0,,0.62,42.78
2019-05-06,76,62.0,,0.62,47.12
2019-05-07,82,62.0,,0.62,50.839999999999996
2019-05-08,83,62.0,,0.62,51.46
2019-05-09,82,62.0,,0.62,50.839999999999996
2019-05-10,100,62.0,,0.62,62.0
2019-05-11,74,62.0,,0.62,45.88
2019-05-12,71,62.0,,0.62,44.02
2019-05-13,82,62.0,,0.62,50.839999999999996
2019-05-14,82,62.0,,0.62,50.839999999999996
2019-05-15,83,62.0,,0.62,51.46
2019-05-16,79,62.0,,0.62,48.98
2019-05-17,81,62.0,,0.62,50.22
2019-05-18,64,62.0,,0.62,39.68
2019-05-19,68,62.0,,0.62,42.16
2019-05-20,85,62.0,,0.62,52.7
2019-05-21,86,62.0,,0.62,53.32
2019-05-22,79,62.0,,0.62,48.98
2019-05-23,85,62.0,,0.62,52.7
2019-05-24,87,62.0,,0.62,53.94
2019-05-25,68,62.0,,0.62,42.16
2019-05-26,71,62.0,,0.62,44.02
2019-05-27,68,62.0,,0.62,42.16
2019-05-28,83,62.0,,0.62,51.46
2019-05-29,79,62.0,,0.62,48.98
2019-05-30,80,62.0,,0.62,49.6
2019-05-31,81,62.0,,0.62,50.22
2019-06-01,87,55.0,False,0.55,47.85
2019-06-02,90,55.0,,0.55,49.50000000000001
2019-06-03,98,55.0,,0.55,53.900000000000006
2019-06-04,100,55.0,,0.55,55.00000000000001
2019-06-05,100,55.0,,0.55,55.00000000000001
2019-06-06,96,55.0,,0.55,52.800000000000004
2019-06-07,90,55.0,,0.55,49.50000000000001
2019-06-08,83,55.0,,0.55,45.650000000000006
2019-06-09,83,55.0,,0.55,45.650000000000006
2019-06-10,95,55.0,,0.55,52.25000000000001
2019-06-11,97,55.0,,0.55,53.35
2019-06-12,88,55.0,,0.55,48.400000000000006
2019-06-13,96,55.0,,0.55,52.800000000000004
2019-06-14,88,55.0,,0.55,48.400000000000006
2019-06-15,81,55.0,,0.55,44.550000000000004
2019-06-16,84,55.0,,0.55,46.2
2019-06-17,97,55.0,,0.55,53.35
2019-06-18,98,55.0,,0.55,53.900000000000006
2019-06-19,99,55.0,,0.55,54.45
2019-06-20,96,55.0,,0.55,52.800000000000004
2019-06-21,87,55.0,,0.55,47.85
2019-06-22,80,55.0,,0.55,44.0
2019-06-23,87,55.0,,0.55,47.85
2019-06-24,94,55.0,,0.55,51.7
2019-06-25,92,55.0,,0.55,50.6
2019-06-26,90,55.0,,0.55,49.50000000000001
2019-06-27,92,55.0,,0.55,50.6
2019-06-28,99,55.0,,0.55,54.45
2019-06-29,99,55.0,,0.55,54.45
2019-06-30,96,55.0,,0.55,52.800000000000004
2019-07-01,70,64.0,False,0.64,44.800000000000004
2019-07-02,61,64.0,,0.64,39.04
2019-07-03,58,64.0,,0.64,37.12
2019-07-04,52,64.0,,0.64,33.28
2019-07-05,61,64.0,,0.64,39.04
2019-07-06,58,64.0,,0.64,37.12
2019-07-07,63,64.0,,0.64,40.32
2019-07-08,67,64.0,,0.64,42.88
2019-07-09,69,64.0,,0.64,44.160000000000004
2019-07-10,73,64.0,,0.64,46.72
2019-07-11,68,64.0,,0.64,43.52
2019-07-12,100,64.0,,0.64,64.0
2019-07-13,95,64.0,,0.64,60.800000000000004
2019-07-14,84,64.0,,0.64,53.76
2019-07-15,76,64.0,,0.64,48.64
2019-07-16,70,64.0,,0.64,44.800000000000004
2019-07-17,71,64.0,,0.64,45.44
2019-07-18,67,64.0,,0.64,42.88
2019-07-19,68,64.0,,0.64,43.52
2019-07-20,62,64.0,,0.64,39.68
2019-07-21,67,64.0,,0.64,42.88
2019-07-22,71,64.0,,0.64,45.44
2019-07-23,62,64.0,,0.64,39.68
2019-07-24,67,64.0,,0.64,42.88
2019-07-25,59,64.0,,0.64,37.76
2019-07-26,61,64.0,,0.64,39.04
2019-07-27,61,64.0,,0.64,39.04
2019-07-28,63,64.0,,0.64,40.32
2019-07-29,66,64.0,,0.64,42.24
2019-07-30,66,64.0,,0.64,42.24
2019-07-31,62,64.0,,0.64,39.68
2019-08-01,74,64.0,False,0.64,47.36
2019-08-02,84,64.0,,0.64,53.76
2019-08-03,75,64.0,,0.64,48.0
2019-08-04,100,64.0,,0.64,64.0
2019-08-05,85,64.0,,0.64,54.4
2019-08-06,76,64.0,,0.64,48.64
2019-08-07,75,64.0,,0.64,48.0
2019-08-08,75,64.0,,0.64,48.0
2019-08-09,75,64.0,,0.64,48.0
2019-08-10,67,64.0,,0.64,42.88
2019-08-11,70,64.0,,0.64,44.800000000000004
2019-08-12,74,64.0,,0.64,47.36
2019-08-13,80,64.0,,0.64,51.2
2019-08-14,77,64.0,,0.64,49.28
2019-08-15,80,64.0,,0.64,51.2
2019-08-16,87,64.0,,0.64,55.68
2019-08-17,83,64.0,,0.64,53.120000000000005
2019-08-18,79,64.0,,0.64,50.56
2019-08-19,92,64.0,,0.64,58.88
2019-08-20,89,64.0,,0.64,56.96
2019-08-21,84,64.0,,0.64,53.76
2019-08-22,86,64.0,,0.64,55.04
2019-08-23,81,64.0,,0.64,51.84
2019-08-24,75,64.0,,0.64,48.0
2019-08-25,77,64.0,,0.64,49.28
2019-08-26,87,64.0,,0.64,55.68
2019-08-27,86,64.0,,0.64,55.04
