date,BAC_unscaled,BAC_monthly,isPartial,scale,BAC
2017-12-17,43,80.0,,0.8,34.4
2017-12-18,86,80.0,,0.8,68.8
2017-12-19,86,80.0,,0.8,68.8
2017-12-20,81,80.0,,0.8,64.8
2017-12-21,100,80.0,,0.8,80.0
2017-12-22,91,80.0,,0.8,72.8
2017-12-23,54,80.0,,0.8,43.2
2017-12-24,43,80.0,,0.8,34.4
2017-12-25,36,80.0,,0.8,28.8
2017-12-26,81,80.0,,0.8,64.8
2017-12-27,74,80.0,,0.8,59.2
2017-12-28,85,80.0,,0.8,68.0
2017-12-29,72,80.0,,0.8,57.6
2017-12-30,50,80.0,,0.8,40.0
2017-12-31,41,80.0,,0.8,32.800000000000004
2018-01-01,46,88.0,False,0.88,40.48
2018-01-02,64,88.0,,0.88,56.32
2018-01-03,65,88.0,,0.88,57.2
2018-01-04,71,88.0,,0.88,62.48
2018-01-05,75,88.0,,0.88,66.0
2018-01-06,48,88.0,,0.88,42.24
2018-01-07,42,88.0,,0.88,36.96
2018-01-08,67,88.0,,0.88,58.96
2018-01-09,79,88.0,,0.88,69.52
2018-01-10,75,88.0,,0.88,66.0
2018-01-11,69,88.0,,0.88,60.72
2018-01-12,81,88.0,,0.88,71.28
2018-01-13,48,88.0,,0.88,42.24
2018-01-14,47,88.0,,0.88,41.36
2018-01-15,52,88.0,,0.88,45.76
2018-01-16,85,88.0,,0.88,74.8
2018-01-17,100,88.0,,0.88,88.0
2018-01-18,91,88.0,,0.88,80.08
2018-01-19,80,88.0,,0.88,70.4
2018-01-20,38,88.0,,0.88,33.44
2018-01-21,46,88.0,,0.88,40.48
2018-01-22,75,88.0,,0.88,66.0
2018-01-23,72,88.0,,0.88,63.36
2018-01-24,77,88.0,,0.88,67.76
2018-01-25,71,88.0,,0.88,62.48
2018-01-26,81,88.0,,0.88,71.28
2018-01-27,47,88.0,,0.88,41.36
2018-01-28,37,88.0,,0.88,32.56
2018-01-29,74,88.0,,0.88,65.12
2018-01-30,75,88.0,,0.88,66.0
2018-01-31,69,88.0,,0.88,60.72
2018-02-01,79,85.0,False,0.85,67.14999999999999
2018-02-02,88,85.0,,0.85,74.8
2018-02-03,64,85.0,,0.85,54.4
2018-02-04,47,85.0,,0.85,39.949999999999996
2018-02-05,89,85.0,,0.85,75.64999999999999
2018-02-06,100,85.0,,0.85,85.0
2018-02-07,89,85.0,,0.85,75.64999999999999
2018-02-08,88,85.0,,0.85,74.8
2018-02-09,92,85.0,,0.85,78.2
2018-02-10,48,85.0,,0.85,40.8
2018-02-11,52,85.0,,0.85,44.199999999999996
2018-02-12,81,85.0,,0.85,68.85
2018-02-13,77,85.0,,0.85,65.45
2018-02-14,86,85.0,,0.85,73.1
2018-02-15,92,85.0,,0.85,78.2
2018-02-16,82,85.0,,0.85,69.7
2018-02-17,58,85.0,,0.85,49.3
2018-02-18,43,85.0,,0.85,36.55
2018-02-19,57,85.0,,0.85,48.449999999999996
2018-02-20,80,85.0,,0.85,68.0
2018-02-21,80,85.0,,0.85,68.0
2018-02-22,77,85.0,,0.85,65.45
2018-02-23,78,85.0,,0.85,66.3
2018-02-24,50,85.0,,0.85,42.5
2018-02-25,42,85.0,,0.85,35.699999999999996
2018-02-26,82,85.0,,0.85,69.7
2018-02-27,86,85.0,,0.85,73.1
2018-02-28,88,85.0,,0.85,74.8
2018-03-01,91,80.0,False,0.8,72.8
2018-03-02,91,80.0,,0.8,72.8
2018-03-03,55,80.0,,0.8,44.0
2018-03-04,53,80.0,,0.8,42.400000000000006
2018-03-05,85,80.0,,0.8,68.0
2018-03-06,89,80.0,,0.8,71.2
2018-03-07,82,80.0,,0.8,65.60000000000001
2018-03-08,79,80.0,,0.8,63.2
2018-03-09,87,80.0,,0.8,69.60000000000001
2018-03-10,54,80.0,,0.8,43.2
2018-03-11,54,80.0,,0.8,43.2
2018-03-12,85,80.0,,0.8,68.0
2018-03-13,78,80.0,,0.8,62.400000000000006
2018-03-14,81,80.0,,0.8,64.8
2018-03-15,80,80.0,,0.8,64.0
2018-03-16,87,80.0,,0.8,69.60000000000001
2018-03-17,49,80.0,,0.8,39.2
2018-03-18,54,80.0,,0.8,43.2
2018-03-19,76,80.0,,0.8,60.800000000000004
2018-03-20,82,80.0,,0.8,65.60000000000001
2018-03-21,81,80.0,,0.8,64.8
2018-03-22,79,80.0,,0.8,63.2
2018-03-23,95,80.0,,0.8,76.0
2018-03-24,47,80.0,,0.8,37.6
2018-03-25,48,80.0,,0.8,38.400000000000006
2018-03-26,100,80.0,,0.8,80.0
2018-03-27,98,80.0,,0.8,78.4
2018-03-28,80,80.0,,0.8,64.0
2018-03-29,92,80.0,,0.8,73.60000000000001
2018-03-30,67,80.0,,0.8,53.6
2018-03-31,48,80.0,,0.8,38.400000000000006
2018-04-01,41,81.0,False,0.81,33.21
2018-04-02,64,81.0,,0.81,51.84
2018-04-03,73,81.0,,0.81,59.13
2018-04-04,72,81.0,,0.81,58.32000000000001
2018-04-05,68,81.0,,0.81,55.080000000000005
2018-04-06,70,81.0,,0.81,56.7
2018-04-07,42,81.0,,0.81,34.02
2018-04-08,39,81.0,,0.81,31.590000000000003
2018-04-09,67,81.0,,0.81,54.27
2018-04-10,68,81.0,,0.81,55.080000000000005
2018-04-11,65,81.0,,0.81,52.650000000000006
2018-04-12,86,81.0,,0.81,69.66000000000001
2018-04-13,85,81.0,,0.81,68.85000000000001
2018-04-14,44,81.0,,0.81,35.64
2018-04-15,42,81.0,,0.81,34.02
2018-04-16,100,81.0,,0.81,81.0
2018-04-17,79,81.0,,0.81,63.99
2018-04-18,69,81.0,,0.81,55.89
2018-04-19,70,81.0,,0.81,56.7
2018-04-20,71,81.0,,0.81,57.510000000000005
2018-04-21,45,81.0,,0.81,36.45
2018-04-22,37,81.0,,0.81,29.970000000000002
2018-04-23,66,81.0,,0.81,53.46
2018-04-24,70,81.0,,0.81,56.7
2018-04-25,72,81.0,,0.81,58.32000000000001
2018-04-26,67,81.0,,0.81,54.27
2018-04-27,55,81.0,,0.81,44.550000000000004
2018-04-28,38,81.0,,0.81,30.78
2018-04-29,39,81.0,,0.81,31.590000000000003
2018-04-30,65,81.0,,0.81,52.650000000000006
2018-05-01,85,71.0,False,0.71,60.349999999999994
2018-05-02,75,71.0,,0.71,53.25
2018-05-03,77,71.0,,0.71,54.669999999999995
2018-05-04,87,71.0,,0.71,61.769999999999996
2018-05-05,47,71.0,,0.71,33.37
2018-05-06,63,71.0,,0.71,44.73
2018-05-07,82,71.0,,0.71,58.22
2018-05-08,82,71.0,,0.71,58.22
2018-05-09,76,71.0,,0.71,53.959999999999994
2018-05-10,87,71.0,,0.71,61.769999999999996
2018-05-11,76,71.0,,0.71,53.959999999999994
2018-05-12,53,71.0,,0.71,37.629999999999995
2018-05-13,38,71.0,,0.71,26.979999999999997
2018-05-14,80,71.0,,0.71,56.8
2018-05-15,90,71.0,,0.71,63.9
2018-05-16,84,71.0,,0.71,59.64
2018-05-17,69,71.0,,0.71,48.989999999999995
2018-05-18,75,71.0,,0.71,53.25
2018-05-19,42,71.0,,0.71,29.82
2018-05-20,44,71.0,,0.71,31.24
2018-05-21,79,71.0,,0.71,56.089999999999996
2018-05-22,79,71.0,,0.71,56.089999999999996
2018-05-23,87,71.0,,0.71,61.769999999999996
2018-05-24,83,71.0,,0.71,58.93
2018-05-25,74,71.0,,0.71,52.54
2018-05-26,50,71.0,,0.71,35.5
2018-05-27,48,71.0,,0.71,34.08
2018-05-28,56,71.0,,0.71,39.76
2018-05-29,86,71.0,,0.71,61.059999999999995
2018-05-30,100,71.0,,0.71,71.0
2018-05-31,88,71.0,,0.71,62.48
2018-06-01,79,76.0,False,0.76,60.04
2018-06-02,56,76.0,,0.76,42.56
2018-06-03,44,76.0,,0.76,33.44
2018-06-04,83,76.0,,0.76,63.08
2018-06-05,77,76.0,,0.76,58.52
2018-06-06,83,76.0,,0.76,63.08
2018-06-07,88,76.0,,0.76,66.88
2018-06-08,75,76.0,,0.76,57.0
2018-06-09,48,76.0,,0.76,36.480000000000004
2018-06-10,52,76.0,,0.76,39.52
2018-06-11,83,76.0,,0.76,63.08
2018-06-12,77,76.0,,0.76,58.52
2018-06-13,100,76.0,,0.76,76.0
2018-06-14,89,76.0,,0.76,67.64
2018-06-15,82,76.0,,0.76,62.32
2018-06-16,42,76.0,,0.76,31.92
2018-06-17,51,76.0,,0.76,38.76
2018-06-18,86,76.0,,0.76,65.36
2018-06-19,72,76.0,,0.76,54.72
2018-06-20,80,76.0,,0.76,60.8
2018-06-21,84,76.0,,0.76,63.84
2018-06-22,70,76.0,,0.76,53.2
2018-06-23,52,76.0,,0.76,39.52
2018-06-24,51,76.0,,0.76,38.76
2018-06-25,76,76.0,,0.76,57.76
2018-06-26,81,76.0,,0.76,61.56
2018-06-27,77,76.0,,0.76,58.52
2018-06-28,100,76.0,,0.76,76.0
2018-06-29,97,76.0,,0.76,73.72
2018-06-30,60,76.0,,0.76,45.6
2018-07-01,55,82.0,False,0.82,45.099999999999994
2018-07-02,65,82.0,,0.82,53.3
2018-07-03,63,82.0,,0.82,51.66
2018-07-04,57,82.0,,0.82,46.739999999999995
2018-07-05,82,82.0,,0.82,67.24
2018-07-06,80,82.0,,0.82,65.6
2018-07-07,44,82.0,,0.82,36.08
2018-07-08,44,82.0,,0.82,36.08
2018-07-09,78,82.0,,0.82,63.959999999999994
2018-07-10,71,82.0,,0.82,58.22
2018-07-11,65,82.0,,0.82,53.3
2018-07-12,72,82.0,,0.82,59.04
2018-07-13,72,82.0,,0.82,59.04
2018-07-14,43,82.0,,0.82,35.26
2018-07-15,44,82.0,,0.82,36.08
2018-07-16,100,82.0,,0.82,82.0
2018-07-17,83,82.0,,0.82,68.06
2018-07-18,80,82.0,,0.82,65.6
2018-07-19,72,82.0,,0.82,59.04
2018-07-20,67,82.0,,0.82,54.94
2018-07-21,41,82.0,,0.82,33.62
2018-07-22,43,82.0,,0.82,35.26
2018-07-23,71,82.0,,0.82,58.22
2018-07-24,81,82.0,,0.82,66.42
2018-07-25,64,82.0,,0.82,52.48
2018-07-26,72,82.0,,0.82,59.04
2018-07-27,70,82.0,,0.82,57.4
2018-07-28,42,82.0,,0.82,34.44
2018-07-29,51,82.0,,0.82,41.82
2018-07-30,76,82.0,,0.82,62.31999999999999
2018-07-31,63,82.0,,0.82,51.66
2018-08-01,99,80.0,False,0.8,79.2
2018-08-02,84,80.0,,0.8,67.2
2018-08-03,91,80.0,,0.8,72.8
2018-08-04,68,80.0,,0.8,54.400000000000006
2018-08-05,55,80.0,,0.8,44.0
2018-08-06,90,80.0,,0.8,72.0
2018-08-07,98,80.0,,0.8,78.4
2018-08-08,84,80.0,,0.8,67.2
2018-08-09,86,80.0,,0.8,68.8
2018-08-10,91,80.0,,0.8,72.8
2018-08-11,71,80.0,,0.8,56.800000000000004
2018-08-12,64,80.0,,0.8,51.2
2018-08-13,91,80.0,,0.8,72.8
2018-08-14,89,80.0,,0.8,71.2
2018-08-15,85,80.0,,0.8,68.0
2018-08-16,100,80.0,,0.8,80.0
2018-08-17,95,80.0,,0.8,76.0
2018-08-18,64,80.0,,0.8,51.2
2018-08-19,73,80.0,,0.8,58.400000000000006
2018-08-20,83,80.0,,0.8,66.4
2018-08-21,96,80.0,,0.8,76.80000000000001
2018-08-22,93,80.0,,0.8,74.4
2018-08-23,87,80.0,,0.8,69.60000000000001
2018-08-24,94,80.0,,0.8,75.2
2018-08-25,60,80.0,,0.8,48.0
2018-08-26,54,80.0,,0.8,43.2
2018-08-27,79,80.0,,0.8,63.2
2018-08-28,87,80.0,,0.8,69.60000000000001
2018-08-29,81,80.0,,0.8,64.8
2018-08-30,93,80.0,,0.8,74.4
2018-08-31,82,80.0,,0.8,65.60000000000001
2018-09-01,67,66.0,False,0.66,44.22
2018-09-02,59,66.0,,0.66,38.940000000000005
2018-09-03,65,66.0,,0.66,42.9
2018-09-04,100,66.0,,0.66,66.0
2018-09-05,83,66.0,,0.66,54.78
2018-09-06,84,66.0,,0.66,55.440000000000005
2018-09-07,86,66.0,,0.66,56.760000000000005
2018-09-08,72,66.0,,0.66,47.52
2018-09-09,56,66.0,,0.66,36.96
2018-09-10,77,66.0,,0.66,50.82
2018-09-11,83,66.0,,0.66,54.78
2018-09-12,83,66.0,,0.66,54.78
2018-09-13,81,66.0,,0.66,53.46
2018-09-14,87,66.0,,0.66,57.42
2018-09-15,62,66.0,,0.66,40.92
2018-09-16,56,66.0,,0.66,36.96
2018-09-17,84,66.0,,0.66,55.440000000000005
2018-09-18,82,66.0,,0.66,54.120000000000005
2018-09-19,94,66.0,,0.66,62.040000000000006
2018-09-20,83,66.0,,0.66,54.78
2018-09-21,91,66.0,,0.66,60.06
2018-09-22,63,66.0,,0.66,41.580000000000005
2018-09-23,58,66.0,,0.66,38.28
2018-09-24,89,66.0,,0.66,58.74
2018-09-25,79,66.0,,0.66,52.14
2018-09-26,83,66.0,,0.66,54.78
2018-09-27,87,66.0,,0.66,57.42
2018-09-28,88,66.0,,0.66,58.080000000000005
2018-09-29,57,66.0,,0.66,37.620000000000005
2018-09-30,68,66.0,,0.66,44.88
2018-10-01,70,76.0,False,0.76,53.2
2018-10-02,66,76.0,,0.76,50.160000000000004
2018-10-03,61,76.0,,0.76,46.36
2018-10-04,66,76.0,,0.76,50.160000000000004
2018-10-05,61,76.0,,0.76,46.36
2018-10-06,50,76.0,,0.76,38.0
2018-10-07,38,76.0,,0.76,28.88
2018-10-08,56,76.0,,0.76,42.56
2018-10-09,60,76.0,,0.76,45.6
2018-10-10,63,76.0,,0.76,47.88
2018-10-11,67,76.0,,0.76,50.92
2018-10-12,77,76.0,,0.76,58.52
2018-10-13,43,76.0,,0.76,32.68
2018-10-14,46,76.0,,0.76,34.96
2018-10-15,100,76.0,,0.76,76.0
2018-10-16,76,76.0,,0.76,57.76
2018-10-17,70,76.0,,0.76,53.2
2018-10-18,62,76.0,,0.76,47.12
2018-10-19,57,76.0,,0.76,43.32
2018-10-20,44,76.0,,0.76,33.44
2018-10-21,41,76.0,,0.76,31.16
2018-10-22,59,76.0,,0.76,44.84
2018-10-23,79,76.0,,0.76,60.04
2018-10-24,69,76.0,,0.76,52.44
2018-10-25,59,76.0,,0.76,44.84
2018-10-26,54,76.0,,0.76,41.04
2018-10-27,43,76.0,,0.76,32.68
2018-10-28,45,76.0,,0.76,34.2
2018-10-29,66,76.0,,0.76,50.160000000000004
2018-10-30,76,76.0,,0.76,57.76
2018-10-31,65,76.0,,0.76,49.4
2018-11-01,100,67.0,False,0.67,67.0
2018-11-02,87,67.0,,0.67,58.290000000000006
2018-11-03,43,67.0,,0.67,28.810000000000002
2018-11-04,50,67.0,,0.67,33.5
2018-11-05,79,67.0,,0.67,52.93
2018-11-06,89,67.0,,0.67,59.63
2018-11-07,80,67.0,,0.67,53.6
2018-11-08,92,67.0,,0.67,61.64
2018-11-09,74,67.0,,0.67,49.580000000000005
2018-11-10,50,67.0,,0.67,33.5
2018-11-11,53,67.0,,0.67,35.510000000000005
2018-11-12,76,67.0,,0.67,50.92
2018-11-13,70,67.0,,0.67,46.900000000000006
2018-11-14,86,67.0,,0.67,57.620000000000005
2018-11-15,78,67.0,,0.67,52.260000000000005
2018-11-16,84,67.0,,0.67,56.28
2018-11-17,59,67.0,,0.67,39.53
2018-11-18,54,67.0,,0.67,36.18
2018-11-19,74,67.0,,0.67,49.580000000000005
2018-11-20,85,67.0,,0.67,56.95
2018-11-21,79,67.0,,0.67,52.93
2018-11-22,49,67.0,,0.67,32.830000000000005
2018-11-23,56,67.0,,0.67,37.52
2018-11-24,46,67.0,,0.67,30.82
2018-11-25,48,67.0,,0.67,32.160000000000004
2018-11-26,69,67.0,,0.67,46.230000000000004
2018-11-27,72,67.0,,0.67,48.24
2018-11-28,87,67.0,,0.67,58.290000000000006
2018-11-29,87,67.0,,0.67,58.290000000000006
2018-11-30,82,67.0,,0.67,54.940000000000005
2018-12-01,52,73.0,False,0.73,37.96
2018-12-02,48,73.0,,0.73,35.04
2018-12-03,82,73.0,,0.73,59.86
2018-12-04,83,73.0,,0.73,60.589999999999996
2018-12-05,68,73.0,,0.73,49.64
2018-12-06,81,73.0,,0.73,59.129999999999995
2018-12-07,83,73.0,,0.73,60.589999999999996
2018-12-08,59,73.0,,0.73,43.07
2018-12-09,41,73.0,,0.73,29.93
2018-12-10,89,73.0,,0.73,64.97
2018-12-11,87,73.0,,0.73,63.51
2018-12-12,93,73.0,,0.73,67.89
2018-12-13,81,73.0,,0.73,59.129999999999995
2018-12-14,87,73.0,,0.73,63.51
2018-12-15,52,73.0,,0.73,37.96
2018-12-16,55,73.0,,0.73,40.15
2018-12-17,87,73.0,,0.73,63.51
2018-12-18,80,73.0,,0.73,58.4
2018-12-19,91,73.0,,0.73,66.42999999999999
2018-12-20,82,73.0,,0.73,59.86
2018-12-21,93,73.0,,0.73,67.89
2018-12-22,47,73.0,,0.73,34.31
2018-12-23,43,73.0,,0.73,31.39
2018-12-24,71,73.0,,0.73,51.83
2018-12-25,56,73.0,,0.73,40.879999999999995
2018-12-26,100,73.0,,0.73,73.0
2018-12-27,89,73.0,,0.73,64.97
2018-12-28,83,73.0,,0.73,60.589999999999996
2018-12-29,59,73.0,,0.73,43.07
2018-12-30,66,73.0,,0.73,48.18
2018-12-31,90,73.0,,0.73,65.7
2019-01-01,54,78.0,False,0.78,42.120000000000005
2019-01-02,66,78.0,,0.78,51.480000000000004
2019-01-03,68,78.0,,0.78,53.04
2019-01-04,60,78.0,,0.78,46.800000000000004
2019-01-05,42,78.0,,0.78,32.76
2019-01-06,33,78.0,,0.78,25.740000000000002
2019-01-07,61,78.0,,0.78,47.58
2019-01-08,62,78.0,,0.78,48.36
2019-01-09,57,78.0,,0.78,44.46
2019-01-10,58,78.0,,0.78,45.24
2019-01-11,58,78.0,,0.78,45.24
2019-01-12,37,78.0,,0.78,28.86
2019-01-13,38,78.0,,0.78,29.64
2019-01-14,69,78.0,,0.78,53.82
2019-01-15,74,78.0,,0.78,57.72
2019-01-16,100,78.0,,0.78,78.0
2019-01-17,76,78.0,,0.78,59.28
2019-01-18,69,78.0,,0.78,53.82
2019-01-19,41,78.0,,0.78,31.98
2019-01-20,37,78.0,,0.78,28.86
2019-01-21,39,78.0,,0.78,30.42
2019-01-22,61,78.0,,0.78,47.58
2019-01-23,57,78.0,,0.78,44.46
2019-01-24,61,78.0,,0.78,47.58
2019-01-25,66,78.0,,0.78,51.480000000000004
2019-01-26,41,78.0,,0.78,31.98
2019-01-27,41,78.0,,0.78,31.98
2019-01-28,61,78.0,,0.78,47.58
2019-01-29,58,78.0,,0.78,45.24
2019-01-30,58,78.0,,0.78,45.24
2019-01-31,58,78.0,,0.78,45.24
2019-02-01,99,70.0,False,0.7,69.3
2019-02-02,61,70.0,,0.7,42.699999999999996
2019-02-03,62,70.0,,0.7,43.4
2019-02-04,91,70.0,,0.7,63.699999999999996
2019-02-05,100,70.0,,0.7,70.0
2019-02-06,86,70.0,,0.7,60.199999999999996
2019-02-07,94,70.0,,0.7,65.8
2019-02-08,83,70.0,,0.7,58.099999999999994
2019-02-09,63,70.0,,0.7,44.099999999999994
2019-02-10,51,70.0,,0.7,35.699999999999996
2019-02-11,85,70.0,,0.7,59.49999999999999
2019-02-12,83,70.0,,0.7,58.099999999999994
2019-02-13,87,70.0,,0.7,60.9
2019-02-14,88,70.0,,0.7,61.599999999999994
2019-02-15,92,70.0,,0.7,64.39999999999999
2019-02-16,60,70.0,,0.7,42.0
2019-02-17,56,70.0,,0.7,39.199999999999996
2019-02-18,62,70.0,,0.7,43.4
2019-02-19,95,70.0,,0.7,66.5
2019-02-20,83,70.0,,0.7,58.099999999999994
2019-02-21,93,70.0,,0.7,65.1
2019-02-22,95,70.0,,0.7,66.5
2019-02-23,56,70.0,,0.7,39.199999999999996
2019-02-24,66,70.0,,0.7,46.199999999999996
2019-02-25,89,70.0,,0.7,62.3
2019-02-26,91,70.0,,0.7,63.699999999999996
2019-02-27,94,70.0,,0.7,65.8
2019-02-28,87,70.0,,0.7,60.9
2019-03-01,90,70.0,False,0.7,62.99999999999999
2019-03-02,62,70.0,,0.7,43.4
2019-03-03,51,70.0,,0.7,35.699999999999996
2019-03-04,82,70.0,,0.7,57.4
2019-03-05,86,70.0,,0.7,60.199999999999996
2019-03-06,74,70.0,,0.7,51.8
2019-03-07,82,70.0,,0.7,57.4
2019-03-08,79,70.0,,0.7,55.3
2019-03-09,49,70.0,,0.7,34.3
2019-03-10,51,70.0,,0.7,35.699999999999996
2019-03-11,86,70.0,,0.7,60.199999999999996
2019-03-12,76,70.0,,0.7,53.199999999999996
2019-03-13,85,70.0,,0.7,59.49999999999999
2019-03-14,84,70.0,,0.7,58.8
2019-03-15,79,70.0,,0.7,55.3
2019-03-16,45,70.0,,0.7,31.499999999999996
2019-03-17,52,70.0,,0.7,36.4
2019-03-18,89,70.0,,0.7,62.3
2019-03-19,89,70.0,,0.7,62.3
2019-03-20,96,70.0,,0.7,67.19999999999999
2019-03-21,92,70.0,,0.7,64.39999999999999
2019-03-22,100,70.0,,0.7,70.0
2019-03-23,63,70.0,,0.7,44.099999999999994
2019-03-24,53,70.0,,0.7,37.099999999999994
2019-03-25,90,70.0,,0.7,62.99999999999999
2019-03-26,95,70.0,,0.7,66.5
2019-03-27,87,70.0,,0.7,60.9
2019-03-28,89,70.0,,0.7,62.3
2019-03-29,90,70.0,,0.7,62.99999999999999
2019-03-30,63,70.0,,0.7,44.099999999999994
2019-03-31,57,70.0,,0.7,39.9
2019-04-01,66,75.0,False,0.75,49.5
2019-04-02,57,75.0,,0.75,42.75
2019-04-03,66,75.0,,0.75,49.5
2019-04-04,66,75.0,,0.75,49.5
2019-04-05,63,75.0,,0.75,47.25
2019-04-06,40,75.0,,0.75,30.0
2019-04-07,40,75.0,,0.75,30.0
2019-04-08,60,75.0,,0.75,45.0
2019-04-09,64,75.0,,0.75,48.0
2019-04-10,59,75.0,,0.75,44.25
2019-04-11,54,75.0,,0.75,40.5
2019-04-12,68,75.0,,0.75,51.0
2019-04-13,43,75.0,,0.75,32.25
2019-04-14,34,75.0,,0.75,25.5
2019-04-15,67,75.0,,0.75,50.25
2019-04-16,100,75.0,,0.75,75.0
2019-04-17,76,75.0,,0.75,57.0
2019-04-18,61,75.0,,0.75,45.75
2019-04-19,43,75.0,,0.75,32.25
2019-04-20,40,75.0,,0.75,30.0
2019-04-21,37,75.0,,0.75,27.75
2019-04-22,68,75.0,,0.75,51.0
2019-04-23,56,75.0,,0.75,42.0
2019-04-24,61,75.0,,0.75,45.75
2019-04-25,60,75.0,,0.75,45.0
2019-04-26,62,75.0,,0.75,46.5
2019-04-27,42,75.0,,0.75,31.5
2019-04-28,38,75.0,,0.75,28.5
2019-04-29,68,75.0,,0.75,51.0
2019-04-30,57,75.0,,0.75,42.75
2019-05-01,92,66.0,False,0.66,60.720000000000006
2019-05-02,88,66.0,,0.66,58.080000000000005
2019-05-03,100,66.0,,0.66,66.0
2019-05-04,61,66.0,,0.66,40.260000000000005
2019-05-05,65,66.0,,0.66,42.9
2019-05-06,86,66.0,,0.66,56.760000000000005
2019-05-07,93,66.0,,0.66,61.38
2019-05-08,86,66.0,,0.66,56.760000000000005
2019-05-09,83,66.0,,0.66,54.78
2019-05-10,95,66.0,,0.66,62.7
2019-05-11,60,66.0,,0.66,39.6
2019-05-12,57,66.0,,0.66,37.620000000000005
2019-05-13,80,66.0,,0.66,52.800000000000004
2019-05-14,88,66.0,,0.66,58.080000000000005
2019-05-15,99,66.0,,0.66,65.34
2019-05-16,98,66.0,,0.66,64.68
2019-05-17,80,66.0,,0.66,52.800000000000004
2019-05-18,64,66.0,,0.66,42.24
2019-05-19,67,66.0,,0.66,44.22
2019-05-20,85,66.0,,0.66,56.1
2019-05-21,91,66.0,,0.66,60.06
2019-05-22,93,66.0,,0.66,61.38
2019-05-23,87,66.0,,0.66,57.42
2019-05-24,92,66.0,,0.66,60.720000000000006
2019-05-25,59,66.0,,0.66,38.940000000000005
2019-05-26,56,66.0,,0.66,36.96
2019-05-27,59,66.0,,0.66,38.940000000000005
2019-05-28,89,66.0,,0.66,58.74
2019-05-29,79,66.0,,0.66,52.14
2019-05-30,79,66.0,,0.66,52.14
2019-05-31,83,66.0,,0.66,54.78
2019-06-01,60,65.0,False,0.65,39.0
2019-06-02,54,65.0,,0.65,35.1
2019-06-03,75,65.0,,0.65,48.75
2019-06-04,86,65.0,,0.65,55.9
2019-06-05,84,65.0,,0.65,54.6
2019-06-06,85,65.0,,0.65,55.25
2019-06-07,96,65.0,,0.65,62.400000000000006
2019-06-08,61,65.0,,0.65,39.65
2019-06-09,47,65.0,,0.65,30.55
2019-06-10,88,65.0,,0.65,57.2
2019-06-11,83,65.0,,0.65,53.95
2019-06-12,76,65.0,,0.65,49.4
2019-06-13,79,65.0,,0.65,51.35
2019-06-14,76,65.0,,0.65,49.4
2019-06-15,59,65.0,,0.65,38.35
2019-06-16,59,65.0,,0.65,38.35
2019-06-17,74,65.0,,0.65,48.1
2019-06-18,80,65.0,,0.65,52.0
2019-06-19,98,65.0,,0.65,63.7
2019-06-20,100,65.0,,0.65,65.0
2019-06-21,95,65.0,,0.65,61.75
2019-06-22,61,65.0,,0.65,39.65
2019-06-23,60,65.0,,0.65,39.0
2019-06-24,76,65.0,,0.65,49.4
2019-06-25,78,65.0,,0.65,50.7
2019-06-26,74,65.0,,0.65,48.1
2019-06-27,92,65.0,,0.65,59.800000000000004
2019-06-28,100,65.0,,0.65,65.0
2019-06-29,62,65.0,,0.65,40.300000000000004
2019-06-30,61,65.0,,0.65,39.65
2019-07-01,78,73.0,False,0.73,56.94
2019-07-02,71,73.0,,0.73,51.83
2019-07-03,62,73.0,,0.73,45.26
2019-07-04,49,73.0,,0.73,35.769999999999996
2019-07-05,77,73.0,,0.73,56.21
2019-07-06,46,73.0,,0.73,33.58
2019-07-07,43,73.0,,0.73,31.39
2019-07-08,66,73.0,,0.73,48.18
2019-07-09,65,73.0,,0.73,47.449999999999996
2019-07-10,70,73.0,,0.73,51.1
2019-07-11,71,73.0,,0.73,51.83
2019-07-12,78,73.0,,0.73,56.94
2019-07-13,52,73.0,,0.73,37.96
2019-07-14,48,73.0,,0.73,35.04
2019-07-15,70,73.0,,0.73,51.1
2019-07-16,82,73.0,,0.73,59.86
2019-07-17,100,73.0,,0.73,73.0
2019-07-18,76,73.0,,0.73,55.48
2019-07-19,69,73.0,,0.73,50.37
2019-07-20,46,73.0,,0.73,33.58
2019-07-21,49,73.0,,0.73,35.769999999999996
2019-07-22,60,73.0,,0.73,43.8
2019-07-23,71,73.0,,0.73,51.83
2019-07-24,76,73.0,,0.73,55.48
2019-07-25,82,73.0,,0.73,59.86
2019-07-26,72,73.0,,0.73,52.56
2019-07-27,62,73.0,,0.73,45.26
2019-07-28,54,73.0,,0.73,39.42
2019-07-29,73,73.0,,0.73,53.29
2019-07-30,80,73.0,,0.73,58.4
2019-07-31,79,73.0,,0.73,57.67
2019-08-01,81,78.0,False,0.78,63.18
2019-08-02,85,78.0,,0.78,66.3
2019-08-03,52,78.0,,0.78,40.56
2019-08-04,59,78.0,,0.78,46.02
2019-08-05,83,78.0,,0.78,64.74000000000001
2019-08-06,91,78.0,,0.78,70.98
2019-08-07,89,78.0,,0.78,69.42
2019-08-08,82,78.0,,0.78,63.96
2019-08-09,77,78.0,,0.78,60.06
2019-08-10,60,78.0,,0.78,46.800000000000004
2019-08-11,54,78.0,,0.78,42.120000000000005
2019-08-12,84,78.0,,0.78,65.52
2019-08-13,89,78.0,,0.78,69.42
2019-08-14,100,78.0,,0.78,78.0
2019-08-15,88,78.0,,0.78,68.64
